#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR70211--MA0741.1.KLF16	chrX	134963371	134963381	+	0.000	0.000	Merged-chrX-134963484-45
NR21332--MA0039.3.KLF4	chr14	102811707	102811717	-	0.000	0.000	Merged-chr14-102811644-20
NR70315--MA0599.1.KLF5	chrX	145504946	145504955	-	0.000	0.000	Merged-chrX-145505228-74
NR48605--MA0740.1.KLF14	chr5	14514912	14514925	-	0.000	0.000	Merged-chr5-14515082-42
NR15403--MA0741.1.KLF16	chr12	105981750	105981760	-	0.000	0.000	Merged-chr12-105981568-18
NR60092--MA0599.1.KLF5	chr7	98361329	98361338	+	0.000	0.000	Merged-chr7-98361326-25
NR31279--MA0599.1.KLF5	chr18	62922253	62922262	+	0.000	0.000	Merged-chr18-62922354-54
NR38325--MA1107.1.KLF9	chr2	147743965	147743977	-	0.000	0.000	Merged-chr2-147744071-13
NR31166--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR26225--MA0741.1.KLF16	chr16	84625104	84625114	-	0.000	0.000	Merged-chr16-84625247-15
NR37534--MA0657.1.KLF13	chr2	125136003	125136020	-	0.000	0.000	Merged-chr2-125136116-38
NR50481--MA0039.3.KLF4	chr5	100916656	100916666	-	0.000	0.000	Merged-chr5-100916697-39
NR20938--MA0599.1.KLF5	chr14	76165439	76165448	-	0.000	0.000	Merged-chr14-76165391-21
NR1590--MA1107.1.KLF9	chr1	90660271	90660283	-	0.000	0.000	Merged-chr1-90660312-12
NR32942--MA0599.1.KLF5	chr19	12012388	12012397	+	0.000	0.000	Merged-chr19-12012380-1
NR29192--MA1107.1.KLF9	chr17	65559496	65559508	+	0.000	0.000	Merged-chr17-65559393-20
NR48379--MA0741.1.KLF16	chr4	155774841	155774851	+	0.000	0.000	Merged-chr4-155774656-37
NR65169--MA1107.1.KLF9	chr8	123163071	123163083	+	0.000	0.000	Merged-chr8-123163099-40
NR49436--MA0039.3.KLF4	chr5	53437813	53437823	+	0.000	0.000	Merged-chr5-53437793-20
NR66166--MA0599.1.KLF5	chr9	42897683	42897692	-	0.000	0.000	Merged-chr9-42897501-20
NR1363--MA0599.1.KLF5	chr1	84287044	84287053	+	0.000	0.000	Merged-chr1-84286949-27
NR24738--MA0599.1.KLF5	chr16	4469939	4469948	+	0.000	0.000	Merged-chr16-4469915-27
NR21083--MA0740.1.KLF14	chr14	84443428	84443441	+	0.000	0.000	Merged-chr14-84443299-57
NR55890--MA0741.1.KLF16	chr6	121017543	121017553	-	0.000	0.000	Merged-chr6-121017523-33
NR26142--MA1107.1.KLF9	chr16	78264697	78264709	-	0.000	0.000	Merged-chr16-78264728-2
NR32265--MA1107.1.KLF9	chr18	84804497	84804509	-	0.000	0.000	Merged-chr18-84804572-27
NR60177--MA0493.1.Klf1	chr7	99795659	99795669	+	0.000	0.000	Merged-chr7-99795499-24
NR49837--MA0741.1.KLF16	chr5	74704612	74704622	+	0.000	0.000	Merged-chr5-74704453-70
NR34427--MA1107.1.KLF9	chr2	4567389	4567401	-	0.000	0.000	Merged-chr2-4567527-13
NR9038--MA1107.1.KLF9	chr11	4344284	4344296	-	0.000	0.000	Merged-chr11-4344147-20
NR16345--MA0741.1.KLF16	chr13	17993399	17993409	-	0.000	0.000	Merged-chr13-17993273-57
NR58650--MA1107.1.KLF9	chr7	34630505	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR37944--MA0599.1.KLF5	chr2	136713340	136713349	+	0.000	0.000	Merged-chr2-136713421-11
NR6440--MA0740.1.KLF14	chr10	76962204	76962217	-	0.000	0.000	Merged-chr10-76962071-59
NR53751--MA0039.3.KLF4	chr6	34497703	34497713	-	0.000	0.000	Merged-chr6-34497714-15
NR1205--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR38343--MA0741.1.KLF16	chr2	147832654	147832664	-	0.000	0.000	Merged-chr2-147832545-2
NR23047--MA0740.1.KLF14	chr15	74538491	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR19831--MA0741.1.KLF16	chr14	34768438	34768448	-	0.000	0.000	Merged-chr14-34768619-7
NR9742--MA0599.1.KLF5	chr11	50952641	50952650	+	0.000	0.000	Merged-chr11-50952542-18
NR305--MA0741.1.KLF16	chr1	34831636	34831646	-	0.000	0.000	Merged-chr1-34831505-37
NR25156--MA0493.1.Klf1	chr16	21204597	21204607	-	0.000	0.000	Merged-chr16-21204669-33
NR19024--MA0493.1.Klf1	chr13	112801414	112801424	-	0.000	0.000	Merged-chr13-112801565-4
NR52178--MA0741.1.KLF16	chr5	135780569	135780579	-	0.000	0.000	Merged-chr5-135780527-18
NR38339--MA1107.1.KLF9	chr2	147832627	147832639	+	0.000	0.000	Merged-chr2-147832545-2
NR21374--MA0493.1.Klf1	chr14	103620083	103620093	-	0.000	0.000	Merged-chr14-103620031-34
NR30133--MA0741.1.KLF16	chr17	88654067	88654077	-	0.000	0.000	Merged-chr17-88654141-3
NR41988--MA0741.1.KLF16	chr3	105052971	105052981	+	0.000	0.000	Merged-chr3-105053022-65
NR10329--MA0039.3.KLF4	chr11	66905994	66906004	+	0.000	0.000	Merged-chr11-66906049-23
NR16140--MA0599.1.KLF5	chr13	3478187	3478196	-	0.000	0.000	Merged-chr13-3478294-51
NR38228--MA0740.1.KLF14	chr2	146606367	146606380	-	0.000	0.000	Merged-chr2-146606447-27
NR15504--MA0741.1.KLF16	chr12	108275477	108275487	+	0.000	0.000	Merged-chr12-108275445-64
NR19704--MA1107.1.KLF9	chr14	30014619	30014631	-	0.000	0.000	Merged-chr14-30014704-42
NR395--MA0741.1.KLF16	chr1	37300936	37300946	-	0.000	0.000	Merged-chr1-37301008-22
NR26805--MA1107.1.KLF9	chr16	97002523	97002535	+	0.000	0.000	Merged-chr16-97002537-1
NR68373--MA0599.1.KLF5	chr9	107356294	107356303	+	0.000	0.000	Merged-chr9-107356268-12
NR61862--MA1107.1.KLF9	chr7	140063394	140063406	-	0.000	0.000	Merged-chr7-140063234-12
NR19830--MA0493.1.Klf1	chr14	34768439	34768449	-	0.000	0.000	Merged-chr14-34768619-7
NR50955--MA0740.1.KLF14	chr5	113165068	113165081	+	0.000	0.000	Merged-chr5-113165071-16
NR68207--MA0493.1.Klf1	chr9	104373476	104373486	-	0.000	0.000	Merged-chr9-104373447-21
NR34123--MA1107.1.KLF9	chr19	56761939	56761951	-	0.000	0.000	Merged-chr19-56762004-4
NR54465--MA0742.1.Klf12	chr6	71322741	71322755	+	0.000	0.000	Merged-chr6-71322825-41
NR37155--MA0039.3.KLF4	chr2	115856208	115856218	+	0.000	0.000	Merged-chr2-115856078-28
NR60684--MA0599.1.KLF5	chr7	112679302	112679311	+	0.000	0.000	Merged-chr7-112679423-49
NR1497--MA1107.1.KLF9	chr1	88228199	88228211	+	0.000	0.000	Merged-chr1-88228292-3
NR20501--MA0657.1.KLF13	chr14	61778878	61778895	-	0.000	0.000	Merged-chr14-61778850-45
NR4198--MA1107.1.KLF9	chr1	185613533	185613545	+	0.000	0.000	Merged-chr1-185613484-1
NR6388--MA0599.1.KLF5	chr10	75932513	75932522	+	0.000	0.000	Merged-chr10-75932376-39
NR40046--MA0599.1.KLF5	chr3	9500017	9500026	-	0.000	0.000	Merged-chr3-9499976-58
NR41077--MA0741.1.KLF16	chr3	81835984	81835994	-	0.000	0.000	Merged-chr3-81835793-30
NR58647--MA0493.1.Klf1	chr7	34630507	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR30132--MA0599.1.KLF5	chr17	88654073	88654082	-	0.000	0.000	Merged-chr17-88654141-3
NR70034--MA0599.1.KLF5	chrX	99042541	99042550	-	0.000	0.000	Merged-chrX-99042663-22
NR39439--MA0493.1.Klf1	chr2	169520067	169520077	-	0.000	0.000	Merged-chr2-169519991-22
NR62743--MA0599.1.KLF5	chr8	34798286	34798295	-	0.000	0.000	Merged-chr8-34798144-28
NR7123--MA1107.1.KLF9	chr10	83898129	83898141	+	0.000	0.000	Merged-chr10-83898059-2
NR50039--MA0039.3.KLF4	chr5	86783217	86783227	+	0.000	0.000	Merged-chr5-86783243-43
NR34012--MA0493.1.Klf1	chr19	54115025	54115035	-	0.000	0.000	Merged-chr19-54115142-50
NR48380--MA0741.1.KLF16	chr4	155774842	155774852	+	0.000	0.000	Merged-chr4-155774656-37
NR2694--MA0039.3.KLF4	chr1	151236860	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR15639--MA0741.1.KLF16	chr12	110381480	110381490	+	0.000	0.000	Merged-chr12-110381552-59
NR58646--MA0039.3.KLF4	chr7	34630505	34630515	-	0.000	0.000	Merged-chr7-34630517-24
NR49157--MA0741.1.KLF16	chr5	35729104	35729114	+	0.000	0.000	Merged-chr5-35729116-40
NR66322--MA0741.1.KLF16	chr9	47530204	47530214	-	0.000	0.000	Merged-chr9-47530154-53
NR39438--MA0039.3.KLF4	chr2	169520065	169520075	-	0.000	0.000	Merged-chr2-169519991-22
NR57226--MA0493.1.Klf1	chr6	145992967	145992977	+	0.000	0.000	Merged-chr6-145993129-56
NR62409--MA0741.1.KLF16	chr8	13200677	13200687	-	0.000	0.000	Merged-chr8-13200567-28
NR26268--MA0039.3.KLF4	chr16	87610831	87610841	-	0.000	0.000	Merged-chr16-87610696-25
NR19836--MA0741.1.KLF16	chr14	34768544	34768554	+	0.000	0.000	Merged-chr14-34768619-7
NR53801--MA0740.1.KLF14	chr6	37564052	37564065	+	0.000	0.000	Merged-chr6-37564158-19
NR35679--MA1107.1.KLF9	chr2	50303423	50303435	+	0.000	0.000	Merged-chr2-50303497-2
NR159--MA0599.1.KLF5	chr1	20912783	20912792	-	0.000	0.000	Merged-chr1-20912686-65
NR56279--MA1107.1.KLF9	chr6	129049279	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR21609--MA0740.1.KLF14	chr14	118658308	118658321	+	0.000	0.000	Merged-chr14-118658326-68
NR31230--MA1107.1.KLF9	chr18	61622348	61622360	+	0.000	0.000	Merged-chr18-61622282-13
NR64108--MA0493.1.Klf1	chr8	93810304	93810314	+	0.000	0.000	Merged-chr8-93810346-59
NR60031--MA0599.1.KLF5	chr7	97042038	97042047	+	0.000	0.000	Merged-chr7-97042218-26
NR39713--MA0599.1.KLF5	chr2	174556036	174556045	-	0.000	0.000	Merged-chr2-174555978-36
NR12162--MA0599.1.KLF5	chr11	102467223	102467232	-	0.000	0.000	Merged-chr11-102467251-44
NR68256--MA0039.3.KLF4	chr9	105683527	105683537	-	0.000	0.000	Merged-chr9-105683443-1
NR29188--MA0742.1.Klf12	chr17	65559496	65559510	+	0.000	0.000	Merged-chr17-65559393-20
NR49832--MA0740.1.KLF14	chr5	74704611	74704624	+	0.000	0.000	Merged-chr5-74704453-70
NR25800--MA0742.1.Klf12	chr16	58465451	58465465	+	0.000	0.000	Merged-chr16-58465503-54
NR21331--MA0599.1.KLF5	chr14	102811709	102811718	-	0.000	0.000	Merged-chr14-102811644-20
NR44772--MA1107.1.KLF9	chr4	45530892	45530904	+	0.000	0.000	Merged-chr4-45530813-118
NR64492--MA0039.3.KLF4	chr8	109957366	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR69840--MA0599.1.KLF5	chrX	59134808	59134817	+	0.000	0.000	Merged-chrX-59134766-110
NR36342--MA0741.1.KLF16	chr2	76070779	76070789	+	0.000	0.000	Merged-chr2-76070778-23
NR27717--MA1107.1.KLF9	chr17	27564906	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR64256--MA0493.1.Klf1	chr8	104039727	104039737	-	0.000	0.000	Merged-chr8-104039758-41
NR70093--MA0599.1.KLF5	chrX	102934138	102934147	-	0.000	0.000	Merged-chrX-102934111-32
NR41811--MA0039.3.KLF4	chr3	100421694	100421704	+	0.000	0.000	Merged-chr3-100421832-10
NR17354--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR15638--MA0599.1.KLF5	chr12	110381480	110381489	+	0.000	0.000	Merged-chr12-110381552-59
NR69809--MA0599.1.KLF5	chrX	56374554	56374563	-	0.000	0.000	Merged-chrX-56374648-33
NR60179--MA0741.1.KLF16	chr7	99795665	99795675	+	0.000	0.000	Merged-chr7-99795499-24
NR7980--MA0599.1.KLF5	chr10	111562893	111562902	+	0.000	0.000	Merged-chr10-111562842-26
NR38501--MA0039.3.KLF4	chr2	152101968	152101978	+	0.000	0.000	Merged-chr2-152102009-14
NR41298--MA0599.1.KLF5	chr3	89378432	89378441	-	0.000	0.000	Merged-chr3-89378543-26
NR66315--MA0493.1.Klf1	chr9	47530144	47530154	+	0.000	0.000	Merged-chr9-47530154-53
NR20913--MA0599.1.KLF5	chr14	75527331	75527340	+	0.000	0.000	Merged-chr14-75527299-19
NR37800--MA0741.1.KLF16	chr2	131955382	131955392	+	0.000	0.000	Merged-chr2-131955415-30
NR33792--MA0599.1.KLF5	chr19	46148487	46148496	+	0.000	0.000	Merged-chr19-46148494-21
NR34675--MA0741.1.KLF16	chr2	17597925	17597935	-	0.000	0.000	Merged-chr2-17597899-18
NR28177--MA0599.1.KLF5	chr17	34632607	34632616	+	0.000	0.000	Merged-chr17-34632499-30
NR34914--MA0740.1.KLF14	chr2	26237437	26237450	+	0.000	0.000	Merged-chr2-26237317-65
NR59124--MA1107.1.KLF9	chr7	49246033	49246045	+	0.000	0.000	Merged-chr7-49246156-57
NR46067--MA0599.1.KLF5	chr4	109229934	109229943	+	0.000	0.000	Merged-chr4-109229977-29
NR60152--MA0493.1.Klf1	chr7	99267465	99267475	-	0.000	0.000	Merged-chr7-99267525-22
NR40768--MA0599.1.KLF5	chr3	62338923	62338932	-	0.000	0.000	Merged-chr3-62339060-22
NR1866--MA0493.1.Klf1	chr1	119504867	119504877	-	0.000	0.000	Merged-chr1-119504796-62
NR36441--MA0657.1.KLF13	chr2	79124385	79124402	-	0.000	0.000	Merged-chr2-79124485-40
NR43469--MA0741.1.KLF16	chr3	146039644	146039654	-	0.000	0.000	Merged-chr3-146039588-29
NR25926--MA0741.1.KLF16	chr16	65542382	65542392	-	0.000	0.000	Merged-chr16-65542301-4
NR53750--MA0599.1.KLF5	chr6	34497705	34497714	-	0.000	0.000	Merged-chr6-34497714-15
NR70094--MA0741.1.KLF16	chrX	102934137	102934147	-	0.000	0.000	Merged-chrX-102934111-32
NR49833--MA0657.1.KLF13	chr5	74704610	74704627	+	0.000	0.000	Merged-chr5-74704453-70
NR30835--MA1107.1.KLF9	chr18	43493010	43493022	-	0.000	0.000	Merged-chr18-43493033-11
NR55889--MA0493.1.Klf1	chr6	121017544	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR37538--MA0493.1.Klf1	chr2	125135990	125136000	-	0.000	0.000	Merged-chr2-125136116-38
NR22882--MA0493.1.Klf1	chr15	64163724	64163734	-	0.000	0.000	Merged-chr15-64163684-42
NR1867--MA0741.1.KLF16	chr1	119504866	119504876	-	0.000	0.000	Merged-chr1-119504796-62
NR54464--MA0740.1.KLF14	chr6	71322741	71322754	+	0.000	0.000	Merged-chr6-71322825-41
NR13211--MA0741.1.KLF16	chr11	120581251	120581261	-	0.000	0.000	Merged-chr11-120581105-4
NR65171--MA1107.1.KLF9	chr8	123163075	123163087	+	0.000	0.000	Merged-chr8-123163099-40
NR39405--MA0599.1.KLF5	chr2	168741368	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR47666--MA0741.1.KLF16	chr4	145342060	145342070	+	0.000	0.000	Merged-chr4-145342099-62
NR2186--MA0493.1.Klf1	chr1	133053259	133053269	+	0.000	0.000	Merged-chr1-133053249-27
NR40773--MA0741.1.KLF16	chr3	62338940	62338950	-	0.000	0.000	Merged-chr3-62339060-22
NR1222--MA0599.1.KLF5	chr1	74807220	74807229	-	0.000	0.000	Merged-chr1-74806913-73
NR70126--MA0741.1.KLF16	chrX	104857309	104857319	+	0.000	0.000	Merged-chrX-104857124-25
NR19026--MA0741.1.KLF16	chr13	112801419	112801429	-	0.000	0.000	Merged-chr13-112801565-4
NR23051--MA0741.1.KLF16	chr15	74538493	74538503	-	0.000	0.000	Merged-chr15-74538442-18
NR34672--MA0599.1.KLF5	chr2	17597916	17597925	-	0.000	0.000	Merged-chr2-17597899-18
NR4907--MA1107.1.KLF9	chr10	5795639	5795651	+	0.000	0.000	Merged-chr10-5795457-7
NR48932--MA0599.1.KLF5	chr5	29195860	29195869	-	0.000	0.000	Merged-chr5-29195906-68
NR38332--MA1107.1.KLF9	chr2	147832609	147832621	+	0.000	0.000	Merged-chr2-147832545-2
NR6818--MA0657.1.KLF13	chr10	80629062	80629079	-	0.000	0.000	Merged-chr10-80629091-37
NR34010--MA0742.1.Klf12	chr19	54115021	54115035	-	0.000	0.000	Merged-chr19-54115142-50
NR26798--MA1107.1.KLF9	chr16	97002495	97002507	+	0.000	0.000	Merged-chr16-97002537-1
NR8532--MA0740.1.KLF14	chr10	122047894	122047907	+	0.000	0.000	Merged-chr10-122047923-4
NR65318--MA0740.1.KLF14	chr8	125558862	125558875	+	0.000	0.000	Merged-chr8-125558804-33
NR30697--MA0742.1.Klf12	chr18	36561362	36561376	-	0.000	0.000	Merged-chr18-36561309-15
NR36390--MA0741.1.KLF16	chr2	77175978	77175988	-	0.000	0.000	Merged-chr2-77175946-2
NR61394--MA1107.1.KLF9	chr7	128554784	128554796	+	0.000	0.000	Merged-chr7-128554722-15
NR37802--MA1107.1.KLF9	chr2	131955607	131955619	+	0.000	0.000	Merged-chr2-131955415-30
NR70206--MA0599.1.KLF5	chrX	134963366	134963375	+	0.000	0.000	Merged-chrX-134963484-45
NR20944--MA1107.1.KLF9	chr14	76165435	76165447	-	0.000	0.000	Merged-chr14-76165391-21
NR56460--MA0493.1.Klf1	chr6	134348665	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR19464--MA0039.3.KLF4	chr14	15272488	15272498	-	0.000	0.000	Merged-chr14-15272424-5
NR34014--MA0741.1.KLF16	chr19	54115024	54115034	-	0.000	0.000	Merged-chr19-54115142-50
NR6443--MA0493.1.Klf1	chr10	76962207	76962217	-	0.000	0.000	Merged-chr10-76962071-59
NR5909--MA0599.1.KLF5	chr10	60305386	60305395	+	0.000	0.000	Merged-chr10-60305430-32
NR23766--MA1107.1.KLF9	chr15	86016261	86016273	+	0.000	0.000	Merged-chr15-86016177-43
NR4193--MA0742.1.Klf12	chr1	185613533	185613547	+	0.000	0.000	Merged-chr1-185613484-1
NR50038--MA0599.1.KLF5	chr5	86783216	86783225	+	0.000	0.000	Merged-chr5-86783243-43
NR22076--MA0740.1.KLF14	chr15	12375801	12375814	+	0.000	0.000	Merged-chr15-12375841-43
NR29191--MA0493.1.Klf1	chr17	65559496	65559506	+	0.000	0.000	Merged-chr17-65559393-20
NR34917--MA0741.1.KLF16	chr2	26237438	26237448	+	0.000	0.000	Merged-chr2-26237317-65
NR41303--MA0493.1.Klf1	chr3	89378532	89378542	+	0.000	0.000	Merged-chr3-89378543-26
NR21376--MA1107.1.KLF9	chr14	103620081	103620093	-	0.000	0.000	Merged-chr14-103620031-34
NR26803--MA1107.1.KLF9	chr16	97002519	97002531	+	0.000	0.000	Merged-chr16-97002537-1
NR1283--MA0741.1.KLF16	chr1	78422501	78422511	+	0.000	0.000	Merged-chr1-78422740-38
NR32264--MA0493.1.Klf1	chr18	84804499	84804509	-	0.000	0.000	Merged-chr18-84804572-27
NR59735--MA0599.1.KLF5	chr7	81454612	81454621	+	0.000	0.000	Merged-chr7-81454544-19
NR17979--MA1107.1.KLF9	chr13	92722554	92722566	-	0.000	0.000	Merged-chr13-92722597-29
NR5913--MA0741.1.KLF16	chr10	60305571	60305581	+	0.000	0.000	Merged-chr10-60305430-32
NR4197--MA0741.1.KLF16	chr1	185613534	185613544	+	0.000	0.000	Merged-chr1-185613484-1
NR19063--MA0599.1.KLF5	chr13	113466827	113466836	+	0.000	0.000	Merged-chr13-113466791-29
NR23463--MA0599.1.KLF5	chr15	80704446	80704455	-	0.000	0.000	Merged-chr15-80704480-26
NR9037--MA0493.1.Klf1	chr11	4344286	4344296	-	0.000	0.000	Merged-chr11-4344147-20
NR42902--MA0740.1.KLF14	chr3	132928112	132928125	-	0.000	0.000	Merged-chr3-132927951-20
NR26140--MA0039.3.KLF4	chr16	78264697	78264707	-	0.000	0.000	Merged-chr16-78264728-2
NR801--MA0599.1.KLF5	chr1	58304558	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR15711--MA0599.1.KLF5	chr12	111406901	111406910	+	0.000	0.000	Merged-chr12-111406868-16
NR24078--MA0493.1.Klf1	chr15	94255265	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR61393--MA0741.1.KLF16	chr7	128554785	128554795	+	0.000	0.000	Merged-chr7-128554722-15
NR33643--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR15710--MA0657.1.KLF13	chr12	111406893	111406910	+	0.000	0.000	Merged-chr12-111406868-16
NR10377--MA1107.1.KLF9	chr11	68452559	68452571	+	0.000	0.000	Merged-chr11-68452404-40
NR9743--MA0741.1.KLF16	chr11	50952641	50952651	+	0.000	0.000	Merged-chr11-50952542-18
NR49435--MA0742.1.Klf12	chr5	53437811	53437825	+	0.000	0.000	Merged-chr5-53437793-20
NR19463--MA0742.1.Klf12	chr14	15272486	15272500	-	0.000	0.000	Merged-chr14-15272424-5
NR15503--MA0742.1.Klf12	chr12	108275476	108275490	+	0.000	0.000	Merged-chr12-108275445-64
NR62065--MA0599.1.KLF5	chr7	143052737	143052746	-	0.000	0.000	Merged-chr7-143052544-1
NR19829--MA0599.1.KLF5	chr14	34768439	34768448	-	0.000	0.000	Merged-chr14-34768619-7
NR7467--MA0599.1.KLF5	chr10	93360918	93360927	-	0.000	0.000	Merged-chr10-93360796-29
NR15714--MA0740.1.KLF14	chr12	111413360	111413373	-	0.000	0.000	Merged-chr12-111413494-19
NR15341--MA0742.1.Klf12	chr12	105539834	105539848	-	0.000	0.000	Merged-chr12-105539913-8
NR22077--MA0657.1.KLF13	chr15	12375800	12375817	+	0.000	0.000	Merged-chr15-12375841-43
NR64491--MA0599.1.KLF5	chr8	109957365	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR26630--MA0599.1.KLF5	chr16	94371664	94371673	-	0.000	0.000	Merged-chr16-94371721-8
NR59123--MA0741.1.KLF16	chr7	49246034	49246044	+	0.000	0.000	Merged-chr7-49246156-57
NR41022--MA0599.1.KLF5	chr3	79451644	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR65765--MA0741.1.KLF16	chr9	21936850	21936860	+	0.000	0.000	Merged-chr9-21936934-34
NR48955--MA0493.1.Klf1	chr5	30240774	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR34122--MA0493.1.Klf1	chr19	56761941	56761951	-	0.000	0.000	Merged-chr19-56762004-4
NR7130--MA1107.1.KLF9	chr10	83898143	83898155	+	0.000	0.000	Merged-chr10-83898059-2
NR27710--MA0740.1.KLF14	chr17	27564905	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR61534--MA0741.1.KLF16	chr7	132718602	132718612	+	0.000	0.000	Merged-chr7-132718647-1
NR1023--MA0741.1.KLF16	chr1	66175162	66175172	+	0.000	0.000	Merged-chr1-66175300-68
NR34915--MA0599.1.KLF5	chr2	26237420	26237429	+	0.000	0.000	Merged-chr2-26237317-65
NR67968--MA0741.1.KLF16	chr9	96545557	96545567	+	0.000	0.000	Merged-chr9-96545653-10
NR49149--MA1107.1.KLF9	chr5	35462422	35462434	+	0.000	0.000	Merged-chr5-35462574-17
NR8534--MA0493.1.Klf1	chr10	122047894	122047904	+	0.000	0.000	Merged-chr10-122047923-4
NR50624--MA1107.1.KLF9	chr5	105849483	105849495	-	0.000	0.000	Merged-chr5-105849504-21
NR18195--MA0740.1.KLF14	chr13	98299065	98299078	+	0.000	0.000	Merged-chr13-98299222-33
NR15497--MA0742.1.Klf12	chr12	108275431	108275445	+	0.000	0.000	Merged-chr12-108275445-64
NR25312--MA0599.1.KLF5	chr16	31035494	31035503	-	0.000	0.000	Merged-chr16-31035448-26
NR57228--MA1107.1.KLF9	chr6	145992967	145992979	+	0.000	0.000	Merged-chr6-145993129-56
NR1496--MA0493.1.Klf1	chr1	88228199	88228209	+	0.000	0.000	Merged-chr1-88228292-3
NR34121--MA0039.3.KLF4	chr19	56761939	56761949	-	0.000	0.000	Merged-chr19-56762004-4
NR5165--MA0039.3.KLF4	chr10	18193271	18193281	-	0.000	0.000	Merged-chr10-18193414-42
NR44760--MA0740.1.KLF14	chr4	45530892	45530905	+	0.000	0.000	Merged-chr4-45530813-118
NR50518--MA0599.1.KLF5	chr5	103579947	103579956	-	0.000	0.000	Merged-chr5-103579979-7
NR21623--MA1107.1.KLF9	chr14	118700614	118700626	+	0.000	0.000	Merged-chr14-118700795-2
NR18201--MA1107.1.KLF9	chr13	98299065	98299077	+	0.000	0.000	Merged-chr13-98299222-33
NR15051--MA0657.1.KLF13	chr12	98572410	98572427	+	0.000	0.000	Merged-chr12-98572483-18
NR56944--MA1107.1.KLF9	chr6	142507797	142507809	+	0.000	0.000	Merged-chr6-142507875-63
NR1837--MA0599.1.KLF5	chr1	118627883	118627892	+	0.000	0.000	Merged-chr1-118628003-42
NR66750--MA0039.3.KLF4	chr9	62763759	62763769	+	0.000	0.000	Merged-chr9-62763874-18
NR12920--MA0741.1.KLF16	chr11	116869768	116869778	-	0.000	0.000	Merged-chr11-116869693-21
NR7135--MA1107.1.KLF9	chr10	83898171	83898183	+	0.000	0.000	Merged-chr10-83898059-2
NR5085--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR32261--MA0742.1.Klf12	chr18	84804495	84804509	-	0.000	0.000	Merged-chr18-84804572-27
NR28940--MA0599.1.KLF5	chr17	56303328	56303337	+	0.000	0.000	Merged-chr17-56303360-16
NR38229--MA0741.1.KLF16	chr2	146606369	146606379	-	0.000	0.000	Merged-chr2-146606447-27
NR21334--MA0741.1.KLF16	chr14	102811714	102811724	-	0.000	0.000	Merged-chr14-102811644-20
NR7641--MA0741.1.KLF16	chr10	98782187	98782197	+	0.000	0.000	Merged-chr10-98782064-50
NR60068--MA0741.1.KLF16	chr7	97842918	97842928	+	0.000	0.000	Merged-chr7-97843006-38
NR11966--MA0740.1.KLF14	chr11	100397893	100397906	-	0.000	0.000	Merged-chr11-100397787-45
NR1841--MA0493.1.Klf1	chr1	118627896	118627906	+	0.000	0.000	Merged-chr1-118628003-42
NR66088--MA0741.1.KLF16	chr9	40746882	40746892	+	0.000	0.000	Merged-chr9-40746987-16
NR45161--MA0039.3.KLF4	chr4	59895141	59895151	+	0.000	0.000	Merged-chr4-59895245-17
NR160--MA0039.3.KLF4	chr1	20912781	20912791	-	0.000	0.000	Merged-chr1-20912686-65
NR19068--MA0493.1.Klf1	chr13	113484743	113484753	+	0.000	0.000	Merged-chr13-113484650-2
NR42905--MA0741.1.KLF16	chr3	132928114	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR61682--MA1107.1.KLF9	chr7	136171731	136171743	-	0.000	0.000	Merged-chr7-136171818-25
