#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR20801--MA0493.1.Klf1	chr14	67912073	67912083	+	0.000	0.000	Merged-chr14-67911920-26
NR69250--MA0741.1.KLF16	chr9	66593176	66593186	+	0.000	0.000	Merged-chr9-66593034-105
NR67370--MA0599.1.KLF5	chr8	124699924	124699933	-	0.000	0.000	Merged-chr8-124699852-21
NR65051--MA0493.1.Klf1	chr8	61517667	61517677	-	0.000	0.000	Merged-chr8-61517791-23
NR24615--MA0599.1.KLF5	chr15	98634983	98634992	-	0.000	0.000	Merged-chr15-98634819-42
NR29029--MA1107.1.KLF9	chr17	44690576	44690588	+	0.000	0.000	Merged-chr17-44690721-49
NR12279--MA0493.1.Klf1	chr11	102284766	102284776	+	0.000	0.000	Merged-chr11-102284938-63
NR71957--MA1107.1.KLF9	chrX	48234640	48234652	+	0.000	0.000	Merged-chrX-48234508-35
NR24110--MA0740.1.KLF14	chr15	85832292	85832305	+	0.000	0.000	Merged-chr15-85832285-49
NR647--MA1107.1.KLF9	chr1	43539925	43539937	-	0.000	0.000	Merged-chr1-43540017-49
NR14916--MA0599.1.KLF5	chr12	87411317	87411326	-	0.000	0.000	Merged-chr12-87411276-22
NR19387--MA0741.1.KLF16	chr14	20023978	20023988	-	0.000	0.000	Merged-chr14-20024041-29
NR8293--MA0741.1.KLF16	chr10	116613429	116613439	-	0.000	0.000	Merged-chr10-116613410-44
NR31383--MA0039.3.KLF4	chr18	39282126	39282136	+	0.000	0.000	Merged-chr18-39282313-47
NR16624--MA0039.3.KLF4	chr13	38503601	38503611	+	0.000	0.000	Merged-chr13-38503650-43
NR33354--MA0599.1.KLF5	chr19	11517006	11517015	+	0.000	0.000	Merged-chr19-11516991-67
NR71952--MA0039.3.KLF4	chrX	48234632	48234642	+	0.000	0.000	Merged-chrX-48234508-35
NR62373--MA0599.1.KLF5	chr7	118276890	118276899	+	0.000	0.000	Merged-chr7-118276887-4
NR32116--MA0741.1.KLF16	chr18	69196485	69196495	+	0.000	0.000	Merged-chr18-69196479-70
NR72184--MA0599.1.KLF5	chrX	73911375	73911384	-	0.000	0.000	Merged-chrX-73911389-83
NR30404--MA0740.1.KLF14	chr17	83654863	83654876	-	0.000	0.000	Merged-chr17-83654883-58
NR28406--MA0599.1.KLF5	chr17	29172214	29172223	-	0.000	0.000	Merged-chr17-29172068-56
NR61282--MA1107.1.KLF9	chr7	81860874	81860886	+	0.000	0.000	Merged-chr7-81860726-21
NR33260--MA0599.1.KLF5	chr19	8990363	8990372	-	0.000	0.000	Merged-chr19-8990076-115
NR52035--MA0740.1.KLF14	chr5	113165068	113165081	+	0.000	0.000	Merged-chr5-113165071-16
NR26836--MA0740.1.KLF14	chr16	87405131	87405144	-	0.000	0.000	Merged-chr16-87405198-12
NR36185--MA0741.1.KLF16	chr2	52319514	52319524	-	0.000	0.000	Merged-chr2-52319482-58
NR13722--MA1107.1.KLF9	chr12	25092722	25092734	-	0.000	0.000	Merged-chr12-25092783-66
NR15889--MA0493.1.Klf1	chr12	113155309	113155319	+	0.000	0.000	Merged-chr12-113155292-10
NR15131--MA0742.1.Klf12	chr12	94083629	94083643	+	0.000	0.000	Merged-chr12-94083592-14
NR65504--MA0599.1.KLF5	chr8	72135144	72135153	+	0.000	0.000	Merged-chr8-72135322-43
NR11154--MA0657.1.KLF13	chr11	77484083	77484100	+	0.000	0.000	Merged-chr11-77483872-51
NR70779--MA0599.1.KLF5	chr9	108783650	108783659	+	0.000	0.000	Merged-chr9-108783844-54
NR67231--MA0493.1.Klf1	chr8	122556779	122556789	-	0.000	0.000	Merged-chr8-122556749-52
NR60112--MA0742.1.Klf12	chr7	37978641	37978655	+	0.000	0.000	Merged-chr7-37978660-9
NR33651--MA0741.1.KLF16	chr19	31337347	31337357	-	0.000	0.000	Merged-chr19-31337298-1
NR31259--MA0493.1.Klf1	chr18	35740221	35740231	-	0.000	0.000	Merged-chr18-35740183-57
NR18179--MA0741.1.KLF16	chr13	98692032	98692042	-	0.000	0.000	Merged-chr13-98692096-35
NR47492--MA0742.1.Klf12	chr4	129696177	129696191	+	0.000	0.000	Merged-chr4-129696167-1
NR57639--MA1107.1.KLF9	chr6	127575269	127575281	+	0.000	0.000	Merged-chr6-127575169-36
NR35534--MA0599.1.KLF5	chr2	29649894	29649903	+	0.000	0.000	Merged-chr2-29649675-51
NR9403--MA0741.1.KLF16	chr11	14142561	14142571	-	0.000	0.000	Merged-chr11-14142731-31
NR60771--MA0599.1.KLF5	chr7	63930351	63930360	+	0.000	0.000	Merged-chr7-63930287-48
NR28410--MA0493.1.Klf1	chr17	29268932	29268942	+	0.000	0.000	Merged-chr17-29268930-47
NR61153--MA0493.1.Klf1	chr7	80123326	80123336	+	0.000	0.000	Merged-chr7-80123359-34
NR43061--MA1107.1.KLF9	chr3	126690983	126690995	+	0.000	0.000	Merged-chr3-126690917-48
NR69088--MA1107.1.KLF9	chr9	62368721	62368733	-	0.000	0.000	Merged-chr9-62368780-17
NR47935--MA0039.3.KLF4	chr4	135169319	135169329	+	0.000	0.000	Merged-chr4-135169344-25
NR67230--MA0039.3.KLF4	chr8	122556777	122556787	-	0.000	0.000	Merged-chr8-122556749-52
NR67160--MA0599.1.KLF5	chr8	121568422	121568431	+	0.000	0.000	Merged-chr8-121568444-23
NR2709--MA0657.1.KLF13	chr1	136707537	136707554	-	0.000	0.000	Merged-chr1-136707647-26
NR5497--MA0599.1.KLF5	chr10	26228431	26228440	-	0.000	0.000	Merged-chr10-26228346-20
NR22499--MA0657.1.KLF13	chr15	27578264	27578281	+	0.000	0.000	Merged-chr15-27578127-37
NR54154--MA0039.3.KLF4	chr5	146655614	146655624	-	0.000	0.000	Merged-chr5-146655552-37
NR26109--MA1107.1.KLF9	chr16	44362191	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR33023--MA0599.1.KLF5	chr19	5491370	5491379	-	0.000	0.000	Merged-chr19-5491396-49
NR49067--MA0741.1.KLF16	chr4	155217455	155217465	-	0.000	0.000	Merged-chr4-155217471-52
NR33219--MA1107.1.KLF9	chr19	8592095	8592107	-	0.000	0.000	Merged-chr19-8592238-38
NR15794--MA0039.3.KLF4	chr12	112589074	112589084	-	0.000	0.000	Merged-chr12-112588954-88
NR57461--MA0599.1.KLF5	chr6	124919770	124919779	+	0.000	0.000	Merged-chr6-124919829-13
NR30792--MA0599.1.KLF5	chr18	4296006	4296015	+	0.000	0.000	Merged-chr18-4296046-21
NR35543--MA0599.1.KLF5	chr2	29725201	29725210	+	0.000	0.000	Merged-chr2-29725132-37
NR33935--MA0741.1.KLF16	chr19	41360631	41360641	+	0.000	0.000	Merged-chr19-41360707-21
NR4107--MA0741.1.KLF16	chr1	176827653	176827663	-	0.000	0.000	Merged-chr1-176827492-35
NR60116--MA0741.1.KLF16	chr7	37978642	37978652	+	0.000	0.000	Merged-chr7-37978660-9
NR22456--MA0740.1.KLF14	chr15	25884681	25884694	-	0.000	0.000	Merged-chr15-25884835-36
NR22233--MA1107.1.KLF9	chr15	3264549	3264561	-	0.000	0.000	Merged-chr15-3264546-21
NR13107--MA0741.1.KLF16	chr11	118227743	118227753	-	0.000	0.000	Merged-chr11-118227847-19
NR28122--MA0742.1.Klf12	chr17	25583845	25583859	+	0.000	0.000	Merged-chr17-25583989-33
NR61278--MA1107.1.KLF9	chr7	81860866	81860878	+	0.000	0.000	Merged-chr7-81860726-21
NR32281--MA0741.1.KLF16	chr18	75392718	75392728	+	0.000	0.000	Merged-chr18-75392555-48
NR16337--MA0740.1.KLF14	chr13	23581488	23581501	+	0.000	0.000	Merged-chr13-23581680-55
NR11490--MA0599.1.KLF5	chr11	85140181	85140190	-	0.000	0.000	Merged-chr11-85140096-67
NR65509--MA0599.1.KLF5	chr8	72135228	72135237	-	0.000	0.000	Merged-chr8-72135322-43
NR45197--MA0741.1.KLF16	chr4	43972419	43972429	+	0.000	0.000	Merged-chr4-43972345-49
NR12316--MA0599.1.KLF5	chr11	102556167	102556176	+	0.000	0.000	Merged-chr11-102556174-73
NR13732--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR32465--MA0742.1.Klf12	chr18	80200696	80200710	-	0.000	0.000	Merged-chr18-80200692-56
NR30319--MA0741.1.KLF16	chr17	80479369	80479379	-	0.000	0.000	Merged-chr17-80479567-11
NR39544--MA0493.1.Klf1	chr2	165983256	165983266	-	0.000	0.000	Merged-chr2-165983267-1
NR51239--MA0741.1.KLF16	chr5	92000942	92000952	+	0.000	0.000	Merged-chr5-92000971-27
NR64561--MA1107.1.KLF9	chr8	33636669	33636681	+	0.000	0.000	Merged-chr8-33636764-22
NR53526--MA1107.1.KLF9	chr5	137692130	137692142	+	0.000	0.000	Merged-chr5-137692077-23
NR3072--MA0741.1.KLF16	chr1	153304230	153304240	-	0.000	0.000	Merged-chr1-153304263-23
NR57464--MA0741.1.KLF16	chr6	124919775	124919785	+	0.000	0.000	Merged-chr6-124919829-13
NR4857--MA0742.1.Klf12	chr1	191999161	191999175	-	0.000	0.000	Merged-chr1-191999183-26
NR30550--MA0493.1.Klf1	chr17	85908829	85908839	+	0.000	0.000	Merged-chr17-85908968-35
NR70859--MA0741.1.KLF16	chr9	110896757	110896767	-	0.000	0.000	Merged-chr9-110896831-29
NR42296--MA0741.1.KLF16	chr3	101570967	101570977	+	0.000	0.000	Merged-chr3-101570775-35
NR11342--MA0740.1.KLF14	chr11	79993068	79993081	-	0.000	0.000	Merged-chr11-79993076-75
NR4443--MA0742.1.Klf12	chr1	184277181	184277195	-	0.000	0.000	Merged-chr1-184277240-19
NR28307--MA1107.1.KLF9	chr17	28212017	28212029	+	0.000	0.000	Merged-chr17-28212111-51
NR26455--MA0742.1.Klf12	chr16	64800651	64800665	+	0.000	0.000	Merged-chr16-64800516-42
NR30318--MA0599.1.KLF5	chr17	80479370	80479379	-	0.000	0.000	Merged-chr17-80479567-11
NR50843--MA1107.1.KLF9	chr5	72182959	72182971	-	0.000	0.000	Merged-chr5-72182927-44
NR12866--MA0741.1.KLF16	chr11	115603930	115603940	-	0.000	0.000	Merged-chr11-115603871-66
NR120--MA0493.1.Klf1	chr1	13559536	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR30546--MA0742.1.Klf12	chr17	85908760	85908774	+	0.000	0.000	Merged-chr17-85908611-2
NR62486--MA0740.1.KLF14	chr7	119860416	119860429	+	0.000	0.000	Merged-chr7-119860527-21
NR32990--MA0740.1.KLF14	chr19	5273126	5273139	-	0.000	0.000	Merged-chr19-5273188-67
NR5860--MA0741.1.KLF16	chr10	44368932	44368942	-	0.000	0.000	Merged-chr10-44368737-26
NR35628--MA0493.1.Klf1	chr2	30942790	30942800	+	0.000	0.000	Merged-chr2-30942807-40
NR69112--MA0599.1.KLF5	chr9	63377982	63377991	-	0.000	0.000	Merged-chr9-63377789-57
NR33643--MA0741.1.KLF16	chr19	31337339	31337349	-	0.000	0.000	Merged-chr19-31337298-1
NR7314--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR69657--MA1107.1.KLF9	chr9	78074221	78074233	+	0.000	0.000	Merged-chr9-78074095-46
NR8570--MA0599.1.KLF5	chr10	121429141	121429150	-	0.000	0.000	Merged-chr10-121429289-15
NR9167--MA0493.1.Klf1	chr11	4206008	4206018	-	0.000	0.000	Merged-chr11-4206247-48
NR57578--MA0599.1.KLF5	chr6	127103210	127103219	-	0.000	0.000	Merged-chr6-127103000-20
NR38171--MA0741.1.KLF16	chr2	128325687	128325697	-	0.000	0.000	Merged-chr2-128325647-45
NR55044--MA0493.1.Klf1	chr6	38360485	38360495	+	0.000	0.000	Merged-chr6-38360325-47
NR51043--MA0741.1.KLF16	chr5	77140305	77140315	+	0.000	0.000	Merged-chr5-77140362-54
NR3309--MA0599.1.KLF5	chr1	156938890	156938899	+	0.000	0.000	Merged-chr1-156938918-4
NR10277--MA0740.1.KLF14	chr11	55131242	55131255	+	0.000	0.000	Merged-chr11-55131266-10
NR43524--MA0742.1.Klf12	chr3	136556568	136556582	-	0.000	0.000	Merged-chr3-136556627-33
NR52740--MA0741.1.KLF16	chr5	125052283	125052293	+	0.000	0.000	Merged-chr5-125052528-23
NR22458--MA0493.1.Klf1	chr15	25884684	25884694	-	0.000	0.000	Merged-chr15-25884835-36
NR34452--MA0039.3.KLF4	chr19	56721960	56721970	-	0.000	0.000	Merged-chr19-56721958-31
NR39491--MA0599.1.KLF5	chr2	164867102	164867111	+	0.000	0.000	Merged-chr2-164866998-31
NR5972--MA0599.1.KLF5	chr10	54040515	54040524	+	0.000	0.000	Merged-chr10-54040478-122
NR11486--MA0599.1.KLF5	chr11	85140147	85140156	+	0.000	0.000	Merged-chr11-85140096-67
NR12832--MA0741.1.KLF16	chr11	115367746	115367756	+	0.000	0.000	Merged-chr11-115367614-40
NR20995--MA0599.1.KLF5	chr14	73596755	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR49587--MA0039.3.KLF4	chr5	23722187	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR40486--MA1107.1.KLF9	chr3	21991928	21991940	+	0.000	0.000	Merged-chr3-21992010-59
NR26127--MA0039.3.KLF4	chr16	44811655	44811665	+	0.000	0.000	Merged-chr16-44811713-22
NR60878--MA1107.1.KLF9	chr7	66116271	66116283	-	0.000	0.000	Merged-chr7-66116161-49
NR19572--MA0742.1.Klf12	chr14	25421975	25421989	+	0.000	0.000	Merged-chr14-25421957-44
NR61154--MA0741.1.KLF16	chr7	80123327	80123337	+	0.000	0.000	Merged-chr7-80123359-34
NR42747--MA0493.1.Klf1	chr3	115692526	115692536	+	0.000	0.000	Merged-chr3-115692552-34
NR57460--MA0039.3.KLF4	chr6	124919711	124919721	+	0.000	0.000	Merged-chr6-124919829-13
NR26459--MA0741.1.KLF16	chr16	64800652	64800662	+	0.000	0.000	Merged-chr16-64800516-42
NR51275--MA1107.1.KLF9	chr5	93092478	93092490	-	0.000	0.000	Merged-chr5-93092425-6
NR49130--MA0742.1.Klf12	chr4	155841364	155841378	-	0.000	0.000	Merged-chr4-155841183-71
NR52342--MA0039.3.KLF4	chr5	118465215	118465225	-	0.000	0.000	Merged-chr5-118465239-56
NR7900--MA1107.1.KLF9	chr10	98776528	98776540	-	0.000	0.000	Merged-chr10-98776574-38
NR34918--MA0742.1.Klf12	chr2	13575062	13575076	+	0.000	0.000	Merged-chr2-13575035-10
NR6704--MA0599.1.KLF5	chr10	75565650	75565659	+	0.000	0.000	Merged-chr10-75565754-65
NR70781--MA0742.1.Klf12	chr9	108783781	108783795	-	0.000	0.000	Merged-chr9-108783844-54
NR5847--MA0599.1.KLF5	chr10	43984079	43984088	+	0.000	0.000	Merged-chr10-43984044-26
NR10371--MA0741.1.KLF16	chr11	58214939	58214949	+	0.000	0.000	Merged-chr11-58214991-50
NR6507--MA0741.1.KLF16	chr10	69536829	69536839	-	0.000	0.000	Merged-chr10-69536721-21
NR4845--MA0039.3.KLF4	chr1	191850524	191850534	-	0.000	0.000	Merged-chr1-191850553-19
NR28455--MA1107.1.KLF9	chr17	29500857	29500869	-	0.000	0.000	Merged-chr17-29500871-30
NR21037--MA0493.1.Klf1	chr14	74835108	74835118	+	0.000	0.000	Merged-chr14-74835162-39
NR32273--MA0741.1.KLF16	chr18	75392710	75392720	+	0.000	0.000	Merged-chr18-75392555-48
NR46443--MA0039.3.KLF4	chr4	101298632	101298642	+	0.000	0.000	Merged-chr4-101298593-40
NR57256--MA0599.1.KLF5	chr6	120188246	120188255	-	0.000	0.000	Merged-chr6-120188171-90
NR16348--MA1107.1.KLF9	chr13	24419793	24419805	-	0.000	0.000	Merged-chr13-24419838-27
NR14635--MA0599.1.KLF5	chr12	77060213	77060222	+	0.000	0.000	Merged-chr12-77060270-44
NR28228--MA0599.1.KLF5	chr17	27405873	27405882	-	0.000	0.000	Merged-chr17-27405803-19
NR16338--MA0657.1.KLF13	chr13	23581487	23581504	+	0.000	0.000	Merged-chr13-23581680-55
NR32493--MA0740.1.KLF14	chr18	80609767	80609780	+	0.000	0.000	Merged-chr18-80609939-56
NR25695--MA0741.1.KLF16	chr16	29978034	29978044	-	0.000	0.000	Merged-chr16-29977874-22
NR595--MA0493.1.Klf1	chr1	40465607	40465617	-	0.000	0.000	Merged-chr1-40465740-44
NR41040--MA0599.1.KLF5	chr3	52732180	52732189	+	0.000	0.000	Merged-chr3-52732187-17
NR9977--MA1107.1.KLF9	chr11	48823883	48823895	+	0.000	0.000	Merged-chr11-48823880-45
NR36754--MA0493.1.Klf1	chr2	75563647	75563657	+	0.000	0.000	Merged-chr2-75563664-35
NR9404--MA1107.1.KLF9	chr11	14142560	14142572	-	0.000	0.000	Merged-chr11-14142731-31
NR7906--MA0599.1.KLF5	chr10	98842017	98842026	+	0.000	0.000	Merged-chr10-98841922-40
NR57053--MA0657.1.KLF13	chr6	115594633	115594650	-	0.000	0.000	Merged-chr6-115594731-47
NR12570--MA0039.3.KLF4	chr11	109432645	109432655	-	0.000	0.000	Merged-chr11-109432542-63
NR26173--MA0493.1.Klf1	chr16	46022653	46022663	+	0.000	0.000	Merged-chr16-46022516-69
NR67039--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR33936--MA1107.1.KLF9	chr19	41360699	41360711	-	0.000	0.000	Merged-chr19-41360707-21
NR12954--MA0741.1.KLF16	chr11	116615943	116615953	-	0.000	0.000	Merged-chr11-116616118-41
NR66519--MA0599.1.KLF5	chr8	106561316	106561325	-	0.000	0.000	Merged-chr8-106561375-36
NR1521--MA0742.1.Klf12	chr1	86415831	86415845	+	0.000	0.000	Merged-chr1-86415733-84
NR36866--MA0493.1.Klf1	chr2	79005039	79005049	+	0.000	0.000	Merged-chr2-79004997-23
NR42241--MA0741.1.KLF16	chr3	100442837	100442847	-	0.000	0.000	Merged-chr3-100442814-47
NR25983--MA0493.1.Klf1	chr16	38399684	38399694	+	0.000	0.000	Merged-chr16-38399742-32
NR41618--MA0742.1.Klf12	chr3	87804223	87804237	+	0.000	0.000	Merged-chr3-87804293-33
NR24691--MA1107.1.KLF9	chr15	99009038	99009050	+	0.000	0.000	Merged-chr15-99008995-43
NR72202--MA1107.1.KLF9	chrX	73964511	73964523	-	0.000	0.000	Merged-chrX-73964609-22
NR22620--MA0599.1.KLF5	chr15	36283173	36283182	+	0.000	0.000	Merged-chr15-36282913-112
NR41035--MA0740.1.KLF14	chr3	52732159	52732172	+	0.000	0.000	Merged-chr3-52732187-17
NR61735--MA0039.3.KLF4	chr7	100845564	100845574	-	0.000	0.000	Merged-chr7-100845687-28
NR1837--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR48803--MA0741.1.KLF16	chr4	150894754	150894764	+	0.000	0.000	Merged-chr4-150894695-19
NR40271--MA0039.3.KLF4	chr2	180732238	180732248	-	0.000	0.000	Merged-chr2-180732168-28
NR55514--MA1107.1.KLF9	chr6	54092924	54092936	+	0.000	0.000	Merged-chr6-54092801-44
NR35328--MA1107.1.KLF9	chr2	25422772	25422784	-	0.000	0.000	Merged-chr2-25422687-75
NR12009--MA0742.1.Klf12	chr11	98457945	98457959	-	0.000	0.000	Merged-chr11-98457960-97
NR13298--MA0741.1.KLF16	chr11	121204398	121204408	+	0.000	0.000	Merged-chr11-121204419-68
NR15818--MA1107.1.KLF9	chr12	112673271	112673283	+	0.000	0.000	Merged-chr12-112673444-1
NR34006--MA0493.1.Klf1	chr19	43809534	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR72454--MA0599.1.KLF5	chrX	105928729	105928738	+	0.000	0.000	Merged-chrX-105928639-1
NR27017--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR52710--MA1107.1.KLF9	chr5	124629060	124629072	-	0.000	0.000	Merged-chr5-124629076-75
NR53246--MA0599.1.KLF5	chr5	134494507	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR47930--MA0741.1.KLF16	chr4	135168039	135168049	+	0.000	0.000	Merged-chr4-135168211-13
NR1500--MA1107.1.KLF9	chr1	85720774	85720786	+	0.000	0.000	Merged-chr1-85720773-26
NR11603--MA0599.1.KLF5	chr11	88234186	88234195	-	0.000	0.000	Merged-chr11-88234236-30
NR10269--MA0740.1.KLF14	chr11	55131118	55131131	+	0.000	0.000	Merged-chr11-55131266-10
NR24767--MA0039.3.KLF4	chr15	100414232	100414242	+	0.000	0.000	Merged-chr15-100414270-26
NR21605--MA0741.1.KLF16	chr14	105240335	105240345	+	0.000	0.000	Merged-chr14-105240325-24
NR54694--MA0599.1.KLF5	chr6	22424210	22424219	+	0.000	0.000	Merged-chr6-22424289-78
NR11029--MA1107.1.KLF9	chr11	75336900	75336912	+	0.000	0.000	Merged-chr11-75337042-92
NR32472--MA0740.1.KLF14	chr18	80200731	80200744	-	0.000	0.000	Merged-chr18-80200692-56
NR38196--MA0599.1.KLF5	chr2	128470481	128470490	+	0.000	0.000	Merged-chr2-128470524-44
NR58752--MA0741.1.KLF16	chr7	3411525	3411535	+	0.000	0.000	Merged-chr7-3411414-27
NR71480--MA0493.1.Klf1	chr9	122951024	122951034	+	0.000	0.000	Merged-chr9-122950963-68
NR51960--MA0039.3.KLF4	chr5	112239774	112239784	-	0.000	0.000	Merged-chr5-112239781-12
NR25540--MA0742.1.Klf12	chr16	20622571	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR48087--MA0493.1.Klf1	chr4	137603898	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR38168--MA1107.1.KLF9	chr2	128190328	128190340	-	0.000	0.000	Merged-chr2-128190126-44
NR65505--MA0741.1.KLF16	chr8	72135144	72135154	+	0.000	0.000	Merged-chr8-72135322-43
NR11602--MA1107.1.KLF9	chr11	88204248	88204260	+	0.000	0.000	Merged-chr11-88204255-77
NR65486--MA0741.1.KLF16	chr8	71665750	71665760	-	0.000	0.000	Merged-chr8-71665590-47
NR16816--MA0741.1.KLF16	chr13	45917296	45917306	+	0.000	0.000	Merged-chr13-45917473-39
NR42752--MA0742.1.Klf12	chr3	115758848	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR34924--MA0493.1.Klf1	chr2	13575122	13575132	+	0.000	0.000	Merged-chr2-13575035-10
NR12314--MA0741.1.KLF16	chr11	102556043	102556053	-	0.000	0.000	Merged-chr11-102556174-73
NR59105--MA0599.1.KLF5	chr7	16845664	16845673	-	0.000	0.000	Merged-chr7-16845538-47
NR47800--MA0741.1.KLF16	chr4	133873072	133873082	-	0.000	0.000	Merged-chr4-133873054-46
NR10220--MA0741.1.KLF16	chr11	53852029	53852039	-	0.000	0.000	Merged-chr11-53851984-46
NR15130--MA0740.1.KLF14	chr12	94083629	94083642	+	0.000	0.000	Merged-chr12-94083592-14
NR50759--MA1107.1.KLF9	chr5	65991419	65991431	-	0.000	0.000	Merged-chr5-65991414-25
NR8444--MA0039.3.KLF4	chr10	118469218	118469228	-	0.000	0.000	Merged-chr10-118469177-44
NR32995--MA0493.1.Klf1	chr19	5273114	5273124	-	0.000	0.000	Merged-chr19-5273188-67
NR11597--MA0741.1.KLF16	chr11	88204243	88204253	+	0.000	0.000	Merged-chr11-88204255-77
NR2720--MA1107.1.KLF9	chr1	136707541	136707553	-	0.000	0.000	Merged-chr1-136707647-26
NR12236--MA0493.1.Klf1	chr11	101448379	101448389	+	0.000	0.000	Merged-chr11-101448490-55
NR33343--MA0741.1.KLF16	chr19	11045225	11045235	-	0.000	0.000	Merged-chr19-11045347-81
NR35925--MA0599.1.KLF5	chr2	36230452	36230461	-	0.000	0.000	Merged-chr2-36230505-28
NR7283--MA1107.1.KLF9	chr10	81401937	81401949	-	0.000	0.000	Merged-chr10-81401925-26
NR13679--MA1107.1.KLF9	chr12	21480429	21480441	+	0.000	0.000	Merged-chr12-21480312-60
NR32494--MA0657.1.KLF13	chr18	80609766	80609783	+	0.000	0.000	Merged-chr18-80609939-56
NR53703--MA0599.1.KLF5	chr5	140331896	140331905	+	0.000	0.000	Merged-chr5-140332004-70
NR56076--MA1107.1.KLF9	chr6	85147856	85147868	+	0.000	0.000	Merged-chr6-85147771-14
NR43695--MA0599.1.KLF5	chr3	142281223	142281232	+	0.000	0.000	Merged-chr3-142281213-32
NR13674--MA0039.3.KLF4	chr12	21472684	21472694	+	0.000	0.000	Merged-chr12-21472738-21
NR7620--MA0741.1.KLF16	chr10	89415673	89415683	-	0.000	0.000	Merged-chr10-89415714-14
NR26661--MA1107.1.KLF9	chr16	75909018	75909030	-	0.000	0.000	Merged-chr16-75909090-59
NR10875--MA1107.1.KLF9	chr11	70597422	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR42265--MA0599.1.KLF5	chr3	101224332	101224341	+	0.000	0.000	Merged-chr3-101224387-31
NR8694--MA0740.1.KLF14	chr10	122976231	122976244	+	0.000	0.000	Merged-chr10-122976254-31
NR66801--MA0741.1.KLF16	chr8	115397895	115397905	-	0.000	0.000	Merged-chr8-115397759-2
NR32994--MA0039.3.KLF4	chr19	5273112	5273122	-	0.000	0.000	Merged-chr19-5273188-67
NR65491--MA1107.1.KLF9	chr8	71668275	71668287	-	0.000	0.000	Merged-chr8-71668308-31
NR67747--MA1107.1.KLF9	chr9	14365715	14365727	+	0.000	0.000	Merged-chr9-14365673-24
NR71951--MA0599.1.KLF5	chrX	48234645	48234654	+	0.000	0.000	Merged-chrX-48234508-35
NR28922--MA0493.1.Klf1	chr17	36167764	36167774	+	0.000	0.000	Merged-chr17-36167828-41
NR13012--MA1107.1.KLF9	chr11	117299853	117299865	-	0.000	0.000	Merged-chr11-117299965-22
NR40819--MA0493.1.Klf1	chr3	37281181	37281191	+	0.000	0.000	Merged-chr3-37281103-32
NR13038--MA0741.1.KLF16	chr11	117334251	117334261	+	0.000	0.000	Merged-chr11-117334271-49
NR67307--MA0741.1.KLF16	chr8	123411505	123411515	-	0.000	0.000	Merged-chr8-123411565-31
NR23804--MA0493.1.Klf1	chr15	80264286	80264296	+	0.000	0.000	Merged-chr15-80264351-45
NR32278--MA0741.1.KLF16	chr18	75392715	75392725	+	0.000	0.000	Merged-chr18-75392555-48
NR40863--MA1107.1.KLF9	chr3	38497318	38497330	+	0.000	0.000	Merged-chr3-38497155-35
NR54456--MA1107.1.KLF9	chr6	3346060	3346072	-	0.000	0.000	Merged-chr6-3346173-35
NR6508--MA0599.1.KLF5	chr10	69536868	69536877	+	0.000	0.000	Merged-chr10-69536721-21
NR4233--MA1107.1.KLF9	chr1	180390390	180390402	-	0.000	0.000	Merged-chr1-180390562-55
NR48759--MA0493.1.Klf1	chr4	149759719	149759729	-	0.000	0.000	Merged-chr4-149759725-31
NR24908--MA0599.1.KLF5	chr15	102722114	102722123	-	0.000	0.000	Merged-chr15-102722024-72
NR52052--MA0039.3.KLF4	chr5	113842507	113842517	-	0.000	0.000	Merged-chr5-113842401-77
NR31260--MA1107.1.KLF9	chr18	35740311	35740323	+	0.000	0.000	Merged-chr18-35740183-57
NR10485--MA0741.1.KLF16	chr11	60811289	60811299	+	0.000	0.000	Merged-chr11-60811220-49
