#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR6984--MA0511.2.RUNX2	chr4	119897310	119897318	-	0.000	0.000	Merged-chr4-119897419-50
NR2402--MA0002.2.RUNX1	chr12	118411070	118411080	+	0.000	0.000	Merged-chr12-118411153-21
NR1105--MA0684.1.RUNX3	chr10	68147063	68147072	+	0.000	0.000	Merged-chr10-68147068-31
NR338--MA0002.2.RUNX1	chr1	94048268	94048278	-	0.000	0.000	Merged-chr1-94048267-32
NR2531--MA0684.1.RUNX3	chr13	33077448	33077457	+	0.000	0.000	Merged-chr13-33077340-51
NR6841--MA0511.2.RUNX2	chr4	88115657	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR2925--MA0002.2.RUNX1	chr13	119653361	119653371	-	0.000	0.000	Merged-chr13-119653292-20
NR7076--MA0511.2.RUNX2	chr4	136189835	136189843	+	0.000	0.000	Merged-chr4-136190007-31
NR2306--MA0002.2.RUNX1	chr12	107731129	107731139	-	0.000	0.000	Merged-chr12-107731071-10
NR4714--MA0002.2.RUNX1	chr18	62186217	62186227	-	0.000	0.000	Merged-chr18-62186304-32
NR576--MA0684.1.RUNX3	chr1	155476449	155476458	-	0.000	0.000	Merged-chr1-155476472-40
NR6646--MA0002.2.RUNX1	chr4	20033080	20033090	-	0.000	0.000	Merged-chr4-20033263-40
NR6980--MA0684.1.RUNX3	chr4	119127156	119127165	-	0.000	0.000	Merged-chr4-119127359-48
NR1890--MA0002.2.RUNX1	chr11	117952394	117952404	+	0.000	0.000	Merged-chr11-117952385-45
NR2544--MA0684.1.RUNX3	chr13	37541894	37541903	+	0.000	0.000	Merged-chr13-37541855-48
NR5058--MA0002.2.RUNX1	chr19	45528076	45528086	+	0.000	0.000	Merged-chr19-45528060-29
NR8164--MA0002.2.RUNX1	chr6	99401948	99401958	+	0.000	0.000	Merged-chr6-99401904-51
NR1178--MA0511.2.RUNX2	chr10	80271340	80271348	-	0.000	0.000	Merged-chr10-80271512-28
NR1079--MA0002.2.RUNX1	chr10	60389726	60389736	+	0.000	0.000	Merged-chr10-60389736-64
NR6612--MA0002.2.RUNX1	chr4	6472963	6472973	-	0.000	0.000	Merged-chr4-6472958-17
NR350--MA0511.2.RUNX2	chr1	95674259	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR2362--MA0002.2.RUNX1	chr12	115165658	115165668	-	0.000	0.000	Merged-chr12-115165730-55
NR717--MA0684.1.RUNX3	chr1	176827610	176827619	-	0.000	0.000	Merged-chr1-176827492-35
NR8--MA0511.2.RUNX2	chr1	7147198	7147206	+	0.000	0.000	Merged-chr1-7147128-26
NR1415--MA0511.2.RUNX2	chr10	121189374	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR4250--MA0511.2.RUNX2	chr17	36227190	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR9036--MA0684.1.RUNX3	chr7	137476759	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR1396--MA0511.2.RUNX2	chr10	118628209	118628217	-	0.000	0.000	Merged-chr10-118628235-24
NR77--MA0002.2.RUNX1	chr1	36274646	36274656	+	0.000	0.000	Merged-chr1-36274584-22
NR2808--MA0002.2.RUNX1	chr13	99385132	99385142	-	0.000	0.000	Merged-chr13-99385105-49
NR7706--MA0511.2.RUNX2	chr5	124861658	124861666	+	0.000	0.000	Merged-chr5-124861586-1
NR4901--MA0511.2.RUNX2	chr19	5568132	5568140	-	0.000	0.000	Merged-chr19-5567991-110
NR8286--MA0002.2.RUNX1	chr6	122258981	122258991	-	0.000	0.000	Merged-chr6-122259137-47
NR935--MA0684.1.RUNX3	chr10	21479581	21479590	+	0.000	0.000	Merged-chr10-21479566-37
NR439--MA0002.2.RUNX1	chr1	127638086	127638096	-	0.000	0.000	Merged-chr1-127638103-34
NR6638--MA0002.2.RUNX1	chr4	16102222	16102232	+	0.000	0.000	Merged-chr4-16102324-55
NR9029--MA0002.2.RUNX1	chr7	136255792	136255802	+	0.000	0.000	Merged-chr7-136255803-24
NR1882--MA0002.2.RUNX1	chr11	116254817	116254827	-	0.000	0.000	Merged-chr11-116254750-41
NR2470--MA0684.1.RUNX3	chr13	21750443	21750452	-	0.000	0.000	Merged-chr13-21750455-56
NR10044--MA0684.1.RUNX3	chr9	123941456	123941465	+	0.000	0.000	Merged-chr9-123941453-43
NR756--MA0511.2.RUNX2	chr1	182504347	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR5179--MA0684.1.RUNX3	chr2	9564615	9564624	-	0.000	0.000	Merged-chr2-9564694-16
NR8490--MA0684.1.RUNX3	chr6	146434552	146434561	+	0.000	0.000	Merged-chr6-146434496-35
NR2516--MA0002.2.RUNX1	chr13	30914008	30914018	-	0.000	0.000	Merged-chr13-30913971-16
NR2867--MA0511.2.RUNX2	chr13	108860301	108860309	-	0.000	0.000	Merged-chr13-108860435-34
NR9809--MA0684.1.RUNX3	chr9	85671751	85671760	-	0.000	0.000	Merged-chr9-85671881-60
NR4177--MA0002.2.RUNX1	chr17	19435175	19435185	-	0.000	0.000	Merged-chr17-19435269-18
NR5036--MA0684.1.RUNX3	chr19	40300140	40300149	+	0.000	0.000	Merged-chr19-40300210-18
NR8741--MA0002.2.RUNX1	chr7	81863350	81863360	-	0.000	0.000	Merged-chr7-81863346-31
NR5115--MA0511.2.RUNX2	chr19	57113350	57113358	+	0.000	0.000	Merged-chr19-57113185-31
NR4910--MA0684.1.RUNX3	chr19	8592422	8592431	+	0.000	0.000	Merged-chr19-8592238-38
NR2211--MA0002.2.RUNX1	chr12	92672604	92672614	+	0.000	0.000	Merged-chr12-92672528-30
NR7077--MA0684.1.RUNX3	chr4	136189835	136189844	+	0.000	0.000	Merged-chr4-136190007-31
NR8330--MA0511.2.RUNX2	chr6	127617443	127617451	+	0.000	0.000	Merged-chr6-127617353-34
NR2529--MA0002.2.RUNX1	chr13	32982845	32982855	+	0.000	0.000	Merged-chr13-32982935-23
NR2320--MA0002.2.RUNX1	chr12	110506191	110506201	-	0.000	0.000	Merged-chr12-110506270-12
NR6455--MA0002.2.RUNX1	chr3	142281331	142281341	-	0.000	0.000	Merged-chr3-142281213-32
NR38--MA0511.2.RUNX2	chr1	16228098	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR4285--MA0684.1.RUNX3	chr17	46870743	46870752	+	0.000	0.000	Merged-chr17-46870796-80
NR6835--MA0002.2.RUNX1	chr4	88046544	88046554	-	0.000	0.000	Merged-chr4-88046485-60
NR8373--MA0684.1.RUNX3	chr6	130387068	130387077	+	0.000	0.000	Merged-chr6-130387166-57
NR269--MA0002.2.RUNX1	chr1	80637503	80637513	+	0.000	0.000	Merged-chr1-80637446-57
NR2528--MA0684.1.RUNX3	chr13	32982809	32982818	-	0.000	0.000	Merged-chr13-32982935-23
NR2856--MA0002.2.RUNX1	chr13	107095622	107095632	-	0.000	0.000	Merged-chr13-107095527-25
NR8082--MA0002.2.RUNX1	chr6	86548165	86548175	+	0.000	0.000	Merged-chr6-86548021-53
NR4936--MA0684.1.RUNX3	chr19	14620505	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR6153--MA0511.2.RUNX2	chr3	88452427	88452435	+	0.000	0.000	Merged-chr3-88452451-33
NR4251--MA0684.1.RUNX3	chr17	36227189	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR3520--MA0002.2.RUNX1	chr15	59795823	59795833	+	0.000	0.000	Merged-chr15-59795826-47
NR8114--MA0002.2.RUNX1	chr6	91125039	91125049	+	0.000	0.000	Merged-chr6-91125010-35
NR509--MA0511.2.RUNX2	chr1	138931077	138931085	+	0.000	0.000	Merged-chr1-138931080-29
NR5832--MA0002.2.RUNX1	chr2	167805042	167805052	-	0.000	0.000	Merged-chr2-167805304-70
NR9920--MA0002.2.RUNX1	chr9	108083384	108083394	+	0.000	0.000	Merged-chr9-108083224-47
NR6467--MA0684.1.RUNX3	chr3	142863419	142863428	+	0.000	0.000	Merged-chr3-142863489-16
NR4244--MA0002.2.RUNX1	chr17	35231247	35231257	+	0.000	0.000	Merged-chr17-35231264-33
NR1982--MA0684.1.RUNX3	chr12	21472601	21472610	-	0.000	0.000	Merged-chr12-21472738-21
NR6324--MA0684.1.RUNX3	chr3	116652129	116652138	-	0.000	0.000	Merged-chr3-116652176-28
NR4101--MA0002.2.RUNX1	chr16	97964374	97964384	+	0.000	0.000	Merged-chr16-97964279-31
NR2150--MA0002.2.RUNX1	chr12	84361962	84361972	-	0.000	0.000	Merged-chr12-84361872-57
NR6403--MA0511.2.RUNX2	chr3	133506492	133506500	+	0.000	0.000	Merged-chr3-133506515-24
NR7287--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR8236--MA0002.2.RUNX1	chr6	115594677	115594687	-	0.000	0.000	Merged-chr6-115594731-47
NR343--MA0684.1.RUNX3	chr1	94497141	94497150	+	0.000	0.000	Merged-chr1-94497080-23
NR4627--MA0511.2.RUNX2	chr18	39282250	39282258	+	0.000	0.000	Merged-chr18-39282313-47
NR2577--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR200--MA0684.1.RUNX3	chr1	64508664	64508673	+	0.000	0.000	Merged-chr1-64508658-48
NR2977--MA0684.1.RUNX3	chr14	20379784	20379793	-	0.000	0.000	Merged-chr14-20379904-27
NR5097--MA0684.1.RUNX3	chr19	56756536	56756545	+	0.000	0.000	Merged-chr19-56756635-43
NR2163--MA0002.2.RUNX1	chr12	86310024	86310034	+	0.000	0.000	Merged-chr12-86310059-67
NR531--MA0511.2.RUNX2	chr1	144355778	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR2358--MA0684.1.RUNX3	chr12	115012937	115012946	+	0.000	0.000	Merged-chr12-115012998-22
NR6651--MA0684.1.RUNX3	chr4	21842815	21842824	+	0.000	0.000	Merged-chr4-21842691-16
NR3512--MA0002.2.RUNX1	chr15	59009573	59009583	-	0.000	0.000	Merged-chr15-59009632-21
NR2420--MA0684.1.RUNX3	chr13	5847055	5847064	+	0.000	0.000	Merged-chr13-5847113-25
NR7157--MA0684.1.RUNX3	chr4	148070074	148070083	+	0.000	0.000	Merged-chr4-148069999-26
NR2609--MA0002.2.RUNX1	chr13	52998748	52998758	+	0.000	0.000	Merged-chr13-52998796-35
NR479--MA0002.2.RUNX1	chr1	133695096	133695106	-	0.000	0.000	Merged-chr1-133694971-54
NR8087--MA0002.2.RUNX1	chr6	86593285	86593295	-	0.000	0.000	Merged-chr6-86593452-56
NR2546--MA0511.2.RUNX2	chr13	37783871	37783879	+	0.000	0.000	Merged-chr13-37783892-22
NR6012--MA0002.2.RUNX1	chr3	51128997	51129007	+	0.000	0.000	Merged-chr3-51128926-47
NR5824--MA0002.2.RUNX1	chr2	166610520	166610530	-	0.000	0.000	Merged-chr2-166610595-30
NR2403--MA0511.2.RUNX2	chr12	118428540	118428548	-	0.000	0.000	Merged-chr12-118428603-36
NR9641--MA0002.2.RUNX1	chr9	50537351	50537361	-	0.000	0.000	Merged-chr9-50537430-19
NR7690--MA0002.2.RUNX1	chr5	123382150	123382160	-	0.000	0.000	Merged-chr5-123382042-18
NR2699--MA0002.2.RUNX1	chr13	76129025	76129035	+	0.000	0.000	Merged-chr13-76128854-26
NR4606--MA0511.2.RUNX2	chr18	36701978	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR8196--MA0002.2.RUNX1	chr6	108277135	108277145	+	0.000	0.000	Merged-chr6-108277136-27
NR4113--MA0684.1.RUNX3	chr17	6008218	6008227	-	0.000	0.000	Merged-chr17-6008372-53
NR39--MA0684.1.RUNX3	chr1	16228097	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR2285--MA0002.2.RUNX1	chr12	105001112	105001122	-	0.000	0.000	Merged-chr12-105001185-43
NR8201--MA0684.1.RUNX3	chr6	108630933	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR6521--MA0684.1.RUNX3	chr3	146758175	146758184	-	0.000	0.000	Merged-chr3-146758289-47
NR6316--MA0684.1.RUNX3	chr3	115692546	115692555	+	0.000	0.000	Merged-chr3-115692552-34
NR2559--MA0511.2.RUNX2	chr13	40922682	40922690	-	0.000	0.000	Merged-chr13-40922608-25
NR4616--MA0002.2.RUNX1	chr18	37926030	37926040	+	0.000	0.000	Merged-chr18-37926090-48
NR8433--MA0002.2.RUNX1	chr6	140533079	140533089	+	0.000	0.000	Merged-chr6-140533090-20
NR3127--MA0511.2.RUNX2	chr14	65113813	65113821	-	0.000	0.000	Merged-chr14-65113927-33
NR10097--MA0684.1.RUNX3	chrX	48429664	48429673	-	0.000	0.000	Merged-chrX-48429732-34
NR1792--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR8165--MA0511.2.RUNX2	chr6	99435255	99435263	+	0.000	0.000	Merged-chr6-99435291-39
NR2777--MA0511.2.RUNX2	chr13	93764721	93764729	+	0.000	0.000	Merged-chr13-93764810-22
NR8323--MA0684.1.RUNX3	chr6	126811746	126811755	-	0.000	0.000	Merged-chr6-126811749-38
NR2264--MA0002.2.RUNX1	chr12	100636404	100636414	+	0.000	0.000	Merged-chr12-100636391-39
NR8575--MA0684.1.RUNX3	chr7	31161058	31161067	-	0.000	0.000	Merged-chr7-31161172-57
NR3690--MA0002.2.RUNX1	chr15	97836697	97836707	+	0.000	0.000	Merged-chr15-97837039-84
NR2886--MA0511.2.RUNX2	chr13	111297823	111297831	+	0.000	0.000	Merged-chr13-111297823-12
NR8432--MA0684.1.RUNX3	chr6	140508636	140508645	-	0.000	0.000	Merged-chr6-140508405-40
NR1391--MA0002.2.RUNX1	chr10	118470819	118470829	+	0.000	0.000	Merged-chr10-118470709-40
NR4053--MA0002.2.RUNX1	chr16	91789929	91789939	-	0.000	0.000	Merged-chr16-91789935-50
NR6133--MA0684.1.RUNX3	chr3	84679038	84679047	+	0.000	0.000	Merged-chr3-84679070-45
NR3594--MA0002.2.RUNX1	chr15	80681787	80681797	-	0.000	0.000	Merged-chr15-80681651-57
NR2581--MA0511.2.RUNX2	chr13	45850792	45850800	-	0.000	0.000	Merged-chr13-45850664-56
NR7810--MA0002.2.RUNX1	chr5	148678762	148678772	-	0.000	0.000	Merged-chr5-148678733-37
NR8793--MA0684.1.RUNX3	chr7	96946694	96946703	+	0.000	0.000	Merged-chr7-96946684-14
NR6321--MA0511.2.RUNX2	chr3	116465930	116465938	-	0.000	0.000	Merged-chr3-116465927-56
NR1089--MA0684.1.RUNX3	chr10	67049462	67049471	-	0.000	0.000	Merged-chr10-67049355-33
NR4195--MA0684.1.RUNX3	chr17	25248490	25248499	+	0.000	0.000	Merged-chr17-25248347-49
NR1390--MA0684.1.RUNX3	chr10	118469300	118469309	-	0.000	0.000	Merged-chr10-118469177-44
NR3050--MA0002.2.RUNX1	chr14	47476844	47476854	+	0.000	0.000	Merged-chr14-47476839-9
NR2418--MA0002.2.RUNX1	chr13	5847055	5847065	-	0.000	0.000	Merged-chr13-5847113-25
NR2103--MA0511.2.RUNX2	chr12	73593511	73593519	+	0.000	0.000	Merged-chr12-73593577-88
NR4227--MA0684.1.RUNX3	chr17	31176502	31176511	-	0.000	0.000	Merged-chr17-31176516-21
NR1816--MA0002.2.RUNX1	chr11	104630384	104630394	+	0.000	0.000	Merged-chr11-104630373-60
NR1797--MA0002.2.RUNX1	chr11	102317762	102317772	+	0.000	0.000	Merged-chr11-102317551-136
NR8917--MA0511.2.RUNX2	chr7	117433803	117433811	+	0.000	0.000	Merged-chr7-117433722-72
NR6268--MA0684.1.RUNX3	chr3	105900027	105900036	+	0.000	0.000	Merged-chr3-105899940-9
NR1654--MA0002.2.RUNX1	chr11	63989378	63989388	-	0.000	0.000	Merged-chr11-63989570-47
NR10038--MA0511.2.RUNX2	chr9	123928250	123928258	+	0.000	0.000	Merged-chr9-123928219-7
NR528--MA0511.2.RUNX2	chr1	144283483	144283491	+	0.000	0.000	Merged-chr1-144283563-68
NR8328--MA0684.1.RUNX3	chr6	127302987	127302996	+	0.000	0.000	Merged-chr6-127302896-25
NR8166--MA0684.1.RUNX3	chr6	99435255	99435264	+	0.000	0.000	Merged-chr6-99435291-39
NR5232--MA0002.2.RUNX1	chr2	22805729	22805739	+	0.000	0.000	Merged-chr2-22805681-51
NR6836--MA0511.2.RUNX2	chr4	88046626	88046634	+	0.000	0.000	Merged-chr4-88046485-60
NR8417--MA0002.2.RUNX1	chr6	137825165	137825175	+	0.000	0.000	Merged-chr6-137825145-19
NR4187--MA0684.1.RUNX3	chr17	23980637	23980646	+	0.000	0.000	Merged-chr17-23980482-41
NR6466--MA0002.2.RUNX1	chr3	142863419	142863429	-	0.000	0.000	Merged-chr3-142863489-16
NR1524--MA0002.2.RUNX1	chr11	16988016	16988026	-	0.000	0.000	Merged-chr11-16987963-24
NR1924--MA0684.1.RUNX3	chr11	121475786	121475795	-	0.000	0.000	Merged-chr11-121475688-49
NR1981--MA0002.2.RUNX1	chr12	21472600	21472610	+	0.000	0.000	Merged-chr12-21472738-21
NR1776--MA0002.2.RUNX1	chr11	97684175	97684185	+	0.000	0.000	Merged-chr11-97684318-65
NR1633--MA0002.2.RUNX1	chr11	57911870	57911880	+	0.000	0.000	Merged-chr11-57911963-18
NR4219--MA0684.1.RUNX3	chr17	29304535	29304544	+	0.000	0.000	Merged-chr17-29304449-24
NR5830--MA0002.2.RUNX1	chr2	167421605	167421615	-	0.000	0.000	Merged-chr2-167421787-62
NR7762--MA0002.2.RUNX1	chr5	138343405	138343415	+	0.000	0.000	Merged-chr5-138343396-8
NR3802--MA0002.2.RUNX1	chr16	24217021	24217031	-	0.000	0.000	Merged-chr16-24217048-44
NR1503--MA0002.2.RUNX1	chr11	10276427	10276437	+	0.000	0.000	Merged-chr11-10276392-45
NR2009--MA0002.2.RUNX1	chr12	31997052	31997062	-	0.000	0.000	Merged-chr12-31997107-37
NR6098--MA0684.1.RUNX3	chr3	79210462	79210471	+	0.000	0.000	Merged-chr3-79210417-27
NR4146--MA0002.2.RUNX1	chr17	12165580	12165590	-	0.000	0.000	Merged-chr17-12165459-54
NR7523--MA0002.2.RUNX1	chr5	100875965	100875975	-	0.000	0.000	Merged-chr5-100875815-38
NR5638--MA0002.2.RUNX1	chr2	128470658	128470668	-	0.000	0.000	Merged-chr2-128470524-44
NR9931--MA0002.2.RUNX1	chr9	109052710	109052720	-	0.000	0.000	Merged-chr9-109052792-36
NR1963--MA0511.2.RUNX2	chr12	16584080	16584088	+	0.000	0.000	Merged-chr12-16584018-49
NR6187--MA0002.2.RUNX1	chr3	94375471	94375481	+	0.000	0.000	Merged-chr3-94375656-27
NR196--MA0511.2.RUNX2	chr1	64508649	64508657	-	0.000	0.000	Merged-chr1-64508658-48
NR6143--MA0511.2.RUNX2	chr3	86837547	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR2227--MA0002.2.RUNX1	chr12	94115027	94115037	+	0.000	0.000	Merged-chr12-94114920-18
NR8809--MA0684.1.RUNX3	chr7	98809878	98809887	-	0.000	0.000	Merged-chr7-98809754-32
NR3719--MA0002.2.RUNX1	chr15	100905319	100905329	+	0.000	0.000	Merged-chr15-100905419-58
NR2627--MA0684.1.RUNX3	chr13	55641101	55641110	+	0.000	0.000	Merged-chr13-55640933-22
NR5585--MA0002.2.RUNX1	chr2	117399727	117399737	-	0.000	0.000	Merged-chr2-117399695-40
NR940--MA0002.2.RUNX1	chr10	21975602	21975612	-	0.000	0.000	Merged-chr10-21975536-24
NR3762--MA0002.2.RUNX1	chr16	14088466	14088476	+	0.000	0.000	Merged-chr16-14088440-49
NR8233--MA0684.1.RUNX3	chr6	114893967	114893976	+	0.000	0.000	Merged-chr6-114894029-89
NR129--MA0002.2.RUNX1	chr1	43897099	43897109	-	0.000	0.000	Merged-chr1-43897288-49
NR9434--MA0002.2.RUNX1	chr8	120715544	120715554	-	0.000	0.000	Merged-chr8-120715474-36
NR7754--MA0002.2.RUNX1	chr5	136460078	136460088	-	0.000	0.000	Merged-chr5-136460136-37
NR6457--MA0684.1.RUNX3	chr3	142281331	142281340	+	0.000	0.000	Merged-chr3-142281213-32
NR2349--MA0002.2.RUNX1	chr12	114809400	114809410	+	0.000	0.000	Merged-chr12-114809482-22
NR2305--MA0511.2.RUNX2	chr12	107731129	107731137	+	0.000	0.000	Merged-chr12-107731071-10
NR8369--MA0002.2.RUNX1	chr6	130237896	130237906	-	0.000	0.000	Merged-chr6-130237898-58
NR1210--MA0684.1.RUNX3	chr10	85352753	85352762	-	0.000	0.000	Merged-chr10-85352707-44
NR1333--MA0002.2.RUNX1	chr10	111213766	111213776	+	0.000	0.000	Merged-chr10-111213770-2
NR1856--MA0002.2.RUNX1	chr11	109790429	109790439	+	0.000	0.000	Merged-chr11-109790418-22
NR3665--MA0684.1.RUNX3	chr15	93913639	93913648	+	0.000	0.000	Merged-chr15-93913565-49
NR7975--MA0511.2.RUNX2	chr6	54685314	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR1237--MA0002.2.RUNX1	chr10	89415728	89415738	-	0.000	0.000	Merged-chr10-89415714-14
NR7210--MA0002.2.RUNX1	chr5	3461071	3461081	-	0.000	0.000	Merged-chr5-3460999-61
NR1280--MA0002.2.RUNX1	chr10	94942950	94942960	-	0.000	0.000	Merged-chr10-94942923-6
NR9936--MA0002.2.RUNX1	chr9	110896835	110896845	+	0.000	0.000	Merged-chr9-110896831-29
NR7985--MA0002.2.RUNX1	chr6	58832816	58832826	-	0.000	0.000	Merged-chr6-58832889-39
NR5163--MA0002.2.RUNX1	chr2	6309612	6309622	-	0.000	0.000	Merged-chr2-6309619-42
NR5434--MA0002.2.RUNX1	chr2	72857369	72857379	-	0.000	0.000	Merged-chr2-72857533-76
NR7571--MA0002.2.RUNX1	chr5	105840057	105840067	+	0.000	0.000	Merged-chr5-105840151-44
NR7637--MA0002.2.RUNX1	chr5	115516845	115516855	-	0.000	0.000	Merged-chr5-115516638-85
NR3135--MA0002.2.RUNX1	chr14	67911799	67911809	-	0.000	0.000	Merged-chr14-67911920-26
NR4389--MA0684.1.RUNX3	chr17	71192225	71192234	+	0.000	0.000	Merged-chr17-71192022-46
NR8699--MA0511.2.RUNX2	chr7	72350238	72350246	+	0.000	0.000	Merged-chr7-72350151-23
NR7766--MA0684.1.RUNX3	chr5	139345140	139345149	-	0.000	0.000	Merged-chr5-139345082-66
NR3387--MA0002.2.RUNX1	chr15	27579081	27579091	+	0.000	0.000	Merged-chr15-27579137-17
NR8285--MA0511.2.RUNX2	chr6	122258981	122258989	+	0.000	0.000	Merged-chr6-122259137-47
NR3992--MA0684.1.RUNX3	chr16	76422747	76422756	+	0.000	0.000	Merged-chr16-76422823-13
NR10041--MA0002.2.RUNX1	chr9	123938143	123938153	+	0.000	0.000	Merged-chr9-123938225-36
NR9826--MA0684.1.RUNX3	chr9	86624320	86624329	-	0.000	0.000	Merged-chr9-86624608-86
NR1345--MA0684.1.RUNX3	chr10	115363299	115363308	+	0.000	0.000	Merged-chr10-115363388-18
NR3419--MA0002.2.RUNX1	chr15	34389220	34389230	+	0.000	0.000	Merged-chr15-34389092-27
NR6144--MA0684.1.RUNX3	chr3	86837546	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR5241--MA0511.2.RUNX2	chr2	25913387	25913395	-	0.000	0.000	Merged-chr2-25913406-29
NR9915--MA0002.2.RUNX1	chr9	107334653	107334663	-	0.000	0.000	Merged-chr9-107334469-86
NR7693--MA0002.2.RUNX1	chr5	124036062	124036072	-	0.000	0.000	Merged-chr5-124035854-90
NR4239--MA0002.2.RUNX1	chr17	34896559	34896569	-	0.000	0.000	Merged-chr17-34896478-26
NR7074--MA0002.2.RUNX1	chr4	135169304	135169314	+	0.000	0.000	Merged-chr4-135169344-25
NR1804--MA0511.2.RUNX2	chr11	104361987	104361995	-	0.000	0.000	Merged-chr11-104361864-47
NR7202--MA0002.2.RUNX1	chr4	155162654	155162664	-	0.000	0.000	Merged-chr4-155162672-62
NR4176--MA0511.2.RUNX2	chr17	19435175	19435183	+	0.000	0.000	Merged-chr17-19435269-18
NR3095--MA0002.2.RUNX1	chr14	59087387	59087397	-	0.000	0.000	Merged-chr14-59087274-14
NR7183--MA0002.2.RUNX1	chr4	151977976	151977986	+	0.000	0.000	Merged-chr4-151978013-24
NR3766--MA0684.1.RUNX3	chr16	14088507	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR9591--MA0002.2.RUNX1	chr9	41153273	41153283	-	0.000	0.000	Merged-chr9-41153398-36
NR7391--MA0511.2.RUNX2	chr5	62772103	62772111	+	0.000	0.000	Merged-chr5-62772215-28
NR510--MA0002.2.RUNX1	chr1	138931077	138931087	-	0.000	0.000	Merged-chr1-138931080-29
NR9991--MA0684.1.RUNX3	chr9	116214506	116214515	-	0.000	0.000	Merged-chr9-116214567-36
NR9514--MA0002.2.RUNX1	chr9	5298618	5298628	+	0.000	0.000	Merged-chr9-5298744-86
NR1381--MA0002.2.RUNX1	chr10	118407016	118407026	-	0.000	0.000	Merged-chr10-118407091-36
NR1718--MA0002.2.RUNX1	chr11	79670751	79670761	-	0.000	0.000	Merged-chr11-79670763-15
NR3190--MA0684.1.RUNX3	chr14	76569400	76569409	+	0.000	0.000	Merged-chr14-76569463-39
NR5264--MA0002.2.RUNX1	chr2	29649858	29649868	+	0.000	0.000	Merged-chr2-29649675-51
NR3335--MA0511.2.RUNX2	chr14	122063903	122063911	+	0.000	0.000	Merged-chr14-122063804-67
NR8819--MA0511.2.RUNX2	chr7	101060676	101060684	-	0.000	0.000	Merged-chr7-101060728-39
NR2095--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR3587--MA0511.2.RUNX2	chr15	78923726	78923734	-	0.000	0.000	Merged-chr15-78923681-44
NR9004--MA0002.2.RUNX1	chr7	131469511	131469521	-	0.000	0.000	Merged-chr7-131469591-22
NR2982--MA0002.2.RUNX1	chr14	20785459	20785469	-	0.000	0.000	Merged-chr14-20785376-56
NR3759--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR775--MA0002.2.RUNX1	chr1	184576648	184576658	-	0.000	0.000	Merged-chr1-184576440-44
NR5819--MA0002.2.RUNX1	chr2	166610374	166610384	-	0.000	0.000	Merged-chr2-166610595-30
NR3997--MA0684.1.RUNX3	chr16	78546726	78546735	+	0.000	0.000	Merged-chr16-78546881-68
NR5263--MA0684.1.RUNX3	chr2	29632143	29632152	+	0.000	0.000	Merged-chr2-29632325-58
NR7542--MA0002.2.RUNX1	chr5	104982661	104982671	+	0.000	0.000	Merged-chr5-104982699-45
NR1155--MA0002.2.RUNX1	chr10	75978275	75978285	+	0.000	0.000	Merged-chr10-75978406-17
NR3440--MA0684.1.RUNX3	chr15	36650166	36650175	-	0.000	0.000	Merged-chr15-36650116-39
NR3711--MA0684.1.RUNX3	chr15	100461457	100461466	-	0.000	0.000	Merged-chr15-100461368-57
NR3292--MA0002.2.RUNX1	chr14	115250747	115250757	+	0.000	0.000	Merged-chr14-115250840-27
NR5038--MA0002.2.RUNX1	chr19	41328933	41328943	-	0.000	0.000	Merged-chr19-41328970-48
