#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR235--MA0495.2.MAFF	chr1	69752817	69752837	+	0.000	0.000	Merged-chr1-69753005-34
NR10909--MA0495.2.MAFF	chr7	30000836	30000856	-	0.000	0.000	Merged-chr7-30000834-5
NR6892--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR4408--MA0089.1.MAFG::NFE2L1	chr15	31117636	31117641	-	0.000	0.000	Merged-chr15-31117559-26
NR5793--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR12619--MA0089.1.MAFG::NFE2L1	chr9	96545543	96545548	-	0.000	0.000	Merged-chr9-96545653-10
NR10069--MA0089.1.MAFG::NFE2L1	chr6	48788008	48788013	-	0.000	0.000	Merged-chr6-48788087-5
NR1286--MA0501.1.MAF::NFE2	chr10	39506344	39506358	+	0.000	0.000	Merged-chr10-39506293-64
NR10532--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR329--MA0496.2.MAFK	chr1	88497496	88497514	+	0.000	0.000	Merged-chr1-88497619-10
NR11690--MA0591.1.Bach1::Mafk	chr8	34208226	34208240	+	0.000	0.000	Merged-chr8-34208072-51
NR5133--MA0089.1.MAFG::NFE2L1	chr16	84477184	84477189	-	0.000	0.000	Merged-chr16-84477262-1
NR2067--MA0501.1.MAF::NFE2	chr11	58189756	58189770	-	0.000	0.000	Merged-chr11-58189839-18
NR2324--MA0501.1.MAF::NFE2	chr11	95356969	95356983	-	0.000	0.000	Merged-chr11-95356897-59
NR4581--MA0089.1.MAFG::NFE2L1	chr15	66806496	66806501	+	0.000	0.000	Merged-chr15-66806580-18
NR9089--MA0501.1.MAF::NFE2	chr5	3358942	3358956	+	0.000	0.000	Merged-chr5-3358967-15
NR5997--MA0501.1.MAF::NFE2	chr18	74213965	74213979	-	0.000	0.000	Merged-chr18-74213885-15
NR1329--MA0089.1.MAFG::NFE2L1	chr10	53344081	53344086	-	0.000	0.000	Merged-chr10-53344095-9
NR11108--MA0089.1.MAFG::NFE2L1	chr7	80828641	80828646	-	0.000	0.000	Merged-chr7-80828687-47
NR2836--MA0089.1.MAFG::NFE2L1	chr12	86592686	86592691	+	0.000	0.000	Merged-chr12-86592700-17
NR9869--MA0089.1.MAFG::NFE2L1	chr5	148715044	148715049	-	0.000	0.000	Merged-chr5-148715169-40
NR12459--MA0501.1.MAF::NFE2	chr9	78593280	78593294	-	0.000	0.000	Merged-chr9-78593326-11
NR11976--MA0089.1.MAFG::NFE2L1	chr8	115531562	115531567	-	0.000	0.000	Merged-chr8-115531430-21
NR8452--MA0496.2.MAFK	chr4	24569374	24569392	-	0.000	0.000	Merged-chr4-24569297-30
NR12426--MA0089.1.MAFG::NFE2L1	chr9	75424533	75424538	+	0.000	0.000	Merged-chr9-75424594-10
NR10860--MA0496.2.MAFK	chr7	25107336	25107354	-	0.000	0.000	Merged-chr7-25107253-25
NR1314--MA0089.1.MAFG::NFE2L1	chr10	43740063	43740068	+	0.000	0.000	Merged-chr10-43739922-3
NR7275--MA0117.2.Mafb	chr2	147772828	147772839	+	0.000	0.000	Merged-chr2-147772755-1
NR6002--MA0591.1.Bach1::Mafk	chr18	75410379	75410393	-	0.000	0.000	Merged-chr18-75410439-27
NR9361--MA0659.1.MAFG	chr5	74456858	74456878	-	0.000	0.000	Merged-chr5-74456993-19
NR2730--MA0117.2.Mafb	chr12	55060478	55060489	-	0.000	0.000	Merged-chr12-55060486-57
NR9688--MA0659.1.MAFG	chr5	118620495	118620515	+	0.000	0.000	Merged-chr5-118620530-42
NR10975--MA0501.1.MAF::NFE2	chr7	49762899	49762913	+	0.000	0.000	Merged-chr7-49762758-15
NR12456--MA0591.1.Bach1::Mafk	chr9	78593283	78593297	-	0.000	0.000	Merged-chr9-78593326-11
NR10812--MA0501.1.MAF::NFE2	chr7	16057376	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR11780--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	+	0.000	0.000	Merged-chr8-71587200-14
NR3487--MA0089.1.MAFG::NFE2L1	chr13	70611221	70611226	-	0.000	0.000	Merged-chr13-70611194-23
NR5142--MA0089.1.MAFG::NFE2L1	chr16	84800308	84800313	+	0.000	0.000	Merged-chr16-84800124-30
NR9449--MA0495.2.MAFF	chr5	91264283	91264303	-	0.000	0.000	Merged-chr5-91264360-12
NR12222--MA0089.1.MAFG::NFE2L1	chr9	22651109	22651114	+	0.000	0.000	Merged-chr9-22650978-25
NR10481--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	+	0.000	0.000	Merged-chr6-125540912-17
NR9690--MA0496.2.MAFK	chr5	118620496	118620514	+	0.000	0.000	Merged-chr5-118620530-42
NR8967--MA0501.1.MAF::NFE2	chr4	145209530	145209544	+	0.000	0.000	Merged-chr4-145209474-14
NR11691--MA0501.1.MAF::NFE2	chr8	34208229	34208243	+	0.000	0.000	Merged-chr8-34208072-51
NR10845--MA0591.1.Bach1::Mafk	chr7	19332924	19332938	-	0.000	0.000	Merged-chr7-19332998-44
NR11294--MA0089.1.MAFG::NFE2L1	chr7	109985822	109985827	-	0.000	0.000	Merged-chr7-109985698-1
NR6299--MA0089.1.MAFG::NFE2L1	chr19	41366698	41366703	-	0.000	0.000	Merged-chr19-41366765-21
NR7626--MA0591.1.Bach1::Mafk	chr3	27210452	27210466	-	0.000	0.000	Merged-chr3-27210457-3
NR10102--MA0117.2.Mafb	chr6	54760026	54760037	-	0.000	0.000	Merged-chr6-54760187-57
NR7893--MA0089.1.MAFG::NFE2L1	chr3	104856376	104856381	+	0.000	0.000	Merged-chr3-104856352-37
NR12300--MA0659.1.MAFG	chr9	44999338	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR2656--MA0089.1.MAFG::NFE2L1	chr12	31997023	31997028	+	0.000	0.000	Merged-chr12-31997107-37
NR1236--MA0089.1.MAFG::NFE2L1	chr10	26364423	26364428	-	0.000	0.000	Merged-chr10-26364475-53
NR4497--MA0495.2.MAFF	chr15	55838807	55838827	-	0.000	0.000	Merged-chr15-55838772-33
NR4483--MA0496.2.MAFK	chr15	51823241	51823259	-	0.000	0.000	Merged-chr15-51823268-39
NR5007--MA0659.1.MAFG	chr16	52468520	52468540	-	0.000	0.000	Merged-chr16-52468577-24
NR12250--MA0501.1.MAF::NFE2	chr9	32901451	32901465	+	0.000	0.000	Merged-chr9-32901528-39
NR2637--MA0117.2.Mafb	chr12	26185259	26185270	-	0.000	0.000	Merged-chr12-26185150-29
NR3598--MA0089.1.MAFG::NFE2L1	chr13	92722632	92722637	+	0.000	0.000	Merged-chr13-92722597-29
NR1207--MA0117.2.Mafb	chr10	21976504	21976515	-	0.000	0.000	Merged-chr10-21976372-39
NR3944--MA0496.2.MAFK	chr14	27268382	27268400	-	0.000	0.000	Merged-chr14-27268313-23
NR10905--MA0501.1.MAF::NFE2	chr7	30000772	30000786	-	0.000	0.000	Merged-chr7-30000834-5
NR1677--MA0591.1.Bach1::Mafk	chr10	111444443	111444457	-	0.000	0.000	Merged-chr10-111444388-2
NR11636--MA0501.1.MAF::NFE2	chr8	13593477	13593491	-	0.000	0.000	Merged-chr8-13593648-27
NR9597--MA0496.2.MAFK	chr5	107524496	107524514	-	0.000	0.000	Merged-chr5-107524666-44
NR11779--MA0117.2.Mafb	chr8	71528834	71528845	-	0.000	0.000	Merged-chr8-71528841-21
NR7418--MA0495.2.MAFF	chr2	166553857	166553877	-	0.000	0.000	Merged-chr2-166553887-59
NR1595--MA0495.2.MAFF	chr10	96357117	96357137	+	0.000	0.000	Merged-chr10-96357351-35
NR9787--MA0089.1.MAFG::NFE2L1	chr5	139344309	139344314	+	0.000	0.000	Merged-chr5-139344322-30
NR9369--MA0496.2.MAFK	chr5	74470990	74471008	-	0.000	0.000	Merged-chr5-74471085-11
NR6609--MA0089.1.MAFG::NFE2L1	chr2	34494420	34494425	-	0.000	0.000	Merged-chr2-34494375-14
NR12620--MA0089.1.MAFG::NFE2L1	chr9	96545573	96545578	-	0.000	0.000	Merged-chr9-96545653-10
NR12055--MA0591.1.Bach1::Mafk	chr8	123341852	123341866	-	0.000	0.000	Merged-chr8-123341706-13
NR1465--MA0591.1.Bach1::Mafk	chr10	82053777	82053791	+	0.000	0.000	Merged-chr10-82053844-6
NR3293--MA0591.1.Bach1::Mafk	chr13	24515262	24515276	+	0.000	0.000	Merged-chr13-24515324-15
NR4522--MA0089.1.MAFG::NFE2L1	chr15	59520704	59520709	-	0.000	0.000	Merged-chr15-59520520-55
NR4088--MA0659.1.MAFG	chr14	68048502	68048522	+	0.000	0.000	Merged-chr14-68048538-29
NR11348--MA0495.2.MAFF	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR4090--MA0501.1.MAF::NFE2	chr14	68048502	68048516	-	0.000	0.000	Merged-chr14-68048538-29
NR10950--MA0089.1.MAFG::NFE2L1	chr7	44405675	44405680	-	0.000	0.000	Merged-chr7-44405831-50
NR12303--MA0496.2.MAFK	chr9	44999339	44999357	+	0.000	0.000	Merged-chr9-44999415-9
NR5397--MA0117.2.Mafb	chr17	28366194	28366205	-	0.000	0.000	Merged-chr17-28366309-12
NR4502--MA0496.2.MAFK	chr15	55838808	55838826	+	0.000	0.000	Merged-chr15-55838772-33
NR3209--MA0659.1.MAFG	chr13	9082703	9082723	-	0.000	0.000	Merged-chr13-9082570-19
NR164--MA0659.1.MAFG	chr1	60902847	60902867	+	0.000	0.000	Merged-chr1-60902675-29
NR10810--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	-	0.000	0.000	Merged-chr7-16057177-61
NR2336--MA0496.2.MAFK	chr11	97825332	97825350	-	0.000	0.000	Merged-chr11-97825467-43
NR10847--MA0659.1.MAFG	chr7	19332921	19332941	-	0.000	0.000	Merged-chr7-19332998-44
NR9092--MA0496.2.MAFK	chr5	3358937	3358955	-	0.000	0.000	Merged-chr5-3358967-15
NR1476--MA0501.1.MAF::NFE2	chr10	83094421	83094435	-	0.000	0.000	Merged-chr10-83094341-29
NR4935--MA0089.1.MAFG::NFE2L1	chr16	38017281	38017286	-	0.000	0.000	Merged-chr16-38017190-20
NR11990--MA0089.1.MAFG::NFE2L1	chr8	116617425	116617430	+	0.000	0.000	Merged-chr8-116617441-19
NR10813--MA0501.1.MAF::NFE2	chr7	16057370	16057384	-	0.000	0.000	Merged-chr7-16057177-61
NR4296--MA0591.1.Bach1::Mafk	chr14	120572331	120572345	-	0.000	0.000	Merged-chr14-120572441-59
NR4402--MA0591.1.Bach1::Mafk	chr15	27627261	27627275	-	0.000	0.000	Merged-chr15-27627368-1
NR10785--MA0089.1.MAFG::NFE2L1	chr7	4777053	4777058	+	0.000	0.000	Merged-chr7-4777194-35
NR9332--MA0117.2.Mafb	chr5	67437640	67437651	-	0.000	0.000	Merged-chr5-67437495-24
NR915--MA0591.1.Bach1::Mafk	chr1	181211970	181211984	-	0.000	0.000	Merged-chr1-181211865-134
NR145--MA0501.1.MAF::NFE2	chr1	58734252	58734266	-	0.000	0.000	Merged-chr1-58734414-54
NR6312--MA0089.1.MAFG::NFE2L1	chr19	45579229	45579234	-	0.000	0.000	Merged-chr19-45579112-22
NR8285--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR3147--MA0117.2.Mafb	chr12	117712684	117712695	-	0.000	0.000	Merged-chr12-117712681-21
NR2601--MA0501.1.MAF::NFE2	chr12	15932269	15932283	+	0.000	0.000	Merged-chr12-15932271-28
NR2535--MA0591.1.Bach1::Mafk	chr11	119083927	119083941	-	0.000	0.000	Merged-chr11-119083935-60
NR12611--MA0117.2.Mafb	chr9	95120208	95120219	-	0.000	0.000	Merged-chr9-95120288-34
NR4367--MA0659.1.MAFG	chr15	8073359	8073379	-	0.000	0.000	Merged-chr15-8073323-37
NR12296--MA0495.2.MAFF	chr9	44999338	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR5792--MA0591.1.Bach1::Mafk	chr18	32311876	32311890	-	0.000	0.000	Merged-chr18-32311918-36
NR3295--MA0659.1.MAFG	chr13	24515259	24515279	-	0.000	0.000	Merged-chr13-24515324-15
NR6829--MA0089.1.MAFG::NFE2L1	chr2	73547503	73547508	+	0.000	0.000	Merged-chr2-73547425-29
NR9358--MA0495.2.MAFF	chr5	74456858	74456878	+	0.000	0.000	Merged-chr5-74456993-19
NR6766--MA0117.2.Mafb	chr2	62619135	62619146	+	0.000	0.000	Merged-chr2-62619105-22
NR3148--MA0089.1.MAFG::NFE2L1	chr12	117712719	117712724	-	0.000	0.000	Merged-chr12-117712681-21
NR7743--MA0089.1.MAFG::NFE2L1	chr3	79181461	79181466	+	0.000	0.000	Merged-chr3-79181699-42
NR8468--MA0591.1.Bach1::Mafk	chr4	32363656	32363670	+	0.000	0.000	Merged-chr4-32363760-31
NR2323--MA0591.1.Bach1::Mafk	chr11	95356972	95356986	-	0.000	0.000	Merged-chr11-95356897-59
NR8383--MA0089.1.MAFG::NFE2L1	chr4	3660133	3660138	-	0.000	0.000	Merged-chr4-3660095-25
NR10911--MA0659.1.MAFG	chr7	30000836	30000856	-	0.000	0.000	Merged-chr7-30000834-5
NR11674--MA0501.1.MAF::NFE2	chr8	33636651	33636665	-	0.000	0.000	Merged-chr8-33636764-22
NR518--MA0089.1.MAFG::NFE2L1	chr1	133159538	133159543	+	0.000	0.000	Merged-chr1-133159409-33
NR2387--MA0501.1.MAF::NFE2	chr11	106994510	106994524	+	0.000	0.000	Merged-chr11-106994404-9
NR6782--MA0496.2.MAFK	chr2	65134009	65134027	+	0.000	0.000	Merged-chr2-65133825-19
NR2796--MA0089.1.MAFG::NFE2L1	chr12	79441383	79441388	-	0.000	0.000	Merged-chr12-79441349-14
NR2660--MA0496.2.MAFK	chr12	31997009	31997027	+	0.000	0.000	Merged-chr12-31997107-37
NR8219--MA0089.1.MAFG::NFE2L1	chr3	143777360	143777365	-	0.000	0.000	Merged-chr3-143777288-1
NR5971--MA0089.1.MAFG::NFE2L1	chr18	70678683	70678688	+	0.000	0.000	Merged-chr18-70678715-18
NR4968--MA0089.1.MAFG::NFE2L1	chr16	46103339	46103344	-	0.000	0.000	Merged-chr16-46103340-16
NR12797--MA0591.1.Bach1::Mafk	chr9	119254766	119254780	-	0.000	0.000	Merged-chr9-119254891-26
NR2881--MA0089.1.MAFG::NFE2L1	chr12	93230482	93230487	+	0.000	0.000	Merged-chr12-93230592-22
NR12684--MA0659.1.MAFG	chr9	107629890	107629910	-	0.000	0.000	Merged-chr9-107629977-18
NR5008--MA0496.2.MAFK	chr16	52468521	52468539	+	0.000	0.000	Merged-chr16-52468577-24
NR10807--MA0495.2.MAFF	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR10043--MA0117.2.Mafb	chr6	39343991	39344002	-	0.000	0.000	Merged-chr6-39344168-15
NR7490--MA0659.1.MAFG	chr2	173431830	173431850	-	0.000	0.000	Merged-chr2-173431870-16
NR2413--MA0591.1.Bach1::Mafk	chr11	109744081	109744095	-	0.000	0.000	Merged-chr11-109744155-21
NR1394--MA0591.1.Bach1::Mafk	chr10	68540769	68540783	+	0.000	0.000	Merged-chr10-68540864-1
NR2628--MA0591.1.Bach1::Mafk	chr12	25155590	25155604	-	0.000	0.000	Merged-chr12-25155613-40
NR9366--MA0591.1.Bach1::Mafk	chr5	74470992	74471006	+	0.000	0.000	Merged-chr5-74471085-11
NR4456--MA0591.1.Bach1::Mafk	chr15	41612395	41612409	+	0.000	0.000	Merged-chr15-41612397-47
NR12393--MA0591.1.Bach1::Mafk	chr9	69125460	69125474	+	0.000	0.000	Merged-chr9-69125560-59
NR5135--MA0501.1.MAF::NFE2	chr16	84496928	84496942	-	0.000	0.000	Merged-chr16-84496971-26
NR3948--MA0089.1.MAFG::NFE2L1	chr14	27357264	27357269	-	0.000	0.000	Merged-chr14-27357403-10
NR10607--MA0591.1.Bach1::Mafk	chr6	140466511	140466525	+	0.000	0.000	Merged-chr6-140466408-37
NR10011--MA0501.1.MAF::NFE2	chr6	31100826	31100840	-	0.000	0.000	Merged-chr6-31100809-44
NR9924--MA0591.1.Bach1::Mafk	chr6	6577514	6577528	+	0.000	0.000	Merged-chr6-6577639-1
NR8446--MA0117.2.Mafb	chr4	24569382	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR5882--MA0495.2.MAFF	chr18	55107147	55107167	+	0.000	0.000	Merged-chr18-55107186-34
NR10178--MA0117.2.Mafb	chr6	70714417	70714428	-	0.000	0.000	Merged-chr6-70714490-34
NR5010--MA0089.1.MAFG::NFE2L1	chr16	52468668	52468673	-	0.000	0.000	Merged-chr16-52468577-24
NR5884--MA0659.1.MAFG	chr18	55107147	55107167	+	0.000	0.000	Merged-chr18-55107186-34
NR10483--MA0501.1.MAF::NFE2	chr6	125541046	125541060	-	0.000	0.000	Merged-chr6-125540912-17
NR9109--MA0591.1.Bach1::Mafk	chr5	8841046	8841060	-	0.000	0.000	Merged-chr5-8841034-18
NR10233--MA0089.1.MAFG::NFE2L1	chr6	86148813	86148818	+	0.000	0.000	Merged-chr6-86148822-10
NR9733--MA0089.1.MAFG::NFE2L1	chr5	124233201	124233206	-	0.000	0.000	Merged-chr5-124233258-22
NR1990--MA0117.2.Mafb	chr11	44581512	44581523	+	0.000	0.000	Merged-chr11-44581458-41
NR10073--MA0496.2.MAFK	chr6	50381954	50381972	+	0.000	0.000	Merged-chr6-50381887-74
NR9367--MA0501.1.MAF::NFE2	chr5	74470995	74471009	+	0.000	0.000	Merged-chr5-74471085-11
NR9326--MA0591.1.Bach1::Mafk	chr5	67404584	67404598	+	0.000	0.000	Merged-chr5-67404737-28
NR10313--MA0659.1.MAFG	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR2279--MA0117.2.Mafb	chr11	88011753	88011764	-	0.000	0.000	Merged-chr11-88011784-26
NR3354--MA0591.1.Bach1::Mafk	chr13	41346002	41346016	-	0.000	0.000	Merged-chr13-41345949-16
NR4295--MA0089.1.MAFG::NFE2L1	chr14	120572338	120572343	-	0.000	0.000	Merged-chr14-120572441-59
NR12680--MA0089.1.MAFG::NFE2L1	chr9	107629336	107629341	+	0.000	0.000	Merged-chr9-107629461-7
NR5827--MA0089.1.MAFG::NFE2L1	chr18	39835788	39835793	+	0.000	0.000	Merged-chr18-39835954-30
NR9691--MA0496.2.MAFK	chr5	118620496	118620514	-	0.000	0.000	Merged-chr5-118620530-42
NR6623--MA0496.2.MAFK	chr2	35445609	35445627	+	0.000	0.000	Merged-chr2-35445506-29
NR1419--MA0089.1.MAFG::NFE2L1	chr10	75146211	75146216	-	0.000	0.000	Merged-chr10-75146347-53
NR7206--MA0089.1.MAFG::NFE2L1	chr2	139841571	139841576	-	0.000	0.000	Merged-chr2-139841440-80
NR9365--MA0495.2.MAFF	chr5	74470989	74471009	-	0.000	0.000	Merged-chr5-74471085-11
NR4380--MA0089.1.MAFG::NFE2L1	chr15	11952317	11952322	+	0.000	0.000	Merged-chr15-11952376-20
NR2636--MA0495.2.MAFF	chr12	26185250	26185270	+	0.000	0.000	Merged-chr12-26185150-29
NR7785--MA0089.1.MAFG::NFE2L1	chr3	89459082	89459087	+	0.000	0.000	Merged-chr3-89459176-81
NR12995--MA0089.1.MAFG::NFE2L1	chrX	104760581	104760586	+	0.000	0.000	Merged-chrX-104760741-26
NR9279--MA0089.1.MAFG::NFE2L1	chr5	52634112	52634117	-	0.000	0.000	Merged-chr5-52634248-49
NR2333--MA0089.1.MAFG::NFE2L1	chr11	97684305	97684310	-	0.000	0.000	Merged-chr11-97684318-65
NR6221--MA0495.2.MAFF	chr19	24527174	24527194	+	0.000	0.000	Merged-chr19-24527365-48
NR2508--MA0117.2.Mafb	chr11	116259471	116259482	-	0.000	0.000	Merged-chr11-116259590-14
NR2638--MA0659.1.MAFG	chr12	26185250	26185270	+	0.000	0.000	Merged-chr12-26185150-29
NR9742--MA0089.1.MAFG::NFE2L1	chr5	125137580	125137585	+	0.000	0.000	Merged-chr5-125137642-19
NR11877--MA0089.1.MAFG::NFE2L1	chr8	86864554	86864559	+	0.000	0.000	Merged-chr8-86864748-39
NR8322--MA0089.1.MAFG::NFE2L1	chr3	153774753	153774758	-	0.000	0.000	Merged-chr3-153774721-12
NR2654--MA0495.2.MAFF	chr12	31997008	31997028	+	0.000	0.000	Merged-chr12-31997107-37
NR9329--MA0496.2.MAFK	chr5	67404582	67404600	+	0.000	0.000	Merged-chr5-67404737-28
NR821--MA0089.1.MAFG::NFE2L1	chr1	173508722	173508727	+	0.000	0.000	Merged-chr1-173508831-21
NR4014--MA0089.1.MAFG::NFE2L1	chr14	52553598	52553603	+	0.000	0.000	Merged-chr14-52553618-9
NR12249--MA0591.1.Bach1::Mafk	chr9	32901448	32901462	+	0.000	0.000	Merged-chr9-32901528-39
NR7419--MA0089.1.MAFG::NFE2L1	chr2	166553919	166553924	-	0.000	0.000	Merged-chr2-166553887-59
NR11399--MA0089.1.MAFG::NFE2L1	chr7	122402321	122402326	+	0.000	0.000	Merged-chr7-122402258-36
NR1351--MA0117.2.Mafb	chr10	59964786	59964797	+	0.000	0.000	Merged-chr10-59964870-60
NR2157--MA0089.1.MAFG::NFE2L1	chr11	72941009	72941014	-	0.000	0.000	Merged-chr11-72940930-27
