#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR21833--MA1107.1.KLF9	chr14	121962464	121962476	-	0.000	0.000	Merged-chr14-121962567-8
NR63588--MA1107.1.KLF9	chr8	75071865	75071877	+	0.000	0.000	Merged-chr8-75071889-52
NR3545--MA1107.1.KLF9	chr1	174041000	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR53093--MA0742.1.Klf12	chr5	148709061	148709075	-	0.000	0.000	Merged-chr5-148709171-35
NR8436--MA0599.1.KLF5	chr10	120697548	120697557	-	0.000	0.000	Merged-chr10-120697518-32
NR23225--MA1107.1.KLF9	chr15	77071684	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR59623--MA0493.1.Klf1	chr7	79363686	79363696	-	0.000	0.000	Merged-chr7-79363578-43
NR9189--MA1107.1.KLF9	chr11	10516408	10516420	+	0.000	0.000	Merged-chr11-10516316-25
NR28665--MA0039.3.KLF4	chr17	46880158	46880168	+	0.000	0.000	Merged-chr17-46880120-39
NR7118--MA0599.1.KLF5	chr10	83733823	83733832	-	0.000	0.000	Merged-chr10-83733897-13
NR11052--MA0599.1.KLF5	chr11	79698234	79698243	+	0.000	0.000	Merged-chr11-79698290-25
NR37853--MA0741.1.KLF16	chr2	132669332	132669342	+	0.000	0.000	Merged-chr2-132669439-31
NR47637--MA0493.1.Klf1	chr4	144901710	144901720	+	0.000	0.000	Merged-chr4-144901724-37
NR57228--MA1107.1.KLF9	chr6	145992967	145992979	+	0.000	0.000	Merged-chr6-145993129-56
NR15932--MA0740.1.KLF14	chr12	116077705	116077718	-	0.000	0.000	Merged-chr12-116077743-55
NR67039--MA1107.1.KLF9	chr9	69073442	69073454	-	0.000	0.000	Merged-chr9-69073494-25
NR54658--MA0599.1.KLF5	chr6	82773604	82773613	+	0.000	0.000	Merged-chr6-82773565-31
NR5165--MA0039.3.KLF4	chr10	18193271	18193281	-	0.000	0.000	Merged-chr10-18193414-42
NR45298--MA0741.1.KLF16	chr4	71291615	71291625	+	0.000	0.000	Merged-chr4-71291736-94
NR50518--MA0599.1.KLF5	chr5	103579947	103579956	-	0.000	0.000	Merged-chr5-103579979-7
NR24209--MA0599.1.KLF5	chr15	97908340	97908349	+	0.000	0.000	Merged-chr15-97908198-86
NR13326--MA0599.1.KLF5	chr12	3823591	3823600	+	0.000	0.000	Merged-chr12-3823687-29
NR12811--MA0741.1.KLF16	chr11	115747599	115747609	-	0.000	0.000	Merged-chr11-115747608-16
NR26278--MA0740.1.KLF14	chr16	87746841	87746854	-	0.000	0.000	Merged-chr16-87746947-32
NR7042--MA0599.1.KLF5	chr10	82812047	82812056	+	0.000	0.000	Merged-chr10-82812084-42
NR1764--MA0741.1.KLF16	chr1	106515650	106515660	+	0.000	0.000	Merged-chr1-106515798-55
NR39393--MA0599.1.KLF5	chr2	168531591	168531600	+	0.000	0.000	Merged-chr2-168531705-18
NR51458--MA0742.1.Klf12	chr5	122431547	122431561	-	0.000	0.000	Merged-chr5-122431363-23
NR70437--MA0741.1.KLF16	chrX	159199697	159199707	+	0.000	0.000	Merged-chrX-159199808-53
NR9562--MA0599.1.KLF5	chr11	43767066	43767075	-	0.000	0.000	Merged-chr11-43767173-52
NR48784--MA0741.1.KLF16	chr5	24041599	24041609	-	0.000	0.000	Merged-chr5-24041571-31
NR59102--MA0741.1.KLF16	chr7	48137395	48137405	-	0.000	0.000	Merged-chr7-48137318-1
NR49709--MA1107.1.KLF9	chr5	72844502	72844514	+	0.000	0.000	Merged-chr5-72844506-23
NR5085--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR63859--MA0741.1.KLF16	chr8	84811135	84811145	-	0.000	0.000	Merged-chr8-84811046-12
NR64688--MA0493.1.Klf1	chr8	115113103	115113113	+	0.000	0.000	Merged-chr8-115113135-10
NR38797--MA0740.1.KLF14	chr2	158179199	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR56290--MA0039.3.KLF4	chr6	129240075	129240085	-	0.000	0.000	Merged-chr6-129239949-37
NR58148--MA0740.1.KLF14	chr7	24481950	24481963	+	0.000	0.000	Merged-chr7-24481860-36
NR2904--MA0493.1.Klf1	chr1	156217567	156217577	-	0.000	0.000	Merged-chr1-156217514-18
NR488--MA0740.1.KLF14	chr1	39196988	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR39392--MA1107.1.KLF9	chr2	168531561	168531573	-	0.000	0.000	Merged-chr2-168531705-18
NR8216--MA1107.1.KLF9	chr10	117784746	117784758	+	0.000	0.000	Merged-chr10-117784888-21
NR6718--MA0599.1.KLF5	chr10	80330080	80330089	-	0.000	0.000	Merged-chr10-80329943-52
NR45161--MA0039.3.KLF4	chr4	59895141	59895151	+	0.000	0.000	Merged-chr4-59895245-17
NR160--MA0039.3.KLF4	chr1	20912781	20912791	-	0.000	0.000	Merged-chr1-20912686-65
NR31650--MA0741.1.KLF16	chr18	73643138	73643148	+	0.000	0.000	Merged-chr18-73643262-33
NR45297--MA0599.1.KLF5	chr4	71291615	71291624	+	0.000	0.000	Merged-chr4-71291736-94
NR52841--MA0741.1.KLF16	chr5	144358361	144358371	-	0.000	0.000	Merged-chr5-144358177-56
NR24366--MA0742.1.Klf12	chr15	99652665	99652679	-	0.000	0.000	Merged-chr15-99652729-6
NR34723--MA0599.1.KLF5	chr2	18609898	18609907	+	0.000	0.000	Merged-chr2-18609869-8
NR35785--MA0741.1.KLF16	chr2	57102548	57102558	-	0.000	0.000	Merged-chr2-57102684-19
NR63267--MA0493.1.Klf1	chr8	69822552	69822562	-	0.000	0.000	Merged-chr8-69822616-46
NR15576--MA0741.1.KLF16	chr12	109446608	109446618	+	0.000	0.000	Merged-chr12-109446341-43
NR6130--MA0740.1.KLF14	chr10	68445694	68445707	-	0.000	0.000	Merged-chr10-68445900-93
NR52828--MA0599.1.KLF5	chr5	144358186	144358195	-	0.000	0.000	Merged-chr5-144358177-56
NR5645--MA1107.1.KLF9	chr10	42699280	42699292	+	0.000	0.000	Merged-chr10-42699170-35
NR55779--MA0657.1.KLF13	chr6	119451003	119451020	+	0.000	0.000	Merged-chr6-119451010-23
NR44847--MA0493.1.Klf1	chr4	46635544	46635554	-	0.000	0.000	Merged-chr4-46635507-41
NR21390--MA0741.1.KLF16	chr14	104038933	104038943	+	0.000	0.000	Merged-chr14-104039105-39
NR21322--MA0742.1.Klf12	chr14	101879180	101879194	+	0.000	0.000	Merged-chr14-101879110-69
NR53262--MA0740.1.KLF14	chr5	150840382	150840395	+	0.000	0.000	Merged-chr5-150840546-64
NR56619--MA0599.1.KLF5	chr6	137491893	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR60476--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR23659--MA0741.1.KLF16	chr15	84168813	84168823	-	0.000	0.000	Merged-chr15-84168860-11
NR3143--MA1107.1.KLF9	chr1	164366693	164366705	-	0.000	0.000	Merged-chr1-164366862-30
NR52831--MA0657.1.KLF13	chr5	144358272	144358289	-	0.000	0.000	Merged-chr5-144358177-56
NR19891--MA0742.1.Klf12	chr14	41050720	41050734	-	0.000	0.000	Merged-chr14-41050635-35
NR19771--MA0493.1.Klf1	chr14	32388451	32388461	-	0.000	0.000	Merged-chr14-32388438-6
NR16900--MA0742.1.Klf12	chr13	49147864	49147878	-	0.000	0.000	Merged-chr13-49147793-21
NR42130--MA0493.1.Klf1	chr3	108284064	108284074	-	0.000	0.000	Merged-chr3-108284126-29
NR24253--MA1107.1.KLF9	chr15	98631640	98631652	-	0.000	0.000	Merged-chr15-98631640-23
NR8319--MA0039.3.KLF4	chr10	118766023	118766033	-	0.000	0.000	Merged-chr10-118766153-45
NR54484--MA0599.1.KLF5	chr6	71831706	71831715	-	0.000	0.000	Merged-chr6-71831897-1
NR20417--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR55886--MA0742.1.Klf12	chr6	121017540	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR31779--MA0039.3.KLF4	chr18	75716461	75716471	+	0.000	0.000	Merged-chr18-75716251-26
NR34499--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR53936--MA0599.1.KLF5	chr6	47621484	47621493	+	0.000	0.000	Merged-chr6-47621326-39
NR67098--MA1107.1.KLF9	chr9	70484978	70484990	+	0.000	0.000	Merged-chr9-70485119-27
NR4006--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR43467--MA0599.1.KLF5	chr3	146039645	146039654	-	0.000	0.000	Merged-chr3-146039588-29
NR33990--MA0039.3.KLF4	chr19	53760459	53760469	-	0.000	0.000	Merged-chr19-53760542-10
NR57666--MA0741.1.KLF16	chr7	4948749	4948759	-	0.000	0.000	Merged-chr7-4948568-26
NR65117--MA0741.1.KLF16	chr8	122712170	122712180	-	0.000	0.000	Merged-chr8-122712057-14
NR12816--MA0741.1.KLF16	chr11	115747604	115747614	-	0.000	0.000	Merged-chr11-115747608-16
NR17698--MA0039.3.KLF4	chr13	81705649	81705659	-	0.000	0.000	Merged-chr13-81705633-6
NR13142--MA1107.1.KLF9	chr11	119671196	119671208	-	0.000	0.000	Merged-chr11-119671227-50
NR62707--MA0740.1.KLF14	chr8	34108538	34108551	-	0.000	0.000	Merged-chr8-34108671-3
NR55064--MA0740.1.KLF14	chr6	97300929	97300942	-	0.000	0.000	Merged-chr6-97300820-20
NR12970--MA0740.1.KLF14	chr11	117686232	117686245	+	0.000	0.000	Merged-chr11-117686143-68
NR62978--MA0039.3.KLF4	chr8	48425272	48425282	-	0.000	0.000	Merged-chr8-48425330-34
NR58149--MA0657.1.KLF13	chr7	24481949	24481966	+	0.000	0.000	Merged-chr7-24481860-36
NR3622--MA0740.1.KLF14	chr1	175671993	175672006	+	0.000	0.000	Merged-chr1-175671979-22
NR46311--MA0657.1.KLF13	chr4	118260691	118260708	+	0.000	0.000	Merged-chr4-118260858-21
NR20453--MA0039.3.KLF4	chr14	61056908	61056918	-	0.000	0.000	Merged-chr14-61056983-100
NR11228--MA0741.1.KLF16	chr11	85407806	85407816	+	0.000	0.000	Merged-chr11-85407928-27
NR5586--MA0741.1.KLF16	chr10	41620111	41620121	-	0.000	0.000	Merged-chr10-41620205-22
NR67425--MA1107.1.KLF9	chr9	80318211	80318223	+	0.000	0.000	Merged-chr9-80318250-48
NR19515--MA0740.1.KLF14	chr14	20023916	20023929	-	0.000	0.000	Merged-chr14-20024041-29
NR42483--MA0039.3.KLF4	chr3	122721568	122721578	-	0.000	0.000	Merged-chr3-122721694-22
NR11448--MA0740.1.KLF14	chr11	90257459	90257472	+	0.000	0.000	Merged-chr11-90257307-51
NR30718--MA0599.1.KLF5	chr18	37813945	37813954	+	0.000	0.000	Merged-chr18-37813954-31
NR55613--MA0742.1.Klf12	chr6	115021461	115021475	+	0.000	0.000	Merged-chr6-115021349-12
NR19665--MA0742.1.Klf12	chr14	27114834	27114848	+	0.000	0.000	Merged-chr14-27114945-21
NR63935--MA0742.1.Klf12	chr8	86485065	86485079	+	0.000	0.000	Merged-chr8-86484982-16
NR23224--MA0741.1.KLF16	chr15	77071685	77071695	-	0.000	0.000	Merged-chr15-77071598-27
NR7580--MA0741.1.KLF16	chr10	96586768	96586778	+	0.000	0.000	Merged-chr10-96586950-48
NR46029--MA0493.1.Klf1	chr4	108371566	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR42432--MA0740.1.KLF14	chr3	121953218	121953231	-	0.000	0.000	Merged-chr3-121953322-32
NR34521--MA1107.1.KLF9	chr2	8871596	8871608	-	0.000	0.000	Merged-chr2-8871484-19
NR37656--MA0039.3.KLF4	chr2	128470706	128470716	-	0.000	0.000	Merged-chr2-128470524-44
NR22769--MA0599.1.KLF5	chr15	59805087	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR12667--MA0741.1.KLF16	chr11	113537056	113537066	+	0.000	0.000	Merged-chr11-113536889-33
NR26670--MA0039.3.KLF4	chr16	95150796	95150806	+	0.000	0.000	Merged-chr16-95150686-45
NR60724--MA0599.1.KLF5	chr7	113572968	113572977	-	0.000	0.000	Merged-chr7-113573033-33
NR34435--MA0742.1.Klf12	chr2	5003272	5003286	+	0.000	0.000	Merged-chr2-5003396-19
NR68749--MA0657.1.KLF13	chr9	114613216	114613233	-	0.000	0.000	Merged-chr9-114613191-38
NR67328--MA0599.1.KLF5	chr9	77939192	77939201	+	0.000	0.000	Merged-chr9-77938986-43
NR65250--MA0740.1.KLF14	chr8	124434604	124434617	+	0.000	0.000	Merged-chr8-124434522-47
NR19669--MA0741.1.KLF16	chr14	27114835	27114845	+	0.000	0.000	Merged-chr14-27114945-21
NR63939--MA0741.1.KLF16	chr8	86485166	86485176	-	0.000	0.000	Merged-chr8-86484982-16
NR44132--MA0599.1.KLF5	chr4	8913759	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR19889--MA0740.1.KLF14	chr14	41050721	41050734	-	0.000	0.000	Merged-chr14-41050635-35
NR65165--MA1107.1.KLF9	chr8	123163063	123163075	+	0.000	0.000	Merged-chr8-123163099-40
NR26466--MA0599.1.KLF5	chr16	91547049	91547058	-	0.000	0.000	Merged-chr16-91546772-86
NR47034--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR60061--MA0493.1.Klf1	chr7	97625722	97625732	-	0.000	0.000	Merged-chr7-97625910-13
NR16561--MA0599.1.KLF5	chr13	32692570	32692579	+	0.000	0.000	Merged-chr13-32692698-24
NR26442--MA0039.3.KLF4	chr16	91447044	91447054	-	0.000	0.000	Merged-chr16-91447068-40
NR27957--MA0741.1.KLF16	chr17	30363631	30363641	+	0.000	0.000	Merged-chr17-30363504-27
NR8780--MA0741.1.KLF16	chr10	127621763	127621773	+	0.000	0.000	Merged-chr10-127621595-57
NR49455--MA1107.1.KLF9	chr5	53605580	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR34439--MA0741.1.KLF16	chr2	5003273	5003283	+	0.000	0.000	Merged-chr2-5003396-19
NR59933--MA1107.1.KLF9	chr7	92165109	92165121	-	0.000	0.000	Merged-chr7-92165181-43
NR59620--MA0740.1.KLF14	chr7	79363683	79363696	-	0.000	0.000	Merged-chr7-79363578-43
NR70428--MA0599.1.KLF5	chrX	157483107	157483116	-	0.000	0.000	Merged-chrX-157483060-25
NR65955--MA0742.1.Klf12	chr9	32488005	32488019	-	0.000	0.000	Merged-chr9-32487772-66
NR662--MA0741.1.KLF16	chr1	51532536	51532546	-	0.000	0.000	Merged-chr1-51532484-11
NR12971--MA0657.1.KLF13	chr11	117686231	117686248	+	0.000	0.000	Merged-chr11-117686143-68
NR31167--MA1107.1.KLF9	chr18	60625569	60625581	-	0.000	0.000	Merged-chr18-60625535-13
NR59699--MA0741.1.KLF16	chr7	80782368	80782378	-	0.000	0.000	Merged-chr7-80782374-50
NR47173--MA0493.1.Klf1	chr4	136031620	136031630	+	0.000	0.000	Merged-chr4-136031447-41
NR47379--MA0493.1.Klf1	chr4	139319887	139319897	+	0.000	0.000	Merged-chr4-139319909-27
NR19516--MA0657.1.KLF13	chr14	20023913	20023930	-	0.000	0.000	Merged-chr14-20024041-29
NR35513--MA1107.1.KLF9	chr2	38472631	38472643	+	0.000	0.000	Merged-chr2-38472573-96
NR18937--MA0741.1.KLF16	chr13	111634787	111634797	+	0.000	0.000	Merged-chr13-111634662-22
NR28891--MA1107.1.KLF9	chr17	52602273	52602285	+	0.000	0.000	Merged-chr17-52602412-35
NR14435--MA0741.1.KLF16	chr12	73876650	73876660	+	0.000	0.000	Merged-chr12-73876720-26
NR45539--MA1107.1.KLF9	chr4	89359531	89359543	-	0.000	0.000	Merged-chr4-89359690-21
NR64752--MA0493.1.Klf1	chr8	116645535	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR39994--MA0493.1.Klf1	chr3	7613194	7613204	-	0.000	0.000	Merged-chr3-7613271-98
NR59127--MA0039.3.KLF4	chr7	49494867	49494877	-	0.000	0.000	Merged-chr7-49494921-17
NR27452--MA1107.1.KLF9	chr17	24084754	24084766	+	0.000	0.000	Merged-chr17-24084802-20
NR33261--MA0741.1.KLF16	chr19	29422452	29422462	-	0.000	0.000	Merged-chr19-29422492-26
NR14037--MA0599.1.KLF5	chr12	52383142	52383151	-	0.000	0.000	Merged-chr12-52383146-23
NR63581--MA1107.1.KLF9	chr8	75071851	75071863	+	0.000	0.000	Merged-chr8-75071889-52
NR54452--MA0741.1.KLF16	chr6	70831524	70831534	+	0.000	0.000	Merged-chr6-70831450-1
NR66427--MA0742.1.Klf12	chr9	51764952	51764966	-	0.000	0.000	Merged-chr9-51764760-1
NR57110--MA0599.1.KLF5	chr6	144664996	144665005	+	0.000	0.000	Merged-chr6-144664964-20
NR24882--MA0599.1.KLF5	chr16	10732576	10732585	+	0.000	0.000	Merged-chr16-10732689-38
NR29488--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR11304--MA0742.1.Klf12	chr11	87817280	87817294	+	0.000	0.000	Merged-chr11-87817234-11
NR34988--MA0493.1.Klf1	chr2	27432661	27432671	+	0.000	0.000	Merged-chr2-27432813-10
NR67097--MA0741.1.KLF16	chr9	70484979	70484989	+	0.000	0.000	Merged-chr9-70485119-27
NR4942--MA0741.1.KLF16	chr10	7212243	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR60410--MA1107.1.KLF9	chr7	105633050	105633062	+	0.000	0.000	Merged-chr7-105632857-1
NR66096--MA0740.1.KLF14	chr9	40997190	40997203	-	0.000	0.000	Merged-chr9-40997043-1,Merged-chr9-40997373-39
NR39993--MA0039.3.KLF4	chr3	7613192	7613202	-	0.000	0.000	Merged-chr3-7613271-98
NR51987--MA0742.1.Klf12	chr5	134494485	134494499	-	0.000	0.000	Merged-chr5-134494514-28
NR43163--MA0493.1.Klf1	chr3	137833414	137833424	+	0.000	0.000	Merged-chr3-137833460-41
NR55338--MA0741.1.KLF16	chr6	108448394	108448404	+	0.000	0.000	Merged-chr6-108448378-58
NR58444--MA0741.1.KLF16	chr7	28451956	28451966	+	0.000	0.000	Merged-chr7-28452002-19
NR35844--MA0741.1.KLF16	chr2	59244907	59244917	-	0.000	0.000	Merged-chr2-59244755-83
NR3625--MA0741.1.KLF16	chr1	175671994	175672004	+	0.000	0.000	Merged-chr1-175671979-22
NR59687--MA0742.1.Klf12	chr7	80583397	80583411	-	0.000	0.000	Merged-chr7-80583398-64
NR31046--MA0039.3.KLF4	chr18	55161684	55161694	-	0.000	0.000	Merged-chr18-55161771-19
NR24365--MA0740.1.KLF14	chr15	99652666	99652679	-	0.000	0.000	Merged-chr15-99652729-6
NR60741--MA0039.3.KLF4	chr7	114356564	114356574	-	0.000	0.000	Merged-chr7-114356592-29
NR14041--MA0493.1.Klf1	chr12	52383137	52383147	-	0.000	0.000	Merged-chr12-52383146-23
NR43050--MA0039.3.KLF4	chr3	136106653	136106663	-	0.000	0.000	Merged-chr3-136106732-41
NR53748--MA1107.1.KLF9	chr6	34364842	34364854	-	0.000	0.000	Merged-chr6-34364838-25
NR56621--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR3624--MA0493.1.Klf1	chr1	175671993	175672003	+	0.000	0.000	Merged-chr1-175671979-22
NR9034--MA0039.3.KLF4	chr11	4289407	4289417	+	0.000	0.000	Merged-chr11-4289401-53
NR29077--MA1107.1.KLF9	chr17	57335020	57335032	-	0.000	0.000	Merged-chr17-57334984-16
NR59402--MA0599.1.KLF5	chr7	67353864	67353873	+	0.000	0.000	Merged-chr7-67353683-35
NR21389--MA0599.1.KLF5	chr14	104038933	104038942	+	0.000	0.000	Merged-chr14-104039105-39
NR30245--MA0740.1.KLF14	chr18	3933944	3933957	-	0.000	0.000	Merged-chr18-3933786-31
NR61733--MA1107.1.KLF9	chr7	137476579	137476591	-	0.000	0.000	Merged-chr7-137476773-22
NR49703--MA0599.1.KLF5	chr5	72844496	72844505	+	0.000	0.000	Merged-chr5-72844506-23
NR45793--MA0741.1.KLF16	chr4	101419688	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR48926--MA0493.1.Klf1	chr5	28269733	28269743	-	0.000	0.000	Merged-chr5-28269924-54
NR47634--MA1107.1.KLF9	chr4	144892675	144892687	+	0.000	0.000	Merged-chr4-144892585-78
NR59853--MA1107.1.KLF9	chr7	89232744	89232756	+	0.000	0.000	Merged-chr7-89232776-19
NR7884--MA0039.3.KLF4	chr10	107872815	107872825	+	0.000	0.000	Merged-chr10-107872809-21
NR63577--MA1107.1.KLF9	chr8	75071843	75071855	+	0.000	0.000	Merged-chr8-75071889-52
NR1493--MA1107.1.KLF9	chr1	88008548	88008560	+	0.000	0.000	Merged-chr1-88008403-52
NR55065--MA0599.1.KLF5	chr6	97300924	97300933	-	0.000	0.000	Merged-chr6-97300820-20
NR24887--MA0599.1.KLF5	chr16	10814916	10814925	+	0.000	0.000	Merged-chr16-10815093-30
NR65144--MA0741.1.KLF16	chr8	122906590	122906600	-	0.000	0.000	Merged-chr8-122906716-41
NR27104--MA0493.1.Klf1	chr17	10229875	10229885	+	0.000	0.000	Merged-chr17-10229858-11
NR63259--MA0741.1.KLF16	chr8	69822494	69822504	-	0.000	0.000	Merged-chr8-69822616-46
NR35714--MA0741.1.KLF16	chr2	52955331	52955341	-	0.000	0.000	Merged-chr2-52955279-28
NR40337--MA0493.1.Klf1	chr3	35721119	35721129	-	0.000	0.000	Merged-chr3-35721125-55
NR21005--MA0741.1.KLF16	chr14	78612517	78612527	-	0.000	0.000	Merged-chr14-78612334-35
NR19038--MA1107.1.KLF9	chr13	113023845	113023857	-	0.000	0.000	Merged-chr13-113023939-34
NR4732--MA0493.1.Klf1	chr1	193421576	193421586	-	0.000	0.000	Merged-chr1-193421738-60
NR44333--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR44999--MA0741.1.KLF16	chr4	55514858	55514868	+	0.000	0.000	Merged-chr4-55514942-41
NR65253--MA0741.1.KLF16	chr8	124434605	124434615	+	0.000	0.000	Merged-chr8-124434522-47
NR55885--MA0740.1.KLF14	chr6	121017541	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR492--MA0741.1.KLF16	chr1	39196990	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR32107--MA0742.1.Klf12	chr18	82607597	82607611	+	0.000	0.000	Merged-chr18-82607647-23
NR10401--MA0741.1.KLF16	chr11	69232978	69232988	+	0.000	0.000	Merged-chr11-69233174-16
NR34438--MA0493.1.Klf1	chr2	5003272	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR3692--MA0599.1.KLF5	chr1	177008855	177008864	+	0.000	0.000	Merged-chr1-177008942-27
NR59625--MA1107.1.KLF9	chr7	79363684	79363696	-	0.000	0.000	Merged-chr7-79363578-43
NR57106--MA0741.1.KLF16	chr6	144664967	144664977	+	0.000	0.000	Merged-chr6-144664964-20
NR21734--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR14927--MA0657.1.KLF13	chr12	91008917	91008934	-	0.000	0.000	Merged-chr12-91009085-35
NR28677--MA1107.1.KLF9	chr17	47171155	47171167	-	0.000	0.000	Merged-chr17-47171280-54
NR10491--MA0741.1.KLF16	chr11	70005845	70005855	+	0.000	0.000	Merged-chr11-70005839-25
NR67032--MA0039.3.KLF4	chr9	69068527	69068537	-	0.000	0.000	Merged-chr9-69068633-33
NR9191--MA0741.1.KLF16	chr11	11519490	11519500	+	0.000	0.000	Merged-chr11-11519616-36
NR39485--MA0599.1.KLF5	chr2	170206042	170206051	-	0.000	0.000	Merged-chr2-170206161-1
NR47639--MA1107.1.KLF9	chr4	144901710	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR21832--MA0493.1.Klf1	chr14	121962466	121962476	-	0.000	0.000	Merged-chr14-121962567-8
NR11913--MA1107.1.KLF9	chr11	98943515	98943527	-	0.000	0.000	Merged-chr11-98943480-23
NR32420--MA0599.1.KLF5	chr18	89326186	89326195	+	0.000	0.000	Merged-chr18-89326061-22
NR57235--MA1107.1.KLF9	chr6	146081156	146081168	-	0.000	0.000	Merged-chr6-146081045-99
NR9626--MA1107.1.KLF9	chr11	46462213	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR31778--MA0599.1.KLF5	chr18	75716460	75716469	+	0.000	0.000	Merged-chr18-75716251-26
NR8779--MA0740.1.KLF14	chr10	127621762	127621775	+	0.000	0.000	Merged-chr10-127621595-57
NR3544--MA0493.1.Klf1	chr1	174041002	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR19664--MA0740.1.KLF14	chr14	27114834	27114847	+	0.000	0.000	Merged-chr14-27114945-21
NR68752--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR10080--MA1107.1.KLF9	chr11	59293929	59293941	-	0.000	0.000	Merged-chr11-59293910-11
NR65739--MA0039.3.KLF4	chr9	21419887	21419897	-	0.000	0.000	Merged-chr9-21419783-26
NR31443--MA0741.1.KLF16	chr18	67212691	67212701	+	0.000	0.000	Merged-chr18-67212775-57
NR31238--MA0741.1.KLF16	chr18	61911834	61911844	-	0.000	0.000	Merged-chr18-61911637-53
NR55615--MA1107.1.KLF9	chr6	115021461	115021473	+	0.000	0.000	Merged-chr6-115021349-12
NR37851--MA0493.1.Klf1	chr2	132669325	132669335	+	0.000	0.000	Merged-chr2-132669439-31
NR50192--MA0039.3.KLF4	chr5	91814537	91814547	+	0.000	0.000	Merged-chr5-91814561-31
NR16814--MA0741.1.KLF16	chr13	43453449	43453459	-	0.000	0.000	Merged-chr13-43453382-48
NR5635--MA0657.1.KLF13	chr10	42699279	42699296	+	0.000	0.000	Merged-chr10-42699170-35
NR30246--MA0657.1.KLF13	chr18	3933941	3933958	-	0.000	0.000	Merged-chr18-3933786-31
NR12658--MA0039.3.KLF4	chr11	113508469	113508479	+	0.000	0.000	Merged-chr11-113508478-30
NR154--MA1107.1.KLF9	chr1	20825296	20825308	+	0.000	0.000	Merged-chr1-20825313-33
NR8214--MA1107.1.KLF9	chr10	117784742	117784754	+	0.000	0.000	Merged-chr10-117784888-21
NR35117--MA0599.1.KLF5	chr2	29890388	29890397	+	0.000	0.000	Merged-chr2-29890513-1
NR4642--MA0039.3.KLF4	chr1	192693017	192693027	+	0.000	0.000	Merged-chr1-192693207-29
NR50696--MA0741.1.KLF16	chr5	107759181	107759191	+	0.000	0.000	Merged-chr5-107759301-16
NR45751--MA0741.1.KLF16	chr4	101217265	101217275	-	0.000	0.000	Merged-chr4-101217167-64
NR63262--MA0740.1.KLF14	chr8	69822549	69822562	-	0.000	0.000	Merged-chr8-69822616-46
NR31447--MA0599.1.KLF5	chr18	67255714	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR14432--MA0599.1.KLF5	chr12	73876644	73876653	+	0.000	0.000	Merged-chr12-73876720-26
NR50619--MA0741.1.KLF16	chr5	105715633	105715643	-	0.000	0.000	Merged-chr5-105715715-26
