#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR1557--MA0591.1.Bach1::Mafk	chr10	94913467	94913481	-	0.000	0.000	Merged-chr10-94913400-13
NR9958--MA0591.1.Bach1::Mafk	chr6	15783207	15783221	-	0.000	0.000	Merged-chr6-15783250-24
NR6746--MA0591.1.Bach1::Mafk	chr2	83625426	83625440	-	0.000	0.000	Merged-chr2-83625624-59
NR10018--MA0501.1.MAF::NFE2	chr6	34869614	34869628	+	0.000	0.000	Merged-chr6-34869594-48
NR7500--MA0089.1.MAFG::NFE2L1	chr2	170055510	170055515	+	0.000	0.000	Merged-chr2-170055593-21
NR10060--MA0089.1.MAFG::NFE2L1	chr6	49641517	49641522	-	0.000	0.000	Merged-chr6-49641577-10
NR11125--MA0496.2.MAFK	chr7	79301004	79301022	-	0.000	0.000	Merged-chr7-79300921-71
NR8853--MA0591.1.Bach1::Mafk	chr4	120044801	120044815	-	0.000	0.000	Merged-chr4-120044912-16
NR5056--MA0496.2.MAFK	chr16	92400176	92400194	-	0.000	0.000	Merged-chr16-92400195-21
NR10615--MA0117.2.Mafb	chr6	134425312	134425323	-	0.000	0.000	Merged-chr6-134425334-10
NR4814--MA0089.1.MAFG::NFE2L1	chr16	45093313	45093318	-	0.000	0.000	Merged-chr16-45093384-16
NR12811--MA0495.2.MAFF	chr9	121925174	121925194	+	0.000	0.000	Merged-chr9-121925182-15
NR8785--MA0501.1.MAF::NFE2	chr4	109471196	109471210	-	0.000	0.000	Merged-chr4-109471151-19
NR11931--MA0496.2.MAFK	chr8	104239685	104239703	+	0.000	0.000	Merged-chr8-104239709-64
NR3886--MA0089.1.MAFG::NFE2L1	chr14	66805902	66805907	+	0.000	0.000	Merged-chr14-66805736-29
NR11114--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR2215--MA0591.1.Bach1::Mafk	chr11	99562706	99562720	-	0.000	0.000	Merged-chr11-99562680-10
NR1637--MA0089.1.MAFG::NFE2L1	chr10	107946646	107946651	+	0.000	0.000	Merged-chr10-107946593-22
NR2537--MA0591.1.Bach1::Mafk	chr12	33380194	33380208	+	0.000	0.000	Merged-chr12-33380156-47
NR10216--MA0501.1.MAF::NFE2	chr6	83478971	83478985	-	0.000	0.000	Merged-chr6-83478852-15
NR11895--MA0089.1.MAFG::NFE2L1	chr8	92364730	92364735	+	0.000	0.000	Merged-chr8-92364509-25
NR5641--MA0089.1.MAFG::NFE2L1	chr18	21300401	21300406	+	0.000	0.000	Merged-chr18-21300237-62
NR8579--MA0117.2.Mafb	chr4	63486681	63486692	+	0.000	0.000	Merged-chr4-63486767-20
NR12813--MA0117.2.Mafb	chr9	121925183	121925194	-	0.000	0.000	Merged-chr9-121925182-15
NR8641--MA0591.1.Bach1::Mafk	chr4	88912419	88912433	+	0.000	0.000	Merged-chr4-88912378-27
NR8335--MA0496.2.MAFK	chr3	155235651	155235669	+	0.000	0.000	Merged-chr3-155235663-12
NR10132--MA0591.1.Bach1::Mafk	chr6	65569979	65569993	-	0.000	0.000	Merged-chr6-65569933-17
NR12603--MA0659.1.MAFG	chr9	94614160	94614180	-	0.000	0.000	Merged-chr9-94614117-31
NR10417--MA0495.2.MAFF	chr6	114905019	114905039	+	0.000	0.000	Merged-chr6-114905018-60
NR2172--MA0496.2.MAFK	chr11	90576718	90576736	-	0.000	0.000	Merged-chr11-90576690-20
NR3707--MA0089.1.MAFG::NFE2L1	chr14	25473289	25473294	-	0.000	0.000	Merged-chr14-25473279-61
NR2794--MA0501.1.MAF::NFE2	chr12	102588578	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR7631--MA0495.2.MAFF	chr3	19707142	19707162	+	0.000	0.000	Merged-chr3-19706982-40
NR1359--MA0089.1.MAFG::NFE2L1	chr10	60162527	60162532	+	0.000	0.000	Merged-chr10-60162645-38
NR10553--MA0117.2.Mafb	chr6	127767690	127767701	+	0.000	0.000	Merged-chr6-127767567-1
NR3686--MA0501.1.MAF::NFE2	chr14	17409642	17409656	-	0.000	0.000	Merged-chr14-17409796-22
NR12861--MA0495.2.MAFF	chrX	42336960	42336980	+	0.000	0.000	Merged-chrX-42336875-23
NR4272--MA0495.2.MAFF	chr15	59650975	59650995	+	0.000	0.000	Merged-chr15-59650805-18
NR4914--MA0117.2.Mafb	chr16	64824162	64824173	-	0.000	0.000	Merged-chr16-64824096-19
NR10397--MA0089.1.MAFG::NFE2L1	chr6	108895613	108895618	+	0.000	0.000	Merged-chr6-108895381-27
NR10409--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR10005--MA0089.1.MAFG::NFE2L1	chr6	33004649	33004654	+	0.000	0.000	Merged-chr6-33004502-19
NR12167--MA0496.2.MAFK	chr8	128333588	128333606	+	0.000	0.000	Merged-chr8-128333532-18
NR3726--MA0117.2.Mafb	chr14	31556160	31556171	-	0.000	0.000	Merged-chr14-31556211-33
NR2536--MA0495.2.MAFF	chr12	33380191	33380211	-	0.000	0.000	Merged-chr12-33380156-47
NR2793--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR183--MA0089.1.MAFG::NFE2L1	chr1	58742727	58742732	+	0.000	0.000	Merged-chr1-58742743-31
NR7153--MA0591.1.Bach1::Mafk	chr2	132102955	132102969	+	0.000	0.000	Merged-chr2-132102969-23
NR12519--MA0591.1.Bach1::Mafk	chr9	82967396	82967410	-	0.000	0.000	Merged-chr9-82967336-26
NR774--MA0089.1.MAFG::NFE2L1	chr1	160251549	160251554	+	0.000	0.000	Merged-chr1-160251414-1
NR4243--MA0089.1.MAFG::NFE2L1	chr15	50942749	50942754	+	0.000	0.000	Merged-chr15-50942797-12
NR3934--MA0501.1.MAF::NFE2	chr14	71104155	71104169	-	0.000	0.000	Merged-chr14-71104246-27
NR10609--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR10015--MA0495.2.MAFF	chr6	34869608	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR8854--MA0501.1.MAF::NFE2	chr4	120044798	120044812	-	0.000	0.000	Merged-chr4-120044912-16
NR7538--MA0495.2.MAFF	chr2	174566021	174566041	+	0.000	0.000	Merged-chr2-174566072-46
NR6752--MA0501.1.MAF::NFE2	chr2	83700882	83700896	+	0.000	0.000	Merged-chr2-83700891-43
NR7884--MA0591.1.Bach1::Mafk	chr3	96105411	96105425	+	0.000	0.000	Merged-chr3-96105422-6
NR3178--MA0496.2.MAFK	chr13	45624149	45624167	-	0.000	0.000	Merged-chr13-45624002-39
NR6641--MA0501.1.MAF::NFE2	chr2	61454521	61454535	+	0.000	0.000	Merged-chr2-61454563-42
NR12530--MA0496.2.MAFK	chr9	83564271	83564289	-	0.000	0.000	Merged-chr9-83564254-44
NR8303--MA0659.1.MAFG	chr3	153260800	153260820	+	0.000	0.000	Merged-chr3-153260790-34
NR10405--MA0089.1.MAFG::NFE2L1	chr6	112374319	112374324	-	0.000	0.000	Merged-chr6-112374423-30
NR2480--MA0117.2.Mafb	chr12	16185679	16185690	-	0.000	0.000	Merged-chr12-16185844-40
NR12437--MA0591.1.Bach1::Mafk	chr9	66991102	66991116	-	0.000	0.000	Merged-chr9-66991184-10
NR1138--MA0495.2.MAFF	chr10	7041181	7041201	-	0.000	0.000	Merged-chr10-7041240-23
NR5522--MA0591.1.Bach1::Mafk	chr17	85023740	85023754	+	0.000	0.000	Merged-chr17-85023702-53
NR2592--MA0117.2.Mafb	chr12	55060478	55060489	-	0.000	0.000	Merged-chr12-55060486-57
NR7215--MA0501.1.MAF::NFE2	chr2	143903663	143903677	-	0.000	0.000	Merged-chr2-143903810-20
NR1804--MA0591.1.Bach1::Mafk	chr10	130340405	130340419	-	0.000	0.000	Merged-chr10-130340277-13
NR5862--MA0659.1.MAFG	chr18	65319223	65319243	+	0.000	0.000	Merged-chr18-65319104-54
NR6728--MA0089.1.MAFG::NFE2L1	chr2	79062050	79062055	+	0.000	0.000	Merged-chr2-79062091-23
NR10076--MA0591.1.Bach1::Mafk	chr6	52306089	52306103	-	0.000	0.000	Merged-chr6-52306168-25
NR5585--MA0089.1.MAFG::NFE2L1	chr17	90584914	90584919	+	0.000	0.000	Merged-chr17-90584886-65
NR2796--MA0496.2.MAFK	chr12	102588573	102588591	-	0.000	0.000	Merged-chr12-102588735-27
NR3407--MA0496.2.MAFK	chr13	92639331	92639349	-	0.000	0.000	Merged-chr13-92639220-17
NR185--MA0501.1.MAF::NFE2	chr1	58742703	58742717	+	0.000	0.000	Merged-chr1-58742743-31
NR9350--MA0591.1.Bach1::Mafk	chr5	43355334	43355348	+	0.000	0.000	Merged-chr5-43355421-55
NR12187--MA0089.1.MAFG::NFE2L1	chr9	7510032	7510037	+	0.000	0.000	Merged-chr9-7510063-49
NR3546--MA0496.2.MAFK	chr13	108763561	108763579	+	0.000	0.000	Merged-chr13-108763497-25
NR11166--MA0659.1.MAFG	chr7	83597297	83597317	-	0.000	0.000	Merged-chr7-83597333-20
NR12135--MA0659.1.MAFG	chr8	126686967	126686987	-	0.000	0.000	Merged-chr8-126687126-29
NR11120--MA0591.1.Bach1::Mafk	chr7	79301006	79301020	+	0.000	0.000	Merged-chr7-79300921-71
NR2821--MA0117.2.Mafb	chr12	105069094	105069105	+	0.000	0.000	Merged-chr12-105069151-33
NR910--MA0591.1.Bach1::Mafk	chr1	176986352	176986366	-	0.000	0.000	Merged-chr1-176986467-25
NR7251--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR2125--MA0496.2.MAFK	chr11	84073005	84073023	-	0.000	0.000	Merged-chr11-84073104-12
NR4786--MA0117.2.Mafb	chr16	38483336	38483347	+	0.000	0.000	Merged-chr16-38483569-68
NR4548--MA0591.1.Bach1::Mafk	chr15	95276864	95276878	-	0.000	0.000	Merged-chr15-95276729-22
NR8118--MA0089.1.MAFG::NFE2L1	chr3	133563707	133563712	-	0.000	0.000	Merged-chr3-133563771-42
NR4420--MA0591.1.Bach1::Mafk	chr15	78607720	78607734	-	0.000	0.000	Merged-chr15-78607691-21
NR12527--MA0591.1.Bach1::Mafk	chr9	83564273	83564287	+	0.000	0.000	Merged-chr9-83564254-44
NR12227--MA0496.2.MAFK	chr9	15530006	15530024	+	0.000	0.000	Merged-chr9-15530031-64
NR1805--MA0501.1.MAF::NFE2	chr10	130340402	130340416	-	0.000	0.000	Merged-chr10-130340277-13
NR6892--MA0591.1.Bach1::Mafk	chr2	106955881	106955895	-	0.000	0.000	Merged-chr2-106955835-17
NR2316--MA0089.1.MAFG::NFE2L1	chr11	113187343	113187348	-	0.000	0.000	Merged-chr11-113187180-1
NR139--MA0496.2.MAFK	chr1	52012516	52012534	+	0.000	0.000	Merged-chr1-52012625-13
NR8784--MA0089.1.MAFG::NFE2L1	chr4	109471206	109471211	-	0.000	0.000	Merged-chr4-109471151-19
NR8353--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR1173--MA0089.1.MAFG::NFE2L1	chr10	13469059	13469064	+	0.000	0.000	Merged-chr10-13469041-19
NR12165--MA0495.2.MAFF	chr8	128333587	128333607	-	0.000	0.000	Merged-chr8-128333532-18
NR2214--MA0089.1.MAFG::NFE2L1	chr11	99562713	99562718	-	0.000	0.000	Merged-chr11-99562680-10
NR2168--MA0117.2.Mafb	chr11	90576726	90576737	-	0.000	0.000	Merged-chr11-90576690-20
NR12604--MA0501.1.MAF::NFE2	chr9	94614166	94614180	+	0.000	0.000	Merged-chr9-94614117-31
NR9911--MA0591.1.Bach1::Mafk	chr5	150223497	150223511	-	0.000	0.000	Merged-chr5-150223706-44
NR7378--MA0496.2.MAFK	chr2	160746764	160746782	-	0.000	0.000	Merged-chr2-160746776-15
NR12270--MA0089.1.MAFG::NFE2L1	chr9	37236187	37236192	+	0.000	0.000	Merged-chr9-37236124-32
NR7506--MA0501.1.MAF::NFE2	chr2	170247792	170247806	+	0.000	0.000	Merged-chr2-170247949-28
NR2112--MA0089.1.MAFG::NFE2L1	chr11	82417265	82417270	-	0.000	0.000	Merged-chr11-82417240-10
NR2875--MA0591.1.Bach1::Mafk	chr12	110389698	110389712	-	0.000	0.000	Merged-chr12-110389691-32
NR860--MA0496.2.MAFK	chr1	170729602	170729620	+	0.000	0.000	Merged-chr1-170729637-43
NR4381--MA0591.1.Bach1::Mafk	chr15	73423160	73423174	-	0.000	0.000	Merged-chr15-73423381-101
NR8463--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR2107--MA0501.1.MAF::NFE2	chr11	80505177	80505191	+	0.000	0.000	Merged-chr11-80505144-23
NR10509--MA0496.2.MAFK	chr6	124683829	124683847	+	0.000	0.000	Merged-chr6-124683900-13
NR7953--MA0089.1.MAFG::NFE2L1	chr3	103780958	103780963	+	0.000	0.000	Merged-chr3-103780888-34
NR9333--MA0591.1.Bach1::Mafk	chr5	36996779	36996793	+	0.000	0.000	Merged-chr5-36996710-15
NR7664--MA0089.1.MAFG::NFE2L1	chr3	31056840	31056845	+	0.000	0.000	Merged-chr3-31056991-112
NR6553--MA0495.2.MAFF	chr2	44953119	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR11962--MA0501.1.MAF::NFE2	chr8	110079909	110079923	-	0.000	0.000	Merged-chr8-110079856-46
NR4274--MA0591.1.Bach1::Mafk	chr15	59650978	59650992	-	0.000	0.000	Merged-chr15-59650805-18
NR8114--MA0089.1.MAFG::NFE2L1	chr3	133160001	133160006	-	0.000	0.000	Merged-chr3-133159832-24
NR1891--MA0496.2.MAFK	chr11	32020158	32020176	-	0.000	0.000	Merged-chr11-32020422-50
NR5717--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR26--MA0591.1.Bach1::Mafk	chr1	15544446	15544460	+	0.000	0.000	Merged-chr1-15544410-27
NR10084--MA0591.1.Bach1::Mafk	chr6	53709848	53709862	-	0.000	0.000	Merged-chr6-53709881-31
NR3067--MA0089.1.MAFG::NFE2L1	chr13	17185298	17185303	+	0.000	0.000	Merged-chr13-17185459-34
NR5804--MA0089.1.MAFG::NFE2L1	chr18	61207178	61207183	+	0.000	0.000	Merged-chr18-61207122-39
NR319--MA0501.1.MAF::NFE2	chr1	82429278	82429292	-	0.000	0.000	Merged-chr1-82429225-23
NR1750--MA0591.1.Bach1::Mafk	chr10	122755166	122755180	-	0.000	0.000	Merged-chr10-122755211-20
NR5024--MA0089.1.MAFG::NFE2L1	chr16	90331121	90331126	-	0.000	0.000	Merged-chr16-90331129-56
NR4156--MA0117.2.Mafb	chr15	9463659	9463670	+	0.000	0.000	Merged-chr15-9463567-25
NR8528--MA0591.1.Bach1::Mafk	chr4	57640336	57640350	+	0.000	0.000	Merged-chr4-57640378-35
NR2988--MA0117.2.Mafb	chr12	117712684	117712695	-	0.000	0.000	Merged-chr12-117712681-21
NR10964--MA0591.1.Bach1::Mafk	chr7	35745327	35745341	+	0.000	0.000	Merged-chr7-35745412-12
NR9912--MA0496.2.MAFK	chr5	150223495	150223513	+	0.000	0.000	Merged-chr5-150223706-44
NR7675--MA0089.1.MAFG::NFE2L1	chr3	34081186	34081191	+	0.000	0.000	Merged-chr3-34081319-62
NR6231--MA0591.1.Bach1::Mafk	chr19	44555452	44555466	-	0.000	0.000	Merged-chr19-44555316-51
NR12264--MA0501.1.MAF::NFE2	chr9	32901451	32901465	+	0.000	0.000	Merged-chr9-32901528-39
NR3405--MA0495.2.MAFF	chr13	92639330	92639350	-	0.000	0.000	Merged-chr13-92639220-17
NR2149--MA0089.1.MAFG::NFE2L1	chr11	88011852	88011857	+	0.000	0.000	Merged-chr11-88011784-26
NR9955--MA0659.1.MAFG	chr6	15726619	15726639	-	0.000	0.000	Merged-chr6-15726718-35
NR6153--MA0089.1.MAFG::NFE2L1	chr19	29185756	29185761	+	0.000	0.000	Merged-chr19-29185697-46
NR1295--MA0089.1.MAFG::NFE2L1	chr10	42934724	42934729	-	0.000	0.000	Merged-chr10-42934777-29
NR9558--MA0089.1.MAFG::NFE2L1	chr5	96879054	96879059	-	0.000	0.000	Merged-chr5-96879087-37
NR11941--MA0089.1.MAFG::NFE2L1	chr8	105255093	105255098	+	0.000	0.000	Merged-chr8-105255163-4
NR2121--MA0089.1.MAFG::NFE2L1	chr11	84043294	84043299	+	0.000	0.000	Merged-chr11-84043342-35
NR9318--MA0501.1.MAF::NFE2	chr5	34430987	34431001	+	0.000	0.000	Merged-chr5-34430803-28
NR724--MA0089.1.MAFG::NFE2L1	chr1	155138999	155139004	+	0.000	0.000	Merged-chr1-155138999-23
NR5122--MA0089.1.MAFG::NFE2L1	chr16	97402597	97402602	-	0.000	0.000	Merged-chr16-97402543-6
NR146--MA0591.1.Bach1::Mafk	chr1	52274431	52274445	-	0.000	0.000	Merged-chr1-52274408-12
NR11363--MA0495.2.MAFF	chr7	118104853	118104873	-	0.000	0.000	Merged-chr7-118104738-1
NR8036--MA0089.1.MAFG::NFE2L1	chr3	121872946	121872951	+	0.000	0.000	Merged-chr3-121872910-8
NR9949--MA0495.2.MAFF	chr6	15726619	15726639	+	0.000	0.000	Merged-chr6-15726718-35
NR4625--MA0495.2.MAFF	chr16	8728550	8728570	+	0.000	0.000	Merged-chr16-8728485-34
NR6117--MA0117.2.Mafb	chr19	19111266	19111277	-	0.000	0.000	Merged-chr19-19111184-72
NR11117--MA0495.2.MAFF	chr7	79301003	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR2123--MA0495.2.MAFF	chr11	84073004	84073024	-	0.000	0.000	Merged-chr11-84073104-12
NR1558--MA0501.1.MAF::NFE2	chr10	94913464	94913478	-	0.000	0.000	Merged-chr10-94913400-13
NR3387--MA0591.1.Bach1::Mafk	chr13	89539340	89539354	-	0.000	0.000	Merged-chr13-89539460-39
NR2623--MA0089.1.MAFG::NFE2L1	chr12	74895030	74895035	-	0.000	0.000	Merged-chr12-74895192-57
NR2753--MA0591.1.Bach1::Mafk	chr12	98268583	98268597	-	0.000	0.000	Merged-chr12-98268789-38
NR4853--MA0496.2.MAFK	chr16	52108049	52108067	+	0.000	0.000	Merged-chr16-52108040-37
NR137--MA0495.2.MAFF	chr1	52012515	52012535	-	0.000	0.000	Merged-chr1-52012625-13
NR1271--MA0501.1.MAF::NFE2	chr10	40688550	40688564	+	0.000	0.000	Merged-chr10-40688620-20
NR8532--MA0496.2.MAFK	chr4	57640334	57640352	+	0.000	0.000	Merged-chr4-57640378-35
NR11119--MA0117.2.Mafb	chr7	79301012	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR10107--MA0501.1.MAF::NFE2	chr6	59185422	59185436	-	0.000	0.000	Merged-chr6-59185393-33
NR4195--MA0591.1.Bach1::Mafk	chr15	31239948	31239962	-	0.000	0.000	Merged-chr15-31239940-27
NR2271--MA0495.2.MAFF	chr11	106716726	106716746	-	0.000	0.000	Merged-chr11-106716812-28
NR4696--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR545--MA0501.1.MAF::NFE2	chr1	128615671	128615685	-	0.000	0.000	Merged-chr1-128615599-2
NR12602--MA0591.1.Bach1::Mafk	chr9	94614163	94614177	+	0.000	0.000	Merged-chr9-94614117-31
NR5666--MA0591.1.Bach1::Mafk	chr18	32311876	32311890	-	0.000	0.000	Merged-chr18-32311918-36
NR11935--MA0501.1.MAF::NFE2	chr8	104416226	104416240	+	0.000	0.000	Merged-chr8-104416222-18
NR4305--MA0117.2.Mafb	chr15	62265646	62265657	+	0.000	0.000	Merged-chr15-62265620-25
NR3132--MA0591.1.Bach1::Mafk	chr13	36203180	36203194	+	0.000	0.000	Merged-chr13-36203222-10
NR1853--MA0495.2.MAFF	chr11	19993172	19993192	+	0.000	0.000	Merged-chr11-19993082-47
NR6937--MA0117.2.Mafb	chr2	117390205	117390216	+	0.000	0.000	Merged-chr2-117390290-84
NR5747--MA0495.2.MAFF	chr18	53951275	53951295	+	0.000	0.000	Merged-chr18-53951279-47
NR10885--MA0591.1.Bach1::Mafk	chr7	16343738	16343752	+	0.000	0.000	Merged-chr7-16343810-22
NR2273--MA0117.2.Mafb	chr11	106716760	106716771	-	0.000	0.000	Merged-chr11-106716812-28
NR1519--MA0591.1.Bach1::Mafk	chr10	89589889	89589903	-	0.000	0.000	Merged-chr10-89590018-36
NR12211--MA0089.1.MAFG::NFE2L1	chr9	14926806	14926811	-	0.000	0.000	Merged-chr9-14926732-51
NR11369--MA0591.1.Bach1::Mafk	chr7	118104889	118104903	-	0.000	0.000	Merged-chr7-118104738-1
NR11932--MA0496.2.MAFK	chr8	104239685	104239703	-	0.000	0.000	Merged-chr8-104239709-64
NR10883--MA0495.2.MAFF	chr7	16343735	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR9640--MA0501.1.MAF::NFE2	chr5	111040069	111040083	-	0.000	0.000	Merged-chr5-111039945-24
NR10152--MA0089.1.MAFG::NFE2L1	chr6	67292021	67292026	+	0.000	0.000	Merged-chr6-67292204-22
NR3948--MA0591.1.Bach1::Mafk	chr14	73253976	73253990	+	0.000	0.000	Merged-chr14-73253840-37
NR3455--MA0496.2.MAFK	chr13	99412995	99413013	+	0.000	0.000	Merged-chr13-99412830-24
NR12154--MA0495.2.MAFF	chr8	127447443	127447463	-	0.000	0.000	Merged-chr8-127447217-34
NR2649--MA0591.1.Bach1::Mafk	chr12	81845115	81845129	-	0.000	0.000	Merged-chr12-81845150-28
NR8334--MA0501.1.MAF::NFE2	chr3	155235656	155235670	+	0.000	0.000	Merged-chr3-155235663-12
NR6751--MA0089.1.MAFG::NFE2L1	chr2	83700881	83700886	+	0.000	0.000	Merged-chr2-83700891-43
NR10632--MA0496.2.MAFK	chr6	135237645	135237663	+	0.000	0.000	Merged-chr6-135237527-22
NR11123--MA0501.1.MAF::NFE2	chr7	79301009	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR1092--MA0501.1.MAF::NFE2	chr1	192753211	192753225	-	0.000	0.000	Merged-chr1-192753229-57
NR8336--MA0496.2.MAFK	chr3	155235651	155235669	-	0.000	0.000	Merged-chr3-155235663-12
NR734--MA0501.1.MAF::NFE2	chr1	156674423	156674437	+	0.000	0.000	Merged-chr1-156674616-3
NR8710--MA0591.1.Bach1::Mafk	chr4	99100302	99100316	+	0.000	0.000	Merged-chr4-99100196-17
NR455--MA0089.1.MAFG::NFE2L1	chr1	106153205	106153210	-	0.000	0.000	Merged-chr1-106153126-17
NR11483--MA0089.1.MAFG::NFE2L1	chr7	130886494	130886499	-	0.000	0.000	Merged-chr7-130886495-31
NR3574--MA0089.1.MAFG::NFE2L1	chr13	112288403	112288408	+	0.000	0.000	Merged-chr13-112288360-131
NR7801--MA0501.1.MAF::NFE2	chr3	84035939	84035953	+	0.000	0.000	Merged-chr3-84035969-7
NR9489--MA0089.1.MAFG::NFE2L1	chr5	91402614	91402619	+	0.000	0.000	Merged-chr5-91402780-78
NR5746--MA0089.1.MAFG::NFE2L1	chr18	53951221	53951226	-	0.000	0.000	Merged-chr18-53951279-47
NR7632--MA0495.2.MAFF	chr3	19707142	19707162	-	0.000	0.000	Merged-chr3-19706982-40
NR10552--MA0089.1.MAFG::NFE2L1	chr6	127767654	127767659	+	0.000	0.000	Merged-chr6-127767567-1
NR12862--MA0495.2.MAFF	chrX	42336960	42336980	-	0.000	0.000	Merged-chrX-42336875-23
NR4273--MA0495.2.MAFF	chr15	59650975	59650995	-	0.000	0.000	Merged-chr15-59650805-18
NR164--MA0089.1.MAFG::NFE2L1	chr1	55410799	55410804	+	0.000	0.000	Merged-chr1-55410920-19
NR10214--MA0117.2.Mafb	chr6	83478971	83478982	+	0.000	0.000	Merged-chr6-83478852-15
NR10267--MA0591.1.Bach1::Mafk	chr6	91489112	91489126	+	0.000	0.000	Merged-chr6-91488939-35
NR10178--MA0501.1.MAF::NFE2	chr6	71804373	71804387	+	0.000	0.000	Merged-chr6-71804230-33
NR4275--MA0659.1.MAFG	chr15	59650975	59650995	+	0.000	0.000	Merged-chr15-59650805-18
NR4497--MA0501.1.MAF::NFE2	chr15	85377115	85377129	+	0.000	0.000	Merged-chr15-85377015-15
NR3106--MA0089.1.MAFG::NFE2L1	chr13	24487237	24487242	+	0.000	0.000	Merged-chr13-24487447-67
NR2232--MA0501.1.MAF::NFE2	chr11	101620188	101620202	-	0.000	0.000	Merged-chr11-101620245-33
NR1462--MA0591.1.Bach1::Mafk	chr10	81473052	81473066	-	0.000	0.000	Merged-chr10-81473073-16
NR4942--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR4245--MA0591.1.Bach1::Mafk	chr15	50942747	50942761	+	0.000	0.000	Merged-chr15-50942797-12
NR12168--MA0496.2.MAFK	chr8	128333588	128333606	-	0.000	0.000	Merged-chr8-128333532-18
NR5931--MA0089.1.MAFG::NFE2L1	chr18	75426321	75426326	-	0.000	0.000	Merged-chr18-75426395-54
NR9889--MA0089.1.MAFG::NFE2L1	chr5	149160677	149160682	-	0.000	0.000	Merged-chr5-149160687-30
NR3933--MA0591.1.Bach1::Mafk	chr14	71104158	71104172	-	0.000	0.000	Merged-chr14-71104246-27
NR7425--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR5151--MA0089.1.MAFG::NFE2L1	chr17	6961280	6961285	+	0.000	0.000	Merged-chr17-6961334-74
NR11688--MA0501.1.MAF::NFE2	chr8	34208229	34208243	+	0.000	0.000	Merged-chr8-34208072-51
NR5859--MA0501.1.MAF::NFE2	chr18	65016032	65016046	+	0.000	0.000	Merged-chr18-65016159-16
NR8065--MA0089.1.MAFG::NFE2L1	chr3	126831607	126831612	-	0.000	0.000	Merged-chr3-126831628-17
NR12528--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR5053--MA0591.1.Bach1::Mafk	chr16	92400178	92400192	-	0.000	0.000	Merged-chr16-92400195-21
NR2658--MA0501.1.MAF::NFE2	chr12	82284810	82284824	-	0.000	0.000	Merged-chr12-82284829-46
NR7539--MA0495.2.MAFF	chr2	174566021	174566041	-	0.000	0.000	Merged-chr2-174566072-46
NR4624--MA0089.1.MAFG::NFE2L1	chr16	8728411	8728416	-	0.000	0.000	Merged-chr16-8728485-34
NR3542--MA0495.2.MAFF	chr13	108763560	108763580	+	0.000	0.000	Merged-chr13-108763497-25
NR9973--MA0591.1.Bach1::Mafk	chr6	28351376	28351390	+	0.000	0.000	Merged-chr6-28351294-19
NR7996--MA0591.1.Bach1::Mafk	chr3	108975156	108975170	+	0.000	0.000	Merged-chr3-108975255-11
NR12620--MA0089.1.MAFG::NFE2L1	chr9	96696411	96696416	-	0.000	0.000	Merged-chr9-96696442-50
NR4711--MA0089.1.MAFG::NFE2L1	chr16	23272310	23272315	+	0.000	0.000	Merged-chr16-23272438-10
