#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR932--MA0769.1.Tcf7	chr10	60000148	60000159	+	0.000	0.000	Merged-chr10-60000232-10
NR8110--MA0769.1.Tcf7	chr7	142967347	142967358	+	0.000	0.000	Merged-chr7-142967366-1
NR7661--MA0523.1.TCF7L2	chr7	12987582	12987595	-	0.000	0.000	Merged-chr7-12987633-12
NR2493--MA0769.1.Tcf7	chr13	103357027	103357038	-	0.000	0.000	Merged-chr13-103356902-29
NR5727--MA0769.1.Tcf7	chr3	108124338	108124349	+	0.000	0.000	Merged-chr3-108124378-33
NR3113--MA0769.1.Tcf7	chr15	38636232	38636243	-	0.000	0.000	Merged-chr15-38636290-13
NR7068--MA0523.1.TCF7L2	chr6	15710928	15710941	-	0.000	0.000	Merged-chr6-15710892-35
NR193--MA0523.1.TCF7L2	chr1	82429188	82429201	+	0.000	0.000	Merged-chr1-82429225-23
NR2269--MA1421.1.TCF7L1	chr13	49248370	49248381	-	0.000	0.000	Merged-chr13-49248536-2
NR1851--MA0769.1.Tcf7	chr12	70713663	70713674	+	0.000	0.000	Merged-chr12-70713725-41
NR8317--MA1421.1.TCF7L1	chr8	81735892	81735903	-	0.000	0.000	Merged-chr8-81736050-71
NR611--MA0523.1.TCF7L2	chr1	175641957	175641970	-	0.000	0.000	Merged-chr1-175641851-5
NR4074--MA0523.1.TCF7L2	chr18	33060121	33060134	-	0.000	0.000	Merged-chr18-33060171-12
NR1792--MA1421.1.TCF7L1	chr12	41337048	41337059	-	0.000	0.000	Merged-chr12-41336902-7
NR7973--MA1421.1.TCF7L1	chr7	118104837	118104848	-	0.000	0.000	Merged-chr7-118104738-1
NR8209--MA0769.1.Tcf7	chr8	36010599	36010610	+	0.000	0.000	Merged-chr8-36010714-39
NR8355--MA1421.1.TCF7L1	chr8	88604154	88604165	-	0.000	0.000	Merged-chr8-88604204-17
NR3700--MA1421.1.TCF7L1	chr16	95900271	95900282	+	0.000	0.000	Merged-chr16-95900278-53
NR4427--MA0769.1.Tcf7	chr19	34510905	34510916	+	0.000	0.000	Merged-chr19-34511025-19
NR7804--MA0769.1.Tcf7	chr7	75572298	75572309	-	0.000	0.000	Merged-chr7-75572353-55
NR4280--MA0523.1.TCF7L2	chr18	79267915	79267928	+	0.000	0.000	Merged-chr18-79267984-24
NR3665--MA1421.1.TCF7L1	chr16	91413339	91413350	+	0.000	0.000	Merged-chr16-91413429-37
NR4457--MA0523.1.TCF7L2	chr19	46518642	46518655	-	0.000	0.000	Merged-chr19-46518736-37
NR1847--MA0769.1.Tcf7	chr12	69825405	69825416	-	0.000	0.000	Merged-chr12-69825253-21
NR5611--MA1421.1.TCF7L1	chr3	89892614	89892625	-	0.000	0.000	Merged-chr3-89892725-25
NR2896--MA1421.1.TCF7L1	chr14	79393550	79393561	+	0.000	0.000	Merged-chr14-79393562-34
NR1089--MA0523.1.TCF7L2	chr10	93050742	93050755	-	0.000	0.000	Merged-chr10-93050674-1
NR4105--MA0769.1.Tcf7	chr18	38701109	38701120	+	0.000	0.000	Merged-chr18-38700911-27
NR7840--MA0769.1.Tcf7	chr7	84143206	84143217	-	0.000	0.000	Merged-chr7-84143230-35
NR395--MA0523.1.TCF7L2	chr1	135807884	135807897	-	0.000	0.000	Merged-chr1-135807785-37
NR8026--MA0523.1.TCF7L2	chr7	127922798	127922811	-	0.000	0.000	Merged-chr7-127922827-35
NR3145--MA0769.1.Tcf7	chr15	52887039	52887050	-	0.000	0.000	Merged-chr15-52887057-9
NR9172--MA0523.1.TCF7L2	chrX	158939875	158939888	-	0.000	0.000	Merged-chrX-158939775-8
NR3812--MA0769.1.Tcf7	chr17	31693696	31693707	-	0.000	0.000	Merged-chr17-31693537-59
NR5127--MA0523.1.TCF7L2	chr2	135823830	135823843	-	0.000	0.000	Merged-chr2-135823878-14
NR1897--MA0523.1.TCF7L2	chr12	76923266	76923279	-	0.000	0.000	Merged-chr12-76923289-32
NR8375--MA0769.1.Tcf7	chr8	95247524	95247535	+	0.000	0.000	Merged-chr8-95247520-25
NR6801--MA1421.1.TCF7L1	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR7257--MA0523.1.TCF7L2	chr6	70103442	70103455	+	0.000	0.000	Merged-chr6-70103466-27
NR2626--MA1421.1.TCF7L1	chr14	15011595	15011606	+	0.000	0.000	Merged-chr14-15011517-9
NR5767--MA0523.1.TCF7L2	chr3	115944556	115944569	+	0.000	0.000	Merged-chr3-115944558-15
NR3699--MA1421.1.TCF7L1	chr16	95900264	95900275	+	0.000	0.000	Merged-chr16-95900278-53
NR8013--MA0523.1.TCF7L2	chr7	125561319	125561332	-	0.000	0.000	Merged-chr7-125561411-29
NR5298--MA0523.1.TCF7L2	chr2	164534496	164534509	-	0.000	0.000	Merged-chr2-164534526-17
NR5114--MA0523.1.TCF7L2	chr2	132691812	132691825	+	0.000	0.000	Merged-chr2-132691913-20
NR7206--MA0523.1.TCF7L2	chr6	59363440	59363453	-	0.000	0.000	Merged-chr6-59363496-31
NR1122--MA1421.1.TCF7L1	chr10	98976104	98976115	-	0.000	0.000	Merged-chr10-98976063-31
NR7075--MA0769.1.Tcf7	chr6	15783259	15783270	+	0.000	0.000	Merged-chr6-15783250-24
NR2991--MA0769.1.Tcf7	chr14	121137384	121137395	+	0.000	0.000	Merged-chr14-121137502-35
NR8051--MA0523.1.TCF7L2	chr7	132364747	132364760	-	0.000	0.000	Merged-chr7-132364794-24
NR5813--MA1421.1.TCF7L1	chr3	126628648	126628659	+	0.000	0.000	Merged-chr3-126628752-25
NR4103--MA1421.1.TCF7L1	chr18	38701109	38701120	+	0.000	0.000	Merged-chr18-38700911-27
NR8485--MA0523.1.TCF7L2	chr8	126539840	126539853	-	0.000	0.000	Merged-chr8-126539798-23
NR8582--MA1421.1.TCF7L1	chr9	33186575	33186586	-	0.000	0.000	Merged-chr9-33186543-16
NR7093--MA0769.1.Tcf7	chr6	28622361	28622372	-	0.000	0.000	Merged-chr6-28622467-8
NR2651--MA0769.1.Tcf7	chr14	21078678	21078689	-	0.000	0.000	Merged-chr14-21078723-20
NR4369--MA1421.1.TCF7L1	chr19	16274720	16274731	-	0.000	0.000	Merged-chr19-16274697-6
NR5960--MA0523.1.TCF7L2	chr3	146583925	146583938	+	0.000	0.000	Merged-chr3-146583919-49
NR1747--MA0523.1.TCF7L2	chr12	31756176	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR1539--MA0769.1.Tcf7	chr11	96058765	96058776	+	0.000	0.000	Merged-chr11-96058605-21
NR6271--MA1421.1.TCF7L1	chr4	89505563	89505574	+	0.000	0.000	Merged-chr4-89505388-45
NR7049--MA1421.1.TCF7L1	chr6	8490165	8490176	-	0.000	0.000	Merged-chr6-8490222-10
NR3611--MA0523.1.TCF7L2	chr16	76765779	76765792	+	0.000	0.000	Merged-chr16-76765749-14
NR5491--MA0523.1.TCF7L2	chr3	55660081	55660094	+	0.000	0.000	Merged-chr3-55660012-44
NR4710--MA0769.1.Tcf7	chr2	45946382	45946393	+	0.000	0.000	Merged-chr2-45946471-14
NR8080--MA0769.1.Tcf7	chr7	136211566	136211577	+	0.000	0.000	Merged-chr7-136211556-10
NR5227--MA0769.1.Tcf7	chr2	150578761	150578772	-	0.000	0.000	Merged-chr2-150578789-44
NR2804--MA0523.1.TCF7L2	chr14	61012532	61012545	+	0.000	0.000	Merged-chr14-61012611-17
NR3635--MA1421.1.TCF7L1	chr16	84995568	84995579	+	0.000	0.000	Merged-chr16-84995665-26
NR2629--MA0769.1.Tcf7	chr14	15272608	15272619	+	0.000	0.000	Merged-chr14-15272424-5
NR2432--MA1421.1.TCF7L1	chr13	91564865	91564876	-	0.000	0.000	Merged-chr13-91564824-14
NR6616--MA1421.1.TCF7L1	chr5	38632724	38632735	-	0.000	0.000	Merged-chr5-38632599-22
NR5765--MA1421.1.TCF7L1	chr3	115933847	115933858	-	0.000	0.000	Merged-chr3-115933714-29
NR7408--MA0523.1.TCF7L2	chr6	103565084	103565097	+	0.000	0.000	Merged-chr6-103565102-16
NR4958--MA1421.1.TCF7L1	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR6557--MA0523.1.TCF7L2	chr5	20087381	20087394	-	0.000	0.000	Merged-chr5-20087381-40
NR967--MA0523.1.TCF7L2	chr10	67697939	67697952	+	0.000	0.000	Merged-chr10-67697981-39
NR1105--MA1421.1.TCF7L1	chr10	95942225	95942236	+	0.000	0.000	Merged-chr10-95942106-29
NR8967--MA0769.1.Tcf7	chr9	116283893	116283904	-	0.000	0.000	Merged-chr9-116283998-37
NR4612--MA0769.1.Tcf7	chr2	22722071	22722082	-	0.000	0.000	Merged-chr2-22721936-56
NR7322--MA0769.1.Tcf7	chr6	89288317	89288328	-	0.000	0.000	Merged-chr6-89288372-31
NR4284--MA0523.1.TCF7L2	chr18	80661138	80661151	+	0.000	0.000	Merged-chr18-80661262-3
NR558--MA0769.1.Tcf7	chr1	165063212	165063223	+	0.000	0.000	Merged-chr1-165063084-17
NR4027--MA0523.1.TCF7L2	chr18	10154685	10154698	+	0.000	0.000	Merged-chr18-10154788-16
NR3652--MA0769.1.Tcf7	chr16	89835746	89835757	+	0.000	0.000	Merged-chr16-89835915-50
NR7289--MA1421.1.TCF7L1	chr6	83437444	83437455	+	0.000	0.000	Merged-chr6-83437448-19
NR5814--MA0769.1.Tcf7	chr3	126628648	126628659	+	0.000	0.000	Merged-chr3-126628752-25
NR7867--MA0523.1.TCF7L2	chr7	97067537	97067550	-	0.000	0.000	Merged-chr7-97067401-28
NR4075--MA0769.1.Tcf7	chr18	33060123	33060134	-	0.000	0.000	Merged-chr18-33060171-12
NR8417--MA0523.1.TCF7L2	chr8	111582536	111582549	-	0.000	0.000	Merged-chr8-111582684-27
NR3550--MA0523.1.TCF7L2	chr16	50839894	50839907	+	0.000	0.000	Merged-chr16-50839866-11
NR5967--MA1421.1.TCF7L1	chr3	148493442	148493453	-	0.000	0.000	Merged-chr3-148493527-10
NR5474--MA0523.1.TCF7L2	chr3	52397970	52397983	+	0.000	0.000	Merged-chr3-52398143-17
NR3984--MA0523.1.TCF7L2	chr17	86034451	86034464	+	0.000	0.000	Merged-chr17-86034509-12
NR3222--MA1421.1.TCF7L1	chr15	75894512	75894523	+	0.000	0.000	Merged-chr15-75894455-46
NR8623--MA0523.1.TCF7L2	chr9	42463999	42464012	+	0.000	0.000	Merged-chr9-42464013-7
NR7816--MA0523.1.TCF7L2	chr7	79190893	79190906	+	0.000	0.000	Merged-chr7-79190820-25
NR6106--MA0523.1.TCF7L2	chr4	34429185	34429198	+	0.000	0.000	Merged-chr4-34429163-2
NR773--MA0523.1.TCF7L2	chr10	17539373	17539386	-	0.000	0.000	Merged-chr10-17539427-37
NR8661--MA0523.1.TCF7L2	chr9	51185627	51185640	+	0.000	0.000	Merged-chr9-51185836-35
NR8493--MA0523.1.TCF7L2	chr8	126864514	126864527	+	0.000	0.000	Merged-chr8-126864545-1
NR8560--MA0769.1.Tcf7	chr9	25549250	25549261	-	0.000	0.000	Merged-chr9-25549394-11
NR613--MA1421.1.TCF7L1	chr1	176994951	176994962	-	0.000	0.000	Merged-chr1-176995011-9
NR5689--MA0523.1.TCF7L2	chr3	101066269	101066282	+	0.000	0.000	Merged-chr3-101066330-34
NR7019--MA1421.1.TCF7L1	chr5	149459345	149459356	+	0.000	0.000	Merged-chr5-149459249-24
NR8610--MA0523.1.TCF7L2	chr9	40759635	40759648	+	0.000	0.000	Merged-chr9-40759529-7
NR6350--MA0523.1.TCF7L2	chr4	109854808	109854821	-	0.000	0.000	Merged-chr4-109854829-14
NR2996--MA0523.1.TCF7L2	chr14	121354191	121354204	+	0.000	0.000	Merged-chr14-121354142-24
NR3150--MA0523.1.TCF7L2	chr15	55327405	55327418	-	0.000	0.000	Merged-chr15-55327422-12
NR760--MA0523.1.TCF7L2	chr10	13467072	13467085	+	0.000	0.000	Merged-chr10-13467057-15
NR3572--MA0769.1.Tcf7	chr16	57177489	57177500	+	0.000	0.000	Merged-chr16-57177558-14
NR7841--MA0523.1.TCF7L2	chr7	84417810	84417823	-	0.000	0.000	Merged-chr7-84417695-8
NR3584--MA0523.1.TCF7L2	chr16	58553481	58553494	-	0.000	0.000	Merged-chr16-58553585-23
NR4662--MA0769.1.Tcf7	chr2	35445582	35445593	+	0.000	0.000	Merged-chr2-35445506-29
NR4107--MA1421.1.TCF7L1	chr18	39326043	39326054	+	0.000	0.000	Merged-chr18-39326096-6
NR7014--MA0769.1.Tcf7	chr5	149203177	149203188	-	0.000	0.000	Merged-chr5-149203183-18
NR990--MA1421.1.TCF7L1	chr10	74952959	74952970	+	0.000	0.000	Merged-chr10-74953108-5
NR4473--MA0523.1.TCF7L2	chr19	47915525	47915538	+	0.000	0.000	Merged-chr19-47915460-18
NR8825--MA0523.1.TCF7L2	chr9	88332673	88332686	-	0.000	0.000	Merged-chr9-88332643-26
NR5348--MA1421.1.TCF7L1	chr2	173444591	173444602	+	0.000	0.000	Merged-chr2-173444560-32
NR3088--MA1421.1.TCF7L1	chr15	35465169	35465180	-	0.000	0.000	Merged-chr15-35465086-12
NR3630--MA1421.1.TCF7L1	chr16	84982746	84982757	-	0.000	0.000	Merged-chr16-84982791-18
NR8695--MA0523.1.TCF7L2	chr9	61745155	61745168	-	0.000	0.000	Merged-chr9-61745239-9
NR1016--MA0523.1.TCF7L2	chr10	78594767	78594780	+	0.000	0.000	Merged-chr10-78594668-32
NR3615--MA0523.1.TCF7L2	chr16	78247903	78247916	-	0.000	0.000	Merged-chr16-78247900-23
NR5739--MA0769.1.Tcf7	chr3	109421018	109421029	+	0.000	0.000	Merged-chr3-109421125-43
NR6576--MA1421.1.TCF7L1	chr5	23610872	23610883	+	0.000	0.000	Merged-chr5-23610857-14
NR1656--MA0523.1.TCF7L2	chr11	117092937	117092950	-	0.000	0.000	Merged-chr11-117092893-43
NR5769--MA1421.1.TCF7L1	chr3	116386819	116386830	+	0.000	0.000	Merged-chr3-116386953-10
NR7536--MA0523.1.TCF7L2	chr6	134184019	134184032	+	0.000	0.000	Merged-chr6-134184108-53
NR5276--MA0523.1.TCF7L2	chr2	160383110	160383123	-	0.000	0.000	Merged-chr2-160383104-3
NR4059--MA1421.1.TCF7L1	chr18	24237172	24237183	+	0.000	0.000	Merged-chr18-24237197-17
NR3237--MA0769.1.Tcf7	chr15	81131233	81131244	-	0.000	0.000	Merged-chr15-81131354-10
NR4902--MA1421.1.TCF7L1	chr2	84837928	84837939	+	0.000	0.000	Merged-chr2-84838147-43
NR7950--MA0769.1.Tcf7	chr7	115426757	115426768	+	0.000	0.000	Merged-chr7-115426820-20
NR5482--MA0523.1.TCF7L2	chr3	54400015	54400028	-	0.000	0.000	Merged-chr3-54399982-24
NR3134--MA0769.1.Tcf7	chr15	50694323	50694334	+	0.000	0.000	Merged-chr15-50694314-20
NR7574--MA0523.1.TCF7L2	chr6	142567724	142567737	-	0.000	0.000	Merged-chr6-142567710-6
NR3133--MA0523.1.TCF7L2	chr15	50694323	50694336	+	0.000	0.000	Merged-chr15-50694314-20
NR7292--MA0769.1.Tcf7	chr6	83437444	83437455	+	0.000	0.000	Merged-chr6-83437448-19
NR1729--MA0769.1.Tcf7	chr12	25601141	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR4439--MA0769.1.Tcf7	chr19	38837531	38837542	-	0.000	0.000	Merged-chr19-38837457-3
NR1475--MA0523.1.TCF7L2	chr11	75319049	75319062	+	0.000	0.000	Merged-chr11-75318979-50
NR6744--MA0769.1.Tcf7	chr5	89900166	89900177	-	0.000	0.000	Merged-chr5-89900078-10
NR5588--MA1421.1.TCF7L1	chr3	81489543	81489554	-	0.000	0.000	Merged-chr3-81489616-14
NR5263--MA0523.1.TCF7L2	chr2	158673176	158673189	-	0.000	0.000	Merged-chr2-158673458-23
NR2295--MA0769.1.Tcf7	chr13	52617347	52617358	+	0.000	0.000	Merged-chr13-52617361-10
NR7722--MA0769.1.Tcf7	chr7	49421423	49421434	-	0.000	0.000	Merged-chr7-49421353-29
NR2962--MA0769.1.Tcf7	chr14	115015359	115015370	+	0.000	0.000	Merged-chr14-115015527-11
NR6716--MA0523.1.TCF7L2	chr5	74471131	74471144	-	0.000	0.000	Merged-chr5-74471085-11
NR4456--MA0523.1.TCF7L2	chr19	46501432	46501445	-	0.000	0.000	Merged-chr19-46501544-15
NR3773--MA0523.1.TCF7L2	chr17	21661789	21661802	-	0.000	0.000	Merged-chr17-21661730-8
NR5103--MA1421.1.TCF7L1	chr2	132180715	132180726	+	0.000	0.000	Merged-chr2-132180846-32
NR3817--MA0523.1.TCF7L2	chr17	33456822	33456835	+	0.000	0.000	Merged-chr17-33456861-18
NR1521--MA1421.1.TCF7L1	chr11	90225116	90225127	-	0.000	0.000	Merged-chr11-90225249-59
NR6754--MA0523.1.TCF7L2	chr5	91960143	91960156	-	0.000	0.000	Merged-chr5-91960197-8
NR5690--MA0769.1.Tcf7	chr3	101066269	101066280	+	0.000	0.000	Merged-chr3-101066330-34
NR8248--MA0769.1.Tcf7	chr8	56398906	56398917	+	0.000	0.000	Merged-chr8-56398896-15
NR1630--MA0523.1.TCF7L2	chr11	113206356	113206369	+	0.000	0.000	Merged-chr11-113206318-17
NR1787--MA1421.1.TCF7L1	chr12	41167989	41168000	-	0.000	0.000	Merged-chr12-41167989-46
NR9011--MA0769.1.Tcf7	chr9	120692066	120692077	-	0.000	0.000	Merged-chr9-120691973-52
NR5659--MA0769.1.Tcf7	chr3	98031083	98031094	-	0.000	0.000	Merged-chr3-98031258-17
NR7738--MA0523.1.TCF7L2	chr7	58691973	58691986	+	0.000	0.000	Merged-chr7-58692005-1
NR761--MA0769.1.Tcf7	chr10	13467072	13467083	+	0.000	0.000	Merged-chr10-13467057-15
NR3036--MA0769.1.Tcf7	chr15	9436046	9436057	+	0.000	0.000	Merged-chr15-9435954-24
NR6628--MA0769.1.Tcf7	chr5	44180972	44180983	-	0.000	0.000	Merged-chr5-44180865-15
NR8583--MA0523.1.TCF7L2	chr9	33186573	33186586	-	0.000	0.000	Merged-chr9-33186543-16
NR792--MA1421.1.TCF7L1	chr10	21911703	21911714	-	0.000	0.000	Merged-chr10-21911694-25
NR3226--MA1421.1.TCF7L1	chr15	78683698	78683709	-	0.000	0.000	Merged-chr15-78683730-20
NR5350--MA0769.1.Tcf7	chr2	173444591	173444602	+	0.000	0.000	Merged-chr2-173444560-32
NR7944--MA0523.1.TCF7L2	chr7	115218910	115218923	+	0.000	0.000	Merged-chr7-115218920-27
NR5684--MA0523.1.TCF7L2	chr3	100999103	100999116	-	0.000	0.000	Merged-chr3-100999215-37
NR7194--MA0769.1.Tcf7	chr6	55256723	55256734	-	0.000	0.000	Merged-chr6-55256807-22
NR1904--MA1421.1.TCF7L1	chr12	77070157	77070168	-	0.000	0.000	Merged-chr12-77070291-10
NR4126--MA0769.1.Tcf7	chr18	46381242	46381253	-	0.000	0.000	Merged-chr18-46381195-31
NR1340--MA1421.1.TCF7L1	chr11	20035502	20035513	+	0.000	0.000	Merged-chr11-20035595-25
NR5259--MA0523.1.TCF7L2	chr2	157746753	157746766	+	0.000	0.000	Merged-chr2-157746803-36
NR1680--MA0769.1.Tcf7	chr12	3990030	3990041	-	0.000	0.000	Merged-chr12-3989980-1
NR4576--MA0523.1.TCF7L2	chr2	13080602	13080615	-	0.000	0.000	Merged-chr2-13080560-18
NR46--MA0769.1.Tcf7	chr1	30839814	30839825	+	0.000	0.000	Merged-chr1-30839662-25
NR6272--MA0523.1.TCF7L2	chr4	89505563	89505576	+	0.000	0.000	Merged-chr4-89505388-45
NR741--MA1421.1.TCF7L1	chr10	7819774	7819785	-	0.000	0.000	Merged-chr10-7819674-9
NR8689--MA1421.1.TCF7L1	chr9	61069843	61069854	-	0.000	0.000	Merged-chr9-61069791-4
NR3769--MA0523.1.TCF7L2	chr17	21438158	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR8461--MA1421.1.TCF7L1	chr8	123404748	123404759	-	0.000	0.000	Merged-chr8-123404693-24
NR7389--MA0523.1.TCF7L2	chr6	100255577	100255590	+	0.000	0.000	Merged-chr6-100255672-12
NR5489--MA1421.1.TCF7L1	chr3	55660081	55660092	+	0.000	0.000	Merged-chr3-55660012-44
NR1024--MA0523.1.TCF7L2	chr10	81249642	81249655	-	0.000	0.000	Merged-chr10-81249714-12
NR5899--MA0523.1.TCF7L2	chr3	138842536	138842549	+	0.000	0.000	Merged-chr3-138842482-12
NR8711--MA1421.1.TCF7L1	chr9	66899731	66899742	-	0.000	0.000	Merged-chr9-66899689-35
NR2309--MA0523.1.TCF7L2	chr13	55255253	55255266	-	0.000	0.000	Merged-chr13-55255412-37
NR8826--MA0769.1.Tcf7	chr9	88332675	88332686	-	0.000	0.000	Merged-chr9-88332643-26
NR8611--MA0769.1.Tcf7	chr9	40759635	40759646	+	0.000	0.000	Merged-chr9-40759529-7
NR3090--MA0769.1.Tcf7	chr15	35465169	35465180	-	0.000	0.000	Merged-chr15-35465086-12
NR7110--MA0523.1.TCF7L2	chr6	34902136	34902149	+	0.000	0.000	Merged-chr6-34902272-26
NR4950--MA0769.1.Tcf7	chr2	103004800	103004811	-	0.000	0.000	Merged-chr2-103004784-33
NR4028--MA0769.1.Tcf7	chr18	10154685	10154696	+	0.000	0.000	Merged-chr18-10154788-16
NR1011--MA0523.1.TCF7L2	chr10	77677794	77677807	-	0.000	0.000	Merged-chr10-77677865-23
NR6790--MA1421.1.TCF7L1	chr5	97090319	97090330	+	0.000	0.000	Merged-chr5-97090318-20
NR3632--MA0769.1.Tcf7	chr16	84982746	84982757	-	0.000	0.000	Merged-chr16-84982791-18
NR6548--MA0769.1.Tcf7	chr5	16947643	16947654	-	0.000	0.000	Merged-chr5-16947688-4
NR60--MA0523.1.TCF7L2	chr1	36646630	36646643	+	0.000	0.000	Merged-chr1-36646512-17
NR5490--MA0523.1.TCF7L2	chr3	55660069	55660082	+	0.000	0.000	Merged-chr3-55660012-44
NR7582--MA0523.1.TCF7L2	chr6	142909558	142909571	+	0.000	0.000	Merged-chr6-142909361-51
NR6197--MA1421.1.TCF7L1	chr4	59167647	59167658	+	0.000	0.000	Merged-chr4-59167570-29
NR1710--MA1421.1.TCF7L1	chr12	21172236	21172247	+	0.000	0.000	Merged-chr12-21172304-14
NR6669--MA0769.1.Tcf7	chr5	64029907	64029918	+	0.000	0.000	Merged-chr5-64029830-27
NR1879--MA0523.1.TCF7L2	chr12	75449702	75449715	-	0.000	0.000	Merged-chr12-75449860-75
NR4426--MA0523.1.TCF7L2	chr19	34510905	34510918	+	0.000	0.000	Merged-chr19-34511025-19
NR8495--MA1421.1.TCF7L1	chr8	127516084	127516095	+	0.000	0.000	Merged-chr8-127516186-36
NR3575--MA0523.1.TCF7L2	chr16	57319958	57319971	+	0.000	0.000	Merged-chr16-57319907-20
NR6122--MA0523.1.TCF7L2	chr4	41295754	41295767	+	0.000	0.000	Merged-chr4-41295781-15
NR3095--MA0769.1.Tcf7	chr15	35917965	35917976	+	0.000	0.000	Merged-chr15-35918069-6
NR7195--MA0523.1.TCF7L2	chr6	57449456	57449469	-	0.000	0.000	Merged-chr6-57449516-18
NR4800--MA0523.1.TCF7L2	chr2	65214400	65214413	+	0.000	0.000	Merged-chr2-65214427-21
NR1058--MA0523.1.TCF7L2	chr10	85050896	85050909	-	0.000	0.000	Merged-chr10-85050856-11
NR5507--MA1421.1.TCF7L1	chr3	60496543	60496554	-	0.000	0.000	Merged-chr3-60496424-34
NR2299--MA0523.1.TCF7L2	chr13	52702317	52702330	-	0.000	0.000	Merged-chr13-52702318-14
NR7035--MA1421.1.TCF7L1	chr5	151417186	151417197	+	0.000	0.000	Merged-chr5-151417137-15
NR2115--MA0523.1.TCF7L2	chr12	117679064	117679077	-	0.000	0.000	Merged-chr12-117679056-43
NR1264--MA0523.1.TCF7L2	chr10	121300836	121300849	-	0.000	0.000	Merged-chr10-121300859-24
NR2998--MA1421.1.TCF7L1	chr14	121992794	121992805	-	0.000	0.000	Merged-chr14-121992584-62
NR96--MA0769.1.Tcf7	chr1	43475216	43475227	-	0.000	0.000	Merged-chr1-43475284-1
NR5942--MA0769.1.Tcf7	chr3	144232070	144232081	-	0.000	0.000	Merged-chr3-144232172-58
NR4437--MA1421.1.TCF7L1	chr19	38837531	38837542	-	0.000	0.000	Merged-chr19-38837457-3
NR3586--MA1421.1.TCF7L1	chr16	58553514	58553525	+	0.000	0.000	Merged-chr16-58553585-23
NR4503--MA0769.1.Tcf7	chr19	57088821	57088832	-	0.000	0.000	Merged-chr19-57088913-21
NR346--MA0769.1.Tcf7	chr1	119795337	119795348	-	0.000	0.000	Merged-chr1-119795246-28
NR131--MA0769.1.Tcf7	chr1	60883022	60883033	-	0.000	0.000	Merged-chr1-60883000-15
NR5499--MA0769.1.Tcf7	chr3	58658551	58658562	-	0.000	0.000	Merged-chr3-58658570-11
NR5435--MA0523.1.TCF7L2	chr3	28318053	28318066	-	0.000	0.000	Merged-chr3-28318064-9
NR2492--MA0523.1.TCF7L2	chr13	103357025	103357038	-	0.000	0.000	Merged-chr13-103356902-29
NR4681--MA1421.1.TCF7L1	chr2	43992734	43992745	-	0.000	0.000	Merged-chr2-43992698-17
NR9055--MA0523.1.TCF7L2	chrX	37141903	37141916	-	0.000	0.000	Merged-chrX-37141960-22
NR5705--MA0769.1.Tcf7	chr3	103640397	103640408	-	0.000	0.000	Merged-chr3-103640406-6
NR7343--MA0769.1.Tcf7	chr6	94637386	94637397	+	0.000	0.000	Merged-chr6-94637218-13
NR3776--MA0769.1.Tcf7	chr17	21661845	21661856	+	0.000	0.000	Merged-chr17-21661730-8
NR3573--MA1421.1.TCF7L1	chr16	57318254	57318265	-	0.000	0.000	Merged-chr16-57318126-31
NR6120--MA1421.1.TCF7L1	chr4	40285655	40285666	+	0.000	0.000	Merged-chr4-40285687-24
NR5497--MA1421.1.TCF7L1	chr3	58658551	58658562	-	0.000	0.000	Merged-chr3-58658570-11
NR5216--MA0523.1.TCF7L2	chr2	150130342	150130355	+	0.000	0.000	Merged-chr2-150130462-1
NR4660--MA0769.1.Tcf7	chr2	35445515	35445526	-	0.000	0.000	Merged-chr2-35445506-29
NR3726--MA0523.1.TCF7L2	chr17	3246828	3246841	+	0.000	0.000	Merged-chr17-3246798-10
NR5818--MA0523.1.TCF7L2	chr3	126825154	126825167	-	0.000	0.000	Merged-chr3-126825034-19
NR3823--MA1421.1.TCF7L1	chr17	33947917	33947928	-	0.000	0.000	Merged-chr17-33947911-26
NR1180--MA0769.1.Tcf7	chr10	111223391	111223402	-	0.000	0.000	Merged-chr10-111223319-26
NR7611--MA1421.1.TCF7L1	chr6	145469522	145469533	+	0.000	0.000	Merged-chr6-145469437-17
NR1262--MA1421.1.TCF7L1	chr10	120872635	120872646	+	0.000	0.000	Merged-chr10-120872613-27
NR3089--MA0523.1.TCF7L2	chr15	35465167	35465180	-	0.000	0.000	Merged-chr15-35465086-12
NR796--MA1421.1.TCF7L1	chr10	22714721	22714732	-	0.000	0.000	Merged-chr10-22714818-39
NR3548--MA0769.1.Tcf7	chr16	50555183	50555194	-	0.000	0.000	Merged-chr16-50555141-20
