#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed
NR6163--MA0511.2.RUNX2	chr2	65133924	65133932	+	0.000	0.000	Merged-chr2-65133825-19
NR7490--MA0002.2.RUNX1	chr4	41307577	41307587	+	0.000	0.000	Merged-chr4-41307588-21
NR11247--MA0002.2.RUNX1	chr9	116369242	116369252	+	0.000	0.000	Merged-chr9-116369265-54
NR2504--MA0684.1.RUNX3	chr12	86807565	86807574	-	0.000	0.000	Merged-chr12-86807614-54
NR8475--MA0511.2.RUNX2	chr5	115489982	115489990	-	0.000	0.000	Merged-chr5-115489849-182
NR7870--MA0002.2.RUNX1	chr4	135077329	135077339	-	0.000	0.000	Merged-chr4-135077339-17
NR11085--MA0002.2.RUNX1	chr9	94607589	94607599	-	0.000	0.000	Merged-chr9-94607543-65
NR1754--MA0002.2.RUNX1	chr11	57911870	57911880	+	0.000	0.000	Merged-chr11-57911963-18
NR6652--MA0511.2.RUNX2	chr2	168429763	168429771	+	0.000	0.000	Merged-chr2-168429700-17
NR549--MA0684.1.RUNX3	chr1	144276046	144276055	-	0.000	0.000	Merged-chr1-144275874-18
NR10754--MA0002.2.RUNX1	chr9	41153273	41153283	-	0.000	0.000	Merged-chr9-41153398-36
NR8441--MA0511.2.RUNX2	chr5	112278262	112278270	-	0.000	0.000	Merged-chr5-112278382-13
NR9977--MA0002.2.RUNX1	chr7	126584595	126584605	-	0.000	0.000	Merged-chr7-126584739-30
NR3923--MA0002.2.RUNX1	chr15	52899991	52900001	+	0.000	0.000	Merged-chr15-52899831-78
NR8517--MA0002.2.RUNX1	chr5	122430271	122430281	-	0.000	0.000	Merged-chr5-122430278-22
NR5712--MA0002.2.RUNX1	chr19	21897583	21897593	+	0.000	0.000	Merged-chr19-21897533-47
NR3490--MA0002.2.RUNX1	chr14	60269552	60269562	-	0.000	0.000	Merged-chr14-60269485-15
NR6360--MA0511.2.RUNX2	chr2	119157084	119157092	-	0.000	0.000	Merged-chr2-119156876-75
NR637--MA0684.1.RUNX3	chr1	161909273	161909282	+	0.000	0.000	Merged-chr1-161909340-8
NR5454--MA0002.2.RUNX1	chr18	67882878	67882888	-	0.000	0.000	Merged-chr18-67882933-18
NR174--MA0511.2.RUNX2	chr1	54871549	54871557	+	0.000	0.000	Merged-chr1-54871447-51
NR2186--MA0002.2.RUNX1	chr11	115366303	115366313	-	0.000	0.000	Merged-chr11-115366369-13
NR9303--MA0002.2.RUNX1	chr6	137535756	137535766	-	0.000	0.000	Merged-chr6-137535864-11
NR6164--MA0684.1.RUNX3	chr2	65133924	65133933	+	0.000	0.000	Merged-chr2-65133825-19
NR11347--MA0684.1.RUNX3	chrX	12006239	12006248	-	0.000	0.000	Merged-chrX-12006353-78
NR9521--MA0002.2.RUNX1	chr7	30887651	30887661	-	0.000	0.000	Merged-chr7-30887782-39
NR219--MA0511.2.RUNX2	chr1	62834665	62834673	+	0.000	0.000	Merged-chr1-62834522-10
NR5813--MA0002.2.RUNX1	chr19	41481227	41481237	-	0.000	0.000	Merged-chr19-41481364-20
NR1963--MA0684.1.RUNX3	chr11	90675679	90675688	+	0.000	0.000	Merged-chr11-90675808-18
NR4877--MA0684.1.RUNX3	chr17	26532893	26532902	+	0.000	0.000	Merged-chr17-26532798-20
NR7791--MA0511.2.RUNX2	chr4	123287779	123287787	-	0.000	0.000	Merged-chr4-123287942-8
NR11260--MA0684.1.RUNX3	chr9	117967893	117967902	+	0.000	0.000	Merged-chr9-117967761-11
NR85--MA0002.2.RUNX1	chr1	38897230	38897240	+	0.000	0.000	Merged-chr1-38897327-4
NR891--MA0002.2.RUNX1	chr1	193198495	193198505	-	0.000	0.000	Merged-chr1-193198474-9
NR3984--MA0002.2.RUNX1	chr15	66785498	66785508	+	0.000	0.000	Merged-chr15-66785581-20
NR5316--MA0002.2.RUNX1	chr18	39102429	39102439	-	0.000	0.000	Merged-chr18-39102352-12
NR8578--MA0002.2.RUNX1	chr5	136187975	136187985	-	0.000	0.000	Merged-chr5-136188126-9
NR2273--MA0684.1.RUNX3	chr12	13512612	13512621	+	0.000	0.000	Merged-chr12-13512538-15
NR1813--MA0002.2.RUNX1	chr11	68768602	68768612	-	0.000	0.000	Merged-chr11-68768507-16
NR5302--MA0684.1.RUNX3	chr18	36701977	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR2004--MA0511.2.RUNX2	chr11	99012424	99012432	+	0.000	0.000	Merged-chr11-99012536-12
NR7562--MA0002.2.RUNX1	chr4	59231577	59231587	-	0.000	0.000	Merged-chr4-59231673-29
NR1323--MA0684.1.RUNX3	chr10	94211874	94211883	-	0.000	0.000	Merged-chr10-94211763-30
NR397--MA0511.2.RUNX2	chr1	97614015	97614023	+	0.000	0.000	Merged-chr1-97613912-17
NR4188--MA0511.2.RUNX2	chr15	99333229	99333237	+	0.000	0.000	Merged-chr15-99333202-49
NR11113--MA0511.2.RUNX2	chr9	96783897	96783905	+	0.000	0.000	Merged-chr9-96783920-38
NR7989--MA0002.2.RUNX1	chr4	150894803	150894813	-	0.000	0.000	Merged-chr4-150894695-19
NR3963--MA0002.2.RUNX1	chr15	63969325	63969335	+	0.000	0.000	Merged-chr15-63969330-24
NR4198--MA0002.2.RUNX1	chr15	100265823	100265833	-	0.000	0.000	Merged-chr15-100265875-19
NR4598--MA0684.1.RUNX3	chr16	84800041	84800050	+	0.000	0.000	Merged-chr16-84800124-30
NR11395--MA0684.1.RUNX3	chrX	52760335	52760344	+	0.000	0.000	Merged-chrX-52760494-47
NR1935--MA0002.2.RUNX1	chr11	86386113	86386123	+	0.000	0.000	Merged-chr11-86385972-25
NR5133--MA0002.2.RUNX1	chr17	79394208	79394218	+	0.000	0.000	Merged-chr17-79394145-31
NR1568--MA0002.2.RUNX1	chr11	5432532	5432542	-	0.000	0.000	Merged-chr11-5432545-27
NR7174--MA0002.2.RUNX1	chr3	132575221	132575231	-	0.000	0.000	Merged-chr3-132575270-5
NR4911--MA0002.2.RUNX1	chr17	31326363	31326373	+	0.000	0.000	Merged-chr17-31326302-35
NR2960--MA0002.2.RUNX1	chr13	43485371	43485381	-	0.000	0.000	Merged-chr13-43485409-24
NR7653--MA0511.2.RUNX2	chr4	97831089	97831097	+	0.000	0.000	Merged-chr4-97831141-1
NR389--MA0511.2.RUNX2	chr1	95674259	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR5526--MA0002.2.RUNX1	chr18	80492422	80492432	-	0.000	0.000	Merged-chr18-80492606-36
NR8169--MA0002.2.RUNX1	chr5	41762247	41762257	+	0.000	0.000	Merged-chr5-41762366-35
NR5764--MA0684.1.RUNX3	chr19	32275797	32275806	+	0.000	0.000	Merged-chr19-32275869-3
NR1755--MA0511.2.RUNX2	chr11	57911898	57911906	+	0.000	0.000	Merged-chr11-57911963-18
NR1289--MA0002.2.RUNX1	chr10	88551162	88551172	-	0.000	0.000	Merged-chr10-88551161-11
NR6236--MA0684.1.RUNX3	chr2	80684883	80684892	+	0.000	0.000	Merged-chr2-80684823-58
NR3510--MA0511.2.RUNX2	chr14	63104030	63104038	+	0.000	0.000	Merged-chr14-63104126-25
NR7314--MA0684.1.RUNX3	chr3	149394059	149394068	-	0.000	0.000	Merged-chr3-149393865-18
NR5363--MA0684.1.RUNX3	chr18	56459018	56459027	+	0.000	0.000	Merged-chr18-56459089-42
NR9530--MA0511.2.RUNX2	chr7	38189540	38189548	-	0.000	0.000	Merged-chr7-38189634-49
NR4569--MA0684.1.RUNX3	chr16	75983973	75983982	-	0.000	0.000	Merged-chr16-75984013-36
NR10635--MA0002.2.RUNX1	chr8	127968205	127968215	+	0.000	0.000	Merged-chr8-127968270-33
NR9321--MA0684.1.RUNX3	chr6	140493270	140493279	+	0.000	0.000	Merged-chr6-140493334-8
NR7436--MA0684.1.RUNX3	chr4	21842815	21842824	+	0.000	0.000	Merged-chr4-21842691-16
NR5756--MA0684.1.RUNX3	chr19	32138397	32138406	+	0.000	0.000	Merged-chr19-32138517-38
NR10996--MA0002.2.RUNX1	chr9	80282575	80282585	+	0.000	0.000	Merged-chr9-80282711-23
NR10681--MA0511.2.RUNX2	chr9	13518730	13518738	-	0.000	0.000	Merged-chr9-13518732-12
NR9701--MA0684.1.RUNX3	chr7	79423061	79423070	-	0.000	0.000	Merged-chr7-79423104-20
NR5322--MA0002.2.RUNX1	chr18	39185902	39185912	-	0.000	0.000	Merged-chr18-39185847-29
NR1442--MA0511.2.RUNX2	chr10	118407016	118407024	+	0.000	0.000	Merged-chr10-118407091-36
NR7383--MA0684.1.RUNX3	chr4	6476574	6476583	-	0.000	0.000	Merged-chr4-6476530-28
NR7654--MA0684.1.RUNX3	chr4	97831089	97831098	+	0.000	0.000	Merged-chr4-97831141-1
NR3327--MA0684.1.RUNX3	chr13	119657288	119657297	+	0.000	0.000	Merged-chr13-119657260-10
NR13--MA0684.1.RUNX3	chr1	7095994	7096003	-	0.000	0.000	Merged-chr1-7096130-35
