#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed
NR49587--MA0039.3.KLF4	chr5	23722187	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR9955--MA0493.1.Klf1	chr11	46462215	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR26127--MA0039.3.KLF4	chr16	44811655	44811665	+	0.000	0.000	Merged-chr16-44811713-22
NR14177--MA1107.1.KLF9	chr12	54398447	54398459	-	0.000	0.000	Merged-chr12-54398333-42
NR60878--MA1107.1.KLF9	chr7	66116271	66116283	-	0.000	0.000	Merged-chr7-66116161-49
NR11109--MA1107.1.KLF9	chr11	76184484	76184496	-	0.000	0.000	Merged-chr11-76184587-9
NR28437--MA1107.1.KLF9	chr17	29394035	29394047	-	0.000	0.000	Merged-chr17-29393996-77
NR19572--MA0742.1.Klf12	chr14	25421975	25421989	+	0.000	0.000	Merged-chr14-25421957-44
NR61154--MA0741.1.KLF16	chr7	80123327	80123337	+	0.000	0.000	Merged-chr7-80123359-34
NR42747--MA0493.1.Klf1	chr3	115692526	115692536	+	0.000	0.000	Merged-chr3-115692552-34
NR37284--MA0493.1.Klf1	chr2	101209303	101209313	+	0.000	0.000	Merged-chr2-101209230-18
NR26459--MA0741.1.KLF16	chr16	64800652	64800662	+	0.000	0.000	Merged-chr16-64800516-42
NR52342--MA0039.3.KLF4	chr5	118465215	118465225	-	0.000	0.000	Merged-chr5-118465239-56
NR7900--MA1107.1.KLF9	chr10	98776528	98776540	-	0.000	0.000	Merged-chr10-98776574-38
NR11579--MA1107.1.KLF9	chr11	88131941	88131953	+	0.000	0.000	Merged-chr11-88132051-21
NR6704--MA0599.1.KLF5	chr10	75565650	75565659	+	0.000	0.000	Merged-chr10-75565754-65
NR31976--MA0741.1.KLF16	chr18	66429267	66429277	+	0.000	0.000	Merged-chr18-66429331-35
NR27012--MA0493.1.Klf1	chr16	91545899	91545909	-	0.000	0.000	Merged-chr16-91545855-29
NR5847--MA0599.1.KLF5	chr10	43984079	43984088	+	0.000	0.000	Merged-chr10-43984044-26
NR23365--MA0599.1.KLF5	chr15	73169069	73169078	-	0.000	0.000	Merged-chr15-73169118-30
NR9954--MA0039.3.KLF4	chr11	46462213	46462223	-	0.000	0.000	Merged-chr11-46462115-37
NR4845--MA0039.3.KLF4	chr1	191850524	191850534	-	0.000	0.000	Merged-chr1-191850553-19
NR69424--MA0039.3.KLF4	chr9	71484101	71484111	-	0.000	0.000	Merged-chr9-71483955-37
NR40813--MA1107.1.KLF9	chr3	37157148	37157160	+	0.000	0.000	Merged-chr3-37157248-37
NR7901--MA0740.1.KLF14	chr10	98782184	98782197	+	0.000	0.000	Merged-chr10-98782064-50
NR68371--MA0493.1.Klf1	chr9	42208801	42208811	+	0.000	0.000	Merged-chr9-42208688-2
NR1365--MA0039.3.KLF4	chr1	80755568	80755578	+	0.000	0.000	Merged-chr1-80755729-75
NR16348--MA1107.1.KLF9	chr13	24419793	24419805	-	0.000	0.000	Merged-chr13-24419838-27
NR14635--MA0599.1.KLF5	chr12	77060213	77060222	+	0.000	0.000	Merged-chr12-77060270-44
NR28228--MA0599.1.KLF5	chr17	27405873	27405882	-	0.000	0.000	Merged-chr17-27405803-19
NR32493--MA0740.1.KLF14	chr18	80609767	80609780	+	0.000	0.000	Merged-chr18-80609939-56
NR25695--MA0741.1.KLF16	chr16	29978034	29978044	-	0.000	0.000	Merged-chr16-29977874-22
NR585--MA0039.3.KLF4	chr1	40386304	40386314	+	0.000	0.000	Merged-chr1-40386352-39
NR58583--MA0599.1.KLF5	chr6	145256893	145256902	+	0.000	0.000	Merged-chr6-145256997-16
NR41040--MA0599.1.KLF5	chr3	52732180	52732189	+	0.000	0.000	Merged-chr3-52732187-17
NR9404--MA1107.1.KLF9	chr11	14142560	14142572	-	0.000	0.000	Merged-chr11-14142731-31
NR7906--MA0599.1.KLF5	chr10	98842017	98842026	+	0.000	0.000	Merged-chr10-98841922-40
NR62288--MA1107.1.KLF9	chr7	116484542	116484554	-	0.000	0.000	Merged-chr7-116484434-42
NR57053--MA0657.1.KLF13	chr6	115594633	115594650	-	0.000	0.000	Merged-chr6-115594731-47
NR12570--MA0039.3.KLF4	chr11	109432645	109432655	-	0.000	0.000	Merged-chr11-109432542-63
NR67039--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR33936--MA1107.1.KLF9	chr19	41360699	41360711	-	0.000	0.000	Merged-chr19-41360707-21
NR12954--MA0741.1.KLF16	chr11	116615943	116615953	-	0.000	0.000	Merged-chr11-116616118-41
NR1521--MA0742.1.Klf12	chr1	86415831	86415845	+	0.000	0.000	Merged-chr1-86415733-84
NR36866--MA0493.1.Klf1	chr2	79005039	79005049	+	0.000	0.000	Merged-chr2-79004997-23
NR42241--MA0741.1.KLF16	chr3	100442837	100442847	-	0.000	0.000	Merged-chr3-100442814-47
NR24691--MA1107.1.KLF9	chr15	99009038	99009050	+	0.000	0.000	Merged-chr15-99008995-43
NR41035--MA0740.1.KLF14	chr3	52732159	52732172	+	0.000	0.000	Merged-chr3-52732187-17
NR61735--MA0039.3.KLF4	chr7	100845564	100845574	-	0.000	0.000	Merged-chr7-100845687-28
NR48803--MA0741.1.KLF16	chr4	150894754	150894764	+	0.000	0.000	Merged-chr4-150894695-19
NR40271--MA0039.3.KLF4	chr2	180732238	180732248	-	0.000	0.000	Merged-chr2-180732168-28
NR55514--MA1107.1.KLF9	chr6	54092924	54092936	+	0.000	0.000	Merged-chr6-54092801-44
NR19605--MA0493.1.Klf1	chr14	25862038	25862048	-	0.000	0.000	Merged-chr14-25862098-51
NR29416--MA0493.1.Klf1	chr17	51814475	51814485	-	0.000	0.000	Merged-chr17-51814512-17
NR27017--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR52710--MA1107.1.KLF9	chr5	124629060	124629072	-	0.000	0.000	Merged-chr5-124629076-75
NR53246--MA0599.1.KLF5	chr5	134494507	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR10269--MA0740.1.KLF14	chr11	55131118	55131131	+	0.000	0.000	Merged-chr11-55131266-10
NR24767--MA0039.3.KLF4	chr15	100414232	100414242	+	0.000	0.000	Merged-chr15-100414270-26
NR69359--MA0599.1.KLF5	chr9	69458367	69458376	+	0.000	0.000	Merged-chr9-69458326-40
NR21605--MA0741.1.KLF16	chr14	105240335	105240345	+	0.000	0.000	Merged-chr14-105240325-24
NR50847--MA0741.1.KLF16	chr5	72201985	72201995	-	0.000	0.000	Merged-chr5-72202096-40
NR56820--MA0741.1.KLF16	chr6	108251615	108251625	-	0.000	0.000	Merged-chr6-108251708-11
NR18546--MA1107.1.KLF9	chr13	108170116	108170128	+	0.000	0.000	Merged-chr13-108170237-20
NR13059--MA0741.1.KLF16	chr11	117686233	117686243	+	0.000	0.000	Merged-chr11-117686143-68
NR55066--MA0039.3.KLF4	chr6	38810073	38810083	+	0.000	0.000	Merged-chr6-38810070-95
NR38196--MA0599.1.KLF5	chr2	128470481	128470490	+	0.000	0.000	Merged-chr2-128470524-44
NR58752--MA0741.1.KLF16	chr7	3411525	3411535	+	0.000	0.000	Merged-chr7-3411414-27
NR48087--MA0493.1.Klf1	chr4	137603898	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR61203--MA1107.1.KLF9	chr7	80450048	80450060	+	0.000	0.000	Merged-chr7-80450087-44
NR11293--MA1107.1.KLF9	chr11	79132162	79132174	+	0.000	0.000	Merged-chr11-79132078-52
NR72826--MA0740.1.KLF14	chrX	159910925	159910938	+	0.000	0.000	Merged-chrX-159910945-21
NR42752--MA0742.1.Klf12	chr3	115758848	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR33632--MA1107.1.KLF9	chr19	30119063	30119075	+	0.000	0.000	Merged-chr19-30118858-30
NR59105--MA0599.1.KLF5	chr7	16845664	16845673	-	0.000	0.000	Merged-chr7-16845538-47
NR48767--MA1107.1.KLF9	chr4	149871675	149871687	-	0.000	0.000	Merged-chr4-149871771-25
NR13586--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR15130--MA0740.1.KLF14	chr12	94083629	94083642	+	0.000	0.000	Merged-chr12-94083592-14
NR67729--MA1107.1.KLF9	chr9	14172192	14172204	-	0.000	0.000	Merged-chr9-14171965-37
NR33343--MA0741.1.KLF16	chr19	11045225	11045235	-	0.000	0.000	Merged-chr19-11045347-81
NR51894--MA0742.1.Klf12	chr5	111196086	111196100	+	0.000	0.000	Merged-chr5-111196079-28
NR35925--MA0599.1.KLF5	chr2	36230452	36230461	-	0.000	0.000	Merged-chr2-36230505-28
NR13679--MA1107.1.KLF9	chr12	21480429	21480441	+	0.000	0.000	Merged-chr12-21480312-60
NR32494--MA0657.1.KLF13	chr18	80609766	80609783	+	0.000	0.000	Merged-chr18-80609939-56
NR56076--MA1107.1.KLF9	chr6	85147856	85147868	+	0.000	0.000	Merged-chr6-85147771-14
NR43695--MA0599.1.KLF5	chr3	142281223	142281232	+	0.000	0.000	Merged-chr3-142281213-32
NR13674--MA0039.3.KLF4	chr12	21472684	21472694	+	0.000	0.000	Merged-chr12-21472738-21
NR22168--MA0493.1.Klf1	chr14	122852470	122852480	-	0.000	0.000	Merged-chr14-122852603-67
NR16763--MA0741.1.KLF16	chr13	44323957	44323967	+	0.000	0.000	Merged-chr13-44323801-22
NR10875--MA1107.1.KLF9	chr11	70597422	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR42265--MA0599.1.KLF5	chr3	101224332	101224341	+	0.000	0.000	Merged-chr3-101224387-31
NR66801--MA0741.1.KLF16	chr8	115397895	115397905	-	0.000	0.000	Merged-chr8-115397759-2
NR36133--MA0599.1.KLF5	chr2	49744503	49744512	+	0.000	0.000	Merged-chr2-49744707-28
NR44165--MA0741.1.KLF16	chr3	152886826	152886836	-	0.000	0.000	Merged-chr3-152886887-20
NR67307--MA0741.1.KLF16	chr8	123411505	123411515	-	0.000	0.000	Merged-chr8-123411565-31
NR46024--MA0493.1.Klf1	chr4	82755889	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR53469--MA0741.1.KLF16	chr5	137068964	137068974	-	0.000	0.000	Merged-chr5-137068922-9
NR4233--MA1107.1.KLF9	chr1	180390390	180390402	-	0.000	0.000	Merged-chr1-180390562-55
NR48759--MA0493.1.Klf1	chr4	149759719	149759729	-	0.000	0.000	Merged-chr4-149759725-31
NR23363--MA0742.1.Klf12	chr15	73169065	73169079	-	0.000	0.000	Merged-chr15-73169118-30
NR39711--MA0493.1.Klf1	chr2	168492185	168492195	-	0.000	0.000	Merged-chr2-168492092-36
NR36921--MA0599.1.KLF5	chr2	83745415	83745424	+	0.000	0.000	Merged-chr2-83745257-69
NR52052--MA0039.3.KLF4	chr5	113842507	113842517	-	0.000	0.000	Merged-chr5-113842401-77
NR62639--MA0742.1.Klf12	chr7	122932279	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR70848--MA0599.1.KLF5	chr9	110684514	110684523	+	0.000	0.000	Merged-chr9-110684620-5
NR5412--MA0039.3.KLF4	chr10	21479584	21479594	+	0.000	0.000	Merged-chr10-21479566-37
NR46919--MA1107.1.KLF9	chr4	116168774	116168786	+	0.000	0.000	Merged-chr4-116168946-31
NR12487--MA0493.1.Klf1	chr11	106273029	106273039	+	0.000	0.000	Merged-chr11-106272877-78
NR65890--MA0740.1.KLF14	chr8	84825801	84825814	-	0.000	0.000	Merged-chr8-84825845-44
NR46614--MA0742.1.Klf12	chr4	106935040	106935054	-	0.000	0.000	Merged-chr4-106934885-1
NR7904--MA0741.1.KLF16	chr10	98782187	98782197	+	0.000	0.000	Merged-chr10-98782064-50
NR57261--MA0742.1.Klf12	chr6	120264381	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR42517--MA0741.1.KLF16	chr3	105704892	105704902	+	0.000	0.000	Merged-chr3-105704887-86
NR561--MA0741.1.KLF16	chr1	39949397	39949407	-	0.000	0.000	Merged-chr1-39949345-35
NR71938--MA0599.1.KLF5	chrX	48147979	48147988	+	0.000	0.000	Merged-chrX-48147927-58
NR63760--MA0742.1.Klf12	chr7	142354081	142354095	+	0.000	0.000	Merged-chr7-142354183-49
NR38998--MA0599.1.KLF5	chr2	152803252	152803261	+	0.000	0.000	Merged-chr2-152803348-34
NR68183--MA0039.3.KLF4	chr9	32740971	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR13273--MA0599.1.KLF5	chr11	120990483	120990492	+	0.000	0.000	Merged-chr11-120990355-3
NR7616--MA0599.1.KLF5	chr10	88540383	88540392	-	0.000	0.000	Merged-chr10-88540211-41
NR5857--MA0741.1.KLF16	chr10	44368929	44368939	-	0.000	0.000	Merged-chr10-44368737-26
NR48691--MA0740.1.KLF14	chr4	148288296	148288309	+	0.000	0.000	Merged-chr4-148288108-27
NR30479--MA0039.3.KLF4	chr17	84116650	84116660	-	0.000	0.000	Merged-chr17-84116630-65
NR23367--MA0741.1.KLF16	chr15	73169063	73169073	-	0.000	0.000	Merged-chr15-73169118-30
NR12397--MA1107.1.KLF9	chr11	104631539	104631551	-	0.000	0.000	Merged-chr11-104631492-24
NR31023--MA0741.1.KLF16	chr18	23828650	23828660	-	0.000	0.000	Merged-chr18-23828715-22
NR67634--MA0741.1.KLF16	chr8	128575095	128575105	-	0.000	0.000	Merged-chr8-128575049-9
NR44669--MA0599.1.KLF5	chr4	20033082	20033091	+	0.000	0.000	Merged-chr4-20033263-40
NR36351--MA0039.3.KLF4	chr2	60774637	60774647	-	0.000	0.000	Merged-chr2-60774747-55
NR42802--MA0493.1.Klf1	chr3	116487881	116487891	+	0.000	0.000	Merged-chr3-116487886-17
NR43677--MA0493.1.Klf1	chr3	141690687	141690697	+	0.000	0.000	Merged-chr3-141690828-16
NR48481--MA1107.1.KLF9	chr4	144901710	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR72827--MA0657.1.KLF13	chrX	159910924	159910941	+	0.000	0.000	Merged-chrX-159910945-21
NR48348--MA0599.1.KLF5	chr4	141148463	141148472	-	0.000	0.000	Merged-chr4-141148544-3
NR52910--MA0740.1.KLF14	chr5	129192019	129192032	+	0.000	0.000	Merged-chr5-129191899-21
NR36678--MA0039.3.KLF4	chr2	73467185	73467195	+	0.000	0.000	Merged-chr2-73467214-37
NR29273--MA1107.1.KLF9	chr17	47943114	47943126	+	0.000	0.000	Merged-chr17-47943297-31
NR45387--MA0742.1.Klf12	chr4	47251261	47251275	+	0.000	0.000	Merged-chr4-47251279-48
NR63521--MA0742.1.Klf12	chr7	139169314	139169328	+	0.000	0.000	Merged-chr7-139169350-23
NR70860--MA0039.3.KLF4	chr9	110896830	110896840	-	0.000	0.000	Merged-chr9-110896831-29
NR50684--MA0493.1.Klf1	chr5	64864850	64864860	+	0.000	0.000	Merged-chr5-64864889-25
NR33811--MA0741.1.KLF16	chr19	38746128	38746138	-	0.000	0.000	Merged-chr19-38746267-36
NR31926--MA0741.1.KLF16	chr18	65107251	65107261	+	0.000	0.000	Merged-chr18-65107334-45
NR58741--MA0599.1.KLF5	chr7	3290417	3290426	-	0.000	0.000	Merged-chr7-3290343-35
NR26460--MA1107.1.KLF9	chr16	64800651	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR63764--MA0741.1.KLF16	chr7	142354082	142354092	+	0.000	0.000	Merged-chr7-142354183-49
NR46709--MA1107.1.KLF9	chr4	108339501	108339513	-	0.000	0.000	Merged-chr4-108339503-23
NR55508--MA0741.1.KLF16	chr6	54092917	54092927	+	0.000	0.000	Merged-chr6-54092801-44
NR12396--MA0741.1.KLF16	chr11	104631544	104631554	-	0.000	0.000	Merged-chr11-104631492-24
NR49204--MA1107.1.KLF9	chr5	3501816	3501828	-	0.000	0.000	Merged-chr5-3501855-46
NR16621--MA0742.1.Klf12	chr13	38503553	38503567	+	0.000	0.000	Merged-chr13-38503650-43
NR71943--MA0741.1.KLF16	chrX	48147987	48147997	+	0.000	0.000	Merged-chrX-48147927-58
NR8382--MA0039.3.KLF4	chr10	117651214	117651224	-	0.000	0.000	Merged-chr10-117651194-26
NR53192--MA1107.1.KLF9	chr5	134275741	134275753	-	0.000	0.000	Merged-chr5-134275761-27
NR11792--MA0599.1.KLF5	chr11	95338135	95338144	-	0.000	0.000	Merged-chr11-95338102-17
NR26214--MA1107.1.KLF9	chr16	49796911	49796923	+	0.000	0.000	Merged-chr16-49797153-43
NR39500--MA0039.3.KLF4	chr2	164943158	164943168	-	0.000	0.000	Merged-chr2-164943047-31
NR52742--MA0039.3.KLF4	chr5	125052484	125052494	+	0.000	0.000	Merged-chr5-125052528-23
NR65935--MA1107.1.KLF9	chr8	85060107	85060119	+	0.000	0.000	Merged-chr8-85060180-46
NR47495--MA0493.1.Klf1	chr4	129696177	129696187	+	0.000	0.000	Merged-chr4-129696167-1
NR39621--MA0039.3.KLF4	chr2	167313812	167313822	+	0.000	0.000	Merged-chr2-167313855-44
NR24828--MA0599.1.KLF5	chr15	101141388	101141397	-	0.000	0.000	Merged-chr15-101141305-22
NR65165--MA1107.1.KLF9	chr8	68158283	68158295	+	0.000	0.000	Merged-chr8-68158417-16
NR64951--MA0741.1.KLF16	chr8	57401523	57401533	+	0.000	0.000	Merged-chr8-57401385-31
NR39738--MA1107.1.KLF9	chr2	168580397	168580409	+	0.000	0.000	Merged-chr2-168580470-46
NR63639--MA1107.1.KLF9	chr7	140999460	140999472	+	0.000	0.000	Merged-chr7-140999347-54
NR874--MA0493.1.Klf1	chr1	59180245	59180255	+	0.000	0.000	Merged-chr1-59180254-19
NR57736--MA0493.1.Klf1	chr6	129049281	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR8159--MA1107.1.KLF9	chr10	111031828	111031840	+	0.000	0.000	Merged-chr10-111031729-43
NR48477--MA1107.1.KLF9	chr4	144901550	144901562	+	0.000	0.000	Merged-chr4-144901724-37
NR47155--MA0493.1.Klf1	chr4	121196794	121196804	-	0.000	0.000	Merged-chr4-121196708-94
NR35342--MA0741.1.KLF16	chr2	25549550	25549560	+	0.000	0.000	Merged-chr2-25549553-59
NR38303--MA0039.3.KLF4	chr2	131448456	131448466	+	0.000	0.000	Merged-chr2-131448367-26
NR16968--MA0493.1.Klf1	chr13	52800950	52800960	+	0.000	0.000	Merged-chr13-52800951-49
NR29269--MA1107.1.KLF9	chr17	47943106	47943118	+	0.000	0.000	Merged-chr17-47943297-31
NR30405--MA0599.1.KLF5	chr17	83654860	83654869	-	0.000	0.000	Merged-chr17-83654883-58
NR50622--MA0741.1.KLF16	chr5	64040799	64040809	+	0.000	0.000	Merged-chr5-64040859-39
NR49586--MA0599.1.KLF5	chr5	23722186	23722195	+	0.000	0.000	Merged-chr5-23722080-21
NR58522--MA0599.1.KLF5	chr6	144664962	144664971	+	0.000	0.000	Merged-chr6-144664964-20
NR42530--MA0599.1.KLF5	chr3	105825735	105825744	+	0.000	0.000	Merged-chr3-105825792-34
NR13054--MA0740.1.KLF14	chr11	117686232	117686245	+	0.000	0.000	Merged-chr11-117686143-68
NR57148--MA0741.1.KLF16	chr6	117937310	117937320	-	0.000	0.000	Merged-chr6-117937569-43
NR36348--MA0657.1.KLF13	chr2	60774633	60774650	-	0.000	0.000	Merged-chr2-60774747-55
NR33418--MA0039.3.KLF4	chr19	17256999	17257009	-	0.000	0.000	Merged-chr19-17256835-48
NR48804--MA1107.1.KLF9	chr4	150894753	150894765	+	0.000	0.000	Merged-chr4-150894695-19
NR61155--MA1107.1.KLF9	chr7	80123326	80123338	+	0.000	0.000	Merged-chr7-80123359-34
NR12503--MA0741.1.KLF16	chr11	106536354	106536364	+	0.000	0.000	Merged-chr11-106536245-61
NR69650--MA1107.1.KLF9	chr9	78074207	78074219	+	0.000	0.000	Merged-chr9-78074095-46
NR26219--MA1107.1.KLF9	chr16	49796921	49796933	+	0.000	0.000	Merged-chr16-49797153-43
NR48692--MA0657.1.KLF13	chr4	148288295	148288312	+	0.000	0.000	Merged-chr4-148288108-27
NR7367--MA0741.1.KLF16	chr10	83161888	83161898	+	0.000	0.000	Merged-chr10-83161895-41
NR9953--MA0599.1.KLF5	chr11	46462215	46462224	-	0.000	0.000	Merged-chr11-46462115-37
NR46321--MA0599.1.KLF5	chr4	95188385	95188394	-	0.000	0.000	Merged-chr4-95188222-47
NR56817--MA0741.1.KLF16	chr6	108251605	108251615	-	0.000	0.000	Merged-chr6-108251708-11
NR69638--MA0599.1.KLF5	chr9	77939192	77939201	+	0.000	0.000	Merged-chr9-77938986-43
NR24075--MA1107.1.KLF9	chr15	84896460	84896472	+	0.000	0.000	Merged-chr15-84896641-45
NR52911--MA0657.1.KLF13	chr5	129192018	129192035	+	0.000	0.000	Merged-chr5-129191899-21
NR3290--MA0740.1.KLF14	chr1	156667699	156667712	-	0.000	0.000	Merged-chr1-156667693-16
NR1364--MA0599.1.KLF5	chr1	80755567	80755576	+	0.000	0.000	Merged-chr1-80755729-75
NR38135--MA0742.1.Klf12	chr2	127319249	127319263	-	0.000	0.000	Merged-chr2-127319189-56
NR29918--MA0039.3.KLF4	chr17	71288395	71288405	+	0.000	0.000	Merged-chr17-71288308-17
NR62385--MA0599.1.KLF5	chr7	118499324	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR36048--MA1107.1.KLF9	chr2	45172974	45172986	-	0.000	0.000	Merged-chr2-45172921-51
NR8092--MA1107.1.KLF9	chr10	107868935	107868947	-	0.000	0.000	Merged-chr10-107868994-49
NR3311--MA0599.1.KLF5	chr1	156939029	156939038	-	0.000	0.000	Merged-chr1-156938918-4
NR30553--MA0599.1.KLF5	chr17	86040488	86040497	+	0.000	0.000	Merged-chr17-86040436-1
NR71530--MA0742.1.Klf12	chr9	123941499	123941513	+	0.000	0.000	Merged-chr9-123941453-43
NR69637--MA1107.1.KLF9	chr9	77938960	77938972	-	0.000	0.000	Merged-chr9-77938986-43
NR67225--MA0741.1.KLF16	chr8	122530730	122530740	+	0.000	0.000	Merged-chr8-122530722-16
NR51041--MA0599.1.KLF5	chr5	77140309	77140318	+	0.000	0.000	Merged-chr5-77140362-54
NR50601--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR53189--MA0493.1.Klf1	chr5	134275723	134275733	-	0.000	0.000	Merged-chr5-134275761-27
NR41627--MA0039.3.KLF4	chr3	87847848	87847858	-	0.000	0.000	Merged-chr3-87847872-25
NR43055--MA1107.1.KLF9	chr3	126690971	126690983	+	0.000	0.000	Merged-chr3-126690917-48
NR2430--MA0039.3.KLF4	chr1	131747197	131747207	+	0.000	0.000	Merged-chr1-131747235-22
NR55274--MA1107.1.KLF9	chr6	48664899	48664911	-	0.000	0.000	Merged-chr6-48664827-36
NR50648--MA0741.1.KLF16	chr5	64651646	64651656	-	0.000	0.000	Merged-chr5-64651532-36
NR48694--MA0741.1.KLF16	chr4	148288297	148288307	+	0.000	0.000	Merged-chr4-148288108-27
NR69087--MA0493.1.Klf1	chr9	62368721	62368731	-	0.000	0.000	Merged-chr9-62368780-17
NR51261--MA0740.1.KLF14	chr5	92897985	92897998	-	0.000	0.000	Merged-chr5-92897961-19
NR33816--MA0741.1.KLF16	chr19	38746189	38746199	-	0.000	0.000	Merged-chr19-38746267-36
NR68338--MA0599.1.KLF5	chr9	40997193	40997202	-	0.000	0.000	Merged-chr9-40997373-39
NR44459--MA0493.1.Klf1	chr4	6472884	6472894	-	0.000	0.000	Merged-chr4-6472958-17
NR9240--MA0742.1.Klf12	chr11	5005465	5005479	+	0.000	0.000	Merged-chr11-5005546-13
NR50018--MA0493.1.Klf1	chr5	35176572	35176582	-	0.000	0.000	Merged-chr5-35176446-65
NR3310--MA1107.1.KLF9	chr1	156938964	156938976	+	0.000	0.000	Merged-chr1-156938918-4
NR44164--MA0599.1.KLF5	chr3	152886829	152886838	-	0.000	0.000	Merged-chr3-152886887-20
NR69655--MA1107.1.KLF9	chr9	78074217	78074229	+	0.000	0.000	Merged-chr9-78074095-46
NR22120--MA0493.1.Klf1	chr14	122011888	122011898	-	0.000	0.000	Merged-chr14-122012077-50
NR10703--MA0599.1.KLF5	chr11	68465197	68465206	+	0.000	0.000	Merged-chr11-68465236-16
NR65892--MA0599.1.KLF5	chr8	84825809	84825818	-	0.000	0.000	Merged-chr8-84825845-44
NR15134--MA0742.1.Klf12	chr12	94083667	94083681	+	0.000	0.000	Merged-chr12-94083592-14
NR23662--MA0493.1.Klf1	chr15	78564165	78564175	+	0.000	0.000	Merged-chr15-78564204-56
NR20809--MA0493.1.Klf1	chr14	68078500	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR3656--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR52708--MA0741.1.KLF16	chr5	124629061	124629071	-	0.000	0.000	Merged-chr5-124629076-75
NR40024--MA0599.1.KLF5	chr2	173534751	173534760	-	0.000	0.000	Merged-chr2-173534788-40
NR42798--MA0740.1.KLF14	chr3	116487881	116487894	+	0.000	0.000	Merged-chr3-116487886-17
NR22012--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR17337--MA0742.1.Klf12	chr13	63189526	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR38359--MA0599.1.KLF5	chr2	132230557	132230566	-	0.000	0.000	Merged-chr2-132230330-32
NR50850--MA1107.1.KLF9	chr5	72201984	72201996	-	0.000	0.000	Merged-chr5-72202096-40
NR9934--MA0039.3.KLF4	chr11	46127133	46127143	-	0.000	0.000	Merged-chr11-46127089-49
NR20913--MA0741.1.KLF16	chr14	70774549	70774559	-	0.000	0.000	Merged-chr14-70774567-63
NR1687--MA0741.1.KLF16	chr1	91825519	91825529	-	0.000	0.000	Merged-chr1-91825474-20
NR10706--MA0741.1.KLF16	chr11	68499101	68499111	-	0.000	0.000	Merged-chr11-68499042-49
NR3504--MA0742.1.Klf12	chr1	163383761	163383775	-	0.000	0.000	Merged-chr1-163383772-21
NR55065--MA0599.1.KLF5	chr6	38810072	38810081	+	0.000	0.000	Merged-chr6-38810070-95
NR30790--MA0493.1.Klf1	chr18	4294715	4294725	+	0.000	0.000	Merged-chr18-4294735-1
NR52341--MA0493.1.Klf1	chr5	118404355	118404365	-	0.000	0.000	Merged-chr5-118404562-37
NR8425--MA0599.1.KLF5	chr10	118419168	118419177	-	0.000	0.000	Merged-chr10-118419236-59
NR23422--MA0742.1.Klf12	chr15	74935469	74935483	+	0.000	0.000	Merged-chr15-74935411-23
NR48088--MA0741.1.KLF16	chr4	137603899	137603909	+	0.000	0.000	Merged-chr4-137603877-24
NR30682--MA1107.1.KLF9	chr17	88484670	88484682	+	0.000	0.000	Merged-chr17-88484456-37
NR50049--MA1107.1.KLF9	chr5	35819665	35819677	+	0.000	0.000	Merged-chr5-35819826-21
NR13055--MA0657.1.KLF13	chr11	117686231	117686248	+	0.000	0.000	Merged-chr11-117686143-68
NR23424--MA0039.3.KLF4	chr15	74935471	74935481	+	0.000	0.000	Merged-chr15-74935411-23
NR61688--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
