#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR13265--MA1107.1.KLF9	chr12	52383031	52383043	+	0.000	0.000	Merged-chr12-52383146-23
NR164--MA0740.1.KLF14	chr1	20912780	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR435--MA0740.1.KLF14	chr1	39196988	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR66520--MA0742.1.Klf12	chrX	113181117	113181131	-	0.000	0.000	Merged-chrX-113181070-1
NR47035--MA1107.1.KLF9	chr5	77130584	77130596	+	0.000	0.000	Merged-chr5-77130540-43
NR23771--MA0599.1.KLF5	chr16	13448272	13448281	-	0.000	0.000	Merged-chr16-13448119-36
NR35036--MA0493.1.Klf1	chr2	117082010	117082020	+	0.000	0.000	Merged-chr2-117082079-6
NR55322--MA0741.1.KLF16	chr7	42642608	42642618	+	0.000	0.000	Merged-chr7-42642590-33
NR53166--MA0741.1.KLF16	chr6	134220566	134220576	+	0.000	0.000	Merged-chr6-134220428-49
NR13377--MA1107.1.KLF9	chr12	56697388	56697400	+	0.000	0.000	Merged-chr12-56697581-1
NR28798--MA0657.1.KLF13	chr18	3933941	3933958	-	0.000	0.000	Merged-chr18-3933786-31
NR42733--MA0599.1.KLF5	chr4	98436895	98436904	-	0.000	0.000	Merged-chr4-98436733-103
NR7505--MA1107.1.KLF9	chr10	117651251	117651263	-	0.000	0.000	Merged-chr10-117651194-26
NR2132--MA0740.1.KLF14	chr1	134747712	134747725	+	0.000	0.000	Merged-chr1-134747834-30
NR5541--MA0741.1.KLF16	chr10	63175388	63175398	+	0.000	0.000	Merged-chr10-63175316-22
NR40879--MA1107.1.KLF9	chr3	146063219	146063231	-	0.000	0.000	Merged-chr3-146063322-20
NR66495--MA0599.1.KLF5	chrX	106135775	106135784	-	0.000	0.000	Merged-chrX-106135909-80
NR45064--MA0740.1.KLF14	chr4	148683791	148683804	+	0.000	0.000	Merged-chr4-148683681-71
NR61386--MA0599.1.KLF5	chr8	124434540	124434549	-	0.000	0.000	Merged-chr8-124434522-47
NR41741--MA0493.1.Klf1	chr4	35130607	35130617	+	0.000	0.000	Merged-chr4-35130648-17
NR11430--MA1107.1.KLF9	chr11	101618194	101618206	+	0.000	0.000	Merged-chr11-101618107-1
NR20216--MA0741.1.KLF16	chr14	105897591	105897601	+	0.000	0.000	Merged-chr14-105897458-44
NR20600--MA0599.1.KLF5	chr14	123001573	123001582	+	0.000	0.000	Merged-chr14-123001594-21
NR37457--MA1107.1.KLF9	chr2	174556041	174556053	-	0.000	0.000	Merged-chr2-174555978-36
NR54252--MA0039.3.KLF4	chr7	6343626	6343636	+	0.000	0.000	Merged-chr7-6343741-28
NR56508--MA0039.3.KLF4	chr7	98797413	98797423	-	0.000	0.000	Merged-chr7-98797577-28
NR63691--MA0599.1.KLF5	chr9	80754614	80754623	+	0.000	0.000	Merged-chr9-80754738-24
NR53180--MA0039.3.KLF4	chr6	134348663	134348673	-	0.000	0.000	Merged-chr6-134348726-53
NR60201--MA0740.1.KLF14	chr8	87472635	87472648	+	0.000	0.000	Merged-chr8-87472817-24
NR66710--MA0599.1.KLF5	chrX	145505103	145505112	-	0.000	0.000	Merged-chrX-145505228-74
NR26113--MA1107.1.KLF9	chr17	21617540	21617552	-	0.000	0.000	Merged-chr17-21617473-39
NR63892--MA0493.1.Klf1	chr9	87026076	87026086	+	0.000	0.000	Merged-chr9-87025935-38
NR19872--MA0742.1.Klf12	chr14	84443428	84443442	+	0.000	0.000	Merged-chr14-84443299-57
NR43348--MA0493.1.Klf1	chr4	120288020	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR47841--MA1107.1.KLF9	chr5	112153709	112153721	+	0.000	0.000	Merged-chr5-112153883-38
NR46058--MA0493.1.Klf1	chr5	30240774	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR60805--MA0039.3.KLF4	chr8	114888926	114888936	+	0.000	0.000	Merged-chr8-114888790-56
NR51226--MA0599.1.KLF5	chr6	54224543	54224552	-	0.000	0.000	Merged-chr6-54224603-8
NR2250--MA0657.1.KLF13	chr1	137806633	137806650	+	0.000	0.000	Merged-chr1-137806740-75
NR59908--MA1107.1.KLF9	chr8	77268566	77268578	+	0.000	0.000	Merged-chr8-77268341-22
NR8261--MA0740.1.KLF14	chr10	128933762	128933775	-	0.000	0.000	Merged-chr10-128933885-33
NR4062--MA0599.1.KLF5	chr1	189608920	189608929	-	0.000	0.000	Merged-chr1-189608778-45
NR46283--MA0741.1.KLF16	chr5	35673246	35673256	+	0.000	0.000	Merged-chr5-35673221-20
NR62588--MA0599.1.KLF5	chr9	47530205	47530214	-	0.000	0.000	Merged-chr9-47530154-53
NR31610--MA0741.1.KLF16	chr19	37175148	37175158	-	0.000	0.000	Merged-chr19-37175347-2
NR50135--MA1107.1.KLF9	chr5	148266889	148266901	-	0.000	0.000	Merged-chr5-148266957-7
NR32577--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR59290--MA1107.1.KLF9	chr8	57402496	57402508	-	0.000	0.000	Merged-chr8-57402577-20
NR6797--MA0599.1.KLF5	chr10	94087495	94087504	+	0.000	0.000	Merged-chr10-94087553-20
NR4478--MA0493.1.Klf1	chr10	5448588	5448598	-	0.000	0.000	Merged-chr10-5448562-35
NR20945--MA0599.1.KLF5	chr15	28026031	28026040	-	0.000	0.000	Merged-chr15-28025754-115
NR19776--MA0742.1.Klf12	chr14	76700943	76700957	-	0.000	0.000	Merged-chr14-76701003-15
NR23540--MA0741.1.KLF16	chr16	3872349	3872359	+	0.000	0.000	Merged-chr16-3872425-54
NR3514--MA0599.1.KLF5	chr1	177455706	177455715	-	0.000	0.000	Merged-chr1-177455545-12
NR35039--MA0742.1.Klf12	chr2	117089690	117089704	-	0.000	0.000	Merged-chr2-117089625-28
NR39642--MA0493.1.Klf1	chr3	108383790	108383800	-	0.000	0.000	Merged-chr3-108383794-50
NR40500--MA0741.1.KLF16	chr3	135640441	135640451	+	0.000	0.000	Merged-chr3-135640541-35
NR63891--MA0039.3.KLF4	chr9	87026078	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR29723--MA1107.1.KLF9	chr18	60625459	60625471	-	0.000	0.000	Merged-chr18-60625535-13
NR175--MA0741.1.KLF16	chr1	20951572	20951582	+	0.000	0.000	Merged-chr1-20951631-56
NR40361--MA0599.1.KLF5	chr3	132928123	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR46057--MA0039.3.KLF4	chr5	30240772	30240782	-	0.000	0.000	Merged-chr5-30240775-35
NR66689--MA0742.1.Klf12	chrX	140664761	140664775	-	0.000	0.000	Merged-chrX-140664923-33
NR34776--MA0741.1.KLF16	chr2	102955263	102955273	-	0.000	0.000	Merged-chr2-102955467-1
NR38203--MA0493.1.Klf1	chr3	51701526	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR10780--MA0741.1.KLF16	chr11	90257464	90257474	+	0.000	0.000	Merged-chr11-90257307-51
NR22337--MA0599.1.KLF5	chr15	84372976	84372985	-	0.000	0.000	Merged-chr15-84372915-18
NR4496--MA0493.1.Klf1	chr10	7212276	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR2777--MA0740.1.KLF14	chr1	157458567	157458580	+	0.000	0.000	Merged-chr1-157458519-40
NR45346--MA0741.1.KLF16	chr4	152247436	152247446	+	0.000	0.000	Merged-chr4-152247398-23
NR47763--MA0742.1.Klf12	chr5	110343021	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR5921--MA1107.1.KLF9	chr10	78115176	78115188	-	0.000	0.000	Merged-chr10-78115092-14
NR14831--MA0599.1.KLF5	chr12	111367053	111367062	+	0.000	0.000	Merged-chr12-111367204-5
NR25581--MA0741.1.KLF16	chr17	3326474	3326484	-	0.000	0.000	Merged-chr17-3326553-34
NR34537--MA1107.1.KLF9	chr2	90752630	90752642	-	0.000	0.000	Merged-chr2-90752646-2
NR31612--MA1107.1.KLF9	chr19	37175149	37175161	-	0.000	0.000	Merged-chr19-37175347-2
NR13162--MA0039.3.KLF4	chr12	35770600	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR63002--MA0599.1.KLF5	chr9	61331059	61331068	+	0.000	0.000	Merged-chr9-61330912-12
NR9834--MA0599.1.KLF5	chr11	69073168	69073177	-	0.000	0.000	Merged-chr11-69073010-1
NR15133--MA0599.1.KLF5	chr12	117173293	117173302	+	0.000	0.000	Merged-chr12-117173433-4
NR12619--MA1107.1.KLF9	chr11	121100961	121100973	-	0.000	0.000	Merged-chr11-121100966-23
NR7723--MA0741.1.KLF16	chr10	120697633	120697643	+	0.000	0.000	Merged-chr10-120697518-32
NR16406--MA0493.1.Klf1	chr13	56765539	56765549	-	0.000	0.000	Merged-chr13-56765440-32
NR19853--MA0657.1.KLF13	chr14	79141816	79141833	+	0.000	0.000	Merged-chr14-79141631-1
NR32134--MA0493.1.Klf1	chr19	54115006	54115016	-	0.000	0.000	Merged-chr19-54115142-50
NR10955--MA0741.1.KLF16	chr11	95232189	95232199	-	0.000	0.000	Merged-chr11-95232173-16
NR56307--MA0657.1.KLF13	chr7	90007513	90007530	+	0.000	0.000	Merged-chr7-90007418-46
NR13499--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR6669--MA0657.1.KLF13	chr10	88875135	88875152	-	0.000	0.000	Merged-chr10-88875114-36
NR7617--MA0039.3.KLF4	chr10	118787591	118787601	+	0.000	0.000	Merged-chr10-118787587-44
NR59282--MA0493.1.Klf1	chr8	57355187	57355197	-	0.000	0.000	Merged-chr8-57355004-3
NR66706--MA0599.1.KLF5	chrX	143030585	143030594	+	0.000	0.000	Merged-chrX-143030752-27
NR21019--MA0599.1.KLF5	chr15	35155821	35155830	-	0.000	0.000	Merged-chr15-35155762-73
NR42621--MA0493.1.Klf1	chr4	88079172	88079182	-	0.000	0.000	Merged-chr4-88079193-33
NR38083--MA0741.1.KLF16	chr3	37157149	37157159	+	0.000	0.000	Merged-chr3-37157248-37
NR10541--MA0741.1.KLF16	chr11	85407806	85407816	+	0.000	0.000	Merged-chr11-85407928-27
NR64356--MA0742.1.Klf12	chr9	104002482	104002496	+	0.000	0.000	Merged-chr9-104002686-98
NR57389--MA0741.1.KLF16	chr7	125496203	125496213	-	0.000	0.000	Merged-chr7-125496348-14
NR60161--MA0740.1.KLF14	chr8	85515496	85515509	-	0.000	0.000	Merged-chr8-85515665-21
NR64866--MA0493.1.Klf1	chr9	114613181	114613191	-	0.000	0.000	Merged-chr9-114613191-38
NR21498--MA0599.1.KLF5	chr15	64364699	64364708	-	0.000	0.000	Merged-chr15-64364676-9
NR66970--MA0599.1.KLF5	chrX	166239220	166239229	+	0.000	0.000	Merged-chrX-166239352-36
NR62905--MA1107.1.KLF9	chr9	58271288	58271300	+	0.000	0.000	Merged-chr9-58271289-37
NR17686--MA0741.1.KLF16	chr13	108100622	108100632	+	0.000	0.000	Merged-chr13-108100820-31
NR17201--MA0599.1.KLF5	chr13	96465482	96465491	+	0.000	0.000	Merged-chr13-96465577-16
NR62591--MA0039.3.KLF4	chr9	48447926	48447936	+	0.000	0.000	Merged-chr9-48448010-22
NR1696--MA1107.1.KLF9	chr1	119504859	119504871	-	0.000	0.000	Merged-chr1-119504796-62
NR64777--MA0599.1.KLF5	chr9	112186615	112186624	+	0.000	0.000	Merged-chr9-112186441-37
NR21807--MA0599.1.KLF5	chr15	77306644	77306653	+	0.000	0.000	Merged-chr15-77306793-46
NR31237--MA0740.1.KLF14	chr19	16956023	16956036	+	0.000	0.000	Merged-chr19-16955982-11
NR53875--MA1107.1.KLF9	chr6	145256892	145256904	+	0.000	0.000	Merged-chr6-145256997-16
NR39516--MA0039.3.KLF4	chr3	104961672	104961682	-	0.000	0.000	Merged-chr3-104961785-36
NR44821--MA0740.1.KLF14	chr4	144901710	144901723	+	0.000	0.000	Merged-chr4-144901724-37
NR18329--MA0742.1.Klf12	chr14	13933321	13933335	-	0.000	0.000	Merged-chr14-13933351-1
NR59080--MA1107.1.KLF9	chr8	40584799	40584811	+	0.000	0.000	Merged-chr8-40584789-43
NR43376--MA0740.1.KLF14	chr4	120854784	120854797	+	0.000	0.000	Merged-chr4-120854918-43
NR59654--MA0741.1.KLF16	chr8	70601369	70601379	+	0.000	0.000	Merged-chr8-70601430-20
NR44497--MA0599.1.KLF5	chr4	138973527	138973536	+	0.000	0.000	Merged-chr4-138973676-1
NR44505--MA0741.1.KLF16	chr4	138973619	138973629	-	0.000	0.000	Merged-chr4-138973676-1
NR46922--MA0742.1.Klf12	chr5	74704611	74704625	+	0.000	0.000	Merged-chr5-74704453-70
NR7736--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR2133--MA0657.1.KLF13	chr1	134747711	134747728	+	0.000	0.000	Merged-chr1-134747834-30
NR24388--MA0740.1.KLF14	chr16	37385077	37385090	-	0.000	0.000	Merged-chr16-37384954-25
NR1911--MA1107.1.KLF9	chr1	128713110	128713122	-	0.000	0.000	Merged-chr1-128713010-21
NR11490--MA0599.1.KLF5	chr11	102393429	102393438	-	0.000	0.000	Merged-chr11-102393451-21
NR4621--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR39638--MA0493.1.Klf1	chr3	108284064	108284074	-	0.000	0.000	Merged-chr3-108284126-29
NR45065--MA0657.1.KLF13	chr4	148683790	148683807	+	0.000	0.000	Merged-chr4-148683681-71
NR43233--MA0740.1.KLF14	chr4	118260692	118260705	+	0.000	0.000	Merged-chr4-118260858-21
NR55356--MA0039.3.KLF4	chr7	44311180	44311190	-	0.000	0.000	Merged-chr7-44311321-7
NR4541--MA0657.1.KLF13	chr10	7992899	7992916	+	0.000	0.000	Merged-chr10-7992796-25
NR34779--MA1107.1.KLF9	chr2	102955387	102955399	-	0.000	0.000	Merged-chr2-102955467-1
NR39665--MA0740.1.KLF14	chr3	108788316	108788329	-	0.000	0.000	Merged-chr3-108788342-25
NR17979--MA1107.1.KLF9	chr13	113050181	113050193	+	0.000	0.000	Merged-chr13-113050280-12
NR14715--MA0599.1.KLF5	chr12	109438214	109438223	+	0.000	0.000	Merged-chr12-109438029-53
NR59501--MA1107.1.KLF9	chr8	68726069	68726081	+	0.000	0.000	Merged-chr8-68726108-23
NR58878--MA0599.1.KLF5	chr8	27201025	27201034	+	0.000	0.000	Merged-chr8-27201067-26
NR42671--MA0599.1.KLF5	chr4	89350504	89350513	+	0.000	0.000	Merged-chr4-89350457-2
NR23991--MA0740.1.KLF14	chr16	21245996	21246009	+	0.000	0.000	Merged-chr16-21246157-22
NR30639--MA1107.1.KLF9	chr18	89626889	89626901	+	0.000	0.000	Merged-chr18-89627032-39
NR62705--MA0599.1.KLF5	chr9	53706275	53706284	-	0.000	0.000	Merged-chr9-53706205-55
NR21809--MA0741.1.KLF16	chr15	77306644	77306654	+	0.000	0.000	Merged-chr15-77306793-46
NR7845--MA0741.1.KLF16	chr10	121796245	121796255	+	0.000	0.000	Merged-chr10-121796258-28
NR16073--MA0742.1.Klf12	chr13	46779983	46779997	+	0.000	0.000	Merged-chr13-46780080-38
NR51127--MA1107.1.KLF9	chr6	51330454	51330466	+	0.000	0.000	Merged-chr6-51330461-17
NR12691--MA0741.1.KLF16	chr12	3823620	3823630	-	0.000	0.000	Merged-chr12-3823687-29
NR3343--MA0741.1.KLF16	chr1	172482148	172482158	-	0.000	0.000	Merged-chr1-172481994-61
NR43342--MA0740.1.KLF14	chr4	120287784	120287797	-	0.000	0.000	Merged-chr4-120287807-68
NR36815--MA0741.1.KLF16	chr2	165890682	165890692	+	0.000	0.000	Merged-chr2-165890606-34
NR26598--MA0742.1.Klf12	chr17	29155791	29155805	+	0.000	0.000	Merged-chr17-29155963-15
NR60641--MA0493.1.Klf1	chr8	109957364	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR53308--MA0599.1.KLF5	chr6	136413385	136413394	+	0.000	0.000	Merged-chr6-136413320-1
NR19236--MA0741.1.KLF16	chr14	57525529	57525539	-	0.000	0.000	Merged-chr14-57525572-80
NR47515--MA1107.1.KLF9	chr5	103459367	103459379	+	0.000	0.000	Merged-chr5-103459309-20
NR50265--MA0039.3.KLF4	chr5	149427522	149427532	-	0.000	0.000	Merged-chr5-149427432-30
NR51348--MA0741.1.KLF16	chr6	61271208	61271218	+	0.000	0.000	Merged-chr6-61271177-5
NR58976--MA0493.1.Klf1	chr8	34651918	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR62505--MA0740.1.KLF14	chr9	44708540	44708553	-	0.000	0.000	Merged-chr9-44708535-22
NR61745--MA0599.1.KLF5	chr9	11579253	11579262	-	0.000	0.000	Merged-chr9-11579132-23
NR58681--MA0599.1.KLF5	chr8	19979880	19979889	+	0.000	0.000	Merged-chr8-19979731-1
NR29966--MA0741.1.KLF16	chr18	67255713	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR32565--MA0741.1.KLF16	chr2	6622318	6622328	-	0.000	0.000	Merged-chr2-6622331-33
NR1702--MA0599.1.KLF5	chr1	119648669	119648678	+	0.000	0.000	Merged-chr1-119648725-80
NR27144--MA0741.1.KLF16	chr17	36229294	36229304	+	0.000	0.000	Merged-chr17-36229276-20
NR17142--MA0741.1.KLF16	chr13	95063705	95063715	-	0.000	0.000	Merged-chr13-95063599-48
NR32160--MA0742.1.Klf12	chr19	55062150	55062164	+	0.000	0.000	Merged-chr19-55062253-32
NR56488--MA0599.1.KLF5	chr7	97842918	97842927	+	0.000	0.000	Merged-chr7-97843006-38
NR38604--MA0741.1.KLF16	chr3	81835917	81835927	-	0.000	0.000	Merged-chr3-81835793-30
NR55495--MA0039.3.KLF4	chr7	45643870	45643880	-	0.000	0.000	Merged-chr7-45643762-54
NR16013--MA0599.1.KLF5	chr13	43789138	43789147	-	0.000	0.000	Merged-chr13-43789112-65
NR21233--MA0741.1.KLF16	chr15	53311255	53311265	+	0.000	0.000	Merged-chr15-53311126-22
NR2180--MA0740.1.KLF14	chr1	135766474	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR50680--MA0741.1.KLF16	chr6	30617394	30617404	+	0.000	0.000	Merged-chr6-30617295-15
NR63364--MA1107.1.KLF9	chr9	69073444	69073456	-	0.000	0.000	Merged-chr9-69073494-25
NR15903--MA0493.1.Klf1	chr13	40676877	40676887	+	0.000	0.000	Merged-chr13-40676828-31
NR1900--MA0741.1.KLF16	chr1	128618086	128618096	+	0.000	0.000	Merged-chr1-128617938-22
NR44832--MA0741.1.KLF16	chr4	144996132	144996142	-	0.000	0.000	Merged-chr4-144996009-47
NR56036--MA0599.1.KLF5	chr7	78730006	78730015	+	0.000	0.000	Merged-chr7-78729978-9
NR50740--MA1107.1.KLF9	chr6	34364838	34364850	-	0.000	0.000	Merged-chr6-34364838-25
NR32540--MA0742.1.Klf12	chr2	5003272	5003286	+	0.000	0.000	Merged-chr2-5003396-19
NR57363--MA0599.1.KLF5	chr7	123189954	123189963	+	0.000	0.000	Merged-chr7-123189982-13
NR66529--MA0741.1.KLF16	chrX	113298148	113298158	-	0.000	0.000	Merged-chrX-113298172-75
NR339--MA1107.1.KLF9	chr1	36920565	36920577	+	0.000	0.000	Merged-chr1-36920402-81
NR64303--MA0657.1.KLF13	chr9	103092405	103092422	-	0.000	0.000	Merged-chr9-103092391-37
NR59286--MA0039.3.KLF4	chr8	57402496	57402506	-	0.000	0.000	Merged-chr8-57402577-20
NR49929--MA0599.1.KLF5	chr5	144358278	144358287	-	0.000	0.000	Merged-chr5-144358177-56
NR63686--MA0039.3.KLF4	chr9	80313810	80313820	-	0.000	0.000	Merged-chr9-80313733-27
NR2778--MA0657.1.KLF13	chr1	157458566	157458583	+	0.000	0.000	Merged-chr1-157458519-40
NR45345--MA0493.1.Klf1	chr4	152247435	152247445	+	0.000	0.000	Merged-chr4-152247398-23
NR32587--MA0742.1.Klf12	chr2	9792592	9792606	-	0.000	0.000	Merged-chr2-9792573-15
NR22830--MA0599.1.KLF5	chr15	97252758	97252767	+	0.000	0.000	Merged-chr15-97252790-15
NR39133--MA0599.1.KLF5	chr3	96338272	96338281	+	0.000	0.000	Merged-chr3-96338308-3
NR35994--MA0039.3.KLF4	chr2	146401547	146401557	+	0.000	0.000	Merged-chr2-146401628-6
NR66376--MA0742.1.Klf12	chrX	100777162	100777176	+	0.000	0.000	Merged-chrX-100777014-69
NR10947--MA0741.1.KLF16	chr11	95107022	95107032	-	0.000	0.000	Merged-chr11-95106934-17
NR4492--MA0740.1.KLF14	chr10	7212241	7212254	-	0.000	0.000	Merged-chr10-7212223-140
NR18600--MA0741.1.KLF16	chr14	27174413	27174423	-	0.000	0.000	Merged-chr14-27174454-2
NR3000--MA0599.1.KLF5	chr1	164503621	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR52366--MA0599.1.KLF5	chr6	114397839	114397848	-	0.000	0.000	Merged-chr6-114397925-17
NR40128--MA1107.1.KLF9	chr3	126660886	126660898	+	0.000	0.000	Merged-chr3-126660767-126
NR24122--MA0742.1.Klf12	chr16	25587922	25587936	-	0.000	0.000	Merged-chr16-25587871-42
NR50297--MA1107.1.KLF9	chr5	149647678	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR45457--MA0493.1.Klf1	chr4	155306828	155306838	-	0.000	0.000	Merged-chr4-155306831-50
NR20971--MA0039.3.KLF4	chr15	31440121	31440131	+	0.000	0.000	Merged-chr15-31440136-19
NR54956--MA0039.3.KLF4	chr7	28423307	28423317	+	0.000	0.000	Merged-chr7-28423189-12
NR16143--MA0599.1.KLF5	chr13	51598243	51598252	-	0.000	0.000	Merged-chr13-51598262-24
NR18738--MA1107.1.KLF9	chr14	32716938	32716950	+	0.000	0.000	Merged-chr14-32716978-71
NR8264--MA0741.1.KLF16	chr10	128933733	128933743	-	0.000	0.000	Merged-chr10-128933885-33
NR15071--MA0599.1.KLF5	chr12	116077568	116077577	-	0.000	0.000	Merged-chr12-116077743-55
NR66532--MA0599.1.KLF5	chrX	113298192	113298201	-	0.000	0.000	Merged-chrX-113298172-75
NR59403--MA1107.1.KLF9	chr8	61283210	61283222	+	0.000	0.000	Merged-chr8-61283229-50
NR62388--MA0741.1.KLF16	chr9	41935980	41935990	+	0.000	0.000	Merged-chr9-41935840-14
NR61968--MA1107.1.KLF9	chr9	21852799	21852811	-	0.000	0.000	Merged-chr9-21852740-52
NR34367--MA0741.1.KLF16	chr2	77175978	77175988	-	0.000	0.000	Merged-chr2-77175946-2
NR47236--MA0741.1.KLF16	chr5	92967509	92967519	+	0.000	0.000	Merged-chr5-92967427-8
NR24333--MA0740.1.KLF14	chr16	35984018	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR24999--MA0740.1.KLF14	chr16	87597827	87597840	+	0.000	0.000	Merged-chr16-87597793-27
NR52679--MA0493.1.Klf1	chr6	121110180	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR53878--MA0741.1.KLF16	chr6	145284480	145284490	-	0.000	0.000	Merged-chr6-145284477-26
NR55379--MA0039.3.KLF4	chr7	44590777	44590787	+	0.000	0.000	Merged-chr7-44590867-32
NR2903--MA1107.1.KLF9	chr1	162477004	162477016	+	0.000	0.000	Merged-chr1-162477062-12
NR66342--MA0742.1.Klf12	chrX	99042495	99042509	+	0.000	0.000	Merged-chrX-99042663-22
NR61893--MA0599.1.KLF5	chr9	21265226	21265235	-	0.000	0.000	Merged-chr9-21265250-55
NR49042--MA0493.1.Klf1	chr5	134494506	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR13699--MA0741.1.KLF16	chr12	76710191	76710201	+	0.000	0.000	Merged-chr12-76710295-113
NR31729--MA0039.3.KLF4	chr19	40821550	40821560	+	0.000	0.000	Merged-chr19-40821418-1
NR61381--MA0742.1.Klf12	chr8	124344227	124344241	+	0.000	0.000	Merged-chr8-124344156-18
NR21605--MA1107.1.KLF9	chr15	73423331	73423343	-	0.000	0.000	Merged-chr15-73423381-101
NR41545--MA0740.1.KLF14	chr4	14930487	14930500	+	0.000	0.000	Merged-chr4-14930557-36
NR59503--MA0741.1.KLF16	chr8	68735175	68735185	-	0.000	0.000	Merged-chr8-68735158-122
NR51836--MA0599.1.KLF5	chr6	88724580	88724589	+	0.000	0.000	Merged-chr6-88724613-50
NR57076--MA0741.1.KLF16	chr7	115217063	115217073	-	0.000	0.000	Merged-chr7-115217038-43
NR38280--MA0493.1.Klf1	chr3	52832551	52832561	+	0.000	0.000	Merged-chr3-52832411-30
NR52610--MA0741.1.KLF16	chr6	119749282	119749292	+	0.000	0.000	Merged-chr6-119749325-22
NR27851--MA0741.1.KLF16	chr17	64628989	64628999	-	0.000	0.000	Merged-chr17-64628994-21
NR10942--MA0493.1.Klf1	chr11	95006782	95006792	+	0.000	0.000	Merged-chr11-95006750-25
NR53689--MA0599.1.KLF5	chr6	143327068	143327077	-	0.000	0.000	Merged-chr6-143327148-45
NR64357--MA0599.1.KLF5	chr9	104002483	104002492	+	0.000	0.000	Merged-chr9-104002686-98
NR33351--MA0741.1.KLF16	chr2	31612972	31612982	-	0.000	0.000	Merged-chr2-31612988-19
NR43234--MA0657.1.KLF13	chr4	118260691	118260708	+	0.000	0.000	Merged-chr4-118260858-21
NR44811--MA0741.1.KLF16	chr4	143190799	143190809	+	0.000	0.000	Merged-chr4-143190909-19
NR55192--MA0493.1.Klf1	chr7	34630507	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR10132--MA0741.1.KLF16	chr11	75154327	75154337	+	0.000	0.000	Merged-chr11-75154404-32
NR30634--MA0742.1.Klf12	chr18	89626889	89626903	+	0.000	0.000	Merged-chr18-89627032-39
NR23992--MA0657.1.KLF13	chr16	21245995	21246012	+	0.000	0.000	Merged-chr16-21246157-22
NR18722--MA0741.1.KLF16	chr14	31934163	31934173	-	0.000	0.000	Merged-chr14-31934172-18
NR36233--MA0740.1.KLF14	chr2	153325876	153325889	-	0.000	0.000	Merged-chr2-153325949-22
NR34282--MA0740.1.KLF14	chr2	74681813	74681826	-	0.000	0.000	Merged-chr2-74681883-2
NR13802--MA0742.1.Klf12	chr12	80885786	80885800	-	0.000	0.000	Merged-chr12-80885869-36
NR7475--MA1107.1.KLF9	chr10	117532276	117532288	+	0.000	0.000	Merged-chr10-117532128-28
NR19130--MA0740.1.KLF14	chr14	54165072	54165085	-	0.000	0.000	Merged-chr14-54165125-24
NR39208--MA0039.3.KLF4	chr3	97274009	97274019	-	0.000	0.000	Merged-chr3-97274158-19
NR38641--MA0740.1.KLF14	chr3	84039276	84039289	+	0.000	0.000	Merged-chr3-84039248-13
NR22359--MA0742.1.Klf12	chr15	84663174	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR55980--MA0493.1.Klf1	chr7	73517559	73517569	+	0.000	0.000	Merged-chr7-73517689-25
NR1907--MA0039.3.KLF4	chr1	128713045	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR42732--MA0740.1.KLF14	chr4	98436892	98436905	-	0.000	0.000	Merged-chr4-98436733-103
NR63684--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
