#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed
NR3854--MA0501.1.MAF::NFE2	chr14	62851113	62851127	-	0.000	0.000	Merged-chr14-62851095-38
NR11923--MA0591.1.Bach1::Mafk	chr9	55209112	55209126	-	0.000	0.000	Merged-chr9-55209102-59
NR6462--MA0659.1.MAFG	chr2	34945756	34945776	-	0.000	0.000	Merged-chr2-34945759-18
NR518--MA0089.1.MAFG::NFE2L1	chr1	133159538	133159543	+	0.000	0.000	Merged-chr1-133159409-33
NR4279--MA0591.1.Bach1::Mafk	chr15	58927830	58927844	-	0.000	0.000	Merged-chr15-58927815-41
NR4768--MA0089.1.MAFG::NFE2L1	chr16	44362215	44362220	-	0.000	0.000	Merged-chr16-44362356-45
NR5507--MA0089.1.MAFG::NFE2L1	chr17	88060053	88060058	-	0.000	0.000	Merged-chr17-88060218-12
NR12066--MA0591.1.Bach1::Mafk	chr9	75408030	75408044	+	0.000	0.000	Merged-chr9-75408031-5
NR6456--MA0495.2.MAFF	chr2	34945756	34945776	+	0.000	0.000	Merged-chr2-34945759-18
NR3864--MA0117.2.Mafb	chr14	64434220	64434231	+	0.000	0.000	Merged-chr14-64434245-45
NR2316--MA0495.2.MAFF	chr11	108094971	108094991	-	0.000	0.000	Merged-chr11-108095008-29
NR4842--MA0117.2.Mafb	chr16	55888376	55888387	-	0.000	0.000	Merged-chr16-55888204-77
NR12068--MA0496.2.MAFK	chr9	75408028	75408046	+	0.000	0.000	Merged-chr9-75408031-5
NR9459--MA0501.1.MAF::NFE2	chr5	140637018	140637032	-	0.000	0.000	Merged-chr5-140636895-23
NR3622--MA0089.1.MAFG::NFE2L1	chr13	114886250	114886255	+	0.000	0.000	Merged-chr13-114886416-28
NR11040--MA0089.1.MAFG::NFE2L1	chr7	126584849	126584854	-	0.000	0.000	Merged-chr7-126584739-30
NR7956--MA0089.1.MAFG::NFE2L1	chr3	139245614	139245619	-	0.000	0.000	Merged-chr3-139245505-16
NR10448--MA0496.2.MAFK	chr7	16057371	16057389	+	0.000	0.000	Merged-chr7-16057177-61
NR6458--MA0117.2.Mafb	chr2	34945756	34945767	+	0.000	0.000	Merged-chr2-34945759-18
NR1208--MA0496.2.MAFK	chr10	53344049	53344067	+	0.000	0.000	Merged-chr10-53344095-9
NR9741--MA0117.2.Mafb	chr6	54760026	54760037	-	0.000	0.000	Merged-chr6-54760187-57
NR5882--MA0089.1.MAFG::NFE2L1	chr18	81385816	81385821	-	0.000	0.000	Merged-chr18-81385709-31
NR6241--MA0496.2.MAFK	chr19	58104747	58104765	+	0.000	0.000	Merged-chr19-58104736-34
NR6447--MA0089.1.MAFG::NFE2L1	chr2	34494420	34494425	-	0.000	0.000	Merged-chr2-34494375-14
NR9746--MA0659.1.MAFG	chr6	54775914	54775934	+	0.000	0.000	Merged-chr6-54775842-27
NR9333--MA0089.1.MAFG::NFE2L1	chr5	113613431	113613436	-	0.000	0.000	Merged-chr5-113613297-13
NR5780--MA0089.1.MAFG::NFE2L1	chr18	65395640	65395645	+	0.000	0.000	Merged-chr18-65395765-31
NR9764--MA0659.1.MAFG	chr6	59411873	59411893	+	0.000	0.000	Merged-chr6-59411943-3
NR4440--MA0659.1.MAFG	chr15	81872293	81872313	-	0.000	0.000	Merged-chr15-81872198-88
NR5156--MA0496.2.MAFK	chr17	24344785	24344803	+	0.000	0.000	Merged-chr17-24344874-27
NR8290--MA0089.1.MAFG::NFE2L1	chr4	63372206	63372211	-	0.000	0.000	Merged-chr4-63372139-33
NR6138--MA0501.1.MAF::NFE2	chr19	41366766	41366780	-	0.000	0.000	Merged-chr19-41366765-21
NR338--MA0089.1.MAFG::NFE2L1	chr1	88584829	88584834	+	0.000	0.000	Merged-chr1-88584728-18
NR4280--MA0501.1.MAF::NFE2	chr15	58927827	58927841	-	0.000	0.000	Merged-chr15-58927815-41
NR6949--MA0089.1.MAFG::NFE2L1	chr2	128427052	128427057	+	0.000	0.000	Merged-chr2-128427077-16
NR10498--MA0496.2.MAFK	chr7	25107336	25107354	-	0.000	0.000	Merged-chr7-25107253-25
NR8113--MA0089.1.MAFG::NFE2L1	chr4	3062763	3062768	+	0.000	0.000	Merged-chr4-3062648-2
NR8210--MA0501.1.MAF::NFE2	chr4	43052782	43052796	+	0.000	0.000	Merged-chr4-43052876-24
NR4546--MA0495.2.MAFF	chr15	100265724	100265744	-	0.000	0.000	Merged-chr15-100265875-19
NR6296--MA0495.2.MAFF	chr2	3742585	3742605	+	0.000	0.000	Merged-chr2-3742681-34
NR4788--MA0089.1.MAFG::NFE2L1	chr16	46001705	46001710	+	0.000	0.000	Merged-chr16-46001866-55
NR2456--MA0501.1.MAF::NFE2	chr11	119877335	119877349	+	0.000	0.000	Merged-chr11-119877317-14
NR8528--MA0089.1.MAFG::NFE2L1	chr4	119947741	119947746	-	0.000	0.000	Merged-chr4-119947761-47
NR11088--MA0089.1.MAFG::NFE2L1	chr7	132686630	132686635	-	0.000	0.000	Merged-chr7-132686748-28
NR2816--MA0117.2.Mafb	chr12	101007772	101007783	-	0.000	0.000	Merged-chr12-101007924-99
NR5287--MA0591.1.Bach1::Mafk	chr17	47294184	47294198	-	0.000	0.000	Merged-chr17-47294215-12
NR1281--MA0089.1.MAFG::NFE2L1	chr10	67004364	67004369	-	0.000	0.000	Merged-chr10-67004511-105
NR11483--MA0591.1.Bach1::Mafk	chr8	94812837	94812851	+	0.000	0.000	Merged-chr8-94812976-23
NR11762--MA0591.1.Bach1::Mafk	chr8	127973402	127973416	+	0.000	0.000	Merged-chr8-127973425-20
NR4244--MA0659.1.MAFG	chr15	51823240	51823260	+	0.000	0.000	Merged-chr15-51823268-39
NR11362--MA0089.1.MAFG::NFE2L1	chr8	70811428	70811433	+	0.000	0.000	Merged-chr8-70811512-10
NR9561--MA0496.2.MAFK	chr6	3536485	3536503	-	0.000	0.000	Merged-chr6-3536376-27
NR10441--MA0495.2.MAFF	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR1596--MA0089.1.MAFG::NFE2L1	chr10	117419039	117419044	+	0.000	0.000	Merged-chr10-117418980-24
NR3842--MA0089.1.MAFG::NFE2L1	chr14	60727282	60727287	+	0.000	0.000	Merged-chr14-60727314-32
NR1683--MA0089.1.MAFG::NFE2L1	chr10	127151237	127151242	+	0.000	0.000	Merged-chr10-127151405-14
NR12157--MA0117.2.Mafb	chr9	89221266	89221277	+	0.000	0.000	Merged-chr9-89221104-50
NR9079--MA0089.1.MAFG::NFE2L1	chr5	66096305	66096310	-	0.000	0.000	Merged-chr5-66096250-16
NR11761--MA0117.2.Mafb	chr8	127973408	127973419	-	0.000	0.000	Merged-chr8-127973425-20
NR446--MA0501.1.MAF::NFE2	chr1	120073870	120073884	-	0.000	0.000	Merged-chr1-120073802-51
NR2811--MA0089.1.MAFG::NFE2L1	chr12	100871394	100871399	+	0.000	0.000	Merged-chr12-100871436-2
NR9673--MA0591.1.Bach1::Mafk	chr6	37732501	37732515	+	0.000	0.000	Merged-chr6-37732580-42
NR332--MA0089.1.MAFG::NFE2L1	chr1	88267761	88267766	+	0.000	0.000	Merged-chr1-88267879-42
NR143--MA0089.1.MAFG::NFE2L1	chr1	43562476	43562481	+	0.000	0.000	Merged-chr1-43562449-72
NR9742--MA0089.1.MAFG::NFE2L1	chr6	54775837	54775842	-	0.000	0.000	Merged-chr6-54775842-27
NR2924--MA0089.1.MAFG::NFE2L1	chr12	112862042	112862047	-	0.000	0.000	Merged-chr12-112862043-16
NR9395--MA0501.1.MAF::NFE2	chr5	123524157	123524171	+	0.000	0.000	Merged-chr5-123524243-58
NR2327--MA0501.1.MAF::NFE2	chr11	108244342	108244356	+	0.000	0.000	Merged-chr11-108244396-19
NR1324--MA0501.1.MAF::NFE2	chr10	76306864	76306878	-	0.000	0.000	Merged-chr10-76306929-42
