#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR2689--MA0599.1.KLF5	chr1	151125221	151125230	+	0.000	0.000	Merged-chr1-151125310-30
NR49266--MA0740.1.KLF14	chr5	113164890	113164903	+	0.000	0.000	Merged-chr5-113165071-16
NR61763--MA0599.1.KLF5	chr8	88604243	88604252	-	0.000	0.000	Merged-chr8-88604204-17
NR9520--MA1107.1.KLF9	chr11	46275394	46275406	-	0.000	0.000	Merged-chr11-46275497-31
NR19986--MA0742.1.Klf12	chr14	73377968	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR68367--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR2904--MA0599.1.KLF5	chr1	156217595	156217604	+	0.000	0.000	Merged-chr1-156217514-18
NR56697--MA0039.3.KLF4	chr7	47104263	47104273	-	0.000	0.000	Merged-chr7-47104097-36
NR60736--MA0742.1.Klf12	chr8	57503826	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR25055--MA0039.3.KLF4	chr16	78328217	78328227	-	0.000	0.000	Merged-chr16-78328138-10
NR25477--MA0741.1.KLF16	chr16	94354650	94354660	-	0.000	0.000	Merged-chr16-94354620-30
NR59511--MA0493.1.Klf1	chr7	139978771	139978781	-	0.000	0.000	Merged-chr7-139978703-39
NR13772--MA1107.1.KLF9	chr12	69168544	69168556	+	0.000	0.000	Merged-chr12-69168736-61
NR4620--MA0740.1.KLF14	chr1	193146635	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR21722--MA0741.1.KLF16	chr15	59009609	59009619	-	0.000	0.000	Merged-chr15-59009632-21
NR67604--MA0599.1.KLF5	chrX	78582999	78583008	+	0.000	0.000	Merged-chrX-78582996-2
NR62499--MA0740.1.KLF14	chr8	116587810	116587823	+	0.000	0.000	Merged-chr8-116587690-56
NR56702--MA1107.1.KLF9	chr7	47104248	47104260	-	0.000	0.000	Merged-chr7-47104097-36
NR56908--MA1107.1.KLF9	chr7	64012056	64012068	-	0.000	0.000	Merged-chr7-64011985-78
NR6028--MA0599.1.KLF5	chr10	69571685	69571694	-	0.000	0.000	Merged-chr10-69571391-44
NR37852--MA1107.1.KLF9	chr2	168741429	168741441	+	0.000	0.000	Merged-chr2-168741453-11
NR16824--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR60557--MA0599.1.KLF5	chr8	40634802	40634811	-	0.000	0.000	Merged-chr8-40634821-50
NR39338--MA1107.1.KLF9	chr3	79451642	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR24071--MA0657.1.KLF13	chr16	24238376	24238393	-	0.000	0.000	Merged-chr16-24238458-30
NR1365--MA0039.3.KLF4	chr1	85845701	85845711	-	0.000	0.000	Merged-chr1-85845637-37
NR21212--MA0741.1.KLF16	chr15	25269712	25269722	-	0.000	0.000	Merged-chr15-25269773-79
NR52610--MA0741.1.KLF16	chr6	72391047	72391057	-	0.000	0.000	Merged-chr6-72391108-3
NR52258--MA0740.1.KLF14	chr6	53709833	53709846	-	0.000	0.000	Merged-chr6-53709881-31
NR41236--MA1107.1.KLF9	chr3	135579483	135579495	-	0.000	0.000	Merged-chr3-135579457-44
NR4793--MA0599.1.KLF5	chr10	4632528	4632537	-	0.000	0.000	Merged-chr10-4632472-72
NR61761--MA0742.1.Klf12	chr8	88604239	88604253	-	0.000	0.000	Merged-chr8-88604204-17
NR61553--MA0599.1.KLF5	chr8	84815765	84815774	-	0.000	0.000	Merged-chr8-84815761-25
NR21981--MA1107.1.KLF9	chr15	74667458	74667470	-	0.000	0.000	Merged-chr15-74667710-27
NR16703--MA0599.1.KLF5	chr13	58067717	58067726	-	0.000	0.000	Merged-chr13-58067754-68
NR19076--MA1107.1.KLF9	chr14	41013864	41013876	+	0.000	0.000	Merged-chr14-41013855-53
NR64209--MA0741.1.KLF16	chr9	54691644	54691654	+	0.000	0.000	Merged-chr9-54691613-28
NR28922--MA0599.1.KLF5	chr17	88668542	88668551	+	0.000	0.000	Merged-chr17-88668603-31
NR35663--MA0741.1.KLF16	chr2	112240498	112240508	+	0.000	0.000	Merged-chr2-112240570-1
NR47055--MA0740.1.KLF14	chr5	24445273	24445286	+	0.000	0.000	Merged-chr5-24445119-58
NR41385--MA0599.1.KLF5	chr3	138864389	138864398	+	0.000	0.000	Merged-chr3-138864342-22
NR37017--MA0742.1.Klf12	chr2	153325875	153325889	-	0.000	0.000	Merged-chr2-153325949-22
NR6358--MA0741.1.KLF16	chr10	78087159	78087169	-	0.000	0.000	Merged-chr10-78086919-87
NR1734--MA0599.1.KLF5	chr1	96872173	96872182	+	0.000	0.000	Merged-chr1-96872174-40
NR23428--MA0741.1.KLF16	chr15	102746860	102746870	+	0.000	0.000	Merged-chr15-102746842-41
NR62899--MA0742.1.Klf12	chr8	123236305	123236319	-	0.000	0.000	Merged-chr8-123236103-61
NR15258--MA0039.3.KLF4	chr12	112629099	112629109	-	0.000	0.000	Merged-chr12-112629266-49
NR67010--MA0741.1.KLF16	chrX	7880095	7880105	-	0.000	0.000	Merged-chrX-7879904-24
NR6730--MA1107.1.KLF9	chr10	81247986	81247998	+	0.000	0.000	Merged-chr10-81248090-40
NR61765--MA0741.1.KLF16	chr8	88604237	88604247	-	0.000	0.000	Merged-chr8-88604204-17
NR62867--MA0599.1.KLF5	chr8	122769458	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR33473--MA0741.1.KLF16	chr2	26910666	26910676	+	0.000	0.000	Merged-chr2-26910694-72
NR41483--MA0493.1.Klf1	chr3	143379403	143379413	+	0.000	0.000	Merged-chr3-143379316-24
NR37199--MA1107.1.KLF9	chr2	157119287	157119299	-	0.000	0.000	Merged-chr2-157119108-55
NR53692--MA0039.3.KLF4	chr6	116682494	116682504	-	0.000	0.000	Merged-chr6-116682504-22
NR21605--MA0039.3.KLF4	chr15	54919987	54919997	-	0.000	0.000	Merged-chr15-54920011-57
NR33330--MA0741.1.KLF16	chr2	25095349	25095359	+	0.000	0.000	Merged-chr2-25095278-14
NR44502--MA0493.1.Klf1	chr4	120731132	120731142	-	0.000	0.000	Merged-chr4-120731377-66
NR63817--MA1107.1.KLF9	chr9	37236236	37236248	-	0.000	0.000	Merged-chr9-37236124-32
NR5520--MA0493.1.Klf1	chr10	44444035	44444045	+	0.000	0.000	Merged-chr10-44443949-54
NR40683--MA0741.1.KLF16	chr3	121967722	121967732	+	0.000	0.000	Merged-chr3-121967857-57
NR35598--MA0599.1.KLF5	chr2	106194374	106194383	+	0.000	0.000	Merged-chr2-106194531-13
NR51504--MA1107.1.KLF9	chr6	14900918	14900930	-	0.000	0.000	Merged-chr6-14901186-100
NR5632--MA0493.1.Klf1	chr10	58480174	58480184	-	0.000	0.000	Merged-chr10-58480234-23
NR48660--MA0493.1.Klf1	chr5	97090261	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR7932--MA1107.1.KLF9	chr10	117118448	117118460	-	0.000	0.000	Merged-chr10-117118585-40
NR56734--MA1107.1.KLF9	chr7	49303818	49303830	-	0.000	0.000	Merged-chr7-49303959-15
NR67023--MA0741.1.KLF16	chrX	8892338	8892348	+	0.000	0.000	Merged-chrX-8892389-3
NR52602--MA0741.1.KLF16	chr6	72390999	72391009	+	0.000	0.000	Merged-chr6-72391108-3
NR48888--MA1107.1.KLF9	chr5	105114888	105114900	-	0.000	0.000	Merged-chr5-105114898-53
NR15872--MA1107.1.KLF9	chr13	28500904	28500916	+	0.000	0.000	Merged-chr13-28501043-27
NR25824--MA0742.1.Klf12	chr17	6961215	6961229	+	0.000	0.000	Merged-chr17-6961334-74
NR52259--MA0657.1.KLF13	chr6	53709830	53709847	-	0.000	0.000	Merged-chr6-53709881-31
NR1191--MA0039.3.KLF4	chr1	78724871	78724881	-	0.000	0.000	Merged-chr1-78724867-61
NR962--MA0741.1.KLF16	chr1	69499061	69499071	-	0.000	0.000	Merged-chr1-69499196-51
NR23970--MA0599.1.KLF5	chr16	21204536	21204545	+	0.000	0.000	Merged-chr16-21204669-33
NR21979--MA0741.1.KLF16	chr15	74667459	74667469	-	0.000	0.000	Merged-chr15-74667710-27
NR6735--MA1107.1.KLF9	chr10	81247996	81248008	+	0.000	0.000	Merged-chr10-81248090-40
NR57936--MA1107.1.KLF9	chr7	102347588	102347600	+	0.000	0.000	Merged-chr7-102347477-20
NR47589--MA0599.1.KLF5	chr5	47983078	47983087	-	0.000	0.000	Merged-chr5-47983242-36
NR10199--MA1107.1.KLF9	chr11	62574649	62574661	-	0.000	0.000	Merged-chr11-62574522-33
NR61268--MA0741.1.KLF16	chr8	73353572	73353582	-	0.000	0.000	Merged-chr8-73353537-91
NR39388--MA1107.1.KLF9	chr3	84039276	84039288	+	0.000	0.000	Merged-chr3-84039248-13
NR53697--MA0039.3.KLF4	chr6	116682511	116682521	-	0.000	0.000	Merged-chr6-116682504-22
NR32351--MA0599.1.KLF5	chr19	46148487	46148496	+	0.000	0.000	Merged-chr19-46148494-21
NR33975--MA0741.1.KLF16	chr2	35661309	35661319	-	0.000	0.000	Merged-chr2-35661146-1
NR41631--MA0741.1.KLF16	chr3	146045212	146045222	-	0.000	0.000	Merged-chr3-146045142-29
NR21217--MA0741.1.KLF16	chr15	25269717	25269727	-	0.000	0.000	Merged-chr15-25269773-79
NR32103--MA0740.1.KLF14	chr19	41323576	41323589	-	0.000	0.000	Merged-chr19-41323479-14
NR63328--MA0741.1.KLF16	chr9	11559557	11559567	-	0.000	0.000	Merged-chr9-11559688-28
NR40728--MA0741.1.KLF16	chr3	122474234	122474244	+	0.000	0.000	Merged-chr3-122474297-38
NR63532--MA0599.1.KLF5	chr9	21918159	21918168	-	0.000	0.000	Merged-chr9-21918186-50
NR14308--MA1107.1.KLF9	chr12	84851595	84851607	+	0.000	0.000	Merged-chr12-84851532-12
NR34609--MA0741.1.KLF16	chr2	70425768	70425778	+	0.000	0.000	Merged-chr2-70425902-24
NR21203--MA1107.1.KLF9	chr15	25216699	25216711	+	0.000	0.000	Merged-chr15-25216736-38
NR35764--MA0741.1.KLF16	chr2	116900134	116900144	-	0.000	0.000	Merged-chr2-116900141-29
NR5953--MA0741.1.KLF16	chr10	68137468	68137478	+	0.000	0.000	Merged-chr10-68137569-23
NR17455--MA0740.1.KLF14	chr13	95524215	95524228	+	0.000	0.000	Merged-chr13-95524264-2
NR50--MA1107.1.KLF9	chr1	12875661	12875673	-	0.000	0.000	Merged-chr1-12875704-39
NR54927--MA0741.1.KLF16	chr6	145469421	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR27280--MA0741.1.KLF16	chr17	37028702	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR64137--MA0039.3.KLF4	chr9	50533710	50533720	+	0.000	0.000	Merged-chr9-50533637-27
NR10451--MA0741.1.KLF16	chr11	69919796	69919806	+	0.000	0.000	Merged-chr11-69919909-46
NR30936--MA1107.1.KLF9	chr18	83993538	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR3240--MA0741.1.KLF16	chr1	164503620	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR36236--MA0741.1.KLF16	chr2	130642856	130642866	+	0.000	0.000	Merged-chr2-130642738-65
NR46663--MA0740.1.KLF14	chr5	4912181	4912194	-	0.000	0.000	Merged-chr5-4912133-29
NR7709--MA1107.1.KLF9	chr10	110952120	110952132	+	0.000	0.000	Merged-chr10-110952029-21
NR13017--MA0741.1.KLF16	chr12	3781588	3781598	+	0.000	0.000	Merged-chr12-3781537-41
NR39118--MA0740.1.KLF14	chr3	65352867	65352880	-	0.000	0.000	Merged-chr3-65352895-35
NR32430--MA0740.1.KLF14	chr19	47464460	47464473	-	0.000	0.000	Merged-chr19-47464349-56
NR38523--MA0493.1.Klf1	chr3	19459143	19459153	-	0.000	0.000	Merged-chr3-19459037-66
NR13148--MA0599.1.KLF5	chr12	12302020	12302029	+	0.000	0.000	Merged-chr12-12302009-51
NR28157--MA0493.1.Klf1	chr17	70848973	70848983	-	0.000	0.000	Merged-chr17-70849129-6
NR65054--MA0599.1.KLF5	chr9	77954653	77954662	-	0.000	0.000	Merged-chr9-77954587-30
NR37586--MA0599.1.KLF5	chr2	165982673	165982682	+	0.000	0.000	Merged-chr2-165982856-79
NR45346--MA0740.1.KLF14	chr4	134704303	134704316	+	0.000	0.000	Merged-chr4-134704159-76
NR65035--MA1107.1.KLF9	chr9	77456718	77456730	+	0.000	0.000	Merged-chr9-77456588-28
NR38635--MA0493.1.Klf1	chr3	27984086	27984096	-	0.000	0.000	Merged-chr3-27984101-47
NR2780--MA0599.1.KLF5	chr1	153740303	153740312	+	0.000	0.000	Merged-chr1-153740161-56
NR29767--MA0741.1.KLF16	chr18	54992554	54992564	-	0.000	0.000	Merged-chr18-54992765-44
NR57082--MA0493.1.Klf1	chr7	75397629	75397639	+	0.000	0.000	Merged-chr7-75397713-20
NR47383--MA0493.1.Klf1	chr5	34637179	34637189	+	0.000	0.000	Merged-chr5-34637135-1
NR5185--MA0741.1.KLF16	chr10	26373330	26373340	+	0.000	0.000	Merged-chr10-26373188-33
NR19985--MA0740.1.KLF14	chr14	73377969	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR35600--MA0741.1.KLF16	chr2	106194368	106194378	+	0.000	0.000	Merged-chr2-106194531-13
NR21800--MA0599.1.KLF5	chr15	62265627	62265636	-	0.000	0.000	Merged-chr15-62265620-25
NR10639--MA0741.1.KLF16	chr11	74443988	74443998	+	0.000	0.000	Merged-chr11-74444076-12
NR54126--MA0493.1.Klf1	chr6	128334913	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR49099--MA0741.1.KLF16	chr5	110343024	110343034	-	0.000	0.000	Merged-chr5-110342964-29
NR14215--MA0493.1.Klf1	chr12	82166464	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR59509--MA0742.1.Klf12	chr7	139978767	139978781	-	0.000	0.000	Merged-chr7-139978703-39
NR45041--MA0740.1.KLF14	chr4	131696142	131696155	-	0.000	0.000	Merged-chr4-131696229-22
NR29742--MA0742.1.Klf12	chr18	53801706	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR37913--MA0599.1.KLF5	chr2	170055614	170055623	-	0.000	0.000	Merged-chr2-170055593-21
NR33030--MA0741.1.KLF16	chr2	6872688	6872698	-	0.000	0.000	Merged-chr2-6872514-89
NR59825--MA0657.1.KLF13	chr8	3205091	3205108	-	0.000	0.000	Merged-chr8-3205181-19
NR52607--MA0741.1.KLF16	chr6	72391044	72391054	-	0.000	0.000	Merged-chr6-72391108-3
NR67346--MA0599.1.KLF5	chrX	48314739	48314748	+	0.000	0.000	Merged-chrX-48314836-34
NR301--MA0741.1.KLF16	chr1	34831628	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR5954--MA0742.1.Klf12	chr10	68137563	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR15676--MA1107.1.KLF9	chr13	13492086	13492098	+	0.000	0.000	Merged-chr13-13492146-24
NR33901--MA0740.1.KLF14	chr2	33887488	33887501	-	0.000	0.000	Merged-chr2-33887388-77
NR62473--MA1107.1.KLF9	chr8	115826667	115826679	-	0.000	0.000	Merged-chr8-115826691-38
NR16315--MA0599.1.KLF5	chr13	48878794	48878803	+	0.000	0.000	Merged-chr13-48878705-53
NR66180--MA0599.1.KLF5	chr9	111439062	111439071	-	0.000	0.000	Merged-chr9-111439119-15
NR60741--MA1107.1.KLF9	chr8	57503828	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR11321--MA1107.1.KLF9	chr11	88595766	88595778	+	0.000	0.000	Merged-chr11-88595910-28
NR44503--MA0741.1.KLF16	chr4	120731131	120731141	-	0.000	0.000	Merged-chr4-120731377-66
NR5480--MA0740.1.KLF14	chr10	43706477	43706490	-	0.000	0.000	Merged-chr10-43706280-54
NR61760--MA0740.1.KLF14	chr8	88604240	88604253	-	0.000	0.000	Merged-chr8-88604204-17
NR7320--MA0741.1.KLF16	chr10	94087495	94087505	+	0.000	0.000	Merged-chr10-94087553-20
NR67350--MA0493.1.Klf1	chrX	48314738	48314748	+	0.000	0.000	Merged-chrX-48314836-34
NR52528--MA1107.1.KLF9	chr6	70103426	70103438	+	0.000	0.000	Merged-chr6-70103466-27
NR43901--MA0741.1.KLF16	chr4	101419688	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR33687--MA1107.1.KLF9	chr2	30469937	30469949	+	0.000	0.000	Merged-chr2-30470096-26
NR66149--MA0740.1.KLF14	chr9	110732744	110732757	-	0.000	0.000	Merged-chr9-110732795-38
NR62870--MA0741.1.KLF16	chr8	122769455	122769465	-	0.000	0.000	Merged-chr8-122769435-21
NR18666--MA0741.1.KLF16	chr14	18893807	18893817	+	0.000	0.000	Merged-chr14-18893829-80
NR25009--MA0493.1.Klf1	chr16	76357373	76357383	+	0.000	0.000	Merged-chr16-76357413-27
NR28879--MA0599.1.KLF5	chr17	88509221	88509230	+	0.000	0.000	Merged-chr17-88509228-29
NR9192--MA0599.1.KLF5	chr11	23124560	23124569	+	0.000	0.000	Merged-chr11-23124595-33
NR33261--MA0741.1.KLF16	chr2	19715775	19715785	+	0.000	0.000	Merged-chr2-19715961-49
NR2929--MA0740.1.KLF14	chr1	156522399	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR46414--MA1107.1.KLF9	chr4	152247311	152247323	-	0.000	0.000	Merged-chr4-152247398-23
NR51811--MA0599.1.KLF5	chr6	34938572	34938581	-	0.000	0.000	Merged-chr6-34938506-48
NR57507--MA0039.3.KLF4	chr7	89842219	89842229	-	0.000	0.000	Merged-chr7-89842093-31
NR54727--MA0599.1.KLF5	chr6	143115727	143115736	+	0.000	0.000	Merged-chr6-143115547-2
NR9285--MA1107.1.KLF9	chr11	29373591	29373603	-	0.000	0.000	Merged-chr11-29373741-75
NR62282--MA0599.1.KLF5	chr8	110079671	110079680	-	0.000	0.000	Merged-chr8-110079856-46
NR29836--MA0740.1.KLF14	chr18	56621015	56621028	-	0.000	0.000	Merged-chr18-56620960-32
NR25908--MA0741.1.KLF16	chr17	8525167	8525177	-	0.000	0.000	Merged-chr17-8525059-23
NR17432--MA0599.1.KLF5	chr13	94144784	94144793	-	0.000	0.000	Merged-chr13-94144726-31
NR37138--MA1107.1.KLF9	chr2	155775833	155775845	-	0.000	0.000	Merged-chr2-155775687-14
NR61949--MA0599.1.KLF5	chr8	95534061	95534070	+	0.000	0.000	Merged-chr8-95534115-30
NR5952--MA0599.1.KLF5	chr10	68137468	68137477	+	0.000	0.000	Merged-chr10-68137569-23
NR42526--MA0599.1.KLF5	chr4	32560430	32560439	+	0.000	0.000	Merged-chr4-32560610-21
NR46867--MA0493.1.Klf1	chr5	20792238	20792248	-	0.000	0.000	Merged-chr5-20792282-29
NR30199--MA0493.1.Klf1	chr18	66502014	66502024	-	0.000	0.000	Merged-chr18-66502099-22
NR10945--MA0741.1.KLF16	chr11	79660664	79660674	-	0.000	0.000	Merged-chr11-79660589-44
NR61053--MA0493.1.Klf1	chr8	70619089	70619099	+	0.000	0.000	Merged-chr8-70619084-21
NR67605--MA0741.1.KLF16	chrX	78582999	78583009	+	0.000	0.000	Merged-chrX-78582996-2
NR3258--MA0741.1.KLF16	chr1	165091991	165092001	+	0.000	0.000	Merged-chr1-165091937-36
NR54322--MA0741.1.KLF16	chr6	134425245	134425255	+	0.000	0.000	Merged-chr6-134425334-10
NR6386--MA0742.1.Klf12	chr10	78372831	78372845	+	0.000	0.000	Merged-chr10-78372862-56
NR29297--MA0493.1.Klf1	chr18	32311871	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR45348--MA0599.1.KLF5	chr4	134704288	134704297	+	0.000	0.000	Merged-chr4-134704159-76
NR57361--MA0599.1.KLF5	chr7	81454607	81454616	+	0.000	0.000	Merged-chr7-81454544-19
NR15257--MA0599.1.KLF5	chr12	112629101	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR50806--MA0493.1.Klf1	chr5	140944722	140944732	-	0.000	0.000	Merged-chr5-140944857-24
NR21428--MA0742.1.Klf12	chr15	36727837	36727851	+	0.000	0.000	Merged-chr15-36727812-56
NR25823--MA0740.1.KLF14	chr17	6961215	6961228	+	0.000	0.000	Merged-chr17-6961334-74
NR29996--MA0599.1.KLF5	chr18	61638023	61638032	-	0.000	0.000	Merged-chr18-61638222-61
NR53691--MA0599.1.KLF5	chr6	116682496	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR45650--MA0741.1.KLF16	chr4	138262443	138262453	+	0.000	0.000	Merged-chr4-138262353-56
NR8881--MA0741.1.KLF16	chr11	4390658	4390668	-	0.000	0.000	Merged-chr11-4390804-16
NR23680--MA0493.1.Klf1	chr16	11526651	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR51601--MA0599.1.KLF5	chr6	22330477	22330486	-	0.000	0.000	Merged-chr6-22330722-48
NR52261--MA0599.1.KLF5	chr6	53778928	53778937	-	0.000	0.000	Merged-chr6-53778855-8
NR13838--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR23208--MA0741.1.KLF16	chr15	99223646	99223656	-	0.000	0.000	Merged-chr15-99223705-10
NR4624--MA1107.1.KLF9	chr1	193146636	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR9515--MA0599.1.KLF5	chr11	46275404	46275413	-	0.000	0.000	Merged-chr11-46275497-31
NR16150--MA0599.1.KLF5	chr13	41773944	41773953	-	0.000	0.000	Merged-chr13-41774048-23
NR5190--MA1107.1.KLF9	chr10	26373340	26373352	+	0.000	0.000	Merged-chr10-26373188-33
NR35599--MA0741.1.KLF16	chr2	106194367	106194377	+	0.000	0.000	Merged-chr2-106194531-13
NR43731--MA0741.1.KLF16	chr4	89008629	89008639	-	0.000	0.000	Merged-chr4-89008819-38
NR31844--MA0741.1.KLF16	chr19	31198631	31198641	+	0.000	0.000	Merged-chr19-31198738-18
NR54320--MA0599.1.KLF5	chr6	134425245	134425254	+	0.000	0.000	Merged-chr6-134425334-10
NR15256--MA0742.1.Klf12	chr12	112629097	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR56915--MA1107.1.KLF9	chr7	64012070	64012082	-	0.000	0.000	Merged-chr7-64011985-78
NR2690--MA0039.3.KLF4	chr1	151125222	151125232	+	0.000	0.000	Merged-chr1-151125310-30
NR63143--MA1107.1.KLF9	chr8	126699188	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR54301--MA1107.1.KLF9	chr6	134183957	134183969	+	0.000	0.000	Merged-chr6-134184108-53
NR14265--MA0741.1.KLF16	chr12	84114566	84114576	-	0.000	0.000	Merged-chr12-84114389-28
NR33071--MA0599.1.KLF5	chr2	10825983	10825992	+	0.000	0.000	Merged-chr2-10825844-43
NR63810--MA1107.1.KLF9	chr9	37236222	37236234	-	0.000	0.000	Merged-chr9-37236124-32
NR49720--MA1107.1.KLF9	chr5	122209816	122209828	+	0.000	0.000	Merged-chr5-122209892-38
NR5925--MA0742.1.Klf12	chr10	67698005	67698019	+	0.000	0.000	Merged-chr10-67697981-39
NR25829--MA0493.1.Klf1	chr17	6961316	6961326	-	0.000	0.000	Merged-chr17-6961334-74
NR45044--MA0599.1.KLF5	chr4	131696252	131696261	+	0.000	0.000	Merged-chr4-131696229-22
NR53696--MA0599.1.KLF5	chr6	116682513	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR13439--MA0740.1.KLF14	chr12	33220653	33220666	+	0.000	0.000	Merged-chr12-33220672-27
NR61287--MA0741.1.KLF16	chr8	76902242	76902252	+	0.000	0.000	Merged-chr8-76902143-41
NR13896--MA0740.1.KLF14	chr12	71577479	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR62077--MA0599.1.KLF5	chr8	105279283	105279292	-	0.000	0.000	Merged-chr8-105279164-33
NR42567--MA0599.1.KLF5	chr4	34551670	34551679	-	0.000	0.000	Merged-chr4-34551500-9
NR51931--MA0039.3.KLF4	chr6	41177286	41177296	+	0.000	0.000	Merged-chr6-41177322-23
NR1436--MA0742.1.Klf12	chr1	87847397	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR37851--MA0493.1.Klf1	chr2	168741429	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR6356--MA0039.3.KLF4	chr10	78043593	78043603	-	0.000	0.000	Merged-chr10-78043612-31
NR47608--MA0740.1.KLF14	chr5	52618416	52618429	+	0.000	0.000	Merged-chr5-52618672-42
NR26860--MA1107.1.KLF9	chr17	31753548	31753560	+	0.000	0.000	Merged-chr17-31753653-23
NR36005--MA0740.1.KLF14	chr2	122765299	122765312	-	0.000	0.000	Merged-chr2-122765389-48
NR16235--MA0493.1.Klf1	chr13	44088994	44089004	-	0.000	0.000	Merged-chr13-44088979-30
NR41109--MA1107.1.KLF9	chr3	132791414	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR43727--MA0039.3.KLF4	chr4	88912396	88912406	-	0.000	0.000	Merged-chr4-88912378-27
NR15098--MA0741.1.KLF16	chr12	109067991	109068001	+	0.000	0.000	Merged-chr12-109068052-48
NR11853--MA0741.1.KLF16	chr11	100622944	100622954	+	0.000	0.000	Merged-chr11-100622972-47
NR52256--MA1107.1.KLF9	chr6	53455548	53455560	+	0.000	0.000	Merged-chr6-53455637-20
NR63815--MA1107.1.KLF9	chr9	37236232	37236244	-	0.000	0.000	Merged-chr9-37236124-32
NR13421--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR63322--MA0742.1.Klf12	chr9	8042871	8042885	-	0.000	0.000	Merged-chr9-8042887-59
NR56710--MA0493.1.Klf1	chr7	48137406	48137416	+	0.000	0.000	Merged-chr7-48137318-1
NR49269--MA0493.1.Klf1	chr5	113164890	113164900	+	0.000	0.000	Merged-chr5-113165071-16
NR32751--MA0493.1.Klf1	chr19	57882082	57882092	+	0.000	0.000	Merged-chr19-57882261-17
NR7304--MA0741.1.KLF16	chr10	93868528	93868538	+	0.000	0.000	Merged-chr10-93868549-34
NR41010--MA0039.3.KLF4	chr3	130894553	130894563	-	0.000	0.000	Merged-chr3-130894407-22
NR17030--MA0599.1.KLF5	chr13	73685715	73685724	+	0.000	0.000	Merged-chr13-73685774-26
NR21093--MA1107.1.KLF9	chr15	8589751	8589763	+	0.000	0.000	Merged-chr15-8589819-27
NR41485--MA1107.1.KLF9	chr3	143379403	143379415	+	0.000	0.000	Merged-chr3-143379316-24
NR31456--MA0741.1.KLF16	chr19	10688771	10688781	-	0.000	0.000	Merged-chr19-10688915-74
NR29839--MA0741.1.KLF16	chr18	56621017	56621027	-	0.000	0.000	Merged-chr18-56620960-32
NR46170--MA0599.1.KLF5	chr4	149282622	149282631	+	0.000	0.000	Merged-chr4-149282639-35
NR5522--MA1107.1.KLF9	chr10	44444022	44444034	-	0.000	0.000	Merged-chr10-44443949-54
NR41239--MA1107.1.KLF9	chr3	135579489	135579501	-	0.000	0.000	Merged-chr3-135579457-44
NR18693--MA0741.1.KLF16	chr14	20035058	20035068	-	0.000	0.000	Merged-chr14-20035070-51
NR5634--MA1107.1.KLF9	chr10	58480172	58480184	-	0.000	0.000	Merged-chr10-58480234-23
