#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR41495--MA0742.1.Klf12	chr3	94886971	94886985	+	0.000	0.000	Merged-chr3-94886845-57
NR62691--MA0039.3.KLF4	chr8	33897362	33897372	-	0.000	0.000	Merged-chr8-33897306-17
NR30788--MA0740.1.KLF14	chr18	39141853	39141866	-	0.000	0.000	Merged-chr18-39141814-16
NR62630--MA0741.1.KLF16	chr8	27120707	27120717	+	0.000	0.000	Merged-chr8-27120765-34
NR65687--MA0741.1.KLF16	chr9	21167778	21167788	+	0.000	0.000	Merged-chr9-21167831-1
NR3995--MA0599.1.KLF5	chr1	182537331	182537340	+	0.000	0.000	Merged-chr1-182537225-11
NR408--MA0493.1.Klf1	chr1	37469424	37469434	-	0.000	0.000	Merged-chr1-37469260-14
NR10421--MA0741.1.KLF16	chr11	69366859	69366869	+	0.000	0.000	Merged-chr11-69366832-87
NR42995--MA0599.1.KLF5	chr3	135417974	135417983	+	0.000	0.000	Merged-chr3-135417903-41
NR68519--MA0039.3.KLF4	chr9	109863271	109863281	-	0.000	0.000	Merged-chr9-109863307-1
NR3994--MA0742.1.Klf12	chr1	182537330	182537344	+	0.000	0.000	Merged-chr1-182537225-11
NR55698--MA0741.1.KLF16	chr6	117890464	117890474	-	0.000	0.000	Merged-chr6-117890433-39
NR20181--MA0493.1.Klf1	chr14	54146702	54146712	+	0.000	0.000	Merged-chr14-54146707-32
NR62912--MA0493.1.Klf1	chr8	46654713	46654723	+	0.000	0.000	Merged-chr8-46654782-26
NR44475--MA0741.1.KLF16	chr4	41348055	41348065	+	0.000	0.000	Merged-chr4-41348000-22
NR12889--MA0741.1.KLF16	chr11	116624293	116624303	-	0.000	0.000	Merged-chr11-116624122-60
NR39326--MA1107.1.KLF9	chr2	167680327	167680339	-	0.000	0.000	Merged-chr2-167680290-50
NR7445--MA1107.1.KLF9	chr10	93126287	93126299	-	0.000	0.000	Merged-chr10-93126298-4
NR6392--MA0599.1.KLF5	chr10	76033171	76033180	+	0.000	0.000	Merged-chr10-76033282-2
NR30789--MA0657.1.KLF13	chr18	39141850	39141867	-	0.000	0.000	Merged-chr18-39141814-16
NR27811--MA0599.1.KLF5	chr17	28488304	28488313	+	0.000	0.000	Merged-chr17-28488439-21
NR42208--MA0741.1.KLF16	chr3	109456514	109456524	-	0.000	0.000	Merged-chr3-109456576-4
NR7316--MA0493.1.Klf1	chr10	88732261	88732271	+	0.000	0.000	Merged-chr10-88732383-10
NR29654--MA1107.1.KLF9	chr17	80061424	80061436	+	0.000	0.000	Merged-chr17-80061553-1
NR28332--MA0493.1.Klf1	chr17	36023774	36023784	-	0.000	0.000	Merged-chr17-36023858-33
NR53426--MA0493.1.Klf1	chr6	8632593	8632603	+	0.000	0.000	Merged-chr6-8632721-45
NR42273--MA0742.1.Klf12	chr3	114890042	114890056	+	0.000	0.000	Merged-chr3-114889987-14
NR2685--MA0039.3.KLF4	chr1	151083936	151083946	-	0.000	0.000	Merged-chr1-151084034-24
NR51036--MA0493.1.Klf1	chr5	113994154	113994164	+	0.000	0.000	Merged-chr5-113994160-2
NR65148--MA0741.1.KLF16	chr8	122917783	122917793	+	0.000	0.000	Merged-chr8-122917932-59
NR23289--MA0741.1.KLF16	chr15	78475758	78475768	-	0.000	0.000	Merged-chr15-78475824-65
NR57915--MA1107.1.KLF9	chr7	16891758	16891770	+	0.000	0.000	Merged-chr7-16891959-60
NR13010--MA0599.1.KLF5	chr11	117825868	117825877	-	0.000	0.000	Merged-chr11-117825821-14
NR45763--MA0741.1.KLF16	chr4	101235199	101235209	+	0.000	0.000	Merged-chr4-101235092-24
NR32--MA0742.1.Klf12	chr1	7455103	7455117	+	0.000	0.000	Merged-chr1-7455103-17
NR28336--MA0039.3.KLF4	chr17	36023793	36023803	+	0.000	0.000	Merged-chr17-36023858-33
NR57907--MA0493.1.Klf1	chr7	16891717	16891727	+	0.000	0.000	Merged-chr7-16891959-60
NR41159--MA0599.1.KLF5	chr3	84772125	84772134	-	0.000	0.000	Merged-chr3-84772067-31
NR871--MA0599.1.KLF5	chr1	59923118	59923127	+	0.000	0.000	Merged-chr1-59923331-34
NR29773--MA0742.1.Klf12	chr17	83634501	83634515	+	0.000	0.000	Merged-chr17-83634380-4
NR61537--MA0493.1.Klf1	chr7	132772647	132772657	-	0.000	0.000	Merged-chr7-132772585-7
NR55325--MA0599.1.KLF5	chr6	108309886	108309895	+	0.000	0.000	Merged-chr6-108309702-1
NR20317--MA0493.1.Klf1	chr14	56293348	56293358	-	0.000	0.000	Merged-chr14-56293381-8
NR12246--MA0039.3.KLF4	chr11	104538437	104538447	+	0.000	0.000	Merged-chr11-104538419-8
NR37965--MA0742.1.Klf12	chr2	139671565	139671579	-	0.000	0.000	Merged-chr2-139671820-32
NR37676--MA1107.1.KLF9	chr2	128878966	128878978	+	0.000	0.000	Merged-chr2-128879047-18
NR10533--MA0493.1.Klf1	chr11	70622565	70622575	-	0.000	0.000	Merged-chr11-70622499-26
NR45540--MA1107.1.KLF9	chr4	89359533	89359545	-	0.000	0.000	Merged-chr4-89359690-21
NR26279--MA0742.1.Klf12	chr16	87746840	87746854	-	0.000	0.000	Merged-chr16-87746947-32
NR58061--MA1107.1.KLF9	chr7	19665133	19665145	+	0.000	0.000	Merged-chr7-19665223-91
NR44133--MA0741.1.KLF16	chr4	8913758	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR47954--MA0599.1.KLF5	chr4	149664344	149664353	+	0.000	0.000	Merged-chr4-149664202-47
NR65149--MA1107.1.KLF9	chr8	122917782	122917794	+	0.000	0.000	Merged-chr8-122917932-59
NR23284--MA0740.1.KLF14	chr15	78475756	78475769	-	0.000	0.000	Merged-chr15-78475824-65
NR12641--MA1107.1.KLF9	chr11	113187328	113187340	+	0.000	0.000	Merged-chr11-113187180-1
NR14781--MA0742.1.Klf12	chr12	86800990	86801004	-	0.000	0.000	Merged-chr12-86801088-15
NR55696--MA0039.3.KLF4	chr6	117890463	117890473	-	0.000	0.000	Merged-chr6-117890433-39
NR54075--MA0599.1.KLF5	chr6	48706253	48706262	+	0.000	0.000	Merged-chr6-48706289-36
NR65013--MA0740.1.KLF14	chr8	121573581	121573594	+	0.000	0.000	Merged-chr8-121573521-19
NR27450--MA0493.1.Klf1	chr17	24084756	24084766	+	0.000	0.000	Merged-chr17-24084802-20
NR25408--MA0741.1.KLF16	chr16	33053322	33053332	+	0.000	0.000	Merged-chr16-33053250-22
NR2684--MA0599.1.KLF5	chr1	151083938	151083947	-	0.000	0.000	Merged-chr1-151084034-24
NR7008--MA0741.1.KLF16	chr10	81659619	81659629	-	0.000	0.000	Merged-chr10-81659727-10
NR35201--MA0741.1.KLF16	chr2	30827613	30827623	+	0.000	0.000	Merged-chr2-30827687-7
NR58053--MA0741.1.KLF16	chr7	19665038	19665048	+	0.000	0.000	Merged-chr7-19665223-91
NR42206--MA0741.1.KLF16	chr3	109456512	109456522	-	0.000	0.000	Merged-chr3-109456576-4
NR10251--MA0740.1.KLF14	chr11	62574427	62574440	+	0.000	0.000	Merged-chr11-62574522-33
NR41518--MA0493.1.Klf1	chr3	95142283	95142293	+	0.000	0.000	Merged-chr3-95142160-103
NR45769--MA0039.3.KLF4	chr4	101235220	101235230	+	0.000	0.000	Merged-chr4-101235092-24
NR56009--MA0599.1.KLF5	chr6	124782732	124782741	+	0.000	0.000	Merged-chr6-124782672-28
NR29653--MA0599.1.KLF5	chr17	80061425	80061434	+	0.000	0.000	Merged-chr17-80061553-1
NR2692--MA1107.1.KLF9	chr1	151083944	151083956	-	0.000	0.000	Merged-chr1-151084034-24
NR15147--MA0599.1.KLF5	chr12	100901128	100901137	+	0.000	0.000	Merged-chr12-100901378-37
NR25190--MA0493.1.Klf1	chr16	22265996	22266006	+	0.000	0.000	Merged-chr16-22266085-1
NR23285--MA0657.1.KLF13	chr15	78475753	78475770	-	0.000	0.000	Merged-chr15-78475824-65
NR28335--MA0599.1.KLF5	chr17	36023792	36023801	+	0.000	0.000	Merged-chr17-36023858-33
NR20179--MA1107.1.KLF9	chr14	53795321	53795333	-	0.000	0.000	Merged-chr14-53795361-42
NR28334--MA1107.1.KLF9	chr17	36023772	36023784	-	0.000	0.000	Merged-chr17-36023858-33
NR35202--MA0742.1.Klf12	chr2	30827726	30827740	+	0.000	0.000	Merged-chr2-30827687-7
NR9622--MA0742.1.Klf12	chr11	46462211	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR6372--MA0493.1.Klf1	chr10	75643003	75643013	+	0.000	0.000	Merged-chr10-75643156-15
NR7121--MA1107.1.KLF9	chr10	83733821	83733833	-	0.000	0.000	Merged-chr10-83733897-13
