#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed
NR2989--MA0501.1.MAF::NFE2	chr12	40009997	40010011	+	0.000	0.000	Merged-chr12-40010101-23
NR2480--MA0117.2.Mafb	chr11	64116882	64116893	+	0.000	0.000	Merged-chr11-64116814-48
NR3136--MA0089.1.MAFG::NFE2L1	chr12	79437189	79437194	+	0.000	0.000	Merged-chr12-79437240-16
NR2328--MA0117.2.Mafb	chr11	43703810	43703821	-	0.000	0.000	Merged-chr11-43703862-10
NR6233--MA0496.2.MAFK	chr17	26572480	26572498	+	0.000	0.000	Merged-chr17-26572396-49
NR6900--MA0496.2.MAFK	chr18	62921995	62922013	+	0.000	0.000	Merged-chr18-62921831-1
NR11375--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR2584--MA0089.1.MAFG::NFE2L1	chr11	83640473	83640478	-	0.000	0.000	Merged-chr11-83640282-44
NR4223--MA0591.1.Bach1::Mafk	chr13	113168629	113168643	+	0.000	0.000	Merged-chr13-113168484-63
NR14146--MA0089.1.MAFG::NFE2L1	chr9	21610004	21610009	-	0.000	0.000	Merged-chr9-21610100-42
NR4078--MA0089.1.MAFG::NFE2L1	chr13	101664126	101664131	-	0.000	0.000	Merged-chr13-101664276-40
NR1379--MA0089.1.MAFG::NFE2L1	chr10	20281670	20281675	-	0.000	0.000	Merged-chr10-20281832-45
NR6373--MA0591.1.Bach1::Mafk	chr17	47598366	47598380	-	0.000	0.000	Merged-chr17-47598322-32
NR3866--MA0501.1.MAF::NFE2	chr13	60897577	60897591	-	0.000	0.000	Merged-chr13-60897577-48
NR3410--MA0089.1.MAFG::NFE2L1	chr12	112699369	112699374	+	0.000	0.000	Merged-chr12-112699364-12
NR11245--MA0089.1.MAFG::NFE2L1	chr5	112488431	112488436	-	0.000	0.000	Merged-chr5-112488536-19
NR5206--MA0089.1.MAFG::NFE2L1	chr15	58649984	58649989	-	0.000	0.000	Merged-chr15-58650001-42
NR11671--MA0501.1.MAF::NFE2	chr6	40891075	40891089	+	0.000	0.000	Merged-chr6-40891354-82
NR4855--MA0496.2.MAFK	chr14	99266002	99266020	-	0.000	0.000	Merged-chr14-99266048-28
NR13323--MA0117.2.Mafb	chr7	140214131	140214142	+	0.000	0.000	Merged-chr7-140214082-44
NR3698--MA0591.1.Bach1::Mafk	chr13	37783915	37783929	+	0.000	0.000	Merged-chr13-37783892-22
NR7494--MA0495.2.MAFF	chr2	12406862	12406882	-	0.000	0.000	Merged-chr2-12406910-25
NR9136--MA0089.1.MAFG::NFE2L1	chr3	88491378	88491383	+	0.000	0.000	Merged-chr3-88491281-8
NR1075--MA0089.1.MAFG::NFE2L1	chr1	180387643	180387648	-	0.000	0.000	Merged-chr1-180387589-46
NR5652--MA0659.1.MAFG	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR6388--MA0117.2.Mafb	chr17	50094214	50094225	+	0.000	0.000	Merged-chr17-50094346-48
NR6074--MA0591.1.Bach1::Mafk	chr16	95168392	95168406	+	0.000	0.000	Merged-chr16-95168544-53
NR10094--MA0659.1.MAFG	chr4	89351107	89351127	+	0.000	0.000	Merged-chr4-89351221-94
NR12650--MA0089.1.MAFG::NFE2L1	chr7	30909687	30909692	-	0.000	0.000	Merged-chr7-30909899-34
NR11936--MA0089.1.MAFG::NFE2L1	chr6	86600194	86600199	+	0.000	0.000	Merged-chr6-86600149-54
NR15044--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR11120--MA0591.1.Bach1::Mafk	chr5	100635289	100635303	+	0.000	0.000	Merged-chr5-100635444-18
NR4612--MA0591.1.Bach1::Mafk	chr14	54653744	54653758	+	0.000	0.000	Merged-chr14-54653650-39
NR7251--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR8886--MA0089.1.MAFG::NFE2L1	chr3	37606061	37606066	+	0.000	0.000	Merged-chr3-37605967-27
NR5764--MA0117.2.Mafb	chr16	50632883	50632894	-	0.000	0.000	Merged-chr16-50633027-57
NR6498--MA0496.2.MAFK	chr17	71192186	71192204	-	0.000	0.000	Merged-chr17-71192022-46
NR14221--MA0659.1.MAFG	chr9	37576871	37576891	-	0.000	0.000	Merged-chr9-37576736-24
NR1651--MA0089.1.MAFG::NFE2L1	chr10	68512603	68512608	-	0.000	0.000	Merged-chr10-68512591-23
NR14691--MA0659.1.MAFG	chr9	114787911	114787931	+	0.000	0.000	Merged-chr9-114787935-34
NR6713--MA0496.2.MAFK	chr18	23828828	23828846	+	0.000	0.000	Merged-chr18-23828715-22
NR2291--MA0089.1.MAFG::NFE2L1	chr11	34036604	34036609	-	0.000	0.000	Merged-chr11-34036500-33
NR7839--MA0501.1.MAF::NFE2	chr2	69415266	69415280	+	0.000	0.000	Merged-chr2-69415236-25
NR7479--MA0089.1.MAFG::NFE2L1	chr2	9867583	9867588	-	0.000	0.000	Merged-chr2-9867507-76
NR4635--MA0591.1.Bach1::Mafk	chr14	59553428	59553442	+	0.000	0.000	Merged-chr14-59553394-22
NR1508--MA0591.1.Bach1::Mafk	chr10	44434868	44434882	+	0.000	0.000	Merged-chr10-44434814-22
NR11617--MA0495.2.MAFF	chr6	29827423	29827443	+	0.000	0.000	Merged-chr6-29827502-39
NR2660--MA0591.1.Bach1::Mafk	chr11	97728509	97728523	-	0.000	0.000	Merged-chr11-97728662-57
NR13033--MA0659.1.MAFG	chr7	108954452	108954472	-	0.000	0.000	Merged-chr7-108954427-29
NR14230--MA0117.2.Mafb	chr9	38728387	38728398	-	0.000	0.000	Merged-chr9-38728411-36
NR2573--MA0501.1.MAF::NFE2	chr11	80785938	80785952	+	0.000	0.000	Merged-chr11-80785938-31
NR7188--MA0089.1.MAFG::NFE2L1	chr19	10747889	10747894	-	0.000	0.000	Merged-chr19-10747819-69
NR12610--MA0117.2.Mafb	chr7	19946079	19946090	-	0.000	0.000	Merged-chr7-19946114-52
NR13143--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	-	0.000	0.000	Merged-chr7-119861539-102
NR12295--MA0495.2.MAFF	chr6	129406125	129406145	+	0.000	0.000	Merged-chr6-129406250-15
NR2603--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR12485--MA0089.1.MAFG::NFE2L1	chr6	145257188	145257193	-	0.000	0.000	Merged-chr6-145256997-16
NR10220--MA0117.2.Mafb	chr4	106935350	106935361	-	0.000	0.000	Merged-chr4-106935357-64
NR7837--MA0117.2.Mafb	chr2	69415269	69415280	-	0.000	0.000	Merged-chr2-69415236-25
NR5438--MA0117.2.Mafb	chr15	99009003	99009014	+	0.000	0.000	Merged-chr15-99008995-43
NR10097--MA0496.2.MAFK	chr4	89351108	89351126	+	0.000	0.000	Merged-chr4-89351221-94
NR527--MA0659.1.MAFG	chr1	95573349	95573369	-	0.000	0.000	Merged-chr1-95573255-46
NR4225--MA0496.2.MAFK	chr13	113168627	113168645	+	0.000	0.000	Merged-chr13-113168484-63
NR14657--MA0089.1.MAFG::NFE2L1	chr9	111047388	111047393	-	0.000	0.000	Merged-chr9-111047494-21
NR4181--MA0501.1.MAF::NFE2	chr13	109843231	109843245	-	0.000	0.000	Merged-chr13-109843139-39
NR2501--MA0089.1.MAFG::NFE2L1	chr11	70005735	70005740	+	0.000	0.000	Merged-chr11-70005839-25
NR9910--MA0089.1.MAFG::NFE2L1	chr4	48268011	48268016	-	0.000	0.000	Merged-chr4-48268039-50
NR847--MA0496.2.MAFK	chr1	153288165	153288183	-	0.000	0.000	Merged-chr1-153288080-22
NR9130--MA0089.1.MAFG::NFE2L1	chr3	87846942	87846947	+	0.000	0.000	Merged-chr3-87846918-77
NR526--MA0501.1.MAF::NFE2	chr1	95573070	95573084	-	0.000	0.000	Merged-chr1-95573255-46
NR7609--MA0117.2.Mafb	chr2	32715337	32715348	+	0.000	0.000	Merged-chr2-32715137-51
NR5212--MA0496.2.MAFK	chr15	58655207	58655225	-	0.000	0.000	Merged-chr15-58655104-54
NR10471--MA0117.2.Mafb	chr4	144906688	144906699	-	0.000	0.000	Merged-chr4-144906777-28
NR890--MA0089.1.MAFG::NFE2L1	chr1	156459786	156459791	+	0.000	0.000	Merged-chr1-156459929-41
NR6898--MA0495.2.MAFF	chr18	62921994	62922014	-	0.000	0.000	Merged-chr18-62921831-1
NR1384--MA0089.1.MAFG::NFE2L1	chr10	21235327	21235332	-	0.000	0.000	Merged-chr10-21235492-49
NR6231--MA0495.2.MAFF	chr17	26572479	26572499	-	0.000	0.000	Merged-chr17-26572396-49
NR8603--MA0089.1.MAFG::NFE2L1	chr2	166264884	166264889	+	0.000	0.000	Merged-chr2-166264997-23
NR8793--MA0089.1.MAFG::NFE2L1	chr3	9853200	9853205	+	0.000	0.000	Merged-chr3-9853322-69
NR10219--MA0495.2.MAFF	chr4	106935341	106935361	-	0.000	0.000	Merged-chr4-106935357-64
NR1686--MA0089.1.MAFG::NFE2L1	chr10	76542916	76542921	+	0.000	0.000	Merged-chr10-76543066-52
NR11250--MA0089.1.MAFG::NFE2L1	chr5	114041780	114041785	-	0.000	0.000	Merged-chr5-114041714-24
NR12470--MA0591.1.Bach1::Mafk	chr6	144670521	144670535	-	0.000	0.000	Merged-chr6-144670724-72
NR13614--MA0495.2.MAFF	chr8	72285427	72285447	+	0.000	0.000	Merged-chr8-72285397-19
NR7410--MA0496.2.MAFK	chr19	56647499	56647517	-	0.000	0.000	Merged-chr19-56647541-17
NR6557--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR12414--MA0117.2.Mafb	chr6	140521098	140521109	+	0.000	0.000	Merged-chr6-140520867-44
NR1858--MA0591.1.Bach1::Mafk	chr10	94021250	94021264	-	0.000	0.000	Merged-chr10-94021256-59
NR12870--MA0089.1.MAFG::NFE2L1	chr7	81179674	81179679	+	0.000	0.000	Merged-chr7-81179607-41
NR7312--MA0501.1.MAF::NFE2	chr19	34582987	34583001	+	0.000	0.000	Merged-chr19-34583205-74
NR4106--MA0089.1.MAFG::NFE2L1	chr13	103412676	103412681	-	0.000	0.000	Merged-chr13-103412841-15
NR5027--MA0117.2.Mafb	chr15	6555772	6555783	-	0.000	0.000	Merged-chr15-6555772-24
NR14084--MA0591.1.Bach1::Mafk	chr9	7572797	7572811	+	0.000	0.000	Merged-chr9-7572579-40
NR7895--MA0501.1.MAF::NFE2	chr2	78961727	78961741	+	0.000	0.000	Merged-chr2-78961805-37
NR12681--MA0089.1.MAFG::NFE2L1	chr7	45338435	45338440	-	0.000	0.000	Merged-chr7-45338434-19
NR7773--MA0089.1.MAFG::NFE2L1	chr2	59393329	59393334	-	0.000	0.000	Merged-chr2-59393267-21
NR1871--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR1710--MA0591.1.Bach1::Mafk	chr10	78476945	78476959	+	0.000	0.000	Merged-chr10-78476877-17
NR11206--MA0496.2.MAFK	chr5	107646129	107646147	-	0.000	0.000	Merged-chr5-107646170-26
NR10936--MA0089.1.MAFG::NFE2L1	chr5	65737508	65737513	-	0.000	0.000	Merged-chr5-65737481-18
NR5235--MA0089.1.MAFG::NFE2L1	chr15	62157635	62157640	-	0.000	0.000	Merged-chr15-62157779-32
NR14073--MA0089.1.MAFG::NFE2L1	chr8	128646934	128646939	-	0.000	0.000	Merged-chr8-128646767-27
NR14256--MA0591.1.Bach1::Mafk	chr9	44538148	44538162	+	0.000	0.000	Merged-chr9-44538011-43
NR7250--MA0495.2.MAFF	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR928--MA0501.1.MAF::NFE2	chr1	159812892	159812906	+	0.000	0.000	Merged-chr1-159812982-41
NR13944--MA0591.1.Bach1::Mafk	chr8	117033602	117033616	-	0.000	0.000	Merged-chr8-117033568-28
NR15038--MA0495.2.MAFF	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR5214--MA0591.1.Bach1::Mafk	chr15	58750245	58750259	-	0.000	0.000	Merged-chr15-58750240-28
NR7237--MA0495.2.MAFF	chr19	20424388	20424408	+	0.000	0.000	Merged-chr19-20424322-22
NR1733--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	-	0.000	0.000	Merged-chr10-80342924-40
NR149--MA0591.1.Bach1::Mafk	chr1	38884063	38884077	+	0.000	0.000	Merged-chr1-38884000-31
NR9277--MA0591.1.Bach1::Mafk	chr3	104762378	104762392	+	0.000	0.000	Merged-chr3-104762450-40
NR5448--MA0089.1.MAFG::NFE2L1	chr15	100420331	100420336	+	0.000	0.000	Merged-chr15-100420424-27
NR13733--MA0089.1.MAFG::NFE2L1	chr8	86484982	86484987	-	0.000	0.000	Merged-chr8-86484982-16
NR1819--MA0117.2.Mafb	chr10	88783301	88783312	-	0.000	0.000	Merged-chr10-88783253-12
NR5044--MA0089.1.MAFG::NFE2L1	chr15	9528410	9528415	-	0.000	0.000	Merged-chr15-9528468-81
NR11518--MA0591.1.Bach1::Mafk	chr6	8649427	8649441	-	0.000	0.000	Merged-chr6-8649574-3
NR12124--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR14184--MA0089.1.MAFG::NFE2L1	chr9	33080437	33080442	+	0.000	0.000	Merged-chr9-33080507-34
NR10932--MA0089.1.MAFG::NFE2L1	chr5	64371445	64371450	-	0.000	0.000	Merged-chr5-64371502-26
NR2993--MA0591.1.Bach1::Mafk	chr12	41044931	41044945	+	0.000	0.000	Merged-chr12-41044922-24
NR168--MA0089.1.MAFG::NFE2L1	chr1	40479640	40479645	-	0.000	0.000	Merged-chr1-40479730-47
NR7623--MA0591.1.Bach1::Mafk	chr2	34938706	34938720	-	0.000	0.000	Merged-chr2-34938971-69
NR14389--MA0591.1.Bach1::Mafk	chr9	72390559	72390573	+	0.000	0.000	Merged-chr9-72390608-30
NR1401--MA0089.1.MAFG::NFE2L1	chr10	21964455	21964460	+	0.000	0.000	Merged-chr10-21964511-16
NR2005--MA0591.1.Bach1::Mafk	chr10	118628164	118628178	+	0.000	0.000	Merged-chr10-118628235-24
NR3941--MA0659.1.MAFG	chr13	76129008	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR5411--MA0591.1.Bach1::Mafk	chr15	93910415	93910429	+	0.000	0.000	Merged-chr15-93910453-15
NR14346--MA0591.1.Bach1::Mafk	chr9	62421237	62421251	+	0.000	0.000	Merged-chr9-62421317-30
NR12222--MA0501.1.MAF::NFE2	chr6	122758922	122758936	-	0.000	0.000	Merged-chr6-122758915-39
NR7838--MA0591.1.Bach1::Mafk	chr2	69415263	69415277	+	0.000	0.000	Merged-chr2-69415236-25
NR4617--MA0089.1.MAFG::NFE2L1	chr14	55913539	55913544	+	0.000	0.000	Merged-chr14-55913661-13
NR5584--MA0591.1.Bach1::Mafk	chr16	24215443	24215457	+	0.000	0.000	Merged-chr16-24215617-40
NR5347--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR7497--MA0496.2.MAFK	chr2	12406863	12406881	+	0.000	0.000	Merged-chr2-12406910-25
NR14242--MA0659.1.MAFG	chr9	43785161	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR4140--MA0117.2.Mafb	chr13	107867073	107867084	+	0.000	0.000	Merged-chr13-107866970-30
NR6009--MA0089.1.MAFG::NFE2L1	chr16	90475859	90475864	+	0.000	0.000	Merged-chr16-90475942-51
NR266--MA0089.1.MAFG::NFE2L1	chr1	61203263	61203268	-	0.000	0.000	Merged-chr1-61203375-24
NR2456--MA0089.1.MAFG::NFE2L1	chr11	61647524	61647529	+	0.000	0.000	Merged-chr11-61647445-51
NR7625--MA0659.1.MAFG	chr2	34938703	34938723	-	0.000	0.000	Merged-chr2-34938971-69
NR3395--MA0117.2.Mafb	chr12	111442335	111442346	+	0.000	0.000	Merged-chr12-111442481-10
NR9374--MA0089.1.MAFG::NFE2L1	chr3	116434961	116434966	+	0.000	0.000	Merged-chr3-116434903-21
NR1123--MA0089.1.MAFG::NFE2L1	chr1	183052857	183052862	+	0.000	0.000	Merged-chr1-183052837-15
NR10552--MA0089.1.MAFG::NFE2L1	chr4	149759588	149759593	+	0.000	0.000	Merged-chr4-149759725-31
NR14973--MA0089.1.MAFG::NFE2L1	chrX	105926567	105926572	-	0.000	0.000	Merged-chrX-105926610-52
NR9272--MA0089.1.MAFG::NFE2L1	chr3	103802476	103802481	-	0.000	0.000	Merged-chr3-103802336-72
NR5651--MA0591.1.Bach1::Mafk	chr16	33769917	33769931	-	0.000	0.000	Merged-chr16-33769896-51
NR3702--MA0496.2.MAFK	chr13	37783913	37783931	+	0.000	0.000	Merged-chr13-37783892-22
NR5028--MA0591.1.Bach1::Mafk	chr15	6555766	6555780	+	0.000	0.000	Merged-chr15-6555772-24
NR1323--MA0089.1.MAFG::NFE2L1	chr10	12823690	12823695	-	0.000	0.000	Merged-chr10-12823513-1
NR2232--MA0501.1.MAF::NFE2	chr11	20565266	20565280	+	0.000	0.000	Merged-chr11-20565128-32
NR264--MA0591.1.Bach1::Mafk	chr1	61039454	61039468	-	0.000	0.000	Merged-chr1-61039499-28
NR11204--MA0495.2.MAFF	chr5	107646128	107646148	-	0.000	0.000	Merged-chr5-107646170-26
NR13945--MA0501.1.MAF::NFE2	chr8	117033599	117033613	-	0.000	0.000	Merged-chr8-117033568-28
NR13724--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR3944--MA0496.2.MAFK	chr13	76129009	76129027	-	0.000	0.000	Merged-chr13-76128854-26
NR1677--MA0117.2.Mafb	chr10	75224007	75224018	+	0.000	0.000	Merged-chr10-75224198-14
NR13146--MA0496.2.MAFK	chr7	119861789	119861807	-	0.000	0.000	Merged-chr7-119861539-102
NR6599--MA0089.1.MAFG::NFE2L1	chr17	88123955	88123960	+	0.000	0.000	Merged-chr17-88123873-45
NR3801--MA0501.1.MAF::NFE2	chr13	51849024	51849038	+	0.000	0.000	Merged-chr13-51849013-24
NR6080--MA0089.1.MAFG::NFE2L1	chr16	95809371	95809376	-	0.000	0.000	Merged-chr16-95809247-50
NR4599--MA0501.1.MAF::NFE2	chr14	54168970	54168984	-	0.000	0.000	Merged-chr14-54168999-35
NR3017--MA0089.1.MAFG::NFE2L1	chr12	51886617	51886622	-	0.000	0.000	Merged-chr12-51886578-29
NR8884--MA0501.1.MAF::NFE2	chr3	37292937	37292951	-	0.000	0.000	Merged-chr3-37292848-26
NR679--MA0089.1.MAFG::NFE2L1	chr1	127297096	127297101	-	0.000	0.000	Merged-chr1-127297024-52
NR8279--MA0496.2.MAFK	chr2	128365991	128366009	-	0.000	0.000	Merged-chr2-128365920-27
NR15042--MA0659.1.MAFG	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR1367--MA0495.2.MAFF	chr10	19104809	19104829	-	0.000	0.000	Merged-chr10-19104955-55
NR4146--MA0089.1.MAFG::NFE2L1	chr13	108426544	108426549	-	0.000	0.000	Merged-chr13-108426538-45
NR1079--MA0591.1.Bach1::Mafk	chr1	180403757	180403771	-	0.000	0.000	Merged-chr1-180403715-60
NR10487--MA0089.1.MAFG::NFE2L1	chr4	145312520	145312525	-	0.000	0.000	Merged-chr4-145312696-44
NR7638--MA0089.1.MAFG::NFE2L1	chr2	37565818	37565823	+	0.000	0.000	Merged-chr2-37565860-32
NR6234--MA0496.2.MAFK	chr17	26572480	26572498	-	0.000	0.000	Merged-chr17-26572396-49
NR6901--MA0496.2.MAFK	chr18	62921995	62922013	-	0.000	0.000	Merged-chr18-62921831-1
NR7611--MA0591.1.Bach1::Mafk	chr2	32921203	32921217	+	0.000	0.000	Merged-chr2-32921398-14
NR14314--MA0089.1.MAFG::NFE2L1	chr9	54612918	54612923	-	0.000	0.000	Merged-chr9-54612864-43
NR12763--MA0501.1.MAF::NFE2	chr7	58758567	58758581	-	0.000	0.000	Merged-chr7-58758564-8
NR14334--MA0591.1.Bach1::Mafk	chr9	60991739	60991753	-	0.000	0.000	Merged-chr9-60991715-48
NR1859--MA0501.1.MAF::NFE2	chr10	94021247	94021261	-	0.000	0.000	Merged-chr10-94021256-59
NR13617--MA0496.2.MAFK	chr8	72285428	72285446	+	0.000	0.000	Merged-chr8-72285397-19
NR1620--MA0659.1.MAFG	chr10	63175222	63175242	-	0.000	0.000	Merged-chr10-63175316-22
NR2402--MA0591.1.Bach1::Mafk	chr11	54017771	54017785	-	0.000	0.000	Merged-chr11-54017821-14
NR3704--MA0089.1.MAFG::NFE2L1	chr13	37793011	37793016	-	0.000	0.000	Merged-chr13-37793215-44
NR14325--MA0089.1.MAFG::NFE2L1	chr9	57577549	57577554	-	0.000	0.000	Merged-chr9-57577523-17
NR10095--MA0659.1.MAFG	chr4	89351107	89351127	-	0.000	0.000	Merged-chr4-89351221-94
NR3800--MA0117.2.Mafb	chr13	51849027	51849038	-	0.000	0.000	Merged-chr13-51849013-24
NR6995--MA0089.1.MAFG::NFE2L1	chr18	73846798	73846803	+	0.000	0.000	Merged-chr18-73846935-30
NR1077--MA0495.2.MAFF	chr1	180403754	180403774	+	0.000	0.000	Merged-chr1-180403715-60
NR5210--MA0659.1.MAFG	chr15	58655206	58655226	-	0.000	0.000	Merged-chr15-58655104-54
NR12900--MA0501.1.MAF::NFE2	chr7	88460101	88460115	+	0.000	0.000	Merged-chr7-88459917-15
NR1739--MA0501.1.MAF::NFE2	chr10	80606583	80606597	-	0.000	0.000	Merged-chr10-80606564-22
NR14692--MA0659.1.MAFG	chr9	114787911	114787931	-	0.000	0.000	Merged-chr9-114787935-34
NR6063--MA0501.1.MAF::NFE2	chr16	94660247	94660261	-	0.000	0.000	Merged-chr16-94660460-20
NR7854--MA0501.1.MAF::NFE2	chr2	72170819	72170833	+	0.000	0.000	Merged-chr2-72170854-84
NR1516--MA0495.2.MAFF	chr10	44716058	44716078	+	0.000	0.000	Merged-chr10-44715918-29
NR7343--MA0089.1.MAFG::NFE2L1	chr19	42305982	42305987	+	0.000	0.000	Merged-chr19-42305883-1
NR11389--MA0501.1.MAF::NFE2	chr5	140637018	140637032	-	0.000	0.000	Merged-chr5-140636895-23
NR9894--MA0089.1.MAFG::NFE2L1	chr4	46404281	46404286	+	0.000	0.000	Merged-chr4-46404308-42
NR2455--MA0501.1.MAF::NFE2	chr11	61629877	61629891	+	0.000	0.000	Merged-chr11-61629890-18
NR11619--MA0591.1.Bach1::Mafk	chr6	29827426	29827440	+	0.000	0.000	Merged-chr6-29827502-39
NR11618--MA0495.2.MAFF	chr6	29827423	29827443	-	0.000	0.000	Merged-chr6-29827502-39
NR10998--MA0089.1.MAFG::NFE2L1	chr5	77167484	77167489	+	0.000	0.000	Merged-chr5-77167373-14
NR3171--MA0501.1.MAF::NFE2	chr12	84417265	84417279	+	0.000	0.000	Merged-chr12-84417394-49
NR8298--MA0089.1.MAFG::NFE2L1	chr2	129180153	129180158	+	0.000	0.000	Merged-chr2-129180074-1
NR13946--MA0501.1.MAF::NFE2	chr8	117074719	117074733	+	0.000	0.000	Merged-chr8-117074609-38
NR11866--MA0117.2.Mafb	chr6	71156852	71156863	+	0.000	0.000	Merged-chr6-71156958-28
NR4224--MA0501.1.MAF::NFE2	chr13	113168632	113168646	+	0.000	0.000	Merged-chr13-113168484-63
NR1752--MA0591.1.Bach1::Mafk	chr10	81633615	81633629	-	0.000	0.000	Merged-chr10-81633689-43
NR15040--MA0591.1.Bach1::Mafk	chrX	142792383	142792397	+	0.000	0.000	Merged-chrX-142792362-24
NR11992--MA0501.1.MAF::NFE2	chr6	95712230	95712244	-	0.000	0.000	Merged-chr6-95712332-22
NR10098--MA0496.2.MAFK	chr4	89351108	89351126	-	0.000	0.000	Merged-chr4-89351221-94
NR4226--MA0496.2.MAFK	chr13	113168627	113168645	-	0.000	0.000	Merged-chr13-113168484-63
NR12899--MA0501.1.MAF::NFE2	chr7	88459922	88459936	+	0.000	0.000	Merged-chr7-88459917-15
NR3965--MA0501.1.MAF::NFE2	chr13	81675851	81675865	-	0.000	0.000	Merged-chr13-81675595-44
NR11000--MA0591.1.Bach1::Mafk	chr5	77367828	77367842	+	0.000	0.000	Merged-chr5-77367800-15
NR4064--MA0591.1.Bach1::Mafk	chr13	99932664	99932678	-	0.000	0.000	Merged-chr13-99932700-36
NR2659--MA0501.1.MAF::NFE2	chr11	97719193	97719207	-	0.000	0.000	Merged-chr11-97719070-35
NR14145--MA0495.2.MAFF	chr9	21609994	21610014	+	0.000	0.000	Merged-chr9-21610100-42
NR5477--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR14243--MA0496.2.MAFK	chr9	43785162	43785180	+	0.000	0.000	Merged-chr9-43784994-20
NR5050--MA0659.1.MAFG	chr15	10723725	10723745	+	0.000	0.000	Merged-chr15-10723648-41
NR13127--MA0089.1.MAFG::NFE2L1	chr7	118135777	118135782	+	0.000	0.000	Merged-chr7-118135744-21
NR2389--MA0591.1.Bach1::Mafk	chr11	52261030	52261044	+	0.000	0.000	Merged-chr11-52261104-14
NR11991--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR10096--MA0501.1.MAF::NFE2	chr4	89351107	89351121	-	0.000	0.000	Merged-chr4-89351221-94
NR693--MA0089.1.MAFG::NFE2L1	chr1	128830886	128830891	-	0.000	0.000	Merged-chr1-128830861-23
NR2990--MA0501.1.MAF::NFE2	chr12	40010143	40010157	-	0.000	0.000	Merged-chr12-40010101-23
NR2290--MA0089.1.MAFG::NFE2L1	chr11	34010295	34010300	+	0.000	0.000	Merged-chr11-34010377-133
NR13918--MA0089.1.MAFG::NFE2L1	chr8	111956164	111956169	+	0.000	0.000	Merged-chr8-111956180-5
NR14071--MA0117.2.Mafb	chr8	128572215	128572226	-	0.000	0.000	Merged-chr8-128572314-34
NR14741--MA0495.2.MAFF	chr9	117910891	117910911	+	0.000	0.000	Merged-chr9-117910970-21
NR1387--MA0089.1.MAFG::NFE2L1	chr10	21335674	21335679	-	0.000	0.000	Merged-chr10-21335656-23
NR10613--MA0089.1.MAFG::NFE2L1	chr5	3509670	3509675	-	0.000	0.000	Merged-chr5-3509650-29
NR2650--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR4611--MA0501.1.MAF::NFE2	chr14	54518670	54518684	-	0.000	0.000	Merged-chr14-54518806-37
NR11672--MA0591.1.Bach1::Mafk	chr6	40891144	40891158	-	0.000	0.000	Merged-chr6-40891354-82
NR13338--MA0501.1.MAF::NFE2	chr7	142056810	142056824	+	0.000	0.000	Merged-chr7-142056944-50
NR2390--MA0659.1.MAFG	chr11	52261027	52261047	+	0.000	0.000	Merged-chr11-52261104-14
NR10233--MA0501.1.MAF::NFE2	chr4	108826237	108826251	+	0.000	0.000	Merged-chr4-108826101-25
NR7496--MA0501.1.MAF::NFE2	chr2	12406868	12406882	+	0.000	0.000	Merged-chr2-12406910-25
