#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR52421--MA0599.1.KLF5	chr5	120576867	120576876	+	0.000	0.000	Merged-chr5-120577035-13
NR35363--MA0741.1.KLF16	chr2	26140408	26140418	+	0.000	0.000	Merged-chr2-26140409-110
NR35905--MA0741.1.KLF16	chr2	35729772	35729782	+	0.000	0.000	Merged-chr2-35729635-16
NR13148--MA0599.1.KLF5	chr11	119238576	119238585	+	0.000	0.000	Merged-chr11-119238341-66
NR67267--MA0741.1.KLF16	chr8	122769457	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR15528--MA1107.1.KLF9	chr12	107953675	107953687	+	0.000	0.000	Merged-chr12-107953476-22
NR39084--MA1107.1.KLF9	chr2	154713414	154713426	+	0.000	0.000	Merged-chr2-154713279-3
NR31256--MA1107.1.KLF9	chr18	35726963	35726975	-	0.000	0.000	Merged-chr18-35726871-27
NR46746--MA0599.1.KLF5	chr4	109229939	109229948	+	0.000	0.000	Merged-chr4-109229977-29
NR28480--MA0741.1.KLF16	chr17	30575637	30575647	-	0.000	0.000	Merged-chr17-30575700-2
NR41637--MA0599.1.KLF5	chr3	87947389	87947398	+	0.000	0.000	Merged-chr3-87947580-8
NR41609--MA1107.1.KLF9	chr3	87488119	87488131	+	0.000	0.000	Merged-chr3-87488125-17
NR51787--MA1107.1.KLF9	chr5	107926655	107926667	+	0.000	0.000	Merged-chr5-107926816-56
NR5422--MA0741.1.KLF16	chr10	22149876	22149886	-	0.000	0.000	Merged-chr10-22149944-1
NR43265--MA0740.1.KLF14	chr3	130819807	130819820	+	0.000	0.000	Merged-chr3-130819788-3
NR8868--MA0742.1.Klf12	chr10	127151483	127151497	+	0.000	0.000	Merged-chr10-127151405-14
NR9128--MA1107.1.KLF9	chr11	3863940	3863952	-	0.000	0.000	Merged-chr11-3863952-34
NR16354--MA0741.1.KLF16	chr13	24547220	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR34025--MA0741.1.KLF16	chr19	44314779	44314789	+	0.000	0.000	Merged-chr19-44314757-47
NR30517--MA0599.1.KLF5	chr17	84859882	84859891	+	0.000	0.000	Merged-chr17-84860120-51
NR51498--MA0742.1.Klf12	chr5	99891683	99891697	+	0.000	0.000	Merged-chr5-99891648-1
NR62240--MA0039.3.KLF4	chr7	115416121	115416131	-	0.000	0.000	Merged-chr7-115416169-1
NR18064--MA1107.1.KLF9	chr13	97287258	97287270	-	0.000	0.000	Merged-chr13-97287179-8
NR16351--MA0599.1.KLF5	chr13	24547221	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR35652--MA1107.1.KLF9	chr2	31239406	31239418	-	0.000	0.000	Merged-chr2-31239481-10
NR57996--MA0493.1.Klf1	chr6	135150462	135150472	-	0.000	0.000	Merged-chr6-135150450-14
NR68338--MA0599.1.KLF5	chr9	40997193	40997202	-	0.000	0.000	Merged-chr9-40997043-1
NR50691--MA0741.1.KLF16	chr5	64959357	64959367	-	0.000	0.000	Merged-chr5-64959516-90
NR38359--MA0599.1.KLF5	chr2	132230557	132230566	-	0.000	0.000	Merged-chr2-132230330-32
NR18849--MA0599.1.KLF5	chr13	114280933	114280942	-	0.000	0.000	Merged-chr13-114280997-1
NR3918--MA0742.1.Klf12	chr1	171270328	171270342	+	0.000	0.000	Merged-chr1-171270416-54
NR6342--MA0039.3.KLF4	chr10	63381573	63381583	+	0.000	0.000	Merged-chr10-63381719-30
NR12792--MA1107.1.KLF9	chr11	114813022	114813034	+	0.000	0.000	Merged-chr11-114812922-18
NR25516--MA0742.1.Klf12	chr16	19761928	19761942	+	0.000	0.000	Merged-chr16-19761931-27
NR42450--MA0599.1.KLF5	chr3	103862696	103862705	+	0.000	0.000	Merged-chr3-103862515-1,Merged-chr3-103862758-3
NR5804--MA0493.1.Klf1	chr10	42849028	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR72066--MA0493.1.Klf1	chrX	59134862	59134872	+	0.000	0.000	Merged-chrX-59134766-110
NR54856--MA1107.1.KLF9	chr6	30509822	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR66736--MA0599.1.KLF5	chr8	113669808	113669817	-	0.000	0.000	Merged-chr8-113669969-10
NR7261--MA0740.1.KLF14	chr10	81357424	81357437	+	0.000	0.000	Merged-chr10-81357608-63
NR68355--MA1107.1.KLF9	chr9	41160885	41160897	-	0.000	0.000	Merged-chr9-41160864-12
NR72531--MA1107.1.KLF9	chrX	134808067	134808079	+	0.000	0.000	Merged-chrX-134808077-16
NR19758--MA0742.1.Klf12	chr14	30675192	30675206	-	0.000	0.000	Merged-chr14-30675172-26
NR41780--MA0741.1.KLF16	chr3	89960613	89960623	+	0.000	0.000	Merged-chr3-89960726-41
NR71674--MA1107.1.KLF9	chrX	7947822	7947834	+	0.000	0.000	Merged-chrX-7947943-52
NR9353--MA0741.1.KLF16	chr11	6680674	6680684	+	0.000	0.000	Merged-chr11-6680624-1
NR44700--MA0039.3.KLF4	chr4	21752127	21752137	+	0.000	0.000	Merged-chr4-21752041-18
NR67938--MA0599.1.KLF5	chr9	21723529	21723538	+	0.000	0.000	Merged-chr9-21723653-9
NR42767--MA1107.1.KLF9	chr3	115897889	115897901	+	0.000	0.000	Merged-chr3-115897908-5
NR71428--MA1107.1.KLF9	chr9	121455040	121455052	-	0.000	0.000	Merged-chr9-121454962-55
NR20493--MA0741.1.KLF16	chr14	57571572	57571582	-	0.000	0.000	Merged-chr14-57571607-60
NR54413--MA1107.1.KLF9	chr5	150894468	150894480	-	0.000	0.000	Merged-chr5-150894547-1
NR72019--MA0741.1.KLF16	chrX	53607883	53607893	+	0.000	0.000	Merged-chrX-53607978-28
NR58571--MA1107.1.KLF9	chr6	145135508	145135520	-	0.000	0.000	Merged-chr6-145135361-11
NR16217--MA0493.1.Klf1	chr13	13531065	13531075	-	0.000	0.000	Merged-chr13-13531086-27
NR25627--MA1107.1.KLF9	chr16	23375105	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR79--MA0741.1.KLF16	chr1	11229580	11229590	+	0.000	0.000	Merged-chr1-11229597-37
NR52634--MA0741.1.KLF16	chr5	123974574	123974584	-	0.000	0.000	Merged-chr5-123974757-35
NR53216--MA1107.1.KLF9	chr5	134373275	134373287	+	0.000	0.000	Merged-chr5-134373166-2
NR60956--MA0741.1.KLF16	chr7	71379407	71379417	-	0.000	0.000	Merged-chr7-71379218-17
NR46222--MA0039.3.KLF4	chr4	87669662	87669672	+	0.000	0.000	Merged-chr4-87669731-33
NR9127--MA0741.1.KLF16	chr11	3863941	3863951	-	0.000	0.000	Merged-chr11-3863952-34
NR41588--MA1107.1.KLF9	chr3	86104012	86104024	-	0.000	0.000	Merged-chr3-86103938-30
NR54795--MA0599.1.KLF5	chr6	29513369	29513378	-	0.000	0.000	Merged-chr6-29513467-24
NR38358--MA0742.1.Klf12	chr2	132230553	132230567	-	0.000	0.000	Merged-chr2-132230330-32
NR68351--MA0741.1.KLF16	chr9	41160882	41160892	-	0.000	0.000	Merged-chr9-41160864-12
NR11731--MA0599.1.KLF5	chr11	94236188	94236197	+	0.000	0.000	Merged-chr11-94236284-28
NR71810--MA0599.1.KLF5	chrX	17319516	17319525	+	0.000	0.000	Merged-chrX-17319399-10
NR61659--MA0599.1.KLF5	chr7	98995323	98995332	-	0.000	0.000	Merged-chr7-98995432-21
NR7262--MA0657.1.KLF13	chr10	81357423	81357440	+	0.000	0.000	Merged-chr10-81357608-63
NR42278--MA0741.1.KLF16	chr3	101232746	101232756	+	0.000	0.000	Merged-chr3-101232789-7
NR68382--MA0039.3.KLF4	chr9	42423779	42423789	+	0.000	0.000	Merged-chr9-42423784-11
NR47590--MA1107.1.KLF9	chr4	130802165	130802177	+	0.000	0.000	Merged-chr4-130802230-25
NR67764--MA0599.1.KLF5	chr9	15004539	15004548	+	0.000	0.000	Merged-chr9-15004523-21
NR42334--MA0493.1.Klf1	chr3	101939311	101939321	+	0.000	0.000	Merged-chr3-101939314-18
NR19699--MA0657.1.KLF13	chr14	30014615	30014632	-	0.000	0.000	Merged-chr14-30014704-42
NR25793--MA1107.1.KLF9	chr16	32645441	32645453	-	0.000	0.000	Merged-chr16-32645495-50
NR13132--MA0599.1.KLF5	chr11	119023850	119023859	+	0.000	0.000	Merged-chr11-119023765-1
NR22131--MA0741.1.KLF16	chr14	122186865	122186875	+	0.000	0.000	Merged-chr14-122187060-26
NR7264--MA0741.1.KLF16	chr10	81357425	81357435	+	0.000	0.000	Merged-chr10-81357608-63
NR10496--MA0741.1.KLF16	chr11	61142444	61142454	-	0.000	0.000	Merged-chr11-61142505-33
NR19641--MA0741.1.KLF16	chr14	27262416	27262426	+	0.000	0.000	Merged-chr14-27262535-17
NR42007--MA1107.1.KLF9	chr3	95523786	95523798	+	0.000	0.000	Merged-chr3-95523820-51
NR402--MA0599.1.KLF5	chr1	36797589	36797598	+	0.000	0.000	Merged-chr1-36797700-29
NR35704--MA0599.1.KLF5	chr2	32236654	32236663	+	0.000	0.000	Merged-chr2-32236605-69
NR72530--MA0741.1.KLF16	chrX	134808068	134808078	+	0.000	0.000	Merged-chrX-134808077-16
NR67265--MA0741.1.KLF16	chr8	122769451	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR67736--MA0039.3.KLF4	chr9	14281779	14281789	-	0.000	0.000	Merged-chr9-14281792-3
NR49869--MA1107.1.KLF9	chr5	31154327	31154339	-	0.000	0.000	Merged-chr5-31154214-47
NR36363--MA1107.1.KLF9	chr2	60880813	60880825	+	0.000	0.000	Merged-chr2-60880763-2
NR3921--MA0493.1.Klf1	chr1	171270328	171270338	+	0.000	0.000	Merged-chr1-171270416-54
NR70627--MA0599.1.KLF5	chr9	106474637	106474646	+	0.000	0.000	Merged-chr9-106474749-4
NR47784--MA0741.1.KLF16	chr4	133666365	133666375	-	0.000	0.000	Merged-chr4-133666445-25
NR5802--MA0740.1.KLF14	chr10	42849025	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR22067--MA0039.3.KLF4	chr14	121291214	121291224	+	0.000	0.000	Merged-chr14-121291161-18
NR68728--MA1107.1.KLF9	chr9	51162046	51162058	-	0.000	0.000	Merged-chr9-51161990-29
NR41607--MA1107.1.KLF9	chr3	87488048	87488060	+	0.000	0.000	Merged-chr3-87488125-17
NR43912--MA1107.1.KLF9	chr3	148219380	148219392	-	0.000	0.000	Merged-chr3-148219203-2
NR41644--MA0599.1.KLF5	chr3	87960961	87960970	+	0.000	0.000	Merged-chr3-87960988-36
NR19757--MA0740.1.KLF14	chr14	30675193	30675206	-	0.000	0.000	Merged-chr14-30675172-26
NR29052--MA1107.1.KLF9	chr17	45119808	45119820	+	0.000	0.000	Merged-chr17-45119999-67
NR39078--MA1107.1.KLF9	chr2	154713402	154713414	+	0.000	0.000	Merged-chr2-154713279-3
NR31788--MA0741.1.KLF16	chr18	61399028	61399038	+	0.000	0.000	Merged-chr18-61398839-2
NR80--MA1107.1.KLF9	chr1	11229579	11229591	+	0.000	0.000	Merged-chr1-11229597-37
NR31255--MA0493.1.Klf1	chr18	35726965	35726975	-	0.000	0.000	Merged-chr18-35726871-27
NR54953--MA0599.1.KLF5	chr6	34497705	34497714	-	0.000	0.000	Merged-chr6-34497714-15
NR35876--MA0741.1.KLF16	chr2	35259927	35259937	+	0.000	0.000	Merged-chr2-35259882-5
NR32153--MA0599.1.KLF5	chr18	70599002	70599011	+	0.000	0.000	Merged-chr18-70598988-36
NR23790--MA0599.1.KLF5	chr15	80233819	80233828	+	0.000	0.000	Merged-chr15-80233973-50
NR68997--MA1107.1.KLF9	chr9	59565755	59565767	-	0.000	0.000	Merged-chr9-59565831-20
NR33302--MA0657.1.KLF13	chr19	10648453	10648470	-	0.000	0.000	Merged-chr19-10648246-15
NR36207--MA0740.1.KLF14	chr2	53095206	53095219	+	0.000	0.000	Merged-chr2-53095400-57
NR42930--MA0741.1.KLF16	chr3	121982312	121982322	+	0.000	0.000	Merged-chr3-121982250-28
NR44484--MA0599.1.KLF5	chr4	8913759	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR43908--MA1107.1.KLF9	chr3	148219372	148219384	-	0.000	0.000	Merged-chr3-148219203-2
NR35875--MA0599.1.KLF5	chr2	35259927	35259936	+	0.000	0.000	Merged-chr2-35259882-5
NR10365--MA0599.1.KLF5	chr11	58199548	58199557	+	0.000	0.000	Merged-chr11-58199630-58
NR29048--MA1107.1.KLF9	chr17	45119800	45119812	+	0.000	0.000	Merged-chr17-45119999-67
NR30523--MA1107.1.KLF9	chr17	84860065	84860077	+	0.000	0.000	Merged-chr17-84860120-51
NR41517--MA0741.1.KLF16	chr3	82365265	82365275	-	0.000	0.000	Merged-chr3-82365236-33
NR54852--MA0742.1.Klf12	chr6	30509820	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR38357--MA0740.1.KLF14	chr2	132230554	132230567	-	0.000	0.000	Merged-chr2-132230330-32
NR20367--MA0039.3.KLF4	chr14	55086052	55086062	+	0.000	0.000	Merged-chr14-55086185-11
NR18129--MA0039.3.KLF4	chr13	97790020	97790030	+	0.000	0.000	Merged-chr13-97790032-25
NR9159--MA0599.1.KLF5	chr11	4186662	4186671	+	0.000	0.000	Merged-chr11-4186832-60
NR41424--MA1107.1.KLF9	chr3	79129202	79129214	-	0.000	0.000	Merged-chr3-79129160-12
NR41779--MA0599.1.KLF5	chr3	89960625	89960634	+	0.000	0.000	Merged-chr3-89960726-41
NR46221--MA0599.1.KLF5	chr4	87669661	87669670	+	0.000	0.000	Merged-chr4-87669731-33
NR59736--MA0599.1.KLF5	chr7	28440986	28440995	+	0.000	0.000	Merged-chr7-28440989-32
NR72068--MA1107.1.KLF9	chrX	59134862	59134874	+	0.000	0.000	Merged-chrX-59134766-110
NR44928--MA0599.1.KLF5	chr4	40236981	40236990	-	0.000	0.000	Merged-chr4-40236961-8
NR19619--MA0740.1.KLF14	chr14	26579505	26579518	+	0.000	0.000	Merged-chr14-26579365-2
NR41605--MA0741.1.KLF16	chr3	87488049	87488059	+	0.000	0.000	Merged-chr3-87488125-17
NR4179--MA1107.1.KLF9	chr1	178959913	178959925	-	0.000	0.000	Merged-chr1-178959718-2
NR19176--MA0599.1.KLF5	chr14	8608688	8608697	-	0.000	0.000	Merged-chr14-8608793-20
NR71784--MA1107.1.KLF9	chrX	12151847	12151859	+	0.000	0.000	Merged-chrX-12151801-24
NR38360--MA0039.3.KLF4	chr2	132230555	132230565	-	0.000	0.000	Merged-chr2-132230330-32
NR45248--MA0599.1.KLF5	chr4	45320492	45320501	+	0.000	0.000	Merged-chr4-45320461-64
NR54293--MA0741.1.KLF16	chr5	149320905	149320915	+	0.000	0.000	Merged-chr5-149320865-18
NR33305--MA0742.1.Klf12	chr19	10742351	10742365	+	0.000	0.000	Merged-chr19-10742399-21
NR8871--MA0741.1.KLF16	chr10	127151484	127151494	+	0.000	0.000	Merged-chr10-127151405-14
NR42556--MA0599.1.KLF5	chr3	107185798	107185807	+	0.000	0.000	Merged-chr3-107185785-15
NR50635--MA0599.1.KLF5	chr5	64435676	64435685	+	0.000	0.000	Merged-chr5-64435633-23
NR67268--MA1107.1.KLF9	chr8	122769450	122769462	-	0.000	0.000	Merged-chr8-122769435-21
NR46794--MA0493.1.Klf1	chr4	111435252	111435262	-	0.000	0.000	Merged-chr4-111435287-1
NR22197--MA0741.1.KLF16	chr14	123001573	123001583	+	0.000	0.000	Merged-chr14-123001594-21
NR31212--MA0599.1.KLF5	chr18	34783618	34783627	-	0.000	0.000	Merged-chr18-34783714-45
NR58569--MA0741.1.KLF16	chr6	145135518	145135528	+	0.000	0.000	Merged-chr6-145135361-11
NR67735--MA0599.1.KLF5	chr9	14281781	14281790	-	0.000	0.000	Merged-chr9-14281792-3
NR78--MA0742.1.Klf12	chr1	11229579	11229593	+	0.000	0.000	Merged-chr1-11229597-37
NR46840--MA0741.1.KLF16	chr4	114418508	114418518	+	0.000	0.000	Merged-chr4-114418502-2
NR9638--MA1107.1.KLF9	chr11	24252517	24252529	+	0.000	0.000	Merged-chr11-24252496-5
NR62714--MA0039.3.KLF4	chr7	125620284	125620294	-	0.000	0.000	Merged-chr7-125620287-12
NR53219--MA1107.1.KLF9	chr5	134373281	134373293	+	0.000	0.000	Merged-chr5-134373166-2
NR19762--MA1107.1.KLF9	chr14	30675194	30675206	-	0.000	0.000	Merged-chr14-30675172-26
NR7881--MA0741.1.KLF16	chr10	96663964	96663974	+	0.000	0.000	Merged-chr10-96664143-52
NR57265--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR8683--MA0493.1.Klf1	chr10	122778137	122778147	+	0.000	0.000	Merged-chr10-122778014-1
NR52161--MA0493.1.Klf1	chr5	114667678	114667688	+	0.000	0.000	Merged-chr5-114667670-56
NR61660--MA0039.3.KLF4	chr7	98995321	98995331	-	0.000	0.000	Merged-chr7-98995432-21
NR58819--MA0741.1.KLF16	chr7	4777059	4777069	-	0.000	0.000	Merged-chr7-4777194-35
NR66204--MA0741.1.KLF16	chr8	95349077	95349087	-	0.000	0.000	Merged-chr8-95348986-27
NR68721--MA1107.1.KLF9	chr9	51162032	51162044	-	0.000	0.000	Merged-chr9-51161990-29
NR22196--MA0599.1.KLF5	chr14	123001582	123001591	+	0.000	0.000	Merged-chr14-123001594-21
NR1846--MA1107.1.KLF9	chr1	98088160	98088172	-	0.000	0.000	Merged-chr1-98088226-2
NR40944--MA0039.3.KLF4	chr3	50474769	50474779	+	0.000	0.000	Merged-chr3-50474670-1
NR19761--MA0741.1.KLF16	chr14	30675195	30675205	-	0.000	0.000	Merged-chr14-30675172-26
NR40179--MA1107.1.KLF9	chr2	178891778	178891790	+	0.000	0.000	Merged-chr2-178891686-1
NR58216--MA0039.3.KLF4	chr6	140314168	140314178	+	0.000	0.000	Merged-chr6-140314075-23
NR36361--MA1107.1.KLF9	chr2	60880809	60880821	+	0.000	0.000	Merged-chr2-60880763-2
NR21099--MA0742.1.Klf12	chr14	76001934	76001948	-	0.000	0.000	Merged-chr14-76001968-11
NR57274--MA0741.1.KLF16	chr6	120464177	120464187	+	0.000	0.000	Merged-chr6-120464092-4
NR34760--MA0599.1.KLF5	chr2	5747699	5747708	-	0.000	0.000	Merged-chr2-5747765-15
NR7263--MA0742.1.Klf12	chr10	81357424	81357438	+	0.000	0.000	Merged-chr10-81357608-63
NR68726--MA1107.1.KLF9	chr9	51162042	51162054	-	0.000	0.000	Merged-chr9-51161990-29
NR37657--MA1107.1.KLF9	chr2	113430863	113430875	+	0.000	0.000	Merged-chr2-113431034-10
NR39080--MA1107.1.KLF9	chr2	154713406	154713418	+	0.000	0.000	Merged-chr2-154713279-3
NR57279--MA1107.1.KLF9	chr6	120464184	120464196	+	0.000	0.000	Merged-chr6-120464092-4
NR7075--MA0599.1.KLF5	chr10	80576628	80576637	+	0.000	0.000	Merged-chr10-80576663-4
NR28664--MA0741.1.KLF16	chr17	34127649	34127659	+	0.000	0.000	Merged-chr17-34127670-6
NR34738--MA0599.1.KLF5	chr2	4917752	4917761	-	0.000	0.000	Merged-chr2-4917704-47
NR68856--MA1107.1.KLF9	chr9	56325861	56325873	+	0.000	0.000	Merged-chr9-56325915-29
NR60822--MA1107.1.KLF9	chr7	64161050	64161062	-	0.000	0.000	Merged-chr7-64160970-41
NR36357--MA1107.1.KLF9	chr2	60880801	60880813	+	0.000	0.000	Merged-chr2-60880763-2
NR55775--MA0039.3.KLF4	chr6	67129048	67129058	+	0.000	0.000	Merged-chr6-67129210-17
NR61334--MA0039.3.KLF4	chr7	83742757	83742767	+	0.000	0.000	Merged-chr7-83742815-34
NR19644--MA0741.1.KLF16	chr14	27262419	27262429	+	0.000	0.000	Merged-chr14-27262535-17
NR49868--MA0741.1.KLF16	chr5	31154328	31154338	-	0.000	0.000	Merged-chr5-31154214-47
NR45366--MA0741.1.KLF16	chr4	47011204	47011214	-	0.000	0.000	Merged-chr4-47011023-46
NR34034--MA0741.1.KLF16	chr19	44314793	44314803	+	0.000	0.000	Merged-chr19-44314757-47
NR39085--MA1107.1.KLF9	chr2	154713416	154713428	+	0.000	0.000	Merged-chr2-154713279-3
NR66209--MA0741.1.KLF16	chr8	95349082	95349092	-	0.000	0.000	Merged-chr8-95348986-27
NR31257--MA1107.1.KLF9	chr18	35726965	35726977	-	0.000	0.000	Merged-chr18-35726871-27
NR66694--MA0039.3.KLF4	chr8	111582570	111582580	+	0.000	0.000	Merged-chr8-111582684-27
NR58826--MA1107.1.KLF9	chr7	4777375	4777387	+	0.000	0.000	Merged-chr7-4777194-35
NR25471--MA0741.1.KLF16	chr16	18066416	18066426	-	0.000	0.000	Merged-chr16-18066490-64
NR1845--MA0741.1.KLF16	chr1	98088159	98088169	-	0.000	0.000	Merged-chr1-98088226-2
NR35742--MA1107.1.KLF9	chr2	32553886	32553898	-	0.000	0.000	Merged-chr2-32553962-47
NR63565--MA0599.1.KLF5	chr7	139951282	139951291	+	0.000	0.000	Merged-chr7-139951341-4
NR50950--MA0599.1.KLF5	chr5	75155859	75155868	+	0.000	0.000	Merged-chr5-75155749-2
NR68996--MA0493.1.Klf1	chr9	59565757	59565767	-	0.000	0.000	Merged-chr9-59565831-20
NR8685--MA0741.1.KLF16	chr10	122778138	122778148	+	0.000	0.000	Merged-chr10-122778014-1
NR60954--MA0740.1.KLF14	chr7	71379405	71379418	-	0.000	0.000	Merged-chr7-71379218-17
NR34026--MA0741.1.KLF16	chr19	44314780	44314790	+	0.000	0.000	Merged-chr19-44314757-47
NR12879--MA0599.1.KLF5	chr11	115765506	115765515	-	0.000	0.000	Merged-chr11-115765590-61
NR67337--MA0740.1.KLF14	chr8	124022255	124022268	-	0.000	0.000	Merged-chr8-124022219-1
NR44486--MA1107.1.KLF9	chr4	8913755	8913767	-	0.000	0.000	Merged-chr4-8913815-2
NR4163--MA0039.3.KLF4	chr1	178777944	178777954	+	0.000	0.000	Merged-chr1-178777930-3
NR23531--MA0741.1.KLF16	chr15	76368780	76368790	-	0.000	0.000	Merged-chr15-76369030-46
NR42771--MA0741.1.KLF16	chr3	115897930	115897940	+	0.000	0.000	Merged-chr3-115897908-5
NR70858--MA0741.1.KLF16	chr9	110880152	110880162	-	0.000	0.000	Merged-chr9-110880207-47
NR62713--MA0599.1.KLF5	chr7	125620286	125620295	-	0.000	0.000	Merged-chr7-125620287-12
NR8869--MA0599.1.KLF5	chr10	127151502	127151511	+	0.000	0.000	Merged-chr10-127151405-14
NR28409--MA1107.1.KLF9	chr17	29264985	29264997	+	0.000	0.000	Merged-chr17-29264893-3
NR60355--MA0742.1.Klf12	chr7	45068178	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR14055--MA1107.1.KLF9	chr12	41566407	41566419	+	0.000	0.000	Merged-chr12-41566300-31
NR71779--MA0599.1.KLF5	chrX	12151842	12151851	+	0.000	0.000	Merged-chrX-12151801-24
NR57999--MA0741.1.KLF16	chr6	135150461	135150471	-	0.000	0.000	Merged-chr6-135150450-14
NR12793--MA1107.1.KLF9	chr11	114813024	114813036	+	0.000	0.000	Merged-chr11-114812922-18
NR42451--MA0599.1.KLF5	chr3	103862701	103862710	+	0.000	0.000	Merged-chr3-103862515-1,Merged-chr3-103862758-3
NR4175--MA0741.1.KLF16	chr1	178959910	178959920	-	0.000	0.000	Merged-chr1-178959718-2
NR18851--MA0741.1.KLF16	chr13	114280932	114280942	-	0.000	0.000	Merged-chr13-114280997-1
NR21098--MA0740.1.KLF14	chr14	76001935	76001948	-	0.000	0.000	Merged-chr14-76001968-11
NR13032--MA0741.1.KLF16	chr11	117326034	117326044	-	0.000	0.000	Merged-chr11-117325818-58
NR46796--MA1107.1.KLF9	chr4	111435257	111435269	-	0.000	0.000	Merged-chr4-111435287-1
NR9188--MA1107.1.KLF9	chr11	4462995	4463007	+	0.000	0.000	Merged-chr11-4463139-8
NR1821--MA1107.1.KLF9	chr1	95674260	95674272	-	0.000	0.000	Merged-chr1-95674241-20
NR25517--MA0599.1.KLF5	chr16	19761929	19761938	+	0.000	0.000	Merged-chr16-19761931-27
NR48762--MA0599.1.KLF5	chr4	149854342	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR49024--MA0741.1.KLF16	chr4	154964941	154964951	+	0.000	0.000	Merged-chr4-154964941-1
NR42131--MA0741.1.KLF16	chr3	97294415	97294425	-	0.000	0.000	Merged-chr3-97294559-20
NR16352--MA0493.1.Klf1	chr13	24547215	24547225	-	0.000	0.000	Merged-chr13-24547194-39
NR28481--MA1107.1.KLF9	chr17	30575636	30575648	-	0.000	0.000	Merged-chr17-30575700-2
NR53217--MA1107.1.KLF9	chr5	134373277	134373289	+	0.000	0.000	Merged-chr5-134373166-2
NR41468--MA1107.1.KLF9	chr3	81102219	81102231	-	0.000	0.000	Merged-chr3-81102418-9
NR16011--MA0039.3.KLF4	chr12	117103161	117103171	+	0.000	0.000	Merged-chr12-117103253-4
NR9865--MA0493.1.Klf1	chr11	43362440	43362450	-	0.000	0.000	Merged-chr11-43362621-15
NR42776--MA0741.1.KLF16	chr3	115897935	115897945	+	0.000	0.000	Merged-chr3-115897908-5
NR36937--MA0742.1.Klf12	chr2	84618167	84618181	+	0.000	0.000	Merged-chr2-84617980-37
NR72968--MA0740.1.KLF14	chrX	167209166	167209179	-	0.000	0.000	Merged-chrX-167209109-55
NR9348--MA0740.1.KLF14	chr11	6680660	6680673	+	0.000	0.000	Merged-chr11-6680624-1
NR66737--MA0493.1.Klf1	chr8	113669808	113669818	-	0.000	0.000	Merged-chr8-113669969-10
NR61333--MA0599.1.KLF5	chr7	83742756	83742765	+	0.000	0.000	Merged-chr7-83742815-34
NR22130--MA0657.1.KLF13	chr14	122186863	122186880	+	0.000	0.000	Merged-chr14-122187060-26
NR60354--MA1107.1.KLF9	chr7	45068086	45068098	+	0.000	0.000	Merged-chr7-45068056-13
NR47588--MA0741.1.KLF16	chr4	130802166	130802176	+	0.000	0.000	Merged-chr4-130802230-25
NR12258--MA0599.1.KLF5	chr11	102097109	102097118	+	0.000	0.000	Merged-chr11-102097167-18
NR57264--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR13133--MA0599.1.KLF5	chr11	119023873	119023882	+	0.000	0.000	Merged-chr11-119023765-1
NR39701--MA0493.1.Klf1	chr2	168159010	168159020	+	0.000	0.000	Merged-chr2-168159188-34
NR57277--MA1107.1.KLF9	chr6	120464176	120464188	+	0.000	0.000	Merged-chr6-120464092-4
NR41604--MA0599.1.KLF5	chr3	87488049	87488058	+	0.000	0.000	Merged-chr3-87488125-17
NR14843--MA0741.1.KLF16	chr12	85486976	85486986	-	0.000	0.000	Merged-chr12-85486872-12
NR46747--MA0741.1.KLF16	chr4	109229939	109229949	+	0.000	0.000	Merged-chr4-109229977-29
NR52065--MA1107.1.KLF9	chr5	113907362	113907374	+	0.000	0.000	Merged-chr5-113907303-11
NR19437--MA0741.1.KLF16	chr14	20803633	20803643	+	0.000	0.000	Merged-chr14-20803678-27
NR42768--MA0741.1.KLF16	chr3	115897927	115897937	+	0.000	0.000	Merged-chr3-115897908-5
NR20658--MA0039.3.KLF4	chr14	62627490	62627500	-	0.000	0.000	Merged-chr14-62627525-13
