#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed
NR23294--MA0741.1.KLF16	chr15	101241094	101241104	+	0.000	0.000	Merged-chr15-101241005-42
NR27444--MA1107.1.KLF9	chr17	47737849	47737861	+	0.000	0.000	Merged-chr17-47737745-152
NR31016--MA0741.1.KLF16	chr19	8774464	8774474	+	0.000	0.000	Merged-chr19-8774618-52
NR47591--MA0741.1.KLF16	chr5	105649550	105649560	+	0.000	0.000	Merged-chr5-105649431-102
NR47850--MA0493.1.Klf1	chr5	112239656	112239666	-	0.000	0.000	Merged-chr5-112239781-12
NR19246--MA0657.1.KLF13	chr14	57769255	57769272	-	0.000	0.000	Merged-chr14-57769251-39
NR44026--MA0599.1.KLF5	chr4	133620813	133620822	+	0.000	0.000	Merged-chr4-133620771-57
NR38591--MA1107.1.KLF9	chr3	79237833	79237845	+	0.000	0.000	Merged-chr3-79237925-42
NR576--MA0599.1.KLF5	chr1	43562529	43562538	+	0.000	0.000	Merged-chr1-43562449-72
NR19329--MA0039.3.KLF4	chr14	60736371	60736381	-	0.000	0.000	Merged-chr14-60736285-1
NR24640--MA1107.1.KLF9	chr16	55924216	55924228	+	0.000	0.000	Merged-chr16-55924140-18
NR49047--MA0740.1.KLF14	chr5	134582747	134582760	-	0.000	0.000	Merged-chr5-134582735-45
NR12856--MA0493.1.Klf1	chr12	16580530	16580540	-	0.000	0.000	Merged-chr12-16580677-15
NR66126--MA0039.3.KLF4	chrX	71474487	71474497	+	0.000	0.000	Merged-chrX-71474506-18
NR27002--MA0740.1.KLF14	chr17	35046773	35046786	+	0.000	0.000	Merged-chr17-35046725-56
NR7225--MA0741.1.KLF16	chr10	111571232	111571242	+	0.000	0.000	Merged-chr10-111571158-21
NR900--MA0741.1.KLF16	chr1	66878638	66878648	+	0.000	0.000	Merged-chr1-66878572-10
NR27104--MA1107.1.KLF9	chr17	35997917	35997929	-	0.000	0.000	Merged-chr17-35997756-9
NR63486--MA0741.1.KLF16	chr9	73176796	73176806	-	0.000	0.000	Merged-chr9-73176903-12
NR55798--MA0740.1.KLF14	chr7	64048782	64048795	-	0.000	0.000	Merged-chr7-64048843-48
NR56263--MA0599.1.KLF5	chr7	83565097	83565106	-	0.000	0.000	Merged-chr7-83565043-35
NR30069--MA0742.1.Klf12	chr18	69196479	69196493	+	0.000	0.000	Merged-chr18-69196479-70
NR42120--MA0740.1.KLF14	chr4	46485837	46485850	-	0.000	0.000	Merged-chr4-46485924-53
NR21393--MA1107.1.KLF9	chr15	60120078	60120090	-	0.000	0.000	Merged-chr15-60120172-38
NR18186--MA1107.1.KLF9	chr13	119657283	119657295	+	0.000	0.000	Merged-chr13-119657260-10
NR30544--MA1107.1.KLF9	chr18	84159095	84159107	+	0.000	0.000	Merged-chr18-84159275-32
NR20901--MA0741.1.KLF16	chr15	25865810	25865820	-	0.000	0.000	Merged-chr15-25865817-16
NR27438--MA0657.1.KLF13	chr17	47737848	47737865	+	0.000	0.000	Merged-chr17-47737745-152
NR800--MA0599.1.KLF5	chr1	59923443	59923452	-	0.000	0.000	Merged-chr1-59923331-34
NR46287--MA0741.1.KLF16	chr5	35786170	35786180	+	0.000	0.000	Merged-chr5-35786047-15
NR60585--MA0741.1.KLF16	chr8	106973679	106973689	-	0.000	0.000	Merged-chr8-106973584-40
NR24242--MA0741.1.KLF16	chr16	32658891	32658901	+	0.000	0.000	Merged-chr16-32659000-27
NR1327--MA0741.1.KLF16	chr1	87847400	87847410	-	0.000	0.000	Merged-chr1-87847290-68
NR5144--MA0741.1.KLF16	chr10	44368933	44368943	-	0.000	0.000	Merged-chr10-44368737-26
NR55057--MA0599.1.KLF5	chr7	29906112	29906121	-	0.000	0.000	Merged-chr7-29906235-59
NR66401--MA0599.1.KLF5	chrX	101222458	101222467	-	0.000	0.000	Merged-chrX-101222420-75
NR50287--MA1107.1.KLF9	chr5	149594184	149594196	+	0.000	0.000	Merged-chr5-149594297-11
NR5840--MA1107.1.KLF9	chr10	77264471	77264483	+	0.000	0.000	Merged-chr10-77264465-20
NR21777--MA0742.1.Klf12	chr15	76799702	76799716	+	0.000	0.000	Merged-chr15-76799596-17
NR31746--MA1107.1.KLF9	chr19	41360699	41360711	-	0.000	0.000	Merged-chr19-41360707-21
NR1391--MA1107.1.KLF9	chr1	91193338	91193350	-	0.000	0.000	Merged-chr1-91193266-65
NR52592--MA1107.1.KLF9	chr6	119199104	119199116	+	0.000	0.000	Merged-chr6-119199024-52
NR47644--MA1107.1.KLF9	chr5	107285746	107285758	-	0.000	0.000	Merged-chr5-107285752-8
NR12116--MA0741.1.KLF16	chr11	115367746	115367756	+	0.000	0.000	Merged-chr11-115367614-40
NR55145--MA0039.3.KLF4	chr7	30887691	30887701	-	0.000	0.000	Merged-chr7-30887782-39
NR11251--MA1107.1.KLF9	chr11	99012469	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR55155--MA0493.1.Klf1	chr7	31028758	31028768	+	0.000	0.000	Merged-chr7-31028766-21
NR47854--MA0039.3.KLF4	chr5	112239765	112239775	-	0.000	0.000	Merged-chr5-112239781-12
NR1145--MA1107.1.KLF9	chr1	80389547	80389559	-	0.000	0.000	Merged-chr1-80389705-48
NR19495--MA0039.3.KLF4	chr14	67841918	67841928	-	0.000	0.000	Merged-chr14-67841831-15
NR33157--MA0599.1.KLF5	chr2	29649894	29649903	+	0.000	0.000	Merged-chr2-29649675-51
NR26914--MA0039.3.KLF4	chr17	34127650	34127660	+	0.000	0.000	Merged-chr17-34127670-6
NR34802--MA0599.1.KLF5	chr2	103750420	103750429	+	0.000	0.000	Merged-chr2-103750485-21
NR62863--MA0741.1.KLF16	chr9	57638746	57638756	+	0.000	0.000	Merged-chr9-57638842-6
NR19507--MA0742.1.Klf12	chr14	67951870	67951884	+	0.000	0.000	Merged-chr14-67951902-1
NR21908--MA0039.3.KLF4	chr15	78828382	78828392	-	0.000	0.000	Merged-chr15-78828549-22
NR52584--MA0493.1.Klf1	chr6	119199104	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR48628--MA0599.1.KLF5	chr5	124075988	124075997	-	0.000	0.000	Merged-chr5-124075936-23
NR13013--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR55809--MA0493.1.Klf1	chr7	64160764	64160774	-	0.000	0.000	Merged-chr7-64160970-41
NR48080--MA0039.3.KLF4	chr5	114667636	114667646	-	0.000	0.000	Merged-chr5-114667670-56
NR11448--MA0039.3.KLF4	chr11	102061346	102061356	+	0.000	0.000	Merged-chr11-102061381-17
NR6021--MA0039.3.KLF4	chr10	79925508	79925518	+	0.000	0.000	Merged-chr10-79925589-24
NR730--MA0741.1.KLF16	chr1	58303842	58303852	-	0.000	0.000	Merged-chr1-58304012-69
NR15057--MA0599.1.KLF5	chr12	115790886	115790895	-	0.000	0.000	Merged-chr12-115790731-44
NR63485--MA0493.1.Klf1	chr9	73176797	73176807	-	0.000	0.000	Merged-chr9-73176903-12
NR27257--MA1107.1.KLF9	chr17	44690576	44690588	+	0.000	0.000	Merged-chr17-44690721-49
NR44052--MA0039.3.KLF4	chr4	133879282	133879292	+	0.000	0.000	Merged-chr4-133879423-50
NR4546--MA0599.1.KLF5	chr10	8370348	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR62036--MA0039.3.KLF4	chr9	22650012	22650022	-	0.000	0.000	Merged-chr9-22649822-33
NR38732--MA0599.1.KLF5	chr3	87266865	87266874	-	0.000	0.000	Merged-chr3-87266700-20
NR905--MA0741.1.KLF16	chr1	66897063	66897073	+	0.000	0.000	Merged-chr1-66897217-4
NR11705--MA0599.1.KLF5	chr11	106216895	106216904	+	0.000	0.000	Merged-chr11-106216790-91
NR8010--MA0599.1.KLF5	chr10	127165728	127165737	-	0.000	0.000	Merged-chr10-127165637-94
NR24879--MA0493.1.Klf1	chr16	76422776	76422786	+	0.000	0.000	Merged-chr16-76422823-13
NR22140--MA0741.1.KLF16	chr15	81510681	81510691	-	0.000	0.000	Merged-chr15-81510764-17
NR22176--MA0599.1.KLF5	chr15	81872355	81872364	+	0.000	0.000	Merged-chr15-81872198-88
NR30115--MA1107.1.KLF9	chr18	70462739	70462751	+	0.000	0.000	Merged-chr18-70462917-22
NR27005--MA0741.1.KLF16	chr17	35046774	35046784	+	0.000	0.000	Merged-chr17-35046725-56
NR38750--MA0599.1.KLF5	chr3	87840999	87841008	+	0.000	0.000	Merged-chr3-87841057-16
NR18485--MA0742.1.Klf12	chr14	21525773	21525787	+	0.000	0.000	Merged-chr14-21525854-33
NR37081--MA0039.3.KLF4	chr2	168429754	168429764	+	0.000	0.000	Merged-chr2-168429700-17
NR38731--MA1107.1.KLF9	chr3	87266829	87266841	-	0.000	0.000	Merged-chr3-87266700-20
NR49874--MA0741.1.KLF16	chr5	143975135	143975145	+	0.000	0.000	Merged-chr5-143975077-1
NR40714--MA1107.1.KLF9	chr3	142863420	142863432	+	0.000	0.000	Merged-chr3-142863489-16
NR47416--MA0039.3.KLF4	chr5	100485641	100485651	-	0.000	0.000	Merged-chr5-100485645-6
NR47470--MA1107.1.KLF9	chr5	100872341	100872353	-	0.000	0.000	Merged-chr5-100872198-32
NR16925--MA1107.1.KLF9	chr13	85505187	85505199	-	0.000	0.000	Merged-chr13-85505133-53
NR43330--MA1107.1.KLF9	chr4	120053628	120053640	-	0.000	0.000	Merged-chr4-120053646-59
NR50665--MA0599.1.KLF5	chr6	30230375	30230384	-	0.000	0.000	Merged-chr6-30230479-12
NR9878--MA1107.1.KLF9	chr11	69581605	69581617	-	0.000	0.000	Merged-chr11-69581385-45
NR2921--MA0493.1.Klf1	chr1	162565216	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR14625--MA0741.1.KLF16	chr12	107961262	107961272	+	0.000	0.000	Merged-chr12-107961222-28
NR43318--MA0599.1.KLF5	chr4	119959449	119959458	+	0.000	0.000	Merged-chr4-119959562-51
NR9662--MA0740.1.KLF14	chr11	61762111	61762124	-	0.000	0.000	Merged-chr11-61762062-61
NR15705--MA0039.3.KLF4	chr13	30003311	30003321	-	0.000	0.000	Merged-chr13-30003327-31
NR14633--MA0039.3.KLF4	chr12	107963070	107963080	+	0.000	0.000	Merged-chr12-107963174-17
NR46362--MA0039.3.KLF4	chr5	36590899	36590909	+	0.000	0.000	Merged-chr5-36590712-21
NR11201--MA0741.1.KLF16	chr11	98795277	98795287	-	0.000	0.000	Merged-chr11-98795114-80
NR23377--MA1107.1.KLF9	chr15	102225222	102225234	+	0.000	0.000	Merged-chr15-102225119-79
NR30815--MA0599.1.KLF5	chr19	5389954	5389963	-	0.000	0.000	Merged-chr19-5390000-41
NR63489--MA0039.3.KLF4	chr9	73176828	73176838	-	0.000	0.000	Merged-chr9-73176903-12
NR20662--MA0039.3.KLF4	chr15	5250438	5250448	+	0.000	0.000	Merged-chr15-5250378-18
NR11064--MA1107.1.KLF9	chr11	97133378	97133390	+	0.000	0.000	Merged-chr11-97133494-13
NR8328--MA0493.1.Klf1	chr11	3703864	3703874	-	0.000	0.000	Merged-chr11-3703654-26
NR35287--MA0741.1.KLF16	chr2	122356299	122356309	-	0.000	0.000	Merged-chr2-122356412-11
NR22059--MA1107.1.KLF9	chr15	80590878	80590890	-	0.000	0.000	Merged-chr15-80590747-44
NR31014--MA0599.1.KLF5	chr19	8774464	8774473	+	0.000	0.000	Merged-chr19-8774618-52
NR621--MA1107.1.KLF9	chr1	52578406	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR60569--MA0741.1.KLF16	chr8	106007461	106007471	-	0.000	0.000	Merged-chr8-106007407-44
NR17601--MA0741.1.KLF16	chr13	104937957	104937967	-	0.000	0.000	Merged-chr13-104937983-19
NR29124--MA1107.1.KLF9	chr18	32939286	32939298	-	0.000	0.000	Merged-chr18-32939306-98
NR20547--MA0493.1.Klf1	chr14	122064682	122064692	+	0.000	0.000	Merged-chr14-122064653-27
NR60821--MA0599.1.KLF5	chr8	115276531	115276540	+	0.000	0.000	Merged-chr8-115276533-28
NR43326--MA1107.1.KLF9	chr4	120053612	120053624	-	0.000	0.000	Merged-chr4-120053646-59
NR9216--MA0741.1.KLF16	chr11	51898827	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR60355--MA0493.1.Klf1	chr8	94447720	94447730	-	0.000	0.000	Merged-chr8-94447653-43
NR14232--MA0599.1.KLF5	chr12	100480844	100480853	+	0.000	0.000	Merged-chr12-100480598-53
NR52576--MA0740.1.KLF14	chr6	119199104	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR8614--MA0741.1.KLF16	chr11	14142561	14142571	-	0.000	0.000	Merged-chr11-14142731-31
NR46489--MA0741.1.KLF16	chr5	52618417	52618427	+	0.000	0.000	Merged-chr5-52618672-42
NR19462--MA0599.1.KLF5	chr14	66241492	66241501	-	0.000	0.000	Merged-chr14-66241484-22
NR46368--MA0493.1.Klf1	chr5	36590903	36590913	+	0.000	0.000	Merged-chr5-36590712-21
NR11575--MA0741.1.KLF16	chr11	103375272	103375282	+	0.000	0.000	Merged-chr11-103375376-18
NR9221--MA0493.1.Klf1	chr11	51969135	51969145	+	0.000	0.000	Merged-chr11-51969067-31
NR10006--MA0741.1.KLF16	chr11	70654715	70654725	+	0.000	0.000	Merged-chr11-70654589-122
NR32169--MA0742.1.Klf12	chr19	55260945	55260959	+	0.000	0.000	Merged-chr19-55260920-21
NR5766--MA0493.1.Klf1	chr10	75536382	75536392	-	0.000	0.000	Merged-chr10-75536310-39
NR19560--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR46091--MA0599.1.KLF5	chr5	31251898	31251907	+	0.000	0.000	Merged-chr5-31251770-31
NR66125--MA0599.1.KLF5	chrX	71474486	71474495	+	0.000	0.000	Merged-chrX-71474506-18
NR59573--MA0039.3.KLF4	chr8	70172302	70172312	+	0.000	0.000	Merged-chr8-70172374-46
NR1312--MA1107.1.KLF9	chr1	87847220	87847232	-	0.000	0.000	Merged-chr1-87847290-68
NR64608--MA0599.1.KLF5	chr9	108144675	108144684	+	0.000	0.000	Merged-chr9-108144717-30
NR62558--MA0599.1.KLF5	chr9	45329720	45329729	-	0.000	0.000	Merged-chr9-45329808-12
NR26071--MA0741.1.KLF16	chr17	19435235	19435245	+	0.000	0.000	Merged-chr17-19435269-18
NR35919--MA1107.1.KLF9	chr2	144753673	144753685	-	0.000	0.000	Merged-chr2-144753678-53
NR11200--MA0599.1.KLF5	chr11	98795278	98795287	-	0.000	0.000	Merged-chr11-98795114-80
NR27074--MA0039.3.KLF4	chr17	35742089	35742099	+	0.000	0.000	Merged-chr17-35741988-36
NR38752--MA0741.1.KLF16	chr3	87840999	87841009	+	0.000	0.000	Merged-chr3-87841057-16
NR26335--MA0599.1.KLF5	chr17	25913670	25913679	+	0.000	0.000	Merged-chr17-25913616-30
NR49570--MA1107.1.KLF9	chr5	139377607	139377619	-	0.000	0.000	Merged-chr5-139377554-24
NR42142--MA0039.3.KLF4	chr4	46617577	46617587	+	0.000	0.000	Merged-chr4-46617709-8
NR23292--MA0039.3.KLF4	chr15	101241095	101241105	+	0.000	0.000	Merged-chr15-101241005-42
NR61097--MA0741.1.KLF16	chr8	120668219	120668229	-	0.000	0.000	Merged-chr8-120668120-83
NR2294--MA0039.3.KLF4	chr1	138843411	138843421	-	0.000	0.000	Merged-chr1-138843569-18
NR23531--MA0599.1.KLF5	chr16	3859463	3859472	-	0.000	0.000	Merged-chr16-3859586-8
NR49051--MA0741.1.KLF16	chr5	134582749	134582759	-	0.000	0.000	Merged-chr5-134582735-45
NR64611--MA0742.1.Klf12	chr9	108347992	108348006	+	0.000	0.000	Merged-chr9-108347879-58
NR8322--MA0741.1.KLF16	chr11	3703671	3703681	+	0.000	0.000	Merged-chr11-3703654-26
NR10128--MA0741.1.KLF16	chr11	74926042	74926052	+	0.000	0.000	Merged-chr11-74926072-90
NR9699--MA0741.1.KLF16	chr11	62494922	62494932	-	0.000	0.000	Merged-chr11-62495019-47
NR61146--MA0599.1.KLF5	chr8	121573582	121573591	+	0.000	0.000	Merged-chr8-121573521-19
NR772--MA0740.1.KLF14	chr1	58953882	58953895	+	0.000	0.000	Merged-chr1-58953999-17
NR61302--MA0740.1.KLF14	chr8	123341733	123341746	+	0.000	0.000	Merged-chr8-123341706-13
NR29931--MA0493.1.Klf1	chr18	66442056	66442066	+	0.000	0.000	Merged-chr18-66442128-39
NR35288--MA1107.1.KLF9	chr2	122356298	122356310	-	0.000	0.000	Merged-chr2-122356412-11
NR54596--MA0740.1.KLF14	chr7	19665037	19665050	+	0.000	0.000	Merged-chr7-19665223-91
NR23736--MA1107.1.KLF9	chr16	11448975	11448987	+	0.000	0.000	Merged-chr16-11448842-30
NR46632--MA1107.1.KLF9	chr5	64102921	64102933	+	0.000	0.000	Merged-chr5-64102781-33
NR16005--MA0741.1.KLF16	chr13	43554872	43554882	-	0.000	0.000	Merged-chr13-43555011-40
NR11996--MA1107.1.KLF9	chr11	113187328	113187340	+	0.000	0.000	Merged-chr11-113187180-1
NR44444--MA0493.1.Klf1	chr4	138033652	138033662	-	0.000	0.000	Merged-chr4-138033707-13
NR5131--MA0740.1.KLF14	chr10	43998140	43998153	-	0.000	0.000	Merged-chr10-43998227-1
NR26219--MA0599.1.KLF5	chr17	24344897	24344906	-	0.000	0.000	Merged-chr17-24344874-27
NR58287--MA1107.1.KLF9	chr7	142396756	142396768	-	0.000	0.000	Merged-chr7-142396800-18
NR10566--MA1107.1.KLF9	chr11	86580723	86580735	+	0.000	0.000	Merged-chr11-86580662-12
NR421--MA0493.1.Klf1	chr1	38987626	38987636	+	0.000	0.000	Merged-chr1-38987666-67
NR31721--MA1107.1.KLF9	chr19	40661294	40661306	+	0.000	0.000	Merged-chr19-40661209-23
NR32596--MA1107.1.KLF9	chr2	9878747	9878759	+	0.000	0.000	Merged-chr2-9878722-80
NR12144--MA0742.1.Klf12	chr11	115612961	115612975	-	0.000	0.000	Merged-chr11-115612952-94
NR18914--MA0493.1.Klf1	chr14	47533729	47533739	-	0.000	0.000	Merged-chr14-47533897-41
NR8009--MA0742.1.Klf12	chr10	127165730	127165744	-	0.000	0.000	Merged-chr10-127165637-94
NR50895--MA0742.1.Klf12	chr6	43353650	43353664	-	0.000	0.000	Merged-chr6-43353601-7
NR17842--MA0493.1.Klf1	chr13	111297789	111297799	+	0.000	0.000	Merged-chr13-111297823-12
NR29623--MA0599.1.KLF5	chr18	56431883	56431892	+	0.000	0.000	Merged-chr18-56431859-87
NR56234--MA0599.1.KLF5	chr7	82971464	82971473	+	0.000	0.000	Merged-chr7-82971479-16
NR12835--MA0039.3.KLF4	chr12	15811851	15811861	+	0.000	0.000	Merged-chr12-15811908-21
NR31606--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR40429--MA1107.1.KLF9	chr3	133583902	133583914	-	0.000	0.000	Merged-chr3-133583850-2
NR48076--MA0740.1.KLF14	chr5	114667635	114667648	-	0.000	0.000	Merged-chr5-114667670-56
NR21006--MA1107.1.KLF9	chr15	34467881	34467893	-	0.000	0.000	Merged-chr15-34468001-12
NR47852--MA1107.1.KLF9	chr5	112239645	112239657	-	0.000	0.000	Merged-chr5-112239781-12
NR55810--MA1107.1.KLF9	chr7	64160762	64160774	-	0.000	0.000	Merged-chr7-64160970-41
NR37360--MA0039.3.KLF4	chr2	173048186	173048196	+	0.000	0.000	Merged-chr2-173048246-44
NR11785--MA0741.1.KLF16	chr11	107444016	107444026	-	0.000	0.000	Merged-chr11-107443890-34
NR5484--MA1107.1.KLF9	chr10	62248020	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR14620--MA0740.1.KLF14	chr12	107961219	107961232	+	0.000	0.000	Merged-chr12-107961222-28
NR53230--MA0741.1.KLF16	chr6	134947492	134947502	-	0.000	0.000	Merged-chr6-134947319-51
NR1063--MA0742.1.Klf12	chr1	75213259	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR11371--MA0741.1.KLF16	chr11	101171556	101171566	-	0.000	0.000	Merged-chr11-101171521-37
NR17609--MA1107.1.KLF9	chr13	104937964	104937976	-	0.000	0.000	Merged-chr13-104937983-19
NR19336--MA0039.3.KLF4	chr14	61309747	61309757	+	0.000	0.000	Merged-chr14-61309856-19
NR17058--MA0740.1.KLF14	chr13	93990539	93990552	+	0.000	0.000	Merged-chr13-93990352-84
NR3266--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR8615--MA1107.1.KLF9	chr11	14142560	14142572	-	0.000	0.000	Merged-chr11-14142731-31
NR56262--MA0742.1.Klf12	chr7	83565093	83565107	-	0.000	0.000	Merged-chr7-83565043-35
NR49566--MA0741.1.KLF16	chr5	139377604	139377614	-	0.000	0.000	Merged-chr5-139377554-24
NR61166--MA0740.1.KLF14	chr8	121898638	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR44051--MA0599.1.KLF5	chr4	133879281	133879290	+	0.000	0.000	Merged-chr4-133879423-50
NR32905--MA0039.3.KLF4	chr2	25148133	25148143	+	0.000	0.000	Merged-chr2-25148103-14
NR37944--MA0599.1.KLF5	chr3	28244441	28244450	+	0.000	0.000	Merged-chr3-28244555-21
NR30785--MA0599.1.KLF5	chr19	4943123	4943132	+	0.000	0.000	Merged-chr19-4942974-44
NR30551--MA1107.1.KLF9	chr18	84159109	84159121	+	0.000	0.000	Merged-chr18-84159275-32
NR17991--MA0740.1.KLF14	chr13	113556697	113556710	+	0.000	0.000	Merged-chr13-113556743-10
NR11577--MA0599.1.KLF5	chr11	103375415	103375424	+	0.000	0.000	Merged-chr11-103375376-18
NR11362--MA0599.1.KLF5	chr11	101082550	101082559	+	0.000	0.000	Merged-chr11-101082516-61
NR8541--MA0742.1.Klf12	chr11	6519613	6519627	+	0.000	0.000	Merged-chr11-6519719-31
NR38590--MA0493.1.Klf1	chr3	79237833	79237843	+	0.000	0.000	Merged-chr3-79237925-42
NR20513--MA0599.1.KLF5	chr14	121405485	121405494	+	0.000	0.000	Merged-chr14-121405440-45
NR40787--MA0039.3.KLF4	chr3	144561695	144561705	-	0.000	0.000	Merged-chr3-144561824-38
NR47661--MA0599.1.KLF5	chr5	107554525	107554534	-	0.000	0.000	Merged-chr5-107554534-24
NR4605--MA1107.1.KLF9	chr10	12929346	12929358	-	0.000	0.000	Merged-chr10-12929241-10
NR47415--MA0599.1.KLF5	chr5	100485643	100485652	-	0.000	0.000	Merged-chr5-100485645-6
NR27905--MA0599.1.KLF5	chr17	65954078	65954087	-	0.000	0.000	Merged-chr17-65954196-36
NR46631--MA0741.1.KLF16	chr5	64102922	64102932	+	0.000	0.000	Merged-chr5-64102781-33
NR11571--MA0039.3.KLF4	chr11	103375249	103375259	+	0.000	0.000	Merged-chr11-103375376-18
NR63843--MA0741.1.KLF16	chr9	85672426	85672436	-	0.000	0.000	Merged-chr9-85672342-1
NR54967--MA1107.1.KLF9	chr7	28609175	28609187	+	0.000	0.000	Merged-chr7-28609310-17
NR6833--MA0740.1.KLF14	chr10	95193990	95194003	-	0.000	0.000	Merged-chr10-95194130-23
NR28878--MA0493.1.Klf1	chr18	7869137	7869147	-	0.000	0.000	Merged-chr18-7869140-116
NR31613--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR45566--MA0741.1.KLF16	chr4	156033119	156033129	-	0.000	0.000	Merged-chr4-156033433-76
NR578--MA1107.1.KLF9	chr1	43562528	43562540	+	0.000	0.000	Merged-chr1-43562449-72
NR52493--MA0599.1.KLF5	chr6	115972920	115972929	-	0.000	0.000	Merged-chr6-115972922-11
NR48077--MA0657.1.KLF13	chr5	114667632	114667649	-	0.000	0.000	Merged-chr5-114667670-56
NR46361--MA0599.1.KLF5	chr5	36590910	36590919	+	0.000	0.000	Merged-chr5-36590712-21
NR54599--MA0741.1.KLF16	chr7	19665020	19665030	+	0.000	0.000	Merged-chr7-19665223-91
NR48489--MA0742.1.Klf12	chr5	122158192	122158206	+	0.000	0.000	Merged-chr5-122158258-63
NR26851--MA0599.1.KLF5	chr17	33550436	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR44238--MA0039.3.KLF4	chr4	135475598	135475608	+	0.000	0.000	Merged-chr4-135475652-18
NR30547--MA1107.1.KLF9	chr18	84159101	84159113	+	0.000	0.000	Merged-chr18-84159275-32
NR43711--MA0740.1.KLF14	chr4	129189784	129189797	+	0.000	0.000	Merged-chr4-129189596-96
NR63488--MA0599.1.KLF5	chr9	73176830	73176839	-	0.000	0.000	Merged-chr9-73176903-12
NR2267--MA0741.1.KLF16	chr1	138180318	138180328	-	0.000	0.000	Merged-chr1-138180262-18
NR26963--MA0599.1.KLF5	chr17	34630422	34630431	-	0.000	0.000	Merged-chr17-34630470-19
NR49287--MA0741.1.KLF16	chr5	136147189	136147199	+	0.000	0.000	Merged-chr5-136147048-39
NR56265--MA1107.1.KLF9	chr7	83565309	83565321	-	0.000	0.000	Merged-chr7-83565043-35
NR55805--MA0741.1.KLF16	chr7	64049100	64049110	-	0.000	0.000	Merged-chr7-64048843-48
NR27913--MA1107.1.KLF9	chr17	65954080	65954092	-	0.000	0.000	Merged-chr17-65954196-36
NR47848--MA0039.3.KLF4	chr5	112239654	112239664	-	0.000	0.000	Merged-chr5-112239781-12
NR18614--MA0039.3.KLF4	chr14	27355622	27355632	-	0.000	0.000	Merged-chr14-27355451-52
NR11250--MA0493.1.Klf1	chr11	99012471	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR61167--MA0657.1.KLF13	chr8	121898635	121898652	-	0.000	0.000	Merged-chr8-121898554-47
NR1144--MA0493.1.Klf1	chr1	80389549	80389559	-	0.000	0.000	Merged-chr1-80389705-48
NR21276--MA0493.1.Klf1	chr15	57921705	57921715	+	0.000	0.000	Merged-chr15-57921644-21
NR63487--MA1107.1.KLF9	chr9	73176795	73176807	-	0.000	0.000	Merged-chr9-73176903-12
NR24245--MA0741.1.KLF16	chr16	32658894	32658904	+	0.000	0.000	Merged-chr16-32659000-27
NR49049--MA0599.1.KLF5	chr5	134582750	134582759	-	0.000	0.000	Merged-chr5-134582735-45
NR37630--MA1107.1.KLF9	chr2	180438405	180438417	-	0.000	0.000	Merged-chr2-180438318-9
NR63492--MA0493.1.Klf1	chr9	73176866	73176876	-	0.000	0.000	Merged-chr9-73176903-12
NR27439--MA0742.1.Klf12	chr17	47737849	47737863	+	0.000	0.000	Merged-chr17-47737745-152
NR30113--MA1107.1.KLF9	chr18	70462735	70462747	+	0.000	0.000	Merged-chr18-70462917-22
NR23428--MA0039.3.KLF4	chr15	102263191	102263201	-	0.000	0.000	Merged-chr15-102263146-38
NR65434--MA1107.1.KLF9	chr9	121682271	121682283	+	0.000	0.000	Merged-chr9-121682469-52
NR61871--MA0741.1.KLF16	chr9	21167777	21167787	+	0.000	0.000	Merged-chr9-21167831-1
NR1719--MA0742.1.Klf12	chr1	120073814	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR1143--MA0039.3.KLF4	chr1	80389547	80389557	-	0.000	0.000	Merged-chr1-80389705-48
