#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed
NR62173--MA0657.1.KLF13	chr7	113256228	113256245	+	0.000	0.000	Merged-chr7-113256129-11
NR55791--MA0740.1.KLF14	chr6	67535323	67535336	+	0.000	0.000	Merged-chr6-67535210-32
NR23083--MA0599.1.KLF5	chr15	59541153	59541162	+	0.000	0.000	Merged-chr15-59541132-33
NR46713--MA0741.1.KLF16	chr4	108371565	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR34866--MA0599.1.KLF5	chr2	11496688	11496697	-	0.000	0.000	Merged-chr2-11496832-15
NR31386--MA0599.1.KLF5	chr18	39657008	39657017	-	0.000	0.000	Merged-chr18-39657147-8
NR45029--MA0741.1.KLF16	chr4	41348064	41348074	+	0.000	0.000	Merged-chr4-41348000-22
NR30036--MA0493.1.Klf1	chr17	74020693	74020703	-	0.000	0.000	Merged-chr17-74020674-41
NR45138--MA0741.1.KLF16	chr4	43044014	43044024	+	0.000	0.000	Merged-chr4-43044114-23
NR48244--MA0741.1.KLF16	chr4	139598144	139598154	+	0.000	0.000	Merged-chr4-139598021-2
NR48972--MA0741.1.KLF16	chr4	154105752	154105762	-	0.000	0.000	Merged-chr4-154105612-38
NR28169--MA1107.1.KLF9	chr17	26551299	26551311	-	0.000	0.000	Merged-chr17-26551311-33
NR12505--MA0599.1.KLF5	chr11	106612993	106613002	+	0.000	0.000	Merged-chr11-106612974-112
NR55381--MA0599.1.KLF5	chr6	51287895	51287904	-	0.000	0.000	Merged-chr6-51287938-60
NR41076--MA0493.1.Klf1	chr3	54567518	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR24854--MA0599.1.KLF5	chr15	101973883	101973892	+	0.000	0.000	Merged-chr15-101973849-27
NR33945--MA0741.1.KLF16	chr19	41597651	41597661	+	0.000	0.000	Merged-chr19-41597559-38
NR22647--MA0493.1.Klf1	chr15	36727837	36727847	+	0.000	0.000	Merged-chr15-36727812-56
NR43493--MA0493.1.Klf1	chr3	135675685	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR23162--MA0741.1.KLF16	chr15	62079500	62079510	+	0.000	0.000	Merged-chr15-62079594-24
NR2495--MA0740.1.KLF14	chr1	133363683	133363696	+	0.000	0.000	Merged-chr1-133363736-34
NR11393--MA0742.1.Klf12	chr11	82214552	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR48970--MA0599.1.KLF5	chr4	154105757	154105766	-	0.000	0.000	Merged-chr4-154105612-38
NR47615--MA1107.1.KLF9	chr4	131046353	131046365	+	0.000	0.000	Merged-chr4-131046528-13
NR30033--MA0742.1.Klf12	chr17	74020689	74020703	-	0.000	0.000	Merged-chr17-74020674-41
NR63083--MA0741.1.KLF16	chr7	130812685	130812695	-	0.000	0.000	Merged-chr7-130812664-20
NR23717--MA0741.1.KLF16	chr15	78928309	78928319	+	0.000	0.000	Merged-chr15-78928209-40
NR31990--MA1107.1.KLF9	chr18	66502014	66502026	-	0.000	0.000	Merged-chr18-66502099-22
NR3637--MA0741.1.KLF16	chr1	165322331	165322341	+	0.000	0.000	Merged-chr1-165322509-22
NR11397--MA0741.1.KLF16	chr11	82214555	82214565	-	0.000	0.000	Merged-chr11-82214647-44
NR30037--MA0741.1.KLF16	chr17	74020692	74020702	-	0.000	0.000	Merged-chr17-74020674-41
NR49589--MA1107.1.KLF9	chr5	23722185	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR72764--MA0599.1.KLF5	chrX	157483107	157483116	-	0.000	0.000	Merged-chrX-157483060-25
NR57528--MA0742.1.Klf12	chr6	125433842	125433856	+	0.000	0.000	Merged-chr6-125433874-28
NR24661--MA1107.1.KLF9	chr15	98927701	98927713	+	0.000	0.000	Merged-chr15-98927787-24
NR65672--MA0599.1.KLF5	chr8	79680699	79680708	+	0.000	0.000	Merged-chr8-79680726-46
NR46341--MA0740.1.KLF14	chr4	97996085	97996098	+	0.000	0.000	Merged-chr4-97996259-58
NR17211--MA1107.1.KLF9	chr13	58158312	58158324	-	0.000	0.000	Merged-chr13-58158134-148
NR5154--MA0493.1.Klf1	chr10	8415519	8415529	-	0.000	0.000	Merged-chr10-8415419-33
NR48965--MA1107.1.KLF9	chr4	154065653	154065665	-	0.000	0.000	Merged-chr4-154065575-29
NR6597--MA1107.1.KLF9	chr10	71399679	71399691	+	0.000	0.000	Merged-chr10-71399794-69
NR62702--MA0493.1.Klf1	chr7	125597231	125597241	-	0.000	0.000	Merged-chr7-125597306-20
NR33374--MA0741.1.KLF16	chr19	12012381	12012391	+	0.000	0.000	Merged-chr19-12012380-1
NR23167--MA0741.1.KLF16	chr15	62079507	62079517	+	0.000	0.000	Merged-chr15-62079594-24
NR11394--MA0599.1.KLF5	chr11	82214556	82214565	-	0.000	0.000	Merged-chr11-82214647-44
NR24657--MA1107.1.KLF9	chr15	98927693	98927705	+	0.000	0.000	Merged-chr15-98927787-24
NR9997--MA0741.1.KLF16	chr11	49202767	49202777	-	0.000	0.000	Merged-chr11-49202721-8
NR67175--MA1107.1.KLF9	chr8	121591459	121591471	-	0.000	0.000	Merged-chr8-121591458-17
NR55833--MA0039.3.KLF4	chr6	71156845	71156855	-	0.000	0.000	Merged-chr6-71156958-28
NR9313--MA0599.1.KLF5	chr11	6410291	6410300	-	0.000	0.000	Merged-chr11-6410402-18
NR23799--MA0741.1.KLF16	chr15	80255959	80255969	-	0.000	0.000	Merged-chr15-80256078-1
NR23800--MA1107.1.KLF9	chr15	80255958	80255970	-	0.000	0.000	Merged-chr15-80256078-1
NR33387--MA0741.1.KLF16	chr19	15923625	15923635	-	0.000	0.000	Merged-chr19-15923659-34
NR50621--MA0039.3.KLF4	chr5	64040800	64040810	+	0.000	0.000	Merged-chr5-64040859-39
NR1870--MA0599.1.KLF5	chr1	105565263	105565272	+	0.000	0.000	Merged-chr1-105565114-33
NR45137--MA0493.1.Klf1	chr4	43044013	43044023	+	0.000	0.000	Merged-chr4-43044114-23
NR8554--MA0493.1.Klf1	chr10	120697614	120697624	+	0.000	0.000	Merged-chr10-120697518-32
NR12684--MA0039.3.KLF4	chr11	113187330	113187340	+	0.000	0.000	Merged-chr11-113187180-1
NR1395--MA0742.1.Klf12	chr1	82834716	82834730	-	0.000	0.000	Merged-chr1-82834713-10
NR66869--MA1107.1.KLF9	chr8	116735589	116735601	+	0.000	0.000	Merged-chr8-116735664-29
NR12941--MA0599.1.KLF5	chr11	116412561	116412570	+	0.000	0.000	Merged-chr11-116412370-1
NR46711--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR20791--MA0493.1.Klf1	chr14	67878037	67878047	-	0.000	0.000	Merged-chr14-67877957-30
NR16948--MA0741.1.KLF16	chr13	52008091	52008101	-	0.000	0.000	Merged-chr13-52008191-11
NR46912--MA0493.1.Klf1	chr4	116144607	116144617	-	0.000	0.000	Merged-chr4-116144473-31
NR23159--MA0741.1.KLF16	chr15	61988012	61988022	+	0.000	0.000	Merged-chr15-61988003-29
NR4106--MA0599.1.KLF5	chr1	176827654	176827663	-	0.000	0.000	Merged-chr1-176827492-35
NR16947--MA0599.1.KLF5	chr13	52008092	52008101	-	0.000	0.000	Merged-chr13-52008191-11
NR36223--MA1107.1.KLF9	chr2	54084587	54084599	+	0.000	0.000	Merged-chr2-54084669-5
NR46710--MA1107.1.KLF9	chr4	108339503	108339515	-	0.000	0.000	Merged-chr4-108339503-23
NR50649--MA1107.1.KLF9	chr5	64651645	64651657	-	0.000	0.000	Merged-chr5-64651532-36
NR47275--MA0740.1.KLF14	chr4	124709097	124709110	+	0.000	0.000	Merged-chr4-124709015-86
NR11392--MA0740.1.KLF14	chr11	82214553	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR65337--MA0493.1.Klf1	chr8	70619089	70619099	+	0.000	0.000	Merged-chr8-70619084-21
NR20307--MA0039.3.KLF4	chr14	54061510	54061520	+	0.000	0.000	Merged-chr14-54061633-25
NR37442--MA0742.1.Klf12	chr2	104095803	104095817	-	0.000	0.000	Merged-chr2-104095908-22
NR53248--MA0493.1.Klf1	chr5	134494506	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR30038--MA1107.1.KLF9	chr17	74020691	74020703	-	0.000	0.000	Merged-chr17-74020674-41
NR35591--MA0741.1.KLF16	chr2	30469938	30469948	+	0.000	0.000	Merged-chr2-30470096-26
NR26220--MA1107.1.KLF9	chr16	49796923	49796935	+	0.000	0.000	Merged-chr16-49797153-43
NR27293--MA0657.1.KLF13	chr16	97204522	97204539	-	0.000	0.000	Merged-chr16-97204388-55
NR10331--MA1107.1.KLF9	chr11	57952968	57952980	-	0.000	0.000	Merged-chr11-57952769-40
NR68969--MA1107.1.KLF9	chr9	58583281	58583293	-	0.000	0.000	Merged-chr9-58583464-18
NR11409--MA0599.1.KLF5	chr11	82952051	82952060	+	0.000	0.000	Merged-chr11-82952114-4
NR23085--MA1107.1.KLF9	chr15	59541152	59541164	+	0.000	0.000	Merged-chr15-59541132-33
NR26216--MA1107.1.KLF9	chr16	49796915	49796927	+	0.000	0.000	Merged-chr16-49797153-43
NR22649--MA1107.1.KLF9	chr15	36727837	36727849	+	0.000	0.000	Merged-chr15-36727812-56
NR18920--MA0039.3.KLF4	chr13	118383765	118383775	+	0.000	0.000	Merged-chr13-118383663-25
NR26234--MA1107.1.KLF9	chr16	49982430	49982442	-	0.000	0.000	Merged-chr16-49982447-38
NR72488--MA0493.1.Klf1	chrX	113298192	113298202	-	0.000	0.000	Merged-chrX-113298172-75
NR55792--MA0741.1.KLF16	chr6	67535324	67535334	+	0.000	0.000	Merged-chr6-67535210-32
NR13109--MA0740.1.KLF14	chr11	118248639	118248652	+	0.000	0.000	Merged-chr11-118248688-60
NR72829--MA0599.1.KLF5	chrX	159910926	159910935	+	0.000	0.000	Merged-chrX-159910945-21
NR55053--MA0599.1.KLF5	chr6	38551356	38551365	-	0.000	0.000	Merged-chr6-38551188-3
NR1394--MA0740.1.KLF14	chr1	82834717	82834730	-	0.000	0.000	Merged-chr1-82834713-10
NR70661--MA0039.3.KLF4	chr9	107334441	107334451	+	0.000	0.000	Merged-chr9-107334469-86
NR48036--MA1107.1.KLF9	chr4	136172223	136172235	-	0.000	0.000	Merged-chr4-136172134-18
NR50620--MA0599.1.KLF5	chr5	64040799	64040808	+	0.000	0.000	Merged-chr5-64040859-39
NR34461--MA1107.1.KLF9	chr19	56756562	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR47496--MA0741.1.KLF16	chr4	129696178	129696188	+	0.000	0.000	Merged-chr4-129696167-1
NR16437--MA1107.1.KLF9	chr13	28500904	28500916	+	0.000	0.000	Merged-chr13-28501043-27
NR12683--MA0599.1.KLF5	chr11	113187329	113187338	+	0.000	0.000	Merged-chr11-113187180-1
NR48239--MA0741.1.KLF16	chr4	139597983	139597993	+	0.000	0.000	Merged-chr4-139598021-2
NR49588--MA0493.1.Klf1	chr5	23722185	23722195	+	0.000	0.000	Merged-chr5-23722080-21
NR45020--MA0741.1.KLF16	chr4	41348055	41348065	+	0.000	0.000	Merged-chr4-41348000-22
NR57372--MA0599.1.KLF5	chr6	122553755	122553764	-	0.000	0.000	Merged-chr6-122553933-10
NR37441--MA0740.1.KLF14	chr2	104095804	104095817	-	0.000	0.000	Merged-chr2-104095908-22
NR62055--MA1107.1.KLF9	chr7	110203786	110203798	-	0.000	0.000	Merged-chr7-110203728-41
