#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR46456--MA0599.1.KLF5	chr4	101419676	101419685	-	0.000	0.000	Merged-chr4-101419713-70
NR10401--MA0741.1.KLF16	chr11	59787733	59787743	+	0.000	0.000	Merged-chr11-59787548-18
NR21114--MA0741.1.KLF16	chr14	76165445	76165455	-	0.000	0.000	Merged-chr14-76165391-21
NR72531--MA1107.1.KLF9	chrX	134808067	134808079	+	0.000	0.000	Merged-chrX-134808077-16
NR23326--MA0742.1.Klf12	chr15	72859485	72859499	+	0.000	0.000	Merged-chr15-72859470-25
NR53690--MA1107.1.KLF9	chr5	139932825	139932837	-	0.000	0.000	Merged-chr5-139932762-12
NR45411--MA0741.1.KLF16	chr4	47502657	47502667	+	0.000	0.000	Merged-chr4-47502756-26
NR5190--MA1107.1.KLF9	chr10	9880452	9880464	+	0.000	0.000	Merged-chr10-9880520-21
NR35599--MA0741.1.KLF16	chr2	30472073	30472083	+	0.000	0.000	Merged-chr2-30472114-26
NR12878--MA0493.1.Klf1	chr11	115751908	115751918	+	0.000	0.000	Merged-chr11-115751964-2
NR60791--MA1107.1.KLF9	chr7	63957543	63957555	-	0.000	0.000	Merged-chr7-63957418-17
NR63162--MA0599.1.KLF5	chr7	132317313	132317322	+	0.000	0.000	Merged-chr7-132317352-2
NR39448--MA1107.1.KLF9	chr2	163203572	163203584	+	0.000	0.000	Merged-chr2-163203461-118
NR31541--MA0740.1.KLF14	chr18	53245578	53245591	+	0.000	0.000	Merged-chr18-53245593-51
NR21067--MA0599.1.KLF5	chr14	75197979	75197988	-	0.000	0.000	Merged-chr14-75197932-9
NR42286--MA0741.1.KLF16	chr3	101377060	101377070	-	0.000	0.000	Merged-chr3-101377096-48
NR44700--MA0039.3.KLF4	chr4	21752127	21752137	+	0.000	0.000	Merged-chr4-21752041-18
NR50968--MA0599.1.KLF5	chr5	75574899	75574908	-	0.000	0.000	Merged-chr5-75574836-1
NR13561--MA0599.1.KLF5	chr12	16533752	16533761	-	0.000	0.000	Merged-chr12-16533665-29
NR25860--MA0493.1.Klf1	chr16	34531734	34531744	-	0.000	0.000	Merged-chr16-34531790-5
NR25780--MA0599.1.KLF5	chr16	32516544	32516553	-	0.000	0.000	Merged-chr16-32516451-30
NR23471--MA0740.1.KLF14	chr15	75894345	75894358	-	0.000	0.000	Merged-chr15-75894455-46
NR1828--MA0741.1.KLF16	chr1	96871623	96871633	-	0.000	0.000	Merged-chr1-96871649-2
NR13535--MA0740.1.KLF14	chr12	14152274	14152287	-	0.000	0.000	Merged-chr12-14152213-14
NR42767--MA1107.1.KLF9	chr3	115897889	115897901	+	0.000	0.000	Merged-chr3-115897908-5
NR67804--MA0740.1.KLF14	chr9	15709976	15709989	-	0.000	0.000	Merged-chr9-15709752-108
NR63950--MA0599.1.KLF5	chr8	3587607	3587616	-	0.000	0.000	Merged-chr8-3587694-26
NR63063--MA0741.1.KLF16	chr7	130631892	130631902	-	0.000	0.000	Merged-chr7-130631867-47
NR5620--MA1107.1.KLF9	chr10	37721420	37721432	+	0.000	0.000	Merged-chr10-37721362-7
NR50465--MA0741.1.KLF16	chr5	57714981	57714991	-	0.000	0.000	Merged-chr5-57715009-24
NR22444--MA0741.1.KLF16	chr15	25673781	25673791	+	0.000	0.000	Merged-chr15-25673661-24
NR524--MA0741.1.KLF16	chr1	39702701	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR54413--MA1107.1.KLF9	chr5	150894468	150894480	-	0.000	0.000	Merged-chr5-150894547-1
NR15047--MA0599.1.KLF5	chr12	92303486	92303495	-	0.000	0.000	Merged-chr12-92303389-10
NR696--MA0493.1.Klf1	chr1	50927286	50927296	-	0.000	0.000	Merged-chr1-50927546-47
NR50640--MA1107.1.KLF9	chr5	64455579	64455591	+	0.000	0.000	Merged-chr5-64455679-15
NR15028--MA1107.1.KLF9	chr12	91745725	91745737	+	0.000	0.000	Merged-chr12-91745848-45
NR25892--MA0599.1.KLF5	chr16	35154885	35154894	-	0.000	0.000	Merged-chr16-35154981-11
NR18763--MA1107.1.KLF9	chr13	112824271	112824283	+	0.000	0.000	Merged-chr13-112824318-13
NR41122--MA1107.1.KLF9	chr3	55688151	55688163	-	0.000	0.000	Merged-chr3-55687980-1
NR8676--MA0599.1.KLF5	chr10	122755185	122755194	-	0.000	0.000	Merged-chr10-122755211-20
NR54633--MA0493.1.Klf1	chr6	17307666	17307676	-	0.000	0.000	Merged-chr6-17307561-30
NR3314--MA0740.1.KLF14	chr1	157017608	157017621	+	0.000	0.000	Merged-chr1-157017698-32
NR62190--MA0741.1.KLF16	chr7	114093726	114093736	+	0.000	0.000	Merged-chr7-114093850-17
NR72019--MA0741.1.KLF16	chrX	53607883	53607893	+	0.000	0.000	Merged-chrX-53607978-28
NR72485--MA0742.1.Klf12	chrX	113298188	113298202	-	0.000	0.000	Merged-chrX-113298172-75
NR1826--MA0599.1.KLF5	chr1	96871624	96871633	-	0.000	0.000	Merged-chr1-96871649-2
NR50771--MA0599.1.KLF5	chr5	66620373	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR14176--MA0493.1.Klf1	chr12	54398449	54398459	-	0.000	0.000	Merged-chr12-54398333-42
NR29978--MA0742.1.Klf12	chr17	72854434	72854448	-	0.000	0.000	Merged-chr17-72854440-12
NR10000--MA0741.1.KLF16	chr11	49202770	49202780	-	0.000	0.000	Merged-chr11-49202721-8
NR15807--MA1107.1.KLF9	chr12	112629099	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR68934--MA0599.1.KLF5	chr9	58112461	58112470	+	0.000	0.000	Merged-chr9-58112486-25
NR5844--MA1107.1.KLF9	chr10	43706426	43706438	-	0.000	0.000	Merged-chr10-43706280-54
NR16705--MA0741.1.KLF16	chr13	42049181	42049191	-	0.000	0.000	Merged-chr13-42049130-34
NR65614--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR32022--MA0657.1.KLF13	chr18	67239286	67239303	-	0.000	0.000	Merged-chr18-67239336-22
NR30491--MA0599.1.KLF5	chr17	84148971	84148980	+	0.000	0.000	Merged-chr17-84148977-32
NR32434--MA0742.1.Klf12	chr18	79257499	79257513	-	0.000	0.000	Merged-chr18-79257508-110
NR68906--MA1107.1.KLF9	chr9	57647828	57647840	-	0.000	0.000	Merged-chr9-57647746-26
NR30687--MA1107.1.KLF9	chr17	88597600	88597612	+	0.000	0.000	Merged-chr17-88597413-65
NR8989--MA0493.1.Klf1	chr10	128149933	128149943	+	0.000	0.000	Merged-chr10-128149784-21
NR35913--MA0740.1.KLF14	chr2	36091472	36091485	+	0.000	0.000	Merged-chr2-36091401-36
NR61408--MA0599.1.KLF5	chr7	89404184	89404193	-	0.000	0.000	Merged-chr7-89404144-109
NR46658--MA0741.1.KLF16	chr4	107434701	107434711	-	0.000	0.000	Merged-chr4-107434749-32
NR9738--MA1107.1.KLF9	chr11	32011898	32011910	+	0.000	0.000	Merged-chr11-32012025-22
NR41770--MA0657.1.KLF13	chr3	89911444	89911461	+	0.000	0.000	Merged-chr3-89911440-10
NR52363--MA0741.1.KLF16	chr5	118661945	118661955	+	0.000	0.000	Merged-chr5-118661904-17
NR53216--MA1107.1.KLF9	chr5	134373275	134373287	+	0.000	0.000	Merged-chr5-134373166-2
NR60956--MA0741.1.KLF16	chr7	71379407	71379417	-	0.000	0.000	Merged-chr7-71379218-17
NR5411--MA0599.1.KLF5	chr10	21476441	21476450	+	0.000	0.000	Merged-chr10-21476462-10
NR65866--MA0740.1.KLF14	chr8	84664163	84664176	+	0.000	0.000	Merged-chr8-84664181-39
NR50651--MA0740.1.KLF14	chr5	64684279	64684292	+	0.000	0.000	Merged-chr5-64684447-46
NR45262--MA0741.1.KLF16	chr4	45766156	45766166	-	0.000	0.000	Merged-chr4-45766216-17
NR62725--MA1107.1.KLF9	chr7	126230482	126230494	-	0.000	0.000	Merged-chr7-126230639-34
NR49036--MA0493.1.Klf1	chr4	155050347	155050357	+	0.000	0.000	Merged-chr4-155050218-26
NR36037--MA0741.1.KLF16	chr2	44953136	44953146	+	0.000	0.000	Merged-chr2-44953031-31
NR72348--MA0740.1.KLF14	chrX	99136007	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR44803--MA0740.1.KLF14	chr4	32950899	32950912	+	0.000	0.000	Merged-chr4-32950743-79
NR1289--MA0599.1.KLF5	chr1	75487853	75487862	+	0.000	0.000	Merged-chr1-75487610-71
NR66614--MA0039.3.KLF4	chr8	109957366	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR62950--MA0741.1.KLF16	chr7	128633409	128633419	-	0.000	0.000	Merged-chr7-128633323-34
NR9998--MA0741.1.KLF16	chr11	49202768	49202778	-	0.000	0.000	Merged-chr11-49202721-8
NR36257--MA0740.1.KLF14	chr2	57253109	57253122	-	0.000	0.000	Merged-chr2-57253205-15
NR6164--MA1107.1.KLF9	chr10	60746571	60746583	+	0.000	0.000	Merged-chr10-60746399-1
NR41588--MA1107.1.KLF9	chr3	86104012	86104024	-	0.000	0.000	Merged-chr3-86103938-30
NR39532--MA0742.1.Klf12	chr2	165854757	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR12564--MA0741.1.KLF16	chr11	109375504	109375514	-	0.000	0.000	Merged-chr11-109375589-56
NR22837--MA0741.1.KLF16	chr15	44748516	44748526	+	0.000	0.000	Merged-chr15-44748463-50
NR56084--MA0741.1.KLF16	chr6	85339432	85339442	+	0.000	0.000	Merged-chr6-85339410-34
NR70916--MA1107.1.KLF9	chr9	112185872	112185884	+	0.000	0.000	Merged-chr9-112185998-1
NR54795--MA0599.1.KLF5	chr6	29513369	29513378	-	0.000	0.000	Merged-chr6-29513467-24
NR34599--MA1107.1.KLF9	chr19	59650731	59650743	-	0.000	0.000	Merged-chr19-59650746-15
NR72868--MA0493.1.Klf1	chrX	162643655	162643665	+	0.000	0.000	Merged-chrX-162643590-34
NR6139--MA0742.1.Klf12	chr10	60160929	60160943	+	0.000	0.000	Merged-chr10-60161046-15
NR60922--MA0741.1.KLF16	chr7	68189868	68189878	+	0.000	0.000	Merged-chr7-68190151-33
NR44859--MA0657.1.KLF13	chr4	33310291	33310308	-	0.000	0.000	Merged-chr4-33310385-59
NR21049--MA0493.1.Klf1	chr14	74918735	74918745	-	0.000	0.000	Merged-chr14-74918775-39
NR46264--MA0599.1.KLF5	chr4	89137628	89137637	-	0.000	0.000	Merged-chr4-89137676-98
NR14767--MA0741.1.KLF16	chr12	82187382	82187392	+	0.000	0.000	Merged-chr12-82187311-20
NR55777--MA0657.1.KLF13	chr6	67146672	67146689	-	0.000	0.000	Merged-chr6-67146910-15
NR22423--MA0741.1.KLF16	chr15	25269713	25269723	-	0.000	0.000	Merged-chr15-25269773-79
NR66780--MA1107.1.KLF9	chr8	115136875	115136887	+	0.000	0.000	Merged-chr8-115136921-34
NR12466--MA1107.1.KLF9	chr11	106057116	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR38349--MA0741.1.KLF16	chr2	132131491	132131501	+	0.000	0.000	Merged-chr2-132131548-24
NR25977--MA0493.1.Klf1	chr16	38348504	38348514	+	0.000	0.000	Merged-chr16-38348536-9
NR18768--MA1107.1.KLF9	chr13	112824341	112824353	+	0.000	0.000	Merged-chr13-112824318-13
NR191--MA0599.1.KLF5	chr1	20951572	20951581	+	0.000	0.000	Merged-chr1-20951631-56
NR16920--MA0493.1.Klf1	chr13	51685365	51685375	-	0.000	0.000	Merged-chr13-51685389-6
NR68351--MA0741.1.KLF16	chr9	41160882	41160892	-	0.000	0.000	Merged-chr9-41160864-12
NR52293--MA0599.1.KLF5	chr5	117069255	117069264	-	0.000	0.000	Merged-chr5-117069414-24
NR23386--MA0741.1.KLF16	chr15	73716731	73716741	+	0.000	0.000	Merged-chr15-73716639-32
NR62193--MA0493.1.Klf1	chr7	114093942	114093952	+	0.000	0.000	Merged-chr7-114093850-17
NR55885--MA0599.1.KLF5	chr6	72439124	72439133	+	0.000	0.000	Merged-chr6-72438940-1
NR60555--MA0741.1.KLF16	chr7	49450948	49450958	-	0.000	0.000	Merged-chr7-49451105-18
NR47207--MA0740.1.KLF14	chr4	123183450	123183463	-	0.000	0.000	Merged-chr4-123183397-53
NR29003--MA0599.1.KLF5	chr17	44105682	44105691	-	0.000	0.000	Merged-chr17-44105756-70
NR64821--MA0599.1.KLF5	chr8	46654735	46654744	-	0.000	0.000	Merged-chr8-46654782-26
NR58840--MA0740.1.KLF14	chr7	4964459	4964472	+	0.000	0.000	Merged-chr7-4964465-28
NR20685--MA0599.1.KLF5	chr14	63940957	63940966	-	0.000	0.000	Merged-chr14-63940977-13
NR19877--MA0599.1.KLF5	chr14	34661935	34661944	-	0.000	0.000	Merged-chr14-34661835-65
NR13556--MA1107.1.KLF9	chr12	16384271	16384283	+	0.000	0.000	Merged-chr12-16384404-18
NR2257--MA1107.1.KLF9	chr1	127322311	127322323	+	0.000	0.000	Merged-chr1-127322582-29
NR10169--MA0741.1.KLF16	chr11	53324641	53324651	+	0.000	0.000	Merged-chr11-53324720-33
NR28300--MA0741.1.KLF16	chr17	28193641	28193651	-	0.000	0.000	Merged-chr17-28193674-11
NR63082--MA0599.1.KLF5	chr7	130812698	130812707	-	0.000	0.000	Merged-chr7-130812664-20
NR68172--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR24434--MA0039.3.KLF4	chr15	94255267	94255277	+	0.000	0.000	Merged-chr15-94255177-46
NR26077--MA1107.1.KLF9	chr16	44140738	44140750	-	0.000	0.000	Merged-chr16-44140552-3
NR7228--MA0493.1.Klf1	chr10	81253302	81253312	-	0.000	0.000	Merged-chr10-81253220-18
NR14525--MA1107.1.KLF9	chr12	72748669	72748681	-	0.000	0.000	Merged-chr12-72748579-13
NR35177--MA0741.1.KLF16	chr2	23006373	23006383	+	0.000	0.000	Merged-chr2-23006422-36
NR68382--MA0039.3.KLF4	chr9	42423779	42423789	+	0.000	0.000	Merged-chr9-42423784-11
NR68249--MA0493.1.Klf1	chr9	36905618	36905628	-	0.000	0.000	Merged-chr9-36905642-9
NR47590--MA1107.1.KLF9	chr4	130802165	130802177	+	0.000	0.000	Merged-chr4-130802230-25
NR47108--MA0599.1.KLF5	chr4	120731326	120731335	-	0.000	0.000	Merged-chr4-120731377-66
NR39960--MA0599.1.KLF5	chr2	172977718	172977727	+	0.000	0.000	Merged-chr2-172977593-131
NR14580--MA0742.1.Klf12	chr12	75905508	75905522	+	0.000	0.000	Merged-chr12-75905530-21
NR23273--MA1107.1.KLF9	chr15	67290901	67290913	-	0.000	0.000	Merged-chr15-67291006-6
NR41070--MA0599.1.KLF5	chr3	54400030	54400039	+	0.000	0.000	Merged-chr3-54399982-24
NR516--MA0741.1.KLF16	chr1	39556198	39556208	-	0.000	0.000	Merged-chr1-39556139-36
NR55545--MA0599.1.KLF5	chr6	54595352	54595361	+	0.000	0.000	Merged-chr6-54595326-63
NR67764--MA0599.1.KLF5	chr9	15004539	15004548	+	0.000	0.000	Merged-chr9-15004523-21
NR5966--MA0493.1.Klf1	chr10	53889524	53889534	-	0.000	0.000	Merged-chr10-53889619-14
NR7742--MA0740.1.KLF14	chr10	93188644	93188657	+	0.000	0.000	Merged-chr10-93188465-33
NR2275--MA1107.1.KLF9	chr1	127796441	127796453	-	0.000	0.000	Merged-chr1-127796546-56
NR10310--MA0599.1.KLF5	chr11	57791233	57791242	+	0.000	0.000	Merged-chr11-57791276-17
NR63180--MA0493.1.Klf1	chr7	132484475	132484485	+	0.000	0.000	Merged-chr7-132484598-7
NR35491--MA0741.1.KLF16	chr2	28698442	28698452	+	0.000	0.000	Merged-chr2-28698593-11
NR19699--MA0657.1.KLF13	chr14	30014615	30014632	-	0.000	0.000	Merged-chr14-30014704-42
NR47005--MA0599.1.KLF5	chr4	118060378	118060387	+	0.000	0.000	Merged-chr4-118060227-12
NR32317--MA0742.1.Klf12	chr18	76222448	76222462	+	0.000	0.000	Merged-chr18-76222464-24
NR39171--MA1107.1.KLF9	chr2	157119299	157119311	-	0.000	0.000	Merged-chr2-157119108-55
NR31352--MA1107.1.KLF9	chr18	38276201	38276213	-	0.000	0.000	Merged-chr18-38276208-2
NR23004--MA0741.1.KLF16	chr15	57970377	57970387	+	0.000	0.000	Merged-chr15-57970382-25
NR4321--MA0493.1.Klf1	chr1	181352593	181352603	-	0.000	0.000	Merged-chr1-181352639-14
NR2337--MA0740.1.KLF14	chr1	128713043	128713056	+	0.000	0.000	Merged-chr1-128713010-21
NR24104--MA0493.1.Klf1	chr15	85709428	85709438	-	0.000	0.000	Merged-chr15-85709467-21
NR57325--MA0742.1.Klf12	chr6	121110155	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR27758--MA0741.1.KLF16	chr17	13480019	13480029	-	0.000	0.000	Merged-chr17-13479919-17
NR38373--MA0740.1.KLF14	chr2	132379894	132379907	-	0.000	0.000	Merged-chr2-132379852-19
NR2387--MA1107.1.KLF9	chr1	130522444	130522456	+	0.000	0.000	Merged-chr1-130522626-12
NR54383--MA0741.1.KLF16	chr5	150232878	150232888	+	0.000	0.000	Merged-chr5-150232910-1
NR13132--MA0599.1.KLF5	chr11	119023850	119023859	+	0.000	0.000	Merged-chr11-119023765-1
NR3315--MA0657.1.KLF13	chr1	157017607	157017624	+	0.000	0.000	Merged-chr1-157017698-32
NR41589--MA0493.1.Klf1	chr3	86214189	86214199	-	0.000	0.000	Merged-chr3-86214292-17
NR39826--MA0599.1.KLF5	chr2	170216251	170216260	-	0.000	0.000	Merged-chr2-170216227-3
NR42091--MA0742.1.Klf12	chr3	96575125	96575139	+	0.000	0.000	Merged-chr3-96575084-6
NR14110--MA0599.1.KLF5	chr12	52383142	52383151	-	0.000	0.000	Merged-chr12-52383146-23
NR68744--MA0741.1.KLF16	chr9	51765296	51765306	-	0.000	0.000	Merged-chr9-51765331-83
NR62077--MA0493.1.Klf1	chr7	110627600	110627610	+	0.000	0.000	Merged-chr7-110627584-9
NR9452--MA1107.1.KLF9	chr11	20035547	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR29245--MA0599.1.KLF5	chr17	47739614	47739623	-	0.000	0.000	Merged-chr17-47739612-38
NR14198--MA0039.3.KLF4	chr12	55007789	55007799	-	0.000	0.000	Merged-chr12-55007826-27
NR55535--MA1107.1.KLF9	chr6	54228986	54228998	-	0.000	0.000	Merged-chr6-54229087-24
NR2499--MA1107.1.KLF9	chr1	133363683	133363695	+	0.000	0.000	Merged-chr1-133363736-34
NR19420--MA0493.1.Klf1	chr14	20479950	20479960	-	0.000	0.000	Merged-chr14-20479960-47
NR29720--MA0740.1.KLF14	chr17	64628987	64629000	-	0.000	0.000	Merged-chr17-64628994-21
NR1177--MA0493.1.Klf1	chr1	73940876	73940886	+	0.000	0.000	Merged-chr1-73940938-50
NR65615--MA0657.1.KLF13	chr8	76902218	76902235	+	0.000	0.000	Merged-chr8-76902143-41
NR63339--MA0741.1.KLF16	chr7	135598566	135598576	+	0.000	0.000	Merged-chr7-135598633-32
NR192--MA0741.1.KLF16	chr1	20951572	20951582	+	0.000	0.000	Merged-chr1-20951631-56
NR5823--MA0740.1.KLF14	chr10	43520079	43520092	+	0.000	0.000	Merged-chr10-43520023-14
NR56714--MA0741.1.KLF16	chr6	100390398	100390408	+	0.000	0.000	Merged-chr6-100390476-26
NR48001--MA0599.1.KLF5	chr4	136081945	136081954	-	0.000	0.000	Merged-chr4-136081901-45
NR35914--MA0657.1.KLF13	chr2	36091471	36091488	+	0.000	0.000	Merged-chr2-36091401-36
NR23946--MA0599.1.KLF5	chr15	82162409	82162418	-	0.000	0.000	Merged-chr15-82162318-6
NR56509--MA0741.1.KLF16	chr6	95552790	95552800	+	0.000	0.000	Merged-chr6-95552744-18
NR23604--MA0740.1.KLF14	chr15	77071683	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR62189--MA0493.1.Klf1	chr7	114093725	114093735	+	0.000	0.000	Merged-chr7-114093850-17
NR378--MA0039.3.KLF4	chr1	36272649	36272659	-	0.000	0.000	Merged-chr1-36272682-8
NR19641--MA0741.1.KLF16	chr14	27262416	27262426	+	0.000	0.000	Merged-chr14-27262535-17
NR65867--MA0657.1.KLF13	chr8	84664162	84664179	+	0.000	0.000	Merged-chr8-84664181-39
NR4240--MA1107.1.KLF9	chr1	180483485	180483497	+	0.000	0.000	Merged-chr1-180483466-4
NR50652--MA0657.1.KLF13	chr5	64684278	64684295	+	0.000	0.000	Merged-chr5-64684447-46
NR17690--MA0741.1.KLF16	chr13	75943476	75943486	-	0.000	0.000	Merged-chr13-75943546-39
NR64611--MA0599.1.KLF5	chr8	34818002	34818011	-	0.000	0.000	Merged-chr8-34817852-8
NR42106--MA0493.1.Klf1	chr3	96675344	96675354	+	0.000	0.000	Merged-chr3-96675499-26
NR65002--MA0493.1.Klf1	chr8	60632658	60632668	-	0.000	0.000	Merged-chr8-60632762-58
NR58917--MA0741.1.KLF16	chr7	7130765	7130775	+	0.000	0.000	Merged-chr7-7130705-50
NR42026--MA0599.1.KLF5	chr3	95739603	95739612	+	0.000	0.000	Merged-chr3-95739473-23
NR71045--MA0599.1.KLF5	chr9	114592623	114592632	+	0.000	0.000	Merged-chr9-114592565-4
NR31273--MA0741.1.KLF16	chr18	35830179	35830189	+	0.000	0.000	Merged-chr18-35830192-19
NR49058--MA0039.3.KLF4	chr4	155154740	155154750	-	0.000	0.000	Merged-chr4-155154662-3
NR72349--MA0657.1.KLF13	chrX	99136004	99136021	-	0.000	0.000	Merged-chrX-99136067-62
NR9687--MA0740.1.KLF14	chr11	29883365	29883378	-	0.000	0.000	Merged-chr11-29883287-9
NR44804--MA0657.1.KLF13	chr4	32950884	32950901	+	0.000	0.000	Merged-chr4-32950743-79
NR67274--MA0742.1.Klf12	chr8	122830610	122830624	-	0.000	0.000	Merged-chr8-122830523-28
NR10641--MA0493.1.Klf1	chr11	67017986	67017996	-	0.000	0.000	Merged-chr11-67017936-9
NR14236--MA0741.1.KLF16	chr12	55357493	55357503	-	0.000	0.000	Merged-chr12-55357452-12
NR13351--MA0493.1.Klf1	chr12	3835787	3835797	+	0.000	0.000	Merged-chr12-3835793-19
NR17889--MA0657.1.KLF13	chr13	91206285	91206302	+	0.000	0.000	Merged-chr13-91206410-21
NR72530--MA0741.1.KLF16	chrX	134808068	134808078	+	0.000	0.000	Merged-chrX-134808077-16
NR67987--MA1107.1.KLF9	chr9	21962606	21962618	-	0.000	0.000	Merged-chr9-21962533-26
NR67265--MA0741.1.KLF16	chr8	122769451	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR13458--MA1107.1.KLF9	chr12	8827540	8827552	-	0.000	0.000	Merged-chr12-8827572-4
NR60643--MA0741.1.KLF16	chr7	57591145	57591155	+	0.000	0.000	Merged-chr7-57591036-32
NR24695--MA0741.1.KLF16	chr15	99065413	99065423	-	0.000	0.000	Merged-chr15-99065640-20
NR34578--MA0657.1.KLF13	chr19	59324483	59324500	-	0.000	0.000	Merged-chr19-59324337-12
NR523--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR50165--MA0741.1.KLF16	chr5	38580952	38580962	-	0.000	0.000	Merged-chr5-38580877-38
NR31728--MA0742.1.Klf12	chr18	58677039	58677053	+	0.000	0.000	Merged-chr18-58676991-24
NR40797--MA0740.1.KLF14	chr3	36613427	36613440	+	0.000	0.000	Merged-chr3-36613405-48
NR57949--MA0599.1.KLF5	chr6	134451034	134451043	-	0.000	0.000	Merged-chr6-134450954-21
NR40406--MA0599.1.KLF5	chr3	14381737	14381746	+	0.000	0.000	Merged-chr3-14381825-37
NR32233--MA0599.1.KLF5	chr18	74442313	74442322	-	0.000	0.000	Merged-chr18-74442456-61
NR9797--MA1107.1.KLF9	chr11	32769105	32769117	-	0.000	0.000	Merged-chr11-32769022-47
NR23269--MA1107.1.KLF9	chr15	67290893	67290905	-	0.000	0.000	Merged-chr15-67291006-6
NR72782--MA0741.1.KLF16	chrX	159199697	159199707	+	0.000	0.000	Merged-chrX-159199808-53
NR44452--MA0599.1.KLF5	chr4	5644617	5644626	+	0.000	0.000	Merged-chr4-5644345-65
NR7806--MA0493.1.Klf1	chr10	94378595	94378605	-	0.000	0.000	Merged-chr10-94378414-58
NR17137--MA1107.1.KLF9	chr13	56704044	56704056	-	0.000	0.000	Merged-chr13-56703613-154
NR24390--MA1107.1.KLF9	chr15	93443913	93443925	+	0.000	0.000	Merged-chr15-93443797-12
NR42044--MA0599.1.KLF5	chr3	96102397	96102406	-	0.000	0.000	Merged-chr3-96102380-20
NR58070--MA0741.1.KLF16	chr6	136944784	136944794	+	0.000	0.000	Merged-chr6-136944749-25
NR14616--MA0741.1.KLF16	chr12	76710151	76710161	-	0.000	0.000	Merged-chr12-76710295-113
NR22396--MA0741.1.KLF16	chr15	12397259	12397269	-	0.000	0.000	Merged-chr15-12397193-17
NR66777--MA0493.1.Klf1	chr8	114974874	114974884	-	0.000	0.000	Merged-chr8-114974743-26
NR35265--MA0741.1.KLF16	chr2	25095203	25095213	+	0.000	0.000	Merged-chr2-25095278-14
NR49076--MA0039.3.KLF4	chr4	155306826	155306836	-	0.000	0.000	Merged-chr4-155306831-50
NR48000--MA0742.1.Klf12	chr4	136081941	136081955	-	0.000	0.000	Merged-chr4-136081901-45
NR71926--MA1107.1.KLF9	chrX	41401272	41401284	-	0.000	0.000	Merged-chrX-41401443-3
NR12159--MA0599.1.KLF5	chr11	100610012	100610021	+	0.000	0.000	Merged-chr11-100610157-33
NR35055--MA0599.1.KLF5	chr2	18909776	18909785	-	0.000	0.000	Merged-chr2-18909851-2
NR37197--MA0741.1.KLF16	chr2	94263469	94263479	+	0.000	0.000	Merged-chr2-94263643-18
NR67736--MA0039.3.KLF4	chr9	14281779	14281789	-	0.000	0.000	Merged-chr9-14281792-3
NR64956--MA0599.1.KLF5	chr8	57402507	57402516	-	0.000	0.000	Merged-chr8-57402577-20
NR30780--MA0741.1.KLF16	chr18	3933946	3933956	-	0.000	0.000	Merged-chr18-3933786-31
NR61258--MA0741.1.KLF16	chr7	81454612	81454622	+	0.000	0.000	Merged-chr7-81454544-19
NR42156--MA0599.1.KLF5	chr3	97935161	97935170	-	0.000	0.000	Merged-chr3-97935084-5
NR26--MA1107.1.KLF9	chr1	6519514	6519526	+	0.000	0.000	Merged-chr1-6519375-11
NR36363--MA1107.1.KLF9	chr2	60880813	60880825	+	0.000	0.000	Merged-chr2-60880763-2
NR68181--MA0741.1.KLF16	chr9	32716367	32716377	+	0.000	0.000	Merged-chr9-32716245-5
NR1728--MA0493.1.Klf1	chr1	93115248	93115258	+	0.000	0.000	Merged-chr1-93115270-41
NR14106--MA0599.1.KLF5	chr12	52383120	52383129	-	0.000	0.000	Merged-chr12-52383146-23
NR36798--MA0493.1.Klf1	chr2	77102610	77102620	+	0.000	0.000	Merged-chr2-77102646-21
NR58841--MA0657.1.KLF13	chr7	4964458	4964475	+	0.000	0.000	Merged-chr7-4964465-28
NR32438--MA1107.1.KLF9	chr18	79257501	79257513	-	0.000	0.000	Merged-chr18-79257508-110
