#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR1478--MA0741.1.KLF16	chr1	87811582	87811592	+	0.000	0.000	Merged-chr1-87811547-25
NR13153--MA0493.1.Klf1	chr11	119877314	119877324	-	0.000	0.000	Merged-chr11-119877317-14
NR25372--MA0493.1.Klf1	chr16	32516549	32516559	-	0.000	0.000	Merged-chr16-32516451-30
NR44687--MA1107.1.KLF9	chr4	43936457	43936469	+	0.000	0.000	Merged-chr4-43936425-4
NR47397--MA1107.1.KLF9	chr4	139598143	139598155	+	0.000	0.000	Merged-chr4-139598021-2
NR66903--MA0741.1.KLF16	chr9	65598927	65598937	-	0.000	0.000	Merged-chr9-65598978-11
NR49578--MA0599.1.KLF5	chr5	65889195	65889204	+	0.000	0.000	Merged-chr5-65889163-36
NR52762--MA0740.1.KLF14	chr5	143975134	143975147	+	0.000	0.000	Merged-chr5-143975077-1
NR33451--MA0493.1.Klf1	chr19	37333675	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR20813--MA0741.1.KLF16	chr14	73349365	73349375	-	0.000	0.000	Merged-chr14-73349439-20
NR27999--MA1107.1.KLF9	chr17	31326298	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR36197--MA0741.1.KLF16	chr2	71843327	71843337	+	0.000	0.000	Merged-chr2-71843530-15
NR25385--MA1107.1.KLF9	chr16	32645441	32645453	-	0.000	0.000	Merged-chr16-32645495-50
NR13117--MA0657.1.KLF13	chr11	119238574	119238591	+	0.000	0.000	Merged-chr11-119238341-66
NR33768--MA0039.3.KLF4	chr19	45807915	45807925	+	0.000	0.000	Merged-chr19-45807954-8
NR17521--MA1107.1.KLF9	chr13	69821375	69821387	+	0.000	0.000	Merged-chr13-69821460-47
NR62429--MA0039.3.KLF4	chr8	13593469	13593479	-	0.000	0.000	Merged-chr8-13593648-27
NR4715--MA0599.1.KLF5	chr1	193273200	193273209	-	0.000	0.000	Merged-chr1-193273386-37
NR32696--MA0039.3.KLF4	chr19	5844556	5844566	-	0.000	0.000	Merged-chr19-5844373-4
NR29224--MA0741.1.KLF16	chr17	65954081	65954091	-	0.000	0.000	Merged-chr17-65954196-36
NR16626--MA0741.1.KLF16	chr13	35741217	35741227	+	0.000	0.000	Merged-chr13-35741035-13
NR65193--MA1107.1.KLF9	chr8	123341778	123341790	-	0.000	0.000	Merged-chr8-123341706-13
NR57563--MA0599.1.KLF5	chr7	3449897	3449906	+	0.000	0.000	Merged-chr7-3449845-14
NR7092--MA0039.3.KLF4	chr10	83336548	83336558	-	0.000	0.000	Merged-chr10-83336542-10
NR65860--MA1107.1.KLF9	chr9	27044024	27044036	-	0.000	0.000	Merged-chr9-27044000-29
NR56208--MA1107.1.KLF9	chr6	127942096	127942108	+	0.000	0.000	Merged-chr6-127942038-1
NR25388--MA0741.1.KLF16	chr16	32658894	32658904	+	0.000	0.000	Merged-chr16-32659000-27
NR8286--MA0493.1.Klf1	chr10	118446205	118446215	+	0.000	0.000	Merged-chr10-118446344-23
NR42079--MA0599.1.KLF5	chr3	107357409	107357418	-	0.000	0.000	Merged-chr3-107357315-31
NR9926--MA1107.1.KLF9	chr11	54844645	54844657	+	0.000	0.000	Merged-chr11-54844701-31
NR48050--MA0741.1.KLF16	chr4	150894772	150894782	+	0.000	0.000	Merged-chr4-150894695-19
NR56492--MA0657.1.KLF13	chr6	134981442	134981459	-	0.000	0.000	Merged-chr6-134981456-22
NR800--MA0742.1.Klf12	chr1	58304554	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR52557--MA0599.1.KLF5	chr5	140389390	140389399	+	0.000	0.000	Merged-chr5-140389352-56
NR25736--MA0740.1.KLF14	chr16	55815573	55815586	+	0.000	0.000	Merged-chr16-55815632-3
NR54073--MA0741.1.KLF16	chr6	48693969	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR361--MA0599.1.KLF5	chr1	36571861	36571870	-	0.000	0.000	Merged-chr1-36571820-13
NR52459--MA0741.1.KLF16	chr5	139377552	139377562	-	0.000	0.000	Merged-chr5-139377554-24
NR39230--MA0599.1.KLF5	chr2	166664668	166664677	-	0.000	0.000	Merged-chr2-166664771-14
NR48793--MA0740.1.KLF14	chr5	24384610	24384623	+	0.000	0.000	Merged-chr5-24384639-15
NR10438--MA0039.3.KLF4	chr11	69606004	69606014	-	0.000	0.000	Merged-chr11-69605875-33
NR26802--MA1107.1.KLF9	chr16	97002517	97002529	+	0.000	0.000	Merged-chr16-97002537-1
NR33021--MA1107.1.KLF9	chr19	16373317	16373329	+	0.000	0.000	Merged-chr19-16373273-16
NR1043--MA0741.1.KLF16	chr1	66897060	66897070	+	0.000	0.000	Merged-chr1-66897217-4
NR37273--MA1107.1.KLF9	chr2	118658632	118658644	-	0.000	0.000	Merged-chr2-118658566-8
NR68396--MA0740.1.KLF14	chr9	107630086	107630099	-	0.000	0.000	Merged-chr9-107629977-18
NR7072--MA0742.1.Klf12	chr10	82961529	82961543	+	0.000	0.000	Merged-chr10-82961512-14
NR56263--MA0599.1.KLF5	chr6	128798433	128798442	-	0.000	0.000	Merged-chr6-128798454-9
NR46992--MA0039.3.KLF4	chr4	133601936	133601946	+	0.000	0.000	Merged-chr4-133601958-40
NR38686--MA0493.1.Klf1	chr2	155553260	155553270	+	0.000	0.000	Merged-chr2-155553198-41
NR68400--MA0741.1.KLF16	chr9	107630088	107630098	-	0.000	0.000	Merged-chr9-107629977-18
NR54086--MA0741.1.KLF16	chr6	49215442	49215452	-	0.000	0.000	Merged-chr6-49215519-27
NR63292--MA0740.1.KLF14	chr8	70072891	70072904	-	0.000	0.000	Merged-chr8-70072773-24
NR6358--MA0599.1.KLF5	chr10	75536382	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR58617--MA0493.1.Klf1	chr7	31028803	31028813	+	0.000	0.000	Merged-chr7-31028766-21
NR17423--MA1107.1.KLF9	chr13	65070137	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR36619--MA0599.1.KLF5	chr2	91537758	91537767	+	0.000	0.000	Merged-chr2-91537835-43
NR10541--MA0742.1.Klf12	chr11	70654675	70654689	-	0.000	0.000	Merged-chr11-70654589-122
NR8644--MA1107.1.KLF9	chr10	125333658	125333670	+	0.000	0.000	Merged-chr10-125333760-2
NR26382--MA0493.1.Klf1	chr16	90329845	90329855	+	0.000	0.000	Merged-chr16-90329904-1
NR34475--MA0599.1.KLF5	chr2	6522621	6522630	-	0.000	0.000	Merged-chr2-6522633-5
NR5164--MA1107.1.KLF9	chr10	18084138	18084150	+	0.000	0.000	Merged-chr10-18084037-10
NR52548--MA0493.1.Klf1	chr5	140389318	140389328	+	0.000	0.000	Merged-chr5-140389352-56
NR32944--MA0741.1.KLF16	chr19	12012382	12012392	+	0.000	0.000	Merged-chr19-12012380-1
NR1052--MA0599.1.KLF5	chr1	66932106	66932115	+	0.000	0.000	Merged-chr1-66932043-30
NR25614--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR40583--MA0039.3.KLF4	chr3	52470109	52470119	-	0.000	0.000	Merged-chr3-52470194-16
NR44812--MA0740.1.KLF14	chr4	46485837	46485850	-	0.000	0.000	Merged-chr4-46485924-53
NR32268--MA0493.1.Klf1	chr18	84859616	84859626	+	0.000	0.000	Merged-chr18-84859622-32
NR20372--MA0741.1.KLF16	chr14	57769260	57769270	-	0.000	0.000	Merged-chr14-57769251-39
NR6469--MA1107.1.KLF9	chr10	77264471	77264483	+	0.000	0.000	Merged-chr10-77264465-20
NR50633--MA0599.1.KLF5	chr5	106685003	106685012	+	0.000	0.000	Merged-chr5-106684923-4
NR13727--MA0493.1.Klf1	chr12	26418535	26418545	+	0.000	0.000	Merged-chr12-26418553-8
NR25740--MA0493.1.Klf1	chr16	55815573	55815583	+	0.000	0.000	Merged-chr16-55815632-3
NR19067--MA0599.1.KLF5	chr13	113484744	113484753	+	0.000	0.000	Merged-chr13-113484650-2
NR42308--MA0599.1.KLF5	chr3	116384512	116384521	+	0.000	0.000	Merged-chr3-116384613-7
NR63910--MA0493.1.Klf1	chr8	85026749	85026759	+	0.000	0.000	Merged-chr8-85026917-48
NR39583--MA1107.1.KLF9	chr2	173038316	173038328	-	0.000	0.000	Merged-chr2-173038301-38
NR34474--MA1107.1.KLF9	chr2	6522535	6522547	+	0.000	0.000	Merged-chr2-6522633-5
NR47854--MA0741.1.KLF16	chr4	148167198	148167208	+	0.000	0.000	Merged-chr4-148167175-10
NR57361--MA1107.1.KLF9	chr6	147366197	147366209	+	0.000	0.000	Merged-chr6-147366310-2
NR10545--MA0741.1.KLF16	chr11	70654715	70654725	+	0.000	0.000	Merged-chr11-70654589-122
NR55835--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR11699--MA1107.1.KLF9	chr11	96912733	96912745	+	0.000	0.000	Merged-chr11-96912869-14
NR49176--MA0599.1.KLF5	chr5	35771275	35771284	-	0.000	0.000	Merged-chr5-35771159-16
NR17515--MA0740.1.KLF14	chr13	69821333	69821346	+	0.000	0.000	Merged-chr13-69821460-47
NR37874--MA0742.1.Klf12	chr2	135328913	135328927	-	0.000	0.000	Merged-chr2-135329020-14
NR16281--MA0599.1.KLF5	chr13	12499360	12499369	-	0.000	0.000	Merged-chr13-12499306-22
NR29544--MA1107.1.KLF9	chr17	78247293	78247305	-	0.000	0.000	Merged-chr17-78247091-26
NR27831--MA0599.1.KLF5	chr17	28590947	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR14620--MA0493.1.Klf1	chr12	81845220	81845230	-	0.000	0.000	Merged-chr12-81845150-28
NR43201--MA0599.1.KLF5	chr3	138867307	138867316	+	0.000	0.000	Merged-chr3-138867429-26
NR19827--MA0740.1.KLF14	chr14	34768436	34768449	-	0.000	0.000	Merged-chr14-34768619-7
NR8658--MA1107.1.KLF9	chr10	125333686	125333698	+	0.000	0.000	Merged-chr10-125333760-2
NR56496--MA0493.1.Klf1	chr6	134981448	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR54088--MA0493.1.Klf1	chr6	49217977	49217987	-	0.000	0.000	Merged-chr6-49217985-45
NR363--MA0741.1.KLF16	chr1	36571856	36571866	-	0.000	0.000	Merged-chr1-36571820-13
NR41920--MA1107.1.KLF9	chr3	102697871	102697883	+	0.000	0.000	Merged-chr3-102697819-15
NR35327--MA1107.1.KLF9	chr2	32867634	32867646	-	0.000	0.000	Merged-chr2-32867635-14
NR1048--MA0741.1.KLF16	chr1	66897065	66897075	+	0.000	0.000	Merged-chr1-66897217-4
NR45290--MA1107.1.KLF9	chr4	70307110	70307122	-	0.000	0.000	Merged-chr4-70307334-49
NR62238--MA0740.1.KLF14	chr8	4250694	4250707	+	0.000	0.000	Merged-chr8-4250741-13
NR60573--MA1107.1.KLF9	chr7	110237822	110237834	-	0.000	0.000	Merged-chr7-110237722-33
NR44840--MA0039.3.KLF4	chr4	46617577	46617587	+	0.000	0.000	Merged-chr4-46617709-8
NR67952--MA0493.1.Klf1	chr9	96299774	96299784	-	0.000	0.000	Merged-chr9-96299738-12
NR41026--MA0599.1.KLF5	chr3	79504656	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR5966--MA1107.1.KLF9	chr10	61465213	61465225	+	0.000	0.000	Merged-chr10-61465182-15
NR50204--MA0657.1.KLF13	chr5	92001024	92001041	+	0.000	0.000	Merged-chr5-92000971-27
NR6963--MA0599.1.KLF5	chr10	81401939	81401948	-	0.000	0.000	Merged-chr10-81401925-26
NR60272--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR8243--MA0599.1.KLF5	chr10	117925715	117925724	+	0.000	0.000	Merged-chr10-117925903-63
NR5734--MA0493.1.Klf1	chr10	45635525	45635535	-	0.000	0.000	Merged-chr10-45635407-27
NR68398--MA0599.1.KLF5	chr9	107630089	107630098	-	0.000	0.000	Merged-chr9-107629977-18
NR62603--MA0741.1.KLF16	chr8	25578424	25578434	+	0.000	0.000	Merged-chr8-25578502-39
NR22842--MA1107.1.KLF9	chr15	62139268	62139280	+	0.000	0.000	Merged-chr15-62139075-28
NR9618--MA0039.3.KLF4	chr11	46454879	46454889	-	0.000	0.000	Merged-chr11-46454823-30
NR6962--MA1107.1.KLF9	chr10	81401812	81401824	-	0.000	0.000	Merged-chr10-81401925-26
NR5836--MA0039.3.KLF4	chr10	58351781	58351791	-	0.000	0.000	Merged-chr10-58351765-21
NR13679--MA0599.1.KLF5	chr12	25155530	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR48794--MA0599.1.KLF5	chr5	24384611	24384620	+	0.000	0.000	Merged-chr5-24384639-15
NR63862--MA0599.1.KLF5	chr8	84825809	84825818	-	0.000	0.000	Merged-chr8-84825845-44
NR67401--MA1107.1.KLF9	chr9	79895080	79895092	+	0.000	0.000	Merged-chr9-79895109-7
NR19408--MA0599.1.KLF5	chr14	8214802	8214811	-	0.000	0.000	Merged-chr14-8214738-3
NR40608--MA0599.1.KLF5	chr3	54567484	54567493	+	0.000	0.000	Merged-chr3-54567528-25
NR9525--MA0493.1.Klf1	chr11	35747428	35747438	-	0.000	0.000	Merged-chr11-35747326-7
NR33841--MA0039.3.KLF4	chr19	46983952	46983962	+	0.000	0.000	Merged-chr19-46983880-15
NR29219--MA0599.1.KLF5	chr17	65954078	65954087	-	0.000	0.000	Merged-chr17-65954196-36
NR48691--MA0599.1.KLF5	chr5	21249204	21249213	+	0.000	0.000	Merged-chr5-21249086-19
NR62762--MA1107.1.KLF9	chr8	35428948	35428960	-	0.000	0.000	Merged-chr8-35428921-45
NR28280--MA1107.1.KLF9	chr17	35706198	35706210	-	0.000	0.000	Merged-chr17-35706172-14
NR1890--MA0599.1.KLF5	chr1	120073818	120073827	-	0.000	0.000	Merged-chr1-120073802-51
NR55592--MA0741.1.KLF16	chr6	114883572	114883582	-	0.000	0.000	Merged-chr6-114883519-32
NR29798--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR5683--MA0740.1.KLF14	chr10	43706498	43706511	-	0.000	0.000	Merged-chr10-43706280-54
NR1504--MA1107.1.KLF9	chr1	88267859	88267871	+	0.000	0.000	Merged-chr1-88267879-42
NR37419--MA0599.1.KLF5	chr2	121294390	121294399	+	0.000	0.000	Merged-chr2-121294452-16
NR49330--MA0741.1.KLF16	chr5	44239421	44239431	+	0.000	0.000	Merged-chr5-44239344-7
NR12021--MA0741.1.KLF16	chr11	101082550	101082560	+	0.000	0.000	Merged-chr11-101082516-61
NR40612--MA0493.1.Klf1	chr3	54567518	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR16622--MA0599.1.KLF5	chr13	35741217	35741226	+	0.000	0.000	Merged-chr13-35741035-13
NR4590--MA1107.1.KLF9	chr1	191802741	191802753	-	0.000	0.000	Merged-chr1-191802759-25
NR16427--MA0741.1.KLF16	chr13	24547218	24547228	-	0.000	0.000	Merged-chr13-24547194-39
NR66580--MA1107.1.KLF9	chr9	57577531	57577543	-	0.000	0.000	Merged-chr9-57577523-17
NR9462--MA1107.1.KLF9	chr11	32582958	32582970	+	0.000	0.000	Merged-chr11-32583029-49
NR38406--MA0599.1.KLF5	chr2	150307262	150307271	+	0.000	0.000	Merged-chr2-150307166-50
NR58124--MA0741.1.KLF16	chr7	24399819	24399829	+	0.000	0.000	Merged-chr7-24399802-53
NR5886--MA1107.1.KLF9	chr10	59965008	59965020	-	0.000	0.000	Merged-chr10-59964870-60
NR21801--MA0741.1.KLF16	chr14	121315916	121315926	-	0.000	0.000	Merged-chr14-121315767-6
NR60264--MA0741.1.KLF16	chr7	101348692	101348702	-	0.000	0.000	Merged-chr7-101348573-1
NR33767--MA0599.1.KLF5	chr19	45807914	45807923	+	0.000	0.000	Merged-chr19-45807954-8
NR5508--MA0741.1.KLF16	chr10	39522165	39522175	-	0.000	0.000	Merged-chr10-39522157-23
NR9001--MA1107.1.KLF9	chr11	3703666	3703678	+	0.000	0.000	Merged-chr11-3703654-26
NR33793--MA0740.1.KLF14	chr19	46148526	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR52465--MA0741.1.KLF16	chr5	139377610	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR26858--MA0493.1.Klf1	chr17	3156426	3156436	+	0.000	0.000	Merged-chr17-3156318-34
NR32695--MA0599.1.KLF5	chr19	5844545	5844554	+	0.000	0.000	Merged-chr19-5844373-4
NR7091--MA0599.1.KLF5	chr10	83336550	83336559	-	0.000	0.000	Merged-chr10-83336542-10
NR41972--MA0740.1.KLF14	chr3	104784312	104784325	-	0.000	0.000	Merged-chr3-104784379-10
NR44322--MA1107.1.KLF9	chr4	32062929	32062941	-	0.000	0.000	Merged-chr4-32062856-11
NR22416--MA0741.1.KLF16	chr15	38300039	38300049	+	0.000	0.000	Merged-chr15-38299955-2
NR57360--MA0741.1.KLF16	chr6	147366198	147366208	+	0.000	0.000	Merged-chr6-147366310-2
NR1425--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR60270--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR8251--MA0039.3.KLF4	chr10	117969953	117969963	-	0.000	0.000	Merged-chr10-117970017-9
NR49898--MA0599.1.KLF5	chr5	76184458	76184467	-	0.000	0.000	Merged-chr5-76184561-3
NR31567--MA0742.1.Klf12	chr18	69196479	69196493	+	0.000	0.000	Merged-chr18-69196479-70
NR13309--MA0742.1.Klf12	chr12	3237197	3237211	+	0.000	0.000	Merged-chr12-3237056-2
NR69717--MA0599.1.KLF5	chrX	48147987	48147996	+	0.000	0.000	Merged-chrX-48147927-58
NR10540--MA0740.1.KLF14	chr11	70654676	70654689	-	0.000	0.000	Merged-chr11-70654589-122
NR54107--MA0493.1.Klf1	chr6	50394125	50394135	-	0.000	0.000	Merged-chr6-50394261-50
NR46399--MA1107.1.KLF9	chr4	120053628	120053640	-	0.000	0.000	Merged-chr4-120053646-59
NR69132--MA0740.1.KLF14	chr9	120039504	120039517	-	0.000	0.000	Merged-chr9-120039595-19
NR9458--MA1107.1.KLF9	chr11	32582950	32582962	+	0.000	0.000	Merged-chr11-32583029-49
NR2421--MA0599.1.KLF5	chr1	138180319	138180328	-	0.000	0.000	Merged-chr1-138180262-18
NR69138--MA0039.3.KLF4	chr9	120057113	120057123	-	0.000	0.000	Merged-chr9-120057282-6
NR65822--MA1107.1.KLF9	chr9	22650743	22650755	+	0.000	0.000	Merged-chr9-22650978-25
NR42077--MA0740.1.KLF14	chr3	107357399	107357412	-	0.000	0.000	Merged-chr3-107357315-31
NR22674--MA0599.1.KLF5	chr15	57921743	57921752	+	0.000	0.000	Merged-chr15-57921644-21
NR30632--MA0599.1.KLF5	chr18	34777009	34777018	-	0.000	0.000	Merged-chr18-34776840-4
NR43206--MA0741.1.KLF16	chr3	138867309	138867319	+	0.000	0.000	Merged-chr3-138867429-26
NR56210--MA1107.1.KLF9	chr6	127942100	127942112	+	0.000	0.000	Merged-chr6-127942038-1
NR27800--MA0741.1.KLF16	chr17	28366235	28366245	-	0.000	0.000	Merged-chr17-28366309-12
NR46059--MA1107.1.KLF9	chr4	109136950	109136962	+	0.000	0.000	Merged-chr4-109136872-28
NR25370--MA0493.1.Klf1	chr16	32516539	32516549	-	0.000	0.000	Merged-chr16-32516451-30
NR33669--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR11625--MA0493.1.Klf1	chr11	95356928	95356938	+	0.000	0.000	Merged-chr11-95356897-59
NR22428--MA0599.1.KLF5	chr15	38535549	38535558	+	0.000	0.000	Merged-chr15-38535554-39
NR44318--MA1107.1.KLF9	chr4	32062868	32062880	-	0.000	0.000	Merged-chr4-32062856-11
NR7082--MA0493.1.Klf1	chr10	83154017	83154027	-	0.000	0.000	Merged-chr10-83154095-25
NR33440--MA0493.1.Klf1	chr19	37110671	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR59467--MA0493.1.Klf1	chr7	72339565	72339575	+	0.000	0.000	Merged-chr7-72339570-17
NR65749--MA0742.1.Klf12	chr9	21601239	21601253	-	0.000	0.000	Merged-chr9-21601283-11
NR57646--MA0599.1.KLF5	chr7	4777376	4777385	+	0.000	0.000	Merged-chr7-4777194-35
NR52568--MA0740.1.KLF14	chr5	140575806	140575819	+	0.000	0.000	Merged-chr5-140575709-24
NR11781--MA0742.1.Klf12	chr11	97883659	97883673	+	0.000	0.000	Merged-chr11-97883682-8
NR40582--MA0599.1.KLF5	chr3	52470111	52470120	-	0.000	0.000	Merged-chr3-52470194-16
NR33453--MA1107.1.KLF9	chr19	37333673	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR332--MA0599.1.KLF5	chr1	36244176	36244185	-	0.000	0.000	Merged-chr1-36244219-51
NR11535--MA1107.1.KLF9	chr11	94141668	94141680	+	0.000	0.000	Merged-chr11-94141772-16
NR51371--MA0599.1.KLF5	chr5	120690608	120690617	+	0.000	0.000	Merged-chr5-120690669-7
NR16426--MA0599.1.KLF5	chr13	24547221	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR61791--MA0741.1.KLF16	chr7	139295886	139295896	-	0.000	0.000	Merged-chr7-139295944-32
NR69605--MA0493.1.Klf1	chrX	13552351	13552361	-	0.000	0.000	Merged-chrX-13552455-23
NR62240--MA0493.1.Klf1	chr8	4250694	4250704	+	0.000	0.000	Merged-chr8-4250741-13
NR51483--MA0599.1.KLF5	chr5	122987505	122987514	+	0.000	0.000	Merged-chr5-122987462-4
NR1590--MA1107.1.KLF9	chr1	90660271	90660283	-	0.000	0.000	Merged-chr1-90660312-12
NR32942--MA0599.1.KLF5	chr19	12012388	12012397	+	0.000	0.000	Merged-chr19-12012380-1
NR43806--MA1107.1.KLF9	chr3	152943151	152943163	+	0.000	0.000	Merged-chr3-152943273-41
NR36630--MA0599.1.KLF5	chr2	91957360	91957369	-	0.000	0.000	Merged-chr2-91957300-36
NR47852--MA1107.1.KLF9	chr4	148167072	148167084	-	0.000	0.000	Merged-chr4-148167175-10
NR9476--MA0039.3.KLF4	chr11	32714453	32714463	-	0.000	0.000	Merged-chr11-32714386-17
NR2437--MA0741.1.KLF16	chr1	138291657	138291667	-	0.000	0.000	Merged-chr1-138291729-27
NR65036--MA0740.1.KLF14	chr8	121898638	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR16425--MA1107.1.KLF9	chr13	24515445	24515457	+	0.000	0.000	Merged-chr13-24515324-15
NR44686--MA0493.1.Klf1	chr4	43936457	43936467	+	0.000	0.000	Merged-chr4-43936425-4
NR20816--MA1107.1.KLF9	chr14	73349360	73349372	-	0.000	0.000	Merged-chr14-73349439-20
NR62599--MA0599.1.KLF5	chr8	25578422	25578431	+	0.000	0.000	Merged-chr8-25578502-39
NR87--MA0599.1.KLF5	chr1	13560085	13560094	+	0.000	0.000	Merged-chr1-13560165-1
NR21813--MA0599.1.KLF5	chr14	121422502	121422511	-	0.000	0.000	Merged-chr14-121422362-22
NR29216--MA0740.1.KLF14	chr17	65954079	65954092	-	0.000	0.000	Merged-chr17-65954196-36
NR65976--MA0599.1.KLF5	chr9	32695948	32695957	+	0.000	0.000	Merged-chr9-32696080-66
NR23781--MA0741.1.KLF16	chr15	86058713	86058723	-	0.000	0.000	Merged-chr15-86058836-53
NR69133--MA0657.1.KLF13	chr9	120039501	120039518	-	0.000	0.000	Merged-chr9-120039595-19
NR42085--MA1107.1.KLF9	chr3	107357412	107357424	-	0.000	0.000	Merged-chr3-107357315-31
NR34427--MA1107.1.KLF9	chr2	4567389	4567401	-	0.000	0.000	Merged-chr2-4567527-13
NR65192--MA0493.1.Klf1	chr8	123341780	123341790	-	0.000	0.000	Merged-chr8-123341706-13
NR52563--MA1107.1.KLF9	chr5	140389389	140389401	+	0.000	0.000	Merged-chr5-140389352-56
NR61335--MA0742.1.Klf12	chr7	127895645	127895659	+	0.000	0.000	Merged-chr7-127895657-49
NR15914--MA0599.1.KLF5	chr12	115158695	115158704	-	0.000	0.000	Merged-chr12-115158511-45
NR4606--MA0741.1.KLF16	chr1	191999107	191999117	-	0.000	0.000	Merged-chr1-191999183-26
NR33016--MA0599.1.KLF5	chr19	16373324	16373333	+	0.000	0.000	Merged-chr19-16373273-16
NR52554--MA0742.1.Klf12	chr5	140389370	140389384	+	0.000	0.000	Merged-chr5-140389352-56
NR9925--MA0493.1.Klf1	chr11	54844645	54844655	+	0.000	0.000	Merged-chr11-54844701-31
NR4587--MA0741.1.KLF16	chr1	191802746	191802756	-	0.000	0.000	Merged-chr1-191802759-25
NR53887--MA0599.1.KLF5	chr6	39607076	39607085	-	0.000	0.000	Merged-chr6-39607106-14
NR66906--MA0741.1.KLF16	chr9	65598930	65598940	-	0.000	0.000	Merged-chr9-65598978-11
NR38343--MA0741.1.KLF16	chr2	147832654	147832664	-	0.000	0.000	Merged-chr2-147832545-2
NR61164--MA0493.1.Klf1	chr7	125620286	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR40577--MA1107.1.KLF9	chr3	52297521	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR19831--MA0741.1.KLF16	chr14	34768438	34768448	-	0.000	0.000	Merged-chr14-34768619-7
NR52242--MA0599.1.KLF5	chr5	136147189	136147198	+	0.000	0.000	Merged-chr5-136147048-39
NR9742--MA0599.1.KLF5	chr11	50952641	50952650	+	0.000	0.000	Merged-chr11-50952542-18
NR4972--MA1107.1.KLF9	chr10	8535716	8535728	+	0.000	0.000	Merged-chr10-8535682-19
NR47661--MA0599.1.KLF5	chr4	145305931	145305940	-	0.000	0.000	Merged-chr4-145306183-45
NR38339--MA1107.1.KLF9	chr2	147832627	147832639	+	0.000	0.000	Merged-chr2-147832545-2
NR25743--MA0599.1.KLF5	chr16	55815599	55815608	+	0.000	0.000	Merged-chr16-55815632-3
NR39121--MA0599.1.KLF5	chr2	164868528	164868537	-	0.000	0.000	Merged-chr2-164868622-33
NR8651--MA1107.1.KLF9	chr10	125333672	125333684	+	0.000	0.000	Merged-chr10-125333760-2
NR52569--MA0599.1.KLF5	chr5	140575818	140575827	+	0.000	0.000	Merged-chr5-140575709-24
NR32270--MA0741.1.KLF16	chr18	84859617	84859627	+	0.000	0.000	Merged-chr18-84859622-32
NR11380--MA0599.1.KLF5	chr11	88950969	88950978	+	0.000	0.000	Merged-chr11-88951020-7
NR59714--MA0493.1.Klf1	chr7	80911180	80911190	+	0.000	0.000	Merged-chr7-80911261-13
NR8997--MA0599.1.KLF5	chr11	3703671	3703680	+	0.000	0.000	Merged-chr11-3703654-26
NR33047--MA0741.1.KLF16	chr19	17152621	17152631	-	0.000	0.000	Merged-chr19-17152711-1
NR34473--MA0741.1.KLF16	chr2	6522536	6522546	+	0.000	0.000	Merged-chr2-6522633-5
NR49259--MA0599.1.KLF5	chr5	37037052	37037061	+	0.000	0.000	Merged-chr5-37037087-13
NR9617--MA0599.1.KLF5	chr11	46454881	46454890	-	0.000	0.000	Merged-chr11-46454823-30
NR5902--MA0741.1.KLF16	chr10	60125884	60125894	-	0.000	0.000	Merged-chr10-60126055-19
