#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR11311--MA0089.1.MAFG::NFE2L1	chr5	124907153	124907158	-	0.000	0.000	Merged-chr5-124907107-45
NR6248--MA0591.1.Bach1::Mafk	chr17	27658980	27658994	+	0.000	0.000	Merged-chr17-27658898-8
NR14891--MA0495.2.MAFF	chrX	71468813	71468833	-	0.000	0.000	Merged-chrX-71468864-48
NR10081--MA0117.2.Mafb	chr4	88275632	88275643	-	0.000	0.000	Merged-chr4-88275744-16
NR4079--MA0591.1.Bach1::Mafk	chr13	101735970	101735984	+	0.000	0.000	Merged-chr13-101735927-5
NR11713--MA0659.1.MAFG	chr6	52825668	52825688	-	0.000	0.000	Merged-chr6-52825813-18
NR10308--MA0089.1.MAFG::NFE2L1	chr4	120044808	120044813	-	0.000	0.000	Merged-chr4-120044912-16
NR1054--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR14893--MA0659.1.MAFG	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR8759--MA0496.2.MAFK	chr2	180227844	180227862	+	0.000	0.000	Merged-chr2-180227803-24
NR8312--MA0591.1.Bach1::Mafk	chr2	131502110	131502124	-	0.000	0.000	Merged-chr2-131502191-12
NR12447--MA0496.2.MAFK	chr6	143132508	143132526	+	0.000	0.000	Merged-chr6-143132490-15
NR5552--MA0591.1.Bach1::Mafk	chr16	22602605	22602619	+	0.000	0.000	Merged-chr16-22602605-18
NR3115--MA0117.2.Mafb	chr12	73746294	73746305	+	0.000	0.000	Merged-chr12-73746193-23
NR5562--MA0089.1.MAFG::NFE2L1	chr16	23170894	23170899	-	0.000	0.000	Merged-chr16-23171002-17
NR6301--MA0089.1.MAFG::NFE2L1	chr17	34555705	34555710	-	0.000	0.000	Merged-chr17-34555638-13
NR5861--MA0496.2.MAFK	chr16	64796758	64796776	+	0.000	0.000	Merged-chr16-64796887-9
NR359--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR11640--MA0501.1.MAF::NFE2	chr6	31286529	31286543	+	0.000	0.000	Merged-chr6-31286530-8
NR4563--MA0117.2.Mafb	chr14	47533824	47533835	-	0.000	0.000	Merged-chr14-47533897-41
NR11639--MA0591.1.Bach1::Mafk	chr6	31286526	31286540	+	0.000	0.000	Merged-chr6-31286530-8
NR12906--MA0117.2.Mafb	chr7	90039538	90039549	-	0.000	0.000	Merged-chr7-90039651-42
NR3686--MA0496.2.MAFK	chr13	36203200	36203218	+	0.000	0.000	Merged-chr13-36203222-10
NR12077--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR3341--MA0501.1.MAF::NFE2	chr12	105069094	105069108	-	0.000	0.000	Merged-chr12-105069151-33
NR9113--MA0659.1.MAFG	chr3	84732098	84732118	-	0.000	0.000	Merged-chr3-84732134-27
NR14814--MA0089.1.MAFG::NFE2L1	chrX	9447639	9447644	-	0.000	0.000	Merged-chrX-9447532-12
NR10238--MA0501.1.MAF::NFE2	chr4	109226115	109226129	+	0.000	0.000	Merged-chr4-109226244-12
NR4631--MA0089.1.MAFG::NFE2L1	chr14	58968091	58968096	-	0.000	0.000	Merged-chr14-58968106-10
NR13983--MA0591.1.Bach1::Mafk	chr8	121568504	121568518	+	0.000	0.000	Merged-chr8-121568444-23
NR5886--MA0117.2.Mafb	chr16	70395566	70395577	+	0.000	0.000	Merged-chr16-70395493-20
NR2834--MA0591.1.Bach1::Mafk	chr11	120888815	120888829	-	0.000	0.000	Merged-chr11-120888924-18
NR630--MA0117.2.Mafb	chr1	119457064	119457075	+	0.000	0.000	Merged-chr1-119457268-70
NR1605--MA0496.2.MAFK	chr10	60162723	60162741	-	0.000	0.000	Merged-chr10-60162645-38
NR10995--MA0117.2.Mafb	chr5	77082925	77082936	-	0.000	0.000	Merged-chr5-77082994-13
NR3266--MA0495.2.MAFF	chr12	98674814	98674834	-	0.000	0.000	Merged-chr12-98674935-52
NR14943--MA0501.1.MAF::NFE2	chrX	93368360	93368374	-	0.000	0.000	Merged-chrX-93368471-14
NR10299--MA0496.2.MAFK	chr4	118078608	118078626	+	0.000	0.000	Merged-chr4-118078644-25
NR14847--MA0501.1.MAF::NFE2	chrX	37091647	37091661	+	0.000	0.000	Merged-chrX-37091711-13
NR4427--MA0496.2.MAFK	chr14	27268382	27268400	-	0.000	0.000	Merged-chr14-27268313-23
NR5617--MA0591.1.Bach1::Mafk	chr16	30676267	30676281	-	0.000	0.000	Merged-chr16-30676152-12
NR180--MA0089.1.MAFG::NFE2L1	chr1	43474650	43474655	-	0.000	0.000	Merged-chr1-43474630-75
NR13920--MA0117.2.Mafb	chr8	112061417	112061428	+	0.000	0.000	Merged-chr8-112061529-13
NR6515--MA0117.2.Mafb	chr17	73087225	73087236	+	0.000	0.000	Merged-chr17-73087309-28
NR2585--MA0089.1.MAFG::NFE2L1	chr11	84016349	84016354	+	0.000	0.000	Merged-chr11-84016302-8
NR4555--MA0591.1.Bach1::Mafk	chr14	46671309	46671323	+	0.000	0.000	Merged-chr14-46671310-13
NR3299--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR3902--MA0089.1.MAFG::NFE2L1	chr13	68588579	68588584	+	0.000	0.000	Merged-chr13-68588513-35
NR7795--MA0501.1.MAF::NFE2	chr2	62526371	62526385	+	0.000	0.000	Merged-chr2-62526559-11
NR709--MA0089.1.MAFG::NFE2L1	chr1	131108782	131108787	+	0.000	0.000	Merged-chr1-131108920-12
NR13689--MA0501.1.MAF::NFE2	chr8	79491480	79491494	+	0.000	0.000	Merged-chr8-79491545-5
NR2966--MA0117.2.Mafb	chr12	36474437	36474448	+	0.000	0.000	Merged-chr12-36474390-19
NR302--MA0495.2.MAFF	chr1	72449904	72449924	+	0.000	0.000	Merged-chr1-72450027-13
NR11246--MA0089.1.MAFG::NFE2L1	chr5	112865124	112865129	+	0.000	0.000	Merged-chr5-112865199-1
NR11716--MA0496.2.MAFK	chr6	52825669	52825687	-	0.000	0.000	Merged-chr6-52825813-18
NR2483--MA0089.1.MAFG::NFE2L1	chr11	66982989	66982994	+	0.000	0.000	Merged-chr11-66982927-21
NR12607--MA0659.1.MAFG	chr7	19872430	19872450	-	0.000	0.000	Merged-chr7-19872321-3
NR12497--MA0496.2.MAFK	chr6	145993222	145993240	+	0.000	0.000	Merged-chr6-145993129-56
NR14030--MA0659.1.MAFG	chr8	126686967	126686987	+	0.000	0.000	Merged-chr8-126687126-29
NR1413--MA0496.2.MAFK	chr10	25140547	25140565	-	0.000	0.000	Merged-chr10-25140477-16
NR9628--MA0089.1.MAFG::NFE2L1	chr3	146173292	146173297	+	0.000	0.000	Merged-chr3-146173193-9
NR10310--MA0501.1.MAF::NFE2	chr4	120044798	120044812	-	0.000	0.000	Merged-chr4-120044912-16
NR6378--MA0501.1.MAF::NFE2	chr17	48404016	48404030	-	0.000	0.000	Merged-chr17-48404057-9
NR10557--MA0117.2.Mafb	chr4	150583617	150583628	+	0.000	0.000	Merged-chr4-150583490-1
NR5578--MA0591.1.Bach1::Mafk	chr16	23374926	23374940	+	0.000	0.000	Merged-chr16-23375120-32
NR9940--MA0495.2.MAFF	chr4	57295321	57295341	-	0.000	0.000	Merged-chr4-57295265-18
NR304--MA0117.2.Mafb	chr1	72449904	72449915	+	0.000	0.000	Merged-chr1-72450027-13
NR1399--MA0501.1.MAF::NFE2	chr10	21946999	21947013	+	0.000	0.000	Merged-chr10-21947042-21
NR10463--MA0117.2.Mafb	chr4	142153734	142153745	+	0.000	0.000	Merged-chr4-142153700-30
NR1754--MA0089.1.MAFG::NFE2L1	chr10	82631144	82631149	-	0.000	0.000	Merged-chr10-82631329-16
NR14986--MA0501.1.MAF::NFE2	chrX	114474092	114474106	+	0.000	0.000	Merged-chrX-114474330-36
NR6121--MA0089.1.MAFG::NFE2L1	chr17	5160426	5160431	-	0.000	0.000	Merged-chr17-5160538-7
NR13914--MA0496.2.MAFK	chr8	111624158	111624176	+	0.000	0.000	Merged-chr8-111624206-14
NR2985--MA0089.1.MAFG::NFE2L1	chr12	39920748	39920753	-	0.000	0.000	Merged-chr12-39920734-11
NR534--MA0591.1.Bach1::Mafk	chr1	97764139	97764153	-	0.000	0.000	Merged-chr1-97764346-16
NR8861--MA0117.2.Mafb	chr3	31056858	31056869	-	0.000	0.000	Merged-chr3-31056991-112
NR7930--MA0089.1.MAFG::NFE2L1	chr2	83700881	83700886	+	0.000	0.000	Merged-chr2-83700891-43
NR10300--MA0089.1.MAFG::NFE2L1	chr4	118078854	118078859	+	0.000	0.000	Merged-chr4-118078644-25
NR391--MA0089.1.MAFG::NFE2L1	chr1	82973418	82973423	+	0.000	0.000	Merged-chr1-82973536-4
NR9904--MA0496.2.MAFK	chr4	47272967	47272985	-	0.000	0.000	Merged-chr4-47272801-22
NR580--MA0495.2.MAFF	chr1	106187586	106187606	+	0.000	0.000	Merged-chr1-106187715-26
NR7783--MA0495.2.MAFF	chr2	61454515	61454535	+	0.000	0.000	Merged-chr2-61454563-42
NR3835--MA0496.2.MAFK	chr13	58206783	58206801	+	0.000	0.000	Merged-chr13-58206802-1
NR12440--MA0495.2.MAFF	chr6	143132507	143132527	+	0.000	0.000	Merged-chr6-143132490-15
NR7064--MA0591.1.Bach1::Mafk	chr18	80619745	80619759	-	0.000	0.000	Merged-chr18-80619586-33
NR5405--MA0089.1.MAFG::NFE2L1	chr15	93581934	93581939	-	0.000	0.000	Merged-chr15-93581886-25
NR4081--MA0117.2.Mafb	chr13	101759533	101759544	-	0.000	0.000	Merged-chr13-101759388-22
NR10615--MA0089.1.MAFG::NFE2L1	chr5	3515667	3515672	-	0.000	0.000	Merged-chr5-3515677-1
NR7777--MA0501.1.MAF::NFE2	chr2	59617052	59617066	+	0.000	0.000	Merged-chr2-59617159-6
NR5771--MA0501.1.MAF::NFE2	chr16	50737733	50737747	+	0.000	0.000	Merged-chr16-50737708-13
NR967--MA0501.1.MAF::NFE2	chr1	165075766	165075780	+	0.000	0.000	Merged-chr1-165075837-38
NR11255--MA0089.1.MAFG::NFE2L1	chr5	114923204	114923209	+	0.000	0.000	Merged-chr5-114923341-11
NR2570--MA0501.1.MAF::NFE2	chr11	80505199	80505213	-	0.000	0.000	Merged-chr11-80505144-23
NR8770--MA0089.1.MAFG::NFE2L1	chr3	7503509	7503514	-	0.000	0.000	Merged-chr3-7503455-65
NR7666--MA0501.1.MAF::NFE2	chr2	44953125	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR952--MA0501.1.MAF::NFE2	chr1	164395262	164395276	-	0.000	0.000	Merged-chr1-164395295-18
NR3211--MA0659.1.MAFG	chr12	91604327	91604347	-	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR12271--MA0089.1.MAFG::NFE2L1	chr6	127767654	127767659	+	0.000	0.000	Merged-chr6-127767567-1
NR12317--MA0659.1.MAFG	chr6	130429677	130429697	-	0.000	0.000	Merged-chr6-130429681-16
NR8067--MA0496.2.MAFK	chr2	106015177	106015195	+	0.000	0.000	Merged-chr2-106015150-10
NR12516--MA0496.2.MAFK	chr6	146960324	146960342	+	0.000	0.000	Merged-chr6-146960171-26
NR12442--MA0117.2.Mafb	chr6	143132516	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR9149--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	+	0.000	0.000	Merged-chr3-89912987-87
NR8629--MA0117.2.Mafb	chr2	168742462	168742473	-	0.000	0.000	Merged-chr2-168742095-110
NR1394--MA0659.1.MAFG	chr10	21659609	21659629	-	0.000	0.000	Merged-chr10-21659696-16
NR13125--MA0501.1.MAF::NFE2	chr7	118104826	118104840	+	0.000	0.000	Merged-chr7-118104738-1
NR13913--MA0501.1.MAF::NFE2	chr8	111624157	111624171	-	0.000	0.000	Merged-chr8-111624206-14
NR10779--MA0501.1.MAF::NFE2	chr5	34430987	34431001	+	0.000	0.000	Merged-chr5-34430803-28
NR5819--MA0495.2.MAFF	chr16	57422225	57422245	-	0.000	0.000	Merged-chr16-57422160-30
NR5201--MA0089.1.MAFG::NFE2L1	chr15	57820958	57820963	-	0.000	0.000	Merged-chr15-57820803-7
NR6088--MA0501.1.MAF::NFE2	chr16	96358152	96358166	-	0.000	0.000	Merged-chr16-96358039-35
NR12962--MA0501.1.MAF::NFE2	chr7	99794263	99794277	-	0.000	0.000	Merged-chr7-99794311-17
NR5246--MA0501.1.MAF::NFE2	chr15	62726723	62726737	-	0.000	0.000	Merged-chr15-62726785-12
NR13869--MA0501.1.MAF::NFE2	chr8	107164532	107164546	-	0.000	0.000	Merged-chr8-107164486-19
NR1487--MA0089.1.MAFG::NFE2L1	chr10	41572406	41572411	-	0.000	0.000	Merged-chr10-41572400-16
NR14197--MA0659.1.MAFG	chr9	34996151	34996171	-	0.000	0.000	Merged-chr9-34996088-18
NR4004--MA0591.1.Bach1::Mafk	chr13	89889247	89889261	+	0.000	0.000	Merged-chr13-89889254-28
NR5012--MA0089.1.MAFG::NFE2L1	chr14	122788067	122788072	-	0.000	0.000	Merged-chr14-122788282-21
NR1907--MA0591.1.Bach1::Mafk	chr10	99221681	99221695	-	0.000	0.000	Merged-chr10-99221651-27
NR7067--MA0591.1.Bach1::Mafk	chr18	80654611	80654625	+	0.000	0.000	Merged-chr18-80654548-18
NR12207--MA0089.1.MAFG::NFE2L1	chr6	120978185	120978190	+	0.000	0.000	Merged-chr6-120978325-32
NR7667--MA0496.2.MAFK	chr2	44953120	44953138	-	0.000	0.000	Merged-chr2-44953031-31
NR13512--MA0089.1.MAFG::NFE2L1	chr8	41334269	41334274	+	0.000	0.000	Merged-chr8-41334366-24
NR4036--MA0501.1.MAF::NFE2	chr13	93939720	93939734	-	0.000	0.000	Merged-chr13-93939742-17
NR2400--MA0089.1.MAFG::NFE2L1	chr11	53617387	53617392	-	0.000	0.000	Merged-chr11-53617453-3
NR2885--MA0501.1.MAF::NFE2	chr12	16339278	16339292	+	0.000	0.000	Merged-chr12-16339165-4
NR12627--MA0591.1.Bach1::Mafk	chr7	27508829	27508843	-	0.000	0.000	Merged-chr7-27508743-1
NR10970--MA0117.2.Mafb	chr5	72159920	72159931	-	0.000	0.000	Merged-chr5-72159731-18
NR8889--MA0117.2.Mafb	chr3	37738388	37738399	+	0.000	0.000	Merged-chr3-37738517-40
NR136--MA0089.1.MAFG::NFE2L1	chr1	36273513	36273518	+	0.000	0.000	Merged-chr1-36273311-46
NR3746--MA0089.1.MAFG::NFE2L1	chr13	44819508	44819513	-	0.000	0.000	Merged-chr13-44819494-25
NR839--MA0591.1.Bach1::Mafk	chr1	152831295	152831309	-	0.000	0.000	Merged-chr1-152831430-11
NR259--MA0495.2.MAFF	chr1	60902847	60902867	-	0.000	0.000	Merged-chr1-60902675-29
NR10939--MA0117.2.Mafb	chr5	65898037	65898048	+	0.000	0.000	Merged-chr5-65898025-23
NR1675--MA0501.1.MAF::NFE2	chr10	75170652	75170666	-	0.000	0.000	Merged-chr10-75170572-27
NR2611--MA0501.1.MAF::NFE2	chr11	90225245	90225259	+	0.000	0.000	Merged-chr11-90225249-59
NR4762--MA0089.1.MAFG::NFE2L1	chr14	75197972	75197977	-	0.000	0.000	Merged-chr14-75197932-9
NR4655--MA0117.2.Mafb	chr14	62879728	62879739	-	0.000	0.000	Merged-chr14-62879632-33
NR901--MA0089.1.MAFG::NFE2L1	chr1	156870994	156870999	-	0.000	0.000	Merged-chr1-156870810-19
NR13168--MA0501.1.MAF::NFE2	chr7	123327118	123327132	+	0.000	0.000	Merged-chr7-123327122-14
NR1963--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR1610--MA0591.1.Bach1::Mafk	chr10	61383382	61383396	+	0.000	0.000	Merged-chr10-61383375-39
NR14350--MA0591.1.Bach1::Mafk	chr9	62425370	62425384	+	0.000	0.000	Merged-chr9-62425384-15
NR8755--MA0591.1.Bach1::Mafk	chr2	180227846	180227860	-	0.000	0.000	Merged-chr2-180227803-24
NR11479--MA0089.1.MAFG::NFE2L1	chr5	150718068	150718073	-	0.000	0.000	Merged-chr5-150717955-23
NR12134--MA0117.2.Mafb	chr6	115838438	115838449	+	0.000	0.000	Merged-chr6-115838478-31
NR12218--MA0089.1.MAFG::NFE2L1	chr6	122334303	122334308	+	0.000	0.000	Merged-chr6-122334221-7
NR9675--MA0659.1.MAFG	chr3	153260800	153260820	-	0.000	0.000	Merged-chr3-153260790-34
NR10975--MA0117.2.Mafb	chr5	72938491	72938502	+	0.000	0.000	Merged-chr5-72938590-38
NR6645--MA0089.1.MAFG::NFE2L1	chr18	5694538	5694543	+	0.000	0.000	Merged-chr18-5694694-26
NR5225--MA0089.1.MAFG::NFE2L1	chr15	61441870	61441875	-	0.000	0.000	Merged-chr15-61441836-34
NR9862--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR4765--MA0496.2.MAFK	chr14	75328209	75328227	+	0.000	0.000	Merged-chr14-75328241-8
NR14278--MA0089.1.MAFG::NFE2L1	chr9	46025402	46025407	-	0.000	0.000	Merged-chr9-46025474-7
NR4586--MA0089.1.MAFG::NFE2L1	chr14	50784432	50784437	-	0.000	0.000	Merged-chr14-50784606-4
NR4962--MA0089.1.MAFG::NFE2L1	chr14	119227886	119227891	-	0.000	0.000	Merged-chr14-119227938-9
NR5914--MA0501.1.MAF::NFE2	chr16	76341848	76341862	-	0.000	0.000	Merged-chr16-76341927-28
NR14365--MA0089.1.MAFG::NFE2L1	chr9	65084607	65084612	-	0.000	0.000	Merged-chr9-65084631-10
NR305--MA0591.1.Bach1::Mafk	chr1	72449907	72449921	+	0.000	0.000	Merged-chr1-72450027-13
NR4888--MA0591.1.Bach1::Mafk	chr14	103093971	103093985	-	0.000	0.000	Merged-chr14-103093861-19
NR1397--MA0496.2.MAFK	chr10	21659610	21659628	-	0.000	0.000	Merged-chr10-21659696-16
NR12797--MA0089.1.MAFG::NFE2L1	chr7	68250585	68250590	-	0.000	0.000	Merged-chr7-68250535-42
NR12264--MA0117.2.Mafb	chr6	127219511	127219522	+	0.000	0.000	Merged-chr6-127219541-27
NR12635--MA0501.1.MAF::NFE2	chr7	28677042	28677056	+	0.000	0.000	Merged-chr7-28677170-43
NR8040--MA0501.1.MAF::NFE2	chr2	102733285	102733299	+	0.000	0.000	Merged-chr2-102733347-57
NR2800--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR11262--MA0089.1.MAFG::NFE2L1	chr5	115474452	115474457	-	0.000	0.000	Merged-chr5-115474524-35
NR4329--MA0659.1.MAFG	chr14	8099810	8099830	-	0.000	0.000	Merged-chr14-8099733-53
NR3267--MA0591.1.Bach1::Mafk	chr12	98674817	98674831	-	0.000	0.000	Merged-chr12-98674935-52
NR2610--MA0117.2.Mafb	chr11	90225248	90225259	-	0.000	0.000	Merged-chr11-90225249-59
NR6842--MA0496.2.MAFK	chr18	54822971	54822989	+	0.000	0.000	Merged-chr18-54822886-30
NR10418--MA0591.1.Bach1::Mafk	chr4	134683191	134683205	+	0.000	0.000	Merged-chr4-134683033-16
NR14611--MA0501.1.MAF::NFE2	chr9	104258160	104258174	-	0.000	0.000	Merged-chr9-104258018-4
NR7370--MA0089.1.MAFG::NFE2L1	chr19	46970217	46970222	+	0.000	0.000	Merged-chr19-46970347-33
NR2739--MA0089.1.MAFG::NFE2L1	chr11	107668452	107668457	+	0.000	0.000	Merged-chr11-107668374-46
NR2259--MA0496.2.MAFK	chr11	23570307	23570325	-	0.000	0.000	Merged-chr11-23570355-13
NR13997--MA0591.1.Bach1::Mafk	chr8	124046014	124046028	-	0.000	0.000	Merged-chr8-124045987-6
NR13232--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR4007--MA0659.1.MAFG	chr13	90101751	90101771	+	0.000	0.000	Merged-chr13-90101603-11
NR6090--MA0496.2.MAFK	chr16	96358153	96358171	-	0.000	0.000	Merged-chr16-96358039-35
NR2526--MA0591.1.Bach1::Mafk	chr11	74838655	74838669	+	0.000	0.000	Merged-chr11-74838839-1
NR11366--MA0501.1.MAF::NFE2	chr5	136550862	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR13196--MA0501.1.MAF::NFE2	chr7	127177139	127177153	-	0.000	0.000	Merged-chr7-127177205-14
NR13908--MA0495.2.MAFF	chr8	111624157	111624177	-	0.000	0.000	Merged-chr8-111624206-14
NR938--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR7119--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR5560--MA0496.2.MAFK	chr16	22661303	22661321	+	0.000	0.000	Merged-chr16-22661270-2
NR9555--MA0089.1.MAFG::NFE2L1	chr3	138992833	138992838	+	0.000	0.000	Merged-chr3-138992913-17
NR7069--MA0495.2.MAFF	chr18	80671894	80671914	-	0.000	0.000	Merged-chr18-80671844-8
NR3741--MA0659.1.MAFG	chr13	44420069	44420089	+	0.000	0.000	Merged-chr13-44420007-1
NR6527--MA0117.2.Mafb	chr17	74354552	74354563	+	0.000	0.000	Merged-chr17-74354475-5
NR7928--MA0496.2.MAFK	chr2	83700796	83700814	+	0.000	0.000	Merged-chr2-83700891-43
NR13938--MA0501.1.MAF::NFE2	chr8	115826705	115826719	-	0.000	0.000	Merged-chr8-115826691-38
NR4242--MA0496.2.MAFK	chr13	113418360	113418378	+	0.000	0.000	Merged-chr13-113418245-6
NR4763--MA0591.1.Bach1::Mafk	chr14	75328211	75328225	-	0.000	0.000	Merged-chr14-75328241-8
NR12959--MA0659.1.MAFG	chr7	98995279	98995299	+	0.000	0.000	Merged-chr7-98995432-21
NR4991--MA0501.1.MAF::NFE2	chr14	121710267	121710281	+	0.000	0.000	Merged-chr14-121710333-21
NR9114--MA0496.2.MAFK	chr3	84732099	84732117	+	0.000	0.000	Merged-chr3-84732134-27
NR1958--MA0591.1.Bach1::Mafk	chr10	111562752	111562766	-	0.000	0.000	Merged-chr10-111562842-26
NR2622--MA0496.2.MAFK	chr11	90576718	90576736	+	0.000	0.000	Merged-chr11-90576690-20
NR5825--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR13243--MA0089.1.MAFG::NFE2L1	chr7	132484522	132484527	+	0.000	0.000	Merged-chr7-132484598-7
NR11654--MA0117.2.Mafb	chr6	34869689	34869700	+	0.000	0.000	Merged-chr6-34869594-48
NR9763--MA0501.1.MAF::NFE2	chr4	8499317	8499331	+	0.000	0.000	Merged-chr4-8499502-2
NR14892--MA0591.1.Bach1::Mafk	chrX	71468816	71468830	-	0.000	0.000	Merged-chrX-71468864-48
NR1302--MA0089.1.MAFG::NFE2L1	chr10	7846458	7846463	+	0.000	0.000	Merged-chr10-7846413-3
NR12626--MA0495.2.MAFF	chr7	27508826	27508846	+	0.000	0.000	Merged-chr7-27508743-1
NR11332--MA0659.1.MAFG	chr5	132218577	132218597	+	0.000	0.000	Merged-chr5-132218633-11
NR12961--MA0496.2.MAFK	chr7	98995280	98995298	-	0.000	0.000	Merged-chr7-98995432-21
NR9479--MA0117.2.Mafb	chr3	130905322	130905333	+	0.000	0.000	Merged-chr3-130905343-29
NR9379--MA0089.1.MAFG::NFE2L1	chr3	116751425	116751430	+	0.000	0.000	Merged-chr3-116751371-23
NR3685--MA0501.1.MAF::NFE2	chr13	36203199	36203213	-	0.000	0.000	Merged-chr13-36203222-10
NR7606--MA0496.2.MAFK	chr2	32181555	32181573	+	0.000	0.000	Merged-chr2-32181600-13
NR2586--MA0501.1.MAF::NFE2	chr11	84016343	84016357	+	0.000	0.000	Merged-chr11-84016302-8
NR13716--MA0495.2.MAFF	chr8	83131932	83131952	+	0.000	0.000	Merged-chr8-83131891-13
NR2648--MA0089.1.MAFG::NFE2L1	chr11	96504777	96504782	-	0.000	0.000	Merged-chr11-96504933-13
NR2967--MA0496.2.MAFK	chr12	36474438	36474456	-	0.000	0.000	Merged-chr12-36474390-19
NR5232--MA0089.1.MAFG::NFE2L1	chr15	62091866	62091871	-	0.000	0.000	Merged-chr15-62091960-25
NR636--MA0496.2.MAFK	chr1	119469664	119469682	-	0.000	0.000	Merged-chr1-119469584-5
NR3269--MA0496.2.MAFK	chr12	98674815	98674833	+	0.000	0.000	Merged-chr12-98674935-52
NR2244--MA0089.1.MAFG::NFE2L1	chr11	21253668	21253673	+	0.000	0.000	Merged-chr11-21253599-7
NR1881--MA0089.1.MAFG::NFE2L1	chr10	95914631	95914636	-	0.000	0.000	Merged-chr10-95914776-60
NR6377--MA0591.1.Bach1::Mafk	chr17	48404019	48404033	-	0.000	0.000	Merged-chr17-48404057-9
NR10147--MA0501.1.MAF::NFE2	chr4	100095987	100096001	-	0.000	0.000	Merged-chr4-100096138-68
NR2759--MA0117.2.Mafb	chr11	109785552	109785563	-	0.000	0.000	Merged-chr11-109785498-8
NR4740--MA0495.2.MAFF	chr14	73472443	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR9148--MA0117.2.Mafb	chr3	89876585	89876596	-	0.000	0.000	Merged-chr3-89876737-10
NR8331--MA0501.1.MAF::NFE2	chr2	132874100	132874114	-	0.000	0.000	Merged-chr2-132874056-29
NR766--MA0496.2.MAFK	chr1	138912320	138912338	-	0.000	0.000	Merged-chr1-138912378-18
NR8752--MA0117.2.Mafb	chr2	180227698	180227709	+	0.000	0.000	Merged-chr2-180227803-24
NR5008--MA0117.2.Mafb	chr14	122453889	122453900	+	0.000	0.000	Merged-chr14-122453892-19
NR13222--MA0501.1.MAF::NFE2	chr7	129764597	129764611	-	0.000	0.000	Merged-chr7-129764736-16
NR1919--MA0089.1.MAFG::NFE2L1	chr10	99592301	99592306	-	0.000	0.000	Merged-chr10-99592304-27
NR505--MA0591.1.Bach1::Mafk	chr1	92799880	92799894	-	0.000	0.000	Merged-chr1-92799887-22
NR4964--MA0495.2.MAFF	chr14	119227930	119227950	+	0.000	0.000	Merged-chr14-119227938-9
NR12313--MA0495.2.MAFF	chr6	130429677	130429697	+	0.000	0.000	Merged-chr6-130429681-16
NR9614--MA0659.1.MAFG	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR5970--MA0501.1.MAF::NFE2	chr16	87602945	87602959	-	0.000	0.000	Merged-chr16-87603079-11
NR10353--MA0089.1.MAFG::NFE2L1	chr4	126090367	126090372	-	0.000	0.000	Merged-chr4-126090420-25
NR8757--MA0659.1.MAFG	chr2	180227843	180227863	-	0.000	0.000	Merged-chr2-180227803-24
NR9146--MA0496.2.MAFK	chr3	89727208	89727226	-	0.000	0.000	Merged-chr3-89727230-25
NR11362--MA0495.2.MAFF	chr5	136550856	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR6865--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
