#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR8483--MA0002.2.RUNX1	chr6	67510722	67510732	-	0.000	0.000	Merged-chr6-67510918-34
NR10708--MA0684.1.RUNX3	chr9	114462786	114462795	-	0.000	0.000	Merged-chr9-114462838-21
NR2909--MA0002.2.RUNX1	chr13	81675840	81675850	-	0.000	0.000	Merged-chr13-81675595-44
NR1990--MA0684.1.RUNX3	chr11	109497186	109497195	-	0.000	0.000	Merged-chr11-109497188-14
NR4718--MA0684.1.RUNX3	chr17	63356437	63356446	+	0.000	0.000	Merged-chr17-63356437-30
NR2062--MA0002.2.RUNX1	chr11	117872034	117872044	+	0.000	0.000	Merged-chr11-117872185-83
NR10159--MA0002.2.RUNX1	chr8	125649257	125649267	-	0.000	0.000	Merged-chr8-125649394-37
NR6197--MA0002.2.RUNX1	chr2	154754252	154754262	+	0.000	0.000	Merged-chr2-154754253-27
NR4251--MA0684.1.RUNX3	chr16	57495697	57495706	-	0.000	0.000	Merged-chr16-57495758-66
NR4374--MA0002.2.RUNX1	chr16	90995116	90995126	-	0.000	0.000	Merged-chr16-90995039-12
NR7387--MA0511.2.RUNX2	chr4	134059083	134059091	+	0.000	0.000	Merged-chr4-134059039-2
NR887--MA0684.1.RUNX3	chr10	13438594	13438603	+	0.000	0.000	Merged-chr10-13438536-33
NR5561--MA0002.2.RUNX1	chr2	11623258	11623268	-	0.000	0.000	Merged-chr2-11623326-4
NR3881--MA0002.2.RUNX1	chr15	84372841	84372851	+	0.000	0.000	Merged-chr15-84372915-18
NR6543--MA0002.2.RUNX1	chr3	75731470	75731480	-	0.000	0.000	Merged-chr3-75731321-54
NR4929--MA0002.2.RUNX1	chr18	37814059	37814069	+	0.000	0.000	Merged-chr18-37813954-31
NR10429--MA0684.1.RUNX3	chr9	69174221	69174230	+	0.000	0.000	Merged-chr9-69174203-32
NR10237--MA0511.2.RUNX2	chr9	11579119	11579127	-	0.000	0.000	Merged-chr9-11579132-23
NR6381--MA0002.2.RUNX1	chr3	9034459	9034469	-	0.000	0.000	Merged-chr3-9034452-42
NR1710--MA0002.2.RUNX1	chr11	65740672	65740682	+	0.000	0.000	Merged-chr11-65740593-21
NR4518--MA0511.2.RUNX2	chr17	21463758	21463766	+	0.000	0.000	Merged-chr17-21463736-49
NR6847--MA0684.1.RUNX3	chr3	142281311	142281320	+	0.000	0.000	Merged-chr3-142281213-32
NR6699--MA0002.2.RUNX1	chr3	109165408	109165418	-	0.000	0.000	Merged-chr3-109165436-34
NR8335--MA0511.2.RUNX2	chr6	17901301	17901309	-	0.000	0.000	Merged-chr6-17901265-19
NR9046--MA0511.2.RUNX2	chr6	149260815	149260823	+	0.000	0.000	Merged-chr6-149260973-38
NR4210--MA0002.2.RUNX1	chr16	49768787	49768797	+	0.000	0.000	Merged-chr16-49768771-12
NR4876--MA0002.2.RUNX1	chr18	6106732	6106742	-	0.000	0.000	Merged-chr18-6106813-28
NR9347--MA0684.1.RUNX3	chr7	92420706	92420715	-	0.000	0.000	Merged-chr7-92420666-38
NR1200--MA0002.2.RUNX1	chr10	84646957	84646967	-	0.000	0.000	Merged-chr10-84646834-32
NR4405--MA0684.1.RUNX3	chr16	93552990	93552999	+	0.000	0.000	Merged-chr16-93552984-42
NR9199--MA0002.2.RUNX1	chr7	48919736	48919746	+	0.000	0.000	Merged-chr7-48919531-17
NR2804--MA0511.2.RUNX2	chr13	51472881	51472889	-	0.000	0.000	Merged-chr13-51472915-5
NR5097--MA0684.1.RUNX3	chr18	77121745	77121754	+	0.000	0.000	Merged-chr18-77121790-35
NR3860--MA0002.2.RUNX1	chr15	82111957	82111967	+	0.000	0.000	Merged-chr15-82112003-17
NR4908--MA0002.2.RUNX1	chr18	32192319	32192329	+	0.000	0.000	Merged-chr18-32192400-28
NR3069--MA0684.1.RUNX3	chr13	107523137	107523146	+	0.000	0.000	Merged-chr13-107523216-37
NR2913--MA0511.2.RUNX2	chr13	81705664	81705672	+	0.000	0.000	Merged-chr13-81705633-6
NR3178--MA0684.1.RUNX3	chr14	12243954	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR8087--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR4061--MA0002.2.RUNX1	chr16	18377256	18377266	+	0.000	0.000	Merged-chr16-18377300-20
NR8043--MA0511.2.RUNX2	chr5	112324648	112324656	-	0.000	0.000	Merged-chr5-112324796-2
NR4998--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR9198--MA0684.1.RUNX3	chr7	48795272	48795281	-	0.000	0.000	Merged-chr7-48795353-37
NR2304--MA0002.2.RUNX1	chr12	79437128	79437138	+	0.000	0.000	Merged-chr12-79437240-16
NR6393--MA0684.1.RUNX3	chr3	10151850	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR8596--MA0684.1.RUNX3	chr6	98992970	98992979	+	0.000	0.000	Merged-chr6-98993074-69
NR2956--MA0684.1.RUNX3	chr13	91484403	91484412	-	0.000	0.000	Merged-chr13-91484361-55
NR4488--MA0002.2.RUNX1	chr17	12655817	12655827	-	0.000	0.000	Merged-chr17-12655999-51
NR4715--MA0511.2.RUNX2	chr17	63356450	63356458	+	0.000	0.000	Merged-chr17-63356437-30
NR2066--MA0684.1.RUNX3	chr11	117872114	117872123	-	0.000	0.000	Merged-chr11-117872185-83
NR7087--MA0511.2.RUNX2	chr4	48012477	48012485	-	0.000	0.000	Merged-chr4-48012358-52
NR1540--MA0002.2.RUNX1	chr11	19823813	19823823	+	0.000	0.000	Merged-chr11-19823630-23
NR10954--MA0002.2.RUNX1	chrX	113002327	113002337	+	0.000	0.000	Merged-chrX-113002387-37
NR4282--MA0511.2.RUNX2	chr16	70365448	70365456	+	0.000	0.000	Merged-chr16-70365429-20
NR8271--MA0002.2.RUNX1	chr5	149080639	149080649	+	0.000	0.000	Merged-chr5-149080540-39
NR4205--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR10792--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR8608--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR6386--MA0002.2.RUNX1	chr3	9755157	9755167	-	0.000	0.000	Merged-chr3-9755096-55
NR6071--MA0511.2.RUNX2	chr2	130555014	130555022	-	0.000	0.000	Merged-chr2-130555023-33
NR8737--MA0684.1.RUNX3	chr6	122837925	122837934	+	0.000	0.000	Merged-chr6-122837963-9
NR7119--MA0511.2.RUNX2	chr4	59790158	59790166	-	0.000	0.000	Merged-chr4-59790006-29
NR4629--MA0002.2.RUNX1	chr17	43645417	43645427	-	0.000	0.000	Merged-chr17-43645396-23
NR5784--MA0002.2.RUNX1	chr2	70920144	70920154	-	0.000	0.000	Merged-chr2-70920097-22
NR10208--MA0511.2.RUNX2	chr8	128643065	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR2886--MA0511.2.RUNX2	chr13	73491291	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR8698--MA0002.2.RUNX1	chr6	119522293	119522303	+	0.000	0.000	Merged-chr6-119522115-45
NR8969--MA0002.2.RUNX1	chr6	146081159	146081169	+	0.000	0.000	Merged-chr6-146081045-99
NR3756--MA0002.2.RUNX1	chr15	64067797	64067807	-	0.000	0.000	Merged-chr15-64067738-34
NR8703--MA0684.1.RUNX3	chr6	119918695	119918704	+	0.000	0.000	Merged-chr6-119918835-40
NR10238--MA0684.1.RUNX3	chr9	11579118	11579127	-	0.000	0.000	Merged-chr9-11579132-23
NR8555--MA0002.2.RUNX1	chr6	88939627	88939637	+	0.000	0.000	Merged-chr6-88939617-36
NR2250--MA0684.1.RUNX3	chr12	69539513	69539522	+	0.000	0.000	Merged-chr12-69539558-45
NR4119--MA0002.2.RUNX1	chr16	31210108	31210118	+	0.000	0.000	Merged-chr16-31210060-37
NR7430--MA0002.2.RUNX1	chr4	137641869	137641879	-	0.000	0.000	Merged-chr4-137641838-36
NR457--MA0684.1.RUNX3	chr1	138952394	138952403	+	0.000	0.000	Merged-chr1-138952405-35
NR6799--MA0684.1.RUNX3	chr3	133078627	133078636	+	0.000	0.000	Merged-chr3-133078514-46
NR3722--MA0002.2.RUNX1	chr15	55520967	55520977	-	0.000	0.000	Merged-chr15-55520889-48
NR5610--MA0511.2.RUNX2	chr2	25620566	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR8716--MA0684.1.RUNX3	chr6	120956488	120956497	+	0.000	0.000	Merged-chr6-120956639-2
NR2756--MA0511.2.RUNX2	chr13	38050154	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR6888--MA0002.2.RUNX1	chr3	145538076	145538086	-	0.000	0.000	Merged-chr3-145538069-30
NR2805--MA0684.1.RUNX3	chr13	51472880	51472889	-	0.000	0.000	Merged-chr13-51472915-5
NR4608--MA0002.2.RUNX1	chr17	34681232	34681242	+	0.000	0.000	Merged-chr17-34681233-16
NR6844--MA0511.2.RUNX2	chr3	142207653	142207661	-	0.000	0.000	Merged-chr3-142207646-13
NR41--MA0002.2.RUNX1	chr1	35653481	35653491	+	0.000	0.000	Merged-chr1-35653441-55
NR8968--MA0684.1.RUNX3	chr6	145802247	145802256	-	0.000	0.000	Merged-chr6-145802187-30
NR4688--MA0511.2.RUNX2	chr17	52591979	52591987	-	0.000	0.000	Merged-chr17-52591988-50
NR10880--MA0002.2.RUNX1	chrX	52930399	52930409	+	0.000	0.000	Merged-chrX-52930355-32
NR9917--MA0002.2.RUNX1	chr8	77292723	77292733	+	0.000	0.000	Merged-chr8-77292720-71
NR1784--MA0002.2.RUNX1	chr11	78780187	78780197	-	0.000	0.000	Merged-chr11-78780322-31
NR7823--MA0002.2.RUNX1	chr5	72941142	72941152	+	0.000	0.000	Merged-chr5-72941102-35
NR7188--MA0511.2.RUNX2	chr4	89393390	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR9721--MA0002.2.RUNX1	chr7	143154070	143154080	-	0.000	0.000	Merged-chr7-143154031-30
NR2779--MA0002.2.RUNX1	chr13	42049066	42049076	-	0.000	0.000	Merged-chr13-42049130-34
NR6519--MA0002.2.RUNX1	chr3	60472474	60472484	+	0.000	0.000	Merged-chr3-60472640-67
NR10240--MA0002.2.RUNX1	chr9	11579184	11579194	+	0.000	0.000	Merged-chr9-11579132-23
NR8612--MA0511.2.RUNX2	chr6	100581257	100581265	+	0.000	0.000	Merged-chr6-100581320-61
NR3572--MA0684.1.RUNX3	chr14	122748080	122748089	+	0.000	0.000	Merged-chr14-122748042-18
NR1667--MA0002.2.RUNX1	chr11	58290430	58290440	+	0.000	0.000	Merged-chr11-58290425-28
NR396--MA0684.1.RUNX3	chr1	131012705	131012714	-	0.000	0.000	Merged-chr1-131012685-13
NR4729--MA0684.1.RUNX3	chr17	64827073	64827082	-	0.000	0.000	Merged-chr17-64827066-53
NR5692--MA0511.2.RUNX2	chr2	46372995	46373003	+	0.000	0.000	Merged-chr2-46373080-32
NR2695--MA0511.2.RUNX2	chr13	24779335	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR6227--MA0002.2.RUNX1	chr2	158450879	158450889	-	0.000	0.000	Merged-chr2-158450944-19
NR1123--MA0002.2.RUNX1	chr10	71247269	71247279	-	0.000	0.000	Merged-chr10-71247188-37
NR7910--MA0684.1.RUNX3	chr5	97075718	97075727	-	0.000	0.000	Merged-chr5-97075788-14
NR2105--MA0002.2.RUNX1	chr12	3823656	3823666	+	0.000	0.000	Merged-chr12-3823687-29
NR1375--MA0002.2.RUNX1	chr10	117721677	117721687	+	0.000	0.000	Merged-chr10-117721632-23
NR5734--MA0002.2.RUNX1	chr2	59364679	59364689	-	0.000	0.000	Merged-chr2-59364601-33
NR4166--MA0684.1.RUNX3	chr16	37684953	37684962	-	0.000	0.000	Merged-chr16-37685032-63
NR2009--MA0002.2.RUNX1	chr11	111054048	111054058	-	0.000	0.000	Merged-chr11-111054093-15
NR8377--MA0002.2.RUNX1	chr6	38810253	38810263	-	0.000	0.000	Merged-chr6-38810070-95
NR2072--MA0684.1.RUNX3	chr11	118232694	118232703	+	0.000	0.000	Merged-chr11-118232579-51
NR9203--MA0002.2.RUNX1	chr7	49364549	49364559	-	0.000	0.000	Merged-chr7-49364720-42
NR7523--MA0002.2.RUNX1	chr4	149880279	149880289	+	0.000	0.000	Merged-chr4-149880219-52
NR5572--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR3892--MA0002.2.RUNX1	chr15	85328194	85328204	+	0.000	0.000	Merged-chr15-85328019-32
NR9931--MA0002.2.RUNX1	chr8	79286679	79286689	-	0.000	0.000	Merged-chr8-79286667-44
NR6828--MA0511.2.RUNX2	chr3	137954548	137954556	+	0.000	0.000	Merged-chr3-137954430-54
NR6064--MA0684.1.RUNX3	chr2	128544656	128544665	+	0.000	0.000	Merged-chr2-128544786-45
NR1993--MA0684.1.RUNX3	chr11	109497227	109497236	+	0.000	0.000	Merged-chr11-109497188-14
NR831--MA0002.2.RUNX1	chr1	193366053	193366063	-	0.000	0.000	Merged-chr1-193366026-12
NR1721--MA0002.2.RUNX1	chr11	67633799	67633809	-	0.000	0.000	Merged-chr11-67633953-18
NR8694--MA0511.2.RUNX2	chr6	119408841	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR6858--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR3782--MA0684.1.RUNX3	chr15	68228446	68228455	+	0.000	0.000	Merged-chr15-68228296-28
NR6296--MA0002.2.RUNX1	chr2	168159182	168159192	-	0.000	0.000	Merged-chr2-168159188-34
NR2213--MA0684.1.RUNX3	chr12	51449505	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR5713--MA0002.2.RUNX1	chr2	53051370	53051380	-	0.000	0.000	Merged-chr2-53051556-37
NR3491--MA0002.2.RUNX1	chr14	99419171	99419181	+	0.000	0.000	Merged-chr14-99419131-33
NR2021--MA0511.2.RUNX2	chr11	113153481	113153489	+	0.000	0.000	Merged-chr11-113153533-26
NR129--MA0002.2.RUNX1	chr1	58311395	58311405	-	0.000	0.000	Merged-chr1-58311498-34
NR5551--MA0002.2.RUNX1	chr2	11040172	11040182	-	0.000	0.000	Merged-chr2-11040200-20
NR258--MA0684.1.RUNX3	chr1	88587508	88587517	+	0.000	0.000	Merged-chr1-88587471-60
NR3543--MA0684.1.RUNX3	chr14	118658446	118658455	+	0.000	0.000	Merged-chr14-118658326-68
NR9563--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR2078--MA0002.2.RUNX1	chr11	119164515	119164525	-	0.000	0.000	Merged-chr11-119164536-11
NR6043--MA0684.1.RUNX3	chr2	127760722	127760731	+	0.000	0.000	Merged-chr2-127760760-14
NR810--MA0002.2.RUNX1	chr1	192106600	192106610	+	0.000	0.000	Merged-chr1-192106489-61
NR8369--MA0002.2.RUNX1	chr6	33683814	33683824	+	0.000	0.000	Merged-chr6-33683719-46
NR9923--MA0002.2.RUNX1	chr8	78975204	78975214	+	0.000	0.000	Merged-chr8-78975191-34
NR7101--MA0002.2.RUNX1	chr4	55398090	55398100	-	0.000	0.000	Merged-chr4-55398224-75
NR10210--MA0684.1.RUNX3	chr8	128643064	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR7452--MA0511.2.RUNX2	chr4	140857289	140857297	+	0.000	0.000	Merged-chr4-140857232-22
NR8007--MA0684.1.RUNX3	chr5	107759336	107759345	+	0.000	0.000	Merged-chr5-107759301-16
NR3936--MA0684.1.RUNX3	chr15	94453065	94453074	+	0.000	0.000	Merged-chr15-94453103-20
NR5468--MA0002.2.RUNX1	chr19	56685711	56685721	+	0.000	0.000	Merged-chr19-56685748-31
NR7975--MA0511.2.RUNX2	chr5	105675683	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR3916--MA0002.2.RUNX1	chr15	92134557	92134567	-	0.000	0.000	Merged-chr15-92134460-52
NR2348--MA0684.1.RUNX3	chr12	90810946	90810955	-	0.000	0.000	Merged-chr12-90810823-15
NR9413--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR10793--MA0511.2.RUNX2	chr9	120960684	120960692	+	0.000	0.000	Merged-chr9-120960803-26
NR60--MA0002.2.RUNX1	chr1	38557750	38557760	-	0.000	0.000	Merged-chr1-38557840-50
NR6658--MA0511.2.RUNX2	chr3	103091905	103091913	-	0.000	0.000	Merged-chr3-103091976-34
NR6929--MA0511.2.RUNX2	chr3	153895686	153895694	+	0.000	0.000	Merged-chr3-153895730-42
NR5434--MA0002.2.RUNX1	chr19	53536908	53536918	+	0.000	0.000	Merged-chr19-53536868-40
NR4468--MA0511.2.RUNX2	chr17	7889200	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR10411--MA0511.2.RUNX2	chr9	66280658	66280666	+	0.000	0.000	Merged-chr9-66280621-39
NR8129--MA0684.1.RUNX3	chr5	124022335	124022344	-	0.000	0.000	Merged-chr5-124022476-27
NR5817--MA0511.2.RUNX2	chr2	75991053	75991061	-	0.000	0.000	Merged-chr2-75991050-38
NR3915--MA0684.1.RUNX3	chr15	92134396	92134405	+	0.000	0.000	Merged-chr15-92134460-52
NR7190--MA0684.1.RUNX3	chr4	89393389	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR8189--MA0511.2.RUNX2	chr5	139300569	139300577	+	0.000	0.000	Merged-chr5-139300628-14
NR8238--MA0684.1.RUNX3	chr5	144126165	144126174	-	0.000	0.000	Merged-chr5-144126158-36
NR9644--MA0002.2.RUNX1	chr7	132748844	132748854	+	0.000	0.000	Merged-chr7-132748920-16
NR2387--MA0511.2.RUNX2	chr12	98601154	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR10325--MA0002.2.RUNX1	chr9	42466030	42466040	-	0.000	0.000	Merged-chr9-42465861-57
NR9501--MA0002.2.RUNX1	chr7	114356664	114356674	+	0.000	0.000	Merged-chr7-114356592-29
NR5394--MA0002.2.RUNX1	chr19	42266337	42266347	+	0.000	0.000	Merged-chr19-42266343-14
NR6048--MA0684.1.RUNX3	chr2	128111787	128111796	-	0.000	0.000	Merged-chr2-128111932-19
NR9630--MA0684.1.RUNX3	chr7	132335541	132335550	+	0.000	0.000	Merged-chr7-132335509-39
NR9482--MA0002.2.RUNX1	chr7	112414758	112414768	-	0.000	0.000	Merged-chr7-112414814-18
NR8949--MA0511.2.RUNX2	chr6	144910471	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR3571--MA0002.2.RUNX1	chr14	122748080	122748090	-	0.000	0.000	Merged-chr14-122748042-18
NR7282--MA0511.2.RUNX2	chr4	108987531	108987539	-	0.000	0.000	Merged-chr4-108987548-41
NR1686--MA0002.2.RUNX1	chr11	60937936	60937946	+	0.000	0.000	Merged-chr11-60937827-26
NR9948--MA0684.1.RUNX3	chr8	83740326	83740335	+	0.000	0.000	Merged-chr8-83740218-49
NR1272--MA0002.2.RUNX1	chr10	94552091	94552101	-	0.000	0.000	Merged-chr10-94552139-57
NR1067--MA0002.2.RUNX1	chr10	60290308	60290318	+	0.000	0.000	Merged-chr10-60290356-31
NR10642--MA0511.2.RUNX2	chr9	105483254	105483262	+	0.000	0.000	Merged-chr9-105483179-11
NR5698--MA0684.1.RUNX3	chr2	48249784	48249793	+	0.000	0.000	Merged-chr2-48249744-17
NR2049--MA0002.2.RUNX1	chr11	115839033	115839043	+	0.000	0.000	Merged-chr11-115839007-18
NR5777--MA0511.2.RUNX2	chr2	69415321	69415329	+	0.000	0.000	Merged-chr2-69415236-25
NR3127--MA0002.2.RUNX1	chr13	113669858	113669868	+	0.000	0.000	Merged-chr13-113669806-22
NR7963--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR2873--MA0002.2.RUNX1	chr13	63808146	63808156	-	0.000	0.000	Merged-chr13-63808172-29
NR5264--MA0002.2.RUNX1	chr19	14620641	14620651	+	0.000	0.000	Merged-chr19-14620634-30
NR8469--MA0684.1.RUNX3	chr6	65141051	65141060	-	0.000	0.000	Merged-chr6-65140933-63
NR1384--MA0511.2.RUNX2	chr10	118100858	118100866	+	0.000	0.000	Merged-chr10-118100825-27
NR1704--MA0684.1.RUNX3	chr11	64116047	64116056	+	0.000	0.000	Merged-chr11-64115983-5
NR10860--MA0511.2.RUNX2	chrX	37141941	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR4199--MA0002.2.RUNX1	chr16	45222994	45223004	+	0.000	0.000	Merged-chr16-45223020-10
NR159--MA0511.2.RUNX2	chr1	64527765	64527773	-	0.000	0.000	Merged-chr1-64527761-39
NR7228--MA0002.2.RUNX1	chr4	101213673	101213683	-	0.000	0.000	Merged-chr4-101213636-46
NR10936--MA0002.2.RUNX1	chrX	101767450	101767460	+	0.000	0.000	Merged-chrX-101767433-48
NR9365--MA0002.2.RUNX1	chr7	98090400	98090410	-	0.000	0.000	Merged-chr7-98090470-13
NR78--MA0002.2.RUNX1	chr1	40473882	40473892	+	0.000	0.000	Merged-chr1-40473860-44
NR10522--MA0002.2.RUNX1	chr9	84031079	84031089	-	0.000	0.000	Merged-chr9-84030961-27
NR10046--MA0002.2.RUNX1	chr8	111976525	111976535	-	0.000	0.000	Merged-chr8-111976573-47
NR6196--MA0511.2.RUNX2	chr2	154754254	154754262	-	0.000	0.000	Merged-chr2-154754253-27
NR5263--MA0684.1.RUNX3	chr19	14620505	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR1032--MA0684.1.RUNX3	chr10	54255394	54255403	-	0.000	0.000	Merged-chr10-54255218-57
NR10426--MA0002.2.RUNX1	chr9	69023480	69023490	+	0.000	0.000	Merged-chr9-69023585-49
NR9255--MA0684.1.RUNX3	chr7	66292194	66292203	+	0.000	0.000	Merged-chr7-66292206-13
NR5623--MA0002.2.RUNX1	chr2	26623154	26623164	+	0.000	0.000	Merged-chr2-26623162-26
NR1373--MA0002.2.RUNX1	chr10	117652226	117652236	-	0.000	0.000	Merged-chr10-117652105-48
NR10121--MA0002.2.RUNX1	chr8	121650712	121650722	-	0.000	0.000	Merged-chr8-121650674-17
NR7955--MA0684.1.RUNX3	chr5	105010567	105010576	+	0.000	0.000	Merged-chr5-105010527-49
NR10250--MA0684.1.RUNX3	chr9	14568690	14568699	+	0.000	0.000	Merged-chr9-14568666-36
NR10948--MA0684.1.RUNX3	chrX	106622660	106622669	+	0.000	0.000	Merged-chrX-106622619-36
NR9562--MA0002.2.RUNX1	chr7	123355109	123355119	-	0.000	0.000	Merged-chr7-123355107-50
NR2149--MA0684.1.RUNX3	chr12	17726603	17726612	+	0.000	0.000	Merged-chr12-17726607-38
NR10495--MA0002.2.RUNX1	chr9	80082398	80082408	-	0.000	0.000	Merged-chr9-80082362-35
NR7772--MA0684.1.RUNX3	chr5	62858476	62858485	-	0.000	0.000	Merged-chr5-62858471-55
NR3459--MA0002.2.RUNX1	chr14	78612324	78612334	+	0.000	0.000	Merged-chr14-78612334-35
NR10256--MA0002.2.RUNX1	chr9	15526042	15526052	+	0.000	0.000	Merged-chr9-15526156-7
NR8086--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR5744--MA0684.1.RUNX3	chr2	60774692	60774701	+	0.000	0.000	Merged-chr2-60774747-55
NR623--MA0684.1.RUNX3	chr1	168432186	168432195	+	0.000	0.000	Merged-chr1-168432368-41
NR9578--MA0511.2.RUNX2	chr7	125581399	125581407	-	0.000	0.000	Merged-chr7-125581363-89
NR3297--MA0002.2.RUNX1	chr14	54138476	54138486	+	0.000	0.000	Merged-chr14-54138460-21
NR1417--MA0684.1.RUNX3	chr10	121189373	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR1669--MA0684.1.RUNX3	chr11	58290431	58290440	-	0.000	0.000	Merged-chr11-58290425-28
NR9051--MA0684.1.RUNX3	chr6	149261066	149261075	-	0.000	0.000	Merged-chr6-149260973-38
NR3058--MA0002.2.RUNX1	chr13	104576341	104576351	+	0.000	0.000	Merged-chr13-104576446-28
NR3458--MA0684.1.RUNX3	chr14	78356898	78356907	-	0.000	0.000	Merged-chr14-78356893-53
NR821--MA0002.2.RUNX1	chr1	192779066	192779076	+	0.000	0.000	Merged-chr1-192778895-23
NR7480--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR4070--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR10506--MA0002.2.RUNX1	chr9	80820290	80820300	-	0.000	0.000	Merged-chr9-80820177-30
NR1473--MA0684.1.RUNX3	chr10	130439221	130439230	-	0.000	0.000	Merged-chr10-130439179-24
NR61--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR5783--MA0511.2.RUNX2	chr2	70920144	70920152	+	0.000	0.000	Merged-chr2-70920097-22
NR4973--MA0002.2.RUNX1	chr18	49721779	49721789	-	0.000	0.000	Merged-chr18-49721855-41
NR28--MA0002.2.RUNX1	chr1	20260160	20260170	-	0.000	0.000	Merged-chr1-20260109-34
NR8713--MA0002.2.RUNX1	chr6	120486195	120486205	+	0.000	0.000	Merged-chr6-120486424-77
NR10453--MA0002.2.RUNX1	chr9	75222155	75222165	+	0.000	0.000	Merged-chr9-75222047-24
NR10248--MA0002.2.RUNX1	chr9	14568675	14568685	-	0.000	0.000	Merged-chr9-14568666-36
NR10919--MA0684.1.RUNX3	chrX	77580136	77580145	-	0.000	0.000	Merged-chrX-77580117-37
NR5544--MA0511.2.RUNX2	chr2	9792666	9792674	+	0.000	0.000	Merged-chr2-9792573-15
NR2783--MA0002.2.RUNX1	chr13	43775229	43775239	+	0.000	0.000	Merged-chr13-43775108-65
NR4099--MA0511.2.RUNX2	chr16	26668078	26668086	-	0.000	0.000	Merged-chr16-26667963-36
NR3437--MA0684.1.RUNX3	chr14	75769438	75769447	+	0.000	0.000	Merged-chr14-75769501-48
NR7254--MA0684.1.RUNX3	chr4	102712034	102712043	-	0.000	0.000	Merged-chr4-102711875-43
NR9057--MA0002.2.RUNX1	chr7	3281903	3281913	-	0.000	0.000	Merged-chr7-3281916-4
NR10979--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR8951--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR5697--MA0002.2.RUNX1	chr2	48249784	48249794	-	0.000	0.000	Merged-chr2-48249744-17
NR2991--MA0511.2.RUNX2	chr13	95892234	95892242	+	0.000	0.000	Merged-chr13-95891948-150
NR1409--MA0684.1.RUNX3	chr10	119382450	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR7777--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR3497--MA0511.2.RUNX2	chr14	101879179	101879187	+	0.000	0.000	Merged-chr14-101879110-69
NR433--MA0002.2.RUNX1	chr1	135268270	135268280	+	0.000	0.000	Merged-chr1-135268339-27
