#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR22842--MA1107.1.KLF9	chr15	62139268	62139280	+	0.000	0.000	Merged-chr15-62139075-28
NR6962--MA1107.1.KLF9	chr10	81401812	81401824	-	0.000	0.000	Merged-chr10-81401925-26
NR39812--MA1107.1.KLF9	chr2	179130639	179130651	-	0.000	0.000	Merged-chr2-179130481-5
NR61681--MA1107.1.KLF9	chr7	136171729	136171741	-	0.000	0.000	Merged-chr7-136171818-25
NR5836--MA0039.3.KLF4	chr10	58351781	58351791	-	0.000	0.000	Merged-chr10-58351765-21
NR13679--MA0599.1.KLF5	chr12	25155530	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR22028--MA0493.1.Klf1	chr15	10600110	10600120	+	0.000	0.000	Merged-chr15-10599937-7
NR67401--MA1107.1.KLF9	chr9	79895080	79895092	+	0.000	0.000	Merged-chr9-79895109-7
NR19408--MA0599.1.KLF5	chr14	8214802	8214811	-	0.000	0.000	Merged-chr14-8214738-3
NR40608--MA0599.1.KLF5	chr3	54567484	54567493	+	0.000	0.000	Merged-chr3-54567528-25
NR9525--MA0493.1.Klf1	chr11	35747428	35747438	-	0.000	0.000	Merged-chr11-35747326-7
NR33841--MA0039.3.KLF4	chr19	46983952	46983962	+	0.000	0.000	Merged-chr19-46983880-15
NR28280--MA1107.1.KLF9	chr17	35706198	35706210	-	0.000	0.000	Merged-chr17-35706172-14
NR55592--MA0741.1.KLF16	chr6	114883572	114883582	-	0.000	0.000	Merged-chr6-114883519-32
NR29798--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR5683--MA0740.1.KLF14	chr10	43706498	43706511	-	0.000	0.000	Merged-chr10-43706280-54
NR41011--MA0741.1.KLF16	chr3	79129232	79129242	-	0.000	0.000	Merged-chr3-79129160-12
NR66777--MA1107.1.KLF9	chr9	63281275	63281287	-	0.000	0.000	Merged-chr9-63281335-13
NR49330--MA0741.1.KLF16	chr5	44239421	44239431	+	0.000	0.000	Merged-chr5-44239344-7
NR16047--MA0741.1.KLF16	chr12	117821809	117821819	-	0.000	0.000	Merged-chr12-117821685-9
NR40612--MA0493.1.Klf1	chr3	54567518	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR22480--MA0741.1.KLF16	chr15	42913334	42913344	-	0.000	0.000	Merged-chr15-42913222-5
NR4590--MA1107.1.KLF9	chr1	191802741	191802753	-	0.000	0.000	Merged-chr1-191802759-25
NR16427--MA0741.1.KLF16	chr13	24547218	24547228	-	0.000	0.000	Merged-chr13-24547194-39
NR41070--MA1107.1.KLF9	chr3	81547097	81547109	+	0.000	0.000	Merged-chr3-81547186-1
NR21801--MA0741.1.KLF16	chr14	121315916	121315926	-	0.000	0.000	Merged-chr14-121315767-6
NR60264--MA0741.1.KLF16	chr7	101348692	101348702	-	0.000	0.000	Merged-chr7-101348573-1
NR65370--MA0493.1.Klf1	chr8	126129474	126129484	-	0.000	0.000	Merged-chr8-126129401-4
NR33767--MA0599.1.KLF5	chr19	45807914	45807923	+	0.000	0.000	Merged-chr19-45807954-8
NR5508--MA0741.1.KLF16	chr10	39522165	39522175	-	0.000	0.000	Merged-chr10-39522157-23
NR52465--MA0741.1.KLF16	chr5	139377610	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR52988--MA0741.1.KLF16	chr5	146912624	146912634	+	0.000	0.000	Merged-chr5-146912476-8
NR44322--MA1107.1.KLF9	chr4	32062929	32062941	-	0.000	0.000	Merged-chr4-32062856-11
NR57360--MA0741.1.KLF16	chr6	147366198	147366208	+	0.000	0.000	Merged-chr6-147366310-2
NR27938--MA0039.3.KLF4	chr17	29638106	29638116	+	0.000	0.000	Merged-chr17-29638161-9
NR1425--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR8251--MA0039.3.KLF4	chr10	117969953	117969963	-	0.000	0.000	Merged-chr10-117970017-9
NR39363--MA0742.1.Klf12	chr2	167962489	167962503	+	0.000	0.000	Merged-chr2-167962618-3
NR13309--MA0742.1.Klf12	chr12	3237197	3237211	+	0.000	0.000	Merged-chr12-3237056-2
NR24830--MA1107.1.KLF9	chr16	7550775	7550787	-	0.000	0.000	Merged-chr16-7550847-1
NR60489--MA1107.1.KLF9	chr7	108306323	108306335	-	0.000	0.000	Merged-chr7-108306427-2
NR46399--MA1107.1.KLF9	chr4	120053628	120053640	-	0.000	0.000	Merged-chr4-120053646-59
NR36485--MA1107.1.KLF9	chr2	82119479	82119491	-	0.000	0.000	Merged-chr2-82119507-1
NR69138--MA0039.3.KLF4	chr9	120057113	120057123	-	0.000	0.000	Merged-chr9-120057282-6
NR56210--MA1107.1.KLF9	chr6	127942100	127942112	+	0.000	0.000	Merged-chr6-127942038-1
NR27800--MA0741.1.KLF16	chr17	28366235	28366245	-	0.000	0.000	Merged-chr17-28366309-12
NR46059--MA1107.1.KLF9	chr4	109136950	109136962	+	0.000	0.000	Merged-chr4-109136872-28
NR25370--MA0493.1.Klf1	chr16	32516539	32516549	-	0.000	0.000	Merged-chr16-32516451-30
NR33669--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR44318--MA1107.1.KLF9	chr4	32062868	32062880	-	0.000	0.000	Merged-chr4-32062856-11
NR7082--MA0493.1.Klf1	chr10	83154017	83154027	-	0.000	0.000	Merged-chr10-83154095-25
NR13263--MA0493.1.Klf1	chr11	120941196	120941206	-	0.000	0.000	Merged-chr11-120941184-16
NR33440--MA0493.1.Klf1	chr19	37110671	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR59467--MA0493.1.Klf1	chr7	72339565	72339575	+	0.000	0.000	Merged-chr7-72339570-17
NR30507--MA0599.1.KLF5	chr18	25591064	25591073	+	0.000	0.000	Merged-chr18-25591016-9
NR65749--MA0742.1.Klf12	chr9	21601239	21601253	-	0.000	0.000	Merged-chr9-21601283-11
NR57646--MA0599.1.KLF5	chr7	4777376	4777385	+	0.000	0.000	Merged-chr7-4777194-35
NR35185--MA1107.1.KLF9	chr2	30690445	30690457	+	0.000	0.000	Merged-chr2-30690325-1
NR40582--MA0599.1.KLF5	chr3	52470111	52470120	-	0.000	0.000	Merged-chr3-52470194-16
NR33453--MA1107.1.KLF9	chr19	37333673	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR24826--MA1107.1.KLF9	chr16	7550767	7550779	-	0.000	0.000	Merged-chr16-7550847-1
NR68989--MA1107.1.KLF9	chr9	117553307	117553319	+	0.000	0.000	Merged-chr9-117553194-1
NR44341--MA0493.1.Klf1	chr4	32909437	32909447	+	0.000	0.000	Merged-chr4-32909502-13
NR46856--MA1107.1.KLF9	chr4	131825931	131825943	+	0.000	0.000	Merged-chr4-131825983-10
NR51371--MA0599.1.KLF5	chr5	120690608	120690617	+	0.000	0.000	Merged-chr5-120690669-7
NR38325--MA1107.1.KLF9	chr2	147743965	147743977	-	0.000	0.000	Merged-chr2-147744071-13
NR16426--MA0599.1.KLF5	chr13	24547221	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR69605--MA0493.1.Klf1	chrX	13552351	13552361	-	0.000	0.000	Merged-chrX-13552455-23
NR18946--MA0599.1.KLF5	chr13	111789166	111789175	+	0.000	0.000	Merged-chr13-111789059-2
NR51483--MA0599.1.KLF5	chr5	122987505	122987514	+	0.000	0.000	Merged-chr5-122987462-4
NR1590--MA1107.1.KLF9	chr1	90660271	90660283	-	0.000	0.000	Merged-chr1-90660312-12
NR9476--MA0039.3.KLF4	chr11	32714453	32714463	-	0.000	0.000	Merged-chr11-32714386-17
NR16425--MA1107.1.KLF9	chr13	24515445	24515457	+	0.000	0.000	Merged-chr13-24515324-15
NR58199--MA0599.1.KLF5	chr7	24928714	24928723	-	0.000	0.000	Merged-chr7-24928616-8
NR44328--MA0493.1.Klf1	chr4	32161018	32161028	+	0.000	0.000	Merged-chr4-32160945-10
NR20816--MA1107.1.KLF9	chr14	73349360	73349372	-	0.000	0.000	Merged-chr14-73349439-20
NR62599--MA0599.1.KLF5	chr8	25578422	25578431	+	0.000	0.000	Merged-chr8-25578502-39
NR87--MA0599.1.KLF5	chr1	13560085	13560094	+	0.000	0.000	Merged-chr1-13560165-1
NR14393--MA1107.1.KLF9	chr12	71897540	71897552	-	0.000	0.000	Merged-chr12-71897525-19
NR34427--MA1107.1.KLF9	chr2	4567389	4567401	-	0.000	0.000	Merged-chr2-4567527-13
NR16042--MA0740.1.KLF14	chr12	117821807	117821820	-	0.000	0.000	Merged-chr12-117821685-9
NR33016--MA0599.1.KLF5	chr19	16373324	16373333	+	0.000	0.000	Merged-chr19-16373273-16
NR35180--MA0742.1.Klf12	chr2	30690445	30690459	+	0.000	0.000	Merged-chr2-30690325-1
NR37944--MA0599.1.KLF5	chr2	136713340	136713349	+	0.000	0.000	Merged-chr2-136713421-11
NR4587--MA0741.1.KLF16	chr1	191802746	191802756	-	0.000	0.000	Merged-chr1-191802759-25
NR53887--MA0599.1.KLF5	chr6	39607076	39607085	-	0.000	0.000	Merged-chr6-39607106-14
NR66906--MA0741.1.KLF16	chr9	65598930	65598940	-	0.000	0.000	Merged-chr9-65598978-11
NR38343--MA0741.1.KLF16	chr2	147832654	147832664	-	0.000	0.000	Merged-chr2-147832545-2
NR61164--MA0493.1.Klf1	chr7	125620286	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR40577--MA1107.1.KLF9	chr3	52297521	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR40023--MA0599.1.KLF5	chr3	8857230	8857239	-	0.000	0.000	Merged-chr3-8857306-3
NR9742--MA0599.1.KLF5	chr11	50952641	50952650	+	0.000	0.000	Merged-chr11-50952542-18
NR4972--MA1107.1.KLF9	chr10	8535716	8535728	+	0.000	0.000	Merged-chr10-8535682-19
NR58883--MA1107.1.KLF9	chr7	44572482	44572494	+	0.000	0.000	Merged-chr7-44572491-3
NR38339--MA1107.1.KLF9	chr2	147832627	147832639	+	0.000	0.000	Merged-chr2-147832545-2
NR25743--MA0599.1.KLF5	chr16	55815599	55815608	+	0.000	0.000	Merged-chr16-55815632-3
NR67259--MA0742.1.Klf12	chr9	75429145	75429159	-	0.000	0.000	Merged-chr9-75429221-1
NR8651--MA1107.1.KLF9	chr10	125333672	125333684	+	0.000	0.000	Merged-chr10-125333760-2
NR233--MA1107.1.KLF9	chr1	25765025	25765037	-	0.000	0.000	Merged-chr1-25764961-1
NR32270--MA0741.1.KLF16	chr18	84859617	84859627	+	0.000	0.000	Merged-chr18-84859622-32
NR59714--MA0493.1.Klf1	chr7	80911180	80911190	+	0.000	0.000	Merged-chr7-80911261-13
NR33047--MA0741.1.KLF16	chr19	17152621	17152631	-	0.000	0.000	Merged-chr19-17152711-1
NR34473--MA0741.1.KLF16	chr2	6522536	6522546	+	0.000	0.000	Merged-chr2-6522633-5
NR49259--MA0599.1.KLF5	chr5	37037052	37037061	+	0.000	0.000	Merged-chr5-37037087-13
NR35184--MA0741.1.KLF16	chr2	30690446	30690456	+	0.000	0.000	Merged-chr2-30690325-1
NR32055--MA1107.1.KLF9	chr18	81352859	81352871	+	0.000	0.000	Merged-chr18-81352759-5
NR68804--MA0741.1.KLF16	chr9	115134878	115134888	+	0.000	0.000	Merged-chr9-115134877-14
NR5902--MA0741.1.KLF16	chr10	60125884	60125894	-	0.000	0.000	Merged-chr10-60126055-19
NR26805--MA1107.1.KLF9	chr16	97002523	97002535	+	0.000	0.000	Merged-chr16-97002537-1
NR25742--MA1107.1.KLF9	chr16	55815573	55815585	+	0.000	0.000	Merged-chr16-55815632-3
NR56493--MA0742.1.Klf12	chr6	134981444	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR33840--MA0599.1.KLF5	chr19	46983951	46983960	+	0.000	0.000	Merged-chr19-46983880-15
NR27923--MA0599.1.KLF5	chr17	29500853	29500862	-	0.000	0.000	Merged-chr17-29500871-30
NR1479--MA1107.1.KLF9	chr1	87811581	87811593	+	0.000	0.000	Merged-chr1-87811547-25
NR54465--MA0742.1.Klf12	chr6	71322741	71322755	+	0.000	0.000	Merged-chr6-71322825-41
NR22124--MA0493.1.Klf1	chr15	25858908	25858918	-	0.000	0.000	Merged-chr15-25858776-25
NR65751--MA0039.3.KLF4	chr9	21601241	21601251	-	0.000	0.000	Merged-chr9-21601283-11
NR14388--MA0740.1.KLF14	chr12	71897539	71897552	-	0.000	0.000	Merged-chr12-71897525-19
NR30002--MA0599.1.KLF5	chr17	86760432	86760441	-	0.000	0.000	Merged-chr17-86760300-15
NR40028--MA0599.1.KLF5	chr3	8857255	8857264	-	0.000	0.000	Merged-chr3-8857306-3
NR27801--MA1107.1.KLF9	chr17	28366234	28366246	-	0.000	0.000	Merged-chr17-28366309-12
NR26081--MA0599.1.KLF5	chr16	75894452	75894461	-	0.000	0.000	Merged-chr16-75894553-32
NR32602--MA0493.1.Klf1	chr19	4943153	4943163	+	0.000	0.000	Merged-chr19-4942974-44
NR61541--MA0599.1.KLF5	chr7	133003568	133003577	-	0.000	0.000	Merged-chr7-133003648-18
NR5163--MA0493.1.Klf1	chr10	18084138	18084148	+	0.000	0.000	Merged-chr10-18084037-10
NR58879--MA1107.1.KLF9	chr7	44572474	44572486	+	0.000	0.000	Merged-chr7-44572491-3
NR13529--MA0599.1.KLF5	chr12	16321270	16321279	-	0.000	0.000	Merged-chr12-16321346-3
NR8656--MA1107.1.KLF9	chr10	125333682	125333694	+	0.000	0.000	Merged-chr10-125333760-2
NR229--MA1107.1.KLF9	chr1	25765017	25765029	-	0.000	0.000	Merged-chr1-25764961-1
NR14622--MA1107.1.KLF9	chr12	81845218	81845230	-	0.000	0.000	Merged-chr12-81845150-28
NR4198--MA1107.1.KLF9	chr1	185613533	185613545	+	0.000	0.000	Merged-chr1-185613484-1
NR49604--MA0599.1.KLF5	chr5	65950934	65950943	-	0.000	0.000	Merged-chr5-65951105-46
NR39102--MA0039.3.KLF4	chr2	164506744	164506754	+	0.000	0.000	Merged-chr2-164506889-12
NR56497--MA0741.1.KLF16	chr6	134981447	134981457	-	0.000	0.000	Merged-chr6-134981456-22
NR5504--MA0599.1.KLF5	chr10	39522160	39522169	-	0.000	0.000	Merged-chr10-39522157-23
NR36509--MA1107.1.KLF9	chr2	84482074	84482086	+	0.000	0.000	Merged-chr2-84481991-45
NR16043--MA0657.1.KLF13	chr12	117821804	117821821	-	0.000	0.000	Merged-chr12-117821685-9
NR41015--MA0599.1.KLF5	chr3	79181737	79181746	-	0.000	0.000	Merged-chr3-79181699-42
NR66085--MA0741.1.KLF16	chr9	40469752	40469762	+	0.000	0.000	Merged-chr9-40469723-18
NR39439--MA0493.1.Klf1	chr2	169520067	169520077	-	0.000	0.000	Merged-chr2-169519991-22
NR56498--MA1107.1.KLF9	chr6	134981446	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR13877--MA1107.1.KLF9	chr12	33036351	33036363	+	0.000	0.000	Merged-chr12-33036196-25
NR5410--MA0599.1.KLF5	chr10	34096527	34096536	-	0.000	0.000	Merged-chr10-34096665-20
NR31655--MA1107.1.KLF9	chr18	73745236	73745248	-	0.000	0.000	Merged-chr18-73745138-6
NR54757--MA1107.1.KLF9	chr6	86127183	86127195	-	0.000	0.000	Merged-chr6-86127203-6
NR61871--MA0741.1.KLF16	chr7	140264974	140264984	-	0.000	0.000	Merged-chr7-140265035-12
NR34585--MA0493.1.Klf1	chr2	12467060	12467070	-	0.000	0.000	Merged-chr2-12467220-10
NR67954--MA1107.1.KLF9	chr9	96299772	96299784	-	0.000	0.000	Merged-chr9-96299738-12
NR49157--MA0741.1.KLF16	chr5	35729104	35729114	+	0.000	0.000	Merged-chr5-35729116-40
NR22478--MA0493.1.Klf1	chr15	42913344	42913354	+	0.000	0.000	Merged-chr15-42913222-5
NR39438--MA0039.3.KLF4	chr2	169520065	169520075	-	0.000	0.000	Merged-chr2-169519991-22
NR32885--MA0599.1.KLF5	chr19	9116470	9116479	-	0.000	0.000	Merged-chr19-9116540-6
NR34736--MA0741.1.KLF16	chr2	18800219	18800229	+	0.000	0.000	Merged-chr2-18800160-25
NR27937--MA0599.1.KLF5	chr17	29638105	29638114	+	0.000	0.000	Merged-chr17-29638161-9
NR65368--MA0740.1.KLF14	chr8	126129471	126129484	-	0.000	0.000	Merged-chr8-126129401-4
NR10061--MA0039.3.KLF4	chr11	59083340	59083350	-	0.000	0.000	Merged-chr11-59083341-6
NR53801--MA0740.1.KLF14	chr6	37564052	37564065	+	0.000	0.000	Merged-chr6-37564158-19
NR35679--MA1107.1.KLF9	chr2	50303423	50303435	+	0.000	0.000	Merged-chr2-50303497-2
NR48984--MA0493.1.Klf1	chr5	31251872	31251882	+	0.000	0.000	Merged-chr5-31251770-31
NR13216--MA0599.1.KLF5	chr11	120660893	120660902	+	0.000	0.000	Merged-chr11-120660742-13
NR65131--MA0599.1.KLF5	chr8	122765126	122765135	+	0.000	0.000	Merged-chr8-122764980-5
NR48518--MA1107.1.KLF9	chr5	5420284	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR13681--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR6957--MA0599.1.KLF5	chr10	81401785	81401794	-	0.000	0.000	Merged-chr10-81401925-26
NR51372--MA0741.1.KLF16	chr5	120690608	120690618	+	0.000	0.000	Merged-chr5-120690669-7
NR10196--MA1107.1.KLF9	chr11	61156001	61156013	+	0.000	0.000	Merged-chr11-61155897-9
NR5965--MA0493.1.Klf1	chr10	61465213	61465223	+	0.000	0.000	Merged-chr10-61465182-15
NR30798--MA0039.3.KLF4	chr18	39876011	39876021	-	0.000	0.000	Merged-chr18-39876047-14
NR20465--MA0740.1.KLF14	chr14	61427372	61427385	+	0.000	0.000	Merged-chr14-61427434-25
NR68046--MA1107.1.KLF9	chr9	99699946	99699958	+	0.000	0.000	Merged-chr9-99699985-12
NR10049--MA0493.1.Klf1	chr11	58283331	58283341	-	0.000	0.000	Merged-chr11-58283474-2
NR55656--MA0599.1.KLF5	chr6	115972920	115972929	-	0.000	0.000	Merged-chr6-115972922-11
NR68256--MA0039.3.KLF4	chr9	105683527	105683537	-	0.000	0.000	Merged-chr9-105683443-1
NR65467--MA0599.1.KLF5	chr8	127500453	127500462	-	0.000	0.000	Merged-chr8-127500615-4
NR28275--MA0599.1.KLF5	chr17	35706109	35706118	-	0.000	0.000	Merged-chr17-35706172-14
NR40972--MA1107.1.KLF9	chr3	75696350	75696362	-	0.000	0.000	Merged-chr3-75696372-7
NR13680--MA0039.3.KLF4	chr12	25155528	25155538	-	0.000	0.000	Merged-chr12-25155613-40
NR22841--MA0493.1.Klf1	chr15	62139268	62139278	+	0.000	0.000	Merged-chr15-62139075-28
NR4091--MA0741.1.KLF16	chr1	184064441	184064451	+	0.000	0.000	Merged-chr1-184064517-33
NR46854--MA0741.1.KLF16	chr4	131825934	131825944	+	0.000	0.000	Merged-chr4-131825983-10
NR30253--MA0493.1.Klf1	chr18	4348350	4348360	+	0.000	0.000	Merged-chr18-4348193-25
NR22395--MA0741.1.KLF16	chr15	38122406	38122416	+	0.000	0.000	Merged-chr15-38122272-49
NR5996--MA1107.1.KLF9	chr10	62248020	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR4585--MA0599.1.KLF5	chr1	191802749	191802758	-	0.000	0.000	Merged-chr1-191802759-25
NR40838--MA1107.1.KLF9	chr3	65985106	65985118	+	0.000	0.000	Merged-chr3-65985116-9
NR30007--MA0493.1.Klf1	chr17	86760432	86760442	-	0.000	0.000	Merged-chr17-86760300-15
NR65372--MA1107.1.KLF9	chr8	126129472	126129484	-	0.000	0.000	Merged-chr8-126129401-4
NR55772--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR27717--MA1107.1.KLF9	chr17	27564906	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR41811--MA0039.3.KLF4	chr3	100421694	100421704	+	0.000	0.000	Merged-chr3-100421832-10
NR17354--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR66776--MA0493.1.Klf1	chr9	63281277	63281287	-	0.000	0.000	Merged-chr9-63281335-13
NR57651--MA0742.1.Klf12	chr7	4806952	4806966	+	0.000	0.000	Merged-chr7-4806867-16
NR57642--MA0741.1.KLF16	chr7	4777059	4777069	-	0.000	0.000	Merged-chr7-4777194-35
NR7980--MA0599.1.KLF5	chr10	111562893	111562902	+	0.000	0.000	Merged-chr10-111562842-26
NR49529--MA0599.1.KLF5	chr5	64336911	64336920	-	0.000	0.000	Merged-chr5-64336866-17
NR13494--MA0599.1.KLF5	chr12	12580878	12580887	+	0.000	0.000	Merged-chr12-12580881-28
NR610--MA0039.3.KLF4	chr1	43478180	43478190	-	0.000	0.000	Merged-chr1-43478113-25
NR9475--MA0599.1.KLF5	chr11	32714455	32714464	-	0.000	0.000	Merged-chr11-32714386-17
NR41298--MA0599.1.KLF5	chr3	89378432	89378441	-	0.000	0.000	Merged-chr3-89378543-26
NR13493--MA0742.1.Klf12	chr12	12580877	12580891	+	0.000	0.000	Merged-chr12-12580881-28
NR50592--MA0599.1.KLF5	chr5	105599112	105599121	-	0.000	0.000	Merged-chr5-105598952-15
NR6958--MA0741.1.KLF16	chr10	81401784	81401794	-	0.000	0.000	Merged-chr10-81401925-26
NR9793--MA0741.1.KLF16	chr11	51898827	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR28177--MA0599.1.KLF5	chr17	34632607	34632616	+	0.000	0.000	Merged-chr17-34632499-30
NR40615--MA0493.1.Klf1	chr3	54567550	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR20810--MA0599.1.KLF5	chr14	73349368	73349377	-	0.000	0.000	Merged-chr14-73349439-20
NR60263--MA0742.1.Klf12	chr7	101348689	101348703	-	0.000	0.000	Merged-chr7-101348573-1
NR68991--MA1107.1.KLF9	chr9	117553311	117553323	+	0.000	0.000	Merged-chr9-117553194-1
NR60138--MA1107.1.KLF9	chr7	98995321	98995333	-	0.000	0.000	Merged-chr7-98995432-21
NR20466--MA0657.1.KLF13	chr14	61427371	61427388	+	0.000	0.000	Merged-chr14-61427434-25
NR32595--MA0599.1.KLF5	chr19	4943128	4943137	+	0.000	0.000	Merged-chr19-4942974-44
NR54695--MA0039.3.KLF4	chr6	83718235	83718245	-	0.000	0.000	Merged-chr6-83718285-22
NR30835--MA1107.1.KLF9	chr18	43493010	43493022	-	0.000	0.000	Merged-chr18-43493033-11
NR51377--MA0741.1.KLF16	chr5	121118599	121118609	-	0.000	0.000	Merged-chr5-121118672-9
NR7075--MA1107.1.KLF9	chr10	82961549	82961561	+	0.000	0.000	Merged-chr10-82961512-14
NR13265--MA1107.1.KLF9	chr11	120941194	120941206	-	0.000	0.000	Merged-chr11-120941184-16
NR66774--MA0657.1.KLF13	chr9	63281271	63281288	-	0.000	0.000	Merged-chr9-63281335-13
NR54464--MA0740.1.KLF14	chr6	71322741	71322754	+	0.000	0.000	Merged-chr6-71322825-41
NR63673--MA0599.1.KLF5	chr8	79173664	79173673	+	0.000	0.000	Merged-chr8-79173625-13
NR51486--MA0741.1.KLF16	chr5	122987507	122987517	+	0.000	0.000	Merged-chr5-122987462-4
NR17369--MA0039.3.KLF4	chr13	64049708	64049718	-	0.000	0.000	Merged-chr13-64049732-3
NR46388--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR14444--MA0039.3.KLF4	chr12	74009611	74009621	+	0.000	0.000	Merged-chr12-74009516-16
NR42976--MA0741.1.KLF16	chr3	134339368	134339378	+	0.000	0.000	Merged-chr3-134339453-34
NR24447--MA0741.1.KLF16	chr15	100424483	100424493	+	0.000	0.000	Merged-chr15-100424546-20
NR11920--MA0742.1.Klf12	chr11	99012467	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR41956--MA0493.1.Klf1	chr3	103927745	103927755	-	0.000	0.000	Merged-chr3-103927636-31
NR13597--MA0493.1.Klf1	chr12	20815805	20815815	-	0.000	0.000	Merged-chr12-20815724-27
NR55593--MA1107.1.KLF9	chr6	114883580	114883592	+	0.000	0.000	Merged-chr6-114883519-32
NR769--MA0599.1.KLF5	chr1	55489579	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR24833--MA1107.1.KLF9	chr16	7550781	7550793	-	0.000	0.000	Merged-chr16-7550847-1
NR68996--MA1107.1.KLF9	chr9	117553321	117553333	+	0.000	0.000	Merged-chr9-117553194-1
NR56204--MA1107.1.KLF9	chr6	127942080	127942092	+	0.000	0.000	Merged-chr6-127942038-1
NR33670--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR52995--MA1107.1.KLF9	chr5	146912621	146912633	+	0.000	0.000	Merged-chr5-146912476-8
NR38332--MA1107.1.KLF9	chr2	147832609	147832621	+	0.000	0.000	Merged-chr2-147832545-2
NR26798--MA1107.1.KLF9	chr16	97002495	97002507	+	0.000	0.000	Merged-chr16-97002537-1
NR55459--MA1107.1.KLF9	chr6	112862177	112862189	+	0.000	0.000	Merged-chr6-112862022-40
NR39009--MA0741.1.KLF16	chr2	162998908	162998918	-	0.000	0.000	Merged-chr2-162998735-32
NR65318--MA0740.1.KLF14	chr8	125558862	125558875	+	0.000	0.000	Merged-chr8-125558804-33
NR65750--MA0599.1.KLF5	chr9	21601243	21601252	-	0.000	0.000	Merged-chr9-21601283-11
NR22477--MA0740.1.KLF14	chr15	42913335	42913348	-	0.000	0.000	Merged-chr15-42913222-5
NR27996--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR28277--MA0741.1.KLF16	chr17	35706197	35706207	-	0.000	0.000	Merged-chr17-35706172-14
NR49591--MA1107.1.KLF9	chr5	65898004	65898016	+	0.000	0.000	Merged-chr5-65898025-23
NR42975--MA0599.1.KLF5	chr3	134339267	134339276	+	0.000	0.000	Merged-chr3-134339453-34
NR5479--MA0599.1.KLF5	chr10	39182997	39183006	-	0.000	0.000	Merged-chr10-39183071-8
NR65983--MA0599.1.KLF5	chr9	32722443	32722452	-	0.000	0.000	Merged-chr9-32722357-3
NR66285--MA0599.1.KLF5	chr9	45329720	45329729	-	0.000	0.000	Merged-chr9-45329808-12
NR19464--MA0039.3.KLF4	chr14	15272488	15272498	-	0.000	0.000	Merged-chr14-15272424-5
NR24838--MA1107.1.KLF9	chr16	7550791	7550803	-	0.000	0.000	Merged-chr16-7550847-1
NR13489--MA0039.3.KLF4	chr12	12320720	12320730	+	0.000	0.000	Merged-chr12-12320871-15
NR4193--MA0742.1.Klf12	chr1	185613533	185613547	+	0.000	0.000	Merged-chr1-185613484-1
NR18425--MA0742.1.Klf12	chr13	101734359	101734373	-	0.000	0.000	Merged-chr13-101734479-2
NR5900--MA0741.1.KLF16	chr10	60125882	60125892	-	0.000	0.000	Merged-chr10-60126055-19
NR13598--MA0741.1.KLF16	chr12	20815809	20815819	-	0.000	0.000	Merged-chr12-20815724-27
NR222--MA1107.1.KLF9	chr1	25765003	25765015	-	0.000	0.000	Merged-chr1-25764961-1
NR61166--MA1107.1.KLF9	chr7	125620284	125620296	-	0.000	0.000	Merged-chr7-125620287-12
