#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed
NR11688--MA0501.1.MAF::NFE2	chr8	34208229	34208243	+	0.000	0.000	Merged-chr8-34208072-51
NR5859--MA0501.1.MAF::NFE2	chr18	65016032	65016046	+	0.000	0.000	Merged-chr18-65016159-16
NR5053--MA0591.1.Bach1::Mafk	chr16	92400178	92400192	-	0.000	0.000	Merged-chr16-92400195-21
NR2658--MA0501.1.MAF::NFE2	chr12	82284810	82284824	-	0.000	0.000	Merged-chr12-82284829-46
NR9800--MA0591.1.Bach1::Mafk	chr5	136186816	136186830	-	0.000	0.000	Merged-chr5-136186956-28
NR3542--MA0495.2.MAFF	chr13	108763560	108763580	+	0.000	0.000	Merged-chr13-108763497-25
NR9973--MA0591.1.Bach1::Mafk	chr6	28351376	28351390	+	0.000	0.000	Merged-chr6-28351294-19
NR7996--MA0591.1.Bach1::Mafk	chr3	108975156	108975170	+	0.000	0.000	Merged-chr3-108975255-11
NR12620--MA0089.1.MAFG::NFE2L1	chr9	96696411	96696416	-	0.000	0.000	Merged-chr9-96696442-50
NR459--MA0659.1.MAFG	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR6556--MA0496.2.MAFK	chr2	44953120	44953138	-	0.000	0.000	Merged-chr2-44953031-31
NR8526--MA0495.2.MAFF	chr4	57640333	57640353	+	0.000	0.000	Merged-chr4-57640378-35
NR1559--MA0496.2.MAFK	chr10	94913465	94913483	+	0.000	0.000	Merged-chr10-94913400-13
NR587--MA0495.2.MAFF	chr1	135873063	135873083	-	0.000	0.000	Merged-chr1-135873175-7
NR4522--MA0089.1.MAFG::NFE2L1	chr15	91619520	91619525	-	0.000	0.000	Merged-chr15-91619613-11
NR818--MA0501.1.MAF::NFE2	chr1	164395262	164395276	-	0.000	0.000	Merged-chr1-164395295-18
NR2657--MA0591.1.Bach1::Mafk	chr12	82284813	82284827	-	0.000	0.000	Merged-chr12-82284829-46
NR12142--MA0089.1.MAFG::NFE2L1	chr8	126839598	126839603	-	0.000	0.000	Merged-chr8-126839529-33
NR589--MA0659.1.MAFG	chr1	135873063	135873083	+	0.000	0.000	Merged-chr1-135873175-7
NR10080--MA0501.1.MAF::NFE2	chr6	52825772	52825786	-	0.000	0.000	Merged-chr6-52825813-18
NR7609--MA0591.1.Bach1::Mafk	chr3	9767227	9767241	+	0.000	0.000	Merged-chr3-9767219-17
NR9974--MA0501.1.MAF::NFE2	chr6	28351379	28351393	+	0.000	0.000	Merged-chr6-28351294-19
NR144--MA0495.2.MAFF	chr1	52274428	52274448	+	0.000	0.000	Merged-chr1-52274408-12
NR2476--MA0089.1.MAFG::NFE2L1	chr12	15900275	15900280	+	0.000	0.000	Merged-chr12-15900388-10
NR9956--MA0496.2.MAFK	chr6	15726620	15726638	+	0.000	0.000	Merged-chr6-15726718-35
NR292--MA0591.1.Bach1::Mafk	chr1	78644144	78644158	-	0.000	0.000	Merged-chr1-78644356-22
NR10616--MA0591.1.Bach1::Mafk	chr6	134425306	134425320	+	0.000	0.000	Merged-chr6-134425334-10
NR9029--MA0501.1.MAF::NFE2	chr4	144986313	144986327	-	0.000	0.000	Merged-chr4-144986370-39
NR4244--MA0089.1.MAFG::NFE2L1	chr15	50942719	50942724	-	0.000	0.000	Merged-chr15-50942797-12
NR4230--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR12946--MA0089.1.MAFG::NFE2L1	chrX	102071376	102071381	-	0.000	0.000	Merged-chrX-102071254-29
NR5100--MA0591.1.Bach1::Mafk	chr16	96030981	96030995	-	0.000	0.000	Merged-chr16-96030968-16
NR1269--MA0089.1.MAFG::NFE2L1	chr10	40688489	40688494	-	0.000	0.000	Merged-chr10-40688620-20
NR70--MA0591.1.Bach1::Mafk	chr1	32104251	32104265	-	0.000	0.000	Merged-chr1-32104339-13
NR8236--MA0495.2.MAFF	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR4155--MA0089.1.MAFG::NFE2L1	chr15	9435986	9435991	+	0.000	0.000	Merged-chr15-9435954-24
NR8428--MA0496.2.MAFK	chr4	32388168	32388186	+	0.000	0.000	Merged-chr4-32388354-27
NR3776--MA0501.1.MAF::NFE2	chr14	47664628	47664642	-	0.000	0.000	Merged-chr14-47664615-11
NR11731--MA0117.2.Mafb	chr8	46748008	46748019	+	0.000	0.000	Merged-chr8-46747933-31
NR11692--MA0501.1.MAF::NFE2	chr8	36165143	36165157	-	0.000	0.000	Merged-chr8-36165125-29
NR1522--MA0117.2.Mafb	chr10	90981770	90981781	+	0.000	0.000	Merged-chr10-90981841-14
NR6038--MA0089.1.MAFG::NFE2L1	chr18	89272536	89272541	+	0.000	0.000	Merged-chr18-89272605-14
NR10386--MA0501.1.MAF::NFE2	chr6	108454700	108454714	+	0.000	0.000	Merged-chr6-108454895-45
NR1726--MA0496.2.MAFK	chr10	120628324	120628342	+	0.000	0.000	Merged-chr10-120628264-28
NR3364--MA0496.2.MAFK	chr13	83318569	83318587	-	0.000	0.000	Merged-chr13-83318611-6
NR859--MA0659.1.MAFG	chr1	170729601	170729621	-	0.000	0.000	Merged-chr1-170729637-43
NR4041--MA0591.1.Bach1::Mafk	chr14	103093971	103093985	-	0.000	0.000	Merged-chr14-103093861-19
NR1885--MA0117.2.Mafb	chr11	30168204	30168215	-	0.000	0.000	Merged-chr11-30168139-12
NR1265--MA0089.1.MAFG::NFE2L1	chr10	40025322	40025327	-	0.000	0.000	Merged-chr10-40025208-45
NR9801--MA0495.2.MAFF	chr5	136550856	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR2772--MA0089.1.MAFG::NFE2L1	chr12	100871925	100871930	+	0.000	0.000	Merged-chr12-100871796-44
NR861--MA0496.2.MAFK	chr1	170729602	170729620	-	0.000	0.000	Merged-chr1-170729637-43
NR4495--MA0495.2.MAFF	chr15	85377109	85377129	-	0.000	0.000	Merged-chr15-85377015-15
NR5112--MA0117.2.Mafb	chr16	96896875	96896886	-	0.000	0.000	Merged-chr16-96896837-9
NR11751--MA0591.1.Bach1::Mafk	chr8	65443356	65443370	+	0.000	0.000	Merged-chr8-65443536-30
NR12511--MA0495.2.MAFF	chr9	82787575	82787595	+	0.000	0.000	Merged-chr9-82787525-14
NR8338--MA0591.1.Bach1::Mafk	chr3	155235696	155235710	+	0.000	0.000	Merged-chr3-155235663-12
NR11365--MA0591.1.Bach1::Mafk	chr7	118104856	118104870	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR11687--MA0591.1.Bach1::Mafk	chr8	34208226	34208240	+	0.000	0.000	Merged-chr8-34208072-51
NR12275--MA0089.1.MAFG::NFE2L1	chr9	40422748	40422753	+	0.000	0.000	Merged-chr9-40422783-16
NR6554--MA0495.2.MAFF	chr2	44953119	44953139	-	0.000	0.000	Merged-chr2-44953031-31
NR8006--MA0089.1.MAFG::NFE2L1	chr3	109732715	109732720	-	0.000	0.000	Merged-chr3-109732646-37
NR10797--MA0501.1.MAF::NFE2	chr6	146909336	146909350	-	0.000	0.000	Merged-chr6-146909380-33
NR12045--MA0496.2.MAFK	chr8	120131863	120131881	+	0.000	0.000	Merged-chr8-120131757-8
NR7042--MA0501.1.MAF::NFE2	chr2	118491267	118491281	+	0.000	0.000	Merged-chr2-118491236-48
NR10315--MA0089.1.MAFG::NFE2L1	chr6	99643708	99643713	-	0.000	0.000	Merged-chr6-99643748-32
NR5799--MA0089.1.MAFG::NFE2L1	chr18	60715011	60715016	+	0.000	0.000	Merged-chr18-60715083-31
NR8119--MA0089.1.MAFG::NFE2L1	chr3	133563756	133563761	-	0.000	0.000	Merged-chr3-133563771-42
NR229--MA0089.1.MAFG::NFE2L1	chr1	64305754	64305759	-	0.000	0.000	Merged-chr1-64305701-25
NR8530--MA0659.1.MAFG	chr4	57640333	57640353	-	0.000	0.000	Merged-chr4-57640378-35
NR4706--MA0495.2.MAFF	chr16	23262323	23262343	+	0.000	0.000	Merged-chr16-23262371-32
NR7352--MA0089.1.MAFG::NFE2L1	chr2	158701090	158701095	-	0.000	0.000	Merged-chr2-158701090-46
NR9913--MA0496.2.MAFK	chr5	150223495	150223513	-	0.000	0.000	Merged-chr5-150223706-44
NR4842--MA0117.2.Mafb	chr16	50737736	50737747	-	0.000	0.000	Merged-chr16-50737708-13
NR12009--MA0089.1.MAFG::NFE2L1	chr8	115568588	115568593	+	0.000	0.000	Merged-chr8-115568627-19
NR4496--MA0591.1.Bach1::Mafk	chr15	85377112	85377126	+	0.000	0.000	Merged-chr15-85377015-15
NR6912--MA0089.1.MAFG::NFE2L1	chr2	112556687	112556692	-	0.000	0.000	Merged-chr2-112556688-44
NR547--MA0501.1.MAF::NFE2	chr1	128772711	128772725	-	0.000	0.000	Merged-chr1-128772538-19
NR6623--MA0089.1.MAFG::NFE2L1	chr2	59203587	59203592	+	0.000	0.000	Merged-chr2-59203652-25
NR687--MA0591.1.Bach1::Mafk	chr1	152042551	152042565	+	0.000	0.000	Merged-chr1-152042522-12
NR12865--MA0496.2.MAFK	chrX	42336932	42336950	+	0.000	0.000	Merged-chrX-42336875-23
NR8432--MA0659.1.MAFG	chr4	33261671	33261691	+	0.000	0.000	Merged-chr4-33261624-24
NR2881--MA0089.1.MAFG::NFE2L1	chr12	110861473	110861478	-	0.000	0.000	Merged-chr12-110861556-21
NR2026--MA0089.1.MAFG::NFE2L1	chr11	66982989	66982994	+	0.000	0.000	Merged-chr11-66982927-21
NR11554--MA0501.1.MAF::NFE2	chr7	140329874	140329888	-	0.000	0.000	Merged-chr7-140329792-16
NR1139--MA0659.1.MAFG	chr10	7041181	7041201	+	0.000	0.000	Merged-chr10-7041240-23
NR12263--MA0591.1.Bach1::Mafk	chr9	32901448	32901462	+	0.000	0.000	Merged-chr9-32901528-39
NR1952--MA0591.1.Bach1::Mafk	chr11	52579497	52579511	-	0.000	0.000	Merged-chr11-52579500-3
NR8533--MA0496.2.MAFK	chr4	57640334	57640352	-	0.000	0.000	Merged-chr4-57640378-35
NR11933--MA0495.2.MAFF	chr8	104416220	104416240	-	0.000	0.000	Merged-chr8-104416222-18
NR1888--MA0591.1.Bach1::Mafk	chr11	32020160	32020174	+	0.000	0.000	Merged-chr11-32020422-50
NR8225--MA0501.1.MAF::NFE2	chr3	144232157	144232171	-	0.000	0.000	Merged-chr3-144232172-58
NR11163--MA0495.2.MAFF	chr7	83597297	83597317	+	0.000	0.000	Merged-chr7-83597333-20
NR7154--MA0591.1.Bach1::Mafk	chr2	132131386	132131400	+	0.000	0.000	Merged-chr2-132131548-24
NR1724--MA0495.2.MAFF	chr10	120628323	120628343	+	0.000	0.000	Merged-chr10-120628264-28
NR3777--MA0501.1.MAF::NFE2	chr14	48202546	48202560	+	0.000	0.000	Merged-chr14-48202582-44
NR5691--MA0089.1.MAFG::NFE2L1	chr18	38701084	38701089	-	0.000	0.000	Merged-chr18-38700911-27
NR1184--MA0117.2.Mafb	chr10	17920071	17920082	-	0.000	0.000	Merged-chr10-17920210-30
NR12771--MA0089.1.MAFG::NFE2L1	chr9	118099665	118099670	+	0.000	0.000	Merged-chr9-118099608-24
NR1854--MA0495.2.MAFF	chr11	19993172	19993192	-	0.000	0.000	Merged-chr11-19993082-47
NR5748--MA0495.2.MAFF	chr18	53951275	53951295	-	0.000	0.000	Merged-chr18-53951279-47
NR12697--MA0089.1.MAFG::NFE2L1	chr9	112174593	112174598	+	0.000	0.000	Merged-chr9-112174843-101
NR10886--MA0659.1.MAFG	chr7	16343735	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR1698--MA0089.1.MAFG::NFE2L1	chr10	117721596	117721601	-	0.000	0.000	Merged-chr10-117721632-23
NR1135--MA0501.1.MAF::NFE2	chr10	6953285	6953299	+	0.000	0.000	Merged-chr10-6953351-6
NR536--MA0089.1.MAFG::NFE2L1	chr1	127813140	127813145	+	0.000	0.000	Merged-chr1-127813157-23
NR1699--MA0591.1.Bach1::Mafk	chr10	117721607	117721621	-	0.000	0.000	Merged-chr10-117721632-23
NR11934--MA0591.1.Bach1::Mafk	chr8	104416223	104416237	+	0.000	0.000	Merged-chr8-104416222-18
NR12155--MA0496.2.MAFK	chr8	127447444	127447462	-	0.000	0.000	Merged-chr8-127447217-34
NR12141--MA0591.1.Bach1::Mafk	chr8	126828231	126828245	+	0.000	0.000	Merged-chr8-126828287-16
NR308--MA0591.1.Bach1::Mafk	chr1	79703655	79703669	+	0.000	0.000	Merged-chr1-79703728-12
NR8239--MA0496.2.MAFK	chr3	146063413	146063431	+	0.000	0.000	Merged-chr3-146063322-20
NR11144--MA0501.1.MAF::NFE2	chr7	81454404	81454418	-	0.000	0.000	Merged-chr7-81454544-19
NR8611--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR12271--MA0591.1.Bach1::Mafk	chr9	37242636	37242650	-	0.000	0.000	Merged-chr9-37242651-16
NR1178--MA0501.1.MAF::NFE2	chr10	14207915	14207929	-	0.000	0.000	Merged-chr10-14207893-35
NR7608--MA0089.1.MAFG::NFE2L1	chr3	9767227	9767232	-	0.000	0.000	Merged-chr3-9767219-17
NR5668--MA0496.2.MAFK	chr18	32311874	32311892	-	0.000	0.000	Merged-chr18-32311918-36
NR2790--MA0117.2.Mafb	chr12	102588581	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR10419--MA0496.2.MAFK	chr6	114905020	114905038	+	0.000	0.000	Merged-chr6-114905018-60
NR4945--MA0501.1.MAF::NFE2	chr16	76341848	76341862	-	0.000	0.000	Merged-chr16-76341927-28
NR12010--MA0089.1.MAFG::NFE2L1	chr8	115568586	115568591	-	0.000	0.000	Merged-chr8-115568627-19
NR2216--MA0501.1.MAF::NFE2	chr11	99562703	99562717	-	0.000	0.000	Merged-chr11-99562680-10
