#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR59408--MA1107.1.KLF9	chr8	61283220	61283232	+	0.000	0.000	Merged-chr8-61283229-50
NR47767--MA0493.1.Klf1	chr5	110343025	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR46812--MA0599.1.KLF5	chr5	67831553	67831562	-	0.000	0.000	Merged-chr5-67831639-31
NR44824--MA0741.1.KLF16	chr4	144901711	144901721	+	0.000	0.000	Merged-chr4-144901724-37
NR52710--MA1107.1.KLF9	chr6	122491815	122491827	+	0.000	0.000	Merged-chr6-122491726-37
NR41979--MA0742.1.Klf12	chr4	43171518	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR50517--MA1107.1.KLF9	chr6	17901359	17901371	-	0.000	0.000	Merged-chr6-17901265-19
NR36231--MA0599.1.KLF5	chr2	153292589	153292598	+	0.000	0.000	Merged-chr2-153292567-49
NR954--MA0599.1.KLF5	chr1	72870431	72870440	-	0.000	0.000	Merged-chr1-72870469-25
NR58643--MA0741.1.KLF16	chr8	13974782	13974792	+	0.000	0.000	Merged-chr8-13974729-61
NR11275--MA1107.1.KLF9	chr11	99132671	99132683	-	0.000	0.000	Merged-chr11-99132520-18
NR12272--MA0599.1.KLF5	chr11	116688047	116688056	-	0.000	0.000	Merged-chr11-116688042-60
NR59083--MA0741.1.KLF16	chr8	40634823	40634833	-	0.000	0.000	Merged-chr8-40634821-50
NR44410--MA0741.1.KLF16	chr4	137796391	137796401	+	0.000	0.000	Merged-chr4-137796309-15
NR30326--MA0039.3.KLF4	chr18	76892434	76892444	-	0.000	0.000	Merged-chr18-76892539-35
NR61765--MA0741.1.KLF16	chr9	13565843	13565853	-	0.000	0.000	Merged-chr9-13565719-20
NR55738--MA1107.1.KLF9	chr7	58759356	58759368	+	0.000	0.000	Merged-chr7-58759463-23
NR29791--MA0039.3.KLF4	chr18	62125526	62125536	+	0.000	0.000	Merged-chr18-62125570-18
NR13264--MA0741.1.KLF16	chr12	52383032	52383042	+	0.000	0.000	Merged-chr12-52383146-23
NR15335--MA0657.1.KLF13	chr13	3642176	3642193	+	0.000	0.000	Merged-chr13-3642271-16
NR44398--MA0039.3.KLF4	chr4	137714170	137714180	-	0.000	0.000	Merged-chr4-137714339-14
NR62633--MA1107.1.KLF9	chr9	50512102	50512114	-	0.000	0.000	Merged-chr9-50512107-7
NR39365--MA0740.1.KLF14	chr3	101933738	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR54460--MA1107.1.KLF9	chr7	16980382	16980394	+	0.000	0.000	Merged-chr7-16980470-23
NR11450--MA0742.1.Klf12	chr11	102074472	102074486	+	0.000	0.000	Merged-chr11-102074455-23
NR37660--MA1107.1.KLF9	chr2	181081016	181081028	-	0.000	0.000	Merged-chr2-181081085-14
NR23934--MA0599.1.KLF5	chr16	18733719	18733728	-	0.000	0.000	Merged-chr16-18733506-32
NR33059--MA1107.1.KLF9	chr2	27289286	27289298	+	0.000	0.000	Merged-chr2-27289230-26
NR62200--MA0599.1.KLF5	chr9	32395066	32395075	-	0.000	0.000	Merged-chr9-32394945-22
NR17326--MA0039.3.KLF4	chr13	99781070	99781080	+	0.000	0.000	Merged-chr13-99781144-21
NR12576--MA0493.1.Klf1	chr11	120581252	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR66522--MA0039.3.KLF4	chrX	113181119	113181129	-	0.000	0.000	Merged-chrX-113181070-1
NR30274--MA0599.1.KLF5	chr18	75322373	75322382	+	0.000	0.000	Merged-chr18-75322404-42
NR52840--MA1107.1.KLF9	chr6	125678723	125678735	-	0.000	0.000	Merged-chr6-125678786-19
NR19775--MA0740.1.KLF14	chr14	76700944	76700957	-	0.000	0.000	Merged-chr14-76701003-15
NR30040--MA1107.1.KLF9	chr18	68195223	68195235	-	0.000	0.000	Merged-chr18-68195286-23
NR53736--MA0742.1.Klf12	chr6	144329597	144329611	+	0.000	0.000	Merged-chr6-144329601-7
NR36209--MA0599.1.KLF5	chr2	152904422	152904431	-	0.000	0.000	Merged-chr2-152904288-57
NR16131--MA0741.1.KLF16	chr13	51388097	51388107	-	0.000	0.000	Merged-chr13-51388076-1
NR14722--MA0741.1.KLF16	chr12	109446236	109446246	-	0.000	0.000	Merged-chr12-109446341-43
NR38603--MA0493.1.Klf1	chr3	81835918	81835928	-	0.000	0.000	Merged-chr3-81835793-30
NR1957--MA1107.1.KLF9	chr1	131006362	131006374	+	0.000	0.000	Merged-chr1-131006286-18
NR57703--MA1107.1.KLF9	chr7	130826935	130826947	+	0.000	0.000	Merged-chr7-130826804-1
NR63388--MA0493.1.Klf1	chr9	69467509	69467519	+	0.000	0.000	Merged-chr9-69467550-22
NR19753--MA0493.1.Klf1	chr14	76177400	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR13277--MA0741.1.KLF16	chr12	52818793	52818803	-	0.000	0.000	Merged-chr12-52818712-31
NR52060--MA0741.1.KLF16	chr6	98609322	98609332	+	0.000	0.000	Merged-chr6-98609321-36
NR36419--MA0741.1.KLF16	chr2	156475808	156475818	+	0.000	0.000	Merged-chr2-156475708-39
NR56507--MA0599.1.KLF5	chr7	98797415	98797424	-	0.000	0.000	Merged-chr7-98797577-28
NR37451--MA0599.1.KLF5	chr2	174556036	174556045	-	0.000	0.000	Merged-chr2-174555978-36
NR55254--MA0742.1.Klf12	chr7	37490864	37490878	+	0.000	0.000	Merged-chr7-37490614-68
NR710--MA0741.1.KLF16	chr1	55473851	55473861	-	0.000	0.000	Merged-chr1-55473879-7
NR66697--MA0657.1.KLF13	chrX	142384518	142384535	+	0.000	0.000	Merged-chrX-142384466-2
NR12280--MA1107.1.KLF9	chr11	116688051	116688063	-	0.000	0.000	Merged-chr11-116688042-60
NR13214--MA0493.1.Klf1	chr12	41566407	41566417	+	0.000	0.000	Merged-chr12-41566300-31
NR13497--MA0740.1.KLF14	chr12	69853616	69853629	+	0.000	0.000	Merged-chr12-69853558-20
NR44409--MA0599.1.KLF5	chr4	137796391	137796400	+	0.000	0.000	Merged-chr4-137796309-15
NR20602--MA0741.1.KLF16	chr14	123001573	123001583	+	0.000	0.000	Merged-chr14-123001594-21
NR40966--MA1107.1.KLF9	chr3	148799639	148799651	+	0.000	0.000	Merged-chr3-148799603-2
NR47209--MA0740.1.KLF14	chr5	92128734	92128747	+	0.000	0.000	Merged-chr5-92128744-12
NR52612--MA1107.1.KLF9	chr6	119749281	119749293	+	0.000	0.000	Merged-chr6-119749325-22
NR53487--MA1107.1.KLF9	chr6	140478175	140478187	-	0.000	0.000	Merged-chr6-140478320-4
NR63191--MA0493.1.Klf1	chr9	65003981	65003991	+	0.000	0.000	Merged-chr9-65004115-12
NR18121--MA1107.1.KLF9	chr13	117707682	117707694	-	0.000	0.000	Merged-chr13-117707656-2
NR1899--MA0741.1.KLF16	chr1	128618084	128618094	+	0.000	0.000	Merged-chr1-128617938-22
NR8387--MA0742.1.Klf12	chr11	4247199	4247213	-	0.000	0.000	Merged-chr11-4247226-50
NR23245--MA0741.1.KLF16	chr15	100914885	100914895	+	0.000	0.000	Merged-chr15-100915024-15
NR44370--MA0741.1.KLF16	chr4	137468638	137468648	-	0.000	0.000	Merged-chr4-137468629-23
NR62638--MA1107.1.KLF9	chr9	50512112	50512124	-	0.000	0.000	Merged-chr9-50512107-7
NR41263--MA0039.3.KLF4	chr3	154683891	154683901	-	0.000	0.000	Merged-chr3-154683777-15
NR58905--MA1107.1.KLF9	chr8	33508756	33508768	+	0.000	0.000	Merged-chr8-33508683-13
NR34401--MA0599.1.KLF5	chr2	79511997	79512006	-	0.000	0.000	Merged-chr2-79512092-19
NR46024--MA0493.1.Klf1	chr5	28269733	28269743	-	0.000	0.000	Merged-chr5-28269924-54
NR50141--MA0741.1.KLF16	chr5	148267067	148267077	-	0.000	0.000	Merged-chr5-148266957-7
NR1612--MA0039.3.KLF4	chr1	106373364	106373374	-	0.000	0.000	Merged-chr1-106373403-9
NR19374--MA0740.1.KLF14	chr14	62878862	62878875	+	0.000	0.000	Merged-chr14-62878901-5
NR45115--MA0740.1.KLF14	chr4	149896410	149896423	-	0.000	0.000	Merged-chr4-149896301-4
NR50683--MA1107.1.KLF9	chr6	30617377	30617389	-	0.000	0.000	Merged-chr6-30617295-15
NR2398--MA1107.1.KLF9	chr1	147407905	147407917	+	0.000	0.000	Merged-chr1-147408010-5
NR25577--MA0599.1.KLF5	chr17	3209727	3209736	+	0.000	0.000	Merged-chr17-3209784-17
NR36503--MA0742.1.Klf12	chr2	158179198	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR9777--MA0493.1.Klf1	chr11	66961665	66961675	+	0.000	0.000	Merged-chr11-66961666-9
NR32542--MA0039.3.KLF4	chr2	5003274	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR55126--MA0657.1.KLF13	chr7	30717488	30717505	+	0.000	0.000	Merged-chr7-30717543-30
NR61678--MA1107.1.KLF9	chr8	128552382	128552394	+	0.000	0.000	Merged-chr8-128552310-6
NR55207--MA0599.1.KLF5	chr7	35176843	35176852	+	0.000	0.000	Merged-chr7-35176982-35
NR34992--MA0599.1.KLF5	chr2	115636163	115636172	+	0.000	0.000	Merged-chr2-115636218-2
NR20445--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR56208--MA0740.1.KLF14	chr7	81933866	81933879	-	0.000	0.000	Merged-chr7-81934005-74
NR45302--MA0599.1.KLF5	chr4	152117721	152117730	-	0.000	0.000	Merged-chr4-152117699-6
NR47789--MA0039.3.KLF4	chr5	111039995	111040005	+	0.000	0.000	Merged-chr5-111039945-24
NR21629--MA0493.1.Klf1	chr15	74538494	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR13161--MA0599.1.KLF5	chr12	35770599	35770608	+	0.000	0.000	Merged-chr12-35770526-40
NR16753--MA0599.1.KLF5	chr13	74260419	74260428	+	0.000	0.000	Merged-chr13-74260220-67
NR18108--MA1107.1.KLF9	chr13	117390192	117390204	-	0.000	0.000	Merged-chr13-117390259-3
NR13568--MA0493.1.Klf1	chr12	71577482	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR54513--MA0741.1.KLF16	chr7	18925382	18925392	-	0.000	0.000	Merged-chr7-18925390-20
NR62899--MA0599.1.KLF5	chr9	58266829	58266838	-	0.000	0.000	Merged-chr9-58266728-3
NR5360--MA0599.1.KLF5	chr10	60225389	60225398	-	0.000	0.000	Merged-chr10-60225461-7
NR50677--MA0741.1.KLF16	chr6	30617391	30617401	+	0.000	0.000	Merged-chr6-30617295-15
NR32539--MA0657.1.KLF13	chr2	5003271	5003288	+	0.000	0.000	Merged-chr2-5003396-19
NR7489--MA0039.3.KLF4	chr10	117651085	117651095	-	0.000	0.000	Merged-chr10-117651194-26
NR3834--MA0599.1.KLF5	chr1	183180653	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR48360--MA1107.1.KLF9	chr5	118817871	118817883	-	0.000	0.000	Merged-chr5-118817732-16
NR36236--MA0741.1.KLF16	chr2	153325878	153325888	-	0.000	0.000	Merged-chr2-153325949-22
NR64179--MA0599.1.KLF5	chr9	98616512	98616521	+	0.000	0.000	Merged-chr9-98616546-17
NR46843--MA1107.1.KLF9	chr5	72269986	72269998	+	0.000	0.000	Merged-chr5-72269840-12
NR53018--MA0493.1.Klf1	chr6	129049281	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR18126--MA1107.1.KLF9	chr13	117707692	117707704	-	0.000	0.000	Merged-chr13-117707656-2
NR511--MA0493.1.Klf1	chr1	40228153	40228163	-	0.000	0.000	Merged-chr1-40228252-23
NR38407--MA0740.1.KLF14	chr3	62338938	62338951	-	0.000	0.000	Merged-chr3-62339060-22
NR57651--MA0599.1.KLF5	chr7	129647990	129647999	-	0.000	0.000	Merged-chr7-129648020-1
NR11849--MA1107.1.KLF9	chr11	109347872	109347884	-	0.000	0.000	Merged-chr11-109347836-28
NR60993--MA0741.1.KLF16	chr8	119569910	119569920	-	0.000	0.000	Merged-chr8-119570093-35
NR24389--MA0599.1.KLF5	chr16	37385055	37385064	-	0.000	0.000	Merged-chr16-37384954-25
NR33692--MA0599.1.KLF5	chr2	38824104	38824113	-	0.000	0.000	Merged-chr2-38824189-28
NR36688--MA0493.1.Klf1	chr2	163603906	163603916	+	0.000	0.000	Merged-chr2-163604093-28
NR27630--MA0039.3.KLF4	chr17	56425191	56425201	-	0.000	0.000	Merged-chr17-56425045-2
NR56554--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR25437--MA0039.3.KLF4	chr16	95434627	95434637	+	0.000	0.000	Merged-chr16-95434709-3
NR58962--MA0741.1.KLF16	chr8	34397998	34398008	+	0.000	0.000	Merged-chr8-34397971-66
NR28744--MA0599.1.KLF5	chr17	88316543	88316552	-	0.000	0.000	Merged-chr17-88316434-22
NR3001--MA0741.1.KLF16	chr1	164503620	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR41743--MA1107.1.KLF9	chr4	35130607	35130619	+	0.000	0.000	Merged-chr4-35130648-17
NR19733--MA0740.1.KLF14	chr14	75820045	75820058	-	0.000	0.000	Merged-chr14-75819905-19
NR29909--MA1107.1.KLF9	chr18	65924894	65924906	-	0.000	0.000	Merged-chr18-65924997-33
NR53152--MA0742.1.Klf12	chr6	134020919	134020933	-	0.000	0.000	Merged-chr6-134020995-11
NR32454--MA0493.1.Klf1	chr19	60140082	60140092	-	0.000	0.000	Merged-chr19-60140169-1
NR21034--MA0741.1.KLF16	chr15	36337067	36337077	+	0.000	0.000	Merged-chr15-36337000-24
NR66359--MA0599.1.KLF5	chrX	99136010	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR30036--MA0039.3.KLF4	chr18	68195223	68195233	-	0.000	0.000	Merged-chr18-68195286-23
NR24119--MA0039.3.KLF4	chr16	25485348	25485358	-	0.000	0.000	Merged-chr16-25485313-47
NR22731--MA0741.1.KLF16	chr15	94404404	94404414	+	0.000	0.000	Merged-chr15-94404282-43
NR50124--MA1107.1.KLF9	chr5	148266867	148266879	-	0.000	0.000	Merged-chr5-148266957-7
NR40998--MA1107.1.KLF9	chr3	149269787	149269799	+	0.000	0.000	Merged-chr3-149269581-5
NR14727--MA0741.1.KLF16	chr12	109446515	109446525	-	0.000	0.000	Merged-chr12-109446341-43
NR24035--MA0493.1.Klf1	chr16	23549180	23549190	+	0.000	0.000	Merged-chr16-23549215-2
NR4172--MA0599.1.KLF5	chr1	191097790	191097799	+	0.000	0.000	Merged-chr1-191097986-4
NR7844--MA0493.1.Klf1	chr10	121796244	121796254	+	0.000	0.000	Merged-chr10-121796258-28
NR13044--MA1107.1.KLF9	chr12	30557510	30557522	+	0.000	0.000	Merged-chr12-30557589-12
NR34728--MA0493.1.Klf1	chr2	101817084	101817094	+	0.000	0.000	Merged-chr2-101816960-10
NR66377--MA0599.1.KLF5	chrX	100777163	100777172	+	0.000	0.000	Merged-chrX-100777014-69
NR48365--MA1107.1.KLF9	chr5	119359917	119359929	-	0.000	0.000	Merged-chr5-119360019-16
NR38734--MA0740.1.KLF14	chr3	87385415	87385428	-	0.000	0.000	Merged-chr3-87385488-4
NR28855--MA1107.1.KLF9	chr18	5941449	5941461	+	0.000	0.000	Merged-chr18-5941516-3
NR21142--MA0599.1.KLF5	chr15	38710158	38710167	-	0.000	0.000	Merged-chr15-38710125-56
NR65728--MA0741.1.KLF16	chrX	11807627	11807637	-	0.000	0.000	Merged-chrX-11807540-17
NR8267--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR27163--MA0741.1.KLF16	chr17	37028702	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR14565--MA0741.1.KLF16	chr12	106614772	106614782	+	0.000	0.000	Merged-chr12-106614679-1
NR33361--MA0599.1.KLF5	chr2	31950222	31950231	-	0.000	0.000	Merged-chr2-31950269-16
NR31238--MA0039.3.KLF4	chr19	16956025	16956035	+	0.000	0.000	Merged-chr19-16955982-11
NR27229--MA0741.1.KLF16	chr17	42883984	42883994	-	0.000	0.000	Merged-chr17-42883914-20
NR35756--MA0741.1.KLF16	chr2	136713399	136713409	+	0.000	0.000	Merged-chr2-136713421-11
NR28850--MA0039.3.KLF4	chr18	5941451	5941461	+	0.000	0.000	Merged-chr18-5941516-3
NR56105--MA0599.1.KLF5	chr7	79759958	79759967	+	0.000	0.000	Merged-chr7-79759916-34
NR45428--MA0599.1.KLF5	chr4	155050224	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR46811--MA0742.1.Klf12	chr5	67831549	67831563	-	0.000	0.000	Merged-chr5-67831639-31
NR57658--MA0741.1.KLF16	chr7	129648009	129648019	-	0.000	0.000	Merged-chr7-129648020-1
NR3736--MA0599.1.KLF5	chr1	181352593	181352602	-	0.000	0.000	Merged-chr1-181352639-14
NR29366--MA0741.1.KLF16	chr18	39758261	39758271	+	0.000	0.000	Merged-chr18-39758407-11
NR29908--MA0741.1.KLF16	chr18	65924899	65924909	-	0.000	0.000	Merged-chr18-65924997-33
NR61380--MA0740.1.KLF14	chr8	124344227	124344240	+	0.000	0.000	Merged-chr8-124344156-18
NR40878--MA0493.1.Klf1	chr3	146063221	146063231	-	0.000	0.000	Merged-chr3-146063322-20
NR60163--MA0039.3.KLF4	chr8	85515497	85515507	-	0.000	0.000	Merged-chr8-85515665-21
NR51342--MA0742.1.Klf12	chr6	61270505	61270519	+	0.000	0.000	Merged-chr6-61270558-8
NR21235--MA1107.1.KLF9	chr15	53311254	53311266	+	0.000	0.000	Merged-chr15-53311126-22
NR59285--MA0599.1.KLF5	chr8	57402507	57402516	-	0.000	0.000	Merged-chr8-57402577-20
NR42663--MA0740.1.KLF14	chr4	89169049	89169062	-	0.000	0.000	Merged-chr4-89169046-30
NR6558--MA0599.1.KLF5	chr10	84440818	84440827	-	0.000	0.000	Merged-chr10-84440807-71
NR9143--MA0741.1.KLF16	chr11	49266336	49266346	+	0.000	0.000	Merged-chr11-49266442-28
NR8266--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR33360--MA1107.1.KLF9	chr2	31860938	31860950	-	0.000	0.000	Merged-chr2-31860876-1
NR5578--MA0741.1.KLF16	chr10	67194229	67194239	+	0.000	0.000	Merged-chr10-67194243-31
NR54073--MA0599.1.KLF5	chr7	3292995	3293004	+	0.000	0.000	Merged-chr7-3292987-7
NR32234--MA0039.3.KLF4	chr19	56682122	56682132	+	0.000	0.000	Merged-chr19-56681979-1
NR60809--MA0493.1.Klf1	chr8	114974874	114974884	-	0.000	0.000	Merged-chr8-114974743-26
NR28167--MA0742.1.Klf12	chr17	74865010	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR8844--MA1107.1.KLF9	chr11	26657814	26657826	+	0.000	0.000	Merged-chr11-26657743-22
NR26032--MA0599.1.KLF5	chr17	15831016	15831025	+	0.000	0.000	Merged-chr17-15830979-29
NR4475--MA0742.1.Klf12	chr10	5448584	5448598	-	0.000	0.000	Merged-chr10-5448562-35
NR24864--MA0599.1.KLF5	chr16	76283307	76283316	+	0.000	0.000	Merged-chr16-76283420-1
NR22358--MA0740.1.KLF14	chr15	84663175	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR66354--MA0740.1.KLF14	chrX	99135988	99136001	+	0.000	0.000	Merged-chrX-99136067-62
NR61239--MA0741.1.KLF16	chr8	122678202	122678212	+	0.000	0.000	Merged-chr8-122678075-1
NR53178--MA0742.1.Klf12	chr6	134348661	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR54072--MA0741.1.KLF16	chr7	3292944	3292954	+	0.000	0.000	Merged-chr7-3292987-7
NR20057--MA0599.1.KLF5	chr14	101510904	101510913	-	0.000	0.000	Merged-chr14-101510851-45
NR7096--MA0741.1.KLF16	chr10	105322136	105322146	-	0.000	0.000	Merged-chr10-105322037-2
NR55054--MA0741.1.KLF16	chr7	29783999	29784009	+	0.000	0.000	Merged-chr7-29784146-39
NR56001--MA1107.1.KLF9	chr7	74296314	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR61007--MA0039.3.KLF4	chr8	119678720	119678730	+	0.000	0.000	Merged-chr8-119678653-6
NR43826--MA0599.1.KLF5	chr4	130174812	130174821	-	0.000	0.000	Merged-chr4-130174811-14
NR65053--MA0039.3.KLF4	chr9	117107912	117107922	+	0.000	0.000	Merged-chr9-117107972-1
NR64859--MA1107.1.KLF9	chr9	114487496	114487508	+	0.000	0.000	Merged-chr9-114487695-30
NR57648--MA0657.1.KLF13	chr7	129648004	129648021	-	0.000	0.000	Merged-chr7-129648020-1
NR61496--MA0493.1.Klf1	chr8	126129474	126129484	-	0.000	0.000	Merged-chr8-126129401-4
NR5815--MA0741.1.KLF16	chr10	76961985	76961995	+	0.000	0.000	Merged-chr10-76962071-59
NR31728--MA0599.1.KLF5	chr19	40821549	40821558	+	0.000	0.000	Merged-chr19-40821418-1
NR22343--MA1107.1.KLF9	chr15	84372974	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR20392--MA0741.1.KLF16	chr14	118827933	118827943	-	0.000	0.000	Merged-chr14-118827968-19
NR5813--MA0599.1.KLF5	chr10	76961985	76961994	+	0.000	0.000	Merged-chr10-76962071-59
NR25005--MA0741.1.KLF16	chr16	87597828	87597838	+	0.000	0.000	Merged-chr16-87597793-27
NR28799--MA0742.1.Klf12	chr18	3933943	3933957	-	0.000	0.000	Merged-chr18-3933786-31
NR16224--MA0741.1.KLF16	chr13	52915433	52915443	-	0.000	0.000	Merged-chr13-52915528-4
NR28179--MA0039.3.KLF4	chr17	74869697	74869707	-	0.000	0.000	Merged-chr17-74869887-51
NR3516--MA0741.1.KLF16	chr1	177484840	177484850	-	0.000	0.000	Merged-chr1-177484692-10
NR12832--MA0740.1.KLF14	chr12	14152114	14152127	+	0.000	0.000	Merged-chr12-14152213-14
NR32589--MA0493.1.Klf1	chr2	9792596	9792606	-	0.000	0.000	Merged-chr2-9792573-15
NR50138--MA1107.1.KLF9	chr5	148266895	148266907	-	0.000	0.000	Merged-chr5-148266957-7
NR33921--MA0742.1.Klf12	chr2	60375316	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR44363--MA0742.1.Klf12	chr4	137468579	137468593	-	0.000	0.000	Merged-chr4-137468629-23
NR50348--MA0039.3.KLF4	chr5	150595501	150595511	-	0.000	0.000	Merged-chr5-150595349-1
NR74--MA0493.1.Klf1	chr1	12991839	12991849	+	0.000	0.000	Merged-chr1-12992026-57
NR46034--MA0741.1.KLF16	chr5	29195949	29195959	-	0.000	0.000	Merged-chr5-29195906-68
NR16463--MA0599.1.KLF5	chr13	60602132	60602141	-	0.000	0.000	Merged-chr13-60602062-34
NR44625--MA0741.1.KLF16	chr4	140833016	140833026	-	0.000	0.000	Merged-chr4-140833040-18
NR16105--MA0599.1.KLF5	chr13	49251367	49251376	+	0.000	0.000	Merged-chr13-49251247-4
NR2767--MA0740.1.KLF14	chr1	157020051	157020064	+	0.000	0.000	Merged-chr1-157020072-9
NR20854--MA0599.1.KLF5	chr15	25413775	25413784	+	0.000	0.000	Merged-chr15-25413790-40
NR20168--MA1107.1.KLF9	chr14	104466134	104466146	+	0.000	0.000	Merged-chr14-104466068-21
NR43500--MA0741.1.KLF16	chr4	123686655	123686665	+	0.000	0.000	Merged-chr4-123686542-1
NR1906--MA0599.1.KLF5	chr1	128713044	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR64783--MA1107.1.KLF9	chr9	112186616	112186628	+	0.000	0.000	Merged-chr9-112186441-37
NR29725--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR19367--MA0657.1.KLF13	chr14	61778878	61778895	-	0.000	0.000	Merged-chr14-61778850-45
NR58967--MA0741.1.KLF16	chr8	34398003	34398013	+	0.000	0.000	Merged-chr8-34397971-66
NR2547--MA1107.1.KLF9	chr1	152733291	152733303	+	0.000	0.000	Merged-chr1-152733286-16
NR55727--MA0742.1.Klf12	chr7	58758632	58758646	+	0.000	0.000	Merged-chr7-58758564-8
NR30034--MA0742.1.Klf12	chr18	68195221	68195235	-	0.000	0.000	Merged-chr18-68195286-23
NR46652--MA0493.1.Klf1	chr5	64580269	64580279	-	0.000	0.000	Merged-chr5-64580190-8
NR46787--MA0599.1.KLF5	chr5	67155801	67155810	+	0.000	0.000	Merged-chr5-67155759-12
NR5924--MA1107.1.KLF9	chr10	78115182	78115194	-	0.000	0.000	Merged-chr10-78115092-14
NR66964--MA0599.1.KLF5	chrX	166185377	166185386	+	0.000	0.000	Merged-chrX-166185579-37
NR21626--MA0740.1.KLF14	chr15	74538491	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR24869--MA0599.1.KLF5	chr16	76283386	76283395	-	0.000	0.000	Merged-chr16-76283420-1
NR57656--MA0493.1.Klf1	chr7	129648010	129648020	-	0.000	0.000	Merged-chr7-129648020-1
NR60989--MA0599.1.KLF5	chr8	119569906	119569915	-	0.000	0.000	Merged-chr8-119570093-35
NR52642--MA0741.1.KLF16	chr6	120493581	120493591	+	0.000	0.000	Merged-chr6-120493779-1
NR48191--MA1107.1.KLF9	chr5	115711896	115711908	-	0.000	0.000	Merged-chr5-115712054-77
NR45687--MA1107.1.KLF9	chr5	14743291	14743303	-	0.000	0.000	Merged-chr5-14743382-1
NR52708--MA0741.1.KLF16	chr6	122491821	122491831	+	0.000	0.000	Merged-chr6-122491726-37
NR44365--MA0493.1.Klf1	chr4	137468583	137468593	-	0.000	0.000	Merged-chr4-137468629-23
NR55033--MA0493.1.Klf1	chr7	29251409	29251419	-	0.000	0.000	Merged-chr7-29251339-19
NR63126--MA0599.1.KLF5	chr9	63698587	63698596	-	0.000	0.000	Merged-chr9-63698652-22
NR21389--MA0599.1.KLF5	chr15	59805063	59805072	-	0.000	0.000	Merged-chr15-59805045-21
NR40906--MA0599.1.KLF5	chr3	146308448	146308457	+	0.000	0.000	Merged-chr3-146308303-21
NR66461--MA0741.1.KLF16	chrX	104670077	104670087	-	0.000	0.000	Merged-chrX-104669930-6
NR32489--MA0742.1.Klf12	chr2	3118328	3118342	-	0.000	0.000	Merged-chr2-3118423-48
NR64781--MA0741.1.KLF16	chr9	112186617	112186627	+	0.000	0.000	Merged-chr9-112186441-37
NR14721--MA1107.1.KLF9	chr12	109445243	109445255	+	0.000	0.000	Merged-chr12-109445419-17
NR26601--MA0599.1.KLF5	chr17	29155909	29155918	-	0.000	0.000	Merged-chr17-29155963-15
NR19373--MA0039.3.KLF4	chr14	62878824	62878834	-	0.000	0.000	Merged-chr14-62878901-5
NR49918--MA0599.1.KLF5	chr5	144295025	144295034	-	0.000	0.000	Merged-chr5-144295152-24
NR51334--MA0742.1.Klf12	chr6	61270465	61270479	+	0.000	0.000	Merged-chr6-61270558-8
NR8760--MA0493.1.Klf1	chr11	22001792	22001802	+	0.000	0.000	Merged-chr11-22001855-28
NR36501--MA0493.1.Klf1	chr2	158160215	158160225	+	0.000	0.000	Merged-chr2-158160127-37
NR4217--MA0657.1.KLF13	chr1	191662419	191662436	+	0.000	0.000	Merged-chr1-191662407-14
