#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed
NR37850--MA0599.1.KLF5	chr2	168741430	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR52494--MA0740.1.KLF14	chr6	66973326	66973339	+	0.000	0.000	Merged-chr6-66973310-7
NR17179--MA0039.3.KLF4	chr13	83715322	83715332	+	0.000	0.000	Merged-chr13-83715230-50
NR57359--MA0740.1.KLF14	chr7	81454606	81454619	+	0.000	0.000	Merged-chr7-81454544-19
NR65766--MA0599.1.KLF5	chr9	104373476	104373485	-	0.000	0.000	Merged-chr9-104373447-21
NR29759--MA0742.1.Klf12	chr18	54822920	54822934	+	0.000	0.000	Merged-chr18-54822886-30
NR32750--MA0599.1.KLF5	chr19	57882083	57882092	+	0.000	0.000	Merged-chr19-57882261-17
NR18936--MA0039.3.KLF4	chr14	31556324	31556334	-	0.000	0.000	Merged-chr14-31556211-33
NR41779--MA1107.1.KLF9	chr3	148799603	148799615	+	0.000	0.000	Merged-chr3-148799603-2
NR48933--MA0039.3.KLF4	chr5	105798810	105798820	-	0.000	0.000	Merged-chr5-105798670-49
NR33995--MA0740.1.KLF14	chr2	36091472	36091485	+	0.000	0.000	Merged-chr2-36091401-36
NR64448--MA0599.1.KLF5	chr9	61779366	61779375	+	0.000	0.000	Merged-chr9-61779248-32
NR51805--MA1107.1.KLF9	chr6	34869194	34869206	+	0.000	0.000	Merged-chr6-34869136-1
NR41797--MA1107.1.KLF9	chr3	149097710	149097722	+	0.000	0.000	Merged-chr3-149097847-1
NR24866--MA0740.1.KLF14	chr16	72663656	72663669	-	0.000	0.000	Merged-chr16-72663616-18
NR32420--MA0742.1.Klf12	chr19	46983950	46983964	+	0.000	0.000	Merged-chr19-46983880-15
NR2448--MA1107.1.KLF9	chr1	138134537	138134549	+	0.000	0.000	Merged-chr1-138134522-12
NR47311--MA1107.1.KLF9	chr5	32768179	32768191	+	0.000	0.000	Merged-chr5-32768073-31
NR7719--MA0740.1.KLF14	chr10	111102953	111102966	+	0.000	0.000	Merged-chr10-111102896-60
NR34020--MA1107.1.KLF9	chr2	37765369	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR2015--MA0599.1.KLF5	chr1	125390252	125390261	-	0.000	0.000	Merged-chr1-125390190-80
NR60406--MA0493.1.Klf1	chr8	31176266	31176276	+	0.000	0.000	Merged-chr8-31176190-29
NR66181--MA0741.1.KLF16	chr9	111439056	111439066	-	0.000	0.000	Merged-chr9-111439119-15
NR26815--MA0741.1.KLF16	chr17	31073416	31073426	-	0.000	0.000	Merged-chr17-31073520-38
NR29761--MA0039.3.KLF4	chr18	54822922	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR355--MA0493.1.Klf1	chr1	36919866	36919876	+	0.000	0.000	Merged-chr1-36919930-2
NR54551--MA1107.1.KLF9	chr6	140443513	140443525	+	0.000	0.000	Merged-chr6-140443586-32
NR32424--MA0741.1.KLF16	chr19	46983951	46983961	+	0.000	0.000	Merged-chr19-46983880-15
NR39336--MA0493.1.Klf1	chr3	79451644	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR30125--MA0741.1.KLF16	chr18	65322464	65322474	-	0.000	0.000	Merged-chr18-65322333-46
NR13959--MA0741.1.KLF16	chr12	73746281	73746291	-	0.000	0.000	Merged-chr12-73746193-23
NR63814--MA1107.1.KLF9	chr9	37236230	37236242	-	0.000	0.000	Merged-chr9-37236124-32
NR12238--MA0599.1.KLF5	chr11	108039261	108039270	-	0.000	0.000	Merged-chr11-108039286-20
NR43431--MA1107.1.KLF9	chr4	63486715	63486727	+	0.000	0.000	Merged-chr4-63486767-20
NR18673--MA1107.1.KLF9	chr14	19042614	19042626	-	0.000	0.000	Merged-chr14-19042517-33
NR17468--MA0599.1.KLF5	chr13	95765258	95765267	-	0.000	0.000	Merged-chr13-95765232-46
NR48661--MA1107.1.KLF9	chr5	97090259	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR18446--MA0599.1.KLF5	chr13	119601397	119601406	+	0.000	0.000	Merged-chr13-119601425-12
NR60572--MA0493.1.Klf1	chr8	45410379	45410389	-	0.000	0.000	Merged-chr8-45410262-39
NR51935--MA0039.3.KLF4	chr6	41177313	41177323	-	0.000	0.000	Merged-chr6-41177322-23
NR62872--MA1107.1.KLF9	chr8	122769450	122769462	-	0.000	0.000	Merged-chr8-122769435-21
NR5415--MA0599.1.KLF5	chr10	41690295	41690304	-	0.000	0.000	Merged-chr10-41690253-38
NR56279--MA1107.1.KLF9	chr7	35056703	35056715	-	0.000	0.000	Merged-chr7-35056859-1
NR24867--MA0657.1.KLF13	chr16	72663653	72663670	-	0.000	0.000	Merged-chr16-72663616-18
NR64171--MA0599.1.KLF5	chr9	51278693	51278702	-	0.000	0.000	Merged-chr9-51278658-19
NR43582--MA0742.1.Klf12	chr4	84040030	84040044	-	0.000	0.000	Merged-chr4-84040175-1
NR18558--MA0599.1.KLF5	chr14	7929187	7929196	-	0.000	0.000	Merged-chr14-7929252-11
NR13901--MA0599.1.KLF5	chr12	71577500	71577509	-	0.000	0.000	Merged-chr12-71577475-38
NR57934--MA0741.1.KLF16	chr7	102347589	102347599	+	0.000	0.000	Merged-chr7-102347477-20
NR2723--MA0599.1.KLF5	chr1	152042568	152042577	+	0.000	0.000	Merged-chr1-152042522-12
NR35170--MA0599.1.KLF5	chr2	91078637	91078646	-	0.000	0.000	Merged-chr2-91078502-21
NR10638--MA0740.1.KLF14	chr11	74443987	74444000	+	0.000	0.000	Merged-chr11-74444076-12
NR21092--MA0039.3.KLF4	chr15	8589753	8589763	+	0.000	0.000	Merged-chr15-8589819-27
NR63926--MA0039.3.KLF4	chr9	43284492	43284502	+	0.000	0.000	Merged-chr9-43284470-20
NR7710--MA1107.1.KLF9	chr10	110952122	110952134	+	0.000	0.000	Merged-chr10-110952029-21
NR66205--MA0741.1.KLF16	chr9	112175470	112175480	-	0.000	0.000	Merged-chr9-112175419-1
NR7183--MA0599.1.KLF5	chr10	91029210	91029219	-	0.000	0.000	Merged-chr10-91029194-21
NR13904--MA0741.1.KLF16	chr12	71577499	71577509	-	0.000	0.000	Merged-chr12-71577475-38
NR43586--MA0741.1.KLF16	chr4	84040031	84040041	-	0.000	0.000	Merged-chr4-84040175-1
NR38641--MA0741.1.KLF16	chr3	28236856	28236866	+	0.000	0.000	Merged-chr3-28236857-20
NR58290--MA0599.1.KLF5	chr7	113419648	113419657	+	0.000	0.000	Merged-chr7-113419557-35
NR54010--MA1107.1.KLF9	chr6	125468294	125468306	+	0.000	0.000	Merged-chr6-125468241-50
NR63734--MA1107.1.KLF9	chr9	32672276	32672288	-	0.000	0.000	Merged-chr9-32672440-49
NR56097--MA0599.1.KLF5	chr7	29307863	29307872	+	0.000	0.000	Merged-chr7-29307894-31
NR38413--MA0599.1.KLF5	chr3	8717393	8717402	+	0.000	0.000	Merged-chr3-8717539-26
NR54124--MA0740.1.KLF14	chr6	128334910	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR68366--MA0657.1.KLF13	chrY	90799064	90799081	-	0.000	0.000	Merged-chrY-90799205-23
NR65798--MA0493.1.Klf1	chr9	105078826	105078836	-	0.000	0.000	Merged-chr9-105078921-24
NR51847--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR15260--MA0741.1.KLF16	chr12	112629100	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR51669--MA0741.1.KLF16	chr6	28878194	28878204	-	0.000	0.000	Merged-chr6-28878211-33
NR57437--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR159--MA0493.1.Klf1	chr1	21052392	21052402	-	0.000	0.000	Merged-chr1-21052360-12
NR7622--MA0599.1.KLF5	chr10	107946757	107946766	+	0.000	0.000	Merged-chr10-107946593-22
NR56707--MA0740.1.KLF14	chr7	48137406	48137419	+	0.000	0.000	Merged-chr7-48137318-1
NR9189--MA0740.1.KLF14	chr11	23124543	23124556	+	0.000	0.000	Merged-chr11-23124595-33
NR40090--MA0039.3.KLF4	chr3	101066374	101066384	-	0.000	0.000	Merged-chr3-101066330-34
NR24264--MA1107.1.KLF9	chr16	33745251	33745263	-	0.000	0.000	Merged-chr16-33745427-22
NR28923--MA0039.3.KLF4	chr17	88668532	88668542	+	0.000	0.000	Merged-chr17-88668603-31
NR51635--MA0741.1.KLF16	chr6	24515099	24515109	+	0.000	0.000	Merged-chr6-24515075-25
NR11422--MA0599.1.KLF5	chr11	94160906	94160915	-	0.000	0.000	Merged-chr11-94160657-19
NR17387--MA1107.1.KLF9	chr13	92722554	92722566	-	0.000	0.000	Merged-chr13-92722597-29
NR29267--MA0599.1.KLF5	chr18	25591058	25591067	+	0.000	0.000	Merged-chr18-25591016-9
NR13130--MA0039.3.KLF4	chr12	8859007	8859017	-	0.000	0.000	Merged-chr12-8859142-27
NR30282--MA0741.1.KLF16	chr18	68195224	68195234	-	0.000	0.000	Merged-chr18-68195286-23
NR21205--MA1107.1.KLF9	chr15	25216703	25216715	+	0.000	0.000	Merged-chr15-25216736-38
NR21838--MA0741.1.KLF16	chr15	66286836	66286846	-	0.000	0.000	Merged-chr15-66286791-54
NR39244--MA0742.1.Klf12	chr3	69156738	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR67100--MA0741.1.KLF16	chrX	12153505	12153515	+	0.000	0.000	Merged-chrX-12153627-30
NR15673--MA1107.1.KLF9	chr13	13492080	13492092	+	0.000	0.000	Merged-chr13-13492146-24
NR44818--MA0741.1.KLF16	chr4	128713451	128713461	-	0.000	0.000	Merged-chr4-128713412-15
NR63992--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR62318--MA1107.1.KLF9	chr8	110929494	110929506	-	0.000	0.000	Merged-chr8-110929357-31
NR11326--MA0741.1.KLF16	chr11	88595870	88595880	+	0.000	0.000	Merged-chr11-88595910-28
NR60404--MA0742.1.Klf12	chr8	31176266	31176280	+	0.000	0.000	Merged-chr8-31176190-29
NR61964--MA0741.1.KLF16	chr8	95833245	95833255	+	0.000	0.000	Merged-chr8-95833320-2
NR65033--MA0493.1.Klf1	chr9	77456724	77456734	+	0.000	0.000	Merged-chr9-77456588-28
NR13440--MA0657.1.KLF13	chr12	33220652	33220669	+	0.000	0.000	Merged-chr12-33220672-27
NR43584--MA0039.3.KLF4	chr4	84040032	84040042	-	0.000	0.000	Merged-chr4-84040175-1
NR38655--MA0742.1.Klf12	chr3	28705851	28705865	+	0.000	0.000	Merged-chr3-28705787-10
NR53100--MA0740.1.KLF14	chr6	91698957	91698970	+	0.000	0.000	Merged-chr6-91699017-27
NR17726--MA0741.1.KLF16	chr13	101569400	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR53634--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR57084--MA0493.1.Klf1	chr7	75397645	75397655	+	0.000	0.000	Merged-chr7-75397713-20
NR45667--MA0599.1.KLF5	chr4	138884435	138884444	-	0.000	0.000	Merged-chr4-138884426-16
NR7729--MA1107.1.KLF9	chr10	111223381	111223393	+	0.000	0.000	Merged-chr10-111223319-26
NR16147--MA0742.1.Klf12	chr13	41638188	41638202	-	0.000	0.000	Merged-chr13-41638264-26
NR25905--MA0741.1.KLF16	chr17	8525164	8525174	-	0.000	0.000	Merged-chr17-8525059-23
NR1910--MA0740.1.KLF14	chr1	119637160	119637173	+	0.000	0.000	Merged-chr1-119636990-21
NR2719--MA0741.1.KLF16	chr1	151698129	151698139	-	0.000	0.000	Merged-chr1-151698105-31
NR3993--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR4508--MA0741.1.KLF16	chr1	191662421	191662431	+	0.000	0.000	Merged-chr1-191662407-14
NR24155--MA0741.1.KLF16	chr16	29814104	29814114	+	0.000	0.000	Merged-chr16-29814134-35
NR61913--MA0039.3.KLF4	chr8	95154956	95154966	+	0.000	0.000	Merged-chr8-95154872-23
NR29760--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR30934--MA0742.1.Klf12	chr18	83993536	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR40664--MA0039.3.KLF4	chr3	121872952	121872962	+	0.000	0.000	Merged-chr3-121872910-8
NR58760--MA1107.1.KLF9	chr7	125034707	125034719	-	0.000	0.000	Merged-chr7-125034795-1
NR63732--MA0741.1.KLF16	chr9	32672277	32672287	-	0.000	0.000	Merged-chr9-32672440-49
NR33685--MA0493.1.Klf1	chr2	30469937	30469947	+	0.000	0.000	Merged-chr2-30470096-26
NR25493--MA0039.3.KLF4	chr16	94647864	94647874	-	0.000	0.000	Merged-chr16-94648012-22
NR1912--MA0599.1.KLF5	chr1	119637161	119637170	+	0.000	0.000	Merged-chr1-119636990-21
NR25690--MA0741.1.KLF16	chr17	5138645	5138655	-	0.000	0.000	Merged-chr17-5138884-51
NR13185--MA1107.1.KLF9	chr12	15900300	15900312	+	0.000	0.000	Merged-chr12-15900388-10
NR29298--MA1107.1.KLF9	chr18	32311869	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR5483--MA0493.1.Klf1	chr10	43706480	43706490	-	0.000	0.000	Merged-chr10-43706280-54
NR41173--MA0740.1.KLF14	chr3	133556859	133556872	-	0.000	0.000	Merged-chr3-133556901-17
NR12422--MA1107.1.KLF9	chr11	113537023	113537035	-	0.000	0.000	Merged-chr11-113536889-33
NR59623--MA0599.1.KLF5	chr7	141361520	141361529	-	0.000	0.000	Merged-chr7-141361701-19
NR43581--MA0740.1.KLF14	chr4	84040031	84040044	-	0.000	0.000	Merged-chr4-84040175-1
NR17727--MA0742.1.Klf12	chr13	101569566	101569580	+	0.000	0.000	Merged-chr13-101569413-14
NR7322--MA0741.1.KLF16	chr10	94087505	94087515	+	0.000	0.000	Merged-chr10-94087553-20
NR23681--MA1107.1.KLF9	chr16	11526649	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR56334--MA0039.3.KLF4	chr7	35774279	35774289	+	0.000	0.000	Merged-chr7-35774249-18
NR42877--MA0599.1.KLF5	chr4	44672760	44672769	+	0.000	0.000	Merged-chr4-44672853-18
NR40478--MA0599.1.KLF5	chr3	110141787	110141796	-	0.000	0.000	Merged-chr3-110141817-15
NR13839--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR10140--MA0741.1.KLF16	chr11	61231501	61231511	-	0.000	0.000	Merged-chr11-61231556-8
NR61972--MA1107.1.KLF9	chr8	95833261	95833273	+	0.000	0.000	Merged-chr8-95833320-2
NR8208--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR40017--MA0599.1.KLF5	chr3	98406763	98406772	+	0.000	0.000	Merged-chr3-98406778-20
NR13172--MA0742.1.Klf12	chr12	14152273	14152287	-	0.000	0.000	Merged-chr12-14152213-14
NR15156--MA0599.1.KLF5	chr12	110210400	110210409	-	0.000	0.000	Merged-chr12-110210281-21
NR2689--MA0599.1.KLF5	chr1	151125221	151125230	+	0.000	0.000	Merged-chr1-151125310-30
NR49266--MA0740.1.KLF14	chr5	113164890	113164903	+	0.000	0.000	Merged-chr5-113165071-16
NR61763--MA0599.1.KLF5	chr8	88604243	88604252	-	0.000	0.000	Merged-chr8-88604204-17
NR60408--MA1107.1.KLF9	chr8	31176266	31176278	+	0.000	0.000	Merged-chr8-31176190-29
NR19986--MA0742.1.Klf12	chr14	73377968	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR68367--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR60736--MA0742.1.Klf12	chr8	57503826	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR25055--MA0039.3.KLF4	chr16	78328217	78328227	-	0.000	0.000	Merged-chr16-78328138-10
NR4620--MA0740.1.KLF14	chr1	193146635	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR21722--MA0741.1.KLF16	chr15	59009609	59009619	-	0.000	0.000	Merged-chr15-59009632-21
NR18669--MA0742.1.Klf12	chr14	19042612	19042626	-	0.000	0.000	Merged-chr14-19042517-33
NR6028--MA0599.1.KLF5	chr10	69571685	69571694	-	0.000	0.000	Merged-chr10-69571391-44
NR37852--MA1107.1.KLF9	chr2	168741429	168741441	+	0.000	0.000	Merged-chr2-168741453-11
NR16236--MA1107.1.KLF9	chr13	44376113	44376125	-	0.000	0.000	Merged-chr13-44376077-22
NR39338--MA1107.1.KLF9	chr3	79451642	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR24071--MA0657.1.KLF13	chr16	24238376	24238393	-	0.000	0.000	Merged-chr16-24238458-30
NR52610--MA0741.1.KLF16	chr6	72391047	72391057	-	0.000	0.000	Merged-chr6-72391108-3
NR37723--MA0493.1.Klf1	chr2	167485913	167485923	-	0.000	0.000	Merged-chr2-167485904-9
NR61761--MA0742.1.Klf12	chr8	88604239	88604253	-	0.000	0.000	Merged-chr8-88604204-17
NR61553--MA0599.1.KLF5	chr8	84815765	84815774	-	0.000	0.000	Merged-chr8-84815761-25
NR64209--MA0741.1.KLF16	chr9	54691644	54691654	+	0.000	0.000	Merged-chr9-54691613-28
NR28922--MA0599.1.KLF5	chr17	88668542	88668551	+	0.000	0.000	Merged-chr17-88668603-31
NR60403--MA0740.1.KLF14	chr8	31176266	31176279	+	0.000	0.000	Merged-chr8-31176190-29
NR41385--MA0599.1.KLF5	chr3	138864389	138864398	+	0.000	0.000	Merged-chr3-138864342-22
NR37017--MA0742.1.Klf12	chr2	153325875	153325889	-	0.000	0.000	Merged-chr2-153325949-22
NR15258--MA0039.3.KLF4	chr12	112629099	112629109	-	0.000	0.000	Merged-chr12-112629266-49
NR67010--MA0741.1.KLF16	chrX	7880095	7880105	-	0.000	0.000	Merged-chrX-7879904-24
NR42555--MA0493.1.Klf1	chr4	33261507	33261517	-	0.000	0.000	Merged-chr4-33261624-24
NR61765--MA0741.1.KLF16	chr8	88604237	88604247	-	0.000	0.000	Merged-chr8-88604204-17
NR62867--MA0599.1.KLF5	chr8	122769458	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR63043--MA0493.1.Klf1	chr8	124898278	124898288	+	0.000	0.000	Merged-chr8-124898466-1
NR41483--MA0493.1.Klf1	chr3	143379403	143379413	+	0.000	0.000	Merged-chr3-143379316-24
NR53692--MA0039.3.KLF4	chr6	116682494	116682504	-	0.000	0.000	Merged-chr6-116682504-22
NR33330--MA0741.1.KLF16	chr2	25095349	25095359	+	0.000	0.000	Merged-chr2-25095278-14
NR63817--MA1107.1.KLF9	chr9	37236236	37236248	-	0.000	0.000	Merged-chr9-37236124-32
NR63145--MA0039.3.KLF4	chr8	126826469	126826479	-	0.000	0.000	Merged-chr8-126826357-7
NR35598--MA0599.1.KLF5	chr2	106194374	106194383	+	0.000	0.000	Merged-chr2-106194531-13
NR5632--MA0493.1.Klf1	chr10	58480174	58480184	-	0.000	0.000	Merged-chr10-58480234-23
NR48660--MA0493.1.Klf1	chr5	97090261	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR56734--MA1107.1.KLF9	chr7	49303818	49303830	-	0.000	0.000	Merged-chr7-49303959-15
NR67023--MA0741.1.KLF16	chrX	8892338	8892348	+	0.000	0.000	Merged-chrX-8892389-3
NR46153--MA1107.1.KLF9	chr4	148638545	148638557	+	0.000	0.000	Merged-chr4-148638535-16
NR43583--MA0599.1.KLF5	chr4	84040034	84040043	-	0.000	0.000	Merged-chr4-84040175-1
NR52602--MA0741.1.KLF16	chr6	72390999	72391009	+	0.000	0.000	Merged-chr6-72391108-3
NR962--MA0741.1.KLF16	chr1	69499061	69499071	-	0.000	0.000	Merged-chr1-69499196-51
NR23970--MA0599.1.KLF5	chr16	21204536	21204545	+	0.000	0.000	Merged-chr16-21204669-33
NR57936--MA1107.1.KLF9	chr7	102347588	102347600	+	0.000	0.000	Merged-chr7-102347477-20
NR47589--MA0599.1.KLF5	chr5	47983078	47983087	-	0.000	0.000	Merged-chr5-47983242-36
NR53697--MA0039.3.KLF4	chr6	116682511	116682521	-	0.000	0.000	Merged-chr6-116682504-22
NR32351--MA0599.1.KLF5	chr19	46148487	46148496	+	0.000	0.000	Merged-chr19-46148494-21
NR41631--MA0741.1.KLF16	chr3	146045212	146045222	-	0.000	0.000	Merged-chr3-146045142-29
NR32103--MA0740.1.KLF14	chr19	41323576	41323589	-	0.000	0.000	Merged-chr19-41323479-14
NR63328--MA0741.1.KLF16	chr9	11559557	11559567	-	0.000	0.000	Merged-chr9-11559688-28
NR40728--MA0741.1.KLF16	chr3	122474234	122474244	+	0.000	0.000	Merged-chr3-122474297-38
NR14308--MA1107.1.KLF9	chr12	84851595	84851607	+	0.000	0.000	Merged-chr12-84851532-12
NR34609--MA0741.1.KLF16	chr2	70425768	70425778	+	0.000	0.000	Merged-chr2-70425902-24
NR21203--MA1107.1.KLF9	chr15	25216699	25216711	+	0.000	0.000	Merged-chr15-25216736-38
NR5953--MA0741.1.KLF16	chr10	68137468	68137478	+	0.000	0.000	Merged-chr10-68137569-23
NR17455--MA0740.1.KLF14	chr13	95524215	95524228	+	0.000	0.000	Merged-chr13-95524264-2
NR54927--MA0741.1.KLF16	chr6	145469421	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR30936--MA1107.1.KLF9	chr18	83993538	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR46663--MA0740.1.KLF14	chr5	4912181	4912194	-	0.000	0.000	Merged-chr5-4912133-29
NR7709--MA1107.1.KLF9	chr10	110952120	110952132	+	0.000	0.000	Merged-chr10-110952029-21
NR54246--MA1107.1.KLF9	chr6	131360884	131360896	-	0.000	0.000	Merged-chr6-131360914-18
NR65035--MA1107.1.KLF9	chr9	77456718	77456730	+	0.000	0.000	Merged-chr9-77456588-28
NR29767--MA0741.1.KLF16	chr18	54992554	54992564	-	0.000	0.000	Merged-chr18-54992765-44
NR57082--MA0493.1.Klf1	chr7	75397629	75397639	+	0.000	0.000	Merged-chr7-75397713-20
NR19985--MA0740.1.KLF14	chr14	73377969	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR35600--MA0741.1.KLF16	chr2	106194368	106194378	+	0.000	0.000	Merged-chr2-106194531-13
NR10639--MA0741.1.KLF16	chr11	74443988	74443998	+	0.000	0.000	Merged-chr11-74444076-12
NR54126--MA0493.1.Klf1	chr6	128334913	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR49099--MA0741.1.KLF16	chr5	110343024	110343034	-	0.000	0.000	Merged-chr5-110342964-29
NR45041--MA0740.1.KLF14	chr4	131696142	131696155	-	0.000	0.000	Merged-chr4-131696229-22
NR29742--MA0742.1.Klf12	chr18	53801706	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR37913--MA0599.1.KLF5	chr2	170055614	170055623	-	0.000	0.000	Merged-chr2-170055593-21
NR59825--MA0657.1.KLF13	chr8	3205091	3205108	-	0.000	0.000	Merged-chr8-3205181-19
NR52607--MA0741.1.KLF16	chr6	72391044	72391054	-	0.000	0.000	Merged-chr6-72391108-3
NR42302--MA0740.1.KLF14	chr4	6688856	6688869	-	0.000	0.000	Merged-chr4-6688814-19
NR46151--MA0741.1.KLF16	chr4	148638546	148638556	+	0.000	0.000	Merged-chr4-148638535-16
NR36813--MA1107.1.KLF9	chr2	148021933	148021945	+	0.000	0.000	Merged-chr2-148022020-1
NR5954--MA0742.1.Klf12	chr10	68137563	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR47155--MA0493.1.Klf1	chr5	26689974	26689984	-	0.000	0.000	Merged-chr5-26690153-1
NR15676--MA1107.1.KLF9	chr13	13492086	13492098	+	0.000	0.000	Merged-chr13-13492146-24
NR38638--MA0740.1.KLF14	chr3	28236852	28236865	+	0.000	0.000	Merged-chr3-28236857-20
NR66180--MA0599.1.KLF5	chr9	111439062	111439071	-	0.000	0.000	Merged-chr9-111439119-15
NR60741--MA1107.1.KLF9	chr8	57503828	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR11321--MA1107.1.KLF9	chr11	88595766	88595778	+	0.000	0.000	Merged-chr11-88595910-28
NR67434--MA0039.3.KLF4	chrX	57189588	57189598	-	0.000	0.000	Merged-chrX-57189507-26
NR5480--MA0740.1.KLF14	chr10	43706477	43706490	-	0.000	0.000	Merged-chr10-43706280-54
NR61760--MA0740.1.KLF14	chr8	88604240	88604253	-	0.000	0.000	Merged-chr8-88604204-17
NR7320--MA0741.1.KLF16	chr10	94087495	94087505	+	0.000	0.000	Merged-chr10-94087553-20
NR52528--MA1107.1.KLF9	chr6	70103426	70103438	+	0.000	0.000	Merged-chr6-70103466-27
NR33687--MA1107.1.KLF9	chr2	30469937	30469949	+	0.000	0.000	Merged-chr2-30470096-26
NR62870--MA0741.1.KLF16	chr8	122769455	122769465	-	0.000	0.000	Merged-chr8-122769435-21
NR61967--MA0741.1.KLF16	chr8	95833248	95833258	+	0.000	0.000	Merged-chr8-95833320-2
NR28879--MA0599.1.KLF5	chr17	88509221	88509230	+	0.000	0.000	Merged-chr17-88509228-29
NR9192--MA0599.1.KLF5	chr11	23124560	23124569	+	0.000	0.000	Merged-chr11-23124595-33
NR39313--MA1107.1.KLF9	chr3	79127839	79127851	-	0.000	0.000	Merged-chr3-79127993-19
NR46414--MA1107.1.KLF9	chr4	152247311	152247323	-	0.000	0.000	Merged-chr4-152247398-23
NR41775--MA1107.1.KLF9	chr3	148799595	148799607	+	0.000	0.000	Merged-chr3-148799603-2
NR62282--MA0599.1.KLF5	chr8	110079671	110079680	-	0.000	0.000	Merged-chr8-110079856-46
NR10142--MA1107.1.KLF9	chr11	61231674	61231686	+	0.000	0.000	Merged-chr11-61231556-8
NR25908--MA0741.1.KLF16	chr17	8525167	8525177	-	0.000	0.000	Merged-chr17-8525059-23
NR37138--MA1107.1.KLF9	chr2	155775833	155775845	-	0.000	0.000	Merged-chr2-155775687-14
NR5952--MA0599.1.KLF5	chr10	68137468	68137477	+	0.000	0.000	Merged-chr10-68137569-23
NR42526--MA0599.1.KLF5	chr4	32560430	32560439	+	0.000	0.000	Merged-chr4-32560610-21
NR46867--MA0493.1.Klf1	chr5	20792238	20792248	-	0.000	0.000	Merged-chr5-20792282-29
NR61053--MA0493.1.Klf1	chr8	70619089	70619099	+	0.000	0.000	Merged-chr8-70619084-21
NR54322--MA0741.1.KLF16	chr6	134425245	134425255	+	0.000	0.000	Merged-chr6-134425334-10
NR29297--MA0493.1.Klf1	chr18	32311871	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR57361--MA0599.1.KLF5	chr7	81454607	81454616	+	0.000	0.000	Merged-chr7-81454544-19
NR15257--MA0599.1.KLF5	chr12	112629101	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR50806--MA0493.1.Klf1	chr5	140944722	140944732	-	0.000	0.000	Merged-chr5-140944857-24
NR53014--MA0742.1.Klf12	chr6	88893775	88893789	-	0.000	0.000	Merged-chr6-88893669-6
NR61541--MA0742.1.Klf12	chr8	84686723	84686737	-	0.000	0.000	Merged-chr8-84686915-1
