#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR1828--MA0501.1.MAF::NFE2	chr11	5219449	5219463	-	0.000	0.000	Merged-chr11-5219481-13
NR11358--MA0496.2.MAFK	chr7	117449845	117449863	-	0.000	0.000	Merged-chr7-117449738-12
NR5367--MA0089.1.MAFG::NFE2L1	chr17	56819798	56819803	+	0.000	0.000	Merged-chr17-56819789-51
NR5680--MA0501.1.MAF::NFE2	chr18	35752997	35753011	+	0.000	0.000	Merged-chr18-35753001-2
NR5882--MA0117.2.Mafb	chr18	67443151	67443162	+	0.000	0.000	Merged-chr18-67443121-15
NR2499--MA0495.2.MAFF	chr12	25211456	25211476	-	0.000	0.000	Merged-chr12-25211568-13
NR1711--MA0089.1.MAFG::NFE2L1	chr10	118477476	118477481	-	0.000	0.000	Merged-chr10-118477518-33
NR10623--MA0591.1.Bach1::Mafk	chr6	134856078	134856092	-	0.000	0.000	Merged-chr6-134856256-11
NR1422--MA0089.1.MAFG::NFE2L1	chr10	77532145	77532150	+	0.000	0.000	Merged-chr10-77531961-9
NR9756--MA0496.2.MAFK	chr5	125107468	125107486	-	0.000	0.000	Merged-chr5-125107407-3
NR10966--MA0089.1.MAFG::NFE2L1	chr7	35991369	35991374	+	0.000	0.000	Merged-chr7-35991280-23
NR7736--MA0501.1.MAF::NFE2	chr3	59222498	59222512	+	0.000	0.000	Merged-chr3-59222464-17
NR1608--MA0117.2.Mafb	chr10	99448051	99448062	+	0.000	0.000	Merged-chr10-99448196-17
NR11982--MA0089.1.MAFG::NFE2L1	chr8	111998985	111998990	-	0.000	0.000	Merged-chr8-111998914-9
NR12292--MA0495.2.MAFF	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR6202--MA0501.1.MAF::NFE2	chr19	38775857	38775871	+	0.000	0.000	Merged-chr19-38775813-4
NR9671--MA0496.2.MAFK	chr5	113664321	113664339	-	0.000	0.000	Merged-chr5-113664370-10
NR471--MA0591.1.Bach1::Mafk	chr1	107590015	107590029	-	0.000	0.000	Merged-chr1-107590197-16
NR2504--MA0495.2.MAFF	chr12	25256485	25256505	-	0.000	0.000	Merged-chr12-25256439-11
NR7805--MA0496.2.MAFK	chr3	84046620	84046638	+	0.000	0.000	Merged-chr3-84046424-40
NR6733--MA0496.2.MAFK	chr2	79122644	79122662	+	0.000	0.000	Merged-chr2-79122721-3
NR5899--MA0501.1.MAF::NFE2	chr18	70462888	70462902	+	0.000	0.000	Merged-chr18-70462917-22
NR12838--MA0591.1.Bach1::Mafk	chr9	124114864	124114878	+	0.000	0.000	Merged-chr9-124115010-18
NR12294--MA0117.2.Mafb	chr9	43785170	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR10627--MA0496.2.MAFK	chr6	134856076	134856094	-	0.000	0.000	Merged-chr6-134856256-11
NR4989--MA0591.1.Bach1::Mafk	chr16	87497338	87497352	+	0.000	0.000	Merged-chr16-87497296-12
NR5884--MA0501.1.MAF::NFE2	chr18	67443151	67443165	-	0.000	0.000	Merged-chr18-67443121-15
NR6201--MA0495.2.MAFF	chr19	38775851	38775871	-	0.000	0.000	Merged-chr19-38775813-4
NR11629--MA0089.1.MAFG::NFE2L1	chr8	14088772	14088777	+	0.000	0.000	Merged-chr8-14088778-16
NR6304--MA0089.1.MAFG::NFE2L1	chr19	56756638	56756643	-	0.000	0.000	Merged-chr19-56756635-43
NR12084--MA0659.1.MAFG	chr8	123287510	123287530	+	0.000	0.000	Merged-chr8-123287508-25
NR5861--MA0591.1.Bach1::Mafk	chr18	65122838	65122852	-	0.000	0.000	Merged-chr18-65122808-14
NR11343--MA0501.1.MAF::NFE2	chr7	115311003	115311017	-	0.000	0.000	Merged-chr7-115311049-7
NR7403--MA0495.2.MAFF	chr2	164017342	164017362	+	0.000	0.000	Merged-chr2-164017275-1
NR10095--MA0089.1.MAFG::NFE2L1	chr6	54991366	54991371	-	0.000	0.000	Merged-chr6-54991459-9
NR8443--MA0501.1.MAF::NFE2	chr4	33791655	33791669	-	0.000	0.000	Merged-chr4-33791808-5
NR12832--MA0089.1.MAFG::NFE2L1	chr9	123931840	123931845	-	0.000	0.000	Merged-chr9-123931993-21
NR11847--MA0496.2.MAFK	chr8	84825733	84825751	+	0.000	0.000	Merged-chr8-84825845-44
NR4176--MA0591.1.Bach1::Mafk	chr15	12030425	12030439	+	0.000	0.000	Merged-chr15-12030440-19
NR11829--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR11049--MA0089.1.MAFG::NFE2L1	chr7	64213171	64213176	-	0.000	0.000	Merged-chr7-64213076-17
NR4936--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR11310--MA0089.1.MAFG::NFE2L1	chr7	110965579	110965584	-	0.000	0.000	Merged-chr7-110965629-28
NR9505--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR7099--MA0495.2.MAFF	chr2	128365990	128366010	-	0.000	0.000	Merged-chr2-128365920-27
NR7937--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR9101--MA0089.1.MAFG::NFE2L1	chr4	149680854	149680859	-	0.000	0.000	Merged-chr4-149680900-7
NR6402--MA0089.1.MAFG::NFE2L1	chr2	11801452	11801457	-	0.000	0.000	Merged-chr2-11801641-32
NR11769--MA0501.1.MAF::NFE2	chr8	70003339	70003353	-	0.000	0.000	Merged-chr8-70003366-27
NR8023--MA0591.1.Bach1::Mafk	chr3	116434789	116434803	-	0.000	0.000	Merged-chr3-116434903-21
NR3893--MA0089.1.MAFG::NFE2L1	chr14	67842015	67842020	+	0.000	0.000	Merged-chr14-67841831-15
NR8577--MA0089.1.MAFG::NFE2L1	chr4	63018272	63018277	-	0.000	0.000	Merged-chr4-63018226-1,Merged-chr4-63018456-1
NR5878--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR2200--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR7999--MA0495.2.MAFF	chr3	109352529	109352549	-	0.000	0.000	Merged-chr3-109352543-53
NR200--MA0496.2.MAFK	chr1	60875486	60875504	+	0.000	0.000	Merged-chr1-60875356-55
NR11205--MA0117.2.Mafb	chr7	92420824	92420835	-	0.000	0.000	Merged-chr7-92420666-38
NR6566--MA0117.2.Mafb	chr2	45833522	45833533	+	0.000	0.000	Merged-chr2-45833554-4
NR6370--MA0591.1.Bach1::Mafk	chr2	6460472	6460486	+	0.000	0.000	Merged-chr2-6460433-7
NR7101--MA0659.1.MAFG	chr2	128365990	128366010	+	0.000	0.000	Merged-chr2-128365920-27
NR12178--MA0089.1.MAFG::NFE2L1	chr8	128646936	128646941	+	0.000	0.000	Merged-chr8-128646767-27
NR12991--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR10383--MA0501.1.MAF::NFE2	chr6	108296019	108296033	+	0.000	0.000	Merged-chr6-108296153-11
NR6069--MA0591.1.Bach1::Mafk	chr19	7143863	7143877	+	0.000	0.000	Merged-chr19-7144005-6
NR8628--MA0495.2.MAFF	chr4	88045000	88045020	+	0.000	0.000	Merged-chr4-88045023-3
NR6602--MA0089.1.MAFG::NFE2L1	chr2	53102208	53102213	-	0.000	0.000	Merged-chr2-53102302-39
NR8071--MA0089.1.MAFG::NFE2L1	chr3	127892031	127892036	-	0.000	0.000	Merged-chr3-127892051-37
NR6792--MA0089.1.MAFG::NFE2L1	chr2	92243992	92243997	-	0.000	0.000	Merged-chr2-92243919-9
NR5113--MA0591.1.Bach1::Mafk	chr16	96940623	96940637	+	0.000	0.000	Merged-chr16-96940530-1
NR7709--MA0501.1.MAF::NFE2	chr3	52866479	52866493	-	0.000	0.000	Merged-chr3-52866362-11
NR4604--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR7372--MA0501.1.MAF::NFE2	chr2	160658027	160658041	-	0.000	0.000	Merged-chr2-160657923-30
NR12087--MA0496.2.MAFK	chr8	123287511	123287529	+	0.000	0.000	Merged-chr8-123287508-25
NR3891--MA0089.1.MAFG::NFE2L1	chr14	67841943	67841948	+	0.000	0.000	Merged-chr14-67841831-15
NR11801--MA0659.1.MAFG	chr8	75202261	75202281	+	0.000	0.000	Merged-chr8-75202303-18
NR9818--MA0089.1.MAFG::NFE2L1	chr5	139161770	139161775	-	0.000	0.000	Merged-chr5-139161823-20
NR6128--MA0659.1.MAFG	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR2686--MA0089.1.MAFG::NFE2L1	chr12	86971334	86971339	+	0.000	0.000	Merged-chr12-86971344-14
NR872--MA0089.1.MAFG::NFE2L1	chr1	171629065	171629070	-	0.000	0.000	Merged-chr1-171629248-54
NR7370--MA0659.1.MAFG	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
NR2467--MA0659.1.MAFG	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR12996--MA0591.1.Bach1::Mafk	chrX	152234310	152234324	-	0.000	0.000	Merged-chrX-152234249-6
NR8271--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR5826--MA0117.2.Mafb	chr18	62125591	62125602	-	0.000	0.000	Merged-chr18-62125570-18
NR7066--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR4177--MA0501.1.MAF::NFE2	chr15	12030428	12030442	+	0.000	0.000	Merged-chr15-12030440-19
NR447--MA0496.2.MAFK	chr1	105292043	105292061	+	0.000	0.000	Merged-chr1-105291975-13
NR6466--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR4569--MA0089.1.MAFG::NFE2L1	chr15	97389563	97389568	-	0.000	0.000	Merged-chr15-97389447-1
NR4199--MA0117.2.Mafb	chr15	34389262	34389273	+	0.000	0.000	Merged-chr15-34389092-27
NR353--MA0496.2.MAFK	chr1	85982153	85982171	-	0.000	0.000	Merged-chr1-85981995-4
NR9868--MA0659.1.MAFG	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR1553--MA0089.1.MAFG::NFE2L1	chr10	94860820	94860825	+	0.000	0.000	Merged-chr10-94860976-37
NR703--MA0495.2.MAFF	chr1	153304719	153304739	-	0.000	0.000	Merged-chr1-153304811-42
NR12345--MA0117.2.Mafb	chr9	52074078	52074089	+	0.000	0.000	Merged-chr9-52073999-13
NR9672--MA0591.1.Bach1::Mafk	chr5	113671748	113671762	-	0.000	0.000	Merged-chr5-113671684-1
NR1479--MA0089.1.MAFG::NFE2L1	chr10	84678907	84678912	-	0.000	0.000	Merged-chr10-84678816-22
NR1713--MA0117.2.Mafb	chr10	118486843	118486854	-	0.000	0.000	Merged-chr10-118486914-30
NR6222--MA0089.1.MAFG::NFE2L1	chr19	42266461	42266466	-	0.000	0.000	Merged-chr19-42266343-14
NR8456--MA0659.1.MAFG	chr4	40785958	40785978	-	0.000	0.000	Merged-chr4-40785986-16
NR12596--MA0659.1.MAFG	chr9	94441517	94441537	+	0.000	0.000	Merged-chr9-94441414-62
NR12905--MA0659.1.MAFG	chrX	77801762	77801782	+	0.000	0.000	Merged-chrX-77801758-16
NR6731--MA0495.2.MAFF	chr2	79122643	79122663	-	0.000	0.000	Merged-chr2-79122721-3
NR10099--MA0591.1.Bach1::Mafk	chr6	56879612	56879626	-	0.000	0.000	Merged-chr6-56879420-1,Merged-chr6-56879700-29
NR2091--MA0089.1.MAFG::NFE2L1	chr11	78865059	78865064	-	0.000	0.000	Merged-chr11-78864936-24
NR9665--MA0495.2.MAFF	chr5	113664320	113664340	-	0.000	0.000	Merged-chr5-113664370-10
NR12455--MA0496.2.MAFK	chr9	72097292	72097310	-	0.000	0.000	Merged-chr9-72097262-35
NR12381--MA0117.2.Mafb	chr9	57800578	57800589	-	0.000	0.000	Merged-chr9-57800660-12
NR2051--MA0117.2.Mafb	chr11	72000255	72000266	+	0.000	0.000	Merged-chr11-72000404-31
NR13026--MA0089.1.MAFG::NFE2L1	chrX	167231321	167231326	+	0.000	0.000	Merged-chrX-167231316-28
NR8460--MA0591.1.Bach1::Mafk	chr4	40834005	40834019	+	0.000	0.000	Merged-chr4-40833912-100
NR8782--MA0591.1.Bach1::Mafk	chr4	108826234	108826248	+	0.000	0.000	Merged-chr4-108826101-25
NR11804--MA0496.2.MAFK	chr8	75202262	75202280	-	0.000	0.000	Merged-chr8-75202303-18
NR596--MA0501.1.MAF::NFE2	chr1	136255309	136255323	-	0.000	0.000	Merged-chr1-136255292-47
NR8445--MA0496.2.MAFK	chr4	33791656	33791674	-	0.000	0.000	Merged-chr4-33791808-5
NR7373--MA0496.2.MAFK	chr2	160658028	160658046	+	0.000	0.000	Merged-chr2-160657923-30
NR10791--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR704--MA0089.1.MAFG::NFE2L1	chr1	153304729	153304734	-	0.000	0.000	Merged-chr1-153304811-42
NR9725--MA0089.1.MAFG::NFE2L1	chr5	122380010	122380015	-	0.000	0.000	Merged-chr5-122379949-17
NR11957--MA0495.2.MAFF	chr8	106795004	106795024	+	0.000	0.000	Merged-chr8-106794988-23
NR11241--MA0089.1.MAFG::NFE2L1	chr7	101288099	101288104	+	0.000	0.000	Merged-chr7-101288112-19
NR6463--MA0591.1.Bach1::Mafk	chr2	27693886	27693900	+	0.000	0.000	Merged-chr2-27693880-30
NR8002--MA0496.2.MAFK	chr3	109352530	109352548	+	0.000	0.000	Merged-chr3-109352543-53
NR12950--MA0117.2.Mafb	chrX	106622764	106622775	+	0.000	0.000	Merged-chrX-106622619-36
NR1508--MA0117.2.Mafb	chr10	88783301	88783312	-	0.000	0.000	Merged-chr10-88783253-12
NR8132--MA0496.2.MAFK	chr3	135528003	135528021	-	0.000	0.000	Merged-chr3-135527896-22
NR3156--MA0089.1.MAFG::NFE2L1	chr13	43202555	43202560	-	0.000	0.000	Merged-chr13-43202570-20
NR12599--MA0496.2.MAFK	chr9	94441518	94441536	-	0.000	0.000	Merged-chr9-94441414-62
NR1964--MA0089.1.MAFG::NFE2L1	chr11	54237148	54237153	+	0.000	0.000	Merged-chr11-54237226-5
NR6512--MA0496.2.MAFK	chr2	34140006	34140024	-	0.000	0.000	Merged-chr2-34139840-30
NR9363--MA0117.2.Mafb	chr5	53507665	53507676	+	0.000	0.000	Merged-chr5-53507602-15
NR12908--MA0496.2.MAFK	chrX	77801763	77801781	+	0.000	0.000	Merged-chrX-77801758-16
NR11830--MA0089.1.MAFG::NFE2L1	chr8	81497946	81497951	-	0.000	0.000	Merged-chr8-81497739-56
NR10410--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR6835--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR8039--MA0495.2.MAFF	chr3	121946881	121946901	+	0.000	0.000	Merged-chr3-121946709-4
NR3935--MA0501.1.MAF::NFE2	chr14	71120624	71120638	-	0.000	0.000	Merged-chr14-71120653-22
NR9749--MA0089.1.MAFG::NFE2L1	chr5	125052465	125052470	-	0.000	0.000	Merged-chr5-125052528-23
NR3171--MA0496.2.MAFK	chr13	45443021	45443039	-	0.000	0.000	Merged-chr13-45443236-24
NR815--MA0089.1.MAFG::NFE2L1	chr1	164079311	164079316	-	0.000	0.000	Merged-chr1-164079439-12
NR3962--MA0591.1.Bach1::Mafk	chr14	74797639	74797653	+	0.000	0.000	Merged-chr14-74797519-9
NR7722--MA0591.1.Bach1::Mafk	chr3	55600489	55600503	-	0.000	0.000	Merged-chr3-55600303-1
NR1213--MA0117.2.Mafb	chr10	21976504	21976515	-	0.000	0.000	Merged-chr10-21976372-39
NR11747--MA0591.1.Bach1::Mafk	chr8	61587726	61587740	+	0.000	0.000	Merged-chr8-61587779-2
NR9393--MA0495.2.MAFF	chr5	65654024	65654044	+	0.000	0.000	Merged-chr5-65654078-14
NR8043--MA0496.2.MAFK	chr3	121946882	121946900	-	0.000	0.000	Merged-chr3-121946709-4
NR5313--MA0089.1.MAFG::NFE2L1	chr17	44556037	44556042	+	0.000	0.000	Merged-chr17-44556103-15
NR12985--MA0495.2.MAFF	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR5371--MA0117.2.Mafb	chr17	56951086	56951097	+	0.000	0.000	Merged-chr17-56951160-8
NR8227--MA0089.1.MAFG::NFE2L1	chr3	144236289	144236294	+	0.000	0.000	Merged-chr3-144236371-1
NR1611--MA0501.1.MAF::NFE2	chr10	100702090	100702104	+	0.000	0.000	Merged-chr10-100702034-18
NR12319--MA0089.1.MAFG::NFE2L1	chr9	48450399	48450404	+	0.000	0.000	Merged-chr9-48450340-22
NR4472--MA0089.1.MAFG::NFE2L1	chr15	82826122	82826127	-	0.000	0.000	Merged-chr15-82826104-2
NR3345--MA0501.1.MAF::NFE2	chr13	75844212	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR445--MA0591.1.Bach1::Mafk	chr1	105292045	105292059	+	0.000	0.000	Merged-chr1-105291975-13
NR1308--MA0501.1.MAF::NFE2	chr10	43954148	43954162	-	0.000	0.000	Merged-chr10-43954194-45
NR2221--MA0495.2.MAFF	chr11	101199675	101199695	+	0.000	0.000	Merged-chr11-101199720-6
NR5336--MA0501.1.MAF::NFE2	chr17	47515641	47515655	+	0.000	0.000	Merged-chr17-47515680-12
NR9573--MA0591.1.Bach1::Mafk	chr5	98161103	98161117	-	0.000	0.000	Merged-chr5-98160972-1
NR11854--MA0089.1.MAFG::NFE2L1	chr8	86484982	86484987	-	0.000	0.000	Merged-chr8-86484982-16
NR6324--MA0501.1.MAF::NFE2	chr19	58358283	58358297	-	0.000	0.000	Merged-chr19-58358384-21
NR2223--MA0659.1.MAFG	chr11	101199675	101199695	+	0.000	0.000	Merged-chr11-101199720-6
NR3042--MA0591.1.Bach1::Mafk	chr13	6624364	6624378	+	0.000	0.000	Merged-chr13-6624284-1,Merged-chr13-6624539-25
NR4705--MA0591.1.Bach1::Mafk	chr16	23135903	23135917	-	0.000	0.000	Merged-chr16-23135761-12
NR8231--MA0591.1.Bach1::Mafk	chr3	144866081	144866095	-	0.000	0.000	Merged-chr3-144866134-1
NR12897--MA0501.1.MAF::NFE2	chrX	75056385	75056399	+	0.000	0.000	Merged-chrX-75056362-10
NR10087--MA0591.1.Bach1::Mafk	chr6	54116513	54116527	-	0.000	0.000	Merged-chr6-54116572-22
NR2463--MA0495.2.MAFF	chr12	12278413	12278433	+	0.000	0.000	Merged-chr12-12278395-37
NR12412--MA0496.2.MAFK	chr9	62020446	62020464	-	0.000	0.000	Merged-chr9-62020503-14
NR10291--MA0495.2.MAFF	chr6	95712230	95712250	-	0.000	0.000	Merged-chr6-95712332-22
NR2116--MA0659.1.MAFG	chr11	83011046	83011066	+	0.000	0.000	Merged-chr11-83011014-13
NR10293--MA0659.1.MAFG	chr6	95712230	95712250	-	0.000	0.000	Merged-chr6-95712332-22
NR5827--MA0495.2.MAFF	chr18	62163115	62163135	+	0.000	0.000	Merged-chr18-62163179-10
NR6127--MA0591.1.Bach1::Mafk	chr19	21785907	21785921	-	0.000	0.000	Merged-chr19-21785964-7
NR822--MA0089.1.MAFG::NFE2L1	chr1	164665797	164665802	+	0.000	0.000	Merged-chr1-164665875-3
NR7684--MA0089.1.MAFG::NFE2L1	chr3	37302854	37302859	+	0.000	0.000	Merged-chr3-37302900-9
NR5881--MA0495.2.MAFF	chr18	67443151	67443171	-	0.000	0.000	Merged-chr18-67443121-15
NR8439--MA0495.2.MAFF	chr4	33791655	33791675	+	0.000	0.000	Merged-chr4-33791808-5
NR10625--MA0659.1.MAFG	chr6	134856075	134856095	-	0.000	0.000	Merged-chr6-134856256-11
NR7367--MA0495.2.MAFF	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
NR8130--MA0495.2.MAFF	chr3	135528002	135528022	-	0.000	0.000	Merged-chr3-135527896-22
NR11239--MA0591.1.Bach1::Mafk	chr7	101051797	101051811	-	0.000	0.000	Merged-chr7-101051895-16
NR2--MA0089.1.MAFG::NFE2L1	chr1	11229679	11229684	-	0.000	0.000	Merged-chr1-11229597-37
NR10254--MA0089.1.MAFG::NFE2L1	chr6	90583403	90583408	+	0.000	0.000	Merged-chr6-90583387-2
NR9751--MA0501.1.MAF::NFE2	chr5	125052455	125052469	-	0.000	0.000	Merged-chr5-125052528-23
NR3852--MA0089.1.MAFG::NFE2L1	chr14	61774047	61774052	+	0.000	0.000	Merged-chr14-61773988-12
NR5883--MA0591.1.Bach1::Mafk	chr18	67443154	67443168	-	0.000	0.000	Merged-chr18-67443121-15
NR7107--MA0591.1.Bach1::Mafk	chr2	128401514	128401528	-	0.000	0.000	Merged-chr2-128401504-24
NR2434--MA0591.1.Bach1::Mafk	chr12	3846370	3846384	-	0.000	0.000	Merged-chr12-3846265-11
NR7707--MA0089.1.MAFG::NFE2L1	chr3	52866489	52866494	-	0.000	0.000	Merged-chr3-52866362-11
NR8365--MA0659.1.MAFG	chr4	6476447	6476467	+	0.000	0.000	Merged-chr4-6476530-28
NR9189--MA0089.1.MAFG::NFE2L1	chr5	8397651	8397656	+	0.000	0.000	Merged-chr5-8397712-7
NR10310--MA0495.2.MAFF	chr6	99435314	99435334	+	0.000	0.000	Merged-chr6-99435291-39
NR7708--MA0591.1.Bach1::Mafk	chr3	52866482	52866496	-	0.000	0.000	Merged-chr3-52866362-11
NR12172--MA0501.1.MAF::NFE2	chr8	128417585	128417599	-	0.000	0.000	Merged-chr8-128417524-1
NR5617--MA0496.2.MAFK	chr18	10744228	10744246	+	0.000	0.000	Merged-chr18-10744169-16
NR9654--MA0496.2.MAFK	chr5	112227399	112227417	+	0.000	0.000	Merged-chr5-112227442-20
NR8649--MA0089.1.MAFG::NFE2L1	chr4	89302406	89302411	-	0.000	0.000	Merged-chr4-89302202-17
NR7114--MA0089.1.MAFG::NFE2L1	chr2	129285304	129285309	+	0.000	0.000	Merged-chr2-129285453-11
NR11961--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR6506--MA0495.2.MAFF	chr2	34140005	34140025	-	0.000	0.000	Merged-chr2-34139840-30
NR9115--MA0659.1.MAFG	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR9666--MA0591.1.Bach1::Mafk	chr5	113664323	113664337	+	0.000	0.000	Merged-chr5-113664370-10
NR11911--MA0501.1.MAF::NFE2	chr8	94969768	94969782	+	0.000	0.000	Merged-chr8-94969690-1
NR11206--MA0089.1.MAFG::NFE2L1	chr7	92463712	92463717	+	0.000	0.000	Merged-chr7-92463612-13
NR1945--MA0501.1.MAF::NFE2	chr11	51832673	51832687	+	0.000	0.000	Merged-chr11-51832716-20
NR8457--MA0496.2.MAFK	chr4	40785959	40785977	+	0.000	0.000	Merged-chr4-40785986-16
NR10312--MA0117.2.Mafb	chr6	99435323	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR7806--MA0496.2.MAFK	chr3	84046620	84046638	-	0.000	0.000	Merged-chr3-84046424-40
NR6734--MA0496.2.MAFK	chr2	79122644	79122662	-	0.000	0.000	Merged-chr2-79122721-3
NR1412--MA0089.1.MAFG::NFE2L1	chr10	75446552	75446557	-	0.000	0.000	Merged-chr10-75446685-44
NR7880--MA0089.1.MAFG::NFE2L1	chr3	95697795	95697800	-	0.000	0.000	Merged-chr3-95697809-14
NR9374--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR2052--MA0089.1.MAFG::NFE2L1	chr11	72000312	72000317	+	0.000	0.000	Merged-chr11-72000404-31
NR5833--MA0089.1.MAFG::NFE2L1	chr18	62163173	62163178	-	0.000	0.000	Merged-chr18-62163179-10
NR1775--MA0117.2.Mafb	chr10	127229321	127229332	+	0.000	0.000	Merged-chr10-127229219-13
NR9676--MA0089.1.MAFG::NFE2L1	chr5	114041780	114041785	-	0.000	0.000	Merged-chr5-114041714-24
NR12085--MA0659.1.MAFG	chr8	123287510	123287530	-	0.000	0.000	Merged-chr8-123287508-25
NR7404--MA0495.2.MAFF	chr2	164017342	164017362	-	0.000	0.000	Merged-chr2-164017275-1
NR10941--MA0089.1.MAFG::NFE2L1	chr7	30418149	30418154	+	0.000	0.000	Merged-chr7-30418152-10
NR9198--MA0089.1.MAFG::NFE2L1	chr5	10866566	10866571	+	0.000	0.000	Merged-chr5-10866661-52
NR3787--MA0089.1.MAFG::NFE2L1	chr14	51386090	51386095	-	0.000	0.000	Merged-chr14-51385941-36
NR11090--MA0089.1.MAFG::NFE2L1	chr7	74684201	74684206	+	0.000	0.000	Merged-chr7-74684112-21
NR11783--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR1133--MA0501.1.MAF::NFE2	chr10	5795525	5795539	+	0.000	0.000	Merged-chr10-5795457-7
NR6462--MA0495.2.MAFF	chr2	27693883	27693903	-	0.000	0.000	Merged-chr2-27693880-30
NR3119--MA0089.1.MAFG::NFE2L1	chr13	32868434	32868439	+	0.000	0.000	Merged-chr13-32868285-30
NR9118--MA0496.2.MAFK	chr4	150894695	150894713	+	0.000	0.000	Merged-chr4-150894695-19
NR470--MA0495.2.MAFF	chr1	107590012	107590032	+	0.000	0.000	Merged-chr1-107590197-16
NR2420--MA0496.2.MAFK	chr11	121039352	121039370	+	0.000	0.000	Merged-chr11-121039238-62
NR11311--MA0591.1.Bach1::Mafk	chr7	111115766	111115780	-	0.000	0.000	Merged-chr7-111115757-3
NR8469--MA0089.1.MAFG::NFE2L1	chr4	41770547	41770552	-	0.000	0.000	Merged-chr4-41770467-12
NR10292--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR6005--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR10361--MA0089.1.MAFG::NFE2L1	chr6	106981478	106981483	-	0.000	0.000	Merged-chr6-106981432-3
NR4697--MA0591.1.Bach1::Mafk	chr16	22794958	22794972	+	0.000	0.000	Merged-chr16-22794765-7
NR7769--MA0659.1.MAFG	chr3	65886304	65886324	-	0.000	0.000	Merged-chr3-65886068-18
NR201--MA0496.2.MAFK	chr1	60875486	60875504	-	0.000	0.000	Merged-chr1-60875356-55
NR11130--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR3857--MA0117.2.Mafb	chr14	62849841	62849852	-	0.000	0.000	Merged-chr14-62849794-8
NR11352--MA0495.2.MAFF	chr7	117449844	117449864	+	0.000	0.000	Merged-chr7-117449738-12
NR7102--MA0659.1.MAFG	chr2	128365990	128366010	-	0.000	0.000	Merged-chr2-128365920-27
