#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR9643--MA0002.2.RUNX1	chr9	50966604	50966614	-	0.000	0.000	Merged-chr9-50966454-25
NR6017--MA0511.2.RUNX2	chr3	51495783	51495791	-	0.000	0.000	Merged-chr3-51495816-13
NR4066--MA0511.2.RUNX2	chr16	94374362	94374370	-	0.000	0.000	Merged-chr16-94374445-4
NR9772--MA0684.1.RUNX3	chr9	80313775	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR2435--MA0684.1.RUNX3	chr13	9107230	9107239	-	0.000	0.000	Merged-chr13-9107382-45
NR3113--MA0002.2.RUNX1	chr14	63104030	63104040	-	0.000	0.000	Merged-chr14-63104126-25
NR1704--MA0002.2.RUNX1	chr11	76677231	76677241	+	0.000	0.000	Merged-chr11-76677169-5
NR8107--MA0684.1.RUNX3	chr6	90984209	90984218	+	0.000	0.000	Merged-chr6-90984346-4
NR1608--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR9927--MA0002.2.RUNX1	chr9	108617515	108617525	+	0.000	0.000	Merged-chr9-108617434-16
NR5904--MA0511.2.RUNX2	chr3	9567028	9567036	+	0.000	0.000	Merged-chr3-9567055-14
NR4508--MA0684.1.RUNX3	chr17	93158627	93158636	-	0.000	0.000	Merged-chr17-93158612-24
NR8177--MA0002.2.RUNX1	chr6	100255528	100255538	-	0.000	0.000	Merged-chr6-100255672-12
NR3791--MA0511.2.RUNX2	chr16	23181796	23181804	-	0.000	0.000	Merged-chr16-23181616-66
NR3615--MA0002.2.RUNX1	chr15	84372841	84372851	+	0.000	0.000	Merged-chr15-84372915-18
NR1521--MA0002.2.RUNX1	chr11	16858836	16858846	+	0.000	0.000	Merged-chr11-16858803-1
NR6258--MA0002.2.RUNX1	chr3	104678928	104678938	-	0.000	0.000	Merged-chr3-104679005-14
NR3823--MA0511.2.RUNX2	chr16	32520610	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR5385--MA0002.2.RUNX1	chr2	62332033	62332043	+	0.000	0.000	Merged-chr2-62332140-9
NR10154--MA0002.2.RUNX1	chrX	77522909	77522919	+	0.000	0.000	Merged-chrX-77522857-17
NR9853--MA0002.2.RUNX1	chr9	92611076	92611086	+	0.000	0.000	Merged-chr9-92611125-19
NR329--MA0684.1.RUNX3	chr1	92371736	92371745	+	0.000	0.000	Merged-chr1-92371802-28
NR3200--MA0684.1.RUNX3	chr14	78474145	78474154	+	0.000	0.000	Merged-chr14-78474159-29
NR6700--MA0002.2.RUNX1	chr4	41064377	41064387	+	0.000	0.000	Merged-chr4-41064306-11
NR1567--MA0684.1.RUNX3	chr11	32138417	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR6952--MA0002.2.RUNX1	chr4	109274052	109274062	+	0.000	0.000	Merged-chr4-109273984-17
NR7663--MA0002.2.RUNX1	chr5	118678867	118678877	-	0.000	0.000	Merged-chr5-118678760-15
NR7315--MA0002.2.RUNX1	chr5	31964050	31964060	+	0.000	0.000	Merged-chr5-31963887-11
NR3541--MA0002.2.RUNX1	chr15	66786799	66786809	+	0.000	0.000	Merged-chr15-66786864-7
NR1927--MA0002.2.RUNX1	chr12	3441657	3441667	+	0.000	0.000	Merged-chr12-3441534-29
NR4669--MA0511.2.RUNX2	chr18	54986777	54986785	+	0.000	0.000	Merged-chr18-54986948-23
NR6822--MA0002.2.RUNX1	chr4	84118723	84118733	+	0.000	0.000	Merged-chr4-84118627-8
NR1023--MA0684.1.RUNX3	chr10	42849060	42849069	+	0.000	0.000	Merged-chr10-42848913-29
NR6088--MA0002.2.RUNX1	chr3	75714111	75714121	-	0.000	0.000	Merged-chr3-75714014-36
NR9322--MA0002.2.RUNX1	chr8	86642239	86642249	+	0.000	0.000	Merged-chr8-86642161-12
NR5124--MA0684.1.RUNX3	chr19	58051140	58051149	+	0.000	0.000	Merged-chr19-58051277-2
NR9212--MA0684.1.RUNX3	chr8	35898293	35898302	-	0.000	0.000	Merged-chr8-35898290-14
NR7926--MA0002.2.RUNX1	chr6	43619393	43619403	-	0.000	0.000	Merged-chr6-43619418-19
NR1539--MA0002.2.RUNX1	chr11	21690732	21690742	+	0.000	0.000	Merged-chr11-21690668-23
NR810--MA0511.2.RUNX2	chr1	190896288	190896296	-	0.000	0.000	Merged-chr1-190896359-15
NR440--MA0002.2.RUNX1	chr1	128328907	128328917	-	0.000	0.000	Merged-chr1-128328998-2
NR7641--MA0684.1.RUNX3	chr5	115693470	115693479	+	0.000	0.000	Merged-chr5-115693567-32
NR1952--MA0511.2.RUNX2	chr12	16165140	16165148	+	0.000	0.000	Merged-chr12-16165159-14
NR840--MA0684.1.RUNX3	chr1	193146437	193146446	+	0.000	0.000	Merged-chr1-193146532-29
NR1919--MA0002.2.RUNX1	chr11	120981052	120981062	+	0.000	0.000	Merged-chr11-120981125-9
NR3785--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR9824--MA0002.2.RUNX1	chr9	86579902	86579912	+	0.000	0.000	Merged-chr9-86579809-9
NR5322--MA0002.2.RUNX1	chr2	49868558	49868568	-	0.000	0.000	Merged-chr2-49868587-25
NR4025--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR5369--MA0002.2.RUNX1	chr2	59716626	59716636	+	0.000	0.000	Merged-chr2-59716624-17
NR9334--MA0684.1.RUNX3	chr8	91381939	91381948	-	0.000	0.000	Merged-chr8-91381957-7
NR1694--MA0511.2.RUNX2	chr11	75541180	75541188	-	0.000	0.000	Merged-chr11-75541431-19
NR5226--MA0002.2.RUNX1	chr2	19276518	19276528	+	0.000	0.000	Merged-chr2-19276309-38
NR9837--MA0002.2.RUNX1	chr9	88273496	88273506	-	0.000	0.000	Merged-chr9-88273504-34
NR962--MA0684.1.RUNX3	chr10	26562869	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR9300--MA0684.1.RUNX3	chr8	77341136	77341145	+	0.000	0.000	Merged-chr8-77341017-10
