#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR5837--MA0591.1.Bach1::Mafk	chr18	43477803	43477817	-	0.000	0.000	Merged-chr18-43477812-17
NR5971--MA0089.1.MAFG::NFE2L1	chr18	70678683	70678688	+	0.000	0.000	Merged-chr18-70678715-18
NR12797--MA0591.1.Bach1::Mafk	chr9	119254766	119254780	-	0.000	0.000	Merged-chr9-119254891-26
NR8898--MA0089.1.MAFG::NFE2L1	chr4	135801682	135801687	+	0.000	0.000	Merged-chr4-135801650-5
NR2881--MA0089.1.MAFG::NFE2L1	chr12	93230482	93230487	+	0.000	0.000	Merged-chr12-93230592-22
NR10043--MA0117.2.Mafb	chr6	39343991	39344002	-	0.000	0.000	Merged-chr6-39344168-15
NR629--MA0089.1.MAFG::NFE2L1	chr1	153061617	153061622	+	0.000	0.000	Merged-chr1-153061689-5
NR5777--MA0501.1.MAF::NFE2	chr18	24185866	24185880	+	0.000	0.000	Merged-chr18-24185730-3
NR10164--MA0117.2.Mafb	chr6	67014762	67014773	+	0.000	0.000	Merged-chr6-67014748-19
NR118--MA0501.1.MAF::NFE2	chr1	43558491	43558505	-	0.000	0.000	Merged-chr1-43558472-4
NR2413--MA0591.1.Bach1::Mafk	chr11	109744081	109744095	-	0.000	0.000	Merged-chr11-109744155-21
NR12498--MA0501.1.MAF::NFE2	chr9	82809120	82809134	-	0.000	0.000	Merged-chr9-82809314-11
NR1995--MA0591.1.Bach1::Mafk	chr11	46458128	46458142	-	0.000	0.000	Merged-chr11-46458055-5
NR2628--MA0591.1.Bach1::Mafk	chr12	25155590	25155604	-	0.000	0.000	Merged-chr12-25155613-40
NR1715--MA0591.1.Bach1::Mafk	chr10	116426356	116426370	-	0.000	0.000	Merged-chr10-116426397-21
NR9366--MA0591.1.Bach1::Mafk	chr5	74470992	74471006	+	0.000	0.000	Merged-chr5-74471085-11
NR8781--MA0089.1.MAFG::NFE2L1	chr4	120044808	120044813	-	0.000	0.000	Merged-chr4-120044912-16
NR5135--MA0501.1.MAF::NFE2	chr16	84496928	84496942	-	0.000	0.000	Merged-chr16-84496971-26
NR3948--MA0089.1.MAFG::NFE2L1	chr14	27357264	27357269	-	0.000	0.000	Merged-chr14-27357403-10
NR10607--MA0591.1.Bach1::Mafk	chr6	140466511	140466525	+	0.000	0.000	Merged-chr6-140466408-37
NR9924--MA0591.1.Bach1::Mafk	chr6	6577514	6577528	+	0.000	0.000	Merged-chr6-6577639-1
NR5882--MA0495.2.MAFF	chr18	55107147	55107167	+	0.000	0.000	Merged-chr18-55107186-34
NR5884--MA0659.1.MAFG	chr18	55107147	55107167	+	0.000	0.000	Merged-chr18-55107186-34
NR10483--MA0501.1.MAF::NFE2	chr6	125541046	125541060	-	0.000	0.000	Merged-chr6-125540912-17
NR6394--MA0496.2.MAFK	chr19	57329137	57329155	-	0.000	0.000	Merged-chr19-57329037-3
NR9109--MA0591.1.Bach1::Mafk	chr5	8841046	8841060	-	0.000	0.000	Merged-chr5-8841034-18
NR10233--MA0089.1.MAFG::NFE2L1	chr6	86148813	86148818	+	0.000	0.000	Merged-chr6-86148822-10
NR9733--MA0089.1.MAFG::NFE2L1	chr5	124233201	124233206	-	0.000	0.000	Merged-chr5-124233258-22
NR6341--MA0089.1.MAFG::NFE2L1	chr19	53338762	53338767	+	0.000	0.000	Merged-chr19-53338883-3
NR8348--MA0117.2.Mafb	chr3	156493111	156493122	+	0.000	0.000	Merged-chr3-156493158-1
NR12480--MA0089.1.MAFG::NFE2L1	chr9	80258514	80258519	-	0.000	0.000	Merged-chr9-80258560-14
NR9367--MA0501.1.MAF::NFE2	chr5	74470995	74471009	+	0.000	0.000	Merged-chr5-74471085-11
NR9326--MA0591.1.Bach1::Mafk	chr5	67404584	67404598	+	0.000	0.000	Merged-chr5-67404737-28
NR10313--MA0659.1.MAFG	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR3354--MA0591.1.Bach1::Mafk	chr13	41346002	41346016	-	0.000	0.000	Merged-chr13-41345949-16
NR4295--MA0089.1.MAFG::NFE2L1	chr14	120572338	120572343	-	0.000	0.000	Merged-chr14-120572441-59
NR5827--MA0089.1.MAFG::NFE2L1	chr18	39835788	39835793	+	0.000	0.000	Merged-chr18-39835954-30
NR9691--MA0496.2.MAFK	chr5	118620496	118620514	-	0.000	0.000	Merged-chr5-118620530-42
NR6623--MA0496.2.MAFK	chr2	35445609	35445627	+	0.000	0.000	Merged-chr2-35445506-29
NR9365--MA0495.2.MAFF	chr5	74470989	74471009	-	0.000	0.000	Merged-chr5-74471085-11
NR4380--MA0089.1.MAFG::NFE2L1	chr15	11952317	11952322	+	0.000	0.000	Merged-chr15-11952376-20
NR2636--MA0495.2.MAFF	chr12	26185250	26185270	+	0.000	0.000	Merged-chr12-26185150-29
NR12995--MA0089.1.MAFG::NFE2L1	chrX	104760581	104760586	+	0.000	0.000	Merged-chrX-104760741-26
NR4907--MA0117.2.Mafb	chr16	32741568	32741579	-	0.000	0.000	Merged-chr16-32741529-1
NR6221--MA0495.2.MAFF	chr19	24527174	24527194	+	0.000	0.000	Merged-chr19-24527365-48
NR2508--MA0117.2.Mafb	chr11	116259471	116259482	-	0.000	0.000	Merged-chr11-116259590-14
NR2638--MA0659.1.MAFG	chr12	26185250	26185270	+	0.000	0.000	Merged-chr12-26185150-29
NR9742--MA0089.1.MAFG::NFE2L1	chr5	125137580	125137585	+	0.000	0.000	Merged-chr5-125137642-19
NR11877--MA0089.1.MAFG::NFE2L1	chr8	86864554	86864559	+	0.000	0.000	Merged-chr8-86864748-39
NR9329--MA0496.2.MAFK	chr5	67404582	67404600	+	0.000	0.000	Merged-chr5-67404737-28
NR4014--MA0089.1.MAFG::NFE2L1	chr14	52553598	52553603	+	0.000	0.000	Merged-chr14-52553618-9
NR12249--MA0591.1.Bach1::Mafk	chr9	32901448	32901462	+	0.000	0.000	Merged-chr9-32901528-39
NR2188--MA0496.2.MAFK	chr11	76770742	76770760	+	0.000	0.000	Merged-chr11-76770779-7
NR2157--MA0089.1.MAFG::NFE2L1	chr11	72941009	72941014	-	0.000	0.000	Merged-chr11-72940930-27
