#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed
NR9591--MA0002.2.RUNX1	chr9	41153273	41153283	-	0.000	0.000	Merged-chr9-41153398-36
NR7391--MA0511.2.RUNX2	chr5	62772103	62772111	+	0.000	0.000	Merged-chr5-62772215-28
NR5678--MA0002.2.RUNX1	chr2	136987995	136988005	+	0.000	0.000	Merged-chr2-136988057-20
NR1447--MA0002.2.RUNX1	chr10	127231156	127231166	-	0.000	0.000	Merged-chr10-127231137-38
NR9722--MA0511.2.RUNX2	chr9	66504137	66504145	-	0.000	0.000	Merged-chr9-66504076-31
NR2095--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR775--MA0002.2.RUNX1	chr1	184576648	184576658	-	0.000	0.000	Merged-chr1-184576440-44
NR5277--MA0002.2.RUNX1	chr2	30897091	30897101	-	0.000	0.000	Merged-chr2-30897276-26
NR5819--MA0002.2.RUNX1	chr2	166610374	166610384	-	0.000	0.000	Merged-chr2-166610595-30
NR3597--MA0002.2.RUNX1	chr15	82111957	82111967	+	0.000	0.000	Merged-chr15-82112003-17
NR903--MA0002.2.RUNX1	chr10	13438565	13438575	+	0.000	0.000	Merged-chr10-13438536-33
NR3410--MA0511.2.RUNX2	chr15	31546529	31546537	+	0.000	0.000	Merged-chr15-31546423-43
NR3292--MA0002.2.RUNX1	chr14	115250747	115250757	+	0.000	0.000	Merged-chr14-115250840-27
NR1634--MA0511.2.RUNX2	chr11	57911898	57911906	+	0.000	0.000	Merged-chr11-57911963-18
NR9583--MA0002.2.RUNX1	chr9	37576668	37576678	-	0.000	0.000	Merged-chr9-37576736-24
NR5081--MA0002.2.RUNX1	chr19	53536908	53536918	+	0.000	0.000	Merged-chr19-53536868-40
NR1168--MA0002.2.RUNX1	chr10	77962993	77963003	-	0.000	0.000	Merged-chr10-77962952-24
NR611--MA0002.2.RUNX1	chr1	161794746	161794756	+	0.000	0.000	Merged-chr1-161794797-65
NR3847--MA0002.2.RUNX1	chr16	36724111	36724121	+	0.000	0.000	Merged-chr16-36724137-4
NR5212--MA0511.2.RUNX2	chr2	17845530	17845538	-	0.000	0.000	Merged-chr2-17845339-45
NR1852--MA0511.2.RUNX2	chr11	109694175	109694183	-	0.000	0.000	Merged-chr11-109694201-12
NR5113--MA0002.2.RUNX1	chr19	57055914	57055924	-	0.000	0.000	Merged-chr19-57055875-36
NR5365--MA0002.2.RUNX1	chr2	59482994	59483004	+	0.000	0.000	Merged-chr2-59482840-22
NR7445--MA0684.1.RUNX3	chr5	77252315	77252324	+	0.000	0.000	Merged-chr5-77252339-67
NR7568--MA0002.2.RUNX1	chr5	105675681	105675691	+	0.000	0.000	Merged-chr5-105675662-27
NR5060--MA0002.2.RUNX1	chr19	45577328	45577338	-	0.000	0.000	Merged-chr19-45577468-39
NR5997--MA0002.2.RUNX1	chr3	37605824	37605834	-	0.000	0.000	Merged-chr3-37605967-27
NR6390--MA0002.2.RUNX1	chr3	131334856	131334866	+	0.000	0.000	Merged-chr3-131334723-69
NR9575--MA0002.2.RUNX1	chr9	32629042	32629052	+	0.000	0.000	Merged-chr9-32628980-21
NR2953--MA0002.2.RUNX1	chr14	12243953	12243963	+	0.000	0.000	Merged-chr14-12243878-61
NR8721--MA0002.2.RUNX1	chr7	75760662	75760672	+	0.000	0.000	Merged-chr7-75760769-39
NR4885--MA0002.2.RUNX1	chr18	89214998	89215008	+	0.000	0.000	Merged-chr18-89214991-26
NR1735--MA0511.2.RUNX2	chr11	83550393	83550401	+	0.000	0.000	Merged-chr11-83550444-44
NR1094--MA0002.2.RUNX1	chr10	67727768	67727778	-	0.000	0.000	Merged-chr10-67727735-22
NR1417--MA0684.1.RUNX3	chr10	121189373	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR8099--MA0511.2.RUNX2	chr6	88939629	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR7289--MA0002.2.RUNX1	chr5	23722212	23722222	-	0.000	0.000	Merged-chr5-23722080-21
NR3411--MA0684.1.RUNX3	chr15	31546529	31546538	+	0.000	0.000	Merged-chr15-31546423-43
NR9574--MA0684.1.RUNX3	chr9	32628885	32628894	-	0.000	0.000	Merged-chr9-32628980-21
NR9448--MA0511.2.RUNX2	chr8	122530697	122530705	-	0.000	0.000	Merged-chr8-122530722-16
NR9034--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR8780--MA0511.2.RUNX2	chr7	92087616	92087624	-	0.000	0.000	Merged-chr7-92087702-17
NR1344--MA0002.2.RUNX1	chr10	115363299	115363309	-	0.000	0.000	Merged-chr10-115363388-18
NR933--MA0511.2.RUNX2	chr10	21479581	21479589	+	0.000	0.000	Merged-chr10-21479566-37
NR9666--MA0511.2.RUNX2	chr9	55102313	55102321	+	0.000	0.000	Merged-chr9-55102396-26
NR91--MA0684.1.RUNX3	chr1	37030883	37030892	+	0.000	0.000	Merged-chr1-37030914-29
NR9967--MA0684.1.RUNX3	chr9	114787860	114787869	-	0.000	0.000	Merged-chr9-114787935-34
NR8694--MA0002.2.RUNX1	chr7	68350154	68350164	+	0.000	0.000	Merged-chr7-68350249-38
NR7525--MA0684.1.RUNX3	chr5	100886743	100886752	+	0.000	0.000	Merged-chr5-100886788-32
NR10042--MA0511.2.RUNX2	chr9	123941456	123941464	+	0.000	0.000	Merged-chr9-123941453-43
NR7377--MA0002.2.RUNX1	chr5	53509645	53509655	-	0.000	0.000	Merged-chr5-53509705-20
NR2911--MA0002.2.RUNX1	chr13	117051639	117051649	-	0.000	0.000	Merged-chr13-117051602-40
NR5177--MA0511.2.RUNX2	chr2	9564616	9564624	-	0.000	0.000	Merged-chr2-9564694-16
NR6523--MA0002.2.RUNX1	chr3	146758209	146758219	-	0.000	0.000	Merged-chr3-146758289-47
NR3669--MA0002.2.RUNX1	chr15	94453065	94453075	-	0.000	0.000	Merged-chr15-94453103-20
NR7072--MA0002.2.RUNX1	chr4	135077329	135077339	-	0.000	0.000	Merged-chr4-135077339-17
NR7409--MA0002.2.RUNX1	chr5	65737571	65737581	-	0.000	0.000	Merged-chr5-65737481-18
NR3655--MA0684.1.RUNX3	chr15	93302063	93302072	-	0.000	0.000	Merged-chr15-93302109-22
NR2530--MA0684.1.RUNX3	chr13	32982846	32982855	-	0.000	0.000	Merged-chr13-32982935-23
NR5315--MA0002.2.RUNX1	chr2	48249784	48249794	-	0.000	0.000	Merged-chr2-48249744-17
NR1627--MA0684.1.RUNX3	chr11	55031376	55031385	+	0.000	0.000	Merged-chr11-55031517-56
NR1879--MA0684.1.RUNX3	chr11	115839073	115839082	+	0.000	0.000	Merged-chr11-115839007-18
NR1736--MA0684.1.RUNX3	chr11	83550393	83550402	+	0.000	0.000	Merged-chr11-83550444-44
NR664--MA0002.2.RUNX1	chr1	165722680	165722690	-	0.000	0.000	Merged-chr1-165722797-48
NR4934--MA0511.2.RUNX2	chr19	14620506	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR7878--MA0684.1.RUNX3	chr6	22339882	22339891	+	0.000	0.000	Merged-chr6-22340067-27
NR9015--MA0002.2.RUNX1	chr7	132749006	132749016	-	0.000	0.000	Merged-chr7-132748920-16
NR5307--MA0002.2.RUNX1	chr2	45141055	45141065	+	0.000	0.000	Merged-chr2-45141075-18
NR3085--MA0002.2.RUNX1	chr14	55392566	55392576	+	0.000	0.000	Merged-chr14-55392653-26
NR786--MA0002.2.RUNX1	chr1	187228926	187228936	+	0.000	0.000	Merged-chr1-187228770-56
NR6985--MA0002.2.RUNX1	chr4	119897308	119897318	+	0.000	0.000	Merged-chr4-119897419-50
NR6842--MA0002.2.RUNX1	chr4	88115655	88115665	+	0.000	0.000	Merged-chr4-88115597-29
NR6908--MA0002.2.RUNX1	chr4	102629841	102629851	+	0.000	0.000	Merged-chr4-102629885-23
NR8730--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR2806--MA0684.1.RUNX3	chr13	98803941	98803950	+	0.000	0.000	Merged-chr13-98803850-12
NR2863--MA0002.2.RUNX1	chr13	108303436	108303446	+	0.000	0.000	Merged-chr13-108303499-73
NR1788--MA0511.2.RUNX2	chr11	99136609	99136617	+	0.000	0.000	Merged-chr11-99136684-32
NR7285--MA0511.2.RUNX2	chr5	23637511	23637519	+	0.000	0.000	Merged-chr5-23637519-38
NR533--MA0684.1.RUNX3	chr1	144355777	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR513--MA0002.2.RUNX1	chr1	139009756	139009766	+	0.000	0.000	Merged-chr1-139009798-23
NR9769--MA0002.2.RUNX1	chr9	80082398	80082408	-	0.000	0.000	Merged-chr9-80082362-35
NR5267--MA0002.2.RUNX1	chr2	30257926	30257936	+	0.000	0.000	Merged-chr2-30257905-18
NR5396--MA0684.1.RUNX3	chr2	65133924	65133933	+	0.000	0.000	Merged-chr2-65133825-19
NR7155--MA0511.2.RUNX2	chr4	148070074	148070082	+	0.000	0.000	Merged-chr4-148069999-26
NR2862--MA0684.1.RUNX3	chr13	108303364	108303373	-	0.000	0.000	Merged-chr13-108303499-73
NR4317--MA0002.2.RUNX1	chr17	51396117	51396127	+	0.000	0.000	Merged-chr17-51396225-19
NR384--MA0684.1.RUNX3	chr1	105565162	105565171	+	0.000	0.000	Merged-chr1-105565114-33
NR8100--MA0002.2.RUNX1	chr6	88939627	88939637	+	0.000	0.000	Merged-chr6-88939617-36
NR3109--MA0002.2.RUNX1	chr14	61998437	61998447	-	0.000	0.000	Merged-chr14-61998334-34
NR873--MA0684.1.RUNX3	chr10	8197818	8197827	-	0.000	0.000	Merged-chr10-8197795-23
NR4915--MA0002.2.RUNX1	chr19	10198988	10198998	+	0.000	0.000	Merged-chr19-10198987-5
NR3618--MA0684.1.RUNX3	chr15	85328195	85328204	-	0.000	0.000	Merged-chr15-85328019-32
NR6453--MA0684.1.RUNX3	chr3	142281311	142281320	+	0.000	0.000	Merged-chr3-142281213-32
NR757--MA0002.2.RUNX1	chr1	182504345	182504355	+	0.000	0.000	Merged-chr1-182504417-24
NR5629--MA0511.2.RUNX2	chr2	128318463	128318471	+	0.000	0.000	Merged-chr2-128318457-15
NR2868--MA0002.2.RUNX1	chr13	108860299	108860309	+	0.000	0.000	Merged-chr13-108860435-34
NR9076--MA0002.2.RUNX1	chr7	141637688	141637698	+	0.000	0.000	Merged-chr7-141637525-19
NR8321--MA0511.2.RUNX2	chr6	126811747	126811755	-	0.000	0.000	Merged-chr6-126811749-38
NR10028--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR8573--MA0511.2.RUNX2	chr7	31161059	31161067	-	0.000	0.000	Merged-chr7-31161172-57
NR6794--MA0002.2.RUNX1	chr4	62786794	62786804	+	0.000	0.000	Merged-chr4-62786847-18
NR6589--MA0002.2.RUNX1	chr3	157803536	157803546	+	0.000	0.000	Merged-chr3-157803404-34
NR2292--MA0002.2.RUNX1	chr12	106008773	106008783	+	0.000	0.000	Merged-chr12-106008779-30
NR8331--MA0002.2.RUNX1	chr6	127617437	127617447	-	0.000	0.000	Merged-chr6-127617353-34
NR660--MA0511.2.RUNX2	chr1	165603453	165603461	+	0.000	0.000	Merged-chr1-165603509-17
NR8731--MA0684.1.RUNX3	chr7	80209933	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR3134--MA0511.2.RUNX2	chr14	67911799	67911807	+	0.000	0.000	Merged-chr14-67911920-26
NR9075--MA0684.1.RUNX3	chr7	141637455	141637464	-	0.000	0.000	Merged-chr7-141637525-19
NR3386--MA0511.2.RUNX2	chr15	27579083	27579091	-	0.000	0.000	Merged-chr15-27579137-17
NR6459--MA0002.2.RUNX1	chr3	142437065	142437075	-	0.000	0.000	Merged-chr3-142437047-18
NR6297--MA0002.2.RUNX1	chr3	109133229	109133239	-	0.000	0.000	Merged-chr3-109133281-24
NR6154--MA0002.2.RUNX1	chr3	88452427	88452437	-	0.000	0.000	Merged-chr3-88452451-33
NR8357--MA0002.2.RUNX1	chr6	129747457	129747467	-	0.000	0.000	Merged-chr6-129747542-62
NR3034--MA0684.1.RUNX3	chr14	36316927	36316936	+	0.000	0.000	Merged-chr14-36316941-55
NR4953--MA0511.2.RUNX2	chr19	20390561	20390569	-	0.000	0.000	Merged-chr19-20390603-26
NR9577--MA0684.1.RUNX3	chr9	32815671	32815680	-	0.000	0.000	Merged-chr9-32815663-32
NR7086--MA0511.2.RUNX2	chr4	137854093	137854101	+	0.000	0.000	Merged-chr4-137854061-36
NR6404--MA0002.2.RUNX1	chr3	133506492	133506502	-	0.000	0.000	Merged-chr3-133506515-24
NR10224--MA0684.1.RUNX3	chrX	142792338	142792347	-	0.000	0.000	Merged-chrX-142792362-24
NR172--MA0684.1.RUNX3	chr1	58301377	58301386	+	0.000	0.000	Merged-chr1-58301246-36
NR2554--MA0684.1.RUNX3	chr13	38503624	38503633	+	0.000	0.000	Merged-chr13-38503650-43
NR8174--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR774--MA0511.2.RUNX2	chr1	184576648	184576656	+	0.000	0.000	Merged-chr1-184576440-44
NR8697--MA0002.2.RUNX1	chr7	72344531	72344541	+	0.000	0.000	Merged-chr7-72344400-34
NR5276--MA0511.2.RUNX2	chr2	30897091	30897099	+	0.000	0.000	Merged-chr2-30897276-26
NR9093--MA0511.2.RUNX2	chr7	143644145	143644153	+	0.000	0.000	Merged-chr7-143644190-29
NR1661--MA0002.2.RUNX1	chr11	68442540	68442550	+	0.000	0.000	Merged-chr11-68442579-25
NR264--MA0511.2.RUNX2	chr1	80418896	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR2547--MA0002.2.RUNX1	chr13	37783871	37783881	-	0.000	0.000	Merged-chr13-37783892-22
NR2503--MA0511.2.RUNX2	chr13	29756208	29756216	+	0.000	0.000	Merged-chr13-29756237-14
NR6159--MA0002.2.RUNX1	chr3	88664305	88664315	+	0.000	0.000	Merged-chr3-88664296-18
NR8567--MA0002.2.RUNX1	chr7	28423074	28423084	+	0.000	0.000	Merged-chr7-28423189-12
NR2804--MA0684.1.RUNX3	chr13	98803826	98803835	+	0.000	0.000	Merged-chr13-98803850-12
NR1167--MA0511.2.RUNX2	chr10	77962993	77963001	+	0.000	0.000	Merged-chr10-77962952-24
NR449--MA0002.2.RUNX1	chr1	128570220	128570230	-	0.000	0.000	Merged-chr1-128570257-50
NR6939--MA0684.1.RUNX3	chr4	107006388	107006397	-	0.000	0.000	Merged-chr4-107006366-21
NR3099--MA0511.2.RUNX2	chr14	60072651	60072659	+	0.000	0.000	Merged-chr14-60072713-24
NR10216--MA0684.1.RUNX3	chrX	136986280	136986289	-	0.000	0.000	Merged-chrX-136986316-28
NR9340--MA0002.2.RUNX1	chr8	94240484	94240494	-	0.000	0.000	Merged-chr8-94240399-13
NR2625--MA0511.2.RUNX2	chr13	55641101	55641109	+	0.000	0.000	Merged-chr13-55640933-22
NR5632--MA0002.2.RUNX1	chr2	128367691	128367701	+	0.000	0.000	Merged-chr2-128367839-63
NR339--MA0684.1.RUNX3	chr1	94048268	94048277	+	0.000	0.000	Merged-chr1-94048267-32
NR2778--MA0002.2.RUNX1	chr13	93764721	93764731	-	0.000	0.000	Merged-chr13-93764810-22
NR2307--MA0684.1.RUNX3	chr12	107731129	107731138	+	0.000	0.000	Merged-chr12-107731071-10
NR8675--MA0684.1.RUNX3	chr7	66116261	66116270	-	0.000	0.000	Merged-chr7-66116161-49
NR190--MA0511.2.RUNX2	chr1	61039368	61039376	-	0.000	0.000	Merged-chr1-61039499-28
NR4715--MA0684.1.RUNX3	chr18	62186217	62186226	+	0.000	0.000	Merged-chr18-62186304-32
NR2887--MA0002.2.RUNX1	chr13	111297823	111297833	-	0.000	0.000	Merged-chr13-111297823-12
NR3650--MA0511.2.RUNX2	chr15	93302038	93302046	-	0.000	0.000	Merged-chr15-93302109-22
NR8929--MA0511.2.RUNX2	chr7	118254168	118254176	-	0.000	0.000	Merged-chr7-118254195-24
NR4884--MA0511.2.RUNX2	chr18	89215000	89215008	-	0.000	0.000	Merged-chr18-89214991-26
NR6613--MA0684.1.RUNX3	chr4	6472963	6472972	+	0.000	0.000	Merged-chr4-6472958-17
NR6468--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR8402--MA0684.1.RUNX3	chr6	136683866	136683875	+	0.000	0.000	Merged-chr6-136683885-26
NR1632--MA0002.2.RUNX1	chr11	57686222	57686232	+	0.000	0.000	Merged-chr11-57686202-30
NR9951--MA0002.2.RUNX1	chr9	113645706	113645716	+	0.000	0.000	Merged-chr9-113645916-42
NR2489--MA0511.2.RUNX2	chr13	24779335	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR7288--MA0511.2.RUNX2	chr5	23722212	23722220	+	0.000	0.000	Merged-chr5-23722080-21
NR9855--MA0002.2.RUNX1	chr9	94441585	94441595	-	0.000	0.000	Merged-chr9-94441414-62
NR7761--MA0002.2.RUNX1	chr5	137857118	137857128	-	0.000	0.000	Merged-chr5-137857044-20
NR1645--MA0002.2.RUNX1	chr11	61639429	61639439	+	0.000	0.000	Merged-chr11-61639314-57
NR1483--MA0002.2.RUNX1	chr11	4206049	4206059	-	0.000	0.000	Merged-chr11-4206247-48
NR1754--MA0002.2.RUNX1	chr11	90307179	90307189	-	0.000	0.000	Merged-chr11-90307207-17
NR6619--MA0002.2.RUNX1	chr4	8720982	8720992	-	0.000	0.000	Merged-chr4-8721052-67
NR3420--MA0684.1.RUNX3	chr15	34389221	34389230	-	0.000	0.000	Merged-chr15-34389092-27
NR4178--MA0684.1.RUNX3	chr17	19435175	19435184	+	0.000	0.000	Merged-chr17-19435269-18
NR8693--MA0511.2.RUNX2	chr7	68350156	68350164	-	0.000	0.000	Merged-chr7-68350249-38
NR8488--MA0511.2.RUNX2	chr6	146434552	146434560	+	0.000	0.000	Merged-chr6-146434496-35
NR2769--MA0684.1.RUNX3	chr13	92859008	92859017	-	0.000	0.000	Merged-chr13-92859070-18
NR4240--MA0684.1.RUNX3	chr17	34896559	34896568	+	0.000	0.000	Merged-chr17-34896478-26
NR6522--MA0511.2.RUNX2	chr3	146758209	146758217	+	0.000	0.000	Merged-chr3-146758289-47
NR4908--MA0511.2.RUNX2	chr19	8592422	8592430	+	0.000	0.000	Merged-chr19-8592238-38
NR8454--MA0511.2.RUNX2	chr6	144910471	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR10210--MA0002.2.RUNX1	chrX	134804309	134804319	-	0.000	0.000	Merged-chrX-134804510-14
NR2857--MA0684.1.RUNX3	chr13	107095622	107095631	+	0.000	0.000	Merged-chr13-107095527-25
NR1170--MA0002.2.RUNX1	chr10	78345838	78345848	-	0.000	0.000	Merged-chr10-78345751-13
NR10170--MA0002.2.RUNX1	chrX	85868244	85868254	-	0.000	0.000	Merged-chrX-85868335-21
NR3501--MA0002.2.RUNX1	chr15	53130254	53130264	+	0.000	0.000	Merged-chr15-53130224-36
NR9664--MA0002.2.RUNX1	chr9	54612838	54612848	+	0.000	0.000	Merged-chr9-54612864-43
NR8175--MA0511.2.RUNX2	chr6	99985551	99985559	+	0.000	0.000	Merged-chr6-99985483-19
NR5956--MA0002.2.RUNX1	chr3	21965700	21965710	-	0.000	0.000	Merged-chr3-21965803-23
NR1854--MA0684.1.RUNX3	chr11	109694174	109694183	-	0.000	0.000	Merged-chr11-109694201-12
NR6048--MA0002.2.RUNX1	chr3	60111336	60111346	+	0.000	0.000	Merged-chr3-60111409-19
NR3613--MA0511.2.RUNX2	chr15	84313601	84313609	-	0.000	0.000	Merged-chr15-84313700-40
NR72--MA0002.2.RUNX1	chr1	36025099	36025109	+	0.000	0.000	Merged-chr1-36025179-31
NR8333--MA0684.1.RUNX3	chr6	127617443	127617452	+	0.000	0.000	Merged-chr6-127617353-34
NR5794--MA0002.2.RUNX1	chr2	160657998	160658008	+	0.000	0.000	Merged-chr2-160657923-30
NR4102--MA0684.1.RUNX3	chr16	97964375	97964384	-	0.000	0.000	Merged-chr16-97964279-31
NR3100--MA0002.2.RUNX1	chr14	60072651	60072661	-	0.000	0.000	Merged-chr14-60072713-24
NR8089--MA0002.2.RUNX1	chr6	87437077	87437087	-	0.000	0.000	Merged-chr6-87436992-13
NR1467--MA0002.2.RUNX1	chr10	130439226	130439236	+	0.000	0.000	Merged-chr10-130439179-24
NR6907--MA0511.2.RUNX2	chr4	102629843	102629851	-	0.000	0.000	Merged-chr4-102629885-23
NR2164--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR6649--MA0511.2.RUNX2	chr4	21842815	21842823	+	0.000	0.000	Merged-chr4-21842691-16
NR5773--MA0002.2.RUNX1	chr2	158133353	158133363	+	0.000	0.000	Merged-chr2-158133215-37
NR7976--MA0002.2.RUNX1	chr6	54685312	54685322	+	0.000	0.000	Merged-chr6-54685260-34
NR5630--MA0002.2.RUNX1	chr2	128318463	128318473	-	0.000	0.000	Merged-chr2-128318457-15
NR9785--MA0684.1.RUNX3	chr9	80754780	80754789	-	0.000	0.000	Merged-chr9-80754738-24
NR5825--MA0684.1.RUNX3	chr2	166610520	166610529	+	0.000	0.000	Merged-chr2-166610595-30
NR2527--MA0511.2.RUNX2	chr13	32982810	32982818	-	0.000	0.000	Merged-chr13-32982935-23
NR9494--MA0002.2.RUNX1	chr8	127052457	127052467	-	0.000	0.000	Merged-chr8-127052348-23
NR9765--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR6073--MA0511.2.RUNX2	chr3	68789751	68789759	+	0.000	0.000	Merged-chr3-68789660-34
NR175--MA0684.1.RUNX3	chr1	59180217	59180226	+	0.000	0.000	Merged-chr1-59180254-19
NR7052--MA0002.2.RUNX1	chr4	134043265	134043275	-	0.000	0.000	Merged-chr4-134043155-17
NR7674--MA0511.2.RUNX2	chr5	121184941	121184949	+	0.000	0.000	Merged-chr5-121185063-20
NR6149--MA0002.2.RUNX1	chr3	86961163	86961173	+	0.000	0.000	Merged-chr3-86961231-31
NR3344--MA0002.2.RUNX1	chr14	123163086	123163096	-	0.000	0.000	Merged-chr14-123163033-38
NR1793--MA0684.1.RUNX3	chr11	100804662	100804671	+	0.000	0.000	Merged-chr11-100804708-41
NR7290--MA0684.1.RUNX3	chr5	23722212	23722221	+	0.000	0.000	Merged-chr5-23722080-21
NR9635--MA0002.2.RUNX1	chr9	48404003	48404013	-	0.000	0.000	Merged-chr9-48403880-28
NR3976--MA0002.2.RUNX1	chr16	70365448	70365458	-	0.000	0.000	Merged-chr16-70365429-20
NR1283--MA0684.1.RUNX3	chr10	95300007	95300016	-	0.000	0.000	Merged-chr10-95299831-73
NR3614--MA0684.1.RUNX3	chr15	84313600	84313609	-	0.000	0.000	Merged-chr15-84313700-40
NR9713--MA0511.2.RUNX2	chr9	64797603	64797611	+	0.000	0.000	Merged-chr9-64797561-46
NR610--MA0002.2.RUNX1	chr1	161779269	161779279	-	0.000	0.000	Merged-chr1-161779312-20
NR7811--MA0684.1.RUNX3	chr5	148678762	148678771	+	0.000	0.000	Merged-chr5-148678733-37
NR7392--MA0002.2.RUNX1	chr5	62772103	62772113	-	0.000	0.000	Merged-chr5-62772215-28
NR6588--MA0511.2.RUNX2	chr3	157803538	157803546	-	0.000	0.000	Merged-chr3-157803404-34
NR9965--MA0511.2.RUNX2	chr9	114787861	114787869	-	0.000	0.000	Merged-chr9-114787935-34
NR2357--MA0511.2.RUNX2	chr12	115012937	115012945	+	0.000	0.000	Merged-chr12-115012998-22
NR9723--MA0002.2.RUNX1	chr9	66504135	66504145	+	0.000	0.000	Merged-chr9-66504076-31
NR3670--MA0684.1.RUNX3	chr15	94453065	94453074	+	0.000	0.000	Merged-chr15-94453103-20
NR3588--MA0002.2.RUNX1	chr15	78926163	78926173	-	0.000	0.000	Merged-chr15-78926202-1
NR1308--MA0002.2.RUNX1	chr10	98776540	98776550	-	0.000	0.000	Merged-chr10-98776574-38
NR7410--MA0684.1.RUNX3	chr5	65737571	65737580	+	0.000	0.000	Merged-chr5-65737481-18
NR6458--MA0511.2.RUNX2	chr3	142437065	142437073	+	0.000	0.000	Merged-chr3-142437047-18
NR7328--MA0002.2.RUNX1	chr5	35166060	35166070	+	0.000	0.000	Merged-chr5-35166204-55
NR5377--MA0002.2.RUNX1	chr2	60845517	60845527	+	0.000	0.000	Merged-chr2-60845573-40
NR1351--MA0002.2.RUNX1	chr10	117056182	117056192	+	0.000	0.000	Merged-chr10-117056166-30
NR3653--MA0511.2.RUNX2	chr15	93302064	93302072	-	0.000	0.000	Merged-chr15-93302109-22
NR9988--MA0002.2.RUNX1	chr9	116212260	116212270	+	0.000	0.000	Merged-chr9-116212405-59
NR7371--MA0002.2.RUNX1	chr5	52890084	52890094	+	0.000	0.000	Merged-chr5-52890215-21
NR1625--MA0511.2.RUNX2	chr11	55031376	55031384	+	0.000	0.000	Merged-chr11-55031517-56
NR841--MA0002.2.RUNX1	chr1	193181245	193181255	+	0.000	0.000	Merged-chr1-193181317-39
NR5822--MA0511.2.RUNX2	chr2	166610520	166610528	+	0.000	0.000	Merged-chr2-166610595-30
NR1635--MA0002.2.RUNX1	chr11	57911898	57911908	-	0.000	0.000	Merged-chr11-57911963-18
NR7403--MA0002.2.RUNX1	chr5	64609613	64609623	+	0.000	0.000	Merged-chr5-64609569-18
NR7803--MA0684.1.RUNX3	chr5	146882501	146882510	+	0.000	0.000	Merged-chr5-146882424-24
NR7384--MA0002.2.RUNX1	chr5	54111001	54111011	-	0.000	0.000	Merged-chr5-54110931-21
NR3010--MA0002.2.RUNX1	chr14	26878882	26878892	+	0.000	0.000	Merged-chr14-26878931-33
NR5213--MA0002.2.RUNX1	chr2	17845528	17845538	+	0.000	0.000	Merged-chr2-17845339-45
NR1525--MA0684.1.RUNX3	chr11	16988016	16988025	+	0.000	0.000	Merged-chr11-16987963-24
NR9205--MA0002.2.RUNX1	chr8	35614237	35614247	+	0.000	0.000	Merged-chr8-35614188-31
NR9827--MA0511.2.RUNX2	chr9	86624346	86624354	-	0.000	0.000	Merged-chr9-86624608-86
NR7876--MA0511.2.RUNX2	chr6	22339882	22339890	+	0.000	0.000	Merged-chr6-22340067-27
NR9457--MA0002.2.RUNX1	chr8	124085843	124085853	+	0.000	0.000	Merged-chr8-124085760-17
NR3275--MA0002.2.RUNX1	chr14	105240287	105240297	+	0.000	0.000	Merged-chr14-105240325-24
