#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_dn.bed
NR32172--MA1107.1.KLF9	chr19	55260945	55260957	+	0.000	0.000	Merged-chr19-55260920-21
NR31723--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR63014--MA0599.1.KLF5	chr9	61619053	61619062	+	0.000	0.000	Merged-chr9-61618943-7
NR30786--MA0599.1.KLF5	chr19	4943128	4943137	+	0.000	0.000	Merged-chr19-4942974-44
NR62496--MA1107.1.KLF9	chr9	44582590	44582602	+	0.000	0.000	Merged-chr9-44582588-15
NR901--MA1107.1.KLF9	chr1	66878637	66878649	+	0.000	0.000	Merged-chr1-66878572-10
NR55928--MA1107.1.KLF9	chr7	67444544	67444556	-	0.000	0.000	Merged-chr7-67444614-20
NR30790--MA0493.1.Klf1	chr19	4943153	4943163	+	0.000	0.000	Merged-chr19-4942974-44
NR5836--MA0599.1.KLF5	chr10	77264472	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR52494--MA0599.1.KLF5	chr6	115972940	115972949	-	0.000	0.000	Merged-chr6-115972922-11
NR9994--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR11228--MA1107.1.KLF9	chr11	98925099	98925111	-	0.000	0.000	Merged-chr11-98925291-3
NR35407--MA0493.1.Klf1	chr2	127304896	127304906	+	0.000	0.000	Merged-chr2-127304764-20
NR30548--MA1107.1.KLF9	chr18	84159103	84159115	+	0.000	0.000	Merged-chr18-84159275-32
NR67037--MA1107.1.KLF9	chrX	169973429	169973441	+	0.000	0.000	Merged-chrX-169973362-71
NR42409--MA1107.1.KLF9	chr4	59531339	59531351	-	0.000	0.000	Merged-chr4-59531324-24
NR24636--MA0493.1.Klf1	chr16	55924216	55924226	+	0.000	0.000	Merged-chr16-55924140-18
NR40265--MA1107.1.KLF9	chr3	130788183	130788195	-	0.000	0.000	Merged-chr3-130788036-10
NR47859--MA0493.1.Klf1	chr5	112239791	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR904--MA0741.1.KLF16	chr1	66897062	66897072	+	0.000	0.000	Merged-chr1-66897217-4
NR42785--MA1107.1.KLF9	chr4	101235192	101235204	+	0.000	0.000	Merged-chr4-101235092-24
NR27579--MA0493.1.Klf1	chr17	52156653	52156663	+	0.000	0.000	Merged-chr17-52156639-23
NR1436--MA0742.1.Klf12	chr1	92190675	92190689	+	0.000	0.000	Merged-chr1-92190679-18
NR47662--MA0493.1.Klf1	chr5	107554525	107554535	-	0.000	0.000	Merged-chr5-107554534-24
NR29558--MA0599.1.KLF5	chr18	53817619	53817628	+	0.000	0.000	Merged-chr18-53817599-8
NR5767--MA0741.1.KLF16	chr10	75536381	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR22991--MA0740.1.KLF14	chr15	98907988	98908001	+	0.000	0.000	Merged-chr15-98907951-8
NR52588--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR11937--MA0599.1.KLF5	chr11	110911215	110911224	+	0.000	0.000	Merged-chr11-110911126-2
NR48426--MA0599.1.KLF5	chr5	121100546	121100555	+	0.000	0.000	Merged-chr5-121100615-3
NR6519--MA0742.1.Klf12	chr10	83336546	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR53849--MA0740.1.KLF14	chr6	145135517	145135530	+	0.000	0.000	Merged-chr6-145135361-11
NR31353--MA0599.1.KLF5	chr19	23388475	23388484	-	0.000	0.000	Merged-chr19-23388451-6
NR10494--MA0657.1.KLF13	chr11	83637040	83637057	-	0.000	0.000	Merged-chr11-83637048-8
NR26852--MA0493.1.Klf1	chr17	33550435	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR31--MA0599.1.KLF5	chr1	7206768	7206777	+	0.000	0.000	Merged-chr1-7206621-34
NR21706--MA0740.1.KLF14	chr15	76118012	76118025	-	0.000	0.000	Merged-chr15-76118130-3
NR58227--MA1107.1.KLF9	chr7	141270823	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR59778--MA1107.1.KLF9	chr8	71668275	71668287	-	0.000	0.000	Merged-chr8-71668308-31
NR17599--MA0599.1.KLF5	chr13	104937966	104937975	-	0.000	0.000	Merged-chr13-104937983-19
NR17290--MA0599.1.KLF5	chr13	98737376	98737385	+	0.000	0.000	Merged-chr13-98737529-22
NR10496--MA0741.1.KLF16	chr11	83637045	83637055	-	0.000	0.000	Merged-chr11-83637048-8
NR10633--MA0742.1.Klf12	chr11	87808382	87808396	+	0.000	0.000	Merged-chr11-87808482-18
NR986--MA0741.1.KLF16	chr1	74249503	74249513	-	0.000	0.000	Merged-chr1-74249677-3
NR49561--MA0599.1.KLF5	chr5	139377553	139377562	-	0.000	0.000	Merged-chr5-139377554-24
NR47246--MA1107.1.KLF9	chr5	93115637	93115649	-	0.000	0.000	Merged-chr5-93115776-9
NR47922--MA1107.1.KLF9	chr5	112311048	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR50888--MA0493.1.Klf1	chr6	42343613	42343623	-	0.000	0.000	Merged-chr6-42343728-43
NR21775--MA0493.1.Klf1	chr15	76799671	76799681	+	0.000	0.000	Merged-chr15-76799596-17
NR43316--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR1127--MA0741.1.KLF16	chr1	78478154	78478164	-	0.000	0.000	Merged-chr1-78478073-15
NR19895--MA0493.1.Klf1	chr14	86744697	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR44416--MA0493.1.Klf1	chr4	137890766	137890776	+	0.000	0.000	Merged-chr4-137890747-20
NR21901--MA0599.1.KLF5	chr15	78810443	78810452	-	0.000	0.000	Merged-chr15-78810431-5
NR3719--MA0742.1.Klf12	chr1	181228987	181229001	+	0.000	0.000	Merged-chr1-181229140-10
NR44414--MA0742.1.Klf12	chr4	137890766	137890780	+	0.000	0.000	Merged-chr4-137890747-20
NR58540--MA0740.1.KLF14	chr8	11107238	11107251	-	0.000	0.000	Merged-chr8-11107220-18
NR19657--MA0039.3.KLF4	chr14	74797449	74797459	-	0.000	0.000	Merged-chr14-74797519-9
NR31800--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR27--MA0493.1.Klf1	chr1	7206452	7206462	+	0.000	0.000	Merged-chr1-7206621-34
NR43812--MA0742.1.Klf12	chr4	130017254	130017268	+	0.000	0.000	Merged-chr4-130017376-16
NR32900--MA0493.1.Klf1	chr2	25148102	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR17183--MA0493.1.Klf1	chr13	95524226	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR5835--MA0742.1.Klf12	chr10	77264471	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR58837--MA1107.1.KLF9	chr8	25578492	25578504	-	0.000	0.000	Merged-chr8-25578502-39
NR43816--MA0741.1.KLF16	chr4	130017255	130017265	+	0.000	0.000	Merged-chr4-130017376-16
NR56569--MA0599.1.KLF5	chr7	100466455	100466464	+	0.000	0.000	Merged-chr7-100466615-10
NR47860--MA1107.1.KLF9	chr5	112239780	112239792	-	0.000	0.000	Merged-chr5-112239781-12
NR52581--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR15595--MA0599.1.KLF5	chr13	24515171	24515180	+	0.000	0.000	Merged-chr13-24515324-15
NR1228--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR19559--MA0039.3.KLF4	chr14	69774963	69774973	-	0.000	0.000	Merged-chr14-69774788-96
NR17770--MA0741.1.KLF16	chr13	109239170	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR24938--MA0493.1.Klf1	chr16	78606460	78606470	+	0.000	0.000	Merged-chr16-78606501-17
NR26281--MA0599.1.KLF5	chr17	25014183	25014192	+	0.000	0.000	Merged-chr17-25014289-16
NR24642--MA1107.1.KLF9	chr16	55924237	55924249	+	0.000	0.000	Merged-chr16-55924140-18
NR55922--MA0493.1.Klf1	chr7	67425608	67425618	+	0.000	0.000	Merged-chr7-67425669-21
NR39344--MA0599.1.KLF5	chr3	101701455	101701464	-	0.000	0.000	Merged-chr3-101701370-14
NR43814--MA0039.3.KLF4	chr4	130017256	130017266	+	0.000	0.000	Merged-chr4-130017376-16
NR65774--MA0599.1.KLF5	chrX	13552351	13552360	-	0.000	0.000	Merged-chrX-13552455-23
NR32171--MA0493.1.Klf1	chr19	55260945	55260955	+	0.000	0.000	Merged-chr19-55260920-21
NR67164--MA0740.1.KLF14	chrY	90799067	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR30546--MA1107.1.KLF9	chr18	84159099	84159111	+	0.000	0.000	Merged-chr18-84159275-32
NR62495--MA0493.1.Klf1	chr9	44582590	44582600	+	0.000	0.000	Merged-chr9-44582588-15
NR67166--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR5054--MA1107.1.KLF9	chr10	42220498	42220510	+	0.000	0.000	Merged-chr10-42220589-14
NR53853--MA0741.1.KLF16	chr6	145135518	145135528	+	0.000	0.000	Merged-chr6-145135361-11
NR32167--MA0740.1.KLF14	chr19	55260945	55260958	+	0.000	0.000	Merged-chr19-55260920-21
NR12433--MA0493.1.Klf1	chr11	118212779	118212789	-	0.000	0.000	Merged-chr11-118212846-19
NR52594--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR55927--MA0493.1.Klf1	chr7	67444546	67444556	-	0.000	0.000	Merged-chr7-67444614-20
NR58637--MA0493.1.Klf1	chr8	13703969	13703979	-	0.000	0.000	Merged-chr8-13703943-8
NR62494--MA0039.3.KLF4	chr9	44582592	44582602	+	0.000	0.000	Merged-chr9-44582588-15
NR24244--MA0741.1.KLF16	chr16	32658893	32658903	+	0.000	0.000	Merged-chr16-32659000-27
NR16577--MA1107.1.KLF9	chr13	65070137	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR21710--MA0741.1.KLF16	chr15	76118014	76118024	-	0.000	0.000	Merged-chr15-76118130-3
NR43770--MA1107.1.KLF9	chr4	129621212	129621224	+	0.000	0.000	Merged-chr4-129621333-30
NR11012--MA0493.1.Klf1	chr11	96912747	96912757	-	0.000	0.000	Merged-chr11-96912869-14
NR63062--MA0742.1.Klf12	chr9	62026862	62026876	-	0.000	0.000	Merged-chr9-62026837-17
NR42408--MA0493.1.Klf1	chr4	59531341	59531351	-	0.000	0.000	Merged-chr4-59531324-24
NR52586--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR49993--MA0741.1.KLF16	chr5	144973200	144973210	+	0.000	0.000	Merged-chr5-144972995-15
NR17591--MA1107.1.KLF9	chr13	104937899	104937911	+	0.000	0.000	Merged-chr13-104937983-19
NR17993--MA0741.1.KLF16	chr13	113556698	113556708	+	0.000	0.000	Merged-chr13-113556743-10
NR51179--MA0599.1.KLF5	chr6	52962593	52962602	-	0.000	0.000	Merged-chr6-52962536-54
NR11062--MA0599.1.KLF5	chr11	97133385	97133394	+	0.000	0.000	Merged-chr11-97133494-13
NR67165--MA0657.1.KLF13	chrY	90799064	90799081	-	0.000	0.000	Merged-chrY-90799205-23
NR28586--MA1107.1.KLF9	chr17	85901175	85901187	+	0.000	0.000	Merged-chr17-85901349-9
NR43315--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR43811--MA0740.1.KLF14	chr4	130017254	130017267	+	0.000	0.000	Merged-chr4-130017376-16
NR64144--MA0741.1.KLF16	chr9	96754666	96754676	-	0.000	0.000	Merged-chr9-96754558-43
NR907--MA0741.1.KLF16	chr1	66897065	66897075	+	0.000	0.000	Merged-chr1-66897217-4
NR897--MA0742.1.Klf12	chr1	66878637	66878651	+	0.000	0.000	Merged-chr1-66878572-10
NR31799--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR26915--MA0741.1.KLF16	chr17	34127649	34127659	+	0.000	0.000	Merged-chr17-34127670-6
NR11224--MA0741.1.KLF16	chr11	98925115	98925125	-	0.000	0.000	Merged-chr11-98925291-3
NR49005--MA0741.1.KLF16	chr5	134175899	134175909	+	0.000	0.000	Merged-chr5-134175740-2
NR16188--MA0742.1.Klf12	chr13	51781679	51781693	+	0.000	0.000	Merged-chr13-51781746-17
NR11249--MA0039.3.KLF4	chr11	99012469	99012479	-	0.000	0.000	Merged-chr11-99012536-12
NR3121--MA0039.3.KLF4	chr1	166429125	166429135	-	0.000	0.000	Merged-chr1-166429186-23
NR32894--MA0742.1.Klf12	chr2	25148102	25148116	+	0.000	0.000	Merged-chr2-25148103-14
NR48425--MA0742.1.Klf12	chr5	121100545	121100559	+	0.000	0.000	Merged-chr5-121100615-3
NR4549--MA0741.1.KLF16	chr10	8370348	8370358	+	0.000	0.000	Merged-chr10-8370203-10
NR1511--MA0493.1.Klf1	chr1	97613886	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR63397--MA0039.3.KLF4	chr9	70371753	70371763	+	0.000	0.000	Merged-chr9-70371820-9
NR65223--MA0039.3.KLF4	chr9	118863768	118863778	-	0.000	0.000	Merged-chr9-118863800-9
NR4548--MA0493.1.Klf1	chr10	8370347	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR10495--MA0742.1.Klf12	chr11	83637042	83637056	-	0.000	0.000	Merged-chr11-83637048-8
NR10635--MA0493.1.Klf1	chr11	87808382	87808392	+	0.000	0.000	Merged-chr11-87808482-18
NR43328--MA1107.1.KLF9	chr4	120053616	120053628	-	0.000	0.000	Merged-chr4-120053646-59
NR19558--MA0599.1.KLF5	chr14	69774965	69774974	-	0.000	0.000	Merged-chr14-69774788-96
NR19897--MA1107.1.KLF9	chr14	86744695	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR61246--MA0599.1.KLF5	chr8	122765126	122765135	+	0.000	0.000	Merged-chr8-122764980-5
NR17603--MA0741.1.KLF16	chr13	104937963	104937973	-	0.000	0.000	Merged-chr13-104937983-19
NR53852--MA0599.1.KLF5	chr6	145135523	145135532	+	0.000	0.000	Merged-chr6-145135361-11
NR19656--MA0493.1.Klf1	chr14	74797406	74797416	+	0.000	0.000	Merged-chr14-74797519-9
NR47921--MA0493.1.Klf1	chr5	112311048	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR17610--MA1107.1.KLF9	chr13	104937968	104937980	-	0.000	0.000	Merged-chr13-104937983-19
NR23735--MA0741.1.KLF16	chr16	11448976	11448986	+	0.000	0.000	Merged-chr16-11448842-30
NR6521--MA0039.3.KLF4	chr10	83336548	83336558	-	0.000	0.000	Merged-chr10-83336542-10
NR19896--MA0741.1.KLF16	chr14	86744696	86744706	-	0.000	0.000	Merged-chr14-86744622-36
NR32897--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR29--MA1107.1.KLF9	chr1	7206452	7206464	+	0.000	0.000	Merged-chr1-7206621-34
NR47468--MA0039.3.KLF4	chr5	100872341	100872351	-	0.000	0.000	Merged-chr5-100872198-32
NR43813--MA0599.1.KLF5	chr4	130017255	130017264	+	0.000	0.000	Merged-chr4-130017376-16
NR49563--MA1107.1.KLF9	chr5	139377551	139377563	-	0.000	0.000	Merged-chr5-139377554-24
NR32902--MA1107.1.KLF9	chr2	25148102	25148114	+	0.000	0.000	Merged-chr2-25148103-14
NR42928--MA1107.1.KLF9	chr4	107358048	107358060	+	0.000	0.000	Merged-chr4-107358068-17
NR5481--MA1107.1.KLF9	chr10	62247947	62247959	-	0.000	0.000	Merged-chr10-62247968-20
NR55804--MA0599.1.KLF5	chr7	64049101	64049110	-	0.000	0.000	Merged-chr7-64048843-48
NR47414--MA0742.1.Klf12	chr5	100485639	100485653	-	0.000	0.000	Merged-chr5-100485645-6
NR4598--MA0493.1.Klf1	chr10	12929046	12929056	+	0.000	0.000	Merged-chr10-12929241-10
NR43317--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR32907--MA1107.1.KLF9	chr2	25148131	25148143	+	0.000	0.000	Merged-chr2-25148103-14
NR11104--MA0599.1.KLF5	chr11	97546971	97546980	+	0.000	0.000	Merged-chr11-97547134-4
NR15468--MA0599.1.KLF5	chr13	17536550	17536559	+	0.000	0.000	Merged-chr13-17536592-6
NR58541--MA0599.1.KLF5	chr8	11107241	11107250	-	0.000	0.000	Merged-chr8-11107220-18
NR52577--MA0742.1.Klf12	chr6	119199104	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR13717--MA1107.1.KLF9	chr12	77077945	77077957	+	0.000	0.000	Merged-chr12-77077923-9
NR47418--MA0741.1.KLF16	chr5	100485642	100485652	-	0.000	0.000	Merged-chr5-100485645-6
NR50291--MA1107.1.KLF9	chr5	149594192	149594204	+	0.000	0.000	Merged-chr5-149594297-11
NR10932--MA0599.1.KLF5	chr11	94998327	94998336	-	0.000	0.000	Merged-chr11-94998178-21
NR11592--MA0599.1.KLF5	chr11	104310651	104310660	+	0.000	0.000	Merged-chr11-104310634-7
NR12855--MA0039.3.KLF4	chr12	16580528	16580538	-	0.000	0.000	Merged-chr12-16580677-15
NR55802--MA0741.1.KLF16	chr7	64048784	64048794	-	0.000	0.000	Merged-chr7-64048843-48
NR10933--MA0741.1.KLF16	chr11	94998326	94998336	-	0.000	0.000	Merged-chr11-94998178-21
NR17772--MA1107.1.KLF9	chr13	109239167	109239179	-	0.000	0.000	Merged-chr13-109239401-35
NR11168--MA0741.1.KLF16	chr11	98510400	98510410	+	0.000	0.000	Merged-chr11-98510270-21
NR17992--MA0493.1.Klf1	chr13	113556697	113556707	+	0.000	0.000	Merged-chr13-113556743-10
NR37064--MA0599.1.KLF5	chr2	168007363	168007372	+	0.000	0.000	Merged-chr2-168007422-8
NR4603--MA0493.1.Klf1	chr10	12929348	12929358	-	0.000	0.000	Merged-chr10-12929241-10
NR24631--MA0742.1.Klf12	chr16	55924231	55924245	+	0.000	0.000	Merged-chr16-55924140-18
NR49568--MA0741.1.KLF16	chr5	139377610	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR21711--MA1107.1.KLF9	chr15	76118013	76118025	-	0.000	0.000	Merged-chr15-76118130-3
NR30788--MA0741.1.KLF16	chr19	4943128	4943138	+	0.000	0.000	Merged-chr19-4942974-44
NR30383--MA0742.1.Klf12	chr18	80178394	80178408	+	0.000	0.000	Merged-chr18-80178605-23
NR15597--MA1107.1.KLF9	chr13	24515170	24515182	+	0.000	0.000	Merged-chr13-24515324-15
NR4401--MA1107.1.KLF9	chr1	193667606	193667618	-	0.000	0.000	Merged-chr1-193667733-1
NR8672--MA0599.1.KLF5	chr11	19890830	19890839	+	0.000	0.000	Merged-chr11-19890961-22
NR4602--MA0039.3.KLF4	chr10	12929335	12929345	+	0.000	0.000	Merged-chr10-12929241-10
NR31093--MA0493.1.Klf1	chr19	10497850	10497860	+	0.000	0.000	Merged-chr19-10497777-4
NR773--MA0742.1.Klf12	chr1	58953882	58953896	+	0.000	0.000	Merged-chr1-58953999-17
NR36758--MA0599.1.KLF5	chr2	164913586	164913595	-	0.000	0.000	Merged-chr2-164913622-30
NR11248--MA0599.1.KLF5	chr11	99012471	99012480	-	0.000	0.000	Merged-chr11-99012536-12
NR9995--MA0599.1.KLF5	chr11	70622674	70622683	+	0.000	0.000	Merged-chr11-70622499-26
NR11229--MA1107.1.KLF9	chr11	98925101	98925113	-	0.000	0.000	Merged-chr11-98925291-3
NR2527--MA0741.1.KLF16	chr1	151582187	151582197	+	0.000	0.000	Merged-chr1-151582085-10
NR19891--MA0740.1.KLF14	chr14	86744694	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR575--MA0039.3.KLF4	chr1	43478180	43478190	-	0.000	0.000	Merged-chr1-43478113-25
NR52590--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR30549--MA1107.1.KLF9	chr18	84159105	84159117	+	0.000	0.000	Merged-chr18-84159275-32
NR67038--MA1107.1.KLF9	chrX	169973431	169973443	+	0.000	0.000	Merged-chrX-169973362-71
NR62498--MA0493.1.Klf1	chr9	44582654	44582664	-	0.000	0.000	Merged-chr9-44582588-15
NR24637--MA0493.1.Klf1	chr16	55924231	55924241	+	0.000	0.000	Merged-chr16-55924140-18
NR51042--MA0493.1.Klf1	chr6	48693970	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR51177--MA0599.1.KLF5	chr6	52962441	52962450	-	0.000	0.000	Merged-chr6-52962536-54
NR64225--MA1107.1.KLF9	chr9	99699946	99699958	+	0.000	0.000	Merged-chr9-99699985-12
NR15596--MA0741.1.KLF16	chr13	24515171	24515181	+	0.000	0.000	Merged-chr13-24515324-15
NR65222--MA0599.1.KLF5	chr9	118863770	118863779	-	0.000	0.000	Merged-chr9-118863800-9
NR36755--MA0740.1.KLF14	chr2	164913583	164913596	-	0.000	0.000	Merged-chr2-164913622-30
NR26819--MA0740.1.KLF14	chr17	32492561	32492574	+	0.000	0.000	Merged-chr17-32492576-17
NR42786--MA1107.1.KLF9	chr4	101235194	101235206	+	0.000	0.000	Merged-chr4-101235092-24
NR11222--MA0741.1.KLF16	chr11	98925113	98925123	-	0.000	0.000	Merged-chr11-98925291-3
NR63015--MA0493.1.Klf1	chr9	61619052	61619062	+	0.000	0.000	Merged-chr9-61618943-7
NR28469--MA0599.1.KLF5	chr17	84032432	84032441	+	0.000	0.000	Merged-chr17-84032623-33
NR24629--MA0740.1.KLF14	chr16	55924231	55924244	+	0.000	0.000	Merged-chr16-55924140-18
NR14862--MA0493.1.Klf1	chr12	111855729	111855739	+	0.000	0.000	Merged-chr12-111855656-21
NR51557--MA0741.1.KLF16	chr6	72644737	72644747	+	0.000	0.000	Merged-chr6-72644677-18
NR24878--MA0039.3.KLF4	chr16	76422778	76422788	+	0.000	0.000	Merged-chr16-76422823-13
NR24247--MA0741.1.KLF16	chr16	32658896	32658906	+	0.000	0.000	Merged-chr16-32659000-27
NR47855--MA0742.1.Klf12	chr5	112239787	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR47417--MA0493.1.Klf1	chr5	100485643	100485653	-	0.000	0.000	Merged-chr5-100485645-6
NR42778--MA0493.1.Klf1	chr4	101235186	101235196	+	0.000	0.000	Merged-chr4-101235092-24
NR5837--MA0493.1.Klf1	chr10	77264471	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR61305--MA1107.1.KLF9	chr8	123341733	123341745	+	0.000	0.000	Merged-chr8-123341706-13
NR6520--MA0599.1.KLF5	chr10	83336550	83336559	-	0.000	0.000	Merged-chr10-83336542-10
NR1956--MA1107.1.KLF9	chr1	131000512	131000524	+	0.000	0.000	Merged-chr1-131000577-8
NR14634--MA0493.1.Klf1	chr12	107963068	107963078	+	0.000	0.000	Merged-chr12-107963174-17
NR32896--MA0599.1.KLF5	chr2	25148103	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR5354--MA0741.1.KLF16	chr10	60126053	60126063	-	0.000	0.000	Merged-chr10-60126055-19
NR11733--MA0742.1.Klf12	chr11	106588293	106588307	+	0.000	0.000	Merged-chr11-106588217-44
NR17594--MA1107.1.KLF9	chr13	104937905	104937917	+	0.000	0.000	Merged-chr13-104937983-19
NR47467--MA0599.1.KLF5	chr5	100872343	100872352	-	0.000	0.000	Merged-chr5-100872198-32
NR19892--MA0657.1.KLF13	chr14	86744691	86744708	-	0.000	0.000	Merged-chr14-86744622-36
NR11105--MA0741.1.KLF16	chr11	97546971	97546981	+	0.000	0.000	Merged-chr11-97547134-4
NR64145--MA1107.1.KLF9	chr9	96754665	96754677	-	0.000	0.000	Merged-chr9-96754558-43
NR43439--MA0599.1.KLF5	chr4	122826886	122826895	+	0.000	0.000	Merged-chr4-122826934-6
NR6837--MA1107.1.KLF9	chr10	95193991	95194003	-	0.000	0.000	Merged-chr10-95194130-23
NR1513--MA1107.1.KLF9	chr1	97613886	97613898	+	0.000	0.000	Merged-chr1-97613912-17
NR36756--MA0657.1.KLF13	chr2	164913580	164913597	-	0.000	0.000	Merged-chr2-164913622-30
NR60215--MA0039.3.KLF4	chr8	88592925	88592935	-	0.000	0.000	Merged-chr8-88592850-20
NR13014--MA0657.1.KLF13	chr12	25155524	25155541	-	0.000	0.000	Merged-chr12-25155613-40
NR13020--MA1107.1.KLF9	chr12	25155528	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR17600--MA0599.1.KLF5	chr13	104937972	104937981	-	0.000	0.000	Merged-chr13-104937983-19
NR56626--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR29559--MA0493.1.Klf1	chr18	53817618	53817628	+	0.000	0.000	Merged-chr18-53817599-8
NR32903--MA0742.1.Klf12	chr2	25148131	25148145	+	0.000	0.000	Merged-chr2-25148103-14
NR38754--MA1107.1.KLF9	chr3	87840992	87841004	+	0.000	0.000	Merged-chr3-87841057-16
NR65225--MA0741.1.KLF16	chr9	118863769	118863779	-	0.000	0.000	Merged-chr9-118863800-9
NR11938--MA0493.1.Klf1	chr11	110911214	110911224	+	0.000	0.000	Merged-chr11-110911126-2
NR47247--MA1107.1.KLF9	chr5	93115656	93115668	-	0.000	0.000	Merged-chr5-93115776-9
NR46870--MA0599.1.KLF5	chr5	73206407	73206416	-	0.000	0.000	Merged-chr5-73206518-35
NR32--MA0493.1.Klf1	chr1	7206767	7206777	+	0.000	0.000	Merged-chr1-7206621-34
NR55597--MA0741.1.KLF16	chr7	47095183	47095193	-	0.000	0.000	Merged-chr7-47095108-11
NR6869--MA1107.1.KLF9	chr10	96118230	96118242	-	0.000	0.000	Merged-chr10-96118246-10
NR854--MA0039.3.KLF4	chr1	62843377	62843387	+	0.000	0.000	Merged-chr1-62843391-6
NR58831--MA0741.1.KLF16	chr8	25578424	25578434	+	0.000	0.000	Merged-chr8-25578502-39
NR55596--MA0599.1.KLF5	chr7	47095181	47095190	-	0.000	0.000	Merged-chr7-47095108-11
NR17606--MA0741.1.KLF16	chr13	104937971	104937981	-	0.000	0.000	Merged-chr13-104937983-19
NR22996--MA0493.1.Klf1	chr15	98907988	98907998	+	0.000	0.000	Merged-chr15-98907951-8
NR47844--MA0599.1.KLF5	chr5	112239641	112239650	-	0.000	0.000	Merged-chr5-112239781-12
NR4601--MA0599.1.KLF5	chr10	12929353	12929362	-	0.000	0.000	Merged-chr10-12929241-10
NR19506--MA0740.1.KLF14	chr14	67951870	67951883	+	0.000	0.000	Merged-chr14-67951902-1
NR44443--MA0039.3.KLF4	chr4	138033650	138033660	-	0.000	0.000	Merged-chr4-138033707-13
NR53854--MA1107.1.KLF9	chr6	145135517	145135529	+	0.000	0.000	Merged-chr6-145135361-11
NR44135--MA0741.1.KLF16	chr4	134547500	134547510	-	0.000	0.000	Merged-chr4-134547498-8
NR22995--MA0039.3.KLF4	chr15	98907990	98908000	+	0.000	0.000	Merged-chr15-98907951-8
NR47861--MA1107.1.KLF9	chr5	112239789	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR52582--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
