#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR4885--MA0482.1.Gata4	chr3	145933903	145933913	+	0.000	0.000	Merged-chr3-145933993-23
NR6377--MA1104.1.GATA6	chr7	45374771	45374783	-	0.000	0.000	Merged-chr7-45374832-5
NR2637--MA0036.3.GATA2	chr15	82906891	82906901	-	0.000	0.000	Merged-chr15-82906941-10
NR6193--MA0766.1.GATA5	chr6	130419322	130419329	-	0.000	0.000	Merged-chr6-130419325-26
NR4298--MA0036.3.GATA2	chr2	136965555	136965565	+	0.000	0.000	Merged-chr2-136965495-19
NR5852--MA0036.3.GATA2	chr6	41141088	41141098	+	0.000	0.000	Merged-chr6-41141136-19
NR1177--MA0037.3.GATA3	chr11	68726939	68726946	-	0.000	0.000	Merged-chr11-68726851-12
NR1350--MA0036.3.GATA2	chr11	109822474	109822484	+	0.000	0.000	Merged-chr11-109822566-4
NR1621--MA0036.3.GATA2	chr12	98215673	98215683	-	0.000	0.000	Merged-chr12-98215762-18
NR1883--MA0766.1.GATA5	chr13	43485540	43485547	-	0.000	0.000	Merged-chr13-43485409-24
NR7503--MA0035.3.Gata1	chr9	115526272	115526282	-	0.000	0.000	Merged-chr9-115526484-32
NR7402--MA0036.3.GATA2	chr9	92314082	92314092	+	0.000	0.000	Merged-chr9-92314019-19
NR3880--MA0036.3.GATA2	chr2	26154175	26154185	-	0.000	0.000	Merged-chr2-26154226-16
NR4386--MA0036.3.GATA2	chr2	153211619	153211629	-	0.000	0.000	Merged-chr2-153211681-14
NR4115--MA0482.1.Gata4	chr2	102852289	102852299	-	0.000	0.000	Merged-chr2-102852175-26
NR6175--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR2215--MA0036.3.GATA2	chr14	14019692	14019702	-	0.000	0.000	Merged-chr14-14019640-26
NR4248--MA0035.3.Gata1	chr2	127923472	127923482	+	0.000	0.000	Merged-chr2-127923410-36
NR1788--MA0037.3.GATA3	chr13	12412202	12412209	+	0.000	0.000	Merged-chr13-12412239-11
NR1100--MA0766.1.GATA5	chr11	48928356	48928363	+	0.000	0.000	Merged-chr11-48928222-10
NR3917--MA0035.3.Gata1	chr2	38459800	38459810	+	0.000	0.000	Merged-chr2-38459798-8
NR3883--MA0140.2.GATA1::TAL1	chr2	26154166	26154183	-	0.000	0.000	Merged-chr2-26154226-16
NR4512--MA1104.1.GATA6	chr3	21939969	21939981	+	0.000	0.000	Merged-chr3-21939939-4
NR2733--MA0140.2.GATA1::TAL1	chr15	101339751	101339768	-	0.000	0.000	Merged-chr15-101339704-26
NR589--MA0482.1.Gata4	chr1	193198413	193198423	+	0.000	0.000	Merged-chr1-193198474-9
NR4779--MA0036.3.GATA2	chr3	132886774	132886784	+	0.000	0.000	Merged-chr3-132886809-16
NR7046--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR5857--MA0036.3.GATA2	chr6	41163688	41163698	-	0.000	0.000	Merged-chr6-41163628-13
NR102--MA0037.3.GATA3	chr1	69496220	69496227	+	0.000	0.000	Merged-chr1-69496310-11
NR4118--MA0035.3.Gata1	chr2	102852290	102852300	-	0.000	0.000	Merged-chr2-102852175-26
NR3217--MA0140.2.GATA1::TAL1	chr17	52484077	52484094	-	0.000	0.000	Merged-chr17-52484066-25
NR2226--MA1104.1.GATA6	chr14	15770133	15770145	+	0.000	0.000	Merged-chr14-15770075-60
NR4886--MA1104.1.GATA6	chr3	145933901	145933913	-	0.000	0.000	Merged-chr3-145933993-23
NR408--MA0140.2.GATA1::TAL1	chr1	162734526	162734543	+	0.000	0.000	Merged-chr1-162734445-9
NR4809--MA1104.1.GATA6	chr3	136531891	136531903	-	0.000	0.000	Merged-chr3-136531691-41
NR7551--MA0035.3.Gata1	chr9	121059649	121059659	+	0.000	0.000	Merged-chr9-121059635-6
NR3320--MA0035.3.Gata1	chr17	85981995	85982005	+	0.000	0.000	Merged-chr17-85982062-9
NR4197--MA0482.1.Gata4	chr2	118159738	118159748	-	0.000	0.000	Merged-chr2-118159783-1
NR1791--MA0036.3.GATA2	chr13	12412200	12412210	-	0.000	0.000	Merged-chr13-12412239-11
NR2553--MA1104.1.GATA6	chr15	52570469	52570481	-	0.000	0.000	Merged-chr15-52570490-21
NR713--MA0037.3.GATA3	chr10	59392117	59392124	-	0.000	0.000	Merged-chr10-59392092-23
NR5669--MA0140.2.GATA1::TAL1	chr5	107759258	107759275	-	0.000	0.000	Merged-chr5-107759301-16
NR3975--MA0482.1.Gata4	chr2	65135717	65135727	-	0.000	0.000	Merged-chr2-65135725-7
NR7673--MA0035.3.Gata1	chrX	160496686	160496696	+	0.000	0.000	Merged-chrX-160496581-5
NR1881--MA0482.1.Gata4	chr13	43485436	43485446	+	0.000	0.000	Merged-chr13-43485409-24
NR7399--MA0037.3.GATA3	chr9	92314083	92314090	-	0.000	0.000	Merged-chr9-92314019-19
NR1942--MA0766.1.GATA5	chr13	73505476	73505483	+	0.000	0.000	Merged-chr13-73505560-1
NR6178--MA1104.1.GATA6	chr6	130136664	130136676	-	0.000	0.000	Merged-chr6-130136655-31
NR7301--MA0482.1.Gata4	chr9	64779818	64779828	-	0.000	0.000	Merged-chr9-64779927-39
NR3346--MA0035.3.Gata1	chr18	13016560	13016570	+	0.000	0.000	Merged-chr18-13016580-10
NR1836--MA0036.3.GATA2	chr13	31902801	31902811	+	0.000	0.000	Merged-chr13-31902870-3
NR7614--MA0766.1.GATA5	chrX	77640427	77640434	-	0.000	0.000	Merged-chrX-77640531-25
NR4116--MA1104.1.GATA6	chr2	102852289	102852301	+	0.000	0.000	Merged-chr2-102852175-26
NR651--MA0766.1.GATA5	chr10	24593122	24593129	-	0.000	0.000	Merged-chr10-24593223-5
NR1260--MA0036.3.GATA2	chr11	97810619	97810629	+	0.000	0.000	Merged-chr11-97810529-18
NR6319--MA1104.1.GATA6	chr7	24407233	24407245	-	0.000	0.000	Merged-chr7-24407263-37
NR7304--MA0035.3.Gata1	chr9	64779819	64779829	-	0.000	0.000	Merged-chr9-64779927-39
NR6183--MA0482.1.Gata4	chr6	130312045	130312055	+	0.000	0.000	Merged-chr6-130312055-26
NR338--MA1104.1.GATA6	chr1	152037751	152037763	+	0.000	0.000	Merged-chr1-152037701-1
NR1764--MA0482.1.Gata4	chr12	118439071	118439081	-	0.000	0.000	Merged-chr12-118439012-3
NR6633--MA0037.3.GATA3	chr7	114616936	114616943	+	0.000	0.000	Merged-chr7-114616980-17
NR1939--MA0482.1.Gata4	chr13	73505473	73505483	-	0.000	0.000	Merged-chr13-73505560-1
NR1044--MA0766.1.GATA5	chr11	21105545	21105552	-	0.000	0.000	Merged-chr11-21105658-1
NR1315--MA0766.1.GATA5	chr11	105946775	105946782	-	0.000	0.000	Merged-chr11-105946795-5
NR3723--MA0766.1.GATA5	chr19	40477468	40477475	+	0.000	0.000	Merged-chr19-40477377-1
NR5655--MA0766.1.GATA5	chr5	105192811	105192818	-	0.000	0.000	Merged-chr5-105192735-25
NR4801--MA0766.1.GATA5	chr3	135590667	135590674	+	0.000	0.000	Merged-chr3-135590750-10
NR1101--MA0035.3.Gata1	chr11	48928354	48928364	-	0.000	0.000	Merged-chr11-48928222-10
NR1809--MA0482.1.Gata4	chr13	19272882	19272892	+	0.000	0.000	Merged-chr13-19272899-14
NR5135--MA0036.3.GATA2	chr4	89400518	89400528	-	0.000	0.000	Merged-chr4-89400416-12
NR3976--MA1104.1.GATA6	chr2	65135717	65135729	+	0.000	0.000	Merged-chr2-65135725-7
NR6188--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR5270--MA0140.2.GATA1::TAL1	chr4	133058065	133058082	+	0.000	0.000	Merged-chr4-133057911-45
NR1829--MA0140.2.GATA1::TAL1	chr13	24230988	24231005	+	0.000	0.000	Merged-chr13-24231017-39
NR7302--MA1104.1.GATA6	chr9	64779818	64779830	+	0.000	0.000	Merged-chr9-64779927-39
NR1416--MA0766.1.GATA5	chr12	25270024	25270031	+	0.000	0.000	Merged-chr12-25270049-10
NR7298--MA0036.3.GATA2	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR3067--MA0036.3.GATA2	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR5704--MA0035.3.Gata1	chr5	115313584	115313594	+	0.000	0.000	Merged-chr5-115313738-19
NR4631--MA0766.1.GATA5	chr3	84826241	84826248	-	0.000	0.000	Merged-chr3-84826191-13
NR1360--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR2701--MA0140.2.GATA1::TAL1	chr15	94452970	94452987	+	0.000	0.000	Merged-chr15-94453103-20
NR4305--MA0037.3.GATA3	chr2	144198964	144198971	+	0.000	0.000	Merged-chr2-144198804-26
NR5759--MA0036.3.GATA2	chr5	137170916	137170926	-	0.000	0.000	Merged-chr5-137171021-10
NR6184--MA1104.1.GATA6	chr6	130312043	130312055	-	0.000	0.000	Merged-chr6-130312055-26
NR1765--MA1104.1.GATA6	chr12	118439071	118439083	+	0.000	0.000	Merged-chr12-118439012-3
NR5141--MA0035.3.Gata1	chr4	95068327	95068337	-	0.000	0.000	Merged-chr4-95068269-28
NR1756--MA0766.1.GATA5	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR7615--MA0035.3.Gata1	chrX	77640426	77640436	+	0.000	0.000	Merged-chrX-77640531-25
NR4884--MA0037.3.GATA3	chr3	145933903	145933910	-	0.000	0.000	Merged-chr3-145933993-23
NR7048--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR652--MA0035.3.Gata1	chr10	24593121	24593131	+	0.000	0.000	Merged-chr10-24593223-5
NR2237--MA0037.3.GATA3	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR6994--MA0035.3.Gata1	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR1042--MA0482.1.Gata4	chr11	21105545	21105555	+	0.000	0.000	Merged-chr11-21105658-1
NR7014--MA0766.1.GATA5	chr8	114879816	114879823	+	0.000	0.000	Merged-chr8-114879936-19
NR5847--MA0036.3.GATA2	chr6	39284044	39284054	-	0.000	0.000	Merged-chr6-39284001-16
NR931--MA0036.3.GATA2	chr10	117969929	117969939	-	0.000	0.000	Merged-chr10-117970017-9
NR1626--MA0766.1.GATA5	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR5433--MA0036.3.GATA2	chr5	29901929	29901939	+	0.000	0.000	Merged-chr5-29901920-39
NR4974--MA0036.3.GATA2	chr4	8518192	8518202	-	0.000	0.000	Merged-chr4-8518225-4
NR835--MA0036.3.GATA2	chr10	96391847	96391857	-	0.000	0.000	Merged-chr10-96391802-8
NR1964--MA0140.2.GATA1::TAL1	chr13	76304120	76304137	+	0.000	0.000	Merged-chr13-76304055-1
NR3001--MA0766.1.GATA5	chr16	92764920	92764927	+	0.000	0.000	Merged-chr16-92765010-8
NR1045--MA0035.3.Gata1	chr11	21105544	21105554	+	0.000	0.000	Merged-chr11-21105658-1
NR3367--MA0482.1.Gata4	chr18	34783894	34783904	-	0.000	0.000	Merged-chr18-34783714-45
NR5854--MA0140.2.GATA1::TAL1	chr6	41141090	41141107	+	0.000	0.000	Merged-chr6-41141136-19
NR792--MA0766.1.GATA5	chr10	83733969	83733976	-	0.000	0.000	Merged-chr10-83733897-13
NR5656--MA0035.3.Gata1	chr5	105192810	105192820	+	0.000	0.000	Merged-chr5-105192735-25
NR5294--MA0766.1.GATA5	chr4	145263891	145263898	+	0.000	0.000	Merged-chr4-145263821-10
NR5884--MA0482.1.Gata4	chr6	54991440	54991450	+	0.000	0.000	Merged-chr6-54991459-9
NR7031--MA0035.3.Gata1	chr8	116526174	116526184	-	0.000	0.000	Merged-chr8-116526092-12
NR3856--MA0482.1.Gata4	chr2	19628498	19628508	+	0.000	0.000	Merged-chr2-19628399-27
NR4810--MA0036.3.GATA2	chr3	136531892	136531902	+	0.000	0.000	Merged-chr3-136531691-41
NR6962--MA0482.1.Gata4	chr8	94969659	94969669	+	0.000	0.000	Merged-chr8-94969690-1
NR3508--MA0482.1.Gata4	chr18	73765132	73765142	+	0.000	0.000	Merged-chr18-73765273-28
NR1347--MA0766.1.GATA5	chr11	109694158	109694165	+	0.000	0.000	Merged-chr11-109694201-12
NR7638--MA0766.1.GATA5	chrX	107088384	107088391	-	0.000	0.000	Merged-chrX-107088422-23
NR1882--MA0140.2.GATA1::TAL1	chr13	43485437	43485454	+	0.000	0.000	Merged-chr13-43485409-24
NR7400--MA0482.1.Gata4	chr9	92314083	92314093	+	0.000	0.000	Merged-chr9-92314019-19
NR4780--MA0766.1.GATA5	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR1417--MA0035.3.Gata1	chr12	25270022	25270032	-	0.000	0.000	Merged-chr12-25270049-10
NR3349--MA0035.3.Gata1	chr18	14374802	14374812	+	0.000	0.000	Merged-chr18-14374933-6
NR2808--MA0036.3.GATA2	chr16	24527150	24527160	-	0.000	0.000	Merged-chr16-24527284-22
NR4106--MA0037.3.GATA3	chr2	102812794	102812801	+	0.000	0.000	Merged-chr2-102812992-26
NR7065--MA0036.3.GATA2	chr8	122712102	122712112	+	0.000	0.000	Merged-chr8-122712057-14
NR4632--MA0035.3.Gata1	chr3	84826240	84826250	+	0.000	0.000	Merged-chr3-84826191-13
NR3214--MA0036.3.GATA2	chr17	52484086	52484096	-	0.000	0.000	Merged-chr17-52484066-25
NR3686--MA0482.1.Gata4	chr19	31321986	31321996	-	0.000	0.000	Merged-chr19-31321995-11
NR5417--MA0036.3.GATA2	chr5	24505728	24505738	+	0.000	0.000	Merged-chr5-24505685-17
NR3176--MA0482.1.Gata4	chr17	44893784	44893794	-	0.000	0.000	Merged-chr17-44893726-24
NR3974--MA0037.3.GATA3	chr2	65135720	65135727	+	0.000	0.000	Merged-chr2-65135725-7
NR5855--MA0482.1.Gata4	chr6	41163687	41163697	-	0.000	0.000	Merged-chr6-41163628-13
NR7044--MA0036.3.GATA2	chr8	117278453	117278463	+	0.000	0.000	Merged-chr8-117278352-17
NR2625--MA0036.3.GATA2	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR2702--MA0482.1.Gata4	chr15	94453055	94453065	+	0.000	0.000	Merged-chr15-94453103-20
NR182--MA0035.3.Gata1	chr1	86048457	86048467	-	0.000	0.000	Merged-chr1-86048437-13
NR3689--MA0035.3.Gata1	chr19	31321987	31321997	-	0.000	0.000	Merged-chr19-31321995-11
NR6280--MA0036.3.GATA2	chr6	147541108	147541118	+	0.000	0.000	Merged-chr6-147541192-10
NR2241--MA0140.2.GATA1::TAL1	chr14	27236657	27236674	-	0.000	0.000	Merged-chr14-27236582-4
NR7015--MA0035.3.Gata1	chr8	114879814	114879824	-	0.000	0.000	Merged-chr8-114879936-19
