#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR7059--MA0035.3.Gata1	chr7	127293655	127293665	+	0.000	0.000	Merged-chr7-127293782-25
NR7976--MA0037.3.GATA3	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR529--MA0035.3.Gata1	chr1	170867890	170867900	-	0.000	0.000	Merged-chr1-170867765-57
NR5882--MA0037.3.GATA3	chr5	63768124	63768131	-	0.000	0.000	Merged-chr5-63767981-25
NR1380--MA0037.3.GATA3	chr11	108248586	108248593	-	0.000	0.000	Merged-chr11-108248558-56
NR6561--MA0036.3.GATA2	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR3327--MA0482.1.Gata4	chr17	3246827	3246837	-	0.000	0.000	Merged-chr17-3246798-10
NR3235--MA1104.1.GATA6	chr16	76337178	76337190	+	0.000	0.000	Merged-chr16-76337291-62
NR2202--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR3822--MA0036.3.GATA2	chr18	79303777	79303787	+	0.000	0.000	Merged-chr18-79303705-44
NR2478--MA0035.3.Gata1	chr14	61853657	61853667	+	0.000	0.000	Merged-chr14-61853631-6
NR4976--MA0140.2.GATA1::TAL1	chr3	95028764	95028781	+	0.000	0.000	Merged-chr3-95028827-26
NR2091--MA1104.1.GATA6	chr13	95697070	95697082	-	0.000	0.000	Merged-chr13-95697036-46
NR7575--MA1104.1.GATA6	chr9	45945095	45945107	+	0.000	0.000	Merged-chr9-45945206-63
NR7099--MA1104.1.GATA6	chr7	142967346	142967358	+	0.000	0.000	Merged-chr7-142967366-1
NR3073--MA1104.1.GATA6	chr16	45093368	45093380	+	0.000	0.000	Merged-chr16-45093384-16
NR5643--MA0037.3.GATA3	chr4	145361256	145361263	+	0.000	0.000	Merged-chr4-145361226-45
NR4657--MA0482.1.Gata4	chr2	153525960	153525970	+	0.000	0.000	Merged-chr2-153526092-26
NR4836--MA1104.1.GATA6	chr3	37483948	37483960	+	0.000	0.000	Merged-chr3-37484009-38
NR3298--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR4971--MA0482.1.Gata4	chr3	93550240	93550250	+	0.000	0.000	Merged-chr3-93550146-53
NR5720--MA0036.3.GATA2	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR3719--MA0140.2.GATA1::TAL1	chr18	50066167	50066184	-	0.000	0.000	Merged-chr18-50066137-40
NR2806--MA0140.2.GATA1::TAL1	chr15	64067711	64067728	+	0.000	0.000	Merged-chr15-64067738-34
NR3954--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR659--MA0036.3.GATA2	chr10	12993574	12993584	+	0.000	0.000	Merged-chr10-12993694-35
NR2205--MA0035.3.Gata1	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR2104--MA0036.3.GATA2	chr13	100201825	100201835	+	0.000	0.000	Merged-chr13-100202015-43
NR988--MA0482.1.Gata4	chr10	117377580	117377590	+	0.000	0.000	Merged-chr10-117377577-5
NR4113--MA0482.1.Gata4	chr2	31180408	31180418	-	0.000	0.000	Merged-chr2-31180309-64
NR2341--MA1104.1.GATA6	chr14	31401014	31401026	+	0.000	0.000	Merged-chr14-31401139-16
NR5003--MA1104.1.GATA6	chr3	106487614	106487626	-	0.000	0.000	Merged-chr3-106487613-5
NR1167--MA1104.1.GATA6	chr11	51760530	51760542	+	0.000	0.000	Merged-chr11-51760433-27
NR6311--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR6773--MA0482.1.Gata4	chr7	25296998	25297008	+	0.000	0.000	Merged-chr7-25297148-3
NR4416--MA0036.3.GATA2	chr2	104763428	104763438	-	0.000	0.000	Merged-chr2-104763396-33
NR6087--MA0766.1.GATA5	chr5	124022517	124022524	-	0.000	0.000	Merged-chr5-124022476-27
NR386--MA1104.1.GATA6	chr1	139009691	139009703	-	0.000	0.000	Merged-chr1-139009798-23
NR439--MA0140.2.GATA1::TAL1	chr1	155558225	155558242	+	0.000	0.000	Merged-chr1-155558323-75
NR2973--MA1104.1.GATA6	chr16	10676896	10676908	+	0.000	0.000	Merged-chr16-10676780-15
NR6829--MA0035.3.Gata1	chr7	44496629	44496639	+	0.000	0.000	Merged-chr7-44496496-71
NR7567--MA1104.1.GATA6	chr9	44772868	44772880	+	0.000	0.000	Merged-chr9-44772887-60
NR1818--MA0037.3.GATA3	chr12	116177228	116177235	-	0.000	0.000	Merged-chr12-116177118-24
NR2303--MA0482.1.Gata4	chr14	25857535	25857545	+	0.000	0.000	Merged-chr14-25857742-93
NR5221--MA0037.3.GATA3	chr3	146699130	146699137	-	0.000	0.000	Merged-chr3-146699153-10
NR3595--MA0140.2.GATA1::TAL1	chr17	84306375	84306392	+	0.000	0.000	Merged-chr17-84306486-55
NR2436--MA0035.3.Gata1	chr14	54227577	54227587	-	0.000	0.000	Merged-chr14-54227788-83
NR6524--MA0035.3.Gata1	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR7057--MA1104.1.GATA6	chr7	127293654	127293666	-	0.000	0.000	Merged-chr7-127293782-25
NR1242--MA0037.3.GATA3	chr11	70265525	70265532	-	0.000	0.000	Merged-chr11-70265494-15
NR434--MA0035.3.Gata1	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR5964--MA0036.3.GATA2	chr5	92375116	92375126	+	0.000	0.000	Merged-chr5-92374946-3
NR1733--MA0036.3.GATA2	chr12	102350998	102351008	+	0.000	0.000	Merged-chr12-102350976-38
NR984--MA1104.1.GATA6	chr10	117377486	117377498	-	0.000	0.000	Merged-chr10-117377577-5
NR7753--MA0036.3.GATA2	chr9	94614100	94614110	+	0.000	0.000	Merged-chr9-94614117-31
NR6931--MA0037.3.GATA3	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR474--MA1104.1.GATA6	chr1	161794944	161794956	-	0.000	0.000	Merged-chr1-161794797-65
NR3370--MA0766.1.GATA5	chr17	12165548	12165555	-	0.000	0.000	Merged-chr17-12165459-54
NR4352--MA0766.1.GATA5	chr2	85246761	85246768	-	0.000	0.000	Merged-chr2-85246695-45
NR2457--MA0036.3.GATA2	chr14	59943444	59943454	+	0.000	0.000	Merged-chr14-59943344-19
NR2415--MA0035.3.Gata1	chr14	53132506	53132516	+	0.000	0.000	Merged-chr14-53132661-29
NR1603--MA0036.3.GATA2	chr12	76527617	76527627	-	0.000	0.000	Merged-chr12-76527633-28
NR5518--MA0037.3.GATA3	chr4	101586047	101586054	+	0.000	0.000	Merged-chr4-101585990-74
NR5315--MA0140.2.GATA1::TAL1	chr4	11721581	11721598	-	0.000	0.000	Merged-chr4-11721470-80
NR4246--MA0036.3.GATA2	chr2	62352185	62352195	+	0.000	0.000	Merged-chr2-62352277-29
NR7926--MA0037.3.GATA3	chrX	9202158	9202165	-	0.000	0.000	Merged-chrX-9202139-21
NR4052--MA0482.1.Gata4	chr2	13718859	13718869	+	0.000	0.000	Merged-chr2-13718816-55
NR1813--MA0035.3.Gata1	chr12	115158964	115158974	-	0.000	0.000	Merged-chr12-115158919-2
NR117--MA0766.1.GATA5	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR6664--MA0766.1.GATA5	chr6	142823508	142823515	+	0.000	0.000	Merged-chr6-142823375-40
NR3328--MA1104.1.GATA6	chr17	3246827	3246839	+	0.000	0.000	Merged-chr17-3246798-10
NR8021--MA0035.3.Gata1	chrX	167233408	167233418	+	0.000	0.000	Merged-chrX-167233516-43
NR5166--MA0140.2.GATA1::TAL1	chr3	139024643	139024660	+	0.000	0.000	Merged-chr3-139024771-15
NR2203--MA1104.1.GATA6	chr13	113023932	113023944	-	0.000	0.000	Merged-chr13-113023939-34
NR3644--MA0036.3.GATA2	chr18	20970243	20970253	-	0.000	0.000	Merged-chr18-20970303-31
NR707--MA0482.1.Gata4	chr10	24291718	24291728	-	0.000	0.000	Merged-chr10-24291757-17
NR2157--MA0035.3.Gata1	chr13	106836444	106836454	+	0.000	0.000	Merged-chr13-106836459-51
NR1821--MA0036.3.GATA2	chr12	116177227	116177237	+	0.000	0.000	Merged-chr12-116177118-24
NR6093--MA0482.1.Gata4	chr5	134932304	134932314	+	0.000	0.000	Merged-chr5-134932473-29
NR197--MA0036.3.GATA2	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR915--MA0140.2.GATA1::TAL1	chr10	96015944	96015961	-	0.000	0.000	Merged-chr10-96015913-48
NR6144--MA0036.3.GATA2	chr5	147063477	147063487	+	0.000	0.000	Merged-chr5-147063758-85
NR7036--MA0140.2.GATA1::TAL1	chr7	121641348	121641365	-	0.000	0.000	Merged-chr7-121641450-48
NR6497--MA0035.3.Gata1	chr6	122557163	122557173	+	0.000	0.000	Merged-chr6-122557216-31
NR2656--MA0482.1.Gata4	chr14	121423096	121423106	-	0.000	0.000	Merged-chr14-121422910-45
NR678--MA0035.3.Gata1	chr10	14326189	14326199	-	0.000	0.000	Merged-chr10-14326395-38
NR766--MA0140.2.GATA1::TAL1	chr10	53346833	53346850	+	0.000	0.000	Merged-chr10-53346835-25
NR4972--MA1104.1.GATA6	chr3	93550238	93550250	-	0.000	0.000	Merged-chr3-93550146-53
NR5813--MA0036.3.GATA2	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR8010--MA0482.1.Gata4	chrX	153375288	153375298	+	0.000	0.000	Merged-chrX-153375365-26
NR7634--MA0037.3.GATA3	chr9	62421170	62421177	+	0.000	0.000	Merged-chr9-62421317-30
NR2417--MA0482.1.Gata4	chr14	53132798	53132808	+	0.000	0.000	Merged-chr14-53132661-29
NR6372--MA0766.1.GATA5	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR6253--MA0140.2.GATA1::TAL1	chr6	50146580	50146597	-	0.000	0.000	Merged-chr6-50146420-23
NR3724--MA0035.3.Gata1	chr18	55293050	55293060	+	0.000	0.000	Merged-chr18-55293214-19
NR989--MA1104.1.GATA6	chr10	117377578	117377590	-	0.000	0.000	Merged-chr10-117377577-5
NR6096--MA0035.3.Gata1	chr5	135545445	135545455	+	0.000	0.000	Merged-chr5-135545364-67
NR6367--MA0035.3.Gata1	chr6	88189800	88189810	-	0.000	0.000	Merged-chr6-88189765-31
NR6210--MA0140.2.GATA1::TAL1	chr6	30357898	30357915	-	0.000	0.000	Merged-chr6-30357923-25
NR7197--MA0482.1.Gata4	chr8	33898107	33898117	-	0.000	0.000	Merged-chr8-33898095-27
NR6266--MA0036.3.GATA2	chr6	55511845	55511855	+	0.000	0.000	Merged-chr6-55511868-6
NR1781--MA0036.3.GATA2	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR524--MA0482.1.Gata4	chr1	170853677	170853687	-	0.000	0.000	Merged-chr1-170853758-47
NR432--MA1104.1.GATA6	chr1	153141156	153141168	-	0.000	0.000	Merged-chr1-153140977-54
NR6774--MA1104.1.GATA6	chr7	25296996	25297008	-	0.000	0.000	Merged-chr7-25297148-3
NR8013--MA0035.3.Gata1	chrX	153375287	153375297	+	0.000	0.000	Merged-chrX-153375365-26
NR7389--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR2923--MA1104.1.GATA6	chr15	101388143	101388155	-	0.000	0.000	Merged-chr15-101388154-52
NR2539--MA0482.1.Gata4	chr14	78687948	78687958	+	0.000	0.000	Merged-chr14-78687892-42
NR189--MA0036.3.GATA2	chr1	85794295	85794305	-	0.000	0.000	Merged-chr1-85794071-131
NR2304--MA1104.1.GATA6	chr14	25857533	25857545	-	0.000	0.000	Merged-chr14-25857742-93
NR537--MA0482.1.Gata4	chr1	171643757	171643767	+	0.000	0.000	Merged-chr1-171643793-46
NR3070--MA0766.1.GATA5	chr16	45025480	45025487	+	0.000	0.000	Merged-chr16-45025536-40
NR5218--MA1104.1.GATA6	chr3	145951397	145951409	+	0.000	0.000	Merged-chr3-145951501-19
NR4979--MA0036.3.GATA2	chr3	95666282	95666292	+	0.000	0.000	Merged-chr3-95666288-23
NR3955--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR527--MA0035.3.Gata1	chr1	170853678	170853688	-	0.000	0.000	Merged-chr1-170853758-47
NR7769--MA0037.3.GATA3	chr9	97068914	97068921	-	0.000	0.000	Merged-chr9-97068935-38
NR4318--MA0035.3.Gata1	chr2	80315536	80315546	+	0.000	0.000	Merged-chr2-80315576-77
NR6369--MA0482.1.Gata4	chr6	91125077	91125087	-	0.000	0.000	Merged-chr6-91125010-35
NR2789--MA0036.3.GATA2	chr15	52900013	52900023	-	0.000	0.000	Merged-chr15-52899831-78
NR6107--MA0035.3.Gata1	chr5	140151348	140151358	-	0.000	0.000	Merged-chr5-140151320-8
NR7512--MA0140.2.GATA1::TAL1	chr9	31217839	31217856	+	0.000	0.000	Merged-chr9-31217851-21
NR1920--MA1104.1.GATA6	chr13	41447156	41447168	-	0.000	0.000	Merged-chr13-41447189-7
NR4798--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR6088--MA0035.3.Gata1	chr5	124022516	124022526	+	0.000	0.000	Merged-chr5-124022476-27
NR2128--MA0035.3.Gata1	chr13	102598332	102598342	+	0.000	0.000	Merged-chr13-102598245-27
NR4265--MA0035.3.Gata1	chr2	66120350	66120360	-	0.000	0.000	Merged-chr2-66120274-20
NR7573--MA0037.3.GATA3	chr9	45945098	45945105	+	0.000	0.000	Merged-chr9-45945206-63
NR3976--MA0036.3.GATA2	chr19	32755815	32755825	-	0.000	0.000	Merged-chr19-32755999-1
NR6967--MA0482.1.Gata4	chr7	101504104	101504114	+	0.000	0.000	Merged-chr7-101503907-73
NR75--MA0037.3.GATA3	chr1	44101573	44101580	-	0.000	0.000	Merged-chr1-44101717-6
NR5901--MA0140.2.GATA1::TAL1	chr5	65832149	65832166	+	0.000	0.000	Merged-chr5-65832305-23
NR7978--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR1218--MA0037.3.GATA3	chr11	65806927	65806934	+	0.000	0.000	Merged-chr11-65807044-98
NR708--MA1104.1.GATA6	chr10	24291718	24291730	+	0.000	0.000	Merged-chr10-24291757-17
NR3538--MA0140.2.GATA1::TAL1	chr17	71192188	71192205	-	0.000	0.000	Merged-chr17-71192022-46
NR7857--MA0140.2.GATA1::TAL1	chr9	107950907	107950924	+	0.000	0.000	Merged-chr9-107950952-46
NR6094--MA1104.1.GATA6	chr5	134932302	134932314	-	0.000	0.000	Merged-chr5-134932473-29
NR4111--MA0482.1.Gata4	chr2	31082841	31082851	-	0.000	0.000	Merged-chr2-31082849-41
NR5741--MA0766.1.GATA5	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR7392--MA0036.3.GATA2	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR5144--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR4039--MA0035.3.Gata1	chr2	11617066	11617076	+	0.000	0.000	Merged-chr2-11617013-39
NR2657--MA1104.1.GATA6	chr14	121423096	121423108	+	0.000	0.000	Merged-chr14-121422910-45
NR1752--MA0036.3.GATA2	chr12	107160238	107160248	-	0.000	0.000	Merged-chr12-107160431-72
NR1165--MA0037.3.GATA3	chr11	51760533	51760540	+	0.000	0.000	Merged-chr11-51760433-27
NR99--MA0140.2.GATA1::TAL1	chr1	64986382	64986399	+	0.000	0.000	Merged-chr1-64986300-23
NR8011--MA1104.1.GATA6	chrX	153375286	153375298	-	0.000	0.000	Merged-chrX-153375365-26
NR3371--MA0035.3.Gata1	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR4267--MA0482.1.Gata4	chr2	66185004	66185014	-	0.000	0.000	Merged-chr2-66184903-51
NR384--MA0037.3.GATA3	chr1	139009693	139009700	-	0.000	0.000	Merged-chr1-139009798-23
NR2418--MA1104.1.GATA6	chr14	53132796	53132808	-	0.000	0.000	Merged-chr14-53132661-29
NR4299--MA0036.3.GATA2	chr2	76214463	76214473	-	0.000	0.000	Merged-chr2-76214615-2
NR4528--MA0035.3.Gata1	chr2	132512564	132512574	+	0.000	0.000	Merged-chr2-132512511-69
NR237--MA0482.1.Gata4	chr1	94035513	94035523	+	0.000	0.000	Merged-chr1-94035484-87
NR5853--MA0036.3.GATA2	chr5	51853847	51853857	-	0.000	0.000	Merged-chr5-51853758-22
NR4114--MA0035.3.Gata1	chr2	31180409	31180419	-	0.000	0.000	Merged-chr2-31180309-64
NR2256--MA1104.1.GATA6	chr14	10445398	10445410	-	0.000	0.000	Merged-chr14-10445443-9
NR6098--MA0766.1.GATA5	chr5	137747962	137747969	-	0.000	0.000	Merged-chr5-137747869-32
NR1903--MA0766.1.GATA5	chr13	30748316	30748323	+	0.000	0.000	Merged-chr13-30748527-182
NR7862--MA0482.1.Gata4	chr9	110448996	110449006	-	0.000	0.000	Merged-chr9-110449150-25
NR7770--MA1104.1.GATA6	chr9	97068912	97068924	-	0.000	0.000	Merged-chr9-97068935-38
NR525--MA1104.1.GATA6	chr1	170853677	170853689	+	0.000	0.000	Merged-chr1-170853758-47
NR5123--MA0037.3.GATA3	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR6197--MA0036.3.GATA2	chr6	15793427	15793437	-	0.000	0.000	Merged-chr6-15793359-107
NR1332--MA0482.1.Gata4	chr11	98783301	98783311	-	0.000	0.000	Merged-chr11-98783373-52
NR982--MA0037.3.GATA3	chr10	117377488	117377495	-	0.000	0.000	Merged-chr10-117377577-5
NR1221--MA0036.3.GATA2	chr11	65806925	65806935	-	0.000	0.000	Merged-chr11-65807044-98
NR538--MA1104.1.GATA6	chr1	171643755	171643767	-	0.000	0.000	Merged-chr1-171643793-46
NR4263--MA1104.1.GATA6	chr2	66120349	66120361	+	0.000	0.000	Merged-chr2-66120274-20
NR1574--MA0035.3.Gata1	chr12	69853655	69853665	-	0.000	0.000	Merged-chr12-69853558-20
NR3705--MA0766.1.GATA5	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR4878--MA0482.1.Gata4	chr3	60788288	60788298	+	0.000	0.000	Merged-chr3-60788099-46
NR6077--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR376--MA1104.1.GATA6	chr1	136636838	136636850	+	0.000	0.000	Merged-chr1-136637078-45
NR3294--MA0037.3.GATA3	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR7631--MA0766.1.GATA5	chr9	61707989	61707996	-	0.000	0.000	Merged-chr9-61708026-57
NR921--MA0035.3.Gata1	chr10	96421996	96422006	-	0.000	0.000	Merged-chr10-96421885-30
NR2317--MA0035.3.Gata1	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR1496--MA0766.1.GATA5	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR1137--MA0140.2.GATA1::TAL1	chr11	34506589	34506606	-	0.000	0.000	Merged-chr11-34506583-46
NR2274--MA0482.1.Gata4	chr14	16373109	16373119	+	0.000	0.000	Merged-chr14-16372999-30
NR5219--MA0140.2.GATA1::TAL1	chr3	145951389	145951406	-	0.000	0.000	Merged-chr3-145951501-19
NR3055--MA0037.3.GATA3	chr16	44766197	44766204	+	0.000	0.000	Merged-chr16-44766198-80
NR3971--MA0482.1.Gata4	chr19	32465412	32465422	+	0.000	0.000	Merged-chr19-32465460-36
NR4656--MA0037.3.GATA3	chr2	153525960	153525967	-	0.000	0.000	Merged-chr2-153526092-26
NR5540--MA0036.3.GATA2	chr4	109105445	109105455	-	0.000	0.000	Merged-chr4-109105447-43
NR5064--MA0036.3.GATA2	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR5335--MA0036.3.GATA2	chr4	33110181	33110191	+	0.000	0.000	Merged-chr4-33110299-20
NR3926--MA0036.3.GATA2	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR3732--MA0482.1.Gata4	chr18	60502493	60502503	+	0.000	0.000	Merged-chr18-60502470-34
NR3911--MA1104.1.GATA6	chr19	11540579	11540591	-	0.000	0.000	Merged-chr19-11540460-39
NR3071--MA0035.3.Gata1	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR6968--MA1104.1.GATA6	chr7	101504102	101504114	-	0.000	0.000	Merged-chr7-101503907-73
NR4970--MA0037.3.GATA3	chr3	93550240	93550247	-	0.000	0.000	Merged-chr3-93550146-53
NR3984--MA0482.1.Gata4	chr19	34640571	34640581	+	0.000	0.000	Merged-chr19-34640764-45
NR1956--MA0482.1.Gata4	chr13	51848823	51848833	+	0.000	0.000	Merged-chr13-51849013-24
NR7647--MA0036.3.GATA2	chr9	66295133	66295143	+	0.000	0.000	Merged-chr9-66295082-25
NR3974--MA0035.3.Gata1	chr19	32465411	32465421	+	0.000	0.000	Merged-chr19-32465460-36
NR1870--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR4112--MA1104.1.GATA6	chr2	31082841	31082853	+	0.000	0.000	Merged-chr2-31082849-41
NR3084--MA0035.3.Gata1	chr16	45261660	45261670	+	0.000	0.000	Merged-chr16-45261551-46
NR2428--MA0482.1.Gata4	chr14	54165205	54165215	-	0.000	0.000	Merged-chr14-54165125-24
NR6520--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR7300--MA0035.3.Gata1	chr8	83715200	83715210	-	0.000	0.000	Merged-chr8-83715259-53
NR4093--MA0037.3.GATA3	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR2439--MA0140.2.GATA1::TAL1	chr14	55392547	55392564	+	0.000	0.000	Merged-chr14-55392653-26
NR4268--MA1104.1.GATA6	chr2	66185004	66185016	+	0.000	0.000	Merged-chr2-66184903-51
NR6772--MA0037.3.GATA3	chr7	25297008	25297015	-	0.000	0.000	Merged-chr7-25297148-3
NR3429--MA0036.3.GATA2	chr17	32349203	32349213	-	0.000	0.000	Merged-chr17-32349293-10
NR3987--MA0035.3.Gata1	chr19	34640570	34640580	+	0.000	0.000	Merged-chr19-34640764-45
NR2812--MA0037.3.GATA3	chr15	66444010	66444017	-	0.000	0.000	Merged-chr15-66444135-3
NR2031--MA1104.1.GATA6	chr13	67332554	67332566	+	0.000	0.000	Merged-chr13-67332541-54
NR3820--MA0482.1.Gata4	chr18	79303778	79303788	+	0.000	0.000	Merged-chr18-79303705-44
NR238--MA1104.1.GATA6	chr1	94035511	94035523	-	0.000	0.000	Merged-chr1-94035484-87
NR1935--MA0482.1.Gata4	chr13	45850807	45850817	+	0.000	0.000	Merged-chr13-45850664-56
NR4055--MA0482.1.Gata4	chr2	13760571	13760581	-	0.000	0.000	Merged-chr2-13760550-51
NR7432--MA0482.1.Gata4	chr8	124520720	124520730	+	0.000	0.000	Merged-chr8-124520851-52
NR5481--MA0482.1.Gata4	chr4	88015483	88015493	+	0.000	0.000	Merged-chr4-88015608-45
NR3477--MA0035.3.Gata1	chr17	45686759	45686769	+	0.000	0.000	Merged-chr17-45686924-2
NR2302--MA0037.3.GATA3	chr14	25857535	25857542	-	0.000	0.000	Merged-chr14-25857742-93
NR7955--MA0482.1.Gata4	chrX	75032273	75032283	+	0.000	0.000	Merged-chrX-75032186-8
NR4097--MA0766.1.GATA5	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR3504--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR1333--MA1104.1.GATA6	chr11	98783301	98783313	+	0.000	0.000	Merged-chr11-98783373-52
NR1240--MA0035.3.Gata1	chr11	69991097	69991107	+	0.000	0.000	Merged-chr11-69991335-71
NR992--MA0482.1.Gata4	chr10	117452450	117452460	-	0.000	0.000	Merged-chr10-117452327-39
NR7445--MA0482.1.Gata4	chr8	127589470	127589480	+	0.000	0.000	Merged-chr8-127589399-43
NR1186--MA0036.3.GATA2	chr11	58171749	58171759	-	0.000	0.000	Merged-chr11-58171716-43
NR1457--MA0036.3.GATA2	chr12	15536116	15536126	+	0.000	0.000	Merged-chr12-15536023-13
NR1263--MA0482.1.Gata4	chr11	76484397	76484407	+	0.000	0.000	Merged-chr11-76484240-22
NR1053--MA0766.1.GATA5	chr11	6568134	6568141	-	0.000	0.000	Merged-chr11-6568162-40
NR7578--MA0035.3.Gata1	chr9	45945096	45945106	-	0.000	0.000	Merged-chr9-45945206-63
NR3466--MA0482.1.Gata4	chr17	44718328	44718338	-	0.000	0.000	Merged-chr17-44718379-50
NR3823--MA0035.3.Gata1	chr18	79303777	79303787	+	0.000	0.000	Merged-chr18-79303705-44
NR3190--MA0766.1.GATA5	chr16	58679050	58679057	+	0.000	0.000	Merged-chr16-58678885-20
NR4879--MA1104.1.GATA6	chr3	60788286	60788298	-	0.000	0.000	Merged-chr3-60788099-46
NR3103--MA0036.3.GATA2	chr16	49774802	49774812	+	0.000	0.000	Merged-chr16-49774880-113
NR7958--MA0035.3.Gata1	chrX	75032272	75032282	+	0.000	0.000	Merged-chrX-75032186-8
NR990--MA0036.3.GATA2	chr10	117377579	117377589	+	0.000	0.000	Merged-chr10-117377577-5
NR4882--MA0035.3.Gata1	chr3	60788287	60788297	+	0.000	0.000	Merged-chr3-60788099-46
NR1107--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR1481--MA0482.1.Gata4	chr12	32183055	32183065	+	0.000	0.000	Merged-chr12-32183013-17
NR6099--MA0035.3.Gata1	chr5	137747961	137747971	+	0.000	0.000	Merged-chr5-137747869-32
NR1726--MA1104.1.GATA6	chr12	102283830	102283842	+	0.000	0.000	Merged-chr12-102283791-1
NR5098--MA0140.2.GATA1::TAL1	chr3	128088442	128088459	-	0.000	0.000	Merged-chr3-128088433-16
NR5635--MA0482.1.Gata4	chr4	144981240	144981250	-	0.000	0.000	Merged-chr4-144981201-46
NR1266--MA0035.3.Gata1	chr11	76484396	76484406	+	0.000	0.000	Merged-chr11-76484240-22
NR7153--MA0482.1.Gata4	chr8	18768221	18768231	+	0.000	0.000	Merged-chr8-18768213-14
NR2275--MA1104.1.GATA6	chr14	16373107	16373119	-	0.000	0.000	Merged-chr14-16372999-30
NR6254--MA0037.3.GATA3	chr6	50387876	50387883	+	0.000	0.000	Merged-chr6-50387910-30
NR3972--MA1104.1.GATA6	chr19	32465410	32465422	-	0.000	0.000	Merged-chr19-32465460-36
NR7204--MA0036.3.GATA2	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR706--MA0037.3.GATA3	chr10	24291721	24291728	+	0.000	0.000	Merged-chr10-24291757-17
NR1959--MA0036.3.GATA2	chr13	52008136	52008146	+	0.000	0.000	Merged-chr13-52008191-11
NR3445--MA0482.1.Gata4	chr17	35910100	35910110	+	0.000	0.000	Merged-chr17-35910117-56
NR1826--MA0766.1.GATA5	chr12	116620035	116620042	-	0.000	0.000	Merged-chr12-116620074-47
