#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR6295--MA0036.3.GATA2	chr3	106788698	106788708	-	0.000	0.000	Merged-chr3-106788511-97
NR6576--MA0766.1.GATA5	chr3	152919363	152919370	-	0.000	0.000	Merged-chr3-152919231-7
NR22--MA0037.3.GATA3	chr1	6453564	6453571	+	0.000	0.000	Merged-chr1-6453471-6
NR1743--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR6056--MA0036.3.GATA2	chr3	52650274	52650284	+	0.000	0.000	Merged-chr3-52650302-1
NR7785--MA0037.3.GATA3	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR6799--MA0482.1.Gata4	chr4	43973613	43973623	+	0.000	0.000	Merged-chr4-43973629-28
NR6250--MA0140.2.GATA1::TAL1	chr3	87515997	87516014	+	0.000	0.000	Merged-chr3-87515850-49
NR1852--MA0766.1.GATA5	chr12	16185623	16185630	-	0.000	0.000	Merged-chr12-16185844-40
NR5760--MA0035.3.Gata1	chr2	154797071	154797081	-	0.000	0.000	Merged-chr2-154797130-17
NR8217--MA0035.3.Gata1	chr6	99220740	99220750	+	0.000	0.000	Merged-chr6-99220619-12
NR4976--MA0482.1.Gata4	chr18	84355146	84355156	-	0.000	0.000	Merged-chr18-84355361-12
NR8859--MA0482.1.Gata4	chr7	92420482	92420492	+	0.000	0.000	Merged-chr7-92420666-38
NR447--MA0035.3.Gata1	chr1	105803093	105803103	-	0.000	0.000	Merged-chr1-105803155-19
NR6123--MA0035.3.Gata1	chr3	60954283	60954293	-	0.000	0.000	Merged-chr3-60954370-10
NR2558--MA0035.3.Gata1	chr13	45371943	45371953	-	0.000	0.000	Merged-chr13-45371918-16
NR5595--MA0140.2.GATA1::TAL1	chr2	127789087	127789104	+	0.000	0.000	Merged-chr2-127788936-49
NR7751--MA0037.3.GATA3	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR743--MA0140.2.GATA1::TAL1	chr1	171037127	171037144	-	0.000	0.000	Merged-chr1-171037046-24
NR8302--MA0482.1.Gata4	chr6	122804674	122804684	+	0.000	0.000	Merged-chr6-122804652-39
NR1542--MA0035.3.Gata1	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR2551--MA1104.1.GATA6	chr13	41948365	41948377	+	0.000	0.000	Merged-chr13-41948463-1
NR4103--MA0036.3.GATA2	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR4483--MA1104.1.GATA6	chr17	64602271	64602283	+	0.000	0.000	Merged-chr17-64602197-17
NR197--MA0036.3.GATA2	chr1	59173178	59173188	-	0.000	0.000	Merged-chr1-59173225-2
NR2312--MA1104.1.GATA6	chr12	110689848	110689860	+	0.000	0.000	Merged-chr12-110689902-59
NR8357--MA0766.1.GATA5	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR8305--MA0035.3.Gata1	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR9850--MA0482.1.Gata4	chrX	42343745	42343755	+	0.000	0.000	Merged-chrX-42343636-58
NR3470--MA0140.2.GATA1::TAL1	chr15	12225211	12225228	-	0.000	0.000	Merged-chr15-12225261-2
NR5552--MA0766.1.GATA5	chr2	119742117	119742124	+	0.000	0.000	Merged-chr2-119742331-93
NR8855--MA1104.1.GATA6	chr7	89841971	89841983	+	0.000	0.000	Merged-chr7-89842093-31
NR976--MA0037.3.GATA3	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR8323--MA0766.1.GATA5	chr6	125426395	125426402	+	0.000	0.000	Merged-chr6-125426605-47
NR6428--MA0036.3.GATA2	chr3	133623447	133623457	+	0.000	0.000	Merged-chr3-133623556-36
NR9805--MA0036.3.GATA2	chr9	123928902	123928912	+	0.000	0.000	Merged-chr9-123928756-104
NR8937--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR7864--MA0766.1.GATA5	chr6	12785362	12785369	-	0.000	0.000	Merged-chr6-12785179-11
NR3384--MA0037.3.GATA3	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR8371--MA0482.1.Gata4	chr6	130078306	130078316	+	0.000	0.000	Merged-chr6-130078295-22
NR6367--MA0035.3.Gata1	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR6276--MA0766.1.GATA5	chr3	96580269	96580276	-	0.000	0.000	Merged-chr3-96580278-43
NR8775--MA0035.3.Gata1	chr7	72308182	72308192	+	0.000	0.000	Merged-chr7-72308227-31
NR9803--MA0037.3.GATA3	chr9	123928903	123928910	-	0.000	0.000	Merged-chr9-123928756-104
NR4320--MA0140.2.GATA1::TAL1	chr17	17374300	17374317	+	0.000	0.000	Merged-chr17-17374353-72
NR4076--MA0036.3.GATA2	chr16	70365413	70365423	+	0.000	0.000	Merged-chr16-70365429-20
NR8122--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR4727--MA0036.3.GATA2	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR2556--MA1104.1.GATA6	chr13	45371942	45371954	+	0.000	0.000	Merged-chr13-45371918-16
NR4042--MA0036.3.GATA2	chr16	64766974	64766984	+	0.000	0.000	Merged-chr16-64766994-6
NR2234--MA0482.1.Gata4	chr12	92812908	92812918	-	0.000	0.000	Merged-chr12-92812766-7
NR8002--MA0482.1.Gata4	chr6	54118992	54119002	+	0.000	0.000	Merged-chr6-54119085-6
NR2024--MA0766.1.GATA5	chr12	52718555	52718562	-	0.000	0.000	Merged-chr12-52718662-1
NR5863--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR2138--MA0482.1.Gata4	chr12	81595278	81595288	-	0.000	0.000	Merged-chr12-81595167-52
NR4977--MA1104.1.GATA6	chr18	84355146	84355158	+	0.000	0.000	Merged-chr18-84355361-12
NR2426--MA1104.1.GATA6	chr13	8457039	8457051	-	0.000	0.000	Merged-chr13-8457184-81
NR3852--MA1104.1.GATA6	chr16	20930011	20930023	-	0.000	0.000	Merged-chr16-20930100-26
NR3825--MA0035.3.Gata1	chr16	10732545	10732555	+	0.000	0.000	Merged-chr16-10732689-38
NR8328--MA0766.1.GATA5	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR8303--MA1104.1.GATA6	chr6	122804672	122804684	-	0.000	0.000	Merged-chr6-122804652-39
NR8191--MA0035.3.Gata1	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR9611--MA0766.1.GATA5	chr9	61707989	61707996	-	0.000	0.000	Merged-chr9-61708026-57
NR6577--MA0035.3.Gata1	chr3	152919362	152919372	+	0.000	0.000	Merged-chr3-152919231-7
NR1111--MA0140.2.GATA1::TAL1	chr10	62590405	62590422	+	0.000	0.000	Merged-chr10-62590420-43
NR1199--MA1104.1.GATA6	chr10	81384280	81384292	-	0.000	0.000	Merged-chr10-81384420-60
NR2322--MA0482.1.Gata4	chr12	112743309	112743319	+	0.000	0.000	Merged-chr12-112743369-41
NR166--MA1104.1.GATA6	chr1	44101605	44101617	+	0.000	0.000	Merged-chr1-44101717-6
NR3900--MA0035.3.Gata1	chr16	29856392	29856402	+	0.000	0.000	Merged-chr16-29856280-19
NR8908--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR1744--MA0035.3.Gata1	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR7421--MA0766.1.GATA5	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR1601--MA0035.3.Gata1	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR4387--MA0035.3.Gata1	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR9343--MA0036.3.GATA2	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR1853--MA0035.3.Gata1	chr12	16185622	16185632	+	0.000	0.000	Merged-chr12-16185844-40
NR7740--MA0482.1.Gata4	chr5	134932304	134932314	+	0.000	0.000	Merged-chr5-134932473-29
NR5323--MA0140.2.GATA1::TAL1	chr2	59469819	59469836	+	0.000	0.000	Merged-chr2-59469655-1
NR9320--MA0140.2.GATA1::TAL1	chr8	94802589	94802606	-	0.000	0.000	Merged-chr8-94802531-14
NR7801--MA0766.1.GATA5	chr5	150220587	150220594	-	0.000	0.000	Merged-chr5-150220578-7
NR9851--MA1104.1.GATA6	chrX	42343743	42343755	-	0.000	0.000	Merged-chrX-42343636-58
NR2514--MA1104.1.GATA6	chr13	29756228	29756240	+	0.000	0.000	Merged-chr13-29756237-14
NR5322--MA0035.3.Gata1	chr2	59469817	59469827	+	0.000	0.000	Merged-chr2-59469655-1
NR6060--MA1104.1.GATA6	chr3	52878541	52878553	-	0.000	0.000	Merged-chr3-52878450-55
NR9410--MA0035.3.Gata1	chr8	122951687	122951697	-	0.000	0.000	Merged-chr8-122951774-1
NR8549--MA0036.3.GATA2	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR1937--MA0766.1.GATA5	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR4124--MA0482.1.Gata4	chr16	84713357	84713367	+	0.000	0.000	Merged-chr16-84713563-77
NR7705--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR2325--MA0035.3.Gata1	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR9908--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR3748--MA0037.3.GATA3	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR8372--MA1104.1.GATA6	chr6	130078304	130078316	-	0.000	0.000	Merged-chr6-130078295-22
NR4166--MA0766.1.GATA5	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR4437--MA0766.1.GATA5	chr17	52348687	52348694	-	0.000	0.000	Merged-chr17-52348820-8
NR6579--MA0482.1.Gata4	chr3	152929753	152929763	+	0.000	0.000	Merged-chr3-152929727-94
NR8321--MA0482.1.Gata4	chr6	125426392	125426402	-	0.000	0.000	Merged-chr6-125426605-47
NR70--MA0035.3.Gata1	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR4408--MA0482.1.Gata4	chr17	42782410	42782420	-	0.000	0.000	Merged-chr17-42782364-40
NR5757--MA0036.3.GATA2	chr2	153525959	153525969	+	0.000	0.000	Merged-chr2-153526092-26
NR5898--MA0037.3.GATA3	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR5210--MA0766.1.GATA5	chr2	22796699	22796706	+	0.000	0.000	Merged-chr2-22796662-28
NR5553--MA0035.3.Gata1	chr2	119742115	119742125	-	0.000	0.000	Merged-chr2-119742331-93
NR9912--MA0035.3.Gata1	chrX	137019422	137019432	-	0.000	0.000	Merged-chrX-137019593-29
NR7756--MA0035.3.Gata1	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR432--MA0140.2.GATA1::TAL1	chr1	100180337	100180354	-	0.000	0.000	Merged-chr1-100180252-41
NR3896--MA0482.1.Gata4	chr16	29856393	29856403	+	0.000	0.000	Merged-chr16-29856280-19
NR7865--MA0035.3.Gata1	chr6	12785361	12785371	+	0.000	0.000	Merged-chr6-12785179-11
NR349--MA0035.3.Gata1	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR7841--MA0482.1.Gata4	chr6	8365060	8365070	+	0.000	0.000	Merged-chr6-8365103-3
NR2579--MA0482.1.Gata4	chr13	55636687	55636697	+	0.000	0.000	Merged-chr13-55636712-28
NR1658--MA0766.1.GATA5	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR6277--MA0035.3.Gata1	chr3	96580268	96580278	+	0.000	0.000	Merged-chr3-96580278-43
NR6755--MA0140.2.GATA1::TAL1	chr4	26346799	26346816	-	0.000	0.000	Merged-chr4-26346644-81
NR3591--MA0482.1.Gata4	chr15	43869843	43869853	+	0.000	0.000	Merged-chr15-43869939-26
NR3770--MA1104.1.GATA6	chr15	103339524	103339536	-	0.000	0.000	Merged-chr15-103339534-3
NR1311--MA0482.1.Gata4	chr10	99393611	99393621	-	0.000	0.000	Merged-chr10-99393384-65
NR8379--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR1757--MA0036.3.GATA2	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR8221--MA1104.1.GATA6	chr6	100011905	100011917	+	0.000	0.000	Merged-chr6-100011850-11
NR2596--MA0037.3.GATA3	chr13	61996743	61996750	-	0.000	0.000	Merged-chr13-61996796-15
NR3751--MA0036.3.GATA2	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR8294--MA0482.1.Gata4	chr6	122557164	122557174	+	0.000	0.000	Merged-chr6-122557216-31
NR3961--MA0035.3.Gata1	chr16	48760675	48760685	+	0.000	0.000	Merged-chr16-48760801-13
NR9914--MA0482.1.Gata4	chrX	140537799	140537809	+	0.000	0.000	Merged-chrX-140537922-35
NR722--MA0037.3.GATA3	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR2306--MA0482.1.Gata4	chr12	108763690	108763700	-	0.000	0.000	Merged-chr12-108763648-15
NR7844--MA0035.3.Gata1	chr6	8365059	8365069	+	0.000	0.000	Merged-chr6-8365103-3
NR5320--MA1104.1.GATA6	chr2	59469816	59469828	-	0.000	0.000	Merged-chr2-59469655-1
NR8198--MA0482.1.Gata4	chr6	97311127	97311137	-	0.000	0.000	Merged-chr6-97311024-32
NR2323--MA1104.1.GATA6	chr12	112743307	112743319	-	0.000	0.000	Merged-chr12-112743369-41
NR3448--MA0037.3.GATA3	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR6543--MA0140.2.GATA1::TAL1	chr3	146328082	146328099	-	0.000	0.000	Merged-chr3-146328201-68
NR7233--MA0036.3.GATA2	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR4204--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR713--MA0766.1.GATA5	chr1	164366711	164366718	-	0.000	0.000	Merged-chr1-164366862-30
NR9370--MA0036.3.GATA2	chr8	111566112	111566122	+	0.000	0.000	Merged-chr8-111566005-2
NR2503--MA0140.2.GATA1::TAL1	chr13	20094996	20095013	+	0.000	0.000	Merged-chr13-20095026-36
NR7741--MA1104.1.GATA6	chr5	134932302	134932314	-	0.000	0.000	Merged-chr5-134932473-29
NR9760--MA0766.1.GATA5	chr9	107986402	107986409	-	0.000	0.000	Merged-chr9-107986494-4
NR1098--MA0140.2.GATA1::TAL1	chr10	57743774	57743791	+	0.000	0.000	Merged-chr10-57743822-47
NR5053--MA0766.1.GATA5	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR6772--MA0037.3.GATA3	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR8329--MA0035.3.Gata1	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR3047--MA0037.3.GATA3	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR2697--MA1104.1.GATA6	chr13	81659053	81659065	+	0.000	0.000	Merged-chr13-81658891-4
NR9612--MA0035.3.Gata1	chr9	61707988	61707998	+	0.000	0.000	Merged-chr9-61708026-57
NR136--MA0140.2.GATA1::TAL1	chr1	36065091	36065108	-	0.000	0.000	Merged-chr1-36065053-38
NR8991--MA0035.3.Gata1	chr7	127144581	127144591	+	0.000	0.000	Merged-chr7-127144596-50
NR4409--MA1104.1.GATA6	chr17	42782410	42782422	+	0.000	0.000	Merged-chr17-42782364-40
NR663--MA0036.3.GATA2	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR7422--MA0035.3.Gata1	chr5	36722517	36722527	-	0.000	0.000	Merged-chr5-36722614-37
NR3169--MA0037.3.GATA3	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR7802--MA0035.3.Gata1	chr5	150220586	150220596	+	0.000	0.000	Merged-chr5-150220578-7
NR9786--MA0766.1.GATA5	chr9	116187539	116187546	-	0.000	0.000	Merged-chr9-116187633-9
NR6798--MA0037.3.GATA3	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR9438--MA0766.1.GATA5	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR1938--MA0035.3.Gata1	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR9413--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR3451--MA0036.3.GATA2	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR3897--MA1104.1.GATA6	chr16	29856391	29856403	-	0.000	0.000	Merged-chr16-29856280-19
NR9757--MA0482.1.Gata4	chr9	107986402	107986412	+	0.000	0.000	Merged-chr9-107986494-4
NR8858--MA0037.3.GATA3	chr7	92420482	92420489	-	0.000	0.000	Merged-chr7-92420666-38
NR7842--MA1104.1.GATA6	chr6	8365058	8365070	-	0.000	0.000	Merged-chr6-8365103-3
NR1675--MA0036.3.GATA2	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR1107--MA0037.3.GATA3	chr10	61559864	61559871	-	0.000	0.000	Merged-chr10-61559785-43
NR5864--MA0035.3.Gata1	chr3	14869855	14869865	-	0.000	0.000	Merged-chr3-14869878-60
NR3592--MA1104.1.GATA6	chr15	43869841	43869853	-	0.000	0.000	Merged-chr15-43869939-26
NR3863--MA1104.1.GATA6	chr16	24826501	24826513	-	0.000	0.000	Merged-chr16-24826564-20
NR9375--MA0036.3.GATA2	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR1312--MA1104.1.GATA6	chr10	99393611	99393623	+	0.000	0.000	Merged-chr10-99393384-65
NR7291--MA0766.1.GATA5	chr5	15470117	15470124	-	0.000	0.000	Merged-chr5-15470199-54
NR1656--MA0482.1.Gata4	chr11	64037638	64037648	-	0.000	0.000	Merged-chr11-64037767-32
NR5055--MA0140.2.GATA1::TAL1	chr19	32926371	32926388	-	0.000	0.000	Merged-chr19-32926300-25
NR7424--MA0482.1.Gata4	chr5	37083247	37083257	+	0.000	0.000	Merged-chr5-37083387-28
NR9290--MA0482.1.Gata4	chr8	83748643	83748653	-	0.000	0.000	Merged-chr8-83748656-80
NR3469--MA0035.3.Gata1	chr15	12225220	12225230	-	0.000	0.000	Merged-chr15-12225261-2
NR6780--MA0035.3.Gata1	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR8658--MA0482.1.Gata4	chr7	30099620	30099630	-	0.000	0.000	Merged-chr7-30099514-26
NR5211--MA0035.3.Gata1	chr2	22796697	22796707	-	0.000	0.000	Merged-chr2-22796662-28
NR690--MA0035.3.Gata1	chr1	160044871	160044881	-	0.000	0.000	Merged-chr1-160044750-78
NR7804--MA0482.1.Gata4	chr5	150593213	150593223	+	0.000	0.000	Merged-chr5-150593583-231
NR4421--MA0140.2.GATA1::TAL1	chr17	46153300	46153317	-	0.000	0.000	Merged-chr17-46153376-67
NR9388--MA0036.3.GATA2	chr8	117278453	117278463	+	0.000	0.000	Merged-chr8-117278352-17
NR3849--MA0035.3.Gata1	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR9915--MA1104.1.GATA6	chrX	140537797	140537809	-	0.000	0.000	Merged-chrX-140537922-35
NR6886--MA0037.3.GATA3	chr4	63405247	63405254	-	0.000	0.000	Merged-chr4-63405214-23
NR1279--MA0035.3.Gata1	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR6721--MA0766.1.GATA5	chr4	19923452	19923459	+	0.000	0.000	Merged-chr4-19923492-7
NR7763--MA0140.2.GATA1::TAL1	chr5	140619627	140619644	-	0.000	0.000	Merged-chr5-140619515-30
NR77--MA0766.1.GATA5	chr1	14514553	14514560	+	0.000	0.000	Merged-chr1-14514684-1
NR4636--MA0140.2.GATA1::TAL1	chr18	7524619	7524636	-	0.000	0.000	Merged-chr18-7524437-7
NR1659--MA0035.3.Gata1	chr11	64037639	64037649	-	0.000	0.000	Merged-chr11-64037767-32
NR3172--MA0036.3.GATA2	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR4205--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR7798--MA0482.1.Gata4	chr5	150220587	150220597	+	0.000	0.000	Merged-chr5-150220578-7
NR5181--MA0482.1.Gata4	chr2	17644733	17644743	-	0.000	0.000	Merged-chr2-17644831-25
NR8370--MA0037.3.GATA3	chr6	130078306	130078313	-	0.000	0.000	Merged-chr6-130078295-22
NR7926--MA0482.1.Gata4	chr6	34364726	34364736	-	0.000	0.000	Merged-chr6-34364838-25
NR1539--MA0482.1.Gata4	chr11	11564366	11564376	+	0.000	0.000	Merged-chr11-11564485-53
NR9587--MA0482.1.Gata4	chr9	48538517	48538527	-	0.000	0.000	Merged-chr9-48538454-59
NR8861--MA0036.3.GATA2	chr7	92420481	92420491	+	0.000	0.000	Merged-chr7-92420666-38
NR7122--MA0035.3.Gata1	chr4	129960257	129960267	+	0.000	0.000	Merged-chr4-129960127-71
NR7697--MA0766.1.GATA5	chr5	118069585	118069592	+	0.000	0.000	Merged-chr5-118069472-39
NR5988--MA0482.1.Gata4	chr3	41107782	41107792	+	0.000	0.000	Merged-chr3-41107952-27
NR7704--MA1104.1.GATA6	chr5	122145601	122145613	-	0.000	0.000	Merged-chr5-122145635-51
NR7929--MA0035.3.Gata1	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR2125--MA0140.2.GATA1::TAL1	chr12	76710117	76710134	-	0.000	0.000	Merged-chr12-76710295-113
NR3055--MA0036.3.GATA2	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR4579--MA0037.3.GATA3	chr17	86880653	86880660	-	0.000	0.000	Merged-chr17-86880662-37
NR714--MA0035.3.Gata1	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR7209--MA0036.3.GATA2	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR4165--MA0037.3.GATA3	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR7937--MA0036.3.GATA2	chr6	34869661	34869671	+	0.000	0.000	Merged-chr6-34869594-48
NR69--MA0766.1.GATA5	chr1	13293496	13293503	-	0.000	0.000	Merged-chr1-13293593-50
NR3716--MA0766.1.GATA5	chr15	91578252	91578259	-	0.000	0.000	Merged-chr15-91578192-2
NR2310--MA0036.3.GATA2	chr12	110689778	110689788	+	0.000	0.000	Merged-chr12-110689902-59
NR9946--MA0482.1.Gata4	chrX	169979118	169979128	-	0.000	0.000	Merged-chrX-169979163-27
NR937--MA0140.2.GATA1::TAL1	chr10	21908907	21908924	+	0.000	0.000	Merged-chr10-21908729-44
NR5054--MA0035.3.Gata1	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR1105--MA0140.2.GATA1::TAL1	chr10	60305438	60305455	-	0.000	0.000	Merged-chr10-60305430-32
NR7775--MA0036.3.GATA2	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR9758--MA1104.1.GATA6	chr9	107986400	107986412	-	0.000	0.000	Merged-chr9-107986494-4
NR6059--MA0482.1.Gata4	chr3	52878543	52878553	+	0.000	0.000	Merged-chr3-52878450-55
NR7546--MA0766.1.GATA5	chr5	65867408	65867415	-	0.000	0.000	Merged-chr5-65867573-52
NR1277--MA1104.1.GATA6	chr10	96201431	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR7788--MA0036.3.GATA2	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR3634--MA0482.1.Gata4	chr15	53267116	53267126	-	0.000	0.000	Merged-chr15-53267286-91
NR6232--MA0140.2.GATA1::TAL1	chr3	84040295	84040312	-	0.000	0.000	Merged-chr3-84040133-152
NR7425--MA1104.1.GATA6	chr5	37083245	37083257	-	0.000	0.000	Merged-chr5-37083387-28
NR7998--MA0035.3.Gata1	chr6	54078339	54078349	-	0.000	0.000	Merged-chr6-54078374-21
NR6801--MA0766.1.GATA5	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR5447--MA0035.3.Gata1	chr2	91876528	91876538	+	0.000	0.000	Merged-chr2-91876592-59
NR7805--MA1104.1.GATA6	chr5	150593211	150593223	-	0.000	0.000	Merged-chr5-150593583-231
NR9030--MA0766.1.GATA5	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR5194--MA0766.1.GATA5	chr2	20969349	20969356	+	0.000	0.000	Merged-chr2-20969092-180
NR7120--MA1104.1.GATA6	chr4	129960256	129960268	-	0.000	0.000	Merged-chr4-129960127-71
NR9439--MA0035.3.Gata1	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR576--MA0140.2.GATA1::TAL1	chr1	136255321	136255338	+	0.000	0.000	Merged-chr1-136255292-47
NR5856--MA0140.2.GATA1::TAL1	chr3	9401027	9401044	-	0.000	0.000	Merged-chr3-9400917-27
NR4621--MA0140.2.GATA1::TAL1	chr18	5604314	5604331	-	0.000	0.000	Merged-chr18-5604143-2
NR3233--MA0482.1.Gata4	chr14	86682008	86682018	+	0.000	0.000	Merged-chr14-86682000-52
NR1205--MA0482.1.Gata4	chr10	82811968	82811978	+	0.000	0.000	Merged-chr10-82812084-42
NR7767--MA0036.3.GATA2	chr5	144964170	144964180	-	0.000	0.000	Merged-chr5-144963961-18
NR8322--MA0036.3.GATA2	chr6	125426393	125426403	-	0.000	0.000	Merged-chr6-125426605-47
NR1067--MA0035.3.Gata1	chr10	54032772	54032782	+	0.000	0.000	Merged-chr10-54032709-48
NR7799--MA1104.1.GATA6	chr5	150220585	150220597	-	0.000	0.000	Merged-chr5-150220578-7
NR5182--MA1104.1.GATA6	chr2	17644733	17644745	+	0.000	0.000	Merged-chr2-17644831-25
NR9837--MA0766.1.GATA5	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR9428--MA0482.1.Gata4	chr8	125351839	125351849	-	0.000	0.000	Merged-chr8-125351679-18
NR7292--MA0035.3.Gata1	chr5	15470116	15470126	+	0.000	0.000	Merged-chr5-15470199-54
NR8702--MA0036.3.GATA2	chr7	45526450	45526460	+	0.000	0.000	Merged-chr7-45526317-62
NR7927--MA1104.1.GATA6	chr6	34364726	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR6578--MA0037.3.GATA3	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR1489--MA0036.3.GATA2	chr10	127135639	127135649	+	0.000	0.000	Merged-chr10-127135675-65
NR3246--MA0482.1.Gata4	chr14	87439913	87439923	+	0.000	0.000	Merged-chr14-87439901-5
NR9588--MA1104.1.GATA6	chr9	48538517	48538529	+	0.000	0.000	Merged-chr9-48538454-59
