#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR3881--MA0036.3.GATA2	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR1340--MA0766.1.GATA5	chr12	116177228	116177235	-	0.000	0.000	Merged-chr12-116177118-24
NR6144--MA0482.1.Gata4	chrX	167131029	167131039	+	0.000	0.000	Merged-chrX-167131211-21
NR1749--MA0035.3.Gata1	chr14	50824342	50824352	+	0.000	0.000	Merged-chr14-50824445-24
NR3262--MA0036.3.GATA2	chr2	115855977	115855987	+	0.000	0.000	Merged-chr2-115856078-28
NR2165--MA0482.1.Gata4	chr16	8412517	8412527	-	0.000	0.000	Merged-chr16-8412399-34
NR5271--MA0482.1.Gata4	chr7	123378038	123378048	+	0.000	0.000	Merged-chr7-123378098-56
NR4586--MA0140.2.GATA1::TAL1	chr6	8504915	8504932	-	0.000	0.000	Merged-chr6-8505036-51
NR1858--MA0035.3.Gata1	chr14	78725422	78725432	-	0.000	0.000	Merged-chr14-78725467-2
NR4249--MA0035.3.Gata1	chr5	30343455	30343465	-	0.000	0.000	Merged-chr5-30343363-21
NR2820--MA0037.3.GATA3	chr19	6118126	6118133	+	0.000	0.000	Merged-chr19-6117937-1
NR3233--MA0035.3.Gata1	chr2	103073762	103073772	-	0.000	0.000	Merged-chr2-103073644-68
NR4500--MA0140.2.GATA1::TAL1	chr5	140915496	140915513	+	0.000	0.000	Merged-chr5-140915429-24
NR3798--MA0036.3.GATA2	chr3	146275830	146275840	+	0.000	0.000	Merged-chr3-146275724-31
NR5550--MA0766.1.GATA5	chr8	115064800	115064807	-	0.000	0.000	Merged-chr8-115064848-48
NR6147--MA0035.3.Gata1	chrX	167131028	167131038	+	0.000	0.000	Merged-chrX-167131211-21
NR2009--MA1104.1.GATA6	chr15	58595043	58595055	+	0.000	0.000	Merged-chr15-58595150-15
NR3732--MA0482.1.Gata4	chr3	135636241	135636251	-	0.000	0.000	Merged-chr3-135636443-43
NR1960--MA1104.1.GATA6	chr15	8073373	8073385	+	0.000	0.000	Merged-chr15-8073323-37
NR1391--MA0035.3.Gata1	chr13	8457040	8457050	+	0.000	0.000	Merged-chr13-8457184-81
NR1847--MA0482.1.Gata4	chr14	78436105	78436115	-	0.000	0.000	Merged-chr14-78436014-44
NR3241--MA0036.3.GATA2	chr2	105022063	105022073	+	0.000	0.000	Merged-chr2-105022109-54
NR5664--MA0482.1.Gata4	chr9	15021239	15021249	+	0.000	0.000	Merged-chr9-15021018-27
NR1095--MA0766.1.GATA5	chr11	115746912	115746919	-	0.000	0.000	Merged-chr11-115746671-90
NR5545--MA0035.3.Gata1	chr8	114888904	114888914	-	0.000	0.000	Merged-chr8-114888790-56
NR4003--MA1104.1.GATA6	chr4	102568736	102568748	-	0.000	0.000	Merged-chr4-102568697-4
NR3493--MA0036.3.GATA2	chr2	180308035	180308045	-	0.000	0.000	Merged-chr2-180307978-23
NR6031--MA0037.3.GATA3	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR5797--MA0035.3.Gata1	chr9	80057983	80057993	+	0.000	0.000	Merged-chr9-80057847-17
NR2461--MA0140.2.GATA1::TAL1	chr17	23620399	23620416	+	0.000	0.000	Merged-chr17-23620522-49
NR3621--MA0036.3.GATA2	chr3	97076430	97076440	-	0.000	0.000	Merged-chr3-97076384-70
NR1127--MA0766.1.GATA5	chr12	15967871	15967878	+	0.000	0.000	Merged-chr12-15967723-42
NR1969--MA0482.1.Gata4	chr15	10981753	10981763	-	0.000	0.000	Merged-chr15-10981797-77
NR2014--MA0482.1.Gata4	chr15	59010878	59010888	+	0.000	0.000	Merged-chr15-59010782-34
NR2189--MA0036.3.GATA2	chr16	18073881	18073891	-	0.000	0.000	Merged-chr16-18073888-8
NR5576--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR1707--MA0035.3.Gata1	chr14	7994568	7994578	-	0.000	0.000	Merged-chr14-7994545-46
NR3886--MA0036.3.GATA2	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR6057--MA1104.1.GATA6	chrX	11753196	11753208	+	0.000	0.000	Merged-chrX-11753307-53
NR1022--MA0035.3.Gata1	chr11	99124339	99124349	+	0.000	0.000	Merged-chr11-99124300-22
NR3277--MA0766.1.GATA5	chr2	118759912	118759919	-	0.000	0.000	Merged-chr2-118759977-35
NR857--MA0037.3.GATA3	chr11	21549919	21549926	-	0.000	0.000	Merged-chr11-21549629-38
NR168--MA0482.1.Gata4	chr1	95747470	95747480	-	0.000	0.000	Merged-chr1-95747553-17
NR4710--MA0037.3.GATA3	chr6	86148689	86148696	+	0.000	0.000	Merged-chr6-86148822-10
NR2571--MA0140.2.GATA1::TAL1	chr17	79394120	79394137	+	0.000	0.000	Merged-chr17-79394145-31
NR1925--MA0035.3.Gata1	chr14	118796305	118796315	+	0.000	0.000	Merged-chr14-118796395-16
NR5835--MA1104.1.GATA6	chr9	92274723	92274735	+	0.000	0.000	Merged-chr9-92274591-56
NR599--MA1104.1.GATA6	chr10	68105559	68105571	+	0.000	0.000	Merged-chr10-68105401-48
NR4068--MA0482.1.Gata4	chr4	126103849	126103859	+	0.000	0.000	Merged-chr4-126103759-104
NR4339--MA0482.1.Gata4	chr5	91814609	91814619	+	0.000	0.000	Merged-chr5-91814561-31
NR5698--MA0766.1.GATA5	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR1001--MA0035.3.Gata1	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR5229--MA0037.3.GATA3	chr7	114580613	114580620	+	0.000	0.000	Merged-chr7-114580600-10
NR891--MA0766.1.GATA5	chr11	53470104	53470111	-	0.000	0.000	Merged-chr11-53470263-39
NR3231--MA1104.1.GATA6	chr2	103073761	103073773	+	0.000	0.000	Merged-chr2-103073644-68
NR5070--MA0035.3.Gata1	chr7	42980458	42980468	+	0.000	0.000	Merged-chr7-42980472-32
NR151--MA0037.3.GATA3	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR1091--MA0035.3.Gata1	chr11	114540621	114540631	+	0.000	0.000	Merged-chr11-114540621-1
NR2804--MA0037.3.GATA3	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR5272--MA1104.1.GATA6	chr7	123378036	123378048	-	0.000	0.000	Merged-chr7-123378098-56
NR5204--MA0140.2.GATA1::TAL1	chr7	104200246	104200263	+	0.000	0.000	Merged-chr7-104200085-28
NR5516--MA0035.3.Gata1	chr8	110846146	110846156	+	0.000	0.000	Merged-chr8-110845988-12
NR4850--MA0140.2.GATA1::TAL1	chr6	129705222	129705239	-	0.000	0.000	Merged-chr6-129705074-15
NR1861--MA0482.1.Gata4	chr14	79481997	79482007	+	0.000	0.000	Merged-chr14-79481875-1
NR4299--MA0482.1.Gata4	chr5	65795514	65795524	+	0.000	0.000	Merged-chr5-65795420-10
NR403--MA0036.3.GATA2	chr1	180335866	180335876	-	0.000	0.000	Merged-chr1-180335907-49
NR5120--MA0766.1.GATA5	chr7	75584355	75584362	+	0.000	0.000	Merged-chr7-75584275-8
NR1826--MA0766.1.GATA5	chr14	71795678	71795685	+	0.000	0.000	Merged-chr14-71795835-20
NR5142--MA1104.1.GATA6	chr7	80166889	80166901	-	0.000	0.000	Merged-chr7-80166871-28
NR2384--MA0037.3.GATA3	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR1848--MA1104.1.GATA6	chr14	78436105	78436117	+	0.000	0.000	Merged-chr14-78436014-44
NR5665--MA1104.1.GATA6	chr9	15021237	15021249	-	0.000	0.000	Merged-chr9-15021018-27
NR1341--MA0035.3.Gata1	chr12	116177227	116177237	+	0.000	0.000	Merged-chr12-116177118-24
NR3867--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR5072--MA0482.1.Gata4	chr7	43894806	43894816	+	0.000	0.000	Merged-chr7-43894981-37
NR1020--MA1104.1.GATA6	chr11	99124338	99124350	-	0.000	0.000	Merged-chr11-99124300-22
NR4619--MA1104.1.GATA6	chr6	33929790	33929802	-	0.000	0.000	Merged-chr6-33929791-25
NR5866--MA0482.1.Gata4	chr9	95289190	95289200	-	0.000	0.000	Merged-chr9-95289296-28
NR1093--MA0482.1.Gata4	chr11	115746912	115746922	+	0.000	0.000	Merged-chr11-115746671-90
NR831--MA0035.3.Gata1	chr11	11522202	11522212	-	0.000	0.000	Merged-chr11-11522120-49
NR5917--MA0036.3.GATA2	chr9	103624592	103624602	+	0.000	0.000	Merged-chr9-103624813-32
NR4553--MA0037.3.GATA3	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR1083--MA0140.2.GATA1::TAL1	chr11	110499118	110499135	-	0.000	0.000	Merged-chr11-110498998-24
NR4529--MA0140.2.GATA1::TAL1	chr5	143038559	143038576	+	0.000	0.000	Merged-chr5-143038769-30
NR2015--MA1104.1.GATA6	chr15	59010876	59010888	-	0.000	0.000	Merged-chr15-59010782-34
NR5670--MA0482.1.Gata4	chr9	15029162	15029172	-	0.000	0.000	Merged-chr9-15029277-27
NR5230--MA1104.1.GATA6	chr7	114580610	114580622	+	0.000	0.000	Merged-chr7-114580600-10
NR3708--MA0482.1.Gata4	chr3	126691143	126691153	-	0.000	0.000	Merged-chr3-126690917-48
NR2743--MA0037.3.GATA3	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR953--MA0035.3.Gata1	chr11	75269413	75269423	-	0.000	0.000	Merged-chr11-75269578-15
NR92--MA0140.2.GATA1::TAL1	chr1	61402631	61402648	+	0.000	0.000	Merged-chr1-61402618-25
NR2168--MA0140.2.GATA1::TAL1	chr16	11526680	11526697	-	0.000	0.000	Merged-chr16-11526520-43
NR233--MA0036.3.GATA2	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR2028--MA1104.1.GATA6	chr15	64209455	64209467	-	0.000	0.000	Merged-chr15-64209410-54
NR5134--MA1104.1.GATA6	chr7	78583901	78583913	+	0.000	0.000	Merged-chr7-78583930-15
NR169--MA1104.1.GATA6	chr1	95747470	95747482	+	0.000	0.000	Merged-chr1-95747553-17
NR971--MA0766.1.GATA5	chr11	85518617	85518624	-	0.000	0.000	Merged-chr11-85518426-19
NR3403--MA0482.1.Gata4	chr2	150909932	150909942	+	0.000	0.000	Merged-chr2-150909929-87
NR5335--MA0482.1.Gata4	chr7	140189368	140189378	-	0.000	0.000	Merged-chr7-140189326-3
NR5606--MA0482.1.Gata4	chr8	124520720	124520730	+	0.000	0.000	Merged-chr8-124520851-52
NR2825--MA0035.3.Gata1	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR4069--MA1104.1.GATA6	chr4	126103847	126103859	-	0.000	0.000	Merged-chr4-126103759-104
NR2613--MA0037.3.GATA3	chr18	6411270	6411277	-	0.000	0.000	Merged-chr18-6411189-24
NR5352--MA1104.1.GATA6	chr8	4507729	4507741	+	0.000	0.000	Merged-chr8-4507701-32
NR788--MA0140.2.GATA1::TAL1	chr10	127229199	127229216	-	0.000	0.000	Merged-chr10-127229219-13
NR3002--MA0482.1.Gata4	chr2	25054340	25054350	+	0.000	0.000	Merged-chr2-25054565-53
NR3278--MA0035.3.Gata1	chr2	118759911	118759921	+	0.000	0.000	Merged-chr2-118759977-35
NR313--MA0035.3.Gata1	chr1	155784599	155784609	-	0.000	0.000	Merged-chr1-155784753-78
NR4680--MA0482.1.Gata4	chr6	67292169	67292179	-	0.000	0.000	Merged-chr6-67292204-22
NR5391--MA0482.1.Gata4	chr8	33663413	33663423	+	0.000	0.000	Merged-chr8-33663493-16
NR1160--MA0482.1.Gata4	chr12	40017261	40017271	-	0.000	0.000	Merged-chr12-40017136-45
NR2007--MA0037.3.GATA3	chr15	58595046	58595053	+	0.000	0.000	Merged-chr15-58595150-15
NR3286--MA0036.3.GATA2	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR1862--MA1104.1.GATA6	chr14	79481995	79482007	-	0.000	0.000	Merged-chr14-79481875-1
NR2713--MA0766.1.GATA5	chr18	67768398	67768405	-	0.000	0.000	Merged-chr18-67768535-29
NR5346--MA0036.3.GATA2	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR5627--MA0766.1.GATA5	chr8	127963050	127963057	+	0.000	0.000	Merged-chr8-127963000-27
NR5699--MA0035.3.Gata1	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR4231--MA0766.1.GATA5	chr5	23894287	23894294	-	0.000	0.000	Merged-chr5-23894337-39
NR682--MA0036.3.GATA2	chr10	95283593	95283603	+	0.000	0.000	Merged-chr10-95283638-28
NR5208--MA0035.3.Gata1	chr7	108967111	108967121	-	0.000	0.000	Merged-chr7-108967182-43
NR2931--MA0766.1.GATA5	chr19	55688659	55688666	-	0.000	0.000	Merged-chr19-55688769-29
NR571--MA1104.1.GATA6	chr10	59569793	59569805	-	0.000	0.000	Merged-chr10-59569994-1
NR5073--MA1104.1.GATA6	chr7	43894804	43894816	-	0.000	0.000	Merged-chr7-43894981-37
NR401--MA0035.3.Gata1	chr1	179578811	179578821	+	0.000	0.000	Merged-chr1-179578897-31
NR5226--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR695--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR5867--MA1104.1.GATA6	chr9	95289190	95289202	+	0.000	0.000	Merged-chr9-95289296-28
NR1094--MA1104.1.GATA6	chr11	115746910	115746922	-	0.000	0.000	Merged-chr11-115746671-90
NR1108--MA0140.2.GATA1::TAL1	chr11	117334306	117334323	-	0.000	0.000	Merged-chr11-117334271-49
NR5342--MA0140.2.GATA1::TAL1	chr7	143052807	143052824	-	0.000	0.000	Merged-chr7-143053012-41
NR5197--MA0036.3.GATA2	chr7	101504103	101504113	+	0.000	0.000	Merged-chr7-101503907-73
NR5383--MA0482.1.Gata4	chr8	31176255	31176265	+	0.000	0.000	Merged-chr8-31176190-29
NR5163--MA0036.3.GATA2	chr7	90218186	90218196	+	0.000	0.000	Merged-chr7-90218311-11
NR2848--MA0766.1.GATA5	chr19	26683932	26683939	+	0.000	0.000	Merged-chr19-26683900-27
NR1304--MA0035.3.Gata1	chr12	105722904	105722914	+	0.000	0.000	Merged-chr12-105722863-24
NR2705--MA0766.1.GATA5	chr18	66502128	66502135	+	0.000	0.000	Merged-chr18-66502099-22
NR5833--MA0037.3.GATA3	chr9	92274726	92274733	+	0.000	0.000	Merged-chr9-92274591-56
NR41--MA0482.1.Gata4	chr1	39895767	39895777	+	0.000	0.000	Merged-chr1-39895697-26
NR5671--MA1104.1.GATA6	chr9	15029162	15029174	+	0.000	0.000	Merged-chr9-15029277-27
NR1997--MA0037.3.GATA3	chr15	50667571	50667578	-	0.000	0.000	Merged-chr15-50667671-62
NR2010--MA0036.3.GATA2	chr15	58595044	58595054	-	0.000	0.000	Merged-chr15-58595150-15
NR3709--MA1104.1.GATA6	chr3	126691143	126691155	+	0.000	0.000	Merged-chr3-126690917-48
NR5575--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR3868--MA0035.3.Gata1	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR563--MA1104.1.GATA6	chr10	57486992	57487004	-	0.000	0.000	Merged-chr10-57486904-2
NR6143--MA0037.3.GATA3	chrX	167131029	167131036	-	0.000	0.000	Merged-chrX-167131211-21
NR5157--MA0482.1.Gata4	chr7	89248434	89248444	-	0.000	0.000	Merged-chr7-89248341-51
NR5607--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR4712--MA0766.1.GATA5	chr6	86148689	86148696	+	0.000	0.000	Merged-chr6-86148822-10
NR4964--MA0766.1.GATA5	chr6	146430257	146430264	-	0.000	0.000	Merged-chr6-146430124-17
NR5270--MA0037.3.GATA3	chr7	123378038	123378045	-	0.000	0.000	Merged-chr7-123378098-56
NR5541--MA0037.3.GATA3	chr8	114888906	114888913	+	0.000	0.000	Merged-chr8-114888790-56
NR1976--MA0037.3.GATA3	chr15	19857647	19857654	-	0.000	0.000	Merged-chr15-19857574-17
NR621--MA0482.1.Gata4	chr10	80700850	80700860	+	0.000	0.000	Merged-chr10-80700904-35
NR130--MA0036.3.GATA2	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR4935--MA0482.1.Gata4	chr6	140466185	140466195	+	0.000	0.000	Merged-chr6-140466408-37
NR663--MA0766.1.GATA5	chr10	93228777	93228784	+	0.000	0.000	Merged-chr10-93228796-6
NR3003--MA1104.1.GATA6	chr2	25054338	25054350	-	0.000	0.000	Merged-chr2-25054565-53
NR5155--MA0036.3.GATA2	chr7	89171937	89171947	-	0.000	0.000	Merged-chr7-89172043-28
NR305--MA0036.3.GATA2	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR3618--MA0482.1.Gata4	chr3	96814563	96814573	+	0.000	0.000	Merged-chr3-96814496-20
NR4301--MA0036.3.GATA2	chr5	65795513	65795523	+	0.000	0.000	Merged-chr5-65795420-10
NR5392--MA1104.1.GATA6	chr8	33663411	33663423	-	0.000	0.000	Merged-chr8-33663493-16
NR1161--MA1104.1.GATA6	chr12	40017261	40017273	+	0.000	0.000	Merged-chr12-40017136-45
NR1846--MA0037.3.GATA3	chr14	78436108	78436115	+	0.000	0.000	Merged-chr14-78436014-44
NR972--MA0035.3.Gata1	chr11	85518616	85518626	+	0.000	0.000	Merged-chr11-85518426-19
NR2806--MA0766.1.GATA5	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR5663--MA0037.3.GATA3	chr9	15021239	15021246	-	0.000	0.000	Merged-chr9-15021018-27
NR937--MA0036.3.GATA2	chr11	72550343	72550353	+	0.000	0.000	Merged-chr11-72550348-34
NR3042--MA0482.1.Gata4	chr2	37771975	37771985	+	0.000	0.000	Merged-chr2-37771950-75
NR4991--MA0482.1.Gata4	chr7	15930172	15930182	+	0.000	0.000	Merged-chr7-15930108-23
NR4847--MA0766.1.GATA5	chr6	129284596	129284603	-	0.000	0.000	Merged-chr6-129284661-64
NR1373--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR894--MA0766.1.GATA5	chr11	54958859	54958866	+	0.000	0.000	Merged-chr11-54958732-50
NR1921--MA0037.3.GATA3	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR2013--MA0037.3.GATA3	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR1825--MA0037.3.GATA3	chr14	71795678	71795685	+	0.000	0.000	Merged-chr14-71795835-20
NR1266--MA0140.2.GATA1::TAL1	chr12	91065612	91065629	+	0.000	0.000	Merged-chr12-91065547-31
NR5638--MA0482.1.Gata4	chr9	5311522	5311532	+	0.000	0.000	Merged-chr9-5311572-34
NR3196--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR4123--MA0035.3.Gata1	chr4	145361151	145361161	+	0.000	0.000	Merged-chr4-145361226-45
NR2714--MA0035.3.Gata1	chr18	67768397	67768407	+	0.000	0.000	Merged-chr18-67768535-29
NR4325--MA0037.3.GATA3	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR25--MA0482.1.Gata4	chr1	36920487	36920497	+	0.000	0.000	Merged-chr1-36920402-81
NR5132--MA0037.3.GATA3	chr7	78583904	78583911	+	0.000	0.000	Merged-chr7-78583930-15
NR5128--MA0482.1.Gata4	chr7	75863453	75863463	+	0.000	0.000	Merged-chr7-75863636-9
NR2190--MA0766.1.GATA5	chr16	18073883	18073890	+	0.000	0.000	Merged-chr16-18073888-8
NR4229--MA0037.3.GATA3	chr5	23894287	23894294	-	0.000	0.000	Merged-chr5-23894337-39
NR4006--MA0140.2.GATA1::TAL1	chr4	102955514	102955531	-	0.000	0.000	Merged-chr4-102955684-33
NR3034--MA0482.1.Gata4	chr2	31186089	31186099	+	0.000	0.000	Merged-chr2-31186156-11
NR2984--MA0766.1.GATA5	chr2	13760574	13760581	+	0.000	0.000	Merged-chr2-13760550-51
NR4341--MA0035.3.Gata1	chr5	91814608	91814618	+	0.000	0.000	Merged-chr5-91814561-31
NR2932--MA0035.3.Gata1	chr19	55688658	55688668	+	0.000	0.000	Merged-chr19-55688769-29
NR4067--MA0037.3.GATA3	chr4	126103849	126103856	-	0.000	0.000	Merged-chr4-126103759-104
NR5118--MA0035.3.Gata1	chr7	72339698	72339708	+	0.000	0.000	Merged-chr7-72339570-17
NR4609--MA0037.3.GATA3	chr6	32158581	32158588	-	0.000	0.000	Merged-chr6-32158498-25
NR38--MA0482.1.Gata4	chr1	38884128	38884138	+	0.000	0.000	Merged-chr1-38884000-31
NR3879--MA0037.3.GATA3	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR4635--MA0482.1.Gata4	chr6	42245804	42245814	+	0.000	0.000	Merged-chr6-42245976-48
NR4447--MA0037.3.GATA3	chr5	122431332	122431339	-	0.000	0.000	Merged-chr5-122431363-23
NR4620--MA0036.3.GATA2	chr6	33929791	33929801	+	0.000	0.000	Merged-chr6-33929791-25
NR5227--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR28--MA0035.3.Gata1	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR3318--MA0482.1.Gata4	chr2	131254027	131254037	+	0.000	0.000	Merged-chr2-131254013-54
NR2331--MA0766.1.GATA5	chr16	87726178	87726185	+	0.000	0.000	Merged-chr16-87726198-44
NR2602--MA0766.1.GATA5	chr17	86161902	86161909	+	0.000	0.000	Merged-chr17-86162077-29
NR5158--MA1104.1.GATA6	chr7	89248434	89248446	+	0.000	0.000	Merged-chr7-89248341-51
NR3502--MA0140.2.GATA1::TAL1	chr3	9401027	9401044	-	0.000	0.000	Merged-chr3-9400917-27
NR1019--MA0482.1.Gata4	chr11	99124340	99124350	+	0.000	0.000	Merged-chr11-99124300-22
NR7--MA0140.2.GATA1::TAL1	chr1	7206440	7206457	+	0.000	0.000	Merged-chr1-7206621-34
NR2968--MA0482.1.Gata4	chr2	11216989	11216999	+	0.000	0.000	Merged-chr2-11216759-41
NR2210--MA1104.1.GATA6	chr16	32645536	32645548	-	0.000	0.000	Merged-chr16-32645495-50
NR4709--MA0766.1.GATA5	chr6	85147637	85147644	+	0.000	0.000	Merged-chr6-85147771-14
NR1860--MA0037.3.GATA3	chr14	79481997	79482004	-	0.000	0.000	Merged-chr14-79481875-1
NR1384--MA0037.3.GATA3	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR2164--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR2706--MA0035.3.Gata1	chr18	66502126	66502136	-	0.000	0.000	Merged-chr18-66502099-22
NR4962--MA0482.1.Gata4	chr6	146430257	146430267	+	0.000	0.000	Merged-chr6-146430124-17
NR2615--MA0766.1.GATA5	chr18	6411270	6411277	-	0.000	0.000	Merged-chr18-6411189-24
NR4298--MA0037.3.GATA3	chr5	65795514	65795521	-	0.000	0.000	Merged-chr5-65795420-10
NR1226--MA0140.2.GATA1::TAL1	chr12	76933090	76933107	+	0.000	0.000	Merged-chr12-76932922-30
NR2586--MA0036.3.GATA2	chr17	83123211	83123221	-	0.000	0.000	Merged-chr17-83123061-32
NR127--MA0036.3.GATA2	chr1	85981820	85981830	-	0.000	0.000	Merged-chr1-85981995-4
NR685--MA0035.3.Gata1	chr10	95746062	95746072	+	0.000	0.000	Merged-chr10-95746044-53
NR4681--MA0035.3.Gata1	chr6	67292170	67292180	-	0.000	0.000	Merged-chr6-67292204-22
NR4181--MA0482.1.Gata4	chr4	150938226	150938236	+	0.000	0.000	Merged-chr4-150938152-39
NR170--MA0036.3.GATA2	chr1	95747471	95747481	-	0.000	0.000	Merged-chr1-95747553-17
NR5675--MA0140.2.GATA1::TAL1	chr9	15029154	15029171	-	0.000	0.000	Merged-chr9-15029277-27
NR5071--MA0037.3.GATA3	chr7	43894806	43894813	-	0.000	0.000	Merged-chr7-43894981-37
NR4070--MA0036.3.GATA2	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR4992--MA1104.1.GATA6	chr7	15930170	15930182	-	0.000	0.000	Merged-chr7-15930108-23
NR5865--MA0037.3.GATA3	chr9	95289193	95289200	+	0.000	0.000	Merged-chr9-95289296-28
NR2170--MA1104.1.GATA6	chr16	14701520	14701532	+	0.000	0.000	Merged-chr16-14701585-15
NR597--MA0036.3.GATA2	chr10	67586330	67586340	+	0.000	0.000	Merged-chr10-67586382-65
NR1092--MA0037.3.GATA3	chr11	115746912	115746919	-	0.000	0.000	Merged-chr11-115746671-90
NR2143--MA0035.3.Gata1	chr15	100750371	100750381	+	0.000	0.000	Merged-chr15-100750259-57
NR1088--MA0482.1.Gata4	chr11	113574272	113574282	-	0.000	0.000	Merged-chr11-113574265-17
NR4245--MA0036.3.GATA2	chr5	30343444	30343454	-	0.000	0.000	Merged-chr5-30343363-21
NR664--MA0035.3.Gata1	chr10	93228775	93228785	-	0.000	0.000	Merged-chr10-93228796-6
NR5626--MA0037.3.GATA3	chr8	127963050	127963057	+	0.000	0.000	Merged-chr8-127963000-27
NR2894--MA0482.1.Gata4	chr19	34640571	34640581	+	0.000	0.000	Merged-chr19-34640764-45
NR4184--MA0035.3.Gata1	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR6034--MA0036.3.GATA2	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR567--MA0140.2.GATA1::TAL1	chr10	57486995	57487012	+	0.000	0.000	Merged-chr10-57486904-2
NR4610--MA1104.1.GATA6	chr6	32158579	32158591	-	0.000	0.000	Merged-chr6-32158498-25
NR2121--MA0140.2.GATA1::TAL1	chr15	93751199	93751216	-	0.000	0.000	Merged-chr15-93751087-35
NR5639--MA1104.1.GATA6	chr9	5311520	5311532	-	0.000	0.000	Merged-chr9-5311572-34
NR1807--MA0140.2.GATA1::TAL1	chr14	62342862	62342879	-	0.000	0.000	Merged-chr14-62342844-35
NR3707--MA0037.3.GATA3	chr3	126691146	126691153	+	0.000	0.000	Merged-chr3-126690917-48
NR4125--MA0766.1.GATA5	chr4	145361256	145361263	+	0.000	0.000	Merged-chr4-145361226-45
NR26--MA1104.1.GATA6	chr1	36920485	36920497	-	0.000	0.000	Merged-chr1-36920402-81
NR5129--MA1104.1.GATA6	chr7	75863451	75863463	-	0.000	0.000	Merged-chr7-75863636-9
NR2283--MA0766.1.GATA5	chr16	59617253	59617260	+	0.000	0.000	Merged-chr16-59617351-29
NR4848--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR2897--MA0035.3.Gata1	chr19	34640570	34640580	+	0.000	0.000	Merged-chr19-34640764-45
NR3035--MA1104.1.GATA6	chr2	31186087	31186099	-	0.000	0.000	Merged-chr2-31186156-11
NR167--MA0035.3.Gata1	chr1	95268073	95268083	-	0.000	0.000	Merged-chr1-95268129-85
