#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1353--MA1104.1.GATA6	chr11	108101662	108101674	-	0.000	0.000	Merged-chr11-108101692-19
NR1716--MA0482.1.Gata4	chr12	117403954	117403964	-	0.000	0.000	Merged-chr12-117403786-38
NR4822--MA0482.1.Gata4	chr4	62636268	62636278	+	0.000	0.000	Merged-chr4-62636315-14
NR3258--MA0035.3.Gata1	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR3863--MA0140.2.GATA1::TAL1	chr2	65198588	65198605	+	0.000	0.000	Merged-chr2-65198704-18
NR664--MA0482.1.Gata4	chr10	17566398	17566408	+	0.000	0.000	Merged-chr10-17566277-15
NR1129--MA0036.3.GATA2	chr11	52314535	52314545	-	0.000	0.000	Merged-chr11-52314367-60
NR2836--MA0766.1.GATA5	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR2564--MA0140.2.GATA1::TAL1	chr15	62169759	62169776	+	0.000	0.000	Merged-chr15-62169746-74
NR4070--MA0140.2.GATA1::TAL1	chr2	132497584	132497601	-	0.000	0.000	Merged-chr2-132497706-22
NR5299--MA0035.3.Gata1	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR7088--MA0140.2.GATA1::TAL1	chrX	10718180	10718197	+	0.000	0.000	Merged-chrX-10718251-134
NR5546--MA0482.1.Gata4	chr6	82872533	82872543	-	0.000	0.000	Merged-chr6-82872396-48
NR5725--MA1104.1.GATA6	chr6	129586991	129587003	-	0.000	0.000	Merged-chr6-129586992-7
NR1519--MA0766.1.GATA5	chr12	52504855	52504862	-	0.000	0.000	Merged-chr12-52504676-5
NR4354--MA0766.1.GATA5	chr3	60788288	60788295	-	0.000	0.000	Merged-chr3-60788099-46
NR76--MA0482.1.Gata4	chr1	64956882	64956892	+	0.000	0.000	Merged-chr1-64956845-95
NR6557--MA0766.1.GATA5	chr8	117278454	117278461	-	0.000	0.000	Merged-chr8-117278352-17
NR1475--MA1104.1.GATA6	chr12	25270021	25270033	+	0.000	0.000	Merged-chr12-25270049-10
NR662--MA0036.3.GATA2	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR144--MA0035.3.Gata1	chr1	87899816	87899826	+	0.000	0.000	Merged-chr1-87899931-42
NR415--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR2457--MA0037.3.GATA3	chr14	121423099	121423106	+	0.000	0.000	Merged-chr14-121422910-45
NR5467--MA1104.1.GATA6	chr6	17737770	17737782	+	0.000	0.000	Merged-chr6-17737637-51
NR5738--MA1104.1.GATA6	chr6	130136664	130136676	-	0.000	0.000	Merged-chr6-130136655-31
NR7100--MA0037.3.GATA3	chrX	42343745	42343752	-	0.000	0.000	Merged-chrX-42343636-58
NR4910--MA0482.1.Gata4	chr4	115056686	115056696	+	0.000	0.000	Merged-chr4-115056666-5
NR2754--MA0482.1.Gata4	chr16	27388012	27388022	+	0.000	0.000	Merged-chr16-27388094-20
NR3194--MA0482.1.Gata4	chr17	84061871	84061881	+	0.000	0.000	Merged-chr17-84061758-18
NR4891--MA0482.1.Gata4	chr4	106830329	106830339	+	0.000	0.000	Merged-chr4-106830452-8
NR6669--MA0140.2.GATA1::TAL1	chr9	14499422	14499439	+	0.000	0.000	Merged-chr9-14499189-81
NR6632--MA0766.1.GATA5	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR5549--MA0035.3.Gata1	chr6	82872534	82872544	-	0.000	0.000	Merged-chr6-82872396-48
NR4737--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR7138--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR4451--MA1104.1.GATA6	chr3	101296677	101296689	+	0.000	0.000	Merged-chr3-101296807-2
NR5448--MA0036.3.GATA2	chr6	4664523	4664533	+	0.000	0.000	Merged-chr6-4664595-18
NR2771--MA1104.1.GATA6	chr16	43661707	43661719	+	0.000	0.000	Merged-chr16-43661789-37
NR79--MA0035.3.Gata1	chr1	64956881	64956891	+	0.000	0.000	Merged-chr1-64956845-95
NR4135--MA0140.2.GATA1::TAL1	chr2	146416550	146416567	+	0.000	0.000	Merged-chr2-146416561-24
NR2330--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR1198--MA0036.3.GATA2	chr11	75169168	75169178	+	0.000	0.000	Merged-chr11-75169080-24
NR861--MA0482.1.Gata4	chr10	93430895	93430905	+	0.000	0.000	Merged-chr10-93431068-32
NR3222--MA0140.2.GATA1::TAL1	chr18	5592807	5592824	-	0.000	0.000	Merged-chr18-5592886-93
NR5271--MA1104.1.GATA6	chr5	105192809	105192821	-	0.000	0.000	Merged-chr5-105192735-25
NR6122--MA0766.1.GATA5	chr7	100449172	100449179	-	0.000	0.000	Merged-chr7-100449076-60
NR6941--MA0035.3.Gata1	chr9	95279896	95279906	+	0.000	0.000	Merged-chr9-95279790-94
NR3064--MA0482.1.Gata4	chr17	44893784	44893794	-	0.000	0.000	Merged-chr17-44893726-24
NR7155--MA0140.2.GATA1::TAL1	chrX	162868484	162868501	-	0.000	0.000	Merged-chrX-162868446-21
NR673--MA1104.1.GATA6	chr10	18892249	18892261	+	0.000	0.000	Merged-chr10-18892324-9
NR1179--MA0482.1.Gata4	chr11	70594812	70594822	+	0.000	0.000	Merged-chr11-70594778-39
NR1087--MA1104.1.GATA6	chr11	23754515	23754527	+	0.000	0.000	Merged-chr11-23754497-34
NR4913--MA0035.3.Gata1	chr4	115056685	115056695	+	0.000	0.000	Merged-chr4-115056666-5
NR2757--MA0035.3.Gata1	chr16	27388011	27388021	+	0.000	0.000	Merged-chr16-27388094-20
NR4280--MA0766.1.GATA5	chr3	9867517	9867524	+	0.000	0.000	Merged-chr3-9867662-24
NR5717--MA1104.1.GATA6	chr6	129239824	129239836	+	0.000	0.000	Merged-chr6-129239949-37
NR3766--MA1104.1.GATA6	chr2	31082841	31082853	+	0.000	0.000	Merged-chr2-31082849-41
NR4894--MA0035.3.Gata1	chr4	106830328	106830338	+	0.000	0.000	Merged-chr4-106830452-8
NR412--MA0766.1.GATA5	chr1	160081219	160081226	+	0.000	0.000	Merged-chr1-160081193-37
NR782--MA1104.1.GATA6	chr10	67065795	67065807	-	0.000	0.000	Merged-chr10-67065679-35
NR6431--MA0035.3.Gata1	chr8	79734393	79734403	-	0.000	0.000	Merged-chr8-79734534-16
NR5922--MA0037.3.GATA3	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR4844--MA1104.1.GATA6	chr4	89400517	89400529	+	0.000	0.000	Merged-chr4-89400416-12
NR5265--MA0140.2.GATA1::TAL1	chr5	100070476	100070493	+	0.000	0.000	Merged-chr5-100070344-29
NR1145--MA0482.1.Gata4	chr11	57952912	57952922	-	0.000	0.000	Merged-chr11-57952769-40
NR2571--MA0482.1.Gata4	chr15	62779103	62779113	+	0.000	0.000	Merged-chr15-62779143-25
NR3256--MA1104.1.GATA6	chr18	38350147	38350159	-	0.000	0.000	Merged-chr18-38350190-47
NR864--MA0035.3.Gata1	chr10	93430894	93430904	+	0.000	0.000	Merged-chr10-93431068-32
NR2632--MA0766.1.GATA5	chr15	93379556	93379563	+	0.000	0.000	Merged-chr15-93379459-27
NR6779--MA0140.2.GATA1::TAL1	chr9	69298081	69298098	+	0.000	0.000	Merged-chr9-69298140-58
NR5459--MA1104.1.GATA6	chr6	12080604	12080616	+	0.000	0.000	Merged-chr6-12080624-16
NR5073--MA0140.2.GATA1::TAL1	chr5	8801384	8801401	+	0.000	0.000	Merged-chr5-8801410-8
NR1847--MA0037.3.GATA3	chr13	42101817	42101824	-	0.000	0.000	Merged-chr13-42101708-35
NR887--MA0482.1.Gata4	chr10	96204411	96204421	+	0.000	0.000	Merged-chr10-96204406-28
NR1741--MA0140.2.GATA1::TAL1	chr12	118439063	118439080	-	0.000	0.000	Merged-chr12-118439012-3
NR2460--MA0036.3.GATA2	chr14	121423097	121423107	-	0.000	0.000	Merged-chr14-121422910-45
NR6173--MA0035.3.Gata1	chr7	110204278	110204288	+	0.000	0.000	Merged-chr7-110204373-3
NR5664--MA0037.3.GATA3	chr6	117166985	117166992	+	0.000	0.000	Merged-chr6-117167105-10
NR2112--MA0036.3.GATA2	chr13	108045780	108045790	+	0.000	0.000	Merged-chr13-108045887-18
NR2788--MA0766.1.GATA5	chr16	49774803	49774810	-	0.000	0.000	Merged-chr16-49774880-113
NR6672--MA0482.1.Gata4	chr9	21172540	21172550	-	0.000	0.000	Merged-chr9-21172499-22
NR6723--MA0036.3.GATA2	chr9	46015108	46015118	+	0.000	0.000	Merged-chr9-46015200-37
NR3218--MA0482.1.Gata4	chr18	4296071	4296081	+	0.000	0.000	Merged-chr18-4296046-21
NR1717--MA1104.1.GATA6	chr12	117403954	117403966	+	0.000	0.000	Merged-chr12-117403786-38
NR5278--MA0036.3.GATA2	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR2964--MA0482.1.Gata4	chr17	13654749	13654759	-	0.000	0.000	Merged-chr17-13654932-70
NR5084--MA0482.1.Gata4	chr5	17422756	17422766	+	0.000	0.000	Merged-chr5-17422615-4
NR4697--MA0140.2.GATA1::TAL1	chr3	152210480	152210497	-	0.000	0.000	Merged-chr3-152210438-105
NR413--MA1104.1.GATA6	chr1	160195096	160195108	-	0.000	0.000	Merged-chr1-160195203-53
NR1720--MA0035.3.Gata1	chr12	117403955	117403965	-	0.000	0.000	Merged-chr12-117403786-38
NR691--MA0482.1.Gata4	chr10	26229622	26229632	+	0.000	0.000	Merged-chr10-26229708-29
NR909--MA0035.3.Gata1	chr10	99194848	99194858	+	0.000	0.000	Merged-chr10-99194642-78
NR1698--MA0037.3.GATA3	chr12	113414681	113414688	-	0.000	0.000	Merged-chr12-113414554-11
NR4328--MA0036.3.GATA2	chr3	37753350	37753360	+	0.000	0.000	Merged-chr3-37753406-27
NR2377--MA0036.3.GATA2	chr14	79557827	79557837	-	0.000	0.000	Merged-chr14-79557870-40
NR6566--MA0035.3.Gata1	chr8	120563936	120563946	-	0.000	0.000	Merged-chr8-120564046-29
NR1284--MA0037.3.GATA3	chr11	96075702	96075709	-	0.000	0.000	Merged-chr11-96075825-57
NR866--MA0482.1.Gata4	chr10	93985593	93985603	+	0.000	0.000	Merged-chr10-93985650-27
NR4657--MA0482.1.Gata4	chr3	142281018	142281028	+	0.000	0.000	Merged-chr3-142281213-32
NR4472--MA0035.3.Gata1	chr3	106788698	106788708	-	0.000	0.000	Merged-chr3-106788511-97
NR3941--MA0766.1.GATA5	chr2	92213633	92213640	-	0.000	0.000	Merged-chr2-92213581-10
NR3355--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR5547--MA1104.1.GATA6	chr6	82872533	82872545	+	0.000	0.000	Merged-chr6-82872396-48
NR1137--MA0482.1.Gata4	chr11	53656982	53656992	+	0.000	0.000	Merged-chr11-53657053-47
NR7109--MA0766.1.GATA5	chrX	48141639	48141646	-	0.000	0.000	Merged-chrX-48141649-49
NR1913--MA0766.1.GATA5	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR7157--MA0482.1.Gata4	chrX	167038164	167038174	-	0.000	0.000	Merged-chrX-167038027-22
NR289--MA0766.1.GATA5	chr1	131638416	131638423	+	0.000	0.000	Merged-chr1-131638408-68
NR5477--MA0482.1.Gata4	chr6	33051808	33051818	-	0.000	0.000	Merged-chr6-33051908-11
NR2030--MA0035.3.Gata1	chr13	95697071	95697081	+	0.000	0.000	Merged-chr13-95697036-46
NR2301--MA0035.3.Gata1	chr14	54227577	54227587	-	0.000	0.000	Merged-chr14-54227788-83
NR7038--MA0035.3.Gata1	chr9	114426450	114426460	+	0.000	0.000	Merged-chr9-114426433-16
NR4490--MA0766.1.GATA5	chr3	109456499	109456506	+	0.000	0.000	Merged-chr3-109456576-4
NR2005--MA0766.1.GATA5	chr13	91180551	91180558	-	0.000	0.000	Merged-chr13-91180481-23
NR5462--MA0140.2.GATA1::TAL1	chr6	15726650	15726667	-	0.000	0.000	Merged-chr6-15726718-35
NR5133--MA0037.3.GATA3	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR2348--MA0035.3.Gata1	chr14	64885225	64885235	-	0.000	0.000	Merged-chr14-64885056-34
NR3248--MA0140.2.GATA1::TAL1	chr18	34783580	34783597	+	0.000	0.000	Merged-chr18-34783714-45
NR2723--MA0036.3.GATA2	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
NR6010--MA0140.2.GATA1::TAL1	chr7	64102111	64102128	+	0.000	0.000	Merged-chr7-64101971-35
NR5504--MA0140.2.GATA1::TAL1	chr6	54807621	54807638	-	0.000	0.000	Merged-chr6-54807598-18
NR2755--MA1104.1.GATA6	chr16	27388010	27388022	-	0.000	0.000	Merged-chr16-27388094-20
NR4892--MA1104.1.GATA6	chr4	106830327	106830339	-	0.000	0.000	Merged-chr4-106830452-8
NR2008--MA0036.3.GATA2	chr13	91484440	91484450	-	0.000	0.000	Merged-chr13-91484361-55
NR2837--MA0035.3.Gata1	chr16	66086701	66086711	+	0.000	0.000	Merged-chr16-66086640-17
NR6106--MA0766.1.GATA5	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR5943--MA0035.3.Gata1	chr7	27933592	27933602	-	0.000	0.000	Merged-chr7-27933719-74
NR978--MA0035.3.Gata1	chr10	117959505	117959515	-	0.000	0.000	Merged-chr10-117959672-9
NR117--MA0140.2.GATA1::TAL1	chr1	82836638	82836655	-	0.000	0.000	Merged-chr1-82836652-59
NR676--MA0140.2.GATA1::TAL1	chr10	18892241	18892258	-	0.000	0.000	Merged-chr10-18892324-9
NR862--MA1104.1.GATA6	chr10	93430893	93430905	-	0.000	0.000	Merged-chr10-93431068-32
NR4355--MA0035.3.Gata1	chr3	60788287	60788297	+	0.000	0.000	Merged-chr3-60788099-46
NR1873--MA0766.1.GATA5	chr13	46360724	46360731	+	0.000	0.000	Merged-chr13-46360893-14
NR6196--MA0766.1.GATA5	chr7	114616936	114616943	+	0.000	0.000	Merged-chr7-114616980-17
NR6738--MA0766.1.GATA5	chr9	50924697	50924704	-	0.000	0.000	Merged-chr9-50924601-13
NR3065--MA1104.1.GATA6	chr17	44893784	44893796	+	0.000	0.000	Merged-chr17-44893726-24
NR2760--MA0482.1.Gata4	chr16	32954080	32954090	-	0.000	0.000	Merged-chr16-32954126-18
NR3862--MA0035.3.Gata1	chr2	65044568	65044578	-	0.000	0.000	Merged-chr2-65044504-13
NR1146--MA1104.1.GATA6	chr11	57952912	57952924	+	0.000	0.000	Merged-chr11-57952769-40
NR5125--MA0037.3.GATA3	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR2572--MA1104.1.GATA6	chr15	62779101	62779113	-	0.000	0.000	Merged-chr15-62779143-25
NR6633--MA0035.3.Gata1	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR2239--MA0036.3.GATA2	chr14	40927277	40927287	-	0.000	0.000	Merged-chr14-40927194-29
NR1351--MA0037.3.GATA3	chr11	108101664	108101671	-	0.000	0.000	Merged-chr11-108101692-19
NR4386--MA0766.1.GATA5	chr3	79248518	79248525	+	0.000	0.000	Merged-chr3-79248582-102
NR728--MA0482.1.Gata4	chr10	39991288	39991298	+	0.000	0.000	Merged-chr10-39991173-41
NR6579--MA0036.3.GATA2	chr8	122533228	122533238	-	0.000	0.000	Merged-chr8-122533289-14
NR888--MA1104.1.GATA6	chr10	96204409	96204421	-	0.000	0.000	Merged-chr10-96204406-28
NR6385--MA0482.1.Gata4	chr8	33898107	33898117	-	0.000	0.000	Merged-chr8-33898095-27
NR7096--MA0482.1.Gata4	chrX	37110341	37110351	-	0.000	0.000	Merged-chrX-37110282-56
NR2630--MA0482.1.Gata4	chr15	93379553	93379563	-	0.000	0.000	Merged-chr15-93379459-27
NR5744--MA0140.2.GATA1::TAL1	chr6	131263978	131263995	+	0.000	0.000	Merged-chr6-131264117-18
NR4470--MA1104.1.GATA6	chr3	106788697	106788709	+	0.000	0.000	Merged-chr3-106788511-97
NR6123--MA0035.3.Gata1	chr7	100449171	100449181	+	0.000	0.000	Merged-chr7-100449076-60
NR4238--MA0035.3.Gata1	chr2	170126513	170126523	+	0.000	0.000	Merged-chr2-170126544-26
NR1690--MA0766.1.GATA5	chr12	111897202	111897209	-	0.000	0.000	Merged-chr12-111897164-28
NR6688--MA0036.3.GATA2	chr9	31300706	31300716	+	0.000	0.000	Merged-chr9-31300664-3
NR4281--MA0035.3.Gata1	chr3	9867515	9867525	-	0.000	0.000	Merged-chr3-9867662-24
NR2965--MA1104.1.GATA6	chr17	13654749	13654761	+	0.000	0.000	Merged-chr17-13654932-70
NR3838--MA0037.3.GATA3	chr2	60845543	60845550	+	0.000	0.000	Merged-chr2-60845573-40
NR5085--MA1104.1.GATA6	chr5	17422754	17422766	-	0.000	0.000	Merged-chr5-17422615-4
NR5959--MA0140.2.GATA1::TAL1	chr7	30323027	30323044	+	0.000	0.000	Merged-chr7-30323096-14
NR2346--MA1104.1.GATA6	chr14	64885224	64885236	+	0.000	0.000	Merged-chr14-64885056-34
NR1268--MA0037.3.GATA3	chr11	94265731	94265738	+	0.000	0.000	Merged-chr11-94265551-26
NR692--MA1104.1.GATA6	chr10	26229620	26229632	-	0.000	0.000	Merged-chr10-26229708-29
NR1794--MA0035.3.Gata1	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR5356--MA0037.3.GATA3	chr5	138657964	138657971	-	0.000	0.000	Merged-chr5-138657986-28
NR5627--MA0037.3.GATA3	chr6	108607018	108607025	-	0.000	0.000	Merged-chr6-108607013-11
NR1919--MA0140.2.GATA1::TAL1	chr13	67332546	67332563	-	0.000	0.000	Merged-chr13-67332541-54
NR1693--MA0036.3.GATA2	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR2675--MA0036.3.GATA2	chr15	103339525	103339535	+	0.000	0.000	Merged-chr15-103339534-3
NR4658--MA1104.1.GATA6	chr3	142281016	142281028	-	0.000	0.000	Merged-chr3-142281213-32
NR3763--MA0766.1.GATA5	chr2	31081560	31081567	+	0.000	0.000	Merged-chr2-31081632-31
NR4611--MA0037.3.GATA3	chr3	136725869	136725876	-	0.000	0.000	Merged-chr3-136725981-1
NR6400--MA1104.1.GATA6	chr8	36194318	36194330	-	0.000	0.000	Merged-chr8-36194183-57
NR2589--MA0766.1.GATA5	chr15	72928859	72928866	+	0.000	0.000	Merged-chr15-72929064-48
NR1138--MA1104.1.GATA6	chr11	53656980	53656992	-	0.000	0.000	Merged-chr11-53657053-47
NR5956--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR325--MA0036.3.GATA2	chr1	143319751	143319761	+	0.000	0.000	Merged-chr1-143319719-34
NR976--MA1104.1.GATA6	chr10	117959504	117959516	+	0.000	0.000	Merged-chr10-117959672-9
NR766--MA0140.2.GATA1::TAL1	chr10	62590405	62590422	+	0.000	0.000	Merged-chr10-62590420-43
NR4859--MA0482.1.Gata4	chr4	95197263	95197273	-	0.000	0.000	Merged-chr4-95197383-10
NR1412--MA0035.3.Gata1	chr11	115564107	115564117	-	0.000	0.000	Merged-chr11-115564290-52
NR5478--MA1104.1.GATA6	chr6	33051808	33051820	+	0.000	0.000	Merged-chr6-33051908-11
NR291--MA1104.1.GATA6	chr1	133033855	133033867	+	0.000	0.000	Merged-chr1-133033861-65
NR654--MA0482.1.Gata4	chr10	6978072	6978082	+	0.000	0.000	Merged-chr10-6978015-8
NR2698--MA0766.1.GATA5	chr16	10879824	10879831	+	0.000	0.000	Merged-chr16-10879691-17
NR2969--MA0766.1.GATA5	chr17	13654775	13654782	+	0.000	0.000	Merged-chr17-13654932-70
NR4103--MA0140.2.GATA1::TAL1	chr2	140427457	140427474	-	0.000	0.000	Merged-chr2-140427451-17
NR1292--MA0036.3.GATA2	chr11	96441663	96441673	-	0.000	0.000	Merged-chr11-96441741-50
NR3128--MA0482.1.Gata4	chr17	71204549	71204559	+	0.000	0.000	Merged-chr17-71204716-50
NR829--MA0482.1.Gata4	chr10	81137369	81137379	+	0.000	0.000	Merged-chr10-81137276-7
NR3623--MA0036.3.GATA2	chr19	46613396	46613406	+	0.000	0.000	Merged-chr19-46613309-39
NR1085--MA0037.3.GATA3	chr11	23754518	23754525	+	0.000	0.000	Merged-chr11-23754497-34
NR6266--MA0036.3.GATA2	chr7	128132354	128132364	+	0.000	0.000	Merged-chr7-128132284-5
NR667--MA0482.1.Gata4	chr10	18009885	18009895	+	0.000	0.000	Merged-chr10-18009949-7
NR7124--MA0037.3.GATA3	chrX	98259795	98259802	-	0.000	0.000	Merged-chrX-98259743-49
NR4392--MA0482.1.Gata4	chr3	84093106	84093116	-	0.000	0.000	Merged-chr3-84093112-19
NR2778--MA0482.1.Gata4	chr16	45942378	45942388	-	0.000	0.000	Merged-chr16-45942365-39
NR6866--MA0482.1.Gata4	chr9	83956999	83957009	-	0.000	0.000	Merged-chr9-83957110-38
NR5696--MA0037.3.GATA3	chr6	125231717	125231724	-	0.000	0.000	Merged-chr6-125231768-97
NR4796--MA0035.3.Gata1	chr4	41304150	41304160	-	0.000	0.000	Merged-chr4-41303993-1
NR1795--MA0140.2.GATA1::TAL1	chr13	20094996	20095013	+	0.000	0.000	Merged-chr13-20095026-36
NR1433--MA0036.3.GATA2	chr11	119047029	119047039	-	0.000	0.000	Merged-chr11-119046996-3
NR3580--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR4347--MA0036.3.GATA2	chr3	59114099	59114109	+	0.000	0.000	Merged-chr3-59114221-20
NR6425--MA0140.2.GATA1::TAL1	chr8	71542801	71542818	+	0.000	0.000	Merged-chr8-71542903-45
NR4171--MA0140.2.GATA1::TAL1	chr2	152789703	152789720	-	0.000	0.000	Merged-chr2-152789536-78
NR1914--MA0035.3.Gata1	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR2268--MA0482.1.Gata4	chr14	51089606	51089616	-	0.000	0.000	Merged-chr14-51089414-103
NR1837--MA0140.2.GATA1::TAL1	chr13	33071971	33071988	-	0.000	0.000	Merged-chr13-33072044-31
NR3503--MA0766.1.GATA5	chr19	5094353	5094360	+	0.000	0.000	Merged-chr19-5094459-12
NR1098--MA0037.3.GATA3	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR2329--MA0766.1.GATA5	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR5457--MA0037.3.GATA3	chr6	12080607	12080614	+	0.000	0.000	Merged-chr6-12080624-16
NR4236--MA1104.1.GATA6	chr2	170126512	170126524	-	0.000	0.000	Merged-chr2-170126544-26
NR4772--MA0140.2.GATA1::TAL1	chr4	32909415	32909432	-	0.000	0.000	Merged-chr4-32909502-13
NR3602--MA0036.3.GATA2	chr19	40818904	40818914	+	0.000	0.000	Merged-chr19-40819012-30
NR4052--MA0766.1.GATA5	chr2	120026845	120026852	+	0.000	0.000	Merged-chr2-120026874-2
NR3684--MA0035.3.Gata1	chr19	59926170	59926180	+	0.000	0.000	Merged-chr19-59926305-20
NR6516--MA0036.3.GATA2	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR1313--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR6322--MA0482.1.Gata4	chr7	140983189	140983199	+	0.000	0.000	Merged-chr7-140983161-18
NR4371--MA0482.1.Gata4	chr3	75696298	75696308	-	0.000	0.000	Merged-chr3-75696372-7
NR19--MA0037.3.GATA3	chr1	36684300	36684307	+	0.000	0.000	Merged-chr1-36684318-20
NR6107--MA0035.3.Gata1	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR3752--MA0140.2.GATA1::TAL1	chr2	25111314	25111331	+	0.000	0.000	Merged-chr2-25111409-51
NR411--MA0037.3.GATA3	chr1	160081219	160081226	+	0.000	0.000	Merged-chr1-160081193-37
NR2298--MA1104.1.GATA6	chr14	54227576	54227588	+	0.000	0.000	Merged-chr14-54227788-83
NR2496--MA0140.2.GATA1::TAL1	chr15	9580763	9580780	+	0.000	0.000	Merged-chr15-9580927-74
NR4336--MA0766.1.GATA5	chr3	52840429	52840436	-	0.000	0.000	Merged-chr3-52840378-53
NR6386--MA1104.1.GATA6	chr8	33898107	33898119	+	0.000	0.000	Merged-chr8-33898095-27
NR3554--MA0035.3.Gata1	chr19	25059774	25059784	+	0.000	0.000	Merged-chr19-25059831-2
NR1874--MA0035.3.Gata1	chr13	46360722	46360732	-	0.000	0.000	Merged-chr13-46360893-14
NR5414--MA0766.1.GATA5	chr5	149583076	149583083	-	0.000	0.000	Merged-chr5-149583085-2
NR6197--MA0035.3.Gata1	chr7	114616934	114616944	-	0.000	0.000	Merged-chr7-114616980-17
NR6739--MA0035.3.Gata1	chr9	50924696	50924706	+	0.000	0.000	Merged-chr9-50924601-13
NR3967--MA0140.2.GATA1::TAL1	chr2	102886846	102886863	+	0.000	0.000	Merged-chr2-102886878-67
NR4467--MA1104.1.GATA6	chr3	106544878	106544890	+	0.000	0.000	Merged-chr3-106544962-40
NR3389--MA0037.3.GATA3	chr18	70478126	70478133	-	0.000	0.000	Merged-chr18-70478078-27
NR5473--MA0140.2.GATA1::TAL1	chr6	30357898	30357915	-	0.000	0.000	Merged-chr6-30357923-25
NR6814--MA0140.2.GATA1::TAL1	chr9	78010955	78010972	-	0.000	0.000	Merged-chr9-78010803-82
NR6019--MA0036.3.GATA2	chr7	66060369	66060379	+	0.000	0.000	Merged-chr7-66060555-63
NR75--MA0037.3.GATA3	chr1	64956882	64956889	-	0.000	0.000	Merged-chr1-64956845-95
NR4397--MA0482.1.Gata4	chr3	84772177	84772187	-	0.000	0.000	Merged-chr3-84772067-31
NR5622--MA0036.3.GATA2	chr6	108540522	108540532	-	0.000	0.000	Merged-chr6-108540679-20
NR3737--MA0036.3.GATA2	chr2	19201776	19201786	-	0.000	0.000	Merged-chr2-19201871-12
NR1130--MA0766.1.GATA5	chr11	52314537	52314544	+	0.000	0.000	Merged-chr11-52314367-60
NR4177--MA0036.3.GATA2	chr2	156882817	156882827	+	0.000	0.000	Merged-chr2-156882642-42
NR1473--MA0035.3.Gata1	chr12	25190516	25190526	+	0.000	0.000	Merged-chr12-25190622-38
NR6391--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR4387--MA0035.3.Gata1	chr3	79248516	79248526	-	0.000	0.000	Merged-chr3-79248582-102
NR3560--MA1104.1.GATA6	chr19	29367423	29367435	+	0.000	0.000	Merged-chr19-29367376-49
NR1481--MA0036.3.GATA2	chr12	25394412	25394422	+	0.000	0.000	Merged-chr12-25394494-23
NR4890--MA0037.3.GATA3	chr4	106830329	106830336	-	0.000	0.000	Merged-chr4-106830452-8
NR5323--MA0140.2.GATA1::TAL1	chr5	124598667	124598684	-	0.000	0.000	Merged-chr5-124598742-26
