#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR41201--MA0741.1.KLF16	chr3	146812930	146812940	+	0.000	0.000	Merged-chr3-146812896-87
NR15379--MA0740.1.KLF14	chr13	32338771	32338784	+	0.000	0.000	Merged-chr13-32338674-80
NR9374--MA0741.1.KLF16	chr11	57791233	57791243	+	0.000	0.000	Merged-chr11-57791276-17
NR13399--MA0493.1.Klf1	chr12	76593899	76593909	+	0.000	0.000	Merged-chr12-76594032-18
NR36775--MA0740.1.KLF14	chr2	164184547	164184560	-	0.000	0.000	Merged-chr2-164184609-17
NR49282--MA0599.1.KLF5	chr5	120106706	120106715	-	0.000	0.000	Merged-chr5-120106664-18
NR67129--MA0741.1.KLF16	chrX	20688312	20688322	+	0.000	0.000	Merged-chrX-20688182-94
NR44529--MA0741.1.KLF16	chr4	129500959	129500969	-	0.000	0.000	Merged-chr4-129500863-48
NR10394--MA0599.1.KLF5	chr11	80301613	80301622	+	0.000	0.000	Merged-chr11-80301422-73
NR65178--MA0741.1.KLF16	chr9	87021994	87022004	+	0.000	0.000	Merged-chr9-87022127-59
NR21062--MA0599.1.KLF5	chr15	38078871	38078880	-	0.000	0.000	Merged-chr15-38078784-97
NR65622--MA0740.1.KLF14	chr9	102866984	102866997	+	0.000	0.000	Merged-chr9-102867048-29
NR1136--MA0599.1.KLF5	chr1	75317487	75317496	+	0.000	0.000	Merged-chr1-75317558-106
NR50081--MA0599.1.KLF5	chr5	134275723	134275732	-	0.000	0.000	Merged-chr5-134275761-27
NR61640--MA0599.1.KLF5	chr8	84148023	84148032	-	0.000	0.000	Merged-chr8-84147896-59
NR28202--MA1107.1.KLF9	chr17	80169132	80169144	+	0.000	0.000	Merged-chr17-80169005-20
NR66606--MA0599.1.KLF5	chr9	120191497	120191506	+	0.000	0.000	Merged-chr9-120191396-42
NR2687--MA0599.1.KLF5	chr1	152084755	152084764	-	0.000	0.000	Merged-chr1-152084822-56
NR35682--MA0741.1.KLF16	chr2	132511613	132511623	-	0.000	0.000	Merged-chr2-132511544-14
NR50963--MA0599.1.KLF5	chr5	145140347	145140356	-	0.000	0.000	Merged-chr5-145140183-70
NR893--MA0741.1.KLF16	chr1	63113727	63113737	+	0.000	0.000	Merged-chr1-63113644-2
NR30428--MA0599.1.KLF5	chr18	80200658	80200667	-	0.000	0.000	Merged-chr18-80200692-56
NR36953--MA0493.1.Klf1	chr2	167349364	167349374	-	0.000	0.000	Merged-chr2-167349371-94
NR63840--MA0742.1.Klf12	chr9	35535302	35535316	-	0.000	0.000	Merged-chr9-35535245-28
NR40623--MA0657.1.KLF13	chr3	133758584	133758601	+	0.000	0.000	Merged-chr3-133758511-65
NR10160--MA1107.1.KLF9	chr11	76399196	76399208	+	0.000	0.000	Merged-chr11-76399136-77
NR15812--MA0599.1.KLF5	chr13	48545978	48545987	-	0.000	0.000	Merged-chr13-48545909-2
NR4513--MA0599.1.KLF5	chr1	192092622	192092631	-	0.000	0.000	Merged-chr1-192092599-105
NR59093--MA0599.1.KLF5	chr7	127876146	127876155	-	0.000	0.000	Merged-chr7-127876235-123
NR55028--MA1107.1.KLF9	chr6	142884398	142884410	+	0.000	0.000	Merged-chr6-142884312-23
NR8854--MA0493.1.Klf1	chr11	32039785	32039795	+	0.000	0.000	Merged-chr11-32039842-30
NR15441--MA0740.1.KLF14	chr13	34875441	34875454	+	0.000	0.000	Merged-chr13-34875559-98
NR46666--MA0741.1.KLF16	chr5	24348300	24348310	+	0.000	0.000	Merged-chr5-24348360-46
NR38978--MA0740.1.KLF14	chr3	89102055	89102068	-	0.000	0.000	Merged-chr3-89101941-62
NR64719--MA0740.1.KLF14	chr9	67711744	67711757	+	0.000	0.000	Merged-chr9-67711814-23
NR55596--MA0039.3.KLF4	chr7	6383306	6383316	-	0.000	0.000	Merged-chr7-6383352-66
NR62644--MA0741.1.KLF16	chr8	119755698	119755708	+	0.000	0.000	Merged-chr8-119755879-40
NR31517--MA0741.1.KLF16	chr19	30823105	30823115	+	0.000	0.000	Merged-chr19-30823040-7
NR29072--MA0039.3.KLF4	chr18	32939286	32939296	-	0.000	0.000	Merged-chr18-32939306-98
NR17745--MA0493.1.Klf1	chr13	113466900	113466910	+	0.000	0.000	Merged-chr13-113466791-29
NR21635--MA0657.1.KLF13	chr15	73724742	73724759	+	0.000	0.000	Merged-chr15-73724904-65
NR47345--MA0740.1.KLF14	chr5	53998503	53998516	-	0.000	0.000	Merged-chr5-53998390-11
NR40578--MA1107.1.KLF9	chr3	132791414	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR28548--MA0599.1.KLF5	chr17	87446099	87446108	+	0.000	0.000	Merged-chr17-87445995-7
NR29358--MA0741.1.KLF16	chr18	43687777	43687787	+	0.000	0.000	Merged-chr18-43687697-2
NR46684--MA0599.1.KLF5	chr5	24445274	24445283	+	0.000	0.000	Merged-chr5-24445119-58
NR55033--MA0493.1.Klf1	chr6	142891591	142891601	+	0.000	0.000	Merged-chr6-142891615-20
NR36192--MA0493.1.Klf1	chr2	152293796	152293806	+	0.000	0.000	Merged-chr2-152293907-74
NR14880--MA0742.1.Klf12	chr12	118460910	118460924	-	0.000	0.000	Merged-chr12-118460851-4
NR17644--MA0740.1.KLF14	chr13	111297789	111297802	+	0.000	0.000	Merged-chr13-111297823-12
NR47947--MA0039.3.KLF4	chr5	77130586	77130596	+	0.000	0.000	Merged-chr5-77130540-43
NR20785--MA0741.1.KLF16	chr15	12375802	12375812	+	0.000	0.000	Merged-chr15-12375841-43
NR55292--MA1107.1.KLF9	chr6	146642503	146642515	+	0.000	0.000	Merged-chr6-146642604-68
NR33654--MA0741.1.KLF16	chr2	49451999	49452009	+	0.000	0.000	Merged-chr2-49452084-201
NR1164--MA0741.1.KLF16	chr1	75478749	75478759	-	0.000	0.000	Merged-chr1-75478616-13
NR19598--MA0493.1.Klf1	chr14	70781379	70781389	-	0.000	0.000	Merged-chr14-70781292-78
NR52910--MA0599.1.KLF5	chr6	83711219	83711228	-	0.000	0.000	Merged-chr6-83711196-55
NR46318--MA0741.1.KLF16	chr4	156203248	156203258	+	0.000	0.000	Merged-chr4-156203414-81
NR11484--MA0599.1.KLF5	chr11	106999575	106999584	-	0.000	0.000	Merged-chr11-106999428-68
NR5016--MA0493.1.Klf1	chr10	18845032	18845042	-	0.000	0.000	Merged-chr10-18845106-45
NR62054--MA0599.1.KLF5	chr8	105266992	105267001	+	0.000	0.000	Merged-chr8-105267114-39
NR10600--MA0599.1.KLF5	chr11	86807597	86807606	-	0.000	0.000	Merged-chr11-86807530-83
NR31661--MA0599.1.KLF5	chr19	38298432	38298441	-	0.000	0.000	Merged-chr19-38298328-29
NR44899--MA0742.1.Klf12	chr4	134787074	134787088	-	0.000	0.000	Merged-chr4-134787167-34
NR45254--MA0599.1.KLF5	chr4	139598148	139598157	+	0.000	0.000	Merged-chr4-139598021-2
NR57102--MA0742.1.Klf12	chr7	52005846	52005860	+	0.000	0.000	Merged-chr7-52005667-2
NR44504--MA0742.1.Klf12	chr4	129272589	129272603	+	0.000	0.000	Merged-chr4-129272515-32
NR5523--MA0741.1.KLF16	chr10	45635524	45635534	-	0.000	0.000	Merged-chr10-45635407-27
NR26699--MA0493.1.Klf1	chr17	34187376	34187386	+	0.000	0.000	Merged-chr17-34187443-76
NR63878--MA0741.1.KLF16	chr9	37613763	37613773	+	0.000	0.000	Merged-chr9-37613719-89
NR34371--MA0599.1.KLF5	chr2	77280625	77280634	-	0.000	0.000	Merged-chr2-77280729-98
NR59809--MA0493.1.Klf1	chr7	143636936	143636946	+	0.000	0.000	Merged-chr7-143636805-37
NR49380--MA0493.1.Klf1	chr5	121385499	121385509	+	0.000	0.000	Merged-chr5-121385617-82
NR402--MA0741.1.KLF16	chr1	37884624	37884634	+	0.000	0.000	Merged-chr1-37884608-6
NR3638--MA0741.1.KLF16	chr1	171917407	171917417	+	0.000	0.000	Merged-chr1-171917626-52
NR38248--MA0741.1.KLF16	chr3	40846949	40846959	+	0.000	0.000	Merged-chr3-40846936-62
NR51688--MA0740.1.KLF14	chr6	29216011	29216024	+	0.000	0.000	Merged-chr6-29216108-63
NR54405--MA0599.1.KLF5	chr6	129255084	129255093	+	0.000	0.000	Merged-chr6-129255226-26
NR13398--MA0039.3.KLF4	chr12	76593901	76593911	+	0.000	0.000	Merged-chr12-76594032-18
NR17589--MA0742.1.Klf12	chr13	109232231	109232245	-	0.000	0.000	Merged-chr13-109232171-58
NR10706--MA0741.1.KLF16	chr11	88716262	88716272	+	0.000	0.000	Merged-chr11-88716290-15
NR18483--MA0741.1.KLF16	chr14	27114835	27114845	+	0.000	0.000	Merged-chr14-27114945-21
NR15616--MA0740.1.KLF14	chr13	41000964	41000977	+	0.000	0.000	Merged-chr13-41001029-61
NR63914--MA0599.1.KLF5	chr9	40455373	40455382	-	0.000	0.000	Merged-chr9-40455611-102
NR44224--MA0741.1.KLF16	chr4	123750291	123750301	+	0.000	0.000	Merged-chr4-123750175-81
NR67284--MA0599.1.KLF5	chrX	48454330	48454339	-	0.000	0.000	Merged-chrX-48454297-63
NR35340--MA0599.1.KLF5	chr2	122028413	122028422	-	0.000	0.000	Merged-chr2-122028535-87
NR37994--MA0741.1.KLF16	chr3	31145841	31145851	+	0.000	0.000	Merged-chr3-31145985-42
NR47601--MA0741.1.KLF16	chr5	65991456	65991466	-	0.000	0.000	Merged-chr5-65991414-25
NR56328--MA0039.3.KLF4	chr7	27933907	27933917	+	0.000	0.000	Merged-chr7-27933719-74
NR31862--MA0493.1.Klf1	chr19	45046637	45046647	+	0.000	0.000	Merged-chr19-45046724-24
NR19162--MA0740.1.KLF14	chr14	57525815	57525828	-	0.000	0.000	Merged-chr14-57525572-80
NR10045--MA0599.1.KLF5	chr11	74832288	74832297	+	0.000	0.000	Merged-chr11-74832279-76
NR55208--MA0741.1.KLF16	chr6	145002398	145002408	-	0.000	0.000	Merged-chr6-145002461-23
NR24314--MA0599.1.KLF5	chr16	48627489	48627498	-	0.000	0.000	Merged-chr16-48627540-25
NR13431--MA0599.1.KLF5	chr12	78219303	78219312	-	0.000	0.000	Merged-chr12-78219327-13
NR22845--MA0741.1.KLF16	chr15	97373628	97373638	+	0.000	0.000	Merged-chr15-97373444-153
NR8881--MA0741.1.KLF16	chr11	32554703	32554713	-	0.000	0.000	Merged-chr11-32554709-20
NR33147--MA0599.1.KLF5	chr2	29632207	29632216	+	0.000	0.000	Merged-chr2-29632325-58
NR4727--MA1107.1.KLF9	chr1	195241734	195241746	+	0.000	0.000	Merged-chr1-195241714-52
NR46090--MA0741.1.KLF16	chr4	152341103	152341113	+	0.000	0.000	Merged-chr4-152341132-7
NR31988--MA0599.1.KLF5	chr19	47512936	47512945	-	0.000	0.000	Merged-chr19-47513064-53
NR48156--MA0493.1.Klf1	chr5	93093077	93093087	+	0.000	0.000	Merged-chr5-93092914-8
NR14028--MA0493.1.Klf1	chr12	100277002	100277012	-	0.000	0.000	Merged-chr12-100277058-24
NR47201--MA0599.1.KLF5	chr5	41708078	41708087	+	0.000	0.000	Merged-chr5-41708072-132
NR25204--MA0740.1.KLF14	chr16	93767205	93767218	-	0.000	0.000	Merged-chr16-93767130-58
NR1068--MA0741.1.KLF16	chr1	74351440	74351450	+	0.000	0.000	Merged-chr1-74351416-14
NR61173--MA0039.3.KLF4	chr8	70766196	70766206	+	0.000	0.000	Merged-chr8-70766222-53
NR41067--MA0740.1.KLF14	chr3	144570216	144570229	+	0.000	0.000	Merged-chr3-144570161-115
NR26022--MA0039.3.KLF4	chr17	21650531	21650541	-	0.000	0.000	Merged-chr17-21650461-76
NR38637--MA0742.1.Klf12	chr3	68717596	68717610	-	0.000	0.000	Merged-chr3-68717472-17
NR39573--MA1107.1.KLF9	chr3	101598151	101598163	+	0.000	0.000	Merged-chr3-101598272-22
NR52132--MA0741.1.KLF16	chr6	48016322	48016332	+	0.000	0.000	Merged-chr6-48016315-29
NR10824--MA0742.1.Klf12	chr11	94629732	94629746	+	0.000	0.000	Merged-chr11-94629692-62
NR13403--MA1107.1.KLF9	chr12	76593979	76593991	+	0.000	0.000	Merged-chr12-76594032-18
NR46688--MA0742.1.Klf12	chr5	24445307	24445321	-	0.000	0.000	Merged-chr5-24445119-58
NR8764--MA1107.1.KLF9	chr11	26657800	26657812	+	0.000	0.000	Merged-chr11-26657743-22
NR24982--MA0741.1.KLF16	chr16	90197545	90197555	-	0.000	0.000	Merged-chr16-90197695-59
NR36957--MA0742.1.Klf12	chr2	167421648	167421662	+	0.000	0.000	Merged-chr2-167421787-62
NR37174--MA1107.1.KLF9	chr2	170218550	170218562	+	0.000	0.000	Merged-chr2-170218506-29
NR47853--MA0741.1.KLF16	chr5	75066852	75066862	+	0.000	0.000	Merged-chr5-75066831-3
NR63050--MA0741.1.KLF16	chr8	124265926	124265936	-	0.000	0.000	Merged-chr8-124265993-45
NR37851--MA0741.1.KLF16	chr3	21936142	21936152	-	0.000	0.000	Merged-chr3-21936128-91
NR27789--MA0493.1.Klf1	chr17	66131538	66131548	-	0.000	0.000	Merged-chr17-66131449-21
NR35461--MA0599.1.KLF5	chr2	127319253	127319262	-	0.000	0.000	Merged-chr2-127319189-56
NR37717--MA0599.1.KLF5	chr3	9719202	9719211	-	0.000	0.000	Merged-chr3-9719164-20
NR56798--MA0039.3.KLF4	chr7	44553399	44553409	+	0.000	0.000	Merged-chr7-44553464-1
NR65906--MA0740.1.KLF14	chr9	107542166	107542179	+	0.000	0.000	Merged-chr9-107542021-57
NR24999--MA0599.1.KLF5	chr16	90220989	90220998	+	0.000	0.000	Merged-chr16-90220998-103
NR35695--MA0741.1.KLF16	chr2	132511677	132511687	-	0.000	0.000	Merged-chr2-132511544-14
NR30038--MA0741.1.KLF16	chr18	69344385	69344395	-	0.000	0.000	Merged-chr18-69344405-52
NR63582--MA0742.1.Klf12	chr9	21798563	21798577	+	0.000	0.000	Merged-chr9-21798510-41
NR44006--MA0039.3.KLF4	chr4	119195283	119195293	+	0.000	0.000	Merged-chr4-119195443-60
NR23429--MA1107.1.KLF9	chr16	11286171	11286183	-	0.000	0.000	Merged-chr16-11286053-13
NR43622--MA0741.1.KLF16	chr4	107253788	107253798	-	0.000	0.000	Merged-chr4-107253637-93
NR41226--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR35290--MA0742.1.Klf12	chr2	121008230	121008244	-	0.000	0.000	Merged-chr2-121008420-56
NR61751--MA1107.1.KLF9	chr8	85492412	85492424	+	0.000	0.000	Merged-chr8-85492637-59
NR15256--MA1107.1.KLF9	chr13	23739619	23739631	-	0.000	0.000	Merged-chr13-23739426-131
NR42632--MA0039.3.KLF4	chr4	55343395	55343405	+	0.000	0.000	Merged-chr4-55343422-62
NR54335--MA0741.1.KLF16	chr6	128143602	128143612	-	0.000	0.000	Merged-chr6-128143679-59
NR35433--MA1107.1.KLF9	chr2	126467801	126467813	-	0.000	0.000	Merged-chr2-126467944-38
NR47528--MA0599.1.KLF5	chr5	65026036	65026045	-	0.000	0.000	Merged-chr5-65026153-31
NR36645--MA0599.1.KLF5	chr2	160657973	160657982	-	0.000	0.000	Merged-chr2-160657923-30
NR4624--MA1107.1.KLF9	chr1	193153099	193153111	-	0.000	0.000	Merged-chr1-193153117-43
NR36430--MA0599.1.KLF5	chr2	155811964	155811973	+	0.000	0.000	Merged-chr2-155812086-49
NR29576--MA0741.1.KLF16	chr18	56562415	56562425	+	0.000	0.000	Merged-chr18-56562419-49
NR59747--MA0599.1.KLF5	chr7	142462967	142462976	+	0.000	0.000	Merged-chr7-142462781-62
NR39140--MA0599.1.KLF5	chr3	93556058	93556067	-	0.000	0.000	Merged-chr3-93556036-11
NR55046--MA0741.1.KLF16	chr6	143167188	143167198	+	0.000	0.000	Merged-chr6-143167023-76
NR42448--MA0741.1.KLF16	chr4	46485839	46485849	-	0.000	0.000	Merged-chr4-46485924-53
NR56822--MA0599.1.KLF5	chr7	44869167	44869176	+	0.000	0.000	Merged-chr7-44869319-3
NR29059--MA0039.3.KLF4	chr18	32400061	32400071	+	0.000	0.000	Merged-chr18-32400094-49
NR66937--MA0493.1.Klf1	chrX	7375920	7375930	-	0.000	0.000	Merged-chrX-7375915-61
NR14427--MA0741.1.KLF16	chr12	108686654	108686664	-	0.000	0.000	Merged-chr12-108686639-7
NR48150--MA0741.1.KLF16	chr5	92675455	92675465	-	0.000	0.000	Merged-chr5-92675540-55
NR68016--MA0599.1.KLF5	chrX	150813247	150813256	+	0.000	0.000	Merged-chrX-150813149-62
NR27864--MA0740.1.KLF14	chr17	69383109	69383122	+	0.000	0.000	Merged-chr17-69383426-197
NR61022--MA0741.1.KLF16	chr8	69121473	69121483	+	0.000	0.000	Merged-chr8-69121589-50
NR51919--MA0599.1.KLF5	chr6	38254301	38254310	-	0.000	0.000	Merged-chr6-38254248-53
NR16225--MA1107.1.KLF9	chr13	60996220	60996232	-	0.000	0.000	Merged-chr13-60996242-1
NR27762--MA0742.1.Klf12	chr17	65951265	65951279	+	0.000	0.000	Merged-chr17-65951140-56
NR28659--MA1107.1.KLF9	chr17	88917194	88917206	-	0.000	0.000	Merged-chr17-88917033-1
NR30544--MA0493.1.Klf1	chr18	82509106	82509116	-	0.000	0.000	Merged-chr18-82509103-85
NR2999--MA0039.3.KLF4	chr1	157101261	157101271	-	0.000	0.000	Merged-chr1-157101324-26
NR48682--MA0742.1.Klf12	chr5	107513662	107513676	+	0.000	0.000	Merged-chr5-107513784-34
NR31050--MA0741.1.KLF16	chr19	6942473	6942483	+	0.000	0.000	Merged-chr19-6942503-7
NR30427--MA0742.1.Klf12	chr18	80200654	80200668	-	0.000	0.000	Merged-chr18-80200692-56
NR10278--MA0599.1.KLF5	chr11	78246248	78246257	-	0.000	0.000	Merged-chr11-78245964-87
NR14708--MA1107.1.KLF9	chr12	113155251	113155263	-	0.000	0.000	Merged-chr12-113155292-10
NR9101--MA0741.1.KLF16	chr11	49846872	49846882	-	0.000	0.000	Merged-chr11-49846891-75
NR47729--MA0493.1.Klf1	chr5	72763765	72763775	-	0.000	0.000	Merged-chr5-72763794-20
NR6805--MA0599.1.KLF5	chr10	83360032	83360041	+	0.000	0.000	Merged-chr10-83360220-61
NR53431--MA0493.1.Klf1	chr6	99026368	99026378	+	0.000	0.000	Merged-chr6-99026218-49
NR67014--MA0039.3.KLF4	chrX	11839669	11839679	+	0.000	0.000	Merged-chrX-11839890-20
NR44282--MA0740.1.KLF14	chr4	124709097	124709110	+	0.000	0.000	Merged-chr4-124709015-86
NR44804--MA0493.1.Klf1	chr4	133677408	133677418	-	0.000	0.000	Merged-chr4-133677483-20
NR16293--MA0741.1.KLF16	chr13	63541590	63541600	+	0.000	0.000	Merged-chr13-63541673-31
NR29162--MA0741.1.KLF16	chr18	34887431	34887441	+	0.000	0.000	Merged-chr18-34887458-62
NR44048--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR59666--MA0742.1.Klf12	chr7	141392073	141392087	-	0.000	0.000	Merged-chr7-141392195-61
NR28539--MA0742.1.Klf12	chr17	87344496	87344510	+	0.000	0.000	Merged-chr17-87344693-70
NR60563--MA0741.1.KLF16	chr8	36188904	36188914	-	0.000	0.000	Merged-chr8-36188983-40
NR10945--MA0599.1.KLF5	chr11	97115404	97115413	+	0.000	0.000	Merged-chr11-97115476-51
NR67283--MA1107.1.KLF9	chrX	48439329	48439341	+	0.000	0.000	Merged-chrX-48439360-33
NR24538--MA0599.1.KLF5	chr16	58678943	58678952	-	0.000	0.000	Merged-chr16-58678885-20
NR14884--MA0741.1.KLF16	chr12	118461012	118461022	-	0.000	0.000	Merged-chr12-118460851-4
NR13655--MA0599.1.KLF5	chr12	85486187	85486196	+	0.000	0.000	Merged-chr12-85486103-52
NR2356--MA0599.1.KLF5	chr1	135268327	135268336	+	0.000	0.000	Merged-chr1-135268339-27
NR47773--MA1107.1.KLF9	chr5	73265647	73265659	-	0.000	0.000	Merged-chr5-73265624-32
NR45384--MA0599.1.KLF5	chr4	141793700	141793709	-	0.000	0.000	Merged-chr4-141793612-90
NR32293--MA0742.1.Klf12	chr19	57360900	57360914	+	0.000	0.000	Merged-chr19-57361016-100
NR5807--MA0741.1.KLF16	chr10	60831663	60831673	-	0.000	0.000	Merged-chr10-60831602-50
NR42566--MA0742.1.Klf12	chr4	53012127	53012141	-	0.000	0.000	Merged-chr4-53012213-75
NR20089--MA0599.1.KLF5	chr14	103620025	103620034	-	0.000	0.000	Merged-chr14-103620031-34
NR45106--MA0493.1.Klf1	chr4	137468639	137468649	-	0.000	0.000	Merged-chr4-137468629-23
NR53018--MA0741.1.KLF16	chr6	86365674	86365684	-	0.000	0.000	Merged-chr6-86365536-92
NR31648--MA0599.1.KLF5	chr19	37434763	37434772	+	0.000	0.000	Merged-chr19-37434877-56
NR50828--MA1107.1.KLF9	chr5	142440811	142440823	+	0.000	0.000	Merged-chr5-142441069-143
NR22263--MA1107.1.KLF9	chr15	83564471	83564483	-	0.000	0.000	Merged-chr15-83564488-10
NR55274--MA0039.3.KLF4	chr6	146185691	146185701	-	0.000	0.000	Merged-chr6-146185680-43
NR54615--MA0493.1.Klf1	chr6	136413384	136413394	+	0.000	0.000	Merged-chr6-136413320-1
NR68208--MA0493.1.Klf1	chrX	162760163	162760173	+	0.000	0.000	Merged-chrX-162760331-82
NR40015--MA0742.1.Klf12	chr3	115758848	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR63162--MA0599.1.KLF5	chr8	125759234	125759243	+	0.000	0.000	Merged-chr8-125759251-30
NR33813--MA1107.1.KLF9	chr2	59393259	59393271	-	0.000	0.000	Merged-chr2-59393267-21
NR21095--MA0741.1.KLF16	chr15	38470628	38470638	+	0.000	0.000	Merged-chr15-38470739-79
NR34688--MA1107.1.KLF9	chr2	94273450	94273462	+	0.000	0.000	Merged-chr2-94273480-55
NR67313--MA0741.1.KLF16	chrX	53057304	53057314	-	0.000	0.000	Merged-chrX-53057240-46
NR48605--MA0742.1.Klf12	chr5	105609751	105609765	+	0.000	0.000	Merged-chr5-105609798-27
NR14839--MA0599.1.KLF5	chr12	117533835	117533844	-	0.000	0.000	Merged-chr12-117534127-69
NR16150--MA0741.1.KLF16	chr13	58359137	58359147	+	0.000	0.000	Merged-chr13-58359164-70
NR28350--MA1107.1.KLF9	chr17	84837997	84838009	-	0.000	0.000	Merged-chr17-84837991-26
NR31964--MA0657.1.KLF13	chr19	46983949	46983966	+	0.000	0.000	Merged-chr19-46983880-15
NR44508--MA0741.1.KLF16	chr4	129272590	129272600	+	0.000	0.000	Merged-chr4-129272515-32
NR42286--MA0741.1.KLF16	chr4	43499671	43499681	-	0.000	0.000	Merged-chr4-43499565-45
NR60420--MA0741.1.KLF16	chr8	27120707	27120717	+	0.000	0.000	Merged-chr8-27120765-34
NR58581--MA0599.1.KLF5	chr7	114356566	114356575	-	0.000	0.000	Merged-chr7-114356592-29
NR34203--MA0740.1.KLF14	chr2	73214455	73214468	+	0.000	0.000	Merged-chr2-73214305-60
NR38395--MA0599.1.KLF5	chr3	52882202	52882211	+	0.000	0.000	Merged-chr3-52882154-16
NR7468--MA0741.1.KLF16	chr10	111165447	111165457	-	0.000	0.000	Merged-chr10-111165558-4
NR37341--MA0741.1.KLF16	chr2	173578403	173578413	+	0.000	0.000	Merged-chr2-173578364-53
NR24743--MA0741.1.KLF16	chr16	76447257	76447267	-	0.000	0.000	Merged-chr16-76447349-16
NR44700--MA0039.3.KLF4	chr4	132757217	132757227	-	0.000	0.000	Merged-chr4-132757307-47
NR9421--MA0599.1.KLF5	chr11	58953590	58953599	+	0.000	0.000	Merged-chr11-58953768-4
NR32252--MA0740.1.KLF14	chr19	56756561	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR3100--MA1107.1.KLF9	chr1	160805393	160805405	+	0.000	0.000	Merged-chr1-160805501-20
NR18904--MA0742.1.Klf12	chr14	50956050	50956064	-	0.000	0.000	Merged-chr14-50956236-57
NR22792--MA0741.1.KLF16	chr15	96461114	96461124	+	0.000	0.000	Merged-chr15-96460915-125
NR64140--MA0599.1.KLF5	chr9	46012803	46012812	+	0.000	0.000	Merged-chr9-46012745-59
NR35661--MA0741.1.KLF16	chr2	131955382	131955392	+	0.000	0.000	Merged-chr2-131955415-30
NR44906--MA0039.3.KLF4	chr4	134915070	134915080	+	0.000	0.000	Merged-chr4-134914997-60
NR27405--MA0741.1.KLF16	chr17	50025422	50025432	+	0.000	0.000	Merged-chr17-50025514-42
NR39824--MA0742.1.Klf12	chr3	107578032	107578046	-	0.000	0.000	Merged-chr3-107578034-11
NR64346--MA0599.1.KLF5	chr9	56464095	56464104	-	0.000	0.000	Merged-chr9-56464045-2
NR64685--MA1107.1.KLF9	chr9	66593134	66593146	+	0.000	0.000	Merged-chr9-66593034-105
NR56581--MA0741.1.KLF16	chr7	34630653	34630663	+	0.000	0.000	Merged-chr7-34630517-24
NR7228--MA0599.1.KLF5	chr10	97313609	97313618	+	0.000	0.000	Merged-chr10-97313434-109
NR65897--MA0599.1.KLF5	chr9	107526830	107526839	-	0.000	0.000	Merged-chr9-107526799-38
NR19615--MA0742.1.Klf12	chr14	71113728	71113742	+	0.000	0.000	Merged-chr14-71113589-38
NR4642--MA1107.1.KLF9	chr1	193349924	193349936	-	0.000	0.000	Merged-chr1-193349952-15
NR27901--MA0493.1.Klf1	chr17	70886788	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR48962--MA0493.1.Klf1	chr5	113830530	113830540	+	0.000	0.000	Merged-chr5-113830533-46
NR28831--MA0741.1.KLF16	chr18	12168670	12168680	+	0.000	0.000	Merged-chr18-12168747-122
NR33029--MA0740.1.KLF14	chr2	26910665	26910678	+	0.000	0.000	Merged-chr2-26910694-72
NR36167--MA0741.1.KLF16	chr2	151543660	151543670	-	0.000	0.000	Merged-chr2-151543630-14
NR14078--MA0599.1.KLF5	chr12	101718629	101718638	+	0.000	0.000	Merged-chr12-101718493-65
NR9294--MA0039.3.KLF4	chr11	54522781	54522791	+	0.000	0.000	Merged-chr11-54522854-80
NR39579--MA0599.1.KLF5	chr3	101748388	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR46240--MA0742.1.Klf12	chr4	155601373	155601387	+	0.000	0.000	Merged-chr4-155601568-119
NR59550--MA0599.1.KLF5	chr7	139969598	139969607	+	0.000	0.000	Merged-chr7-139969526-7
NR63489--MA0599.1.KLF5	chr9	15357835	15357844	+	0.000	0.000	Merged-chr9-15357727-65
NR57358--MA0741.1.KLF16	chr7	67953332	67953342	+	0.000	0.000	Merged-chr7-67953335-13
NR37721--MA0493.1.Klf1	chr3	9802426	9802436	+	0.000	0.000	Merged-chr3-9802270-83
NR60564--MA0599.1.KLF5	chr8	36248310	36248319	+	0.000	0.000	Merged-chr8-36248253-9
NR17535--MA0493.1.Klf1	chr13	108597174	108597184	-	0.000	0.000	Merged-chr13-108597340-51
NR137--MA0599.1.KLF5	chr1	16688744	16688753	-	0.000	0.000	Merged-chr1-16688563-89
NR46689--MA0599.1.KLF5	chr5	24445311	24445320	-	0.000	0.000	Merged-chr5-24445119-58
NR7--MA0741.1.KLF16	chr1	4857770	4857780	-	0.000	0.000	Merged-chr1-4858004-101
