#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR21742--MA0742.1.Klf12	chr15	76197968	76197982	+	0.000	0.000	Merged-chr15-76198065-48
NR32751--MA0599.1.KLF5	chr2	13575020	13575029	-	0.000	0.000	Merged-chr2-13575035-10
NR34389--MA0657.1.KLF13	chr2	78984151	78984168	+	0.000	0.000	Merged-chr2-78984258-28
NR38447--MA0039.3.KLF4	chr3	55688282	55688292	+	0.000	0.000	Merged-chr3-55688329-24
NR5156--MA0741.1.KLF16	chr10	25296809	25296819	-	0.000	0.000	Merged-chr10-25296937-67
NR26834--MA0599.1.KLF5	chr17	35706109	35706118	-	0.000	0.000	Merged-chr17-35706172-14
NR55157--MA0740.1.KLF14	chr6	144664966	144664979	+	0.000	0.000	Merged-chr6-144664964-20
NR38171--MA0599.1.KLF5	chr3	37419886	37419895	+	0.000	0.000	Merged-chr3-37419954-169
NR19705--MA1107.1.KLF9	chr14	74984965	74984977	-	0.000	0.000	Merged-chr14-74985118-46
NR44294--MA0599.1.KLF5	chr4	124936957	124936966	+	0.000	0.000	Merged-chr4-124937021-50
NR4652--MA0599.1.KLF5	chr1	193421576	193421585	-	0.000	0.000	Merged-chr1-193421738-60
NR27168--MA0741.1.KLF16	chr17	46383664	46383674	-	0.000	0.000	Merged-chr17-46383696-57
NR58566--MA0741.1.KLF16	chr7	114276157	114276167	+	0.000	0.000	Merged-chr7-114276213-86
NR20480--MA0741.1.KLF16	chr14	120313650	120313660	+	0.000	0.000	Merged-chr14-120313531-118
NR58563--MA0599.1.KLF5	chr7	114276178	114276187	-	0.000	0.000	Merged-chr7-114276213-86
NR20751--MA0741.1.KLF16	chr15	11995568	11995578	+	0.000	0.000	Merged-chr15-11995673-123
NR511--MA0741.1.KLF16	chr1	40228150	40228160	-	0.000	0.000	Merged-chr1-40228252-23
NR10903--MA0039.3.KLF4	chr11	96504747	96504757	+	0.000	0.000	Merged-chr11-96504933-13
NR9403--MA0599.1.KLF5	chr11	58098002	58098011	-	0.000	0.000	Merged-chr11-58098164-53
NR33268--MA0599.1.KLF5	chr2	31256710	31256719	+	0.000	0.000	Merged-chr2-31256650-54
NR26139--MA1107.1.KLF9	chr17	24152506	24152518	+	0.000	0.000	Merged-chr17-24152368-58
NR64122--MA0599.1.KLF5	chr9	45133865	45133874	-	0.000	0.000	Merged-chr9-45134040-15
NR9742--MA1107.1.KLF9	chr11	67608282	67608294	-	0.000	0.000	Merged-chr11-67608461-21
NR62287--MA0599.1.KLF5	chr8	110919820	110919829	-	0.000	0.000	Merged-chr8-110919829-64
NR30682--MA1107.1.KLF9	chr18	84911754	84911766	-	0.000	0.000	Merged-chr18-84911932-15
NR56139--MA0740.1.KLF14	chr7	25221427	25221440	-	0.000	0.000	Merged-chr7-25221475-48
NR56235--MA0493.1.Klf1	chr7	27258658	27258668	-	0.000	0.000	Merged-chr7-27258672-61
NR53999--MA1107.1.KLF9	chr6	120199682	120199694	+	0.000	0.000	Merged-chr6-120199707-32
NR65959--MA0493.1.Klf1	chr9	108094583	108094593	-	0.000	0.000	Merged-chr9-108094601-54
NR53445--MA0599.1.KLF5	chr6	99270150	99270159	+	0.000	0.000	Merged-chr6-99270140-8
NR44060--MA1107.1.KLF9	chr4	120053600	120053612	-	0.000	0.000	Merged-chr4-120053646-59
NR43439--MA0742.1.Klf12	chr4	101419685	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR44818--MA0599.1.KLF5	chr4	134058572	134058581	-	0.000	0.000	Merged-chr4-134058654-63
NR65879--MA0599.1.KLF5	chr9	107356320	107356329	+	0.000	0.000	Merged-chr9-107356268-12
NR64218--MA0657.1.KLF13	chr9	50856906	50856923	-	0.000	0.000	Merged-chr9-50856954-76
NR44999--MA0741.1.KLF16	chr4	136081944	136081954	-	0.000	0.000	Merged-chr4-136081901-45
NR5293--MA1107.1.KLF9	chr10	39522158	39522170	-	0.000	0.000	Merged-chr10-39522157-23
NR62954--MA0599.1.KLF5	chr8	122917783	122917792	+	0.000	0.000	Merged-chr8-122917932-59
NR62115--MA0740.1.KLF14	chr8	105855085	105855098	-	0.000	0.000	Merged-chr8-105855087-69
NR30324--MA1107.1.KLF9	chr18	76931310	76931322	-	0.000	0.000	Merged-chr18-76931347-37
NR44301--MA0740.1.KLF14	chr4	125123088	125123101	-	0.000	0.000	Merged-chr4-125123148-48
NR47652--MA1107.1.KLF9	chr5	67404644	67404656	-	0.000	0.000	Merged-chr5-67404737-28
NR7261--MA0740.1.KLF14	chr10	98877987	98878000	+	0.000	0.000	Merged-chr10-98878013-50
NR63130--MA0493.1.Klf1	chr8	125558862	125558872	+	0.000	0.000	Merged-chr8-125558804-33
NR16920--MA0599.1.KLF5	chr13	93939771	93939780	-	0.000	0.000	Merged-chr13-93939742-17
NR19271--MA0740.1.KLF14	chr14	61172809	61172822	-	0.000	0.000	Merged-chr14-61173036-86
NR37981--MA0599.1.KLF5	chr3	31094765	31094774	-	0.000	0.000	Merged-chr3-31094714-152
NR60340--MA0599.1.KLF5	chr8	22780924	22780933	+	0.000	0.000	Merged-chr8-22780789-14
NR24905--MA0741.1.KLF16	chr16	87597828	87597838	+	0.000	0.000	Merged-chr16-87597793-27
NR14156--MA0741.1.KLF16	chr12	102878548	102878558	-	0.000	0.000	Merged-chr12-102878597-9
NR1387--MA0599.1.KLF5	chr1	85649963	85649972	-	0.000	0.000	Merged-chr1-85650206-39
NR50570--MA0742.1.Klf12	chr5	139372292	139372306	-	0.000	0.000	Merged-chr5-139372178-54
NR62720--MA1107.1.KLF9	chr8	120319623	120319635	-	0.000	0.000	Merged-chr8-120319667-36
NR61688--MA0741.1.KLF16	chr8	84745654	84745664	+	0.000	0.000	Merged-chr8-84745577-11
NR8243--MA0740.1.KLF14	chr10	128779587	128779600	+	0.000	0.000	Merged-chr10-128779505-23
NR61959--MA0741.1.KLF16	chr8	95349078	95349088	-	0.000	0.000	Merged-chr8-95348986-27
NR25616--MA0741.1.KLF16	chr17	6477181	6477191	-	0.000	0.000	Merged-chr17-6476977-103
NR10401--MA0741.1.KLF16	chr11	80378149	80378159	-	0.000	0.000	Merged-chr11-80377981-38
NR21980--MA0599.1.KLF5	chr15	78923755	78923764	-	0.000	0.000	Merged-chr15-78923681-44
NR1177--MA0741.1.KLF16	chr1	75487847	75487857	+	0.000	0.000	Merged-chr1-75487610-71
NR1719--MA0741.1.KLF16	chr1	97661802	97661812	-	0.000	0.000	Merged-chr1-97661969-7
NR64314--MA0493.1.Klf1	chr9	55938125	55938135	-	0.000	0.000	Merged-chr9-55938219-68
NR29441--MA0599.1.KLF5	chr18	49755664	49755673	+	0.000	0.000	Merged-chr18-49755713-75
NR8890--MA0493.1.Klf1	chr11	32580749	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR67727--MA0741.1.KLF16	chrX	102934137	102934147	-	0.000	0.000	Merged-chrX-102934111-32
NR57249--MA0741.1.KLF16	chr7	64043091	64043101	-	0.000	0.000	Merged-chr7-64043125-48
NR25062--MA0039.3.KLF4	chr16	91373105	91373115	-	0.000	0.000	Merged-chr16-91373241-87
NR4069--MA1107.1.KLF9	chr1	183180651	183180663	-	0.000	0.000	Merged-chr1-183180587-56
NR34796--MA0493.1.Klf1	chr2	102401202	102401212	+	0.000	0.000	Merged-chr2-102401021-85
NR42034--MA0741.1.KLF16	chr4	34550559	34550569	+	0.000	0.000	Merged-chr4-34550471-5
NR46222--MA1107.1.KLF9	chr4	155217450	155217462	-	0.000	0.000	Merged-chr4-155217471-52
NR33165--MA0599.1.KLF5	chr2	29889801	29889810	-	0.000	0.000	Merged-chr2-29889935-111
NR44387--MA1107.1.KLF9	chr4	126813422	126813434	-	0.000	0.000	Merged-chr4-126813400-21
NR42873--MA0740.1.KLF14	chr4	62408695	62408708	+	0.000	0.000	Merged-chr4-62408524-84
NR57217--MA0740.1.KLF14	chr7	63938933	63938946	-	0.000	0.000	Merged-chr7-63938781-167
NR26712--MA1107.1.KLF9	chr17	34203550	34203562	-	0.000	0.000	Merged-chr17-34203495-21
NR53557--MA0599.1.KLF5	chr6	108065293	108065302	-	0.000	0.000	Merged-chr6-108065326-73
NR18200--MA0599.1.KLF5	chr14	14633417	14633426	-	0.000	0.000	Merged-chr14-14633159-94
NR27587--MA1107.1.KLF9	chr17	56673177	56673189	+	0.000	0.000	Merged-chr17-56673330-61
NR14581--MA0740.1.KLF14	chr12	111810005	111810018	+	0.000	0.000	Merged-chr12-111809959-15
NR51158--MA0599.1.KLF5	chr5	148775429	148775438	+	0.000	0.000	Merged-chr5-148775467-22
NR16701--MA0742.1.Klf12	chr13	81176295	81176309	-	0.000	0.000	Merged-chr13-81176115-63
NR64000--MA1107.1.KLF9	chr9	42423816	42423828	+	0.000	0.000	Merged-chr9-42423784-11
NR43731--MA0741.1.KLF16	chr4	109666788	109666798	+	0.000	0.000	Merged-chr4-109666886-20
NR25202--MA0741.1.KLF16	chr16	93711912	93711922	+	0.000	0.000	Merged-chr16-93711802-127
NR43947--MA0493.1.Klf1	chr4	117251984	117251994	-	0.000	0.000	Merged-chr4-117251889-52
NR10382--MA0741.1.KLF16	chr11	80081060	80081070	-	0.000	0.000	Merged-chr11-80080950-54
NR64380--MA0741.1.KLF16	chr9	57956932	57956942	-	0.000	0.000	Merged-chr9-57956974-45
NR10711--MA1107.1.KLF9	chr11	89024204	89024216	+	0.000	0.000	Merged-chr11-89024298-29
NR38163--MA0740.1.KLF14	chr3	37419776	37419789	+	0.000	0.000	Merged-chr3-37419954-169
NR35774--MA0493.1.Klf1	chr2	136965508	136965518	+	0.000	0.000	Merged-chr2-136965495-19
NR19742--MA0599.1.KLF5	chr14	75284266	75284275	-	0.000	0.000	Merged-chr14-75284367-55
NR48707--MA0740.1.KLF14	chr5	107688103	107688116	+	0.000	0.000	Merged-chr5-107688177-56
NR15358--MA0740.1.KLF14	chr13	30817689	30817702	-	0.000	0.000	Merged-chr13-30817596-41
NR9994--MA0599.1.KLF5	chr11	72490012	72490021	+	0.000	0.000	Merged-chr11-72489969-18
NR14972--MA1107.1.KLF9	chr13	6626839	6626851	+	0.000	0.000	Merged-chr13-6626818-32
NR18496--MA0741.1.KLF16	chr14	27262589	27262599	+	0.000	0.000	Merged-chr14-27262535-17
NR12583--MA0599.1.KLF5	chr12	17736626	17736635	-	0.000	0.000	Merged-chr12-17736753-13
NR52493--MA0741.1.KLF16	chr6	58596561	58596571	-	0.000	0.000	Merged-chr6-58596586-84
NR39233--MA1107.1.KLF9	chr3	95523800	95523812	+	0.000	0.000	Merged-chr3-95523820-51
NR21366--MA0741.1.KLF16	chr15	58823641	58823651	-	0.000	0.000	Merged-chr15-58823489-98
NR36278--MA0740.1.KLF14	chr2	153333183	153333196	-	0.000	0.000	Merged-chr2-153333236-15
NR45007--MA1107.1.KLF9	chr4	136081972	136081984	+	0.000	0.000	Merged-chr4-136081901-45
NR60433--MA1107.1.KLF9	chr8	27174692	27174704	+	0.000	0.000	Merged-chr8-27174593-51
NR35201--MA0493.1.Klf1	chr2	119271301	119271311	+	0.000	0.000	Merged-chr2-119271057-44
NR7656--MA0039.3.KLF4	chr10	117627738	117627748	+	0.000	0.000	Merged-chr10-117627744-48
NR9299--MA1107.1.KLF9	chr11	54802276	54802288	-	0.000	0.000	Merged-chr11-54802192-79
NR40923--MA1107.1.KLF9	chr3	142263253	142263265	+	0.000	0.000	Merged-chr3-142263334-1
NR34598--MA0740.1.KLF14	chr2	92059602	92059615	-	0.000	0.000	Merged-chr2-92059696-70
NR14470--MA0741.1.KLF16	chr12	109446514	109446524	-	0.000	0.000	Merged-chr12-109446341-43
NR44974--MA0742.1.Klf12	chr4	136021840	136021854	+	0.000	0.000	Merged-chr4-136021705-51
NR51492--MA0039.3.KLF4	chr6	13607690	13607700	+	0.000	0.000	Merged-chr6-13607879-67
NR52127--MA0599.1.KLF5	chr6	47953394	47953403	-	0.000	0.000	Merged-chr6-47953415-51
NR21232--MA0742.1.Klf12	chr15	55090437	55090451	-	0.000	0.000	Merged-chr15-55090326-86
NR44103--MA0742.1.Klf12	chr4	120825835	120825849	+	0.000	0.000	Merged-chr4-120825889-1
NR64426--MA0493.1.Klf1	chr9	59565757	59565767	-	0.000	0.000	Merged-chr9-59565831-20
NR21734--MA0599.1.KLF5	chr15	76091655	76091664	-	0.000	0.000	Merged-chr15-76091607-23
NR44916--MA0493.1.Klf1	chr4	135152493	135152503	+	0.000	0.000	Merged-chr4-135152562-38
NR35327--MA0599.1.KLF5	chr2	121457045	121457054	+	0.000	0.000	Merged-chr2-121457132-54
NR22197--MA0657.1.KLF13	chr15	82987878	82987895	-	0.000	0.000	Merged-chr15-82987818-75
NR24444--MA0599.1.KLF5	chr16	55609042	55609051	+	0.000	0.000	Merged-chr16-55608806-14
NR12585--MA0741.1.KLF16	chr12	17736623	17736633	-	0.000	0.000	Merged-chr12-17736753-13
NR55719--MA0599.1.KLF5	chr7	15948810	15948819	-	0.000	0.000	Merged-chr7-15948803-65
NR48080--MA0493.1.Klf1	chr5	90640719	90640729	+	0.000	0.000	Merged-chr5-90640561-39
NR32216--MA0742.1.Klf12	chr19	56296922	56296936	+	0.000	0.000	Merged-chr19-56296867-29
NR33110--MA0741.1.KLF16	chr2	28698442	28698452	+	0.000	0.000	Merged-chr2-28698593-11
NR41161--MA0741.1.KLF16	chr3	146045212	146045222	-	0.000	0.000	Merged-chr3-146045142-29
NR47331--MA0599.1.KLF5	chr5	53540271	53540280	-	0.000	0.000	Merged-chr5-53540253-35
NR11233--MA0493.1.Klf1	chr11	101468089	101468099	+	0.000	0.000	Merged-chr11-101468029-46
NR38584--MA0742.1.Klf12	chr3	65974830	65974844	+	0.000	0.000	Merged-chr3-65974924-71
NR61402--MA1107.1.KLF9	chr8	75071855	75071867	+	0.000	0.000	Merged-chr8-75071889-52
NR13409--MA0599.1.KLF5	chr12	76710658	76710667	+	0.000	0.000	Merged-chr12-76710800-1
NR31225--MA0741.1.KLF16	chr19	10240780	10240790	+	0.000	0.000	Merged-chr19-10240692-36
NR57087--MA0741.1.KLF16	chr7	49759099	49759109	-	0.000	0.000	Merged-chr7-49759209-49
NR13748--MA1107.1.KLF9	chr12	88472042	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR42428--MA0599.1.KLF5	chr4	46138430	46138439	+	0.000	0.000	Merged-chr4-46138589-84
NR59006--MA0740.1.KLF14	chr7	126776876	126776889	+	0.000	0.000	Merged-chr7-126776866-48
NR31821--MA0657.1.KLF13	chr19	43809533	43809550	+	0.000	0.000	Merged-chr19-43809499-23
NR68034--MA0599.1.KLF5	chrX	151803325	151803334	+	0.000	0.000	Merged-chrX-151803411-90
NR49469--MA0039.3.KLF4	chr5	122379994	122380004	+	0.000	0.000	Merged-chr5-122379949-17
NR14745--MA0599.1.KLF5	chr12	115158695	115158704	-	0.000	0.000	Merged-chr12-115158511-45
NR49568--MA0742.1.Klf12	chr5	123524219	123524233	+	0.000	0.000	Merged-chr5-123524243-58
NR37864--MA0741.1.KLF16	chr3	22076322	22076332	+	0.000	0.000	Merged-chr3-22076616-152
NR5620--MA1107.1.KLF9	chr10	54041132	54041144	-	0.000	0.000	Merged-chr10-54040975-1
NR6156--MA0599.1.KLF5	chr10	75129584	75129593	-	0.000	0.000	Merged-chr10-75129487-21
NR29608--MA0741.1.KLF16	chr18	57970446	57970456	+	0.000	0.000	Merged-chr18-57970531-36
NR63334--MA0741.1.KLF16	chr9	4309617	4309627	+	0.000	0.000	Merged-chr9-4309732-98
NR50736--MA0741.1.KLF16	chr5	140981731	140981741	-	0.000	0.000	Merged-chr5-140981610-38
NR42675--MA0742.1.Klf12	chr4	56802334	56802348	-	0.000	0.000	Merged-chr4-56802429-61
NR5613--MA0740.1.KLF14	chr10	54041149	54041162	-	0.000	0.000	Merged-chr10-54040975-1
NR50198--MA0599.1.KLF5	chr5	135106841	135106850	-	0.000	0.000	Merged-chr5-135106892-30
NR66711--MA0741.1.KLF16	chr9	121857668	121857678	-	0.000	0.000	Merged-chr9-121857638-93
NR48848--MA0741.1.KLF16	chr5	111330736	111330746	-	0.000	0.000	Merged-chr5-111330756-70
NR61622--MA0740.1.KLF14	chr8	84019960	84019973	-	0.000	0.000	Merged-chr8-84019997-21
NR63866--MA0742.1.Klf12	chr9	37490035	37490049	-	0.000	0.000	Merged-chr9-37489894-6
NR40649--MA0657.1.KLF13	chr3	134339529	134339546	+	0.000	0.000	Merged-chr3-134339453-34
NR44822--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR9533--MA0599.1.KLF5	chr11	60931932	60931941	-	0.000	0.000	Merged-chr11-60932010-53
NR26269--MA1107.1.KLF9	chr17	25797179	25797191	-	0.000	0.000	Merged-chr17-25797064-37
NR26606--MA0599.1.KLF5	chr17	32389216	32389225	+	0.000	0.000	Merged-chr17-32389394-69
NR25080--MA0039.3.KLF4	chr16	91443259	91443269	+	0.000	0.000	Merged-chr16-91443415-25
NR1414--MA0741.1.KLF16	chr1	86007951	86007961	+	0.000	0.000	Merged-chr1-86007914-23
NR44742--MA0599.1.KLF5	chr4	133073424	133073433	-	0.000	0.000	Merged-chr4-133073490-32
NR46351--MA0657.1.KLF13	chr5	4104509	4104526	+	0.000	0.000	Merged-chr5-4104538-75
NR5299--MA0599.1.KLF5	chr10	39899048	39899057	+	0.000	0.000	Merged-chr10-39899143-58
NR9462--MA0741.1.KLF16	chr11	59662470	59662480	+	0.000	0.000	Merged-chr11-59662530-59
NR19173--MA0493.1.Klf1	chr14	57571485	57571495	+	0.000	0.000	Merged-chr14-57571607-60
NR23892--MA0742.1.Klf12	chr16	30039529	30039543	+	0.000	0.000	Merged-chr16-30039385-30
NR20177--MA0039.3.KLF4	chr14	115040679	115040689	-	0.000	0.000	Merged-chr14-115040570-12
NR9430--MA0740.1.KLF14	chr11	58994640	58994653	-	0.000	0.000	Merged-chr11-58994584-23
NR1675--MA0742.1.Klf12	chr1	93512059	93512073	-	0.000	0.000	Merged-chr1-93512028-56
NR42395--MA0741.1.KLF16	chr4	45530893	45530903	+	0.000	0.000	Merged-chr4-45530813-118
NR39401--MA0741.1.KLF16	chr3	97868299	97868309	-	0.000	0.000	Merged-chr3-97868197-43
NR49527--MA0740.1.KLF14	chr5	123228160	123228173	+	0.000	0.000	Merged-chr5-123228229-33
NR25829--MA0493.1.Klf1	chr17	12318848	12318858	-	0.000	0.000	Merged-chr17-12318588-111
NR50507--MA0599.1.KLF5	chr5	138473866	138473875	-	0.000	0.000	Merged-chr5-138473735-19
NR27243--MA0741.1.KLF16	chr17	47505115	47505125	-	0.000	0.000	Merged-chr17-47504977-46
NR2140--MA1107.1.KLF9	chr1	130999827	130999839	+	0.000	0.000	Merged-chr1-130999778-14
NR58641--MA0741.1.KLF16	chr7	116149702	116149712	-	0.000	0.000	Merged-chr7-116149850-12
NR29189--MA0039.3.KLF4	chr18	35726963	35726973	-	0.000	0.000	Merged-chr18-35726871-27
NR12694--MA0741.1.KLF16	chr12	28589729	28589739	+	0.000	0.000	Merged-chr12-28589573-34
NR25873--MA1107.1.KLF9	chr17	13230193	13230205	+	0.000	0.000	Merged-chr17-13230002-1
NR3075--MA0741.1.KLF16	chr1	159232147	159232157	+	0.000	0.000	Merged-chr1-159232355-108
NR14990--MA1107.1.KLF9	chr13	9107262	9107274	+	0.000	0.000	Merged-chr13-9107382-45
NR5947--MA1107.1.KLF9	chr10	62984211	62984223	+	0.000	0.000	Merged-chr10-62984405-51
NR23000--MA0493.1.Klf1	chr15	99787723	99787733	+	0.000	0.000	Merged-chr15-99787754-26
NR25087--MA0741.1.KLF16	chr16	91464961	91464971	-	0.000	0.000	Merged-chr16-91465021-54
NR5763--MA0742.1.Klf12	chr10	60028423	60028437	+	0.000	0.000	Merged-chr10-60028260-54
NR26194--MA0599.1.KLF5	chr17	24752913	24752922	+	0.000	0.000	Merged-chr17-24753082-30
NR44187--MA0599.1.KLF5	chr4	122872983	122872992	+	0.000	0.000	Merged-chr4-122873226-42
NR21832--MA0493.1.Klf1	chr15	76660214	76660224	-	0.000	0.000	Merged-chr15-76660069-59
NR12243--MA0599.1.KLF5	chr11	120990483	120990492	+	0.000	0.000	Merged-chr11-120990355-3
NR59418--MA0741.1.KLF16	chr7	135716605	135716615	-	0.000	0.000	Merged-chr7-135716348-117
NR1905--MA0740.1.KLF14	chr1	119637160	119637173	+	0.000	0.000	Merged-chr1-119636990-21
NR15888--MA0742.1.Klf12	chr13	51781639	51781653	+	0.000	0.000	Merged-chr13-51781746-17
NR49113--MA0740.1.KLF14	chr5	115474655	115474668	+	0.000	0.000	Merged-chr5-115474524-35
NR55194--MA1107.1.KLF9	chr6	144890400	144890412	+	0.000	0.000	Merged-chr6-144890317-11
NR18625--MA0493.1.Klf1	chr14	33447265	33447275	-	0.000	0.000	Merged-chr14-33447186-64
NR36761--MA0493.1.Klf1	chr2	163750236	163750246	+	0.000	0.000	Merged-chr2-163750187-67
NR35130--MA0599.1.KLF5	chr2	117418847	117418856	-	0.000	0.000	Merged-chr2-117418760-26
NR42047--MA0741.1.KLF16	chr4	34880981	34880991	+	0.000	0.000	Merged-chr4-34881201-30
NR50574--MA0741.1.KLF16	chr5	139372295	139372305	-	0.000	0.000	Merged-chr5-139372178-54
NR44464--MA0742.1.Klf12	chr4	128962502	128962516	+	0.000	0.000	Merged-chr4-128962566-44
NR2486--MA0599.1.KLF5	chr1	138963724	138963733	-	0.000	0.000	Merged-chr1-138963604-135
NR12280--MA0741.1.KLF16	chr11	121434892	121434902	+	0.000	0.000	Merged-chr11-121434909-40
NR10511--MA0599.1.KLF5	chr11	83964375	83964384	+	0.000	0.000	Merged-chr11-83964406-50
NR54078--MA0493.1.Klf1	chr6	122297839	122297849	+	0.000	0.000	Merged-chr6-122297769-36
NR53123--MA0599.1.KLF5	chr6	88841982	88841991	+	0.000	0.000	Merged-chr6-88842221-88
NR11386--MA0599.1.KLF5	chr11	104231387	104231396	+	0.000	0.000	Merged-chr11-104231376-24
NR30903--MA0599.1.KLF5	chr19	5273129	5273138	-	0.000	0.000	Merged-chr19-5273188-67
NR32707--MA0657.1.KLF13	chr2	11777698	11777715	-	0.000	0.000	Merged-chr2-11777973-128
NR31643--MA0493.1.Klf1	chr19	36538642	36538652	+	0.000	0.000	Merged-chr19-36538686-27
NR1493--MA0039.3.KLF4	chr1	88259808	88259818	-	0.000	0.000	Merged-chr1-88259619-34
NR62971--MA1107.1.KLF9	chr8	123163063	123163075	+	0.000	0.000	Merged-chr8-123163099-40
NR51955--MA0599.1.KLF5	chr6	39348152	39348161	+	0.000	0.000	Merged-chr6-39348126-65
NR68258--MA0599.1.KLF5	chrX	164028028	164028037	+	0.000	0.000	Merged-chrX-164027993-42
NR66954--MA0039.3.KLF4	chrX	7763914	7763924	+	0.000	0.000	Merged-chrX-7763872-12
NR19729--MA0599.1.KLF5	chr14	75179456	75179465	+	0.000	0.000	Merged-chr14-75179167-116
NR39024--MA0599.1.KLF5	chr3	89730697	89730706	+	0.000	0.000	Merged-chr3-89730861-61
NR48618--MA0742.1.Klf12	chr5	105649519	105649533	-	0.000	0.000	Merged-chr5-105649431-102
NR42427--MA1107.1.KLF9	chr4	46099999	46100011	+	0.000	0.000	Merged-chr4-46100049-18
NR33403--MA0742.1.Klf12	chr2	32961637	32961651	-	0.000	0.000	Merged-chr2-32961770-56
NR36665--MA0742.1.Klf12	chr2	160873035	160873049	-	0.000	0.000	Merged-chr2-160872923-80
NR53672--MA0039.3.KLF4	chr6	113442660	113442670	-	0.000	0.000	Merged-chr6-113442615-46
NR29692--MA0599.1.KLF5	chr18	61211529	61211538	+	0.000	0.000	Merged-chr18-61211518-67
NR9605--MA0740.1.KLF14	chr11	62076873	62076886	-	0.000	0.000	Merged-chr11-62077068-25
NR54307--MA0599.1.KLF5	chr6	127453873	127453882	-	0.000	0.000	Merged-chr6-127453686-51
NR43424--MA0599.1.KLF5	chr4	101217044	101217053	+	0.000	0.000	Merged-chr4-101217167-64
NR60704--MA0741.1.KLF16	chr8	46551978	46551988	+	0.000	0.000	Merged-chr8-46552010-50
NR25412--MA1107.1.KLF9	chr16	96341330	96341342	+	0.000	0.000	Merged-chr16-96341450-15
NR33281--MA0493.1.Klf1	chr2	31612939	31612949	-	0.000	0.000	Merged-chr2-31612988-19
NR1395--MA1107.1.KLF9	chr1	85750821	85750833	-	0.000	0.000	Merged-chr1-85750815-9
NR5406--MA0741.1.KLF16	chr10	42018377	42018387	-	0.000	0.000	Merged-chr10-42018378-38
NR21864--MA0599.1.KLF5	chr15	77306644	77306653	+	0.000	0.000	Merged-chr15-77306793-46
NR803--MA1107.1.KLF9	chr1	58973435	58973447	+	0.000	0.000	Merged-chr1-58973623-66
NR64476--MA0599.1.KLF5	chr9	61427303	61427312	+	0.000	0.000	Merged-chr9-61427187-31
NR47756--MA0493.1.Klf1	chr5	73206407	73206417	-	0.000	0.000	Merged-chr5-73206518-35
NR22329--MA0740.1.KLF14	chr15	85206004	85206017	+	0.000	0.000	Merged-chr15-85206036-13
NR12869--MA0741.1.KLF16	chr12	41024074	41024084	-	0.000	0.000	Merged-chr12-41024230-74
NR30133--MA0599.1.KLF5	chr18	73572575	73572584	-	0.000	0.000	Merged-chr18-73572695-132
NR32728--MA1107.1.KLF9	chr2	12924046	12924058	-	0.000	0.000	Merged-chr2-12924162-70
NR18442--MA0599.1.KLF5	chr14	25719595	25719604	+	0.000	0.000	Merged-chr14-25719567-22
NR44065--MA1107.1.KLF9	chr4	120053610	120053622	-	0.000	0.000	Merged-chr4-120053646-59
NR10318--MA0741.1.KLF16	chr11	78512209	78512219	-	0.000	0.000	Merged-chr11-78512240-60
NR57576--MA0493.1.Klf1	chr7	80294381	80294391	-	0.000	0.000	Merged-chr7-80294519-58
NR9889--MA0741.1.KLF16	chr11	70239860	70239870	-	0.000	0.000	Merged-chr11-70239985-43
NR13277--MA0740.1.KLF14	chr12	72536119	72536132	-	0.000	0.000	Merged-chr12-72536304-66
NR59617--MA0493.1.Klf1	chr7	140941847	140941857	+	0.000	0.000	Merged-chr7-140941728-63
NR13548--MA0740.1.KLF14	chr12	82166461	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR9018--MA0741.1.KLF16	chr11	46127134	46127144	-	0.000	0.000	Merged-chr11-46127089-49
NR26417--MA0740.1.KLF14	chr17	28177140	28177153	+	0.000	0.000	Merged-chr17-28177192-60
NR26292--MA0493.1.Klf1	chr17	26508544	26508554	-	0.000	0.000	Merged-chr17-26508450-149
NR11029--MA0741.1.KLF16	chr11	97995032	97995042	+	0.000	0.000	Merged-chr11-97994878-44
NR57171--MA0742.1.Klf12	chr7	58658309	58658323	-	0.000	0.000	Merged-chr7-58658497-79
NR5411--MA0599.1.KLF5	chr10	42269342	42269351	-	0.000	0.000	Merged-chr10-42269495-58
NR47337--MA0740.1.KLF14	chr5	53605579	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR37771--MA0599.1.KLF5	chr3	14381737	14381746	+	0.000	0.000	Merged-chr3-14381825-37
NR43894--MA0599.1.KLF5	chr4	116557491	116557500	-	0.000	0.000	Merged-chr4-116557390-101
NR52243--MA0493.1.Klf1	chr6	50525887	50525897	+	0.000	0.000	Merged-chr6-50525844-22
