#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR33325--MA0742.1.Klf12	chr18	76929989	76930003	-	0.000	0.000	Merged-chr18-76929986-57
NR69319--MA0657.1.KLF13	chrX	135569669	135569686	+	0.000	0.000	Merged-chrX-135569626-23
NR3719--MA1107.1.KLF9	chr1	157554208	157554220	-	0.000	0.000	Merged-chr1-157554303-3
NR58299--MA1107.1.KLF9	chr7	16310233	16310245	+	0.000	0.000	Merged-chr7-16310124-145
NR26358--MA0741.1.KLF16	chr16	29729113	29729123	+	0.000	0.000	Merged-chr16-29729038-10
NR69304--MA0599.1.KLF5	chrX	134686381	134686390	-	0.000	0.000	Merged-chrX-134686610-54
NR21246--MA1107.1.KLF9	chr14	69707623	69707635	-	0.000	0.000	Merged-chr14-69707415-59
NR58421--MA0599.1.KLF5	chr7	19272255	19272264	+	0.000	0.000	Merged-chr7-19272089-134
NR34610--MA0657.1.KLF13	chr19	41981139	41981156	-	0.000	0.000	Merged-chr19-41981286-107
NR42715--MA0493.1.Klf1	chr3	95434492	95434502	+	0.000	0.000	Merged-chr3-95434415-68
NR65611--MA0493.1.Klf1	chr9	13297919	13297929	+	0.000	0.000	Merged-chr9-13298112-64
NR63461--MA0741.1.KLF16	chr8	64947147	64947157	-	0.000	0.000	Merged-chr8-64947122-116
NR5772--MA0741.1.KLF16	chr10	19851236	19851246	-	0.000	0.000	Merged-chr10-19851111-82
NR68371--MA0740.1.KLF14	chr9	121937748	121937761	-	0.000	0.000	Merged-chr9-121937837-32
NR55205--MA0741.1.KLF16	chr6	54107442	54107452	+	0.000	0.000	Merged-chr6-54107486-10
NR24838--MA1107.1.KLF9	chr15	88837304	88837316	+	0.000	0.000	Merged-chr15-88837543-52
NR53518--MA0599.1.KLF5	chr5	139372296	139372305	-	0.000	0.000	Merged-chr5-139372178-54
NR8977--MA0599.1.KLF5	chr10	117906587	117906596	-	0.000	0.000	Merged-chr10-117906589-68
NR50116--MA0740.1.KLF14	chr5	31048611	31048624	-	0.000	0.000	Merged-chr5-31048430-86
NR45295--MA0740.1.KLF14	chr4	15265679	15265692	-	0.000	0.000	Merged-chr4-15265953-100
NR45200--MA0039.3.KLF4	chr4	11386620	11386630	+	0.000	0.000	Merged-chr4-11386729-1
NR31752--MA0599.1.KLF5	chr18	24219408	24219417	-	0.000	0.000	Merged-chr18-24219373-16
NR47144--MA0742.1.Klf12	chr4	95162720	95162734	+	0.000	0.000	Merged-chr4-95162673-9
NR68590--MA0599.1.KLF5	chrX	12151848	12151857	+	0.000	0.000	Merged-chrX-12151801-24
NR27037--MA0740.1.KLF14	chr16	62758445	62758458	-	0.000	0.000	Merged-chr16-62758511-24
NR38216--MA1107.1.KLF9	chr2	118491065	118491077	+	0.000	0.000	Merged-chr2-118491236-48
NR17577--MA0741.1.KLF16	chr13	69821334	69821344	+	0.000	0.000	Merged-chr13-69821460-47
NR35711--MA0741.1.KLF16	chr2	23006373	23006383	+	0.000	0.000	Merged-chr2-23006422-36
NR30449--MA0741.1.KLF16	chr17	70990566	70990576	-	0.000	0.000	Merged-chr17-70990523-86
NR66757--MA0740.1.KLF14	chr9	61983472	61983485	+	0.000	0.000	Merged-chr9-61983421-34
NR10573--MA0039.3.KLF4	chr11	51969137	51969147	+	0.000	0.000	Merged-chr11-51969067-31
NR39552--MA1107.1.KLF9	chr2	157119281	157119293	-	0.000	0.000	Merged-chr2-157119108-55
NR64068--MA0039.3.KLF4	chr8	83662597	83662607	+	0.000	0.000	Merged-chr8-83662556-32
NR36151--MA0741.1.KLF16	chr2	32775766	32775776	-	0.000	0.000	Merged-chr2-32775687-62
NR54951--MA0741.1.KLF16	chr6	43619506	43619516	+	0.000	0.000	Merged-chr6-43619418-19
NR62287--MA0741.1.KLF16	chr8	13200644	13200654	-	0.000	0.000	Merged-chr8-13200567-28
NR67820--MA0741.1.KLF16	chr9	106071860	106071870	+	0.000	0.000	Merged-chr9-106071900-22
NR28875--MA1107.1.KLF9	chr17	24687415	24687427	+	0.000	0.000	Merged-chr17-24687301-48
NR64206--MA0740.1.KLF14	chr8	86774875	86774888	+	0.000	0.000	Merged-chr8-86774824-16
NR26215--MA0741.1.KLF16	chr16	23286639	23286649	-	0.000	0.000	Merged-chr16-23286554-38
NR34266--MA0741.1.KLF16	chr19	28612457	28612467	+	0.000	0.000	Merged-chr19-28612481-21
NR49925--MA0740.1.KLF14	chr5	24445273	24445286	+	0.000	0.000	Merged-chr5-24445119-58
NR34710--MA0740.1.KLF14	chr19	46039695	46039708	+	0.000	0.000	Merged-chr19-46039779-63
NR11363--MA0740.1.KLF14	chr11	76217590	76217603	+	0.000	0.000	Merged-chr11-76217513-52
NR57408--MA0741.1.KLF16	chr6	136947148	136947158	-	0.000	0.000	Merged-chr6-136947119-17
NR19985--MA0741.1.KLF16	chr14	21750476	21750486	+	0.000	0.000	Merged-chr14-21750492-17
NR47396--MA0742.1.Klf12	chr4	107223849	107223863	+	0.000	0.000	Merged-chr4-107223959-21
NR11757--MA0039.3.KLF4	chr11	88595867	88595877	+	0.000	0.000	Merged-chr11-88595910-28
NR2303--MA0493.1.Klf1	chr1	105990277	105990287	-	0.000	0.000	Merged-chr1-105990318-9
NR55823--MA0599.1.KLF5	chr6	86365599	86365608	-	0.000	0.000	Merged-chr6-86365536-92
NR10136--MA0599.1.KLF5	chr11	23124595	23124604	+	0.000	0.000	Merged-chr11-23124595-33
NR32825--MA0740.1.KLF14	chr18	62973003	62973016	+	0.000	0.000	Merged-chr18-62972884-28
NR4961--MA1107.1.KLF9	chr1	190764232	190764244	-	0.000	0.000	Merged-chr1-190764324-1
NR61162--MA0741.1.KLF16	chr7	116608469	116608479	+	0.000	0.000	Merged-chr7-116608604-50
NR30035--MA0741.1.KLF16	chr17	56507567	56507577	+	0.000	0.000	Merged-chr17-56507583-94
NR58119--MA0741.1.KLF16	chr7	6362891	6362901	+	0.000	0.000	Merged-chr7-6362949-126
NR30867--MA1107.1.KLF9	chr17	83566008	83566020	-	0.000	0.000	Merged-chr17-83566119-8
NR42827--MA0493.1.Klf1	chr3	97124356	97124366	-	0.000	0.000	Merged-chr3-97124449-32
NR1793--MA0741.1.KLF16	chr1	84318949	84318959	-	0.000	0.000	Merged-chr1-84318831-8
NR11472--MA0599.1.KLF5	chr11	78176700	78176709	-	0.000	0.000	Merged-chr11-78176743-59
NR62596--MA1107.1.KLF9	chr8	25578492	25578504	-	0.000	0.000	Merged-chr8-25578502-39
NR66241--MA0742.1.Klf12	chr9	42264294	42264308	+	0.000	0.000	Merged-chr9-42264244-61
NR20424--MA0657.1.KLF13	chr14	41013863	41013880	+	0.000	0.000	Merged-chr14-41013855-53
NR65643--MA0599.1.KLF5	chr9	13536880	13536889	+	0.000	0.000	Merged-chr9-13536890-20
NR44330--MA0741.1.KLF16	chr3	145951589	145951599	+	0.000	0.000	Merged-chr3-145951501-19
NR39405--MA0493.1.Klf1	chr2	152735089	152735099	-	0.000	0.000	Merged-chr2-152735160-32
NR33905--MA0599.1.KLF5	chr19	5771394	5771403	-	0.000	0.000	Merged-chr19-5771303-55
NR39780--MA0741.1.KLF16	chr2	163644760	163644770	-	0.000	0.000	Merged-chr2-163644962-65
NR28657--MA0599.1.KLF5	chr17	15706301	15706310	+	0.000	0.000	Merged-chr17-15706137-17
NR11252--MA0741.1.KLF16	chr11	73281855	73281865	-	0.000	0.000	Merged-chr11-73281808-27
NR62238--MA1107.1.KLF9	chr8	11009757	11009769	+	0.000	0.000	Merged-chr8-11009747-8
NR57676--MA0599.1.KLF5	chr6	142345822	142345831	+	0.000	0.000	Merged-chr6-142345915-71
NR7561--MA0741.1.KLF16	chr10	80576546	80576556	+	0.000	0.000	Merged-chr10-80576663-4
NR47560--MA0740.1.KLF14	chr4	116053500	116053513	-	0.000	0.000	Merged-chr4-116053495-96
NR26113--MA0039.3.KLF4	chr16	20622375	20622385	-	0.000	0.000	Merged-chr16-20622479-9
NR11047--MA0741.1.KLF16	chr11	67101843	67101853	-	0.000	0.000	Merged-chr11-67101896-19
NR60864--MA1107.1.KLF9	chr7	103897816	103897828	-	0.000	0.000	Merged-chr7-103897869-1
NR437--MA1107.1.KLF9	chr1	21271718	21271730	+	0.000	0.000	Merged-chr1-21271606-40
NR42716--MA0741.1.KLF16	chr3	95434493	95434503	+	0.000	0.000	Merged-chr3-95434415-68
NR43725--MA0599.1.KLF5	chr3	130818911	130818920	+	0.000	0.000	Merged-chr3-130819124-69
NR1357--MA0599.1.KLF5	chr1	66897055	66897064	+	0.000	0.000	Merged-chr1-66897217-4
NR26249--MA0599.1.KLF5	chr16	24450150	24450159	-	0.000	0.000	Merged-chr16-24450067-2
NR57103--MA0599.1.KLF5	chr6	127453667	127453676	-	0.000	0.000	Merged-chr6-127453686-51
NR69537--MA0599.1.KLF5	chrX	159371956	159371965	+	0.000	0.000	Merged-chrX-159372105-81
NR50159--MA0599.1.KLF5	chr5	33018755	33018764	+	0.000	0.000	Merged-chr5-33018812-81
NR43427--MA0741.1.KLF16	chr3	121344611	121344621	-	0.000	0.000	Merged-chr3-121344731-2
NR35739--MA0740.1.KLF14	chr2	24949737	24949750	-	0.000	0.000	Merged-chr2-24949801-67
NR66951--MA1107.1.KLF9	chr9	70542722	70542734	-	0.000	0.000	Merged-chr9-70542837-79
NR69322--MA0599.1.KLF5	chrX	135601843	135601852	+	0.000	0.000	Merged-chrX-135601772-31
NR22768--MA0742.1.Klf12	chr15	12313484	12313498	-	0.000	0.000	Merged-chr15-12313413-17
NR10381--MA1107.1.KLF9	chr11	33162345	33162357	+	0.000	0.000	Merged-chr11-33162343-10
NR41317--MA0599.1.KLF5	chr3	37419725	37419734	+	0.000	0.000	Merged-chr3-37419954-169
NR6658--MA0741.1.KLF16	chr10	58854588	58854598	+	0.000	0.000	Merged-chr10-58854590-1
NR38006--MA0741.1.KLF16	chr2	112240502	112240512	+	0.000	0.000	Merged-chr2-112240570-1
NR13714--MA0493.1.Klf1	chr12	32911093	32911103	+	0.000	0.000	Merged-chr12-32911067-1
NR7444--MA0599.1.KLF5	chr10	79908625	79908634	+	0.000	0.000	Merged-chr10-79908801-95
NR12422--MA1107.1.KLF9	chr11	106057116	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR23901--MA0740.1.KLF14	chr15	66286852	66286865	+	0.000	0.000	Merged-chr15-66286791-54
NR11664--MA0493.1.Klf1	chr11	86484579	86484589	-	0.000	0.000	Merged-chr11-86484609-66
NR3751--MA0493.1.Klf1	chr1	158177498	158177508	-	0.000	0.000	Merged-chr1-158177392-1
NR16832--MA0741.1.KLF16	chr13	43215674	43215684	+	0.000	0.000	Merged-chr13-43215803-84
NR8780--MA0599.1.KLF5	chr10	115315602	115315611	+	0.000	0.000	Merged-chr10-115315696-3
NR65610--MA0039.3.KLF4	chr9	13297921	13297931	+	0.000	0.000	Merged-chr9-13298112-64
NR53660--MA1107.1.KLF9	chr5	141081196	141081208	-	0.000	0.000	Merged-chr5-141081137-7
NR25853--MA0599.1.KLF5	chr16	10835427	10835436	-	0.000	0.000	Merged-chr16-10835288-65
NR7425--MA1107.1.KLF9	chr10	79767154	79767166	-	0.000	0.000	Merged-chr10-79767054-76
NR34100--MA0657.1.KLF13	chr19	10689033	10689050	-	0.000	0.000	Merged-chr19-10688915-74
NR55566--MA0741.1.KLF16	chr6	72391046	72391056	-	0.000	0.000	Merged-chr6-72391108-3
NR48279--MA0599.1.KLF5	chr4	133967540	133967549	-	0.000	0.000	Merged-chr4-133967780-121
NR31075--MA1107.1.KLF9	chr17	88316361	88316373	-	0.000	0.000	Merged-chr17-88316434-22
NR1558--MA0493.1.Klf1	chr1	74854899	74854909	-	0.000	0.000	Merged-chr1-74854969-34
NR28769--MA0599.1.KLF5	chr17	21845901	21845910	+	0.000	0.000	Merged-chr17-21845785-22
NR5804--MA0741.1.KLF16	chr10	22058823	22058833	-	0.000	0.000	Merged-chr10-22058743-34
NR43679--MA0741.1.KLF16	chr3	129532571	129532581	-	0.000	0.000	Merged-chr3-129532490-25
NR19927--MA0599.1.KLF5	chr14	20480135	20480144	-	0.000	0.000	Merged-chr14-20479960-47
NR17338--MA0741.1.KLF16	chr13	63431426	63431436	+	0.000	0.000	Merged-chr13-63431477-108
NR12562--MA0599.1.KLF5	chr11	111792040	111792049	+	0.000	0.000	Merged-chr11-111792002-31
NR2885--MA0493.1.Klf1	chr1	132046442	132046452	+	0.000	0.000	Merged-chr1-132046441-41
NR9621--MA0741.1.KLF16	chr11	3289481	3289491	-	0.000	0.000	Merged-chr11-3289490-8
NR58766--MA0599.1.KLF5	chr7	27258718	27258727	-	0.000	0.000	Merged-chr7-27258672-61
NR34898--MA0741.1.KLF16	chr19	55062227	55062237	-	0.000	0.000	Merged-chr19-55062253-32
NR65901--MA0741.1.KLF16	chr9	22225883	22225893	-	0.000	0.000	Merged-chr9-22225682-83
NR24709--MA0493.1.Klf1	chr15	85036989	85036999	+	0.000	0.000	Merged-chr15-85036968-63
NR64664--MA1107.1.KLF9	chr8	105685992	105686004	+	0.000	0.000	Merged-chr8-105686142-54
NR7556--MA0599.1.KLF5	chr10	80566558	80566567	+	0.000	0.000	Merged-chr10-80566579-19
NR65731--MA0039.3.KLF4	chr9	20385151	20385161	+	0.000	0.000	Merged-chr9-20385191-56
NR62275--MA0599.1.KLF5	chr8	12756983	12756992	-	0.000	0.000	Merged-chr8-12757081-86
NR2302--MA0039.3.KLF4	chr1	105990275	105990285	-	0.000	0.000	Merged-chr1-105990318-9
NR45216--MA0741.1.KLF16	chr4	11966542	11966552	-	0.000	0.000	Merged-chr4-11966313-126
NR27797--MA0741.1.KLF16	chr16	90334187	90334197	-	0.000	0.000	Merged-chr16-90334244-28
NR30001--MA0741.1.KLF16	chr17	56304178	56304188	-	0.000	0.000	Merged-chr17-56304020-73
NR53592--MA0657.1.KLF13	chr5	140608392	140608409	+	0.000	0.000	Merged-chr5-140608276-19
NR36090--MA1107.1.KLF9	chr2	32447889	32447901	-	0.000	0.000	Merged-chr2-32447813-7
NR25289--MA0599.1.KLF5	chr15	99295182	99295191	+	0.000	0.000	Merged-chr15-99295026-65
NR3710--MA0741.1.KLF16	chr1	157038884	157038894	+	0.000	0.000	Merged-chr1-157039058-34
NR45607--MA0657.1.KLF13	chr4	33310291	33310308	-	0.000	0.000	Merged-chr4-33310385-59
NR20721--MA0493.1.Klf1	chr14	51884752	51884762	+	0.000	0.000	Merged-chr14-51884855-41
NR36633--MA0599.1.KLF5	chr2	51223807	51223816	+	0.000	0.000	Merged-chr2-51223946-1
NR62256--MA1107.1.KLF9	chr8	11635913	11635925	-	0.000	0.000	Merged-chr8-11635696-171
NR15244--MA0741.1.KLF16	chr12	98920600	98920610	+	0.000	0.000	Merged-chr12-98920565-69
NR57694--MA0599.1.KLF5	chr6	142856632	142856641	+	0.000	0.000	Merged-chr6-142856601-13
NR10155--MA0740.1.KLF14	chr11	23633748	23633761	-	0.000	0.000	Merged-chr11-23633573-56
NR61498--MA0493.1.Klf1	chr7	127422073	127422083	+	0.000	0.000	Merged-chr7-127422019-53
NR23295--MA0741.1.KLF16	chr15	37100250	37100260	+	0.000	0.000	Merged-chr15-37100344-35
NR42746--MA1107.1.KLF9	chr3	95893795	95893807	+	0.000	0.000	Merged-chr3-95893848-52
NR3989--MA0599.1.KLF5	chr1	166048304	166048313	+	0.000	0.000	Merged-chr1-166048394-98
NR14048--MA0599.1.KLF5	chr12	52718617	52718626	-	0.000	0.000	Merged-chr12-52718662-1
NR28899--MA0657.1.KLF13	chr17	24896472	24896489	+	0.000	0.000	Merged-chr17-24896442-47
NR43743--MA0599.1.KLF5	chr3	131110259	131110268	-	0.000	0.000	Merged-chr3-131110145-3
NR69059--MA0742.1.Klf12	chrX	85776923	85776937	-	0.000	0.000	Merged-chrX-85776712-109
NR63459--MA0599.1.KLF5	chr8	64947169	64947178	-	0.000	0.000	Merged-chr8-64947122-116
NR9194--MA0599.1.KLF5	chr10	123196993	123197002	+	0.000	0.000	Merged-chr10-123196771-143
NR65882--MA0741.1.KLF16	chr9	22070946	22070956	-	0.000	0.000	Merged-chr9-22071062-89
NR5129--MA1107.1.KLF9	chr1	194651758	194651770	+	0.000	0.000	Merged-chr1-194651787-2
NR66169--MA0599.1.KLF5	chr9	37232355	37232364	-	0.000	0.000	Merged-chr9-37232426-6
NR41693--MA0599.1.KLF5	chr3	52522977	52522986	+	0.000	0.000	Merged-chr3-52523173-17
NR24450--MA0740.1.KLF14	chr15	80264439	80264452	-	0.000	0.000	Merged-chr15-80264351-45
NR34901--MA0599.1.KLF5	chr19	55254697	55254706	+	0.000	0.000	Merged-chr19-55254695-10
NR65850--MA0740.1.KLF14	chr9	21798563	21798576	+	0.000	0.000	Merged-chr9-21798510-41
NR47419--MA0741.1.KLF16	chr4	107923619	107923629	+	0.000	0.000	Merged-chr4-107923581-50
NR64795--MA0599.1.KLF5	chr8	109868493	109868502	-	0.000	0.000	Merged-chr8-109868700-77
NR29859--MA0599.1.KLF5	chr17	50292757	50292766	+	0.000	0.000	Merged-chr17-50292906-47
NR11274--MA0742.1.Klf12	chr11	74770733	74770747	+	0.000	0.000	Merged-chr11-74770874-53
NR13056--MA0493.1.Klf1	chr11	121421330	121421340	+	0.000	0.000	Merged-chr11-121421434-59
NR53124--MA0741.1.KLF16	chr5	134314811	134314821	+	0.000	0.000	Merged-chr5-134314919-35
NR53634--MA0493.1.Klf1	chr5	140649145	140649155	+	0.000	0.000	Merged-chr5-140649068-64
NR63901--MA1107.1.KLF9	chr8	75071898	75071910	+	0.000	0.000	Merged-chr8-75071889-52
NR45707--MA0740.1.KLF14	chr4	40757924	40757937	+	0.000	0.000	Merged-chr4-40757747-77
NR3757--MA0741.1.KLF16	chr1	158177519	158177529	-	0.000	0.000	Merged-chr1-158177392-1
NR916--MA0740.1.KLF14	chr1	43827776	43827789	+	0.000	0.000	Merged-chr1-43827662-129
NR65853--MA0493.1.Klf1	chr9	21798563	21798573	+	0.000	0.000	Merged-chr9-21798510-41
NR36078--MA0599.1.KLF5	chr2	32381918	32381927	+	0.000	0.000	Merged-chr2-32381893-56
NR64108--MA0741.1.KLF16	chr8	84042595	84042605	+	0.000	0.000	Merged-chr8-84042508-77
NR58305--MA0599.1.KLF5	chr7	16400255	16400264	+	0.000	0.000	Merged-chr7-16400156-149
NR45587--MA0599.1.KLF5	chr4	33261507	33261516	-	0.000	0.000	Merged-chr4-33261624-24
NR40333--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR29410--MA1107.1.KLF9	chr17	35121110	35121122	+	0.000	0.000	Merged-chr17-35120959-1
NR54096--MA0742.1.Klf12	chr6	6217148	6217162	+	0.000	0.000	Merged-chr6-6217012-81
NR3895--MA0599.1.KLF5	chr1	164248939	164248948	-	0.000	0.000	Merged-chr1-164249048-102
NR11244--MA0599.1.KLF5	chr11	73177100	73177109	+	0.000	0.000	Merged-chr11-73177173-60
NR42392--MA0741.1.KLF16	chr3	84815782	84815792	-	0.000	0.000	Merged-chr3-84815623-16
NR12650--MA0039.3.KLF4	chr11	115185184	115185194	-	0.000	0.000	Merged-chr11-115185164-10
NR57007--MA0741.1.KLF16	chr6	125191793	125191803	-	0.000	0.000	Merged-chr6-125191910-87
NR56030--MA1107.1.KLF9	chr6	90716537	90716549	-	0.000	0.000	Merged-chr6-90716352-58
NR34211--MA0493.1.Klf1	chr19	21272134	21272144	+	0.000	0.000	Merged-chr19-21272271-125
NR20753--MA0599.1.KLF5	chr14	52244591	52244600	-	0.000	0.000	Merged-chr14-52244514-55
NR15360--MA0039.3.KLF4	chr12	103388758	103388768	+	0.000	0.000	Merged-chr12-103388761-48
NR57846--MA0740.1.KLF14	chr6	147476476	147476489	+	0.000	0.000	Merged-chr6-147476293-99
NR32090--MA0599.1.KLF5	chr18	35889219	35889228	-	0.000	0.000	Merged-chr18-35889093-93
NR15370--MA0493.1.Klf1	chr12	103532350	103532360	-	0.000	0.000	Merged-chr12-103532380-77
NR65200--MA0599.1.KLF5	chr8	122376581	122376590	-	0.000	0.000	Merged-chr8-122376734-68
NR31421--MA0599.1.KLF5	chr18	12168719	12168728	-	0.000	0.000	Merged-chr18-12168747-122
NR48278--MA1107.1.KLF9	chr4	133887391	133887403	+	0.000	0.000	Merged-chr4-133887364-2
NR3537--MA0599.1.KLF5	chr1	153740308	153740317	+	0.000	0.000	Merged-chr1-153740161-56
NR59622--MA1107.1.KLF9	chr7	52006260	52006272	+	0.000	0.000	Merged-chr7-52006054-77
NR30776--MA0741.1.KLF16	chr17	80483064	80483074	-	0.000	0.000	Merged-chr17-80483070-50
NR58286--MA0740.1.KLF14	chr7	16295664	16295677	+	0.000	0.000	Merged-chr7-16295835-16
NR42800--MA0742.1.Klf12	chr3	96670273	96670287	-	0.000	0.000	Merged-chr3-96670226-48
NR68116--MA0599.1.KLF5	chr9	114730236	114730245	-	0.000	0.000	Merged-chr9-114730346-23
NR26379--MA0599.1.KLF5	chr16	30039405	30039414	-	0.000	0.000	Merged-chr16-30039385-30
NR61698--MA0741.1.KLF16	chr7	135716608	135716618	-	0.000	0.000	Merged-chr7-135716348-117
NR45586--MA0742.1.Klf12	chr4	33261503	33261517	-	0.000	0.000	Merged-chr4-33261624-24
NR41241--MA0599.1.KLF5	chr3	36000610	36000619	+	0.000	0.000	Merged-chr3-36000561-63
NR9624--MA0599.1.KLF5	chr11	3289539	3289548	-	0.000	0.000	Merged-chr11-3289490-8
NR62293--MA0599.1.KLF5	chr8	13200713	13200722	-	0.000	0.000	Merged-chr8-13200567-28
NR26821--MA1107.1.KLF9	chr16	52454381	52454393	+	0.000	0.000	Merged-chr16-52454226-6
NR66723--MA1107.1.KLF9	chr9	61445991	61446003	-	0.000	0.000	Merged-chr9-61445885-1
NR52375--MA0740.1.KLF14	chr5	114813961	114813974	+	0.000	0.000	Merged-chr5-114813829-62
NR57735--MA0741.1.KLF16	chr6	143832781	143832791	+	0.000	0.000	Merged-chr6-143832682-5
NR55840--MA1107.1.KLF9	chr6	86472449	86472461	-	0.000	0.000	Merged-chr6-86472482-99
NR26034--MA0740.1.KLF14	chr16	17646440	17646453	+	0.000	0.000	Merged-chr16-17646523-53
NR4959--MA0740.1.KLF14	chr1	190764231	190764244	-	0.000	0.000	Merged-chr1-190764324-1
NR419--MA0039.3.KLF4	chr1	21079337	21079347	+	0.000	0.000	Merged-chr1-21079276-92
NR30545--MA1107.1.KLF9	chr17	72925172	72925184	+	0.000	0.000	Merged-chr17-72925262-16
NR57703--MA0740.1.KLF14	chr6	143065671	143065684	-	0.000	0.000	Merged-chr6-143065826-5
NR29714--MA0741.1.KLF16	chr17	47505030	47505040	+	0.000	0.000	Merged-chr17-47504977-46
NR47534--MA0599.1.KLF5	chr4	114925467	114925476	-	0.000	0.000	Merged-chr4-114925475-24
NR5751--MA0741.1.KLF16	chr10	18743780	18743790	+	0.000	0.000	Merged-chr10-18743767-30
NR32108--MA0741.1.KLF16	chr18	36454327	36454337	+	0.000	0.000	Merged-chr18-36454409-61
NR4398--MA0493.1.Klf1	chr1	175693016	175693026	+	0.000	0.000	Merged-chr1-175692845-123
NR28200--MA0493.1.Klf1	chr17	5402808	5402818	+	0.000	0.000	Merged-chr17-5402492-35
NR54644--MA0599.1.KLF5	chr6	30304569	30304578	-	0.000	0.000	Merged-chr6-30304390-54
NR33922--MA1107.1.KLF9	chr19	5815878	5815890	+	0.000	0.000	Merged-chr19-5816092-50
NR61826--MA0741.1.KLF16	chr7	140264976	140264986	-	0.000	0.000	Merged-chr7-140265035-12
NR29065--MA0039.3.KLF4	chr17	27826185	27826195	-	0.000	0.000	Merged-chr17-27826379-77
NR29075--MA0493.1.Klf1	chr17	27826228	27826238	-	0.000	0.000	Merged-chr17-27826379-77
NR15876--MA0741.1.KLF16	chr13	6081831	6081841	+	0.000	0.000	Merged-chr13-6081654-1
NR28269--MA0741.1.KLF16	chr17	6601735	6601745	-	0.000	0.000	Merged-chr17-6601656-57
NR34582--MA1107.1.KLF9	chr19	41027747	41027759	+	0.000	0.000	Merged-chr19-41027802-5
NR35794--MA0599.1.KLF5	chr2	26237438	26237447	+	0.000	0.000	Merged-chr2-26237317-65
NR13325--MA0741.1.KLF16	chr12	16589806	16589816	-	0.000	0.000	Merged-chr12-16589670-47
NR11122--MA1107.1.KLF9	chr11	69416381	69416393	+	0.000	0.000	Merged-chr11-69416256-2
NR62494--MA0493.1.Klf1	chr8	22166437	22166447	-	0.000	0.000	Merged-chr8-22166326-62
NR7560--MA0493.1.Klf1	chr10	80576564	80576574	+	0.000	0.000	Merged-chr10-80576663-4
NR7683--MA0741.1.KLF16	chr10	81378514	81378524	+	0.000	0.000	Merged-chr10-81378614-74
NR13740--MA0039.3.KLF4	chr12	33076513	33076523	+	0.000	0.000	Merged-chr12-33076409-32
NR29662--MA0599.1.KLF5	chr17	45686370	45686379	-	0.000	0.000	Merged-chr17-45686351-100
NR49428--MA0740.1.KLF14	chr5	8996952	8996965	-	0.000	0.000	Merged-chr5-8996968-123
NR18706--MA0039.3.KLF4	chr13	102645077	102645087	+	0.000	0.000	Merged-chr13-102645059-45
NR52027--MA0740.1.KLF14	chr5	107986917	107986930	-	0.000	0.000	Merged-chr5-107987053-156
NR16702--MA0741.1.KLF16	chr13	37751669	37751679	+	0.000	0.000	Merged-chr13-37751511-23
NR24829--MA0039.3.KLF4	chr15	88837270	88837280	+	0.000	0.000	Merged-chr15-88837543-52
NR24553--MA0599.1.KLF5	chr15	81926351	81926360	-	0.000	0.000	Merged-chr15-81926183-56
NR44269--MA0599.1.KLF5	chr3	144260893	144260902	+	0.000	0.000	Merged-chr3-144261016-37
NR55828--MA0599.1.KLF5	chr6	86365634	86365643	-	0.000	0.000	Merged-chr6-86365536-92
NR39562--MA0493.1.Klf1	chr2	157135158	157135168	+	0.000	0.000	Merged-chr2-157135049-77
NR9860--MA1107.1.KLF9	chr11	11529013	11529025	+	0.000	0.000	Merged-chr11-11528988-38
NR51449--MA0039.3.KLF4	chr5	88499996	88500006	-	0.000	0.000	Merged-chr5-88499946-26
NR53778--MA0599.1.KLF5	chr5	144965231	144965240	-	0.000	0.000	Merged-chr5-144965112-15
NR69206--MA0599.1.KLF5	chrX	104857315	104857324	+	0.000	0.000	Merged-chrX-104857124-25
NR29643--MA1107.1.KLF9	chr17	45555647	45555659	-	0.000	0.000	Merged-chr17-45555738-56
NR3452--MA0741.1.KLF16	chr1	151096128	151096138	-	0.000	0.000	Merged-chr1-151096153-39
NR60518--MA0742.1.Klf12	chr7	90476109	90476123	-	0.000	0.000	Merged-chr7-90476243-63
NR61980--MA0740.1.KLF14	chr7	143053459	143053472	+	0.000	0.000	Merged-chr7-143053542-3
NR12866--MA0741.1.KLF16	chr11	117326035	117326045	-	0.000	0.000	Merged-chr11-117325818-58
NR64371--MA0740.1.KLF14	chr8	93810528	93810541	+	0.000	0.000	Merged-chr8-93810346-59
NR22484--MA1107.1.KLF9	chr14	121506452	121506464	-	0.000	0.000	Merged-chr14-121506609-7
NR25880--MA0599.1.KLF5	chr16	11134651	11134660	+	0.000	0.000	Merged-chr16-11134662-66
NR59253--MA0741.1.KLF16	chr7	38107650	38107660	-	0.000	0.000	Merged-chr7-38107855-98
