#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR4260--MA1104.1.GATA6	chr2	129385620	129385632	-	0.000	0.000	Merged-chr2-129385556-29
NR5799--MA0037.3.GATA3	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR883--MA0037.3.GATA3	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR2282--MA0035.3.Gata1	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR6202--MA0766.1.GATA5	chr6	134189986	134189993	+	0.000	0.000	Merged-chr6-134189868-22
NR3466--MA1104.1.GATA6	chr18	66502125	66502137	+	0.000	0.000	Merged-chr18-66502099-22
NR6572--MA1104.1.GATA6	chr7	107788515	107788527	+	0.000	0.000	Merged-chr7-107788483-31
NR6933--MA0140.2.GATA1::TAL1	chr8	78739876	78739893	+	0.000	0.000	Merged-chr8-78739826-8
NR4774--MA0766.1.GATA5	chr3	132791516	132791523	+	0.000	0.000	Merged-chr3-132791387-40
NR4120--MA0140.2.GATA1::TAL1	chr2	102886846	102886863	+	0.000	0.000	Merged-chr2-102886878-67
NR184--MA0035.3.Gata1	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR2018--MA0766.1.GATA5	chr13	94966148	94966155	-	0.000	0.000	Merged-chr13-94966148-17
NR4273--MA1104.1.GATA6	chr2	132292253	132292265	+	0.000	0.000	Merged-chr2-132292299-25
NR3671--MA0037.3.GATA3	chr19	29418706	29418713	-	0.000	0.000	Merged-chr19-29418635-70
NR7027--MA0482.1.Gata4	chr8	115436484	115436494	-	0.000	0.000	Merged-chr8-115436321-24
NR5255--MA1104.1.GATA6	chr4	132040442	132040454	+	0.000	0.000	Merged-chr4-132040319-80
NR6311--MA0766.1.GATA5	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR1039--MA0036.3.GATA2	chr11	11836981	11836991	+	0.000	0.000	Merged-chr11-11837020-26
NR2746--MA0766.1.GATA5	chr16	11688324	11688331	+	0.000	0.000	Merged-chr16-11688393-56
NR6839--MA0482.1.Gata4	chr8	22185492	22185502	-	0.000	0.000	Merged-chr8-22185664-67
NR2516--MA1104.1.GATA6	chr15	25216777	25216789	-	0.000	0.000	Merged-chr15-25216736-38
NR7140--MA0037.3.GATA3	chr9	11397026	11397033	-	0.000	0.000	Merged-chr9-11397041-28
NR2603--MA0766.1.GATA5	chr15	72928859	72928866	+	0.000	0.000	Merged-chr15-72929064-48
NR7407--MA0482.1.Gata4	chr9	95113475	95113485	+	0.000	0.000	Merged-chr9-95113538-34
NR4626--MA0035.3.Gata1	chr3	84570696	84570706	+	0.000	0.000	Merged-chr3-84570776-21
NR5778--MA0037.3.GATA3	chr5	144277202	144277209	+	0.000	0.000	Merged-chr5-144277272-14
NR4209--MA0037.3.GATA3	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR6263--MA0482.1.Gata4	chr6	143954595	143954605	-	0.000	0.000	Merged-chr6-143954525-20
NR45--MA0140.2.GATA1::TAL1	chr1	43457194	43457211	-	0.000	0.000	Merged-chr1-43457148-27
NR4583--MA0482.1.Gata4	chr3	68240093	68240103	-	0.000	0.000	Merged-chr3-68240034-18
NR2236--MA0766.1.GATA5	chr14	20938526	20938533	+	0.000	0.000	Merged-chr14-20938430-1
NR6144--MA0035.3.Gata1	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR4987--MA0035.3.Gata1	chr4	11610147	11610157	-	0.000	0.000	Merged-chr4-11610147-18
NR5722--MA0766.1.GATA5	chr5	122232124	122232131	+	0.000	0.000	Merged-chr5-122232202-28
NR190--MA1104.1.GATA6	chr1	94035511	94035523	-	0.000	0.000	Merged-chr1-94035484-87
NR4548--MA0766.1.GATA5	chr3	37738511	37738518	+	0.000	0.000	Merged-chr3-37738517-40
NR4538--MA0036.3.GATA2	chr3	37456365	37456375	+	0.000	0.000	Merged-chr3-37456289-20
NR2173--MA0036.3.GATA2	chr13	113639034	113639044	+	0.000	0.000	Merged-chr13-113639155-24
NR1995--MA0766.1.GATA5	chr13	89889163	89889170	-	0.000	0.000	Merged-chr13-89889254-28
NR2575--MA0140.2.GATA1::TAL1	chr15	59524870	59524887	-	0.000	0.000	Merged-chr15-59525009-64
NR2383--MA0035.3.Gata1	chr14	79331457	79331467	-	0.000	0.000	Merged-chr14-79331457-66
NR314--MA0482.1.Gata4	chr1	149758506	149758516	+	0.000	0.000	Merged-chr1-149758666-31
NR2087--MA0766.1.GATA5	chr13	102875202	102875209	+	0.000	0.000	Merged-chr13-102875123-19
NR4586--MA0035.3.Gata1	chr3	68240094	68240104	-	0.000	0.000	Merged-chr3-68240034-18
NR6707--MA0036.3.GATA2	chr7	123378037	123378047	+	0.000	0.000	Merged-chr7-123378098-56
NR1690--MA0766.1.GATA5	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR6646--MA0035.3.Gata1	chr7	115474381	115474391	-	0.000	0.000	Merged-chr7-115474284-16
NR48--MA1104.1.GATA6	chr1	44101605	44101617	+	0.000	0.000	Merged-chr1-44101717-6
NR1089--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR7132--MA0037.3.GATA3	chr9	7576787	7576794	+	0.000	0.000	Merged-chr9-7576753-19
NR6465--MA0140.2.GATA1::TAL1	chr7	79728349	79728366	+	0.000	0.000	Merged-chr7-79728407-21
NR1539--MA1104.1.GATA6	chr12	81807297	81807309	-	0.000	0.000	Merged-chr12-81807409-36
NR2811--MA0140.2.GATA1::TAL1	chr16	24859766	24859783	-	0.000	0.000	Merged-chr16-24859863-8
NR4737--MA0482.1.Gata4	chr3	122419823	122419833	-	0.000	0.000	Merged-chr3-122419865-81
NR261--MA0482.1.Gata4	chr1	132046414	132046424	-	0.000	0.000	Merged-chr1-132046441-41
NR6003--MA0482.1.Gata4	chr6	97523241	97523251	+	0.000	0.000	Merged-chr6-97523334-26
NR2566--MA0036.3.GATA2	chr15	52900013	52900023	-	0.000	0.000	Merged-chr15-52899831-78
NR1840--MA1104.1.GATA6	chr13	32411684	32411696	+	0.000	0.000	Merged-chr13-32411761-17
NR2280--MA1104.1.GATA6	chr14	51089606	51089618	+	0.000	0.000	Merged-chr14-51089414-103
NR6801--MA0037.3.GATA3	chr7	144785782	144785789	+	0.000	0.000	Merged-chr7-144785742-1
NR5008--MA1104.1.GATA6	chr4	32615367	32615379	-	0.000	0.000	Merged-chr4-32615355-52
NR579--MA0482.1.Gata4	chr1	191445991	191446001	+	0.000	0.000	Merged-chr1-191445969-55
NR6067--MA0037.3.GATA3	chr6	108532094	108532101	+	0.000	0.000	Merged-chr6-108531954-46
NR6316--MA0766.1.GATA5	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR692--MA0037.3.GATA3	chr10	46011985	46011992	-	0.000	0.000	Merged-chr10-46012127-41
NR4212--MA0036.3.GATA2	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR3854--MA0035.3.Gata1	chr2	19579638	19579648	-	0.000	0.000	Merged-chr2-19579753-13
NR4474--MA0766.1.GATA5	chr2	173063423	173063430	-	0.000	0.000	Merged-chr2-173063390-29
NR766--MA0140.2.GATA1::TAL1	chr10	77021625	77021642	+	0.000	0.000	Merged-chr10-77021563-39
NR2165--MA0036.3.GATA2	chr13	113211432	113211442	+	0.000	0.000	Merged-chr13-113211561-35
NR529--MA0140.2.GATA1::TAL1	chr1	182364098	182364115	-	0.000	0.000	Merged-chr1-182363988-37
NR2242--MA0482.1.Gata4	chr14	27384254	27384264	+	0.000	0.000	Merged-chr14-27384235-54
NR1072--MA0037.3.GATA3	chr11	32126142	32126149	+	0.000	0.000	Merged-chr11-32126247-55
NR2123--MA0035.3.Gata1	chr13	106836444	106836454	+	0.000	0.000	Merged-chr13-106836459-51
NR264--MA0035.3.Gata1	chr1	132046415	132046425	-	0.000	0.000	Merged-chr1-132046441-41
NR6304--MA1104.1.GATA6	chr7	19086248	19086260	+	0.000	0.000	Merged-chr7-19086207-16
NR6211--MA0035.3.Gata1	chr6	135418445	135418455	+	0.000	0.000	Merged-chr6-135418528-77
NR6428--MA0036.3.GATA2	chr7	65705270	65705280	-	0.000	0.000	Merged-chr7-65705151-59
NR2797--MA0036.3.GATA2	chr16	24151676	24151686	-	0.000	0.000	Merged-chr16-24151708-115
NR3724--MA0035.3.Gata1	chr19	40477466	40477476	-	0.000	0.000	Merged-chr19-40477377-1
NR2848--MA1104.1.GATA6	chr16	45347091	45347103	+	0.000	0.000	Merged-chr16-45346908-42
NR2178--MA0036.3.GATA2	chr13	113639070	113639080	+	0.000	0.000	Merged-chr13-113639155-24
NR1630--MA0035.3.Gata1	chr12	98674785	98674795	-	0.000	0.000	Merged-chr12-98674935-52
NR4182--MA0766.1.GATA5	chr2	115855978	115855985	-	0.000	0.000	Merged-chr2-115856078-28
NR6200--MA0482.1.Gata4	chr6	134189983	134189993	-	0.000	0.000	Merged-chr6-134189868-22
NR5674--MA0766.1.GATA5	chr5	107978463	107978470	+	0.000	0.000	Merged-chr5-107978348-39
NR780--MA0037.3.GATA3	chr10	82666662	82666669	-	0.000	0.000	Merged-chr10-82666640-30
NR2364--MA0482.1.Gata4	chr14	73117309	73117319	-	0.000	0.000	Merged-chr14-73117167-52
NR5622--MA0035.3.Gata1	chr5	97055840	97055850	-	0.000	0.000	Merged-chr5-97055881-18
NR6631--MA1104.1.GATA6	chr7	114580610	114580622	+	0.000	0.000	Merged-chr7-114580600-10
NR1051--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR7408--MA1104.1.GATA6	chr9	95113473	95113485	-	0.000	0.000	Merged-chr9-95113538-34
NR2102--MA0035.3.Gata1	chr13	104286091	104286101	+	0.000	0.000	Merged-chr13-104286151-10
NR1685--MA0036.3.GATA2	chr12	112001285	112001295	-	0.000	0.000	Merged-chr12-112001420-10
NR1087--MA0140.2.GATA1::TAL1	chr11	44581353	44581370	-	0.000	0.000	Merged-chr11-44581458-41
NR7411--MA0035.3.Gata1	chr9	95113474	95113484	+	0.000	0.000	Merged-chr9-95113538-34
NR1542--MA0036.3.GATA2	chr12	82175886	82175896	+	0.000	0.000	Merged-chr12-82175969-10
NR4584--MA1104.1.GATA6	chr3	68240093	68240105	+	0.000	0.000	Merged-chr3-68240034-18
NR569--MA0036.3.GATA2	chr1	191391469	191391479	+	0.000	0.000	Merged-chr1-191391579-39
NR3660--MA0482.1.Gata4	chr19	29067134	29067144	+	0.000	0.000	Merged-chr19-29067288-42
NR6203--MA0035.3.Gata1	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR2367--MA0035.3.Gata1	chr14	73117310	73117320	-	0.000	0.000	Merged-chr14-73117167-52
NR7555--MA0140.2.GATA1::TAL1	chr9	121925036	121925053	+	0.000	0.000	Merged-chr9-121925182-15
NR6093--MA0766.1.GATA5	chr6	117166985	117166992	+	0.000	0.000	Merged-chr6-117167105-10
NR2019--MA0035.3.Gata1	chr13	94966147	94966157	+	0.000	0.000	Merged-chr13-94966148-17
NR6149--MA0036.3.GATA2	chr6	128001277	128001287	+	0.000	0.000	Merged-chr6-128001424-1
NR1494--MA0035.3.Gata1	chr12	69853655	69853665	-	0.000	0.000	Merged-chr12-69853558-20
NR7193--MA0037.3.GATA3	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR315--MA1104.1.GATA6	chr1	149758504	149758516	-	0.000	0.000	Merged-chr1-149758666-31
NR5752--MA0036.3.GATA2	chr5	134330250	134330260	-	0.000	0.000	Merged-chr5-134330271-35
NR1250--MA0036.3.GATA2	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR6610--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR5710--MA0035.3.Gata1	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR3852--MA1104.1.GATA6	chr2	19579637	19579649	+	0.000	0.000	Merged-chr2-19579753-13
NR4859--MA0766.1.GATA5	chr3	139024692	139024699	-	0.000	0.000	Merged-chr3-139024771-15
NR4179--MA0482.1.Gata4	chr2	115855978	115855988	+	0.000	0.000	Merged-chr2-115856078-28
NR5707--MA0037.3.GATA3	chr5	118069585	118069592	+	0.000	0.000	Merged-chr5-118069472-39
NR7371--MA0035.3.Gata1	chr9	89202510	89202520	-	0.000	0.000	Merged-chr9-89202375-38
NR4236--MA0140.2.GATA1::TAL1	chr2	127789087	127789104	+	0.000	0.000	Merged-chr2-127788936-49
NR4788--MA0035.3.Gata1	chr3	133411810	133411820	+	0.000	0.000	Merged-chr3-133411903-38
NR1435--MA0766.1.GATA5	chr12	31997094	31997101	+	0.000	0.000	Merged-chr12-31997107-37
NR3690--MA1104.1.GATA6	chr19	32755814	32755826	+	0.000	0.000	Merged-chr19-32755999-1
NR4738--MA1104.1.GATA6	chr3	122419823	122419835	+	0.000	0.000	Merged-chr3-122419865-81
NR262--MA1104.1.GATA6	chr1	132046414	132046426	+	0.000	0.000	Merged-chr1-132046441-41
NR6030--MA0482.1.Gata4	chr6	98843188	98843198	+	0.000	0.000	Merged-chr6-98843089-22
NR6004--MA1104.1.GATA6	chr6	97523239	97523251	-	0.000	0.000	Merged-chr6-97523334-26
NR2583--MA0140.2.GATA1::TAL1	chr15	64687468	64687485	-	0.000	0.000	Merged-chr15-64687342-16
NR6623--MA0037.3.GATA3	chr7	114095575	114095582	+	0.000	0.000	Merged-chr7-114095651-34
NR1815--MA0766.1.GATA5	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR6348--MA0482.1.Gata4	chr7	30280499	30280509	-	0.000	0.000	Merged-chr7-30280528-94
NR4549--MA0035.3.Gata1	chr3	37738509	37738519	-	0.000	0.000	Merged-chr3-37738517-40
NR804--MA0037.3.GATA3	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR6732--MA0037.3.GATA3	chr7	127288042	127288049	+	0.000	0.000	Merged-chr7-127288112-51
NR7512--MA0035.3.Gata1	chr9	116283894	116283904	+	0.000	0.000	Merged-chr9-116283998-37
NR5281--MA0140.2.GATA1::TAL1	chr4	137866350	137866367	-	0.000	0.000	Merged-chr4-137866445-39
NR4034--MA0036.3.GATA2	chr2	80324387	80324397	+	0.000	0.000	Merged-chr2-80324472-29
NR1720--MA0482.1.Gata4	chr12	116177228	116177238	+	0.000	0.000	Merged-chr12-116177118-24
NR3676--MA0035.3.Gata1	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR1996--MA0035.3.Gata1	chr13	89889162	89889172	+	0.000	0.000	Merged-chr13-89889254-28
NR3007--MA0037.3.GATA3	chr16	92980221	92980228	-	0.000	0.000	Merged-chr16-92980163-22
NR1056--MA0037.3.GATA3	chr11	22824246	22824253	-	0.000	0.000	Merged-chr11-22824173-55
NR4542--MA1104.1.GATA6	chr3	37483948	37483960	+	0.000	0.000	Merged-chr3-37484009-38
NR3464--MA0037.3.GATA3	chr18	66502128	66502135	+	0.000	0.000	Merged-chr18-66502099-22
NR2088--MA0035.3.Gata1	chr13	102875200	102875210	-	0.000	0.000	Merged-chr13-102875123-19
NR5620--MA1104.1.GATA6	chr5	97055839	97055851	+	0.000	0.000	Merged-chr5-97055881-18
NR3761--MA0482.1.Gata4	chr19	57079573	57079583	-	0.000	0.000	Merged-chr19-57079445-11
NR6218--MA0482.1.Gata4	chr6	136491384	136491394	-	0.000	0.000	Merged-chr6-136491563-93
NR1691--MA0035.3.Gata1	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR2100--MA1104.1.GATA6	chr13	104286090	104286102	-	0.000	0.000	Merged-chr13-104286151-10
NR5964--MA0482.1.Gata4	chr6	86922089	86922099	+	0.000	0.000	Merged-chr6-86921974-19
NR128--MA0482.1.Gata4	chr1	74726885	74726895	+	0.000	0.000	Merged-chr1-74726770-27
NR1778--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR4303--MA0140.2.GATA1::TAL1	chr2	140427457	140427474	-	0.000	0.000	Merged-chr2-140427451-17
NR6317--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR346--MA0482.1.Gata4	chr1	153847114	153847124	-	0.000	0.000	Merged-chr1-153847127-37
NR7645--MA0140.2.GATA1::TAL1	chrX	136993116	136993133	-	0.000	0.000	Merged-chrX-136993018-95
NR5972--MA0766.1.GATA5	chr6	89265434	89265441	-	0.000	0.000	Merged-chr6-89265568-19
NR2365--MA1104.1.GATA6	chr14	73117309	73117321	+	0.000	0.000	Merged-chr14-73117167-52
NR668--MA0037.3.GATA3	chr10	28674113	28674120	+	0.000	0.000	Merged-chr10-28674060-27
NR6545--MA0482.1.Gata4	chr7	105527417	105527427	+	0.000	0.000	Merged-chr7-105527524-9
NR5072--MA0036.3.GATA2	chr4	59275688	59275698	-	0.000	0.000	Merged-chr4-59275689-14
NR7480--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR6310--MA1104.1.GATA6	chr7	19093678	19093690	-	0.000	0.000	Merged-chr7-19093740-100
NR5800--MA0482.1.Gata4	chr5	149392278	149392288	-	0.000	0.000	Merged-chr5-149392157-30
NR5728--MA0035.3.Gata1	chr5	123132811	123132821	+	0.000	0.000	Merged-chr5-123132961-7
NR7251--MA0766.1.GATA5	chr9	52259627	52259634	+	0.000	0.000	Merged-chr9-52259787-26
NR2907--MA0140.2.GATA1::TAL1	chr16	59007369	59007386	-	0.000	0.000	Merged-chr16-59007299-38
NR3661--MA1104.1.GATA6	chr19	29067132	29067144	-	0.000	0.000	Merged-chr19-29067288-42
NR4464--MA0482.1.Gata4	chr2	170311897	170311907	+	0.000	0.000	Merged-chr2-170311942-2
NR4259--MA0482.1.Gata4	chr2	129385622	129385632	+	0.000	0.000	Merged-chr2-129385556-29
NR1930--MA0482.1.Gata4	chr13	67360421	67360431	-	0.000	0.000	Merged-chr13-67360485-68
NR1845--MA0140.2.GATA1::TAL1	chr13	32829147	32829164	+	0.000	0.000	Merged-chr13-32829119-10
NR2758--MA0037.3.GATA3	chr16	17015616	17015623	-	0.000	0.000	Merged-chr16-17015762-57
NR3809--MA0035.3.Gata1	chr2	6711289	6711299	+	0.000	0.000	Merged-chr2-6711188-63
NR3371--MA0036.3.GATA2	chr18	35776813	35776823	+	0.000	0.000	Merged-chr18-35776738-19
NR5675--MA0035.3.Gata1	chr5	107978461	107978471	-	0.000	0.000	Merged-chr5-107978348-39
NR1173--MA0035.3.Gata1	chr11	64899064	64899074	+	0.000	0.000	Merged-chr11-64899021-36
NR2274--MA0482.1.Gata4	chr14	49155693	49155703	-	0.000	0.000	Merged-chr14-49155726-21
NR3899--MA0035.3.Gata1	chr2	31180409	31180419	-	0.000	0.000	Merged-chr2-31180309-64
NR5370--MA0035.3.Gata1	chr4	154798017	154798027	-	0.000	0.000	Merged-chr4-154798011-18
NR3732--MA0482.1.Gata4	chr19	41566887	41566897	+	0.000	0.000	Merged-chr19-41566942-22
NR6031--MA1104.1.GATA6	chr6	98843186	98843198	-	0.000	0.000	Merged-chr6-98843089-22
NR1933--MA0035.3.Gata1	chr13	67360422	67360432	-	0.000	0.000	Merged-chr13-67360485-68
NR4417--MA1104.1.GATA6	chr2	163102174	163102186	-	0.000	0.000	Merged-chr2-163102101-1
NR4119--MA0035.3.Gata1	chr2	102886854	102886864	-	0.000	0.000	Merged-chr2-102886878-67
NR3317--MA0766.1.GATA5	chr17	84633653	84633660	-	0.000	0.000	Merged-chr17-84633706-27
NR1842--MA0766.1.GATA5	chr13	32411687	32411694	+	0.000	0.000	Merged-chr13-32411761-17
NR6349--MA1104.1.GATA6	chr7	30280499	30280511	+	0.000	0.000	Merged-chr7-30280528-94
NR6302--MA0037.3.GATA3	chr7	19086251	19086258	+	0.000	0.000	Merged-chr7-19086207-16
NR7386--MA0766.1.GATA5	chr9	89842486	89842493	+	0.000	0.000	Merged-chr9-89842601-13
NR3719--MA0037.3.GATA3	chr19	40477468	40477475	+	0.000	0.000	Merged-chr19-40477377-1
NR1721--MA1104.1.GATA6	chr12	116177226	116177238	-	0.000	0.000	Merged-chr12-116177118-24
NR2319--MA0482.1.Gata4	chr14	56284605	56284615	+	0.000	0.000	Merged-chr14-56284559-51
NR6140--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR1322--MA0036.3.GATA2	chr11	106438887	106438897	+	0.000	0.000	Merged-chr11-106438995-31
NR189--MA0482.1.Gata4	chr1	94035513	94035523	+	0.000	0.000	Merged-chr1-94035484-87
NR5790--MA1104.1.GATA6	chr5	147063476	147063488	-	0.000	0.000	Merged-chr5-147063758-85
NR4983--MA0037.3.GATA3	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR7342--MA0036.3.GATA2	chr9	78024980	78024990	+	0.000	0.000	Merged-chr9-78024957-31
NR1441--MA0766.1.GATA5	chr12	32183055	32183062	-	0.000	0.000	Merged-chr12-32183013-17
NR298--MA0482.1.Gata4	chr1	143202923	143202933	-	0.000	0.000	Merged-chr1-143203062-8
NR3762--MA1104.1.GATA6	chr19	57079573	57079585	+	0.000	0.000	Merged-chr19-57079445-11
NR7594--MA0036.3.GATA2	chrX	12007353	12007363	-	0.000	0.000	Merged-chrX-12007363-15
NR7026--MA0037.3.GATA3	chr8	115436487	115436494	+	0.000	0.000	Merged-chr8-115436321-24
NR1877--MA1104.1.GATA6	chr13	43191920	43191932	-	0.000	0.000	Merged-chr13-43191968-21
NR6219--MA1104.1.GATA6	chr6	136491384	136491396	+	0.000	0.000	Merged-chr6-136491563-93
NR6497--MA0482.1.Gata4	chr7	89841971	89841981	-	0.000	0.000	Merged-chr7-89842093-31
NR129--MA1104.1.GATA6	chr1	74726883	74726895	-	0.000	0.000	Merged-chr1-74726770-27
NR1826--MA0482.1.Gata4	chr13	23556074	23556084	-	0.000	0.000	Merged-chr13-23556170-26
NR1436--MA0035.3.Gata1	chr12	31997092	31997102	-	0.000	0.000	Merged-chr12-31997107-37
NR4473--MA0037.3.GATA3	chr2	173063423	173063430	-	0.000	0.000	Merged-chr2-173063390-29
NR1986--MA1104.1.GATA6	chr13	89425614	89425626	+	0.000	0.000	Merged-chr13-89425827-19
NR1816--MA0035.3.Gata1	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR3405--MA0766.1.GATA5	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR347--MA1104.1.GATA6	chr1	153847114	153847126	+	0.000	0.000	Merged-chr1-153847127-37
NR3063--MA0035.3.Gata1	chr17	8206780	8206790	-	0.000	0.000	Merged-chr17-8206780-14
NR1839--MA0482.1.Gata4	chr13	32411684	32411694	-	0.000	0.000	Merged-chr13-32411761-17
NR2279--MA0482.1.Gata4	chr14	51089606	51089616	-	0.000	0.000	Merged-chr14-51089414-103
NR1292--MA0766.1.GATA5	chr11	101604893	101604900	-	0.000	0.000	Merged-chr11-101604778-40
NR6546--MA1104.1.GATA6	chr7	105527415	105527427	-	0.000	0.000	Merged-chr7-105527524-9
NR4068--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR1287--MA0035.3.Gata1	chr11	100545860	100545870	+	0.000	0.000	Merged-chr11-100545700-39
NR3081--MA0766.1.GATA5	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR782--MA0766.1.GATA5	chr10	82666662	82666669	-	0.000	0.000	Merged-chr10-82666640-30
NR730--MA0035.3.Gata1	chr10	59431033	59431043	-	0.000	0.000	Merged-chr10-59431050-41
NR5801--MA1104.1.GATA6	chr5	149392278	149392290	+	0.000	0.000	Merged-chr5-149392157-30
NR3823--MA0035.3.Gata1	chr2	10373895	10373905	+	0.000	0.000	Merged-chr2-10373891-14
NR313--MA0037.3.GATA3	chr1	149758506	149758513	-	0.000	0.000	Merged-chr1-149758666-31
NR3334--MA0140.2.GATA1::TAL1	chr18	7405030	7405047	+	0.000	0.000	Merged-chr18-7404957-54
NR543--MA0766.1.GATA5	chr1	184738271	184738278	-	0.000	0.000	Merged-chr1-184738115-15
NR5045--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR3161--MA0482.1.Gata4	chr17	31693475	31693485	+	0.000	0.000	Merged-chr17-31693537-59
NR1931--MA1104.1.GATA6	chr13	67360421	67360433	+	0.000	0.000	Merged-chr13-67360485-68
NR5829--MA0036.3.GATA2	chr6	31033453	31033463	+	0.000	0.000	Merged-chr6-31033300-19
NR5840--MA0482.1.Gata4	chr6	37455627	37455637	-	0.000	0.000	Merged-chr6-37455816-24
NR7130--MA0035.3.Gata1	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR1088--MA0037.3.GATA3	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR4736--MA0037.3.GATA3	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR6002--MA0037.3.GATA3	chr6	97523241	97523248	-	0.000	0.000	Merged-chr6-97523334-26
NR1058--MA0140.2.GATA1::TAL1	chr11	22843008	22843025	-	0.000	0.000	Merged-chr11-22842852-10
NR2958--MA0140.2.GATA1::TAL1	chr16	87726167	87726184	-	0.000	0.000	Merged-chr16-87726198-44
NR3331--MA0766.1.GATA5	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR3987--MA0036.3.GATA2	chr2	66185005	66185015	-	0.000	0.000	Merged-chr2-66184903-51
NR7510--MA0035.3.Gata1	chr9	116138612	116138622	+	0.000	0.000	Merged-chr9-116138726-20
NR1707--MA0036.3.GATA2	chr12	115605183	115605193	+	0.000	0.000	Merged-chr12-115605160-24
NR5805--MA0140.2.GATA1::TAL1	chr5	149392270	149392287	-	0.000	0.000	Merged-chr5-149392157-30
NR3469--MA0035.3.Gata1	chr18	66502126	66502136	-	0.000	0.000	Merged-chr18-66502099-22
NR5120--MA0766.1.GATA5	chr4	86725372	86725379	-	0.000	0.000	Merged-chr4-86725378-12
NR7170--MA1104.1.GATA6	chr9	32706420	32706432	-	0.000	0.000	Merged-chr9-32706237-53
NR4421--MA0140.2.GATA1::TAL1	chr2	163102177	163102194	+	0.000	0.000	Merged-chr2-163102101-1
NR3235--MA0766.1.GATA5	chr17	62784084	62784091	-	0.000	0.000	Merged-chr17-62784192-42
NR7108--MA0036.3.GATA2	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR5709--MA0766.1.GATA5	chr5	118069585	118069592	+	0.000	0.000	Merged-chr5-118069472-39
NR1797--MA0036.3.GATA2	chr13	15759399	15759409	-	0.000	0.000	Merged-chr13-15759294-52
NR7252--MA0035.3.Gata1	chr9	52259625	52259635	-	0.000	0.000	Merged-chr9-52259787-26
NR1526--MA0482.1.Gata4	chr12	76527616	76527626	-	0.000	0.000	Merged-chr12-76527633-28
NR1407--MA0035.3.Gata1	chr12	16474653	16474663	-	0.000	0.000	Merged-chr12-16474710-17
