#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR4610--MA0002.2.RUNX1	chr18	64925659	64925669	-	0.000	0.000	Merged-chr18-64925642-4
NR3535--MA0511.2.RUNX2	chr15	93438922	93438930	-	0.000	0.000	Merged-chr15-93438886-30
NR3370--MA0002.2.RUNX1	chr15	51843860	51843870	-	0.000	0.000	Merged-chr15-51844000-32
NR3641--MA0002.2.RUNX1	chr16	18377256	18377266	+	0.000	0.000	Merged-chr16-18377300-20
NR8378--MA0002.2.RUNX1	chr7	104400913	104400923	-	0.000	0.000	Merged-chr7-104400949-29
NR3707--MA0002.2.RUNX1	chr16	35781230	35781240	+	0.000	0.000	Merged-chr16-35781109-15
NR8334--MA0511.2.RUNX2	chr7	84740072	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR3959--MA0002.2.RUNX1	chr16	95263159	95263169	-	0.000	0.000	Merged-chr16-95263048-64
NR1342--MA0002.2.RUNX1	chr11	3157496	3157506	+	0.000	0.000	Merged-chr11-3157744-93
NR6035--MA0511.2.RUNX2	chr3	115815790	115815798	+	0.000	0.000	Merged-chr3-115815828-66
NR6306--MA0511.2.RUNX2	chr4	11077683	11077691	+	0.000	0.000	Merged-chr4-11077783-17
NR3545--MA0002.2.RUNX1	chr15	95763082	95763092	-	0.000	0.000	Merged-chr15-95763066-31
NR2327--MA0511.2.RUNX2	chr13	22049920	22049928	+	0.000	0.000	Merged-chr13-22049966-26
NR1451--MA0002.2.RUNX1	chr11	32486694	32486704	+	0.000	0.000	Merged-chr11-32486832-15
NR7762--MA0684.1.RUNX3	chr6	97447185	97447194	-	0.000	0.000	Merged-chr6-97447180-22
NR5877--MA0684.1.RUNX3	chr3	75714111	75714120	+	0.000	0.000	Merged-chr3-75714014-36
NR3260--MA0684.1.RUNX3	chr15	25828625	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR3531--MA0684.1.RUNX3	chr15	93298365	93298374	-	0.000	0.000	Merged-chr15-93298411-30
NR3383--MA0002.2.RUNX1	chr15	53324885	53324895	+	0.000	0.000	Merged-chr15-53324911-2
NR7841--MA0511.2.RUNX2	chr6	117431711	117431719	+	0.000	0.000	Merged-chr6-117431708-65
NR6760--MA0002.2.RUNX1	chr4	145221693	145221703	-	0.000	0.000	Merged-chr4-145221845-95
NR8347--MA0511.2.RUNX2	chr7	90476343	90476351	-	0.000	0.000	Merged-chr7-90476243-63
NR12--MA0684.1.RUNX3	chr1	6467287	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR1183--MA0511.2.RUNX2	chr10	93225947	93225955	-	0.000	0.000	Merged-chr10-93225944-30
NR8248--MA0002.2.RUNX1	chr7	64141526	64141536	-	0.000	0.000	Merged-chr7-64141555-53
NR9280--MA0684.1.RUNX3	chr9	94621078	94621087	-	0.000	0.000	Merged-chr9-94620917-97
NR3035--MA0002.2.RUNX1	chr14	76569400	76569410	-	0.000	0.000	Merged-chr14-76569463-39
NR1355--MA0002.2.RUNX1	chr11	4206049	4206059	-	0.000	0.000	Merged-chr11-4206247-48
NR5172--MA0002.2.RUNX1	chr2	71051830	71051840	+	0.000	0.000	Merged-chr2-71051882-1
NR3892--MA0684.1.RUNX3	chr16	84584041	84584050	+	0.000	0.000	Merged-chr16-84584013-98
NR1612--MA0684.1.RUNX3	chr11	82746990	82746999	+	0.000	0.000	Merged-chr11-82746953-51
NR1193--MA0002.2.RUNX1	chr10	94408831	94408841	+	0.000	0.000	Merged-chr10-94408966-47
NR6157--MA0511.2.RUNX2	chr3	142899428	142899436	-	0.000	0.000	Merged-chr3-142899348-46
NR3667--MA0002.2.RUNX1	chr16	23844809	23844819	-	0.000	0.000	Merged-chr16-23844946-41
NR702--MA0002.2.RUNX1	chr1	177670829	177670839	-	0.000	0.000	Merged-chr1-177670807-27
NR1321--MA0002.2.RUNX1	chr10	125317496	125317506	+	0.000	0.000	Merged-chr10-125317607-4
NR9435--MA0002.2.RUNX1	chrX	17590935	17590945	+	0.000	0.000	Merged-chrX-17590800-11
NR6014--MA0511.2.RUNX2	chr3	107062343	107062351	-	0.000	0.000	Merged-chr3-107062583-69
NR1097--MA0002.2.RUNX1	chr10	71247269	71247279	-	0.000	0.000	Merged-chr10-71247188-37
NR4950--MA0002.2.RUNX1	chr2	18975523	18975533	-	0.000	0.000	Merged-chr2-18975583-1
NR1800--MA0511.2.RUNX2	chr12	8844924	8844932	-	0.000	0.000	Merged-chr12-8844937-14
NR5390--MA0002.2.RUNX1	chr2	139590001	139590011	-	0.000	0.000	Merged-chr2-139590096-23
NR1768--MA0684.1.RUNX3	chr11	119385129	119385138	+	0.000	0.000	Merged-chr11-119385060-32
NR6789--MA0511.2.RUNX2	chr4	147936493	147936501	+	0.000	0.000	Merged-chr4-147936725-45
NR7388--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR7659--MA0002.2.RUNX1	chr6	71334021	71334031	+	0.000	0.000	Merged-chr6-71333951-3
NR5042--MA0002.2.RUNX1	chr2	45017322	45017332	+	0.000	0.000	Merged-chr2-45017480-33
NR9500--MA0511.2.RUNX2	chrX	77509329	77509337	+	0.000	0.000	Merged-chrX-77509424-59
NR3362--MA0002.2.RUNX1	chr15	50667820	50667830	-	0.000	0.000	Merged-chr15-50667671-62
NR7344--MA0511.2.RUNX2	chr5	137338478	137338486	-	0.000	0.000	Merged-chr5-137338498-22
NR9401--MA0002.2.RUNX1	chr9	120340154	120340164	+	0.000	0.000	Merged-chr9-120340117-48
NR3113--MA0511.2.RUNX2	chr14	105272269	105272277	+	0.000	0.000	Merged-chr14-105272291-16
NR7245--MA0002.2.RUNX1	chr5	110269799	110269809	-	0.000	0.000	Merged-chr5-110269680-64
NR7502--MA0684.1.RUNX3	chr6	30671900	30671909	+	0.000	0.000	Merged-chr6-30671721-27
NR1542--MA0511.2.RUNX2	chr11	58978066	58978074	-	0.000	0.000	Merged-chr11-58978003-101
NR7976--MA0511.2.RUNX2	chr6	137541466	137541474	+	0.000	0.000	Merged-chr6-137541549-52
NR9491--MA0002.2.RUNX1	chrX	70365201	70365211	+	0.000	0.000	Merged-chrX-70365071-55
NR6500--MA0002.2.RUNX1	chr4	63049711	63049721	+	0.000	0.000	Merged-chr4-63049665-7
NR7754--MA0684.1.RUNX3	chr6	97016227	97016236	+	0.000	0.000	Merged-chr6-97016281-52
NR7291--MA0511.2.RUNX2	chr5	120577171	120577179	+	0.000	0.000	Merged-chr5-120577035-13
NR5011--MA0511.2.RUNX2	chr2	32047599	32047607	+	0.000	0.000	Merged-chr2-32047446-8
NR761--MA0511.2.RUNX2	chr1	189795639	189795647	-	0.000	0.000	Merged-chr1-189795440-7
NR9143--MA0002.2.RUNX1	chr9	66274930	66274940	-	0.000	0.000	Merged-chr9-66274857-15
NR2428--MA0511.2.RUNX2	chr13	52628201	52628209	+	0.000	0.000	Merged-chr13-52628204-1
NR7863--MA0684.1.RUNX3	chr6	120199717	120199726	-	0.000	0.000	Merged-chr6-120199707-32
NR1618--MA0002.2.RUNX1	chr11	84916302	84916312	-	0.000	0.000	Merged-chr11-84916345-39
NR4009--MA0002.2.RUNX1	chr17	7889198	7889208	+	0.000	0.000	Merged-chr17-7889151-33
NR1599--MA0002.2.RUNX1	chr11	79615051	79615061	+	0.000	0.000	Merged-chr11-79615076-27
NR9460--MA0511.2.RUNX2	chrX	48713032	48713040	-	0.000	0.000	Merged-chrX-48713049-46
NR3536--MA0684.1.RUNX3	chr15	93438921	93438930	-	0.000	0.000	Merged-chr15-93438886-30
NR5815--MA0002.2.RUNX1	chr3	60531040	60531050	-	0.000	0.000	Merged-chr3-60530998-30
NR3659--MA0002.2.RUNX1	chr16	23264253	23264263	-	0.000	0.000	Merged-chr16-23264212-1
NR1313--MA0002.2.RUNX1	chr10	122200005	122200015	+	0.000	0.000	Merged-chr10-122200080-48
NR9361--MA0002.2.RUNX1	chr9	114546839	114546849	+	0.000	0.000	Merged-chr9-114546935-29
NR3245--MA0002.2.RUNX1	chr15	12447405	12447415	-	0.000	0.000	Merged-chr15-12447311-14
NR1294--MA0002.2.RUNX1	chr10	119382449	119382459	+	0.000	0.000	Merged-chr10-119382475-33
NR261--MA0002.2.RUNX1	chr1	74194699	74194709	-	0.000	0.000	Merged-chr1-74194579-2
NR5133--MA0511.2.RUNX2	chr2	59716628	59716636	-	0.000	0.000	Merged-chr2-59716624-17
NR1198--MA0002.2.RUNX1	chr10	95781379	95781389	+	0.000	0.000	Merged-chr10-95781275-17
NR5557--MA0002.2.RUNX1	chr2	174675947	174675957	+	0.000	0.000	Merged-chr2-174675833-26
NR3211--MA0002.2.RUNX1	chr15	3270984	3270994	+	0.000	0.000	Merged-chr15-3270817-58
NR9374--MA0002.2.RUNX1	chr9	116212260	116212270	+	0.000	0.000	Merged-chr9-116212405-59
NR2752--MA0002.2.RUNX1	chr13	120299880	120299890	+	0.000	0.000	Merged-chr13-120300021-103
NR5957--MA0684.1.RUNX3	chr3	93609397	93609406	+	0.000	0.000	Merged-chr3-93609208-30
NR1184--MA0684.1.RUNX3	chr10	93225946	93225955	-	0.000	0.000	Merged-chr10-93225944-30
NR893--MA0002.2.RUNX1	chr10	17539348	17539358	+	0.000	0.000	Merged-chr10-17539427-37
NR7445--MA0511.2.RUNX2	chr6	12081956	12081964	-	0.000	0.000	Merged-chr6-12082002-27
NR1312--MA0684.1.RUNX3	chr10	121282664	121282673	-	0.000	0.000	Merged-chr10-121282719-28
NR1164--MA0002.2.RUNX1	chr10	89327137	89327147	+	0.000	0.000	Merged-chr10-89327162-49
NR9483--MA0002.2.RUNX1	chrX	59508504	59508514	+	0.000	0.000	Merged-chrX-59508552-38
NR7869--MA0002.2.RUNX1	chr6	120957517	120957527	+	0.000	0.000	Merged-chr6-120957473-22
NR3244--MA0684.1.RUNX3	chr15	12447227	12447236	+	0.000	0.000	Merged-chr15-12447311-14
NR5318--MA0002.2.RUNX1	chr2	117180766	117180776	+	0.000	0.000	Merged-chr2-117180668-26
NR3096--MA0002.2.RUNX1	chr14	101883017	101883027	+	0.000	0.000	Merged-chr14-101883175-35
NR1835--MA0684.1.RUNX3	chr12	16532566	16532575	+	0.000	0.000	Merged-chr12-16532570-85
NR3367--MA0002.2.RUNX1	chr15	50841965	50841975	-	0.000	0.000	Merged-chr15-50841998-15
NR797--MA0002.2.RUNX1	chr10	5194832	5194842	-	0.000	0.000	Merged-chr10-5194873-88
NR5775--MA0002.2.RUNX1	chr3	52401307	52401317	+	0.000	0.000	Merged-chr3-52401346-35
NR5299--MA0002.2.RUNX1	chr2	112510300	112510310	+	0.000	0.000	Merged-chr2-112510265-49
NR654--MA0002.2.RUNX1	chr1	171778191	171778201	-	0.000	0.000	Merged-chr1-171778353-20
NR1339--MA0002.2.RUNX1	chr11	3135530	3135540	+	0.000	0.000	Merged-chr11-3135502-45
NR4650--MA0002.2.RUNX1	chr18	70633836	70633846	-	0.000	0.000	Merged-chr18-70633740-34
NR9387--MA0002.2.RUNX1	chr9	117927261	117927271	+	0.000	0.000	Merged-chr9-117927282-85
NR1500--MA0511.2.RUNX2	chr11	50371494	50371502	+	0.000	0.000	Merged-chr11-50371605-32
NR3161--MA0511.2.RUNX2	chr14	118658446	118658454	+	0.000	0.000	Merged-chr14-118658326-68
NR2179--MA0684.1.RUNX3	chr12	115193689	115193698	+	0.000	0.000	Merged-chr12-115193793-52
NR9515--MA0002.2.RUNX1	chrX	85839395	85839405	-	0.000	0.000	Merged-chrX-85839388-40
NR1481--MA0511.2.RUNX2	chr11	45851844	45851852	+	0.000	0.000	Merged-chr11-45851965-10
NR4209--MA0511.2.RUNX2	chr17	46074014	46074022	-	0.000	0.000	Merged-chr17-46073947-66
NR9101--MA0002.2.RUNX1	chr9	50966604	50966614	-	0.000	0.000	Merged-chr9-50966454-25
NR8026--MA0511.2.RUNX2	chr6	143067015	143067023	+	0.000	0.000	Merged-chr6-143067094-13
NR7216--MA0002.2.RUNX1	chr5	103720193	103720203	+	0.000	0.000	Merged-chr5-103720100-12
NR6691--MA0002.2.RUNX1	chr4	129573692	129573702	-	0.000	0.000	Merged-chr4-129573644-36
NR7550--MA0684.1.RUNX3	chr6	41526600	41526609	+	0.000	0.000	Merged-chr6-41526509-3
NR4140--MA0002.2.RUNX1	chr17	28015636	28015646	+	0.000	0.000	Merged-chr17-28015703-1
NR7345--MA0684.1.RUNX3	chr5	137338477	137338486	-	0.000	0.000	Merged-chr5-137338498-22
NR4811--MA0684.1.RUNX3	chr19	26646306	26646315	-	0.000	0.000	Merged-chr19-26646309-47
NR3859--MA0511.2.RUNX2	chr16	76334571	76334579	+	0.000	0.000	Merged-chr16-76334595-11
NR5601--MA0511.2.RUNX2	chr3	9633482	9633490	-	0.000	0.000	Merged-chr3-9633388-6
NR6200--MA0002.2.RUNX1	chr3	146345378	146345388	+	0.000	0.000	Merged-chr3-146345390-35
NR1814--MA0684.1.RUNX3	chr12	12558333	12558342	+	0.000	0.000	Merged-chr12-12558149-1
NR776--MA0002.2.RUNX1	chr1	193181245	193181255	+	0.000	0.000	Merged-chr1-193181317-39
NR7977--MA0684.1.RUNX3	chr6	137541466	137541475	+	0.000	0.000	Merged-chr6-137541549-52
NR7106--MA0684.1.RUNX3	chr5	75791956	75791965	+	0.000	0.000	Merged-chr5-75792010-32
NR1146--MA0511.2.RUNX2	chr10	85035481	85035489	-	0.000	0.000	Merged-chr10-85035484-19
NR5549--MA0002.2.RUNX1	chr2	173455381	173455391	+	0.000	0.000	Merged-chr2-173455329-43
NR9051--MA0511.2.RUNX2	chr9	37554457	37554465	-	0.000	0.000	Merged-chr9-37554470-32
NR5406--MA0002.2.RUNX1	chr2	140842987	140842997	+	0.000	0.000	Merged-chr2-140842907-1
NR3184--MA0002.2.RUNX1	chr14	120373173	120373183	-	0.000	0.000	Merged-chr14-120372978-21
NR1176--MA0684.1.RUNX3	chr10	91167021	91167030	+	0.000	0.000	Merged-chr10-91167120-36
NR9223--MA0002.2.RUNX1	chr9	84030862	84030872	+	0.000	0.000	Merged-chr9-84030961-27
NR3663--MA0511.2.RUNX2	chr16	23838336	23838344	-	0.000	0.000	Merged-chr16-23838386-46
NR3934--MA0511.2.RUNX2	chr16	92038190	92038198	+	0.000	0.000	Merged-chr16-92038114-2
NR3458--MA0511.2.RUNX2	chr15	75033764	75033772	+	0.000	0.000	Merged-chr15-75033830-3
NR5787--MA0684.1.RUNX3	chr3	54353429	54353438	+	0.000	0.000	Merged-chr3-54353382-25
NR2853--MA0002.2.RUNX1	chr14	20503199	20503209	-	0.000	0.000	Merged-chr14-20503247-33
NR123--MA0002.2.RUNX1	chr1	38902689	38902699	+	0.000	0.000	Merged-chr1-38902794-5
NR9332--MA0002.2.RUNX1	chr9	107644720	107644730	-	0.000	0.000	Merged-chr9-107644761-45
NR3567--MA0511.2.RUNX2	chr15	100461458	100461466	-	0.000	0.000	Merged-chr15-100461368-57
NR2691--MA0002.2.RUNX1	chr13	109190438	109190448	+	0.000	0.000	Merged-chr13-109190361-18
NR1221--MA0511.2.RUNX2	chr10	99416940	99416948	+	0.000	0.000	Merged-chr10-99417083-63
NR8730--MA0002.2.RUNX1	chr8	71988593	71988603	-	0.000	0.000	Merged-chr8-71988666-16
NR5975--MA0511.2.RUNX2	chr3	98281078	98281086	-	0.000	0.000	Merged-chr3-98281152-46
NR7285--MA0002.2.RUNX1	chr5	118601660	118601670	+	0.000	0.000	Merged-chr5-118601665-20
NR5277--MA0684.1.RUNX3	chr2	102913220	102913229	-	0.000	0.000	Merged-chr2-102913155-52
NR632--MA0684.1.RUNX3	chr1	165700782	165700791	+	0.000	0.000	Merged-chr1-165701022-97
NR1522--MA0684.1.RUNX3	chr11	53097005	53097014	+	0.000	0.000	Merged-chr11-53097142-34
NR3947--MA0511.2.RUNX2	chr16	93585976	93585984	-	0.000	0.000	Merged-chr16-93586026-137
NR2200--MA0002.2.RUNX1	chr12	116000007	116000017	+	0.000	0.000	Merged-chr12-116000112-33
NR2866--MA0002.2.RUNX1	chr14	21750404	21750414	-	0.000	0.000	Merged-chr14-21750492-17
NR8905--MA0002.2.RUNX1	chr8	120396887	120396897	+	0.000	0.000	Merged-chr8-120396987-32
NR7271--MA0684.1.RUNX3	chr5	115516845	115516854	+	0.000	0.000	Merged-chr5-115516638-85
NR7394--MA0002.2.RUNX1	chr5	149080639	149080649	+	0.000	0.000	Merged-chr5-149080540-39
NR3040--MA0684.1.RUNX3	chr14	78356898	78356907	-	0.000	0.000	Merged-chr14-78356893-53
NR6811--MA0002.2.RUNX1	chr4	150903123	150903133	-	0.000	0.000	Merged-chr4-150903290-12
NR1549--MA0002.2.RUNX1	chr11	63135708	63135718	-	0.000	0.000	Merged-chr11-63135809-28
NR1505--MA0511.2.RUNX2	chr11	51644500	51644508	+	0.000	0.000	Merged-chr11-51644413-4
NR245--MA0002.2.RUNX1	chr1	69868384	69868394	+	0.000	0.000	Merged-chr1-69868457-6
NR1949--MA0684.1.RUNX3	chr12	52035367	52035376	-	0.000	0.000	Merged-chr12-52035285-2
NR2290--MA0002.2.RUNX1	chr13	12521851	12521861	+	0.000	0.000	Merged-chr13-12521905-15
NR8600--MA0002.2.RUNX1	chr8	20550552	20550562	+	0.000	0.000	Merged-chr8-20550425-71
NR4493--MA0002.2.RUNX1	chr18	37877744	37877754	+	0.000	0.000	Merged-chr18-37877604-30
NR9292--MA0002.2.RUNX1	chr9	96350785	96350795	-	0.000	0.000	Merged-chr9-96350613-81
NR3275--MA0511.2.RUNX2	chr15	30610701	30610709	-	0.000	0.000	Merged-chr15-30610791-61
NR976--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR9358--MA0002.2.RUNX1	chr9	113991043	113991053	-	0.000	0.000	Merged-chr9-113990905-47
NR3324--MA0684.1.RUNX3	chr15	40131071	40131080	-	0.000	0.000	Merged-chr15-40131241-26
NR2051--MA0002.2.RUNX1	chr12	86687061	86687071	+	0.000	0.000	Merged-chr12-86687051-28
NR7059--MA0002.2.RUNX1	chr5	62791372	62791382	+	0.000	0.000	Merged-chr5-62791238-58
NR192--MA0002.2.RUNX1	chr1	60236476	60236486	-	0.000	0.000	Merged-chr1-60236445-12
NR8756--MA0002.2.RUNX1	chr8	81766165	81766175	-	0.000	0.000	Merged-chr8-81766244-47
NR6410--MA0002.2.RUNX1	chr4	40845071	40845081	+	0.000	0.000	Merged-chr4-40845013-13
NR3655--MA0511.2.RUNX2	chr16	22466505	22466513	+	0.000	0.000	Merged-chr16-22466658-43
NR2574--MA0002.2.RUNX1	chr13	92722551	92722561	+	0.000	0.000	Merged-chr13-92722597-29
NR5779--MA0684.1.RUNX3	chr3	52498989	52498998	-	0.000	0.000	Merged-chr3-52498930-55
NR5236--MA0002.2.RUNX1	chr2	84827248	84827258	+	0.000	0.000	Merged-chr2-84827189-69
NR1482--MA0684.1.RUNX3	chr11	45851844	45851853	+	0.000	0.000	Merged-chr11-45851965-10
NR7472--MA0511.2.RUNX2	chr6	22214802	22214810	+	0.000	0.000	Merged-chr6-22214916-1
NR9218--MA0511.2.RUNX2	chr9	83324584	83324592	-	0.000	0.000	Merged-chr9-83324607-4
NR9201--MA0684.1.RUNX3	chr9	79810696	79810705	+	0.000	0.000	Merged-chr9-79810670-36
NR843--MA0002.2.RUNX1	chr10	10355793	10355803	-	0.000	0.000	Merged-chr10-10355826-16
NR909--MA0002.2.RUNX1	chr10	20258018	20258028	-	0.000	0.000	Merged-chr10-20257829-12
NR7025--MA0002.2.RUNX1	chr5	52149336	52149346	+	0.000	0.000	Merged-chr5-52149380-37
NR3189--MA0002.2.RUNX1	chr14	121262940	121262950	+	0.000	0.000	Merged-chr14-121262951-12
NR9310--MA0684.1.RUNX3	chr9	98616576	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR9105--MA0684.1.RUNX3	chr9	51402044	51402053	-	0.000	0.000	Merged-chr9-51401998-48
NR2811--MA0002.2.RUNX1	chr14	10593655	10593665	-	0.000	0.000	Merged-chr14-10593654-13
NR952--MA0002.2.RUNX1	chr10	34118015	34118025	-	0.000	0.000	Merged-chr10-34117997-36
NR1095--MA0002.2.RUNX1	chr10	71226071	71226081	+	0.000	0.000	Merged-chr10-71226142-30
NR6152--MA0002.2.RUNX1	chr3	142437065	142437075	-	0.000	0.000	Merged-chr3-142437047-18
NR7677--MA0684.1.RUNX3	chr6	72566266	72566275	+	0.000	0.000	Merged-chr6-72566205-29
NR5331--MA0684.1.RUNX3	chr2	122306953	122306962	-	0.000	0.000	Merged-chr2-122306936-2
NR9370--MA0511.2.RUNX2	chr9	115611929	115611937	-	0.000	0.000	Merged-chr9-115612034-68
NR2858--MA0002.2.RUNX1	chr14	20775785	20775795	-	0.000	0.000	Merged-chr14-20775848-16
NR5249--MA0002.2.RUNX1	chr2	91042847	91042857	-	0.000	0.000	Merged-chr2-91042928-59
NR4995--MA0002.2.RUNX1	chr2	30061848	30061858	-	0.000	0.000	Merged-chr2-30061957-9
NR2321--MA0684.1.RUNX3	chr13	21735149	21735158	+	0.000	0.000	Merged-chr13-21734996-112
NR4951--MA0511.2.RUNX2	chr2	19344825	19344833	-	0.000	0.000	Merged-chr2-19344795-21
NR1418--MA0684.1.RUNX3	chr11	20644339	20644348	-	0.000	0.000	Merged-chr11-20644270-6
NR5506--MA0684.1.RUNX3	chr2	164087549	164087558	+	0.000	0.000	Merged-chr2-164087575-6
NR8464--MA0002.2.RUNX1	chr7	126470333	126470343	+	0.000	0.000	Merged-chr7-126470347-45
NR713--MA0002.2.RUNX1	chr1	180252899	180252909	-	0.000	0.000	Merged-chr1-180252895-14
NR5314--MA0511.2.RUNX2	chr2	115856030	115856038	-	0.000	0.000	Merged-chr2-115856078-28
NR7643--MA0684.1.RUNX3	chr6	65590408	65590417	-	0.000	0.000	Merged-chr6-65590340-6
NR9446--MA0002.2.RUNX1	chrX	36609446	36609456	+	0.000	0.000	Merged-chrX-36609305-28
NR4899--MA0002.2.RUNX1	chr2	9689685	9689695	+	0.000	0.000	Merged-chr2-9689730-31
NR5215--MA0002.2.RUNX1	chr2	79370942	79370952	-	0.000	0.000	Merged-chr2-79370906-44
NR7895--MA0684.1.RUNX3	chr6	127307410	127307419	-	0.000	0.000	Merged-chr6-127307394-44
NR3220--MA0511.2.RUNX2	chr15	5144623	5144631	-	0.000	0.000	Merged-chr15-5144505-4
NR5152--MA0511.2.RUNX2	chr2	62332035	62332043	-	0.000	0.000	Merged-chr2-62332140-9
NR7399--MA0002.2.RUNX1	chr5	149364295	149364305	+	0.000	0.000	Merged-chr5-149364419-5
NR1636--MA0684.1.RUNX3	chr11	89100993	89101002	-	0.000	0.000	Merged-chr11-89100844-64
NR9479--MA0684.1.RUNX3	chrX	57310109	57310118	-	0.000	0.000	Merged-chrX-57310232-22
NR4865--MA0002.2.RUNX1	chr19	55332801	55332811	+	0.000	0.000	Merged-chr19-55332814-24
NR9492--MA0511.2.RUNX2	chrX	71492680	71492688	+	0.000	0.000	Merged-chrX-71492883-59
NR1222--MA0684.1.RUNX3	chr10	99416940	99416949	+	0.000	0.000	Merged-chr10-99417083-63
NR3025--MA0002.2.RUNX1	chr14	74359911	74359921	+	0.000	0.000	Merged-chr14-74359842-6
NR6131--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR2566--MA0002.2.RUNX1	chr13	90967739	90967749	-	0.000	0.000	Merged-chr13-90967721-28
NR312--MA0002.2.RUNX1	chr1	85280403	85280413	-	0.000	0.000	Merged-chr1-85280509-15
NR6925--MA0002.2.RUNX1	chr5	23387127	23387137	-	0.000	0.000	Merged-chr5-23387051-61
NR9045--MA0002.2.RUNX1	chr9	32901663	32901673	-	0.000	0.000	Merged-chr9-32901528-39
NR2300--MA0684.1.RUNX3	chr13	13729841	13729850	-	0.000	0.000	Merged-chr13-13729900-19
NR1077--MA0511.2.RUNX2	chr10	68673691	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR9396--MA0511.2.RUNX2	chr9	120054930	120054938	+	0.000	0.000	Merged-chr9-120055033-46
NR3677--MA0684.1.RUNX3	chr16	25426503	25426512	-	0.000	0.000	Merged-chr16-25426499-60
NR712--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR7494--MA0684.1.RUNX3	chr6	28949422	28949431	+	0.000	0.000	Merged-chr6-28949446-17
NR7289--MA0684.1.RUNX3	chr5	118710116	118710125	-	0.000	0.000	Merged-chr5-118710096-15
NR421--MA0002.2.RUNX1	chr1	106612882	106612892	-	0.000	0.000	Merged-chr1-106612861-63
NR4755--MA0684.1.RUNX3	chr19	5002038	5002047	-	0.000	0.000	Merged-chr19-5002085-56
NR1106--MA0002.2.RUNX1	chr10	75137383	75137393	+	0.000	0.000	Merged-chr10-75137301-35
NR616--MA0684.1.RUNX3	chr1	164138822	164138831	+	0.000	0.000	Merged-chr1-164138853-49
NR9554--MA0684.1.RUNX3	chrX	136646125	136646134	-	0.000	0.000	Merged-chrX-136646048-6
NR4735--MA0002.2.RUNX1	chr18	89627025	89627035	-	0.000	0.000	Merged-chr18-89627032-39
NR5323--MA0684.1.RUNX3	chr2	117996365	117996374	+	0.000	0.000	Merged-chr2-117996446-10
NR1043--MA0511.2.RUNX2	chr10	59793005	59793013	+	0.000	0.000	Merged-chr10-59792922-6
NR1314--MA0511.2.RUNX2	chr10	122652216	122652224	+	0.000	0.000	Merged-chr10-122652152-42
NR6667--MA0002.2.RUNX1	chr4	121231419	121231429	-	0.000	0.000	Merged-chr4-121231330-50
NR5099--MA0684.1.RUNX3	chr2	53904946	53904955	+	0.000	0.000	Merged-chr2-53905002-1
NR1837--MA0511.2.RUNX2	chr12	17511244	17511252	-	0.000	0.000	Merged-chr12-17511273-48
NR8760--MA0511.2.RUNX2	chr8	84813286	84813294	-	0.000	0.000	Merged-chr8-84813219-19
NR311--MA0684.1.RUNX3	chr1	85276973	85276982	-	0.000	0.000	Merged-chr1-85277066-15
NR3355--MA0511.2.RUNX2	chr15	49942912	49942920	+	0.000	0.000	Merged-chr15-49942988-6
NR9167--MA0002.2.RUNX1	chr9	70524498	70524508	-	0.000	0.000	Merged-chr9-70524539-1
NR4701--MA0002.2.RUNX1	chr18	80280597	80280607	-	0.000	0.000	Merged-chr18-80280568-28
NR6732--MA0511.2.RUNX2	chr4	136106913	136106921	+	0.000	0.000	Merged-chr4-136106995-34
NR1519--MA0684.1.RUNX3	chr11	52320785	52320794	-	0.000	0.000	Merged-chr11-52320694-9
NR7139--MA0002.2.RUNX1	chr5	89198655	89198665	+	0.000	0.000	Merged-chr5-89198704-31
NR272--MA0002.2.RUNX1	chr1	76754962	76754972	+	0.000	0.000	Merged-chr1-76755045-2
NR943--MA0684.1.RUNX3	chr10	30716231	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR3308--MA0684.1.RUNX3	chr15	36733860	36733869	-	0.000	0.000	Merged-chr15-36733808-27
NR1628--MA0684.1.RUNX3	chr11	87240397	87240406	+	0.000	0.000	Merged-chr11-87240422-3
NR3116--MA0511.2.RUNX2	chr14	105480285	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR7519--MA0002.2.RUNX1	chr6	34495209	34495219	+	0.000	0.000	Merged-chr6-34495216-31
