#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3722--MA0002.2.RUNX1	chr15	55520967	55520977	-	0.000	0.000	Merged-chr15-55520889-48
NR6779--MA0002.2.RUNX1	chr3	130571234	130571244	+	0.000	0.000	Merged-chr3-130571110-5
NR788--MA0511.2.RUNX2	chr1	191026387	191026395	-	0.000	0.000	Merged-chr1-191026500-1
NR5802--MA0684.1.RUNX3	chr2	72590113	72590122	-	0.000	0.000	Merged-chr2-72590175-15
NR1152--MA0002.2.RUNX1	chr10	77478379	77478389	+	0.000	0.000	Merged-chr10-77478359-10
NR5610--MA0511.2.RUNX2	chr2	25620566	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR1423--MA0002.2.RUNX1	chr10	121587571	121587581	-	0.000	0.000	Merged-chr10-121587592-1
NR374--MA0511.2.RUNX2	chr1	127619490	127619498	-	0.000	0.000	Merged-chr1-127619429-18
NR8716--MA0684.1.RUNX3	chr6	120956488	120956497	+	0.000	0.000	Merged-chr6-120956639-2
NR2756--MA0511.2.RUNX2	chr13	38050154	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR1880--MA0002.2.RUNX1	chr11	97115346	97115356	+	0.000	0.000	Merged-chr11-97115476-51
NR6888--MA0002.2.RUNX1	chr3	145538076	145538086	-	0.000	0.000	Merged-chr3-145538069-30
NR2805--MA0684.1.RUNX3	chr13	51472880	51472889	-	0.000	0.000	Merged-chr13-51472915-5
NR4608--MA0002.2.RUNX1	chr17	34681232	34681242	+	0.000	0.000	Merged-chr17-34681233-16
NR6844--MA0511.2.RUNX2	chr3	142207653	142207661	-	0.000	0.000	Merged-chr3-142207646-13
NR41--MA0002.2.RUNX1	chr1	35653481	35653491	+	0.000	0.000	Merged-chr1-35653441-55
NR3960--MA0684.1.RUNX3	chr15	97727292	97727301	+	0.000	0.000	Merged-chr15-97727348-17
NR8968--MA0684.1.RUNX3	chr6	145802247	145802256	-	0.000	0.000	Merged-chr6-145802187-30
NR4688--MA0511.2.RUNX2	chr17	52591979	52591987	-	0.000	0.000	Merged-chr17-52591988-50
NR2342--MA0511.2.RUNX2	chr12	89479240	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR3212--MA0002.2.RUNX1	chr14	27376331	27376341	+	0.000	0.000	Merged-chr14-27376322-41
NR10880--MA0002.2.RUNX1	chrX	52930399	52930409	+	0.000	0.000	Merged-chrX-52930355-32
NR2408--MA0511.2.RUNX2	chr12	100895670	100895678	-	0.000	0.000	Merged-chr12-100895499-71
NR1532--MA0002.2.RUNX1	chr11	11766277	11766287	-	0.000	0.000	Merged-chr11-11766225-56
NR8110--MA0511.2.RUNX2	chr5	120775838	120775846	-	0.000	0.000	Merged-chr5-120775735-65
NR5892--MA0684.1.RUNX3	chr2	90667866	90667875	+	0.000	0.000	Merged-chr2-90667868-44
NR9917--MA0002.2.RUNX1	chr8	77292723	77292733	+	0.000	0.000	Merged-chr8-77292720-71
NR2309--MA0002.2.RUNX1	chr12	79612932	79612942	+	0.000	0.000	Merged-chr12-79612957-24
NR1390--MA0684.1.RUNX3	chr10	118458933	118458942	+	0.000	0.000	Merged-chr10-118459008-40
NR2865--MA0511.2.RUNX2	chr13	63411080	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR1784--MA0002.2.RUNX1	chr11	78780187	78780197	-	0.000	0.000	Merged-chr11-78780322-31
NR10532--MA0002.2.RUNX1	chr9	85671750	85671760	+	0.000	0.000	Merged-chr9-85671881-60
NR9503--MA0002.2.RUNX1	chr7	114480042	114480052	+	0.000	0.000	Merged-chr7-114480046-60
NR7823--MA0002.2.RUNX1	chr5	72941142	72941152	+	0.000	0.000	Merged-chr5-72941102-35
NR7188--MA0511.2.RUNX2	chr4	89393390	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR6255--MA0684.1.RUNX3	chr2	163431133	163431142	+	0.000	0.000	Merged-chr2-163431267-6
NR5938--MA0002.2.RUNX1	chr2	104177500	104177510	+	0.000	0.000	Merged-chr2-104177493-61
NR8329--MA0002.2.RUNX1	chr6	17737756	17737766	-	0.000	0.000	Merged-chr6-17737637-51
NR10784--MA0002.2.RUNX1	chr9	120340154	120340164	+	0.000	0.000	Merged-chr9-120340117-48
NR1641--MA0002.2.RUNX1	chr11	52046631	52046641	+	0.000	0.000	Merged-chr11-52046638-57
NR6649--MA0002.2.RUNX1	chr3	101588933	101588943	-	0.000	0.000	Merged-chr3-101588946-10
NR4032--MA0002.2.RUNX1	chr16	10969443	10969453	+	0.000	0.000	Merged-chr16-10969472-37
NR6778--MA0684.1.RUNX3	chr3	129904983	129904992	+	0.000	0.000	Merged-chr3-129904865-18
NR8742--MA0511.2.RUNX2	chr6	125071544	125071552	-	0.000	0.000	Merged-chr6-125071459-61
NR2547--MA0684.1.RUNX3	chr12	115593124	115593133	+	0.000	0.000	Merged-chr12-115593226-26
NR5981--MA0002.2.RUNX1	chr2	116066179	116066189	-	0.000	0.000	Merged-chr2-116065884-36
NR10770--MA0684.1.RUNX3	chr9	119744091	119744100	+	0.000	0.000	Merged-chr9-119744132-67
NR1750--MA0002.2.RUNX1	chr11	73094752	73094762	+	0.000	0.000	Merged-chr11-73094669-63
NR1274--MA0002.2.RUNX1	chr10	94942930	94942940	-	0.000	0.000	Merged-chr10-94942923-6
NR6509--MA0511.2.RUNX2	chr3	59114084	59114092	-	0.000	0.000	Merged-chr3-59114221-20
NR9721--MA0002.2.RUNX1	chr7	143154070	143154080	-	0.000	0.000	Merged-chr7-143154031-30
NR2779--MA0002.2.RUNX1	chr13	42049066	42049076	-	0.000	0.000	Merged-chr13-42049130-34
NR10802--MA0684.1.RUNX3	chr9	121757622	121757631	-	0.000	0.000	Merged-chr9-121757681-27
NR4445--MA0684.1.RUNX3	chr16	97964347	97964356	-	0.000	0.000	Merged-chr16-97964279-31
NR10654--MA0002.2.RUNX1	chr9	107280716	107280726	-	0.000	0.000	Merged-chr9-107280639-112
NR6519--MA0002.2.RUNX1	chr3	60472474	60472484	+	0.000	0.000	Merged-chr3-60472640-67
NR9830--MA0002.2.RUNX1	chr8	36041682	36041692	-	0.000	0.000	Merged-chr8-36041617-36
NR7945--MA0002.2.RUNX1	chr5	103720193	103720203	+	0.000	0.000	Merged-chr5-103720100-12
NR3443--MA0002.2.RUNX1	chr14	76767487	76767497	+	0.000	0.000	Merged-chr14-76767447-8
NR10240--MA0002.2.RUNX1	chr9	11579184	11579194	+	0.000	0.000	Merged-chr9-11579132-23
NR10511--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR8612--MA0511.2.RUNX2	chr6	100581257	100581265	+	0.000	0.000	Merged-chr6-100581320-61
NR4110--MA0511.2.RUNX2	chr16	30181348	30181356	-	0.000	0.000	Merged-chr16-30181350-22
NR3572--MA0684.1.RUNX3	chr14	122748080	122748089	+	0.000	0.000	Merged-chr14-122748042-18
NR4776--MA0511.2.RUNX2	chr17	74745175	74745183	-	0.000	0.000	Merged-chr17-74745133-7
NR829--MA0684.1.RUNX3	chr1	193303654	193303663	-	0.000	0.000	Merged-chr1-193303652-18
NR1892--MA0684.1.RUNX3	chr11	98568494	98568503	+	0.000	0.000	Merged-chr11-98568407-8
NR3300--MA0002.2.RUNX1	chr14	54426841	54426851	-	0.000	0.000	Merged-chr14-54426956-48
NR2398--MA0684.1.RUNX3	chr12	100277062	100277071	+	0.000	0.000	Merged-chr12-100277058-24
NR3922--MA0511.2.RUNX2	chr15	93302064	93302072	-	0.000	0.000	Merged-chr15-93302109-22
NR1971--MA0511.2.RUNX2	chr11	107693457	107693465	+	0.000	0.000	Merged-chr11-107693539-25
NR144--MA0684.1.RUNX3	chr1	60777110	60777119	-	0.000	0.000	Merged-chr1-60777260-88
NR5898--MA0002.2.RUNX1	chr2	92243819	92243829	+	0.000	0.000	Merged-chr2-92243919-9
NR6214--MA0002.2.RUNX1	chr2	156918774	156918784	-	0.000	0.000	Merged-chr2-156918803-29
NR1667--MA0002.2.RUNX1	chr11	58290430	58290440	+	0.000	0.000	Merged-chr11-58290425-28
NR4058--MA0002.2.RUNX1	chr16	17939076	17939086	+	0.000	0.000	Merged-chr16-17939017-26
NR396--MA0684.1.RUNX3	chr1	131012705	131012714	-	0.000	0.000	Merged-chr1-131012685-13
NR7706--MA0002.2.RUNX1	chr5	36722553	36722563	+	0.000	0.000	Merged-chr5-36722614-37
NR1130--MA0684.1.RUNX3	chr10	74823620	74823629	-	0.000	0.000	Merged-chr10-74823662-27
NR4392--MA0684.1.RUNX3	chr16	92696881	92696890	+	0.000	0.000	Merged-chr16-92696848-16
NR3204--MA0002.2.RUNX1	chr14	25640575	25640585	+	0.000	0.000	Merged-chr14-25640736-54
NR4729--MA0684.1.RUNX3	chr17	64827073	64827082	-	0.000	0.000	Merged-chr17-64827066-53
NR7958--MA0002.2.RUNX1	chr5	105290972	105290982	+	0.000	0.000	Merged-chr5-105291153-16
NR2586--MA0511.2.RUNX2	chr12	118439165	118439173	+	0.000	0.000	Merged-chr12-118439012-3
NR7914--MA0511.2.RUNX2	chr5	97983572	97983580	+	0.000	0.000	Merged-chr5-97983447-49
NR5692--MA0511.2.RUNX2	chr2	46372995	46373003	+	0.000	0.000	Merged-chr2-46373080-32
NR4709--MA0002.2.RUNX1	chr17	62784252	62784262	-	0.000	0.000	Merged-chr17-62784192-42
NR3790--MA0684.1.RUNX3	chr15	73150952	73150961	+	0.000	0.000	Merged-chr15-73151082-33
NR7815--MA0002.2.RUNX1	chr5	72212853	72212863	+	0.000	0.000	Merged-chr5-72212800-19
NR4789--MA0511.2.RUNX2	chr17	80419014	80419022	+	0.000	0.000	Merged-chr17-80418993-27
NR9681--MA0002.2.RUNX1	chr7	139911297	139911307	-	0.000	0.000	Merged-chr7-139911302-6
NR5721--MA0002.2.RUNX1	chr2	58052780	58052790	+	0.000	0.000	Merged-chr2-58052877-27
NR2695--MA0511.2.RUNX2	chr13	24779335	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR8778--MA0002.2.RUNX1	chr6	128836399	128836409	-	0.000	0.000	Merged-chr6-128836446-70
NR8192--MA0511.2.RUNX2	chr5	139303758	139303766	+	0.000	0.000	Merged-chr5-139303910-62
NR6227--MA0002.2.RUNX1	chr2	158450879	158450889	-	0.000	0.000	Merged-chr2-158450944-19
NR507--MA0511.2.RUNX2	chr1	151644457	151644465	-	0.000	0.000	Merged-chr1-151644358-13
NR10269--MA0511.2.RUNX2	chr9	22641249	22641257	-	0.000	0.000	Merged-chr9-22641148-30
NR4232--MA0511.2.RUNX2	chr16	52107989	52107997	-	0.000	0.000	Merged-chr16-52108040-37
NR6085--MA0684.1.RUNX3	chr2	132643378	132643387	-	0.000	0.000	Merged-chr2-132643452-47
NR2618--MA0511.2.RUNX2	chr13	10019443	10019451	+	0.000	0.000	Merged-chr13-10019536-22
NR1123--MA0002.2.RUNX1	chr10	71247269	71247279	-	0.000	0.000	Merged-chr10-71247188-37
NR7910--MA0684.1.RUNX3	chr5	97075718	97075727	-	0.000	0.000	Merged-chr5-97075788-14
NR2105--MA0002.2.RUNX1	chr12	3823656	3823666	+	0.000	0.000	Merged-chr12-3823687-29
NR5211--MA0002.2.RUNX1	chr19	5050483	5050493	-	0.000	0.000	Merged-chr19-5050338-24
NR1375--MA0002.2.RUNX1	chr10	117721677	117721687	+	0.000	0.000	Merged-chr10-117721632-23
NR3882--MA0511.2.RUNX2	chr15	84388983	84388991	-	0.000	0.000	Merged-chr15-84388969-27
NR9694--MA0002.2.RUNX1	chr7	140981898	140981908	-	0.000	0.000	Merged-chr7-140982058-21
NR2086--MA0002.2.RUNX1	chr11	119925379	119925389	-	0.000	0.000	Merged-chr11-119925414-8
NR6815--MA0511.2.RUNX2	chr3	135590726	135590734	+	0.000	0.000	Merged-chr3-135590750-10
NR12--MA0002.2.RUNX1	chr1	11229601	11229611	+	0.000	0.000	Merged-chr1-11229597-37
NR8002--MA0684.1.RUNX3	chr5	107612457	107612466	-	0.000	0.000	Merged-chr5-107612497-14
NR5734--MA0002.2.RUNX1	chr2	59364679	59364689	-	0.000	0.000	Merged-chr2-59364601-33
NR4659--MA0511.2.RUNX2	chr17	47754382	47754390	-	0.000	0.000	Merged-chr17-47754343-10
NR8125--MA0002.2.RUNX1	chr5	122949425	122949435	-	0.000	0.000	Merged-chr5-122949287-47
NR4166--MA0684.1.RUNX3	chr16	37684953	37684962	-	0.000	0.000	Merged-chr16-37685032-63
NR8747--MA0511.2.RUNX2	chr6	125241741	125241749	-	0.000	0.000	Merged-chr6-125241695-39
NR2009--MA0002.2.RUNX1	chr11	111054048	111054058	-	0.000	0.000	Merged-chr11-111054093-15
NR5986--MA0002.2.RUNX1	chr2	116894059	116894069	-	0.000	0.000	Merged-chr2-116894094-31
NR8377--MA0002.2.RUNX1	chr6	38810253	38810263	-	0.000	0.000	Merged-chr6-38810070-95
NR3164--MA0002.2.RUNX1	chr13	119463426	119463436	+	0.000	0.000	Merged-chr13-119463403-2
NR2072--MA0684.1.RUNX3	chr11	118232694	118232703	+	0.000	0.000	Merged-chr11-118232579-51
NR10898--MA0002.2.RUNX1	chrX	71378642	71378652	+	0.000	0.000	Merged-chrX-71378738-26
NR106--MA0511.2.RUNX2	chr1	52607877	52607885	-	0.000	0.000	Merged-chr1-52607825-19
NR9203--MA0002.2.RUNX1	chr7	49364549	49364559	-	0.000	0.000	Merged-chr7-49364720-42
NR7523--MA0002.2.RUNX1	chr4	149880279	149880289	+	0.000	0.000	Merged-chr4-149880219-52
NR6719--MA0511.2.RUNX2	chr3	115815790	115815798	+	0.000	0.000	Merged-chr3-115815828-66
NR5572--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR4768--MA0511.2.RUNX2	chr17	73815029	73815037	-	0.000	0.000	Merged-chr17-73814943-62
NR3892--MA0002.2.RUNX1	chr15	85328194	85328204	+	0.000	0.000	Merged-chr15-85328019-32
NR3687--MA0002.2.RUNX1	chr15	38602935	38602945	-	0.000	0.000	Merged-chr15-38603137-3
NR10960--MA0002.2.RUNX1	chrX	140505939	140505949	-	0.000	0.000	Merged-chrX-140506133-71
NR10484--MA0002.2.RUNX1	chr9	79792882	79792892	-	0.000	0.000	Merged-chr9-79792846-1
NR9931--MA0002.2.RUNX1	chr8	79286679	79286689	-	0.000	0.000	Merged-chr8-79286667-44
NR8856--MA0511.2.RUNX2	chr6	136413714	136413722	-	0.000	0.000	Merged-chr6-136413715-51
NR358--MA0511.2.RUNX2	chr1	118459133	118459141	-	0.000	0.000	Merged-chr1-118459359-93
NR3643--MA0511.2.RUNX2	chr15	34046469	34046477	-	0.000	0.000	Merged-chr15-34046584-10
NR4083--MA0511.2.RUNX2	chr16	23844809	23844817	+	0.000	0.000	Merged-chr16-23844946-41
NR2118--MA0002.2.RUNX1	chr12	10589698	10589708	+	0.000	0.000	Merged-chr12-10589543-1
NR10341--MA0002.2.RUNX1	chr9	44646143	44646153	+	0.000	0.000	Merged-chr9-44646194-52
NR1659--MA0002.2.RUNX1	chr11	55194591	55194601	-	0.000	0.000	Merged-chr11-55194635-21
NR2099--MA0002.2.RUNX1	chr12	3235699	3235709	-	0.000	0.000	Merged-chr12-3235713-101
NR6828--MA0511.2.RUNX2	chr3	137954548	137954556	+	0.000	0.000	Merged-chr3-137954430-54
NR6064--MA0684.1.RUNX3	chr2	128544656	128544665	+	0.000	0.000	Merged-chr2-128544786-45
NR1993--MA0684.1.RUNX3	chr11	109497227	109497236	+	0.000	0.000	Merged-chr11-109497188-14
NR831--MA0002.2.RUNX1	chr1	193366053	193366063	-	0.000	0.000	Merged-chr1-193366026-12
NR1721--MA0002.2.RUNX1	chr11	67633799	67633809	-	0.000	0.000	Merged-chr11-67633953-18
NR8694--MA0511.2.RUNX2	chr6	119408841	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR5210--MA0684.1.RUNX3	chr19	5041211	5041220	+	0.000	0.000	Merged-chr19-5041354-41
NR8538--MA0684.1.RUNX3	chr6	87447421	87447430	+	0.000	0.000	Merged-chr6-87447444-55
NR10993--MA0684.1.RUNX3	chrX	164318768	164318777	-	0.000	0.000	Merged-chrX-164318746-35
NR6858--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR10450--MA0002.2.RUNX1	chr9	72390453	72390463	+	0.000	0.000	Merged-chr9-72390608-30
NR1497--MA0002.2.RUNX1	chr11	4339438	4339448	+	0.000	0.000	Merged-chr11-4339426-10
NR3782--MA0684.1.RUNX3	chr15	68228446	68228455	+	0.000	0.000	Merged-chr15-68228296-28
NR10850--MA0684.1.RUNX3	chrX	20790071	20790080	+	0.000	0.000	Merged-chrX-20790140-13
NR6296--MA0002.2.RUNX1	chr2	168159182	168159192	-	0.000	0.000	Merged-chr2-168159188-34
NR3305--MA0002.2.RUNX1	chr14	55370515	55370525	-	0.000	0.000	Merged-chr14-55370593-10
NR5541--MA0511.2.RUNX2	chr2	9689687	9689695	-	0.000	0.000	Merged-chr2-9689730-31
NR5812--MA0511.2.RUNX2	chr2	75638326	75638334	-	0.000	0.000	Merged-chr2-75638306-35
NR3590--MA0511.2.RUNX2	chr15	5144623	5144631	-	0.000	0.000	Merged-chr15-5144505-4
NR2213--MA0684.1.RUNX3	chr12	51449505	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR9944--MA0002.2.RUNX1	chr8	81766165	81766175	-	0.000	0.000	Merged-chr8-81766244-47
NR3927--MA0511.2.RUNX2	chr15	93913639	93913647	+	0.000	0.000	Merged-chr15-93913565-49
NR5713--MA0002.2.RUNX1	chr2	53051370	53051380	-	0.000	0.000	Merged-chr2-53051556-37
NR3491--MA0002.2.RUNX1	chr14	99419171	99419181	+	0.000	0.000	Merged-chr14-99419131-33
NR2021--MA0511.2.RUNX2	chr11	113153481	113153489	+	0.000	0.000	Merged-chr11-113153533-26
NR1483--MA0684.1.RUNX3	chr11	3482180	3482189	-	0.000	0.000	Merged-chr11-3482319-7
NR8499--MA0002.2.RUNX1	chr6	72841926	72841936	-	0.000	0.000	Merged-chr6-72841906-9
NR10830--MA0002.2.RUNX1	chrX	11647196	11647206	-	0.000	0.000	Merged-chrX-11647127-35
NR9801--MA0002.2.RUNX1	chr8	25274700	25274710	+	0.000	0.000	Merged-chr8-25274715-82
NR1291--MA0511.2.RUNX2	chr10	96253854	96253862	+	0.000	0.000	Merged-chr10-96253875-14
NR5965--MA0002.2.RUNX1	chr2	113829676	113829686	+	0.000	0.000	Merged-chr2-113829688-60
NR7330--MA0511.2.RUNX2	chr4	121041163	121041171	+	0.000	0.000	Merged-chr4-121041130-36
NR129--MA0002.2.RUNX1	chr1	58311395	58311405	-	0.000	0.000	Merged-chr1-58311498-34
NR10211--MA0002.2.RUNX1	chr8	128653733	128653743	+	0.000	0.000	Merged-chr8-128653802-28
NR9725--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR5551--MA0002.2.RUNX1	chr2	11040172	11040182	-	0.000	0.000	Merged-chr2-11040200-20
NR258--MA0684.1.RUNX3	chr1	88587508	88587517	+	0.000	0.000	Merged-chr1-88587471-60
NR3543--MA0684.1.RUNX3	chr14	118658446	118658455	+	0.000	0.000	Merged-chr14-118658326-68
NR5822--MA0002.2.RUNX1	chr2	76406572	76406582	-	0.000	0.000	Merged-chr2-76406847-76
NR10340--MA0684.1.RUNX3	chr9	44526489	44526498	-	0.000	0.000	Merged-chr9-44526635-59
NR1863--MA0684.1.RUNX3	chr11	90698016	90698025	+	0.000	0.000	Merged-chr11-90697864-33
NR8008--MA0002.2.RUNX1	chr5	107776978	107776988	+	0.000	0.000	Merged-chr5-107776988-2
NR10463--MA0002.2.RUNX1	chr9	75805158	75805168	-	0.000	0.000	Merged-chr9-75805166-16
NR1572--MA0002.2.RUNX1	chr11	32217016	32217026	-	0.000	0.000	Merged-chr11-32217081-19
NR9563--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR6900--MA0002.2.RUNX1	chr3	146758209	146758219	-	0.000	0.000	Merged-chr3-146758289-47
NR9686--MA0002.2.RUNX1	chr7	140207095	140207105	-	0.000	0.000	Merged-chr7-140207191-19
NR2078--MA0002.2.RUNX1	chr11	119164515	119164525	-	0.000	0.000	Merged-chr11-119164536-11
NR5603--MA0684.1.RUNX3	chr2	22805730	22805739	-	0.000	0.000	Merged-chr2-22805681-51
NR5660--MA0002.2.RUNX1	chr2	34074241	34074251	+	0.000	0.000	Merged-chr2-34074171-45
NR6043--MA0684.1.RUNX3	chr2	127760722	127760731	+	0.000	0.000	Merged-chr2-127760760-14
NR3775--MA0002.2.RUNX1	chr15	67095539	67095549	+	0.000	0.000	Merged-chr15-67095617-30
NR810--MA0002.2.RUNX1	chr1	192106600	192106610	+	0.000	0.000	Merged-chr1-192106489-61
NR8739--MA0511.2.RUNX2	chr6	124375733	124375741	+	0.000	0.000	Merged-chr6-124375670-49
NR8369--MA0002.2.RUNX1	chr6	33683814	33683824	+	0.000	0.000	Merged-chr6-33683719-46
NR3903--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR5663--MA0511.2.RUNX2	chr2	34790752	34790760	+	0.000	0.000	Merged-chr2-34790571-52
NR4489--MA0511.2.RUNX2	chr17	12745964	12745972	+	0.000	0.000	Merged-chr17-12746015-29
NR9923--MA0002.2.RUNX1	chr8	78975204	78975214	+	0.000	0.000	Merged-chr8-78975191-34
NR7101--MA0002.2.RUNX1	chr4	55398090	55398100	-	0.000	0.000	Merged-chr4-55398224-75
NR128--MA0684.1.RUNX3	chr1	57377523	57377532	+	0.000	0.000	Merged-chr1-57377842-99
NR10210--MA0684.1.RUNX3	chr8	128643064	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR7452--MA0511.2.RUNX2	chr4	140857289	140857297	+	0.000	0.000	Merged-chr4-140857232-22
NR10604--MA0002.2.RUNX1	chr9	96583331	96583341	+	0.000	0.000	Merged-chr9-96583315-51
NR8007--MA0684.1.RUNX3	chr5	107759336	107759345	+	0.000	0.000	Merged-chr5-107759301-16
NR3936--MA0684.1.RUNX3	chr15	94453065	94453074	+	0.000	0.000	Merged-chr15-94453103-20
NR5468--MA0002.2.RUNX1	chr19	56685711	56685721	+	0.000	0.000	Merged-chr19-56685748-31
NR7975--MA0511.2.RUNX2	chr5	105675683	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR10585--MA0002.2.RUNX1	chr9	95832921	95832931	+	0.000	0.000	Merged-chr9-95832946-23
NR2219--MA0002.2.RUNX1	chr12	52503970	52503980	+	0.000	0.000	Merged-chr12-52504054-125
NR3916--MA0002.2.RUNX1	chr15	92134557	92134567	-	0.000	0.000	Merged-chr15-92134460-52
NR6036--MA0002.2.RUNX1	chr2	126467941	126467951	-	0.000	0.000	Merged-chr2-126467944-38
NR8272--MA0511.2.RUNX2	chr5	149160598	149160606	+	0.000	0.000	Merged-chr5-149160687-30
NR1489--MA0002.2.RUNX1	chr11	4123569	4123579	+	0.000	0.000	Merged-chr11-4123471-40
NR2348--MA0684.1.RUNX3	chr12	90810946	90810955	-	0.000	0.000	Merged-chr12-90810823-15
NR9413--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR10793--MA0511.2.RUNX2	chr9	120960684	120960692	+	0.000	0.000	Merged-chr9-120960803-26
NR60--MA0002.2.RUNX1	chr1	38557750	38557760	-	0.000	0.000	Merged-chr1-38557840-50
NR6658--MA0511.2.RUNX2	chr3	103091905	103091913	-	0.000	0.000	Merged-chr3-103091976-34
NR6929--MA0511.2.RUNX2	chr3	153895686	153895694	+	0.000	0.000	Merged-chr3-153895730-42
NR7528--MA0002.2.RUNX1	chr4	150566267	150566277	-	0.000	0.000	Merged-chr4-150566221-49
NR3774--MA0684.1.RUNX3	chr15	67095476	67095485	+	0.000	0.000	Merged-chr15-67095617-30
NR1280--MA0002.2.RUNX1	chr10	95300006	95300016	+	0.000	0.000	Merged-chr10-95299831-73
NR6288--MA0002.2.RUNX1	chr2	166651578	166651588	+	0.000	0.000	Merged-chr2-166651674-28
NR5434--MA0002.2.RUNX1	chr19	53536908	53536918	+	0.000	0.000	Merged-chr19-53536868-40
NR7670--MA0511.2.RUNX2	chr5	29195746	29195754	+	0.000	0.000	Merged-chr5-29195906-68
NR10551--MA0002.2.RUNX1	chr9	89212680	89212690	+	0.000	0.000	Merged-chr9-89212688-42
NR1869--MA0002.2.RUNX1	chr11	95116905	95116915	-	0.000	0.000	Merged-chr11-95117134-19
NR7842--MA0002.2.RUNX1	chr5	77217871	77217881	+	0.000	0.000	Merged-chr5-77217782-61
NR7095--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR4216--MA0511.2.RUNX2	chr16	51691026	51691034	+	0.000	0.000	Merged-chr16-51690993-50
NR4389--MA0684.1.RUNX3	chr16	91917804	91917813	-	0.000	0.000	Merged-chr16-91917917-41
NR5420--MA0684.1.RUNX3	chr19	47133352	47133361	-	0.000	0.000	Merged-chr19-47133332-21
NR4468--MA0511.2.RUNX2	chr17	7889200	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR3863--MA0002.2.RUNX1	chr15	83076228	83076238	+	0.000	0.000	Merged-chr15-83076168-47
NR7574--MA0511.2.RUNX2	chr5	10254863	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR5609--MA0002.2.RUNX1	chr2	25581813	25581823	-	0.000	0.000	Merged-chr2-25581734-39
NR7845--MA0511.2.RUNX2	chr5	77367868	77367876	-	0.000	0.000	Merged-chr5-77367800-15
NR3658--MA0002.2.RUNX1	chr15	36282431	36282441	-	0.000	0.000	Merged-chr15-36282505-1
NR10411--MA0511.2.RUNX2	chr9	66280658	66280666	+	0.000	0.000	Merged-chr9-66280621-39
NR9982--MA0511.2.RUNX2	chr8	95012622	95012630	-	0.000	0.000	Merged-chr8-95012536-10
NR8129--MA0684.1.RUNX3	chr5	124022335	124022344	-	0.000	0.000	Merged-chr5-124022476-27
NR5817--MA0511.2.RUNX2	chr2	75991053	75991061	-	0.000	0.000	Merged-chr2-75991050-38
NR8208--MA0511.2.RUNX2	chr5	140872748	140872756	-	0.000	0.000	Merged-chr5-140872723-52
NR1520--MA0511.2.RUNX2	chr11	10276429	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR3915--MA0684.1.RUNX3	chr15	92134396	92134405	+	0.000	0.000	Merged-chr15-92134460-52
NR10712--MA0684.1.RUNX3	chr9	114778159	114778168	+	0.000	0.000	Merged-chr9-114778253-39
NR10293--MA0002.2.RUNX1	chr9	32706387	32706397	+	0.000	0.000	Merged-chr9-32706237-53
NR1150--MA0002.2.RUNX1	chr10	77273444	77273454	+	0.000	0.000	Merged-chr10-77273499-67
NR7190--MA0684.1.RUNX3	chr4	89393389	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR167--MA0511.2.RUNX2	chr1	66649777	66649785	+	0.000	0.000	Merged-chr1-66649832-31
NR8189--MA0511.2.RUNX2	chr5	139300569	139300577	+	0.000	0.000	Merged-chr5-139300628-14
NR3896--MA0684.1.RUNX3	chr15	85982270	85982279	+	0.000	0.000	Merged-chr15-85982300-69
