#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR15193--MA1107.1.KLF9	chr12	101718628	101718640	+	0.000	0.000	Merged-chr12-101718493-65
NR32275--MA0741.1.KLF16	chr18	84888996	84889006	-	0.000	0.000	Merged-chr18-84889023-40
NR10707--MA0493.1.Klf1	chr11	74838636	74838646	-	0.000	0.000	Merged-chr11-74838839-1
NR26619--MA0599.1.KLF5	chr16	94246327	94246336	+	0.000	0.000	Merged-chr16-94246329-14
NR64941--MA0599.1.KLF5	chr8	120369098	120369107	-	0.000	0.000	Merged-chr8-120369076-43
NR57812--MA1107.1.KLF9	chr7	16098490	16098502	-	0.000	0.000	Merged-chr7-16098473-81
NR59979--MA0493.1.Klf1	chr7	92903908	92903918	-	0.000	0.000	Merged-chr7-92903803-41
NR37083--MA0742.1.Klf12	chr2	113327716	113327730	-	0.000	0.000	Merged-chr2-113327705-46
NR53104--MA0493.1.Klf1	chr5	148793278	148793288	+	0.000	0.000	Merged-chr5-148793187-22
NR59899--MA0599.1.KLF5	chr7	90476113	90476122	-	0.000	0.000	Merged-chr7-90476243-63
NR10075--MA1107.1.KLF9	chr11	59202393	59202405	+	0.000	0.000	Merged-chr11-59202348-68
NR25298--MA0740.1.KLF14	chr16	30388885	30388898	-	0.000	0.000	Merged-chr16-30388899-122
NR24344--MA1107.1.KLF9	chr15	99345188	99345200	+	0.000	0.000	Merged-chr15-99345266-10
NR46570--MA0741.1.KLF16	chr4	124709098	124709108	+	0.000	0.000	Merged-chr4-124709015-86
NR62748--MA0599.1.KLF5	chr8	34808986	34808995	-	0.000	0.000	Merged-chr8-34808956-5
NR36634--MA0741.1.KLF16	chr2	91957410	91957420	-	0.000	0.000	Merged-chr2-91957300-36
NR56279--MA1107.1.KLF9	chr6	129049279	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR22837--MA0599.1.KLF5	chr15	62092799	62092808	-	0.000	0.000	Merged-chr15-62092754-58
NR43898--MA0599.1.KLF5	chr3	154571074	154571083	+	0.000	0.000	Merged-chr3-154571116-11
NR13883--MA0657.1.KLF13	chr12	33220652	33220669	+	0.000	0.000	Merged-chr12-33220672-27
NR49183--MA0493.1.Klf1	chr5	35789748	35789758	-	0.000	0.000	Merged-chr5-35789877-12
NR60992--MA0740.1.KLF14	chr7	120981816	120981829	-	0.000	0.000	Merged-chr7-120981757-3
NR23013--MA0493.1.Klf1	chr15	73151039	73151049	+	0.000	0.000	Merged-chr15-73151082-33
NR21609--MA0740.1.KLF14	chr14	118658308	118658321	+	0.000	0.000	Merged-chr14-118658326-68
NR12130--MA0493.1.Klf1	chr11	102309189	102309199	+	0.000	0.000	Merged-chr11-102309316-55
NR68472--MA0741.1.KLF16	chr9	108560363	108560373	-	0.000	0.000	Merged-chr9-108560465-50
NR66785--MA0599.1.KLF5	chr9	63698587	63698596	-	0.000	0.000	Merged-chr9-63698652-22
NR13681--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR67176--MA0493.1.Klf1	chr9	71358898	71358908	+	0.000	0.000	Merged-chr9-71359059-9
NR31230--MA1107.1.KLF9	chr18	61622348	61622360	+	0.000	0.000	Merged-chr18-61622282-13
NR28924--MA0599.1.KLF5	chr17	56074690	56074699	+	0.000	0.000	Merged-chr17-56074903-61
NR36097--MA0039.3.KLF4	chr2	69135810	69135820	+	0.000	0.000	Merged-chr2-69135944-40
NR55740--MA0742.1.Klf12	chr6	118197382	118197396	-	0.000	0.000	Merged-chr6-118197312-39
NR61461--MA0599.1.KLF5	chr7	130726917	130726926	+	0.000	0.000	Merged-chr7-130727119-52
NR8898--MA0741.1.KLF16	chr10	128821738	128821748	+	0.000	0.000	Merged-chr10-128821761-47
NR14430--MA1107.1.KLF9	chr12	73875313	73875325	+	0.000	0.000	Merged-chr12-73875329-23
NR64171--MA0599.1.KLF5	chr8	94977058	94977067	-	0.000	0.000	Merged-chr8-94977226-37
NR64108--MA0493.1.Klf1	chr8	93810304	93810314	+	0.000	0.000	Merged-chr8-93810346-59
NR29235--MA0599.1.KLF5	chr17	66111525	66111534	+	0.000	0.000	Merged-chr17-66111783-86
NR6938--MA1107.1.KLF9	chr10	81253300	81253312	-	0.000	0.000	Merged-chr10-81253220-18
NR18352--MA0599.1.KLF5	chr13	100833505	100833514	+	0.000	0.000	Merged-chr13-100833237-73
NR10196--MA1107.1.KLF9	chr11	61156001	61156013	+	0.000	0.000	Merged-chr11-61155897-9
NR47371--MA0599.1.KLF5	chr4	139310698	139310707	+	0.000	0.000	Merged-chr4-139310750-70
NR2293--MA0599.1.KLF5	chr1	134747729	134747738	+	0.000	0.000	Merged-chr1-134747834-30
NR62085--MA0741.1.KLF16	chr7	143461177	143461187	+	0.000	0.000	Merged-chr7-143461111-46
NR36886--MA0741.1.KLF16	chr2	104122694	104122704	-	0.000	0.000	Merged-chr2-104122905-60
NR5965--MA0493.1.Klf1	chr10	61465213	61465223	+	0.000	0.000	Merged-chr10-61465182-15
NR52815--MA1107.1.KLF9	chr5	144223499	144223511	+	0.000	0.000	Merged-chr5-144223474-90
NR59590--MA0599.1.KLF5	chr7	78847175	78847184	+	0.000	0.000	Merged-chr7-78847158-68
NR21942--MA0741.1.KLF16	chr15	5116486	5116496	+	0.000	0.000	Merged-chr15-5116701-74
NR37085--MA0493.1.Klf1	chr2	113327720	113327730	-	0.000	0.000	Merged-chr2-113327705-46
NR29990--MA0741.1.KLF16	chr17	86674553	86674563	-	0.000	0.000	Merged-chr17-86674662-35
NR8595--MA0599.1.KLF5	chr10	123196993	123197002	+	0.000	0.000	Merged-chr10-123196771-143
NR30798--MA0039.3.KLF4	chr18	39876011	39876021	-	0.000	0.000	Merged-chr18-39876047-14
NR2941--MA1107.1.KLF9	chr1	156938964	156938976	+	0.000	0.000	Merged-chr1-156938918-4
NR48555--MA0599.1.KLF5	chr5	8798524	8798533	-	0.000	0.000	Merged-chr5-8798453-77
NR53846--MA0741.1.KLF16	chr6	38810076	38810086	+	0.000	0.000	Merged-chr6-38810070-95
NR60031--MA0599.1.KLF5	chr7	97042038	97042047	+	0.000	0.000	Merged-chr7-97042218-26
NR30499--MA0741.1.KLF16	chr18	25487085	25487095	+	0.000	0.000	Merged-chr18-25487147-80
NR66628--MA0493.1.Klf1	chr9	59353437	59353447	+	0.000	0.000	Merged-chr9-59353411-44
NR39713--MA0599.1.KLF5	chr2	174556036	174556045	-	0.000	0.000	Merged-chr2-174555978-36
NR23599--MA1107.1.KLF9	chr15	83084313	83084325	+	0.000	0.000	Merged-chr15-83084478-12
NR61868--MA0493.1.Klf1	chr7	140186753	140186763	+	0.000	0.000	Merged-chr7-140186904-31
NR9573--MA0599.1.KLF5	chr11	44520268	44520277	-	0.000	0.000	Merged-chr11-44520256-56
NR20465--MA0740.1.KLF14	chr14	61427372	61427385	+	0.000	0.000	Merged-chr14-61427434-25
NR41396--MA0599.1.KLF5	chr3	90612767	90612776	+	0.000	0.000	Merged-chr3-90612816-50
NR10463--MA0740.1.KLF14	chr11	69838327	69838340	+	0.000	0.000	Merged-chr11-69838250-77
NR68046--MA1107.1.KLF9	chr9	99699946	99699958	+	0.000	0.000	Merged-chr9-99699985-12
NR41688--MA0741.1.KLF16	chr3	96938956	96938966	-	0.000	0.000	Merged-chr3-96938962-26
NR12162--MA0599.1.KLF5	chr11	102467223	102467232	-	0.000	0.000	Merged-chr11-102467251-44
NR51949--MA1107.1.KLF9	chr5	134313681	134313693	+	0.000	0.000	Merged-chr5-134313860-43
NR23721--MA0599.1.KLF5	chr15	85634825	85634834	+	0.000	0.000	Merged-chr15-85634773-65
NR41108--MA0039.3.KLF4	chr3	84039284	84039294	+	0.000	0.000	Merged-chr3-84039248-13
NR27171--MA0493.1.Klf1	chr17	12916346	12916356	+	0.000	0.000	Merged-chr17-12916324-81
NR14203--MA0599.1.KLF5	chr12	59012133	59012142	-	0.000	0.000	Merged-chr12-59012056-72
NR57706--MA0599.1.KLF5	chr7	6286398	6286407	-	0.000	0.000	Merged-chr7-6286404-52
NR10049--MA0493.1.Klf1	chr11	58283331	58283341	-	0.000	0.000	Merged-chr11-58283474-2
NR36895--MA0493.1.Klf1	chr2	104172842	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR62213--MA0741.1.KLF16	chr8	3646018	3646028	+	0.000	0.000	Merged-chr8-3646007-19
NR26265--MA0741.1.KLF16	chr16	87597816	87597826	+	0.000	0.000	Merged-chr16-87597793-27
NR33970--MA0493.1.Klf1	chr19	53410066	53410076	-	0.000	0.000	Merged-chr19-53410191-8
NR47563--MA0493.1.Klf1	chr4	142015156	142015166	-	0.000	0.000	Merged-chr4-142015063-42
NR57663--MA0741.1.KLF16	chr7	4943384	4943394	-	0.000	0.000	Merged-chr7-4943473-42
NR51071--MA0039.3.KLF4	chr5	114175877	114175887	-	0.000	0.000	Merged-chr5-114175903-40
NR37305--MA0599.1.KLF5	chr2	119029375	119029384	-	0.000	0.000	Merged-chr2-119029388-46
NR31571--MA0493.1.Klf1	chr18	69196484	69196494	+	0.000	0.000	Merged-chr18-69196479-70
NR28748--MA0742.1.Klf12	chr17	48409804	48409818	+	0.000	0.000	Merged-chr17-48409638-180
NR58151--MA0599.1.KLF5	chr7	24481951	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR32512--MA0741.1.KLF16	chr19	4169517	4169527	+	0.000	0.000	Merged-chr19-4169695-50
NR68256--MA0039.3.KLF4	chr9	105683527	105683537	-	0.000	0.000	Merged-chr9-105683443-1
NR26618--MA1107.1.KLF9	chr16	94246211	94246223	+	0.000	0.000	Merged-chr16-94246329-14
NR62766--MA0599.1.KLF5	chr8	35597272	35597281	+	0.000	0.000	Merged-chr8-35597143-68
NR15735--MA1107.1.KLF9	chr12	111810005	111810017	+	0.000	0.000	Merged-chr12-111809959-15
NR58008--MA0599.1.KLF5	chr7	19326541	19326550	-	0.000	0.000	Merged-chr7-19326423-25
NR29188--MA0742.1.Klf12	chr17	65559496	65559510	+	0.000	0.000	Merged-chr17-65559393-20
NR22305--MA0741.1.KLF16	chr15	35296054	35296064	-	0.000	0.000	Merged-chr15-35296033-40
NR5997--MA0599.1.KLF5	chr10	62340188	62340197	+	0.000	0.000	Merged-chr10-62340200-89
NR68051--MA0493.1.Klf1	chr9	100460395	100460405	-	0.000	0.000	Merged-chr9-100460410-54
NR24568--MA1107.1.KLF9	chr15	102110643	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR63705--MA0741.1.KLF16	chr8	81342507	81342517	-	0.000	0.000	Merged-chr8-81342289-116
NR47988--MA0742.1.Klf12	chr4	150009092	150009106	+	0.000	0.000	Merged-chr4-150009127-129
NR64807--MA0599.1.KLF5	chr8	117802027	117802036	+	0.000	0.000	Merged-chr8-117802067-74
NR45501--MA0657.1.KLF13	chr4	88120450	88120467	-	0.000	0.000	Merged-chr4-88120410-60
NR9088--MA0039.3.KLF4	chr11	5005467	5005477	+	0.000	0.000	Merged-chr11-5005546-13
NR30127--MA1107.1.KLF9	chr17	88597600	88597612	+	0.000	0.000	Merged-chr17-88597413-65
NR8429--MA0493.1.Klf1	chr10	120628275	120628285	+	0.000	0.000	Merged-chr10-120628264-28
NR8407--MA0741.1.KLF16	chr10	120197363	120197373	+	0.000	0.000	Merged-chr10-120197275-31
NR65467--MA0599.1.KLF5	chr8	127500453	127500462	-	0.000	0.000	Merged-chr8-127500615-4
NR38946--MA0741.1.KLF16	chr2	160873038	160873048	-	0.000	0.000	Merged-chr2-160872923-80
NR51547--MA0741.1.KLF16	chr5	124032288	124032298	+	0.000	0.000	Merged-chr5-124032239-28
NR5639--MA0599.1.KLF5	chr10	42699281	42699290	+	0.000	0.000	Merged-chr10-42699170-35
NR28275--MA0599.1.KLF5	chr17	35706109	35706118	-	0.000	0.000	Merged-chr17-35706172-14
NR28060--MA0599.1.KLF5	chr17	32389200	32389209	+	0.000	0.000	Merged-chr17-32389394-69
NR43423--MA0493.1.Klf1	chr3	144720393	144720403	-	0.000	0.000	Merged-chr3-144720507-6
NR67375--MA0740.1.KLF14	chr9	79792909	79792922	-	0.000	0.000	Merged-chr9-79792846-1
NR51516--MA0599.1.KLF5	chr5	123228178	123228187	+	0.000	0.000	Merged-chr5-123228229-33
NR64011--MA0742.1.Klf12	chr8	88618887	88618901	-	0.000	0.000	Merged-chr8-88618877-30
NR49659--MA0741.1.KLF16	chr5	67847474	67847484	-	0.000	0.000	Merged-chr5-67847277-128
NR67194--MA0493.1.Klf1	chr9	72962112	72962122	+	0.000	0.000	Merged-chr9-72962077-55
NR11573--MA0741.1.KLF16	chr11	94601909	94601919	-	0.000	0.000	Merged-chr11-94601858-52
NR49832--MA0740.1.KLF14	chr5	74704611	74704624	+	0.000	0.000	Merged-chr5-74704453-70
NR26613--MA0039.3.KLF4	chr16	94246213	94246223	+	0.000	0.000	Merged-chr16-94246329-14
NR28942--MA0599.1.KLF5	chr17	56325939	56325948	-	0.000	0.000	Merged-chr17-56325890-57
NR48309--MA0599.1.KLF5	chr4	155217452	155217461	-	0.000	0.000	Merged-chr4-155217471-52
NR47313--MA0741.1.KLF16	chr4	138262424	138262434	+	0.000	0.000	Merged-chr4-138262353-56
NR47979--MA0741.1.KLF16	chr4	149889185	149889195	-	0.000	0.000	Merged-chr4-149889246-22
NR31105--MA1107.1.KLF9	chr18	56562414	56562426	+	0.000	0.000	Merged-chr18-56562419-49
NR13680--MA0039.3.KLF4	chr12	25155528	25155538	-	0.000	0.000	Merged-chr12-25155613-40
NR19021--MA0741.1.KLF16	chr13	112800678	112800688	+	0.000	0.000	Merged-chr13-112800923-90
NR17916--MA0599.1.KLF5	chr13	91038226	91038235	-	0.000	0.000	Merged-chr13-91038224-15
NR26882--MA1107.1.KLF9	chr17	5165647	5165659	+	0.000	0.000	Merged-chr17-5165532-60
NR55635--MA0741.1.KLF16	chr6	115717868	115717878	+	0.000	0.000	Merged-chr6-115718000-101
NR1857--MA0599.1.KLF5	chr1	119492212	119492221	-	0.000	0.000	Merged-chr1-119492306-30
NR6402--MA0599.1.KLF5	chr10	76531449	76531458	+	0.000	0.000	Merged-chr10-76531480-72
NR45996--MA0740.1.KLF14	chr4	107923662	107923675	+	0.000	0.000	Merged-chr4-107923581-50
NR22828--MA0741.1.KLF16	chr15	62079509	62079519	+	0.000	0.000	Merged-chr15-62079594-24
NR12255--MA1107.1.KLF9	chr11	104599936	104599948	-	0.000	0.000	Merged-chr11-104599870-16
NR56159--MA0493.1.Klf1	chr6	127109649	127109659	+	0.000	0.000	Merged-chr6-127109560-52
NR37367--MA0742.1.Klf12	chr2	119742870	119742884	-	0.000	0.000	Merged-chr2-119742846-8
NR55204--MA0599.1.KLF5	chr6	100581241	100581250	+	0.000	0.000	Merged-chr6-100581320-61
NR43748--MA0741.1.KLF16	chr3	152209699	152209709	-	0.000	0.000	Merged-chr3-152209810-2
NR41950--MA1107.1.KLF9	chr3	103809465	103809477	-	0.000	0.000	Merged-chr3-103809484-100
NR6042--MA0741.1.KLF16	chr10	63339078	63339088	+	0.000	0.000	Merged-chr10-63338936-111
NR20845--MA0740.1.KLF14	chr14	74732195	74732208	-	0.000	0.000	Merged-chr14-74732316-54
NR54785--MA0493.1.Klf1	chr6	86645290	86645300	-	0.000	0.000	Merged-chr6-86645182-42
NR51404--MA0741.1.KLF16	chr5	121711269	121711279	-	0.000	0.000	Merged-chr5-121711338-4
NR4091--MA0741.1.KLF16	chr1	184064441	184064451	+	0.000	0.000	Merged-chr1-184064517-33
NR46854--MA0741.1.KLF16	chr4	131825934	131825944	+	0.000	0.000	Merged-chr4-131825983-10
NR7944--MA0599.1.KLF5	chr10	110932078	110932087	+	0.000	0.000	Merged-chr10-110931979-46
NR36354--MA0599.1.KLF5	chr2	76648051	76648060	+	0.000	0.000	Merged-chr2-76648077-91
NR25800--MA0742.1.Klf12	chr16	58465451	58465465	+	0.000	0.000	Merged-chr16-58465503-54
NR25471--MA0599.1.KLF5	chr16	36041239	36041248	-	0.000	0.000	Merged-chr16-36041234-57
NR38949--MA1107.1.KLF9	chr2	160873037	160873049	-	0.000	0.000	Merged-chr2-160872923-80
NR40834--MA0493.1.Klf1	chr3	65974872	65974882	-	0.000	0.000	Merged-chr3-65974924-71
NR6574--MA0742.1.Klf12	chr10	79417249	79417263	+	0.000	0.000	Merged-chr10-79417442-89
NR13029--MA0740.1.KLF14	chr11	117963607	117963620	-	0.000	0.000	Merged-chr11-117963575-48
NR62117--MA0741.1.KLF16	chr7	143706824	143706834	-	0.000	0.000	Merged-chr7-143706917-33
NR47565--MA0741.1.KLF16	chr4	142015155	142015165	-	0.000	0.000	Merged-chr4-142015063-42
NR34026--MA0493.1.Klf1	chr19	55062150	55062160	+	0.000	0.000	Merged-chr19-55062253-32
NR39309--MA0741.1.KLF16	chr2	167421649	167421659	+	0.000	0.000	Merged-chr2-167421787-62
NR20568--MA0599.1.KLF5	chr14	63940982	63940991	-	0.000	0.000	Merged-chr14-63940977-13
NR15185--MA0493.1.Klf1	chr12	101718561	101718571	+	0.000	0.000	Merged-chr12-101718493-65
NR37358--MA0741.1.KLF16	chr2	119674993	119675003	-	0.000	0.000	Merged-chr2-119675239-113
NR51761--MA1107.1.KLF9	chr5	129908478	129908490	+	0.000	0.000	Merged-chr5-129908644-57
NR16149--MA1107.1.KLF9	chr13	3634020	3634032	+	0.000	0.000	Merged-chr13-3634138-58
NR45505--MA0599.1.KLF5	chr4	88641324	88641333	-	0.000	0.000	Merged-chr4-88641244-84
NR60557--MA0657.1.KLF13	chr7	110221659	110221676	-	0.000	0.000	Merged-chr7-110221778-96
NR68064--MA1107.1.KLF9	chr9	100546166	100546178	+	0.000	0.000	Merged-chr9-100546043-81
NR12180--MA0599.1.KLF5	chr11	102946895	102946904	-	0.000	0.000	Merged-chr11-102946743-33
NR63814--MA0741.1.KLF16	chr8	84026050	84026060	+	0.000	0.000	Merged-chr8-84026107-15
NR28029--MA0599.1.KLF5	chr17	32189514	32189523	-	0.000	0.000	Merged-chr17-32189520-29
NR35497--MA0599.1.KLF5	chr2	36230452	36230461	-	0.000	0.000	Merged-chr2-36230505-28
NR22111--MA0740.1.KLF14	chr15	25692699	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR51590--MA0741.1.KLF16	chr5	124629056	124629066	-	0.000	0.000	Merged-chr5-124629076-75
NR41136--MA0493.1.Klf1	chr3	84345604	84345614	+	0.000	0.000	Merged-chr3-84345416-77
NR57724--MA0599.1.KLF5	chr7	6383278	6383287	-	0.000	0.000	Merged-chr7-6383352-66
NR53607--MA0741.1.KLF16	chr6	28421778	28421788	-	0.000	0.000	Merged-chr6-28421757-53
NR586--MA0740.1.KLF14	chr1	40790694	40790707	+	0.000	0.000	Merged-chr1-40790646-63
NR1763--MA0599.1.KLF5	chr1	106515650	106515659	+	0.000	0.000	Merged-chr1-106515798-55
NR20258--MA0741.1.KLF16	chr14	54714754	54714764	-	0.000	0.000	Merged-chr14-54714519-57
NR8841--MA0657.1.KLF13	chr10	128211812	128211829	+	0.000	0.000	Merged-chr10-128211803-53
NR13091--MA0741.1.KLF16	chr11	119041139	119041149	-	0.000	0.000	Merged-chr11-119041092-76
NR29150--MA0599.1.KLF5	chr17	64182655	64182664	-	0.000	0.000	Merged-chr17-64182571-3
NR21331--MA0599.1.KLF5	chr14	102811709	102811718	-	0.000	0.000	Merged-chr14-102811644-20
NR9671--MA0741.1.KLF16	chr11	49204048	49204058	+	0.000	0.000	Merged-chr11-49204089-8
NR50350--MA0599.1.KLF5	chr5	98096619	98096628	+	0.000	0.000	Merged-chr5-98096818-9
NR52096--MA0741.1.KLF16	chr5	135187150	135187160	-	0.000	0.000	Merged-chr5-135187170-73
NR26897--MA0741.1.KLF16	chr17	5935038	5935048	-	0.000	0.000	Merged-chr17-5935124-37
NR36504--MA0741.1.KLF16	chr2	83929608	83929618	-	0.000	0.000	Merged-chr2-83929608-43
NR13579--MA0599.1.KLF5	chr12	17881660	17881669	-	0.000	0.000	Merged-chr12-17881825-74
NR13601--MA0740.1.KLF14	chr12	21111718	21111731	+	0.000	0.000	Merged-chr12-21111688-87
NR44679--MA0740.1.KLF14	chr4	43875522	43875535	-	0.000	0.000	Merged-chr4-43875709-66
NR23711--MA1107.1.KLF9	chr15	85036989	85037001	+	0.000	0.000	Merged-chr15-85036968-63
NR44772--MA1107.1.KLF9	chr4	45530892	45530904	+	0.000	0.000	Merged-chr4-45530813-118
NR47143--MA0599.1.KLF5	chr4	135494650	135494659	-	0.000	0.000	Merged-chr4-135494610-66
NR65204--MA0740.1.KLF14	chr8	123411526	123411539	-	0.000	0.000	Merged-chr8-123411565-31
NR50655--MA0740.1.KLF14	chr5	107220070	107220083	-	0.000	0.000	Merged-chr5-107220058-5
NR2947--MA0599.1.KLF5	chr1	156956548	156956557	+	0.000	0.000	Merged-chr1-156956579-55
NR31222--MA0493.1.Klf1	chr18	61481723	61481733	+	0.000	0.000	Merged-chr18-61481826-14
NR62211--MA0599.1.KLF5	chr8	3646018	3646027	+	0.000	0.000	Merged-chr8-3646007-19
NR12188--MA0741.1.KLF16	chr11	103017173	103017183	-	0.000	0.000	Merged-chr11-103017025-48
NR5996--MA1107.1.KLF9	chr10	62248020	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR27723--MA0741.1.KLF16	chr17	27655799	27655809	-	0.000	0.000	Merged-chr17-27655639-31
NR14107--MA0740.1.KLF14	chr12	54835095	54835108	+	0.000	0.000	Merged-chr12-54835214-18
NR16741--MA0599.1.KLF5	chr13	41249809	41249818	-	0.000	0.000	Merged-chr13-41249879-71
NR3123--MA0493.1.Klf1	chr1	164078588	164078598	+	0.000	0.000	Merged-chr1-164078589-50
NR41596--MA0039.3.KLF4	chr3	96197313	96197323	+	0.000	0.000	Merged-chr3-96197460-48
NR36108--MA0599.1.KLF5	chr2	69713290	69713299	+	0.000	0.000	Merged-chr2-69713363-57
NR64492--MA0039.3.KLF4	chr8	109957366	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR11632--MA0599.1.KLF5	chr11	95521723	95521732	+	0.000	0.000	Merged-chr11-95521691-12
NR51534--MA0599.1.KLF5	chr5	123907109	123907118	+	0.000	0.000	Merged-chr5-123907214-53
NR45798--MA0742.1.Klf12	chr4	101647748	101647762	-	0.000	0.000	Merged-chr4-101647647-98
NR66463--MA0599.1.KLF5	chr9	53384363	53384372	+	0.000	0.000	Merged-chr9-53384323-51
NR30365--MA0493.1.Klf1	chr18	12947355	12947365	+	0.000	0.000	Merged-chr18-12947466-4
NR38860--MA0493.1.Klf1	chr2	158767863	158767873	-	0.000	0.000	Merged-chr2-158768121-83
NR20107--MA0599.1.KLF5	chr14	52316285	52316294	-	0.000	0.000	Merged-chr14-52316174-44
NR31329--MA1107.1.KLF9	chr18	64527556	64527568	+	0.000	0.000	Merged-chr18-64527556-47
NR54225--MA1107.1.KLF9	chr6	54069494	54069506	-	0.000	0.000	Merged-chr6-54069236-28
NR62084--MA0039.3.KLF4	chr7	143461178	143461188	+	0.000	0.000	Merged-chr7-143461111-46
NR41168--MA0599.1.KLF5	chr3	85573979	85573988	+	0.000	0.000	Merged-chr3-85574094-56
NR62094--MA0493.1.Klf1	chr7	143549140	143549150	+	0.000	0.000	Merged-chr7-143549269-5
NR70450--MA0740.1.KLF14	chrX	159371955	159371968	+	0.000	0.000	Merged-chrX-159372105-81
NR54809--MA0740.1.KLF14	chr6	87810915	87810928	-	0.000	0.000	Merged-chr6-87810946-16
NR4585--MA0599.1.KLF5	chr1	191802749	191802758	-	0.000	0.000	Merged-chr1-191802759-25
NR9718--MA0740.1.KLF14	chr11	50325775	50325788	+	0.000	0.000	Merged-chr11-50325698-61
NR7295--MA0599.1.KLF5	chr10	88503984	88503993	-	0.000	0.000	Merged-chr10-88503867-73
NR14529--MA1107.1.KLF9	chr12	77765417	77765429	+	0.000	0.000	Merged-chr12-77765433-12
NR2857--MA0741.1.KLF16	chr1	155099727	155099737	+	0.000	0.000	Merged-chr1-155099585-8
NR2283--MA0740.1.KLF14	chr1	134747712	134747725	+	0.000	0.000	Merged-chr1-134747834-30
NR30007--MA0493.1.Klf1	chr17	86760432	86760442	-	0.000	0.000	Merged-chr17-86760300-15
NR50068--MA0741.1.KLF16	chr5	88676184	88676194	-	0.000	0.000	Merged-chr5-88676360-5
NR55601--MA0741.1.KLF16	chr6	114931421	114931431	+	0.000	0.000	Merged-chr6-114931387-12
NR34500--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR69840--MA0599.1.KLF5	chrX	59134808	59134817	+	0.000	0.000	Merged-chrX-59134766-110
NR37435--MA0740.1.KLF14	chr2	121457035	121457048	+	0.000	0.000	Merged-chr2-121457132-54
NR24193--MA0742.1.Klf12	chr15	97578163	97578177	-	0.000	0.000	Merged-chr15-97578299-40
NR63923--MA0741.1.KLF16	chr8	85492413	85492423	+	0.000	0.000	Merged-chr8-85492637-59
NR62896--MA0599.1.KLF5	chr8	46551792	46551801	+	0.000	0.000	Merged-chr8-46552010-50
NR17973--MA0741.1.KLF16	chr13	92611016	92611026	-	0.000	0.000	Merged-chr13-92610910-95
NR1302--MA0599.1.KLF5	chr1	79858695	79858704	+	0.000	0.000	Merged-chr1-79858629-58
NR2177--MA0599.1.KLF5	chr1	132417545	132417554	-	0.000	0.000	Merged-chr1-132417659-59
NR53716--MA0741.1.KLF16	chr6	30617397	30617407	+	0.000	0.000	Merged-chr6-30617295-15
NR59554--MA0493.1.Klf1	chr7	75863433	75863443	-	0.000	0.000	Merged-chr7-75863636-9
NR20540--MA0740.1.KLF14	chr14	63177864	63177877	-	0.000	0.000	Merged-chr14-63178024-55
NR64363--MA0741.1.KLF16	chr8	105685993	105686003	+	0.000	0.000	Merged-chr8-105686142-54
NR880--MA0599.1.KLF5	chr1	60180437	60180446	-	0.000	0.000	Merged-chr1-60180462-64
NR26--MA0599.1.KLF5	chr1	7088889	7088898	-	0.000	0.000	Merged-chr1-7088906-84
NR6642--MA0740.1.KLF14	chr10	79959910	79959923	+	0.000	0.000	Merged-chr10-79960055-51
NR36342--MA0741.1.KLF16	chr2	76070779	76070789	+	0.000	0.000	Merged-chr2-76070778-23
NR53359--MA1107.1.KLF9	chr6	3399471	3399483	-	0.000	0.000	Merged-chr6-3399502-52
NR37420--MA0039.3.KLF4	chr2	121294391	121294401	+	0.000	0.000	Merged-chr2-121294452-16
NR65372--MA1107.1.KLF9	chr8	126129472	126129484	-	0.000	0.000	Merged-chr8-126129401-4
NR17244--MA0493.1.Klf1	chr13	56765539	56765549	-	0.000	0.000	Merged-chr13-56765440-32
NR55987--MA0493.1.Klf1	chr6	124663031	124663041	+	0.000	0.000	Merged-chr6-124662986-64
NR68288--MA1107.1.KLF9	chr9	106071859	106071871	+	0.000	0.000	Merged-chr9-106071900-22
NR47903--MA1107.1.KLF9	chr4	148900817	148900829	+	0.000	0.000	Merged-chr4-148901056-98
NR55772--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR29463--MA0493.1.Klf1	chr17	74395475	74395485	+	0.000	0.000	Merged-chr17-74395393-93
NR27717--MA1107.1.KLF9	chr17	27564906	27564918	-	0.000	0.000	Merged-chr17-27564806-2
