#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR58594--MA1107.1.KLF9	chr7	24316882	24316894	-	0.000	0.000	Merged-chr7-24316712-55
NR2294--MA0599.1.KLF5	chr1	105663812	105663821	-	0.000	0.000	Merged-chr1-105663837-98
NR52594--MA0741.1.KLF16	chr5	121330249	121330259	+	0.000	0.000	Merged-chr5-121330431-35
NR6724--MA1107.1.KLF9	chr10	59951915	59951927	-	0.000	0.000	Merged-chr10-59952014-65
NR39690--MA0740.1.KLF14	chr2	160873036	160873049	-	0.000	0.000	Merged-chr2-160872923-80
NR7599--MA1107.1.KLF9	chr10	80622978	80622990	+	0.000	0.000	Merged-chr10-80622970-10
NR10415--MA0742.1.Klf12	chr11	43358981	43358995	+	0.000	0.000	Merged-chr11-43358857-56
NR38530--MA0599.1.KLF5	chr2	126152126	126152135	+	0.000	0.000	Merged-chr2-126152216-55
NR49752--MA1107.1.KLF9	chr5	20249835	20249847	+	0.000	0.000	Merged-chr5-20250018-19
NR29566--MA1107.1.KLF9	chr17	40934710	40934722	-	0.000	0.000	Merged-chr17-40934697-83
NR65258--MA0741.1.KLF16	chr8	123015336	123015346	-	0.000	0.000	Merged-chr8-123015317-27
NR24118--MA0599.1.KLF5	chr15	76069054	76069063	-	0.000	0.000	Merged-chr15-76068913-1
NR65529--MA0741.1.KLF16	chr9	7805169	7805179	-	0.000	0.000	Merged-chr9-7805138-27
NR24457--MA1107.1.KLF9	chr15	80582923	80582935	-	0.000	0.000	Merged-chr15-80582931-41
NR34161--MA0493.1.Klf1	chr19	14598247	14598257	+	0.000	0.000	Merged-chr19-14598034-110
NR46008--MA1107.1.KLF9	chr4	45530876	45530888	+	0.000	0.000	Merged-chr4-45530813-118
NR12020--MA0741.1.KLF16	chr11	97400450	97400460	-	0.000	0.000	Merged-chr11-97400516-28
NR16827--MA0599.1.KLF5	chr13	43215663	43215672	+	0.000	0.000	Merged-chr13-43215803-84
NR37753--MA0493.1.Klf1	chr2	94158185	94158195	+	0.000	0.000	Merged-chr2-94158043-61
NR68066--MA0599.1.KLF5	chr9	112208030	112208039	+	0.000	0.000	Merged-chr9-112208055-25
NR14757--MA0657.1.KLF13	chr12	82165836	82165853	+	0.000	0.000	Merged-chr12-82165766-1
NR17281--MA0599.1.KLF5	chr13	60601925	60601934	-	0.000	0.000	Merged-chr13-60602062-34
NR43066--MA0740.1.KLF14	chr3	104788965	104788978	+	0.000	0.000	Merged-chr3-104788845-60
NR59439--MA0599.1.KLF5	chr7	45339620	45339629	-	0.000	0.000	Merged-chr7-45339768-30
NR35828--MA0741.1.KLF16	chr2	26628300	26628310	-	0.000	0.000	Merged-chr2-26628456-31
NR42921--MA0599.1.KLF5	chr3	101731297	101731306	-	0.000	0.000	Merged-chr3-101731258-4
NR12458--MA0493.1.Klf1	chr11	106487952	106487962	-	0.000	0.000	Merged-chr11-106487771-62
NR20130--MA0599.1.KLF5	chr14	27560758	27560767	-	0.000	0.000	Merged-chr14-27560598-17
NR9654--MA0493.1.Klf1	chr11	3863924	3863934	-	0.000	0.000	Merged-chr11-3863952-34
NR58894--MA0742.1.Klf12	chr7	28781382	28781396	+	0.000	0.000	Merged-chr7-28781116-129
NR630--MA0599.1.KLF5	chr1	33757798	33757807	+	0.000	0.000	Merged-chr1-33757596-76
NR40522--MA0599.1.KLF5	chr2	180710277	180710286	+	0.000	0.000	Merged-chr2-180710222-83
NR28932--MA0741.1.KLF16	chr17	25222254	25222264	+	0.000	0.000	Merged-chr17-25222539-87
NR54115--MA0599.1.KLF5	chr6	6955987	6955996	-	0.000	0.000	Merged-chr6-6956020-66
NR37879--MA0599.1.KLF5	chr2	103970204	103970213	+	0.000	0.000	Merged-chr2-103970090-74
NR60238--MA0599.1.KLF5	chr7	80294370	80294379	-	0.000	0.000	Merged-chr7-80294519-58
NR54402--MA0741.1.KLF16	chr6	17629907	17629917	+	0.000	0.000	Merged-chr6-17630018-29
NR14419--MA0599.1.KLF5	chr12	69461955	69461964	+	0.000	0.000	Merged-chr12-69461998-25
NR46341--MA0742.1.Klf12	chr4	59805743	59805757	-	0.000	0.000	Merged-chr4-59805793-13
NR24462--MA0493.1.Klf1	chr15	80599565	80599575	-	0.000	0.000	Merged-chr15-80599512-51
NR46612--MA0742.1.Klf12	chr4	70307108	70307122	-	0.000	0.000	Merged-chr4-70307334-49
NR35265--MA0599.1.KLF5	chr2	9879650	9879659	-	0.000	0.000	Merged-chr2-9879570-49
NR9702--MA0657.1.KLF13	chr11	4804234	4804251	+	0.000	0.000	Merged-chr11-4804243-58
NR11832--MA0741.1.KLF16	chr11	94328216	94328226	-	0.000	0.000	Merged-chr11-94328210-70
NR24--MA0741.1.KLF16	chr1	4496534	4496544	-	0.000	0.000	Merged-chr1-4496602-47
NR2337--MA0740.1.KLF14	chr1	106759444	106759457	+	0.000	0.000	Merged-chr1-106759532-116
NR47967--MA0741.1.KLF16	chr4	127095287	127095297	-	0.000	0.000	Merged-chr4-127095353-15
NR18330--MA0493.1.Klf1	chr13	92354666	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR40709--MA1107.1.KLF9	chr3	14611426	14611438	+	0.000	0.000	Merged-chr3-14611354-67
NR12144--MA1107.1.KLF9	chr11	98786611	98786623	-	0.000	0.000	Merged-chr11-98786782-44
NR29709--MA0741.1.KLF16	chr17	46890496	46890506	+	0.000	0.000	Merged-chr17-46890539-102
NR4241--MA0599.1.KLF5	chr1	172455583	172455592	-	0.000	0.000	Merged-chr1-172455714-32
NR62847--MA0493.1.Klf1	chr8	35597271	35597281	+	0.000	0.000	Merged-chr8-35597143-68
NR10431--MA0599.1.KLF5	chr11	44925050	44925059	+	0.000	0.000	Merged-chr11-44925133-6
NR61555--MA1107.1.KLF9	chr7	128383886	128383898	-	0.000	0.000	Merged-chr7-128383933-89
NR9546--MA1107.1.KLF9	chr10	128646007	128646019	-	0.000	0.000	Merged-chr10-128645990-43
NR56993--MA0599.1.KLF5	chr6	125090110	125090119	-	0.000	0.000	Merged-chr6-125089926-24
NR1727--MA1107.1.KLF9	chr1	80758734	80758746	-	0.000	0.000	Merged-chr1-80758556-27
NR64590--MA0741.1.KLF16	chr8	105170632	105170642	-	0.000	0.000	Merged-chr8-105170559-11
NR12811--MA1107.1.KLF9	chr11	116413804	116413816	+	0.000	0.000	Merged-chr11-116413777-2
NR2048--MA0599.1.KLF5	chr1	93512063	93512072	-	0.000	0.000	Merged-chr1-93512028-56
NR12609--MA0741.1.KLF16	chr11	113787645	113787655	+	0.000	0.000	Merged-chr11-113787671-26
NR38644--MA0740.1.KLF14	chr2	128817958	128817971	+	0.000	0.000	Merged-chr2-128818111-117
NR69203--MA0741.1.KLF16	chrX	104671068	104671078	+	0.000	0.000	Merged-chrX-104671009-69
NR50314--MA1107.1.KLF9	chr5	36582015	36582027	+	0.000	0.000	Merged-chr5-36582061-78
NR35913--MA1107.1.KLF9	chr2	29622611	29622623	-	0.000	0.000	Merged-chr2-29622559-44
NR3829--MA0740.1.KLF14	chr1	161876853	161876866	+	0.000	0.000	Merged-chr1-161876687-148
NR1093--MA0657.1.KLF13	chr1	55052745	55052762	-	0.000	0.000	Merged-chr1-55052728-71
NR28276--MA0599.1.KLF5	chr17	6687587	6687596	-	0.000	0.000	Merged-chr17-6687537-4
NR17393--MA0599.1.KLF5	chr13	64161729	64161738	-	0.000	0.000	Merged-chr13-64161873-63
NR13328--MA1107.1.KLF9	chr12	16805621	16805633	+	0.000	0.000	Merged-chr12-16805664-28
NR46349--MA0493.1.Klf1	chr4	59805780	59805790	+	0.000	0.000	Merged-chr4-59805793-13
NR50882--MA0039.3.KLF4	chr5	64519011	64519021	+	0.000	0.000	Merged-chr5-64519093-9
NR57013--MA0740.1.KLF14	chr6	125239717	125239730	+	0.000	0.000	Merged-chr6-125239634-12
NR59257--MA0742.1.Klf12	chr7	38107683	38107697	-	0.000	0.000	Merged-chr7-38107855-98
NR59528--MA0742.1.Klf12	chr7	46795803	46795817	+	0.000	0.000	Merged-chr7-46795936-83
NR68159--MA1107.1.KLF9	chr9	116114510	116114522	-	0.000	0.000	Merged-chr9-116114550-42
NR14746--MA0741.1.KLF16	chr12	81860404	81860414	-	0.000	0.000	Merged-chr12-81860438-124
NR63736--MA0599.1.KLF5	chr8	71273454	71273463	-	0.000	0.000	Merged-chr8-71273415-3
NR65910--MA1107.1.KLF9	chr9	22467493	22467505	+	0.000	0.000	Merged-chr9-22467397-3
NR7544--MA0742.1.Klf12	chr10	80539312	80539326	-	0.000	0.000	Merged-chr10-80539129-37
NR33058--MA0493.1.Klf1	chr18	68711517	68711527	-	0.000	0.000	Merged-chr18-68711424-11
NR53448--MA0740.1.KLF14	chr5	137776844	137776857	-	0.000	0.000	Merged-chr5-137776694-7
NR20722--MA0741.1.KLF16	chr14	51884753	51884763	+	0.000	0.000	Merged-chr14-51884855-41
NR20099--MA0740.1.KLF14	chr14	26579505	26579518	+	0.000	0.000	Merged-chr14-26579365-2
NR69184--MA0741.1.KLF16	chrX	103616955	103616965	-	0.000	0.000	Merged-chrX-103616839-86
NR17398--MA0742.1.Klf12	chr13	64161799	64161813	-	0.000	0.000	Merged-chr13-64161873-63
NR27005--MA0742.1.Klf12	chr16	59471753	59471767	-	0.000	0.000	Merged-chr16-59471923-61
NR21426--MA0599.1.KLF5	chr14	75284282	75284291	-	0.000	0.000	Merged-chr14-75284367-55
NR19993--MA0493.1.Klf1	chr14	21831248	21831258	+	0.000	0.000	Merged-chr14-21831414-105
NR29584--MA1107.1.KLF9	chr17	43252884	43252896	-	0.000	0.000	Merged-chr17-43252932-1
NR9658--MA1107.1.KLF9	chr11	3863940	3863952	-	0.000	0.000	Merged-chr11-3863952-34
NR69321--MA0742.1.Klf12	chrX	135601842	135601856	+	0.000	0.000	Merged-chrX-135601772-31
NR1624--MA1107.1.KLF9	chr1	77180741	77180753	-	0.000	0.000	Merged-chr1-77180611-2
NR52355--MA0741.1.KLF16	chr5	114667662	114667672	-	0.000	0.000	Merged-chr5-114667670-56
NR2836--MA0599.1.KLF5	chr1	131161418	131161427	-	0.000	0.000	Merged-chr1-131161352-21
NR47023--MA0599.1.KLF5	chr4	88641324	88641333	-	0.000	0.000	Merged-chr4-88641244-84
NR47410--MA0741.1.KLF16	chr4	107879684	107879694	-	0.000	0.000	Merged-chr4-107879747-57
NR2322--MA0741.1.KLF16	chr1	106171568	106171578	+	0.000	0.000	Merged-chr1-106171565-10
NR22968--MA0599.1.KLF5	chr15	25844962	25844971	+	0.000	0.000	Merged-chr15-25844896-23
NR26059--MA0039.3.KLF4	chr16	18089205	18089215	+	0.000	0.000	Merged-chr16-18089108-33
NR56871--MA1107.1.KLF9	chr6	120464176	120464188	+	0.000	0.000	Merged-chr6-120464092-4
NR53781--MA0741.1.KLF16	chr5	144965230	144965240	-	0.000	0.000	Merged-chr5-144965112-15
NR1097--MA0599.1.KLF5	chr1	55087973	55087982	+	0.000	0.000	Merged-chr1-55087990-104
NR60256--MA0599.1.KLF5	chr7	80450218	80450227	+	0.000	0.000	Merged-chr7-80450087-44
NR45991--MA0742.1.Klf12	chr4	45530857	45530871	+	0.000	0.000	Merged-chr4-45530813-118
NR63642--MA0599.1.KLF5	chr8	70558527	70558536	+	0.000	0.000	Merged-chr8-70558477-31
NR17002--MA0039.3.KLF4	chr13	51759702	51759712	+	0.000	0.000	Merged-chr13-51759810-5
NR9798--MA0599.1.KLF5	chr11	6658506	6658515	+	0.000	0.000	Merged-chr11-6658459-18
NR10496--MA0741.1.KLF16	chr11	49083339	49083349	+	0.000	0.000	Merged-chr11-49083360-4
NR11512--MA0599.1.KLF5	chr11	78497814	78497823	+	0.000	0.000	Merged-chr11-78497802-56
NR26736--MA0493.1.Klf1	chr16	48763489	48763499	+	0.000	0.000	Merged-chr16-48763464-5
NR66716--MA0741.1.KLF16	chr9	61427105	61427115	-	0.000	0.000	Merged-chr9-61427187-31
NR34071--MA1107.1.KLF9	chr19	9038256	9038268	+	0.000	0.000	Merged-chr19-9038318-39
NR51501--MA0741.1.KLF16	chr5	89882148	89882158	-	0.000	0.000	Merged-chr5-89882343-19
NR39037--MA1107.1.KLF9	chr2	139776489	139776501	-	0.000	0.000	Merged-chr2-139776654-18
NR15677--MA0740.1.KLF14	chr12	113014389	113014402	-	0.000	0.000	Merged-chr12-113014523-77
NR48653--MA0742.1.Klf12	chr4	140986878	140986892	-	0.000	0.000	Merged-chr4-140986955-63
NR48307--MA0657.1.KLF13	chr4	134187205	134187222	+	0.000	0.000	Merged-chr4-134187105-62
NR10887--MA0657.1.KLF13	chr11	60913788	60913805	-	0.000	0.000	Merged-chr11-60913719-59
NR33233--MA0742.1.Klf12	chr18	73703825	73703839	-	0.000	0.000	Merged-chr18-73704007-8
NR6854--MA1107.1.KLF9	chr10	62984211	62984223	+	0.000	0.000	Merged-chr10-62984405-51
NR2574--MA0741.1.KLF16	chr1	121327720	121327730	+	0.000	0.000	Merged-chr1-121327785-141
NR47933--MA0741.1.KLF16	chr4	126148458	126148468	+	0.000	0.000	Merged-chr4-126148616-62
NR42005--MA0741.1.KLF16	chr3	65974871	65974881	-	0.000	0.000	Merged-chr3-65974924-71
NR45164--MA0039.3.KLF4	chr4	10706831	10706841	+	0.000	0.000	Merged-chr4-10706741-1
NR68582--MA0741.1.KLF16	chrX	12128469	12128479	+	0.000	0.000	Merged-chrX-12128389-23
NR42996--MA0657.1.KLF13	chr3	103386413	103386430	-	0.000	0.000	Merged-chr3-103386256-4
NR2066--MA0599.1.KLF5	chr1	93804182	93804191	-	0.000	0.000	Merged-chr1-93804092-59
NR62570--MA0599.1.KLF5	chr8	25017114	25017123	+	0.000	0.000	Merged-chr8-25017163-89
NR65342--MA0742.1.Klf12	chr8	124022148	124022162	+	0.000	0.000	Merged-chr8-124022219-1
NR47689--MA1107.1.KLF9	chr4	119232860	119232872	-	0.000	0.000	Merged-chr4-119232903-70
NR43160--MA0741.1.KLF16	chr3	107233418	107233428	-	0.000	0.000	Merged-chr3-107233528-55
NR12033--MA0741.1.KLF16	chr11	97575748	97575758	+	0.000	0.000	Merged-chr11-97575787-15
NR66031--MA0741.1.KLF16	chr9	31030819	31030829	+	0.000	0.000	Merged-chr9-31031019-7
NR45976--MA0599.1.KLF5	chr4	45297153	45297162	-	0.000	0.000	Merged-chr4-45297133-46
NR13346--MA1107.1.KLF9	chr12	17257198	17257210	+	0.000	0.000	Merged-chr12-17257057-21
NR10353--MA0741.1.KLF16	chr11	32542889	32542899	-	0.000	0.000	Merged-chr11-32542755-79
NR33792--MA0740.1.KLF14	chr19	4148503	4148516	+	0.000	0.000	Merged-chr19-4148597-46
NR44200--MA1107.1.KLF9	chr3	143493070	143493082	+	0.000	0.000	Merged-chr3-143493127-1
NR51753--MA0741.1.KLF16	chr5	98031153	98031163	-	0.000	0.000	Merged-chr5-98030932-136
NR20626--MA0741.1.KLF16	chr14	47223369	47223379	+	0.000	0.000	Merged-chr14-47223224-6
NR41751--MA0741.1.KLF16	chr3	55419532	55419542	+	0.000	0.000	Merged-chr3-55419547-37
NR13730--MA0741.1.KLF16	chr12	33036111	33036121	-	0.000	0.000	Merged-chr12-33036196-25
NR34735--MA0599.1.KLF5	chr19	46573250	46573259	-	0.000	0.000	Merged-chr19-46573181-77
NR31810--MA0599.1.KLF5	chr18	25505068	25505077	-	0.000	0.000	Merged-chr18-25505224-41
NR7170--MA0493.1.Klf1	chr10	71285024	71285034	+	0.000	0.000	Merged-chr10-71285103-74
NR9687--MA0740.1.KLF14	chr11	4218150	4218163	-	0.000	0.000	Merged-chr11-4218223-50
NR59335--MA1107.1.KLF9	chr7	43423522	43423534	+	0.000	0.000	Merged-chr7-43423415-58
NR46278--MA0599.1.KLF5	chr4	57370216	57370225	+	0.000	0.000	Merged-chr4-57370135-36
NR10856--MA0493.1.Klf1	chr11	60353012	60353022	+	0.000	0.000	Merged-chr11-60353018-61
NR17720--MA0599.1.KLF5	chr13	74617561	74617570	+	0.000	0.000	Merged-chr13-74617540-66
NR10641--MA0493.1.Klf1	chr11	53852030	53852040	-	0.000	0.000	Merged-chr11-53851984-46
NR52513--MA0599.1.KLF5	chr5	118662023	118662032	+	0.000	0.000	Merged-chr5-118661904-17
NR11605--MA1107.1.KLF9	chr11	82177877	82177889	+	0.000	0.000	Merged-chr11-82178055-28
NR45634--MA0741.1.KLF16	chr4	34958625	34958635	-	0.000	0.000	Merged-chr4-34958608-26
NR58898--MA0741.1.KLF16	chr7	28781383	28781393	+	0.000	0.000	Merged-chr7-28781116-129
NR63520--MA1107.1.KLF9	chr8	68420306	68420318	-	0.000	0.000	Merged-chr8-68420195-2
NR66283--MA0741.1.KLF16	chr9	44084865	44084875	-	0.000	0.000	Merged-chr9-44084798-37
NR56281--MA0741.1.KLF16	chr6	99429080	99429090	+	0.000	0.000	Merged-chr6-99429138-37
NR41836--MA0599.1.KLF5	chr3	59120256	59120265	-	0.000	0.000	Merged-chr3-59120352-78
NR64395--MA1107.1.KLF9	chr8	94413612	94413624	+	0.000	0.000	Merged-chr8-94413719-53
NR29317--MA0742.1.Klf12	chr17	33915837	33915851	-	0.000	0.000	Merged-chr17-33915995-48
NR25570--MA0493.1.Klf1	chr16	5453154	5453164	+	0.000	0.000	Merged-chr16-5453248-12
NR10767--MA0599.1.KLF5	chr11	57962555	57962564	-	0.000	0.000	Merged-chr11-57962717-47
NR55214--MA0599.1.KLF5	chr6	54705530	54705539	-	0.000	0.000	Merged-chr6-54705596-27
NR66436--MA1107.1.KLF9	chr9	48980583	48980595	+	0.000	0.000	Merged-chr9-48980590-7
NR15662--MA0741.1.KLF16	chr12	112829539	112829549	+	0.000	0.000	Merged-chr12-112829457-77
NR30052--MA1107.1.KLF9	chr17	56627040	56627052	-	0.000	0.000	Merged-chr17-56627075-72
NR17907--MA1107.1.KLF9	chr13	81176297	81176309	-	0.000	0.000	Merged-chr13-81176115-63
NR25490--MA0599.1.KLF5	chr15	102999506	102999515	-	0.000	0.000	Merged-chr15-102999361-34
NR21425--MA1107.1.KLF9	chr14	75284264	75284276	-	0.000	0.000	Merged-chr14-75284367-55
NR18361--MA1107.1.KLF9	chr13	93990567	93990579	+	0.000	0.000	Merged-chr13-93990352-84
NR25212--MA0493.1.Klf1	chr15	97842433	97842443	+	0.000	0.000	Merged-chr15-97842393-22
NR10409--MA0599.1.KLF5	chr11	40744539	40744548	+	0.000	0.000	Merged-chr11-40744457-17
NR13119--MA0599.1.KLF5	chr12	5191988	5191997	+	0.000	0.000	Merged-chr12-5192084-8
NR23389--MA0657.1.KLF13	chr15	38473847	38473864	+	0.000	0.000	Merged-chr15-38473767-49
NR16373--MA0741.1.KLF16	chr13	19928025	19928035	-	0.000	0.000	Merged-chr13-19927984-4
NR14535--MA0493.1.Klf1	chr12	73633834	73633844	+	0.000	0.000	Merged-chr12-73633909-44
NR9171--MA0742.1.Klf12	chr10	122717816	122717830	+	0.000	0.000	Merged-chr10-122717958-55
NR21557--MA0740.1.KLF14	chr14	84443428	84443441	+	0.000	0.000	Merged-chr14-84443299-57
NR42953--MA0740.1.KLF14	chr3	102996012	102996025	-	0.000	0.000	Merged-chr3-102995869-67
NR3011--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR28048--MA0599.1.KLF5	chr16	95761987	95761996	+	0.000	0.000	Merged-chr16-95762105-29
NR42477--MA0740.1.KLF14	chr3	88716848	88716861	+	0.000	0.000	Merged-chr3-88716875-51
NR64390--MA0039.3.KLF4	chr8	94413598	94413608	+	0.000	0.000	Merged-chr8-94413719-53
NR27086--MA0741.1.KLF16	chr16	64648001	64648011	-	0.000	0.000	Merged-chr16-64647871-24
NR44880--MA0039.3.KLF4	chr3	157938893	157938903	-	0.000	0.000	Merged-chr3-157938783-43
NR5313--MA0740.1.KLF14	chr10	5805660	5805673	-	0.000	0.000	Merged-chr10-5805785-87
NR66576--MA0599.1.KLF5	chr9	55938130	55938139	-	0.000	0.000	Merged-chr9-55938219-68
NR34632--MA0599.1.KLF5	chr19	42306416	42306425	+	0.000	0.000	Merged-chr19-42306300-48
NR12981--MA0740.1.KLF14	chr11	119238575	119238588	+	0.000	0.000	Merged-chr11-119238341-66
NR60255--MA1107.1.KLF9	chr7	80450050	80450062	+	0.000	0.000	Merged-chr7-80450087-44
NR11726--MA1107.1.KLF9	chr11	88145381	88145393	+	0.000	0.000	Merged-chr11-88145442-32
NR51591--MA0741.1.KLF16	chr5	92083715	92083725	+	0.000	0.000	Merged-chr5-92083549-102
NR33062--MA0741.1.KLF16	chr18	68830788	68830798	-	0.000	0.000	Merged-chr18-68830668-16
NR52705--MA0493.1.Klf1	chr5	123129152	123129162	+	0.000	0.000	Merged-chr5-123128921-91
NR39937--MA1107.1.KLF9	chr2	167831510	167831522	-	0.000	0.000	Merged-chr2-167831318-40
NR9797--MA1107.1.KLF9	chr11	6658463	6658475	-	0.000	0.000	Merged-chr11-6658459-18
NR57734--MA0599.1.KLF5	chr6	143832781	143832790	+	0.000	0.000	Merged-chr6-143832682-5
NR48245--MA0740.1.KLF14	chr4	133479952	133479965	-	0.000	0.000	Merged-chr4-133480073-43
NR69197--MA0741.1.KLF16	chrX	103695610	103695620	-	0.000	0.000	Merged-chrX-103695530-55
NR10430--MA0740.1.KLF14	chr11	44925049	44925062	+	0.000	0.000	Merged-chr11-44925133-6
NR25916--MA0740.1.KLF14	chr16	13160233	13160246	-	0.000	0.000	Merged-chr16-13160327-31
NR31903--MA1107.1.KLF9	chr18	31789057	31789069	+	0.000	0.000	Merged-chr18-31789128-57
NR66218--MA0599.1.KLF5	chr9	41118181	41118190	-	0.000	0.000	Merged-chr9-41118206-38
NR58045--MA0599.1.KLF5	chr7	4842742	4842751	+	0.000	0.000	Merged-chr7-4842734-18
NR56751--MA0493.1.Klf1	chr6	117146804	117146814	+	0.000	0.000	Merged-chr6-117146729-2
NR49974--MA0741.1.KLF16	chr5	24908829	24908839	+	0.000	0.000	Merged-chr5-24908670-93
NR66342--MA1107.1.KLF9	chr9	44646140	44646152	-	0.000	0.000	Merged-chr9-44646194-52
NR59461--MA0493.1.Klf1	chr7	45466927	45466937	-	0.000	0.000	Merged-chr7-45466774-59
NR52097--MA0741.1.KLF16	chr5	110595576	110595586	+	0.000	0.000	Merged-chr5-110595397-93
NR16896--MA0741.1.KLF16	chr13	45002104	45002114	+	0.000	0.000	Merged-chr13-45001916-102
NR54691--MA0039.3.KLF4	chr6	32342387	32342397	+	0.000	0.000	Merged-chr6-32342276-1
NR5756--MA0493.1.Klf1	chr10	19044133	19044143	+	0.000	0.000	Merged-chr10-19044041-37
NR24390--MA1107.1.KLF9	chr15	79546767	79546779	-	0.000	0.000	Merged-chr15-79546600-91
NR52368--MA0741.1.KLF16	chr5	114707619	114707629	+	0.000	0.000	Merged-chr5-114707863-50
NR34164--MA0657.1.KLF13	chr19	15924679	15924696	+	0.000	0.000	Merged-chr19-15924654-117
NR29356--MA1107.1.KLF9	chr17	34143083	34143095	-	0.000	0.000	Merged-chr17-34143212-26
NR11946--MA0493.1.Klf1	chr11	96464563	96464573	+	0.000	0.000	Merged-chr11-96464548-48
NR4037--MA0742.1.Klf12	chr1	167349953	167349967	+	0.000	0.000	Merged-chr1-167350096-67
NR56877--MA0599.1.KLF5	chr6	120916849	120916858	+	0.000	0.000	Merged-chr6-120916830-68
NR60260--MA0493.1.Klf1	chr7	80535204	80535214	+	0.000	0.000	Merged-chr7-80535254-6
NR49748--MA1107.1.KLF9	chr5	20249817	20249829	+	0.000	0.000	Merged-chr5-20250018-19
NR36127--MA0599.1.KLF5	chr2	32694181	32694190	+	0.000	0.000	Merged-chr2-32694192-49
NR40670--MA0599.1.KLF5	chr3	10351319	10351328	-	0.000	0.000	Merged-chr3-10351318-69
NR63842--MA0039.3.KLF4	chr8	72360459	72360469	-	0.000	0.000	Merged-chr8-72360367-32
NR30447--MA0740.1.KLF14	chr17	70990564	70990577	-	0.000	0.000	Merged-chr17-70990523-86
NR43760--MA0740.1.KLF14	chr3	131272086	131272099	-	0.000	0.000	Merged-chr3-131271947-79
NR2732--MA1107.1.KLF9	chr1	127796455	127796467	-	0.000	0.000	Merged-chr1-127796546-56
NR3014--MA0740.1.KLF14	chr1	136119099	136119112	-	0.000	0.000	Merged-chr1-136119041-6
NR69325--MA0741.1.KLF16	chrX	135601843	135601853	+	0.000	0.000	Merged-chrX-135601772-31
NR53216--MA0742.1.Klf12	chr5	135115276	135115290	+	0.000	0.000	Merged-chr5-135115482-49
NR43308--MA0493.1.Klf1	chr3	115673895	115673905	-	0.000	0.000	Merged-chr3-115673863-61
NR49968--MA0493.1.Klf1	chr5	24685928	24685938	-	0.000	0.000	Merged-chr5-24685796-115
NR60367--MA1107.1.KLF9	chr7	83564995	83565007	-	0.000	0.000	Merged-chr7-83565043-35
NR9382--MA0740.1.KLF14	chr10	127121270	127121283	-	0.000	0.000	Merged-chr10-127121155-48
NR31305--MA0741.1.KLF16	chr18	3507872	3507882	-	0.000	0.000	Merged-chr18-3507740-84
NR49680--MA0657.1.KLF13	chr5	17341591	17341608	+	0.000	0.000	Merged-chr5-17341610-1
NR64830--MA0493.1.Klf1	chr8	111094542	111094552	-	0.000	0.000	Merged-chr8-111094698-82
NR35055--MA0599.1.KLF5	chr2	3284123	3284132	-	0.000	0.000	Merged-chr2-3284320-138
NR4246--MA0599.1.KLF5	chr1	172455668	172455677	-	0.000	0.000	Merged-chr1-172455714-32
NR57558--MA0657.1.KLF13	chr6	140546154	140546171	-	0.000	0.000	Merged-chr6-140546328-39
NR30971--MA0599.1.KLF5	chr17	84855804	84855813	-	0.000	0.000	Merged-chr17-84855735-62
NR14597--MA0741.1.KLF16	chr12	76710658	76710668	+	0.000	0.000	Merged-chr12-76710800-1
NR24378--MA0599.1.KLF5	chr15	79441728	79441737	+	0.000	0.000	Merged-chr15-79441826-49
NR38647--MA0599.1.KLF5	chr2	128817959	128817968	+	0.000	0.000	Merged-chr2-128818111-117
NR22253--MA0741.1.KLF16	chr14	118137117	118137127	+	0.000	0.000	Merged-chr14-118137201-79
NR5249--MA0741.1.KLF16	chr10	4432427	4432437	+	0.000	0.000	Merged-chr10-4432497-94
NR50123--MA0599.1.KLF5	chr5	31251614	31251623	-	0.000	0.000	Merged-chr5-31251770-31
NR35722--MA0599.1.KLF5	chr2	24385280	24385289	-	0.000	0.000	Merged-chr2-24385282-51
NR56783--MA0599.1.KLF5	chr6	118139190	118139199	+	0.000	0.000	Merged-chr6-118139138-58
NR63297--MA0493.1.Klf1	chr8	57580020	57580030	+	0.000	0.000	Merged-chr8-57580004-34
NR56313--MA0741.1.KLF16	chr6	100390392	100390402	+	0.000	0.000	Merged-chr6-100390476-26
NR41620--MA1107.1.KLF9	chr3	51391477	51391489	-	0.000	0.000	Merged-chr3-51391339-9
NR1791--MA0740.1.KLF14	chr1	84318947	84318960	-	0.000	0.000	Merged-chr1-84318831-8
NR51224--MA0740.1.KLF14	chr5	74195189	74195202	-	0.000	0.000	Merged-chr5-74195264-55
NR10691--MA0657.1.KLF13	chr11	54866326	54866343	-	0.000	0.000	Merged-chr11-54866557-58
NR12807--MA1107.1.KLF9	chr11	116413796	116413808	+	0.000	0.000	Merged-chr11-116413777-2
