#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR12627--MA0089.1.MAFG::NFE2L1	chr9	96754397	96754402	-	0.000	0.000	Merged-chr9-96754558-43
NR10032--MA0117.2.Mafb	chr6	34869617	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR11207--MA0089.1.MAFG::NFE2L1	chr7	102210431	102210436	+	0.000	0.000	Merged-chr7-102210325-100
NR10908--MA0495.2.MAFF	chr7	30000836	30000856	+	0.000	0.000	Merged-chr7-30000834-5
NR8433--MA0089.1.MAFG::NFE2L1	chr4	19575211	19575216	-	0.000	0.000	Merged-chr4-19575178-52
NR5290--MA0117.2.Mafb	chr17	5887184	5887195	+	0.000	0.000	Merged-chr17-5887399-51
NR1247--MA0495.2.MAFF	chr10	29313190	29313210	-	0.000	0.000	Merged-chr10-29313390-69
NR3460--MA0089.1.MAFG::NFE2L1	chr13	63566390	63566395	+	0.000	0.000	Merged-chr13-63566288-41
NR6474--MA0117.2.Mafb	chr2	9563782	9563793	-	0.000	0.000	Merged-chr2-9563735-15
NR3406--MA0117.2.Mafb	chr13	51651721	51651732	+	0.000	0.000	Merged-chr13-51651703-54
NR11699--MA0089.1.MAFG::NFE2L1	chr8	36194386	36194391	+	0.000	0.000	Merged-chr8-36194183-57
NR12359--MA0591.1.Bach1::Mafk	chr9	61708042	61708056	-	0.000	0.000	Merged-chr9-61708026-57
NR4760--MA0501.1.MAF::NFE2	chr15	97361207	97361221	+	0.000	0.000	Merged-chr15-97361236-9
NR5707--MA0659.1.MAFG	chr18	4296200	4296220	+	0.000	0.000	Merged-chr18-4296046-21
NR12149--MA0089.1.MAFG::NFE2L1	chr8	128506104	128506109	-	0.000	0.000	Merged-chr8-128506100-25
NR11380--MA0495.2.MAFF	chr7	119800882	119800902	+	0.000	0.000	Merged-chr7-119801060-49
NR10366--MA0089.1.MAFG::NFE2L1	chr6	108537159	108537164	+	0.000	0.000	Merged-chr6-108536943-79
NR5532--MA0089.1.MAFG::NFE2L1	chr17	69401323	69401328	-	0.000	0.000	Merged-chr17-69401476-24
NR2672--MA0496.2.MAFK	chr12	34333217	34333235	+	0.000	0.000	Merged-chr12-34333193-16
NR12418--MA0117.2.Mafb	chr9	72389806	72389817	+	0.000	0.000	Merged-chr9-72389636-26
NR5529--MA0591.1.Bach1::Mafk	chr17	66101702	66101716	-	0.000	0.000	Merged-chr17-66101673-100
NR4037--MA0501.1.MAF::NFE2	chr14	55913484	55913498	-	0.000	0.000	Merged-chr14-55913661-13
NR11295--MA0089.1.MAFG::NFE2L1	chr7	109986407	109986412	-	0.000	0.000	Merged-chr7-109986340-83
NR3386--MA0089.1.MAFG::NFE2L1	chr13	45912087	45912092	+	0.000	0.000	Merged-chr13-45912065-13
NR7423--MA0496.2.MAFK	chr2	166719467	166719485	-	0.000	0.000	Merged-chr2-166719426-29
NR7357--MA0591.1.Bach1::Mafk	chr2	156196651	156196665	-	0.000	0.000	Merged-chr2-156196758-68
NR5747--MA0089.1.MAFG::NFE2L1	chr18	14717515	14717520	+	0.000	0.000	Merged-chr18-14717418-17
NR6479--MA0659.1.MAFG	chr2	10825693	10825713	-	0.000	0.000	Merged-chr2-10825844-43
NR730--MA0089.1.MAFG::NFE2L1	chr1	163411973	163411978	+	0.000	0.000	Merged-chr1-163411894-2
NR7592--MA0089.1.MAFG::NFE2L1	chr3	10466041	10466046	+	0.000	0.000	Merged-chr3-10466039-18
NR10469--MA0591.1.Bach1::Mafk	chr6	124805730	124805744	+	0.000	0.000	Merged-chr6-124805887-69
NR11801--MA0495.2.MAFF	chr8	75084001	75084021	+	0.000	0.000	Merged-chr8-75083999-30
NR2352--MA0117.2.Mafb	chr11	101448362	101448373	+	0.000	0.000	Merged-chr11-101448490-55
NR4087--MA0495.2.MAFF	chr14	68048502	68048522	-	0.000	0.000	Merged-chr14-68048538-29
NR8869--MA0117.2.Mafb	chr4	133625804	133625815	-	0.000	0.000	Merged-chr4-133625907-62
NR4038--MA0089.1.MAFG::NFE2L1	chr14	57729882	57729887	+	0.000	0.000	Merged-chr14-57729995-40
NR11382--MA0659.1.MAFG	chr7	119800882	119800902	+	0.000	0.000	Merged-chr7-119801060-49
NR6058--MA0591.1.Bach1::Mafk	chr18	82492908	82492922	-	0.000	0.000	Merged-chr18-82492983-14
NR11246--MA0495.2.MAFF	chr7	104465137	104465157	-	0.000	0.000	Merged-chr7-104465292-53
NR8648--MA0495.2.MAFF	chr4	97831808	97831828	-	0.000	0.000	Merged-chr4-97831633-55
NR141--MA0501.1.MAF::NFE2	chr1	58029748	58029762	+	0.000	0.000	Merged-chr1-58029750-23
NR1426--MA0089.1.MAFG::NFE2L1	chr10	76270398	76270403	-	0.000	0.000	Merged-chr10-76270300-7
NR5054--MA0089.1.MAFG::NFE2L1	chr16	58709279	58709284	-	0.000	0.000	Merged-chr16-58709115-34
NR5430--MA0089.1.MAFG::NFE2L1	chr17	34630327	34630332	+	0.000	0.000	Merged-chr17-34630470-19
NR9959--MA0117.2.Mafb	chr6	13838606	13838617	+	0.000	0.000	Merged-chr6-13838758-42
NR8887--MA0117.2.Mafb	chr4	134745957	134745968	-	0.000	0.000	Merged-chr4-134746190-17
NR10479--MA0089.1.MAFG::NFE2L1	chr6	125483637	125483642	+	0.000	0.000	Merged-chr6-125483864-63
NR13063--MA0089.1.MAFG::NFE2L1	chrX	169319262	169319267	+	0.000	0.000	Merged-chrX-169319212-31
NR11248--MA0659.1.MAFG	chr7	104465137	104465157	-	0.000	0.000	Merged-chr7-104465292-53
NR9189--MA0117.2.Mafb	chr5	23620783	23620794	-	0.000	0.000	Merged-chr5-23620874-12
NR5746--MA0591.1.Bach1::Mafk	chr18	14669805	14669819	-	0.000	0.000	Merged-chr18-14669976-24
NR7599--MA0501.1.MAF::NFE2	chr3	18623973	18623987	+	0.000	0.000	Merged-chr3-18624063-31
NR1728--MA0089.1.MAFG::NFE2L1	chr10	117721596	117721601	-	0.000	0.000	Merged-chr10-117721632-23
NR798--MA0496.2.MAFK	chr1	170863171	170863189	+	0.000	0.000	Merged-chr1-170863214-38
NR4312--MA0089.1.MAFG::NFE2L1	chr14	121361682	121361687	-	0.000	0.000	Merged-chr14-121361598-37
NR2619--MA0591.1.Bach1::Mafk	chr12	21437729	21437743	+	0.000	0.000	Merged-chr12-21437615-25
NR4526--MA0495.2.MAFF	chr15	59620004	59620024	-	0.000	0.000	Merged-chr15-59620120-63
NR10384--MA0496.2.MAFK	chr6	113047265	113047283	+	0.000	0.000	Merged-chr6-113047446-32
NR6616--MA0591.1.Bach1::Mafk	chr2	34982234	34982248	-	0.000	0.000	Merged-chr2-34982434-20
NR2392--MA0501.1.MAF::NFE2	chr11	107693433	107693447	+	0.000	0.000	Merged-chr11-107693539-25
NR4527--MA0089.1.MAFG::NFE2L1	chr15	59646488	59646493	-	0.000	0.000	Merged-chr15-59646557-26
NR4503--MA0496.2.MAFK	chr15	55838808	55838826	-	0.000	0.000	Merged-chr15-55838772-33
NR11353--MA0496.2.MAFK	chr7	116409583	116409601	-	0.000	0.000	Merged-chr7-116409560-37
NR8263--MA0501.1.MAF::NFE2	chr3	146185222	146185236	-	0.000	0.000	Merged-chr3-146185185-25
NR259--MA0659.1.MAFG	chr1	74398274	74398294	-	0.000	0.000	Merged-chr1-74398237-10
NR6145--MA0591.1.Bach1::Mafk	chr19	7483219	7483233	+	0.000	0.000	Merged-chr19-7483296-85
NR8538--MA0117.2.Mafb	chr4	59295392	59295403	+	0.000	0.000	Merged-chr4-59295271-36
NR3182--MA0089.1.MAFG::NFE2L1	chr13	4771659	4771664	+	0.000	0.000	Merged-chr13-4771617-34
NR11793--MA0591.1.Bach1::Mafk	chr8	72295764	72295778	-	0.000	0.000	Merged-chr8-72295868-18
NR12678--MA0117.2.Mafb	chr9	107612985	107612996	-	0.000	0.000	Merged-chr9-107612807-59
NR769--MA0089.1.MAFG::NFE2L1	chr1	165789866	165789871	-	0.000	0.000	Merged-chr1-165789768-126
NR1539--MA0089.1.MAFG::NFE2L1	chr10	89764281	89764286	+	0.000	0.000	Merged-chr10-89764216-3
NR6587--MA0089.1.MAFG::NFE2L1	chr2	31082814	31082819	+	0.000	0.000	Merged-chr2-31082849-41
NR12032--MA0089.1.MAFG::NFE2L1	chr8	122561297	122561302	-	0.000	0.000	Merged-chr8-122561364-37
NR7325--MA0501.1.MAF::NFE2	chr2	151531168	151531182	-	0.000	0.000	Merged-chr2-151531035-38
NR2340--MA0089.1.MAFG::NFE2L1	chr11	97999401	97999406	-	0.000	0.000	Merged-chr11-97999442-46
NR12799--MA0117.2.Mafb	chr9	119256438	119256449	-	0.000	0.000	Merged-chr9-119256469-14
NR6298--MA0089.1.MAFG::NFE2L1	chr19	41366599	41366604	+	0.000	0.000	Merged-chr19-41366765-21
NR3107--MA0659.1.MAFG	chr12	115258126	115258146	+	0.000	0.000	Merged-chr12-115257987-63
NR3599--MA0089.1.MAFG::NFE2L1	chr13	93340296	93340301	-	0.000	0.000	Merged-chr13-93340292-2
NR10035--MA0496.2.MAFK	chr6	34869609	34869627	-	0.000	0.000	Merged-chr6-34869594-48
NR2185--MA0501.1.MAF::NFE2	chr11	76734804	76734818	+	0.000	0.000	Merged-chr11-76734853-48
NR2555--MA0089.1.MAFG::NFE2L1	chr11	121039361	121039366	-	0.000	0.000	Merged-chr11-121039238-62
NR2931--MA0089.1.MAFG::NFE2L1	chr12	100994817	100994822	-	0.000	0.000	Merged-chr12-100994584-90
NR496--MA0117.2.Mafb	chr1	130996474	130996485	-	0.000	0.000	Merged-chr1-130996507-33
NR9316--MA0501.1.MAF::NFE2	chr5	66088399	66088413	+	0.000	0.000	Merged-chr5-66088539-7
NR8896--MA0591.1.Bach1::Mafk	chr4	135664671	135664685	-	0.000	0.000	Merged-chr4-135664760-27
NR12334--MA0089.1.MAFG::NFE2L1	chr9	57521325	57521330	-	0.000	0.000	Merged-chr9-57521344-55
NR8920--MA0089.1.MAFG::NFE2L1	chr4	139337303	139337308	-	0.000	0.000	Merged-chr4-139337251-35
NR5634--MA0495.2.MAFF	chr17	86188060	86188080	-	0.000	0.000	Merged-chr17-86187981-35
NR3799--MA0495.2.MAFF	chr13	114935790	114935810	-	0.000	0.000	Merged-chr13-114935699-10
NR4991--MA0089.1.MAFG::NFE2L1	chr16	51887525	51887530	+	0.000	0.000	Merged-chr16-51887577-12
NR11480--MA0089.1.MAFG::NFE2L1	chr7	132772572	132772577	+	0.000	0.000	Merged-chr7-132772585-7
NR261--MA0496.2.MAFK	chr1	74398275	74398293	+	0.000	0.000	Merged-chr1-74398237-10
NR3902--MA0495.2.MAFF	chr14	16244006	16244026	+	0.000	0.000	Merged-chr14-16243907-1
NR12549--MA0089.1.MAFG::NFE2L1	chr9	86629112	86629117	-	0.000	0.000	Merged-chr9-86629047-7
NR9995--MA0501.1.MAF::NFE2	chr6	28928148	28928162	+	0.000	0.000	Merged-chr6-28928131-16
NR4136--MA0089.1.MAFG::NFE2L1	chr14	74918882	74918887	-	0.000	0.000	Merged-chr14-74918775-39
NR2857--MA0089.1.MAFG::NFE2L1	chr12	90781824	90781829	+	0.000	0.000	Merged-chr12-90781717-25
NR2074--MA0501.1.MAF::NFE2	chr11	60108754	60108768	+	0.000	0.000	Merged-chr11-60108750-22
NR4512--MA0089.1.MAFG::NFE2L1	chr15	58196883	58196888	-	0.000	0.000	Merged-chr15-58196982-23
NR5441--MA0089.1.MAFG::NFE2L1	chr17	35969930	35969935	-	0.000	0.000	Merged-chr17-35969818-62
NR11006--MA0501.1.MAF::NFE2	chr7	58584544	58584558	-	0.000	0.000	Merged-chr7-58584520-36
NR7597--MA0591.1.Bach1::Mafk	chr3	18623970	18623984	+	0.000	0.000	Merged-chr3-18624063-31
NR3682--MA0496.2.MAFK	chr13	105377165	105377183	-	0.000	0.000	Merged-chr13-105377302-26
NR12381--MA0495.2.MAFF	chr9	65405009	65405029	+	0.000	0.000	Merged-chr9-65404846-10
NR2766--MA0501.1.MAF::NFE2	chr12	73647922	73647936	-	0.000	0.000	Merged-chr12-73647879-51
NR6006--MA0089.1.MAFG::NFE2L1	chr18	75740642	75740647	-	0.000	0.000	Merged-chr18-75740758-31
NR12238--MA0495.2.MAFF	chr9	32539800	32539820	+	0.000	0.000	Merged-chr9-32539747-88
NR7992--MA0089.1.MAFG::NFE2L1	chr3	115801433	115801438	-	0.000	0.000	Merged-chr3-115801349-115
NR9096--MA0501.1.MAF::NFE2	chr5	3494541	3494555	-	0.000	0.000	Merged-chr5-3494641-74
NR7489--MA0659.1.MAFG	chr2	173431830	173431850	+	0.000	0.000	Merged-chr2-173431870-16
NR11685--MA0501.1.MAF::NFE2	chr8	34142939	34142953	-	0.000	0.000	Merged-chr8-34142846-49
NR4853--MA0501.1.MAF::NFE2	chr16	16302756	16302770	+	0.000	0.000	Merged-chr16-16302962-82
NR1739--MA0089.1.MAFG::NFE2L1	chr10	118083134	118083139	+	0.000	0.000	Merged-chr10-118083304-59
NR2494--MA0501.1.MAF::NFE2	chr11	115460294	115460308	+	0.000	0.000	Merged-chr11-115460107-26
NR10953--MA0089.1.MAFG::NFE2L1	chr7	44528080	44528085	-	0.000	0.000	Merged-chr7-44527953-37
NR4772--MA0496.2.MAFK	chr15	99715150	99715168	+	0.000	0.000	Merged-chr15-99715119-21
NR2751--MA0501.1.MAF::NFE2	chr12	69458505	69458519	-	0.000	0.000	Merged-chr12-69458442-59
NR6683--MA0501.1.MAF::NFE2	chr2	49744741	49744755	-	0.000	0.000	Merged-chr2-49744707-28
NR3356--MA0495.2.MAFF	chr13	41634642	41634662	-	0.000	0.000	Merged-chr13-41634696-29
NR6383--MA0089.1.MAFG::NFE2L1	chr19	56721528	56721533	-	0.000	0.000	Merged-chr19-56721379-1
NR2270--MA0496.2.MAFK	chr11	87074102	87074120	-	0.000	0.000	Merged-chr11-87073947-35
NR767--MA0089.1.MAFG::NFE2L1	chr1	165763782	165763787	-	0.000	0.000	Merged-chr1-165763682-102
NR1742--MA0117.2.Mafb	chr10	118470759	118470770	+	0.000	0.000	Merged-chr10-118470709-40
NR1736--MA0495.2.MAFF	chr10	117975797	117975817	+	0.000	0.000	Merged-chr10-117975710-27
NR9309--MA0089.1.MAFG::NFE2L1	chr5	65867631	65867636	+	0.000	0.000	Merged-chr5-65867573-52
NR2774--MA0591.1.Bach1::Mafk	chr12	73842441	73842455	+	0.000	0.000	Merged-chr12-73842345-69
NR10966--MA0089.1.MAFG::NFE2L1	chr7	48919743	48919748	-	0.000	0.000	Merged-chr7-48919531-17
NR11860--MA0591.1.Bach1::Mafk	chr8	84908546	84908560	-	0.000	0.000	Merged-chr8-84908616-54
NR6476--MA0501.1.MAF::NFE2	chr2	9889403	9889417	-	0.000	0.000	Merged-chr2-9889480-69
NR9760--MA0089.1.MAFG::NFE2L1	chr5	135115443	135115448	-	0.000	0.000	Merged-chr5-135115482-49
NR11907--MA0089.1.MAFG::NFE2L1	chr8	95713794	95713799	-	0.000	0.000	Merged-chr8-95713709-35
NR4631--MA0501.1.MAF::NFE2	chr15	77820081	77820095	+	0.000	0.000	Merged-chr15-77820208-30
NR6206--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR8684--MA0591.1.Bach1::Mafk	chr4	106598588	106598602	-	0.000	0.000	Merged-chr4-106598618-21
NR3407--MA0591.1.Bach1::Mafk	chr13	51651724	51651738	-	0.000	0.000	Merged-chr13-51651703-54
NR4112--MA0117.2.Mafb	chr14	70781334	70781345	+	0.000	0.000	Merged-chr14-70781292-78
NR12290--MA0501.1.MAF::NFE2	chr9	44517483	44517497	+	0.000	0.000	Merged-chr9-44517678-51
NR10654--MA0495.2.MAFF	chr6	142519101	142519121	+	0.000	0.000	Merged-chr6-142519262-28
NR12952--MA0659.1.MAFG	chrX	75764228	75764248	+	0.000	0.000	Merged-chrX-75764478-65
NR2364--MA0089.1.MAFG::NFE2L1	chr11	103697656	103697661	+	0.000	0.000	Merged-chr11-103697774-72
NR1320--MA0089.1.MAFG::NFE2L1	chr10	44380772	44380777	+	0.000	0.000	Merged-chr10-44380932-96
NR7740--MA0659.1.MAFG	chr3	78958961	78958981	+	0.000	0.000	Merged-chr3-78959037-23
NR1302--MA0495.2.MAFF	chr10	41978598	41978618	+	0.000	0.000	Merged-chr10-41978788-45
NR7437--MA0089.1.MAFG::NFE2L1	chr2	168170384	168170389	-	0.000	0.000	Merged-chr2-168170286-45
NR1159--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR5654--MA0089.1.MAFG::NFE2L1	chr17	88060053	88060058	-	0.000	0.000	Merged-chr17-88060218-12
NR4697--MA0495.2.MAFF	chr15	89671282	89671302	+	0.000	0.000	Merged-chr15-89671344-3
NR10009--MA0089.1.MAFG::NFE2L1	chr6	31080909	31080914	-	0.000	0.000	Merged-chr6-31081023-63
NR9988--MA0089.1.MAFG::NFE2L1	chr6	22379356	22379361	+	0.000	0.000	Merged-chr6-22379477-10
NR6048--MA0496.2.MAFK	chr18	80684421	80684439	-	0.000	0.000	Merged-chr18-80684566-45
NR12945--MA0591.1.Bach1::Mafk	chrX	75056382	75056396	+	0.000	0.000	Merged-chrX-75056362-10
NR2175--MA0089.1.MAFG::NFE2L1	chr11	74897215	74897220	-	0.000	0.000	Merged-chr11-74897454-145
NR7834--MA0117.2.Mafb	chr3	95523976	95523987	-	0.000	0.000	Merged-chr3-95523820-51
NR11772--MA0501.1.MAF::NFE2	chr8	70635680	70635694	-	0.000	0.000	Merged-chr8-70635559-11
NR513--MA0591.1.Bach1::Mafk	chr1	132264733	132264747	-	0.000	0.000	Merged-chr1-132264829-22
NR11079--MA0659.1.MAFG	chr7	75575211	75575231	-	0.000	0.000	Merged-chr7-75575378-66
NR9769--MA0591.1.Bach1::Mafk	chr5	136179727	136179741	+	0.000	0.000	Merged-chr5-136179761-8
NR6621--MA0496.2.MAFK	chr2	34982232	34982250	-	0.000	0.000	Merged-chr2-34982434-20
NR9093--MA0089.1.MAFG::NFE2L1	chr5	3460396	3460401	+	0.000	0.000	Merged-chr5-3460489-2
NR10211--MA0495.2.MAFF	chr6	83428484	83428504	+	0.000	0.000	Merged-chr6-83428521-21
NR5407--MA0591.1.Bach1::Mafk	chr17	29551126	29551140	+	0.000	0.000	Merged-chr17-29551156-34
NR9671--MA0089.1.MAFG::NFE2L1	chr5	117388976	117388981	+	0.000	0.000	Merged-chr5-117388866-82
NR3906--MA0501.1.MAF::NFE2	chr14	16244006	16244020	-	0.000	0.000	Merged-chr14-16243907-1
NR6481--MA0089.1.MAFG::NFE2L1	chr2	11534844	11534849	+	0.000	0.000	Merged-chr2-11534930-5
NR4838--MA0089.1.MAFG::NFE2L1	chr16	10976318	10976323	+	0.000	0.000	Merged-chr16-10976349-23
NR2794--MA0501.1.MAF::NFE2	chr12	79440184	79440198	-	0.000	0.000	Merged-chr12-79440095-16
NR2564--MA0089.1.MAFG::NFE2L1	chr12	3237256	3237261	-	0.000	0.000	Merged-chr12-3237307-1
NR6854--MA0496.2.MAFK	chr2	79774755	79774773	-	0.000	0.000	Merged-chr2-79774648-24
NR9925--MA0501.1.MAF::NFE2	chr6	6577517	6577531	+	0.000	0.000	Merged-chr6-6577639-1
NR2091--MA0591.1.Bach1::Mafk	chr11	60935556	60935570	-	0.000	0.000	Merged-chr11-60935533-50
NR6898--MA0089.1.MAFG::NFE2L1	chr2	91265163	91265168	-	0.000	0.000	Merged-chr2-91265194-57
NR1649--MA0659.1.MAFG	chr10	107858904	107858924	+	0.000	0.000	Merged-chr10-107858878-12
NR12288--MA0495.2.MAFF	chr9	44517477	44517497	-	0.000	0.000	Merged-chr9-44517678-51
NR9020--MA0591.1.Bach1::Mafk	chr4	147738611	147738625	-	0.000	0.000	Merged-chr4-147738835-70
NR2866--MA0089.1.MAFG::NFE2L1	chr12	91746086	91746091	-	0.000	0.000	Merged-chr12-91745848-45
NR10451--MA0501.1.MAF::NFE2	chr6	122758987	122759001	-	0.000	0.000	Merged-chr6-122758915-39
NR9218--MA0089.1.MAFG::NFE2L1	chr5	31202360	31202365	+	0.000	0.000	Merged-chr5-31202256-62
NR9784--MA0089.1.MAFG::NFE2L1	chr5	139197006	139197011	+	0.000	0.000	Merged-chr5-139197126-38
NR272--MA0089.1.MAFG::NFE2L1	chr1	78478073	78478078	+	0.000	0.000	Merged-chr1-78478073-15
NR5648--MA0496.2.MAFK	chr17	86850851	86850869	-	0.000	0.000	Merged-chr17-86850931-27
NR8619--MA0501.1.MAF::NFE2	chr4	89212324	89212338	-	0.000	0.000	Merged-chr4-89212481-15
NR8879--MA0591.1.Bach1::Mafk	chr4	133843256	133843270	-	0.000	0.000	Merged-chr4-133843326-54
NR4578--MA0501.1.MAF::NFE2	chr15	66445477	66445491	+	0.000	0.000	Merged-chr15-66445527-47
NR13--MA0501.1.MAF::NFE2	chr1	13155550	13155564	+	0.000	0.000	Merged-chr1-13155528-52
NR2168--MA0496.2.MAFK	chr11	73131229	73131247	+	0.000	0.000	Merged-chr11-73131233-35
NR5418--MA0501.1.MAF::NFE2	chr17	32067712	32067726	+	0.000	0.000	Merged-chr17-32067769-19
NR5480--MA0117.2.Mafb	chr17	50094214	50094225	+	0.000	0.000	Merged-chr17-50094346-48
NR8666--MA0089.1.MAFG::NFE2L1	chr4	101234853	101234858	-	0.000	0.000	Merged-chr4-101235092-24
NR5903--MA0591.1.Bach1::Mafk	chr18	61400391	61400405	-	0.000	0.000	Merged-chr18-61400402-28
NR9086--MA0591.1.Bach1::Mafk	chr5	3358939	3358953	-	0.000	0.000	Merged-chr5-3358967-15
NR8750--MA0659.1.MAFG	chr4	116018506	116018526	+	0.000	0.000	Merged-chr4-116018460-3
NR5006--MA0659.1.MAFG	chr16	52468520	52468540	+	0.000	0.000	Merged-chr16-52468577-24
NR5563--MA0089.1.MAFG::NFE2L1	chr17	78163511	78163516	+	0.000	0.000	Merged-chr17-78163485-40
NR12610--MA0496.2.MAFK	chr9	94691876	94691894	+	0.000	0.000	Merged-chr9-94691829-80
NR8399--MA0501.1.MAF::NFE2	chr4	6925026	6925040	-	0.000	0.000	Merged-chr4-6924913-49
NR7613--MA0496.2.MAFK	chr3	21917648	21917666	-	0.000	0.000	Merged-chr3-21917648-70
NR5013--MA0495.2.MAFF	chr16	52879649	52879669	+	0.000	0.000	Merged-chr16-52879758-28
NR8968--MA0089.1.MAFG::NFE2L1	chr4	145264583	145264588	+	0.000	0.000	Merged-chr4-145264291-60
NR6564--MA0495.2.MAFF	chr2	27693883	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR6624--MA0591.1.Bach1::Mafk	chr2	35447544	35447558	+	0.000	0.000	Merged-chr2-35447488-46
NR3077--MA0659.1.MAFG	chr12	114615864	114615884	-	0.000	0.000	Merged-chr12-114615725-85
NR3995--MA0089.1.MAFG::NFE2L1	chr14	47189498	47189503	-	0.000	0.000	Merged-chr14-47189272-67
NR1531--MA0089.1.MAFG::NFE2L1	chr10	89487168	89487173	+	0.000	0.000	Merged-chr10-89487316-19
NR12220--MA0501.1.MAF::NFE2	chr9	21804399	21804413	+	0.000	0.000	Merged-chr9-21804518-21
NR6215--MA0089.1.MAFG::NFE2L1	chr19	23388577	23388582	-	0.000	0.000	Merged-chr19-23388451-6
NR2093--MA0501.1.MAF::NFE2	chr11	60935553	60935567	-	0.000	0.000	Merged-chr11-60935533-50
NR11425--MA0089.1.MAFG::NFE2L1	chr7	125588637	125588642	-	0.000	0.000	Merged-chr7-125588877-49
NR11121--MA0501.1.MAF::NFE2	chr7	84196453	84196467	+	0.000	0.000	Merged-chr7-84196453-50
NR7861--MA0591.1.Bach1::Mafk	chr3	100916857	100916871	+	0.000	0.000	Merged-chr3-100917023-29
NR76--MA0495.2.MAFF	chr1	37585875	37585895	+	0.000	0.000	Merged-chr1-37586082-40
NR6238--MA0591.1.Bach1::Mafk	chr19	29948307	29948321	-	0.000	0.000	Merged-chr19-29948443-27
NR6282--MA0501.1.MAF::NFE2	chr19	40618010	40618024	-	0.000	0.000	Merged-chr19-40618053-6
NR5581--MA0496.2.MAFK	chr17	79616756	79616774	-	0.000	0.000	Merged-chr17-79616795-12
NR1457--MA0089.1.MAFG::NFE2L1	chr10	81505459	81505464	-	0.000	0.000	Merged-chr10-81505422-22
NR5--MA0501.1.MAF::NFE2	chr1	7147249	7147263	+	0.000	0.000	Merged-chr1-7147128-26
NR12955--MA0496.2.MAFK	chrX	75764229	75764247	-	0.000	0.000	Merged-chrX-75764478-65
NR7937--MA0089.1.MAFG::NFE2L1	chr3	108562552	108562557	-	0.000	0.000	Merged-chr3-108562830-113
NR7884--MA0117.2.Mafb	chr3	103872771	103872782	-	0.000	0.000	Merged-chr3-103872856-42
NR11606--MA0591.1.Bach1::Mafk	chr8	10438984	10438998	+	0.000	0.000	Merged-chr8-10438986-14
NR1168--MA0089.1.MAFG::NFE2L1	chr10	12842791	12842796	-	0.000	0.000	Merged-chr10-12842715-46
NR4--MA0591.1.Bach1::Mafk	chr1	7147246	7147260	+	0.000	0.000	Merged-chr1-7147128-26
NR4937--MA0501.1.MAF::NFE2	chr16	38396290	38396304	+	0.000	0.000	Merged-chr16-38396327-34
NR12705--MA0501.1.MAF::NFE2	chr9	110645396	110645410	-	0.000	0.000	Merged-chr9-110645405-57
NR7638--MA0117.2.Mafb	chr3	31061345	31061356	+	0.000	0.000	Merged-chr3-31061473-66
NR12781--MA0495.2.MAFF	chr9	118512837	118512857	-	0.000	0.000	Merged-chr9-118512920-16
NR3189--MA0117.2.Mafb	chr13	5913406	5913417	-	0.000	0.000	Merged-chr13-5913367-24
NR10866--MA0591.1.Bach1::Mafk	chr7	27357870	27357884	+	0.000	0.000	Merged-chr7-27357694-29
NR11754--MA0501.1.MAF::NFE2	chr8	69919156	69919170	+	0.000	0.000	Merged-chr8-69919023-72
NR1846--MA0089.1.MAFG::NFE2L1	chr10	128536488	128536493	+	0.000	0.000	Merged-chr10-128536413-59
NR7690--MA0501.1.MAF::NFE2	chr3	59222498	59222512	+	0.000	0.000	Merged-chr3-59222464-17
NR5850--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR10205--MA0089.1.MAFG::NFE2L1	chr6	82748610	82748615	+	0.000	0.000	Merged-chr6-82748444-5
NR12178--MA0089.1.MAFG::NFE2L1	chr9	14071960	14071965	-	0.000	0.000	Merged-chr9-14072005-21
NR8764--MA0089.1.MAFG::NFE2L1	chr4	117887232	117887237	-	0.000	0.000	Merged-chr4-117887306-54
NR10395--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR5653--MA0501.1.MAF::NFE2	chr17	87561103	87561117	-	0.000	0.000	Merged-chr17-87561219-18
NR2371--MA0089.1.MAFG::NFE2L1	chr11	105126494	105126499	-	0.000	0.000	Merged-chr11-105126391-86
NR12646--MA0501.1.MAF::NFE2	chr9	100462315	100462329	+	0.000	0.000	Merged-chr9-100462229-47
NR541--MA0591.1.Bach1::Mafk	chr1	138952346	138952360	+	0.000	0.000	Merged-chr1-138952405-35
NR4619--MA0501.1.MAF::NFE2	chr15	75117647	75117661	-	0.000	0.000	Merged-chr15-75117668-42
