#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR4020--MA0766.1.GATA5	chr2	152789714	152789721	+	0.000	0.000	Merged-chr2-152789536-78
NR1079--MA1104.1.GATA6	chr11	70653429	70653441	+	0.000	0.000	Merged-chr11-70653653-5
NR2387--MA0766.1.GATA5	chr15	8073376	8073383	+	0.000	0.000	Merged-chr15-8073323-37
NR2335--MA0035.3.Gata1	chr14	105232719	105232729	+	0.000	0.000	Merged-chr14-105232653-27
NR9--MA0140.2.GATA1::TAL1	chr1	9883364	9883381	-	0.000	0.000	Merged-chr1-9883358-36
NR3118--MA0140.2.GATA1::TAL1	chr17	84273171	84273188	-	0.000	0.000	Merged-chr17-84273035-23
NR6051--MA0036.3.GATA2	chr7	100449171	100449181	+	0.000	0.000	Merged-chr7-100449076-60
NR6845--MA0036.3.GATA2	chr9	100522271	100522281	-	0.000	0.000	Merged-chr9-100522209-27
NR1913--MA0766.1.GATA5	chr13	94966148	94966155	-	0.000	0.000	Merged-chr13-94966148-17
NR3312--MA0140.2.GATA1::TAL1	chr18	80600775	80600792	-	0.000	0.000	Merged-chr18-80600681-25
NR2943--MA0482.1.Gata4	chr17	31224053	31224063	-	0.000	0.000	Merged-chr17-31224074-61
NR2553--MA0035.3.Gata1	chr15	93298391	93298401	+	0.000	0.000	Merged-chr15-93298411-30
NR7008--MA0140.2.GATA1::TAL1	chrX	98259796	98259813	+	0.000	0.000	Merged-chrX-98259743-49
NR6654--MA0140.2.GATA1::TAL1	chr9	32495844	32495861	-	0.000	0.000	Merged-chr9-32495799-63
NR2979--MA0140.2.GATA1::TAL1	chr17	44893776	44893793	-	0.000	0.000	Merged-chr17-44893726-24
NR2662--MA0035.3.Gata1	chr16	19985111	19985121	+	0.000	0.000	Merged-chr16-19985121-18
NR1860--MA0766.1.GATA5	chr13	86659509	86659516	-	0.000	0.000	Merged-chr13-86659384-2
NR4241--MA0036.3.GATA2	chr3	68543031	68543041	+	0.000	0.000	Merged-chr3-68543251-15
NR2637--MA0766.1.GATA5	chr16	11078641	11078648	-	0.000	0.000	Merged-chr16-11078619-14
NR5018--MA0036.3.GATA2	chr5	33304163	33304173	-	0.000	0.000	Merged-chr5-33304235-9
NR2433--MA0482.1.Gata4	chr15	38234587	38234597	+	0.000	0.000	Merged-chr15-38234634-20
NR39--MA0482.1.Gata4	chr1	35653567	35653577	-	0.000	0.000	Merged-chr1-35653441-55
NR4815--MA1104.1.GATA6	chr4	132040442	132040454	+	0.000	0.000	Merged-chr4-132040319-80
NR4974--MA0035.3.Gata1	chr5	20081077	20081087	-	0.000	0.000	Merged-chr5-20081064-13
NR2152--MA0035.3.Gata1	chr14	54176683	54176693	-	0.000	0.000	Merged-chr14-54176715-16
NR1438--MA0037.3.GATA3	chr12	84773167	84773174	-	0.000	0.000	Merged-chr12-84773092-54
NR2603--MA0766.1.GATA5	chr15	100984054	100984061	+	0.000	0.000	Merged-chr15-100983947-40
NR6240--MA0035.3.Gata1	chr7	132824497	132824507	-	0.000	0.000	Merged-chr7-132824609-20
NR2768--MA1104.1.GATA6	chr16	56800670	56800682	-	0.000	0.000	Merged-chr16-56800625-33
NR6205--MA0036.3.GATA2	chr7	126822098	126822108	-	0.000	0.000	Merged-chr7-126822065-16
NR5680--MA0036.3.GATA2	chr6	116673514	116673524	+	0.000	0.000	Merged-chr6-116673479-1
NR3432--MA0037.3.GATA3	chr19	29418706	29418713	-	0.000	0.000	Merged-chr19-29418635-70
NR3065--MA1104.1.GATA6	chr17	71491182	71491194	-	0.000	0.000	Merged-chr17-71491103-50
NR3684--MA0037.3.GATA3	chr2	58179219	58179226	-	0.000	0.000	Merged-chr2-58179178-61
NR2360--MA0140.2.GATA1::TAL1	chr14	120830724	120830741	-	0.000	0.000	Merged-chr14-120830600-27
NR1210--MA0036.3.GATA2	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR2597--MA0766.1.GATA5	chr15	100755066	100755073	+	0.000	0.000	Merged-chr15-100755115-72
NR4073--MA0482.1.Gata4	chr2	167840537	167840547	+	0.000	0.000	Merged-chr2-167840232-36
NR5330--MA0037.3.GATA3	chr5	143133104	143133111	-	0.000	0.000	Merged-chr5-143133108-49
NR3552--MA0140.2.GATA1::TAL1	chr2	11118937	11118954	-	0.000	0.000	Merged-chr2-11118835-29
NR6091--MA0035.3.Gata1	chr7	108967111	108967121	-	0.000	0.000	Merged-chr7-108967182-43
NR2444--MA0036.3.GATA2	chr15	41818825	41818835	+	0.000	0.000	Merged-chr15-41818887-24
NR3166--MA0140.2.GATA1::TAL1	chr18	42011156	42011173	-	0.000	0.000	Merged-chr18-42011047-44
NR272--MA0035.3.Gata1	chr1	118403837	118403847	+	0.000	0.000	Merged-chr1-118403887-21
NR2977--MA0766.1.GATA5	chr17	44893787	44893794	+	0.000	0.000	Merged-chr17-44893726-24
NR3283--MA0037.3.GATA3	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2952--MA1104.1.GATA6	chr17	34196616	34196628	-	0.000	0.000	Merged-chr17-34196730-34
NR4485--MA0036.3.GATA2	chr3	142413675	142413685	-	0.000	0.000	Merged-chr3-142413684-9
NR2882--MA0482.1.Gata4	chr17	3209754	3209764	+	0.000	0.000	Merged-chr17-3209784-17
NR4071--MA0036.3.GATA2	chr2	166701814	166701824	+	0.000	0.000	Merged-chr2-166701886-96
NR4214--MA0482.1.Gata4	chr3	55783194	55783204	+	0.000	0.000	Merged-chr3-55783254-99
NR1906--MA0037.3.GATA3	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR2043--MA0036.3.GATA2	chr14	8255425	8255435	+	0.000	0.000	Merged-chr14-8255378-13
NR327--MA0482.1.Gata4	chr1	133816063	133816073	+	0.000	0.000	Merged-chr1-133816158-89
NR2576--MA0766.1.GATA5	chr15	97247893	97247900	+	0.000	0.000	Merged-chr15-97247725-117
NR1744--MA0037.3.GATA3	chr13	48572472	48572479	+	0.000	0.000	Merged-chr13-48572336-21
NR1441--MA0036.3.GATA2	chr12	84773166	84773176	+	0.000	0.000	Merged-chr12-84773092-54
NR7036--MA0037.3.GATA3	chrX	153140121	153140128	-	0.000	0.000	Merged-chrX-153140079-69
NR4575--MA0140.2.GATA1::TAL1	chr3	157717697	157717714	-	0.000	0.000	Merged-chr3-157717684-49
NR6035--MA0036.3.GATA2	chr7	90349363	90349373	-	0.000	0.000	Merged-chr7-90349289-16
NR6686--MA1104.1.GATA6	chr9	44526616	44526628	-	0.000	0.000	Merged-chr9-44526635-59
NR2056--MA0036.3.GATA2	chr14	16172524	16172534	-	0.000	0.000	Merged-chr14-16172497-2
NR3482--MA0036.3.GATA2	chr19	40818904	40818914	+	0.000	0.000	Merged-chr19-40819012-30
NR3371--MA0037.3.GATA3	chr19	4119836	4119843	+	0.000	0.000	Merged-chr19-4119891-46
NR6354--MA0035.3.Gata1	chr8	34276125	34276135	+	0.000	0.000	Merged-chr8-34276285-23
NR4972--MA1104.1.GATA6	chr5	19908050	19908062	-	0.000	0.000	Merged-chr5-19908144-8
NR3233--MA0140.2.GATA1::TAL1	chr18	57085860	57085877	-	0.000	0.000	Merged-chr18-57085717-36
NR2150--MA1104.1.GATA6	chr14	54176682	54176694	+	0.000	0.000	Merged-chr14-54176715-16
NR310--MA0037.3.GATA3	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR3546--MA0037.3.GATA3	chr2	11118948	11118955	+	0.000	0.000	Merged-chr2-11118835-29
NR7015--MA1104.1.GATA6	chrX	109114147	109114159	+	0.000	0.000	Merged-chrX-109113990-42
NR2944--MA1104.1.GATA6	chr17	31224053	31224065	+	0.000	0.000	Merged-chr17-31224074-61
NR1595--MA0037.3.GATA3	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR1250--MA0035.3.Gata1	chr11	104609419	104609429	-	0.000	0.000	Merged-chr11-104609685-47
NR1247--MA0037.3.GATA3	chr11	104609421	104609428	+	0.000	0.000	Merged-chr11-104609685-47
NR2578--MA0140.2.GATA1::TAL1	chr15	97247882	97247899	-	0.000	0.000	Merged-chr15-97247725-117
NR609--MA0036.3.GATA2	chr10	21186949	21186959	+	0.000	0.000	Merged-chr10-21186963-29
NR1953--MA0766.1.GATA5	chr13	107571661	107571668	-	0.000	0.000	Merged-chr13-107571801-8
NR3875--MA0036.3.GATA2	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR524--MA0482.1.Gata4	chr1	181842528	181842538	+	0.000	0.000	Merged-chr1-181842712-4
NR2635--MA0482.1.Gata4	chr16	11078641	11078651	+	0.000	0.000	Merged-chr16-11078619-14
NR2887--MA0482.1.Gata4	chr17	7927890	7927900	+	0.000	0.000	Merged-chr17-7928003-98
NR1685--MA0036.3.GATA2	chr13	24682442	24682452	-	0.000	0.000	Merged-chr13-24682422-48
NR5084--MA0140.2.GATA1::TAL1	chr5	65901067	65901084	-	0.000	0.000	Merged-chr5-65901111-39
NR5783--MA0766.1.GATA5	chr6	131293481	131293488	-	0.000	0.000	Merged-chr6-131293515-116
NR1914--MA0035.3.Gata1	chr13	94966147	94966157	+	0.000	0.000	Merged-chr13-94966148-17
NR5911--MA0766.1.GATA5	chr7	28867693	28867700	-	0.000	0.000	Merged-chr7-28867749-38
NR3745--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR4533--MA0482.1.Gata4	chr3	152928850	152928860	+	0.000	0.000	Merged-chr3-152928852-31
NR3363--MA0037.3.GATA3	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR6659--MA0036.3.GATA2	chr9	32706421	32706431	+	0.000	0.000	Merged-chr9-32706237-53
NR4042--MA0036.3.GATA2	chr2	158666716	158666726	-	0.000	0.000	Merged-chr2-158666771-26
NR6988--MA0482.1.Gata4	chrX	77580107	77580117	-	0.000	0.000	Merged-chrX-77580117-37
NR1861--MA0035.3.Gata1	chr13	86659508	86659518	+	0.000	0.000	Merged-chr13-86659384-2
NR2266--MA0036.3.GATA2	chr14	79481996	79482006	+	0.000	0.000	Merged-chr14-79481875-1
NR4021--MA0140.2.GATA1::TAL1	chr2	152789703	152789720	-	0.000	0.000	Merged-chr2-152789536-78
NR1741--MA0482.1.Gata4	chr13	43485436	43485446	+	0.000	0.000	Merged-chr13-43485409-24
NR4279--MA0140.2.GATA1::TAL1	chr3	87274613	87274630	+	0.000	0.000	Merged-chr3-87274512-10
NR3211--MA0766.1.GATA5	chr18	55107111	55107118	-	0.000	0.000	Merged-chr18-55107186-34
NR1077--MA0037.3.GATA3	chr11	70653432	70653439	+	0.000	0.000	Merged-chr11-70653653-5
NR2883--MA1104.1.GATA6	chr17	3209752	3209764	-	0.000	0.000	Merged-chr17-3209784-17
NR5404--MA0036.3.GATA2	chr6	15743687	15743697	+	0.000	0.000	Merged-chr6-15743639-18
NR5691--MA0035.3.Gata1	chr6	119467917	119467927	-	0.000	0.000	Merged-chr6-119467964-3
NR6352--MA1104.1.GATA6	chr8	34276124	34276136	-	0.000	0.000	Merged-chr8-34276285-23
NR262--MA1104.1.GATA6	chr1	106425401	106425413	+	0.000	0.000	Merged-chr1-106425516-24
NR1958--MA0766.1.GATA5	chr13	108045781	108045788	-	0.000	0.000	Merged-chr13-108045887-18
NR328--MA1104.1.GATA6	chr1	133816061	133816073	-	0.000	0.000	Merged-chr1-133816158-89
NR3520--MA0035.3.Gata1	chr19	59926170	59926180	+	0.000	0.000	Merged-chr19-59926305-20
NR4206--MA0766.1.GATA5	chr3	52840429	52840436	-	0.000	0.000	Merged-chr3-52840378-53
NR4278--MA0035.3.Gata1	chr3	87274611	87274621	+	0.000	0.000	Merged-chr3-87274512-10
NR2598--MA0035.3.Gata1	chr15	100755064	100755074	-	0.000	0.000	Merged-chr15-100755115-72
NR990--MA0037.3.GATA3	chr11	32200304	32200311	+	0.000	0.000	Merged-chr11-32200377-38
NR2753--MA1104.1.GATA6	chr16	49800131	49800143	-	0.000	0.000	Merged-chr16-49800187-31
NR1284--MA0140.2.GATA1::TAL1	chr11	113135552	113135569	+	0.000	0.000	Merged-chr11-113135419-7
NR4034--MA0036.3.GATA2	chr2	157131307	157131317	+	0.000	0.000	Merged-chr2-157131278-25
NR1720--MA0482.1.Gata4	chr13	38050036	38050046	+	0.000	0.000	Merged-chr13-38050052-14
NR3010--MA0035.3.Gata1	chr17	49435333	49435343	+	0.000	0.000	Merged-chr17-49435295-16
NR3780--MA0036.3.GATA2	chr2	102812792	102812802	-	0.000	0.000	Merged-chr2-102812992-26
NR2386--MA1104.1.GATA6	chr15	8073373	8073385	+	0.000	0.000	Merged-chr15-8073323-37
NR4890--MA0037.3.GATA3	chr4	148638466	148638473	+	0.000	0.000	Merged-chr4-148638535-16
NR2529--MA0036.3.GATA2	chr15	82914620	82914630	-	0.000	0.000	Merged-chr15-82914694-36
NR4267--MA0482.1.Gata4	chr3	84570697	84570707	+	0.000	0.000	Merged-chr3-84570776-21
NR4446--MA1104.1.GATA6	chr3	136531891	136531903	-	0.000	0.000	Merged-chr3-136531691-41
NR2100--MA1104.1.GATA6	chr14	40927276	40927288	+	0.000	0.000	Merged-chr14-40927194-29
NR5693--MA0482.1.Gata4	chr6	120799146	120799156	-	0.000	0.000	Merged-chr6-120799097-7
NR966--MA0140.2.GATA1::TAL1	chr11	21166882	21166899	-	0.000	0.000	Merged-chr11-21166963-42
NR5550--MA0482.1.Gata4	chr6	83146199	83146209	-	0.000	0.000	Merged-chr6-83146136-12
NR5431--MA0035.3.Gata1	chr6	29279102	29279112	-	0.000	0.000	Merged-chr6-29279043-26
NR3936--MA0482.1.Gata4	chr2	135966824	135966834	-	0.000	0.000	Merged-chr2-135966695-1
NR2766--MA0037.3.GATA3	chr16	55555444	55555451	-	0.000	0.000	Merged-chr16-55555428-28
NR2577--MA0035.3.Gata1	chr15	97247891	97247901	-	0.000	0.000	Merged-chr15-97247725-117
NR237--MA0482.1.Gata4	chr1	97576114	97576124	+	0.000	0.000	Merged-chr1-97576212-8
NR5863--MA0766.1.GATA5	chr7	6127302	6127309	-	0.000	0.000	Merged-chr7-6127268-44
NR3063--MA0037.3.GATA3	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR1080--MA0036.3.GATA2	chr11	70653430	70653440	-	0.000	0.000	Merged-chr11-70653653-5
NR4154--MA0140.2.GATA1::TAL1	chr3	9705268	9705285	+	0.000	0.000	Merged-chr3-9705328-27
NR2636--MA1104.1.GATA6	chr16	11078639	11078651	-	0.000	0.000	Merged-chr16-11078619-14
NR1558--MA0037.3.GATA3	chr12	114587399	114587406	-	0.000	0.000	Merged-chr12-114587375-26
NR6615--MA0037.3.GATA3	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR5444--MA0035.3.Gata1	chr6	31218640	31218650	-	0.000	0.000	Merged-chr6-31218507-77
NR6453--MA1104.1.GATA6	chr8	94634429	94634441	+	0.000	0.000	Merged-chr8-94634294-63
NR5082--MA0766.1.GATA5	chr5	65535551	65535558	-	0.000	0.000	Merged-chr5-65535639-23
NR1879--MA0035.3.Gata1	chr13	89539277	89539287	+	0.000	0.000	Merged-chr13-89539460-39
NR2888--MA1104.1.GATA6	chr17	7927888	7927900	-	0.000	0.000	Merged-chr17-7928003-98
NR1122--MA0766.1.GATA5	chr11	77625291	77625298	-	0.000	0.000	Merged-chr11-77625263-36
NR3939--MA0035.3.Gata1	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR2306--MA0140.2.GATA1::TAL1	chr14	101478877	101478894	+	0.000	0.000	Merged-chr14-101478839-3
NR2950--MA0037.3.GATA3	chr17	34196618	34196625	-	0.000	0.000	Merged-chr17-34196730-34
NR4534--MA1104.1.GATA6	chr3	152928848	152928860	-	0.000	0.000	Merged-chr3-152928852-31
NR5781--MA0482.1.Gata4	chr6	131293481	131293491	+	0.000	0.000	Merged-chr6-131293515-116
NR4882--MA0037.3.GATA3	chr4	147398577	147398584	+	0.000	0.000	Merged-chr4-147398590-67
NR5366--MA0766.1.GATA5	chr5	149246273	149246280	+	0.000	0.000	Merged-chr5-149246178-51
NR5612--MA1104.1.GATA6	chr6	97523193	97523205	+	0.000	0.000	Merged-chr6-97523334-26
NR6619--MA0766.1.GATA5	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR6609--MA0036.3.GATA2	chr9	7576785	7576795	-	0.000	0.000	Merged-chr9-7576753-19
NR6989--MA1104.1.GATA6	chrX	77580107	77580119	+	0.000	0.000	Merged-chrX-77580117-37
NR1749--MA0035.3.Gata1	chr13	48572470	48572480	-	0.000	0.000	Merged-chr13-48572336-21
NR647--MA0037.3.GATA3	chr10	28674113	28674120	+	0.000	0.000	Merged-chr10-28674060-27
NR2931--MA0036.3.GATA2	chr17	18558831	18558841	-	0.000	0.000	Merged-chr17-18558777-104
NR5988--MA0036.3.GATA2	chr7	65705270	65705280	-	0.000	0.000	Merged-chr7-65705151-59
NR5922--MA0482.1.Gata4	chr7	30280499	30280509	-	0.000	0.000	Merged-chr7-30280528-94
NR3376--MA0035.3.Gata1	chr19	5088431	5088441	+	0.000	0.000	Merged-chr19-5088339-71
NR4930--MA0035.3.Gata1	chr4	154798017	154798027	-	0.000	0.000	Merged-chr4-154798011-18
NR4822--MA0140.2.GATA1::TAL1	chr4	134372542	134372559	+	0.000	0.000	Merged-chr4-134372505-25
NR1452--MA0036.3.GATA2	chr12	85707229	85707239	-	0.000	0.000	Merged-chr12-85707188-3
NR5912--MA0035.3.Gata1	chr7	28867692	28867702	+	0.000	0.000	Merged-chr7-28867749-38
NR1518--MA0036.3.GATA2	chr12	103331558	103331568	+	0.000	0.000	Merged-chr12-103331678-52
NR1043--MA0035.3.Gata1	chr11	58948839	58948849	-	0.000	0.000	Merged-chr11-58948790-70
NR2942--MA0037.3.GATA3	chr17	31224056	31224063	+	0.000	0.000	Merged-chr17-31224074-61
NR790--MA0766.1.GATA5	chr10	94116420	94116427	+	0.000	0.000	Merged-chr10-94116374-33
NR5563--MA0766.1.GATA5	chr6	87041205	87041212	+	0.000	0.000	Merged-chr6-87041204-35
NR2048--MA0482.1.Gata4	chr14	14353429	14353439	-	0.000	0.000	Merged-chr14-14353361-58
NR5619--MA0036.3.GATA2	chr6	97523240	97523250	+	0.000	0.000	Merged-chr6-97523334-26
NR3254--MA0036.3.GATA2	chr18	61571092	61571102	+	0.000	0.000	Merged-chr18-61571068-18
NR41--MA0035.3.Gata1	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR3212--MA0035.3.Gata1	chr18	55107110	55107120	+	0.000	0.000	Merged-chr18-55107186-34
NR1717--MA0482.1.Gata4	chr13	37760195	37760205	-	0.000	0.000	Merged-chr13-37760092-14
NR5943--MA0766.1.GATA5	chr7	43894806	43894813	-	0.000	0.000	Merged-chr7-43894981-37
NR573--MA0037.3.GATA3	chr1	193449494	193449501	-	0.000	0.000	Merged-chr1-193449672-37
NR3121--MA0766.1.GATA5	chr17	84633653	84633660	-	0.000	0.000	Merged-chr17-84633706-27
NR1303--MA0482.1.Gata4	chr11	116782975	116782985	+	0.000	0.000	Merged-chr11-116782885-34
NR4268--MA1104.1.GATA6	chr3	84570695	84570707	-	0.000	0.000	Merged-chr3-84570776-21
NR1693--MA0766.1.GATA5	chr13	30548966	30548973	-	0.000	0.000	Merged-chr13-30549048-17
NR5694--MA1104.1.GATA6	chr6	120799146	120799158	+	0.000	0.000	Merged-chr6-120799097-7
NR3937--MA1104.1.GATA6	chr2	135966824	135966836	+	0.000	0.000	Merged-chr2-135966695-1
NR6328--MA1104.1.GATA6	chr8	33184700	33184712	+	0.000	0.000	Merged-chr8-33184833-17
NR1699--MA0140.2.GATA1::TAL1	chr13	32829147	32829164	+	0.000	0.000	Merged-chr13-32829119-10
NR1959--MA0035.3.Gata1	chr13	108045780	108045790	+	0.000	0.000	Merged-chr13-108045887-18
NR5704--MA0766.1.GATA5	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR1202--MA0766.1.GATA5	chr11	96441665	96441672	+	0.000	0.000	Merged-chr11-96441741-50
NR5110--MA0035.3.Gata1	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR238--MA1104.1.GATA6	chr1	97576112	97576124	-	0.000	0.000	Merged-chr1-97576212-8
NR5327--MA0036.3.GATA2	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR1696--MA0036.3.GATA2	chr13	30742668	30742678	-	0.000	0.000	Merged-chr13-30742638-44
NR3484--MA0140.2.GATA1::TAL1	chr19	40818906	40818923	+	0.000	0.000	Merged-chr19-40819012-30
NR1952--MA1104.1.GATA6	chr13	107571659	107571671	-	0.000	0.000	Merged-chr13-107571801-8
NR6367--MA0482.1.Gata4	chr8	47173240	47173250	+	0.000	0.000	Merged-chr8-47173269-33
NR1011--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR7005--MA0037.3.GATA3	chrX	98259795	98259802	-	0.000	0.000	Merged-chrX-98259743-49
NR3071--MA0036.3.GATA2	chr17	71618157	71618167	+	0.000	0.000	Merged-chr17-71618121-41
NR3292--MA0140.2.GATA1::TAL1	chr18	77047448	77047465	-	0.000	0.000	Merged-chr18-77047269-53
NR4177--MA0482.1.Gata4	chr3	21996047	21996057	-	0.000	0.000	Merged-chr3-21996009-51
NR308--MA0140.2.GATA1::TAL1	chr1	128772583	128772600	-	0.000	0.000	Merged-chr1-128772538-19
NR5782--MA1104.1.GATA6	chr6	131293479	131293491	-	0.000	0.000	Merged-chr6-131293515-116
NR5755--MA0035.3.Gata1	chr6	129304489	129304499	-	0.000	0.000	Merged-chr6-129304354-36
NR5393--MA0766.1.GATA5	chr6	4664524	4664531	-	0.000	0.000	Merged-chr6-4664595-18
NR4286--MA0482.1.Gata4	chr3	89187847	89187857	-	0.000	0.000	Merged-chr3-89188181-94
NR3365--MA0766.1.GATA5	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR5864--MA0035.3.Gata1	chr7	6127301	6127311	+	0.000	0.000	Merged-chr7-6127268-44
NR1681--MA0140.2.GATA1::TAL1	chr13	24419821	24419838	-	0.000	0.000	Merged-chr13-24419838-27
NR5364--MA0482.1.Gata4	chr5	149246270	149246280	-	0.000	0.000	Merged-chr5-149246178-51
NR1261--MA0036.3.GATA2	chr11	108910989	108910999	+	0.000	0.000	Merged-chr11-108910906-74
NR4194--MA0037.3.GATA3	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR1327--MA0036.3.GATA2	chr12	4234233	4234243	+	0.000	0.000	Merged-chr12-4234133-70
NR326--MA0037.3.GATA3	chr1	133816063	133816070	-	0.000	0.000	Merged-chr1-133816158-89
NR5923--MA1104.1.GATA6	chr7	30280499	30280511	+	0.000	0.000	Merged-chr7-30280528-94
NR5083--MA0035.3.Gata1	chr5	65535550	65535560	+	0.000	0.000	Merged-chr5-65535639-23
NR5263--MA0766.1.GATA5	chr5	115532123	115532130	-	0.000	0.000	Merged-chr5-115532166-6
NR1123--MA0035.3.Gata1	chr11	77625290	77625300	+	0.000	0.000	Merged-chr11-77625263-36
NR3716--MA0482.1.Gata4	chr2	80324388	80324398	+	0.000	0.000	Merged-chr2-80324472-29
NR5006--MA0035.3.Gata1	chr5	30343455	30343465	-	0.000	0.000	Merged-chr5-30343363-21
NR4335--MA1104.1.GATA6	chr3	106544878	106544890	+	0.000	0.000	Merged-chr3-106544962-40
NR1826--MA0766.1.GATA5	chr13	62880365	62880372	+	0.000	0.000	Merged-chr13-62880327-44
NR3578--MA0035.3.Gata1	chr2	18897975	18897985	-	0.000	0.000	Merged-chr2-18898046-21
NR1417--MA0482.1.Gata4	chr12	76533015	76533025	+	0.000	0.000	Merged-chr12-76533132-4
NR5428--MA0036.3.GATA2	chr6	29279102	29279112	-	0.000	0.000	Merged-chr6-29279043-26
NR1797--MA0036.3.GATA2	chr13	58475754	58475764	+	0.000	0.000	Merged-chr13-58475654-27
NR5014--MA0036.3.GATA2	chr5	32950841	32950851	+	0.000	0.000	Merged-chr5-32950856-18
NR3605--MA0036.3.GATA2	chr2	26753536	26753546	-	0.000	0.000	Merged-chr2-26753671-30
NR5367--MA0035.3.Gata1	chr5	149246271	149246281	-	0.000	0.000	Merged-chr5-149246178-51
NR5786--MA0140.2.GATA1::TAL1	chr6	133960887	133960904	-	0.000	0.000	Merged-chr6-133960914-20
NR3392--MA0482.1.Gata4	chr19	12805881	12805891	-	0.000	0.000	Merged-chr19-12806193-62
NR3519--MA0766.1.GATA5	chr19	59926171	59926178	-	0.000	0.000	Merged-chr19-59926305-20
NR1814--MA1104.1.GATA6	chr13	61788291	61788303	-	0.000	0.000	Merged-chr13-61788395-14
NR3772--MA0482.1.Gata4	chr2	102039327	102039337	-	0.000	0.000	Merged-chr2-102039537-38
NR3296--MA0482.1.Gata4	chr18	79293877	79293887	-	0.000	0.000	Merged-chr18-79293898-35
NR1887--MA0482.1.Gata4	chr13	91484439	91484449	-	0.000	0.000	Merged-chr13-91484361-55
NR992--MA0766.1.GATA5	chr11	32200304	32200311	+	0.000	0.000	Merged-chr11-32200377-38
NR6980--MA0140.2.GATA1::TAL1	chrX	73921980	73921997	-	0.000	0.000	Merged-chrX-73921958-51
NR735--MA0035.3.Gata1	chr10	75765085	75765095	-	0.000	0.000	Merged-chr10-75765225-18
NR1718--MA1104.1.GATA6	chr13	37760195	37760207	+	0.000	0.000	Merged-chr13-37760092-14
NR3712--MA1104.1.GATA6	chr2	73313437	73313449	-	0.000	0.000	Merged-chr2-73313328-11
NR2634--MA0037.3.GATA3	chr16	11078641	11078648	-	0.000	0.000	Merged-chr16-11078619-14
NR2602--MA0036.3.GATA2	chr15	100984052	100984062	-	0.000	0.000	Merged-chr15-100983947-40
NR2088--MA0482.1.Gata4	chr14	30024461	30024471	+	0.000	0.000	Merged-chr14-30024538-20
NR2955--MA0035.3.Gata1	chr17	34196617	34196627	+	0.000	0.000	Merged-chr17-34196730-34
NR2886--MA0037.3.GATA3	chr17	7927890	7927897	-	0.000	0.000	Merged-chr17-7928003-98
NR5255--MA0766.1.GATA5	chr5	107978463	107978470	+	0.000	0.000	Merged-chr5-107978348-39
NR2511--MA0140.2.GATA1::TAL1	chr15	78835258	78835275	-	0.000	0.000	Merged-chr15-78835387-37
NR1266--MA0036.3.GATA2	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR2918--MA0140.2.GATA1::TAL1	chr17	17394561	17394578	-	0.000	0.000	Merged-chr17-17394461-20
NR3479--MA0766.1.GATA5	chr19	40499239	40499246	+	0.000	0.000	Merged-chr19-40499344-12
NR3480--MA0482.1.Gata4	chr19	40818905	40818915	+	0.000	0.000	Merged-chr19-40819012-30
NR4532--MA0037.3.GATA3	chr3	152928850	152928857	-	0.000	0.000	Merged-chr3-152928852-31
NR6207--MA0140.2.GATA1::TAL1	chr7	126822089	126822106	-	0.000	0.000	Merged-chr7-126822065-16
NR6766--MA0140.2.GATA1::TAL1	chr9	77954549	77954566	-	0.000	0.000	Merged-chr9-77954587-30
