#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1850--MA0035.3.Gata1	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR7569--MA0035.3.Gata1	chr9	44772869	44772879	-	0.000	0.000	Merged-chr9-44772887-60
NR6101--MA0766.1.GATA5	chr5	138280045	138280052	+	0.000	0.000	Merged-chr5-138280109-50
NR2470--MA0766.1.GATA5	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR677--MA0766.1.GATA5	chr10	14326191	14326198	+	0.000	0.000	Merged-chr10-14326395-38
NR253--MA0036.3.GATA2	chr1	95747471	95747481	-	0.000	0.000	Merged-chr1-95747553-17
NR3295--MA0482.1.Gata4	chr16	93918466	93918476	+	0.000	0.000	Merged-chr16-93918388-61
NR3891--MA0035.3.Gata1	chr19	3533539	3533549	-	0.000	0.000	Merged-chr19-3533432-13
NR7059--MA0035.3.Gata1	chr7	127293655	127293665	+	0.000	0.000	Merged-chr7-127293782-25
NR7976--MA0037.3.GATA3	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR1969--MA1104.1.GATA6	chr13	52922195	52922207	+	0.000	0.000	Merged-chr13-52922066-27
NR1380--MA0037.3.GATA3	chr11	108248586	108248593	-	0.000	0.000	Merged-chr11-108248558-56
NR6561--MA0036.3.GATA2	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR3235--MA1104.1.GATA6	chr16	76337178	76337190	+	0.000	0.000	Merged-chr16-76337291-62
NR1972--MA0035.3.Gata1	chr13	52922196	52922206	-	0.000	0.000	Merged-chr13-52922066-27
NR2202--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR3822--MA0036.3.GATA2	chr18	79303777	79303787	+	0.000	0.000	Merged-chr18-79303705-44
NR4976--MA0140.2.GATA1::TAL1	chr3	95028764	95028781	+	0.000	0.000	Merged-chr3-95028827-26
NR7910--MA0036.3.GATA2	chr9	120493244	120493254	+	0.000	0.000	Merged-chr9-120493281-1
NR7667--MA0482.1.Gata4	chr9	72465981	72465991	-	0.000	0.000	Merged-chr9-72465991-47
NR2091--MA1104.1.GATA6	chr13	95697070	95697082	-	0.000	0.000	Merged-chr13-95697036-46
NR2454--MA0482.1.Gata4	chr14	59397232	59397242	-	0.000	0.000	Merged-chr14-59397210-50
NR7575--MA1104.1.GATA6	chr9	45945095	45945107	+	0.000	0.000	Merged-chr9-45945206-63
NR799--MA0766.1.GATA5	chr10	62327715	62327722	+	0.000	0.000	Merged-chr10-62327638-49
NR3344--MA1104.1.GATA6	chr17	7927888	7927900	-	0.000	0.000	Merged-chr17-7928003-98
NR1188--MA1104.1.GATA6	chr11	58189859	58189871	+	0.000	0.000	Merged-chr11-58189839-18
NR4657--MA0482.1.Gata4	chr2	153525960	153525970	+	0.000	0.000	Merged-chr2-153526092-26
NR6117--MA0036.3.GATA2	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR3298--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR1045--MA1104.1.GATA6	chr11	6528673	6528685	+	0.000	0.000	Merged-chr11-6528717-51
NR1913--MA0766.1.GATA5	chr13	33079457	33079464	+	0.000	0.000	Merged-chr13-33079670-11
NR4971--MA0482.1.Gata4	chr3	93550240	93550250	+	0.000	0.000	Merged-chr3-93550146-53
NR3719--MA0140.2.GATA1::TAL1	chr18	50066167	50066184	-	0.000	0.000	Merged-chr18-50066137-40
NR2806--MA0140.2.GATA1::TAL1	chr15	64067711	64067728	+	0.000	0.000	Merged-chr15-64067738-34
NR3954--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR2205--MA0035.3.Gata1	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR465--MA0482.1.Gata4	chr1	161309340	161309350	-	0.000	0.000	Merged-chr1-161309457-43
NR2847--MA0482.1.Gata4	chr15	78835266	78835276	-	0.000	0.000	Merged-chr15-78835387-37
NR1167--MA1104.1.GATA6	chr11	51760530	51760542	+	0.000	0.000	Merged-chr11-51760433-27
NR3920--MA0766.1.GATA5	chr19	12805884	12805891	+	0.000	0.000	Merged-chr19-12806193-62
NR6311--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR4416--MA0036.3.GATA2	chr2	104763428	104763438	-	0.000	0.000	Merged-chr2-104763396-33
NR2465--MA0036.3.GATA2	chr14	60072722	60072732	+	0.000	0.000	Merged-chr14-60072713-24
NR6087--MA0766.1.GATA5	chr5	124022517	124022524	-	0.000	0.000	Merged-chr5-124022476-27
NR386--MA1104.1.GATA6	chr1	139009691	139009703	-	0.000	0.000	Merged-chr1-139009798-23
NR439--MA0140.2.GATA1::TAL1	chr1	155558225	155558242	+	0.000	0.000	Merged-chr1-155558323-75
NR6154--MA0482.1.Gata4	chr5	149246270	149246280	-	0.000	0.000	Merged-chr5-149246178-51
NR6829--MA0035.3.Gata1	chr7	44496629	44496639	+	0.000	0.000	Merged-chr7-44496496-71
NR3432--MA0037.3.GATA3	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR7567--MA1104.1.GATA6	chr9	44772868	44772880	+	0.000	0.000	Merged-chr9-44772887-60
NR955--MA0140.2.GATA1::TAL1	chr10	108167988	108168005	-	0.000	0.000	Merged-chr10-108168166-48
NR468--MA0035.3.Gata1	chr1	161309341	161309351	-	0.000	0.000	Merged-chr1-161309457-43
NR2303--MA0482.1.Gata4	chr14	25857535	25857545	+	0.000	0.000	Merged-chr14-25857742-93
NR6280--MA1104.1.GATA6	chr6	58832865	58832877	-	0.000	0.000	Merged-chr6-58832889-39
NR6120--MA0140.2.GATA1::TAL1	chr5	143038559	143038576	+	0.000	0.000	Merged-chr5-143038769-30
NR7057--MA1104.1.GATA6	chr7	127293654	127293666	-	0.000	0.000	Merged-chr7-127293782-25
NR434--MA0035.3.Gata1	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR1417--MA1104.1.GATA6	chr11	114883353	114883365	+	0.000	0.000	Merged-chr11-114883420-19
NR5964--MA0036.3.GATA2	chr5	92375116	92375126	+	0.000	0.000	Merged-chr5-92374946-3
NR2909--MA1104.1.GATA6	chr15	96827786	96827798	+	0.000	0.000	Merged-chr15-96827730-24
NR1733--MA0036.3.GATA2	chr12	102350998	102351008	+	0.000	0.000	Merged-chr12-102350976-38
NR2715--MA0036.3.GATA2	chr15	19857418	19857428	+	0.000	0.000	Merged-chr15-19857574-17
NR1420--MA0035.3.Gata1	chr11	114883354	114883364	-	0.000	0.000	Merged-chr11-114883420-19
NR6542--MA0766.1.GATA5	chr6	129284596	129284603	-	0.000	0.000	Merged-chr6-129284661-64
NR6931--MA0037.3.GATA3	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR7913--MA0140.2.GATA1::TAL1	chr9	121857607	121857624	+	0.000	0.000	Merged-chr9-121857638-93
NR5940--MA0766.1.GATA5	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR474--MA1104.1.GATA6	chr1	161794944	161794956	-	0.000	0.000	Merged-chr1-161794797-65
NR3370--MA0766.1.GATA5	chr17	12165548	12165555	-	0.000	0.000	Merged-chr17-12165459-54
NR7480--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR218--MA0482.1.Gata4	chr1	91347219	91347229	-	0.000	0.000	Merged-chr1-91347121-29
NR2457--MA0036.3.GATA2	chr14	59943444	59943454	+	0.000	0.000	Merged-chr14-59943344-19
NR2415--MA0035.3.Gata1	chr14	53132506	53132516	+	0.000	0.000	Merged-chr14-53132661-29
NR6530--MA1104.1.GATA6	chr6	127419915	127419927	+	0.000	0.000	Merged-chr6-127420078-9
NR6503--MA0035.3.Gata1	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR5518--MA0037.3.GATA3	chr4	101586047	101586054	+	0.000	0.000	Merged-chr4-101585990-74
NR5315--MA0140.2.GATA1::TAL1	chr4	11721581	11721598	-	0.000	0.000	Merged-chr4-11721470-80
NR5356--MA1104.1.GATA6	chr4	47319832	47319844	+	0.000	0.000	Merged-chr4-47319930-54
NR4246--MA0036.3.GATA2	chr2	62352185	62352195	+	0.000	0.000	Merged-chr2-62352277-29
NR4052--MA0482.1.Gata4	chr2	13718859	13718869	+	0.000	0.000	Merged-chr2-13718816-55
NR6664--MA0766.1.GATA5	chr6	142823508	142823515	+	0.000	0.000	Merged-chr6-142823375-40
NR2203--MA1104.1.GATA6	chr13	113023932	113023944	-	0.000	0.000	Merged-chr13-113023939-34
NR3644--MA0036.3.GATA2	chr18	20970243	20970253	-	0.000	0.000	Merged-chr18-20970303-31
NR6983--MA0482.1.Gata4	chr7	108943814	108943824	-	0.000	0.000	Merged-chr7-108943832-1
NR4161--MA0482.1.Gata4	chr2	43739404	43739414	+	0.000	0.000	Merged-chr2-43739518-2
NR7732--MA0036.3.GATA2	chr9	87025899	87025909	+	0.000	0.000	Merged-chr9-87025935-38
NR216--MA0036.3.GATA2	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR197--MA0036.3.GATA2	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR7671--MA0035.3.Gata1	chr9	72465982	72465992	-	0.000	0.000	Merged-chr9-72465991-47
NR915--MA0140.2.GATA1::TAL1	chr10	96015944	96015961	-	0.000	0.000	Merged-chr10-96015913-48
NR7036--MA0140.2.GATA1::TAL1	chr7	121641348	121641365	-	0.000	0.000	Merged-chr7-121641450-48
NR6497--MA0035.3.Gata1	chr6	122557163	122557173	+	0.000	0.000	Merged-chr6-122557216-31
NR2656--MA0482.1.Gata4	chr14	121423096	121423106	-	0.000	0.000	Merged-chr14-121422910-45
NR678--MA0035.3.Gata1	chr10	14326189	14326199	-	0.000	0.000	Merged-chr10-14326395-38
NR3963--MA0035.3.Gata1	chr19	29641361	29641371	+	0.000	0.000	Merged-chr19-29641308-66
NR766--MA0140.2.GATA1::TAL1	chr10	53346833	53346850	+	0.000	0.000	Merged-chr10-53346835-25
NR4972--MA1104.1.GATA6	chr3	93550238	93550250	-	0.000	0.000	Merged-chr3-93550146-53
NR3894--MA0037.3.GATA3	chr19	4119836	4119843	+	0.000	0.000	Merged-chr19-4119891-46
NR8009--MA0766.1.GATA5	chrX	153140121	153140128	-	0.000	0.000	Merged-chrX-153140079-69
NR5500--MA0035.3.Gata1	chr4	95068327	95068337	-	0.000	0.000	Merged-chr4-95068269-28
NR7634--MA0037.3.GATA3	chr9	62421170	62421177	+	0.000	0.000	Merged-chr9-62421317-30
NR2417--MA0482.1.Gata4	chr14	53132798	53132808	+	0.000	0.000	Merged-chr14-53132661-29
NR6372--MA0766.1.GATA5	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR6253--MA0140.2.GATA1::TAL1	chr6	50146580	50146597	-	0.000	0.000	Merged-chr6-50146420-23
NR2921--MA0140.2.GATA1::TAL1	chr15	100423036	100423053	-	0.000	0.000	Merged-chr15-100423026-56
NR2848--MA1104.1.GATA6	chr15	78835266	78835278	+	0.000	0.000	Merged-chr15-78835387-37
NR3904--MA0766.1.GATA5	chr19	5802464	5802471	-	0.000	0.000	Merged-chr19-5802452-32
NR6367--MA0035.3.Gata1	chr6	88189800	88189810	-	0.000	0.000	Merged-chr6-88189765-31
NR7197--MA0482.1.Gata4	chr8	33898107	33898117	-	0.000	0.000	Merged-chr8-33898095-27
NR667--MA0482.1.Gata4	chr10	13993679	13993689	+	0.000	0.000	Merged-chr10-13993632-56
NR7692--MA0036.3.GATA2	chr9	80318149	80318159	+	0.000	0.000	Merged-chr9-80318250-48
NR1781--MA0036.3.GATA2	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR524--MA0482.1.Gata4	chr1	170853677	170853687	-	0.000	0.000	Merged-chr1-170853758-47
NR432--MA1104.1.GATA6	chr1	153141156	153141168	-	0.000	0.000	Merged-chr1-153140977-54
NR5622--MA0035.3.Gata1	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR6155--MA1104.1.GATA6	chr5	149246270	149246282	+	0.000	0.000	Merged-chr5-149246178-51
NR6499--MA0482.1.Gata4	chr6	122742624	122742634	+	0.000	0.000	Merged-chr6-122742614-91
NR2814--MA0037.3.GATA3	chr15	67410171	67410178	+	0.000	0.000	Merged-chr15-67410100-57
NR1914--MA0035.3.Gata1	chr13	33079455	33079465	-	0.000	0.000	Merged-chr13-33079670-11
NR7389--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR2923--MA1104.1.GATA6	chr15	101388143	101388155	-	0.000	0.000	Merged-chr15-101388154-52
NR2539--MA0482.1.Gata4	chr14	78687948	78687958	+	0.000	0.000	Merged-chr14-78687892-42
NR189--MA0036.3.GATA2	chr1	85794295	85794305	-	0.000	0.000	Merged-chr1-85794071-131
NR2304--MA1104.1.GATA6	chr14	25857533	25857545	-	0.000	0.000	Merged-chr14-25857742-93
NR537--MA0482.1.Gata4	chr1	171643757	171643767	+	0.000	0.000	Merged-chr1-171643793-46
NR3070--MA0766.1.GATA5	chr16	45025480	45025487	+	0.000	0.000	Merged-chr16-45025536-40
NR697--MA1104.1.GATA6	chr10	21975618	21975630	-	0.000	0.000	Merged-chr10-21975536-24
NR3955--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR527--MA0035.3.Gata1	chr1	170853678	170853688	-	0.000	0.000	Merged-chr1-170853758-47
NR7769--MA0037.3.GATA3	chr9	97068914	97068921	-	0.000	0.000	Merged-chr9-97068935-38
NR6574--MA0482.1.Gata4	chr6	130312045	130312055	+	0.000	0.000	Merged-chr6-130312055-26
NR6369--MA0482.1.Gata4	chr6	91125077	91125087	-	0.000	0.000	Merged-chr6-91125010-35
NR3921--MA0035.3.Gata1	chr19	12805882	12805892	-	0.000	0.000	Merged-chr19-12806193-62
NR6088--MA0035.3.Gata1	chr5	124022516	124022526	+	0.000	0.000	Merged-chr5-124022476-27
NR1260--MA0766.1.GATA5	chr11	75169169	75169176	-	0.000	0.000	Merged-chr11-75169080-24
NR4265--MA0035.3.Gata1	chr2	66120350	66120360	-	0.000	0.000	Merged-chr2-66120274-20
NR6125--MA0766.1.GATA5	chr5	143133104	143133111	-	0.000	0.000	Merged-chr5-143133108-49
NR1849--MA0766.1.GATA5	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR7573--MA0037.3.GATA3	chr9	45945098	45945105	+	0.000	0.000	Merged-chr9-45945206-63
NR3342--MA0037.3.GATA3	chr17	7927890	7927897	-	0.000	0.000	Merged-chr17-7928003-98
NR3572--MA0766.1.GATA5	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR1043--MA0037.3.GATA3	chr11	6528676	6528683	+	0.000	0.000	Merged-chr11-6528717-51
NR7978--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR1218--MA0037.3.GATA3	chr11	65806927	65806934	+	0.000	0.000	Merged-chr11-65807044-98
NR6984--MA1104.1.GATA6	chr7	108943814	108943826	+	0.000	0.000	Merged-chr7-108943832-1
NR4162--MA1104.1.GATA6	chr2	43739402	43739414	-	0.000	0.000	Merged-chr2-43739518-2
NR3538--MA0140.2.GATA1::TAL1	chr17	71192188	71192205	-	0.000	0.000	Merged-chr17-71192022-46
NR7857--MA0140.2.GATA1::TAL1	chr9	107950907	107950924	+	0.000	0.000	Merged-chr9-107950952-46
NR4111--MA0482.1.Gata4	chr2	31082841	31082851	-	0.000	0.000	Merged-chr2-31082849-41
NR5741--MA0766.1.GATA5	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR2107--MA0035.3.Gata1	chr13	100576228	100576238	-	0.000	0.000	Merged-chr13-100576105-29
NR5144--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR4039--MA0035.3.Gata1	chr2	11617066	11617076	+	0.000	0.000	Merged-chr2-11617013-39
NR2657--MA1104.1.GATA6	chr14	121423096	121423108	+	0.000	0.000	Merged-chr14-121422910-45
NR1752--MA0036.3.GATA2	chr12	107160238	107160248	-	0.000	0.000	Merged-chr12-107160431-72
NR5941--MA0035.3.Gata1	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR5938--MA0037.3.GATA3	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR1165--MA0037.3.GATA3	chr11	51760533	51760540	+	0.000	0.000	Merged-chr11-51760433-27
NR5620--MA1104.1.GATA6	chr4	134047864	134047876	+	0.000	0.000	Merged-chr4-134047792-28
NR3371--MA0035.3.Gata1	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR384--MA0037.3.GATA3	chr1	139009693	139009700	-	0.000	0.000	Merged-chr1-139009798-23
NR2418--MA1104.1.GATA6	chr14	53132796	53132808	-	0.000	0.000	Merged-chr14-53132661-29
NR4528--MA0035.3.Gata1	chr2	132512564	132512574	+	0.000	0.000	Merged-chr2-132512511-69
NR3716--MA0036.3.GATA2	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR6098--MA0766.1.GATA5	chr5	137747962	137747969	-	0.000	0.000	Merged-chr5-137747869-32
NR1903--MA0766.1.GATA5	chr13	30748316	30748323	+	0.000	0.000	Merged-chr13-30748527-182
NR7862--MA0482.1.Gata4	chr9	110448996	110449006	-	0.000	0.000	Merged-chr9-110449150-25
NR7770--MA1104.1.GATA6	chr9	97068912	97068924	-	0.000	0.000	Merged-chr9-97068935-38
NR1884--MA0766.1.GATA5	chr13	15936373	15936380	+	0.000	0.000	Merged-chr13-15936339-55
NR525--MA1104.1.GATA6	chr1	170853677	170853689	+	0.000	0.000	Merged-chr1-170853758-47
NR5123--MA0037.3.GATA3	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR4408--MA0482.1.Gata4	chr2	102812791	102812801	-	0.000	0.000	Merged-chr2-102812992-26
NR6197--MA0036.3.GATA2	chr6	15793427	15793437	-	0.000	0.000	Merged-chr6-15793359-107
NR5967--MA0035.3.Gata1	chr5	92375271	92375281	-	0.000	0.000	Merged-chr5-92375346-95
NR2907--MA0037.3.GATA3	chr15	96827789	96827796	+	0.000	0.000	Merged-chr15-96827730-24
NR3992--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR4498--MA0482.1.Gata4	chr2	127923473	127923483	+	0.000	0.000	Merged-chr2-127923410-36
NR1221--MA0036.3.GATA2	chr11	65806925	65806935	-	0.000	0.000	Merged-chr11-65807044-98
NR538--MA1104.1.GATA6	chr1	171643755	171643767	-	0.000	0.000	Merged-chr1-171643793-46
NR4263--MA1104.1.GATA6	chr2	66120349	66120361	+	0.000	0.000	Merged-chr2-66120274-20
NR5136--MA0037.3.GATA3	chr3	136531893	136531900	-	0.000	0.000	Merged-chr3-136531691-41
NR4878--MA0482.1.Gata4	chr3	60788288	60788298	+	0.000	0.000	Merged-chr3-60788099-46
NR6077--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR1330--MA0036.3.GATA2	chr11	98682374	98682384	-	0.000	0.000	Merged-chr11-98682471-63
NR376--MA1104.1.GATA6	chr1	136636838	136636850	+	0.000	0.000	Merged-chr1-136637078-45
NR3294--MA0037.3.GATA3	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR6575--MA1104.1.GATA6	chr6	130312043	130312055	-	0.000	0.000	Merged-chr6-130312055-26
NR7631--MA0766.1.GATA5	chr9	61707989	61707996	-	0.000	0.000	Merged-chr9-61708026-57
NR921--MA0035.3.Gata1	chr10	96421996	96422006	-	0.000	0.000	Merged-chr10-96421885-30
NR7416--MA0036.3.GATA2	chr8	122533228	122533238	-	0.000	0.000	Merged-chr8-122533289-14
NR3469--MA0037.3.GATA3	chr17	44893787	44893794	+	0.000	0.000	Merged-chr17-44893726-24
NR3514--MA0482.1.Gata4	chr17	63404210	63404220	-	0.000	0.000	Merged-chr17-63404255-16
NR1137--MA0140.2.GATA1::TAL1	chr11	34506589	34506606	-	0.000	0.000	Merged-chr11-34506583-46
NR3055--MA0037.3.GATA3	chr16	44766197	44766204	+	0.000	0.000	Merged-chr16-44766198-80
NR3971--MA0482.1.Gata4	chr19	32465412	32465422	+	0.000	0.000	Merged-chr19-32465460-36
NR219--MA0035.3.Gata1	chr1	91347220	91347230	-	0.000	0.000	Merged-chr1-91347121-29
NR4656--MA0037.3.GATA3	chr2	153525960	153525967	-	0.000	0.000	Merged-chr2-153526092-26
NR5540--MA0036.3.GATA2	chr4	109105445	109105455	-	0.000	0.000	Merged-chr4-109105447-43
NR6972--MA0140.2.GATA1::TAL1	chr7	104200246	104200263	+	0.000	0.000	Merged-chr7-104200085-28
NR3911--MA1104.1.GATA6	chr19	11540579	11540591	-	0.000	0.000	Merged-chr19-11540460-39
NR3071--MA0035.3.Gata1	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR2195--MA1104.1.GATA6	chr13	111772204	111772216	+	0.000	0.000	Merged-chr13-111772295-16
NR4970--MA0037.3.GATA3	chr3	93550240	93550247	-	0.000	0.000	Merged-chr3-93550146-53
NR3984--MA0482.1.Gata4	chr19	34640571	34640581	+	0.000	0.000	Merged-chr19-34640764-45
NR1704--MA0482.1.Gata4	chr12	92976672	92976682	+	0.000	0.000	Merged-chr12-92976529-13
NR3570--MA0482.1.Gata4	chr17	80323832	80323842	+	0.000	0.000	Merged-chr17-80323753-51
NR1956--MA0482.1.Gata4	chr13	51848823	51848833	+	0.000	0.000	Merged-chr13-51849013-24
NR3517--MA0035.3.Gata1	chr17	63404211	63404221	-	0.000	0.000	Merged-chr17-63404255-16
NR7647--MA0036.3.GATA2	chr9	66295133	66295143	+	0.000	0.000	Merged-chr9-66295082-25
NR7810--MA0035.3.Gata1	chr9	100522271	100522281	-	0.000	0.000	Merged-chr9-100522209-27
NR3974--MA0035.3.Gata1	chr19	32465411	32465421	+	0.000	0.000	Merged-chr19-32465460-36
NR6279--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR4112--MA1104.1.GATA6	chr2	31082841	31082853	+	0.000	0.000	Merged-chr2-31082849-41
NR464--MA0037.3.GATA3	chr1	161309343	161309350	+	0.000	0.000	Merged-chr1-161309457-43
NR1261--MA0035.3.Gata1	chr11	75169168	75169178	+	0.000	0.000	Merged-chr11-75169080-24
NR2428--MA0482.1.Gata4	chr14	54165205	54165215	-	0.000	0.000	Merged-chr14-54165125-24
NR7300--MA0035.3.Gata1	chr8	83715200	83715210	-	0.000	0.000	Merged-chr8-83715259-53
NR4093--MA0037.3.GATA3	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR2439--MA0140.2.GATA1::TAL1	chr14	55392547	55392564	+	0.000	0.000	Merged-chr14-55392653-26
NR6126--MA0035.3.Gata1	chr5	143133103	143133113	+	0.000	0.000	Merged-chr5-143133108-49
NR3987--MA0035.3.Gata1	chr19	34640570	34640580	+	0.000	0.000	Merged-chr19-34640764-45
NR3318--MA0037.3.GATA3	chr16	97272559	97272566	-	0.000	0.000	Merged-chr16-97272459-57
NR6153--MA0037.3.GATA3	chr5	149246273	149246280	+	0.000	0.000	Merged-chr5-149246178-51
NR3472--MA0036.3.GATA2	chr17	44893785	44893795	-	0.000	0.000	Merged-chr17-44893726-24
NR3820--MA0482.1.Gata4	chr18	79303778	79303788	+	0.000	0.000	Merged-chr18-79303705-44
NR1935--MA0482.1.Gata4	chr13	45850807	45850817	+	0.000	0.000	Merged-chr13-45850664-56
NR4055--MA0482.1.Gata4	chr2	13760571	13760581	-	0.000	0.000	Merged-chr2-13760550-51
NR7432--MA0482.1.Gata4	chr8	124520720	124520730	+	0.000	0.000	Merged-chr8-124520851-52
NR3477--MA0035.3.Gata1	chr17	45686759	45686769	+	0.000	0.000	Merged-chr17-45686924-2
NR2302--MA0037.3.GATA3	chr14	25857535	25857542	-	0.000	0.000	Merged-chr14-25857742-93
NR6529--MA0482.1.Gata4	chr6	127419915	127419925	-	0.000	0.000	Merged-chr6-127420078-9
NR7955--MA0482.1.Gata4	chrX	75032273	75032283	+	0.000	0.000	Merged-chrX-75032186-8
NR4097--MA0766.1.GATA5	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR6115--MA0482.1.Gata4	chr5	143038558	143038568	+	0.000	0.000	Merged-chr5-143038769-30
NR4409--MA1104.1.GATA6	chr2	102812791	102812803	+	0.000	0.000	Merged-chr2-102812992-26
NR3504--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR4032--MA0140.2.GATA1::TAL1	chr2	9867377	9867394	+	0.000	0.000	Merged-chr2-9867507-76
NR3495--MA0766.1.GATA5	chr17	53570083	53570090	-	0.000	0.000	Merged-chr17-53570221-85
NR992--MA0482.1.Gata4	chr10	117452450	117452460	-	0.000	0.000	Merged-chr10-117452327-39
NR1391--MA0036.3.GATA2	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR1186--MA0036.3.GATA2	chr11	58171749	58171759	-	0.000	0.000	Merged-chr11-58171716-43
NR7326--MA0035.3.Gata1	chr8	91073945	91073955	-	0.000	0.000	Merged-chr8-91073966-44
NR4499--MA1104.1.GATA6	chr2	127923471	127923483	-	0.000	0.000	Merged-chr2-127923410-36
NR7578--MA0035.3.Gata1	chr9	45945096	45945106	-	0.000	0.000	Merged-chr9-45945206-63
NR3823--MA0035.3.Gata1	chr18	79303777	79303787	+	0.000	0.000	Merged-chr18-79303705-44
NR3347--MA0035.3.Gata1	chr17	7927889	7927899	+	0.000	0.000	Merged-chr17-7928003-98
NR3190--MA0766.1.GATA5	chr16	58679050	58679057	+	0.000	0.000	Merged-chr16-58678885-20
NR4879--MA1104.1.GATA6	chr3	60788286	60788298	-	0.000	0.000	Merged-chr3-60788099-46
NR3103--MA0036.3.GATA2	chr16	49774802	49774812	+	0.000	0.000	Merged-chr16-49774880-113
NR7958--MA0035.3.Gata1	chrX	75032272	75032282	+	0.000	0.000	Merged-chrX-75032186-8
NR610--MA0482.1.Gata4	chr1	192693231	192693241	-	0.000	0.000	Merged-chr1-192693207-29
NR4465--MA1104.1.GATA6	chr2	117412148	117412160	+	0.000	0.000	Merged-chr2-117412269-30
NR4882--MA0035.3.Gata1	chr3	60788287	60788297	+	0.000	0.000	Merged-chr3-60788099-46
NR6099--MA0035.3.Gata1	chr5	137747961	137747971	+	0.000	0.000	Merged-chr5-137747869-32
NR1726--MA1104.1.GATA6	chr12	102283830	102283842	+	0.000	0.000	Merged-chr12-102283791-1
NR5558--MA0036.3.GATA2	chr4	117478332	117478342	-	0.000	0.000	Merged-chr4-117478210-39
NR3515--MA1104.1.GATA6	chr17	63404210	63404222	+	0.000	0.000	Merged-chr17-63404255-16
NR3419--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
