#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR62275--MA0599.1.KLF5	chr8	12756983	12756992	-	0.000	0.000	Merged-chr8-12757081-86
NR2302--MA0039.3.KLF4	chr1	105990275	105990285	-	0.000	0.000	Merged-chr1-105990318-9
NR11490--MA0599.1.KLF5	chr11	78301538	78301547	+	0.000	0.000	Merged-chr11-78301552-46
NR45216--MA0741.1.KLF16	chr4	11966542	11966552	-	0.000	0.000	Merged-chr4-11966313-126
NR27797--MA0741.1.KLF16	chr16	90334187	90334197	-	0.000	0.000	Merged-chr16-90334244-28
NR10821--MA0599.1.KLF5	chr11	60046225	60046234	+	0.000	0.000	Merged-chr11-60046302-57
NR30001--MA0741.1.KLF16	chr17	56304178	56304188	-	0.000	0.000	Merged-chr17-56304020-73
NR24414--MA0599.1.KLF5	chr15	79927824	79927833	+	0.000	0.000	Merged-chr15-79927783-58
NR36090--MA1107.1.KLF9	chr2	32447889	32447901	-	0.000	0.000	Merged-chr2-32447813-7
NR25289--MA0599.1.KLF5	chr15	99295182	99295191	+	0.000	0.000	Merged-chr15-99295026-65
NR66136--MA0741.1.KLF16	chr9	35267839	35267849	+	0.000	0.000	Merged-chr9-35267838-70
NR51587--MA0741.1.KLF16	chr5	92001026	92001036	+	0.000	0.000	Merged-chr5-92000971-27
NR20721--MA0493.1.Klf1	chr14	51884752	51884762	+	0.000	0.000	Merged-chr14-51884855-41
NR62256--MA1107.1.KLF9	chr8	11635913	11635925	-	0.000	0.000	Merged-chr8-11635696-171
NR30262--MA0742.1.Klf12	chr17	65783842	65783856	-	0.000	0.000	Merged-chr17-65783473-146
NR3830--MA0657.1.KLF13	chr1	161876852	161876869	+	0.000	0.000	Merged-chr1-161876687-148
NR10155--MA0740.1.KLF14	chr11	23633748	23633761	-	0.000	0.000	Merged-chr11-23633573-56
NR61498--MA0493.1.Klf1	chr7	127422073	127422083	+	0.000	0.000	Merged-chr7-127422019-53
NR43137--MA0039.3.KLF4	chr3	106485975	106485985	+	0.000	0.000	Merged-chr3-106485995-50
NR42746--MA1107.1.KLF9	chr3	95893795	95893807	+	0.000	0.000	Merged-chr3-95893848-52
NR25983--MA0742.1.Klf12	chr16	16359015	16359029	+	0.000	0.000	Merged-chr16-16358834-60
NR27105--MA1107.1.KLF9	chr16	64800651	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR43743--MA0599.1.KLF5	chr3	131110259	131110268	-	0.000	0.000	Merged-chr3-131110145-3
NR51701--MA0599.1.KLF5	chr5	96162610	96162619	-	0.000	0.000	Merged-chr5-96162542-132
NR69059--MA0742.1.Klf12	chrX	85776923	85776937	-	0.000	0.000	Merged-chrX-85776712-109
NR63459--MA0599.1.KLF5	chr8	64947169	64947178	-	0.000	0.000	Merged-chr8-64947122-116
NR240--MA1107.1.KLF9	chr1	13559534	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR65882--MA0741.1.KLF16	chr9	22070946	22070956	-	0.000	0.000	Merged-chr9-22071062-89
NR66169--MA0599.1.KLF5	chr9	37232355	37232364	-	0.000	0.000	Merged-chr9-37232426-6
NR24450--MA0740.1.KLF14	chr15	80264439	80264452	-	0.000	0.000	Merged-chr15-80264351-45
NR65850--MA0740.1.KLF14	chr9	21798563	21798576	+	0.000	0.000	Merged-chr9-21798510-41
NR47419--MA0741.1.KLF16	chr4	107923619	107923629	+	0.000	0.000	Merged-chr4-107923581-50
NR64795--MA0599.1.KLF5	chr8	109868493	109868502	-	0.000	0.000	Merged-chr8-109868700-77
NR11404--MA0657.1.KLF13	chr11	77484083	77484100	+	0.000	0.000	Merged-chr11-77483872-51
NR29859--MA0599.1.KLF5	chr17	50292757	50292766	+	0.000	0.000	Merged-chr17-50292906-47
NR11274--MA0742.1.Klf12	chr11	74770733	74770747	+	0.000	0.000	Merged-chr11-74770874-53
NR53634--MA0493.1.Klf1	chr5	140649145	140649155	+	0.000	0.000	Merged-chr5-140649068-64
NR12101--MA0599.1.KLF5	chr11	98457882	98457891	+	0.000	0.000	Merged-chr11-98457960-97
NR38572--MA0741.1.KLF16	chr2	127335994	127336004	+	0.000	0.000	Merged-chr2-127336140-52
NR10942--MA0599.1.KLF5	chr11	61684397	61684406	+	0.000	0.000	Merged-chr11-61684230-57
NR45707--MA0740.1.KLF14	chr4	40757924	40757937	+	0.000	0.000	Merged-chr4-40757747-77
NR66659--MA0741.1.KLF16	chr9	58253243	58253253	-	0.000	0.000	Merged-chr9-58253274-50
NR24198--MA1107.1.KLF9	chr15	76799671	76799683	+	0.000	0.000	Merged-chr15-76799596-17
NR12358--MA0740.1.KLF14	chr11	102946877	102946890	-	0.000	0.000	Merged-chr11-102946743-33
NR24209--MA0742.1.Klf12	chr15	76879421	76879435	-	0.000	0.000	Merged-chr15-76879232-42
NR3757--MA0741.1.KLF16	chr1	158177519	158177529	-	0.000	0.000	Merged-chr1-158177392-1
NR916--MA0740.1.KLF14	chr1	43827776	43827789	+	0.000	0.000	Merged-chr1-43827662-129
NR38367--MA0741.1.KLF16	chr2	121008290	121008300	-	0.000	0.000	Merged-chr2-121008420-56
NR65853--MA0493.1.Klf1	chr9	21798563	21798573	+	0.000	0.000	Merged-chr9-21798510-41
NR36078--MA0599.1.KLF5	chr2	32381918	32381927	+	0.000	0.000	Merged-chr2-32381893-56
NR58305--MA0599.1.KLF5	chr7	16400255	16400264	+	0.000	0.000	Merged-chr7-16400156-149
NR45587--MA0599.1.KLF5	chr4	33261507	33261516	-	0.000	0.000	Merged-chr4-33261624-24
NR40333--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR26382--MA0740.1.KLF14	chr16	30388885	30388898	-	0.000	0.000	Merged-chr16-30388899-122
NR11244--MA0599.1.KLF5	chr11	73177100	73177109	+	0.000	0.000	Merged-chr11-73177173-60
NR53320--MA1107.1.KLF9	chr5	136146933	136146945	+	0.000	0.000	Merged-chr5-136147048-39
NR12650--MA0039.3.KLF4	chr11	115185184	115185194	-	0.000	0.000	Merged-chr11-115185164-10
NR34407--MA0741.1.KLF16	chr19	34846575	34846585	-	0.000	0.000	Merged-chr19-34846685-64
NR34211--MA0493.1.Klf1	chr19	21272134	21272144	+	0.000	0.000	Merged-chr19-21272271-125
NR32090--MA0599.1.KLF5	chr18	35889219	35889228	-	0.000	0.000	Merged-chr18-35889093-93
NR29857--MA0741.1.KLF16	chr17	50071708	50071718	-	0.000	0.000	Merged-chr17-50071769-42
NR31421--MA0599.1.KLF5	chr18	12168719	12168728	-	0.000	0.000	Merged-chr18-12168747-122
NR48278--MA1107.1.KLF9	chr4	133887391	133887403	+	0.000	0.000	Merged-chr4-133887364-2
NR3537--MA0599.1.KLF5	chr1	153740308	153740317	+	0.000	0.000	Merged-chr1-153740161-56
NR63854--MA0741.1.KLF16	chr8	72421644	72421654	-	0.000	0.000	Merged-chr8-72421528-64
NR68116--MA0599.1.KLF5	chr9	114730236	114730245	-	0.000	0.000	Merged-chr9-114730346-23
NR26379--MA0599.1.KLF5	chr16	30039405	30039414	-	0.000	0.000	Merged-chr16-30039385-30
NR49275--MA0599.1.KLF5	chr5	3301353	3301362	+	0.000	0.000	Merged-chr5-3301212-57
NR21125--MA0039.3.KLF4	chr14	61556962	61556972	-	0.000	0.000	Merged-chr14-61556804-76
NR61698--MA0741.1.KLF16	chr7	135716608	135716618	-	0.000	0.000	Merged-chr7-135716348-117
NR45586--MA0742.1.Klf12	chr4	33261503	33261517	-	0.000	0.000	Merged-chr4-33261624-24
NR30896--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR41241--MA0599.1.KLF5	chr3	36000610	36000619	+	0.000	0.000	Merged-chr3-36000561-63
NR34593--MA0741.1.KLF16	chr19	41317886	41317896	-	0.000	0.000	Merged-chr19-41317870-18
NR62293--MA0599.1.KLF5	chr8	13200713	13200722	-	0.000	0.000	Merged-chr8-13200567-28
NR66723--MA1107.1.KLF9	chr9	61445991	61446003	-	0.000	0.000	Merged-chr9-61445885-1
NR32944--MA1107.1.KLF9	chr18	66442349	66442361	-	0.000	0.000	Merged-chr18-66442128-39
NR52375--MA0740.1.KLF14	chr5	114813961	114813974	+	0.000	0.000	Merged-chr5-114813829-62
NR57735--MA0741.1.KLF16	chr6	143832781	143832791	+	0.000	0.000	Merged-chr6-143832682-5
NR46537--MA1107.1.KLF9	chr4	63847306	63847318	-	0.000	0.000	Merged-chr4-63847263-40
NR55840--MA1107.1.KLF9	chr6	86472449	86472461	-	0.000	0.000	Merged-chr6-86472482-99
NR4959--MA0740.1.KLF14	chr1	190764231	190764244	-	0.000	0.000	Merged-chr1-190764324-1
NR24083--MA0740.1.KLF14	chr15	75616632	75616645	-	0.000	0.000	Merged-chr15-75616511-51
NR419--MA0039.3.KLF4	chr1	21079337	21079347	+	0.000	0.000	Merged-chr1-21079276-92
NR30545--MA1107.1.KLF9	chr17	72925172	72925184	+	0.000	0.000	Merged-chr17-72925262-16
NR57703--MA0740.1.KLF14	chr6	143065671	143065684	-	0.000	0.000	Merged-chr6-143065826-5
NR29714--MA0741.1.KLF16	chr17	47505030	47505040	+	0.000	0.000	Merged-chr17-47504977-46
NR5751--MA0741.1.KLF16	chr10	18743780	18743790	+	0.000	0.000	Merged-chr10-18743767-30
NR50937--MA1107.1.KLF9	chr5	65019491	65019503	+	0.000	0.000	Merged-chr5-65019357-18
NR67926--MA0599.1.KLF5	chr9	107633478	107633487	+	0.000	0.000	Merged-chr9-107633459-50
NR32108--MA0741.1.KLF16	chr18	36454327	36454337	+	0.000	0.000	Merged-chr18-36454409-61
NR43165--MA0493.1.Klf1	chr3	107864183	107864193	+	0.000	0.000	Merged-chr3-107864110-34
NR10820--MA1107.1.KLF9	chr11	60046154	60046166	+	0.000	0.000	Merged-chr11-60046302-57
NR4398--MA0493.1.Klf1	chr1	175693016	175693026	+	0.000	0.000	Merged-chr1-175692845-123
NR28200--MA0493.1.Klf1	chr17	5402808	5402818	+	0.000	0.000	Merged-chr17-5402492-35
NR54644--MA0599.1.KLF5	chr6	30304569	30304578	-	0.000	0.000	Merged-chr6-30304390-54
NR33922--MA1107.1.KLF9	chr19	5815878	5815890	+	0.000	0.000	Merged-chr19-5816092-50
NR61826--MA0741.1.KLF16	chr7	140264976	140264986	-	0.000	0.000	Merged-chr7-140265035-12
NR25410--MA0599.1.KLF5	chr15	102136219	102136228	+	0.000	0.000	Merged-chr15-102136200-54
NR37168--MA0599.1.KLF5	chr2	71599049	71599058	+	0.000	0.000	Merged-chr2-71598971-28
NR12404--MA0039.3.KLF4	chr11	104663970	104663980	-	0.000	0.000	Merged-chr11-104664090-22
NR35794--MA0599.1.KLF5	chr2	26237438	26237447	+	0.000	0.000	Merged-chr2-26237317-65
NR11122--MA1107.1.KLF9	chr11	69416381	69416393	+	0.000	0.000	Merged-chr11-69416256-2
NR62494--MA0493.1.Klf1	chr8	22166437	22166447	-	0.000	0.000	Merged-chr8-22166326-62
NR46462--MA0599.1.KLF5	chr4	62367868	62367877	+	0.000	0.000	Merged-chr4-62367859-6
NR7560--MA0493.1.Klf1	chr10	80576564	80576574	+	0.000	0.000	Merged-chr10-80576663-4
NR52774--MA0741.1.KLF16	chr5	124095852	124095862	-	0.000	0.000	Merged-chr5-124095874-61
NR7683--MA0741.1.KLF16	chr10	81378514	81378524	+	0.000	0.000	Merged-chr10-81378614-74
NR2026--MA0741.1.KLF16	chr1	92831610	92831620	+	0.000	0.000	Merged-chr1-92831639-72
NR16702--MA0741.1.KLF16	chr13	37751669	37751679	+	0.000	0.000	Merged-chr13-37751511-23
NR47953--MA0740.1.KLF14	chr4	126468714	126468727	-	0.000	0.000	Merged-chr4-126468465-94
NR3415--MA1107.1.KLF9	chr1	149791477	149791489	+	0.000	0.000	Merged-chr1-149791427-1
NR55828--MA0599.1.KLF5	chr6	86365634	86365643	-	0.000	0.000	Merged-chr6-86365536-92
NR5357--MA0039.3.KLF4	chr10	7589678	7589688	-	0.000	0.000	Merged-chr10-7589879-63
NR39562--MA0493.1.Klf1	chr2	157135158	157135168	+	0.000	0.000	Merged-chr2-157135049-77
NR9860--MA1107.1.KLF9	chr11	11529013	11529025	+	0.000	0.000	Merged-chr11-11528988-38
NR53485--MA0741.1.KLF16	chr5	138280176	138280186	-	0.000	0.000	Merged-chr5-138280109-50
NR49153--MA1107.1.KLF9	chr4	154065653	154065665	-	0.000	0.000	Merged-chr4-154065575-29
NR69206--MA0599.1.KLF5	chrX	104857315	104857324	+	0.000	0.000	Merged-chrX-104857124-25
NR29643--MA1107.1.KLF9	chr17	45555647	45555659	-	0.000	0.000	Merged-chr17-45555738-56
NR60518--MA0742.1.Klf12	chr7	90476109	90476123	-	0.000	0.000	Merged-chr7-90476243-63
NR39688--MA0599.1.KLF5	chr2	160748105	160748114	+	0.000	0.000	Merged-chr2-160748130-3
NR19081--MA0599.1.KLF5	chr13	111490017	111490026	-	0.000	0.000	Merged-chr13-111489960-149
NR22484--MA1107.1.KLF9	chr14	121506452	121506464	-	0.000	0.000	Merged-chr14-121506609-7
NR30442--MA1107.1.KLF9	chr17	70925033	70925045	+	0.000	0.000	Merged-chr17-70924985-48
NR25880--MA0599.1.KLF5	chr16	11134651	11134660	+	0.000	0.000	Merged-chr16-11134662-66
NR28126--MA0741.1.KLF16	chr16	97310086	97310096	-	0.000	0.000	Merged-chr16-97310397-57
NR60673--MA0599.1.KLF5	chr7	98309585	98309594	+	0.000	0.000	Merged-chr7-98309453-63
NR34364--MA0599.1.KLF5	chr19	32712359	32712368	+	0.000	0.000	Merged-chr19-32712408-94
NR25737--MA0599.1.KLF5	chr16	8671873	8671882	+	0.000	0.000	Merged-chr16-8671994-77
NR18487--MA0740.1.KLF14	chr13	97435971	97435984	+	0.000	0.000	Merged-chr13-97436017-33
NR42661--MA1107.1.KLF9	chr3	94456698	94456710	+	0.000	0.000	Merged-chr3-94456653-34
NR52360--MA0741.1.KLF16	chr5	114691024	114691034	+	0.000	0.000	Merged-chr5-114690919-54
NR27020--MA1107.1.KLF9	chr16	59639195	59639207	+	0.000	0.000	Merged-chr16-59639250-60
NR41735--MA0742.1.Klf12	chr3	54567518	54567532	+	0.000	0.000	Merged-chr3-54567528-25
NR32990--MA0599.1.KLF5	chr18	67449240	67449249	-	0.000	0.000	Merged-chr18-67449102-80
NR32036--MA0493.1.Klf1	chr18	34889088	34889098	-	0.000	0.000	Merged-chr18-34889033-16
NR6050--MA0599.1.KLF5	chr10	34096527	34096536	-	0.000	0.000	Merged-chr10-34096665-20
NR7459--MA0740.1.KLF14	chr10	79985889	79985902	-	0.000	0.000	Merged-chr10-79985797-5
NR26119--MA0493.1.Klf1	chr16	20622575	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR33587--MA0493.1.Klf1	chr18	84859616	84859626	+	0.000	0.000	Merged-chr18-84859622-32
NR34363--MA0742.1.Klf12	chr19	32712358	32712372	+	0.000	0.000	Merged-chr19-32712408-94
NR5384--MA0741.1.KLF16	chr10	8370348	8370358	+	0.000	0.000	Merged-chr10-8370203-10
NR26107--MA0742.1.Klf12	chr16	20535699	20535713	-	0.000	0.000	Merged-chr16-20535524-56
NR12446--MA0599.1.KLF5	chr11	106273030	106273039	+	0.000	0.000	Merged-chr11-106272877-78
NR1147--MA0599.1.KLF5	chr1	58304558	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR9642--MA0599.1.KLF5	chr11	3535532	3535541	+	0.000	0.000	Merged-chr11-3535629-44
NR66617--MA0599.1.KLF5	chr9	57440047	57440056	+	0.000	0.000	Merged-chr9-57439925-69
NR3975--MA0741.1.KLF16	chr1	165843791	165843801	-	0.000	0.000	Merged-chr1-165843722-4
NR50974--MA0599.1.KLF5	chr5	65790860	65790869	+	0.000	0.000	Merged-chr5-65790920-2
NR64055--MA0741.1.KLF16	chr8	83594464	83594474	+	0.000	0.000	Merged-chr8-83594488-70
NR69112--MA0599.1.KLF5	chrX	96019789	96019798	-	0.000	0.000	Merged-chrX-96019802-20
NR41446--MA1107.1.KLF9	chr3	40894236	40894248	-	0.000	0.000	Merged-chr3-40894272-62
NR55725--MA0599.1.KLF5	chr6	83411822	83411831	+	0.000	0.000	Merged-chr6-83411858-34
NR38382--MA1107.1.KLF9	chr2	121296464	121296476	+	0.000	0.000	Merged-chr2-121296352-13
NR42443--MA0599.1.KLF5	chr3	88493104	88493113	-	0.000	0.000	Merged-chr3-88493035-35
NR42881--MA0741.1.KLF16	chr3	100489252	100489262	+	0.000	0.000	Merged-chr3-100489066-143
NR35314--MA1107.1.KLF9	chr2	11187397	11187409	-	0.000	0.000	Merged-chr2-11187260-69
NR33816--MA0599.1.KLF5	chr19	4397131	4397140	+	0.000	0.000	Merged-chr19-4397378-102
NR11374--MA0599.1.KLF5	chr11	76399197	76399206	+	0.000	0.000	Merged-chr11-76399136-77
NR11278--MA0741.1.KLF16	chr11	74770734	74770744	+	0.000	0.000	Merged-chr11-74770874-53
NR62498--MA1107.1.KLF9	chr8	22166440	22166452	-	0.000	0.000	Merged-chr8-22166326-62
NR62835--MA0599.1.KLF5	chr8	35366823	35366832	+	0.000	0.000	Merged-chr8-35366715-10
NR10019--MA1107.1.KLF9	chr11	20542961	20542973	+	0.000	0.000	Merged-chr11-20543083-82
NR60810--MA0741.1.KLF16	chr7	102210347	102210357	-	0.000	0.000	Merged-chr7-102210325-100
NR29057--MA0740.1.KLF14	chr17	27820688	27820701	+	0.000	0.000	Merged-chr17-27820571-92
NR56918--MA0599.1.KLF5	chr6	122764660	122764669	+	0.000	0.000	Merged-chr6-122764645-81
NR62620--MA0599.1.KLF5	chr8	26015636	26015645	+	0.000	0.000	Merged-chr8-26015472-62
NR35780--MA0741.1.KLF16	chr2	25500753	25500763	-	0.000	0.000	Merged-chr2-25500833-51
NR17251--MA0741.1.KLF16	chr13	59557399	59557409	-	0.000	0.000	Merged-chr13-59557232-89
NR11016--MA0599.1.KLF5	chr11	65788360	65788369	+	0.000	0.000	Merged-chr11-65788138-67
NR60356--MA0742.1.Klf12	chr7	82866993	82867007	-	0.000	0.000	Merged-chr7-82866836-179
NR8212--MA0599.1.KLF5	chr10	96373594	96373603	+	0.000	0.000	Merged-chr10-96373609-15
NR57578--MA0599.1.KLF5	chr6	140708143	140708152	-	0.000	0.000	Merged-chr6-140708216-59
NR48920--MA0741.1.KLF16	chr4	149307872	149307882	-	0.000	0.000	Merged-chr4-149307767-70
NR61521--MA0741.1.KLF16	chr7	127777083	127777093	+	0.000	0.000	Merged-chr7-127777131-96
NR38171--MA0741.1.KLF16	chr2	117312729	117312739	-	0.000	0.000	Merged-chr2-117312690-43
NR12975--MA0741.1.KLF16	chr11	119083803	119083813	+	0.000	0.000	Merged-chr11-119083935-60
NR31747--MA1107.1.KLF9	chr18	23843572	23843584	+	0.000	0.000	Merged-chr18-23843567-42
NR68922--MA0599.1.KLF5	chrX	70365126	70365135	-	0.000	0.000	Merged-chrX-70365071-55
NR51043--MA0741.1.KLF16	chr5	67450383	67450393	+	0.000	0.000	Merged-chr5-67450291-36
NR46480--MA0599.1.KLF5	chr4	62634180	62634189	-	0.000	0.000	Merged-chr4-62634288-50
NR4039--MA0039.3.KLF4	chr1	167349955	167349965	+	0.000	0.000	Merged-chr1-167350096-67
NR32068--MA0599.1.KLF5	chr18	35740221	35740230	-	0.000	0.000	Merged-chr18-35740183-57
NR69582--MA0599.1.KLF5	chrX	162829496	162829505	-	0.000	0.000	Merged-chrX-162829307-73
NR12558--MA0599.1.KLF5	chr11	110919163	110919172	+	0.000	0.000	Merged-chr11-110919203-38
NR13686--MA0741.1.KLF16	chr12	31351197	31351207	-	0.000	0.000	Merged-chr12-31351241-62
NR17103--MA0599.1.KLF5	chr13	55211467	55211476	-	0.000	0.000	Merged-chr13-55211628-171
NR1935--MA0599.1.KLF5	chr1	88638824	88638833	+	0.000	0.000	Merged-chr1-88638898-6
NR15268--MA0599.1.KLF5	chr12	100849760	100849769	-	0.000	0.000	Merged-chr12-100849659-36
NR49155--MA0741.1.KLF16	chr4	154065768	154065778	-	0.000	0.000	Merged-chr4-154065575-29
NR44287--MA0599.1.KLF5	chr3	144720483	144720492	-	0.000	0.000	Merged-chr3-144720507-6
NR67955--MA0741.1.KLF16	chr9	108339148	108339158	-	0.000	0.000	Merged-chr9-108339266-57
NR44963--MA0599.1.KLF5	chr4	3938685	3938694	-	0.000	0.000	Merged-chr4-3938834-66
NR20719--MA0742.1.Klf12	chr14	51884711	51884725	+	0.000	0.000	Merged-chr14-51884855-41
NR4511--MA0740.1.KLF14	chr1	178449406	178449419	+	0.000	0.000	Merged-chr1-178449320-25
NR52740--MA0741.1.KLF16	chr5	123907170	123907180	+	0.000	0.000	Merged-chr5-123907214-53
NR4035--MA0740.1.KLF14	chr1	167349953	167349966	+	0.000	0.000	Merged-chr1-167350096-67
NR66853--MA1107.1.KLF9	chr9	65535551	65535563	-	0.000	0.000	Merged-chr9-65535495-68
NR52388--MA0740.1.KLF14	chr5	114824290	114824303	-	0.000	0.000	Merged-chr5-114824362-38
NR26150--MA0742.1.Klf12	chr16	21787849	21787863	-	0.000	0.000	Merged-chr16-21787807-60
NR29528--MA0599.1.KLF5	chr17	37046869	37046878	+	0.000	0.000	Merged-chr17-37046853-1
NR67850--MA0599.1.KLF5	chr9	106438520	106438529	-	0.000	0.000	Merged-chr9-106438400-53
NR14241--MA0741.1.KLF16	chr12	59012065	59012075	-	0.000	0.000	Merged-chr12-59012056-72
NR10826--MA0599.1.KLF5	chr11	60105647	60105656	-	0.000	0.000	Merged-chr11-60105698-116
NR7685--MA1107.1.KLF9	chr10	81378591	81378603	+	0.000	0.000	Merged-chr10-81378614-74
NR40853--MA0741.1.KLF16	chr3	21936140	21936150	-	0.000	0.000	Merged-chr3-21936128-91
NR34743--MA0742.1.Klf12	chr19	46761358	46761372	+	0.000	0.000	Merged-chr19-46761432-95
NR32651--MA0657.1.KLF13	chr18	56569279	56569296	+	0.000	0.000	Merged-chr18-56569336-1
NR24638--MA0740.1.KLF14	chr15	83367325	83367338	+	0.000	0.000	Merged-chr15-83367311-32
NR63724--MA0741.1.KLF16	chr8	70906165	70906175	-	0.000	0.000	Merged-chr8-70906227-90
NR42794--MA0742.1.Klf12	chr3	96635417	96635431	+	0.000	0.000	Merged-chr3-96635554-60
NR24204--MA0599.1.KLF5	chr15	76879199	76879208	+	0.000	0.000	Merged-chr15-76879232-42
NR66181--MA0039.3.KLF4	chr9	37421433	37421443	+	0.000	0.000	Merged-chr9-37421368-2
NR24543--MA1107.1.KLF9	chr15	81872258	81872270	+	0.000	0.000	Merged-chr15-81872198-88
NR66191--MA0493.1.Klf1	chr9	37490039	37490049	-	0.000	0.000	Merged-chr9-37489894-6
NR66683--MA0740.1.KLF14	chr9	59656418	59656431	+	0.000	0.000	Merged-chr9-59656584-94
NR66115--MA0741.1.KLF16	chr9	35116883	35116893	-	0.000	0.000	Merged-chr9-35117076-156
NR59883--MA0599.1.KLF5	chr7	64392597	64392606	+	0.000	0.000	Merged-chr7-64392480-85
NR3066--MA0740.1.KLF14	chr1	138159120	138159133	+	0.000	0.000	Merged-chr1-138159171-7
NR53562--MA1107.1.KLF9	chr5	140208842	140208854	+	0.000	0.000	Merged-chr5-140208912-49
NR55818--MA1107.1.KLF9	chr6	86127179	86127191	-	0.000	0.000	Merged-chr6-86127203-6
NR58427--MA0740.1.KLF14	chr7	19272627	19272640	+	0.000	0.000	Merged-chr7-19272512-2
NR2319--MA0742.1.Klf12	chr1	106171567	106171581	+	0.000	0.000	Merged-chr1-106171565-10
NR25755--MA0599.1.KLF5	chr16	8831053	8831062	-	0.000	0.000	Merged-chr16-8830910-11
NR61839--MA0741.1.KLF16	chr7	140845135	140845145	+	0.000	0.000	Merged-chr7-140845076-30
NR43891--MA0599.1.KLF5	chr3	135581793	135581802	+	0.000	0.000	Merged-chr3-135581925-8
NR63113--MA0039.3.KLF4	chr8	46551793	46551803	+	0.000	0.000	Merged-chr8-46552010-50
NR10010--MA0741.1.KLF16	chr11	20532413	20532423	+	0.000	0.000	Merged-chr11-20532387-59
NR65442--MA0599.1.KLF5	chr8	127325164	127325173	+	0.000	0.000	Merged-chr8-127325120-17
NR44670--MA0741.1.KLF16	chr3	152714093	152714103	+	0.000	0.000	Merged-chr3-152714247-60
NR1804--MA0741.1.KLF16	chr1	84839175	84839185	+	0.000	0.000	Merged-chr1-84839421-169
NR13302--MA1107.1.KLF9	chr12	13518261	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR33595--MA0039.3.KLF4	chr18	84951699	84951709	-	0.000	0.000	Merged-chr18-84951669-87
NR45031--MA1107.1.KLF9	chr4	6903916	6903928	-	0.000	0.000	Merged-chr4-6903816-37
NR63588--MA1107.1.KLF9	chr8	69832445	69832457	-	0.000	0.000	Merged-chr8-69832557-54
NR49239--MA0493.1.Klf1	chr4	155841273	155841283	-	0.000	0.000	Merged-chr4-155841183-71
NR11658--MA0741.1.KLF16	chr11	85311320	85311330	+	0.000	0.000	Merged-chr11-85311484-93
NR35421--MA0039.3.KLF4	chr2	13672793	13672803	+	0.000	0.000	Merged-chr2-13672808-37
NR29881--MA0740.1.KLF14	chr17	51832731	51832744	-	0.000	0.000	Merged-chr17-51832834-116
NR17215--MA0599.1.KLF5	chr13	58113428	58113437	+	0.000	0.000	Merged-chr13-58113406-71
NR32641--MA0599.1.KLF5	chr18	56431883	56431892	+	0.000	0.000	Merged-chr18-56431859-87
NR4622--MA0493.1.Klf1	chr1	181230950	181230960	+	0.000	0.000	Merged-chr1-181230993-50
NR53639--MA0493.1.Klf1	chr5	140649184	140649194	+	0.000	0.000	Merged-chr5-140649068-64
NR42380--MA0742.1.Klf12	chr3	84480471	84480485	-	0.000	0.000	Merged-chr3-84480339-69
NR26724--MA0599.1.KLF5	chr16	48627630	48627639	-	0.000	0.000	Merged-chr16-48627540-25
NR45296--MA0657.1.KLF13	chr4	15265676	15265693	-	0.000	0.000	Merged-chr4-15265953-100
NR53414--MA0039.3.KLF4	chr5	137645181	137645191	+	0.000	0.000	Merged-chr5-137645230-22
NR67080--MA0599.1.KLF5	chr9	77456629	77456638	+	0.000	0.000	Merged-chr9-77456588-28
NR8883--MA0493.1.Klf1	chr10	116930684	116930694	+	0.000	0.000	Merged-chr10-116930621-65
NR30448--MA0599.1.KLF5	chr17	70990567	70990576	-	0.000	0.000	Merged-chr17-70990523-86
NR64566--MA1107.1.KLF9	chr8	104632593	104632605	-	0.000	0.000	Merged-chr8-104632399-10
NR16438--MA0493.1.Klf1	chr13	23453843	23453853	+	0.000	0.000	Merged-chr13-23453663-42
NR148--MA0740.1.KLF14	chr1	9700455	9700468	-	0.000	0.000	Merged-chr1-9700584-90
NR35332--MA1107.1.KLF9	chr2	11229339	11229351	+	0.000	0.000	Merged-chr2-11229306-10
NR64141--MA0657.1.KLF13	chr8	84709346	84709363	-	0.000	0.000	Merged-chr8-84709387-31
NR21180--MA0741.1.KLF16	chr14	65149948	65149958	+	0.000	0.000	Merged-chr14-65149936-70
NR36666--MA0741.1.KLF16	chr2	52319512	52319522	-	0.000	0.000	Merged-chr2-52319482-58
NR28978--MA0740.1.KLF14	chr17	26715642	26715655	-	0.000	0.000	Merged-chr17-26715575-5
