#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR60373--MA0740.1.KLF14	chr7	45239136	45239149	+	0.000	0.000	Merged-chr7-45239039-65
NR20424--MA0493.1.Klf1	chr14	55885307	55885317	-	0.000	0.000	Merged-chr14-55885410-94
NR36336--MA0599.1.KLF5	chr2	60375320	60375329	-	0.000	0.000	Merged-chr2-60375404-17
NR7025--MA1107.1.KLF9	chr10	80158554	80158566	-	0.000	0.000	Merged-chr10-80158624-23
NR71562--MA0740.1.KLF14	chr9	124439899	124439912	-	0.000	0.000	Merged-chr9-124440009-73
NR57182--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR27833--MA1107.1.KLF9	chr17	14943307	14943319	-	0.000	0.000	Merged-chr17-14943321-56
NR39170--MA1107.1.KLF9	chr2	157119297	157119309	-	0.000	0.000	Merged-chr2-157119108-55
NR63918--MA0493.1.Klf1	chr7	144915057	144915067	+	0.000	0.000	Merged-chr7-144915039-103
NR31351--MA1107.1.KLF9	chr18	38276199	38276211	-	0.000	0.000	Merged-chr18-38276208-2
NR43270--MA0740.1.KLF14	chr3	131057378	131057391	-	0.000	0.000	Merged-chr3-131057396-52
NR11502--MA0599.1.KLF5	chr11	86484557	86484566	-	0.000	0.000	Merged-chr11-86484609-66
NR15281--MA0741.1.KLF16	chr12	101897307	101897317	-	0.000	0.000	Merged-chr12-101897238-43
NR19660--MA1107.1.KLF9	chr14	27429466	27429478	+	0.000	0.000	Merged-chr14-27429180-117
NR1078--MA0599.1.KLF5	chr1	69513676	69513685	+	0.000	0.000	Merged-chr1-69513618-39
NR17208--MA0493.1.Klf1	chr13	58157715	58157725	-	0.000	0.000	Merged-chr13-58157645-3
NR53695--MA0493.1.Klf1	chr5	140148961	140148971	+	0.000	0.000	Merged-chr5-140149143-22
NR15969--MA0599.1.KLF5	chr12	116048008	116048017	-	0.000	0.000	Merged-chr12-116048086-1
NR13001--MA0741.1.KLF16	chr11	117295571	117295581	+	0.000	0.000	Merged-chr11-117295513-10
NR59614--MA0741.1.KLF16	chr7	27258717	27258727	-	0.000	0.000	Merged-chr7-27258672-61
NR52946--MA0599.1.KLF5	chr5	129779290	129779299	-	0.000	0.000	Merged-chr5-129779227-46
NR20316--MA1107.1.KLF9	chr14	54146702	54146714	+	0.000	0.000	Merged-chr14-54146707-32
NR49819--MA0493.1.Klf1	chr5	30353819	30353829	-	0.000	0.000	Merged-chr5-30353789-16
NR10427--MA0742.1.Klf12	chr11	60210468	60210482	+	0.000	0.000	Merged-chr11-60210548-46
NR58366--MA0599.1.KLF5	chr6	142453537	142453546	-	0.000	0.000	Merged-chr6-142453467-35
NR62847--MA0740.1.KLF14	chr7	127746196	127746209	-	0.000	0.000	Merged-chr7-127746259-1
NR13210--MA0039.3.KLF4	chr11	120600848	120600858	-	0.000	0.000	Merged-chr11-120600932-23
NR29132--MA0599.1.KLF5	chr17	46383665	46383674	-	0.000	0.000	Merged-chr17-46383696-57
NR19640--MA0741.1.KLF16	chr14	27262415	27262425	+	0.000	0.000	Merged-chr14-27262535-17
NR47727--MA0741.1.KLF16	chr4	133039348	133039358	+	0.000	0.000	Merged-chr4-133039433-1
NR41705--MA0599.1.KLF5	chr3	88832611	88832620	+	0.000	0.000	Merged-chr3-88832556-26
NR13140--MA0599.1.KLF5	chr11	119076051	119076060	-	0.000	0.000	Merged-chr11-119075997-48
NR62766--MA0599.1.KLF5	chr7	126898312	126898321	+	0.000	0.000	Merged-chr7-126898179-43
NR30485--MA1107.1.KLF9	chr17	84119720	84119732	+	0.000	0.000	Merged-chr17-84119713-65
NR44415--MA0599.1.KLF5	chr4	3574849	3574858	+	0.000	0.000	Merged-chr4-3574809-60
NR35471--MA0740.1.KLF14	chr2	28533413	28533426	+	0.000	0.000	Merged-chr2-28533447-53
NR68918--MA0741.1.KLF16	chr9	57836874	57836884	-	0.000	0.000	Merged-chr9-57836875-58
NR2047--MA0599.1.KLF5	chr1	120055708	120055717	-	0.000	0.000	Merged-chr1-120055701-50
NR66696--MA0741.1.KLF16	chr8	111595696	111595706	+	0.000	0.000	Merged-chr8-111595874-65
NR59414--MA0039.3.KLF4	chr7	24467975	24467985	-	0.000	0.000	Merged-chr7-24468111-23
NR53924--MA0599.1.KLF5	chr5	142551102	142551111	-	0.000	0.000	Merged-chr5-142551043-31
NR65261--MA0599.1.KLF5	chr8	70212435	70212444	-	0.000	0.000	Merged-chr8-70212496-78
NR48541--MA0493.1.Klf1	chr4	146174022	146174032	-	0.000	0.000	Merged-chr4-146174048-94
NR14515--MA0742.1.Klf12	chr12	72536118	72536132	-	0.000	0.000	Merged-chr12-72536304-66
NR46491--MA0493.1.Klf1	chr4	103114421	103114431	+	0.000	0.000	Merged-chr4-103114464-88
NR3318--MA0740.1.KLF14	chr1	157039109	157039122	-	0.000	0.000	Merged-chr1-157039058-34
NR40928--MA0493.1.Klf1	chr3	41742608	41742618	-	0.000	0.000	Merged-chr3-41742487-85
NR21186--MA0039.3.KLF4	chr14	79236478	79236488	+	0.000	0.000	Merged-chr14-79236608-48
NR36995--MA0741.1.KLF16	chr2	90475063	90475073	-	0.000	0.000	Merged-chr2-90475063-42
NR46602--MA0741.1.KLF16	chr4	106828061	106828071	+	0.000	0.000	Merged-chr4-106828052-58
NR8810--MA0599.1.KLF5	chr10	126630214	126630223	+	0.000	0.000	Merged-chr10-126630142-1
NR23290--MA1107.1.KLF9	chr15	68258628	68258640	+	0.000	0.000	Merged-chr15-68258737-97
NR11573--MA0741.1.KLF16	chr11	88087050	88087060	-	0.000	0.000	Merged-chr11-88087122-32
NR1721--MA0039.3.KLF4	chr1	92934603	92934613	+	0.000	0.000	Merged-chr1-92934490-65
NR44974--MA0493.1.Klf1	chr4	41098227	41098237	+	0.000	0.000	Merged-chr4-41098181-38
NR52932--MA0493.1.Klf1	chr5	129715432	129715442	+	0.000	0.000	Merged-chr5-129715582-48
NR11844--MA0741.1.KLF16	chr11	96464580	96464590	+	0.000	0.000	Merged-chr11-96464548-48
NR57315--MA0741.1.KLF16	chr6	120916849	120916859	+	0.000	0.000	Merged-chr6-120916830-68
NR53797--MA0039.3.KLF4	chr5	140915645	140915655	+	0.000	0.000	Merged-chr5-140915429-24
NR23833--MA0599.1.KLF5	chr15	80930426	80930435	-	0.000	0.000	Merged-chr15-80930587-88
NR11541--MA0740.1.KLF14	chr11	87639412	87639425	-	0.000	0.000	Merged-chr11-87639357-20
NR52226--MA0740.1.KLF14	chr5	115348993	115349006	-	0.000	0.000	Merged-chr5-115349065-57
NR47979--MA0741.1.KLF16	chr4	135920736	135920746	-	0.000	0.000	Merged-chr4-135920669-69
NR37426--MA0599.1.KLF5	chr2	103797166	103797175	+	0.000	0.000	Merged-chr2-103797033-190
NR937--MA1107.1.KLF9	chr1	62049750	62049762	+	0.000	0.000	Merged-chr1-62049803-1
NR42766--MA0741.1.KLF16	chr3	115897890	115897900	+	0.000	0.000	Merged-chr3-115897908-5
NR30337--MA0039.3.KLF4	chr17	80621137	80621147	+	0.000	0.000	Merged-chr17-80621176-31
NR66784--MA1107.1.KLF9	chr8	115145536	115145548	+	0.000	0.000	Merged-chr8-115145430-7
NR70915--MA0039.3.KLF4	chr9	112185874	112185884	+	0.000	0.000	Merged-chr9-112185998-1
NR47947--MA0740.1.KLF14	chr4	135272865	135272878	-	0.000	0.000	Merged-chr4-135272795-85
NR68825--MA1107.1.KLF9	chr9	55410727	55410739	+	0.000	0.000	Merged-chr9-55410514-19
NR22254--MA0740.1.KLF14	chr15	5244321	5244334	-	0.000	0.000	Merged-chr15-5244344-100
NR9451--MA1107.1.KLF9	chr11	20035542	20035554	-	0.000	0.000	Merged-chr11-20035595-25
NR64170--MA1107.1.KLF9	chr8	13494551	13494563	-	0.000	0.000	Merged-chr8-13494435-15
NR3922--MA0741.1.KLF16	chr1	171270329	171270339	+	0.000	0.000	Merged-chr1-171270416-54
NR15661--MA0741.1.KLF16	chr12	109446511	109446521	-	0.000	0.000	Merged-chr12-109446341-43
NR53923--MA0740.1.KLF14	chr5	142551099	142551112	-	0.000	0.000	Merged-chr5-142551043-31
NR35018--MA0599.1.KLF5	chr2	18027627	18027636	-	0.000	0.000	Merged-chr2-18027664-78
NR20996--MA0039.3.KLF4	chr14	73596756	73596766	+	0.000	0.000	Merged-chr14-73596722-14
NR36581--MA0741.1.KLF16	chr2	71786869	71786879	-	0.000	0.000	Merged-chr2-71787122-109
NR46025--MA1107.1.KLF9	chr4	82755889	82755901	+	0.000	0.000	Merged-chr4-82755852-39
NR51995--MA0599.1.KLF5	chr5	112276527	112276536	-	0.000	0.000	Merged-chr5-112276606-72
NR56826--MA0493.1.Klf1	chr6	108313258	108313268	-	0.000	0.000	Merged-chr6-108313223-10
NR2835--MA0599.1.KLF5	chr1	143702712	143702721	+	0.000	0.000	Merged-chr1-143702723-102
NR52171--MA0493.1.Klf1	chr5	114691023	114691033	+	0.000	0.000	Merged-chr5-114690919-54
NR34030--MA0741.1.KLF16	chr19	44314784	44314794	+	0.000	0.000	Merged-chr19-44314757-47
NR50425--MA1107.1.KLF9	chr5	53605580	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR9067--MA0740.1.KLF14	chr10	128779587	128779600	+	0.000	0.000	Merged-chr10-128779505-23
NR60264--MA0599.1.KLF5	chr7	44360203	44360212	+	0.000	0.000	Merged-chr7-44360317-54
NR34696--MA0741.1.KLF16	chr2	3658116	3658126	-	0.000	0.000	Merged-chr2-3658087-77
NR2477--MA0741.1.KLF16	chr1	132417544	132417554	-	0.000	0.000	Merged-chr1-132417659-59
NR63721--MA0493.1.Klf1	chr7	141468680	141468690	-	0.000	0.000	Merged-chr7-141468704-17
NR68607--MA0599.1.KLF5	chr9	48985183	48985192	-	0.000	0.000	Merged-chr9-48985134-97
NR5259--MA0657.1.KLF13	chr10	13475324	13475341	+	0.000	0.000	Merged-chr10-13475400-5
NR24626--MA0742.1.Klf12	chr15	98727927	98727941	-	0.000	0.000	Merged-chr15-98728107-26
NR57724--MA0599.1.KLF5	chr6	128796576	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR71746--MA0657.1.KLF13	chrX	11999076	11999093	+	0.000	0.000	Merged-chrX-11999203-45
NR66205--MA0741.1.KLF16	chr8	95349078	95349088	-	0.000	0.000	Merged-chr8-95348986-27
NR49837--MA0493.1.Klf1	chr5	30666883	30666893	-	0.000	0.000	Merged-chr5-30666768-54
NR15881--MA0740.1.KLF14	chr12	113014389	113014402	-	0.000	0.000	Merged-chr12-113014523-77
NR23840--MA0741.1.KLF16	chr15	80930411	80930421	-	0.000	0.000	Merged-chr15-80930587-88
NR67973--MA0493.1.Klf1	chr9	21918242	21918252	-	0.000	0.000	Merged-chr9-21918186-50
NR28577--MA0741.1.KLF16	chr17	32389422	32389432	+	0.000	0.000	Merged-chr17-32389394-69
NR43436--MA1107.1.KLF9	chr3	134339448	134339460	+	0.000	0.000	Merged-chr3-134339453-34
NR36233--MA0741.1.KLF16	chr2	55437056	55437066	+	0.000	0.000	Merged-chr2-55437134-25
NR27991--MA0599.1.KLF5	chr17	23677491	23677500	+	0.000	0.000	Merged-chr17-23677473-43
NR67893--MA0599.1.KLF5	chr9	21167894	21167903	-	0.000	0.000	Merged-chr9-21167831-1
NR13330--MA0740.1.KLF14	chr11	121848127	121848140	-	0.000	0.000	Merged-chr11-121848040-41
NR62784--MA0599.1.KLF5	chr7	127137855	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR70742--MA0599.1.KLF5	chr9	108560364	108560373	-	0.000	0.000	Merged-chr9-108560465-50
NR35806--MA0599.1.KLF5	chr2	32961695	32961704	-	0.000	0.000	Merged-chr2-32961770-56
NR31313--MA0742.1.Klf12	chr18	36734990	36735004	+	0.000	0.000	Merged-chr18-36735138-69
NR55473--MA0741.1.KLF16	chr6	53038238	53038248	+	0.000	0.000	Merged-chr6-53038389-13
NR47785--MA0740.1.KLF14	chr4	133672658	133672671	+	0.000	0.000	Merged-chr4-133672630-119
NR8437--MA0039.3.KLF4	chr10	118461490	118461500	+	0.000	0.000	Merged-chr10-118461532-37
NR45266--MA0741.1.KLF16	chr4	45766160	45766170	-	0.000	0.000	Merged-chr4-45766216-17
NR53793--MA0741.1.KLF16	chr5	140872822	140872832	+	0.000	0.000	Merged-chr5-140872723-52
NR37872--MA0039.3.KLF4	chr2	119189564	119189574	+	0.000	0.000	Merged-chr2-119189381-64
NR71259--MA0599.1.KLF5	chr9	118686361	118686370	-	0.000	0.000	Merged-chr9-118686441-13
NR22363--MA0740.1.KLF14	chr15	11995560	11995573	+	0.000	0.000	Merged-chr15-11995673-123
NR58850--MA0741.1.KLF16	chr7	4996097	4996107	-	0.000	0.000	Merged-chr7-4996162-39
NR57249--MA0493.1.Klf1	chr6	120006492	120006502	+	0.000	0.000	Merged-chr6-120006378-7
NR71007--MA0741.1.KLF16	chr9	114368363	114368373	+	0.000	0.000	Merged-chr9-114368290-39
NR45808--MA0741.1.KLF16	chr4	62360689	62360699	-	0.000	0.000	Merged-chr4-62360597-69
NR63086--MA0599.1.KLF5	chr7	131055114	131055123	+	0.000	0.000	Merged-chr7-131055187-30
NR974--MA0599.1.KLF5	chr1	64088020	64088029	+	0.000	0.000	Merged-chr1-64088195-22
NR8497--MA0741.1.KLF16	chr10	119218836	119218846	-	0.000	0.000	Merged-chr10-119218704-23
NR25772--MA0741.1.KLF16	chr16	32176985	32176995	-	0.000	0.000	Merged-chr16-32177197-40
NR8941--MA0740.1.KLF14	chr10	127621012	127621025	-	0.000	0.000	Merged-chr10-127621046-1
NR11632--MA0599.1.KLF5	chr11	88599407	88599416	+	0.000	0.000	Merged-chr11-88599257-91
NR45132--MA0742.1.Klf12	chr4	43040439	43040453	+	0.000	0.000	Merged-chr4-43040302-54
NR25225--MA0599.1.KLF5	chr16	10690156	10690165	+	0.000	0.000	Merged-chr16-10690218-33
NR19790--MA1107.1.KLF9	chr14	31436146	31436158	+	0.000	0.000	Merged-chr14-31436048-54
NR48470--MA0599.1.KLF5	chr4	143412746	143412755	-	0.000	0.000	Merged-chr4-143412693-75
NR46692--MA0741.1.KLF16	chr4	108301214	108301224	+	0.000	0.000	Merged-chr4-108301084-77
NR8888--MA0657.1.KLF13	chr10	127211358	127211375	+	0.000	0.000	Merged-chr10-127211540-55
NR69243--MA0039.3.KLF4	chr9	66505804	66505814	+	0.000	0.000	Merged-chr9-66505646-32
NR23851--MA0599.1.KLF5	chr15	80948471	80948480	+	0.000	0.000	Merged-chr15-80948556-72
NR58370--MA0493.1.Klf1	chr6	142455798	142455808	-	0.000	0.000	Merged-chr6-142455717-15
NR5423--MA1107.1.KLF9	chr10	22149875	22149887	-	0.000	0.000	Merged-chr10-22149944-1
NR19432--MA1107.1.KLF9	chr14	20766182	20766194	-	0.000	0.000	Merged-chr14-20766175-32
NR62794--MA0740.1.KLF14	chr7	127244514	127244527	+	0.000	0.000	Merged-chr7-127244446-56
NR62226--MA0741.1.KLF16	chr7	115217062	115217072	-	0.000	0.000	Merged-chr7-115217038-43
NR12149--MA0599.1.KLF5	chr11	100545661	100545670	-	0.000	0.000	Merged-chr11-100545700-39
NR20107--MA0599.1.KLF5	chr14	47105053	47105062	-	0.000	0.000	Merged-chr14-47104934-63
NR13853--MA0740.1.KLF14	chr12	31567823	31567836	+	0.000	0.000	Merged-chr12-31567847-31
NR34410--MA0741.1.KLF16	chr19	55403003	55403013	+	0.000	0.000	Merged-chr19-55402966-18
NR11063--MA0741.1.KLF16	chr11	75571465	75571475	-	0.000	0.000	Merged-chr11-75571465-10
NR49663--MA0599.1.KLF5	chr5	24685928	24685937	-	0.000	0.000	Merged-chr5-24685796-115
NR10099--MA0599.1.KLF5	chr11	51898828	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR72361--MA1107.1.KLF9	chrX	99593268	99593280	+	0.000	0.000	Merged-chrX-99593260-13
NR24233--MA0493.1.Klf1	chr15	89089056	89089066	-	0.000	0.000	Merged-chr15-89089221-62
NR52512--MA0599.1.KLF5	chr5	122291333	122291342	+	0.000	0.000	Merged-chr5-122291331-19
NR50677--MA0599.1.KLF5	chr5	64819681	64819690	+	0.000	0.000	Merged-chr5-64819652-30
NR47469--MA0741.1.KLF16	chr4	129542722	129542732	+	0.000	0.000	Merged-chr4-129542711-60
NR40781--MA0741.1.KLF16	chr3	36475706	36475716	+	0.000	0.000	Merged-chr3-36475795-73
NR35036--MA0599.1.KLF5	chr2	18064476	18064485	-	0.000	0.000	Merged-chr2-18064738-151
NR24566--MA0740.1.KLF14	chr15	97908339	97908352	+	0.000	0.000	Merged-chr15-97908198-86
NR12816--MA0599.1.KLF5	chr11	115163296	115163305	+	0.000	0.000	Merged-chr11-115163381-73
NR55125--MA0741.1.KLF16	chr6	42349932	42349942	+	0.000	0.000	Merged-chr6-42349714-128
NR52718--MA0599.1.KLF5	chr5	124729818	124729827	+	0.000	0.000	Merged-chr5-124729814-15
NR1856--MA1107.1.KLF9	chr1	98589911	98589923	+	0.000	0.000	Merged-chr1-98589738-39
NR7276--MA1107.1.KLF9	chr10	81378723	81378735	+	0.000	0.000	Merged-chr10-81378614-74
NR13476--MA0599.1.KLF5	chr12	9030315	9030324	-	0.000	0.000	Merged-chr12-9030295-80
NR950--MA0039.3.KLF4	chr1	62875787	62875797	-	0.000	0.000	Merged-chr1-62876051-68
NR16862--MA0599.1.KLF5	chr13	48965781	48965790	+	0.000	0.000	Merged-chr13-48965826-50
NR28020--MA0741.1.KLF16	chr17	24141601	24141611	+	0.000	0.000	Merged-chr17-24141488-83
NR36578--MA0599.1.KLF5	chr2	71786880	71786889	-	0.000	0.000	Merged-chr2-71787122-109
NR880--MA0599.1.KLF5	chr1	59482086	59482095	-	0.000	0.000	Merged-chr1-59482272-104
NR5769--MA0599.1.KLF5	chr10	42269337	42269346	-	0.000	0.000	Merged-chr10-42269495-58
NR33204--MA0740.1.KLF14	chr19	8252182	8252195	+	0.000	0.000	Merged-chr19-8252316-31
NR20606--MA0740.1.KLF14	chr14	61172809	61172822	-	0.000	0.000	Merged-chr14-61173036-86
NR41731--MA0740.1.KLF14	chr3	89387211	89387224	+	0.000	0.000	Merged-chr3-89387256-27
NR6469--MA0741.1.KLF16	chr10	68445696	68445706	-	0.000	0.000	Merged-chr10-68445900-93
NR54871--MA0741.1.KLF16	chr6	31033157	31033167	+	0.000	0.000	Merged-chr6-31033300-19
NR34179--MA0599.1.KLF5	chr19	47067650	47067659	+	0.000	0.000	Merged-chr19-47067623-11
NR13457--MA1107.1.KLF9	chr12	8827538	8827550	-	0.000	0.000	Merged-chr12-8827572-4
NR67740--MA0741.1.KLF16	chr9	14281806	14281816	-	0.000	0.000	Merged-chr9-14281792-3
NR42813--MA0599.1.KLF5	chr3	116808134	116808143	-	0.000	0.000	Merged-chr3-116808199-73
NR49877--MA0741.1.KLF16	chr5	31251613	31251623	-	0.000	0.000	Merged-chr5-31251770-31
NR28281--MA0742.1.Klf12	chr17	27909228	27909242	+	0.000	0.000	Merged-chr17-27909139-107
NR37430--MA0493.1.Klf1	chr2	103797196	103797206	-	0.000	0.000	Merged-chr2-103797033-190
NR27511--MA1107.1.KLF9	chr17	6743393	6743405	+	0.000	0.000	Merged-chr17-6743228-4
NR11586--MA0741.1.KLF16	chr11	88162131	88162141	+	0.000	0.000	Merged-chr11-88161947-43
NR49845--MA0740.1.KLF14	chr5	30921517	30921530	-	0.000	0.000	Merged-chr5-30921651-61
NR65915--MA0599.1.KLF5	chr8	84965886	84965895	+	0.000	0.000	Merged-chr8-84966052-54
NR39096--MA0740.1.KLF14	chr2	155276306	155276319	+	0.000	0.000	Merged-chr2-155276335-2
NR41154--MA0493.1.Klf1	chr3	58470267	58470277	+	0.000	0.000	Merged-chr3-58470222-35
NR57066--MA0599.1.KLF5	chr6	115847227	115847236	-	0.000	0.000	Merged-chr6-115847146-35
NR1996--MA0599.1.KLF5	chr1	118398764	118398773	-	0.000	0.000	Merged-chr1-118398960-17
NR65855--MA0741.1.KLF16	chr8	84270524	84270534	+	0.000	0.000	Merged-chr8-84270449-50
NR7281--MA0493.1.Klf1	chr10	81401934	81401944	-	0.000	0.000	Merged-chr10-81401925-26
NR65108--MA0740.1.KLF14	chr8	64947109	64947122	+	0.000	0.000	Merged-chr8-64947122-116
NR71813--MA1107.1.KLF9	chrX	19157624	19157636	+	0.000	0.000	Merged-chrX-19157742-22
NR6747--MA0599.1.KLF5	chr10	75935805	75935814	+	0.000	0.000	Merged-chr10-75935964-54
NR5197--MA0740.1.KLF14	chr10	11149363	11149376	-	0.000	0.000	Merged-chr10-11149591-75
NR48900--MA0599.1.KLF5	chr4	152212655	152212664	-	0.000	0.000	Merged-chr4-152212643-15
NR27832--MA0741.1.KLF16	chr17	14943308	14943318	-	0.000	0.000	Merged-chr17-14943321-56
NR55919--MA0741.1.KLF16	chr6	72881489	72881499	-	0.000	0.000	Merged-chr6-72881581-61
NR56083--MA0493.1.Klf1	chr6	85339431	85339441	+	0.000	0.000	Merged-chr6-85339410-34
NR9796--MA1107.1.KLF9	chr11	32769103	32769115	-	0.000	0.000	Merged-chr11-32769022-47
NR72134--MA0599.1.KLF5	chrX	73054159	73054168	+	0.000	0.000	Merged-chrX-73054077-33
NR11510--MA1107.1.KLF9	chr11	86683900	86683912	+	0.000	0.000	Merged-chr11-86683864-65
NR57047--MA1107.1.KLF9	chr6	114936720	114936732	+	0.000	0.000	Merged-chr6-114936685-54
NR53968--MA0741.1.KLF16	chr5	142938561	142938571	+	0.000	0.000	Merged-chr5-142938564-20
NR61353--MA0741.1.KLF16	chr7	84417847	84417857	-	0.000	0.000	Merged-chr7-84417695-8
NR12536--MA0740.1.KLF14	chr11	107417455	107417468	-	0.000	0.000	Merged-chr11-107417418-57
NR26100--MA0599.1.KLF5	chr16	44358121	44358130	-	0.000	0.000	Merged-chr16-44357903-54
NR63631--MA1107.1.KLF9	chr7	140941529	140941541	+	0.000	0.000	Merged-chr7-140941728-63
NR69051--MA1107.1.KLF9	chr9	61427104	61427116	-	0.000	0.000	Merged-chr9-61427187-31
NR44996--MA1107.1.KLF9	chr4	41255754	41255766	+	0.000	0.000	Merged-chr4-41255920-18
NR4375--MA0741.1.KLF16	chr1	182711607	182711617	-	0.000	0.000	Merged-chr1-182711604-2
NR7388--MA1107.1.KLF9	chr10	84015126	84015138	+	0.000	0.000	Merged-chr10-84014974-1
NR56670--MA0599.1.KLF5	chr6	99666814	99666823	+	0.000	0.000	Merged-chr6-99666817-4
NR43627--MA0742.1.Klf12	chr3	138815440	138815454	-	0.000	0.000	Merged-chr3-138815364-14
NR60384--MA0741.1.KLF16	chr7	45341480	45341490	+	0.000	0.000	Merged-chr7-45341468-34
NR55306--MA1107.1.KLF9	chr6	49973777	49973789	-	0.000	0.000	Merged-chr6-49973713-27
NR2607--MA0599.1.KLF5	chr1	135154608	135154617	+	0.000	0.000	Merged-chr1-135154581-28
NR25243--MA0599.1.KLF5	chr16	10835432	10835441	-	0.000	0.000	Merged-chr16-10835288-65
NR11509--MA0741.1.KLF16	chr11	86683901	86683911	+	0.000	0.000	Merged-chr11-86683864-65
NR45232--MA0741.1.KLF16	chr4	44973511	44973521	-	0.000	0.000	Merged-chr4-44973676-38
NR19286--MA0741.1.KLF16	chr14	14633416	14633426	-	0.000	0.000	Merged-chr14-14633159-94
NR55893--MA0493.1.Klf1	chr6	72538900	72538910	-	0.000	0.000	Merged-chr6-72538823-50
NR32905--MA0741.1.KLF16	chr19	4169517	4169527	+	0.000	0.000	Merged-chr19-4169695-50
NR66561--MA0493.1.Klf1	chr8	107403278	107403288	-	0.000	0.000	Merged-chr8-107403354-63
NR35593--MA0740.1.KLF14	chr2	30472067	30472080	+	0.000	0.000	Merged-chr2-30472114-26
NR25449--MA0599.1.KLF5	chr16	17646441	17646450	+	0.000	0.000	Merged-chr16-17646523-53
NR66152--MA0741.1.KLF16	chr8	94183318	94183328	+	0.000	0.000	Merged-chr8-94183356-48
NR14566--MA0599.1.KLF5	chr12	74009610	74009619	+	0.000	0.000	Merged-chr12-74009516-16
NR3267--MA0599.1.KLF5	chr1	156473590	156473599	+	0.000	0.000	Merged-chr1-156473479-2
NR28835--MA0599.1.KLF5	chr17	35706134	35706143	-	0.000	0.000	Merged-chr17-35706172-14
NR48130--MA0599.1.KLF5	chr4	137909512	137909521	-	0.000	0.000	Merged-chr4-137909682-19
NR37668--MA0599.1.KLF5	chr2	113966604	113966613	+	0.000	0.000	Merged-chr2-113966529-16
NR35416--MA0657.1.KLF13	chr2	26640319	26640336	+	0.000	0.000	Merged-chr2-26640192-42
NR20715--MA0740.1.KLF14	chr14	65343723	65343736	+	0.000	0.000	Merged-chr14-65343819-62
NR54980--MA0741.1.KLF16	chr6	34988510	34988520	-	0.000	0.000	Merged-chr6-34988361-14
NR22505--MA1107.1.KLF9	chr15	27578265	27578277	+	0.000	0.000	Merged-chr15-27578127-37
NR30025--MA0493.1.Klf1	chr17	73822306	73822316	-	0.000	0.000	Merged-chr17-73822361-73
NR36685--MA0493.1.Klf1	chr2	73540605	73540615	-	0.000	0.000	Merged-chr2-73540763-38
NR3033--MA1107.1.KLF9	chr1	152386462	152386474	-	0.000	0.000	Merged-chr1-152386560-62
NR54504--MA0740.1.KLF14	chr6	6955994	6956007	+	0.000	0.000	Merged-chr6-6956020-66
NR21031--MA0741.1.KLF16	chr14	74835075	74835085	+	0.000	0.000	Merged-chr14-74835162-39
NR60008--MA1107.1.KLF9	chr7	31161054	31161066	-	0.000	0.000	Merged-chr7-31161172-57
NR23502--MA0599.1.KLF5	chr15	76196446	76196455	-	0.000	0.000	Merged-chr15-76196304-121
NR26212--MA0740.1.KLF14	chr16	49699192	49699205	-	0.000	0.000	Merged-chr16-49699249-55
NR29476--MA1107.1.KLF9	chr17	56018414	56018426	+	0.000	0.000	Merged-chr17-56018529-12
NR22058--MA0493.1.Klf1	chr14	121099865	121099875	+	0.000	0.000	Merged-chr14-121100054-28
NR57437--MA0741.1.KLF16	chr6	124782502	124782512	+	0.000	0.000	Merged-chr6-124782672-28
NR3915--MA1107.1.KLF9	chr1	171060406	171060418	-	0.000	0.000	Merged-chr1-171060539-31
NR60370--MA0039.3.KLF4	chr7	45211902	45211912	+	0.000	0.000	Merged-chr7-45211894-24
NR51949--MA0039.3.KLF4	chr5	112130131	112130141	+	0.000	0.000	Merged-chr5-112130163-21
NR14325--MA0740.1.KLF14	chr12	65258705	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR33608--MA0493.1.Klf1	chr19	29522307	29522317	+	0.000	0.000	Merged-chr19-29522449-69
NR24019--MA0599.1.KLF5	chr15	83563560	83563569	-	0.000	0.000	Merged-chr15-83563497-129
NR58823--MA0599.1.KLF5	chr7	4777376	4777385	+	0.000	0.000	Merged-chr7-4777194-35
NR50667--MA1107.1.KLF9	chr5	64780831	64780843	-	0.000	0.000	Merged-chr5-64780950-29
NR488--MA0741.1.KLF16	chr1	39102342	39102352	-	0.000	0.000	Merged-chr1-39102412-8
NR35245--MA0740.1.KLF14	chr2	24949737	24949750	-	0.000	0.000	Merged-chr2-24949801-67
NR31272--MA0599.1.KLF5	chr18	35830184	35830193	+	0.000	0.000	Merged-chr18-35830192-19
