#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR45131--MA0740.1.KLF14	chr4	43040439	43040452	+	0.000	0.000	Merged-chr4-43040302-54
NR32533--MA0740.1.KLF14	chr18	80713878	80713891	+	0.000	0.000	Merged-chr18-80714020-2
NR15711--MA0599.1.KLF5	chr12	110737788	110737797	-	0.000	0.000	Merged-chr12-110737948-78
NR4075--MA1107.1.KLF9	chr1	175692816	175692828	+	0.000	0.000	Merged-chr1-175692845-123
NR4412--MA0599.1.KLF5	chr1	183345537	183345546	-	0.000	0.000	Merged-chr1-183345406-106
NR18760--MA1107.1.KLF9	chr13	112792082	112792094	-	0.000	0.000	Merged-chr13-112792096-28
NR3993--MA0493.1.Klf1	chr1	172549533	172549543	-	0.000	0.000	Merged-chr1-172549592-17
NR43286--MA0493.1.Klf1	chr3	131250502	131250512	+	0.000	0.000	Merged-chr3-131250529-24
NR30318--MA0599.1.KLF5	chr17	80479370	80479379	-	0.000	0.000	Merged-chr17-80479567-11
NR50843--MA1107.1.KLF9	chr5	72182959	72182971	-	0.000	0.000	Merged-chr5-72182927-44
NR12866--MA0741.1.KLF16	chr11	115603930	115603940	-	0.000	0.000	Merged-chr11-115603871-66
NR120--MA0493.1.Klf1	chr1	13559536	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR18627--MA0599.1.KLF5	chr13	109229457	109229466	-	0.000	0.000	Merged-chr13-109229447-10
NR66988--MA0740.1.KLF14	chr8	119575030	119575043	-	0.000	0.000	Merged-chr8-119575055-76
NR406--MA0740.1.KLF14	chr1	36939650	36939663	-	0.000	0.000	Merged-chr1-36939684-79
NR56115--MA0740.1.KLF14	chr6	86397164	86397177	+	0.000	0.000	Merged-chr6-86397021-74
NR31654--MA0599.1.KLF5	chr18	56431889	56431898	+	0.000	0.000	Merged-chr18-56431859-87
NR30546--MA0742.1.Klf12	chr17	85908760	85908774	+	0.000	0.000	Merged-chr17-85908611-2
NR46926--MA0741.1.KLF16	chr4	116464350	116464360	-	0.000	0.000	Merged-chr4-116464160-92
NR62486--MA0740.1.KLF14	chr7	119860416	119860429	+	0.000	0.000	Merged-chr7-119860527-21
NR28447--MA0599.1.KLF5	chr17	29490746	29490755	+	0.000	0.000	Merged-chr17-29490702-78
NR39669--MA1107.1.KLF9	chr2	167760228	167760240	+	0.000	0.000	Merged-chr2-167760188-26
NR57270--MA0740.1.KLF14	chr6	120463413	120463426	+	0.000	0.000	Merged-chr6-120463598-88
NR57466--MA0599.1.KLF5	chr6	124931198	124931207	+	0.000	0.000	Merged-chr6-124931294-106
NR25522--MA0599.1.KLF5	chr16	19985099	19985108	-	0.000	0.000	Merged-chr16-19985121-18
NR32990--MA0740.1.KLF14	chr19	5273126	5273139	-	0.000	0.000	Merged-chr19-5273188-67
NR30867--MA0039.3.KLF4	chr18	7869135	7869145	-	0.000	0.000	Merged-chr18-7869140-116
NR60509--MA0741.1.KLF16	chr7	47132626	47132636	-	0.000	0.000	Merged-chr7-47132680-31
NR5860--MA0741.1.KLF16	chr10	44368932	44368942	-	0.000	0.000	Merged-chr10-44368737-26
NR37874--MA0741.1.KLF16	chr2	119189563	119189573	+	0.000	0.000	Merged-chr2-119189381-64
NR71322--MA1107.1.KLF9	chr9	119744237	119744249	-	0.000	0.000	Merged-chr9-119744132-67
NR40473--MA0741.1.KLF16	chr3	21936140	21936150	-	0.000	0.000	Merged-chr3-21936128-91
NR63344--MA0741.1.KLF16	chr7	135716605	135716615	-	0.000	0.000	Merged-chr7-135716348-117
NR35628--MA0493.1.Klf1	chr2	30942790	30942800	+	0.000	0.000	Merged-chr2-30942807-40
NR32838--MA0599.1.KLF5	chr19	3851617	3851626	+	0.000	0.000	Merged-chr19-3851775-57
NR12231--MA0599.1.KLF5	chr11	101316301	101316310	-	0.000	0.000	Merged-chr11-101316251-71
NR29088--MA1107.1.KLF9	chr17	46110963	46110975	+	0.000	0.000	Merged-chr17-46111006-42
NR3975--MA0741.1.KLF16	chr1	172341077	172341087	+	0.000	0.000	Merged-chr1-172341107-36
NR53899--MA0599.1.KLF5	chr5	142440754	142440763	+	0.000	0.000	Merged-chr5-142441069-143
NR61857--MA0599.1.KLF5	chr7	103712057	103712066	-	0.000	0.000	Merged-chr7-103712077-27
NR48858--MA0741.1.KLF16	chr4	151996276	151996286	-	0.000	0.000	Merged-chr4-151996356-68
NR68898--MA0039.3.KLF4	chr9	57640631	57640641	-	0.000	0.000	Merged-chr9-57640554-51
NR51365--MA0493.1.Klf1	chr5	96162610	96162620	-	0.000	0.000	Merged-chr5-96162542-132
NR69112--MA0599.1.KLF5	chr9	63377982	63377991	-	0.000	0.000	Merged-chr9-63377789-57
NR35333--MA0599.1.KLF5	chr2	25428662	25428671	+	0.000	0.000	Merged-chr2-25428761-52
NR33643--MA0741.1.KLF16	chr19	31337339	31337349	-	0.000	0.000	Merged-chr19-31337298-1
NR7314--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR41107--MA0599.1.KLF5	chr3	55415895	55415904	-	0.000	0.000	Merged-chr3-55415814-39
NR47767--MA0599.1.KLF5	chr4	133546048	133546057	+	0.000	0.000	Merged-chr4-133545920-68
NR15823--MA0599.1.KLF5	chr12	112706951	112706960	-	0.000	0.000	Merged-chr12-112707014-70
NR44561--MA0741.1.KLF16	chr4	11966519	11966529	-	0.000	0.000	Merged-chr4-11966313-126
NR5399--MA0599.1.KLF5	chr10	21161155	21161164	-	0.000	0.000	Merged-chr10-21161170-81
NR69657--MA1107.1.KLF9	chr9	78074221	78074233	+	0.000	0.000	Merged-chr9-78074095-46
NR33189--MA0742.1.Klf12	chr19	7295512	7295526	+	0.000	0.000	Merged-chr19-7295405-60
NR22257--MA0599.1.KLF5	chr15	5244329	5244338	-	0.000	0.000	Merged-chr15-5244344-100
NR42782--MA1107.1.KLF9	chr3	116024477	116024489	-	0.000	0.000	Merged-chr3-116024547-26
NR11374--MA0599.1.KLF5	chr11	80780048	80780057	+	0.000	0.000	Merged-chr11-80779980-65
NR51276--MA0599.1.KLF5	chr5	93093078	93093087	+	0.000	0.000	Merged-chr5-93092914-8
NR8570--MA0599.1.KLF5	chr10	121429141	121429150	-	0.000	0.000	Merged-chr10-121429289-15
NR34322--MA0740.1.KLF14	chr19	53460407	53460420	+	0.000	0.000	Merged-chr19-53460523-19
NR49164--MA0742.1.Klf12	chr4	156197624	156197638	+	0.000	0.000	Merged-chr4-156197657-98
NR33601--MA0599.1.KLF5	chr19	29361758	29361767	+	0.000	0.000	Merged-chr19-29361880-50
NR60785--MA0599.1.KLF5	chr7	63939874	63939883	+	0.000	0.000	Merged-chr7-63939782-2
NR65818--MA0741.1.KLF16	chr8	83996987	83996997	+	0.000	0.000	Merged-chr8-83997144-69
NR55069--MA0741.1.KLF16	chr6	38810076	38810086	+	0.000	0.000	Merged-chr6-38810070-95
NR9167--MA0493.1.Klf1	chr11	4206008	4206018	-	0.000	0.000	Merged-chr11-4206247-48
NR63867--MA0741.1.KLF16	chr7	143822870	143822880	+	0.000	0.000	Merged-chr7-143822961-65
NR45338--MA0741.1.KLF16	chr4	46550599	46550609	+	0.000	0.000	Merged-chr4-46550580-17
NR57578--MA0599.1.KLF5	chr6	127103210	127103219	-	0.000	0.000	Merged-chr6-127103000-20
NR40964--MA0740.1.KLF14	chr3	51552964	51552977	-	0.000	0.000	Merged-chr3-51553157-56
NR3452--MA0599.1.KLF5	chr1	161035006	161035015	-	0.000	0.000	Merged-chr1-161035022-99
NR48920--MA0741.1.KLF16	chr4	152447706	152447716	+	0.000	0.000	Merged-chr4-152447863-18
NR38171--MA0741.1.KLF16	chr2	128325687	128325697	-	0.000	0.000	Merged-chr2-128325647-45
NR20525--MA0599.1.KLF5	chr14	57999005	57999014	-	0.000	0.000	Merged-chr14-57999124-66
NR34118--MA0599.1.KLF5	chr19	46039676	46039685	-	0.000	0.000	Merged-chr19-46039779-63
NR55044--MA0493.1.Klf1	chr6	38360485	38360495	+	0.000	0.000	Merged-chr6-38360325-47
NR51043--MA0741.1.KLF16	chr5	77140305	77140315	+	0.000	0.000	Merged-chr5-77140362-54
NR61316--MA0741.1.KLF16	chr7	82866996	82867006	-	0.000	0.000	Merged-chr7-82866836-179
NR3309--MA0599.1.KLF5	chr1	156938890	156938899	+	0.000	0.000	Merged-chr1-156938918-4
NR52254--MA0599.1.KLF5	chr5	115732304	115732313	+	0.000	0.000	Merged-chr5-115732233-125
NR15338--MA0039.3.KLF4	chr12	102877823	102877833	-	0.000	0.000	Merged-chr12-102878041-139
NR64553--MA0493.1.Klf1	chr8	33599953	33599963	-	0.000	0.000	Merged-chr8-33599880-76
NR10277--MA0740.1.KLF14	chr11	55131242	55131255	+	0.000	0.000	Merged-chr11-55131266-10
NR8164--MA0742.1.Klf12	chr10	111164711	111164725	-	0.000	0.000	Merged-chr10-111165027-141
NR36286--MA0741.1.KLF16	chr2	59160581	59160591	+	0.000	0.000	Merged-chr2-59160665-10
NR43524--MA0742.1.Klf12	chr3	136556568	136556582	-	0.000	0.000	Merged-chr3-136556627-33
NR36730--MA0740.1.KLF14	chr2	74749528	74749541	-	0.000	0.000	Merged-chr2-74749603-48
NR2665--MA0039.3.KLF4	chr1	136174201	136174211	-	0.000	0.000	Merged-chr1-136174143-42
NR57344--MA1107.1.KLF9	chr6	121241962	121241974	-	0.000	0.000	Merged-chr6-121242053-23
NR64444--MA0742.1.Klf12	chr8	25597211	25597225	+	0.000	0.000	Merged-chr8-25597379-88
NR44963--MA0599.1.KLF5	chr4	40876879	40876888	-	0.000	0.000	Merged-chr4-40876932-30
NR28110--MA1107.1.KLF9	chr17	25258133	25258145	-	0.000	0.000	Merged-chr17-25258027-50
NR54339--MA0740.1.KLF14	chr5	149526299	149526312	-	0.000	0.000	Merged-chr5-149526152-1
NR39580--MA0493.1.Klf1	chr2	166664971	166664981	+	0.000	0.000	Merged-chr2-166664771-14
NR52740--MA0741.1.KLF16	chr5	125052283	125052293	+	0.000	0.000	Merged-chr5-125052528-23
NR62866--MA0740.1.KLF14	chr7	127777082	127777095	+	0.000	0.000	Merged-chr7-127777131-96
NR22458--MA0493.1.Klf1	chr15	25884684	25884694	-	0.000	0.000	Merged-chr15-25884835-36
NR19394--MA0493.1.Klf1	chr14	20082823	20082833	-	0.000	0.000	Merged-chr14-20082974-67
NR59894--MA0742.1.Klf12	chr7	30072659	30072673	+	0.000	0.000	Merged-chr7-30072642-62
NR55631--MA0599.1.KLF5	chr6	56924009	56924018	-	0.000	0.000	Merged-chr6-56923975-70
NR24562--MA0599.1.KLF5	chr15	97831592	97831601	-	0.000	0.000	Merged-chr15-97831393-88
NR57868--MA0657.1.KLF13	chr6	131360948	131360965	+	0.000	0.000	Merged-chr6-131360914-18
NR14365--MA0740.1.KLF14	chr12	69228190	69228203	+	0.000	0.000	Merged-chr12-69228126-55
NR34452--MA0039.3.KLF4	chr19	56721960	56721970	-	0.000	0.000	Merged-chr19-56721958-31
NR51182--MA0599.1.KLF5	chr5	90366238	90366247	-	0.000	0.000	Merged-chr5-90366119-136
NR48055--MA0493.1.Klf1	chr4	136469745	136469755	+	0.000	0.000	Merged-chr4-136469909-78
NR13875--MA1107.1.KLF9	chr12	32168999	32169011	-	0.000	0.000	Merged-chr12-32169009-55
NR39491--MA0599.1.KLF5	chr2	164867102	164867111	+	0.000	0.000	Merged-chr2-164866998-31
NR5972--MA0599.1.KLF5	chr10	54040515	54040524	+	0.000	0.000	Merged-chr10-54040478-122
NR40821--MA0740.1.KLF14	chr3	37312464	37312477	+	0.000	0.000	Merged-chr3-37312472-53
NR13321--MA0599.1.KLF5	chr11	121421331	121421340	+	0.000	0.000	Merged-chr11-121421434-59
NR11486--MA0599.1.KLF5	chr11	85140147	85140156	+	0.000	0.000	Merged-chr11-85140096-67
NR12832--MA0741.1.KLF16	chr11	115367746	115367756	+	0.000	0.000	Merged-chr11-115367614-40
NR29509--MA1107.1.KLF9	chr17	56350993	56351005	-	0.000	0.000	Merged-chr17-56350875-30
NR22239--MA0657.1.KLF13	chr15	5116484	5116501	+	0.000	0.000	Merged-chr15-5116701-74
NR20995--MA0599.1.KLF5	chr14	73596755	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR10493--MA0039.3.KLF4	chr11	60937985	60937995	-	0.000	0.000	Merged-chr11-60937827-26
NR49587--MA0039.3.KLF4	chr5	23722187	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR37974--MA0599.1.KLF5	chr2	121442621	121442630	+	0.000	0.000	Merged-chr2-121442652-51
NR9955--MA0493.1.Klf1	chr11	46462215	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR10947--MA0741.1.KLF16	chr11	73019534	73019544	-	0.000	0.000	Merged-chr11-73019652-4
NR23816--MA0741.1.KLF16	chr15	80599536	80599546	-	0.000	0.000	Merged-chr15-80599512-51
NR42321--MA1107.1.KLF9	chr3	101800619	101800631	-	0.000	0.000	Merged-chr3-101800601-48
NR6866--MA0657.1.KLF13	chr10	78075169	78075186	+	0.000	0.000	Merged-chr10-78075213-37
NR44488--MA0493.1.Klf1	chr4	8926796	8926806	-	0.000	0.000	Merged-chr4-8926844-63
NR40486--MA1107.1.KLF9	chr3	21991928	21991940	+	0.000	0.000	Merged-chr3-21992010-59
NR26127--MA0039.3.KLF4	chr16	44811655	44811665	+	0.000	0.000	Merged-chr16-44811713-22
NR60878--MA1107.1.KLF9	chr7	66116271	66116283	-	0.000	0.000	Merged-chr7-66116161-49
NR34160--MA0740.1.KLF14	chr19	46573347	46573360	-	0.000	0.000	Merged-chr19-46573181-77
NR26057--MA0599.1.KLF5	chr16	43708667	43708676	-	0.000	0.000	Merged-chr16-43708511-27
NR15174--MA0599.1.KLF5	chr12	98746963	98746972	-	0.000	0.000	Merged-chr12-98746882-127
NR67365--MA0039.3.KLF4	chr8	124663341	124663351	+	0.000	0.000	Merged-chr8-124663205-81
NR29792--MA0599.1.KLF5	chr17	65954073	65954082	-	0.000	0.000	Merged-chr17-65954196-36
NR37064--MA1107.1.KLF9	chr2	92183963	92183975	-	0.000	0.000	Merged-chr2-92183829-110
NR28437--MA1107.1.KLF9	chr17	29394035	29394047	-	0.000	0.000	Merged-chr17-29393996-77
NR47864--MA0742.1.Klf12	chr4	134535425	134535439	+	0.000	0.000	Merged-chr4-134535132-103
NR46910--MA0599.1.KLF5	chr4	116144607	116144616	-	0.000	0.000	Merged-chr4-116144473-31
NR68318--MA0741.1.KLF16	chr9	40344036	40344046	+	0.000	0.000	Merged-chr9-40344107-38
NR29988--MA1107.1.KLF9	chr17	72939712	72939724	-	0.000	0.000	Merged-chr17-72939656-64
NR24889--MA0599.1.KLF5	chr15	102279429	102279438	-	0.000	0.000	Merged-chr15-102279513-54
NR70738--MA0742.1.Klf12	chr9	108507953	108507967	+	0.000	0.000	Merged-chr9-108507928-53
NR47388--MA0742.1.Klf12	chr4	128727549	128727563	+	0.000	0.000	Merged-chr4-128727871-94
NR48282--MA0741.1.KLF16	chr4	140724143	140724153	-	0.000	0.000	Merged-chr4-140723991-19
NR23113--MA1107.1.KLF9	chr15	60101881	60101893	+	0.000	0.000	Merged-chr15-60101772-22
NR66367--MA0741.1.KLF16	chr8	104631377	104631387	+	0.000	0.000	Merged-chr8-104631259-113
NR19572--MA0742.1.Klf12	chr14	25421975	25421989	+	0.000	0.000	Merged-chr14-25421957-44
NR53769--MA0741.1.KLF16	chr5	140649185	140649195	+	0.000	0.000	Merged-chr5-140649068-64
NR61517--MA0599.1.KLF5	chr7	92741646	92741655	+	0.000	0.000	Merged-chr7-92741583-79
NR61154--MA0741.1.KLF16	chr7	80123327	80123337	+	0.000	0.000	Merged-chr7-80123359-34
NR42747--MA0493.1.Klf1	chr3	115692526	115692536	+	0.000	0.000	Merged-chr3-115692552-34
NR31864--MA0493.1.Klf1	chr18	63692396	63692406	+	0.000	0.000	Merged-chr18-63692384-62
NR57460--MA0039.3.KLF4	chr6	124919711	124919721	+	0.000	0.000	Merged-chr6-124919829-13
NR69317--MA1107.1.KLF9	chr9	67840265	67840277	-	0.000	0.000	Merged-chr9-67840387-69
NR67793--MA0741.1.KLF16	chr9	15357835	15357845	+	0.000	0.000	Merged-chr9-15357727-65
NR59501--MA0039.3.KLF4	chr7	25238267	25238277	+	0.000	0.000	Merged-chr7-25238227-126
NR28107--MA0740.1.KLF14	chr17	25219704	25219717	-	0.000	0.000	Merged-chr17-25219757-41
NR26459--MA0741.1.KLF16	chr16	64800652	64800662	+	0.000	0.000	Merged-chr16-64800516-42
NR49898--MA0740.1.KLF14	chr5	32610946	32610959	+	0.000	0.000	Merged-chr5-32610925-84
NR11244--MA0741.1.KLF16	chr11	78512209	78512219	-	0.000	0.000	Merged-chr11-78512240-60
NR55277--MA0493.1.Klf1	chr6	48676125	48676135	+	0.000	0.000	Merged-chr6-48676195-68
NR51275--MA1107.1.KLF9	chr5	93092478	93092490	-	0.000	0.000	Merged-chr5-93092425-6
NR49130--MA0742.1.Klf12	chr4	155841364	155841378	-	0.000	0.000	Merged-chr4-155841183-71
NR70729--MA0741.1.KLF16	chr9	108339148	108339158	-	0.000	0.000	Merged-chr9-108339266-57
NR52342--MA0039.3.KLF4	chr5	118465215	118465225	-	0.000	0.000	Merged-chr5-118465239-56
NR7900--MA1107.1.KLF9	chr10	98776528	98776540	-	0.000	0.000	Merged-chr10-98776574-38
NR8436--MA0599.1.KLF5	chr10	118461466	118461475	-	0.000	0.000	Merged-chr10-118461532-37
NR59637--MA0599.1.KLF5	chr7	27361681	27361690	-	0.000	0.000	Merged-chr7-27361571-54
NR11579--MA1107.1.KLF9	chr11	88131941	88131953	+	0.000	0.000	Merged-chr11-88132051-21
NR24476--MA0740.1.KLF14	chr15	94543600	94543613	-	0.000	0.000	Merged-chr15-94543602-76
NR51818--MA0599.1.KLF5	chr5	108660815	108660824	-	0.000	0.000	Merged-chr5-108660605-68
NR23253--MA0599.1.KLF5	chr15	66969693	66969702	+	0.000	0.000	Merged-chr15-66969620-75
NR46425--MA0039.3.KLF4	chr4	101235226	101235236	+	0.000	0.000	Merged-chr4-101235092-24
NR37871--MA0599.1.KLF5	chr2	119189563	119189572	+	0.000	0.000	Merged-chr2-119189381-64
NR71452--MA1107.1.KLF9	chr9	122294565	122294577	-	0.000	0.000	Merged-chr9-122294367-85
NR30484--MA0741.1.KLF16	chr17	84119723	84119733	+	0.000	0.000	Merged-chr17-84119713-65
NR43645--MA0599.1.KLF5	chr3	139205633	139205642	-	0.000	0.000	Merged-chr3-139205719-57
NR57238--MA0599.1.KLF5	chr6	119848164	119848173	+	0.000	0.000	Merged-chr6-119848153-79
NR53355--MA0741.1.KLF16	chr5	135632599	135632609	+	0.000	0.000	Merged-chr5-135632742-49
NR28004--MA0599.1.KLF5	chr17	23829204	23829213	+	0.000	0.000	Merged-chr17-23829127-85
NR17012--MA0741.1.KLF16	chr13	54503710	54503720	-	0.000	0.000	Merged-chr13-54503961-93
NR35758--MA0493.1.Klf1	chr2	32757206	32757216	-	0.000	0.000	Merged-chr2-32757365-75
NR34918--MA0742.1.Klf12	chr2	13575062	13575076	+	0.000	0.000	Merged-chr2-13575035-10
NR32968--MA0599.1.KLF5	chr19	4943109	4943118	+	0.000	0.000	Merged-chr19-4942974-44
NR23920--MA0599.1.KLF5	chr15	81960936	81960945	-	0.000	0.000	Merged-chr15-81960727-98
NR69457--MA0599.1.KLF5	chr9	72985407	72985416	+	0.000	0.000	Merged-chr9-72985567-59
NR5393--MA0039.3.KLF4	chr10	20952521	20952531	-	0.000	0.000	Merged-chr10-20952486-81
NR46730--MA0741.1.KLF16	chr4	108879057	108879067	-	0.000	0.000	Merged-chr4-108879209-35
NR6704--MA0599.1.KLF5	chr10	75565650	75565659	+	0.000	0.000	Merged-chr10-75565754-65
NR24580--MA0599.1.KLF5	chr15	98181301	98181310	+	0.000	0.000	Merged-chr15-98181409-51
NR28191--MA0742.1.Klf12	chr17	26932985	26932999	-	0.000	0.000	Merged-chr17-26933153-57
NR31976--MA0741.1.KLF16	chr18	66429267	66429277	+	0.000	0.000	Merged-chr18-66429331-35
NR64459--MA0657.1.KLF13	chr8	26015391	26015408	-	0.000	0.000	Merged-chr8-26015472-62
NR36318--MA0741.1.KLF16	chr2	59882610	59882620	-	0.000	0.000	Merged-chr2-59882495-61
NR27012--MA0493.1.Klf1	chr16	91545899	91545909	-	0.000	0.000	Merged-chr16-91545855-29
NR25853--MA0493.1.Klf1	chr16	34096053	34096063	-	0.000	0.000	Merged-chr16-34095886-29
NR53795--MA1107.1.KLF9	chr5	140872803	140872815	-	0.000	0.000	Merged-chr5-140872723-52
NR52501--MA0741.1.KLF16	chr5	122209817	122209827	+	0.000	0.000	Merged-chr5-122209892-38
NR24561--MA1107.1.KLF9	chr15	97825322	97825334	+	0.000	0.000	Merged-chr15-97825306-48
NR68465--MA0493.1.Klf1	chr9	44582654	44582664	-	0.000	0.000	Merged-chr9-44582588-15
NR70781--MA0742.1.Klf12	chr9	108783781	108783795	-	0.000	0.000	Merged-chr9-108783844-54
NR65018--MA0740.1.KLF14	chr8	60993127	60993140	+	0.000	0.000	Merged-chr8-60993240-112
NR5712--MA0493.1.Klf1	chr10	40349119	40349129	-	0.000	0.000	Merged-chr10-40349174-117
NR5847--MA0599.1.KLF5	chr10	43984079	43984088	+	0.000	0.000	Merged-chr10-43984044-26
NR72189--MA0493.1.Klf1	chrX	73915084	73915094	+	0.000	0.000	Merged-chrX-73915089-47
NR48199--MA0599.1.KLF5	chr4	138866660	138866669	+	0.000	0.000	Merged-chr4-138866585-23
NR48391--MA0741.1.KLF16	chr4	141618771	141618781	-	0.000	0.000	Merged-chr4-141618821-28
NR52599--MA0599.1.KLF5	chr5	123524220	123524229	+	0.000	0.000	Merged-chr5-123524243-58
NR10371--MA0741.1.KLF16	chr11	58214939	58214949	+	0.000	0.000	Merged-chr11-58214991-50
NR36422--MA1107.1.KLF9	chr2	65237878	65237890	+	0.000	0.000	Merged-chr2-65237970-5
NR23365--MA0599.1.KLF5	chr15	73169069	73169078	-	0.000	0.000	Merged-chr15-73169118-30
NR9954--MA0039.3.KLF4	chr11	46462213	46462223	-	0.000	0.000	Merged-chr11-46462115-37
NR6149--MA0599.1.KLF5	chr10	60305380	60305389	+	0.000	0.000	Merged-chr10-60305430-32
NR6507--MA0741.1.KLF16	chr10	69536829	69536839	-	0.000	0.000	Merged-chr10-69536721-21
NR4845--MA0039.3.KLF4	chr1	191850524	191850534	-	0.000	0.000	Merged-chr1-191850553-19
NR4855--MA0493.1.Klf1	chr1	191990194	191990204	+	0.000	0.000	Merged-chr1-191990137-48
NR13033--MA0741.1.KLF16	chr11	117326035	117326045	-	0.000	0.000	Merged-chr11-117325818-58
NR28455--MA1107.1.KLF9	chr17	29500857	29500869	-	0.000	0.000	Merged-chr17-29500871-30
NR21037--MA0493.1.Klf1	chr14	74835108	74835118	+	0.000	0.000	Merged-chr14-74835162-39
NR69424--MA0039.3.KLF4	chr9	71484101	71484111	-	0.000	0.000	Merged-chr9-71483955-37
NR9613--MA0741.1.KLF16	chr11	23306493	23306503	-	0.000	0.000	Merged-chr11-23306363-115
NR10830--MA0493.1.Klf1	chr11	70237731	70237741	+	0.000	0.000	Merged-chr11-70237870-62
NR10074--MA0599.1.KLF5	chr11	51584742	51584751	+	0.000	0.000	Merged-chr11-51584682-72
NR32273--MA0741.1.KLF16	chr18	75392710	75392720	+	0.000	0.000	Merged-chr18-75392555-48
NR34690--MA0742.1.Klf12	chr2	3475128	3475142	-	0.000	0.000	Merged-chr2-3474992-83
NR3205--MA1107.1.KLF9	chr1	155059667	155059679	+	0.000	0.000	Merged-chr1-155059784-49
NR13736--MA0039.3.KLF4	chr12	25266907	25266917	-	0.000	0.000	Merged-chr12-25266933-26
NR17214--MA1107.1.KLF9	chr13	58158318	58158330	-	0.000	0.000	Merged-chr13-58158134-148
NR21081--MA1107.1.KLF9	chr14	75284264	75284276	-	0.000	0.000	Merged-chr14-75284367-55
NR19467--MA0741.1.KLF16	chr14	21832223	21832233	-	0.000	0.000	Merged-chr14-21832195-1
NR7901--MA0740.1.KLF14	chr10	98782184	98782197	+	0.000	0.000	Merged-chr10-98782064-50
NR35350--MA1107.1.KLF9	chr2	25983445	25983457	+	0.000	0.000	Merged-chr2-25983366-83
NR68371--MA0493.1.Klf1	chr9	42208801	42208811	+	0.000	0.000	Merged-chr9-42208688-2
NR14649--MA0740.1.KLF14	chr12	78748951	78748964	-	0.000	0.000	Merged-chr12-78748976-92
NR30659--MA0741.1.KLF16	chr17	88066298	88066308	-	0.000	0.000	Merged-chr17-88066099-76
NR4408--MA0599.1.KLF5	chr1	183298396	183298405	+	0.000	0.000	Merged-chr1-183298283-17
NR33970--MA0741.1.KLF16	chr19	42090422	42090432	-	0.000	0.000	Merged-chr19-42090289-87
NR39478--MA0599.1.KLF5	chr2	163995127	163995136	-	0.000	0.000	Merged-chr2-163995265-87
NR20625--MA0740.1.KLF14	chr14	61556993	61557006	-	0.000	0.000	Merged-chr14-61556804-76
NR33765--MA0741.1.KLF16	chr19	36409638	36409648	-	0.000	0.000	Merged-chr19-36409790-61
NR23287--MA0741.1.KLF16	chr15	68258625	68258635	+	0.000	0.000	Merged-chr15-68258737-97
NR59898--MA0741.1.KLF16	chr7	30072660	30072670	+	0.000	0.000	Merged-chr7-30072642-62
NR59503--MA0741.1.KLF16	chr7	25238266	25238276	+	0.000	0.000	Merged-chr7-25238227-126
NR67283--MA0741.1.KLF16	chr8	123015338	123015348	-	0.000	0.000	Merged-chr8-123015317-27
NR46443--MA0039.3.KLF4	chr4	101298632	101298642	+	0.000	0.000	Merged-chr4-101298593-40
NR34493--MA1107.1.KLF9	chr19	57132261	57132273	-	0.000	0.000	Merged-chr19-57132265-94
NR65429--MA0599.1.KLF5	chr8	71469397	71469406	+	0.000	0.000	Merged-chr8-71469217-49
NR54401--MA0039.3.KLF4	chr5	150522699	150522709	-	0.000	0.000	Merged-chr5-150522629-58
NR1365--MA0039.3.KLF4	chr1	80755568	80755578	+	0.000	0.000	Merged-chr1-80755729-75
NR33824--MA1107.1.KLF9	chr19	38930982	38930994	-	0.000	0.000	Merged-chr19-38931059-89
NR67825--MA0741.1.KLF16	chr9	20521619	20521629	-	0.000	0.000	Merged-chr9-20521496-57
NR57076--MA0741.1.KLF16	chr6	115853636	115853646	-	0.000	0.000	Merged-chr6-115853380-61
NR57256--MA0599.1.KLF5	chr6	120188246	120188255	-	0.000	0.000	Merged-chr6-120188171-90
NR16348--MA1107.1.KLF9	chr13	24419793	24419805	-	0.000	0.000	Merged-chr13-24419838-27
NR27907--MA1107.1.KLF9	chr17	21383735	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR49659--MA0740.1.KLF14	chr5	24685913	24685926	-	0.000	0.000	Merged-chr5-24685796-115
NR71327--MA1107.1.KLF9	chr9	119744338	119744350	+	0.000	0.000	Merged-chr9-119744132-67
NR11239--MA1107.1.KLF9	chr11	78360260	78360272	-	0.000	0.000	Merged-chr11-78360468-54
NR52529--MA0740.1.KLF14	chr5	122850145	122850158	+	0.000	0.000	Merged-chr5-122850180-68
NR52208--MA0039.3.KLF4	chr5	115125303	115125313	-	0.000	0.000	Merged-chr5-115125406-34
