#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Prdm1/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2134--MA0508.2.PRDM1	chr9	40997273	40997282	+	0.000	0.000	Merged-chr9-40997373-39
NR546--MA0508.2.PRDM1	chr12	116620104	116620113	+	0.000	0.000	Merged-chr12-116620074-47
NR1946--MA0508.2.PRDM1	chr7	90074607	90074616	-	0.000	0.000	Merged-chr7-90074700-23
NR2243--MA0508.2.PRDM1	chrX	41911104	41911113	+	0.000	0.000	Merged-chrX-41910982-6
NR1912--MA0508.2.PRDM1	chr7	39650923	39650932	+	0.000	0.000	Merged-chr7-39650740-5
NR2147--MA0508.2.PRDM1	chr9	53535655	53535664	+	0.000	0.000	Merged-chr9-53535720-15
NR559--MA0508.2.PRDM1	chr13	5864714	5864723	+	0.000	0.000	Merged-chr13-5864557-62
NR145--MA0508.2.PRDM1	chr1	171281209	171281218	+	0.000	0.000	Merged-chr1-171281333-62
NR416--MA0508.2.PRDM1	chr11	109166626	109166635	-	0.000	0.000	Merged-chr11-109166641-10
NR1816--MA0508.2.PRDM1	chr6	115519189	115519198	+	0.000	0.000	Merged-chr6-115519250-24
NR668--MA0508.2.PRDM1	chr13	115042838	115042847	+	0.000	0.000	Merged-chr13-115042812-10
NR20--MA0508.2.PRDM1	chr1	43224399	43224408	+	0.000	0.000	Merged-chr1-43224405-37
NR1511--MA0508.2.PRDM1	chr4	92942497	92942506	-	0.000	0.000	Merged-chr4-92942379-25
NR429--MA0508.2.PRDM1	chr11	121039431	121039440	-	0.000	0.000	Merged-chr11-121039238-62
NR1620--MA0508.2.PRDM1	chr5	62711044	62711053	+	0.000	0.000	Merged-chr5-62711036-55
NR1872--MA0508.2.PRDM1	chr6	145616546	145616555	-	0.000	0.000	Merged-chr6-145616643-48
NR1938--MA0508.2.PRDM1	chr7	80033554	80033563	+	0.000	0.000	Merged-chr7-80033388-28
NR1981--MA0508.2.PRDM1	chr7	113572999	113573008	-	0.000	0.000	Merged-chr7-113573033-33
NR1091--MA0508.2.PRDM1	chr19	34583375	34583384	+	0.000	0.000	Merged-chr19-34583205-74
NR1904--MA0508.2.PRDM1	chr7	31037210	31037219	-	0.000	0.000	Merged-chr7-31037177-5
NR2139--MA0508.2.PRDM1	chr9	44192971	44192980	+	0.000	0.000	Merged-chr9-44193029-8
NR1471--MA0508.2.PRDM1	chr4	48012445	48012454	+	0.000	0.000	Merged-chr4-48012358-52
NR1742--MA0508.2.PRDM1	chr6	54991382	54991391	+	0.000	0.000	Merged-chr6-54991459-9
NR1808--MA0508.2.PRDM1	chr6	108482745	108482754	+	0.000	0.000	Merged-chr6-108482601-32
NR389--MA0508.2.PRDM1	chr11	79207920	79207929	+	0.000	0.000	Merged-chr11-79207824-18
NR2105--MA0508.2.PRDM1	chr8	128433663	128433672	-	0.000	0.000	Merged-chr8-128433570-8
NR1580--MA0508.2.PRDM1	chr4	155208111	155208120	+	0.000	0.000	Merged-chr4-155208089-31
NR12--MA0508.2.PRDM1	chr1	38662755	38662764	-	0.000	0.000	Merged-chr1-38662810-22
NR498--MA0508.2.PRDM1	chr12	83987859	83987868	+	0.000	0.000	Merged-chr12-83987988-78
NR1503--MA0508.2.PRDM1	chr4	87979801	87979810	+	0.000	0.000	Merged-chr4-87979806-23
NR1960--MA0508.2.PRDM1	chr7	98108972	98108981	+	0.000	0.000	Merged-chr7-98109106-60
NR2195--MA0508.2.PRDM1	chr9	96583236	96583245	-	0.000	0.000	Merged-chr9-96583315-51
NR1070--MA0508.2.PRDM1	chr19	11559728	11559737	-	0.000	0.000	Merged-chr19-11559745-14
NR2118--MA0508.2.PRDM1	chr9	25430014	25430023	-	0.000	0.000	Merged-chr9-25429934-32
NR1864--MA0508.2.PRDM1	chr6	143751087	143751096	-	0.000	0.000	Merged-chr6-143751233-79
NR368--MA0508.2.PRDM1	chr11	53128858	53128867	+	0.000	0.000	Merged-chr11-53128879-36
NR1768--MA0508.2.PRDM1	chr6	83421920	83421929	-	0.000	0.000	Merged-chr6-83421842-37
NR940--MA0508.2.PRDM1	chr17	29551179	29551188	-	0.000	0.000	Merged-chr17-29551156-34
NR1877--MA0508.2.PRDM1	chr6	148436570	148436579	-	0.000	0.000	Merged-chr6-148436541-68
NR129--MA0508.2.PRDM1	chr1	164053690	164053699	-	0.000	0.000	Merged-chr1-164053798-7
NR2174--MA0508.2.PRDM1	chr9	73039628	73039637	+	0.000	0.000	Merged-chr9-73039544-65
NR81--MA0508.2.PRDM1	chr1	131566437	131566446	+	0.000	0.000	Merged-chr1-131566296-22
NR810--MA0508.2.PRDM1	chr15	77123320	77123329	-	0.000	0.000	Merged-chr15-77123073-12
NR1681--MA0508.2.PRDM1	chr5	118459167	118459176	+	0.000	0.000	Merged-chr5-118459323-25
NR1062--MA0508.2.PRDM1	chr19	4332933	4332942	+	0.000	0.000	Merged-chr19-4332907-33
NR1999--MA0508.2.PRDM1	chr7	128461630	128461639	-	0.000	0.000	Merged-chr7-128461528-79
NR2044--MA0508.2.PRDM1	chr8	57387865	57387874	-	0.000	0.000	Merged-chr8-57387843-7
NR1856--MA0508.2.PRDM1	chr6	140441031	140441040	-	0.000	0.000	Merged-chr6-140440916-30
NR108--MA0508.2.PRDM1	chr1	151974573	151974582	-	0.000	0.000	Merged-chr1-151974586-6
NR1442--MA0508.2.PRDM1	chr3	156187551	156187560	+	0.000	0.000	Merged-chr3-156187494-2
NR1713--MA0508.2.PRDM1	chr6	6149522	6149531	+	0.000	0.000	Merged-chr6-6149577-22
NR1455--MA0508.2.PRDM1	chr4	6844147	6844156	+	0.000	0.000	Merged-chr4-6844197-28
NR1726--MA0508.2.PRDM1	chr6	35462700	35462709	+	0.000	0.000	Merged-chr6-35462751-23
NR2166--MA0508.2.PRDM1	chr9	64831979	64831988	-	0.000	0.000	Merged-chr9-64831906-29
NR1978--MA0508.2.PRDM1	chr7	111014807	111014816	-	0.000	0.000	Merged-chr7-111015040-32
NR1293--MA0508.2.PRDM1	chr2	180072828	180072837	-	0.000	0.000	Merged-chr2-180072906-4
NR1835--MA0508.2.PRDM1	chr6	127307384	127307393	+	0.000	0.000	Merged-chr6-127307394-44
NR1150--MA0508.2.PRDM1	chr2	38536568	38536577	+	0.000	0.000	Merged-chr2-38536477-82
NR1421--MA0508.2.PRDM1	chr3	142674824	142674833	+	0.000	0.000	Merged-chr3-142674758-15
NR1530--MA0508.2.PRDM1	chr4	106830254	106830263	+	0.000	0.000	Merged-chr4-106830452-8
NR892--MA0508.2.PRDM1	chr16	59617374	59617383	-	0.000	0.000	Merged-chr16-59617351-29
NR1686--MA0508.2.PRDM1	chr5	124050244	124050253	+	0.000	0.000	Merged-chr5-124050362-25
NR924--MA0508.2.PRDM1	chr16	97535142	97535151	-	0.000	0.000	Merged-chr16-97535153-8
NR1272--MA0508.2.PRDM1	chr2	158163223	158163232	+	0.000	0.000	Merged-chr2-158163220-8
NR1814--MA0508.2.PRDM1	chr6	114856338	114856347	+	0.000	0.000	Merged-chr6-114856222-16
NR2049--MA0508.2.PRDM1	chr8	68735089	68735098	+	0.000	0.000	Merged-chr8-68735158-122
NR1381--MA0508.2.PRDM1	chr3	121307639	121307648	+	0.000	0.000	Merged-chr3-121307742-30
NR1923--MA0508.2.PRDM1	chr7	58701546	58701555	+	0.000	0.000	Merged-chr7-58701532-33
NR1176--MA0508.2.PRDM1	chr2	65337991	65338000	+	0.000	0.000	Merged-chr2-65337948-45
NR2158--MA0508.2.PRDM1	chr9	60991674	60991683	+	0.000	0.000	Merged-chr9-60991715-48
NR1699--MA0508.2.PRDM1	chr5	141000631	141000640	-	0.000	0.000	Merged-chr5-141000440-52
NR1827--MA0508.2.PRDM1	chr6	122532993	122533002	+	0.000	0.000	Merged-chr6-122533116-39
NR1413--MA0508.2.PRDM1	chr3	138542900	138542909	+	0.000	0.000	Merged-chr3-138542669-46
NR980--MA0508.2.PRDM1	chr17	73814695	73814704	-	0.000	0.000	Merged-chr17-73814943-62
NR1665--MA0508.2.PRDM1	chr5	105609879	105609888	+	0.000	0.000	Merged-chr5-105609798-27
NR903--MA0508.2.PRDM1	chr16	78573066	78573075	-	0.000	0.000	Merged-chr16-78573118-8
NR1317--MA0508.2.PRDM1	chr3	59222492	59222501	-	0.000	0.000	Merged-chr3-59222464-17
NR2028--MA0508.2.PRDM1	chr8	31187350	31187359	-	0.000	0.000	Merged-chr8-31187403-16
NR1155--MA0508.2.PRDM1	chr2	46371247	46371256	-	0.000	0.000	Merged-chr2-46371309-56
NR44--MA0508.2.PRDM1	chr1	80637467	80637476	+	0.000	0.000	Merged-chr1-80637446-57
NR850--MA0508.2.PRDM1	chr16	24152155	24152164	+	0.000	0.000	Merged-chr16-24152137-5
NR1264--MA0508.2.PRDM1	chr2	152332441	152332450	-	0.000	0.000	Merged-chr2-152332475-59
NR1535--MA0508.2.PRDM1	chr4	118449834	118449843	-	0.000	0.000	Merged-chr4-118449765-23
NR1806--MA0508.2.PRDM1	chr6	107749026	107749035	-	0.000	0.000	Merged-chr6-107749008-33
NR340--MA0508.2.PRDM1	chr11	4268371	4268380	+	0.000	0.000	Merged-chr11-4268626-42
NR1896--MA0508.2.PRDM1	chr7	25774503	25774512	+	0.000	0.000	Merged-chr7-25774614-28
NR1277--MA0508.2.PRDM1	chr2	168230535	168230544	+	0.000	0.000	Merged-chr2-168230468-122
NR1928--MA0508.2.PRDM1	chr7	72350117	72350126	+	0.000	0.000	Merged-chr7-72350151-23
NR1243--MA0508.2.PRDM1	chr2	132643448	132643457	+	0.000	0.000	Merged-chr2-132643452-47
NR1514--MA0508.2.PRDM1	chr4	94543161	94543170	+	0.000	0.000	Merged-chr4-94543209-5
NR1038--MA0508.2.PRDM1	chr18	73863644	73863653	-	0.000	0.000	Merged-chr18-73863632-33
NR1147--MA0508.2.PRDM1	chr2	34958851	34958860	+	0.000	0.000	Merged-chr2-34958797-3
NR1875--MA0508.2.PRDM1	chr6	147672795	147672804	+	0.000	0.000	Merged-chr6-147672675-1
NR1004--MA0508.2.PRDM1	chr18	19524610	19524619	+	0.000	0.000	Merged-chr18-19524471-22
NR1113--MA0508.2.PRDM1	chr19	60681667	60681676	-	0.000	0.000	Merged-chr19-60681647-27
NR1779--MA0508.2.PRDM1	chr6	91111854	91111863	+	0.000	0.000	Merged-chr6-91111791-14
NR951--MA0508.2.PRDM1	chr17	36836988	36836997	+	0.000	0.000	Merged-chr17-36836894-102
NR332--MA0508.2.PRDM1	chr10	128232264	128232273	+	0.000	0.000	Merged-chr10-128232191-128
NR1888--MA0508.2.PRDM1	chr7	16205020	16205029	+	0.000	0.000	Merged-chr7-16205032-23
NR1745--MA0508.2.PRDM1	chr6	65516947	65516956	-	0.000	0.000	Merged-chr6-65516920-38
