#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2709--MA0037.3.GATA3	chr15	96543516	96543523	+	0.000	0.000	Merged-chr15-96543525-72
NR3149--MA0037.3.GATA3	chr17	28015735	28015742	-	0.000	0.000	Merged-chr17-28015703-1
NR3117--MA0036.3.GATA2	chr17	18558831	18558841	-	0.000	0.000	Merged-chr17-18558777-104
NR5653--MA1104.1.GATA6	chr5	105192809	105192821	-	0.000	0.000	Merged-chr5-105192735-25
NR3497--MA1104.1.GATA6	chr18	70478124	70478136	-	0.000	0.000	Merged-chr18-70478078-27
NR7011--MA0482.1.Gata4	chr8	114879813	114879823	-	0.000	0.000	Merged-chr8-114879936-19
NR404--MA0036.3.GATA2	chr1	162615721	162615731	-	0.000	0.000	Merged-chr1-162615694-15
NR2821--MA0035.3.Gata1	chr16	34665812	34665822	-	0.000	0.000	Merged-chr16-34665745-9
NR1495--MA0482.1.Gata4	chr12	70078944	70078954	-	0.000	0.000	Merged-chr12-70078875-55
NR1945--MA1104.1.GATA6	chr13	74490192	74490204	-	0.000	0.000	Merged-chr13-74490220-4
NR4065--MA1104.1.GATA6	chr2	91876527	91876539	-	0.000	0.000	Merged-chr2-91876592-59
NR5111--MA0036.3.GATA2	chr4	71291871	71291881	-	0.000	0.000	Merged-chr4-71291736-94
NR5924--MA0037.3.GATA3	chr6	71980506	71980513	+	0.000	0.000	Merged-chr6-71980569-75
NR7534--MA0482.1.Gata4	chr9	118678947	118678957	+	0.000	0.000	Merged-chr9-118679048-3
NR5378--MA0482.1.Gata4	chr5	3512854	3512864	-	0.000	0.000	Merged-chr5-3512789-22
NR1418--MA0482.1.Gata4	chr12	25394413	25394423	+	0.000	0.000	Merged-chr12-25394494-23
NR1783--MA1104.1.GATA6	chr13	8457039	8457051	-	0.000	0.000	Merged-chr13-8457184-81
NR3707--MA0035.3.Gata1	chr19	34640570	34640580	+	0.000	0.000	Merged-chr19-34640764-45
NR4981--MA0482.1.Gata4	chr4	10940868	10940878	-	0.000	0.000	Merged-chr4-10940994-39
NR3345--MA0766.1.GATA5	chr18	13016561	13016568	-	0.000	0.000	Merged-chr18-13016580-10
NR1394--MA0766.1.GATA5	chr11	117319697	117319704	-	0.000	0.000	Merged-chr11-117319615-150
NR7253--MA0035.3.Gata1	chr9	53436089	53436099	+	0.000	0.000	Merged-chr9-53436232-20
NR1451--MA0140.2.GATA1::TAL1	chr12	41844189	41844206	+	0.000	0.000	Merged-chr12-41844052-32
NR5758--MA0482.1.Gata4	chr5	137170915	137170925	-	0.000	0.000	Merged-chr5-137171021-10
NR5666--MA1104.1.GATA6	chr5	107265162	107265174	-	0.000	0.000	Merged-chr5-107265096-67
NR750--MA1104.1.GATA6	chr10	67101010	67101022	+	0.000	0.000	Merged-chr10-67100974-5
NR253--MA0140.2.GATA1::TAL1	chr1	131003514	131003531	+	0.000	0.000	Merged-chr1-131003466-39
NR1071--MA0035.3.Gata1	chr11	30166378	30166388	-	0.000	0.000	Merged-chr11-30166468-16
NR1137--MA0035.3.Gata1	chr11	57952913	57952923	-	0.000	0.000	Merged-chr11-57952769-40
NR7598--MA1104.1.GATA6	chrX	17365317	17365329	-	0.000	0.000	Merged-chrX-17365333-21
NR3858--MA0036.3.GATA2	chr2	19628497	19628507	+	0.000	0.000	Merged-chr2-19628399-27
NR3069--MA0035.3.Gata1	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR3183--MA0766.1.GATA5	chr17	47176498	47176505	-	0.000	0.000	Merged-chr17-47176575-11
NR6550--MA0036.3.GATA2	chr7	106440933	106440943	+	0.000	0.000	Merged-chr7-106441134-51
NR1298--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR1273--MA1104.1.GATA6	chr11	98487787	98487799	+	0.000	0.000	Merged-chr11-98487809-30
NR7066--MA0766.1.GATA5	chr8	122712103	122712110	-	0.000	0.000	Merged-chr8-122712057-14
NR7327--MA0036.3.GATA2	chr9	69156194	69156204	+	0.000	0.000	Merged-chr9-69156335-38
NR5928--MA0766.1.GATA5	chr6	71980506	71980513	+	0.000	0.000	Merged-chr6-71980569-75
NR6505--MA0037.3.GATA3	chr7	90218187	90218194	-	0.000	0.000	Merged-chr7-90218311-11
NR5129--MA0035.3.Gata1	chr4	88875959	88875969	-	0.000	0.000	Merged-chr4-88875849-45
NR3747--MA1104.1.GATA6	chr19	55865997	55866009	+	0.000	0.000	Merged-chr19-55866165-31
NR1344--MA0140.2.GATA1::TAL1	chr11	108911014	108911031	+	0.000	0.000	Merged-chr11-108910906-74
NR1401--MA1104.1.GATA6	chr11	121777184	121777196	-	0.000	0.000	Merged-chr11-121777303-26
NR1498--MA0035.3.Gata1	chr12	70078945	70078955	-	0.000	0.000	Merged-chr12-70078875-55
NR3999--MA1104.1.GATA6	chr2	68436678	68436690	+	0.000	0.000	Merged-chr2-68436653-2
NR3681--MA0037.3.GATA3	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR5291--MA0482.1.Gata4	chr4	145263888	145263898	-	0.000	0.000	Merged-chr4-145263821-10
NR3215--MA0766.1.GATA5	chr17	52484088	52484095	+	0.000	0.000	Merged-chr17-52484066-25
NR1126--MA0482.1.Gata4	chr11	54063311	54063321	-	0.000	0.000	Merged-chr11-54063198-57
NR1305--MA1104.1.GATA6	chr11	101661873	101661885	+	0.000	0.000	Merged-chr11-101661964-4
NR5418--MA0766.1.GATA5	chr5	24505729	24505736	-	0.000	0.000	Merged-chr5-24505685-17
NR3263--MA0482.1.Gata4	chr17	71204549	71204559	+	0.000	0.000	Merged-chr17-71204716-50
NR2704--MA0035.3.Gata1	chr15	94453054	94453064	+	0.000	0.000	Merged-chr15-94453103-20
NR2635--MA0037.3.GATA3	chr15	82906893	82906900	+	0.000	0.000	Merged-chr15-82906941-10
NR7545--MA0036.3.GATA2	chr9	120493244	120493254	+	0.000	0.000	Merged-chr9-120493281-1
NR1557--MA1104.1.GATA6	chr12	85818539	85818551	+	0.000	0.000	Merged-chr12-85818661-14
NR5741--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR6420--MA0036.3.GATA2	chr7	58465432	58465442	-	0.000	0.000	Merged-chr7-58465555-11
NR1559--MA0140.2.GATA1::TAL1	chr12	86787163	86787180	+	0.000	0.000	Merged-chr12-86787362-21
NR1414--MA1104.1.GATA6	chr12	25270021	25270033	+	0.000	0.000	Merged-chr12-25270049-10
NR7398--MA0482.1.Gata4	chr9	92229991	92230001	+	0.000	0.000	Merged-chr9-92230091-1
NR7669--MA0482.1.Gata4	chrX	160496687	160496697	+	0.000	0.000	Merged-chrX-160496581-5
NR3709--MA0482.1.Gata4	chr19	34640604	34640614	-	0.000	0.000	Merged-chr19-34640764-45
NR1758--MA0482.1.Gata4	chr12	118411032	118411042	-	0.000	0.000	Merged-chr12-118411153-21
NR2712--MA0036.3.GATA2	chr15	96543514	96543524	-	0.000	0.000	Merged-chr15-96543525-72
NR7163--MA1104.1.GATA6	chr9	31300705	31300717	-	0.000	0.000	Merged-chr9-31300664-3
NR5846--MA0482.1.Gata4	chr6	39284043	39284053	-	0.000	0.000	Merged-chr6-39284001-16
NR1073--MA0482.1.Gata4	chr11	32162426	32162436	+	0.000	0.000	Merged-chr11-32162378-27
NR7045--MA0766.1.GATA5	chr8	117278454	117278461	-	0.000	0.000	Merged-chr8-117278352-17
NR3199--MA0036.3.GATA2	chr17	50136228	50136238	+	0.000	0.000	Merged-chr17-50136209-46
NR977--MA0482.1.Gata4	chr10	127125355	127125365	+	0.000	0.000	Merged-chr10-127125484-11
NR4973--MA0482.1.Gata4	chr4	8518191	8518201	-	0.000	0.000	Merged-chr4-8518225-4
NR4854--MA0035.3.Gata1	chr3	138334460	138334470	-	0.000	0.000	Merged-chr3-138334424-50
NR767--MA0766.1.GATA5	chr10	77288916	77288923	+	0.000	0.000	Merged-chr10-77288922-8
NR7245--MA0035.3.Gata1	chr9	51015925	51015935	+	0.000	0.000	Merged-chr9-51015891-3
NR2303--MA0035.3.Gata1	chr14	53743751	53743761	-	0.000	0.000	Merged-chr14-53743517-19
NR3623--MA0140.2.GATA1::TAL1	chr19	11414186	11414203	+	0.000	0.000	Merged-chr19-11414241-16
NR3931--MA0037.3.GATA3	chr2	46307823	46307830	+	0.000	0.000	Merged-chr2-46307811-35
NR343--MA0036.3.GATA2	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR624--MA0766.1.GATA5	chr10	17550177	17550184	+	0.000	0.000	Merged-chr10-17550297-37
NR3266--MA0035.3.Gata1	chr17	71618157	71618167	+	0.000	0.000	Merged-chr17-71618121-41
NR2940--MA0766.1.GATA5	chr16	84864872	84864879	-	0.000	0.000	Merged-chr16-84864807-26
NR1679--MA1104.1.GATA6	chr12	110751025	110751037	-	0.000	0.000	Merged-chr12-110751101-46
NR2735--MA0766.1.GATA5	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR5116--MA0036.3.GATA2	chr4	75278973	75278983	-	0.000	0.000	Merged-chr4-75279089-1
NR7058--MA0766.1.GATA5	chr8	121603049	121603056	-	0.000	0.000	Merged-chr8-121603020-18
NR181--MA0036.3.GATA2	chr1	86048457	86048467	-	0.000	0.000	Merged-chr1-86048437-13
NR3698--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR6160--MA0037.3.GATA3	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR3688--MA0036.3.GATA2	chr19	31321987	31321997	-	0.000	0.000	Merged-chr19-31321995-11
NR6965--MA0140.2.GATA1::TAL1	chr8	95001898	95001915	+	0.000	0.000	Merged-chr8-95001890-40
NR450--MA0140.2.GATA1::TAL1	chr1	165763682	165763699	-	0.000	0.000	Merged-chr1-165763682-102
NR7285--MA1104.1.GATA6	chr9	62421167	62421179	+	0.000	0.000	Merged-chr9-62421317-30
NR3351--MA0482.1.Gata4	chr18	14654057	14654067	+	0.000	0.000	Merged-chr18-14653924-40
NR1389--MA0036.3.GATA2	chr11	116265611	116265621	+	0.000	0.000	Merged-chr11-116265626-27
NR5849--MA0035.3.Gata1	chr6	39284044	39284054	-	0.000	0.000	Merged-chr6-39284001-16
NR1645--MA1104.1.GATA6	chr12	103331557	103331569	-	0.000	0.000	Merged-chr12-103331678-52
NR7413--MA1104.1.GATA6	chr9	95836022	95836034	-	0.000	0.000	Merged-chr9-95835913-33
NR2773--MA0035.3.Gata1	chr16	20144774	20144784	-	0.000	0.000	Merged-chr16-20144854-9
NR1256--MA0766.1.GATA5	chr11	96075702	96075709	-	0.000	0.000	Merged-chr11-96075825-57
NR3188--MA0766.1.GATA5	chr17	47564806	47564813	-	0.000	0.000	Merged-chr17-47564757-20
NR5140--MA0482.1.Gata4	chr4	95068326	95068336	-	0.000	0.000	Merged-chr4-95068269-28
NR3178--MA0036.3.GATA2	chr17	44893785	44893795	-	0.000	0.000	Merged-chr17-44893726-24
NR4036--MA0037.3.GATA3	chr2	83723079	83723086	+	0.000	0.000	Merged-chr2-83723106-17
NR3705--MA1104.1.GATA6	chr19	34640569	34640581	-	0.000	0.000	Merged-chr19-34640764-45
NR1754--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR837--MA0035.3.Gata1	chr10	96391847	96391857	-	0.000	0.000	Merged-chr10-96391802-8
NR497--MA0037.3.GATA3	chr1	175631875	175631882	+	0.000	0.000	Merged-chr1-175631822-65
NR475--MA0766.1.GATA5	chr1	171796355	171796362	-	0.000	0.000	Merged-chr1-171796405-6
NR271--MA0482.1.Gata4	chr1	136601112	136601122	+	0.000	0.000	Merged-chr1-136600909-41
NR1161--MA0482.1.Gata4	chr11	63148510	63148520	+	0.000	0.000	Merged-chr11-63148506-21
NR2857--MA0766.1.GATA5	chr16	49774803	49774810	-	0.000	0.000	Merged-chr16-49774880-113
NR5985--MA0037.3.GATA3	chr6	91172603	91172610	+	0.000	0.000	Merged-chr6-91172590-9
NR5519--MA0766.1.GATA5	chr5	72634876	72634883	-	0.000	0.000	Merged-chr5-72634907-42
NR6393--MA0036.3.GATA2	chr7	47113494	47113504	-	0.000	0.000	Merged-chr7-47113657-15
NR4790--MA0482.1.Gata4	chr3	133624224	133624234	+	0.000	0.000	Merged-chr3-133624254-1
NR7360--MA1104.1.GATA6	chr9	83830016	83830028	+	0.000	0.000	Merged-chr9-83830058-10
NR5838--MA0482.1.Gata4	chr6	35380106	35380116	+	0.000	0.000	Merged-chr6-35380025-41
NR4968--MA0140.2.GATA1::TAL1	chr4	3209823	3209840	-	0.000	0.000	Merged-chr4-3209817-19
NR4668--MA0037.3.GATA3	chr3	101296680	101296687	+	0.000	0.000	Merged-chr3-101296807-2
NR3733--MA0140.2.GATA1::TAL1	chr19	44112031	44112048	+	0.000	0.000	Merged-chr19-44111939-9
NR7499--MA0482.1.Gata4	chr9	115526271	115526281	-	0.000	0.000	Merged-chr9-115526484-32
NR7012--MA1104.1.GATA6	chr8	114879813	114879825	+	0.000	0.000	Merged-chr8-114879936-19
NR1496--MA1104.1.GATA6	chr12	70078944	70078956	+	0.000	0.000	Merged-chr12-70078875-55
NR6731--MA0035.3.Gata1	chr7	126780374	126780384	-	0.000	0.000	Merged-chr7-126780255-24
NR683--MA0036.3.GATA2	chr10	39488318	39488328	-	0.000	0.000	Merged-chr10-39488240-32
NR3319--MA0036.3.GATA2	chr17	85888837	85888847	-	0.000	0.000	Merged-chr17-85888819-19
NR6728--MA0037.3.GATA3	chr7	126780376	126780383	+	0.000	0.000	Merged-chr7-126780255-24
NR5379--MA1104.1.GATA6	chr5	3512854	3512866	+	0.000	0.000	Merged-chr5-3512789-22
NR641--MA0035.3.Gata1	chr10	22302631	22302641	-	0.000	0.000	Merged-chr10-22302740-66
NR6990--MA0140.2.GATA1::TAL1	chr8	111595994	111596011	+	0.000	0.000	Merged-chr8-111595874-65
NR1624--MA1104.1.GATA6	chr12	98247085	98247097	-	0.000	0.000	Merged-chr12-98247130-40
NR707--MA0035.3.Gata1	chr10	54092218	54092228	+	0.000	0.000	Merged-chr10-54092203-26
NR1419--MA1104.1.GATA6	chr12	25394411	25394423	-	0.000	0.000	Merged-chr12-25394494-23
NR5584--MA0037.3.GATA3	chr5	93093279	93093286	-	0.000	0.000	Merged-chr5-93093423-108
NR4982--MA1104.1.GATA6	chr4	10940868	10940880	+	0.000	0.000	Merged-chr4-10940994-39
NR7465--MA0482.1.Gata4	chr9	107676233	107676243	+	0.000	0.000	Merged-chr9-107676090-54
NR3157--MA0036.3.GATA2	chr17	31224054	31224064	-	0.000	0.000	Merged-chr17-31224074-61
NR7075--MA0035.3.Gata1	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR6340--MA0482.1.Gata4	chr7	28867693	28867703	+	0.000	0.000	Merged-chr7-28867749-38
NR1164--MA0035.3.Gata1	chr11	63148509	63148519	+	0.000	0.000	Merged-chr11-63148506-21
NR7230--MA1104.1.GATA6	chr9	48795323	48795335	+	0.000	0.000	Merged-chr9-48795268-19
NR4812--MA0035.3.Gata1	chr3	136531892	136531902	+	0.000	0.000	Merged-chr3-136531691-41
NR106--MA0766.1.GATA5	chr1	69496220	69496227	+	0.000	0.000	Merged-chr1-69496310-11
NR925--MA0035.3.Gata1	chr10	117861196	117861206	+	0.000	0.000	Merged-chr10-117861044-50
NR7149--MA0036.3.GATA2	chr9	20492728	20492738	-	0.000	0.000	Merged-chr9-20492841-60
NR4921--MA0035.3.Gata1	chr3	148807224	148807234	-	0.000	0.000	Merged-chr3-148807140-19
NR3665--MA0037.3.GATA3	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR629--MA0766.1.GATA5	chr10	17574973	17574980	+	0.000	0.000	Merged-chr10-17575084-24
NR4647--MA0037.3.GATA3	chr3	93607809	93607816	+	0.000	0.000	Merged-chr3-93607971-30
NR80--MA0037.3.GATA3	chr1	64956882	64956889	-	0.000	0.000	Merged-chr1-64956845-95
NR410--MA0036.3.GATA2	chr1	163383832	163383842	-	0.000	0.000	Merged-chr1-163383772-21
NR4302--MA0035.3.Gata1	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR6481--MA0036.3.GATA2	chr7	84166279	84166289	+	0.000	0.000	Merged-chr7-84166236-11
NR2348--MA0037.3.GATA3	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR4673--MA0482.1.Gata4	chr3	101800465	101800475	+	0.000	0.000	Merged-chr3-101800601-48
NR5454--MA0037.3.GATA3	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR5292--MA1104.1.GATA6	chr4	145263888	145263900	+	0.000	0.000	Merged-chr4-145263821-10
NR1076--MA0036.3.GATA2	chr11	32205438	32205448	+	0.000	0.000	Merged-chr11-32205378-52
NR6436--MA0037.3.GATA3	chr7	75863453	75863460	-	0.000	0.000	Merged-chr7-75863636-9
NR1127--MA1104.1.GATA6	chr11	54063311	54063323	+	0.000	0.000	Merged-chr11-54063198-57
NR7468--MA0035.3.Gata1	chr9	107676232	107676242	+	0.000	0.000	Merged-chr9-107676090-54
NR1475--MA0037.3.GATA3	chr12	59055290	59055297	+	0.000	0.000	Merged-chr12-59055376-29
NR3264--MA1104.1.GATA6	chr17	71618156	71618168	-	0.000	0.000	Merged-chr17-71618121-41
NR1379--MA1104.1.GATA6	chr11	115629847	115629859	+	0.000	0.000	Merged-chr11-115630006-24
NR6343--MA0035.3.Gata1	chr7	28867692	28867702	+	0.000	0.000	Merged-chr7-28867749-38
NR6985--MA0482.1.Gata4	chr8	111595993	111596003	+	0.000	0.000	Merged-chr8-111595874-65
NR6595--MA0035.3.Gata1	chr7	112136762	112136772	+	0.000	0.000	Merged-chr7-112136797-13
NR423--MA0036.3.GATA2	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR1759--MA1104.1.GATA6	chr12	118411032	118411044	+	0.000	0.000	Merged-chr12-118411153-21
NR3970--MA0766.1.GATA5	chr2	60845543	60845550	+	0.000	0.000	Merged-chr2-60845573-40
NR5668--MA0482.1.Gata4	chr5	107648992	107649002	+	0.000	0.000	Merged-chr5-107649073-49
NR362--MA0035.3.Gata1	chr1	155784599	155784609	-	0.000	0.000	Merged-chr1-155784753-78
NR818--MA0482.1.Gata4	chr10	95283594	95283604	+	0.000	0.000	Merged-chr10-95283638-28
NR1616--MA1104.1.GATA6	chr12	94085243	94085255	+	0.000	0.000	Merged-chr12-94085440-4
NR5458--MA0766.1.GATA5	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR2592--MA0482.1.Gata4	chr15	67301162	67301172	-	0.000	0.000	Merged-chr15-67301040-4
NR4323--MA0036.3.GATA2	chr2	146498565	146498575	+	0.000	0.000	Merged-chr2-146498425-8
NR4999--MA0766.1.GATA5	chr4	11961006	11961013	+	0.000	0.000	Merged-chr4-11960864-24
NR978--MA1104.1.GATA6	chr10	127125353	127125365	-	0.000	0.000	Merged-chr10-127125484-11
NR2643--MA0036.3.GATA2	chr15	85469060	85469070	-	0.000	0.000	Merged-chr15-85469002-5
NR1299--MA0035.3.Gata1	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR4676--MA0035.3.Gata1	chr3	101800464	101800474	+	0.000	0.000	Merged-chr3-101800601-48
NR7067--MA0035.3.Gata1	chr8	122712102	122712112	+	0.000	0.000	Merged-chr8-122712057-14
NR6255--MA0036.3.GATA2	chr6	142809492	142809502	-	0.000	0.000	Merged-chr6-142809719-29
NR4713--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR3928--MA1104.1.GATA6	chr2	45103421	45103433	+	0.000	0.000	Merged-chr2-45103270-35
NR6194--MA0035.3.Gata1	chr6	130419321	130419331	+	0.000	0.000	Merged-chr6-130419325-26
NR2828--MA0766.1.GATA5	chr16	36941474	36941481	-	0.000	0.000	Merged-chr16-36941313-47
NR2482--MA0140.2.GATA1::TAL1	chr14	120830640	120830657	-	0.000	0.000	Merged-chr14-120830600-27
NR3216--MA0035.3.Gata1	chr17	52484086	52484096	-	0.000	0.000	Merged-chr17-52484066-25
NR1977--MA0037.3.GATA3	chr13	85498878	85498885	+	0.000	0.000	Merged-chr13-85498931-37
NR1891--MA0140.2.GATA1::TAL1	chr13	51388265	51388282	-	0.000	0.000	Merged-chr13-51388076-1
NR5419--MA0035.3.Gata1	chr5	24505728	24505738	+	0.000	0.000	Merged-chr5-24505685-17
NR1036--MA0482.1.Gata4	chr11	11719982	11719992	-	0.000	0.000	Merged-chr11-11719997-29
NR4617--MA0766.1.GATA5	chr3	79248518	79248525	+	0.000	0.000	Merged-chr3-79248582-102
NR5794--MA0037.3.GATA3	chr5	148397628	148397635	-	0.000	0.000	Merged-chr5-148397526-5
NR4203--MA0766.1.GATA5	chr2	118759912	118759919	-	0.000	0.000	Merged-chr2-118759977-35
NR2523--MA0766.1.GATA5	chr15	27725077	27725084	+	0.000	0.000	Merged-chr15-27725053-111
NR5651--MA0037.3.GATA3	chr5	105192811	105192818	-	0.000	0.000	Merged-chr5-105192735-25
NR3495--MA0037.3.GATA3	chr18	70478126	70478133	-	0.000	0.000	Merged-chr18-70478078-27
NR2595--MA0035.3.Gata1	chr15	67301163	67301173	-	0.000	0.000	Merged-chr15-67301040-4
NR1215--MA0037.3.GATA3	chr11	83271749	83271756	-	0.000	0.000	Merged-chr11-83271704-105
NR4660--MA0766.1.GATA5	chr3	96848327	96848334	-	0.000	0.000	Merged-chr3-96848254-3
NR255--MA0482.1.Gata4	chr1	131638413	131638423	-	0.000	0.000	Merged-chr1-131638408-68
NR526--MA0482.1.Gata4	chr1	181951071	181951081	+	0.000	0.000	Merged-chr1-181951117-29
NR4430--MA1104.1.GATA6	chr2	166719516	166719528	-	0.000	0.000	Merged-chr2-166719426-29
NR2842--MA0482.1.Gata4	chr16	45025477	45025487	-	0.000	0.000	Merged-chr16-45025536-40
NR1943--MA0037.3.GATA3	chr13	74490194	74490201	-	0.000	0.000	Merged-chr13-74490220-4
NR983--MA0482.1.Gata4	chr10	128990355	128990365	+	0.000	0.000	Merged-chr10-128990510-111
NR3348--MA0482.1.Gata4	chr18	14374803	14374813	+	0.000	0.000	Merged-chr18-14374933-6
NR1668--MA0482.1.Gata4	chr12	108646505	108646515	+	0.000	0.000	Merged-chr12-108646363-75
NR2351--MA0036.3.GATA2	chr14	66218979	66218989	+	0.000	0.000	Merged-chr14-66218968-32
NR3229--MA0035.3.Gata1	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR5284--MA0037.3.GATA3	chr4	139293492	139293499	-	0.000	0.000	Merged-chr4-139293440-1
NR635--MA0482.1.Gata4	chr10	21964643	21964653	+	0.000	0.000	Merged-chr10-21964511-16
NR1162--MA1104.1.GATA6	chr11	63148508	63148520	-	0.000	0.000	Merged-chr11-63148506-21
NR1781--MA0037.3.GATA3	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR3186--MA0482.1.Gata4	chr17	47564806	47564816	+	0.000	0.000	Merged-chr17-47564757-20
NR5664--MA0037.3.GATA3	chr5	107265164	107265171	-	0.000	0.000	Merged-chr5-107265096-67
NR2998--MA0482.1.Gata4	chr16	92764917	92764927	-	0.000	0.000	Merged-chr16-92765010-8
NR6072--MA0036.3.GATA2	chr6	114904370	114904380	-	0.000	0.000	Merged-chr6-114904408-10
NR473--MA0482.1.Gata4	chr1	171796355	171796365	+	0.000	0.000	Merged-chr1-171796405-6
NR3891--MA0140.2.GATA1::TAL1	chr2	29632315	29632332	-	0.000	0.000	Merged-chr2-29632325-58
NR625--MA0035.3.Gata1	chr10	17550175	17550185	-	0.000	0.000	Merged-chr10-17550297-37
NR4350--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR1219--MA0766.1.GATA5	chr11	83271749	83271756	-	0.000	0.000	Merged-chr11-83271704-105
NR822--MA0140.2.GATA1::TAL1	chr10	96015944	96015961	-	0.000	0.000	Merged-chr10-96015913-48
NR2916--MA0766.1.GATA5	chr16	59617253	59617260	+	0.000	0.000	Merged-chr16-59617351-29
NR1271--MA0037.3.GATA3	chr11	98487790	98487797	+	0.000	0.000	Merged-chr11-98487809-30
NR7059--MA0035.3.Gata1	chr8	121603048	121603058	+	0.000	0.000	Merged-chr8-121603020-18
NR6518--MA0036.3.GATA2	chr7	97737075	97737085	-	0.000	0.000	Merged-chr7-97737267-7
NR648--MA0482.1.Gata4	chr10	24593122	24593132	+	0.000	0.000	Merged-chr10-24593223-5
NR3745--MA0037.3.GATA3	chr19	55866000	55866007	+	0.000	0.000	Merged-chr19-55866165-31
NR2938--MA1104.1.GATA6	chr16	84864870	84864882	-	0.000	0.000	Merged-chr16-84864807-26
NR5882--MA0037.3.GATA3	chr6	54991388	54991395	-	0.000	0.000	Merged-chr6-54991459-9
NR7466--MA1104.1.GATA6	chr9	107676231	107676243	-	0.000	0.000	Merged-chr9-107676090-54
NR1900--MA0766.1.GATA5	chr13	52922198	52922205	+	0.000	0.000	Merged-chr13-52922066-27
NR6637--MA0766.1.GATA5	chr7	114616936	114616943	+	0.000	0.000	Merged-chr7-114616980-17
NR276--MA0766.1.GATA5	chr1	136601137	136601144	-	0.000	0.000	Merged-chr1-136600909-41
NR2776--MA1104.1.GATA6	chr16	20930011	20930023	-	0.000	0.000	Merged-chr16-20930100-26
NR1303--MA0037.3.GATA3	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
NR2377--MA0036.3.GATA2	chr14	78687947	78687957	+	0.000	0.000	Merged-chr14-78687892-42
NR2648--MA0036.3.GATA2	chr15	85828864	85828874	+	0.000	0.000	Merged-chr15-85828905-13
NR2929--MA0766.1.GATA5	chr16	78237070	78237077	-	0.000	0.000	Merged-chr16-78236959-38
NR5049--MA0766.1.GATA5	chr4	53782921	53782928	+	0.000	0.000	Merged-chr4-53782723-39
NR2064--MA0035.3.Gata1	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR4785--MA0036.3.GATA2	chr3	133332578	133332588	+	0.000	0.000	Merged-chr3-133332565-72
NR476--MA0035.3.Gata1	chr1	171796354	171796364	+	0.000	0.000	Merged-chr1-171796405-6
NR9--MA0140.2.GATA1::TAL1	chr1	10325525	10325542	-	0.000	0.000	Merged-chr1-10325689-27
NR7674--MA0140.2.GATA1::TAL1	chrX	160496688	160496705	+	0.000	0.000	Merged-chrX-160496581-5
NR4437--MA0036.3.GATA2	chr2	167081043	167081053	-	0.000	0.000	Merged-chr2-167081117-10
NR1408--MA0482.1.Gata4	chr12	16588626	16588636	+	0.000	0.000	Merged-chr12-16588738-7
NR1018--MA0035.3.Gata1	chr11	4335356	4335366	+	0.000	0.000	Merged-chr11-4335459-17
NR3615--MA0037.3.GATA3	chr19	4119836	4119843	+	0.000	0.000	Merged-chr19-4119891-46
NR1851--MA0140.2.GATA1::TAL1	chr13	33071971	33071988	-	0.000	0.000	Merged-chr13-33072044-31
NR608--MA0140.2.GATA1::TAL1	chr10	7667482	7667499	+	0.000	0.000	Merged-chr10-7667535-49
