#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR6775--MA0766.1.GATA5	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR9156--MA0036.3.GATA2	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR6181--MA0035.3.Gata1	chr3	75240891	75240901	+	0.000	0.000	Merged-chr3-75240815-11
NR3787--MA0037.3.GATA3	chr16	5746818	5746825	-	0.000	0.000	Merged-chr16-5746649-1
NR3960--MA0036.3.GATA2	chr16	48760675	48760685	+	0.000	0.000	Merged-chr16-48760801-13
NR6351--MA0036.3.GATA2	chr3	121343372	121343382	+	0.000	0.000	Merged-chr3-121343370-11
NR7229--MA0035.3.Gata1	chr4	154981682	154981692	-	0.000	0.000	Merged-chr4-154981680-18
NR2796--MA0766.1.GATA5	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR2786--MA0036.3.GATA2	chr13	90886326	90886336	-	0.000	0.000	Merged-chr13-90886172-1
NR7025--MA0140.2.GATA1::TAL1	chr4	96591244	96591261	+	0.000	0.000	Merged-chr4-96591096-6
NR133--MA0482.1.Gata4	chr1	35653567	35653577	-	0.000	0.000	Merged-chr1-35653441-55
NR1689--MA0482.1.Gata4	chr11	80068121	80068131	+	0.000	0.000	Merged-chr11-80068268-1
NR1821--MA0037.3.GATA3	chr12	12373257	12373264	+	0.000	0.000	Merged-chr12-12373073-13
NR9393--MA0037.3.GATA3	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR564--MA1104.1.GATA6	chr1	132046414	132046426	+	0.000	0.000	Merged-chr1-132046441-41
NR266--MA0035.3.Gata1	chr1	66987716	66987726	+	0.000	0.000	Merged-chr1-66987794-41
NR2500--MA0036.3.GATA2	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR3781--MA0140.2.GATA1::TAL1	chr16	4762238	4762255	-	0.000	0.000	Merged-chr16-4762365-8
NR2101--MA0482.1.Gata4	chr12	73598433	73598443	+	0.000	0.000	Merged-chr12-73598343-51
NR8663--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR6122--MA0766.1.GATA5	chr3	60954285	60954292	+	0.000	0.000	Merged-chr3-60954370-10
NR6778--MA0036.3.GATA2	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR7907--MA0037.3.GATA3	chr6	29229410	29229417	+	0.000	0.000	Merged-chr6-29229534-5
NR5209--MA0036.3.GATA2	chr2	22796697	22796707	-	0.000	0.000	Merged-chr2-22796662-28
NR7152--MA0482.1.Gata4	chr4	140815640	140815650	+	0.000	0.000	Merged-chr4-140815831-84
NR284--MA0766.1.GATA5	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR8599--MA0037.3.GATA3	chr7	12987631	12987638	+	0.000	0.000	Merged-chr7-12987633-12
NR371--MA0140.2.GATA1::TAL1	chr1	91298271	91298288	-	0.000	0.000	Merged-chr1-91298212-56
NR2912--MA1104.1.GATA6	chr13	113639069	113639081	-	0.000	0.000	Merged-chr13-113639155-24
NR1196--MA1104.1.GATA6	chr10	81137367	81137379	-	0.000	0.000	Merged-chr10-81137276-7
NR935--MA0766.1.GATA5	chr10	21092871	21092878	-	0.000	0.000	Merged-chr10-21092817-9
NR4546--MA0035.3.Gata1	chr17	80062159	80062169	+	0.000	0.000	Merged-chr17-80062114-120
NR4030--MA0140.2.GATA1::TAL1	chr16	59007369	59007386	-	0.000	0.000	Merged-chr16-59007299-38
NR526--MA0482.1.Gata4	chr1	125466893	125466903	-	0.000	0.000	Merged-chr1-125466833-56
NR7107--MA0036.3.GATA2	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR8609--MA0766.1.GATA5	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR659--MA0035.3.Gata1	chr1	151683047	151683057	+	0.000	0.000	Merged-chr1-151683056-48
NR4953--MA1104.1.GATA6	chr18	75322352	75322364	-	0.000	0.000	Merged-chr18-75322404-42
NR7046--MA0035.3.Gata1	chr4	101217307	101217317	-	0.000	0.000	Merged-chr4-101217167-64
NR814--MA1104.1.GATA6	chr1	186713108	186713120	-	0.000	0.000	Merged-chr1-186713074-31
NR7649--MA0140.2.GATA1::TAL1	chr5	96201972	96201989	+	0.000	0.000	Merged-chr5-96201907-44
NR9895--MA0037.3.GATA3	chrX	114474363	114474370	+	0.000	0.000	Merged-chrX-114474330-36
NR6082--MA0766.1.GATA5	chr3	58622620	58622627	-	0.000	0.000	Merged-chr3-58622670-34
NR4392--MA0036.3.GATA2	chr17	35993988	35993998	+	0.000	0.000	Merged-chr17-35993975-42
NR8817--MA0036.3.GATA2	chr7	78865892	78865902	+	0.000	0.000	Merged-chr7-78865782-5
NR6200--MA0036.3.GATA2	chr3	81102400	81102410	+	0.000	0.000	Merged-chr3-81102418-9
NR6580--MA1104.1.GATA6	chr3	152929751	152929763	-	0.000	0.000	Merged-chr3-152929727-94
NR3790--MA0036.3.GATA2	chr16	5746817	5746827	+	0.000	0.000	Merged-chr16-5746649-1
NR1175--MA1104.1.GATA6	chr10	75424695	75424707	+	0.000	0.000	Merged-chr10-75424715-43
NR7214--MA1104.1.GATA6	chr4	150938224	150938236	-	0.000	0.000	Merged-chr4-150938152-39
NR8936--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR5058--MA1104.1.GATA6	chr19	32998969	32998981	+	0.000	0.000	Merged-chr19-32999080-29
NR4803--MA0140.2.GATA1::TAL1	chr18	54482717	54482734	-	0.000	0.000	Merged-chr18-54482664-28
NR3784--MA0140.2.GATA1::TAL1	chr16	5145741	5145758	+	0.000	0.000	Merged-chr16-5145744-25
NR2550--MA0482.1.Gata4	chr13	41948365	41948375	-	0.000	0.000	Merged-chr13-41948463-1
NR5007--MA0482.1.Gata4	chr19	5430902	5430912	+	0.000	0.000	Merged-chr19-5430860-3
NR6366--MA0766.1.GATA5	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR4957--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2202--MA0482.1.Gata4	chr12	91384509	91384519	-	0.000	0.000	Merged-chr12-91384407-62
NR1881--MA0766.1.GATA5	chr12	25013045	25013052	-	0.000	0.000	Merged-chr12-25013214-16
NR8570--MA0482.1.Gata4	chr7	6127302	6127312	+	0.000	0.000	Merged-chr7-6127268-44
NR6771--MA0035.3.Gata1	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR7910--MA0036.3.GATA2	chr6	29229408	29229418	-	0.000	0.000	Merged-chr6-29229534-5
NR4472--MA0035.3.Gata1	chr17	62784083	62784093	+	0.000	0.000	Merged-chr17-62784192-42
NR4642--MA0036.3.GATA2	chr18	11913377	11913387	-	0.000	0.000	Merged-chr18-11913705-37
NR6524--MA0140.2.GATA1::TAL1	chr3	144261073	144261090	-	0.000	0.000	Merged-chr3-144261016-37
NR2624--MA0766.1.GATA5	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR5752--MA0037.3.GATA3	chr2	152914878	152914885	-	0.000	0.000	Merged-chr2-152914724-49
NR8854--MA0482.1.Gata4	chr7	89841971	89841981	-	0.000	0.000	Merged-chr7-89842093-31
NR4384--MA0036.3.GATA2	chr17	35727168	35727178	-	0.000	0.000	Merged-chr17-35727200-6
NR4190--MA0482.1.Gata4	chr16	95798614	95798624	+	0.000	0.000	Merged-chr16-95798581-80
NR7771--MA0766.1.GATA5	chr5	147063478	147063485	-	0.000	0.000	Merged-chr5-147063758-85
NR9823--MA0140.2.GATA1::TAL1	chrX	7570940	7570957	-	0.000	0.000	Merged-chrX-7570919-6
NR4339--MA0037.3.GATA3	chr17	23797678	23797685	+	0.000	0.000	Merged-chr17-23797661-48
NR9115--MA0140.2.GATA1::TAL1	chr8	25017191	25017208	-	0.000	0.000	Merged-chr8-25017163-89
NR9821--MA0036.3.GATA2	chrX	7570949	7570959	-	0.000	0.000	Merged-chrX-7570919-6
NR364--MA0766.1.GATA5	chr1	88578424	88578431	+	0.000	0.000	Merged-chr1-88578300-28
NR8182--MA0482.1.Gata4	chr6	86922089	86922099	+	0.000	0.000	Merged-chr6-86921974-19
NR6834--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR9930--MA0036.3.GATA2	chrX	153375287	153375297	+	0.000	0.000	Merged-chrX-153375365-26
NR4002--MA0036.3.GATA2	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR6630--MA0482.1.Gata4	chr3	159509172	159509182	+	0.000	0.000	Merged-chr3-159509158-33
NR2149--MA0037.3.GATA3	chr12	86795966	86795973	+	0.000	0.000	Merged-chr12-86795851-62
NR7206--MA0037.3.GATA3	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR2794--MA0482.1.Gata4	chr13	94381977	94381987	-	0.000	0.000	Merged-chr13-94381981-20
NR7044--MA1104.1.GATA6	chr4	101217306	101217318	+	0.000	0.000	Merged-chr4-101217167-64
NR610--MA0037.3.GATA3	chr1	143202527	143202534	+	0.000	0.000	Merged-chr1-143202432-31
NR6205--MA0036.3.GATA2	chr3	81201467	81201477	+	0.000	0.000	Merged-chr3-81201582-6
NR4525--MA0036.3.GATA2	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR2098--MA0036.3.GATA2	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR4997--MA0482.1.Gata4	chr19	4080681	4080691	+	0.000	0.000	Merged-chr19-4080806-9
NR8613--MA0036.3.GATA2	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR4894--MA0140.2.GATA1::TAL1	chr18	68059335	68059352	+	0.000	0.000	Merged-chr18-68059360-81
NR2170--MA0766.1.GATA5	chr12	89719512	89719519	+	0.000	0.000	Merged-chr12-89719457-81
NR4193--MA0035.3.Gata1	chr16	95798613	95798623	+	0.000	0.000	Merged-chr16-95798581-80
NR7153--MA1104.1.GATA6	chr4	140815638	140815650	-	0.000	0.000	Merged-chr4-140815831-84
NR6053--MA0766.1.GATA5	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR6043--MA0036.3.GATA2	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR2555--MA0482.1.Gata4	chr13	45371942	45371952	-	0.000	0.000	Merged-chr13-45371918-16
NR6576--MA0766.1.GATA5	chr3	152919363	152919370	-	0.000	0.000	Merged-chr3-152919231-7
NR4015--MA0036.3.GATA2	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR527--MA1104.1.GATA6	chr1	125466893	125466905	+	0.000	0.000	Merged-chr1-125466833-56
NR9882--MA0035.3.Gata1	chrX	104015322	104015332	-	0.000	0.000	Merged-chrX-104015448-5
NR8869--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR410--MA0482.1.Gata4	chr1	94803982	94803992	+	0.000	0.000	Merged-chr1-94803919-2
NR6633--MA0035.3.Gata1	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR6056--MA0036.3.GATA2	chr3	52650274	52650284	+	0.000	0.000	Merged-chr3-52650302-1
NR7785--MA0037.3.GATA3	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR4829--MA0140.2.GATA1::TAL1	chr18	57085860	57085877	-	0.000	0.000	Merged-chr18-57085717-36
NR4632--MA1104.1.GATA6	chr18	6484968	6484980	-	0.000	0.000	Merged-chr18-6484878-33
NR1852--MA0766.1.GATA5	chr12	16185623	16185630	-	0.000	0.000	Merged-chr12-16185844-40
NR1669--MA0037.3.GATA3	chr11	70239914	70239921	+	0.000	0.000	Merged-chr11-70239985-43
NR2449--MA0035.3.Gata1	chr13	12340220	12340230	+	0.000	0.000	Merged-chr13-12340337-1
NR5760--MA0035.3.Gata1	chr2	154797071	154797081	-	0.000	0.000	Merged-chr2-154797130-17
NR8607--MA0482.1.Gata4	chr7	19093680	19093690	+	0.000	0.000	Merged-chr7-19093740-100
NR6656--MA0482.1.Gata4	chr4	9185019	9185029	-	0.000	0.000	Merged-chr4-9185047-5
NR8217--MA0035.3.Gata1	chr6	99220740	99220750	+	0.000	0.000	Merged-chr6-99220619-12
NR4976--MA0482.1.Gata4	chr18	84355146	84355156	-	0.000	0.000	Merged-chr18-84355361-12
NR8987--MA0036.3.GATA2	chr7	126822098	126822108	-	0.000	0.000	Merged-chr7-126822065-16
NR4756--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR6123--MA0035.3.Gata1	chr3	60954283	60954293	-	0.000	0.000	Merged-chr3-60954370-10
NR2856--MA1104.1.GATA6	chr13	106997639	106997651	+	0.000	0.000	Merged-chr13-106997590-6
NR1778--MA0037.3.GATA3	chr11	116782936	116782943	-	0.000	0.000	Merged-chr11-116782885-34
NR2558--MA0035.3.Gata1	chr13	45371943	45371953	-	0.000	0.000	Merged-chr13-45371918-16
NR9160--MA0037.3.GATA3	chr8	35250947	35250954	-	0.000	0.000	Merged-chr8-35250826-10
NR5595--MA0140.2.GATA1::TAL1	chr2	127789087	127789104	+	0.000	0.000	Merged-chr2-127788936-49
NR2805--MA0482.1.Gata4	chr13	95524827	95524837	+	0.000	0.000	Merged-chr13-95524749-120
NR6080--MA0482.1.Gata4	chr3	58622620	58622630	+	0.000	0.000	Merged-chr3-58622670-34
NR4399--MA0766.1.GATA5	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR8477--MA0036.3.GATA2	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR2551--MA1104.1.GATA6	chr13	41948365	41948377	+	0.000	0.000	Merged-chr13-41948463-1
NR4103--MA0036.3.GATA2	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR3654--MA0766.1.GATA5	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR8571--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR3057--MA0037.3.GATA3	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR6287--MA0036.3.GATA2	chr3	100558467	100558477	+	0.000	0.000	Merged-chr3-100558458-49
NR2312--MA1104.1.GATA6	chr12	110689848	110689860	+	0.000	0.000	Merged-chr12-110689902-59
NR6083--MA0035.3.Gata1	chr3	58622619	58622629	+	0.000	0.000	Merged-chr3-58622670-34
NR9850--MA0482.1.Gata4	chrX	42343745	42343755	+	0.000	0.000	Merged-chrX-42343636-58
NR3470--MA0140.2.GATA1::TAL1	chr15	12225211	12225228	-	0.000	0.000	Merged-chr15-12225261-2
NR2150--MA1104.1.GATA6	chr12	86795963	86795975	+	0.000	0.000	Merged-chr12-86795851-62
NR8855--MA1104.1.GATA6	chr7	89841971	89841983	+	0.000	0.000	Merged-chr7-89842093-31
NR2959--MA0036.3.GATA2	chr14	8255425	8255435	+	0.000	0.000	Merged-chr14-8255378-13
NR1640--MA0482.1.Gata4	chr11	59809114	59809124	+	0.000	0.000	Merged-chr11-59809207-3
NR6428--MA0036.3.GATA2	chr3	133623447	133623457	+	0.000	0.000	Merged-chr3-133623556-36
NR558--MA0482.1.Gata4	chr1	130838472	130838482	-	0.000	0.000	Merged-chr1-130838519-27
NR8937--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR4191--MA1104.1.GATA6	chr16	95798612	95798624	-	0.000	0.000	Merged-chr16-95798581-80
NR3384--MA0037.3.GATA3	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR144--MA0482.1.Gata4	chr1	36272853	36272863	+	0.000	0.000	Merged-chr1-36272682-8
NR4073--MA0766.1.GATA5	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR6367--MA0035.3.Gata1	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR6276--MA0766.1.GATA5	chr3	96580269	96580276	-	0.000	0.000	Merged-chr3-96580278-43
NR1622--MA0140.2.GATA1::TAL1	chr11	49088527	49088544	-	0.000	0.000	Merged-chr11-49088320-57
NR7963--MA0036.3.GATA2	chr6	43337637	43337647	+	0.000	0.000	Merged-chr6-43337585-2
NR1882--MA0035.3.Gata1	chr12	25013044	25013054	+	0.000	0.000	Merged-chr12-25013214-16
NR1781--MA0036.3.GATA2	chr11	116782935	116782945	+	0.000	0.000	Merged-chr11-116782885-34
NR2910--MA0037.3.GATA3	chr13	113639071	113639078	-	0.000	0.000	Merged-chr13-113639155-24
NR6631--MA1104.1.GATA6	chr3	159509170	159509182	-	0.000	0.000	Merged-chr3-159509158-33
NR2144--MA0036.3.GATA2	chr12	83929662	83929672	-	0.000	0.000	Merged-chr12-83929616-29
NR2795--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR4998--MA1104.1.GATA6	chr19	4080679	4080691	-	0.000	0.000	Merged-chr19-4080806-9
NR2718--MA1104.1.GATA6	chr13	82799160	82799172	-	0.000	0.000	Merged-chr13-82799223-1
NR1823--MA0766.1.GATA5	chr12	12373257	12373264	+	0.000	0.000	Merged-chr12-12373073-13
NR3780--MA0035.3.Gata1	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR2319--MA0036.3.GATA2	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR2556--MA1104.1.GATA6	chr13	45371942	45371954	+	0.000	0.000	Merged-chr13-45371918-16
NR3997--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR3088--MA0482.1.Gata4	chr14	40927276	40927286	-	0.000	0.000	Merged-chr14-40927194-29
NR4042--MA0036.3.GATA2	chr16	64766974	64766984	+	0.000	0.000	Merged-chr16-64766994-6
NR8002--MA0482.1.Gata4	chr6	54118992	54119002	+	0.000	0.000	Merged-chr6-54119085-6
NR2024--MA0766.1.GATA5	chr12	52718555	52718562	-	0.000	0.000	Merged-chr12-52718662-1
NR5863--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR2909--MA0035.3.Gata1	chr13	113639034	113639044	+	0.000	0.000	Merged-chr13-113639155-24
NR5744--MA0035.3.Gata1	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR1239--MA0037.3.GATA3	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR6226--MA0482.1.Gata4	chr3	82333843	82333853	+	0.000	0.000	Merged-chr3-82333766-35
NR5056--MA0037.3.GATA3	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR2496--MA0140.2.GATA1::TAL1	chr13	19929069	19929086	+	0.000	0.000	Merged-chr13-19929016-7
NR8608--MA1104.1.GATA6	chr7	19093678	19093690	-	0.000	0.000	Merged-chr7-19093740-100
NR4977--MA1104.1.GATA6	chr18	84355146	84355158	+	0.000	0.000	Merged-chr18-84355361-12
NR5000--MA0766.1.GATA5	chr19	4080681	4080688	-	0.000	0.000	Merged-chr19-4080806-9
NR5666--MA0766.1.GATA5	chr2	140051796	140051803	+	0.000	0.000	Merged-chr2-140051762-17
NR8328--MA0766.1.GATA5	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR2806--MA1104.1.GATA6	chr13	95524825	95524837	-	0.000	0.000	Merged-chr13-95524749-120
NR8318--MA0036.3.GATA2	chr6	124750612	124750622	-	0.000	0.000	Merged-chr6-124750623-14
NR6577--MA0035.3.Gata1	chr3	152919362	152919372	+	0.000	0.000	Merged-chr3-152919231-7
NR1906--MA0035.3.Gata1	chr12	28735553	28735563	-	0.000	0.000	Merged-chr12-28735423-1
NR2168--MA1104.1.GATA6	chr12	89719509	89719521	+	0.000	0.000	Merged-chr12-89719457-81
NR1111--MA0140.2.GATA1::TAL1	chr10	62590405	62590422	+	0.000	0.000	Merged-chr10-62590420-43
NR166--MA1104.1.GATA6	chr1	44101605	44101617	+	0.000	0.000	Merged-chr1-44101717-6
NR9808--MA0037.3.GATA3	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR6984--MA1104.1.GATA6	chr4	88275646	88275658	-	0.000	0.000	Merged-chr4-88275744-16
NR3900--MA0035.3.Gata1	chr16	29856392	29856402	+	0.000	0.000	Merged-chr16-29856280-19
NR5731--MA0036.3.GATA2	chr2	148528051	148528061	-	0.000	0.000	Merged-chr2-148527989-4
NR9343--MA0036.3.GATA2	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR1853--MA0035.3.Gata1	chr12	16185622	16185632	+	0.000	0.000	Merged-chr12-16185844-40
NR7740--MA0482.1.Gata4	chr5	134932304	134932314	+	0.000	0.000	Merged-chr5-134932473-29
NR1563--MA0140.2.GATA1::TAL1	chr11	21166882	21166899	-	0.000	0.000	Merged-chr11-21166963-42
NR5323--MA0140.2.GATA1::TAL1	chr2	59469819	59469836	+	0.000	0.000	Merged-chr2-59469655-1
NR9320--MA0140.2.GATA1::TAL1	chr8	94802589	94802606	-	0.000	0.000	Merged-chr8-94802531-14
NR4956--MA0037.3.GATA3	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR9851--MA1104.1.GATA6	chrX	42343743	42343755	-	0.000	0.000	Merged-chrX-42343636-58
NR5322--MA0035.3.Gata1	chr2	59469817	59469827	+	0.000	0.000	Merged-chr2-59469655-1
NR6423--MA0482.1.Gata4	chr3	133411811	133411821	+	0.000	0.000	Merged-chr3-133411903-38
NR3642--MA0035.3.Gata1	chr15	56046943	56046953	+	0.000	0.000	Merged-chr15-56047041-38
NR9410--MA0035.3.Gata1	chr8	122951687	122951697	-	0.000	0.000	Merged-chr8-122951774-1
NR8549--MA0036.3.GATA2	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR1688--MA0037.3.GATA3	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR1937--MA0766.1.GATA5	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR4698--MA1104.1.GATA6	chr18	23753521	23753533	+	0.000	0.000	Merged-chr18-23753546-44
NR559--MA1104.1.GATA6	chr1	130838472	130838484	+	0.000	0.000	Merged-chr1-130838519-27
NR4437--MA0766.1.GATA5	chr17	52348687	52348694	-	0.000	0.000	Merged-chr17-52348820-8
NR6579--MA0482.1.Gata4	chr3	152929753	152929763	+	0.000	0.000	Merged-chr3-152929727-94
NR3655--MA0035.3.Gata1	chr15	60112101	60112111	+	0.000	0.000	Merged-chr15-60111990-62
NR8481--MA1104.1.GATA6	chr6	140308225	140308237	-	0.000	0.000	Merged-chr6-140308190-9
NR3810--MA1104.1.GATA6	chr16	7419924	7419936	-	0.000	0.000	Merged-chr16-7419949-42
NR4408--MA0482.1.Gata4	chr17	42782410	42782420	-	0.000	0.000	Merged-chr17-42782364-40
NR5742--MA1104.1.GATA6	chr2	150748922	150748934	+	0.000	0.000	Merged-chr2-150749158-47
NR525--MA0037.3.GATA3	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR5898--MA0037.3.GATA3	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR5210--MA0766.1.GATA5	chr2	22796699	22796706	+	0.000	0.000	Merged-chr2-22796662-28
NR9811--MA0036.3.GATA2	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR1754--MA0766.1.GATA5	chr11	106057070	106057077	-	0.000	0.000	Merged-chr11-106057103-42
NR3896--MA0482.1.Gata4	chr16	29856393	29856403	+	0.000	0.000	Merged-chr16-29856280-19
NR9001--MA0140.2.GATA1::TAL1	chr7	131055244	131055261	+	0.000	0.000	Merged-chr7-131055187-30
NR3092--MA0035.3.Gata1	chr14	40927277	40927287	-	0.000	0.000	Merged-chr14-40927194-29
NR349--MA0035.3.Gata1	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR7841--MA0482.1.Gata4	chr6	8365060	8365070	+	0.000	0.000	Merged-chr6-8365103-3
NR1749--MA0035.3.Gata1	chr11	104609419	104609429	-	0.000	0.000	Merged-chr11-104609685-47
NR6277--MA0035.3.Gata1	chr3	96580268	96580278	+	0.000	0.000	Merged-chr3-96580278-43
NR1523--MA0140.2.GATA1::TAL1	chr11	8725712	8725729	-	0.000	0.000	Merged-chr11-8725590-1
NR5450--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR3591--MA0482.1.Gata4	chr15	43869843	43869853	+	0.000	0.000	Merged-chr15-43869939-26
NR3770--MA1104.1.GATA6	chr15	103339524	103339536	-	0.000	0.000	Merged-chr15-103339534-3
NR9630--MA0482.1.Gata4	chr9	77496872	77496882	+	0.000	0.000	Merged-chr9-77496982-2
NR1691--MA0036.3.GATA2	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR7535--MA0766.1.GATA5	chr5	64519188	64519195	+	0.000	0.000	Merged-chr5-64519093-9
NR2274--MA0482.1.Gata4	chr12	99773788	99773798	+	0.000	0.000	Merged-chr12-99773885-16
NR1614--MA0036.3.GATA2	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR2596--MA0037.3.GATA3	chr13	61996743	61996750	-	0.000	0.000	Merged-chr13-61996796-15
NR4477--MA0482.1.Gata4	chr17	64208600	64208610	-	0.000	0.000	Merged-chr17-64208497-3
NR5641--MA0035.3.Gata1	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR3961--MA0035.3.Gata1	chr16	48760675	48760685	+	0.000	0.000	Merged-chr16-48760801-13
NR6537--MA0482.1.Gata4	chr3	146127390	146127400	+	0.000	0.000	Merged-chr3-146127552-12
NR2653--MA0140.2.GATA1::TAL1	chr13	72650004	72650021	-	0.000	0.000	Merged-chr13-72650069-2
NR2306--MA0482.1.Gata4	chr12	108763690	108763700	-	0.000	0.000	Merged-chr12-108763648-15
NR7844--MA0035.3.Gata1	chr6	8365059	8365069	+	0.000	0.000	Merged-chr6-8365103-3
NR5320--MA1104.1.GATA6	chr2	59469816	59469828	-	0.000	0.000	Merged-chr2-59469655-1
NR8198--MA0482.1.Gata4	chr6	97311127	97311137	-	0.000	0.000	Merged-chr6-97311024-32
NR4758--MA0140.2.GATA1::TAL1	chr18	46013357	46013374	-	0.000	0.000	Merged-chr18-46013388-48
NR3145--MA0036.3.GATA2	chr14	54197800	54197810	+	0.000	0.000	Merged-chr14-54197805-29
NR6543--MA0140.2.GATA1::TAL1	chr3	146328082	146328099	-	0.000	0.000	Merged-chr3-146328201-68
NR3939--MA0036.3.GATA2	chr16	44692060	44692070	+	0.000	0.000	Merged-chr16-44691948-13
NR9370--MA0036.3.GATA2	chr8	111566112	111566122	+	0.000	0.000	Merged-chr8-111566005-2
NR2503--MA0140.2.GATA1::TAL1	chr13	20094996	20095013	+	0.000	0.000	Merged-chr13-20095026-36
NR7741--MA1104.1.GATA6	chr5	134932302	134932314	-	0.000	0.000	Merged-chr5-134932473-29
