#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR371--MA0140.2.GATA1::TAL1	chr1	91298271	91298288	-	0.000	0.000	Merged-chr1-91298212-56
NR4368--MA0037.3.GATA3	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR2912--MA1104.1.GATA6	chr13	113639069	113639081	-	0.000	0.000	Merged-chr13-113639155-24
NR9011--MA0037.3.GATA3	chr7	135598690	135598697	+	0.000	0.000	Merged-chr7-135598633-32
NR1196--MA1104.1.GATA6	chr10	81137367	81137379	-	0.000	0.000	Merged-chr10-81137276-7
NR4546--MA0035.3.Gata1	chr17	80062159	80062169	+	0.000	0.000	Merged-chr17-80062114-120
NR8108--MA0037.3.GATA3	chr6	66252375	66252382	-	0.000	0.000	Merged-chr6-66252273-1,Merged-chr6-66252474-1
NR5079--MA1104.1.GATA6	chr19	42166221	42166233	+	0.000	0.000	Merged-chr19-42166251-13
NR4352--MA0140.2.GATA1::TAL1	chr17	25273063	25273080	-	0.000	0.000	Merged-chr17-25272992-3
NR526--MA0482.1.Gata4	chr1	125466893	125466903	-	0.000	0.000	Merged-chr1-125466833-56
NR7107--MA0036.3.GATA2	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR9167--MA1104.1.GATA6	chr8	36194318	36194330	-	0.000	0.000	Merged-chr8-36194183-57
NR2571--MA0482.1.Gata4	chr13	52922195	52922205	-	0.000	0.000	Merged-chr13-52922066-27
NR8609--MA0766.1.GATA5	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR659--MA0035.3.Gata1	chr1	151683047	151683057	+	0.000	0.000	Merged-chr1-151683056-48
NR4953--MA1104.1.GATA6	chr18	75322352	75322364	-	0.000	0.000	Merged-chr18-75322404-42
NR7046--MA0035.3.Gata1	chr4	101217307	101217317	-	0.000	0.000	Merged-chr4-101217167-64
NR814--MA1104.1.GATA6	chr1	186713108	186713120	-	0.000	0.000	Merged-chr1-186713074-31
NR9895--MA0037.3.GATA3	chrX	114474363	114474370	+	0.000	0.000	Merged-chrX-114474330-36
NR795--MA1104.1.GATA6	chr1	180364119	180364131	-	0.000	0.000	Merged-chr1-180364196-41
NR6082--MA0766.1.GATA5	chr3	58622620	58622627	-	0.000	0.000	Merged-chr3-58622670-34
NR4392--MA0036.3.GATA2	chr17	35993988	35993998	+	0.000	0.000	Merged-chr17-35993975-42
NR9015--MA0766.1.GATA5	chr7	135598690	135598697	+	0.000	0.000	Merged-chr7-135598633-32
NR6200--MA0036.3.GATA2	chr3	81102400	81102410	+	0.000	0.000	Merged-chr3-81102418-9
NR4966--MA1104.1.GATA6	chr18	79027924	79027936	-	0.000	0.000	Merged-chr18-79027907-21
NR3790--MA0036.3.GATA2	chr16	5746817	5746827	+	0.000	0.000	Merged-chr16-5746649-1
NR1520--MA0766.1.GATA5	chr11	6528676	6528683	+	0.000	0.000	Merged-chr11-6528717-51
NR1175--MA1104.1.GATA6	chr10	75424695	75424707	+	0.000	0.000	Merged-chr10-75424715-43
NR1634--MA0140.2.GATA1::TAL1	chr11	55023338	55023355	+	0.000	0.000	Merged-chr11-55023207-51
NR7214--MA1104.1.GATA6	chr4	150938224	150938236	-	0.000	0.000	Merged-chr4-150938152-39
NR5058--MA1104.1.GATA6	chr19	32998969	32998981	+	0.000	0.000	Merged-chr19-32999080-29
NR3199--MA0482.1.Gata4	chr14	73123961	73123971	-	0.000	0.000	Merged-chr14-73124034-46
NR4803--MA0140.2.GATA1::TAL1	chr18	54482717	54482734	-	0.000	0.000	Merged-chr18-54482664-28
NR3784--MA0140.2.GATA1::TAL1	chr16	5145741	5145758	+	0.000	0.000	Merged-chr16-5145744-25
NR5007--MA0482.1.Gata4	chr19	5430902	5430912	+	0.000	0.000	Merged-chr19-5430860-3
NR4957--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2202--MA0482.1.Gata4	chr12	91384509	91384519	-	0.000	0.000	Merged-chr12-91384407-62
NR1881--MA0766.1.GATA5	chr12	25013045	25013052	-	0.000	0.000	Merged-chr12-25013214-16
NR8570--MA0482.1.Gata4	chr7	6127302	6127312	+	0.000	0.000	Merged-chr7-6127268-44
NR6771--MA0035.3.Gata1	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR7910--MA0036.3.GATA2	chr6	29229408	29229418	-	0.000	0.000	Merged-chr6-29229534-5
NR656--MA0766.1.GATA5	chr1	151009415	151009422	-	0.000	0.000	Merged-chr1-151009545-50
NR4371--MA0036.3.GATA2	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR4642--MA0036.3.GATA2	chr18	11913377	11913387	-	0.000	0.000	Merged-chr18-11913705-37
NR6524--MA0140.2.GATA1::TAL1	chr3	144261073	144261090	-	0.000	0.000	Merged-chr3-144261016-37
NR8254--MA0036.3.GATA2	chr6	108168406	108168416	-	0.000	0.000	Merged-chr6-108168461-115
NR2624--MA0766.1.GATA5	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR4490--MA0766.1.GATA5	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR932--MA0140.2.GATA1::TAL1	chr10	19597077	19597094	-	0.000	0.000	Merged-chr10-19597137-35
NR4190--MA0482.1.Gata4	chr16	95798614	95798624	+	0.000	0.000	Merged-chr16-95798581-80
NR9823--MA0140.2.GATA1::TAL1	chrX	7570940	7570957	-	0.000	0.000	Merged-chrX-7570919-6
NR4339--MA0037.3.GATA3	chr17	23797678	23797685	+	0.000	0.000	Merged-chr17-23797661-48
NR768--MA0036.3.GATA2	chr1	174635511	174635521	+	0.000	0.000	Merged-chr1-174635411-1
NR9115--MA0140.2.GATA1::TAL1	chr8	25017191	25017208	-	0.000	0.000	Merged-chr8-25017163-89
NR9821--MA0036.3.GATA2	chrX	7570949	7570959	-	0.000	0.000	Merged-chrX-7570919-6
NR364--MA0766.1.GATA5	chr1	88578424	88578431	+	0.000	0.000	Merged-chr1-88578300-28
NR8918--MA0036.3.GATA2	chr7	110432410	110432420	+	0.000	0.000	Merged-chr7-110432490-32
NR8182--MA0482.1.Gata4	chr6	86922089	86922099	+	0.000	0.000	Merged-chr6-86921974-19
NR4002--MA0036.3.GATA2	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR6630--MA0482.1.Gata4	chr3	159509172	159509182	+	0.000	0.000	Merged-chr3-159509158-33
NR2149--MA0037.3.GATA3	chr12	86795966	86795973	+	0.000	0.000	Merged-chr12-86795851-62
NR2794--MA0482.1.Gata4	chr13	94381977	94381987	-	0.000	0.000	Merged-chr13-94381981-20
NR7044--MA1104.1.GATA6	chr4	101217306	101217318	+	0.000	0.000	Merged-chr4-101217167-64
NR610--MA0037.3.GATA3	chr1	143202527	143202534	+	0.000	0.000	Merged-chr1-143202432-31
NR6205--MA0036.3.GATA2	chr3	81201467	81201477	+	0.000	0.000	Merged-chr3-81201582-6
NR4525--MA0036.3.GATA2	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR2098--MA0036.3.GATA2	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR4997--MA0482.1.Gata4	chr19	4080681	4080691	+	0.000	0.000	Merged-chr19-4080806-9
NR8613--MA0036.3.GATA2	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR4894--MA0140.2.GATA1::TAL1	chr18	68059335	68059352	+	0.000	0.000	Merged-chr18-68059360-81
NR4777--MA0036.3.GATA2	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR2170--MA0766.1.GATA5	chr12	89719512	89719519	+	0.000	0.000	Merged-chr12-89719457-81
NR4193--MA0035.3.Gata1	chr16	95798613	95798623	+	0.000	0.000	Merged-chr16-95798581-80
NR7153--MA1104.1.GATA6	chr4	140815638	140815650	-	0.000	0.000	Merged-chr4-140815831-84
NR6053--MA0766.1.GATA5	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR6043--MA0036.3.GATA2	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR4015--MA0036.3.GATA2	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR6253--MA0035.3.Gata1	chr3	89187848	89187858	-	0.000	0.000	Merged-chr3-89188181-94
NR527--MA1104.1.GATA6	chr1	125466893	125466905	+	0.000	0.000	Merged-chr1-125466833-56
NR9882--MA0035.3.Gata1	chrX	104015322	104015332	-	0.000	0.000	Merged-chrX-104015448-5
NR2572--MA1104.1.GATA6	chr13	52922195	52922207	+	0.000	0.000	Merged-chr13-52922066-27
NR8869--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR410--MA0482.1.Gata4	chr1	94803982	94803992	+	0.000	0.000	Merged-chr1-94803919-2
NR8432--MA0482.1.Gata4	chr6	134533243	134533253	+	0.000	0.000	Merged-chr6-134533147-7
NR6633--MA0035.3.Gata1	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR4829--MA0140.2.GATA1::TAL1	chr18	57085860	57085877	-	0.000	0.000	Merged-chr18-57085717-36
NR4632--MA1104.1.GATA6	chr18	6484968	6484980	-	0.000	0.000	Merged-chr18-6484878-33
NR2568--MA0482.1.Gata4	chr13	51738080	51738090	+	0.000	0.000	Merged-chr13-51738268-47
NR1669--MA0037.3.GATA3	chr11	70239914	70239921	+	0.000	0.000	Merged-chr11-70239985-43
NR2449--MA0035.3.Gata1	chr13	12340220	12340230	+	0.000	0.000	Merged-chr13-12340337-1
NR8607--MA0482.1.Gata4	chr7	19093680	19093690	+	0.000	0.000	Merged-chr7-19093740-100
NR6656--MA0482.1.Gata4	chr4	9185019	9185029	-	0.000	0.000	Merged-chr4-9185047-5
NR8987--MA0036.3.GATA2	chr7	126822098	126822108	-	0.000	0.000	Merged-chr7-126822065-16
NR4756--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR2856--MA1104.1.GATA6	chr13	106997639	106997651	+	0.000	0.000	Merged-chr13-106997590-6
NR1778--MA0037.3.GATA3	chr11	116782936	116782943	-	0.000	0.000	Merged-chr11-116782885-34
NR9160--MA0037.3.GATA3	chr8	35250947	35250954	-	0.000	0.000	Merged-chr8-35250826-10
NR4169--MA0037.3.GATA3	chr16	91448309	91448316	+	0.000	0.000	Merged-chr16-91448282-13
NR2186--MA0036.3.GATA2	chr12	91065610	91065620	+	0.000	0.000	Merged-chr12-91065547-31
NR2805--MA0482.1.Gata4	chr13	95524827	95524837	+	0.000	0.000	Merged-chr13-95524749-120
NR6080--MA0482.1.Gata4	chr3	58622620	58622630	+	0.000	0.000	Merged-chr3-58622670-34
NR4399--MA0766.1.GATA5	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR8477--MA0036.3.GATA2	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR8283--MA0482.1.Gata4	chr6	118167289	118167299	-	0.000	0.000	Merged-chr6-118167184-65
NR6163--MA1104.1.GATA6	chr3	69041531	69041543	+	0.000	0.000	Merged-chr3-69041504-24
NR3654--MA0766.1.GATA5	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR8571--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR5781--MA0036.3.GATA2	chr2	163229299	163229309	-	0.000	0.000	Merged-chr2-163229277-53
NR7981--MA0140.2.GATA1::TAL1	chr6	49128488	49128505	-	0.000	0.000	Merged-chr6-49128471-29
NR3057--MA0037.3.GATA3	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR6287--MA0036.3.GATA2	chr3	100558467	100558477	+	0.000	0.000	Merged-chr3-100558458-49
NR6667--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR8424--MA0482.1.Gata4	chr6	133904594	133904604	-	0.000	0.000	Merged-chr6-133904717-21
NR6083--MA0035.3.Gata1	chr3	58622619	58622629	+	0.000	0.000	Merged-chr3-58622670-34
NR2150--MA1104.1.GATA6	chr12	86795963	86795975	+	0.000	0.000	Merged-chr12-86795851-62
NR2959--MA0036.3.GATA2	chr14	8255425	8255435	+	0.000	0.000	Merged-chr14-8255378-13
NR1640--MA0482.1.Gata4	chr11	59809114	59809124	+	0.000	0.000	Merged-chr11-59809207-3
NR1521--MA0035.3.Gata1	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR2146--MA0482.1.Gata4	chr12	84773040	84773050	+	0.000	0.000	Merged-chr12-84773092-54
NR558--MA0482.1.Gata4	chr1	130838472	130838482	-	0.000	0.000	Merged-chr1-130838519-27
NR4191--MA1104.1.GATA6	chr16	95798612	95798624	-	0.000	0.000	Merged-chr16-95798581-80
NR6761--MA0037.3.GATA3	chr4	32291747	32291754	+	0.000	0.000	Merged-chr4-32291576-26
NR144--MA0482.1.Gata4	chr1	36272853	36272863	+	0.000	0.000	Merged-chr1-36272682-8
NR4073--MA0766.1.GATA5	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR7197--MA0482.1.Gata4	chr4	149147504	149147514	-	0.000	0.000	Merged-chr4-149147530-1
NR1622--MA0140.2.GATA1::TAL1	chr11	49088527	49088544	-	0.000	0.000	Merged-chr11-49088320-57
NR7963--MA0036.3.GATA2	chr6	43337637	43337647	+	0.000	0.000	Merged-chr6-43337585-2
NR1882--MA0035.3.Gata1	chr12	25013044	25013054	+	0.000	0.000	Merged-chr12-25013214-16
NR1781--MA0036.3.GATA2	chr11	116782935	116782945	+	0.000	0.000	Merged-chr11-116782885-34
NR2910--MA0037.3.GATA3	chr13	113639071	113639078	-	0.000	0.000	Merged-chr13-113639155-24
NR6631--MA1104.1.GATA6	chr3	159509170	159509182	-	0.000	0.000	Merged-chr3-159509158-33
NR2144--MA0036.3.GATA2	chr12	83929662	83929672	-	0.000	0.000	Merged-chr12-83929616-29
NR5077--MA0037.3.GATA3	chr19	42166224	42166231	+	0.000	0.000	Merged-chr19-42166251-13
NR2795--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR9165--MA0037.3.GATA3	chr8	36194320	36194327	-	0.000	0.000	Merged-chr8-36194183-57
NR4998--MA1104.1.GATA6	chr19	4080679	4080691	-	0.000	0.000	Merged-chr19-4080806-9
NR2718--MA1104.1.GATA6	chr13	82799160	82799172	-	0.000	0.000	Merged-chr13-82799223-1
NR1823--MA0766.1.GATA5	chr12	12373257	12373264	+	0.000	0.000	Merged-chr12-12373073-13
NR3780--MA0035.3.Gata1	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR2319--MA0036.3.GATA2	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR793--MA0037.3.GATA3	chr1	180364121	180364128	-	0.000	0.000	Merged-chr1-180364196-41
NR3997--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR8339--MA0036.3.GATA2	chr6	127474042	127474052	-	0.000	0.000	Merged-chr6-127474146-19
NR3088--MA0482.1.Gata4	chr14	40927276	40927286	-	0.000	0.000	Merged-chr14-40927194-29
NR9842--MA0482.1.Gata4	chrX	23673359	23673369	+	0.000	0.000	Merged-chrX-23673581-22
NR3541--MA0035.3.Gata1	chr15	36364104	36364114	+	0.000	0.000	Merged-chr15-36364170-51
NR2024--MA0766.1.GATA5	chr12	52718555	52718562	-	0.000	0.000	Merged-chr12-52718436-2
NR2909--MA0035.3.Gata1	chr13	113639034	113639044	+	0.000	0.000	Merged-chr13-113639155-24
NR8433--MA1104.1.GATA6	chr6	134533241	134533253	-	0.000	0.000	Merged-chr6-134533147-7
NR5744--MA0035.3.Gata1	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR2343--MA0482.1.Gata4	chr12	118255859	118255869	-	0.000	0.000	Merged-chr12-118255780-45
NR1239--MA0037.3.GATA3	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR6226--MA0482.1.Gata4	chr3	82333843	82333853	+	0.000	0.000	Merged-chr3-82333766-35
NR5056--MA0037.3.GATA3	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR2496--MA0140.2.GATA1::TAL1	chr13	19929069	19929086	+	0.000	0.000	Merged-chr13-19929016-7
NR8608--MA1104.1.GATA6	chr7	19093678	19093690	-	0.000	0.000	Merged-chr7-19093740-100
NR5000--MA0766.1.GATA5	chr19	4080681	4080688	-	0.000	0.000	Merged-chr19-4080806-9
NR5666--MA0766.1.GATA5	chr2	140051796	140051803	+	0.000	0.000	Merged-chr2-140051762-17
NR2806--MA1104.1.GATA6	chr13	95524825	95524837	-	0.000	0.000	Merged-chr13-95524749-120
NR8318--MA0036.3.GATA2	chr6	124750612	124750622	-	0.000	0.000	Merged-chr6-124750623-14
NR8299--MA0036.3.GATA2	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR6234--MA0766.1.GATA5	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR8284--MA1104.1.GATA6	chr6	118167289	118167301	+	0.000	0.000	Merged-chr6-118167184-65
NR1635--MA0035.3.Gata1	chr11	58183892	58183902	-	0.000	0.000	Merged-chr11-58183866-40
NR1906--MA0035.3.Gata1	chr12	28735553	28735563	-	0.000	0.000	Merged-chr12-28735423-1
NR2168--MA1104.1.GATA6	chr12	89719509	89719521	+	0.000	0.000	Merged-chr12-89719457-81
NR5080--MA0036.3.GATA2	chr19	42166222	42166232	-	0.000	0.000	Merged-chr19-42166251-13
NR9808--MA0037.3.GATA3	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR6984--MA1104.1.GATA6	chr4	88275646	88275658	-	0.000	0.000	Merged-chr4-88275744-16
NR5731--MA0036.3.GATA2	chr2	148528051	148528061	-	0.000	0.000	Merged-chr2-148527989-4
NR8389--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR4363--MA0482.1.Gata4	chr17	31210486	31210496	+	0.000	0.000	Merged-chr17-31210494-9
NR1563--MA0140.2.GATA1::TAL1	chr11	21166882	21166899	-	0.000	0.000	Merged-chr11-21166963-42
NR1818--MA0036.3.GATA2	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR4956--MA0037.3.GATA3	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2268--MA0766.1.GATA5	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR6423--MA0482.1.Gata4	chr3	133411811	133411821	+	0.000	0.000	Merged-chr3-133411903-38
NR3642--MA0035.3.Gata1	chr15	56046943	56046953	+	0.000	0.000	Merged-chr15-56047041-38
NR7599--MA0037.3.GATA3	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR1688--MA0037.3.GATA3	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR4698--MA1104.1.GATA6	chr18	23753521	23753533	+	0.000	0.000	Merged-chr18-23753546-44
NR1513--MA0036.3.GATA2	chr11	4804254	4804264	+	0.000	0.000	Merged-chr11-4804243-58
NR559--MA1104.1.GATA6	chr1	130838472	130838484	+	0.000	0.000	Merged-chr1-130838519-27
NR3184--MA0766.1.GATA5	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR1775--MA0766.1.GATA5	chr11	113788693	113788700	-	0.000	0.000	Merged-chr11-113788685-32
NR3655--MA0035.3.Gata1	chr15	60112101	60112111	+	0.000	0.000	Merged-chr15-60111990-62
NR8481--MA1104.1.GATA6	chr6	140308225	140308237	-	0.000	0.000	Merged-chr6-140308190-9
NR3810--MA1104.1.GATA6	chr16	7419924	7419936	-	0.000	0.000	Merged-chr16-7419949-42
NR3150--MA0766.1.GATA5	chr14	55724754	55724761	+	0.000	0.000	Merged-chr14-55724704-52
NR5742--MA1104.1.GATA6	chr2	150748922	150748934	+	0.000	0.000	Merged-chr2-150749158-47
NR525--MA0037.3.GATA3	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR2570--MA0037.3.GATA3	chr13	52922198	52922205	+	0.000	0.000	Merged-chr13-52922066-27
NR1194--MA0035.3.Gata1	chr10	80610415	80610425	+	0.000	0.000	Merged-chr10-80610277-9
NR4011--MA1104.1.GATA6	chr16	58534725	58534737	+	0.000	0.000	Merged-chr16-58534735-63
NR9811--MA0036.3.GATA2	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR1754--MA0766.1.GATA5	chr11	106057070	106057077	-	0.000	0.000	Merged-chr11-106057103-42
NR9843--MA1104.1.GATA6	chrX	23673357	23673369	-	0.000	0.000	Merged-chrX-23673581-22
NR9001--MA0140.2.GATA1::TAL1	chr7	131055244	131055261	+	0.000	0.000	Merged-chr7-131055187-30
NR3092--MA0035.3.Gata1	chr14	40927277	40927287	-	0.000	0.000	Merged-chr14-40927194-29
NR1749--MA0035.3.Gata1	chr11	104609419	104609429	-	0.000	0.000	Merged-chr11-104609685-47
NR4039--MA0036.3.GATA2	chr16	64758766	64758776	-	0.000	0.000	Merged-chr16-64758494-145
NR1523--MA0140.2.GATA1::TAL1	chr11	8725712	8725729	-	0.000	0.000	Merged-chr11-8725590-1
NR2344--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR5450--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR9630--MA0482.1.Gata4	chr9	77496872	77496882	+	0.000	0.000	Merged-chr9-77496982-2
NR3198--MA0037.3.GATA3	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR3673--MA0140.2.GATA1::TAL1	chr15	66825532	66825549	+	0.000	0.000	Merged-chr15-66825502-98
NR1691--MA0036.3.GATA2	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR7535--MA0766.1.GATA5	chr5	64519188	64519195	+	0.000	0.000	Merged-chr5-64519093-9
NR9790--MA1104.1.GATA6	chr9	120493243	120493255	-	0.000	0.000	Merged-chr9-120493281-1
NR2274--MA0482.1.Gata4	chr12	99773788	99773798	+	0.000	0.000	Merged-chr12-99773885-16
NR1614--MA0036.3.GATA2	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR6157--MA0482.1.Gata4	chr3	68967471	68967481	-	0.000	0.000	Merged-chr3-68967303-47
NR4477--MA0482.1.Gata4	chr17	64208600	64208610	-	0.000	0.000	Merged-chr17-64208497-3
NR3556--MA0766.1.GATA5	chr15	40131080	40131087	-	0.000	0.000	Merged-chr15-40131241-26
NR9800--MA0766.1.GATA5	chr9	123087722	123087729	+	0.000	0.000	Merged-chr9-123087769-13
NR9120--MA0482.1.Gata4	chr8	25654136	25654146	+	0.000	0.000	Merged-chr8-25654088-45
NR5641--MA0035.3.Gata1	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR6266--MA0482.1.Gata4	chr3	93607806	93607816	-	0.000	0.000	Merged-chr3-93607971-30
NR6537--MA0482.1.Gata4	chr3	146127390	146127400	+	0.000	0.000	Merged-chr3-146127552-12
NR2653--MA0140.2.GATA1::TAL1	chr13	72650004	72650021	-	0.000	0.000	Merged-chr13-72650069-2
NR5597--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR3201--MA0140.2.GATA1::TAL1	chr14	73123953	73123970	-	0.000	0.000	Merged-chr14-73124034-46
NR4758--MA0140.2.GATA1::TAL1	chr18	46013357	46013374	-	0.000	0.000	Merged-chr18-46013388-48
NR8055--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR9481--MA0482.1.Gata4	chr9	13470379	13470389	+	0.000	0.000	Merged-chr9-13470214-9
NR8358--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR3145--MA0036.3.GATA2	chr14	54197800	54197810	+	0.000	0.000	Merged-chr14-54197805-29
NR3939--MA0036.3.GATA2	chr16	44692060	44692070	+	0.000	0.000	Merged-chr16-44691948-13
NR368--MA1104.1.GATA6	chr1	91099023	91099035	-	0.000	0.000	Merged-chr1-91099031-34
NR4364--MA1104.1.GATA6	chr17	31210484	31210496	-	0.000	0.000	Merged-chr17-31210494-9
NR9123--MA0035.3.Gata1	chr8	25654135	25654145	+	0.000	0.000	Merged-chr8-25654088-45
NR4331--MA0140.2.GATA1::TAL1	chr17	18558822	18558839	-	0.000	0.000	Merged-chr17-18558777-104
NR5144--MA0035.3.Gata1	chr2	13132684	13132694	-	0.000	0.000	Merged-chr2-13132891-60
NR8181--MA0037.3.GATA3	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR5001--MA0035.3.Gata1	chr19	4080680	4080690	+	0.000	0.000	Merged-chr19-4080806-9
NR5667--MA0035.3.Gata1	chr2	140051794	140051804	-	0.000	0.000	Merged-chr2-140051762-17
NR1641--MA0035.3.Gata1	chr11	59809113	59809123	+	0.000	0.000	Merged-chr11-59809207-3
NR2147--MA0035.3.Gata1	chr12	84773039	84773049	+	0.000	0.000	Merged-chr12-84773092-54
NR2793--MA0037.3.GATA3	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR7113--MA0766.1.GATA5	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR1720--MA0140.2.GATA1::TAL1	chr11	96830003	96830020	-	0.000	0.000	Merged-chr11-96830081-68
NR7780--MA0482.1.Gata4	chr5	149255637	149255647	+	0.000	0.000	Merged-chr5-149255735-4
NR4996--MA0037.3.GATA3	chr19	4080681	4080688	-	0.000	0.000	Merged-chr19-4080806-9
NR9778--MA0140.2.GATA1::TAL1	chr9	114730373	114730390	+	0.000	0.000	Merged-chr9-114730346-23
NR7570--MA0766.1.GATA5	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR860--MA0035.3.Gata1	chr10	7178822	7178832	+	0.000	0.000	Merged-chr10-7178765-13
NR9593--MA0035.3.Gata1	chr9	50841520	50841530	+	0.000	0.000	Merged-chr9-50841386-17
NR1725--MA0766.1.GATA5	chr11	97994753	97994760	+	0.000	0.000	Merged-chr11-97994878-44
NR9492--MA0036.3.GATA2	chr9	15064300	15064310	+	0.000	0.000	Merged-chr9-15064298-12
NR9221--MA0482.1.Gata4	chr8	54436803	54436813	+	0.000	0.000	Merged-chr8-54436651-1
NR1747--MA1104.1.GATA6	chr11	104609418	104609430	+	0.000	0.000	Merged-chr11-104609685-47
NR9887--MA0482.1.Gata4	chrX	107088384	107088394	+	0.000	0.000	Merged-chrX-107088422-23
NR9768--MA0035.3.Gata1	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR6096--MA0482.1.Gata4	chr3	60408700	60408710	+	0.000	0.000	Merged-chr3-60408838-69
NR1901--MA0482.1.Gata4	chr12	28735563	28735573	-	0.000	0.000	Merged-chr12-28735423-1
NR3857--MA0035.3.Gata1	chr16	23270683	23270693	-	0.000	0.000	Merged-chr16-23270651-14
