#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR104--MA0684.1.RUNX3	chr1	40382872	40382881	+	0.000	0.000	Merged-chr1-40383046-56
NR2371--MA0511.2.RUNX2	chr12	51976726	51976734	+	0.000	0.000	Merged-chr12-51976631-16
NR2913--MA0511.2.RUNX2	chr13	30912399	30912407	-	0.000	0.000	Merged-chr13-30912363-13
NR1561--MA0002.2.RUNX1	chr11	4251613	4251623	-	0.000	0.000	Merged-chr11-4251644-19
NR11292--MA0684.1.RUNX3	chr9	119894834	119894843	+	0.000	0.000	Merged-chr9-119894778-5
NR2420--MA0684.1.RUNX3	chr12	73162817	73162826	-	0.000	0.000	Merged-chr12-73162812-38
NR4223--MA0002.2.RUNX1	chr15	103250322	103250332	+	0.000	0.000	Merged-chr15-103250395-11
NR2272--MA0002.2.RUNX1	chr12	13512612	13512622	-	0.000	0.000	Merged-chr12-13512538-15
NR6155--MA0002.2.RUNX1	chr2	60904337	60904347	-	0.000	0.000	Merged-chr2-60904375-31
NR8662--MA0511.2.RUNX2	chr5	146762748	146762756	-	0.000	0.000	Merged-chr5-146762885-14
NR4746--MA0002.2.RUNX1	chr16	97326252	97326262	-	0.000	0.000	Merged-chr16-97326270-33
NR4160--MA0511.2.RUNX2	chr15	96599114	96599122	-	0.000	0.000	Merged-chr15-96599090-44
NR5301--MA0002.2.RUNX1	chr18	36701976	36701986	+	0.000	0.000	Merged-chr18-36701992-26
NR10098--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR1670--MA0002.2.RUNX1	chr11	43411593	43411603	-	0.000	0.000	Merged-chr11-43411647-32
NR958--MA0511.2.RUNX2	chr10	17565508	17565516	-	0.000	0.000	Merged-chr10-17565414-37
NR8692--MA0684.1.RUNX3	chr5	148959172	148959181	+	0.000	0.000	Merged-chr5-148959251-47
NR4190--MA0684.1.RUNX3	chr15	99333229	99333238	+	0.000	0.000	Merged-chr15-99333202-49
NR8215--MA0002.2.RUNX1	chr5	64959291	64959301	-	0.000	0.000	Merged-chr5-64959516-90
NR6806--MA0002.2.RUNX1	chr3	36060286	36060296	+	0.000	0.000	Merged-chr3-36060425-51
NR273--MA0511.2.RUNX2	chr1	75533603	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR6059--MA0002.2.RUNX1	chr2	32961559	32961569	-	0.000	0.000	Merged-chr2-32961770-56
NR322--MA0684.1.RUNX3	chr1	85763540	85763549	+	0.000	0.000	Merged-chr1-85763508-29
NR8615--MA0684.1.RUNX3	chr5	140321662	140321671	+	0.000	0.000	Merged-chr5-140321692-59
NR3730--MA0002.2.RUNX1	chr14	118816675	118816685	+	0.000	0.000	Merged-chr14-118816766-15
NR5046--MA0511.2.RUNX2	chr17	56717938	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR6787--MA0002.2.RUNX1	chr3	27314838	27314848	+	0.000	0.000	Merged-chr3-27314931-22
NR2162--MA0684.1.RUNX3	chr11	113194938	113194947	+	0.000	0.000	Merged-chr11-113194847-27
NR1845--MA0002.2.RUNX1	chr11	74908052	74908062	+	0.000	0.000	Merged-chr11-74908000-16
NR4507--MA0002.2.RUNX1	chr16	55520063	55520073	+	0.000	0.000	Merged-chr16-55519957-45
NR11384--MA0511.2.RUNX2	chrX	48429665	48429673	-	0.000	0.000	Merged-chrX-48429732-34
NR10007--MA0684.1.RUNX3	chr7	132226872	132226881	+	0.000	0.000	Merged-chr7-132226896-31
NR6644--MA0002.2.RUNX1	chr2	167421605	167421615	-	0.000	0.000	Merged-chr2-167421787-62
NR4636--MA0684.1.RUNX3	chr16	90331260	90331269	+	0.000	0.000	Merged-chr16-90331129-56
NR4907--MA0684.1.RUNX3	chr17	31207401	31207410	-	0.000	0.000	Merged-chr17-31207385-5
NR1067--MA0511.2.RUNX2	chr10	42068768	42068776	+	0.000	0.000	Merged-chr10-42068766-23
NR2337--MA0684.1.RUNX3	chr12	32292954	32292963	+	0.000	0.000	Merged-chr12-32292976-7
NR5771--MA0002.2.RUNX1	chr19	33143353	33143363	+	0.000	0.000	Merged-chr19-33143330-11
NR1811--MA0002.2.RUNX1	chr11	68727016	68727026	-	0.000	0.000	Merged-chr11-68726851-12
NR4597--MA0002.2.RUNX1	chr16	84800041	84800051	-	0.000	0.000	Merged-chr16-84800124-30
NR4868--MA0002.2.RUNX1	chr17	24720021	24720031	-	0.000	0.000	Merged-chr17-24720071-62
NR828--MA0511.2.RUNX2	chr1	184632177	184632185	+	0.000	0.000	Merged-chr1-184632102-10
NR11394--MA0002.2.RUNX1	chrX	52760335	52760345	-	0.000	0.000	Merged-chrX-52760494-47
NR3743--MA0002.2.RUNX1	chr14	121361675	121361685	+	0.000	0.000	Merged-chr14-121361598-37
NR10540--MA0002.2.RUNX1	chr8	117475995	117476005	-	0.000	0.000	Merged-chr8-117475959-3
NR2380--MA0684.1.RUNX3	chr12	54202939	54202948	-	0.000	0.000	Merged-chr12-54203184-162
NR3600--MA0002.2.RUNX1	chr14	73105676	73105686	-	0.000	0.000	Merged-chr14-73105519-8
NR6386--MA0002.2.RUNX1	chr2	125667281	125667291	-	0.000	0.000	Merged-chr2-125667396-37
NR1030--MA0002.2.RUNX1	chr10	34030519	34030529	-	0.000	0.000	Merged-chr10-34030602-45
NR1430--MA0684.1.RUNX3	chr10	117494059	117494068	+	0.000	0.000	Merged-chr10-117494286-56
NR8717--MA0002.2.RUNX1	chr5	151645086	151645096	-	0.000	0.000	Merged-chr5-151645024-26
NR1553--MA0002.2.RUNX1	chr11	3703701	3703711	-	0.000	0.000	Merged-chr11-3703654-26
NR2059--MA0002.2.RUNX1	chr11	104582880	104582890	+	0.000	0.000	Merged-chr11-104582835-39
NR619--MA0684.1.RUNX3	chr1	159911214	159911223	-	0.000	0.000	Merged-chr1-159911218-36
NR8383--MA0511.2.RUNX2	chr5	105840059	105840067	-	0.000	0.000	Merged-chr5-105840151-44
NR4196--MA0002.2.RUNX1	chr15	99644989	99644999	-	0.000	0.000	Merged-chr15-99645060-19
NR8654--MA0511.2.RUNX2	chr5	144221511	144221519	+	0.000	0.000	Merged-chr5-144221643-44
NR2472--MA0511.2.RUNX2	chr12	82268113	82268121	-	0.000	0.000	Merged-chr12-82268056-22
NR8284--MA0002.2.RUNX1	chr5	88554272	88554282	-	0.000	0.000	Merged-chr5-88554189-89
NR10410--MA0002.2.RUNX1	chr8	88771479	88771489	+	0.000	0.000	Merged-chr8-88771445-24
NR3865--MA0002.2.RUNX1	chr15	36214899	36214909	+	0.000	0.000	Merged-chr15-36214970-54
NR10662--MA0002.2.RUNX1	chr8	128685436	128685446	-	0.000	0.000	Merged-chr8-128685727-159
NR6256--MA0002.2.RUNX1	chr2	90496533	90496543	-	0.000	0.000	Merged-chr2-90496701-53
NR11316--MA0684.1.RUNX3	chr9	121985248	121985257	+	0.000	0.000	Merged-chr9-121985208-26
NR8558--MA0511.2.RUNX2	chr5	134237016	134237024	+	0.000	0.000	Merged-chr5-134237023-52
NR10298--MA0511.2.RUNX2	chr8	66497233	66497241	+	0.000	0.000	Merged-chr8-66497339-52
NR3722--MA0002.2.RUNX1	chr14	118203300	118203310	-	0.000	0.000	Merged-chr14-118203271-6
NR2647--MA0511.2.RUNX2	chr12	108635810	108635818	-	0.000	0.000	Merged-chr12-108635835-63
NR8459--MA0002.2.RUNX1	chr5	114041829	114041839	-	0.000	0.000	Merged-chr5-114041714-24
NR4976--MA0684.1.RUNX3	chr17	45433669	45433678	+	0.000	0.000	Merged-chr17-45433642-78
NR2425--MA0684.1.RUNX3	chr12	73598395	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR5925--MA0002.2.RUNX1	chr2	3740372	3740382	+	0.000	0.000	Merged-chr2-3740398-41
NR1423--MA0002.2.RUNX1	chr10	117432639	117432649	-	0.000	0.000	Merged-chr10-117432736-19
NR2948--MA0684.1.RUNX3	chr13	38503624	38503633	+	0.000	0.000	Merged-chr13-38503650-43
NR152--MA0684.1.RUNX3	chr1	53774180	53774189	+	0.000	0.000	Merged-chr1-53774073-61
NR2485--MA0511.2.RUNX2	chr12	84762820	84762828	-	0.000	0.000	Merged-chr12-84762785-51
NR5862--MA0511.2.RUNX2	chr19	55332803	55332811	-	0.000	0.000	Merged-chr19-55332814-24
NR5640--MA0684.1.RUNX3	chr19	9038291	9038300	+	0.000	0.000	Merged-chr19-9038318-39
NR2342--MA0511.2.RUNX2	chr12	34248929	34248937	+	0.000	0.000	Merged-chr12-34249045-49
NR1532--MA0002.2.RUNX1	chr10	128716356	128716366	-	0.000	0.000	Merged-chr10-128716299-65
NR8776--MA0511.2.RUNX2	chr6	29517360	29517368	+	0.000	0.000	Merged-chr6-29517345-20
NR9917--MA0002.2.RUNX1	chr7	118102341	118102351	+	0.000	0.000	Merged-chr7-118102163-1
NR2309--MA0002.2.RUNX1	chr12	25362963	25362973	+	0.000	0.000	Merged-chr12-25363030-6
NR3464--MA0002.2.RUNX1	chr14	55062762	55062772	+	0.000	0.000	Merged-chr14-55062835-18
NR1784--MA0002.2.RUNX1	chr11	62693540	62693550	+	0.000	0.000	Merged-chr11-62693548-34
NR4175--MA0002.2.RUNX1	chr15	97843390	97843400	+	0.000	0.000	Merged-chr15-97843455-26
NR8140--MA0684.1.RUNX3	chr5	34538613	34538622	-	0.000	0.000	Merged-chr5-34538812-69
NR7823--MA0002.2.RUNX1	chr4	129585111	129585121	+	0.000	0.000	Merged-chr4-129584919-1
NR5872--MA0002.2.RUNX1	chr19	56296921	56296931	-	0.000	0.000	Merged-chr19-56296867-29
NR6378--MA0002.2.RUNX1	chr2	124720161	124720171	+	0.000	0.000	Merged-chr2-124720175-70
NR9960--MA0002.2.RUNX1	chr7	125630575	125630585	+	0.000	0.000	Merged-chr7-125630465-44
NR165--MA0684.1.RUNX3	chr1	53970833	53970842	-	0.000	0.000	Merged-chr1-53970777-7
NR4925--MA0511.2.RUNX2	chr17	32424230	32424238	-	0.000	0.000	Merged-chr17-32424197-48
NR4178--MA0511.2.RUNX2	chr15	98772774	98772782	-	0.000	0.000	Merged-chr15-98772758-63
NR8729--MA0684.1.RUNX3	chr6	3620707	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR6778--MA0684.1.RUNX3	chr3	21987884	21987893	+	0.000	0.000	Merged-chr3-21988078-85
NR11246--MA0511.2.RUNX2	chr9	116369244	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR4161--MA0684.1.RUNX3	chr15	96599113	96599122	-	0.000	0.000	Merged-chr15-96599090-44
NR6235--MA0002.2.RUNX1	chr2	80684883	80684893	-	0.000	0.000	Merged-chr2-80684823-58
NR4284--MA0002.2.RUNX1	chr16	14088466	14088476	+	0.000	0.000	Merged-chr16-14088440-49
NR1959--MA0002.2.RUNX1	chr11	90307179	90307189	-	0.000	0.000	Merged-chr11-90307207-17
NR4079--MA0002.2.RUNX1	chr15	80681787	80681797	-	0.000	0.000	Merged-chr15-80681651-57
NR6857--MA0511.2.RUNX2	chr3	59206216	59206224	-	0.000	0.000	Merged-chr3-59206190-21
NR4684--MA0684.1.RUNX3	chr16	92826039	92826048	-	0.000	0.000	Merged-chr16-92825899-113
NR4207--MA0002.2.RUNX1	chr15	100750453	100750463	-	0.000	0.000	Merged-chr15-100750259-57
NR2256--MA0002.2.RUNX1	chr12	8208225	8208235	+	0.000	0.000	Merged-chr12-8208226-52
NR4492--MA0511.2.RUNX2	chr16	51807559	51807567	+	0.000	0.000	Merged-chr16-51807556-50
NR7313--MA0002.2.RUNX1	chr3	149394058	149394068	+	0.000	0.000	Merged-chr3-149393865-18
NR5362--MA0002.2.RUNX1	chr18	56459018	56459028	-	0.000	0.000	Merged-chr18-56459089-42
NR4829--MA0511.2.RUNX2	chr17	18458391	18458399	+	0.000	0.000	Merged-chr17-18458447-27
NR2927--MA0684.1.RUNX3	chr13	32982846	32982855	-	0.000	0.000	Merged-chr13-32982935-23
NR8153--MA0684.1.RUNX3	chr5	37067425	37067434	-	0.000	0.000	Merged-chr5-37067269-61
NR3605--MA0002.2.RUNX1	chr14	73254019	73254029	+	0.000	0.000	Merged-chr14-73253840-37
NR1383--MA0002.2.RUNX1	chr10	107948277	107948287	+	0.000	0.000	Merged-chr10-107948089-22
NR11464--MA0511.2.RUNX2	chrX	122397270	122397278	+	0.000	0.000	Merged-chrX-122397290-44
NR7822--MA0684.1.RUNX3	chr4	129496800	129496809	+	0.000	0.000	Merged-chr4-129496759-24
NR4568--MA0002.2.RUNX1	chr16	75983972	75983982	+	0.000	0.000	Merged-chr16-75984013-36
NR9625--MA0002.2.RUNX1	chr7	63984492	63984502	+	0.000	0.000	Merged-chr7-63984461-22
NR3172--MA0002.2.RUNX1	chr13	96030864	96030874	+	0.000	0.000	Merged-chr13-96030885-26
NR5950--MA0511.2.RUNX2	chr2	10273997	10274005	-	0.000	0.000	Merged-chr2-10274045-5
NR1763--MA0002.2.RUNX1	chr11	58424151	58424161	+	0.000	0.000	Merged-chr11-58424093-17
NR8341--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR9877--MA0002.2.RUNX1	chr7	114316566	114316576	-	0.000	0.000	Merged-chr7-114316593-23
NR11222--MA0002.2.RUNX1	chr9	115610228	115610238	+	0.000	0.000	Merged-chr9-115610141-16
NR5580--MA0002.2.RUNX1	chr18	89212374	89212384	-	0.000	0.000	Merged-chr18-89212381-24
NR8593--MA0511.2.RUNX2	chr5	137692096	137692104	+	0.000	0.000	Merged-chr5-137692077-23
NR11474--MA0002.2.RUNX1	chrX	139798081	139798091	-	0.000	0.000	Merged-chrX-139798042-22
NR5898--MA0002.2.RUNX1	chr19	58087321	58087331	+	0.000	0.000	Merged-chr19-58087296-13
NR9320--MA0002.2.RUNX1	chr6	140493270	140493280	-	0.000	0.000	Merged-chr6-140493334-8
NR9986--MA0002.2.RUNX1	chr7	128158908	128158918	+	0.000	0.000	Merged-chr7-128158931-27
NR8516--MA0511.2.RUNX2	chr5	122430271	122430279	+	0.000	0.000	Merged-chr5-122430278-22
NR5755--MA0002.2.RUNX1	chr19	32138397	32138407	-	0.000	0.000	Merged-chr19-32138517-38
NR2063--MA0511.2.RUNX2	chr11	104609517	104609525	-	0.000	0.000	Merged-chr11-104609685-47
NR2605--MA0511.2.RUNX2	chr12	103325764	103325772	-	0.000	0.000	Merged-chr12-103325645-49
NR4187--MA0684.1.RUNX3	chr15	99154913	99154922	-	0.000	0.000	Merged-chr15-99154930-7
NR2112--MA0684.1.RUNX3	chr11	108068601	108068610	+	0.000	0.000	Merged-chr11-108068595-28
NR11334--MA0511.2.RUNX2	chr9	124425799	124425807	-	0.000	0.000	Merged-chr9-124425759-16
NR10524--MA0002.2.RUNX1	chr8	116636099	116636109	-	0.000	0.000	Merged-chr8-116636119-54
NR7421--MA0684.1.RUNX3	chr4	16102223	16102232	-	0.000	0.000	Merged-chr4-16102324-55
NR11506--MA0002.2.RUNX1	chrX	162868176	162868186	-	0.000	0.000	Merged-chrX-162867995-1
NR10981--MA0002.2.RUNX1	chr9	77558251	77558261	-	0.000	0.000	Merged-chr9-77558150-7
NR4838--MA0684.1.RUNX3	chr17	18718439	18718448	+	0.000	0.000	Merged-chr17-18718477-13
NR4024--MA0002.2.RUNX1	chr15	74935318	74935328	-	0.000	0.000	Merged-chr15-74935411-23
NR9747--MA0002.2.RUNX1	chr7	90059428	90059438	+	0.000	0.000	Merged-chr7-90059452-5
NR10017--MA0511.2.RUNX2	chr7	132686646	132686654	+	0.000	0.000	Merged-chr7-132686748-28
NR5450--MA0002.2.RUNX1	chr18	66465023	66465033	-	0.000	0.000	Merged-chr18-66464965-21
NR3442--MA0684.1.RUNX3	chr14	53134852	53134861	+	0.000	0.000	Merged-chr14-53134979-28
NR5721--MA0002.2.RUNX1	chr19	24225083	24225093	+	0.000	0.000	Merged-chr19-24225135-80
NR8778--MA0002.2.RUNX1	chr6	30326267	30326277	-	0.000	0.000	Merged-chr6-30326370-32
NR10633--MA0002.2.RUNX1	chr8	127968156	127968166	-	0.000	0.000	Merged-chr8-127968270-33
NR8258--MA0511.2.RUNX2	chr5	74126466	74126474	+	0.000	0.000	Merged-chr5-74126578-67
NR7382--MA0002.2.RUNX1	chr4	6476573	6476583	+	0.000	0.000	Merged-chr4-6476530-28
NR10269--MA0511.2.RUNX2	chr8	46852530	46852538	+	0.000	0.000	Merged-chr8-46852602-31
NR7861--MA0511.2.RUNX2	chr4	134642024	134642032	+	0.000	0.000	Merged-chr4-134642170-32
NR6687--MA0511.2.RUNX2	chr2	174566173	174566181	-	0.000	0.000	Merged-chr2-174566072-46
NR4136--MA0511.2.RUNX2	chr15	93563705	93563713	+	0.000	0.000	Merged-chr15-93563752-30
NR3260--MA0002.2.RUNX1	chr13	109205744	109205754	+	0.000	0.000	Merged-chr13-109205681-14
NR10994--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR1851--MA0002.2.RUNX1	chr11	75652387	75652397	-	0.000	0.000	Merged-chr11-75652327-7
NR5833--MA0511.2.RUNX2	chr19	46199108	46199116	-	0.000	0.000	Merged-chr19-46199074-12
NR11377--MA0684.1.RUNX3	chrX	42337012	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR1917--MA0002.2.RUNX1	chr11	83746275	83746285	-	0.000	0.000	Merged-chr11-83746367-9
NR5611--MA0684.1.RUNX3	chr19	5257355	5257364	-	0.000	0.000	Merged-chr19-5257394-33
NR12--MA0002.2.RUNX1	chr1	7095993	7096003	+	0.000	0.000	Merged-chr1-7096130-35
NR6117--MA0684.1.RUNX3	chr2	54084452	54084461	+	0.000	0.000	Merged-chr2-54084669-5
NR8476--MA0511.2.RUNX2	chr5	115516845	115516853	+	0.000	0.000	Merged-chr5-115516638-85
NR3640--MA0002.2.RUNX1	chr14	76569400	76569410	-	0.000	0.000	Merged-chr14-76569463-39
NR2565--MA0511.2.RUNX2	chr12	99544780	99544788	+	0.000	0.000	Merged-chr12-99544732-47
NR10232--MA0002.2.RUNX1	chr8	35430956	35430966	+	0.000	0.000	Merged-chr8-35430856-53
NR9203--MA0002.2.RUNX1	chr6	125603348	125603358	+	0.000	0.000	Merged-chr6-125603497-15
NR7252--MA0002.2.RUNX1	chr3	142863419	142863429	-	0.000	0.000	Merged-chr3-142863489-16
NR8856--MA0511.2.RUNX2	chr6	47778483	47778491	+	0.000	0.000	Merged-chr6-47778347-84
NR11195--MA0002.2.RUNX1	chr9	114016573	114016583	-	0.000	0.000	Merged-chr9-114016465-30
NR9726--MA0002.2.RUNX1	chr7	84386688	84386698	-	0.000	0.000	Merged-chr7-84386751-45
NR4083--MA0511.2.RUNX2	chr15	81831535	81831543	-	0.000	0.000	Merged-chr15-81831606-30
NR2469--MA0511.2.RUNX2	chr12	82174111	82174119	-	0.000	0.000	Merged-chr12-82174098-6
NR6206--MA0002.2.RUNX1	chr2	76220913	76220923	-	0.000	0.000	Merged-chr2-76220899-10
NR7090--MA0002.2.RUNX1	chr3	116483500	116483510	-	0.000	0.000	Merged-chr3-116483487-8
NR3130--MA0002.2.RUNX1	chr13	90967739	90967749	-	0.000	0.000	Merged-chr13-90967721-28
NR8409--MA0002.2.RUNX1	chr5	107980120	107980130	+	0.000	0.000	Merged-chr5-107980170-14
NR4179--MA0684.1.RUNX3	chr15	98772773	98772782	-	0.000	0.000	Merged-chr15-98772758-63
NR9564--MA0002.2.RUNX1	chr7	45771267	45771277	-	0.000	0.000	Merged-chr7-45771241-24
NR9835--MA0002.2.RUNX1	chr7	106551481	106551491	-	0.000	0.000	Merged-chr7-106551313-76
NR2227--MA0002.2.RUNX1	chr11	119166169	119166179	+	0.000	0.000	Merged-chr11-119166198-51
NR3653--MA0002.2.RUNX1	chr14	78685264	78685274	-	0.000	0.000	Merged-chr14-78685455-11
NR1497--MA0002.2.RUNX1	chr10	122748709	122748719	+	0.000	0.000	Merged-chr10-122748643-28
NR2085--MA0684.1.RUNX3	chr11	106687555	106687564	-	0.000	0.000	Merged-chr11-106687558-7
NR4159--MA0002.2.RUNX1	chr15	96497830	96497840	+	0.000	0.000	Merged-chr15-96497899-21
NR8124--MA0684.1.RUNX3	chr5	31724159	31724168	+	0.000	0.000	Merged-chr5-31724284-13
NR4288--MA0684.1.RUNX3	chr16	14088507	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR3590--MA0511.2.RUNX2	chr14	70792813	70792821	-	0.000	0.000	Merged-chr14-70792747-14
NR9944--MA0002.2.RUNX1	chr7	122390325	122390335	+	0.000	0.000	Merged-chr7-122390315-39
NR3927--MA0511.2.RUNX2	chr15	53235522	53235530	+	0.000	0.000	Merged-chr15-53235617-41
NR2194--MA0684.1.RUNX3	chr11	116255860	116255869	-	0.000	0.000	Merged-chr11-116256028-23
NR9325--MA0002.2.RUNX1	chr6	140533079	140533089	+	0.000	0.000	Merged-chr6-140533090-20
NR9725--MA0684.1.RUNX3	chr7	84386627	84386636	+	0.000	0.000	Merged-chr7-84386751-45
NR11465--MA0684.1.RUNX3	chrX	122397270	122397279	+	0.000	0.000	Merged-chrX-122397290-44
NR4049--MA0684.1.RUNX3	chr15	76795408	76795417	+	0.000	0.000	Merged-chr15-76795426-7
NR8293--MA0511.2.RUNX2	chr5	92166182	92166190	-	0.000	0.000	Merged-chr5-92166159-12
NR6328--MA0002.2.RUNX1	chr2	114145438	114145448	-	0.000	0.000	Merged-chr2-114145226-70
NR6013--MA0511.2.RUNX2	chr2	24776337	24776345	+	0.000	0.000	Merged-chr2-24776490-30
NR6679--MA0511.2.RUNX2	chr2	173077077	173077085	-	0.000	0.000	Merged-chr2-173077118-17
NR10863--MA0684.1.RUNX3	chr9	61715134	61715143	-	0.000	0.000	Merged-chr9-61715160-12
NR6728--MA0684.1.RUNX3	chr2	181411075	181411084	-	0.000	0.000	Merged-chr2-181411095-55
NR1367--MA0002.2.RUNX1	chr10	98786239	98786249	-	0.000	0.000	Merged-chr10-98786079-74
NR1909--MA0002.2.RUNX1	chr11	83016300	83016310	+	0.000	0.000	Merged-chr11-83016354-21
NR10671--MA0511.2.RUNX2	chr9	11513965	11513973	-	0.000	0.000	Merged-chr9-11513974-36
NR5455--MA0002.2.RUNX1	chr18	67882892	67882902	-	0.000	0.000	Merged-chr18-67882933-18
NR5726--MA0002.2.RUNX1	chr19	27907137	27907147	+	0.000	0.000	Merged-chr19-27907203-12
NR5411--MA0511.2.RUNX2	chr18	64991733	64991741	+	0.000	0.000	Merged-chr18-64991575-63
NR4429--MA0684.1.RUNX3	chr16	43650508	43650517	+	0.000	0.000	Merged-chr16-43650685-39
NR9814--MA0002.2.RUNX1	chr7	105373094	105373104	+	0.000	0.000	Merged-chr7-105373185-17
NR4508--MA0511.2.RUNX2	chr16	55770520	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR5392--MA0511.2.RUNX2	chr18	62164364	62164372	-	0.000	0.000	Merged-chr18-62164450-51
NR10700--MA0002.2.RUNX1	chr9	15045568	15045578	+	0.000	0.000	Merged-chr9-15045417-72
NR5835--MA0002.2.RUNX1	chr19	46617572	46617582	+	0.000	0.000	Merged-chr19-46617524-23
NR1210--MA0684.1.RUNX3	chr10	77627623	77627632	-	0.000	0.000	Merged-chr10-77627731-24
NR4809--MA0684.1.RUNX3	chr17	12756060	12756069	+	0.000	0.000	Merged-chr17-12756128-8
NR9381--MA0002.2.RUNX1	chr6	146221588	146221598	-	0.000	0.000	Merged-chr6-146221533-3
NR2587--MA0684.1.RUNX3	chr12	100711234	100711243	-	0.000	0.000	Merged-chr12-100711122-1
NR11335--MA0684.1.RUNX3	chr9	124425798	124425807	-	0.000	0.000	Merged-chr9-124425759-16
NR8577--MA0511.2.RUNX2	chr5	136187975	136187983	+	0.000	0.000	Merged-chr5-136188126-9
NR7496--MA0002.2.RUNX1	chr4	43478608	43478618	+	0.000	0.000	Merged-chr4-43478535-62
NR3536--MA0002.2.RUNX1	chr14	66281025	66281035	-	0.000	0.000	Merged-chr14-66280950-46
NR7624--MA0002.2.RUNX1	chr4	86874406	86874416	-	0.000	0.000	Merged-chr4-86874250-69
NR8259--MA0684.1.RUNX3	chr5	74126466	74126475	+	0.000	0.000	Merged-chr5-74126578-67
NR10442--MA0002.2.RUNX1	chr8	95852441	95852451	-	0.000	0.000	Merged-chr8-95852548-4
NR3601--MA0511.2.RUNX2	chr14	73117173	73117181	+	0.000	0.000	Merged-chr14-73117167-52
NR10571--MA0684.1.RUNX3	chr8	121832820	121832829	+	0.000	0.000	Merged-chr8-121832850-44
NR390--MA0002.2.RUNX1	chr1	95674257	95674267	+	0.000	0.000	Merged-chr1-95674241-20
NR10842--MA0684.1.RUNX3	chr9	57998048	57998057	-	0.000	0.000	Merged-chr9-57998251-45
NR1075--MA0002.2.RUNX1	chr10	42848989	42848999	-	0.000	0.000	Merged-chr10-42848913-29
NR1617--MA0002.2.RUNX1	chr11	21314722	21314732	+	0.000	0.000	Merged-chr11-21314524-33
NR3360--MA0684.1.RUNX3	chr14	20379784	20379793	-	0.000	0.000	Merged-chr14-20379904-27
NR4359--MA0511.2.RUNX2	chr16	25426504	25426512	-	0.000	0.000	Merged-chr16-25426499-60
NR6688--MA0684.1.RUNX3	chr2	174566172	174566181	-	0.000	0.000	Merged-chr2-174566072-46
NR9251--MA0002.2.RUNX1	chr6	129586972	129586982	+	0.000	0.000	Merged-chr6-129586992-7
NR11328--MA0002.2.RUNX1	chr9	123498108	123498118	+	0.000	0.000	Merged-chr9-123498117-30
NR9873--MA0511.2.RUNX2	chr7	114082292	114082300	-	0.000	0.000	Merged-chr7-114082253-23
NR10680--MA0684.1.RUNX3	chr9	13518644	13518653	+	0.000	0.000	Merged-chr9-13518732-12
NR2265--MA0511.2.RUNX2	chr12	12289775	12289783	+	0.000	0.000	Merged-chr12-12289844-38
NR9922--MA0684.1.RUNX3	chr7	119808920	119808929	+	0.000	0.000	Merged-chr7-119808886-15
NR7845--MA0511.2.RUNX2	chr4	133752950	133752958	-	0.000	0.000	Merged-chr4-133753126-20
NR4517--MA0684.1.RUNX3	chr16	57231581	57231590	+	0.000	0.000	Merged-chr16-57231478-49
NR1978--MA0002.2.RUNX1	chr11	95777702	95777712	+	0.000	0.000	Merged-chr11-95777825-14
NR4369--MA0002.2.RUNX1	chr16	29579518	29579528	+	0.000	0.000	Merged-chr16-29579520-66
NR10041--MA0002.2.RUNX1	chr7	136255792	136255802	+	0.000	0.000	Merged-chr7-136255803-24
NR8142--MA0511.2.RUNX2	chr5	35166062	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR9883--MA0002.2.RUNX1	chr7	114817796	114817806	+	0.000	0.000	Merged-chr7-114817676-52
NR9949--MA0002.2.RUNX1	chr7	123217604	123217614	+	0.000	0.000	Merged-chr7-123217710-2
NR1520--MA0511.2.RUNX2	chr10	127225760	127225768	-	0.000	0.000	Merged-chr10-127225928-35
NR7998--MA0002.2.RUNX1	chr4	151991083	151991093	-	0.000	0.000	Merged-chr4-151991103-9
NR5718--MA0002.2.RUNX1	chr19	23388437	23388447	+	0.000	0.000	Merged-chr19-23388451-6
NR8109--MA0002.2.RUNX1	chr5	25499213	25499223	+	0.000	0.000	Merged-chr5-25499095-193
NR5132--MA0511.2.RUNX2	chr17	79394210	79394218	-	0.000	0.000	Merged-chr17-79394145-31
