#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR7808--MA0591.1.Bach1::Mafk	chr3	90587054	90587068	+	0.000	0.000	Merged-chr3-90587051-129
NR4550--MA0117.2.Mafb	chr15	62265646	62265657	+	0.000	0.000	Merged-chr15-62265620-25
NR4614--MA0089.1.MAFG::NFE2L1	chr15	74679319	74679324	+	0.000	0.000	Merged-chr15-74679277-14
NR12151--MA0501.1.MAF::NFE2	chr8	128535930	128535944	-	0.000	0.000	Merged-chr8-128535919-37
NR7528--MA0089.1.MAFG::NFE2L1	chr2	177897167	177897172	-	0.000	0.000	Merged-chr2-177897114-64
NR2480--MA0496.2.MAFK	chr11	115172977	115172995	+	0.000	0.000	Merged-chr11-115173098-6
NR6674--MA0089.1.MAFG::NFE2L1	chr2	48815022	48815027	-	0.000	0.000	Merged-chr2-48815031-14
NR11513--MA0591.1.Bach1::Mafk	chr7	136152648	136152662	+	0.000	0.000	Merged-chr7-136152676-10
NR4210--MA0089.1.MAFG::NFE2L1	chr14	103469264	103469269	-	0.000	0.000	Merged-chr14-103469232-2
NR11393--MA0089.1.MAFG::NFE2L1	chr7	120754786	120754791	+	0.000	0.000	Merged-chr7-120754842-25
NR8695--MA0659.1.MAFG	chr4	106869719	106869739	-	0.000	0.000	Merged-chr4-106869679-64
NR9588--MA0089.1.MAFG::NFE2L1	chr5	105798540	105798545	-	0.000	0.000	Merged-chr5-105798670-49
NR12825--MA0089.1.MAFG::NFE2L1	chr9	121354998	121355003	+	0.000	0.000	Merged-chr9-121354935-22
NR805--MA0117.2.Mafb	chr1	171778166	171778177	+	0.000	0.000	Merged-chr1-171778353-20
NR4989--MA0117.2.Mafb	chr16	51675327	51675338	-	0.000	0.000	Merged-chr16-51675268-47
NR11127--MA0591.1.Bach1::Mafk	chr7	84779434	84779448	+	0.000	0.000	Merged-chr7-84779522-64
NR5170--MA0591.1.Bach1::Mafk	chr16	87725012	87725026	-	0.000	0.000	Merged-chr16-87725101-16
NR5752--MA0117.2.Mafb	chr18	20982604	20982615	-	0.000	0.000	Merged-chr18-20982591-12
NR3776--MA0496.2.MAFK	chr13	113013448	113013466	+	0.000	0.000	Merged-chr13-113013424-80
NR8321--MA0496.2.MAFK	chr3	153764830	153764848	-	0.000	0.000	Merged-chr3-153764846-117
NR8759--MA0089.1.MAFG::NFE2L1	chr4	116807517	116807522	+	0.000	0.000	Merged-chr4-116807606-59
NR12461--MA0496.2.MAFK	chr9	78593281	78593299	-	0.000	0.000	Merged-chr9-78593326-11
NR8449--MA0659.1.MAFG	chr4	24569373	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR11933--MA0117.2.Mafb	chr8	105701177	105701188	+	0.000	0.000	Merged-chr8-105701178-128
NR5769--MA0591.1.Bach1::Mafk	chr18	23754632	23754646	+	0.000	0.000	Merged-chr18-23754514-42
NR6485--MA0089.1.MAFG::NFE2L1	chr2	13265007	13265012	-	0.000	0.000	Merged-chr2-13265108-24
NR12636--MA0501.1.MAF::NFE2	chr9	99243189	99243203	+	0.000	0.000	Merged-chr9-99243262-100
NR6708--MA0659.1.MAFG	chr2	52938453	52938473	-	0.000	0.000	Merged-chr2-52938398-15
NR373--MA0496.2.MAFK	chr1	105292043	105292061	+	0.000	0.000	Merged-chr1-105291975-13
NR8846--MA0089.1.MAFG::NFE2L1	chr4	127319878	127319883	-	0.000	0.000	Merged-chr4-127319840-19
NR1489--MA0496.2.MAFK	chr10	85128228	85128246	+	0.000	0.000	Merged-chr10-85128174-62
NR12145--MA0089.1.MAFG::NFE2L1	chr8	128363438	128363443	-	0.000	0.000	Merged-chr8-128363423-35
NR1900--MA0089.1.MAFG::NFE2L1	chr11	5762422	5762427	-	0.000	0.000	Merged-chr11-5762236-58
NR6004--MA0501.1.MAF::NFE2	chr18	75455342	75455356	+	0.000	0.000	Merged-chr18-75455371-73
NR5168--MA0496.2.MAFK	chr16	87642409	87642427	-	0.000	0.000	Merged-chr16-87642367-32
NR5001--MA0501.1.MAF::NFE2	chr16	52418699	52418713	+	0.000	0.000	Merged-chr16-52418568-49
NR3593--MA0501.1.MAF::NFE2	chr13	92241620	92241634	-	0.000	0.000	Merged-chr13-92241716-35
NR944--MA0117.2.Mafb	chr1	183657288	183657299	-	0.000	0.000	Merged-chr1-183657260-22
NR2644--MA0591.1.Bach1::Mafk	chr12	26398794	26398808	+	0.000	0.000	Merged-chr12-26398856-20
NR350--MA0089.1.MAFG::NFE2L1	chr1	94040621	94040626	+	0.000	0.000	Merged-chr1-94040599-7
NR7482--MA0496.2.MAFK	chr2	172976723	172976741	-	0.000	0.000	Merged-chr2-172976797-9
NR1731--MA0591.1.Bach1::Mafk	chr10	117839174	117839188	+	0.000	0.000	Merged-chr10-117839249-9
NR9382--MA0591.1.Bach1::Mafk	chr5	77086718	77086732	-	0.000	0.000	Merged-chr5-77086649-7
NR184--MA0501.1.MAF::NFE2	chr1	61151397	61151411	+	0.000	0.000	Merged-chr1-61151289-6
NR3609--MA0089.1.MAFG::NFE2L1	chr13	95765285	95765290	+	0.000	0.000	Merged-chr13-95765232-46
NR12447--MA0089.1.MAFG::NFE2L1	chr9	78039331	78039336	+	0.000	0.000	Merged-chr9-78039218-36
NR2379--MA0089.1.MAFG::NFE2L1	chr11	106255869	106255874	-	0.000	0.000	Merged-chr11-106255994-73
NR8451--MA0496.2.MAFK	chr4	24569374	24569392	+	0.000	0.000	Merged-chr4-24569297-30
NR2816--MA0501.1.MAF::NFE2	chr12	82284810	82284824	-	0.000	0.000	Merged-chr12-82284829-46
NR3689--MA0117.2.Mafb	chr13	107368594	107368605	+	0.000	0.000	Merged-chr13-107368642-14
NR2293--MA0495.2.MAFF	chr11	94243314	94243334	+	0.000	0.000	Merged-chr11-94243595-44
NR3514--MA0591.1.Bach1::Mafk	chr13	80963022	80963036	+	0.000	0.000	Merged-chr13-80963053-30
NR11593--MA0089.1.MAFG::NFE2L1	chr8	3467455	3467460	-	0.000	0.000	Merged-chr8-3467584-41
NR652--MA0089.1.MAFG::NFE2L1	chr1	155138999	155139004	+	0.000	0.000	Merged-chr1-155138999-23
NR9673--MA0089.1.MAFG::NFE2L1	chr5	117922301	117922306	-	0.000	0.000	Merged-chr5-117922248-35
NR2383--MA0501.1.MAF::NFE2	chr11	106546291	106546305	-	0.000	0.000	Merged-chr11-106546230-32
NR1422--MA0089.1.MAFG::NFE2L1	chr10	75415088	75415093	-	0.000	0.000	Merged-chr10-75415162-28
NR2351--MA0089.1.MAFG::NFE2L1	chr11	101278749	101278754	-	0.000	0.000	Merged-chr11-101278952-42
NR11956--MA0659.1.MAFG	chr8	111259011	111259031	+	0.000	0.000	Merged-chr8-111259123-96
NR9541--MA0496.2.MAFK	chr5	100466828	100466846	-	0.000	0.000	Merged-chr5-100466890-43
NR12271--MA0117.2.Mafb	chr9	37554491	37554502	+	0.000	0.000	Merged-chr9-37554470-32
NR2295--MA0659.1.MAFG	chr11	94243314	94243334	-	0.000	0.000	Merged-chr11-94243595-44
NR9676--MA0495.2.MAFF	chr5	118269183	118269203	+	0.000	0.000	Merged-chr5-118269215-26
NR8458--MA0117.2.Mafb	chr4	26338671	26338682	-	0.000	0.000	Merged-chr4-26338850-16
NR3134--MA0117.2.Mafb	chr12	116467139	116467150	+	0.000	0.000	Merged-chr12-116467208-51
NR9360--MA0659.1.MAFG	chr5	74456858	74456878	+	0.000	0.000	Merged-chr5-74456993-19
NR8555--MA0089.1.MAFG::NFE2L1	chr4	63595363	63595368	+	0.000	0.000	Merged-chr4-63595459-34
NR2272--MA0501.1.MAF::NFE2	chr11	87240407	87240421	+	0.000	0.000	Merged-chr11-87240422-3
NR11511--MA0495.2.MAFF	chr7	136152645	136152665	+	0.000	0.000	Merged-chr7-136152676-10
NR1475--MA0591.1.Bach1::Mafk	chr10	83094424	83094438	-	0.000	0.000	Merged-chr10-83094341-29
NR665--MA0089.1.MAFG::NFE2L1	chr1	156674303	156674308	+	0.000	0.000	Merged-chr1-156674255-139
NR8266--MA0089.1.MAFG::NFE2L1	chr3	146682484	146682489	+	0.000	0.000	Merged-chr3-146682362-58
NR5879--MA0591.1.Bach1::Mafk	chr18	54860890	54860904	-	0.000	0.000	Merged-chr18-54860804-67
NR6365--MA0501.1.MAF::NFE2	chr19	55865978	55865992	+	0.000	0.000	Merged-chr19-55866165-31
NR9307--MA0501.1.MAF::NFE2	chr5	65435961	65435975	-	0.000	0.000	Merged-chr5-65436020-62
NR12344--MA0591.1.Bach1::Mafk	chr9	58542045	58542059	-	0.000	0.000	Merged-chr9-58542052-13
NR12098--MA0501.1.MAF::NFE2	chr8	126551246	126551260	-	0.000	0.000	Merged-chr8-126551138-20
NR8963--MA0591.1.Bach1::Mafk	chr4	144998420	144998434	-	0.000	0.000	Merged-chr4-144998591-35
NR9551--MA0501.1.MAF::NFE2	chr5	100622692	100622706	-	0.000	0.000	Merged-chr5-100622533-21
NR389--MA0089.1.MAFG::NFE2L1	chr1	106375139	106375144	+	0.000	0.000	Merged-chr1-106375068-41
NR1420--MA0117.2.Mafb	chr10	75170480	75170491	-	0.000	0.000	Merged-chr10-75170572-27
NR12849--MA0089.1.MAFG::NFE2L1	chr9	124028740	124028745	-	0.000	0.000	Merged-chr9-124028680-14
NR13021--MA0117.2.Mafb	chrX	152342615	152342626	-	0.000	0.000	Merged-chrX-152342586-50
NR1082--MA0496.2.MAFK	chr1	191850424	191850442	-	0.000	0.000	Merged-chr1-191850553-19
NR8077--MA0089.1.MAFG::NFE2L1	chr3	129588849	129588854	-	0.000	0.000	Merged-chr3-129588899-30
NR10951--MA0089.1.MAFG::NFE2L1	chr7	44501958	44501963	-	0.000	0.000	Merged-chr7-44501873-29
NR3595--MA0089.1.MAFG::NFE2L1	chr13	92332447	92332452	+	0.000	0.000	Merged-chr13-92332424-46
NR6670--MA0089.1.MAFG::NFE2L1	chr2	48315504	48315509	-	0.000	0.000	Merged-chr2-48315490-45
NR6706--MA0591.1.Bach1::Mafk	chr2	52938456	52938470	-	0.000	0.000	Merged-chr2-52938398-15
NR625--MA0495.2.MAFF	chr1	152817550	152817570	-	0.000	0.000	Merged-chr1-152817500-27
NR9447--MA0591.1.Bach1::Mafk	chr5	91083257	91083271	-	0.000	0.000	Merged-chr5-91083328-13
NR9584--MA0089.1.MAFG::NFE2L1	chr5	105642721	105642726	+	0.000	0.000	Merged-chr5-105642805-64
NR8540--MA0089.1.MAFG::NFE2L1	chr4	59331867	59331872	+	0.000	0.000	Merged-chr4-59331656-79
NR4844--MA0501.1.MAF::NFE2	chr16	13286616	13286630	+	0.000	0.000	Merged-chr16-13286714-13
NR2283--MA0591.1.Bach1::Mafk	chr11	90002603	90002617	-	0.000	0.000	Merged-chr11-90002794-56
NR9678--MA0117.2.Mafb	chr5	118269183	118269194	+	0.000	0.000	Merged-chr5-118269215-26
NR2980--MA0117.2.Mafb	chr12	106777779	106777790	-	0.000	0.000	Merged-chr12-106777834-6
NR9911--MA0659.1.MAFG	chr6	4086717	4086737	-	0.000	0.000	Merged-chr6-4086905-51
NR6596--MA0089.1.MAFG::NFE2L1	chr2	32038954	32038959	+	0.000	0.000	Merged-chr2-32038826-16
NR5332--MA0117.2.Mafb	chr17	17610009	17610020	+	0.000	0.000	Merged-chr17-17609984-33
NR5176--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR5140--MA0501.1.MAF::NFE2	chr16	84625359	84625373	-	0.000	0.000	Merged-chr16-84625247-15
NR6733--MA0496.2.MAFK	chr2	53668849	53668867	+	0.000	0.000	Merged-chr2-53668715-25
NR1550--MA0117.2.Mafb	chr10	91187604	91187615	+	0.000	0.000	Merged-chr10-91187552-2
NR11175--MA0591.1.Bach1::Mafk	chr7	97626067	97626081	+	0.000	0.000	Merged-chr7-97625910-13
NR12747--MA0089.1.MAFG::NFE2L1	chr9	115134830	115134835	+	0.000	0.000	Merged-chr9-115134877-14
NR7557--MA0591.1.Bach1::Mafk	chr2	181307399	181307413	+	0.000	0.000	Merged-chr2-181307341-24
NR9886--MA0089.1.MAFG::NFE2L1	chr5	149604955	149604960	-	0.000	0.000	Merged-chr5-149605038-10
NR750--MA0089.1.MAFG::NFE2L1	chr1	164665797	164665802	+	0.000	0.000	Merged-chr1-164665875-3
NR2073--MA0089.1.MAFG::NFE2L1	chr11	59472159	59472164	+	0.000	0.000	Merged-chr11-59472389-45
NR1926--MA0591.1.Bach1::Mafk	chr11	20477618	20477632	+	0.000	0.000	Merged-chr11-20477652-51
NR1877--MA0117.2.Mafb	chr11	3932071	3932082	-	0.000	0.000	Merged-chr11-3931934-36
NR12090--MA0591.1.Bach1::Mafk	chr8	126551191	126551205	-	0.000	0.000	Merged-chr8-126551138-20
NR7086--MA0591.1.Bach1::Mafk	chr2	122028602	122028616	+	0.000	0.000	Merged-chr2-122028535-87
NR10627--MA0496.2.MAFK	chr6	140817164	140817182	+	0.000	0.000	Merged-chr6-140817043-66
NR8698--MA0496.2.MAFK	chr4	106869720	106869738	-	0.000	0.000	Merged-chr4-106869679-64
NR2714--MA0496.2.MAFK	chr12	51871959	51871977	-	0.000	0.000	Merged-chr12-51871812-58
NR7823--MA0501.1.MAF::NFE2	chr3	94380006	94380020	-	0.000	0.000	Merged-chr3-94379948-32
NR9461--MA0496.2.MAFK	chr5	92348939	92348957	-	0.000	0.000	Merged-chr5-92348973-52
NR2992--MA0495.2.MAFF	chr12	107405029	107405049	-	0.000	0.000	Merged-chr12-107404973-19
NR6304--MA0089.1.MAFG::NFE2L1	chr19	42306374	42306379	+	0.000	0.000	Merged-chr19-42306300-48
NR10775--MA0089.1.MAFG::NFE2L1	chr6	148594010	148594015	-	0.000	0.000	Merged-chr6-148594065-2
NR6628--MA0501.1.MAF::NFE2	chr2	35783612	35783626	-	0.000	0.000	Merged-chr2-35783526-7
NR2683--MA0501.1.MAF::NFE2	chr12	40010143	40010157	-	0.000	0.000	Merged-chr12-40010101-23
NR5941--MA0089.1.MAFG::NFE2L1	chr18	65189404	65189409	-	0.000	0.000	Merged-chr18-65189388-18
NR6870--MA0089.1.MAFG::NFE2L1	chr2	83762333	83762338	-	0.000	0.000	Merged-chr2-83762342-13
NR4946--MA0591.1.Bach1::Mafk	chr16	43303491	43303505	-	0.000	0.000	Merged-chr16-43303663-37
NR1562--MA0495.2.MAFF	chr10	93069517	93069537	+	0.000	0.000	Merged-chr10-93069523-27
NR9709--MA0089.1.MAFG::NFE2L1	chr5	121843014	121843019	-	0.000	0.000	Merged-chr5-121843055-34
NR1584--MA0501.1.MAF::NFE2	chr10	94378535	94378549	+	0.000	0.000	Merged-chr10-94378414-58
NR12171--MA0496.2.MAFK	chr9	7501376	7501394	-	0.000	0.000	Merged-chr9-7501482-49
NR6015--MA0089.1.MAFG::NFE2L1	chr18	78142933	78142938	+	0.000	0.000	Merged-chr18-78142863-6
NR10820--MA0591.1.Bach1::Mafk	chr7	16326350	16326364	+	0.000	0.000	Merged-chr7-16326408-27
NR11110--MA0089.1.MAFG::NFE2L1	chr7	81789498	81789503	-	0.000	0.000	Merged-chr7-81789360-69
NR12091--MA0495.2.MAFF	chr8	126551246	126551266	+	0.000	0.000	Merged-chr8-126551138-20
NR114--MA0501.1.MAF::NFE2	chr1	43474715	43474729	+	0.000	0.000	Merged-chr1-43474630-75
NR5677--MA0501.1.MAF::NFE2	chr17	90584449	90584463	+	0.000	0.000	Merged-chr17-90584319-17
NR7616--MA0501.1.MAF::NFE2	chr3	21936122	21936136	+	0.000	0.000	Merged-chr3-21936128-91
NR533--MA0117.2.Mafb	chr1	138186079	138186090	-	0.000	0.000	Merged-chr1-138186154-28
NR3403--MA0089.1.MAFG::NFE2L1	chr13	51325654	51325659	+	0.000	0.000	Merged-chr13-51325526-1
NR7644--MA0591.1.Bach1::Mafk	chr3	33800168	33800182	+	0.000	0.000	Merged-chr3-33800015-65
NR5376--MA0089.1.MAFG::NFE2L1	chr17	26503163	26503168	+	0.000	0.000	Merged-chr17-26503198-72
NR5261--MA0089.1.MAFG::NFE2L1	chr16	97002607	97002612	-	0.000	0.000	Merged-chr16-97002537-1
NR645--MA0117.2.Mafb	chr1	155006653	155006664	+	0.000	0.000	Merged-chr1-155006660-49
NR4482--MA0496.2.MAFK	chr15	51823241	51823259	+	0.000	0.000	Merged-chr15-51823268-39
NR7398--MA0496.2.MAFK	chr2	163155370	163155388	+	0.000	0.000	Merged-chr2-163155228-25
NR7848--MA0117.2.Mafb	chr3	96881001	96881012	-	0.000	0.000	Merged-chr3-96881145-10
NR5308--MA0496.2.MAFK	chr17	10840175	10840193	+	0.000	0.000	Merged-chr17-10840429-74
NR7333--MA0089.1.MAFG::NFE2L1	chr2	152775705	152775710	-	0.000	0.000	Merged-chr2-152775622-43
NR8009--MA0496.2.MAFK	chr3	121874813	121874831	-	0.000	0.000	Merged-chr3-121874730-10
NR1757--MA0591.1.Bach1::Mafk	chr10	121316220	121316234	-	0.000	0.000	Merged-chr10-121316401-59
NR1935--MA0089.1.MAFG::NFE2L1	chr11	22814124	22814129	-	0.000	0.000	Merged-chr11-22814136-127
NR1526--MA0496.2.MAFK	chr10	88875145	88875163	+	0.000	0.000	Merged-chr10-88875114-36
NR3368--MA0501.1.MAF::NFE2	chr13	45623863	45623877	-	0.000	0.000	Merged-chr13-45624002-39
NR12198--MA0591.1.Bach1::Mafk	chr9	18473654	18473668	-	0.000	0.000	Merged-chr9-18473624-68
NR9335--MA0501.1.MAF::NFE2	chr5	67437637	67437651	+	0.000	0.000	Merged-chr5-67437495-24
NR7924--MA0089.1.MAFG::NFE2L1	chr3	106785187	106785192	-	0.000	0.000	Merged-chr3-106785320-62
NR8236--MA0501.1.MAF::NFE2	chr3	144432276	144432290	-	0.000	0.000	Merged-chr3-144432353-38
NR5274--MA0089.1.MAFG::NFE2L1	chr16	97402597	97402602	-	0.000	0.000	Merged-chr16-97402543-6
NR2106--MA0501.1.MAF::NFE2	chr11	62185075	62185089	-	0.000	0.000	Merged-chr11-62185170-13
NR4133--MA0591.1.Bach1::Mafk	chr14	74797639	74797653	+	0.000	0.000	Merged-chr14-74797519-9
NR1564--MA0117.2.Mafb	chr10	93069526	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR8679--MA0089.1.MAFG::NFE2L1	chr4	102955809	102955814	-	0.000	0.000	Merged-chr4-102955684-33
NR4455--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR7259--MA0089.1.MAFG::NFE2L1	chr2	146265178	146265183	-	0.000	0.000	Merged-chr2-146265229-24
NR5359--MA0501.1.MAF::NFE2	chr17	22866534	22866548	-	0.000	0.000	Merged-chr17-22866822-95
NR7144--MA0089.1.MAFG::NFE2L1	chr2	129316024	129316029	-	0.000	0.000	Merged-chr2-129316037-6
NR4268--MA0495.2.MAFF	chr14	118796408	118796428	-	0.000	0.000	Merged-chr14-118796395-16
NR4944--MA0495.2.MAFF	chr16	43303488	43303508	+	0.000	0.000	Merged-chr16-43303663-37
NR11310--MA0089.1.MAFG::NFE2L1	chr7	112679287	112679292	+	0.000	0.000	Merged-chr7-112679423-49
NR9363--MA0496.2.MAFK	chr5	74456859	74456877	-	0.000	0.000	Merged-chr5-74456993-19
NR1685--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR2894--MA0495.2.MAFF	chr12	98249880	98249900	+	0.000	0.000	Merged-chr12-98249926-13
NR1565--MA0591.1.Bach1::Mafk	chr10	93069520	93069534	+	0.000	0.000	Merged-chr10-93069523-27
NR2906--MA0591.1.Bach1::Mafk	chr12	98674817	98674831	-	0.000	0.000	Merged-chr12-98674935-52
NR2158--MA0501.1.MAF::NFE2	chr11	72941083	72941097	-	0.000	0.000	Merged-chr11-72940930-27
NR6806--MA0089.1.MAFG::NFE2L1	chr2	69003121	69003126	+	0.000	0.000	Merged-chr2-69003152-17
NR10973--MA0591.1.Bach1::Mafk	chr7	49762896	49762910	+	0.000	0.000	Merged-chr7-49762758-15
NR6996--MA0089.1.MAFG::NFE2L1	chr2	117312576	117312581	-	0.000	0.000	Merged-chr2-117312690-43
NR12065--MA0089.1.MAFG::NFE2L1	chr8	123807201	123807206	+	0.000	0.000	Merged-chr8-123807206-24
NR4412--MA0591.1.Bach1::Mafk	chr15	31240094	31240108	+	0.000	0.000	Merged-chr15-31239940-27
NR10786--MA0089.1.MAFG::NFE2L1	chr7	4836448	4836453	+	0.000	0.000	Merged-chr7-4836481-36
NR5952--MA0089.1.MAFG::NFE2L1	chr18	66502138	66502143	+	0.000	0.000	Merged-chr18-66502099-22
NR9729--MA0591.1.Bach1::Mafk	chr5	122949248	122949262	+	0.000	0.000	Merged-chr5-122949287-47
NR1847--MA0501.1.MAF::NFE2	chr10	128779565	128779579	-	0.000	0.000	Merged-chr10-128779505-23
NR9258--MA0117.2.Mafb	chr5	43425120	43425131	+	0.000	0.000	Merged-chr5-43425059-17
NR5248--MA0501.1.MAF::NFE2	chr16	95893662	95893676	+	0.000	0.000	Merged-chr16-95893684-47
NR6562--MA0591.1.Bach1::Mafk	chr2	26639279	26639293	+	0.000	0.000	Merged-chr2-26639367-50
NR10688--MA0117.2.Mafb	chr6	143176979	143176990	-	0.000	0.000	Merged-chr6-143176847-16
NR2690--MA0659.1.MAFG	chr12	41044928	41044948	-	0.000	0.000	Merged-chr12-41044922-24
NR6592--MA0089.1.MAFG::NFE2L1	chr2	31108353	31108358	-	0.000	0.000	Merged-chr2-31108373-37
NR9596--MA0496.2.MAFK	chr5	107524496	107524514	+	0.000	0.000	Merged-chr5-107524666-44
NR4272--MA0496.2.MAFK	chr14	118796409	118796427	+	0.000	0.000	Merged-chr14-118796395-16
NR5072--MA0501.1.MAF::NFE2	chr16	65815972	65815986	-	0.000	0.000	Merged-chr16-65816014-3
NR58--MA0591.1.Bach1::Mafk	chr1	33883565	33883579	+	0.000	0.000	Merged-chr1-33883578-48
NR3038--MA0089.1.MAFG::NFE2L1	chr12	112699369	112699374	+	0.000	0.000	Merged-chr12-112699364-12
NR3414--MA0089.1.MAFG::NFE2L1	chr13	51970224	51970229	-	0.000	0.000	Merged-chr13-51970284-43
NR8462--MA0089.1.MAFG::NFE2L1	chr4	32179882	32179887	-	0.000	0.000	Merged-chr4-32179914-44
NR2659--MA0659.1.MAFG	chr12	31997008	31997028	-	0.000	0.000	Merged-chr12-31997107-37
NR6998--MA0496.2.MAFK	chr2	117335755	117335773	+	0.000	0.000	Merged-chr2-117335736-33
NR7711--MA0591.1.Bach1::Mafk	chr3	65922632	65922646	-	0.000	0.000	Merged-chr3-65922755-41
NR9857--MA0501.1.MAF::NFE2	chr5	147063447	147063461	-	0.000	0.000	Merged-chr5-147063758-85
NR2801--MA0591.1.Bach1::Mafk	chr12	81845115	81845129	-	0.000	0.000	Merged-chr12-81845150-28
NR6472--MA0117.2.Mafb	chr2	8965118	8965129	+	0.000	0.000	Merged-chr2-8965212-53
NR5803--MA0117.2.Mafb	chr18	34202739	34202750	+	0.000	0.000	Merged-chr18-34202543-19
NR1354--MA0117.2.Mafb	chr10	60287930	60287941	-	0.000	0.000	Merged-chr10-60287885-29
NR10921--MA0117.2.Mafb	chr7	30608044	30608055	+	0.000	0.000	Merged-chr7-30607986-27
NR7562--MA0591.1.Bach1::Mafk	chr2	181319654	181319668	+	0.000	0.000	Merged-chr2-181319811-50
NR2330--MA0591.1.Bach1::Mafk	chr11	96875967	96875981	+	0.000	0.000	Merged-chr11-96875895-6
NR3427--MA0089.1.MAFG::NFE2L1	chr13	53390276	53390281	-	0.000	0.000	Merged-chr13-53390437-27
NR11587--MA0591.1.Bach1::Mafk	chr7	143748641	143748655	+	0.000	0.000	Merged-chr7-143748578-27
NR5071--MA0591.1.Bach1::Mafk	chr16	65815975	65815989	-	0.000	0.000	Merged-chr16-65816014-3
NR9368--MA0496.2.MAFK	chr5	74470990	74471008	+	0.000	0.000	Merged-chr5-74471085-11
NR1396--MA0591.1.Bach1::Mafk	chr10	68673759	68673773	+	0.000	0.000	Merged-chr10-68673774-53
NR207--MA0117.2.Mafb	chr1	64486460	64486471	+	0.000	0.000	Merged-chr1-64486540-36
NR3516--MA0117.2.Mafb	chr13	81013330	81013341	+	0.000	0.000	Merged-chr13-81013354-1
NR3455--MA0501.1.MAF::NFE2	chr13	63237962	63237976	+	0.000	0.000	Merged-chr13-63238136-32
NR2661--MA0496.2.MAFK	chr12	31997009	31997027	-	0.000	0.000	Merged-chr12-31997107-37
NR330--MA0496.2.MAFK	chr1	88497496	88497514	-	0.000	0.000	Merged-chr1-88497619-10
NR2788--MA0089.1.MAFG::NFE2L1	chr12	77291255	77291260	+	0.000	0.000	Merged-chr12-77291183-18
NR8746--MA0117.2.Mafb	chr4	116010490	116010501	+	0.000	0.000	Merged-chr4-116010359-48
NR4443--MA0089.1.MAFG::NFE2L1	chr15	38535543	38535548	-	0.000	0.000	Merged-chr15-38535554-39
NR4846--MA0495.2.MAFF	chr16	14237421	14237441	+	0.000	0.000	Merged-chr16-14237452-27
NR7556--MA0495.2.MAFF	chr2	181307396	181307416	-	0.000	0.000	Merged-chr2-181307341-24
NR8777--MA0089.1.MAFG::NFE2L1	chr4	119320691	119320696	+	0.000	0.000	Merged-chr4-119320539-50
NR3966--MA0496.2.MAFK	chr14	37165411	37165429	+	0.000	0.000	Merged-chr14-37165502-22
NR6461--MA0496.2.MAFK	chr2	8628708	8628726	-	0.000	0.000	Merged-chr2-8628681-1
NR1831--MA0089.1.MAFG::NFE2L1	chr10	127178892	127178897	-	0.000	0.000	Merged-chr10-127178772-9
NR8841--MA0591.1.Bach1::Mafk	chr4	127060912	127060926	-	0.000	0.000	Merged-chr4-127061069-56
NR2760--MA0089.1.MAFG::NFE2L1	chr12	71897749	71897754	+	0.000	0.000	Merged-chr12-71897525-19
NR4870--MA0117.2.Mafb	chr16	22602650	22602661	-	0.000	0.000	Merged-chr16-22602605-18
NR6390--MA0495.2.MAFF	chr19	57329136	57329156	-	0.000	0.000	Merged-chr19-57329037-3
NR4369--MA0089.1.MAFG::NFE2L1	chr15	8109317	8109322	+	0.000	0.000	Merged-chr15-8109261-61
NR8536--MA0501.1.MAF::NFE2	chr4	59204836	59204850	-	0.000	0.000	Merged-chr4-59204829-36
NR7558--MA0659.1.MAFG	chr2	181307396	181307416	+	0.000	0.000	Merged-chr2-181307341-24
NR8088--MA0117.2.Mafb	chr3	130905322	130905333	+	0.000	0.000	Merged-chr3-130905343-29
NR10884--MA0089.1.MAFG::NFE2L1	chr7	28820925	28820930	-	0.000	0.000	Merged-chr7-28820769-1
NR6434--MA0501.1.MAF::NFE2	chr2	3445099	3445113	-	0.000	0.000	Merged-chr2-3444938-11
NR10163--MA0495.2.MAFF	chr6	67014762	67014782	-	0.000	0.000	Merged-chr6-67014748-19
NR4399--MA0501.1.MAF::NFE2	chr15	27518263	27518277	-	0.000	0.000	Merged-chr15-27518308-43
NR8588--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR2686--MA0089.1.MAFG::NFE2L1	chr12	40460003	40460008	+	0.000	0.000	Merged-chr12-40459917-13
NR11001--MA0501.1.MAF::NFE2	chr7	58148188	58148202	+	0.000	0.000	Merged-chr7-58147990-20
