#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR5058--MA1104.1.GATA6	chr19	32998969	32998981	+	0.000	0.000	Merged-chr19-32999080-29
NR3199--MA0482.1.Gata4	chr14	73123961	73123971	-	0.000	0.000	Merged-chr14-73124034-46
NR4803--MA0140.2.GATA1::TAL1	chr18	54482717	54482734	-	0.000	0.000	Merged-chr18-54482664-28
NR3784--MA0140.2.GATA1::TAL1	chr16	5145741	5145758	+	0.000	0.000	Merged-chr16-5145744-25
NR5007--MA0482.1.Gata4	chr19	5430902	5430912	+	0.000	0.000	Merged-chr19-5430860-3
NR4482--MA0482.1.Gata4	chr17	64602271	64602281	-	0.000	0.000	Merged-chr17-64602197-17
NR8570--MA0482.1.Gata4	chr7	6127302	6127312	+	0.000	0.000	Merged-chr7-6127268-44
NR7910--MA0036.3.GATA2	chr6	29229408	29229418	-	0.000	0.000	Merged-chr6-29229534-5
NR3826--MA0140.2.GATA1::TAL1	chr16	10732547	10732564	+	0.000	0.000	Merged-chr16-10732689-38
NR6475--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR3692--MA0037.3.GATA3	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR656--MA0766.1.GATA5	chr1	151009415	151009422	-	0.000	0.000	Merged-chr1-151009545-50
NR6322--MA0036.3.GATA2	chr3	115693559	115693569	+	0.000	0.000	Merged-chr3-115693579-13
NR4371--MA0036.3.GATA2	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR9389--MA0766.1.GATA5	chr8	117278454	117278461	-	0.000	0.000	Merged-chr8-117278352-17
NR8254--MA0036.3.GATA2	chr6	108168406	108168416	-	0.000	0.000	Merged-chr6-108168461-115
NR7703--MA0037.3.GATA3	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR2624--MA0766.1.GATA5	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR4490--MA0766.1.GATA5	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR9906--MA0037.3.GATA3	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR3449--MA0482.1.Gata4	chr15	8280450	8280460	+	0.000	0.000	Merged-chr15-8280344-8
NR932--MA0140.2.GATA1::TAL1	chr10	19597077	19597094	-	0.000	0.000	Merged-chr10-19597137-35
NR4485--MA0035.3.Gata1	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR8000--MA1104.1.GATA6	chr6	54088248	54088260	+	0.000	0.000	Merged-chr6-54088359-21
NR4339--MA0037.3.GATA3	chr17	23797678	23797685	+	0.000	0.000	Merged-chr17-23797661-48
NR8182--MA0482.1.Gata4	chr6	86922089	86922099	+	0.000	0.000	Merged-chr6-86921974-19
NR6630--MA0482.1.Gata4	chr3	159509172	159509182	+	0.000	0.000	Merged-chr3-159509158-33
NR2149--MA0037.3.GATA3	chr12	86795966	86795973	+	0.000	0.000	Merged-chr12-86795851-62
NR2794--MA0482.1.Gata4	chr13	94381977	94381987	-	0.000	0.000	Merged-chr13-94381981-20
NR610--MA0037.3.GATA3	chr1	143202527	143202534	+	0.000	0.000	Merged-chr1-143202432-31
NR3824--MA0766.1.GATA5	chr16	10732546	10732553	-	0.000	0.000	Merged-chr16-10732689-38
NR2098--MA0036.3.GATA2	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR8613--MA0036.3.GATA2	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR4777--MA0036.3.GATA2	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR6053--MA0766.1.GATA5	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR6043--MA0036.3.GATA2	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR352--MA1104.1.GATA6	chr1	87878049	87878061	-	0.000	0.000	Merged-chr1-87877929-42
NR8190--MA0766.1.GATA5	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR6295--MA0036.3.GATA2	chr3	106788698	106788708	-	0.000	0.000	Merged-chr3-106788511-97
NR6253--MA0035.3.Gata1	chr3	89187848	89187858	-	0.000	0.000	Merged-chr3-89188181-94
NR527--MA1104.1.GATA6	chr1	125466893	125466905	+	0.000	0.000	Merged-chr1-125466833-56
NR2572--MA1104.1.GATA6	chr13	52922195	52922207	+	0.000	0.000	Merged-chr13-52922066-27
NR1743--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR6633--MA0035.3.Gata1	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR6799--MA0482.1.Gata4	chr4	43973613	43973623	+	0.000	0.000	Merged-chr4-43973629-28
NR6250--MA0140.2.GATA1::TAL1	chr3	87515997	87516014	+	0.000	0.000	Merged-chr3-87515850-49
NR2568--MA0482.1.Gata4	chr13	51738080	51738090	+	0.000	0.000	Merged-chr13-51738268-47
NR8987--MA0036.3.GATA2	chr7	126822098	126822108	-	0.000	0.000	Merged-chr7-126822065-16
NR4756--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR447--MA0035.3.Gata1	chr1	105803093	105803103	-	0.000	0.000	Merged-chr1-105803155-19
NR2856--MA1104.1.GATA6	chr13	106997639	106997651	+	0.000	0.000	Merged-chr13-106997590-6
NR5595--MA0140.2.GATA1::TAL1	chr2	127789087	127789104	+	0.000	0.000	Merged-chr2-127788936-49
NR7751--MA0037.3.GATA3	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR743--MA0140.2.GATA1::TAL1	chr1	171037127	171037144	-	0.000	0.000	Merged-chr1-171037046-24
NR2805--MA0482.1.Gata4	chr13	95524827	95524837	+	0.000	0.000	Merged-chr13-95524749-120
NR8302--MA0482.1.Gata4	chr6	122804674	122804684	+	0.000	0.000	Merged-chr6-122804652-39
NR6080--MA0482.1.Gata4	chr3	58622620	58622630	+	0.000	0.000	Merged-chr3-58622670-34
NR4399--MA0766.1.GATA5	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR8283--MA0482.1.Gata4	chr6	118167289	118167299	-	0.000	0.000	Merged-chr6-118167184-65
NR1542--MA0035.3.Gata1	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR6163--MA1104.1.GATA6	chr3	69041531	69041543	+	0.000	0.000	Merged-chr3-69041504-24
NR4483--MA1104.1.GATA6	chr17	64602271	64602283	+	0.000	0.000	Merged-chr17-64602197-17
NR3654--MA0766.1.GATA5	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR8571--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR5781--MA0036.3.GATA2	chr2	163229299	163229309	-	0.000	0.000	Merged-chr2-163229277-53
NR7981--MA0140.2.GATA1::TAL1	chr6	49128488	49128505	-	0.000	0.000	Merged-chr6-49128471-29
NR8357--MA0766.1.GATA5	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR8305--MA0035.3.Gata1	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR6083--MA0035.3.Gata1	chr3	58622619	58622629	+	0.000	0.000	Merged-chr3-58622670-34
NR9850--MA0482.1.Gata4	chrX	42343745	42343755	+	0.000	0.000	Merged-chrX-42343636-58
NR3470--MA0140.2.GATA1::TAL1	chr15	12225211	12225228	-	0.000	0.000	Merged-chr15-12225261-2
NR5552--MA0766.1.GATA5	chr2	119742117	119742124	+	0.000	0.000	Merged-chr2-119742331-93
NR2150--MA1104.1.GATA6	chr12	86795963	86795975	+	0.000	0.000	Merged-chr12-86795851-62
NR1521--MA0035.3.Gata1	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR2146--MA0482.1.Gata4	chr12	84773040	84773050	+	0.000	0.000	Merged-chr12-84773092-54
NR8323--MA0766.1.GATA5	chr6	125426395	125426402	+	0.000	0.000	Merged-chr6-125426605-47
NR6428--MA0036.3.GATA2	chr3	133623447	133623457	+	0.000	0.000	Merged-chr3-133623556-36
NR9805--MA0036.3.GATA2	chr9	123928902	123928912	+	0.000	0.000	Merged-chr9-123928756-104
NR7864--MA0766.1.GATA5	chr6	12785362	12785369	-	0.000	0.000	Merged-chr6-12785179-11
NR6761--MA0037.3.GATA3	chr4	32291747	32291754	+	0.000	0.000	Merged-chr4-32291576-26
NR8371--MA0482.1.Gata4	chr6	130078306	130078316	+	0.000	0.000	Merged-chr6-130078295-22
NR144--MA0482.1.Gata4	chr1	36272853	36272863	+	0.000	0.000	Merged-chr1-36272682-8
NR4073--MA0766.1.GATA5	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR7197--MA0482.1.Gata4	chr4	149147504	149147514	-	0.000	0.000	Merged-chr4-149147530-1
NR8775--MA0035.3.Gata1	chr7	72308182	72308192	+	0.000	0.000	Merged-chr7-72308227-31
NR9803--MA0037.3.GATA3	chr9	123928903	123928910	-	0.000	0.000	Merged-chr9-123928756-104
NR2910--MA0037.3.GATA3	chr13	113639071	113639078	-	0.000	0.000	Merged-chr13-113639155-24
NR4320--MA0140.2.GATA1::TAL1	chr17	17374300	17374317	+	0.000	0.000	Merged-chr17-17374353-72
NR6631--MA1104.1.GATA6	chr3	159509170	159509182	-	0.000	0.000	Merged-chr3-159509158-33
NR5077--MA0037.3.GATA3	chr19	42166224	42166231	+	0.000	0.000	Merged-chr19-42166251-13
NR2795--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR9165--MA0037.3.GATA3	chr8	36194320	36194327	-	0.000	0.000	Merged-chr8-36194183-57
NR2319--MA0036.3.GATA2	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR4727--MA0036.3.GATA2	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR793--MA0037.3.GATA3	chr1	180364121	180364128	-	0.000	0.000	Merged-chr1-180364196-41
NR3997--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR8339--MA0036.3.GATA2	chr6	127474042	127474052	-	0.000	0.000	Merged-chr6-127474146-19
NR3088--MA0482.1.Gata4	chr14	40927276	40927286	-	0.000	0.000	Merged-chr14-40927194-29
NR9842--MA0482.1.Gata4	chrX	23673359	23673369	+	0.000	0.000	Merged-chrX-23673581-22
NR3541--MA0035.3.Gata1	chr15	36364104	36364114	+	0.000	0.000	Merged-chr15-36364170-51
NR2024--MA0766.1.GATA5	chr12	52718555	52718562	-	0.000	0.000	Merged-chr12-52718436-2
NR2909--MA0035.3.Gata1	chr13	113639034	113639044	+	0.000	0.000	Merged-chr13-113639155-24
NR2343--MA0482.1.Gata4	chr12	118255859	118255869	-	0.000	0.000	Merged-chr12-118255780-45
NR6226--MA0482.1.Gata4	chr3	82333843	82333853	+	0.000	0.000	Merged-chr3-82333766-35
NR5056--MA0037.3.GATA3	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR3852--MA1104.1.GATA6	chr16	20930011	20930023	-	0.000	0.000	Merged-chr16-20930100-26
NR3825--MA0035.3.Gata1	chr16	10732545	10732555	+	0.000	0.000	Merged-chr16-10732689-38
NR5666--MA0766.1.GATA5	chr2	140051796	140051803	+	0.000	0.000	Merged-chr2-140051762-17
NR8328--MA0766.1.GATA5	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR2806--MA1104.1.GATA6	chr13	95524825	95524837	-	0.000	0.000	Merged-chr13-95524749-120
NR8303--MA1104.1.GATA6	chr6	122804672	122804684	-	0.000	0.000	Merged-chr6-122804652-39
NR8299--MA0036.3.GATA2	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR6234--MA0766.1.GATA5	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR8284--MA1104.1.GATA6	chr6	118167289	118167301	+	0.000	0.000	Merged-chr6-118167184-65
NR8191--MA0035.3.Gata1	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR9611--MA0766.1.GATA5	chr9	61707989	61707996	-	0.000	0.000	Merged-chr9-61708026-57
NR1111--MA0140.2.GATA1::TAL1	chr10	62590405	62590422	+	0.000	0.000	Merged-chr10-62590420-43
NR5080--MA0036.3.GATA2	chr19	42166222	42166232	-	0.000	0.000	Merged-chr19-42166251-13
NR2322--MA0482.1.Gata4	chr12	112743309	112743319	+	0.000	0.000	Merged-chr12-112743369-41
NR3900--MA0035.3.Gata1	chr16	29856392	29856402	+	0.000	0.000	Merged-chr16-29856280-19
NR8908--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR1744--MA0035.3.Gata1	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR7421--MA0766.1.GATA5	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR5731--MA0036.3.GATA2	chr2	148528051	148528061	-	0.000	0.000	Merged-chr2-148527989-4
NR4387--MA0035.3.Gata1	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR4363--MA0482.1.Gata4	chr17	31210486	31210496	+	0.000	0.000	Merged-chr17-31210494-9
NR1563--MA0140.2.GATA1::TAL1	chr11	21166882	21166899	-	0.000	0.000	Merged-chr11-21166963-42
NR1818--MA0036.3.GATA2	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR2268--MA0766.1.GATA5	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR9851--MA1104.1.GATA6	chrX	42343743	42343755	-	0.000	0.000	Merged-chrX-42343636-58
NR3642--MA0035.3.Gata1	chr15	56046943	56046953	+	0.000	0.000	Merged-chr15-56047041-38
NR1688--MA0037.3.GATA3	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR1937--MA0766.1.GATA5	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR4124--MA0482.1.Gata4	chr16	84713357	84713367	+	0.000	0.000	Merged-chr16-84713563-77
NR7705--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR2325--MA0035.3.Gata1	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR1513--MA0036.3.GATA2	chr11	4804254	4804264	+	0.000	0.000	Merged-chr11-4804243-58
NR9908--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR3184--MA0766.1.GATA5	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR3748--MA0037.3.GATA3	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR8372--MA1104.1.GATA6	chr6	130078304	130078316	-	0.000	0.000	Merged-chr6-130078295-22
NR4437--MA0766.1.GATA5	chr17	52348687	52348694	-	0.000	0.000	Merged-chr17-52348820-8
NR6579--MA0482.1.Gata4	chr3	152929753	152929763	+	0.000	0.000	Merged-chr3-152929727-94
NR8321--MA0482.1.Gata4	chr6	125426392	125426402	-	0.000	0.000	Merged-chr6-125426605-47
NR3655--MA0035.3.Gata1	chr15	60112101	60112111	+	0.000	0.000	Merged-chr15-60111990-62
NR70--MA0035.3.Gata1	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR3150--MA0766.1.GATA5	chr14	55724754	55724761	+	0.000	0.000	Merged-chr14-55724704-52
NR525--MA0037.3.GATA3	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR2570--MA0037.3.GATA3	chr13	52922198	52922205	+	0.000	0.000	Merged-chr13-52922066-27
NR1194--MA0035.3.Gata1	chr10	80610415	80610425	+	0.000	0.000	Merged-chr10-80610277-9
NR5210--MA0766.1.GATA5	chr2	22796699	22796706	+	0.000	0.000	Merged-chr2-22796662-28
NR5553--MA0035.3.Gata1	chr2	119742115	119742125	-	0.000	0.000	Merged-chr2-119742331-93
NR9912--MA0035.3.Gata1	chrX	137019422	137019432	-	0.000	0.000	Merged-chrX-137019593-29
NR7756--MA0035.3.Gata1	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR1754--MA0766.1.GATA5	chr11	106057070	106057077	-	0.000	0.000	Merged-chr11-106057103-42
NR3896--MA0482.1.Gata4	chr16	29856393	29856403	+	0.000	0.000	Merged-chr16-29856280-19
NR9843--MA1104.1.GATA6	chrX	23673357	23673369	-	0.000	0.000	Merged-chrX-23673581-22
NR7865--MA0035.3.Gata1	chr6	12785361	12785371	+	0.000	0.000	Merged-chr6-12785179-11
NR3092--MA0035.3.Gata1	chr14	40927277	40927287	-	0.000	0.000	Merged-chr14-40927194-29
NR7841--MA0482.1.Gata4	chr6	8365060	8365070	+	0.000	0.000	Merged-chr6-8365103-3
NR1749--MA0035.3.Gata1	chr11	104609419	104609429	-	0.000	0.000	Merged-chr11-104609685-47
NR1658--MA0766.1.GATA5	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR4039--MA0036.3.GATA2	chr16	64758766	64758776	-	0.000	0.000	Merged-chr16-64758494-145
NR2344--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR3770--MA1104.1.GATA6	chr15	103339524	103339536	-	0.000	0.000	Merged-chr15-103339534-3
NR1311--MA0482.1.Gata4	chr10	99393611	99393621	-	0.000	0.000	Merged-chr10-99393384-65
NR3198--MA0037.3.GATA3	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR8379--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR1691--MA0036.3.GATA2	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR7535--MA0766.1.GATA5	chr5	64519188	64519195	+	0.000	0.000	Merged-chr5-64519093-9
NR1614--MA0036.3.GATA2	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR4477--MA0482.1.Gata4	chr17	64208600	64208610	-	0.000	0.000	Merged-chr17-64208497-3
NR3751--MA0036.3.GATA2	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR8294--MA0482.1.Gata4	chr6	122557164	122557174	+	0.000	0.000	Merged-chr6-122557216-31
NR9800--MA0766.1.GATA5	chr9	123087722	123087729	+	0.000	0.000	Merged-chr9-123087769-13
NR9120--MA0482.1.Gata4	chr8	25654136	25654146	+	0.000	0.000	Merged-chr8-25654088-45
NR5641--MA0035.3.Gata1	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR6266--MA0482.1.Gata4	chr3	93607806	93607816	-	0.000	0.000	Merged-chr3-93607971-30
NR2653--MA0140.2.GATA1::TAL1	chr13	72650004	72650021	-	0.000	0.000	Merged-chr13-72650069-2
NR7844--MA0035.3.Gata1	chr6	8365059	8365069	+	0.000	0.000	Merged-chr6-8365103-3
NR8198--MA0482.1.Gata4	chr6	97311127	97311137	-	0.000	0.000	Merged-chr6-97311024-32
NR5597--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR3201--MA0140.2.GATA1::TAL1	chr14	73123953	73123970	-	0.000	0.000	Merged-chr14-73124034-46
NR4758--MA0140.2.GATA1::TAL1	chr18	46013357	46013374	-	0.000	0.000	Merged-chr18-46013388-48
NR8055--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR2323--MA1104.1.GATA6	chr12	112743307	112743319	-	0.000	0.000	Merged-chr12-112743369-41
NR3448--MA0037.3.GATA3	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR6543--MA0140.2.GATA1::TAL1	chr3	146328082	146328099	-	0.000	0.000	Merged-chr3-146328201-68
NR7233--MA0036.3.GATA2	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR3939--MA0036.3.GATA2	chr16	44692060	44692070	+	0.000	0.000	Merged-chr16-44691948-13
NR4364--MA1104.1.GATA6	chr17	31210484	31210496	-	0.000	0.000	Merged-chr17-31210494-9
NR9123--MA0035.3.Gata1	chr8	25654135	25654145	+	0.000	0.000	Merged-chr8-25654088-45
NR2503--MA0140.2.GATA1::TAL1	chr13	20094996	20095013	+	0.000	0.000	Merged-chr13-20095026-36
NR4331--MA0140.2.GATA1::TAL1	chr17	18558822	18558839	-	0.000	0.000	Merged-chr17-18558777-104
NR9760--MA0766.1.GATA5	chr9	107986402	107986409	-	0.000	0.000	Merged-chr9-107986494-4
NR1098--MA0140.2.GATA1::TAL1	chr10	57743774	57743791	+	0.000	0.000	Merged-chr10-57743822-47
NR8181--MA0037.3.GATA3	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR5667--MA0035.3.Gata1	chr2	140051794	140051804	-	0.000	0.000	Merged-chr2-140051762-17
NR8329--MA0035.3.Gata1	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR3047--MA0037.3.GATA3	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR2147--MA0035.3.Gata1	chr12	84773039	84773049	+	0.000	0.000	Merged-chr12-84773092-54
NR2793--MA0037.3.GATA3	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR1720--MA0140.2.GATA1::TAL1	chr11	96830003	96830020	-	0.000	0.000	Merged-chr11-96830081-68
NR7780--MA0482.1.Gata4	chr5	149255637	149255647	+	0.000	0.000	Merged-chr5-149255735-4
NR2697--MA1104.1.GATA6	chr13	81659053	81659065	+	0.000	0.000	Merged-chr13-81658891-4
NR9612--MA0035.3.Gata1	chr9	61707988	61707998	+	0.000	0.000	Merged-chr9-61708026-57
NR9778--MA0140.2.GATA1::TAL1	chr9	114730373	114730390	+	0.000	0.000	Merged-chr9-114730346-23
NR1725--MA0766.1.GATA5	chr11	97994753	97994760	+	0.000	0.000	Merged-chr11-97994878-44
NR136--MA0140.2.GATA1::TAL1	chr1	36065091	36065108	-	0.000	0.000	Merged-chr1-36065053-38
NR8991--MA0035.3.Gata1	chr7	127144581	127144591	+	0.000	0.000	Merged-chr7-127144596-50
NR9221--MA0482.1.Gata4	chr8	54436803	54436813	+	0.000	0.000	Merged-chr8-54436651-1
NR1747--MA1104.1.GATA6	chr11	104609418	104609430	+	0.000	0.000	Merged-chr11-104609685-47
NR9887--MA0482.1.Gata4	chrX	107088384	107088394	+	0.000	0.000	Merged-chrX-107088422-23
NR7422--MA0035.3.Gata1	chr5	36722517	36722527	-	0.000	0.000	Merged-chr5-36722614-37
NR6096--MA0482.1.Gata4	chr3	60408700	60408710	+	0.000	0.000	Merged-chr3-60408838-69
NR3857--MA0035.3.Gata1	chr16	23270683	23270693	-	0.000	0.000	Merged-chr16-23270651-14
NR3291--MA0482.1.Gata4	chr14	100283702	100283712	+	0.000	0.000	Merged-chr14-100283659-2
NR3169--MA0037.3.GATA3	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR2269--MA0035.3.Gata1	chr12	98247086	98247096	+	0.000	0.000	Merged-chr12-98247130-40
NR1728--MA0036.3.GATA2	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR3699--MA0140.2.GATA1::TAL1	chr15	80743668	80743685	-	0.000	0.000	Merged-chr15-80743505-96
NR6798--MA0037.3.GATA3	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR9438--MA0766.1.GATA5	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR4356--MA1104.1.GATA6	chr17	27323301	27323313	-	0.000	0.000	Merged-chr17-27323176-36
NR3190--MA0766.1.GATA5	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR1938--MA0035.3.Gata1	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR3451--MA0036.3.GATA2	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR3897--MA1104.1.GATA6	chr16	29856391	29856403	-	0.000	0.000	Merged-chr16-29856280-19
NR9014--MA0036.3.GATA2	chr7	135598688	135598698	-	0.000	0.000	Merged-chr7-135598633-32
NR3656--MA0140.2.GATA1::TAL1	chr15	60112103	60112120	+	0.000	0.000	Merged-chr15-60111990-62
NR9757--MA0482.1.Gata4	chr9	107986402	107986412	+	0.000	0.000	Merged-chr9-107986494-4
NR1895--MA0482.1.Gata4	chr12	28589598	28589608	+	0.000	0.000	Merged-chr12-28589573-34
NR3185--MA0035.3.Gata1	chr14	66218979	66218989	+	0.000	0.000	Merged-chr14-66218968-32
NR9818--MA0766.1.GATA5	chrX	7566383	7566390	-	0.000	0.000	Merged-chrX-7566514-6
NR7842--MA1104.1.GATA6	chr6	8365058	8365070	-	0.000	0.000	Merged-chr6-8365103-3
NR1675--MA0036.3.GATA2	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR1107--MA0037.3.GATA3	chr10	61559864	61559871	-	0.000	0.000	Merged-chr10-61559785-43
NR2804--MA0037.3.GATA3	chr13	95524827	95524834	-	0.000	0.000	Merged-chr13-95524749-120
NR6099--MA0035.3.Gata1	chr3	60408699	60408709	+	0.000	0.000	Merged-chr3-60408838-69
NR5763--MA0140.2.GATA1::TAL1	chr2	156730705	156730722	+	0.000	0.000	Merged-chr2-156730705-70
NR3863--MA1104.1.GATA6	chr16	24826501	24826513	-	0.000	0.000	Merged-chr16-24826564-20
NR9375--MA0036.3.GATA2	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR1312--MA1104.1.GATA6	chr10	99393611	99393623	+	0.000	0.000	Merged-chr10-99393384-65
NR1656--MA0482.1.Gata4	chr11	64037638	64037648	-	0.000	0.000	Merged-chr11-64037767-32
NR7424--MA0482.1.Gata4	chr5	37083247	37083257	+	0.000	0.000	Merged-chr5-37083387-28
NR1717--MA0766.1.GATA5	chr11	95835286	95835293	+	0.000	0.000	Merged-chr11-95835319-21
NR9802--MA0140.2.GATA1::TAL1	chr9	123767086	123767103	-	0.000	0.000	Merged-chr9-123767195-6
NR9290--MA0482.1.Gata4	chr8	83748643	83748653	-	0.000	0.000	Merged-chr8-83748656-80
NR3469--MA0035.3.Gata1	chr15	12225220	12225230	-	0.000	0.000	Merged-chr15-12225261-2
NR4478--MA1104.1.GATA6	chr17	64208600	64208612	+	0.000	0.000	Merged-chr17-64208497-3
NR5211--MA0035.3.Gata1	chr2	22796697	22796707	-	0.000	0.000	Merged-chr2-22796662-28
NR690--MA0035.3.Gata1	chr1	160044871	160044881	-	0.000	0.000	Merged-chr1-160044750-78
NR5786--MA0766.1.GATA5	chr2	165639608	165639615	+	0.000	0.000	Merged-chr2-165639505-4
NR9121--MA1104.1.GATA6	chr8	25654134	25654146	-	0.000	0.000	Merged-chr8-25654088-45
NR7804--MA0482.1.Gata4	chr5	150593213	150593223	+	0.000	0.000	Merged-chr5-150593583-231
NR4421--MA0140.2.GATA1::TAL1	chr17	46153300	46153317	-	0.000	0.000	Merged-chr17-46153376-67
NR655--MA0036.3.GATA2	chr1	151009414	151009424	+	0.000	0.000	Merged-chr1-151009545-50
