#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Prdm1/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1297--MA0508.2.PRDM1	chr3	37183385	37183394	+	0.000	0.000	Merged-chr3-37183520-10
NR121--MA0508.2.PRDM1	chr1	161735016	161735025	+	0.000	0.000	Merged-chr1-161734917-117
NR439--MA0508.2.PRDM1	chr12	4454509	4454518	-	0.000	0.000	Merged-chr12-4454481-33
NR896--MA0508.2.PRDM1	chr16	94414372	94414381	+	0.000	0.000	Merged-chr16-94414336-19
NR548--MA0508.2.PRDM1	chr13	4110816	4110825	-	0.000	0.000	Merged-chr13-4110676-26
NR819--MA0508.2.PRDM1	chr15	98969819	98969828	-	0.000	0.000	Merged-chr15-98969873-9
NR591--MA0508.2.PRDM1	chr13	55199709	55199718	-	0.000	0.000	Merged-chr13-55199787-10
NR386--MA0508.2.PRDM1	chr11	77372330	77372339	+	0.000	0.000	Merged-chr11-77372347-7
NR243--MA0508.2.PRDM1	chr10	61301262	61301271	+	0.000	0.000	Merged-chr10-61301236-13
NR352--MA0508.2.PRDM1	chr11	31808038	31808047	+	0.000	0.000	Merged-chr11-31808102-31
NR147--MA0508.2.PRDM1	chr1	177338777	177338786	+	0.000	0.000	Merged-chr1-177338915-41
NR69--MA0508.2.PRDM1	chr1	106561319	106561328	+	0.000	0.000	Merged-chr1-106561410-50
NR875--MA0508.2.PRDM1	chr16	58690535	58690544	+	0.000	0.000	Merged-chr16-58690415-61
NR1289--MA0508.2.PRDM1	chr3	21939946	21939955	+	0.000	0.000	Merged-chr3-21939939-4
NR1861--MA0508.2.PRDM1	chr7	42980381	42980390	-	0.000	0.000	Merged-chr7-42980472-32
NR113--MA0508.2.PRDM1	chr1	156206230	156206239	+	0.000	0.000	Merged-chr1-156206326-26
NR779--MA0508.2.PRDM1	chr15	50751408	50751417	-	0.000	0.000	Merged-chr15-50751217-20
NR365--MA0508.2.PRDM1	chr11	54226974	54226983	+	0.000	0.000	Merged-chr11-54226871-4
NR636--MA0508.2.PRDM1	chr13	106691942	106691951	-	0.000	0.000	Merged-chr13-106691961-50
NR2062--MA0508.2.PRDM1	chr9	25430014	25430023	-	0.000	0.000	Merged-chr9-25429934-32
NR474--MA0508.2.PRDM1	chr12	78356551	78356560	+	0.000	0.000	Merged-chr12-78356695-8
NR583--MA0508.2.PRDM1	chr13	43436074	43436083	+	0.000	0.000	Merged-chr13-43436258-16
NR378--MA0508.2.PRDM1	chr11	71230842	71230851	-	0.000	0.000	Merged-chr11-71230864-28
NR649--MA0508.2.PRDM1	chr13	111656019	111656028	+	0.000	0.000	Merged-chr13-111655949-74
NR506--MA0508.2.PRDM1	chr12	110454300	110454309	+	0.000	0.000	Merged-chr12-110454424-31
NR758--MA0508.2.PRDM1	chr15	8157279	8157288	-	0.000	0.000	Merged-chr15-8157171-7
NR1029--MA0508.2.PRDM1	chr18	74880281	74880290	-	0.000	0.000	Merged-chr18-74880525-86
NR201--MA0508.2.PRDM1	chr10	12851013	12851022	+	0.000	0.000	Merged-chr10-12851139-23
NR867--MA0508.2.PRDM1	chr16	50298942	50298951	+	0.000	0.000	Merged-chr16-50299012-15
NR248--MA0508.2.PRDM1	chr10	67620233	67620242	+	0.000	0.000	Merged-chr10-67620150-41
NR519--MA0508.2.PRDM1	chr12	115262600	115262609	-	0.000	0.000	Merged-chr12-115262701-27
NR1710--MA0508.2.PRDM1	chr6	61271291	61271300	+	0.000	0.000	Merged-chr6-61271177-5
NR1691--MA0508.2.PRDM1	chr6	33051826	33051835	-	0.000	0.000	Merged-chr6-33051908-11
NR466--MA0508.2.PRDM1	chr12	69537945	69537954	-	0.000	0.000	Merged-chr12-69537994-76
NR227--MA0508.2.PRDM1	chr10	43532672	43532681	+	0.000	0.000	Merged-chr10-43532719-12
NR1941--MA0508.2.PRDM1	chr7	122256892	122256901	+	0.000	0.000	Merged-chr7-122257038-26
NR588--MA0508.2.PRDM1	chr13	52071168	52071177	-	0.000	0.000	Merged-chr13-52071199-1
NR859--MA0508.2.PRDM1	chr16	36602819	36602828	+	0.000	0.000	Merged-chr16-36602811-38
NR2033--MA0508.2.PRDM1	chr8	120078268	120078277	+	0.000	0.000	Merged-chr8-120078339-32
NR716--MA0508.2.PRDM1	chr14	64884950	64884959	+	0.000	0.000	Merged-chr14-64885056-34
NR968--MA0508.2.PRDM1	chr17	86187950	86187959	-	0.000	0.000	Merged-chr17-86187981-35
NR1431--MA0508.2.PRDM1	chr4	14882162	14882171	+	0.000	0.000	Merged-chr4-14882054-55
NR2208--MA0508.2.PRDM1	chrX	163869098	163869107	+	0.000	0.000	Merged-chrX-163869062-41
NR349--MA0508.2.PRDM1	chr11	26586728	26586737	+	0.000	0.000	Merged-chr11-26586855-34
NR2189--MA0508.2.PRDM1	chrX	98259641	98259650	-	0.000	0.000	Merged-chrX-98259743-49
NR206--MA0508.2.PRDM1	chr10	19122342	19122351	-	0.000	0.000	Merged-chr10-19122454-26
NR2046--MA0508.2.PRDM1	chr8	128484961	128484970	-	0.000	0.000	Merged-chr8-128484849-18
NR187--MA0508.2.PRDM1	chr1	192753274	192753283	-	0.000	0.000	Merged-chr1-192753229-57
NR1920--MA0508.2.PRDM1	chr7	104400874	104400883	-	0.000	0.000	Merged-chr7-104400949-29
NR296--MA0508.2.PRDM1	chr10	110774082	110774091	-	0.000	0.000	Merged-chr10-110774024-14
NR2059--MA0508.2.PRDM1	chr9	15060194	15060203	-	0.000	0.000	Merged-chr9-15060271-40
NR1410--MA0508.2.PRDM1	chr3	152127485	152127494	-	0.000	0.000	Merged-chr3-152127515-20
NR1662--MA0508.2.PRDM1	chr5	140799013	140799022	+	0.000	0.000	Merged-chr5-140799017-20
NR2025--MA0508.2.PRDM1	chr8	109853549	109853558	-	0.000	0.000	Merged-chr8-109853670-31
NR708--MA0508.2.PRDM1	chr14	54705751	54705760	-	0.000	0.000	Merged-chr14-54705800-11
NR1771--MA0508.2.PRDM1	chr6	125484187	125484196	-	0.000	0.000	Merged-chr6-125484183-4
NR1946--MA0508.2.PRDM1	chr7	125511557	125511566	-	0.000	0.000	Merged-chr7-125511628-40
NR798--MA0508.2.PRDM1	chr15	76251937	76251946	-	0.000	0.000	Merged-chr15-76251941-7
NR2038--MA0508.2.PRDM1	chr8	122702392	122702401	+	0.000	0.000	Merged-chr8-122702580-1
NR2081--MA0508.2.PRDM1	chr9	52298506	52298515	-	0.000	0.000	Merged-chr9-52298460-10
NR559--MA0508.2.PRDM1	chr13	19300683	19300692	-	0.000	0.000	Merged-chr13-19300654-34
NR145--MA0508.2.PRDM1	chr1	176939833	176939842	-	0.000	0.000	Merged-chr1-176939939-16
NR416--MA0508.2.PRDM1	chr11	100921394	100921403	+	0.000	0.000	Merged-chr11-100921492-18
NR1750--MA0508.2.PRDM1	chr6	107749026	107749035	-	0.000	0.000	Merged-chr6-107749008-33
NR1131--MA0508.2.PRDM1	chr2	16568488	16568497	-	0.000	0.000	Merged-chr2-16568402-24
NR2113--MA0508.2.PRDM1	chr9	77806872	77806881	+	0.000	0.000	Merged-chr9-77806830-39
NR1925--MA0508.2.PRDM1	chr7	107664528	107664537	+	0.000	0.000	Merged-chr7-107664561-57
NR20--MA0508.2.PRDM1	chr1	43139918	43139927	+	0.000	0.000	Merged-chr1-43139813-33
NR1511--MA0508.2.PRDM1	chr4	136031644	136031653	+	0.000	0.000	Merged-chr4-136031447-41
NR2017--MA0508.2.PRDM1	chr8	94443451	94443460	+	0.000	0.000	Merged-chr8-94443334-5
NR1763--MA0508.2.PRDM1	chr6	120486842	120486851	-	0.000	0.000	Merged-chr6-120486966-2
NR1524--MA0508.2.PRDM1	chr4	141958351	141958360	-	0.000	0.000	Merged-chr4-141958409-29
NR1776--MA0508.2.PRDM1	chr6	127265147	127265156	-	0.000	0.000	Merged-chr6-127265230-18
NR1362--MA0508.2.PRDM1	chr3	115815997	115816006	+	0.000	0.000	Merged-chr3-115815828-66
NR2139--MA0508.2.PRDM1	chr9	109000832	109000841	+	0.000	0.000	Merged-chr9-109000906-26
NR1885--MA0508.2.PRDM1	chr7	74684134	74684143	-	0.000	0.000	Merged-chr7-74684112-21
NR1742--MA0508.2.PRDM1	chr6	97235470	97235479	+	0.000	0.000	Merged-chr6-97235343-20
NR1994--MA0508.2.PRDM1	chr8	68735089	68735098	+	0.000	0.000	Merged-chr8-68735158-122
NR2105--MA0508.2.PRDM1	chr9	69940916	69940925	+	0.000	0.000	Merged-chr9-69941031-50
NR1851--MA0508.2.PRDM1	chr7	28423100	28423109	-	0.000	0.000	Merged-chr7-28423189-12
NR1898--MA0508.2.PRDM1	chr7	84447254	84447263	+	0.000	0.000	Merged-chr7-84447267-19
NR2214--MA0508.2.PRDM1	chrX	167319178	167319187	-	0.000	0.000	Merged-chrX-167319032-24
NR2009--MA0508.2.PRDM1	chr8	85036095	85036104	-	0.000	0.000	Merged-chr8-85036008-3
NR1484--MA0508.2.PRDM1	chr4	106281509	106281518	+	0.000	0.000	Merged-chr4-106281606-32
NR1341--MA0508.2.PRDM1	chr3	96764769	96764778	+	0.000	0.000	Merged-chr3-96764776-19
NR2118--MA0508.2.PRDM1	chr9	80819276	80819285	-	0.000	0.000	Merged-chr9-80819214-23
NR1593--MA0508.2.PRDM1	chr5	74261248	74261257	+	0.000	0.000	Merged-chr5-74261391-1
NR2099--MA0508.2.PRDM1	chr9	64831979	64831988	-	0.000	0.000	Merged-chr9-64831906-29
NR940--MA0508.2.PRDM1	chr17	45703389	45703398	-	0.000	0.000	Merged-chr17-45703436-19
NR2065--MA0508.2.PRDM1	chr9	33007857	33007866	-	0.000	0.000	Merged-chr9-33007866-23
NR1211--MA0508.2.PRDM1	chr2	117358210	117358219	+	0.000	0.000	Merged-chr2-117358189-8
NR129--MA0508.2.PRDM1	chr1	165322578	165322587	+	0.000	0.000	Merged-chr1-165322509-22
NR1320--MA0508.2.PRDM1	chr3	78890037	78890046	-	0.000	0.000	Merged-chr3-78890015-28
NR238--MA0508.2.PRDM1	chr10	57463527	57463536	+	0.000	0.000	Merged-chr10-57463564-15
NR1909--MA0508.2.PRDM1	chr7	96818644	96818653	-	0.000	0.000	Merged-chr7-96818578-56
NR2078--MA0508.2.PRDM1	chr9	44954678	44954687	-	0.000	0.000	Merged-chr9-44954642-27
NR810--MA0508.2.PRDM1	chr15	91651690	91651699	-	0.000	0.000	Merged-chr15-91651721-23
NR2206--MA0508.2.PRDM1	chrX	159447268	159447277	+	0.000	0.000	Merged-chrX-159447377-17
NR1747--MA0508.2.PRDM1	chr6	99521625	99521634	-	0.000	0.000	Merged-chr6-99521786-49
NR1790--MA0508.2.PRDM1	chr6	134343097	134343106	+	0.000	0.000	Merged-chr6-134343073-39
NR1856--MA0508.2.PRDM1	chr7	35742521	35742530	+	0.000	0.000	Merged-chr7-35742502-39
NR108--MA0508.2.PRDM1	chr1	152010419	152010428	-	0.000	0.000	Merged-chr1-152010502-52
NR1171--MA0508.2.PRDM1	chr2	68979066	68979075	-	0.000	0.000	Merged-chr2-68978956-54
NR60--MA0508.2.PRDM1	chr1	93401870	93401879	+	0.000	0.000	Merged-chr1-93401739-47
NR1822--MA0508.2.PRDM1	chr6	145284572	145284581	-	0.000	0.000	Merged-chr6-145284477-26
NR2057--MA0508.2.PRDM1	chr9	14248385	14248394	+	0.000	0.000	Merged-chr9-14248366-20
NR1598--MA0508.2.PRDM1	chr5	89197103	89197112	-	0.000	0.000	Merged-chr5-89197180-6
NR1041--MA0508.2.PRDM1	chr18	83934415	83934424	-	0.000	0.000	Merged-chr18-83934444-16
NR1293--MA0508.2.PRDM1	chr3	30952379	30952388	-	0.000	0.000	Merged-chr3-30952502-53
NR1150--MA0508.2.PRDM1	chr2	34790478	34790487	-	0.000	0.000	Merged-chr2-34790571-52
NR1944--MA0508.2.PRDM1	chr7	125496355	125496364	-	0.000	0.000	Merged-chr7-125496348-14
NR640--MA0508.2.PRDM1	chr13	108426961	108426970	+	0.000	0.000	Merged-chr13-108426890-1
NR911--MA0508.2.PRDM1	chr17	15816635	15816644	+	0.000	0.000	Merged-chr17-15816733-57
NR1325--MA0508.2.PRDM1	chr3	86206658	86206667	-	0.000	0.000	Merged-chr3-86206725-10
NR892--MA0508.2.PRDM1	chr16	92621053	92621062	-	0.000	0.000	Merged-chr16-92621073-48
NR1020--MA0508.2.PRDM1	chr18	65481389	65481398	+	0.000	0.000	Merged-chr18-65481395-37
NR2049--MA0508.2.PRDM1	chr8	128654845	128654854	+	0.000	0.000	Merged-chr8-128654839-29
NR1400--MA0508.2.PRDM1	chr3	144605149	144605158	+	0.000	0.000	Merged-chr3-144605279-4
NR1176--MA0508.2.PRDM1	chr2	76030120	76030129	-	0.000	0.000	Merged-chr2-76030062-28
NR1304--MA0508.2.PRDM1	chr3	51234499	51234508	+	0.000	0.000	Merged-chr3-51234583-28
NR65--MA0508.2.PRDM1	chr1	98589784	98589793	-	0.000	0.000	Merged-chr1-98589738-39
NR1936--MA0508.2.PRDM1	chr7	118277571	118277580	+	0.000	0.000	Merged-chr7-118277428-74
NR903--MA0508.2.PRDM1	chr17	6279491	6279500	-	0.000	0.000	Merged-chr17-6279454-6
NR1251--MA0508.2.PRDM1	chr2	152790942	152790951	+	0.000	0.000	Merged-chr2-152791058-14
NR1522--MA0508.2.PRDM1	chr4	139616926	139616935	+	0.000	0.000	Merged-chr4-139616773-45
NR1317--MA0508.2.PRDM1	chr3	69193173	69193182	-	0.000	0.000	Merged-chr3-69193201-1
NR1298--MA0508.2.PRDM1	chr3	37231345	37231354	+	0.000	0.000	Merged-chr3-37231395-8
NR850--MA0508.2.PRDM1	chr16	32163406	32163415	-	0.000	0.000	Merged-chr16-32163572-36
NR1168--MA0508.2.PRDM1	chr2	65668903	65668912	+	0.000	0.000	Merged-chr2-65668697-46
NR1439--MA0508.2.PRDM1	chr4	32101244	32101253	-	0.000	0.000	Merged-chr4-32101059-1
NR10--MA0508.2.PRDM1	chr1	21781109	21781118	+	0.000	0.000	Merged-chr1-21781098-42
NR340--MA0508.2.PRDM1	chr11	20133135	20133144	-	0.000	0.000	Merged-chr11-20133191-35
NR863--MA0508.2.PRDM1	chr16	44999804	44999813	+	0.000	0.000	Merged-chr16-44999747-49
NR1134--MA0508.2.PRDM1	chr2	18765828	18765837	-	0.000	0.000	Merged-chr2-18765910-35
NR1386--MA0508.2.PRDM1	chr3	137194066	137194075	+	0.000	0.000	Merged-chr3-137194185-7
NR1495--MA0508.2.PRDM1	chr4	124646749	124646758	-	0.000	0.000	Merged-chr4-124646724-23
NR1766--MA0508.2.PRDM1	chr6	121226253	121226262	-	0.000	0.000	Merged-chr6-121226378-36
NR1081--MA0508.2.PRDM1	chr19	31321967	31321976	-	0.000	0.000	Merged-chr19-31321995-11
NR842--MA0508.2.PRDM1	chr16	24840133	24840142	-	0.000	0.000	Merged-chr16-24840158-23
NR1113--MA0508.2.PRDM1	chr19	57064343	57064352	+	0.000	0.000	Merged-chr19-57064408-9
NR1094--MA0508.2.PRDM1	chr19	36559490	36559499	-	0.000	0.000	Merged-chr19-36559499-3
NR49--MA0508.2.PRDM1	chr1	83123396	83123405	+	0.000	0.000	Merged-chr1-83123336-3
NR1474--MA0508.2.PRDM1	chr4	92942503	92942512	-	0.000	0.000	Merged-chr4-92942379-25
NR1269--MA0508.2.PRDM1	chr2	168230535	168230544	+	0.000	0.000	Merged-chr2-168230468-122
