#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR47945--MA0599.1.KLF5	chr5	71657751	71657760	-	0.000	0.000	Merged-chr5-71657956-24
NR39096--MA0599.1.KLF5	chr3	61364470	61364479	+	0.000	0.000	Merged-chr3-61364290-182
NR22658--MA0741.1.KLF16	chr15	85710495	85710505	-	0.000	0.000	Merged-chr15-85710376-29
NR56778--MA0599.1.KLF5	chr7	52006097	52006106	+	0.000	0.000	Merged-chr7-52006054-77
NR14597--MA0742.1.Klf12	chr12	99883546	99883560	-	0.000	0.000	Merged-chr12-99883517-13
NR53504--MA0599.1.KLF5	chr6	112948655	112948664	+	0.000	0.000	Merged-chr6-112948653-15
NR22112--MA0657.1.KLF13	chr15	76368850	76368867	+	0.000	0.000	Merged-chr15-76369030-46
NR16661--MA0599.1.KLF5	chr13	56522357	56522366	-	0.000	0.000	Merged-chr13-56522495-59
NR43496--MA0599.1.KLF5	chr4	74231608	74231617	+	0.000	0.000	Merged-chr4-74231471-71
NR51234--MA0741.1.KLF16	chr5	149368226	149368236	-	0.000	0.000	Merged-chr5-149368318-30
NR54164--MA0599.1.KLF5	chr6	128852991	128853000	+	0.000	0.000	Merged-chr6-128852954-26
NR26561--MA0493.1.Klf1	chr17	26932989	26932999	-	0.000	0.000	Merged-chr17-26933153-57
NR38601--MA0740.1.KLF14	chr3	22115517	22115530	+	0.000	0.000	Merged-chr3-22115498-23
NR10468--MA0740.1.KLF14	chr11	70000541	70000554	-	0.000	0.000	Merged-chr11-70000592-44
NR15828--MA0741.1.KLF16	chr13	24638618	24638628	+	0.000	0.000	Merged-chr13-24638719-55
NR23771--MA0599.1.KLF5	chr16	16213263	16213272	-	0.000	0.000	Merged-chr16-16213421-42
NR62318--MA1107.1.KLF9	chr8	110929494	110929506	-	0.000	0.000	Merged-chr8-110929357-31
NR36009--MA1107.1.KLF9	chr2	122765300	122765312	-	0.000	0.000	Merged-chr2-122765389-48
NR31249--MA1107.1.KLF9	chr19	5731829	5731841	-	0.000	0.000	Merged-chr19-5731735-17
NR32180--MA0741.1.KLF16	chr19	43571203	43571213	+	0.000	0.000	Merged-chr19-43571259-40
NR47666--MA0741.1.KLF16	chr5	57714981	57714991	-	0.000	0.000	Merged-chr5-57715009-24
NR11326--MA0741.1.KLF16	chr11	88595870	88595880	+	0.000	0.000	Merged-chr11-88595910-28
NR24763--MA0740.1.KLF14	chr16	62758445	62758458	-	0.000	0.000	Merged-chr16-62758511-24
NR31710--MA1107.1.KLF9	chr19	24166912	24166924	+	0.000	0.000	Merged-chr19-24166764-51
NR33877--MA0493.1.Klf1	chr2	33131229	33131239	+	0.000	0.000	Merged-chr2-33131105-122
NR55428--MA0493.1.Klf1	chr7	16295781	16295791	+	0.000	0.000	Merged-chr7-16295835-16
NR32585--MA1107.1.KLF9	chr19	55263424	55263436	-	0.000	0.000	Merged-chr19-55263325-12
NR302--MA1107.1.KLF9	chr1	34831617	34831629	-	0.000	0.000	Merged-chr1-34831505-37
NR40773--MA0741.1.KLF16	chr3	122984572	122984582	+	0.000	0.000	Merged-chr3-122984427-120
NR45115--MA0741.1.KLF16	chr4	132638936	132638946	-	0.000	0.000	Merged-chr4-132639093-52
NR35295--MA1107.1.KLF9	chr2	93334527	93334539	+	0.000	0.000	Merged-chr2-93334286-65
NR58379--MA0741.1.KLF16	chr7	115217060	115217070	-	0.000	0.000	Merged-chr7-115217038-43
NR63915--MA0741.1.KLF16	chr9	42838369	42838379	+	0.000	0.000	Merged-chr9-42838475-39
NR29039--MA0599.1.KLF5	chr18	4921587	4921596	-	0.000	0.000	Merged-chr18-4921642-111
NR60404--MA0742.1.Klf12	chr8	31176266	31176280	+	0.000	0.000	Merged-chr8-31176190-29
NR4486--MA1107.1.KLF9	chr1	191397224	191397236	-	0.000	0.000	Merged-chr1-191397050-148
NR61964--MA0741.1.KLF16	chr8	95833245	95833255	+	0.000	0.000	Merged-chr8-95833320-2
NR66306--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR38548--MA0599.1.KLF5	chr3	20057713	20057722	-	0.000	0.000	Merged-chr3-20057760-55
NR6527--MA1107.1.KLF9	chr10	80158554	80158566	-	0.000	0.000	Merged-chr10-80158624-23
NR43798--MA0740.1.KLF14	chr4	98436892	98436905	-	0.000	0.000	Merged-chr4-98436733-103
NR16782--MA0599.1.KLF5	chr13	61999046	61999055	+	0.000	0.000	Merged-chr13-61998846-64
NR45647--MA0742.1.Klf12	chr4	138262442	138262456	+	0.000	0.000	Merged-chr4-138262353-56
NR24740--MA0599.1.KLF5	chr16	58728188	58728197	-	0.000	0.000	Merged-chr16-58728165-77
NR28678--MA0741.1.KLF16	chr17	84860066	84860076	+	0.000	0.000	Merged-chr17-84860120-51
NR65033--MA0493.1.Klf1	chr9	77456724	77456734	+	0.000	0.000	Merged-chr9-77456588-28
NR40968--MA0039.3.KLF4	chr3	129588984	129588994	-	0.000	0.000	Merged-chr3-129588899-30
NR13377--MA1107.1.KLF9	chr12	31567823	31567835	+	0.000	0.000	Merged-chr12-31567847-31
NR62372--MA0740.1.KLF14	chr8	111876714	111876727	+	0.000	0.000	Merged-chr8-111876543-71
NR31245--MA0740.1.KLF14	chr19	5731828	5731841	-	0.000	0.000	Merged-chr19-5731735-17
NR67732--MA0741.1.KLF16	chrX	103616949	103616959	-	0.000	0.000	Merged-chrX-103616839-86
NR67209--MA0599.1.KLF5	chrX	36598159	36598168	+	0.000	0.000	Merged-chrX-36598230-66
NR13258--MA0741.1.KLF16	chr12	21316350	21316360	+	0.000	0.000	Merged-chr12-21316448-48
NR2164--MA0741.1.KLF16	chr1	131181830	131181840	-	0.000	0.000	Merged-chr1-131181943-34
NR39191--MA0742.1.Klf12	chr3	67582708	67582722	-	0.000	0.000	Merged-chr3-67582881-78
NR19897--MA0741.1.KLF16	chr14	70336463	70336473	-	0.000	0.000	Merged-chr14-70336398-19
NR27282--MA0741.1.KLF16	chr17	37028972	37028982	+	0.000	0.000	Merged-chr17-37028850-28
NR63501--MA0741.1.KLF16	chr9	21411745	21411755	-	0.000	0.000	Merged-chr9-21411941-54
NR50903--MA0741.1.KLF16	chr5	142551116	142551126	-	0.000	0.000	Merged-chr5-142551043-31
NR51547--MA1107.1.KLF9	chr6	17307664	17307676	-	0.000	0.000	Merged-chr6-17307561-30
NR40425--MA0741.1.KLF16	chr3	108653854	108653864	+	0.000	0.000	Merged-chr3-108653855-66
NR52624--MA0493.1.Klf1	chr6	72538900	72538910	-	0.000	0.000	Merged-chr6-72538823-50
NR43035--MA0599.1.KLF5	chr4	47474340	47474349	+	0.000	0.000	Merged-chr4-47474458-79
NR33783--MA0493.1.Klf1	chr2	32381953	32381963	+	0.000	0.000	Merged-chr2-32381893-56
NR63766--MA1107.1.KLF9	chr9	35176012	35176024	+	0.000	0.000	Merged-chr9-35175859-80
NR45504--MA0742.1.Klf12	chr4	136021880	136021894	+	0.000	0.000	Merged-chr4-136021705-51
NR23310--MA0599.1.KLF5	chr15	100747334	100747343	+	0.000	0.000	Merged-chr15-100747446-44
NR15666--MA0741.1.KLF16	chr13	12565858	12565868	-	0.000	0.000	Merged-chr13-12565989-76
NR39399--MA0039.3.KLF4	chr3	84259807	84259817	+	0.000	0.000	Merged-chr3-84259792-61
NR15937--MA0741.1.KLF16	chr13	34046643	34046653	+	0.000	0.000	Merged-chr13-34046570-24
NR24185--MA0599.1.KLF5	chr16	31493389	31493398	-	0.000	0.000	Merged-chr16-31493527-20
NR10009--MA0741.1.KLF16	chr11	59662470	59662480	+	0.000	0.000	Merged-chr11-59662530-59
NR43702--MA0599.1.KLF5	chr4	88641324	88641333	-	0.000	0.000	Merged-chr4-88641244-84
NR3723--MA1107.1.KLF9	chr1	175692816	175692828	+	0.000	0.000	Merged-chr1-175692845-123
NR43207--MA0657.1.KLF13	chr4	57956425	57956442	+	0.000	0.000	Merged-chr4-57956340-134
NR41104--MA0740.1.KLF14	chr3	132684247	132684260	-	0.000	0.000	Merged-chr3-132684136-80
NR10449--MA0599.1.KLF5	chr11	69919802	69919811	+	0.000	0.000	Merged-chr11-69919909-46
NR13683--MA0740.1.KLF14	chr12	55357491	55357504	-	0.000	0.000	Merged-chr12-55357452-12
NR62895--MA0740.1.KLF14	chr8	123236306	123236319	-	0.000	0.000	Merged-chr8-123236103-61
NR13440--MA0657.1.KLF13	chr12	33220652	33220669	+	0.000	0.000	Merged-chr12-33220672-27
NR59586--MA0493.1.Klf1	chr7	141123027	141123037	+	0.000	0.000	Merged-chr7-141123234-59
NR2885--MA0599.1.KLF5	chr1	155812907	155812916	+	0.000	0.000	Merged-chr1-155812844-63
NR27777--MA0599.1.KLF5	chr17	56036679	56036688	+	0.000	0.000	Merged-chr17-56036647-50
NR67679--MA0599.1.KLF5	chrX	99042586	99042595	-	0.000	0.000	Merged-chrX-99042663-22
NR42291--MA0741.1.KLF16	chr4	4793225	4793235	+	0.000	0.000	Merged-chr4-4792948-124
NR2021--MA0741.1.KLF16	chr1	125466834	125466844	-	0.000	0.000	Merged-chr1-125466833-56
NR35049--MA1107.1.KLF9	chr2	84430085	84430097	-	0.000	0.000	Merged-chr2-84429976-14
NR5595--MA0599.1.KLF5	chr10	56106823	56106832	-	0.000	0.000	Merged-chr10-56106955-57
NR52310--MA1107.1.KLF9	chr6	54849709	54849721	-	0.000	0.000	Merged-chr6-54849565-61
NR43584--MA0039.3.KLF4	chr4	84040032	84040042	-	0.000	0.000	Merged-chr4-84040175-1
NR64539--MA0742.1.Klf12	chr9	64737742	64737756	+	0.000	0.000	Merged-chr9-64737677-73
NR16606--MA0039.3.KLF4	chr13	55444591	55444601	-	0.000	0.000	Merged-chr13-55444770-148
NR8027--MA0493.1.Klf1	chr10	118002220	118002230	+	0.000	0.000	Merged-chr10-118002133-33
NR2282--MA0742.1.Klf12	chr1	134344749	134344763	+	0.000	0.000	Merged-chr1-134344743-32
NR27419--MA0599.1.KLF5	chr17	44777204	44777213	+	0.000	0.000	Merged-chr17-44777259-107
NR769--MA0599.1.KLF5	chr1	58973436	58973445	+	0.000	0.000	Merged-chr1-58973623-66
NR10901--MA0599.1.KLF5	chr11	78984935	78984944	-	0.000	0.000	Merged-chr11-78984832-47
NR53275--MA0741.1.KLF16	chr6	99666814	99666824	+	0.000	0.000	Merged-chr6-99666817-4
NR49896--MA0493.1.Klf1	chr5	124213823	124213833	+	0.000	0.000	Merged-chr5-124213874-13
NR14002--MA0493.1.Klf1	chr12	75818297	75818307	-	0.000	0.000	Merged-chr12-75818494-81
NR228--MA0741.1.KLF16	chr1	23959040	23959050	-	0.000	0.000	Merged-chr1-23959266-33
NR32559--MA0493.1.Klf1	chr19	54115006	54115016	-	0.000	0.000	Merged-chr19-54115142-50
NR8423--MA0740.1.KLF14	chr10	123196992	123197005	+	0.000	0.000	Merged-chr10-123196771-143
NR25525--MA0741.1.KLF16	chr16	95990999	95991009	-	0.000	0.000	Merged-chr16-95990846-67
NR17323--MA0657.1.KLF13	chr13	91267410	91267427	+	0.000	0.000	Merged-chr13-91267603-15
NR38789--MA0741.1.KLF16	chr3	37419838	37419848	+	0.000	0.000	Merged-chr3-37419954-169
NR39762--MA1107.1.KLF9	chr3	93555305	93555317	-	0.000	0.000	Merged-chr3-93555296-85
NR60623--MA0599.1.KLF5	chr8	46739720	46739729	-	0.000	0.000	Merged-chr8-46739803-90
NR13572--MA0741.1.KLF16	chr12	51864975	51864985	-	0.000	0.000	Merged-chr12-51865183-23
NR54706--MA0599.1.KLF5	chr6	142756669	142756678	-	0.000	0.000	Merged-chr6-142756653-1
NR36238--MA0741.1.KLF16	chr2	130642931	130642941	-	0.000	0.000	Merged-chr2-130642738-65
NR38655--MA0742.1.Klf12	chr3	28705851	28705865	+	0.000	0.000	Merged-chr3-28705787-10
NR13909--MA0741.1.KLF16	chr12	71897541	71897551	-	0.000	0.000	Merged-chr12-71897525-19
NR53--MA0493.1.Klf1	chr1	12991839	12991849	+	0.000	0.000	Merged-chr1-12992026-57
NR16202--MA0740.1.KLF14	chr13	43261603	43261616	+	0.000	0.000	Merged-chr13-43261701-66
NR58076--MA0599.1.KLF5	chr7	107708923	107708932	-	0.000	0.000	Merged-chr7-107708862-18
NR56772--MA0039.3.KLF4	chr7	51913798	51913808	+	0.000	0.000	Merged-chr7-51913756-51
NR6206--MA0599.1.KLF5	chr10	75644036	75644045	+	0.000	0.000	Merged-chr10-75643885-43
NR55380--MA0740.1.KLF14	chr7	13034668	13034681	+	0.000	0.000	Merged-chr7-13034581-62
NR32931--MA0599.1.KLF5	chr2	3419147	3419156	+	0.000	0.000	Merged-chr2-3419022-52
NR39095--MA0742.1.Klf12	chr3	61364469	61364483	+	0.000	0.000	Merged-chr3-61364290-182
NR53992--MA0599.1.KLF5	chr6	125349698	125349707	+	0.000	0.000	Merged-chr6-125349786-48
NR67585--MA0599.1.KLF5	chrX	77433503	77433512	+	0.000	0.000	Merged-chrX-77433540-47
NR30261--MA0741.1.KLF16	chr18	67768651	67768661	-	0.000	0.000	Merged-chr18-67768535-29
NR38351--MA0599.1.KLF5	chr2	180710215	180710224	+	0.000	0.000	Merged-chr2-180710222-83
NR53798--MA0741.1.KLF16	chr6	119749280	119749290	+	0.000	0.000	Merged-chr6-119749325-22
NR53100--MA0740.1.KLF14	chr6	91698957	91698970	+	0.000	0.000	Merged-chr6-91699017-27
NR17726--MA0741.1.KLF16	chr13	101569400	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR51452--MA0741.1.KLF16	chr6	8509796	8509806	+	0.000	0.000	Merged-chr6-8509880-127
NR53634--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR57074--MA0039.3.KLF4	chr7	74296316	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR57084--MA0493.1.Klf1	chr7	75397645	75397655	+	0.000	0.000	Merged-chr7-75397713-20
NR13938--MA0599.1.KLF5	chr12	72821384	72821393	+	0.000	0.000	Merged-chr12-72821269-44
NR56157--MA0740.1.KLF14	chr7	30453969	30453982	+	0.000	0.000	Merged-chr7-30453953-45
NR29705--MA1107.1.KLF9	chr18	50128327	50128339	-	0.000	0.000	Merged-chr18-50128270-63
NR28168--MA0741.1.KLF16	chr17	71183536	71183546	-	0.000	0.000	Merged-chr17-71183518-125
NR45667--MA0599.1.KLF5	chr4	138884435	138884444	-	0.000	0.000	Merged-chr4-138884426-16
NR25060--MA0599.1.KLF5	chr16	78376812	78376821	-	0.000	0.000	Merged-chr16-78376447-159
NR36966--MA0741.1.KLF16	chr2	152294100	152294110	-	0.000	0.000	Merged-chr2-152293907-74
NR21582--MA0493.1.Klf1	chr15	50098502	50098512	-	0.000	0.000	Merged-chr15-50098332-1
NR26488--MA0741.1.KLF16	chr17	25570782	25570792	+	0.000	0.000	Merged-chr17-25570881-49
NR7729--MA1107.1.KLF9	chr10	111223381	111223393	+	0.000	0.000	Merged-chr10-111223319-26
NR8520--MA0599.1.KLF5	chr10	127060279	127060288	-	0.000	0.000	Merged-chr10-127060313-39
NR59721--MA0599.1.KLF5	chr7	143584244	143584253	-	0.000	0.000	Merged-chr7-143584150-23
NR51565--MA1107.1.KLF9	chr6	17901359	17901371	-	0.000	0.000	Merged-chr6-17901265-19
NR14373--MA1107.1.KLF9	chr12	87052919	87052931	-	0.000	0.000	Merged-chr12-87053026-11
NR16601--MA0741.1.KLF16	chr13	55327835	55327845	+	0.000	0.000	Merged-chr13-55327829-51
NR54060--MA1107.1.KLF9	chr6	127266148	127266160	+	0.000	0.000	Merged-chr6-127266478-67
NR32376--MA0599.1.KLF5	chr19	46478908	46478917	+	0.000	0.000	Merged-chr19-46479050-50
NR16147--MA0742.1.Klf12	chr13	41638188	41638202	-	0.000	0.000	Merged-chr13-41638264-26
NR33782--MA0039.3.KLF4	chr2	32381955	32381965	+	0.000	0.000	Merged-chr2-32381893-56
NR1567--MA0599.1.KLF5	chr1	91540442	91540451	+	0.000	0.000	Merged-chr1-91540427-73
NR17411--MA0599.1.KLF5	chr13	93144102	93144111	-	0.000	0.000	Merged-chr13-93143975-1
NR57313--MA0599.1.KLF5	chr7	80688933	80688942	+	0.000	0.000	Merged-chr7-80688769-118
NR61040--MA0741.1.KLF16	chr8	70594444	70594454	-	0.000	0.000	Merged-chr8-70594498-62
NR46430--MA0599.1.KLF5	chr4	152313461	152313470	-	0.000	0.000	Merged-chr4-152313382-29
NR17978--MA0741.1.KLF16	chr13	107890370	107890380	-	0.000	0.000	Merged-chr13-107890491-165
NR30579--MA0741.1.KLF16	chr18	75820131	75820141	-	0.000	0.000	Merged-chr18-75820018-41
NR67491--MA0599.1.KLF5	chrX	73459223	73459232	-	0.000	0.000	Merged-chrX-73459133-49
NR35968--MA0599.1.KLF5	chr2	122234711	122234720	+	0.000	0.000	Merged-chr2-122234725-76
NR12889--MA0740.1.KLF14	chr11	120598618	120598631	-	0.000	0.000	Merged-chr11-120598448-54
NR38678--MA0599.1.KLF5	chr3	31094658	31094667	-	0.000	0.000	Merged-chr3-31094714-152
NR53620--MA0493.1.Klf1	chr6	114936771	114936781	+	0.000	0.000	Merged-chr6-114936685-54
NR51672--MA0740.1.KLF14	chr6	29164798	29164811	-	0.000	0.000	Merged-chr6-29164689-68
NR25905--MA0741.1.KLF16	chr17	8525164	8525174	-	0.000	0.000	Merged-chr17-8525059-23
NR46283--MA0741.1.KLF16	chr4	151044784	151044794	-	0.000	0.000	Merged-chr4-151044799-68
NR40923--MA0742.1.Klf12	chr3	127837492	127837506	+	0.000	0.000	Merged-chr3-127837495-68
NR22541--MA0039.3.KLF4	chr15	82987882	82987892	-	0.000	0.000	Merged-chr15-82987818-75
NR34299--MA0039.3.KLF4	chr2	58179289	58179299	+	0.000	0.000	Merged-chr2-58179178-61
NR1910--MA0740.1.KLF14	chr1	119637160	119637173	+	0.000	0.000	Merged-chr1-119636990-21
NR1333--MA1107.1.KLF9	chr1	85323418	85323430	+	0.000	0.000	Merged-chr1-85323460-35
NR62373--MA0599.1.KLF5	chr8	111933850	111933859	-	0.000	0.000	Merged-chr8-111933748-53
NR44022--MA0599.1.KLF5	chr4	106911267	106911276	+	0.000	0.000	Merged-chr4-106911320-71
NR6918--MA0740.1.KLF14	chr10	84440815	84440828	-	0.000	0.000	Merged-chr10-84440807-71
NR787--MA0599.1.KLF5	chr1	59482092	59482101	-	0.000	0.000	Merged-chr1-59482272-104
NR40544--MA0493.1.Klf1	chr3	116424252	116424262	-	0.000	0.000	Merged-chr3-116424067-206
NR37480--MA0493.1.Klf1	chr2	163750355	163750365	+	0.000	0.000	Merged-chr2-163750187-67
NR3961--MA0493.1.Klf1	chr1	182125034	182125044	+	0.000	0.000	Merged-chr1-182124940-72
NR47536--MA0741.1.KLF16	chr5	41708185	41708195	+	0.000	0.000	Merged-chr5-41708072-132
NR60137--MA0741.1.KLF16	chr8	14911646	14911656	-	0.000	0.000	Merged-chr8-14911636-31
NR13342--MA0742.1.Klf12	chr12	28649570	28649584	+	0.000	0.000	Merged-chr12-28649710-52
NR39656--MA0599.1.KLF5	chr3	89459141	89459150	-	0.000	0.000	Merged-chr3-89459176-81
NR2719--MA0741.1.KLF16	chr1	151698129	151698139	-	0.000	0.000	Merged-chr1-151698105-31
NR61586--MA0039.3.KLF4	chr8	84966205	84966215	-	0.000	0.000	Merged-chr8-84966052-54
NR21694--MA0493.1.Klf1	chr15	58141249	58141259	+	0.000	0.000	Merged-chr15-58141388-72
NR60641--MA0599.1.KLF5	chr8	47674951	47674960	+	0.000	0.000	Merged-chr8-47675197-158
NR30165--MA0741.1.KLF16	chr18	65924899	65924909	-	0.000	0.000	Merged-chr18-65924997-33
NR60980--MA1107.1.KLF9	chr8	70172300	70172312	+	0.000	0.000	Merged-chr8-70172374-46
NR16320--MA1107.1.KLF9	chr13	48965780	48965792	+	0.000	0.000	Merged-chr13-48965826-50
NR38484--MA0741.1.KLF16	chr3	10351318	10351328	-	0.000	0.000	Merged-chr3-10351318-69
NR35244--MA0742.1.Klf12	chr2	92393026	92393040	-	0.000	0.000	Merged-chr2-92392954-19
NR10942--MA0741.1.KLF16	chr11	79660495	79660505	+	0.000	0.000	Merged-chr11-79660589-44
NR33813--MA0741.1.KLF16	chr2	32535187	32535197	+	0.000	0.000	Merged-chr2-32535268-83
NR6385--MA0657.1.KLF13	chr10	78372830	78372847	+	0.000	0.000	Merged-chr10-78372862-56
NR26597--MA0741.1.KLF16	chr17	27565799	27565809	-	0.000	0.000	Merged-chr17-27565645-66
NR59643--MA0740.1.KLF14	chr7	141482180	141482193	-	0.000	0.000	Merged-chr7-141482187-5
NR49468--MA0741.1.KLF16	chr5	115300992	115301002	+	0.000	0.000	Merged-chr5-115300886-74
NR33260--MA0599.1.KLF5	chr2	19715775	19715784	+	0.000	0.000	Merged-chr2-19715961-49
NR22583--MA0599.1.KLF5	chr15	83563555	83563564	-	0.000	0.000	Merged-chr15-83563497-129
NR27549--MA0599.1.KLF5	chr17	47009698	47009707	+	0.000	0.000	Merged-chr17-47009602-3
NR10006--MA0599.1.KLF5	chr11	59662465	59662474	+	0.000	0.000	Merged-chr11-59662530-59
NR27423--MA0741.1.KLF16	chr17	44777244	44777254	+	0.000	0.000	Merged-chr17-44777259-107
NR16666--MA0599.1.KLF5	chr13	56522656	56522665	-	0.000	0.000	Merged-chr13-56522495-59
NR56568--MA0599.1.KLF5	chr7	45370726	45370735	+	0.000	0.000	Merged-chr7-45370625-47
NR55310--MA0742.1.Klf12	chr7	6331340	6331354	-	0.000	0.000	Merged-chr7-6331202-53
NR66330--MA0740.1.KLF14	chr9	114731177	114731190	+	0.000	0.000	Merged-chr9-114731222-121
NR31804--MA0039.3.KLF4	chr19	29323608	29323618	-	0.000	0.000	Merged-chr19-29323777-46
NR28750--MA0493.1.Klf1	chr17	86732182	86732192	+	0.000	0.000	Merged-chr17-86732314-48
NR3993--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR60968--MA0599.1.KLF5	chr8	70139324	70139333	+	0.000	0.000	Merged-chr8-70139491-63
NR55585--MA0493.1.Klf1	chr7	19272271	19272281	+	0.000	0.000	Merged-chr7-19272089-134
NR42617--MA0599.1.KLF5	chr4	40143383	40143392	+	0.000	0.000	Merged-chr4-40143231-72
NR23760--MA0740.1.KLF14	chr16	16146870	16146883	+	0.000	0.000	Merged-chr16-16146725-61
NR21581--MA0039.3.KLF4	chr15	50098500	50098510	-	0.000	0.000	Merged-chr15-50098332-1
NR52580--MA0599.1.KLF5	chr6	71831706	71831715	-	0.000	0.000	Merged-chr6-71831897-1
NR45451--MA1107.1.KLF9	chr4	135493513	135493525	-	0.000	0.000	Merged-chr4-135493487-11
NR32394--MA0599.1.KLF5	chr19	46690092	46690101	-	0.000	0.000	Merged-chr19-46690011-53
NR27100--MA1107.1.KLF9	chr17	35002084	35002096	-	0.000	0.000	Merged-chr17-35002085-1
NR57546--MA0599.1.KLF5	chr7	90476113	90476122	-	0.000	0.000	Merged-chr7-90476243-63
NR39020--MA0740.1.KLF14	chr3	54807837	54807850	-	0.000	0.000	Merged-chr3-54807660-117
NR4508--MA0741.1.KLF16	chr1	191662421	191662431	+	0.000	0.000	Merged-chr1-191662407-14
NR31265--MA0742.1.Klf12	chr19	5964208	5964222	+	0.000	0.000	Merged-chr19-5964165-54
NR2286--MA0741.1.KLF16	chr1	134344750	134344760	+	0.000	0.000	Merged-chr1-134344743-32
NR60734--MA1107.1.KLF9	chr8	57488697	57488709	-	0.000	0.000	Merged-chr8-57488538-11
NR40548--MA1107.1.KLF9	chr3	116424259	116424271	-	0.000	0.000	Merged-chr3-116424067-206
NR13050--MA0039.3.KLF4	chr12	4874282	4874292	-	0.000	0.000	Merged-chr12-4874386-36
NR55967--MA0741.1.KLF16	chr7	27591661	27591671	-	0.000	0.000	Merged-chr7-27591935-152
NR53097--MA0599.1.KLF5	chr6	91506202	91506211	+	0.000	0.000	Merged-chr6-91506273-35
NR30877--MA0599.1.KLF5	chr18	82855839	82855848	+	0.000	0.000	Merged-chr18-82855874-59
NR14700--MA1107.1.KLF9	chr12	102469029	102469041	-	0.000	0.000	Merged-chr12-102469248-59
NR36152--MA0039.3.KLF4	chr2	127584531	127584541	+	0.000	0.000	Merged-chr2-127584687-52
NR35184--MA0740.1.KLF14	chr2	91236985	91236998	+	0.000	0.000	Merged-chr2-91237090-79
NR40547--MA0741.1.KLF16	chr3	116424262	116424272	-	0.000	0.000	Merged-chr3-116424067-206
NR36082--MA0599.1.KLF5	chr2	125731922	125731931	-	0.000	0.000	Merged-chr2-125731924-29
NR30513--MA0740.1.KLF14	chr18	74442353	74442366	+	0.000	0.000	Merged-chr18-74442456-61
NR8022--MA0740.1.KLF14	chr10	118002220	118002233	+	0.000	0.000	Merged-chr10-118002133-33
NR27455--MA0599.1.KLF5	chr17	45595617	45595626	+	0.000	0.000	Merged-chr17-45595411-76
NR59184--MA0599.1.KLF5	chr7	131055114	131055123	+	0.000	0.000	Merged-chr7-131055187-30
NR11749--MA0493.1.Klf1	chr11	98786602	98786612	-	0.000	0.000	Merged-chr11-98786782-44
NR67142--MA0599.1.KLF5	chrX	17572218	17572227	+	0.000	0.000	Merged-chrX-17572112-81
NR57890--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR18613--MA0599.1.KLF5	chr14	14633417	14633426	-	0.000	0.000	Merged-chr14-14633159-94
NR64129--MA0741.1.KLF16	chr9	50438204	50438214	+	0.000	0.000	Merged-chr9-50438268-18
NR10457--MA1107.1.KLF9	chr11	69948230	69948242	+	0.000	0.000	Merged-chr11-69948307-18
NR36313--MA0741.1.KLF16	chr2	132203841	132203851	+	0.000	0.000	Merged-chr2-132203924-18
NR75--MA1107.1.KLF9	chr1	13372637	13372649	-	0.000	0.000	Merged-chr1-13372828-29
NR67711--MA0741.1.KLF16	chrX	101429638	101429648	+	0.000	0.000	Merged-chrX-101429503-77
NR5940--MA0599.1.KLF5	chr10	67979554	67979563	+	0.000	0.000	Merged-chr10-67979614-53
NR45519--MA0493.1.Klf1	chr4	136082054	136082064	-	0.000	0.000	Merged-chr4-136081901-45
NR52987--MA0493.1.Klf1	chr6	88724399	88724409	+	0.000	0.000	Merged-chr6-88724613-50
NR32380--MA0493.1.Klf1	chr19	46479100	46479110	+	0.000	0.000	Merged-chr19-46479050-50
NR59851--MA0599.1.KLF5	chr8	3516468	3516477	-	0.000	0.000	Merged-chr8-3516431-100
NR24155--MA0741.1.KLF16	chr16	29814104	29814114	+	0.000	0.000	Merged-chr16-29814134-35
NR42955--MA0741.1.KLF16	chr4	46138444	46138454	+	0.000	0.000	Merged-chr4-46138589-84
NR34556--MA0599.1.KLF5	chr2	69043364	69043373	-	0.000	0.000	Merged-chr2-69043604-35
NR16205--MA0599.1.KLF5	chr13	43261604	43261613	+	0.000	0.000	Merged-chr13-43261701-66
NR16544--MA1107.1.KLF9	chr13	54188613	54188625	+	0.000	0.000	Merged-chr13-54188520-62
NR55619--MA0741.1.KLF16	chr7	19405659	19405669	+	0.000	0.000	Merged-chr7-19405612-30
NR25714--MA0599.1.KLF5	chr17	5935039	5935048	-	0.000	0.000	Merged-chr17-5935124-37
