#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR5057--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR7489--MA0035.3.Gata1	chr5	54098237	54098247	+	0.000	0.000	Merged-chr5-54098374-26
NR8910--MA0482.1.Gata4	chr7	110265934	110265944	-	0.000	0.000	Merged-chr7-110265938-33
NR4955--MA0035.3.Gata1	chr18	75322353	75322363	+	0.000	0.000	Merged-chr18-75322404-42
NR7617--MA0035.3.Gata1	chr5	92204518	92204528	-	0.000	0.000	Merged-chr5-92204715-7
NR5759--MA1104.1.GATA6	chr2	154797063	154797075	+	0.000	0.000	Merged-chr2-154797130-17
NR1694--MA0140.2.GATA1::TAL1	chr11	80068122	80068139	+	0.000	0.000	Merged-chr11-80068268-1
NR274--MA0035.3.Gata1	chr1	69331723	69331733	-	0.000	0.000	Merged-chr1-69331775-34
NR725--MA0766.1.GATA5	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR3638--MA0035.3.Gata1	chr15	53267117	53267127	-	0.000	0.000	Merged-chr15-53267286-91
NR2826--MA0036.3.GATA2	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR7753--MA1104.1.GATA6	chr5	137787615	137787627	+	0.000	0.000	Merged-chr5-137787536-7
NR977--MA0766.1.GATA5	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR7230--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR8780--MA0036.3.GATA2	chr7	73600106	73600116	-	0.000	0.000	Merged-chr7-73600199-6
NR4445--MA0035.3.Gata1	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR348--MA0036.3.GATA2	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR9704--MA0037.3.GATA3	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR8161--MA0036.3.GATA2	chr6	82922015	82922025	-	0.000	0.000	Merged-chr6-82922037-57
NR5013--MA0035.3.Gata1	chr19	6015317	6015327	+	0.000	0.000	Merged-chr19-6015500-73
NR763--MA0035.3.Gata1	chr1	172526890	172526900	+	0.000	0.000	Merged-chr1-172526755-50
NR2348--MA0037.3.GATA3	chr12	118836262	118836269	-	0.000	0.000	Merged-chr12-118836221-3
NR391--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR186--MA0036.3.GATA2	chr1	53782263	53782273	+	0.000	0.000	Merged-chr1-53782254-16
NR7216--MA0035.3.Gata1	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR7766--MA1104.1.GATA6	chr5	144964169	144964181	+	0.000	0.000	Merged-chr5-144963961-18
NR3050--MA0140.2.GATA1::TAL1	chr14	25481178	25481195	-	0.000	0.000	Merged-chr14-25481230-34
NR9623--MA0140.2.GATA1::TAL1	chr9	76831666	76831683	-	0.000	0.000	Merged-chr9-76831707-1
NR8701--MA1104.1.GATA6	chr7	45526449	45526461	-	0.000	0.000	Merged-chr7-45526317-62
NR1488--MA1104.1.GATA6	chr10	127135638	127135650	-	0.000	0.000	Merged-chr10-127135675-65
NR6181--MA0035.3.Gata1	chr3	75240891	75240901	+	0.000	0.000	Merged-chr3-75240815-11
NR3787--MA0037.3.GATA3	chr16	5746818	5746825	-	0.000	0.000	Merged-chr16-5746649-1
NR6351--MA0036.3.GATA2	chr3	121343372	121343382	+	0.000	0.000	Merged-chr3-121343370-11
NR7229--MA0035.3.Gata1	chr4	154981682	154981692	-	0.000	0.000	Merged-chr4-154981680-18
NR4355--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR133--MA0482.1.Gata4	chr1	35653567	35653577	-	0.000	0.000	Merged-chr1-35653441-55
NR1689--MA0482.1.Gata4	chr11	80068121	80068131	+	0.000	0.000	Merged-chr11-80068268-1
NR1821--MA0037.3.GATA3	chr12	12373257	12373264	+	0.000	0.000	Merged-chr12-12373073-13
NR2500--MA0036.3.GATA2	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR8663--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR6778--MA0036.3.GATA2	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR6763--MA1104.1.GATA6	chr4	32291744	32291756	+	0.000	0.000	Merged-chr4-32291576-26
NR4785--MA0035.3.Gata1	chr18	50014637	50014647	-	0.000	0.000	Merged-chr18-50014584-52
NR3405--MA0037.3.GATA3	chr14	121995697	121995704	+	0.000	0.000	Merged-chr14-121995600-7
NR7152--MA0482.1.Gata4	chr4	140815640	140815650	+	0.000	0.000	Merged-chr4-140815831-84
NR3862--MA0037.3.GATA3	chr16	24826503	24826510	-	0.000	0.000	Merged-chr16-24826564-20
NR5446--MA1104.1.GATA6	chr2	91876527	91876539	-	0.000	0.000	Merged-chr2-91876592-59
NR351--MA0482.1.Gata4	chr1	87878051	87878061	+	0.000	0.000	Merged-chr1-87877929-42
NR5047--MA0036.3.GATA2	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR2912--MA1104.1.GATA6	chr13	113639069	113639081	-	0.000	0.000	Merged-chr13-113639155-24
NR9011--MA0037.3.GATA3	chr7	135598690	135598697	+	0.000	0.000	Merged-chr7-135598633-32
NR664--MA0766.1.GATA5	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR4546--MA0035.3.Gata1	chr17	80062159	80062169	+	0.000	0.000	Merged-chr17-80062114-120
NR8108--MA0037.3.GATA3	chr6	66252375	66252382	-	0.000	0.000	Merged-chr6-66252474-1
NR5079--MA1104.1.GATA6	chr19	42166221	42166233	+	0.000	0.000	Merged-chr19-42166251-13
NR4352--MA0140.2.GATA1::TAL1	chr17	25273063	25273080	-	0.000	0.000	Merged-chr17-25272992-3
NR9167--MA1104.1.GATA6	chr8	36194318	36194330	-	0.000	0.000	Merged-chr8-36194183-57
NR2571--MA0482.1.Gata4	chr13	52922195	52922205	-	0.000	0.000	Merged-chr13-52922066-27
NR7758--MA1104.1.GATA6	chr5	139483515	139483527	-	0.000	0.000	Merged-chr5-139483495-36
NR1672--MA0037.3.GATA3	chr11	70594812	70594819	-	0.000	0.000	Merged-chr11-70594778-39
NR2803--MA0140.2.GATA1::TAL1	chr13	95393443	95393460	+	0.000	0.000	Merged-chr13-95393533-22
NR4953--MA1104.1.GATA6	chr18	75322352	75322364	-	0.000	0.000	Merged-chr18-75322404-42
NR7046--MA0035.3.Gata1	chr4	101217307	101217317	-	0.000	0.000	Merged-chr4-101217167-64
NR5095--MA0035.3.Gata1	chr19	53185683	53185693	+	0.000	0.000	Merged-chr19-53185705-40
NR7649--MA0140.2.GATA1::TAL1	chr5	96201972	96201989	+	0.000	0.000	Merged-chr5-96201907-44
NR4206--MA0036.3.GATA2	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR667--MA0036.3.GATA2	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR9015--MA0766.1.GATA5	chr7	135598690	135598697	+	0.000	0.000	Merged-chr7-135598633-32
NR354--MA0035.3.Gata1	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR8817--MA0036.3.GATA2	chr7	78865892	78865902	+	0.000	0.000	Merged-chr7-78865782-5
NR3790--MA0036.3.GATA2	chr16	5746817	5746827	+	0.000	0.000	Merged-chr16-5746649-1
NR7214--MA1104.1.GATA6	chr4	150938224	150938236	-	0.000	0.000	Merged-chr4-150938152-39
NR5058--MA1104.1.GATA6	chr19	32998969	32998981	+	0.000	0.000	Merged-chr19-32999080-29
NR8911--MA1104.1.GATA6	chr7	110265934	110265946	+	0.000	0.000	Merged-chr7-110265938-33
NR5007--MA0482.1.Gata4	chr19	5430902	5430912	+	0.000	0.000	Merged-chr19-5430860-3
NR6366--MA0766.1.GATA5	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR4957--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2202--MA0482.1.Gata4	chr12	91384509	91384519	-	0.000	0.000	Merged-chr12-91384407-62
NR8570--MA0482.1.Gata4	chr7	6127302	6127312	+	0.000	0.000	Merged-chr7-6127268-44
NR3826--MA0140.2.GATA1::TAL1	chr16	10732547	10732564	+	0.000	0.000	Merged-chr16-10732689-38
NR6475--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR3692--MA0037.3.GATA3	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR4472--MA0035.3.Gata1	chr17	62784083	62784093	+	0.000	0.000	Merged-chr17-62784192-42
NR656--MA0766.1.GATA5	chr1	151009415	151009422	-	0.000	0.000	Merged-chr1-151009545-50
NR4642--MA0036.3.GATA2	chr18	11913377	11913387	-	0.000	0.000	Merged-chr18-11913705-37
NR6524--MA0140.2.GATA1::TAL1	chr3	144261073	144261090	-	0.000	0.000	Merged-chr3-144261016-37
NR8254--MA0036.3.GATA2	chr6	108168406	108168416	-	0.000	0.000	Merged-chr6-108168461-115
NR2624--MA0766.1.GATA5	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR5752--MA0037.3.GATA3	chr2	152914878	152914885	-	0.000	0.000	Merged-chr2-152914724-49
NR8121--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR8854--MA0482.1.Gata4	chr7	89841971	89841981	-	0.000	0.000	Merged-chr7-89842093-31
NR2580--MA1104.1.GATA6	chr13	55636685	55636697	-	0.000	0.000	Merged-chr13-55636712-28
NR3449--MA0482.1.Gata4	chr15	8280450	8280460	+	0.000	0.000	Merged-chr15-8280344-8
NR8000--MA1104.1.GATA6	chr6	54088248	54088260	+	0.000	0.000	Merged-chr6-54088359-21
NR7771--MA0766.1.GATA5	chr5	147063478	147063485	-	0.000	0.000	Merged-chr5-147063758-85
NR9823--MA0140.2.GATA1::TAL1	chrX	7570940	7570957	-	0.000	0.000	Merged-chrX-7570919-6
NR768--MA0036.3.GATA2	chr1	174635511	174635521	+	0.000	0.000	Merged-chr1-174635411-1
NR9821--MA0036.3.GATA2	chrX	7570949	7570959	-	0.000	0.000	Merged-chrX-7570919-6
NR726--MA0035.3.Gata1	chr1	165985895	165985905	-	0.000	0.000	Merged-chr1-165985990-54
NR364--MA0766.1.GATA5	chr1	88578424	88578431	+	0.000	0.000	Merged-chr1-88578300-28
NR8918--MA0036.3.GATA2	chr7	110432410	110432420	+	0.000	0.000	Merged-chr7-110432490-32
NR9930--MA0036.3.GATA2	chrX	153375287	153375297	+	0.000	0.000	Merged-chrX-153375365-26
NR4002--MA0036.3.GATA2	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR7206--MA0037.3.GATA3	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR7044--MA1104.1.GATA6	chr4	101217306	101217318	+	0.000	0.000	Merged-chr4-101217167-64
NR610--MA0037.3.GATA3	chr1	143202527	143202534	+	0.000	0.000	Merged-chr1-143202432-31
NR3824--MA0766.1.GATA5	chr16	10732546	10732553	-	0.000	0.000	Merged-chr16-10732689-38
NR2098--MA0036.3.GATA2	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR4997--MA0482.1.Gata4	chr19	4080681	4080691	+	0.000	0.000	Merged-chr19-4080806-9
NR4777--MA0036.3.GATA2	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR2170--MA0766.1.GATA5	chr12	89719512	89719519	+	0.000	0.000	Merged-chr12-89719457-81
NR7153--MA1104.1.GATA6	chr4	140815638	140815650	-	0.000	0.000	Merged-chr4-140815831-84
NR352--MA1104.1.GATA6	chr1	87878049	87878061	-	0.000	0.000	Merged-chr1-87877929-42
NR8190--MA0766.1.GATA5	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR6295--MA0036.3.GATA2	chr3	106788698	106788708	-	0.000	0.000	Merged-chr3-106788511-97
NR4015--MA0036.3.GATA2	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR22--MA0037.3.GATA3	chr1	6453564	6453571	+	0.000	0.000	Merged-chr1-6453471-6
NR6253--MA0035.3.Gata1	chr3	89187848	89187858	-	0.000	0.000	Merged-chr3-89188181-94
NR2572--MA1104.1.GATA6	chr13	52922195	52922207	+	0.000	0.000	Merged-chr13-52922066-27
NR410--MA0482.1.Gata4	chr1	94803982	94803992	+	0.000	0.000	Merged-chr1-94803919-2
NR7785--MA0037.3.GATA3	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR6799--MA0482.1.Gata4	chr4	43973613	43973623	+	0.000	0.000	Merged-chr4-43973629-28
NR4829--MA0140.2.GATA1::TAL1	chr18	57085860	57085877	-	0.000	0.000	Merged-chr18-57085717-36
NR6250--MA0140.2.GATA1::TAL1	chr3	87515997	87516014	+	0.000	0.000	Merged-chr3-87515850-49
NR2449--MA0035.3.Gata1	chr13	12340220	12340230	+	0.000	0.000	Merged-chr13-12340337-1
NR5760--MA0035.3.Gata1	chr2	154797071	154797081	-	0.000	0.000	Merged-chr2-154797130-17
NR8217--MA0035.3.Gata1	chr6	99220740	99220750	+	0.000	0.000	Merged-chr6-99220619-12
NR8859--MA0482.1.Gata4	chr7	92420482	92420492	+	0.000	0.000	Merged-chr7-92420666-38
NR2856--MA1104.1.GATA6	chr13	106997639	106997651	+	0.000	0.000	Merged-chr13-106997590-6
NR1778--MA0037.3.GATA3	chr11	116782936	116782943	-	0.000	0.000	Merged-chr11-116782885-34
NR5595--MA0140.2.GATA1::TAL1	chr2	127789087	127789104	+	0.000	0.000	Merged-chr2-127788936-49
NR4169--MA0037.3.GATA3	chr16	91448309	91448316	+	0.000	0.000	Merged-chr16-91448282-13
NR7751--MA0037.3.GATA3	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR2186--MA0036.3.GATA2	chr12	91065610	91065620	+	0.000	0.000	Merged-chr12-91065547-31
NR743--MA0140.2.GATA1::TAL1	chr1	171037127	171037144	-	0.000	0.000	Merged-chr1-171037046-24
NR2805--MA0482.1.Gata4	chr13	95524827	95524837	+	0.000	0.000	Merged-chr13-95524749-120
NR8302--MA0482.1.Gata4	chr6	122804674	122804684	+	0.000	0.000	Merged-chr6-122804652-39
NR4399--MA0766.1.GATA5	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR8477--MA0036.3.GATA2	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR8283--MA0482.1.Gata4	chr6	118167289	118167299	-	0.000	0.000	Merged-chr6-118167184-65
NR6163--MA1104.1.GATA6	chr3	69041531	69041543	+	0.000	0.000	Merged-chr3-69041504-24
NR3654--MA0766.1.GATA5	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR8571--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR7981--MA0140.2.GATA1::TAL1	chr6	49128488	49128505	-	0.000	0.000	Merged-chr6-49128471-29
NR3057--MA0037.3.GATA3	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR6287--MA0036.3.GATA2	chr3	100558467	100558477	+	0.000	0.000	Merged-chr3-100558458-49
NR2312--MA1104.1.GATA6	chr12	110689848	110689860	+	0.000	0.000	Merged-chr12-110689902-59
NR8357--MA0766.1.GATA5	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR6667--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR8424--MA0482.1.Gata4	chr6	133904594	133904604	-	0.000	0.000	Merged-chr6-133904717-21
NR8305--MA0035.3.Gata1	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR9850--MA0482.1.Gata4	chrX	42343745	42343755	+	0.000	0.000	Merged-chrX-42343636-58
NR5552--MA0766.1.GATA5	chr2	119742117	119742124	+	0.000	0.000	Merged-chr2-119742331-93
NR8855--MA1104.1.GATA6	chr7	89841971	89841983	+	0.000	0.000	Merged-chr7-89842093-31
NR976--MA0037.3.GATA3	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR8323--MA0766.1.GATA5	chr6	125426395	125426402	+	0.000	0.000	Merged-chr6-125426605-47
NR6428--MA0036.3.GATA2	chr3	133623447	133623457	+	0.000	0.000	Merged-chr3-133623556-36
NR558--MA0482.1.Gata4	chr1	130838472	130838482	-	0.000	0.000	Merged-chr1-130838519-27
NR7864--MA0766.1.GATA5	chr6	12785362	12785369	-	0.000	0.000	Merged-chr6-12785179-11
NR6761--MA0037.3.GATA3	chr4	32291747	32291754	+	0.000	0.000	Merged-chr4-32291576-26
NR144--MA0482.1.Gata4	chr1	36272853	36272863	+	0.000	0.000	Merged-chr1-36272682-8
NR4073--MA0766.1.GATA5	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR6367--MA0035.3.Gata1	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR7197--MA0482.1.Gata4	chr4	149147504	149147514	-	0.000	0.000	Merged-chr4-149147530-1
NR8775--MA0035.3.Gata1	chr7	72308182	72308192	+	0.000	0.000	Merged-chr7-72308227-31
NR7963--MA0036.3.GATA2	chr6	43337637	43337647	+	0.000	0.000	Merged-chr6-43337585-2
NR1781--MA0036.3.GATA2	chr11	116782935	116782945	+	0.000	0.000	Merged-chr11-116782885-34
NR2910--MA0037.3.GATA3	chr13	113639071	113639078	-	0.000	0.000	Merged-chr13-113639155-24
NR5077--MA0037.3.GATA3	chr19	42166224	42166231	+	0.000	0.000	Merged-chr19-42166251-13
NR9165--MA0037.3.GATA3	chr8	36194320	36194327	-	0.000	0.000	Merged-chr8-36194183-57
NR4076--MA0036.3.GATA2	chr16	70365413	70365423	+	0.000	0.000	Merged-chr16-70365429-20
NR4998--MA1104.1.GATA6	chr19	4080679	4080691	-	0.000	0.000	Merged-chr19-4080806-9
NR2718--MA1104.1.GATA6	chr13	82799160	82799172	-	0.000	0.000	Merged-chr13-82799223-1
NR1823--MA0766.1.GATA5	chr12	12373257	12373264	+	0.000	0.000	Merged-chr12-12373073-13
NR8122--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR3997--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR8339--MA0036.3.GATA2	chr6	127474042	127474052	-	0.000	0.000	Merged-chr6-127474146-19
NR3088--MA0482.1.Gata4	chr14	40927276	40927286	-	0.000	0.000	Merged-chr14-40927194-29
NR9842--MA0482.1.Gata4	chrX	23673359	23673369	+	0.000	0.000	Merged-chrX-23673581-22
NR2024--MA0766.1.GATA5	chr12	52718555	52718562	-	0.000	0.000	Merged-chr12-52718436-2,Merged-chr12-52718662-1
NR2909--MA0035.3.Gata1	chr13	113639034	113639044	+	0.000	0.000	Merged-chr13-113639155-24
NR5744--MA0035.3.Gata1	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR2343--MA0482.1.Gata4	chr12	118255859	118255869	-	0.000	0.000	Merged-chr12-118255780-45
NR1239--MA0037.3.GATA3	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR6226--MA0482.1.Gata4	chr3	82333843	82333853	+	0.000	0.000	Merged-chr3-82333766-35
NR5056--MA0037.3.GATA3	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR3825--MA0035.3.Gata1	chr16	10732545	10732555	+	0.000	0.000	Merged-chr16-10732689-38
NR5000--MA0766.1.GATA5	chr19	4080681	4080688	-	0.000	0.000	Merged-chr19-4080806-9
NR5666--MA0766.1.GATA5	chr2	140051796	140051803	+	0.000	0.000	Merged-chr2-140051762-17
NR8328--MA0766.1.GATA5	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR2806--MA1104.1.GATA6	chr13	95524825	95524837	-	0.000	0.000	Merged-chr13-95524749-120
NR8303--MA1104.1.GATA6	chr6	122804672	122804684	-	0.000	0.000	Merged-chr6-122804652-39
NR8284--MA1104.1.GATA6	chr6	118167289	118167301	+	0.000	0.000	Merged-chr6-118167184-65
NR8191--MA0035.3.Gata1	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR2168--MA1104.1.GATA6	chr12	89719509	89719521	+	0.000	0.000	Merged-chr12-89719457-81
NR1111--MA0140.2.GATA1::TAL1	chr10	62590405	62590422	+	0.000	0.000	Merged-chr10-62590420-43
NR5080--MA0036.3.GATA2	chr19	42166222	42166232	-	0.000	0.000	Merged-chr19-42166251-13
NR2322--MA0482.1.Gata4	chr12	112743309	112743319	+	0.000	0.000	Merged-chr12-112743369-41
NR166--MA1104.1.GATA6	chr1	44101605	44101617	+	0.000	0.000	Merged-chr1-44101717-6
NR6984--MA1104.1.GATA6	chr4	88275646	88275658	-	0.000	0.000	Merged-chr4-88275744-16
NR3900--MA0035.3.Gata1	chr16	29856392	29856402	+	0.000	0.000	Merged-chr16-29856280-19
NR8908--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR7421--MA0766.1.GATA5	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR1601--MA0035.3.Gata1	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR4387--MA0035.3.Gata1	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR4363--MA0482.1.Gata4	chr17	31210486	31210496	+	0.000	0.000	Merged-chr17-31210494-9
NR7740--MA0482.1.Gata4	chr5	134932304	134932314	+	0.000	0.000	Merged-chr5-134932473-29
NR1563--MA0140.2.GATA1::TAL1	chr11	21166882	21166899	-	0.000	0.000	Merged-chr11-21166963-42
NR5323--MA0140.2.GATA1::TAL1	chr2	59469819	59469836	+	0.000	0.000	Merged-chr2-59469655-1
NR9320--MA0140.2.GATA1::TAL1	chr8	94802589	94802606	-	0.000	0.000	Merged-chr8-94802531-14
NR1818--MA0036.3.GATA2	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR4956--MA0037.3.GATA3	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2268--MA0766.1.GATA5	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR9851--MA1104.1.GATA6	chrX	42343743	42343755	-	0.000	0.000	Merged-chrX-42343636-58
NR2514--MA1104.1.GATA6	chr13	29756228	29756240	+	0.000	0.000	Merged-chr13-29756237-14
NR5322--MA0035.3.Gata1	chr2	59469817	59469827	+	0.000	0.000	Merged-chr2-59469655-1
NR6423--MA0482.1.Gata4	chr3	133411811	133411821	+	0.000	0.000	Merged-chr3-133411903-38
NR3642--MA0035.3.Gata1	chr15	56046943	56046953	+	0.000	0.000	Merged-chr15-56047041-38
NR7599--MA0037.3.GATA3	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR9410--MA0035.3.Gata1	chr8	122951687	122951697	-	0.000	0.000	Merged-chr8-122951774-1
NR1688--MA0037.3.GATA3	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR1937--MA0766.1.GATA5	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR4124--MA0482.1.Gata4	chr16	84713357	84713367	+	0.000	0.000	Merged-chr16-84713563-77
NR2325--MA0035.3.Gata1	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR559--MA1104.1.GATA6	chr1	130838472	130838484	+	0.000	0.000	Merged-chr1-130838519-27
NR1775--MA0766.1.GATA5	chr11	113788693	113788700	-	0.000	0.000	Merged-chr11-113788685-32
NR4166--MA0766.1.GATA5	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR4437--MA0766.1.GATA5	chr17	52348687	52348694	-	0.000	0.000	Merged-chr17-52348820-8
NR8321--MA0482.1.Gata4	chr6	125426392	125426402	-	0.000	0.000	Merged-chr6-125426605-47
NR3655--MA0035.3.Gata1	chr15	60112101	60112111	+	0.000	0.000	Merged-chr15-60111990-62
NR70--MA0035.3.Gata1	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR8481--MA1104.1.GATA6	chr6	140308225	140308237	-	0.000	0.000	Merged-chr6-140308190-9
NR4408--MA0482.1.Gata4	chr17	42782410	42782420	-	0.000	0.000	Merged-chr17-42782364-40
NR5757--MA0036.3.GATA2	chr2	153525959	153525969	+	0.000	0.000	Merged-chr2-153526092-26
NR5742--MA1104.1.GATA6	chr2	150748922	150748934	+	0.000	0.000	Merged-chr2-150749158-47
NR2570--MA0037.3.GATA3	chr13	52922198	52922205	+	0.000	0.000	Merged-chr13-52922066-27
NR5553--MA0035.3.Gata1	chr2	119742115	119742125	-	0.000	0.000	Merged-chr2-119742331-93
NR9912--MA0035.3.Gata1	chrX	137019422	137019432	-	0.000	0.000	Merged-chrX-137019593-29
NR7756--MA0035.3.Gata1	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR432--MA0140.2.GATA1::TAL1	chr1	100180337	100180354	-	0.000	0.000	Merged-chr1-100180252-41
NR3896--MA0482.1.Gata4	chr16	29856393	29856403	+	0.000	0.000	Merged-chr16-29856280-19
NR9843--MA1104.1.GATA6	chrX	23673357	23673369	-	0.000	0.000	Merged-chrX-23673581-22
NR7865--MA0035.3.Gata1	chr6	12785361	12785371	+	0.000	0.000	Merged-chr6-12785179-11
NR3092--MA0035.3.Gata1	chr14	40927277	40927287	-	0.000	0.000	Merged-chr14-40927194-29
NR349--MA0035.3.Gata1	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR2579--MA0482.1.Gata4	chr13	55636687	55636697	+	0.000	0.000	Merged-chr13-55636712-28
NR1658--MA0766.1.GATA5	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR4039--MA0036.3.GATA2	chr16	64758766	64758776	-	0.000	0.000	Merged-chr16-64758494-145
NR2344--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR3591--MA0482.1.Gata4	chr15	43869843	43869853	+	0.000	0.000	Merged-chr15-43869939-26
NR3770--MA1104.1.GATA6	chr15	103339524	103339536	-	0.000	0.000	Merged-chr15-103339534-3
NR1311--MA0482.1.Gata4	chr10	99393611	99393621	-	0.000	0.000	Merged-chr10-99393384-65
NR8379--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR1691--MA0036.3.GATA2	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR1757--MA0036.3.GATA2	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR7535--MA0766.1.GATA5	chr5	64519188	64519195	+	0.000	0.000	Merged-chr5-64519093-9
NR2274--MA0482.1.Gata4	chr12	99773788	99773798	+	0.000	0.000	Merged-chr12-99773885-16
NR1614--MA0036.3.GATA2	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
