#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR47953--MA0740.1.KLF14	chr4	126468714	126468727	-	0.000	0.000	Merged-chr4-126468465-94
NR24829--MA0039.3.KLF4	chr15	88837270	88837280	+	0.000	0.000	Merged-chr15-88837543-52
NR55165--MA0741.1.KLF16	chr6	52191781	52191791	+	0.000	0.000	Merged-chr6-52191955-39
NR55828--MA0599.1.KLF5	chr6	86365634	86365643	-	0.000	0.000	Merged-chr6-86365536-92
NR5357--MA0039.3.KLF4	chr10	7589678	7589688	-	0.000	0.000	Merged-chr10-7589879-63
NR9860--MA1107.1.KLF9	chr11	11529013	11529025	+	0.000	0.000	Merged-chr11-11528988-38
NR53485--MA0741.1.KLF16	chr5	138280176	138280186	-	0.000	0.000	Merged-chr5-138280109-50
NR49153--MA1107.1.KLF9	chr4	154065653	154065665	-	0.000	0.000	Merged-chr4-154065575-29
NR98--MA0742.1.Klf12	chr1	7397689	7397703	-	0.000	0.000	Merged-chr1-7397839-113
NR29643--MA1107.1.KLF9	chr17	45555647	45555659	-	0.000	0.000	Merged-chr17-45555738-56
NR65791--MA0599.1.KLF5	chr9	21265261	21265270	-	0.000	0.000	Merged-chr9-21265250-55
NR12200--MA0741.1.KLF16	chr11	99144113	99144123	-	0.000	0.000	Merged-chr11-99144248-66
NR39688--MA0599.1.KLF5	chr2	160748105	160748114	+	0.000	0.000	Merged-chr2-160748130-3
NR64371--MA0740.1.KLF14	chr8	93810528	93810541	+	0.000	0.000	Merged-chr8-93810346-59
NR30442--MA1107.1.KLF9	chr17	70925033	70925045	+	0.000	0.000	Merged-chr17-70924985-48
NR65096--MA1107.1.KLF9	chr8	120276528	120276540	-	0.000	0.000	Merged-chr8-120276586-37
NR34364--MA0599.1.KLF5	chr19	32712359	32712368	+	0.000	0.000	Merged-chr19-32712408-94
NR25737--MA0599.1.KLF5	chr16	8671873	8671882	+	0.000	0.000	Merged-chr16-8671994-77
NR18487--MA0740.1.KLF14	chr13	97435971	97435984	+	0.000	0.000	Merged-chr13-97436017-33
NR42661--MA1107.1.KLF9	chr3	94456698	94456710	+	0.000	0.000	Merged-chr3-94456653-34
NR48296--MA1107.1.KLF9	chr4	134062000	134062012	-	0.000	0.000	Merged-chr4-134061948-77
NR21899--MA0741.1.KLF16	chr14	100284724	100284734	-	0.000	0.000	Merged-chr14-100284560-1
NR41735--MA0742.1.Klf12	chr3	54567518	54567532	+	0.000	0.000	Merged-chr3-54567528-25
NR48081--MA1107.1.KLF9	chr4	129640809	129640821	+	0.000	0.000	Merged-chr4-129640903-73
NR66975--MA0599.1.KLF5	chr9	71592405	71592414	-	0.000	0.000	Merged-chr9-71592385-50
NR5860--MA0741.1.KLF16	chr10	24823804	24823814	+	0.000	0.000	Merged-chr10-24823998-59
NR26119--MA0493.1.Klf1	chr16	20622575	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR33587--MA0493.1.Klf1	chr18	84859616	84859626	+	0.000	0.000	Merged-chr18-84859622-32
NR34363--MA0742.1.Klf12	chr19	32712358	32712372	+	0.000	0.000	Merged-chr19-32712408-94
NR5384--MA0741.1.KLF16	chr10	8370348	8370358	+	0.000	0.000	Merged-chr10-8370203-10
NR26107--MA0742.1.Klf12	chr16	20535699	20535713	-	0.000	0.000	Merged-chr16-20535524-56
NR12446--MA0599.1.KLF5	chr11	106273030	106273039	+	0.000	0.000	Merged-chr11-106272877-78
NR1147--MA0599.1.KLF5	chr1	58304558	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR9642--MA0599.1.KLF5	chr11	3535532	3535541	+	0.000	0.000	Merged-chr11-3535629-44
NR24735--MA0039.3.KLF4	chr15	85735367	85735377	-	0.000	0.000	Merged-chr15-85735483-51
NR12785--MA1107.1.KLF9	chr11	116377476	116377488	-	0.000	0.000	Merged-chr11-116377399-54
NR19465--MA0657.1.KLF13	chr14	7819604	7819621	-	0.000	0.000	Merged-chr14-7819575-11
NR66617--MA0599.1.KLF5	chr9	57440047	57440056	+	0.000	0.000	Merged-chr9-57439925-69
NR65091--MA0039.3.KLF4	chr8	120276506	120276516	-	0.000	0.000	Merged-chr8-120276586-37
NR68423--MA0742.1.Klf12	chr9	123478654	123478668	+	0.000	0.000	Merged-chr9-123478812-84
NR10108--MA0039.3.KLF4	chr11	22782985	22782995	-	0.000	0.000	Merged-chr11-22782908-24
NR43103--MA0740.1.KLF14	chr3	105825730	105825743	+	0.000	0.000	Merged-chr3-105825792-34
NR64055--MA0741.1.KLF16	chr8	83594464	83594474	+	0.000	0.000	Merged-chr8-83594488-70
NR69112--MA0599.1.KLF5	chrX	96019789	96019798	-	0.000	0.000	Merged-chrX-96019802-20
NR7314--MA0493.1.Klf1	chr10	77033179	77033189	-	0.000	0.000	Merged-chr10-77033384-72
NR41446--MA1107.1.KLF9	chr3	40894236	40894248	-	0.000	0.000	Merged-chr3-40894272-62
NR59776--MA0741.1.KLF16	chr7	58569011	58569021	-	0.000	0.000	Merged-chr7-58568960-29
NR38382--MA1107.1.KLF9	chr2	121296464	121296476	+	0.000	0.000	Merged-chr2-121296352-13
NR11589--MA0599.1.KLF5	chr11	80477012	80477021	-	0.000	0.000	Merged-chr11-80476975-74
NR232--MA0493.1.Klf1	chr1	13426974	13426984	-	0.000	0.000	Merged-chr1-13426973-84
NR53665--MA1107.1.KLF9	chr5	141081206	141081218	-	0.000	0.000	Merged-chr5-141081137-7
NR42881--MA0741.1.KLF16	chr3	100489252	100489262	+	0.000	0.000	Merged-chr3-100489066-143
NR33816--MA0599.1.KLF5	chr19	4397131	4397140	+	0.000	0.000	Merged-chr19-4397378-102
NR11374--MA0599.1.KLF5	chr11	76399197	76399206	+	0.000	0.000	Merged-chr11-76399136-77
NR11278--MA0741.1.KLF16	chr11	74770734	74770744	+	0.000	0.000	Merged-chr11-74770874-53
NR4552--MA0742.1.Klf12	chr1	179959995	179960009	-	0.000	0.000	Merged-chr1-179960059-76
NR40393--MA0599.1.KLF5	chr2	178593191	178593200	+	0.000	0.000	Merged-chr2-178593347-6
NR67823--MA0657.1.KLF13	chr9	106199300	106199317	+	0.000	0.000	Merged-chr9-106199274-52
NR10019--MA1107.1.KLF9	chr11	20542961	20542973	+	0.000	0.000	Merged-chr11-20543083-82
NR60810--MA0741.1.KLF16	chr7	102210347	102210357	-	0.000	0.000	Merged-chr7-102210325-100
NR29057--MA0740.1.KLF14	chr17	27820688	27820701	+	0.000	0.000	Merged-chr17-27820571-92
NR14860--MA0741.1.KLF16	chr12	85746479	85746489	-	0.000	0.000	Merged-chr12-85746223-36
NR62620--MA0599.1.KLF5	chr8	26015636	26015645	+	0.000	0.000	Merged-chr8-26015472-62
NR17756--MA0493.1.Klf1	chr13	75845602	75845612	-	0.000	0.000	Merged-chr13-75845828-42
NR45067--MA0741.1.KLF16	chr4	8906860	8906870	+	0.000	0.000	Merged-chr4-8906961-41
NR17251--MA0741.1.KLF16	chr13	59557399	59557409	-	0.000	0.000	Merged-chr13-59557232-89
NR11016--MA0599.1.KLF5	chr11	65788360	65788369	+	0.000	0.000	Merged-chr11-65788138-67
NR9087--MA0599.1.KLF5	chr10	120857852	120857861	-	0.000	0.000	Merged-chr10-120857778-32
NR61521--MA0741.1.KLF16	chr7	127777083	127777093	+	0.000	0.000	Merged-chr7-127777131-96
NR38171--MA0741.1.KLF16	chr2	117312729	117312739	-	0.000	0.000	Merged-chr2-117312690-43
NR12975--MA0741.1.KLF16	chr11	119083803	119083813	+	0.000	0.000	Merged-chr11-119083935-60
NR31747--MA1107.1.KLF9	chr18	23843572	23843584	+	0.000	0.000	Merged-chr18-23843567-42
NR68922--MA0599.1.KLF5	chrX	70365126	70365135	-	0.000	0.000	Merged-chrX-70365071-55
NR51043--MA0741.1.KLF16	chr5	67450383	67450393	+	0.000	0.000	Merged-chr5-67450291-36
NR46480--MA0599.1.KLF5	chr4	62634180	62634189	-	0.000	0.000	Merged-chr4-62634288-50
NR32068--MA0599.1.KLF5	chr18	35740221	35740230	-	0.000	0.000	Merged-chr18-35740183-57
NR12558--MA0599.1.KLF5	chr11	110919163	110919172	+	0.000	0.000	Merged-chr11-110919203-38
NR57005--MA0599.1.KLF5	chr6	125191794	125191803	-	0.000	0.000	Merged-chr6-125191910-87
NR1935--MA0599.1.KLF5	chr1	88638824	88638833	+	0.000	0.000	Merged-chr1-88638898-6
NR49155--MA0741.1.KLF16	chr4	154065768	154065778	-	0.000	0.000	Merged-chr4-154065575-29
NR23902--MA0599.1.KLF5	chr15	66286853	66286862	+	0.000	0.000	Merged-chr15-66286791-54
NR26079--MA0741.1.KLF16	chr16	18629965	18629975	+	0.000	0.000	Merged-chr16-18629825-18
NR44963--MA0599.1.KLF5	chr4	3938685	3938694	-	0.000	0.000	Merged-chr4-3938834-66
NR4511--MA0740.1.KLF14	chr1	178449406	178449419	+	0.000	0.000	Merged-chr1-178449320-25
NR26612--MA0599.1.KLF5	chr16	43979870	43979879	+	0.000	0.000	Merged-chr16-43979802-105
NR52740--MA0741.1.KLF16	chr5	123907170	123907180	+	0.000	0.000	Merged-chr5-123907214-53
NR44879--MA0741.1.KLF16	chr3	157925190	157925200	+	0.000	0.000	Merged-chr3-157925057-36
NR66853--MA1107.1.KLF9	chr9	65535551	65535563	-	0.000	0.000	Merged-chr9-65535495-68
NR29528--MA0599.1.KLF5	chr17	37046869	37046878	+	0.000	0.000	Merged-chr17-37046853-1
NR44268--MA1107.1.KLF9	chr3	144202463	144202475	+	0.000	0.000	Merged-chr3-144202292-71
NR67850--MA0599.1.KLF5	chr9	106438520	106438529	-	0.000	0.000	Merged-chr9-106438400-53
NR22163--MA0599.1.KLF5	chr14	115092203	115092212	-	0.000	0.000	Merged-chr14-115092344-57
NR40853--MA0741.1.KLF16	chr3	21936140	21936150	-	0.000	0.000	Merged-chr3-21936128-91
NR34743--MA0742.1.Klf12	chr19	46761358	46761372	+	0.000	0.000	Merged-chr19-46761432-95
NR32651--MA0657.1.KLF13	chr18	56569279	56569296	+	0.000	0.000	Merged-chr18-56569336-1
NR42794--MA0742.1.Klf12	chr3	96635417	96635431	+	0.000	0.000	Merged-chr3-96635554-60
NR65737--MA0493.1.Klf1	chr9	20610048	20610058	+	0.000	0.000	Merged-chr9-20609876-14
NR24204--MA0599.1.KLF5	chr15	76879199	76879208	+	0.000	0.000	Merged-chr15-76879232-42
NR66181--MA0039.3.KLF4	chr9	37421433	37421443	+	0.000	0.000	Merged-chr9-37421368-2
NR66683--MA0740.1.KLF14	chr9	59656418	59656431	+	0.000	0.000	Merged-chr9-59656584-94
NR34382--MA0599.1.KLF5	chr19	34254340	34254349	-	0.000	0.000	Merged-chr19-34254414-29
NR59883--MA0599.1.KLF5	chr7	64392597	64392606	+	0.000	0.000	Merged-chr7-64392480-85
NR3066--MA0740.1.KLF14	chr1	138159120	138159133	+	0.000	0.000	Merged-chr1-138159171-7
NR53562--MA1107.1.KLF9	chr5	140208842	140208854	+	0.000	0.000	Merged-chr5-140208912-49
NR25755--MA0599.1.KLF5	chr16	8831053	8831062	-	0.000	0.000	Merged-chr16-8830910-11
NR37092--MA0599.1.KLF5	chr2	68471253	68471262	+	0.000	0.000	Merged-chr2-68471266-4
NR67831--MA1107.1.KLF9	chr9	106199301	106199313	+	0.000	0.000	Merged-chr9-106199274-52
NR34588--MA0599.1.KLF5	chr19	41206902	41206911	+	0.000	0.000	Merged-chr19-41206944-35
NR61839--MA0741.1.KLF16	chr7	140845135	140845145	+	0.000	0.000	Merged-chr7-140845076-30
NR10010--MA0741.1.KLF16	chr11	20532413	20532423	+	0.000	0.000	Merged-chr11-20532387-59
NR65442--MA0599.1.KLF5	chr8	127325164	127325173	+	0.000	0.000	Merged-chr8-127325120-17
NR44670--MA0741.1.KLF16	chr3	152714093	152714103	+	0.000	0.000	Merged-chr3-152714247-60
NR1804--MA0741.1.KLF16	chr1	84839175	84839185	+	0.000	0.000	Merged-chr1-84839421-169
NR13302--MA1107.1.KLF9	chr12	13518261	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR33595--MA0039.3.KLF4	chr18	84951699	84951709	-	0.000	0.000	Merged-chr18-84951669-87
NR45031--MA1107.1.KLF9	chr4	6903916	6903928	-	0.000	0.000	Merged-chr4-6903816-37
NR11658--MA0741.1.KLF16	chr11	85311320	85311330	+	0.000	0.000	Merged-chr11-85311484-93
NR29881--MA0740.1.KLF14	chr17	51832731	51832744	-	0.000	0.000	Merged-chr17-51832834-116
NR29313--MA0741.1.KLF16	chr17	33817659	33817669	+	0.000	0.000	Merged-chr17-33817699-57
NR17215--MA0599.1.KLF5	chr13	58113428	58113437	+	0.000	0.000	Merged-chr13-58113406-71
NR30312--MA0039.3.KLF4	chr17	67418062	67418072	-	0.000	0.000	Merged-chr17-67418046-1
NR4622--MA0493.1.Klf1	chr1	181230950	181230960	+	0.000	0.000	Merged-chr1-181230993-50
NR53639--MA0493.1.Klf1	chr5	140649184	140649194	+	0.000	0.000	Merged-chr5-140649068-64
NR52008--MA0599.1.KLF5	chr5	107359542	107359551	+	0.000	0.000	Merged-chr5-107359666-49
NR26724--MA0599.1.KLF5	chr16	48627630	48627639	-	0.000	0.000	Merged-chr16-48627540-25
NR53103--MA0741.1.KLF16	chr5	134099616	134099626	-	0.000	0.000	Merged-chr5-134099725-50
NR67080--MA0599.1.KLF5	chr9	77456629	77456638	+	0.000	0.000	Merged-chr9-77456588-28
NR16438--MA0493.1.Klf1	chr13	23453843	23453853	+	0.000	0.000	Merged-chr13-23453663-42
NR148--MA0740.1.KLF14	chr1	9700455	9700468	-	0.000	0.000	Merged-chr1-9700584-90
NR36000--MA0741.1.KLF16	chr2	30807786	30807796	-	0.000	0.000	Merged-chr2-30807824-61
NR21180--MA0741.1.KLF16	chr14	65149948	65149958	+	0.000	0.000	Merged-chr14-65149936-70
NR28312--MA0740.1.KLF14	chr17	6978844	6978857	-	0.000	0.000	Merged-chr17-6979052-61
NR36666--MA0741.1.KLF16	chr2	52319512	52319522	-	0.000	0.000	Merged-chr2-52319482-58
NR67604--MA0599.1.KLF5	chr9	96517580	96517589	+	0.000	0.000	Merged-chr9-96517564-7
NR49059--MA0741.1.KLF16	chr4	151862161	151862171	+	0.000	0.000	Merged-chr4-151861997-138
NR49232--MA0740.1.KLF14	chr4	155812447	155812460	-	0.000	0.000	Merged-chr4-155812439-57
NR42371--MA0741.1.KLF16	chr3	84345594	84345604	+	0.000	0.000	Merged-chr3-84345416-77
NR17694--MA0599.1.KLF5	chr13	74009421	74009430	-	0.000	0.000	Merged-chr13-74009522-65
NR42648--MA1107.1.KLF9	chr3	93550155	93550167	-	0.000	0.000	Merged-chr3-93550146-53
NR68264--MA0599.1.KLF5	chr9	119402192	119402201	+	0.000	0.000	Merged-chr9-119402239-40
NR59403--MA0742.1.Klf12	chr7	44869849	44869863	-	0.000	0.000	Merged-chr7-44869837-57
NR42913--MA0741.1.KLF16	chr3	101377236	101377246	-	0.000	0.000	Merged-chr3-101377096-48
NR67930--MA0742.1.Klf12	chr9	107710020	107710034	+	0.000	0.000	Merged-chr9-107709894-54
NR59637--MA0599.1.KLF5	chr7	55962536	55962545	+	0.000	0.000	Merged-chr7-55962435-67
NR25509--MA0599.1.KLF5	chr15	103503121	103503130	-	0.000	0.000	Merged-chr15-103503079-38
NR34475--MA1107.1.KLF9	chr19	38054528	38054540	+	0.000	0.000	Merged-chr19-38054631-113
NR61861--MA0493.1.Klf1	chr7	141096849	141096859	+	0.000	0.000	Merged-chr7-141096826-78
NR25848--MA1107.1.KLF9	chr16	10732629	10732641	+	0.000	0.000	Merged-chr16-10732689-38
NR11701--MA0599.1.KLF5	chr11	87737471	87737480	-	0.000	0.000	Merged-chr11-87737337-64
NR17121--MA0599.1.KLF5	chr13	55418268	55418277	-	0.000	0.000	Merged-chr13-55418309-36
NR33590--MA0741.1.KLF16	chr18	84859619	84859629	+	0.000	0.000	Merged-chr18-84859622-32
NR32968--MA0599.1.KLF5	chr18	67255708	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR45565--MA0742.1.Klf12	chr4	32950866	32950880	+	0.000	0.000	Merged-chr4-32950743-79
NR18948--MA0039.3.KLF4	chr13	108297728	108297738	-	0.000	0.000	Merged-chr13-108297760-66
NR61948--MA0741.1.KLF16	chr7	142095290	142095300	-	0.000	0.000	Merged-chr7-142095287-55
NR19501--MA1107.1.KLF9	chr14	8173113	8173125	+	0.000	0.000	Merged-chr14-8173262-80
NR23383--MA0741.1.KLF16	chr15	38452893	38452903	-	0.000	0.000	Merged-chr15-38452892-28
NR1913--MA0741.1.KLF16	chr1	88008547	88008557	+	0.000	0.000	Merged-chr1-88008403-52
NR69581--MA1107.1.KLF9	chrX	162760254	162760266	+	0.000	0.000	Merged-chrX-162760331-82
NR51914--MA0740.1.KLF14	chr5	103692351	103692364	-	0.000	0.000	Merged-chr5-103692321-99
NR47897--MA0599.1.KLF5	chr4	124657588	124657597	-	0.000	0.000	Merged-chr4-124657486-59
NR20414--MA0742.1.Klf12	chr14	40966893	40966907	-	0.000	0.000	Merged-chr14-40966984-107
NR28835--MA0740.1.KLF14	chr17	23925361	23925374	-	0.000	0.000	Merged-chr17-23925294-2
NR67174--MA0741.1.KLF16	chr9	80261159	80261169	-	0.000	0.000	Merged-chr9-80261052-5
NR13447--MA0741.1.KLF16	chr12	21373686	21373696	-	0.000	0.000	Merged-chr12-21373648-61
NR34470--MA0039.3.KLF4	chr19	38054542	38054552	+	0.000	0.000	Merged-chr19-38054631-113
NR25177--MA0493.1.Klf1	chr15	96699757	96699767	-	0.000	0.000	Merged-chr15-96699959-14
NR4667--MA0740.1.KLF14	chr1	184034410	184034423	+	0.000	0.000	Merged-chr1-184034226-93
NR24222--MA0599.1.KLF5	chr15	76973945	76973954	+	0.000	0.000	Merged-chr15-76974110-12
NR53437--MA1107.1.KLF9	chr5	137770752	137770764	+	0.000	0.000	Merged-chr5-137770863-20
NR63782--MA0740.1.KLF14	chr8	71602298	71602311	-	0.000	0.000	Merged-chr8-71602339-29
NR68124--MA0740.1.KLF14	chr9	114731114	114731127	-	0.000	0.000	Merged-chr9-114731222-121
NR64105--MA1107.1.KLF9	chr8	83955247	83955259	+	0.000	0.000	Merged-chr8-83955457-59
NR12552--MA0039.3.KLF4	chr11	109671939	109671949	-	0.000	0.000	Merged-chr11-109672054-52
NR10816--MA1107.1.KLF9	chr11	59839387	59839399	+	0.000	0.000	Merged-chr11-59839574-91
NR28474--MA0599.1.KLF5	chr17	12031398	12031407	+	0.000	0.000	Merged-chr17-12031441-20
NR52599--MA0599.1.KLF5	chr5	121711215	121711224	+	0.000	0.000	Merged-chr5-121711338-4
NR15272--MA0493.1.Klf1	chr12	100856452	100856462	+	0.000	0.000	Merged-chr12-100856491-28
NR25200--MA0599.1.KLF5	chr15	97784366	97784375	-	0.000	0.000	Merged-chr15-97784467-57
NR48728--MA0741.1.KLF16	chr4	141857807	141857817	-	0.000	0.000	Merged-chr4-141857674-32
NR56138--MA1107.1.KLF9	chr6	94665400	94665412	+	0.000	0.000	Merged-chr6-94665476-13
NR51327--MA0741.1.KLF16	chr5	76951246	76951256	-	0.000	0.000	Merged-chr5-76951369-96
NR34033--MA0599.1.KLF5	chr19	8802239	8802248	+	0.000	0.000	Merged-chr19-8802407-58
NR68151--MA1107.1.KLF9	chr9	115387641	115387653	-	0.000	0.000	Merged-chr9-115387656-46
NR29747--MA0493.1.Klf1	chr17	47864639	47864649	+	0.000	0.000	Merged-chr17-47864705-30
NR28519--MA0741.1.KLF16	chr17	12992262	12992272	+	0.000	0.000	Merged-chr17-12992302-122
NR48508--MA0599.1.KLF5	chr4	137866426	137866435	-	0.000	0.000	Merged-chr4-137866445-39
NR48847--MA1107.1.KLF9	chr4	147402130	147402142	+	0.000	0.000	Merged-chr4-147401974-46
NR10830--MA0493.1.Klf1	chr11	60115375	60115385	+	0.000	0.000	Merged-chr11-60115208-93
NR4524--MA0740.1.KLF14	chr1	178835867	178835880	+	0.000	0.000	Merged-chr1-178835689-1,Merged-chr1-178835926-2
NR26742--MA0599.1.KLF5	chr16	48994040	48994049	-	0.000	0.000	Merged-chr16-48994090-67
NR4676--MA0657.1.KLF13	chr1	184732720	184732737	-	0.000	0.000	Merged-chr1-184732542-127
NR2005--MA0741.1.KLF16	chr1	91405697	91405707	-	0.000	0.000	Merged-chr1-91405791-30
NR14504--MA1107.1.KLF9	chr12	72014610	72014622	+	0.000	0.000	Merged-chr12-72014638-4
NR44183--MA1107.1.KLF9	chr3	143379403	143379415	+	0.000	0.000	Merged-chr3-143379316-24
NR42412--MA0742.1.Klf12	chr3	86920443	86920457	+	0.000	0.000	Merged-chr3-86920469-86
NR25172--MA0741.1.KLF16	chr15	96684762	96684772	+	0.000	0.000	Merged-chr15-96684531-29
NR61786--MA0741.1.KLF16	chr7	139389009	139389019	+	0.000	0.000	Merged-chr7-139388959-78
NR51024--MA0039.3.KLF4	chr5	67016233	67016243	-	0.000	0.000	Merged-chr5-67016184-1
NR38312--MA0741.1.KLF16	chr2	119674988	119674998	-	0.000	0.000	Merged-chr2-119675239-113
NR53334--MA1107.1.KLF9	chr5	136173661	136173673	-	0.000	0.000	Merged-chr5-136173807-4
NR12664--MA0039.3.KLF4	chr11	115249810	115249820	-	0.000	0.000	Merged-chr11-115249853-1
NR66845--MA0493.1.Klf1	chr9	65461185	65461195	-	0.000	0.000	Merged-chr9-65461064-58
NR52610--MA0741.1.KLF16	chr5	122050429	122050439	+	0.000	0.000	Merged-chr5-122050388-11
NR918--MA0599.1.KLF5	chr1	43827796	43827805	+	0.000	0.000	Merged-chr1-43827662-129
NR34747--MA0741.1.KLF16	chr19	46761445	46761455	+	0.000	0.000	Merged-chr19-46761432-95
NR16933--MA0741.1.KLF16	chr13	48546658	48546668	+	0.000	0.000	Merged-chr13-48546690-1
NR69475--MA0599.1.KLF5	chrX	150813354	150813363	+	0.000	0.000	Merged-chrX-150813149-62
NR63052--MA0741.1.KLF16	chr8	45934776	45934786	+	0.000	0.000	Merged-chr8-45934835-41
NR5510--MA1107.1.KLF9	chr10	12963981	12963993	+	0.000	0.000	Merged-chr10-12964276-93
NR19324--MA0741.1.KLF16	chr13	119790910	119790920	-	0.000	0.000	Merged-chr13-119790826-111
NR45189--MA0741.1.KLF16	chr4	11076340	11076350	+	0.000	0.000	Merged-chr4-11076222-62
NR40043--MA1107.1.KLF9	chr2	169504326	169504338	+	0.000	0.000	Merged-chr2-169504323-1
NR68899--MA0740.1.KLF14	chrX	56609827	56609840	-	0.000	0.000	Merged-chrX-56609887-66
NR40247--MA0741.1.KLF16	chr2	173578402	173578412	+	0.000	0.000	Merged-chr2-173578364-53
NR12431--MA0741.1.KLF16	chr11	106193666	106193676	+	0.000	0.000	Merged-chr11-106193514-84
NR53116--MA0741.1.KLF16	chr5	134266424	134266434	-	0.000	0.000	Merged-chr5-134266508-58
NR4672--MA0599.1.KLF5	chr1	184066672	184066681	+	0.000	0.000	Merged-chr1-184066705-28
NR33082--MA0599.1.KLF5	chr18	69344468	69344477	+	0.000	0.000	Merged-chr18-69344405-52
NR7319--MA0493.1.Klf1	chr10	77259119	77259129	-	0.000	0.000	Merged-chr10-77259226-56
NR55804--MA0742.1.Klf12	chr6	85432038	85432052	-	0.000	0.000	Merged-chr6-85432014-45
NR24320--MA0493.1.Klf1	chr15	78773514	78773524	+	0.000	0.000	Merged-chr15-78773486-35
NR20211--MA0740.1.KLF14	chr14	31830805	31830818	-	0.000	0.000	Merged-chr14-31830494-112
NR45055--MA0742.1.Klf12	chr4	8690861	8690875	-	0.000	0.000	Merged-chr4-8690646-122
NR48837--MA0741.1.KLF16	chr4	147124820	147124830	-	0.000	0.000	Merged-chr4-147124930-38
NR3102--MA1107.1.KLF9	chr1	139181151	139181163	-	0.000	0.000	Merged-chr1-139181025-29
NR15759--MA0741.1.KLF16	chr12	118836994	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR47422--MA0493.1.Klf1	chr4	107923662	107923672	+	0.000	0.000	Merged-chr4-107923581-50
NR49055--MA1107.1.KLF9	chr4	151861946	151861958	+	0.000	0.000	Merged-chr4-151861997-138
NR41922--MA0599.1.KLF5	chr3	61413342	61413351	+	0.000	0.000	Merged-chr3-61413459-3
NR54271--MA0741.1.KLF16	chr6	13677975	13677985	-	0.000	0.000	Merged-chr6-13677797-118
NR15613--MA0599.1.KLF5	chr12	111574568	111574577	-	0.000	0.000	Merged-chr12-111574620-70
NR66737--MA1107.1.KLF9	chr9	61947338	61947350	-	0.000	0.000	Merged-chr9-61947278-11
NR38172--MA1107.1.KLF9	chr2	117312728	117312740	-	0.000	0.000	Merged-chr2-117312690-43
NR67140--MA0741.1.KLF16	chr9	78427563	78427573	-	0.000	0.000	Merged-chr9-78427642-36
NR59856--MA0493.1.Klf1	chr7	63939859	63939869	+	0.000	0.000	Merged-chr7-63939782-2
NR36013--MA0741.1.KLF16	chr2	30982256	30982266	+	0.000	0.000	Merged-chr2-30982189-58
NR46139--MA0740.1.KLF14	chr4	49631953	49631966	+	0.000	0.000	Merged-chr4-49632034-71
NR16488--MA0599.1.KLF5	chr13	24831549	24831558	+	0.000	0.000	Merged-chr13-24831601-67
NR48973--MA0493.1.Klf1	chr4	150029913	150029923	-	0.000	0.000	Merged-chr4-150029862-9
NR26620--MA1107.1.KLF9	chr16	44016449	44016461	+	0.000	0.000	Merged-chr16-44016321-50
NR38715--MA0599.1.KLF5	chr2	131171585	131171594	+	0.000	0.000	Merged-chr2-131171602-23
NR34333--MA0741.1.KLF16	chr19	31337342	31337352	-	0.000	0.000	Merged-chr19-31337298-1
NR56851--MA0599.1.KLF5	chr6	120112456	120112465	-	0.000	0.000	Merged-chr6-120112379-94
NR52697--MA0493.1.Klf1	chr5	123016172	123016182	-	0.000	0.000	Merged-chr5-123016010-9
NR42384--MA0741.1.KLF16	chr3	84582771	84582781	-	0.000	0.000	Merged-chr3-84582675-84
NR9090--MA0039.3.KLF4	chr10	121033844	121033854	-	0.000	0.000	Merged-chr10-121033809-97
NR28018--MA0742.1.Klf12	chr16	94354647	94354661	-	0.000	0.000	Merged-chr16-94354620-30
NR33054--MA1107.1.KLF9	chr18	68300425	68300437	-	0.000	0.000	Merged-chr18-68300275-69
NR52482--MA0493.1.Klf1	chr5	118465217	118465227	-	0.000	0.000	Merged-chr5-118465239-56
NR25504--MA0493.1.Klf1	chr15	103340174	103340184	-	0.000	0.000	Merged-chr15-103340196-50
NR27137--MA1107.1.KLF9	chr16	65136014	65136026	+	0.000	0.000	Merged-chr16-65135972-1
NR63285--MA0599.1.KLF5	chr8	57503830	57503839	-	0.000	0.000	Merged-chr8-57503871-22
NR47734--MA0742.1.Klf12	chr4	120287788	120287802	-	0.000	0.000	Merged-chr4-120287807-68
NR40672--MA0740.1.KLF14	chr3	10439628	10439641	-	0.000	0.000	Merged-chr3-10439565-1
NR15496--MA0493.1.Klf1	chr12	108794323	108794333	-	0.000	0.000	Merged-chr12-108794426-50
NR43775--MA0599.1.KLF5	chr3	131490266	131490275	-	0.000	0.000	Merged-chr3-131490308-37
NR37858--MA0599.1.KLF5	chr2	103073688	103073697	+	0.000	0.000	Merged-chr2-103073644-68
NR45708--MA0657.1.KLF13	chr4	40757923	40757940	+	0.000	0.000	Merged-chr4-40757747-77
