#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1574--MA0591.1.Bach1::Mafk	chr10	128589735	128589749	-	0.000	0.000	Merged-chr10-128589966-64
NR10342--MA0089.1.MAFG::NFE2L1	chr8	94836191	94836196	+	0.000	0.000	Merged-chr8-94836236-13
NR2433--MA0089.1.MAFG::NFE2L1	chr12	77291255	77291260	+	0.000	0.000	Merged-chr12-77291183-18
NR6912--MA0591.1.Bach1::Mafk	chr3	101047786	101047800	-	0.000	0.000	Merged-chr3-101047810-38
NR10557--MA0089.1.MAFG::NFE2L1	chr8	123319806	123319811	-	0.000	0.000	Merged-chr8-123319889-16
NR10587--MA0659.1.MAFG	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR9018--MA0117.2.Mafb	chr6	100800561	100800572	-	0.000	0.000	Merged-chr6-100800670-28
NR9351--MA0089.1.MAFG::NFE2L1	chr6	143868435	143868440	-	0.000	0.000	Merged-chr6-143868417-58
NR570--MA0591.1.Bach1::Mafk	chr1	156667645	156667659	-	0.000	0.000	Merged-chr1-156667693-16
NR5613--MA0591.1.Bach1::Mafk	chr19	53038331	53038345	-	0.000	0.000	Merged-chr19-53038497-69
NR4549--MA0591.1.Bach1::Mafk	chr16	84800209	84800223	-	0.000	0.000	Merged-chr16-84800124-30
NR2735--MA0089.1.MAFG::NFE2L1	chr12	117348646	117348651	+	0.000	0.000	Merged-chr12-117348724-32
NR6363--MA0089.1.MAFG::NFE2L1	chr2	146606407	146606412	-	0.000	0.000	Merged-chr2-146606447-27
NR2244--MA0089.1.MAFG::NFE2L1	chr12	12289900	12289905	+	0.000	0.000	Merged-chr12-12289844-38
NR2571--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR1390--MA0089.1.MAFG::NFE2L1	chr10	96460772	96460777	+	0.000	0.000	Merged-chr10-96460820-31
NR10147--MA0501.1.MAF::NFE2	chr8	34591186	34591200	+	0.000	0.000	Merged-chr8-34591270-22
NR6578--MA0089.1.MAFG::NFE2L1	chr2	170247903	170247908	+	0.000	0.000	Merged-chr2-170247949-28
NR9461--MA0591.1.Bach1::Mafk	chr6	149348426	149348440	-	0.000	0.000	Merged-chr6-149348388-7
NR9918--MA0117.2.Mafb	chr7	118104853	118104864	+	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR7491--MA0501.1.MAF::NFE2	chr4	63899067	63899081	-	0.000	0.000	Merged-chr4-63899190-80
NR8412--MA0659.1.MAFG	chr5	115635603	115635623	+	0.000	0.000	Merged-chr5-115635680-25
NR10831--MA0089.1.MAFG::NFE2L1	chr9	75541761	75541766	-	0.000	0.000	Merged-chr9-75541698-38
NR5293--MA0501.1.MAF::NFE2	chr18	69084717	69084731	+	0.000	0.000	Merged-chr18-69084701-84
NR10160--MA0495.2.MAFF	chr8	40595243	40595263	+	0.000	0.000	Merged-chr8-40595277-53
NR2633--MA0089.1.MAFG::NFE2L1	chr12	110389608	110389613	+	0.000	0.000	Merged-chr12-110389691-32
NR3186--MA0089.1.MAFG::NFE2L1	chr13	104622651	104622656	+	0.000	0.000	Merged-chr13-104622771-85
NR4194--MA0501.1.MAF::NFE2	chr15	97907356	97907370	-	0.000	0.000	Merged-chr15-97907390-3
NR6935--MA0591.1.Bach1::Mafk	chr3	103927755	103927769	+	0.000	0.000	Merged-chr3-103927636-31
NR113--MA0495.2.MAFF	chr1	52066889	52066909	+	0.000	0.000	Merged-chr1-52066714-41
NR5700--MA0591.1.Bach1::Mafk	chr2	9574296	9574310	+	0.000	0.000	Merged-chr2-9574386-32
NR8622--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR9175--MA0089.1.MAFG::NFE2L1	chr6	122259017	122259022	-	0.000	0.000	Merged-chr6-122259137-47
NR8098--MA0591.1.Bach1::Mafk	chr5	31576934	31576948	+	0.000	0.000	Merged-chr5-31576784-60
NR3972--MA0496.2.MAFK	chr15	51805086	51805104	-	0.000	0.000	Merged-chr15-51805093-44
NR7188--MA0501.1.MAF::NFE2	chr3	144432276	144432290	-	0.000	0.000	Merged-chr3-144432353-38
NR6227--MA0591.1.Bach1::Mafk	chr2	122028602	122028616	+	0.000	0.000	Merged-chr2-122028535-87
NR4214--MA0089.1.MAFG::NFE2L1	chr15	100461237	100461242	+	0.000	0.000	Merged-chr15-100461368-57
NR9262--MA0089.1.MAFG::NFE2L1	chr6	134220514	134220519	+	0.000	0.000	Merged-chr6-134220428-49
NR678--MA0591.1.Bach1::Mafk	chr1	172289024	172289038	-	0.000	0.000	Merged-chr1-172289073-4
NR6362--MA0117.2.Mafb	chr2	146214847	146214858	+	0.000	0.000	Merged-chr2-146214775-43
NR5849--MA0089.1.MAFG::NFE2L1	chr2	45019185	45019190	+	0.000	0.000	Merged-chr2-45019275-14
NR9954--MA0117.2.Mafb	chr7	120831077	120831088	+	0.000	0.000	Merged-chr7-120830904-87
NR8979--MA0495.2.MAFF	chr6	97447130	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR11252--MA0659.1.MAFG	chrX	102187270	102187290	+	0.000	0.000	Merged-chrX-102187389-30
NR7719--MA0089.1.MAFG::NFE2L1	chr4	123588811	123588816	+	0.000	0.000	Merged-chr4-123588937-38
NR4516--MA0089.1.MAFG::NFE2L1	chr16	78236975	78236980	+	0.000	0.000	Merged-chr16-78236959-38
NR8144--MA0089.1.MAFG::NFE2L1	chr5	52669686	52669691	+	0.000	0.000	Merged-chr5-52669668-56
NR11124--MA0591.1.Bach1::Mafk	chr9	124439873	124439887	-	0.000	0.000	Merged-chr9-124440009-73
NR90--MA0089.1.MAFG::NFE2L1	chr1	43168786	43168791	+	0.000	0.000	Merged-chr1-43168933-57
NR1892--MA0089.1.MAFG::NFE2L1	chr11	76791446	76791451	+	0.000	0.000	Merged-chr11-76791431-20
NR1144--MA0495.2.MAFF	chr10	60352062	60352082	-	0.000	0.000	Merged-chr10-60352057-41
NR1904--MA0089.1.MAFG::NFE2L1	chr11	79678678	79678683	-	0.000	0.000	Merged-chr11-79678746-30
NR10750--MA0501.1.MAF::NFE2	chr9	46083485	46083499	-	0.000	0.000	Merged-chr9-46083625-49
NR6952--MA0089.1.MAFG::NFE2L1	chr3	106485958	106485963	+	0.000	0.000	Merged-chr3-106485995-50
NR8424--MA0495.2.MAFF	chr5	118269183	118269203	-	0.000	0.000	Merged-chr5-118269215-26
NR9856--MA0501.1.MAF::NFE2	chr7	108954452	108954466	-	0.000	0.000	Merged-chr7-108954427-29
NR7594--MA0591.1.Bach1::Mafk	chr4	103203371	103203385	+	0.000	0.000	Merged-chr4-103203272-1
NR8887--MA0659.1.MAFG	chr6	70709472	70709492	+	0.000	0.000	Merged-chr6-70709572-48
NR7026--MA0089.1.MAFG::NFE2L1	chr3	116474739	116474744	-	0.000	0.000	Merged-chr3-116474712-27
NR3097--MA0089.1.MAFG::NFE2L1	chr13	90814692	90814697	+	0.000	0.000	Merged-chr13-90814791-1
NR8331--MA0089.1.MAFG::NFE2L1	chr5	103719956	103719961	-	0.000	0.000	Merged-chr5-103720100-12
NR4893--MA0089.1.MAFG::NFE2L1	chr17	57061306	57061311	-	0.000	0.000	Merged-chr17-57061282-9
NR8918--MA0501.1.MAF::NFE2	chr6	82702842	82702856	+	0.000	0.000	Merged-chr6-82702849-35
NR5556--MA0501.1.MAF::NFE2	chr19	33429569	33429583	-	0.000	0.000	Merged-chr19-33429713-40
NR6040--MA0117.2.Mafb	chr2	101756238	101756249	-	0.000	0.000	Merged-chr2-101756112-111
NR8426--MA0659.1.MAFG	chr5	118269183	118269203	+	0.000	0.000	Merged-chr5-118269215-26
NR1063--MA0591.1.Bach1::Mafk	chr10	41595877	41595891	-	0.000	0.000	Merged-chr10-41595749-48
NR5702--MA0501.1.MAF::NFE2	chr2	9574299	9574313	+	0.000	0.000	Merged-chr2-9574386-32
NR328--MA0496.2.MAFK	chr1	106268518	106268536	+	0.000	0.000	Merged-chr1-106268464-31
NR381--MA0591.1.Bach1::Mafk	chr1	125390341	125390355	+	0.000	0.000	Merged-chr1-125390190-80
NR6596--MA0501.1.MAF::NFE2	chr2	174566021	174566035	-	0.000	0.000	Merged-chr2-174566072-46
NR5275--MA0591.1.Bach1::Mafk	chr18	67301726	67301740	+	0.000	0.000	Merged-chr18-67301646-31
NR423--MA0591.1.Bach1::Mafk	chr1	133175368	133175382	-	0.000	0.000	Merged-chr1-133175373-22
NR4503--MA0496.2.MAFK	chr16	75903185	75903203	+	0.000	0.000	Merged-chr16-75903251-33
NR1700--MA0089.1.MAFG::NFE2L1	chr11	43380016	43380021	-	0.000	0.000	Merged-chr11-43379857-7
NR2148--MA0591.1.Bach1::Mafk	chr11	115128698	115128712	+	0.000	0.000	Merged-chr11-115128624-38
NR4238--MA0089.1.MAFG::NFE2L1	chr15	102510783	102510788	+	0.000	0.000	Merged-chr15-102510806-31
NR1840--MA0117.2.Mafb	chr11	69332063	69332074	+	0.000	0.000	Merged-chr11-69332186-23
NR2574--MA0496.2.MAFK	chr12	102588573	102588591	-	0.000	0.000	Merged-chr12-102588735-27
NR6389--MA0501.1.MAF::NFE2	chr2	150645488	150645502	-	0.000	0.000	Merged-chr2-150645418-8
NR6963--MA0089.1.MAFG::NFE2L1	chr3	107559402	107559407	+	0.000	0.000	Merged-chr3-107559278-21
NR8948--MA0089.1.MAFG::NFE2L1	chr6	88958015	88958020	+	0.000	0.000	Merged-chr6-88958094-9
NR4220--MA0501.1.MAF::NFE2	chr15	100687231	100687245	+	0.000	0.000	Merged-chr15-100687236-65
NR9877--MA0089.1.MAFG::NFE2L1	chr7	113143683	113143688	+	0.000	0.000	Merged-chr7-113143723-32
NR3599--MA0089.1.MAFG::NFE2L1	chr14	70963725	70963730	-	0.000	0.000	Merged-chr14-70963640-56
NR7446--MA0496.2.MAFK	chr4	55343230	55343248	+	0.000	0.000	Merged-chr4-55343422-62
NR10711--MA0496.2.MAFK	chr9	37242670	37242688	+	0.000	0.000	Merged-chr9-37242651-16
NR4124--MA0501.1.MAF::NFE2	chr15	82163822	82163836	+	0.000	0.000	Merged-chr15-82163866-28
NR8415--MA0496.2.MAFK	chr5	115635604	115635622	-	0.000	0.000	Merged-chr5-115635680-25
NR8759--MA0089.1.MAFG::NFE2L1	chr6	30804860	30804865	-	0.000	0.000	Merged-chr6-30804874-26
NR9899--MA0501.1.MAF::NFE2	chr7	115734398	115734412	-	0.000	0.000	Merged-chr7-115734410-28
NR1297--MA0495.2.MAFF	chr10	86794890	86794910	-	0.000	0.000	Merged-chr10-86794881-42
NR9399--MA0089.1.MAFG::NFE2L1	chr6	145616745	145616750	-	0.000	0.000	Merged-chr6-145616643-48
NR5645--MA0659.1.MAFG	chr19	57093468	57093488	+	0.000	0.000	Merged-chr19-57093567-48
NR8355--MA0089.1.MAFG::NFE2L1	chr5	105798540	105798545	-	0.000	0.000	Merged-chr5-105798670-49
NR4660--MA0496.2.MAFK	chr17	5303510	5303528	-	0.000	0.000	Merged-chr17-5303448-46
NR2453--MA0089.1.MAFG::NFE2L1	chr12	82251510	82251515	-	0.000	0.000	Merged-chr12-82251542-24
NR6972--MA0659.1.MAFG	chr3	108537560	108537580	+	0.000	0.000	Merged-chr3-108537509-16
NR5858--MA0089.1.MAFG::NFE2L1	chr2	48315486	48315491	+	0.000	0.000	Merged-chr2-48315490-45
NR8554--MA0496.2.MAFK	chr5	142448394	142448412	-	0.000	0.000	Merged-chr5-142448272-36
NR8442--MA0089.1.MAFG::NFE2L1	chr5	118413583	118413588	+	0.000	0.000	Merged-chr5-118413614-33
NR2164--MA0089.1.MAFG::NFE2L1	chr11	117295422	117295427	-	0.000	0.000	Merged-chr11-117295513-10
NR1760--MA0659.1.MAFG	chr11	51898836	51898856	-	0.000	0.000	Merged-chr11-51898870-27
NR11255--MA0496.2.MAFK	chrX	102187271	102187289	+	0.000	0.000	Merged-chrX-102187389-30
NR5454--MA0089.1.MAFG::NFE2L1	chr19	10740845	10740850	+	0.000	0.000	Merged-chr19-10740787-51
NR8308--MA0496.2.MAFK	chr5	100466828	100466846	+	0.000	0.000	Merged-chr5-100466890-43
NR1839--MA0495.2.MAFF	chr11	69332063	69332083	-	0.000	0.000	Merged-chr11-69332186-23
NR6748--MA0501.1.MAF::NFE2	chr3	51226936	51226950	-	0.000	0.000	Merged-chr3-51226819-40
NR5862--MA0496.2.MAFK	chr2	52319425	52319443	+	0.000	0.000	Merged-chr2-52319482-58
NR8744--MA0089.1.MAFG::NFE2L1	chr6	24527544	24527549	+	0.000	0.000	Merged-chr6-24527621-68
NR4625--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR10260--MA0089.1.MAFG::NFE2L1	chr8	77436394	77436399	+	0.000	0.000	Merged-chr8-77436264-47
NR3547--MA0501.1.MAF::NFE2	chr14	62843351	62843365	-	0.000	0.000	Merged-chr14-62843226-22
NR2544--MA0501.1.MAF::NFE2	chr12	100903896	100903910	-	0.000	0.000	Merged-chr12-100903895-50
NR8831--MA0089.1.MAFG::NFE2L1	chr6	50601685	50601690	+	0.000	0.000	Merged-chr6-50601872-31
NR10099--MA0089.1.MAFG::NFE2L1	chr8	11452691	11452696	-	0.000	0.000	Merged-chr8-11452787-41
NR6396--MA0089.1.MAFG::NFE2L1	chr2	150918919	150918924	-	0.000	0.000	Merged-chr2-150918832-31
NR3275--MA0501.1.MAF::NFE2	chr13	110842271	110842285	-	0.000	0.000	Merged-chr13-110842123-42
NR7834--MA0659.1.MAFG	chr4	142153734	142153754	+	0.000	0.000	Merged-chr4-142153700-30
NR1969--MA0495.2.MAFF	chr11	90576717	90576737	+	0.000	0.000	Merged-chr11-90576690-20
NR1279--MA0496.2.MAFK	chr10	85128228	85128246	-	0.000	0.000	Merged-chr10-85128174-62
NR9215--MA0495.2.MAFF	chr6	128345840	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR5362--MA0501.1.MAF::NFE2	chr18	80469706	80469720	-	0.000	0.000	Merged-chr18-80469735-111
NR7928--MA0089.1.MAFG::NFE2L1	chr4	152138760	152138765	-	0.000	0.000	Merged-chr4-152138737-60
NR6508--MA0089.1.MAFG::NFE2L1	chr2	164084195	164084200	+	0.000	0.000	Merged-chr2-164084194-102
NR389--MA0089.1.MAFG::NFE2L1	chr1	127646295	127646300	-	0.000	0.000	Merged-chr1-127646440-21
NR6959--MA0117.2.Mafb	chr3	107061723	107061734	-	0.000	0.000	Merged-chr3-107061699-25
NR9454--MA0117.2.Mafb	chr6	149193734	149193745	-	0.000	0.000	Merged-chr6-149193776-50
NR261--MA0089.1.MAFG::NFE2L1	chr1	87098822	87098827	+	0.000	0.000	Merged-chr1-87098850-16
NR9455--MA0501.1.MAF::NFE2	chr6	149193731	149193745	+	0.000	0.000	Merged-chr6-149193776-50
NR4173--MA0591.1.Bach1::Mafk	chr15	93910415	93910429	+	0.000	0.000	Merged-chr15-93910453-15
NR10884--MA0117.2.Mafb	chr9	82967473	82967484	+	0.000	0.000	Merged-chr9-82967336-26
NR5514--MA0591.1.Bach1::Mafk	chr19	26414885	26414899	-	0.000	0.000	Merged-chr19-26414799-20
NR9497--MA0089.1.MAFG::NFE2L1	chr7	16376629	16376634	+	0.000	0.000	Merged-chr7-16376685-9
NR1046--MA0591.1.Bach1::Mafk	chr10	39242121	39242135	-	0.000	0.000	Merged-chr10-39242080-33
NR1606--MA0496.2.MAFK	chr11	3151527	3151545	+	0.000	0.000	Merged-chr11-3151424-21
NR2946--MA0591.1.Bach1::Mafk	chr13	54192452	54192466	-	0.000	0.000	Merged-chr13-54192310-53
NR9132--MA0659.1.MAFG	chr6	117431667	117431687	+	0.000	0.000	Merged-chr6-117431708-65
NR1711--MA0591.1.Bach1::Mafk	chr11	43748004	43748018	-	0.000	0.000	Merged-chr11-43747947-60
NR882--MA0659.1.MAFG	chr1	191739577	191739597	+	0.000	0.000	Merged-chr1-191739403-4
NR3053--MA0501.1.MAF::NFE2	chr13	83566389	83566403	-	0.000	0.000	Merged-chr13-83566220-57
NR8164--MA0089.1.MAFG::NFE2L1	chr5	53872242	53872247	-	0.000	0.000	Merged-chr5-53872075-29
NR5465--MA0089.1.MAFG::NFE2L1	chr19	12833815	12833820	-	0.000	0.000	Merged-chr19-12833671-54
NR2262--MA0089.1.MAFG::NFE2L1	chr12	17373772	17373777	+	0.000	0.000	Merged-chr12-17373480-96
NR4428--MA0496.2.MAFK	chr16	52418694	52418712	+	0.000	0.000	Merged-chr16-52418568-49
NR595--MA0501.1.MAF::NFE2	chr1	161180849	161180863	-	0.000	0.000	Merged-chr1-161180874-22
NR10411--MA0591.1.Bach1::Mafk	chr8	114827954	114827968	-	0.000	0.000	Merged-chr8-114827990-5
NR287--MA0089.1.MAFG::NFE2L1	chr1	92371810	92371815	+	0.000	0.000	Merged-chr1-92371802-28
NR9404--MA0591.1.Bach1::Mafk	chr6	146107622	146107636	-	0.000	0.000	Merged-chr6-146107626-18
NR5995--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR2903--MA0501.1.MAF::NFE2	chr13	45623890	45623904	+	0.000	0.000	Merged-chr13-45624002-39
NR2890--MA0501.1.MAF::NFE2	chr13	42113899	42113913	-	0.000	0.000	Merged-chr13-42113906-29
NR6000--MA0591.1.Bach1::Mafk	chr2	92434120	92434134	+	0.000	0.000	Merged-chr2-92434096-58
NR7913--MA0089.1.MAFG::NFE2L1	chr4	149854401	149854406	+	0.000	0.000	Merged-chr4-149854542-67
NR8466--MA0089.1.MAFG::NFE2L1	chr5	122163508	122163513	-	0.000	0.000	Merged-chr5-122163401-39
NR9395--MA0089.1.MAFG::NFE2L1	chr6	145374520	145374525	-	0.000	0.000	Merged-chr6-145374595-4
NR1791--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR1520--MA0089.1.MAFG::NFE2L1	chr10	120270956	120270961	+	0.000	0.000	Merged-chr10-120271095-32
NR3958--MA0501.1.MAF::NFE2	chr15	41612398	41612412	+	0.000	0.000	Merged-chr15-41612397-47
NR9925--MA0501.1.MAF::NFE2	chr7	118104820	118104834	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR9973--MA0089.1.MAFG::NFE2L1	chr7	123369060	123369065	+	0.000	0.000	Merged-chr7-123369010-1,Merged-chr7-123369239-2
NR10197--MA0089.1.MAFG::NFE2L1	chr8	61517654	61517659	-	0.000	0.000	Merged-chr8-61517791-23
NR6495--MA0591.1.Bach1::Mafk	chr2	163155372	163155386	-	0.000	0.000	Merged-chr2-163155228-25
NR5260--MA0591.1.Bach1::Mafk	chr18	65107240	65107254	-	0.000	0.000	Merged-chr18-65107334-45
NR10209--MA0089.1.MAFG::NFE2L1	chr8	66860200	66860205	+	0.000	0.000	Merged-chr8-66860248-21
NR10891--MA0496.2.MAFK	chr9	83564271	83564289	+	0.000	0.000	Merged-chr9-83564254-44
NR1201--MA0117.2.Mafb	chr10	77130571	77130582	+	0.000	0.000	Merged-chr10-77130786-40
NR3603--MA0495.2.MAFF	chr14	71104097	71104117	+	0.000	0.000	Merged-chr14-71104246-27
NR2455--MA0591.1.Bach1::Mafk	chr12	82284813	82284827	-	0.000	0.000	Merged-chr12-82284829-46
NR6215--MA0591.1.Bach1::Mafk	chr2	119872773	119872787	+	0.000	0.000	Merged-chr2-119872988-44
NR7811--MA0089.1.MAFG::NFE2L1	chr4	138779671	138779676	+	0.000	0.000	Merged-chr4-138779760-7
NR5648--MA0496.2.MAFK	chr19	57093469	57093487	-	0.000	0.000	Merged-chr19-57093567-48
NR8499--MA0117.2.Mafb	chr5	134491942	134491953	+	0.000	0.000	Merged-chr5-134491981-46
NR2645--MA0659.1.MAFG	chr12	111516974	111516994	-	0.000	0.000	Merged-chr12-111516948-28
NR2572--MA0501.1.MAF::NFE2	chr12	102588578	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR2412--MA0591.1.Bach1::Mafk	chr12	76867829	76867843	+	0.000	0.000	Merged-chr12-76867934-28
NR5752--MA0089.1.MAFG::NFE2L1	chr2	18872948	18872953	+	0.000	0.000	Merged-chr2-18873017-31
NR5480--MA0117.2.Mafb	chr19	15923593	15923604	+	0.000	0.000	Merged-chr19-15923659-34
NR7736--MA0117.2.Mafb	chr4	126429472	126429483	+	0.000	0.000	Merged-chr4-126429533-65
NR9794--MA0591.1.Bach1::Mafk	chr7	98341665	98341679	+	0.000	0.000	Merged-chr7-98341648-39
NR2097--MA0495.2.MAFF	chr11	108094971	108094991	-	0.000	0.000	Merged-chr11-108095008-29
NR2388--MA0089.1.MAFG::NFE2L1	chr12	71897749	71897754	+	0.000	0.000	Merged-chr12-71897525-19
NR3498--MA0591.1.Bach1::Mafk	chr14	54492961	54492975	-	0.000	0.000	Merged-chr14-54492822-61
NR950--MA0089.1.MAFG::NFE2L1	chr10	13090938	13090943	-	0.000	0.000	Merged-chr10-13090848-31
NR2956--MA0496.2.MAFK	chr13	55636650	55636668	+	0.000	0.000	Merged-chr13-55636712-28
NR7633--MA0117.2.Mafb	chr4	109149586	109149597	+	0.000	0.000	Merged-chr4-109149578-7
NR9086--MA0591.1.Bach1::Mafk	chr6	108895329	108895343	+	0.000	0.000	Merged-chr6-108895381-27
NR5432--MA0591.1.Bach1::Mafk	chr19	5878093	5878107	-	0.000	0.000	Merged-chr19-5878025-63
NR551--MA0117.2.Mafb	chr1	155006653	155006664	+	0.000	0.000	Merged-chr1-155006660-49
NR8495--MA0501.1.MAF::NFE2	chr5	130196626	130196640	+	0.000	0.000	Merged-chr5-130196551-48
NR2461--MA0501.1.MAF::NFE2	chr12	84218910	84218924	+	0.000	0.000	Merged-chr12-84218783-53
NR7636--MA0495.2.MAFF	chr4	109476591	109476611	-	0.000	0.000	Merged-chr4-109476466-95
NR10397--MA0089.1.MAFG::NFE2L1	chr8	111720303	111720308	-	0.000	0.000	Merged-chr8-111720342-23
NR7078--MA0117.2.Mafb	chr3	128151263	128151274	+	0.000	0.000	Merged-chr3-128151180-1
NR10409--MA0089.1.MAFG::NFE2L1	chr8	114572656	114572661	+	0.000	0.000	Merged-chr8-114572500-1
NR2099--MA0659.1.MAFG	chr11	108094971	108094991	-	0.000	0.000	Merged-chr11-108095008-29
NR6302--MA0591.1.Bach1::Mafk	chr2	135659151	135659165	-	0.000	0.000	Merged-chr2-135659291-148
NR9393--MA0089.1.MAFG::NFE2L1	chr6	145306949	145306954	+	0.000	0.000	Merged-chr6-145306882-40
NR5274--MA0089.1.MAFG::NFE2L1	chr18	67301728	67301733	+	0.000	0.000	Merged-chr18-67301646-31
NR5198--MA0501.1.MAF::NFE2	chr18	50022526	50022540	-	0.000	0.000	Merged-chr18-50022640-10
NR5368--MA0591.1.Bach1::Mafk	chr18	81047034	81047048	-	0.000	0.000	Merged-chr18-81046946-36
NR8130--MA0591.1.Bach1::Mafk	chr5	38307977	38307991	-	0.000	0.000	Merged-chr5-38307807-52
NR9687--MA0591.1.Bach1::Mafk	chr7	74459604	74459618	-	0.000	0.000	Merged-chr7-74459467-35
NR8726--MA0495.2.MAFF	chr6	17629864	17629884	+	0.000	0.000	Merged-chr6-17630018-29
NR8215--MA0591.1.Bach1::Mafk	chr5	74348755	74348769	-	0.000	0.000	Merged-chr5-74348625-55
NR7635--MA0089.1.MAFG::NFE2L1	chr4	109430919	109430924	-	0.000	0.000	Merged-chr4-109431070-25
NR7638--MA0659.1.MAFG	chr4	109476591	109476611	+	0.000	0.000	Merged-chr4-109476466-95
NR2286--MA0089.1.MAFG::NFE2L1	chr12	25994274	25994279	+	0.000	0.000	Merged-chr12-25994111-47
NR5003--MA0591.1.Bach1::Mafk	chr17	84633518	84633532	+	0.000	0.000	Merged-chr17-84633706-27
NR9129--MA0089.1.MAFG::NFE2L1	chr6	117431693	117431698	+	0.000	0.000	Merged-chr6-117431708-65
NR7189--MA0501.1.MAF::NFE2	chr3	144432535	144432549	+	0.000	0.000	Merged-chr3-144432353-38
NR4156--MA0089.1.MAFG::NFE2L1	chr15	93375733	93375738	-	0.000	0.000	Merged-chr15-93375803-4
NR10786--MA0089.1.MAFG::NFE2L1	chr9	61385988	61385993	-	0.000	0.000	Merged-chr9-61385921-10
NR6098--MA0496.2.MAFK	chr2	114059829	114059847	-	0.000	0.000	Merged-chr2-114059851-34
NR681--MA0117.2.Mafb	chr1	172412442	172412453	-	0.000	0.000	Merged-chr1-172412368-13
NR5875--MA0501.1.MAF::NFE2	chr2	53668775	53668789	+	0.000	0.000	Merged-chr2-53668715-25
NR6407--MA0496.2.MAFK	chr2	152810317	152810335	+	0.000	0.000	Merged-chr2-152810370-23
NR5248--MA0501.1.MAF::NFE2	chr18	62494917	62494931	-	0.000	0.000	Merged-chr18-62494919-16
NR8068--MA0495.2.MAFF	chr5	23412723	23412743	+	0.000	0.000	Merged-chr5-23412694-5
NR317--MA0495.2.MAFF	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR5172--MA0089.1.MAFG::NFE2L1	chr18	41949350	41949355	+	0.000	0.000	Merged-chr18-41949316-38
NR1053--MA0089.1.MAFG::NFE2L1	chr10	39458912	39458917	+	0.000	0.000	Merged-chr10-39458935-16
NR5926--MA0591.1.Bach1::Mafk	chr2	66184985	66184999	-	0.000	0.000	Merged-chr2-66184903-51
NR10668--MA0496.2.MAFK	chr9	21237483	21237501	+	0.000	0.000	Merged-chr9-21237618-31
NR4458--MA0089.1.MAFG::NFE2L1	chr16	58465508	58465513	-	0.000	0.000	Merged-chr16-58465503-54
NR7754--MA0591.1.Bach1::Mafk	chr4	129987954	129987968	-	0.000	0.000	Merged-chr4-129987965-32
NR5024--MA0117.2.Mafb	chr17	86329578	86329589	-	0.000	0.000	Merged-chr17-86329621-27
NR6233--MA0495.2.MAFF	chr2	122754011	122754031	+	0.000	0.000	Merged-chr2-122753909-23
NR9135--MA0496.2.MAFK	chr6	117431668	117431686	-	0.000	0.000	Merged-chr6-117431708-65
NR4921--MA0089.1.MAFG::NFE2L1	chr17	70851897	70851902	-	0.000	0.000	Merged-chr17-70852117-218
NR885--MA0496.2.MAFK	chr1	191739578	191739596	+	0.000	0.000	Merged-chr1-191739403-4
NR2211--MA0117.2.Mafb	chr12	3359625	3359636	+	0.000	0.000	Merged-chr12-3359484-30
NR2724--MA0501.1.MAF::NFE2	chr12	116269699	116269713	-	0.000	0.000	Merged-chr12-116269685-29
NR7755--MA0501.1.MAF::NFE2	chr4	129987951	129987965	-	0.000	0.000	Merged-chr4-129987965-32
NR4269--MA0089.1.MAFG::NFE2L1	chr16	13286593	13286598	-	0.000	0.000	Merged-chr16-13286714-13
NR6300--MA0089.1.MAFG::NFE2L1	chr2	132613662	132613667	+	0.000	0.000	Merged-chr2-132613792-39
NR9681--MA0501.1.MAF::NFE2	chr7	72270226	72270240	+	0.000	0.000	Merged-chr7-72270231-51
NR574--MA0117.2.Mafb	chr1	156921726	156921737	+	0.000	0.000	Merged-chr1-156921832-27
NR10383--MA0501.1.MAF::NFE2	chr8	110079909	110079923	-	0.000	0.000	Merged-chr8-110079856-46
