#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR6030--MA0037.3.GATA3	chr7	90345206	90345213	-	0.000	0.000	Merged-chr7-90345081-52
NR1592--MA1104.1.GATA6	chr12	117679066	117679078	-	0.000	0.000	Merged-chr12-117679056-43
NR946--MA0035.3.Gata1	chr11	6701479	6701489	+	0.000	0.000	Merged-chr11-6701596-23
NR49--MA0766.1.GATA5	chr1	36684300	36684307	+	0.000	0.000	Merged-chr1-36684318-20
NR855--MA0766.1.GATA5	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR6531--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR3497--MA0035.3.Gata1	chr19	53185683	53185693	+	0.000	0.000	Merged-chr19-53185705-40
NR3473--MA0482.1.Gata4	chr19	40267569	40267579	+	0.000	0.000	Merged-chr19-40267576-38
NR5127--MA1104.1.GATA6	chr5	92954366	92954378	-	0.000	0.000	Merged-chr5-92954345-1
NR303--MA0482.1.Gata4	chr1	128057473	128057483	+	0.000	0.000	Merged-chr1-128057377-21
NR1588--MA0482.1.Gata4	chr12	116200550	116200560	-	0.000	0.000	Merged-chr12-116200493-21
NR6731--MA0035.3.Gata1	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR115--MA0037.3.GATA3	chr1	64956882	64956889	-	0.000	0.000	Merged-chr1-64956845-95
NR760--MA0482.1.Gata4	chr10	84790490	84790500	-	0.000	0.000	Merged-chr10-84790504-13
NR463--MA1104.1.GATA6	chr1	171502733	171502745	+	0.000	0.000	Merged-chr1-171502650-3
NR3304--MA1104.1.GATA6	chr18	79353028	79353040	+	0.000	0.000	Merged-chr18-79353064-26
NR641--MA0035.3.Gata1	chr10	26322623	26322633	+	0.000	0.000	Merged-chr10-26322631-48
NR5195--MA0766.1.GATA5	chr5	100570889	100570896	-	0.000	0.000	Merged-chr5-100570837-10
NR2752--MA0035.3.Gata1	chr16	48786529	48786539	+	0.000	0.000	Merged-chr16-48786510-43
NR6882--MA0036.3.GATA2	chr9	108832553	108832563	-	0.000	0.000	Merged-chr9-108832464-53
NR5209--MA0035.3.Gata1	chr5	100953769	100953779	-	0.000	0.000	Merged-chr5-100953880-8
NR2702--MA1104.1.GATA6	chr16	36057522	36057534	+	0.000	0.000	Merged-chr16-36057640-19
NR6273--MA0766.1.GATA5	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR1353--MA0037.3.GATA3	chr12	32183055	32183062	-	0.000	0.000	Merged-chr12-32183013-17
NR7025--MA1104.1.GATA6	chrX	140537797	140537809	-	0.000	0.000	Merged-chrX-140537922-35
NR5074--MA1104.1.GATA6	chr5	64580303	64580315	-	0.000	0.000	Merged-chr5-64580190-8
NR4538--MA0037.3.GATA3	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR2760--MA0036.3.GATA2	chr16	50289912	50289922	+	0.000	0.000	Merged-chr16-50289950-12
NR5970--MA0140.2.GATA1::TAL1	chr7	51750379	51750396	-	0.000	0.000	Merged-chr7-51750437-26
NR1366--MA1104.1.GATA6	chr12	36155848	36155860	+	0.000	0.000	Merged-chr12-36155639-21
NR1238--MA0036.3.GATA2	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR1044--MA0482.1.Gata4	chr11	61564068	61564078	+	0.000	0.000	Merged-chr11-61564144-31
NR4615--MA0036.3.GATA2	chr4	40773026	40773036	+	0.000	0.000	Merged-chr4-40772932-1
NR306--MA0035.3.Gata1	chr1	128057472	128057482	+	0.000	0.000	Merged-chr1-128057377-21
NR2935--MA0036.3.GATA2	chr17	18597363	18597373	+	0.000	0.000	Merged-chr17-18597509-40
NR4600--MA1104.1.GATA6	chr4	32388103	32388115	-	0.000	0.000	Merged-chr4-32387941-10
NR6481--MA0036.3.GATA2	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR738--MA0766.1.GATA5	chr10	77021478	77021485	-	0.000	0.000	Merged-chr10-77021563-39
NR6454--MA0140.2.GATA1::TAL1	chr8	95001898	95001915	+	0.000	0.000	Merged-chr8-95001890-40
NR261--MA0140.2.GATA1::TAL1	chr1	106269486	106269503	-	0.000	0.000	Merged-chr1-106269485-10
NR583--MA0140.2.GATA1::TAL1	chr1	193504248	193504265	+	0.000	0.000	Merged-chr1-193504055-24
NR6385--MA0036.3.GATA2	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR423--MA0036.3.GATA2	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR2840--MA0035.3.Gata1	chr16	90042511	90042521	+	0.000	0.000	Merged-chr16-90042684-16
NR2364--MA0035.3.Gata1	chr14	121423097	121423107	-	0.000	0.000	Merged-chr14-121422910-45
NR500--MA0482.1.Gata4	chr1	179131558	179131568	-	0.000	0.000	Merged-chr1-179131404-17
NR5119--MA1104.1.GATA6	chr5	92375115	92375127	-	0.000	0.000	Merged-chr5-92374946-3
NR3439--MA1104.1.GATA6	chr19	31210682	31210694	-	0.000	0.000	Merged-chr19-31210653-54
NR6392--MA0140.2.GATA1::TAL1	chr8	71709933	71709950	+	0.000	0.000	Merged-chr8-71709943-22
NR547--MA0482.1.Gata4	chr1	191445991	191446001	+	0.000	0.000	Merged-chr1-191445969-55
NR5549--MA0035.3.Gata1	chr6	83033613	83033623	+	0.000	0.000	Merged-chr6-83033579-6
NR3025--MA1104.1.GATA6	chr17	52150038	52150050	-	0.000	0.000	Merged-chr17-52149947-112
NR1047--MA0035.3.Gata1	chr11	61564067	61564077	+	0.000	0.000	Merged-chr11-61564144-31
NR931--MA0037.3.GATA3	chr11	4343973	4343980	-	0.000	0.000	Merged-chr11-4344147-20
NR6536--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR1616--MA0037.3.GATA3	chr13	5862431	5862438	-	0.000	0.000	Merged-chr13-5862430-12
NR6332--MA0482.1.Gata4	chr8	33608227	33608237	-	0.000	0.000	Merged-chr8-33608229-103
NR1454--MA1104.1.GATA6	chr12	88408405	88408417	+	0.000	0.000	Merged-chr12-88408457-71
NR2895--MA0036.3.GATA2	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR3544--MA0140.2.GATA1::TAL1	chr2	9564688	9564705	-	0.000	0.000	Merged-chr2-9564694-16
NR380--MA0766.1.GATA5	chr1	153847117	153847124	+	0.000	0.000	Merged-chr1-153847127-37
NR1290--MA0140.2.GATA1::TAL1	chr11	115589137	115589154	-	0.000	0.000	Merged-chr11-115589146-15
NR2582--MA0035.3.Gata1	chr15	97373362	97373372	+	0.000	0.000	Merged-chr15-97373444-153
NR2491--MA0766.1.GATA5	chr15	73599774	73599781	-	0.000	0.000	Merged-chr15-73599756-21
NR4703--MA0036.3.GATA2	chr4	89044205	89044215	+	0.000	0.000	Merged-chr4-89044155-38
NR375--MA0035.3.Gata1	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR3309--MA1104.1.GATA6	chr18	80198710	80198722	-	0.000	0.000	Merged-chr18-80198621-9
NR646--MA0035.3.Gata1	chr10	28520083	28520093	-	0.000	0.000	Merged-chr10-28520121-26
NR6564--MA0140.2.GATA1::TAL1	chr8	123212784	123212801	-	0.000	0.000	Merged-chr8-123212744-66
NR229--MA0037.3.GATA3	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR1834--MA0037.3.GATA3	chr13	67332557	67332564	+	0.000	0.000	Merged-chr13-67332541-54
NR6744--MA0036.3.GATA2	chr9	69073401	69073411	+	0.000	0.000	Merged-chr9-69073494-25
NR3239--MA0482.1.Gata4	chr18	60502493	60502503	+	0.000	0.000	Merged-chr18-60502470-34
NR1288--MA0482.1.Gata4	chr11	115564106	115564116	-	0.000	0.000	Merged-chr11-115564290-52
NR4844--MA1104.1.GATA6	chr4	145312625	145312637	+	0.000	0.000	Merged-chr4-145312696-44
NR664--MA0766.1.GATA5	chr10	39315667	39315674	-	0.000	0.000	Merged-chr10-39315634-10
NR3100--MA0037.3.GATA3	chr17	80131804	80131811	+	0.000	0.000	Merged-chr17-80131683-7
NR935--MA0766.1.GATA5	chr11	4343973	4343980	-	0.000	0.000	Merged-chr11-4344147-20
NR801--MA0037.3.GATA3	chr10	95971102	95971109	-	0.000	0.000	Merged-chr10-95971075-85
NR1068--MA0036.3.GATA2	chr11	70265524	70265534	+	0.000	0.000	Merged-chr11-70265494-15
NR6406--MA0766.1.GATA5	chr8	75082611	75082618	+	0.000	0.000	Merged-chr8-75082480-28
NR4455--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR2750--MA1104.1.GATA6	chr16	48786528	48786540	-	0.000	0.000	Merged-chr16-48786510-43
NR5899--MA0482.1.Gata4	chr7	27933591	27933601	-	0.000	0.000	Merged-chr7-27933719-74
NR5222--MA0140.2.GATA1::TAL1	chr5	105239858	105239875	-	0.000	0.000	Merged-chr5-105239792-56
NR6335--MA0035.3.Gata1	chr8	33608228	33608238	-	0.000	0.000	Merged-chr8-33608229-103
NR2475--MA0482.1.Gata4	chr15	64246529	64246539	+	0.000	0.000	Merged-chr15-64246637-23
NR2085--MA0035.3.Gata1	chr14	27372771	27372781	+	0.000	0.000	Merged-chr14-27372915-15
NR4140--MA0036.3.GATA2	chr2	181497621	181497631	+	0.000	0.000	Merged-chr2-181497766-4
NR4934--MA0036.3.GATA2	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR2584--MA0482.1.Gata4	chr15	97790275	97790285	-	0.000	0.000	Merged-chr15-97790248-21
NR2465--MA0035.3.Gata1	chr15	59010877	59010887	+	0.000	0.000	Merged-chr15-59010782-34
NR996--MA0482.1.Gata4	chr11	33937980	33937990	+	0.000	0.000	Merged-chr11-33937790-12
NR3474--MA1104.1.GATA6	chr19	40267567	40267579	-	0.000	0.000	Merged-chr19-40267576-38
NR5437--MA0140.2.GATA1::TAL1	chr6	31169507	31169524	-	0.000	0.000	Merged-chr6-31169603-23
NR304--MA1104.1.GATA6	chr1	128057471	128057483	-	0.000	0.000	Merged-chr1-128057377-21
NR1589--MA1104.1.GATA6	chr12	116200550	116200562	+	0.000	0.000	Merged-chr12-116200493-21
NR5839--MA0037.3.GATA3	chr6	144987415	144987422	+	0.000	0.000	Merged-chr6-144987357-14
NR377--MA0482.1.Gata4	chr1	153847114	153847124	-	0.000	0.000	Merged-chr1-153847127-37
NR1148--MA0035.3.Gata1	chr11	82915122	82915132	-	0.000	0.000	Merged-chr11-82915100-27
NR2693--MA0482.1.Gata4	chr16	29856393	29856403	+	0.000	0.000	Merged-chr16-29856280-19
NR6499--MA0036.3.GATA2	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR6561--MA0036.3.GATA2	chr8	121907709	121907719	+	0.000	0.000	Merged-chr8-121907786-62
NR367--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR909--MA0035.3.Gata1	chr10	127759708	127759718	+	0.000	0.000	Merged-chr10-127759558-36
NR2683--MA0035.3.Gata1	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR5259--MA0482.1.Gata4	chr5	113830610	113830620	-	0.000	0.000	Merged-chr5-113830533-46
NR1412--MA0037.3.GATA3	chr12	75292698	75292705	+	0.000	0.000	Merged-chr12-75292825-41
NR723--MA0482.1.Gata4	chr10	70319000	70319010	+	0.000	0.000	Merged-chr10-70318807-18
NR518--MA0482.1.Gata4	chr1	181839657	181839667	-	0.000	0.000	Merged-chr1-181839725-20
NR1045--MA1104.1.GATA6	chr11	61564066	61564078	-	0.000	0.000	Merged-chr11-61564144-31
NR2486--MA0036.3.GATA2	chr15	67130057	67130067	+	0.000	0.000	Merged-chr15-67130106-32
NR232--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR3596--MA0037.3.GATA3	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR6529--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR740--MA1104.1.GATA6	chr10	79417357	79417369	-	0.000	0.000	Merged-chr10-79417442-89
NR2580--MA1104.1.GATA6	chr15	97373361	97373373	-	0.000	0.000	Merged-chr15-97373444-153
NR417--MA0766.1.GATA5	chr1	162773742	162773749	-	0.000	0.000	Merged-chr1-162773825-31
NR2646--MA1104.1.GATA6	chr16	14701520	14701532	+	0.000	0.000	Merged-chr16-14701585-15
NR2257--MA0766.1.GATA5	chr14	78618936	78618943	+	0.000	0.000	Merged-chr14-78619032-26
NR1422--MA0140.2.GATA1::TAL1	chr12	76710117	76710134	-	0.000	0.000	Merged-chr12-76710295-113
NR4384--MA0036.3.GATA2	chr3	121548576	121548586	-	0.000	0.000	Merged-chr3-121548223-73
NR6412--MA0482.1.Gata4	chr8	81773504	81773514	+	0.000	0.000	Merged-chr8-81773679-46
NR6320--MA1104.1.GATA6	chr8	25769094	25769106	+	0.000	0.000	Merged-chr8-25769209-9
NR3562--MA0037.3.GATA3	chr2	13760574	13760581	+	0.000	0.000	Merged-chr2-13760550-51
NR501--MA1104.1.GATA6	chr1	179131558	179131570	+	0.000	0.000	Merged-chr1-179131404-17
NR6274--MA0035.3.Gata1	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR548--MA1104.1.GATA6	chr1	191445989	191446001	-	0.000	0.000	Merged-chr1-191445969-55
NR6128--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR4350--MA0036.3.GATA2	chr3	109433527	109433537	+	0.000	0.000	Merged-chr3-109433404-19
NR1315--MA0140.2.GATA1::TAL1	chr11	120316309	120316326	+	0.000	0.000	Merged-chr11-120316357-56
NR5842--MA0036.3.GATA2	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR954--MA0482.1.Gata4	chr11	16844376	16844386	+	0.000	0.000	Merged-chr11-16844385-25
NR6333--MA1104.1.GATA6	chr8	33608227	33608239	+	0.000	0.000	Merged-chr8-33608229-103
NR2127--MA0766.1.GATA5	chr14	45329862	45329869	+	0.000	0.000	Merged-chr14-45329780-80
NR4264--MA0766.1.GATA5	chr3	84477728	84477735	+	0.000	0.000	Merged-chr3-84477603-8,Merged-chr3-84477916-1
NR5778--MA0037.3.GATA3	chr6	131276830	131276837	-	0.000	0.000	Merged-chr6-131276753-31
NR3410--MA0766.1.GATA5	chr19	16418579	16418586	-	0.000	0.000	Merged-chr19-16418552-32
NR3157--MA0482.1.Gata4	chr18	39020567	39020577	+	0.000	0.000	Merged-chr18-39020827-46
NR2258--MA0037.3.GATA3	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR5217--MA0482.1.Gata4	chr5	105198220	105198230	+	0.000	0.000	Merged-chr5-105198197-37
NR1059--MA0140.2.GATA1::TAL1	chr11	67578641	67578658	+	0.000	0.000	Merged-chr11-67578583-16
NR4639--MA0035.3.Gata1	chr4	55489297	55489307	+	0.000	0.000	Merged-chr4-55489276-54
NR1242--MA0037.3.GATA3	chr11	101658281	101658288	-	0.000	0.000	Merged-chr11-101658454-78
NR5469--MA0482.1.Gata4	chr6	41118792	41118802	-	0.000	0.000	Merged-chr6-41118606-52
NR5125--MA0037.3.GATA3	chr5	92954368	92954375	-	0.000	0.000	Merged-chr5-92954345-1
NR4775--MA1104.1.GATA6	chr4	117190070	117190082	+	0.000	0.000	Merged-chr4-117189989-101
NR2521--MA0482.1.Gata4	chr15	82290392	82290402	+	0.000	0.000	Merged-chr15-82290504-11
NR3302--MA0037.3.GATA3	chr18	79353031	79353038	+	0.000	0.000	Merged-chr18-79353064-26
NR1622--MA0037.3.GATA3	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR4182--MA0482.1.Gata4	chr3	27183991	27184001	-	0.000	0.000	Merged-chr3-27184018-7
NR3488--MA0140.2.GATA1::TAL1	chr19	43852127	43852144	+	0.000	0.000	Merged-chr19-43852186-34
NR2568--MA0482.1.Gata4	chr15	97213194	97213204	-	0.000	0.000	Merged-chr15-97213099-28
NR1800--MA0035.3.Gata1	chr13	59585437	59585447	+	0.000	0.000	Merged-chr13-59585318-80
NR6537--MA0035.3.Gata1	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR841--MA0037.3.GATA3	chr10	108406938	108406945	+	0.000	0.000	Merged-chr10-108407108-16
NR7023--MA0037.3.GATA3	chrX	140537799	140537806	-	0.000	0.000	Merged-chrX-140537922-35
NR4470--MA1104.1.GATA6	chr3	139024690	139024702	-	0.000	0.000	Merged-chr3-139024771-15
NR2585--MA1104.1.GATA6	chr15	97790275	97790287	+	0.000	0.000	Merged-chr15-97790248-21
NR6688--MA0036.3.GATA2	chr9	44772869	44772879	-	0.000	0.000	Merged-chr9-44772887-60
NR2144--MA0035.3.Gata1	chr14	53132506	53132516	+	0.000	0.000	Merged-chr14-53132661-29
NR4594--MA0036.3.GATA2	chr4	16740016	16740026	-	0.000	0.000	Merged-chr4-16739896-7
NR378--MA1104.1.GATA6	chr1	153847114	153847126	+	0.000	0.000	Merged-chr1-153847127-37
NR6530--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR4850--MA1104.1.GATA6	chr4	145361253	145361265	+	0.000	0.000	Merged-chr4-145361226-45
NR2694--MA1104.1.GATA6	chr16	29856391	29856403	-	0.000	0.000	Merged-chr16-29856280-19
NR5552--MA0140.2.GATA1::TAL1	chr6	83312667	83312684	+	0.000	0.000	Merged-chr6-83312550-87
NR5315--MA0140.2.GATA1::TAL1	chr5	140619627	140619644	-	0.000	0.000	Merged-chr5-140619515-30
NR6131--MA0036.3.GATA2	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR107--MA0036.3.GATA2	chr1	64086111	64086121	+	0.000	0.000	Merged-chr1-64086002-50
NR2524--MA0035.3.Gata1	chr15	82290391	82290401	+	0.000	0.000	Merged-chr15-82290504-11
NR6407--MA0035.3.Gata1	chr8	75082609	75082619	-	0.000	0.000	Merged-chr8-75082480-28
NR440--MA0037.3.GATA3	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR3662--MA0140.2.GATA1::TAL1	chr2	52319396	52319413	+	0.000	0.000	Merged-chr2-52319482-58
NR4479--MA0482.1.Gata4	chr3	142281018	142281028	+	0.000	0.000	Merged-chr3-142281213-32
NR468--MA0036.3.GATA2	chr1	171643756	171643766	+	0.000	0.000	Merged-chr1-171643793-46
NR4812--MA0482.1.Gata4	chr4	132030619	132030629	+	0.000	0.000	Merged-chr4-132030725-25
NR1299--MA0140.2.GATA1::TAL1	chr11	115839128	115839145	+	0.000	0.000	Merged-chr11-115839007-18
NR1735--MA0766.1.GATA5	chr13	41683054	41683061	-	0.000	0.000	Merged-chr13-41683049-20
NR4793--MA0482.1.Gata4	chr4	122829337	122829347	-	0.000	0.000	Merged-chr4-122829434-12
NR654--MA0482.1.Gata4	chr10	34117970	34117980	+	0.000	0.000	Merged-chr10-34117997-36
NR4378--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR5481--MA0035.3.Gata1	chr6	42245803	42245813	+	0.000	0.000	Merged-chr6-42245976-48
NR4302--MA0482.1.Gata4	chr3	93550240	93550250	+	0.000	0.000	Merged-chr3-93550146-53
NR2797--MA0036.3.GATA2	chr16	70365413	70365423	+	0.000	0.000	Merged-chr16-70365429-20
NR6413--MA1104.1.GATA6	chr8	81773502	81773514	-	0.000	0.000	Merged-chr8-81773679-46
NR6115--MA0035.3.Gata1	chr7	112136762	112136772	+	0.000	0.000	Merged-chr7-112136797-13
NR4039--MA0140.2.GATA1::TAL1	chr2	158207862	158207879	-	0.000	0.000	Merged-chr2-158207988-22
NR2782--MA1104.1.GATA6	chr16	58546297	58546309	+	0.000	0.000	Merged-chr16-58546287-56
NR415--MA0482.1.Gata4	chr1	162773742	162773752	+	0.000	0.000	Merged-chr1-162773825-31
NR3310--MA0035.3.Gata1	chr18	80198711	80198721	+	0.000	0.000	Merged-chr18-80198621-9
NR6532--MA0140.2.GATA1::TAL1	chr8	117548686	117548703	+	0.000	0.000	Merged-chr8-117548585-70
NR2705--MA1104.1.GATA6	chr16	36626940	36626952	+	0.000	0.000	Merged-chr16-36627003-31
NR2297--MA0766.1.GATA5	chr14	100222433	100222440	-	0.000	0.000	Merged-chr14-100222353-13
NR2839--MA0766.1.GATA5	chr16	90042512	90042519	-	0.000	0.000	Merged-chr16-90042684-16
NR2814--MA1104.1.GATA6	chr16	84864870	84864882	-	0.000	0.000	Merged-chr16-84864807-26
NR1510--MA0482.1.Gata4	chr12	103129577	103129587	+	0.000	0.000	Merged-chr12-103129553-17
NR6027--MA0036.3.GATA2	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR4086--MA0766.1.GATA5	chr2	170117131	170117138	+	0.000	0.000	Merged-chr2-170117129-44
NR2381--MA1104.1.GATA6	chr15	5263384	5263396	+	0.000	0.000	Merged-chr15-5263232-16
NR6356--MA0482.1.Gata4	chr8	36130497	36130507	-	0.000	0.000	Merged-chr8-36130475-35
NR4010--MA0482.1.Gata4	chr2	152768034	152768044	+	0.000	0.000	Merged-chr2-152767843-25
NR2996--MA0482.1.Gata4	chr17	48332829	48332839	+	0.000	0.000	Merged-chr17-48332786-43
NR5901--MA0036.3.GATA2	chr7	27933592	27933602	-	0.000	0.000	Merged-chr7-27933719-74
NR1129--MA0140.2.GATA1::TAL1	chr11	79132071	79132088	-	0.000	0.000	Merged-chr11-79132078-52
NR4466--MA0766.1.GATA5	chr3	137969288	137969295	-	0.000	0.000	Merged-chr3-137969157-49
NR4737--MA0766.1.GATA5	chr4	101586047	101586054	+	0.000	0.000	Merged-chr4-101585990-74
NR418--MA0035.3.Gata1	chr1	162773741	162773751	+	0.000	0.000	Merged-chr1-162773825-31
NR4057--MA0482.1.Gata4	chr2	163054625	163054635	-	0.000	0.000	Merged-chr2-163054784-63
NR2490--MA1104.1.GATA6	chr15	73599772	73599784	-	0.000	0.000	Merged-chr15-73599756-21
NR3612--MA0766.1.GATA5	chr2	31081560	31081567	+	0.000	0.000	Merged-chr2-31081632-31
NR6194--MA0482.1.Gata4	chr7	123378038	123378048	+	0.000	0.000	Merged-chr7-123378098-56
NR2505--MA0482.1.Gata4	chr15	78495175	78495185	-	0.000	0.000	Merged-chr15-78495177-43
NR5221--MA0035.3.Gata1	chr5	105239867	105239877	-	0.000	0.000	Merged-chr5-105239792-56
NR5120--MA0036.3.GATA2	chr5	92375116	92375126	+	0.000	0.000	Merged-chr5-92374946-3
NR3440--MA0036.3.GATA2	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR302--MA0037.3.GATA3	chr1	128057473	128057480	-	0.000	0.000	Merged-chr1-128057377-21
NR3721--MA0766.1.GATA5	chr2	80638827	80638834	+	0.000	0.000	Merged-chr2-80638943-54
NR1587--MA0037.3.GATA3	chr12	116200553	116200560	+	0.000	0.000	Merged-chr12-116200493-21
NR2638--MA0035.3.Gata1	chr16	11526689	11526699	-	0.000	0.000	Merged-chr16-11526520-43
NR898--MA0482.1.Gata4	chr10	122544434	122544444	+	0.000	0.000	Merged-chr10-122544406-31
NR5473--MA0035.3.Gata1	chr6	41118793	41118803	-	0.000	0.000	Merged-chr6-41118606-52
NR2522--MA1104.1.GATA6	chr15	82290390	82290402	-	0.000	0.000	Merged-chr15-82290504-11
NR3102--MA0766.1.GATA5	chr17	80131804	80131811	+	0.000	0.000	Merged-chr17-80131683-7
NR5056--MA0037.3.GATA3	chr5	53566530	53566537	-	0.000	0.000	Merged-chr5-53566690-62
NR4454--MA1104.1.GATA6	chr3	136742958	136742970	-	0.000	0.000	Merged-chr3-136742959-57
NR4156--MA0035.3.Gata1	chr3	14944897	14944907	+	0.000	0.000	Merged-chr3-14944781-17
NR2569--MA1104.1.GATA6	chr15	97213194	97213206	+	0.000	0.000	Merged-chr15-97213099-28
NR4607--MA0766.1.GATA5	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR2999--MA0035.3.Gata1	chr17	48332828	48332838	+	0.000	0.000	Merged-chr17-48332786-43
NR3044--MA0140.2.GATA1::TAL1	chr17	64751440	64751457	-	0.000	0.000	Merged-chr17-64751345-36
NR2131--MA0140.2.GATA1::TAL1	chr14	51057483	51057500	+	0.000	0.000	Merged-chr14-51057576-14
NR2308--MA0766.1.GATA5	chr14	101879005	101879012	+	0.000	0.000	Merged-chr14-101879110-69
NR4265--MA0035.3.Gata1	chr3	84477726	84477736	-	0.000	0.000	Merged-chr3-84477603-8,Merged-chr3-84477916-1
NR6125--MA0766.1.GATA5	chr7	113261852	113261859	+	0.000	0.000	Merged-chr7-113261896-3
NR3411--MA0035.3.Gata1	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR4420--MA1104.1.GATA6	chr3	132791513	132791525	+	0.000	0.000	Merged-chr3-132791387-40
NR5274--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR2407--MA0036.3.GATA2	chr15	25216778	25216788	+	0.000	0.000	Merged-chr15-25216736-38
NR3594--MA0037.3.GATA3	chr2	22864715	22864722	+	0.000	0.000	Merged-chr2-22864790-24
NR950--MA0035.3.Gata1	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR6021--MA0140.2.GATA1::TAL1	chr7	89171855	89171872	+	0.000	0.000	Merged-chr7-89172043-28
NR6348--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR3681--MA0766.1.GATA5	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR1755--MA0140.2.GATA1::TAL1	chr13	49300932	49300949	+	0.000	0.000	Merged-chr13-49300930-11
NR708--MA1104.1.GATA6	chr10	67065542	67065554	-	0.000	0.000	Merged-chr10-67065679-35
NR3900--MA0035.3.Gata1	chr2	129385479	129385489	-	0.000	0.000	Merged-chr2-129385556-29
NR5526--MA0036.3.GATA2	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR3846--MA0036.3.GATA2	chr2	115515295	115515305	-	0.000	0.000	Merged-chr2-115515190-3
NR1241--MA0140.2.GATA1::TAL1	chr11	101627400	101627417	+	0.000	0.000	Merged-chr11-101627512-104
NR157--MA0766.1.GATA5	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR5323--MA0140.2.GATA1::TAL1	chr5	142407420	142407437	-	0.000	0.000	Merged-chr5-142407567-12
NR1624--MA0482.1.Gata4	chr13	8457034	8457044	+	0.000	0.000	Merged-chr13-8457184-81
NR1414--MA0766.1.GATA5	chr12	75292698	75292705	+	0.000	0.000	Merged-chr12-75292825-41
NR5887--MA0036.3.GATA2	chr7	19086249	19086259	-	0.000	0.000	Merged-chr7-19086207-16
NR1590--MA0036.3.GATA2	chr12	116200551	116200561	-	0.000	0.000	Merged-chr12-116200493-21
NR5744--MA0036.3.GATA2	chr6	129239825	129239835	-	0.000	0.000	Merged-chr6-129239949-37
