#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR6526--MA0591.1.Bach1::Mafk	chr2	166607154	166607168	+	0.000	0.000	Merged-chr2-166607083-27
NR7210--MA0659.1.MAFG	chr3	148488518	148488538	+	0.000	0.000	Merged-chr3-148488399-75
NR562--MA0117.2.Mafb	chr1	155836271	155836282	+	0.000	0.000	Merged-chr1-155836180-11
NR1130--MA0495.2.MAFF	chr10	59707776	59707796	+	0.000	0.000	Merged-chr10-59707523-19
NR10788--MA0591.1.Bach1::Mafk	chr9	61708042	61708056	-	0.000	0.000	Merged-chr9-61708026-57
NR5017--MA0659.1.MAFG	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR204--MA0117.2.Mafb	chr1	74227506	74227517	-	0.000	0.000	Merged-chr1-74227561-37
NR10644--MA0089.1.MAFG::NFE2L1	chr9	14071960	14071965	-	0.000	0.000	Merged-chr9-14072005-21
NR9541--MA0501.1.MAF::NFE2	chr7	27357873	27357887	+	0.000	0.000	Merged-chr7-27357694-29
NR10153--MA0089.1.MAFG::NFE2L1	chr8	36173091	36173096	+	0.000	0.000	Merged-chr8-36173226-63
NR5574--MA0496.2.MAFK	chr19	40618011	40618029	+	0.000	0.000	Merged-chr19-40618053-6
NR1881--MA0089.1.MAFG::NFE2L1	chr11	75454704	75454709	-	0.000	0.000	Merged-chr11-75454726-54
NR256--MA0089.1.MAFG::NFE2L1	chr1	85988618	85988623	-	0.000	0.000	Merged-chr1-85988538-3
NR10745--MA0591.1.Bach1::Mafk	chr9	45818721	45818735	+	0.000	0.000	Merged-chr9-45818686-14
NR4359--MA0496.2.MAFK	chr16	38506233	38506251	+	0.000	0.000	Merged-chr16-38506252-25
NR5786--MA0591.1.Bach1::Mafk	chr2	29102644	29102658	+	0.000	0.000	Merged-chr2-29102866-17
NR1360--MA0117.2.Mafb	chr10	93883000	93883011	+	0.000	0.000	Merged-chr10-93883012-34
NR1002--MA0117.2.Mafb	chr10	21976504	21976515	-	0.000	0.000	Merged-chr10-21976372-39
NR4680--MA0089.1.MAFG::NFE2L1	chr17	7939793	7939798	-	0.000	0.000	Merged-chr17-7939764-45
NR5469--MA0117.2.Mafb	chr19	14469023	14469034	-	0.000	0.000	Merged-chr19-14469118-36
NR3960--MA0591.1.Bach1::Mafk	chr15	41846629	41846643	+	0.000	0.000	Merged-chr15-41846585-48
NR4316--MA0089.1.MAFG::NFE2L1	chr16	31205968	31205973	+	0.000	0.000	Merged-chr16-31205914-4
NR5245--MA0089.1.MAFG::NFE2L1	chr18	62163173	62163178	-	0.000	0.000	Merged-chr18-62163179-10
NR2896--MA0591.1.Bach1::Mafk	chr13	43480933	43480947	+	0.000	0.000	Merged-chr13-43481191-87
NR2546--MA0089.1.MAFG::NFE2L1	chr12	100994817	100994822	-	0.000	0.000	Merged-chr12-100994584-90
NR9740--MA0591.1.Bach1::Mafk	chr7	80889940	80889954	-	0.000	0.000	Merged-chr7-80889840-60
NR8085--MA0117.2.Mafb	chr5	28038422	28038433	-	0.000	0.000	Merged-chr5-28038494-3
NR11341--MA0117.2.Mafb	chrX	159693420	159693431	+	0.000	0.000	Merged-chrX-159693250-17
NR2142--MA0089.1.MAFG::NFE2L1	chr11	114112112	114112117	-	0.000	0.000	Merged-chr11-114112050-1
NR9482--MA0501.1.MAF::NFE2	chr7	16057370	16057384	-	0.000	0.000	Merged-chr7-16057177-61
NR10484--MA0117.2.Mafb	chr8	120563931	120563942	-	0.000	0.000	Merged-chr8-120564046-29
NR1919--MA0089.1.MAFG::NFE2L1	chr11	81996339	81996344	-	0.000	0.000	Merged-chr11-81996367-24
NR5547--MA0089.1.MAFG::NFE2L1	chr19	33053369	33053374	+	0.000	0.000	Merged-chr19-33053321-32
NR2848--MA0089.1.MAFG::NFE2L1	chr13	30602032	30602037	-	0.000	0.000	Merged-chr13-30602006-3
NR7528--MA0117.2.Mafb	chr4	89212361	89212372	+	0.000	0.000	Merged-chr4-89212481-15
NR2419--MA0117.2.Mafb	chr12	77060305	77060316	-	0.000	0.000	Merged-chr12-77060270-44
NR5129--MA0117.2.Mafb	chr18	34259287	34259298	+	0.000	0.000	Merged-chr18-34259286-18
NR2204--MA0117.2.Mafb	chr11	121741700	121741711	-	0.000	0.000	Merged-chr11-121741709-19
NR7908--MA0089.1.MAFG::NFE2L1	chr4	149487998	149488003	-	0.000	0.000	Merged-chr4-149487937-22
NR2889--MA0117.2.Mafb	chr13	42101728	42101739	-	0.000	0.000	Merged-chr13-42101708-35
NR2945--MA0501.1.MAF::NFE2	chr13	53010818	53010832	+	0.000	0.000	Merged-chr13-53010811-5
NR5458--MA0496.2.MAFK	chr19	10839217	10839235	+	0.000	0.000	Merged-chr19-10839389-65
NR6089--MA0501.1.MAF::NFE2	chr2	113848631	113848645	+	0.000	0.000	Merged-chr2-113848659-93
NR10962--MA0591.1.Bach1::Mafk	chr9	100462312	100462326	+	0.000	0.000	Merged-chr9-100462229-47
NR539--MA0501.1.MAF::NFE2	chr1	153304719	153304733	-	0.000	0.000	Merged-chr1-153304811-42
NR8764--MA0495.2.MAFF	chr6	31220343	31220363	+	0.000	0.000	Merged-chr6-31220407-8
NR5358--MA0089.1.MAFG::NFE2L1	chr18	80206786	80206791	+	0.000	0.000	Merged-chr18-80206935-61
NR4836--MA0117.2.Mafb	chr17	44557269	44557280	-	0.000	0.000	Merged-chr17-44557338-45
NR7786--MA0591.1.Bach1::Mafk	chr4	134924602	134924616	+	0.000	0.000	Merged-chr4-134924520-27
NR7961--MA0501.1.MAF::NFE2	chr5	3358936	3358950	-	0.000	0.000	Merged-chr5-3358967-15
NR1898--MA0501.1.MAF::NFE2	chr11	78865077	78865091	-	0.000	0.000	Merged-chr11-78864936-24
NR635--MA0591.1.Bach1::Mafk	chr1	166360345	166360359	+	0.000	0.000	Merged-chr1-166360361-34
NR9940--MA0089.1.MAFG::NFE2L1	chr7	118500291	118500296	+	0.000	0.000	Merged-chr7-118500296-3
NR8862--MA0496.2.MAFK	chr6	59412974	59412992	+	0.000	0.000	Merged-chr6-59413143-3
NR4591--MA0089.1.MAFG::NFE2L1	chr16	93711809	93711814	-	0.000	0.000	Merged-chr16-93711802-127
NR576--MA0117.2.Mafb	chr1	157039063	157039074	+	0.000	0.000	Merged-chr1-157039058-34
NR6454--MA0496.2.MAFK	chr2	157131379	157131397	-	0.000	0.000	Merged-chr2-157131278-25
NR7806--MA0089.1.MAFG::NFE2L1	chr4	137603742	137603747	-	0.000	0.000	Merged-chr4-137603877-24
NR10366--MA0089.1.MAFG::NFE2L1	chr8	105623141	105623146	-	0.000	0.000	Merged-chr8-105622975-103
NR2122--MA0495.2.MAFF	chr11	110897174	110897194	-	0.000	0.000	Merged-chr11-110897111-25
NR2833--MA0089.1.MAFG::NFE2L1	chr13	23556211	23556216	-	0.000	0.000	Merged-chr13-23556170-26
NR6461--MA0089.1.MAFG::NFE2L1	chr2	157567399	157567404	-	0.000	0.000	Merged-chr2-157567456-9
NR9001--MA0501.1.MAF::NFE2	chr6	99380314	99380328	-	0.000	0.000	Merged-chr6-99380353-32
NR8853--MA0501.1.MAF::NFE2	chr6	57814070	57814084	+	0.000	0.000	Merged-chr6-57814077-20
NR4818--MA0089.1.MAFG::NFE2L1	chr17	35969930	35969935	-	0.000	0.000	Merged-chr17-35969818-62
NR3940--MA0591.1.Bach1::Mafk	chr15	36640928	36640942	+	0.000	0.000	Merged-chr15-36640954-48
NR1787--MA0501.1.MAF::NFE2	chr11	58189756	58189770	-	0.000	0.000	Merged-chr11-58189839-18
NR4642--MA0495.2.MAFF	chr16	96711189	96711209	+	0.000	0.000	Merged-chr16-96711061-1
NR10384--MA0591.1.Bach1::Mafk	chr8	111338510	111338524	-	0.000	0.000	Merged-chr8-111338521-3
NR11111--MA0496.2.MAFK	chr9	123087600	123087618	+	0.000	0.000	Merged-chr9-123087769-13
NR9514--MA0495.2.MAFF	chr7	19872430	19872450	-	0.000	0.000	Merged-chr7-19872321-3
NR5834--MA0089.1.MAFG::NFE2L1	chr2	37565742	37565747	-	0.000	0.000	Merged-chr2-37565860-32
NR8220--MA0659.1.MAFG	chr5	76565520	76565540	-	0.000	0.000	Merged-chr5-76565486-34
NR10254--MA0496.2.MAFK	chr8	75084002	75084020	+	0.000	0.000	Merged-chr8-75083999-30
NR6723--MA0591.1.Bach1::Mafk	chr3	35764840	35764854	-	0.000	0.000	Merged-chr3-35764985-46
NR9649--MA0501.1.MAF::NFE2	chr7	66116124	66116138	+	0.000	0.000	Merged-chr7-66116161-49
NR142--MA0117.2.Mafb	chr1	58897831	58897842	+	0.000	0.000	Merged-chr1-58897762-23
NR7643--MA0501.1.MAF::NFE2	chr4	109665339	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR1426--MA0089.1.MAFG::NFE2L1	chr10	107868999	107869004	+	0.000	0.000	Merged-chr10-107868994-49
NR3581--MA0659.1.MAFG	chr14	68048502	68048522	-	0.000	0.000	Merged-chr14-68048538-29
NR9411--MA0495.2.MAFF	chr6	146516327	146516347	+	0.000	0.000	Merged-chr6-146516138-30
NR2355--MA0089.1.MAFG::NFE2L1	chr12	52818837	52818842	-	0.000	0.000	Merged-chr12-52818712-31
NR6850--MA0089.1.MAFG::NFE2L1	chr3	88664176	88664181	+	0.000	0.000	Merged-chr3-88664296-18
NR1311--MA0089.1.MAFG::NFE2L1	chr10	88826826	88826831	-	0.000	0.000	Merged-chr10-88826786-54
NR7487--MA0591.1.Bach1::Mafk	chr4	63403483	63403497	+	0.000	0.000	Merged-chr4-63403472-49
NR136--MA0495.2.MAFF	chr1	58725973	58725993	-	0.000	0.000	Merged-chr1-58726093-26
NR6448--MA0501.1.MAF::NFE2	chr2	157118802	157118816	+	0.000	0.000	Merged-chr2-157118732-1
NR9516--MA0659.1.MAFG	chr7	19872430	19872450	-	0.000	0.000	Merged-chr7-19872321-3
NR5962--MA0117.2.Mafb	chr2	75683060	75683071	-	0.000	0.000	Merged-chr2-75683146-50
NR9730--MA0501.1.MAF::NFE2	chr7	80766367	80766381	+	0.000	0.000	Merged-chr7-80766248-61
NR6896--MA0591.1.Bach1::Mafk	chr3	96105411	96105425	+	0.000	0.000	Merged-chr3-96105422-6
NR4225--MA0089.1.MAFG::NFE2L1	chr15	101105609	101105614	+	0.000	0.000	Merged-chr15-101105775-48
NR4083--MA0591.1.Bach1::Mafk	chr15	75117650	75117664	-	0.000	0.000	Merged-chr15-75117668-42
NR10046--MA0117.2.Mafb	chr7	140208190	140208201	-	0.000	0.000	Merged-chr7-140208138-66
NR8830--MA0591.1.Bach1::Mafk	chr6	50553488	50553502	+	0.000	0.000	Merged-chr6-50553342-12
NR8935--MA0089.1.MAFG::NFE2L1	chr6	86594870	86594875	-	0.000	0.000	Merged-chr6-86595040-14
NR1809--MA0659.1.MAFG	chr11	61660916	61660936	+	0.000	0.000	Merged-chr11-61660971-31
NR10566--MA0089.1.MAFG::NFE2L1	chr8	124333691	124333696	-	0.000	0.000	Merged-chr8-124333870-7
NR1149--MA0495.2.MAFF	chr10	62501167	62501187	+	0.000	0.000	Merged-chr10-62501130-23
NR2166--MA0089.1.MAFG::NFE2L1	chr11	117349600	117349605	-	0.000	0.000	Merged-chr11-117349622-30
NR3491--MA0501.1.MAF::NFE2	chr14	54222624	54222638	+	0.000	0.000	Merged-chr14-54222562-63
NR1306--MA0501.1.MAF::NFE2	chr10	88240917	88240931	+	0.000	0.000	Merged-chr10-88240912-8
NR178--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR7569--MA0117.2.Mafb	chr4	101234857	101234868	-	0.000	0.000	Merged-chr4-101235092-24
NR2017--MA0659.1.MAFG	chr11	99562665	99562685	+	0.000	0.000	Merged-chr11-99562680-10
NR10225--MA0501.1.MAF::NFE2	chr8	69717051	69717065	+	0.000	0.000	Merged-chr8-69716896-84
NR1235--MA0591.1.Bach1::Mafk	chr10	79937283	79937297	-	0.000	0.000	Merged-chr10-79937148-47
NR1379--MA0117.2.Mafb	chr10	96015948	96015959	-	0.000	0.000	Merged-chr10-96015913-48
NR9551--MA0591.1.Bach1::Mafk	chr7	28677039	28677053	+	0.000	0.000	Merged-chr7-28677170-43
NR2037--MA0501.1.MAF::NFE2	chr11	103028585	103028599	+	0.000	0.000	Merged-chr11-103028483-70
NR2357--MA0117.2.Mafb	chr12	54313288	54313299	-	0.000	0.000	Merged-chr12-54313214-97
NR5949--MA0117.2.Mafb	chr2	71274641	71274652	-	0.000	0.000	Merged-chr2-71274822-52
NR7904--MA0089.1.MAFG::NFE2L1	chr4	149062687	149062692	-	0.000	0.000	Merged-chr4-149062820-2
NR6298--MA0089.1.MAFG::NFE2L1	chr2	132497656	132497661	-	0.000	0.000	Merged-chr2-132497706-22
NR2427--MA0591.1.Bach1::Mafk	chr12	77085413	77085427	-	0.000	0.000	Merged-chr12-77085387-48
NR10464--MA0089.1.MAFG::NFE2L1	chr8	119394943	119394948	-	0.000	0.000	Merged-chr8-119394915-65
NR9413--MA0117.2.Mafb	chr6	146516336	146516347	-	0.000	0.000	Merged-chr6-146516138-30
NR3121--MA0501.1.MAF::NFE2	chr13	96487435	96487449	-	0.000	0.000	Merged-chr13-96487488-44
NR1511--MA0089.1.MAFG::NFE2L1	chr10	118541345	118541350	+	0.000	0.000	Merged-chr10-118541342-6
NR4577--MA0591.1.Bach1::Mafk	chr16	91545688	91545702	+	0.000	0.000	Merged-chr16-91545855-29
NR2702--MA0659.1.MAFG	chr12	114809435	114809455	-	0.000	0.000	Merged-chr12-114809482-22
NR943--MA0089.1.MAFG::NFE2L1	chr10	12875016	12875021	+	0.000	0.000	Merged-chr10-12875013-52
NR8337--MA0591.1.Bach1::Mafk	chr5	103972985	103972999	+	0.000	0.000	Merged-chr5-103972801-35
NR10679--MA0089.1.MAFG::NFE2L1	chr9	30480709	30480714	-	0.000	0.000	Merged-chr9-30480669-44
NR3593--MA0495.2.MAFF	chr14	70767710	70767730	+	0.000	0.000	Merged-chr14-70767609-24
NR7661--MA0591.1.Bach1::Mafk	chr4	116301274	116301288	+	0.000	0.000	Merged-chr4-116301152-13
NR7484--MA0117.2.Mafb	chr4	62636436	62636447	+	0.000	0.000	Merged-chr4-62636315-14
NR10806--MA0501.1.MAF::NFE2	chr9	66895161	66895175	+	0.000	0.000	Merged-chr9-66895169-4
NR6270--MA0089.1.MAFG::NFE2L1	chr2	129180153	129180158	+	0.000	0.000	Merged-chr2-129180074-1
NR2751--MA0591.1.Bach1::Mafk	chr12	119388105	119388119	+	0.000	0.000	Merged-chr12-119388101-32
NR8536--MA0496.2.MAFK	chr5	140505637	140505655	+	0.000	0.000	Merged-chr5-140505683-58
NR1687--MA0591.1.Bach1::Mafk	chr11	32580671	32580685	+	0.000	0.000	Merged-chr11-32580688-47
NR1928--MA0089.1.MAFG::NFE2L1	chr11	85235135	85235140	-	0.000	0.000	Merged-chr11-85234934-68
NR11051--MA0117.2.Mafb	chr9	114797807	114797818	+	0.000	0.000	Merged-chr9-114797763-25
NR11129--MA0089.1.MAFG::NFE2L1	chrX	9447639	9447644	-	0.000	0.000	Merged-chrX-9447532-12
NR6976--MA0089.1.MAFG::NFE2L1	chr3	108562552	108562557	-	0.000	0.000	Merged-chr3-108562830-113
NR1162--MA0496.2.MAFK	chr10	67493718	67493736	+	0.000	0.000	Merged-chr10-67493801-11
NR2857--MA0089.1.MAFG::NFE2L1	chr13	32903398	32903403	+	0.000	0.000	Merged-chr13-32903360-35
NR9184--MA0089.1.MAFG::NFE2L1	chr6	124829393	124829398	+	0.000	0.000	Merged-chr6-124829412-146
NR10697--MA0501.1.MAF::NFE2	chr9	33080438	33080452	+	0.000	0.000	Merged-chr9-33080507-34
NR9570--MA0659.1.MAFG	chr7	35647506	35647526	-	0.000	0.000	Merged-chr7-35647371-69
NR10053--MA0496.2.MAFK	chr7	140983130	140983148	-	0.000	0.000	Merged-chr7-140983161-18
NR7390--MA0117.2.Mafb	chr4	33310234	33310245	-	0.000	0.000	Merged-chr4-33310385-59
NR2043--MA0591.1.Bach1::Mafk	chr11	103697740	103697754	-	0.000	0.000	Merged-chr11-103697774-72
NR11006--MA0501.1.MAF::NFE2	chr9	107278711	107278725	-	0.000	0.000	Merged-chr9-107278847-28
NR7426--MA0089.1.MAFG::NFE2L1	chr4	48049978	48049983	+	0.000	0.000	Merged-chr4-48050055-1
NR6006--MA0089.1.MAFG::NFE2L1	chr2	94178907	94178912	+	0.000	0.000	Merged-chr2-94178884-54
NR754--MA0089.1.MAFG::NFE2L1	chr1	183987870	183987875	+	0.000	0.000	Merged-chr1-183987914-47
NR7730--MA0501.1.MAF::NFE2	chr4	126094353	126094367	+	0.000	0.000	Merged-chr4-126094420-1
NR10188--MA0495.2.MAFF	chr8	49946937	49946957	-	0.000	0.000	Merged-chr8-49947112-22
NR8216--MA0117.2.Mafb	chr5	74944141	74944152	-	0.000	0.000	Merged-chr5-74944215-40
NR9539--MA0659.1.MAFG	chr7	27357867	27357887	+	0.000	0.000	Merged-chr7-27357694-29
NR6859--MA0501.1.MAF::NFE2	chr3	89872363	89872377	-	0.000	0.000	Merged-chr3-89872416-43
NR7232--MA0591.1.Bach1::Mafk	chr3	149410516	149410530	-	0.000	0.000	Merged-chr3-149410577-18
NR8789--MA0591.1.Bach1::Mafk	chr6	41152191	41152205	+	0.000	0.000	Merged-chr6-41152178-27
NR11257--MA0591.1.Bach1::Mafk	chrX	103493412	103493426	-	0.000	0.000	Merged-chrX-103493636-67
NR5618--MA0117.2.Mafb	chr19	53507746	53507757	-	0.000	0.000	Merged-chr19-53507718-24
NR4757--MA0501.1.MAF::NFE2	chr17	28625560	28625574	+	0.000	0.000	Merged-chr17-28625613-28
NR2172--MA0495.2.MAFF	chr11	118337579	118337599	+	0.000	0.000	Merged-chr11-118337723-52
NR10288--MA0089.1.MAFG::NFE2L1	chr8	84689264	84689269	-	0.000	0.000	Merged-chr8-84689283-39
NR2379--MA0089.1.MAFG::NFE2L1	chr12	70232369	70232374	+	0.000	0.000	Merged-chr12-70232391-28
NR6948--MA0495.2.MAFF	chr3	106449625	106449645	+	0.000	0.000	Merged-chr3-106449359-119
NR2270--MA0496.2.MAFK	chr12	21437727	21437745	-	0.000	0.000	Merged-chr12-21437615-25
NR9788--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR9297--MA0089.1.MAFG::NFE2L1	chr6	140443668	140443673	-	0.000	0.000	Merged-chr6-140443586-32
NR9673--MA0089.1.MAFG::NFE2L1	chr7	68070809	68070814	-	0.000	0.000	Merged-chr7-68070882-29
NR9661--MA0591.1.Bach1::Mafk	chr7	66661722	66661736	+	0.000	0.000	Merged-chr7-66661793-46
NR9983--MA0591.1.Bach1::Mafk	chr7	126369619	126369633	-	0.000	0.000	Merged-chr7-126369585-49
NR1722--MA0496.2.MAFK	chr11	46454725	46454743	+	0.000	0.000	Merged-chr11-46454823-30
NR7539--MA0089.1.MAFG::NFE2L1	chr4	89369266	89369271	+	0.000	0.000	Merged-chr4-89369224-21
NR2215--MA0591.1.Bach1::Mafk	chr12	3740261	3740275	-	0.000	0.000	Merged-chr12-3740314-45
NR1635--MA0659.1.MAFG	chr11	5099437	5099457	+	0.000	0.000	Merged-chr11-5099369-106
NR741--MA0495.2.MAFF	chr1	182528172	182528192	+	0.000	0.000	Merged-chr1-182528373-67
NR6760--MA0495.2.MAFF	chr3	55424095	55424115	+	0.000	0.000	Merged-chr3-55424109-16
NR6685--MA0089.1.MAFG::NFE2L1	chr3	14667334	14667339	-	0.000	0.000	Merged-chr3-14667308-20
NR8739--MA0501.1.MAF::NFE2	chr6	22122402	22122416	+	0.000	0.000	Merged-chr6-22122273-24
NR192--MA0117.2.Mafb	chr1	69498983	69498994	+	0.000	0.000	Merged-chr1-69499196-51
NR3482--MA0089.1.MAFG::NFE2L1	chr14	53078671	53078676	-	0.000	0.000	Merged-chr14-53078717-37
NR10559--MA0591.1.Bach1::Mafk	chr8	123406971	123406985	-	0.000	0.000	Merged-chr8-123406909-21
NR5943--MA0591.1.Bach1::Mafk	chr2	69802945	69802959	-	0.000	0.000	Merged-chr2-69803068-39
NR9662--MA0501.1.MAF::NFE2	chr7	66661725	66661739	+	0.000	0.000	Merged-chr7-66661793-46
NR8179--MA0089.1.MAFG::NFE2L1	chr5	64371445	64371450	-	0.000	0.000	Merged-chr5-64371502-26
NR4927--MA0089.1.MAFG::NFE2L1	chr17	71204745	71204750	-	0.000	0.000	Merged-chr17-71204716-50
NR7386--MA0117.2.Mafb	chr4	32352134	32352145	+	0.000	0.000	Merged-chr4-32352065-6
NR5538--MA0501.1.MAF::NFE2	chr19	32262949	32262963	-	0.000	0.000	Merged-chr19-32262868-44
NR10866--MA0117.2.Mafb	chr9	80082605	80082616	+	0.000	0.000	Merged-chr9-80082362-35
NR7726--MA0591.1.Bach1::Mafk	chr4	124819059	124819073	-	0.000	0.000	Merged-chr4-124819044-3
NR8223--MA0496.2.MAFK	chr5	76565521	76565539	-	0.000	0.000	Merged-chr5-76565486-34
NR3436--MA0501.1.MAF::NFE2	chr14	36962626	36962640	-	0.000	0.000	Merged-chr14-36962609-55
NR6990--MA0117.2.Mafb	chr3	109732611	109732622	+	0.000	0.000	Merged-chr3-109732646-37
NR6762--MA0659.1.MAFG	chr3	55424095	55424115	+	0.000	0.000	Merged-chr3-55424109-16
NR978--MA0501.1.MAF::NFE2	chr10	20865091	20865105	-	0.000	0.000	Merged-chr10-20865092-37
NR5879--MA0591.1.Bach1::Mafk	chr2	58107020	58107034	+	0.000	0.000	Merged-chr2-58107175-53
NR7222--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR3103--MA0089.1.MAFG::NFE2L1	chr13	91541143	91541148	+	0.000	0.000	Merged-chr13-91541138-52
NR4644--MA0591.1.Bach1::Mafk	chr16	96711192	96711206	+	0.000	0.000	Merged-chr16-96711061-1
NR1238--MA0501.1.MAF::NFE2	chr10	79937280	79937294	-	0.000	0.000	Merged-chr10-79937148-47
NR6269--MA0501.1.MAF::NFE2	chr2	128465767	128465781	+	0.000	0.000	Merged-chr2-128465659-44
NR3584--MA0496.2.MAFK	chr14	68048503	68048521	-	0.000	0.000	Merged-chr14-68048538-29
NR4576--MA0495.2.MAFF	chr16	91545685	91545705	-	0.000	0.000	Merged-chr16-91545855-29
NR1159--MA0089.1.MAFG::NFE2L1	chr10	67493720	67493725	-	0.000	0.000	Merged-chr10-67493801-11
NR10253--MA0501.1.MAF::NFE2	chr8	75084001	75084015	-	0.000	0.000	Merged-chr8-75083999-30
NR10408--MA0495.2.MAFF	chr8	114369493	114369513	-	0.000	0.000	Merged-chr8-114369520-41
NR10373--MA0089.1.MAFG::NFE2L1	chr8	106105630	106105635	-	0.000	0.000	Merged-chr8-106105668-2
NR10157--MA0501.1.MAF::NFE2	chr8	39045548	39045562	-	0.000	0.000	Merged-chr8-39045547-88
NR7524--MA0089.1.MAFG::NFE2L1	chr4	88727550	88727555	-	0.000	0.000	Merged-chr4-88727531-27
NR631--MA0117.2.Mafb	chr1	165822163	165822174	+	0.000	0.000	Merged-chr1-165822211-30
NR3405--MA0089.1.MAFG::NFE2L1	chr14	27225958	27225963	-	0.000	0.000	Merged-chr14-27225979-2
NR7619--MA0591.1.Bach1::Mafk	chr4	106987844	106987858	-	0.000	0.000	Merged-chr4-106987990-49
NR1671--MA0659.1.MAFG	chr11	21103423	21103443	+	0.000	0.000	Merged-chr11-21103382-12
NR3927--MA0659.1.MAFG	chr15	31356849	31356869	+	0.000	0.000	Merged-chr15-31357016-32
NR35--MA0089.1.MAFG::NFE2L1	chr1	23917818	23917823	+	0.000	0.000	Merged-chr1-23917708-15
NR11025--MA0089.1.MAFG::NFE2L1	chr9	110476511	110476516	+	0.000	0.000	Merged-chr9-110476640-115
NR4774--MA0591.1.Bach1::Mafk	chr17	31835987	31836001	+	0.000	0.000	Merged-chr17-31835834-15
NR1837--MA0089.1.MAFG::NFE2L1	chr11	69266604	69266609	-	0.000	0.000	Merged-chr11-69266485-18
NR9584--MA0089.1.MAFG::NFE2L1	chr7	44896055	44896060	-	0.000	0.000	Merged-chr7-44895929-62
NR1819--MA0501.1.MAF::NFE2	chr11	64022589	64022603	+	0.000	0.000	Merged-chr11-64022647-19
NR3302--MA0591.1.Bach1::Mafk	chr13	113203343	113203357	+	0.000	0.000	Merged-chr13-113203194-33
NR10675--MA0089.1.MAFG::NFE2L1	chr9	24498286	24498291	+	0.000	0.000	Merged-chr9-24498129-8
NR4859--MA0591.1.Bach1::Mafk	chr17	48404019	48404033	-	0.000	0.000	Merged-chr17-48404057-9
NR7621--MA0591.1.Bach1::Mafk	chr4	107224046	107224060	+	0.000	0.000	Merged-chr4-107223959-21
NR4569--MA0117.2.Mafb	chr16	90995165	90995176	-	0.000	0.000	Merged-chr16-90995039-12
NR1003--MA0591.1.Bach1::Mafk	chr10	22148837	22148851	-	0.000	0.000	Merged-chr10-22148932-76
NR9105--MA0117.2.Mafb	chr6	114657110	114657121	+	0.000	0.000	Merged-chr6-114657175-55
NR1924--MA0089.1.MAFG::NFE2L1	chr11	83629041	83629046	-	0.000	0.000	Merged-chr11-83628943-8
NR4692--MA0496.2.MAFK	chr17	9002573	9002591	+	0.000	0.000	Merged-chr17-9002640-32
NR1016--MA0501.1.MAF::NFE2	chr10	24641562	24641576	+	0.000	0.000	Merged-chr10-24641621-6
NR74--MA0501.1.MAF::NFE2	chr1	37585875	37585889	-	0.000	0.000	Merged-chr1-37586082-40
NR10515--MA0496.2.MAFK	chr8	121906569	121906587	-	0.000	0.000	Merged-chr8-121906680-28
NR2873--MA0659.1.MAFG	chr13	37870781	37870801	-	0.000	0.000	Merged-chr13-37870605-10
NR1708--MA0501.1.MAF::NFE2	chr11	43729108	43729122	-	0.000	0.000	Merged-chr11-43729040-41
NR2884--MA0591.1.Bach1::Mafk	chr13	41357289	41357303	+	0.000	0.000	Merged-chr13-41357354-17
NR3984--MA0089.1.MAFG::NFE2L1	chr15	55838561	55838566	-	0.000	0.000	Merged-chr15-55838772-33
NR9490--MA0117.2.Mafb	chr7	16295691	16295702	+	0.000	0.000	Merged-chr7-16295835-16
NR5590--MA0495.2.MAFF	chr19	44554324	44554344	+	0.000	0.000	Merged-chr19-44554365-6
NR9407--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR10627--MA0496.2.MAFK	chr8	128519541	128519559	-	0.000	0.000	Merged-chr8-128519566-39
NR4058--MA0089.1.MAFG::NFE2L1	chr15	66806496	66806501	+	0.000	0.000	Merged-chr15-66806580-18
NR1359--MA0089.1.MAFG::NFE2L1	chr10	93442398	93442403	+	0.000	0.000	Merged-chr10-93442339-20
NR8815--MA0495.2.MAFF	chr6	49128468	49128488	-	0.000	0.000	Merged-chr6-49128471-29
NR7724--MA0089.1.MAFG::NFE2L1	chr4	124752709	124752714	-	0.000	0.000	Merged-chr4-124752780-50
NR10533--MA0496.2.MAFK	chr8	122438118	122438136	-	0.000	0.000	Merged-chr8-122438174-12
NR579--MA0591.1.Bach1::Mafk	chr1	157411084	157411098	-	0.000	0.000	Merged-chr1-157411088-8
