#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1973--MA0599.1.KLF5	chr1	131161257	131161266	-	0.000	0.000	Merged-chr1-131161352-21
NR44928--MA0039.3.KLF4	chr5	64864834	64864844	+	0.000	0.000	Merged-chr5-64864889-25
NR56858--MA0740.1.KLF14	chr8	11635912	11635925	-	0.000	0.000	Merged-chr8-11635696-171
NR64368--MA0599.1.KLF5	chrX	73880848	73880857	-	0.000	0.000	Merged-chrX-73880699-35
NR28869--MA0741.1.KLF16	chr18	74960481	74960491	-	0.000	0.000	Merged-chr18-74960599-22
NR18293--MA0740.1.KLF14	chr14	54605957	54605970	+	0.000	0.000	Merged-chr14-54606117-28
NR9434--MA0599.1.KLF5	chr11	70410076	70410085	-	0.000	0.000	Merged-chr11-70410140-52
NR41914--MA0740.1.KLF14	chr4	125085088	125085101	+	0.000	0.000	Merged-chr4-125085240-94
NR10143--MA0742.1.Klf12	chr11	86614201	86614215	+	0.000	0.000	Merged-chr11-86614307-11
NR36525--MA0741.1.KLF16	chr3	32509164	32509174	-	0.000	0.000	Merged-chr3-32508971-50
NR57024--MA1107.1.KLF9	chr8	22060520	22060532	+	0.000	0.000	Merged-chr8-22060379-109
NR49789--MA0741.1.KLF16	chr6	85339432	85339442	+	0.000	0.000	Merged-chr6-85339410-34
NR26846--MA1107.1.KLF9	chr17	71678047	71678059	+	0.000	0.000	Merged-chr17-71678086-8
NR46141--MA1107.1.KLF9	chr5	112274138	112274150	-	0.000	0.000	Merged-chr5-112274120-60
NR18987--MA0657.1.KLF13	chr14	75845210	75845227	+	0.000	0.000	Merged-chr14-75845337-99
NR62320--MA0657.1.KLF13	chr9	94998016	94998033	+	0.000	0.000	Merged-chr9-94998094-9
NR21976--MA0741.1.KLF16	chr15	97498664	97498674	+	0.000	0.000	Merged-chr15-97498535-14
NR2275--MA0599.1.KLF5	chr1	141884598	141884607	+	0.000	0.000	Merged-chr1-141884458-46
NR49948--MA1107.1.KLF9	chr6	89298216	89298228	+	0.000	0.000	Merged-chr6-89298172-2
NR49384--MA0742.1.Klf12	chr6	59412135	59412149	-	0.000	0.000	Merged-chr6-59411943-3
NR64820--MA0599.1.KLF5	chrX	150441195	150441204	+	0.000	0.000	Merged-chrX-150441082-51
NR40198--MA0740.1.KLF14	chr4	41303858	41303871	-	0.000	0.000	Merged-chr4-41303993-1
NR53118--MA0599.1.KLF5	chr7	29238153	29238162	+	0.000	0.000	Merged-chr7-29238309-53
NR16265--MA1107.1.KLF9	chr13	89530847	89530859	-	0.000	0.000	Merged-chr13-89530741-23
NR37102--MA0742.1.Klf12	chr3	79194245	79194259	+	0.000	0.000	Merged-chr3-79194432-21
NR6043--MA0493.1.Klf1	chr10	80622403	80622413	+	0.000	0.000	Merged-chr10-80622471-84
NR48788--MA0740.1.KLF14	chr6	33249007	33249020	+	0.000	0.000	Merged-chr6-33249191-56
NR6172--MA0741.1.KLF16	chr10	81433022	81433032	-	0.000	0.000	Merged-chr10-81433026-44
NR40861--MA0599.1.KLF5	chr4	63558839	63558848	+	0.000	0.000	Merged-chr4-63558751-64
NR46496--MA0599.1.KLF5	chr5	118048750	118048759	+	0.000	0.000	Merged-chr5-118048714-34
NR64798--MA0741.1.KLF16	chrX	140956782	140956792	+	0.000	0.000	Merged-chrX-140956860-72
NR8860--MA0742.1.Klf12	chr11	54492653	54492667	-	0.000	0.000	Merged-chr11-54492562-47
NR4492--MA0741.1.KLF16	chr10	20312457	20312467	+	0.000	0.000	Merged-chr10-20312484-116
NR8004--MA0599.1.KLF5	chr11	6415714	6415723	+	0.000	0.000	Merged-chr11-6415741-2
NR11147--MA1107.1.KLF9	chr11	106999573	106999585	-	0.000	0.000	Merged-chr11-106999428-68
NR54391--MA0742.1.Klf12	chr7	82866993	82867007	-	0.000	0.000	Merged-chr7-82866836-179
NR11823--MA1107.1.KLF9	chr11	119047578	119047590	+	0.000	0.000	Merged-chr11-119047449-6
NR57031--MA0741.1.KLF16	chr8	22166305	22166315	-	0.000	0.000	Merged-chr8-22166326-62
NR44557--MA0740.1.KLF14	chr5	36713384	36713397	+	0.000	0.000	Merged-chr5-36713262-67
NR23027--MA0599.1.KLF5	chr16	22266088	22266097	+	0.000	0.000	Merged-chr16-22266085-1
NR34249--MA1107.1.KLF9	chr2	131352923	131352935	-	0.000	0.000	Merged-chr2-131352831-82
NR43552--MA1107.1.KLF9	chr4	152179240	152179252	-	0.000	0.000	Merged-chr4-152179169-26
NR50887--MA0599.1.KLF5	chr6	124260643	124260652	-	0.000	0.000	Merged-chr6-124260789-19
NR46129--MA0599.1.KLF5	chr5	112274129	112274138	-	0.000	0.000	Merged-chr5-112274120-60
NR36877--MA0493.1.Klf1	chr3	55688274	55688284	-	0.000	0.000	Merged-chr3-55688329-24
NR2007--MA0741.1.KLF16	chr1	131911153	131911163	+	0.000	0.000	Merged-chr1-131910847-123
NR22273--MA0741.1.KLF16	chr15	100747334	100747344	+	0.000	0.000	Merged-chr15-100747446-44
NR50533--MA0740.1.KLF14	chr6	114679363	114679376	-	0.000	0.000	Merged-chr6-114679499-19
NR36652--MA0039.3.KLF4	chr3	38497037	38497047	+	0.000	0.000	Merged-chr3-38497155-35
NR30200--MA0741.1.KLF16	chr19	36243114	36243124	+	0.000	0.000	Merged-chr19-36243171-1
NR22339--MA0741.1.KLF16	chr15	102100519	102100529	+	0.000	0.000	Merged-chr15-102100480-62
NR13202--MA0493.1.Klf1	chr12	78980793	78980803	+	0.000	0.000	Merged-chr12-78980936-73
NR25650--MA0741.1.KLF16	chr17	30363634	30363644	+	0.000	0.000	Merged-chr17-30363504-27
NR31749--MA0039.3.KLF4	chr2	30286337	30286347	+	0.000	0.000	Merged-chr2-30286345-59
NR61536--MA1107.1.KLF9	chr9	64831939	64831951	+	0.000	0.000	Merged-chr9-64831906-29
NR987--MA0740.1.KLF14	chr1	74304207	74304220	+	0.000	0.000	Merged-chr1-74304047-56
NR46570--MA0741.1.KLF16	chr5	120110400	120110410	-	0.000	0.000	Merged-chr5-120110333-3
NR15717--MA1107.1.KLF9	chr13	58158314	58158326	-	0.000	0.000	Merged-chr13-58158134-148
NR10618--MA0599.1.KLF5	chr11	97883660	97883669	+	0.000	0.000	Merged-chr11-97883682-8
NR61321--MA1107.1.KLF9	chr9	57647824	57647836	-	0.000	0.000	Merged-chr9-57647746-26
NR35012--MA1107.1.KLF9	chr2	155050906	155050918	-	0.000	0.000	Merged-chr2-155050840-76
NR64031--MA1107.1.KLF9	chrX	20662882	20662894	-	0.000	0.000	Merged-chrX-20662999-43
NR60698--MA0599.1.KLF5	chr9	32507259	32507268	-	0.000	0.000	Merged-chr9-32507415-81
NR51381--MA0742.1.Klf12	chr6	134830122	134830136	+	0.000	0.000	Merged-chr6-134830106-68
NR40091--MA0599.1.KLF5	chr4	33248549	33248558	+	0.000	0.000	Merged-chr4-33248647-4
NR3435--MA0039.3.KLF4	chr1	180390390	180390400	-	0.000	0.000	Merged-chr1-180390562-55
NR31464--MA0599.1.KLF5	chr2	24385321	24385330	+	0.000	0.000	Merged-chr2-24385282-51
NR57283--MA0741.1.KLF16	chr8	35428949	35428959	-	0.000	0.000	Merged-chr8-35428921-45
NR2193--MA0741.1.KLF16	chr1	136234440	136234450	+	0.000	0.000	Merged-chr1-136234299-43
NR52194--MA0740.1.KLF14	chr7	3693610	3693623	-	0.000	0.000	Merged-chr7-3693587-203
NR732--MA0599.1.KLF5	chr1	58725998	58726007	+	0.000	0.000	Merged-chr1-58726093-26
NR37560--MA0599.1.KLF5	chr3	95106973	95106982	+	0.000	0.000	Merged-chr3-95106767-61
NR55874--MA0741.1.KLF16	chr7	127841784	127841794	-	0.000	0.000	Merged-chr7-127841775-106
NR20223--MA0599.1.KLF5	chr15	36793284	36793293	+	0.000	0.000	Merged-chr15-36793499-195
NR50932--MA0741.1.KLF16	chr6	125067642	125067652	-	0.000	0.000	Merged-chr6-125067765-41
NR33387--MA0039.3.KLF4	chr2	103658741	103658751	-	0.000	0.000	Merged-chr2-103658723-12
NR63511--MA0599.1.KLF5	chr9	119983907	119983916	+	0.000	0.000	Merged-chr9-119983826-11
NR52291--MA1107.1.KLF9	chr7	4996092	4996104	-	0.000	0.000	Merged-chr7-4996162-39
NR15712--MA0039.3.KLF4	chr13	58157713	58157723	-	0.000	0.000	Merged-chr13-58157645-3
NR32442--MA0599.1.KLF5	chr2	60204357	60204366	+	0.000	0.000	Merged-chr2-60204421-25
NR17355--MA1107.1.KLF9	chr13	119617001	119617013	-	0.000	0.000	Merged-chr13-119616717-94
NR57257--MA1107.1.KLF9	chr8	34539965	34539977	+	0.000	0.000	Merged-chr8-34540020-11
NR53989--MA0741.1.KLF16	chr7	64043091	64043101	-	0.000	0.000	Merged-chr7-64043125-48
NR3143--MA0740.1.KLF14	chr1	172376523	172376536	-	0.000	0.000	Merged-chr1-172376760-99
NR38771--MA0741.1.KLF16	chr3	131272103	131272113	+	0.000	0.000	Merged-chr3-131271947-79
NR58504--MA0740.1.KLF14	chr8	84953039	84953052	-	0.000	0.000	Merged-chr8-84952961-19
NR52834--MA0599.1.KLF5	chr7	25686932	25686941	+	0.000	0.000	Merged-chr7-25687157-78
NR19297--MA0039.3.KLF4	chr14	101943267	101943277	-	0.000	0.000	Merged-chr14-101943110-45
NR23080--MA0741.1.KLF16	chr16	24629361	24629371	+	0.000	0.000	Merged-chr16-24629525-45
NR49627--MA0599.1.KLF5	chr6	72957874	72957883	-	0.000	0.000	Merged-chr6-72957924-4
NR51175--MA0493.1.Klf1	chr6	128852990	128853000	+	0.000	0.000	Merged-chr6-128852954-26
NR56105--MA0657.1.KLF13	chr7	132729619	132729636	-	0.000	0.000	Merged-chr7-132729590-8
NR6618--MA0741.1.KLF16	chr10	95357803	95357813	-	0.000	0.000	Merged-chr10-95357903-8
NR9577--MA0740.1.KLF14	chr11	74443987	74444000	+	0.000	0.000	Merged-chr11-74444076-12
NR2987--MA0741.1.KLF16	chr1	167339589	167339599	-	0.000	0.000	Merged-chr1-167339598-12
NR25533--MA0493.1.Klf1	chr17	28590947	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR7897--MA0740.1.KLF14	chr11	4218050	4218063	-	0.000	0.000	Merged-chr11-4218223-50
NR24030--MA0740.1.KLF14	chr16	87495908	87495921	+	0.000	0.000	Merged-chr16-87495807-62
NR17360--MA0493.1.Klf1	chr13	119690255	119690265	+	0.000	0.000	Merged-chr13-119690439-73
NR7178--MA0657.1.KLF13	chr10	117112717	117112734	-	0.000	0.000	Merged-chr10-117112735-27
NR35046--MA0741.1.KLF16	chr2	155811964	155811974	+	0.000	0.000	Merged-chr2-155812086-49
NR19875--MA1107.1.KLF9	chr15	6555007	6555019	+	0.000	0.000	Merged-chr15-6554904-39
NR48894--MA1107.1.KLF9	chr6	38809644	38809656	-	0.000	0.000	Merged-chr6-38809579-1
NR11502--MA0599.1.KLF5	chr11	115185122	115185131	-	0.000	0.000	Merged-chr11-115185164-10
NR44176--MA0039.3.KLF4	chr5	23722187	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR64578--MA0493.1.Klf1	chrX	102157145	102157155	+	0.000	0.000	Merged-chrX-102157189-61
NR13783--MA0039.3.KLF4	chr12	101018072	101018082	+	0.000	0.000	Merged-chr12-101018139-51
NR12162--MA0599.1.KLF5	chr12	8674277	8674286	+	0.000	0.000	Merged-chr12-8674296-93
NR3119--MA0599.1.KLF5	chr1	172197390	172197399	+	0.000	0.000	Merged-chr1-172197316-25
NR63962--MA1107.1.KLF9	chrX	12151847	12151859	+	0.000	0.000	Merged-chrX-12151801-24
NR28216--MA0741.1.KLF16	chr18	46917805	46917815	-	0.000	0.000	Merged-chr18-46917814-10
NR30907--MA0742.1.Klf12	chr19	57360900	57360914	+	0.000	0.000	Merged-chr19-57361016-100
NR13667--MA0741.1.KLF16	chr12	98677289	98677299	-	0.000	0.000	Merged-chr12-98677424-35
NR34792--MA0741.1.KLF16	chr2	151542919	151542929	-	0.000	0.000	Merged-chr2-151542776-88
NR49136--MA0741.1.KLF16	chr6	50110169	50110179	-	0.000	0.000	Merged-chr6-50110247-81
NR42096--MA0740.1.KLF14	chr4	129793969	129793982	-	0.000	0.000	Merged-chr4-129793960-55
NR13210--MA0039.3.KLF4	chr12	79190964	79190974	+	0.000	0.000	Merged-chr12-79191040-14
NR49739--MA0599.1.KLF5	chr6	83711219	83711228	-	0.000	0.000	Merged-chr6-83711196-55
NR8581--MA0493.1.Klf1	chr11	46462215	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR60501--MA0740.1.KLF14	chr9	22050700	22050713	-	0.000	0.000	Merged-chr9-22050682-22
NR17484--MA0741.1.KLF16	chr14	14633416	14633426	-	0.000	0.000	Merged-chr14-14633159-94
NR20083--MA0741.1.KLF16	chr15	27923869	27923879	-	0.000	0.000	Merged-chr15-27923818-49
NR58342--MA0740.1.KLF14	chr8	81015037	81015050	+	0.000	0.000	Merged-chr8-81015053-72
NR2047--MA0599.1.KLF5	chr1	133695134	133695143	-	0.000	0.000	Merged-chr1-133694971-54
NR15520--MA1107.1.KLF9	chr13	54188613	54188625	+	0.000	0.000	Merged-chr13-54188520-62
NR48882--MA0741.1.KLF16	chr6	38551930	38551940	-	0.000	0.000	Merged-chr6-38551675-166
NR53924--MA0599.1.KLF5	chr7	58658313	58658322	-	0.000	0.000	Merged-chr7-58658497-79
NR25140--MA0741.1.KLF16	chr17	23748258	23748268	+	0.000	0.000	Merged-chr17-23748319-15
NR31482--MA0599.1.KLF5	chr2	25148103	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR36787--MA1107.1.KLF9	chr3	52297556	52297568	-	0.000	0.000	Merged-chr3-52297502-16
NR750--MA0599.1.KLF5	chr1	59180246	59180255	+	0.000	0.000	Merged-chr1-59180254-19
NR16180--MA1107.1.KLF9	chr13	81684976	81684988	-	0.000	0.000	Merged-chr13-81685096-36
NR748--MA0740.1.KLF14	chr1	59180245	59180258	+	0.000	0.000	Merged-chr1-59180254-19
NR64145--MA0741.1.KLF16	chrX	42502926	42502936	-	0.000	0.000	Merged-chrX-42502698-84
NR6456--MA0741.1.KLF16	chr10	89747873	89747883	+	0.000	0.000	Merged-chr10-89747839-80
NR46331--MA0741.1.KLF16	chr5	114707617	114707627	+	0.000	0.000	Merged-chr5-114707863-50
NR37999--MA0599.1.KLF5	chr3	104992958	104992967	-	0.000	0.000	Merged-chr3-104992904-39
NR34049--MA0599.1.KLF5	chr2	127319253	127319262	-	0.000	0.000	Merged-chr2-127319189-56
NR57294--MA0599.1.KLF5	chr8	35634118	35634127	-	0.000	0.000	Merged-chr8-35634030-132
NR42007--MA0599.1.KLF5	chr4	128962503	128962512	+	0.000	0.000	Merged-chr4-128962566-44
NR40713--MA0493.1.Klf1	chr4	57306519	57306529	+	0.000	0.000	Merged-chr4-57306623-55
NR3105--MA0493.1.Klf1	chr1	171677913	171677923	+	0.000	0.000	Merged-chr1-171677833-5
NR53905--MA1107.1.KLF9	chr7	56018989	56019001	+	0.000	0.000	Merged-chr7-56019172-64
NR57016--MA0493.1.Klf1	chr8	22060487	22060497	-	0.000	0.000	Merged-chr8-22060379-109
NR8810--MA0599.1.KLF5	chr11	53786264	53786273	+	0.000	0.000	Merged-chr11-53786235-5
NR52258--MA0741.1.KLF16	chr7	4739975	4739985	-	0.000	0.000	Merged-chr7-4739915-68
NR23157--MA0599.1.KLF5	chr16	32003215	32003224	+	0.000	0.000	Merged-chr16-32003128-52
NR48309--MA0599.1.KLF5	chr5	149583727	149583736	-	0.000	0.000	Merged-chr5-149583571-10
NR46392--MA1107.1.KLF9	chr5	115126944	115126956	-	0.000	0.000	Merged-chr5-115126925-31
NR49725--MA0493.1.Klf1	chr6	83428643	83428653	-	0.000	0.000	Merged-chr6-83428521-21
NR2381--MA0039.3.KLF4	chr1	151083919	151083929	-	0.000	0.000	Merged-chr1-151084034-24
NR13690--MA0493.1.Klf1	chr12	99548547	99548557	-	0.000	0.000	Merged-chr12-99548576-10
NR46800--MA0493.1.Klf1	chr5	123524265	123524275	-	0.000	0.000	Merged-chr5-123524243-58
NR6956--MA1107.1.KLF9	chr10	111031830	111031842	+	0.000	0.000	Merged-chr10-111031729-43
NR61340--MA0741.1.KLF16	chr9	57956934	57956944	-	0.000	0.000	Merged-chr9-57956974-45
NR22094--MA0599.1.KLF5	chr15	98779059	98779068	+	0.000	0.000	Merged-chr15-98779131-15
NR30879--MA0741.1.KLF16	chr19	57117014	57117024	+	0.000	0.000	Merged-chr19-57117009-44
NR53224--MA0039.3.KLF4	chr7	30626220	30626230	+	0.000	0.000	Merged-chr7-30626131-41
NR10542--MA0599.1.KLF5	chr11	97146173	97146182	+	0.000	0.000	Merged-chr11-97146058-3
NR25934--MA0741.1.KLF16	chr17	35164944	35164954	+	0.000	0.000	Merged-chr17-35165046-91
NR1971--MA0741.1.KLF16	chr1	131153166	131153176	+	0.000	0.000	Merged-chr1-131153253-37
NR24474--MA1107.1.KLF9	chr16	96341328	96341340	+	0.000	0.000	Merged-chr16-96341450-15
NR36852--MA0741.1.KLF16	chr3	55424201	55424211	+	0.000	0.000	Merged-chr3-55424109-16
NR18557--MA1107.1.KLF9	chr14	61718612	61718624	+	0.000	0.000	Merged-chr14-61718483-1
NR62663--MA0599.1.KLF5	chr9	106203080	106203089	+	0.000	0.000	Merged-chr9-106203255-66
NR21161--MA0741.1.KLF16	chr15	80192530	80192540	+	0.000	0.000	Merged-chr15-80192413-58
NR47022--MA0599.1.KLF5	chr5	129020170	129020179	+	0.000	0.000	Merged-chr5-129020147-99
NR29480--MA0741.1.KLF16	chr19	4943109	4943119	+	0.000	0.000	Merged-chr19-4942974-44
NR12475--MA0493.1.Klf1	chr12	31374808	31374818	+	0.000	0.000	Merged-chr12-31374785-24
NR29751--MA0741.1.KLF16	chr19	9135087	9135097	+	0.000	0.000	Merged-chr19-9135336-75
NR42352--MA0741.1.KLF16	chr4	133546048	133546058	+	0.000	0.000	Merged-chr4-133545920-68
NR59241--MA0599.1.KLF5	chr8	111145678	111145687	+	0.000	0.000	Merged-chr8-111145545-75
NR62854--MA0742.1.Klf12	chr9	108507953	108507967	+	0.000	0.000	Merged-chr9-108507928-53
NR22742--MA1107.1.KLF9	chr16	11870182	11870194	+	0.000	0.000	Merged-chr16-11870229-13
NR49111--MA0742.1.Klf12	chr6	48718594	48718608	+	0.000	0.000	Merged-chr6-48718578-53
NR60708--MA0741.1.KLF16	chr9	32518406	32518416	-	0.000	0.000	Merged-chr9-32518523-33
NR54132--MA0599.1.KLF5	chr7	73618403	73618412	+	0.000	0.000	Merged-chr7-73618526-82
NR60931--MA0599.1.KLF5	chr9	44130212	44130221	+	0.000	0.000	Merged-chr9-44130219-40
NR2868--MA0657.1.KLF13	chr1	165194445	165194462	+	0.000	0.000	Merged-chr1-165194301-85
NR40745--MA0599.1.KLF5	chr4	59295193	59295202	+	0.000	0.000	Merged-chr4-59295271-36
NR37326--MA0740.1.KLF14	chr3	88503395	88503408	-	0.000	0.000	Merged-chr3-88503323-39
NR40059--MA1107.1.KLF9	chr4	32768173	32768185	-	0.000	0.000	Merged-chr4-32768214-30
NR50696--MA0742.1.Klf12	chr6	118139189	118139203	+	0.000	0.000	Merged-chr6-118139138-58
NR53065--MA0741.1.KLF16	chr7	29134862	29134872	-	0.000	0.000	Merged-chr7-29134852-30
NR26735--MA0493.1.Klf1	chr17	65951221	65951231	+	0.000	0.000	Merged-chr17-65951140-56
NR17485--MA1107.1.KLF9	chr14	14633415	14633427	-	0.000	0.000	Merged-chr14-14633159-94
NR46165--MA0599.1.KLF5	chr5	112319542	112319551	+	0.000	0.000	Merged-chr5-112319581-13
NR29445--MA0493.1.Klf1	chr19	4283173	4283183	-	0.000	0.000	Merged-chr19-4283203-50
NR9582--MA0599.1.KLF5	chr11	74572741	74572750	-	0.000	0.000	Merged-chr11-74572687-46
NR10743--MA0493.1.Klf1	chr11	98972469	98972479	-	0.000	0.000	Merged-chr11-98972338-11
NR58599--MA0599.1.KLF5	chr8	88531161	88531170	-	0.000	0.000	Merged-chr8-88531099-1
NR60912--MA1107.1.KLF9	chr9	44013971	44013983	+	0.000	0.000	Merged-chr9-44013875-7
NR35004--MA0493.1.Klf1	chr2	155019370	155019380	+	0.000	0.000	Merged-chr2-155019489-63
NR61448--MA0599.1.KLF5	chr9	61679862	61679871	+	0.000	0.000	Merged-chr9-61679928-43
NR12161--MA1107.1.KLF9	chr12	8674214	8674226	-	0.000	0.000	Merged-chr12-8674296-93
NR21331--MA0599.1.KLF5	chr15	83100173	83100182	-	0.000	0.000	Merged-chr15-83100216-49
NR51981--MA0493.1.Klf1	chr6	146434347	146434357	-	0.000	0.000	Merged-chr6-146434496-35
NR56735--MA0742.1.Klf12	chr8	4253318	4253332	-	0.000	0.000	Merged-chr8-4253306-81
NR31296--MA0657.1.KLF13	chr2	11777698	11777715	-	0.000	0.000	Merged-chr2-11777973-128
NR19079--MA0493.1.Klf1	chr14	79587564	79587574	+	0.000	0.000	Merged-chr14-79587561-73
NR11682--MA0741.1.KLF16	chr11	117266145	117266155	-	0.000	0.000	Merged-chr11-117266091-54
NR31567--MA0657.1.KLF13	chr2	26389179	26389196	-	0.000	0.000	Merged-chr2-26389230-66
NR42598--MA0599.1.KLF5	chr4	135856057	135856066	-	0.000	0.000	Merged-chr4-135856056-91
NR10993--MA1107.1.KLF9	chr11	102993058	102993070	-	0.000	0.000	Merged-chr11-102993120-14
NR64825--MA0599.1.KLF5	chrX	150588224	150588233	-	0.000	0.000	Merged-chrX-150588315-63
NR42383--MA0599.1.KLF5	chr4	133879281	133879290	+	0.000	0.000	Merged-chr4-133879423-50
NR53942--MA0599.1.KLF5	chr7	63753455	63753464	-	0.000	0.000	Merged-chr7-63753436-59
NR11748--MA0741.1.KLF16	chr11	117878668	117878678	-	0.000	0.000	Merged-chr11-117878483-30
NR18236--MA0742.1.Klf12	chr14	53795319	53795333	-	0.000	0.000	Merged-chr14-53795361-42
NR2129--MA0741.1.KLF16	chr1	134955930	134955940	+	0.000	0.000	Merged-chr1-134955841-57
NR49905--MA0742.1.Klf12	chr6	88465414	88465428	-	0.000	0.000	Merged-chr6-88465559-62
NR2725--MA0657.1.KLF13	chr1	160906351	160906368	+	0.000	0.000	Merged-chr1-160906611-81
NR1278--MA0039.3.KLF4	chr1	86492483	86492493	-	0.000	0.000	Merged-chr1-86492556-5
NR27963--MA1107.1.KLF9	chr18	35822186	35822198	+	0.000	0.000	Merged-chr18-35822093-13
NR58498--MA0740.1.KLF14	chr8	84908630	84908643	+	0.000	0.000	Merged-chr8-84908616-54
NR5781--MA1107.1.KLF9	chr10	79692122	79692134	+	0.000	0.000	Merged-chr10-79692164-17
NR12156--MA0740.1.KLF14	chr12	8674213	8674226	-	0.000	0.000	Merged-chr12-8674296-93
NR61368--MA0740.1.KLF14	chr9	59486725	59486738	+	0.000	0.000	Merged-chr9-59486572-90
NR25225--MA0599.1.KLF5	chr17	24687416	24687425	+	0.000	0.000	Merged-chr17-24687301-48
NR595--MA0657.1.KLF13	chr1	51624749	51624766	+	0.000	0.000	Merged-chr1-51624803-20
NR11971--MA1107.1.KLF9	chr11	120729617	120729629	-	0.000	0.000	Merged-chr11-120729772-16
NR37524--MA0493.1.Klf1	chr3	94456698	94456708	+	0.000	0.000	Merged-chr3-94456653-34
NR43361--MA0599.1.KLF5	chr4	149702777	149702786	-	0.000	0.000	Merged-chr4-149702835-49
NR23074--MA0740.1.KLF14	chr16	24624700	24624713	-	0.000	0.000	Merged-chr16-24624633-23
NR59832--MA0741.1.KLF16	chr8	122611501	122611511	-	0.000	0.000	Merged-chr8-122611468-64
NR58370--MA0493.1.Klf1	chr8	83442679	83442689	-	0.000	0.000	Merged-chr8-83442554-54
NR46216--MA0740.1.KLF14	chr5	113643658	113643671	+	0.000	0.000	Merged-chr5-113643605-6
NR17597--MA1107.1.KLF9	chr14	20766182	20766194	-	0.000	0.000	Merged-chr14-20766175-32
NR54911--MA0599.1.KLF5	chr7	104291729	104291738	-	0.000	0.000	Merged-chr7-104291752-74
NR26549--MA0741.1.KLF16	chr17	56627041	56627051	-	0.000	0.000	Merged-chr17-56627075-72
NR11819--MA1107.1.KLF9	chr11	119047570	119047582	+	0.000	0.000	Merged-chr11-119047449-6
NR29477--MA0599.1.KLF5	chr19	4943123	4943132	+	0.000	0.000	Merged-chr19-4942974-44
NR60546--MA0741.1.KLF16	chr9	22468386	22468396	-	0.000	0.000	Merged-chr9-22468507-1
NR31691--MA0039.3.KLF4	chr2	29870251	29870261	-	0.000	0.000	Merged-chr2-29870260-12
NR23823--MA1107.1.KLF9	chr16	75292227	75292239	-	0.000	0.000	Merged-chr16-75292373-1
NR19719--MA0741.1.KLF16	chr14	121405490	121405500	+	0.000	0.000	Merged-chr14-121405440-45
NR11157--MA0493.1.Klf1	chr11	107189403	107189413	-	0.000	0.000	Merged-chr11-107189206-67
NR53716--MA0741.1.KLF16	chr7	45923465	45923475	+	0.000	0.000	Merged-chr7-45923352-110
NR31549--MA0493.1.Klf1	chr2	26140657	26140667	-	0.000	0.000	Merged-chr2-26140409-110
NR20811--MA0740.1.KLF14	chr15	73833444	73833457	-	0.000	0.000	Merged-chr15-73833465-20
NR45881--MA0599.1.KLF5	chr5	105648835	105648844	+	0.000	0.000	Merged-chr5-105648904-12
NR31469--MA0599.1.KLF5	chr2	24919594	24919603	+	0.000	0.000	Merged-chr2-24919565-66
NR34044--MA0493.1.Klf1	chr2	127310480	127310490	+	0.000	0.000	Merged-chr2-127310323-17
NR48797--MA0599.1.KLF5	chr6	34780857	34780866	+	0.000	0.000	Merged-chr6-34780682-73
NR49877--MA0741.1.KLF16	chr6	86870424	86870434	-	0.000	0.000	Merged-chr6-86870427-33
NR28281--MA0742.1.Klf12	chr18	53862034	53862048	-	0.000	0.000	Merged-chr18-53862317-112
NR46398--MA0599.1.KLF5	chr5	115312960	115312969	-	0.000	0.000	Merged-chr5-115313005-7
NR47894--MA0740.1.KLF14	chr5	142895212	142895225	-	0.000	0.000	Merged-chr5-142895252-53
NR60469--MA1107.1.KLF9	chr9	21724314	21724326	+	0.000	0.000	Merged-chr9-21724146-80
NR55772--MA0493.1.Klf1	chr7	126759598	126759608	-	0.000	0.000	Merged-chr7-126759483-50
NR55853--MA0741.1.KLF16	chr7	127478209	127478219	-	0.000	0.000	Merged-chr7-127478315-109
NR5535--MA1107.1.KLF9	chr10	75566479	75566491	-	0.000	0.000	Merged-chr10-75566499-3
NR26001--MA0742.1.Klf12	chr17	35764155	35764169	+	0.000	0.000	Merged-chr17-35764114-33
NR19205--MA0599.1.KLF5	chr14	96932794	96932803	-	0.000	0.000	Merged-chr14-96932670-1
NR52982--MA0599.1.KLF5	chr7	28381203	28381212	-	0.000	0.000	Merged-chr7-28381197-44
NR40162--MA0741.1.KLF16	chr4	40722379	40722389	+	0.000	0.000	Merged-chr4-40722214-26
NR55692--MA0599.1.KLF5	chr7	125594049	125594058	+	0.000	0.000	Merged-chr7-125593922-57
NR29383--MA0599.1.KLF5	chr19	4000356	4000365	+	0.000	0.000	Merged-chr19-4000436-69
NR33177--MA0039.3.KLF4	chr2	91101415	91101425	+	0.000	0.000	Merged-chr2-91101582-28
